Orthogroup	AEAL.longest_only	DPSE.longest_only
OG0002075	LOC109415838|XP_019545321.1|AEAL, LOC109418778|XP_019548552.1|AEAL, LOC115257589|XP_029713233.1|AEAL, LOC115254032|XP_029715751.1|AEAL	LOC4817452|XP_003736146.1|DPSE
OG0002076	LOC109420404|XP_029729304.1|AEAL, LOC109402323|XP_029713604.1|AEAL	LOC4805558|XP_015040719.2|DPSE
OG0002077	LOC109402320|XP_029713586.1|AEAL, LOC115253757|XP_029713723.1|AEAL	LOC4812575|XP_015043584.2|DPSE
OG0002078	LOC115257894|XP_029713736.1|AEAL, LOC115257450|XP_029712906.1|AEAL, LOC109402270|XP_019530465.2|AEAL	LOC6898804|XP_002138778.2|DPSE
OG0002079	LOC109433204|XP_019565150.1|AEAL	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE
OG0002080	LOC109431533|XP_029719646.1|AEAL, LOC109422416|XP_029712778.1|AEAL	LOC4805389|XP_001361798.4|DPSE
OG0002081	LOC109424407|XP_029707752.1|AEAL	LOC4805629|XP_001362001.1|DPSE
OG0002082	LOC109418655|XP_029730659.1|AEAL, LOC109414790|XP_029719572.1|AEAL	LOC4805677|XP_015040786.1|DPSE
OG0002083	LOC109414805|XP_029719558.1|AEAL	LOC6902156|XP_033238476.1|DPSE
OG0002084	LOC109418498|XP_019548245.1|AEAL	LOC4803706|XP_001360381.2|DPSE
OG0002085	LOC109401249|XP_029721272.1|AEAL, LOC109413613|XP_029721370.1|AEAL, LOC115253902|XP_029721375.1|AEAL	LOC4805208|XP_001361649.1|DPSE
OG0002086	LOC109623390|XP_019933492.1|AEAL, LOC115262587|XP_029720847.1|AEAL, LOC109426916|XP_019558018.1|AEAL	LOC4803700|XP_001360376.1|DPSE
OG0002087	LOC109408615|XP_029720918.1|AEAL, LOC109421903|XP_029720891.1|AEAL	LOC6900845|XP_015043409.2|DPSE
OG0002088	LOC109408746|XP_019537664.2|AEAL, LOC115267732|XP_029730787.1|AEAL	LOC4812474|XP_015044069.2|DPSE
OG0002089	LOC115267813|XP_029731053.1|AEAL, LOC109397100|XP_029730995.1|AEAL	LOC4805069|XP_001361531.2|DPSE
OG0002090	LOC109409843|XP_019538871.2|AEAL	LOC4813071|XP_015042931.1|DPSE
OG0002091	LOC109399551|XP_019527547.2|AEAL	LOC4805623|XP_033233718.1|DPSE
OG0002092	LOC109431991|XP_019563837.1|AEAL, LOC109431287|XP_029724607.1|AEAL	LOC4812347|XP_015043700.1|DPSE
OG0002093	LOC115254199|XP_029731365.1|AEAL, LOC109426482|XP_029710081.1|AEAL	LOC4805706|XP_004444583.1|DPSE
OG0002094	LOC109403702|XP_029731427.1|AEAL, LOC115266893|XP_029729356.1|AEAL	LOC4803512|XP_001360225.1|DPSE
OG0002095	LOC109403422|XP_019531798.1|AEAL	LOC4815478|XP_001355498.1|DPSE
OG0002096	LOC109622238|XP_029731487.1|AEAL	LOC6898308|XP_015039510.2|DPSE
OG0002097	LOC109410744|XP_029731592.1|AEAL	LOC6898788|XP_002138764.3|DPSE
OG0002098	LOC115267972|XP_029731680.1|AEAL, LOC109433444|XP_029714386.1|AEAL, LOC109410678|XP_029731687.1|AEAL, LOC109415401|XP_029732102.1|AEAL	LOC4812329|XP_033241232.1|DPSE
OG0002099	LOC115270133|XP_029735089.1|AEAL, LOC109621473|XP_019931061.2|AEAL	LOC4801818|XP_001358851.2|DPSE
OG0002100	LOC109426042|XP_019557027.1|AEAL	LOC4812849|XP_015042566.2|DPSE
OG0002101	LOC115254207|XP_029731958.1|AEAL, LOC109425935|XP_029731904.1|AEAL, LOC109407614|XP_029708345.1|AEAL	LOC6898145|XP_033233209.1|DPSE
OG0002102	LOC109407506|XP_019536102.2|AEAL, LOC115254090|XP_029720467.1|AEAL, LOC109425767|XP_029716782.1|AEAL	LOC6898570|XP_033235001.1|DPSE
OG0002103	LOC109412716|XP_019541874.2|AEAL, LOC109411868|XP_029728535.1|AEAL	LOC4801812|XP_015037401.2|DPSE
OG0002117	LOC115255629|XP_029709579.1|AEAL, LOC115255647|XP_029709607.1|AEAL, LOC109405365|XP_019533965.2|AEAL	LOC6901600|XP_033237843.1|DPSE
OG0002118	LOC115255620|XP_029709568.1|AEAL, LOC109405340|XP_029709584.1|AEAL	LOC26533291|XP_033232988.1|DPSE
OG0002119	LOC109424979|XP_029730264.1|AEAL, LOC109431117|XP_029711291.1|AEAL	LOC4801842|XP_001358875.2|DPSE
OG0002120	LOC109431090|XP_029712026.1|AEAL, LOC115256425|XP_029710822.1|AEAL, LOC109415389|XP_029711074.1|AEAL	LOC6899859|XP_033237161.1|DPSE
OG0002121	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL	LOC4800465|XP_015038559.2|DPSE
OG0002122	LOC115258698|XP_029714898.1|AEAL, LOC115267511|XP_029730461.1|AEAL, LOC115267425|XP_029730274.1|AEAL, LOC109421672|XP_029723529.1|AEAL, LOC115253593|XP_029728894.1|AEAL, LOC109401641|XP_019529757.1|AEAL, LOC115268016|XP_029731763.1|AEAL	LOC6903329|XP_002132210.2|DPSE
OG0002123	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL	LOC4817482|XP_001356478.4|DPSE
OG0002124	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL	LOC6901022|XP_002134506.2|DPSE
OG0002125	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL	LOC4804992|XP_001361464.3|DPSE
OG0002126	LOC109401919|XP_019530085.2|AEAL	LOC4811892|XP_015044084.2|DPSE
OG0002127	LOC109401891|XP_019530044.2|AEAL	LOC4815635|XP_001355727.4|DPSE
OG0002128	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL	LOC4814333|XP_015042207.1|DPSE
OG0002129	LOC109414676|XP_019544051.2|AEAL	LOC4801975|XP_001358988.3|DPSE
OG0002130	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL	LOC6902080|XP_002133611.1|DPSE
OG0002131	LOC109422131|XP_019552314.2|AEAL	LOC6897032|XP_002137217.2|DPSE
OG0002132	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL	LOC4817486|XP_001356299.1|DPSE
OG0002133	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL	LOC4814561|XP_001354907.2|DPSE
OG0002134	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE
OG0002135	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL	LOC6902161|XP_033239930.1|DPSE
OG0002136	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL	LOC4800281|XP_001357613.3|DPSE
OG0002137	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL	LOC4801749|XP_001358791.1|DPSE
OG0002138	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL	LOC4815083|XP_001354826.1|DPSE
OG0002139	LOC109405079|XP_029710896.1|AEAL	LOC4814738|XP_015042117.1|DPSE, LOC6902465|XP_033235713.1|DPSE
OG0002140	LOC109398423|XP_029710676.1|AEAL	LOC4815343|XP_001354929.3|DPSE
OG0002141	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL	LOC4811789|XP_001352357.2|DPSE
OG0002142	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL	LOC4802741|XP_033240251.1|DPSE
OG0002143	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL	LOC4817608|XP_001357010.4|DPSE
OG0002144	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL	LOC6899834|XP_002135701.2|DPSE
OG0002145	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL	LOC4803061|XP_001359862.2|DPSE
OG0002146	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL	LOC4802739|XP_001359602.1|DPSE
OG0002148	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL	LOC4812425|XP_001352856.4|DPSE
OG0002149	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL	LOC6899879|XP_033237088.1|DPSE
OG0002150	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL	LOC4815585|XP_033238603.1|DPSE
OG0002151	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL	LOC4818094|XP_001357397.3|DPSE
OG0002152	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL	LOC4801445|XP_033232376.1|DPSE
OG0002153	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL	LOC4800500|XP_001357766.3|DPSE
OG0002154	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL	LOC4816033|XP_033238438.1|DPSE
OG0002155	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL	LOC4800316|XP_001357592.2|DPSE
OG0002156	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL	LOC6900452|XP_015042780.1|DPSE
OG0002157	LOC109431463|XP_029717880.1|AEAL	LOC4801392|XP_033235075.1|DPSE
OG0002158	LOC109415571|XP_019545000.2|AEAL	LOC4804443|XP_001361004.1|DPSE
OG0002159	LOC109415590|XP_029717899.1|AEAL	LOC4804489|XP_001361045.1|DPSE
OG0002160	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL	LOC4800645|XP_001357880.4|DPSE
OG0002161	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL	LOC4801839|XP_001358872.1|DPSE
OG0002162	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL	LOC4801044|XP_033241706.1|DPSE
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC4814236|XP_033239157.1|DPSE
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC4802423|XP_001359345.2|DPSE
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC6897406|XP_002137558.2|DPSE
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC4816674|XP_001355901.2|DPSE
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC4804608|XP_033234241.1|DPSE
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC4803504|XP_001360218.3|DPSE
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC4811779|XP_033237304.1|DPSE
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC4801169|XP_001358303.2|DPSE
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC4817918|XP_001357234.1|DPSE
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC4801078|XP_001358237.4|DPSE
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC4801077|XP_001358236.1|DPSE
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC4800512|XP_001357777.1|DPSE
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC4800799|XP_001358010.1|DPSE
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC4801147|XP_001358285.4|DPSE
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC4811816|XP_001352379.4|DPSE
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC6896726|XP_003736237.2|DPSE
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC4815591|XP_001355661.1|DPSE
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC4801292|XP_015037133.2|DPSE
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC4804612|XP_001361145.5|DPSE
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC4801630|XP_001358686.2|DPSE
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC4800694|XP_015038652.1|DPSE
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC4818010|XP_001357198.2|DPSE
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC4801658|XP_001358710.1|DPSE
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC4804306|XP_001360886.2|DPSE
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC26533533|XP_015044546.2|DPSE
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC4801742|XP_033241804.1|DPSE
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC4812387|XP_001353010.2|DPSE
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC4813628|XP_001353989.3|DPSE
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC4801190|XP_001358320.3|DPSE
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC4801769|XP_001358810.4|DPSE
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC6899959|XP_002135327.2|DPSE
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC6897882|XP_015038215.2|DPSE
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC4801711|XP_001358758.3|DPSE
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC4816067|XP_001355617.2|DPSE
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC4801308|XP_015037148.2|DPSE
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC4801723|XP_033240169.1|DPSE
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC4801369|XP_001358476.2|DPSE
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC4801281|XP_001358401.3|DPSE
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC4801534|XP_003736536.3|DPSE
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC4801871|XP_033238940.1|DPSE
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC6897140|XP_002137320.2|DPSE
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC4815563|XP_001355390.1|DPSE
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC6897389|XP_003736628.2|DPSE
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC4801272|XP_001358392.2|DPSE
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC4800516|XP_001357781.1|DPSE
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC4802274|XP_001359226.1|DPSE
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC6896974|XP_033232526.1|DPSE
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC6897024|XP_002137209.4|DPSE
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC4801361|XP_001358468.2|DPSE
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC4816021|XP_001355279.2|DPSE
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC4801991|XP_001359002.3|DPSE
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC4801992|XP_033233457.1|DPSE
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC4812746|XP_001353124.4|DPSE
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC4805451|XP_001361850.5|DPSE
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC4804900|XP_033234157.1|DPSE
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC6899990|XP_002135356.3|DPSE
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC4803424|XP_001360139.1|DPSE
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC4804232|XP_033234573.1|DPSE
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC4803580|XP_001360284.2|DPSE
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC6898965|XP_002138925.3|DPSE
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC4804755|XP_004444285.2|DPSE
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC4803485|XP_001360203.4|DPSE
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC4805512|XP_001361903.2|DPSE
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC6900478|XP_002134868.3|DPSE
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC4805212|XP_033234659.1|DPSE
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC4804289|XP_001360870.3|DPSE
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC4804305|XP_015039799.2|DPSE
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC4803415|XP_015039068.2|DPSE
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC4803538|XP_001360248.1|DPSE
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC4805227|XP_001361665.2|DPSE
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC4812220|XP_001352612.3|DPSE
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC4801861|XP_033241811.1|DPSE
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC4812636|XP_001353026.3|DPSE
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC4811920|XP_001352523.4|DPSE
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC4803416|XP_033234070.1|DPSE
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC26533982|XP_015039134.1|DPSE
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC4812023|XP_001352600.2|DPSE
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC6900883|XP_002135240.1|DPSE
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC4804402|XP_001360971.3|DPSE
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC4804400|XP_001360970.3|DPSE
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC4804414|XP_001360982.4|DPSE
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC4805586|XP_001361967.3|DPSE
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC4800424|XP_033241599.1|DPSE
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC4805321|XP_001361740.3|DPSE
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC4804745|XP_001361257.2|DPSE
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC4814040|XP_001354185.2|DPSE
OG0002259	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC117184417|XP_033237535.1|DPSE
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC4805450|XP_001361849.2|DPSE
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC4812932|XP_001353784.2|DPSE
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC6901984|XP_033239645.1|DPSE
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC4812185|XP_001352768.3|DPSE
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC4813219|XP_001354081.1|DPSE
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC6899116|XP_002139033.2|DPSE
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC4805354|XP_015040595.2|DPSE
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC4814003|XP_001354157.2|DPSE
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC4813762|XP_001353728.1|DPSE
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC6900496|XP_015042837.2|DPSE
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC4813190|XP_033240151.1|DPSE
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC4814086|XP_015042453.2|DPSE
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC4814148|XP_001354236.2|DPSE
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC4812879|XP_001353753.3|DPSE
