Orthogroup	AEAL.longest_only	DSIM.longest_only
OG0000492	LOC109414237|XP_019543596.1|AEAL	LOC6732477|XP_002079597.1|DSIM
OG0000493	LOC109424249|XP_029734410.1|AEAL	LOC6729918|XP_002105220.1|DSIM, LOC6729917|XP_002105219.1|DSIM
OG0000494	LOC109406097|XP_019534701.2|AEAL, LOC109402997|XP_019531256.1|AEAL	LOC6732394|XP_016025045.1|DSIM
OG0000495	LOC109412654|XP_029720655.1|AEAL, LOC109420930|XP_029720657.1|AEAL	LOC6725339|XP_002106356.2|DSIM, LOC6734661|XP_016027852.1|DSIM
OG0000496	LOC109429623|XP_029728581.1|AEAL, LOC109623404|XP_029719965.1|AEAL	LOC6731116|XP_016023655.1|DSIM
OG0000496	LOC109623402|XP_019933500.2|AEAL, LOC109429619|XP_029728582.1|AEAL	LOC6732130|XP_039152868.1|DSIM
OG0000497	LOC109420450|XP_019550342.2|AEAL	LOC6731319|XP_016023891.1|DSIM, LOC6731320|XP_039147220.1|DSIM
OG0000498	LOC109433408|XP_019565383.2|AEAL, LOC109433401|XP_019565377.2|AEAL	LOC6729410|XP_039151136.1|DSIM, LOC27208577|XP_016036059.1|DSIM
OG0000499	LOC109406732|XP_019535320.1|AEAL, LOC115268954|XP_029733028.1|AEAL	LOC6734630|XP_002081638.2|DSIM
OG0000500	LOC109418753|XP_029712968.1|AEAL	LOC6738567|XP_002085372.1|DSIM, LOC6738565|XP_016032423.1|DSIM
OG0000504	LOC115267607|XP_029730594.1|AEAL, LOC115267631|XP_029730635.1|AEAL, LOC109431603|XP_029730638.1|AEAL, LOC115267608|XP_029730595.1|AEAL, LOC109428459|XP_029711459.1|AEAL, LOC109398075|XP_029730592.1|AEAL, LOC109431700|XP_029730619.1|AEAL, LOC109398100|XP_029730596.1|AEAL, LOC115267620|XP_029730621.1|AEAL	LOC6738379|XP_002085188.2|DSIM
OG0000505	LOC109406904|XP_029717796.1|AEAL, LOC109427792|XP_029729836.1|AEAL, LOC109412957|XP_029717731.1|AEAL, LOC115260666|XP_029717674.1|AEAL	LOC6724999|XP_016037951.1|DSIM, LOC6724994|XP_039154067.1|DSIM
OG0000506	LOC109423458|XP_029722798.1|AEAL, LOC109432150|XP_029722799.1|AEAL	LOC6729559|XP_002104867.1|DSIM, LOC6729560|XP_016036228.1|DSIM
OG0000507	LOC109413463|XP_019542683.1|AEAL	LOC6725622|XP_016038817.1|DSIM
OG0000507	LOC109400515|XP_019528579.1|AEAL	LOC6725623|XP_016038818.1|DSIM
OG0000508	LOC109410535|XP_029727494.1|AEAL	LOC6736335|XP_016029810.2|DSIM, LOC6736194|XP_016029625.1|DSIM
OG0000509	LOC109401455|XP_029708081.1|AEAL, LOC115253623|XP_029708088.1|AEAL, LOC109422218|XP_029708090.1|AEAL	LOC6734784|XP_016027983.1|DSIM
OG0000510	LOC109408912|XP_019537841.2|AEAL, LOC109418468|XP_019548221.2|AEAL	LOC6734438|XP_002081458.1|DSIM, LOC6734439|XP_016027546.1|DSIM
OG0000511	LOC109429398|XP_019560891.2|AEAL	LOC6732558|XP_002079677.1|DSIM, LOC6732559|XP_016025241.1|DSIM
OG0000513	LOC115265613|XP_029727295.1|AEAL, LOC109404802|XP_019533297.2|AEAL	LOC6739277|XP_016026129.1|DSIM, LOC6732762|XP_002079875.1|DSIM
OG0000514	LOC109404634|XP_029720242.1|AEAL, LOC109411763|XP_029720339.1|AEAL	LOC6732113|XP_016024784.1|DSIM, LOC6732109|XP_016024780.2|DSIM
OG0000516	LOC115261325|XP_029718606.1|AEAL	LOC6740132|XP_016039324.1|DSIM, LOC6725967|XP_002106950.1|DSIM
OG0000517	LOC109428933|XP_019560320.2|AEAL, LOC115258132|XP_029714032.1|AEAL	LOC6738221|XP_002085033.1|DSIM, LOC6738222|XP_002085034.1|DSIM
OG0000521	LOC115256648|XP_029711363.1|AEAL	LOC6726375|XP_002107334.2|DSIM, LOC6726369|XP_016022763.1|DSIM
OG0000522	LOC115261827|XP_029719597.1|AEAL, LOC109402233|XP_019530417.1|AEAL, LOC115267220|XP_029729967.1|AEAL	LOC6727077|XP_002102474.1|DSIM, LOC6726119|XP_016039610.1|DSIM
OG0000523	LOC109417026|XP_019546697.1|AEAL	LOC6729532|XP_016036205.1|DSIM
OG0000523	LOC109402222|XP_019530404.2|AEAL	LOC6739891|XP_016040228.1|DSIM
OG0000524	LOC109409733|XP_019538773.2|AEAL	LOC6729150|XP_002104471.1|DSIM, LOC6728643|XP_016035272.2|DSIM
OG0000525	LOC109426662|XP_029725563.1|AEAL, LOC109426663|XP_019557735.2|AEAL	LOC6733674|XP_016026647.1|DSIM, LOC6733673|XP_002080720.2|DSIM
OG0000526	LOC109420592|XP_019550501.2|AEAL, LOC115266344|XP_029728320.1|AEAL, LOC109428274|XP_029728470.1|AEAL, LOC109427955|XP_019559159.1|AEAL	LOC6732852|XP_002079962.1|DSIM, LOC6735353|XP_002082300.1|DSIM
OG0000527	LOC109420067|XP_029713542.1|AEAL, LOC115257747|XP_029713524.1|AEAL, LOC109407802|XP_029713722.1|AEAL	LOC6730936|XP_016023386.1|DSIM, LOC6730930|XP_039154443.1|DSIM
OG0000528	LOC115259066|XP_029715434.1|AEAL, LOC115259076|XP_029715447.1|AEAL, LOC109433120|XP_029716911.1|AEAL, LOC109433130|XP_019565072.2|AEAL, LOC109404663|XP_019533137.2|AEAL, LOC109433136|XP_019565076.1|AEAL	LOC6730848|XP_002078012.1|DSIM
OG0000529	LOC109401725|XP_019529861.2|AEAL	LOC6730711|XP_002077881.1|DSIM, LOC6731057|XP_016023577.1|DSIM
OG0000530	LOC109404870|XP_029714637.1|AEAL, LOC115254025|XP_029715254.1|AEAL, LOC115258587|XP_029714691.1|AEAL, LOC109398719|XP_029725180.1|AEAL	LOC6737598|XP_016031381.2|DSIM, LOC6736444|XP_002083315.1|DSIM
OG0000531	LOC109402101|XP_019530267.2|AEAL, LOC115254992|XP_029708556.1|AEAL	LOC6739542|XP_016025848.1|DSIM, LOC6732663|XP_002079780.1|DSIM
OG0000533	LOC115267578|XP_029730517.1|AEAL, LOC115267577|XP_029730515.1|AEAL	LOC27206330|XP_016040259.1|DSIM
OG0000533	LOC109431876|XP_029712670.1|AEAL	LOC6728910|XP_002104240.1|DSIM
OG0000535	LOC109398917|XP_019526916.2|AEAL, LOC115261332|XP_029718636.1|AEAL, LOC109401621|XP_029724250.1|AEAL	LOC6733869|XP_016026891.1|DSIM, LOC6733513|XP_002080568.1|DSIM
OG0000536	LOC115264776|XP_029724655.1|AEAL, LOC109401564|XP_029724530.1|AEAL, LOC109623392|XP_029729324.1|AEAL, LOC115262584|XP_029720835.1|AEAL, LOC109623370|XP_029720836.1|AEAL, LOC109426873|XP_019557979.2|AEAL, LOC115263539|XP_029722641.1|AEAL, LOC109426875|XP_029721168.1|AEAL	LOC6736884|XP_039150033.1|DSIM
OG0000537	LOC109408772|XP_029730736.1|AEAL, LOC115267712|XP_029730734.1|AEAL, LOC109432694|XP_029730757.1|AEAL	LOC6739283|XP_016026253.1|DSIM
OG0000538	LOC115257305|XP_029712629.1|AEAL, LOC109408744|XP_029730747.1|AEAL, LOC109428955|XP_019560345.1|AEAL	LOC27207969|XP_016028250.1|DSIM, LOC27206155|XP_016026571.1|DSIM
OG0000539	LOC109425942|XP_019556892.2|AEAL, LOC115260132|XP_029716901.1|AEAL, LOC109407618|XP_019536304.1|AEAL	LOC6729697|XP_002105003.1|DSIM, LOC6729698|XP_002105004.1|DSIM
OG0000542	LOC109405382|XP_019533982.2|AEAL	LOC6729614|XP_016036256.1|DSIM, LOC27209038|XP_016037300.1|DSIM
OG0000543	LOC109402692|XP_019530940.2|AEAL, LOC109402667|XP_019530911.2|AEAL	LOC6729227|XP_016035879.1|DSIM, LOC6739313|XP_016026414.1|DSIM
OG0000544	LOC115269103|XP_029733348.1|AEAL, LOC109422143|XP_019552329.2|AEAL, LOC109432623|XP_019564530.2|AEAL	LOC6737052|XP_002083899.1|DSIM, LOC6727141|XP_016033622.1|DSIM
OG0000545	LOC115259474|XP_029715915.1|AEAL	LOC6727725|XP_016034301.1|DSIM, LOC6727721|XP_016034296.1|DSIM
OG0000546	LOC109404024|XP_019532434.2|AEAL	LOC6728042|XP_002103394.1|DSIM, LOC27208712|XP_016022700.1|DSIM
OG0000547	LOC109409292|XP_029716677.1|AEAL, LOC109621276|XP_029726259.1|AEAL	LOC6740073|XP_016038882.1|DSIM, LOC6738141|XP_002084954.1|DSIM, LOC6730714|XP_002077884.2|DSIM
OG0000548	LOC109399434|XP_019527422.2|AEAL, LOC109400760|XP_019528805.2|AEAL	LOC6738972|XP_002085767.2|DSIM, LOC6738971|XP_016032799.2|DSIM
OG0000549	LOC115265020|XP_029725081.1|AEAL, LOC109422484|XP_029721752.1|AEAL, LOC109423380|XP_029716682.1|AEAL, LOC115262956|XP_029721747.1|AEAL, LOC109422434|XP_019552772.2|AEAL, LOC109425730|XP_029721748.1|AEAL, LOC115267738|XP_029730805.1|AEAL, LOC115259992|XP_029716684.1|AEAL, LOC115265016|XP_029725076.1|AEAL, LOC109425729|XP_019933254.2|AEAL, LOC109422423|XP_029716683.1|AEAL, LOC109422446|XP_019552781.2|AEAL, LOC109421026|XP_019551058.2|AEAL, LOC115261201|XP_029718408.1|AEAL, LOC115265226|XP_029725368.1|AEAL, LOC115258798|XP_029715078.1|AEAL, LOC109422467|XP_029721753.1|AEAL, LOC109425727|XP_019556600.2|AEAL	LOC6735914|XP_016029271.1|DSIM
OG0000550	LOC109426379|XP_019557410.2|AEAL, LOC109397957|XP_019525842.1|AEAL, LOC115254490|XP_029707899.1|AEAL	LOC6736212|XP_016029656.1|DSIM, LOC27206957|XP_016029658.2|DSIM
OG0000552	LOC109400279|XP_019528309.2|AEAL	LOC6730180|XP_002105471.1|DSIM, LOC6730179|XP_002105470.1|DSIM
OG0000553	LOC109419526|XP_029715181.1|AEAL, LOC109409299|XP_019538286.2|AEAL, LOC115258746|XP_029714971.1|AEAL, LOC109409298|XP_019538285.2|AEAL, LOC109409297|XP_019538284.2|AEAL, LOC109419528|XP_019549289.2|AEAL	LOC6731672|XP_002078812.1|DSIM
OG0000554	LOC115268747|XP_029732757.1|AEAL, LOC109421767|XP_029732759.1|AEAL, LOC109425210|XP_029732720.1|AEAL	LOC6729254|XP_002104574.2|DSIM, LOC6729255|XP_002104575.1|DSIM
OG0000555	LOC109423451|XP_019553972.2|AEAL, LOC109414724|XP_029731538.1|AEAL	LOC6739592|XP_002076488.1|DSIM, LOC6736611|XP_039149447.1|DSIM
OG0000556	LOC109430481|XP_019562095.1|AEAL, LOC109409568|XP_019538564.2|AEAL	LOC6726221|XP_002107196.1|DSIM, LOC6727909|XP_002103264.1|DSIM
OG0000557	LOC109431932|XP_019563782.2|AEAL	LOC6728408|XP_002103755.1|DSIM, LOC6728409|XP_016035005.2|DSIM
OG0000558	LOC109414136|XP_019543453.1|AEAL, LOC115255904|XP_029709954.1|AEAL	LOC6727893|XP_016034500.1|DSIM, LOC6725385|XP_002106402.1|DSIM
OG0000559	LOC109415951|XP_029713248.1|AEAL	LOC6728670|XP_016035331.1|DSIM, LOC6738133|XP_002084946.1|DSIM
OG0000560	LOC109623381|XP_019933483.1|AEAL, LOC109401218|XP_019529223.2|AEAL	LOC6733368|XP_016026282.1|DSIM, LOC6733366|XP_002080423.1|DSIM
OG0000561	LOC115267772|XP_029730906.1|AEAL, LOC115267773|XP_029730907.1|AEAL, LOC115262970|XP_029721772.1|AEAL, LOC115253848|XP_029731983.1|AEAL, LOC109397006|XP_029721774.1|AEAL	LOC6737822|XP_016031601.1|DSIM, LOC6737818|XP_002084646.1|DSIM
OG0000562	LOC115253653|XP_029731328.1|AEAL, LOC109621273|XP_019931918.2|AEAL, LOC109408332|XP_019537160.2|AEAL, LOC109425587|XP_029731331.1|AEAL	LOC6737667|XP_002084499.1|DSIM, LOC6737647|XP_002084479.2|DSIM
OG0000566	LOC109431116|XP_029718296.1|AEAL, LOC109424973|XP_029711665.1|AEAL	LOC6727770|XP_016034346.1|DSIM, LOC6736525|XP_016030112.1|DSIM
OG0000567	LOC109428382|XP_019559649.1|AEAL	LOC6725239|XP_002106261.1|DSIM
OG0000567	LOC109415211|XP_019544645.1|AEAL	LOC6725240|XP_039152456.1|DSIM
OG0000568	LOC109432699|XP_029710953.1|AEAL, LOC109409434|XP_029711063.1|AEAL	LOC6725021|XP_016037973.1|DSIM, LOC6726684|XP_016033176.1|DSIM
OG0000569	LOC109431022|XP_029707529.1|AEAL, LOC109412120|XP_029733692.1|AEAL	LOC27209076|XP_016035400.1|DSIM, LOC27207615|XP_039150133.1|DSIM
OG0000570	LOC109417280|XP_019546932.2|AEAL, LOC109425512|XP_019556308.2|AEAL	LOC6729379|XP_002104694.2|DSIM, LOC27206481|XP_016036022.1|DSIM
OG0000571	LOC109423650|XP_029723527.1|AEAL	LOC6729914|XP_016036675.2|DSIM, LOC6729912|XP_016036669.1|DSIM
OG0000572	LOC109622525|XP_019932455.1|AEAL, LOC109409075|XP_029716653.1|AEAL	LOC6728301|XP_002103650.1|DSIM, LOC6728303|XP_016034939.1|DSIM
OG0000573	LOC109623119|XP_019933157.2|AEAL	LOC6736499|XP_002083369.1|DSIM, LOC6735923|XP_002082833.1|DSIM
OG0000574	LOC109398017|XP_029730343.1|AEAL	LOC6738393|XP_002085202.1|DSIM, LOC6727371|XP_002102756.2|DSIM
OG0000576	LOC109404652|XP_029716919.1|AEAL, LOC109433069|XP_019565001.2|AEAL	LOC6727062|XP_002102459.1|DSIM, LOC6727061|XP_016033558.1|DSIM
OG0000577	LOC115254088|XP_029720167.1|AEAL, LOC109429786|XP_029720174.1|AEAL	LOC6732723|XP_039147004.1|DSIM
OG0000578	LOC109421754|XP_019551836.2|AEAL	LOC6731846|XP_016024528.1|DSIM, LOC6735803|XP_016029187.1|DSIM
OG0000579	LOC109427001|XP_029720829.1|AEAL, LOC109410391|XP_019539489.1|AEAL	LOC27206467|XP_016034754.1|DSIM, LOC6737900|XP_002084728.1|DSIM
OG0000580	LOC109622058|XP_029734263.1|AEAL, LOC109405049|XP_019533586.2|AEAL	LOC6728593|XP_002103934.1|DSIM, LOC6728592|XP_039150433.1|DSIM
OG0000581	LOC109424053|XP_029709744.1|AEAL, LOC109426220|XP_019557214.2|AEAL	LOC6727246|XP_016033748.1|DSIM
OG0000582	LOC115253577|XP_029721343.1|AEAL	LOC6737738|XP_016031517.1|DSIM, LOC6735252|XP_016028577.1|DSIM
OG0000583	LOC109399661|XP_019527701.2|AEAL, LOC109400872|XP_019528934.2|AEAL, LOC115253930|XP_029708107.1|AEAL	LOC6735858|XP_002082768.2|DSIM, LOC6735863|XP_016029228.1|DSIM
OG0000589	LOC109428568|XP_029712648.1|AEAL, LOC109416786|XP_029712645.1|AEAL	LOC27206814|XP_039153177.1|DSIM
OG0000590	LOC115256419|XP_029710793.1|AEAL, LOC109422005|XP_019552194.1|AEAL	LOC6725047|XP_039152240.1|DSIM
OG0000592	LOC109413801|XP_019543076.2|AEAL	LOC6733436|XP_002080493.2|DSIM, LOC6734479|XP_016027606.1|DSIM
OG0000593	LOC109405654|XP_019534269.1|AEAL	LOC6730057|XP_002105350.1|DSIM, LOC6726097|XP_016039566.1|DSIM
OG0000594	LOC109431948|XP_019563796.1|AEAL	LOC27209439|XP_016036787.1|DSIM, LOC6728405|XP_002103752.2|DSIM
OG0000595	LOC109430713|XP_029713298.1|AEAL	LOC6728196|XP_016034835.2|DSIM, LOC27208518|XP_039151611.1|DSIM
OG0000598	LOC109402440|XP_019530671.2|AEAL, LOC115257287|XP_029712602.1|AEAL, LOC109405426|XP_029733450.1|AEAL, LOC115257289|XP_029712605.1|AEAL, LOC115257288|XP_029712603.1|AEAL	LOC6728292|XP_002103641.1|DSIM
OG0000599	LOC109408683|XP_029734555.1|AEAL, LOC115261354|XP_029718725.1|AEAL, LOC109400822|XP_029718714.1|AEAL	LOC6736265|XP_016029754.1|DSIM
OG0000600	LOC109408684|XP_019537594.1|AEAL, LOC109403069|XP_019531352.1|AEAL	LOC6734249|XP_002081278.1|DSIM, LOC6734248|XP_016027299.1|DSIM
OG0000601	LOC109423786|XP_029735471.1|AEAL, LOC109430629|XP_019562263.2|AEAL	LOC6731309|XP_002078465.1|DSIM, LOC6730768|XP_002077936.2|DSIM
OG0000602	LOC115267271|XP_029730033.1|AEAL, LOC109621962|XP_029724969.1|AEAL, LOC109415053|XP_029724927.1|AEAL	LOC6732174|XP_002079305.1|DSIM, LOC6732175|XP_002079306.1|DSIM
OG0000603	LOC109407343|XP_029727193.1|AEAL	LOC6727726|XP_016034303.1|DSIM, LOC6730661|XP_039154427.1|DSIM, LOC6731453|XP_016024107.1|DSIM
OG0000604	LOC109402479|XP_019530712.1|AEAL, LOC115268623|XP_029732620.1|AEAL	LOC6730767|XP_002077935.1|DSIM, LOC6730766|XP_002077934.1|DSIM
OG0000605	LOC109429829|XP_029729193.1|AEAL, LOC109398299|XP_029720138.1|AEAL, LOC109398309|XP_019526202.2|AEAL, LOC109429834|XP_019561364.2|AEAL, LOC109429835|XP_029720136.1|AEAL, LOC109398310|XP_029729190.1|AEAL, LOC109429837|XP_019561368.2|AEAL, LOC109429838|XP_019561369.2|AEAL, LOC109398347|XP_019526242.2|AEAL	LOC6733033|XP_002080112.1|DSIM
OG0000606	LOC109423284|XP_019553754.1|AEAL	LOC6729172|XP_002104493.2|DSIM
OG0000607	LOC109423418|XP_019553946.1|AEAL, LOC109414557|XP_019543945.1|AEAL	LOC6727755|XP_002103117.1|DSIM, LOC27207966|XP_016033737.1|DSIM
OG0000608	LOC109399309|XP_029733070.1|AEAL, LOC109433355|XP_019565325.1|AEAL	LOC6729735|XP_016036395.1|DSIM, LOC6729730|XP_016036386.1|DSIM
OG0000609	LOC109416410|XP_029727763.1|AEAL, LOC109424015|XP_029727745.1|AEAL	LOC27206538|XP_016023012.1|DSIM
OG0000610	LOC109401552|XP_029724515.1|AEAL, LOC115264691|XP_029724535.1|AEAL, LOC109402882|XP_029724478.1|AEAL	LOC6738612|XP_016032454.1|DSIM, LOC6735620|XP_002082540.1|DSIM
OG0000611	LOC109422358|XP_029729585.1|AEAL, LOC109424456|XP_029716841.1|AEAL	LOC6735484|XP_016028822.1|DSIM, LOC6734765|XP_002081768.1|DSIM
OG0000615	LOC109397869|XP_029710544.1|AEAL	LOC6726360|XP_039152975.1|DSIM, LOC27209315|XP_039150606.1|DSIM
OG0000616	LOC115254222|XP_029733238.1|AEAL, LOC109404704|XP_019533175.2|AEAL, LOC115269107|XP_029733374.1|AEAL, LOC109404727|XP_029733231.1|AEAL, LOC115269088|XP_029733297.1|AEAL	LOC6726352|XP_016039930.1|DSIM, LOC6740199|XP_016039931.1|DSIM
OG0000617	LOC109412435|XP_019541619.2|AEAL	LOC6729864|XP_039151242.1|DSIM, LOC6728352|XP_016034977.1|DSIM
OG0000618	LOC115263769|XP_029722968.1|AEAL, LOC109398219|XP_029716476.1|AEAL	LOC6739669|XP_016032904.1|DSIM
OG0000619	LOC109398470|XP_019526394.3|AEAL	LOC6735167|XP_002082142.1|DSIM
OG0000620	LOC109409698|XP_029707751.1|AEAL, LOC109411441|XP_029726027.1|AEAL	LOC6726489|XP_002107446.1|DSIM, LOC6737420|XP_016031189.1|DSIM
OG0000621	LOC109622528|XP_029716638.1|AEAL, LOC109409150|XP_029726276.1|AEAL	LOC6727345|XP_002102730.1|DSIM, LOC6739959|XP_016037887.1|DSIM
OG0000622	LOC109622843|XP_029711982.1|AEAL, LOC109622846|XP_029726597.1|AEAL	LOC6737034|XP_002083881.1|DSIM, LOC6737393|XP_016031141.1|DSIM
OG0000623	LOC115253428|XP_029718033.1|AEAL, LOC109420207|XP_019550075.1|AEAL, LOC109409984|XP_029725830.1|AEAL	LOC27206265|XP_016029788.1|DSIM, LOC27206242|XP_016030769.1|DSIM
OG0000624	LOC109425709|XP_019556571.1|AEAL	LOC6735140|XP_002082117.1|DSIM, LOC6735141|XP_016028423.1|DSIM
OG0000625	LOC109426095|XP_029730585.1|AEAL, LOC115267615|XP_029730610.1|AEAL, LOC109397994|XP_029730612.1|AEAL	LOC6736941|XP_016030587.1|DSIM, LOC6736939|XP_002083786.1|DSIM
OG0000626	LOC115266311|XP_029728165.1|AEAL, LOC109622267|XP_029728271.1|AEAL, LOC109414462|XP_029728193.1|AEAL	LOC6733753|XP_002080797.1|DSIM, LOC6735896|XP_016029250.1|DSIM
OG0000627	LOC109622818|XP_029715012.1|AEAL, LOC109397521|XP_029714603.1|AEAL	LOC6738464|XP_002085271.1|DSIM, LOC6725135|XP_002106161.1|DSIM
OG0000628	LOC109429097|XP_019560485.1|AEAL, LOC109421051|XP_019551086.1|AEAL	LOC6732172|XP_002079303.2|DSIM, LOC6731753|XP_002078888.1|DSIM
OG0000629	LOC109419884|XP_019549717.2|AEAL, LOC109420720|XP_029708887.1|AEAL, LOC115255144|XP_029708882.1|AEAL	LOC6728572|XP_002103913.2|DSIM, LOC6733053|XP_002080131.2|DSIM
OG0000630	LOC109420679|XP_019550650.1|AEAL	LOC6732796|XP_016025504.1|DSIM, LOC6732789|XP_002079902.3|DSIM
OG0000631	LOC109407688|XP_029708727.1|AEAL, LOC115255085|XP_029708724.1|AEAL, LOC109420639|XP_029708717.1|AEAL	LOC27208670|XP_016024744.1|DSIM, LOC6732402|XP_016025062.1|DSIM
OG0000632	LOC115265192|XP_029725327.1|AEAL, LOC109421347|XP_029726912.1|AEAL	LOC6730992|XP_016023455.1|DSIM, LOC6730529|XP_016022984.1|DSIM
OG0000635	LOC109422617|XP_029712249.1|AEAL	LOC6735347|XP_002082294.1|DSIM, LOC6726071|XP_002107053.2|DSIM
OG0000636	LOC109416141|XP_029719220.1|AEAL, LOC109416212|XP_019545748.2|AEAL	LOC6732793|XP_002079906.1|DSIM, LOC6732794|XP_016025503.1|DSIM
OG0000637	LOC109428744|XP_029734033.1|AEAL, LOC109397324|XP_029733923.1|AEAL, LOC109424548|XP_029733404.1|AEAL	LOC6725170|XP_016038187.1|DSIM, LOC6725171|XP_039152707.1|DSIM
OG0000638	LOC115253666|XP_029721245.1|AEAL, LOC109401283|XP_019933380.1|AEAL, LOC109621229|XP_029732643.1|AEAL, LOC109428588|XP_029721258.1|AEAL	LOC6729311|XP_016035943.1|DSIM, LOC6726151|XP_016039682.1|DSIM
OG0000639	LOC109432242|XP_029731044.1|AEAL, LOC109396983|XP_029730897.1|AEAL	LOC6738948|XP_016032771.1|DSIM
OG0000646	LOC109412975|XP_029721793.1|AEAL, LOC115256705|XP_029711486.1|AEAL, LOC109428533|XP_029711734.1|AEAL	LOC6729358|XP_002104674.1|DSIM, LOC6729963|XP_039150494.1|DSIM
OG0000647	LOC109397890|XP_029710623.1|AEAL	LOC6726923|XP_016033422.1|DSIM, LOC6725022|XP_016037974.1|DSIM
OG0000648	LOC115256430|XP_029710851.1|AEAL, LOC109427523|XP_019558622.2|AEAL, LOC115256447|XP_029710920.1|AEAL	LOC6726293|XP_002107254.1|DSIM
OG0000649	LOC109427548|XP_029710777.1|AEAL, LOC115256597|XP_029711265.1|AEAL, LOC115269372|XP_029733899.1|AEAL	LOC6740189|XP_002077070.2|DSIM, LOC6739849|XP_016039898.1|DSIM
OG0000650	LOC115256393|XP_029710677.1|AEAL, LOC109401900|XP_019530060.2|AEAL	LOC6729339|XP_002104656.2|DSIM
OG0000651	LOC109405949|XP_019534542.2|AEAL, LOC109406923|XP_029728625.1|AEAL	LOC6738417|XP_002085226.2|DSIM, LOC6736720|XP_016030335.1|DSIM
OG0000652	LOC109429778|XP_029726721.1|AEAL, LOC115253614|XP_029713922.1|AEAL, LOC109430728|XP_029713782.1|AEAL	LOC6739305|XP_002076214.1|DSIM, LOC27209005|XP_016038153.1|DSIM
OG0000653	LOC109416868|XP_019546511.2|AEAL, LOC109623096|XP_019933123.2|AEAL	LOC6728366|XP_002103714.1|DSIM, LOC6726771|XP_016033255.1|DSIM
OG0000654	LOC109426592|XP_029725611.1|AEAL	LOC6738408|XP_016032244.1|DSIM
OG0000655	LOC109403659|XP_029735155.1|AEAL, LOC109407972|XP_029735110.1|AEAL	LOC6734221|XP_016027265.1|DSIM, LOC6730521|XP_016022976.1|DSIM
OG0000656	LOC109414992|XP_029728932.1|AEAL	LOC6728447|XP_016035061.1|DSIM, LOC27208714|XP_016035060.1|DSIM
OG0000657	LOC109428263|XP_019559537.2|AEAL	LOC6736191|XP_016029616.1|DSIM, LOC6730879|XP_002078043.1|DSIM
OG0000658	LOC115253850|XP_029715217.1|AEAL, LOC109428501|XP_029734110.1|AEAL, LOC109420976|XP_029714914.1|AEAL	LOC6726228|XP_016039756.1|DSIM, LOC6728039|XP_002103391.1|DSIM
OG0000659	LOC109428712|XP_019560083.1|AEAL	LOC6730797|XP_002077965.1|DSIM, LOC6732787|XP_016025500.1|DSIM
OG0000660	LOC109402519|XP_029720042.1|AEAL	LOC6739184|XP_016023229.1|DSIM
OG0000661	LOC109411721|XP_019540843.2|AEAL	LOC27206244|XP_016030737.1|DSIM, LOC6731004|XP_016023467.1|DSIM
OG0000662	LOC115257202|XP_029712499.1|AEAL, LOC109414164|XP_029707887.1|AEAL	LOC6736668|XP_002083524.1|DSIM, LOC27208006|XP_016034047.1|DSIM
OG0000663	LOC115257196|XP_029712488.1|AEAL, LOC109414163|XP_019543489.2|AEAL	LOC6736154|XP_016029553.1|DSIM
OG0000664	LOC115268730|XP_029732733.1|AEAL, LOC115268732|XP_029732735.1|AEAL	LOC6727188|XP_039150958.1|DSIM
OG0000664	LOC109427984|XP_019559185.2|AEAL	LOC6739975|XP_016038087.1|DSIM
OG0000665	LOC109415719|XP_029724398.1|AEAL	LOC6729566|XP_016036230.1|DSIM, LOC6729567|XP_002104875.1|DSIM
OG0000666	LOC109413683|XP_029727511.1|AEAL	LOC6735358|XP_002082305.1|DSIM, LOC27208266|XP_016038838.1|DSIM
OG0000667	LOC115265120|XP_029725214.1|AEAL, LOC115271095|XP_029736440.1|AEAL, LOC109422632|XP_029736376.1|AEAL	LOC6739958|XP_002076843.1|DSIM, LOC6728590|XP_002103931.1|DSIM
OG0000668	LOC109402806|XP_029712212.1|AEAL, LOC115253981|XP_029712280.1|AEAL	LOC6739822|XP_002076714.1|DSIM, LOC6728180|XP_016034812.1|DSIM
OG0000669	LOC115261327|XP_029718607.1|AEAL, LOC109412240|XP_019541428.2|AEAL	LOC6726564|XP_002107518.2|DSIM, LOC6726565|XP_002107519.1|DSIM
OG0000670	LOC115254132|XP_029724406.1|AEAL, LOC109415900|XP_029716599.1|AEAL, LOC109412635|XP_029724456.1|AEAL, LOC115264657|XP_029724455.1|AEAL	LOC6731625|XP_016024307.1|DSIM, LOC6725106|XP_002106132.1|DSIM
OG0000671	LOC109399090|XP_019527063.2|AEAL	LOC27208816|XP_016025871.1|DSIM, LOC6729923|XP_016036681.1|DSIM
OG0000672	LOC109621435|XP_019931010.2|AEAL, LOC115268001|XP_029731748.1|AEAL	LOC6725743|XP_039152633.1|DSIM, LOC6740238|XP_002077119.2|DSIM
OG0000673	LOC109407623|XP_019536309.1|AEAL, LOC115256948|XP_029712013.1|AEAL	LOC6725851|XP_039154027.1|DSIM, LOC6738127|XP_002084940.1|DSIM
OG0000677	LOC109433657|XP_029733829.1|AEAL, LOC109403483|XP_029710958.1|AEAL, LOC115256480|XP_029710988.1|AEAL	LOC27206657|XP_039152419.1|DSIM
OG0000678	LOC109430086|XP_029711699.1|AEAL, LOC109428505|XP_019559845.2|AEAL	LOC6727764|XP_016034341.1|DSIM, LOC6730493|XP_002077674.1|DSIM
