Orthogroup	AEAL.longest_only	DBIA.longest_only
OG0002121	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL	LOC108026235|XP_016952559.1|DBIA
OG0002123	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL	LOC108033850|XP_016963974.1|DBIA
OG0002124	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL	LOC108035796|XP_016967027.1|DBIA
OG0002125	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL	LOC108030030|XP_016958074.1|DBIA
OG0002126	LOC109401919|XP_019530085.2|AEAL	LOC108028833|XP_016956310.1|DBIA
OG0002127	LOC109401891|XP_019530044.2|AEAL	LOC108023591|XP_016948683.1|DBIA
OG0002128	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL	LOC108035766|XP_016966958.1|DBIA
OG0002129	LOC109414676|XP_019544051.2|AEAL	LOC108031580|XP_016960634.1|DBIA
OG0002130	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL	LOC108023316|XP_016948108.1|DBIA
OG0002131	LOC109422131|XP_019552314.2|AEAL	LOC108025363|XP_016951315.1|DBIA
OG0002132	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL	LOC108034811|XP_016965348.1|DBIA
OG0002133	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL	LOC108030309|XP_016958634.1|DBIA, LOC108036294|XP_016967797.1|DBIA
OG0002134	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL	LOC108023559|XP_016948635.1|DBIA
OG0002135	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL	LOC108023951|XP_016949132.1|DBIA
OG0002136	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL	LOC108025326|XP_016951241.1|DBIA
OG0002137	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL	LOC108026146|XP_016952366.1|DBIA
OG0002138	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL	LOC108023692|XP_016948805.1|DBIA
OG0002139	LOC109405079|XP_029710896.1|AEAL	LOC108033054|XP_016962670.1|DBIA
OG0002140	LOC109398423|XP_029710676.1|AEAL	LOC108023214|XP_016947973.1|DBIA
OG0002141	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL	LOC108024077|XP_016949341.1|DBIA
OG0002142	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL	LOC108024995|XP_016950740.1|DBIA
OG0002143	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL	LOC108027786|XP_016954842.1|DBIA
OG0002144	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL	LOC108036687|XP_016968468.1|DBIA, LOC108033014|XP_016962633.1|DBIA
OG0002145	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL	LOC108031903|XP_016961159.1|DBIA
OG0002146	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL	LOC108024962|XP_016950689.1|DBIA
OG0002148	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL	LOC108034563|XP_016964981.1|DBIA
OG0002149	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL	LOC108036005|XP_016967390.1|DBIA
OG0002150	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL	LOC108026580|XP_016953026.1|DBIA
OG0002151	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL	LOC108033385|XP_016963193.1|DBIA
OG0002152	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL	LOC108025125|XP_016950885.1|DBIA
OG0002153	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL	LOC108026066|XP_016952250.1|DBIA
OG0002154	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL	LOC108023601|XP_016948698.1|DBIA
OG0002155	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL	LOC108025109|XP_016950863.1|DBIA
OG0002156	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL	LOC108030806|XP_016959390.1|DBIA
OG0002157	LOC109431463|XP_029717880.1|AEAL	LOC108024344|XP_016949738.1|DBIA
OG0002158	LOC109415571|XP_019545000.2|AEAL	LOC108030378|XP_016958737.1|DBIA
OG0002159	LOC109415590|XP_029717899.1|AEAL	LOC108022600|XP_016947123.1|DBIA
OG0002160	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL	LOC108031111|XP_016959811.1|DBIA
OG0002161	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL	LOC108031804|XP_016961013.1|DBIA
OG0002162	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL	LOC108024705|XP_016950278.1|DBIA
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC108036566|XP_016968306.1|DBIA
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC108026438|XP_016952864.1|DBIA
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC108033622|XP_016963484.1|DBIA
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC108036799|XP_016968635.1|DBIA
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC108030451|XP_016958832.1|DBIA
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC108026917|XP_016953617.1|DBIA
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC108035317|XP_016966379.1|DBIA
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC108024903|XP_016950557.1|DBIA
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC108026205|XP_016952496.1|DBIA
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC108032234|XP_016961585.1|DBIA
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC108033327|XP_016963101.1|DBIA
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC108024757|XP_016950355.1|DBIA
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC108024758|XP_016950356.1|DBIA
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC108032126|XP_016961447.1|DBIA
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC108023355|XP_016948207.1|DBIA
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC108025240|XP_016951075.1|DBIA
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC108026414|XP_016952831.1|DBIA
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC108025207|XP_016951029.1|DBIA
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC108023675|XP_016948785.1|DBIA
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC108031489|XP_016960466.1|DBIA
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC108036244|XP_016967741.1|DBIA
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC108031751|XP_016960944.1|DBIA
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC108023846|XP_016948980.1|DBIA, LOC108026323|XP_016952702.1|DBIA
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC108023829|XP_016948965.1|DBIA
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC108032093|XP_016961408.1|DBIA
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC108026653|XP_016953180.1|DBIA
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC108022847|XP_016947550.1|DBIA
OG0002190	LOC115253552|XP_029713926.1|AEAL	LOC108022500|XP_016946951.1|DBIA
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC108026239|XP_016952563.1|DBIA
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC108028321|XP_016955543.1|DBIA
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC108028575|XP_016955969.1|DBIA
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC108031839|XP_016961078.1|DBIA
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC108024407|XP_016949809.1|DBIA
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC108026398|XP_016952810.1|DBIA
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC108031127|XP_016959830.1|DBIA
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC108030958|XP_016959650.1|DBIA
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC108027260|XP_016954111.1|DBIA
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC108031630|XP_016960724.1|DBIA
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC108025770|XP_016951856.1|DBIA
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC108031728|XP_016960889.1|DBIA
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC108024702|XP_016950272.1|DBIA
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC108026389|XP_016952800.1|DBIA
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC108023712|XP_016948835.1|DBIA
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC108031187|XP_016959895.1|DBIA
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC108024688|XP_016950253.1|DBIA
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC108024870|XP_016950503.1|DBIA
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC108023592|XP_016948685.1|DBIA
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC108027372|XP_016954286.1|DBIA
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC108031916|XP_016961175.1|DBIA
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC108031977|XP_016961260.1|DBIA
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC108027441|XP_016954379.1|DBIA
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC108031383|XP_016960231.1|DBIA
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC108026376|XP_016952786.1|DBIA
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC108024808|XP_016950419.1|DBIA
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC108026620|XP_016953106.1|DBIA
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC108032044|XP_016961345.1|DBIA
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC108030971|XP_016959659.1|DBIA
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC108035386|XP_016966482.1|DBIA
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC108022738|XP_016947317.1|DBIA
OG0002223	LOC109409682|XP_029725971.1|AEAL, LOC109406052|XP_029726009.1|AEAL	LOC108036335|XP_016967864.1|DBIA
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC108030034|XP_016958083.1|DBIA
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC108028666|XP_016956087.1|DBIA
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC108030057|XP_016958130.1|DBIA
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC108022543|XP_016947010.1|DBIA
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC108029709|XP_016957673.1|DBIA
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC108022551|XP_016947028.1|DBIA
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC108029635|XP_016957523.1|DBIA
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC108030256|XP_016958565.1|DBIA
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC108022735|XP_016947313.1|DBIA
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC108030689|XP_016959212.1|DBIA
OG0002234	LOC109413996|XP_019543268.1|AEAL, LOC109418734|XP_019548509.2|AEAL, LOC109406485|XP_019535110.2|AEAL, LOC109418736|XP_019548511.2|AEAL, LOC109418733|XP_019548508.2|AEAL, LOC109413995|XP_019543267.1|AEAL	LOC108022163|XP_016946496.1|DBIA
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC108026632|XP_016953139.1|DBIA
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC108026688|XP_016953265.1|DBIA
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC108026650|XP_016953176.1|DBIA
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC108030221|XP_016958487.1|DBIA
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC108029733|XP_016957709.1|DBIA
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC108026702|XP_016953284.1|DBIA
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC108035287|XP_016966343.1|DBIA
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC108031643|XP_016960763.1|DBIA
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC108028313|XP_016955525.1|DBIA
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC108035055|XP_016965924.1|DBIA
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC108030324|XP_016958670.1|DBIA
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC108026897|XP_016953595.1|DBIA
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC108035357|XP_016966442.1|DBIA
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC108034754|XP_016965192.1|DBIA
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC108022882|XP_016947568.1|DBIA
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC108023070|XP_016947806.1|DBIA
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC108022983|XP_016947698.1|DBIA
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC108022755|XP_016947342.1|DBIA
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC108022698|XP_016947261.1|DBIA
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC108028518|XP_016955890.1|DBIA
OG0002259	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC108025803|XP_016951936.1|DBIA
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC108030802|XP_016959376.1|DBIA
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL	LOC108036564|XP_016968301.1|DBIA
OG0002288	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL	LOC108029736|XP_016957715.1|DBIA
OG0002289	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL	LOC108034882|XP_016965579.1|DBIA
OG0002290	LOC109430645|XP_019562284.2|AEAL, LOC109423806|XP_019554383.1|AEAL	LOC108022489|XP_016946971.1|DBIA
OG0002291	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL	LOC108030129|XP_016958327.1|DBIA
OG0002292	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL	LOC108030207|XP_016958453.1|DBIA
OG0002293	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL	LOC108032781|XP_016962276.1|DBIA
OG0002294	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL	LOC108032002|XP_016961287.1|DBIA
OG0002295	LOC109403746|XP_029709909.1|AEAL	LOC108033695|XP_016963683.1|DBIA
OG0002296	LOC109421801|XP_019551899.2|AEAL	LOC108032590|XP_016961986.1|DBIA
OG0002297	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL	LOC108031415|XP_016960304.1|DBIA
OG0002298	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL	LOC108026529|XP_016952966.1|DBIA
OG0002299	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL	LOC108022229|XP_016946576.1|DBIA
OG0002300	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL	LOC108034325|XP_016964686.1|DBIA
OG0002301	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL	LOC108033974|XP_016964178.1|DBIA
OG0002302	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL, LOC109427864|XP_029715428.1|AEAL	LOC108033761|XP_016963823.1|DBIA
OG0002303	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL	LOC108032156|XP_016961494.1|DBIA
OG0002304	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL	LOC108029171|XP_016956805.1|DBIA
OG0002305	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL	LOC108028581|XP_016955978.1|DBIA
OG0002306	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL	LOC108036114|XP_016967578.1|DBIA
OG0002307	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL	LOC108032575|XP_016961963.1|DBIA
OG0002308	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL	LOC108022273|XP_016946624.1|DBIA, LOC108032632|XP_016962062.1|DBIA
OG0002309	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL	LOC108029080|XP_016956654.1|DBIA
OG0002310	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL	LOC108034171|XP_016964469.1|DBIA
OG0002311	LOC109425214|XP_029724846.1|AEAL	LOC108032368|XP_016961670.1|DBIA
