Orthogroup	AEAL.longest_only	ASTE.longest_only
OG0000376	LOC115255627|XP_029709576.1|AEAL, LOC109405358|XP_019533957.1|AEAL, LOC109397814|XP_019525684.1|AEAL, LOC115255639|XP_029709595.1|AEAL	LOC118505175|XP_035896519.1|ASTE, LOC118502896|XP_035891510.1|ASTE
OG0000377	LOC109404664|XP_019533138.2|AEAL, LOC109401438|XP_019529541.2|AEAL	LOC118513966|XP_035916281.1|ASTE, LOC118513967|XP_035916284.1|ASTE
OG0000377	LOC109410397|XP_019547024.2|AEAL, LOC109417375|XP_019547022.2|AEAL	LOC118505230|XP_035896653.1|ASTE
OG0000377	LOC109405673|XP_019534284.2|AEAL	LOC118513549|XP_035915329.1|ASTE
OG0000378	LOC109431293|XP_019563055.1|AEAL, LOC109431993|XP_029710254.1|AEAL	LOC118503389|XP_035892483.1|ASTE
OG0000378	LOC109407753|XP_029715571.1|AEAL, LOC109418937|XP_029729314.1|AEAL	LOC118503390|XP_035892484.1|ASTE
OG0000379	LOC109403232|XP_019531556.1|AEAL	LOC118513082|XP_035914339.1|ASTE
OG0000380	LOC109412504|XP_019541667.1|AEAL, LOC109420807|XP_019550799.1|AEAL, LOC115270399|XP_029735874.1|AEAL	LOC118512268|XP_035912349.1|ASTE
OG0000381	LOC115258588|XP_029714697.1|AEAL, LOC109622899|XP_019932914.1|AEAL, LOC115258623|XP_029714780.1|AEAL	LOC118511804|XP_035911230.1|ASTE
OG0000382	LOC109426146|XP_029721602.1|AEAL, LOC109418415|XP_019548145.2|AEAL, LOC115262872|XP_029721609.1|AEAL, LOC109426147|XP_029708055.1|AEAL, LOC109418366|XP_029721920.1|AEAL, LOC115263629|XP_029722706.1|AEAL, LOC109417593|XP_019547198.2|AEAL	LOC118516621|XP_035918491.1|ASTE, LOC118506622|XP_035899884.1|ASTE, LOC118517514|XP_035919631.1|ASTE, LOC118517513|XP_035919630.1|ASTE
OG0000383	LOC109398262|XP_029708578.1|AEAL, LOC109419782|XP_029715631.1|AEAL, LOC115255013|XP_029708576.1|AEAL	LOC118512038|XP_035911729.1|ASTE
OG0000383	LOC109420591|XP_019550499.2|AEAL	LOC118512580|XP_035913101.1|ASTE
OG0000384	LOC109621343|XP_019930937.2|AEAL	LOC118513813|XP_035915934.1|ASTE
OG0000384	LOC109421514|XP_019930939.2|AEAL	LOC118513810|XP_035915931.1|ASTE
OG0000385	LOC109420121|XP_019549975.2|AEAL, LOC115254129|XP_029724332.1|AEAL	LOC118504037|XP_035893918.1|ASTE
OG0000385	LOC109411423|XP_029730869.1|AEAL, LOC109428856|XP_019560234.2|AEAL	LOC118506198|XP_035898898.1|ASTE
OG0000386	LOC115260377|XP_029717200.1|AEAL	LOC118503986|XP_035893826.1|ASTE
OG0000389	LOC109402171|XP_029715114.1|AEAL	LOC118513407|XP_035915007.1|ASTE
OG0000389	LOC109426928|XP_029721158.1|AEAL	LOC118504067|XP_035894000.1|ASTE
OG0000389	LOC109623394|XP_019933496.2|AEAL	LOC118504070|XP_035894009.1|ASTE
OG0000390	LOC109418558|XP_029713073.1|AEAL, LOC109413120|XP_029713072.1|AEAL, LOC109422824|XP_019553263.2|AEAL, LOC115260637|XP_029717566.1|AEAL	LOC118508212|XP_035903682.1|ASTE
OG0000390	LOC109401827|XP_019529985.2|AEAL, LOC109412092|XP_019541278.2|AEAL, LOC109412093|XP_029709661.1|AEAL, LOC109401826|XP_029709663.1|AEAL, LOC109404625|XP_019533080.2|AEAL	LOC118510704|XP_035908796.1|ASTE
OG0000391	LOC109622842|XP_029726622.1|AEAL, LOC115256936|XP_029711996.1|AEAL	LOC118511366|XP_035910235.1|ASTE
OG0000391	LOC109623276|XP_019933333.1|AEAL	LOC118507349|XP_035901647.1|ASTE
OG0000392	LOC115255423|XP_029709411.1|AEAL, LOC109410240|XP_029709335.1|AEAL, LOC115255415|XP_029709387.1|AEAL, LOC109417641|XP_029709359.1|AEAL	LOC118512507|XP_035912914.1|ASTE
OG0000392	LOC115255405|XP_029709334.1|AEAL, LOC115255425|XP_029709414.1|AEAL, LOC115253639|XP_029709398.1|AEAL, LOC109410239|XP_029709361.1|AEAL	LOC118512508|XP_035912916.1|ASTE, LOC118512509|XP_035912917.1|ASTE
OG0000393	LOC109419307|XP_029727172.1|AEAL	LOC118509260|XP_035905488.1|ASTE
OG0000393	LOC109418168|XP_029727179.1|AEAL	LOC118508954|XP_035904759.1|ASTE
OG0000394	LOC115253693|XP_029724198.1|AEAL	LOC118505143|XP_035896397.1|ASTE
OG0000399	LOC109433624|XP_019565608.2|AEAL	LOC118512672|XP_035913371.1|ASTE
OG0000400	LOC109415196|XP_019544625.2|AEAL	LOC118505958|XP_035898385.1|ASTE
OG0000402	LOC109421658|XP_019551728.2|AEAL	LOC118505679|XP_035897704.1|ASTE, LOC118505680|XP_035897705.1|ASTE
OG0000402	LOC109418292|XP_019548001.2|AEAL, LOC109428070|XP_019559290.2|AEAL, LOC109418299|XP_029719901.1|AEAL, LOC109428077|XP_019559296.2|AEAL, LOC109418293|XP_019548002.2|AEAL, LOC109428071|XP_019559291.2|AEAL, LOC109428073|XP_019559293.2|AEAL, LOC109418295|XP_019548004.2|AEAL	LOC118505678|XP_035897703.1|ASTE, LOC118505677|XP_035897702.1|ASTE, LOC118505675|XP_035897700.1|ASTE
OG0000403	LOC109431512|XP_029717890.1|AEAL	LOC118506336|XP_035899212.1|ASTE
OG0000404	LOC109430345|XP_019561948.2|AEAL, LOC109412418|XP_029722923.1|AEAL	LOC118502470|XP_035890595.1|ASTE
OG0000405	LOC109404031|XP_019532439.2|AEAL	LOC118506903|XP_035900579.1|ASTE
OG0000406	LOC109425699|XP_019556540.1|AEAL, LOC115269965|XP_029734663.1|AEAL, LOC109422787|XP_029734667.1|AEAL	LOC118511329|XP_035910149.1|ASTE
OG0000406	LOC109418939|XP_019548698.1|AEAL, LOC109407754|XP_019536471.2|AEAL	LOC118510574|XP_035908457.1|ASTE
OG0000407	LOC115263207|XP_029722053.1|AEAL, LOC115263432|XP_029722592.1|AEAL, LOC109418450|XP_029722063.1|AEAL, LOC109426179|XP_029722235.1|AEAL	LOC118505532|XP_035897335.1|ASTE
OG0000407	LOC109417874|XP_019547605.2|AEAL	LOC118512798|XP_035913616.1|ASTE
OG0000408	LOC109423675|XP_019554216.2|AEAL, LOC109414288|XP_019543648.1|AEAL	LOC118511339|XP_035910175.1|ASTE
OG0000409	LOC109432867|XP_029712468.1|AEAL	LOC118509161|XP_035905302.1|ASTE
OG0000410	LOC115255101|XP_029708755.1|AEAL, LOC109420585|XP_019550497.2|AEAL	LOC118512584|XP_035913107.1|ASTE
OG0000411	LOC115254175|XP_029728799.1|AEAL, LOC109423890|XP_019554495.1|AEAL	LOC118502618|XP_035890884.1|ASTE
OG0000411	LOC109408555|XP_019537424.1|AEAL, LOC109429585|XP_019561118.1|AEAL	LOC118510782|XP_035908961.1|ASTE
OG0000412	LOC109401457|XP_019529569.2|AEAL, LOC109410440|XP_019539541.1|AEAL	LOC118504712|XP_035895440.1|ASTE
OG0000412	LOC109401458|XP_029710424.1|AEAL, LOC109410439|XP_019539540.1|AEAL	LOC118504711|XP_035895437.1|ASTE
OG0000413	LOC109433328|XP_029733112.1|AEAL, LOC109399299|XP_029719120.1|AEAL	LOC118508262|XP_035903785.1|ASTE
OG0000414	LOC109401537|XP_029724524.1|AEAL, LOC109412615|XP_019541782.2|AEAL, LOC115253752|XP_029724433.1|AEAL, LOC109401536|XP_019529650.2|AEAL, LOC109412614|XP_029724432.1|AEAL, LOC109412613|XP_019541780.2|AEAL, LOC109401535|XP_019529649.2|AEAL, LOC115264686|XP_029724525.1|AEAL	LOC118503670|XP_035893102.1|ASTE
OG0000415	LOC109402060|XP_019530206.2|AEAL, LOC109416886|XP_019546527.1|AEAL	LOC118508405|XP_035904060.1|ASTE
OG0000416	LOC109402085|XP_029710927.1|AEAL, LOC109427372|XP_019558464.2|AEAL	LOC118507749|XP_035902652.1|ASTE
OG0000416	LOC109427757|XP_019558893.2|AEAL, LOC109431346|XP_019563108.1|AEAL	LOC118504808|XP_035895706.1|ASTE
OG0000417	LOC109397296|XP_029729083.1|AEAL, LOC115253819|XP_029709983.1|AEAL, LOC109423211|XP_029707949.1|AEAL, LOC115254707|XP_029708237.1|AEAL	LOC118508484|XP_035904194.1|ASTE
OG0000417	LOC115256097|XP_029710215.1|AEAL, LOC109414066|XP_019543347.2|AEAL	LOC118503054|XP_035891810.1|ASTE
OG0000418	LOC109416314|XP_029712294.1|AEAL, LOC115267223|XP_029729971.1|AEAL, LOC115267226|XP_029729978.1|AEAL, LOC109402225|XP_019530409.2|AEAL, LOC115267222|XP_029729969.1|AEAL, LOC115267224|XP_029729972.1|AEAL, LOC109402226|XP_019530410.2|AEAL	LOC118511011|XP_035909425.1|ASTE
OG0000419	LOC109417954|XP_029725393.1|AEAL	LOC118509659|XP_035906513.1|ASTE
OG0000420	LOC109409933|XP_029732453.1|AEAL	LOC118510305|XP_035907827.1|ASTE
OG0000420	LOC109426819|XP_029725410.1|AEAL, LOC109417859|XP_029725427.1|AEAL, LOC109420813|XP_029713839.1|AEAL, LOC109426820|XP_019557901.2|AEAL, LOC115265248|XP_029725409.1|AEAL, LOC109417858|XP_019547581.2|AEAL, LOC109426817|XP_019557899.2|AEAL	LOC118512846|XP_035913802.1|ASTE
OG0000420	LOC109426808|XP_029725433.1|AEAL, LOC109426810|XP_029725432.1|AEAL, LOC109426811|XP_019557893.2|AEAL, LOC109417849|XP_029725436.1|AEAL, LOC115268487|XP_029732363.1|AEAL, LOC115268508|XP_029732452.1|AEAL, LOC115268510|XP_029732454.1|AEAL, LOC115254211|XP_029732373.1|AEAL, LOC109410226|XP_029732490.1|AEAL, LOC109410483|XP_029732362.1|AEAL, LOC109417010|XP_029732457.1|AEAL	LOC118512852|XP_035913815.1|ASTE
OG0000421	LOC109421651|XP_019551712.1|AEAL	LOC118509291|XP_035905600.1|ASTE
OG0000421	LOC109420739|XP_019550761.2|AEAL, LOC109419943|XP_029708948.1|AEAL	LOC118514675|XP_035917611.1|ASTE
OG0000422	LOC115265534|XP_029726938.1|AEAL, LOC109421326|XP_019551378.2|AEAL	LOC118514284|XP_035916919.1|ASTE, LOC118514285|XP_035916920.1|ASTE
OG0000422	LOC109426323|XP_019557324.2|AEAL, LOC109407207|XP_019535737.2|AEAL	LOC118506620|XP_035899881.1|ASTE
OG0000423	LOC109400858|XP_019528888.2|AEAL, LOC109415498|XP_019544931.2|AEAL, LOC109415500|XP_019544933.2|AEAL, LOC109400859|XP_019528889.2|AEAL, LOC115267668|XP_029730683.1|AEAL	LOC118504619|XP_035895193.1|ASTE
OG0000424	LOC109401664|XP_029712729.1|AEAL	LOC118517218|XP_035919093.1|ASTE, LOC118505272|XP_035896721.1|ASTE
OG0000425	LOC109414922|XP_029731765.1|AEAL, LOC109428994|XP_019560382.2|AEAL	LOC118517690|XP_035920002.1|ASTE
OG0000425	LOC115267748|XP_029730837.1|AEAL, LOC109414909|XP_019544303.2|AEAL	LOC118517694|XP_035920010.1|ASTE
OG0000426	LOC115254201|XP_029731407.1|AEAL, LOC109622223|XP_019932021.1|AEAL	LOC118507414|XP_035901770.1|ASTE
OG0000433	LOC109405351|XP_029709569.1|AEAL, LOC115255642|XP_029709601.1|AEAL, LOC115255632|XP_029709582.1|AEAL, LOC109397806|XP_029710315.1|AEAL	LOC118505165|XP_035896463.1|ASTE
OG0000434	LOC109432159|XP_019564022.2|AEAL	LOC118517616|XP_035919805.1|ASTE
OG0000434	LOC109428437|XP_019559746.2|AEAL, LOC109430512|XP_019562124.2|AEAL	LOC118517618|XP_035919808.1|ASTE
OG0000435	LOC109399383|XP_019527364.2|AEAL, LOC109400689|XP_019528729.2|AEAL, LOC109430899|XP_029722005.1|AEAL, LOC115263188|XP_029722000.1|AEAL, LOC115263186|XP_029721998.1|AEAL, LOC109430904|XP_019562534.2|AEAL, LOC109405093|XP_029711212.1|AEAL	LOC118507860|XP_035902949.1|ASTE
OG0000436	LOC109406040|XP_019534653.2|AEAL	LOC118503698|XP_035893152.1|ASTE, LOC118508386|XP_035904022.1|ASTE, LOC118507387|XP_035901733.1|ASTE, LOC118508240|XP_035903747.1|ASTE, LOC118507388|XP_035901735.1|ASTE, LOC118503380|XP_035892474.1|ASTE, LOC118503384|XP_035892478.1|ASTE, LOC118502479|XP_035890602.1|ASTE, LOC118508241|XP_035903748.1|ASTE, LOC118507671|XP_035902353.1|ASTE, LOC118507670|XP_035902352.1|ASTE
OG0000437	LOC109417248|XP_019546908.2|AEAL	LOC118511583|XP_035910726.1|ASTE
OG0000437	LOC109401534|XP_019529653.2|AEAL	LOC118510312|XP_035907842.1|ASTE
OG0000438	LOC109433257|XP_029715001.1|AEAL	LOC118513845|XP_035916016.1|ASTE
OG0000439	LOC109414031|XP_029729134.1|AEAL, LOC115264933|XP_029724932.1|AEAL, LOC115264925|XP_029724873.1|AEAL	LOC118512646|XP_035913255.1|ASTE
OG0000439	LOC109432331|XP_019564217.1|AEAL	LOC118507322|XP_035901602.1|ASTE
OG0000440	LOC115253935|XP_029708448.1|AEAL, LOC115255328|XP_029709200.1|AEAL, LOC109417702|XP_019547324.2|AEAL	LOC118512560|XP_035913042.1|ASTE
OG0000441	LOC115255219|XP_029709022.1|AEAL, LOC109407178|XP_019535708.1|AEAL	LOC118514050|XP_035919001.1|ASTE, LOC118513749|XP_035915802.1|ASTE
OG0000442	LOC115269552|XP_029734200.1|AEAL	LOC118505464|XP_035897158.1|ASTE, LOC118505463|XP_035897157.1|ASTE
OG0000443	LOC109623333|XP_019933431.2|AEAL, LOC109424680|XP_019555389.2|AEAL	LOC118507285|XP_035901528.1|ASTE
OG0000444	LOC109397004|XP_029731025.1|AEAL	LOC118507267|XP_035901459.1|ASTE
OG0000444	LOC115262796|XP_029721544.1|AEAL	LOC118504142|XP_035894133.1|ASTE
OG0000448	LOC109402161|XP_029729860.1|AEAL, LOC109413232|XP_019542504.2|AEAL	LOC118513273|XP_035914735.1|ASTE
OG0000449	LOC115257229|XP_029712526.1|AEAL, LOC109397778|XP_029733990.1|AEAL, LOC109428789|XP_019560181.1|AEAL	LOC118517706|XP_035920035.1|ASTE
OG0000449	LOC109405354|XP_029709574.1|AEAL, LOC115255646|XP_029709606.1|AEAL, LOC109397817|XP_029709591.1|AEAL	LOC118507943|XP_035903161.1|ASTE
OG0000450	LOC109422876|XP_029724024.1|AEAL	LOC118517463|XP_035919517.1|ASTE
OG0000450	LOC109433652|XP_029711834.1|AEAL, LOC115253978|XP_029711929.1|AEAL, LOC115253558|XP_029733836.1|AEAL	LOC118517465|XP_035919527.1|ASTE
OG0000451	LOC109427699|XP_019558831.2|AEAL	LOC118511200|XP_035909872.1|ASTE, LOC118517335|XP_035919212.1|ASTE
OG0000451	LOC109427697|XP_019558826.2|AEAL	LOC118517725|XP_035920069.1|ASTE
OG0000452	LOC115267071|XP_029729761.1|AEAL, LOC115256229|XP_029710348.1|AEAL	LOC118511693|XP_035910995.1|ASTE
OG0000452	LOC109416723|XP_029732086.1|AEAL, LOC109429303|XP_029721912.1|AEAL	LOC118503141|XP_035892003.1|ASTE, LOC118507961|XP_035903181.1|ASTE, LOC118515201|XP_035917790.1|ASTE, LOC118512515|XP_035912931.1|ASTE, LOC118512146|XP_035912075.1|ASTE, LOC118512502|XP_035912909.1|ASTE, LOC118515198|XP_035917789.1|ASTE
OG0000453	LOC109425349|XP_029729693.1|AEAL, LOC115267043|XP_029729695.1|AEAL	LOC118505626|XP_035897592.1|ASTE
OG0000453	LOC115267026|XP_029729660.1|AEAL, LOC109425351|XP_019556147.1|AEAL	LOC118505625|XP_035897590.1|ASTE
OG0000454	LOC109621699|XP_029725277.1|AEAL	LOC118514430|XP_035917226.1|ASTE
OG0000455	LOC109417786|XP_029725522.1|AEAL	LOC118509728|XP_035906743.1|ASTE
OG0000456	LOC109415851|XP_029720057.1|AEAL	LOC118513206|XP_035914598.1|ASTE
OG0000456	LOC109401374|XP_029712273.1|AEAL	LOC118514158|XP_035916683.1|ASTE
OG0000457	LOC115264999|XP_029725048.1|AEAL, LOC115264937|XP_029724947.1|AEAL, LOC109404215|XP_029724888.1|AEAL	LOC118513461|XP_035915122.1|ASTE
OG0000457	LOC115265005|XP_029725053.1|AEAL	LOC118512640|XP_035913235.1|ASTE
OG0000458	LOC115262061|XP_029719863.1|AEAL, LOC109429691|XP_029720017.1|AEAL, LOC109407008|XP_029719888.1|AEAL	LOC118512626|XP_035913215.1|ASTE
OG0000458	LOC109407014|XP_019535575.2|AEAL, LOC115262073|XP_029719887.1|AEAL	LOC118512628|XP_035913217.1|ASTE, LOC118512625|XP_035913213.1|ASTE
OG0000458	LOC115262076|XP_029719889.1|AEAL, LOC109407010|XP_019535570.2|AEAL, LOC109429725|XP_029719860.1|AEAL, LOC115262119|XP_029720016.1|AEAL	LOC118512621|XP_035913194.1|ASTE
OG0000458	LOC109400294|XP_029724827.1|AEAL, LOC109425179|XP_029724844.1|AEAL	LOC118513387|XP_035914949.1|ASTE
OG0000459	LOC109426099|XP_019557062.2|AEAL, LOC115255767|XP_029709751.1|AEAL, LOC109623406|XP_029719976.1|AEAL, LOC109429627|XP_019561175.2|AEAL, LOC109623405|XP_019933504.2|AEAL	LOC118513096|XP_035914390.1|ASTE
OG0000460	LOC115255452|XP_029709438.1|AEAL	LOC118510053|XP_035907335.1|ASTE
OG0000465	LOC109423357|XP_019553875.2|AEAL, LOC109430165|XP_029713455.1|AEAL, LOC109432135|XP_029713196.1|AEAL	LOC118507839|XP_035902847.1|ASTE
OG0000466	LOC115267077|XP_029729787.1|AEAL, LOC109399946|XP_019527945.1|AEAL	LOC118502878|XP_035891488.1|ASTE
OG0000466	LOC109427781|XP_029720741.1|AEAL	LOC118508980|XP_035904859.1|ASTE
OG0000467	LOC109423258|XP_029726430.1|AEAL	LOC118508869|XP_035904551.1|ASTE
OG0000468	LOC115262136|XP_029720097.1|AEAL, LOC109428099|XP_029720117.1|AEAL, LOC109418321|XP_019548041.1|AEAL	LOC118504246|XP_035894362.1|ASTE
OG0000468	LOC109418072|XP_019547792.2|AEAL	LOC118512945|XP_035914055.1|ASTE
OG0000469	LOC109429969|XP_029720082.1|AEAL, LOC109429553|XP_029719682.1|AEAL, LOC115262131|XP_029720081.1|AEAL	LOC118510739|XP_035908849.1|ASTE
OG0000470	LOC115257400|XP_029712822.1|AEAL, LOC109418772|XP_029712085.1|AEAL, LOC109406508|XP_029713617.1|AEAL	LOC118508249|XP_035903756.1|ASTE
OG0000470	LOC109415835|XP_029715753.1|AEAL, LOC109418775|XP_029712889.1|AEAL	LOC118507386|XP_035901732.1|ASTE
OG0000471	LOC109402525|XP_029720071.1|AEAL	LOC118512976|XP_035914102.1|ASTE
OG0000474	LOC109404730|XP_019533199.2|AEAL, LOC115269060|XP_029733230.1|AEAL	LOC118513494|XP_035915262.1|ASTE
OG0000475	LOC109423532|XP_019554059.1|AEAL	LOC118507516|XP_035901965.1|ASTE
OG0000476	LOC109405416|XP_019534025.2|AEAL, LOC109402424|XP_029729906.1|AEAL, LOC115253985|XP_029712586.1|AEAL	LOC118507686|XP_035902381.1|ASTE
OG0000477	LOC109405223|XP_019533802.2|AEAL	LOC118502859|XP_035891460.1|ASTE, LOC118502860|XP_035891461.1|ASTE
OG0000479	LOC115263214|XP_029722059.1|AEAL, LOC115263355|XP_029722513.1|AEAL, LOC109430843|XP_029722509.1|AEAL, LOC109430825|XP_019562456.2|AEAL, LOC115263357|XP_029722515.1|AEAL, LOC115263352|XP_029722508.1|AEAL, LOC109430827|XP_029722514.1|AEAL	LOC118510580|XP_035908465.1|ASTE, LOC118511908|XP_035911436.1|ASTE
OG0000480	LOC109415040|XP_019544436.2|AEAL, LOC109621950|XP_019931711.1|AEAL	LOC118509317|XP_035905663.1|ASTE
OG0000482	LOC109422646|XP_019553034.2|AEAL, LOC109402853|XP_019531139.2|AEAL, LOC115271087|XP_029736423.1|AEAL, LOC109402844|XP_019531125.2|AEAL	LOC118506564|XP_035899779.1|ASTE
OG0000483	LOC109403303|XP_019531651.2|AEAL, LOC109403255|XP_029719364.1|AEAL, LOC109433400|XP_019565376.2|AEAL	LOC118504510|XP_035894934.1|ASTE, LOC118504512|XP_035894937.1|ASTE
OG0000484	LOC115260280|XP_029717075.1|AEAL, LOC109406257|XP_019534864.1|AEAL	LOC118508428|XP_035904098.1|ASTE
OG0000485	LOC109405475|XP_019534111.1|AEAL	LOC118504882|XP_035895831.1|ASTE
OG0000486	LOC109428916|XP_019560303.2|AEAL, LOC115267545|XP_029730488.1|AEAL, LOC109408709|XP_019537614.2|AEAL, LOC115253482|XP_029730827.1|AEAL	LOC118517681|XP_035919984.1|ASTE
OG0000489	LOC109433597|XP_019565581.2|AEAL, LOC109431157|XP_019562906.2|AEAL, LOC109408968|XP_019537912.2|AEAL, LOC109408945|XP_019537890.2|AEAL	LOC118516505|XP_035918331.1|ASTE
OG0000490	LOC115267225|XP_029729976.1|AEAL, LOC109402227|XP_029729973.1|AEAL	LOC118512589|XP_035913124.1|ASTE
OG0000490	LOC109431349|XP_029733420.1|AEAL, LOC109427779|XP_029717800.1|AEAL	LOC118508284|XP_035903822.1|ASTE
OG0000491	LOC115267172|XP_029729877.1|AEAL, LOC109415532|XP_019544960.2|AEAL	LOC118517081|XP_035918829.1|ASTE, LOC118504998|XP_035896068.1|ASTE
OG0000492	LOC115268555|XP_029732510.1|AEAL, LOC109403859|XP_019532304.1|AEAL	LOC118503196|XP_035892071.1|ASTE
OG0000492	LOC109414237|XP_019543596.1|AEAL	LOC118511685|XP_035910960.1|ASTE
OG0000494	LOC109406097|XP_019534701.2|AEAL, LOC109402997|XP_019531256.1|AEAL	LOC118506499|XP_035899590.1|ASTE
OG0000495	LOC109412654|XP_029720655.1|AEAL	LOC118510027|XP_035907307.1|ASTE
OG0000495	LOC109420930|XP_029720657.1|AEAL	LOC118511763|XP_035911128.1|ASTE
OG0000496	LOC109429623|XP_029728581.1|AEAL, LOC109623404|XP_029719965.1|AEAL	LOC118510796|XP_035908995.1|ASTE
OG0000496	LOC109623402|XP_019933500.2|AEAL, LOC109429619|XP_029728582.1|AEAL	LOC118510797|XP_035909001.1|ASTE
OG0000497	LOC109420450|XP_019550342.2|AEAL	LOC118510659|XP_035908677.1|ASTE
OG0000498	LOC109433408|XP_019565383.2|AEAL, LOC109433401|XP_019565377.2|AEAL	LOC118504511|XP_035894936.1|ASTE
OG0000499	LOC109406732|XP_019535320.1|AEAL, LOC115268954|XP_029733028.1|AEAL	LOC118510945|XP_035909276.1|ASTE
OG0000500	LOC109418753|XP_029712968.1|AEAL	LOC118506001|XP_035898475.1|ASTE
OG0000504	LOC115267607|XP_029730594.1|AEAL, LOC115267631|XP_029730635.1|AEAL, LOC109431603|XP_029730638.1|AEAL, LOC115267608|XP_029730595.1|AEAL	LOC118509587|XP_035906250.1|ASTE, LOC118509584|XP_035906247.1|ASTE
OG0000504	LOC109428459|XP_029711459.1|AEAL, LOC109398075|XP_029730592.1|AEAL, LOC109431700|XP_029730619.1|AEAL	LOC118509583|XP_035906246.1|ASTE, LOC118509586|XP_035906249.1|ASTE
OG0000504	LOC109398100|XP_029730596.1|AEAL, LOC115267620|XP_029730621.1|AEAL	LOC118509585|XP_035906248.1|ASTE
OG0000505	LOC109406904|XP_029717796.1|AEAL, LOC109427792|XP_029729836.1|AEAL	LOC118506652|XP_035899953.1|ASTE
OG0000505	LOC109412957|XP_029717731.1|AEAL, LOC115260666|XP_029717674.1|AEAL	LOC118506634|XP_035899902.1|ASTE
OG0000506	LOC109423458|XP_029722798.1|AEAL	LOC118507793|XP_035902736.1|ASTE
OG0000506	LOC109432150|XP_029722799.1|AEAL	LOC118502973|XP_035891637.1|ASTE, LOC118502974|XP_035891639.1|ASTE
OG0000507	LOC109413463|XP_019542683.1|AEAL	LOC118514453|XP_035917263.1|ASTE
OG0000507	LOC109400515|XP_019528579.1|AEAL	LOC118502886|XP_035891498.1|ASTE
OG0000508	LOC109410535|XP_029727494.1|AEAL	LOC118510073|XP_035907361.1|ASTE
OG0000509	LOC109401455|XP_029708081.1|AEAL, LOC115253623|XP_029708088.1|AEAL, LOC109422218|XP_029708090.1|AEAL	LOC118514336|XP_035917038.1|ASTE
OG0000510	LOC109408912|XP_019537841.2|AEAL, LOC109418468|XP_019548221.2|AEAL	LOC118511976|XP_035911605.1|ASTE
OG0000511	LOC109429398|XP_019560891.2|AEAL	LOC118511104|XP_035909718.1|ASTE
OG0000513	LOC115265613|XP_029727295.1|AEAL, LOC109404802|XP_019533297.2|AEAL	LOC118513330|XP_035914837.1|ASTE
OG0000514	LOC109404634|XP_029720242.1|AEAL, LOC109411763|XP_029720339.1|AEAL	LOC118510714|XP_035908806.1|ASTE
OG0000516	LOC115261325|XP_029718606.1|AEAL	LOC118502624|XP_035890896.1|ASTE
OG0000517	LOC109428933|XP_019560320.2|AEAL, LOC115258132|XP_029714032.1|AEAL	LOC118508089|XP_035903461.1|ASTE
OG0000520	LOC115262428|XP_029720679.1|AEAL	LOC118513152|XP_035914492.1|ASTE, LOC118513157|XP_035914497.1|ASTE
OG0000521	LOC115256380|XP_029710630.1|AEAL	LOC118503214|XP_035892100.1|ASTE
OG0000522	LOC115261827|XP_029719597.1|AEAL, LOC109402233|XP_019530417.1|AEAL, LOC115267220|XP_029729967.1|AEAL	LOC118504331|XP_035894563.1|ASTE
OG0000523	LOC109417026|XP_019546697.1|AEAL	LOC118506898|XP_035900571.1|ASTE
OG0000523	LOC109402222|XP_019530404.2|AEAL	LOC118506073|XP_035898633.1|ASTE
OG0000524	LOC109409733|XP_019538773.2|AEAL	LOC118510198|XP_035907622.1|ASTE
OG0000525	LOC109426662|XP_029725563.1|AEAL, LOC109426663|XP_019557735.2|AEAL	LOC118508949|XP_035904756.1|ASTE
OG0000526	LOC109420592|XP_019550501.2|AEAL, LOC115266344|XP_029728320.1|AEAL, LOC109428274|XP_029728470.1|AEAL, LOC109427955|XP_019559159.1|AEAL	LOC118511037|XP_035909521.1|ASTE
OG0000527	LOC109420067|XP_029713542.1|AEAL	LOC118511075|XP_035909634.1|ASTE
OG0000527	LOC115257747|XP_029713524.1|AEAL, LOC109407802|XP_029713722.1|AEAL	LOC118511077|XP_035909640.1|ASTE
OG0000528	LOC115259066|XP_029715434.1|AEAL, LOC115259076|XP_029715447.1|AEAL, LOC109433120|XP_029716911.1|AEAL	LOC118513942|XP_035916218.1|ASTE
OG0000528	LOC109433136|XP_019565076.1|AEAL	LOC118513508|XP_035915251.1|ASTE
OG0000529	LOC109401725|XP_019529861.2|AEAL	LOC118513864|XP_035916059.1|ASTE
OG0000530	LOC109404870|XP_029714637.1|AEAL, LOC115254025|XP_029715254.1|AEAL, LOC115258587|XP_029714691.1|AEAL, LOC109398719|XP_029725180.1|AEAL	LOC118509091|XP_035905129.1|ASTE
OG0000531	LOC109402101|XP_019530267.2|AEAL, LOC115254992|XP_029708556.1|AEAL	LOC118514636|XP_035917540.1|ASTE
OG0000533	LOC115267578|XP_029730517.1|AEAL, LOC115267577|XP_029730515.1|AEAL	LOC118517490|XP_035919581.1|ASTE
OG0000533	LOC109431876|XP_029712670.1|AEAL	LOC118507960|XP_035903180.1|ASTE
OG0000534	LOC109405327|XP_029724184.1|AEAL, LOC109399598|XP_029724144.1|AEAL	LOC118508215|XP_035903689.1|ASTE
OG0000535	LOC109398917|XP_019526916.2|AEAL, LOC115261332|XP_029718636.1|AEAL, LOC109401621|XP_029724250.1|AEAL	LOC118504114|XP_035894098.1|ASTE
OG0000536	LOC109623336|XP_029721170.1|AEAL	LOC118504054|XP_035893978.1|ASTE
