Orthogroup	AEAL.longest_only	DSUP.longest_only
OG0002288	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL	LOC119555533|XP_037722890.1|DSUP
OG0002289	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL	LOC119554401|XP_037721216.1|DSUP
OG0002291	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL	LOC119549253|XP_037713086.1|DSUP
OG0002292	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL	LOC119549926|XP_037714191.1|DSUP
OG0002293	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL	LOC119562741|XP_037731873.1|DSUP, LOC119562735|XP_037731863.1|DSUP, LOC119562742|XP_037731875.1|DSUP
OG0002294	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL	LOC119560076|XP_037729312.1|DSUP
OG0002295	LOC109403746|XP_029709909.1|AEAL	LOC119548655|XP_037711995.1|DSUP
OG0002296	LOC109421801|XP_019551899.2|AEAL	LOC119548826|XP_037712368.1|DSUP
OG0002297	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL	LOC119563542|XP_037732954.1|DSUP
OG0002298	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL	LOC119550012|XP_037714364.1|DSUP
OG0002299	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL	LOC119550266|XP_037714772.1|DSUP
OG0002300	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL	LOC119548459|XP_037711654.1|DSUP
OG0002301	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL	LOC119547149|XP_037709793.1|DSUP
OG0002302	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL, LOC109427864|XP_029715428.1|AEAL	LOC119546438|XP_037708636.1|DSUP
OG0002303	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL	LOC119556556|XP_037724775.1|DSUP
OG0002304	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL	LOC119547827|XP_037710778.1|DSUP
OG0002305	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL	LOC119553889|XP_037720482.1|DSUP
OG0002306	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL	LOC119548477|XP_037711674.1|DSUP
OG0002307	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL	LOC119548853|XP_037712402.1|DSUP
OG0002308	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL	LOC119546462|XP_037708671.1|DSUP
OG0002309	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL	LOC119547165|XP_037709819.1|DSUP
OG0002310	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL	LOC119547373|XP_037710122.1|DSUP
OG0002311	LOC109425214|XP_029724846.1|AEAL	LOC119548636|XP_037711954.1|DSUP
OG0002313	LOC115253565|XP_029734367.1|AEAL, LOC109425089|XP_029725015.1|AEAL	LOC119552191|XP_037717969.1|DSUP
OG0002314	LOC115258458|XP_029714418.1|AEAL, LOC109429411|XP_019560907.2|AEAL	LOC119550883|XP_037715798.1|DSUP
OG0002315	LOC109419028|XP_019548792.1|AEAL	LOC119549925|XP_037714189.1|DSUP
OG0002316	LOC109425118|XP_019555857.2|AEAL, LOC115266964|XP_029729542.1|AEAL, LOC109429382|XP_019560837.2|AEAL	LOC119548619|XP_037711916.1|DSUP
OG0002317	LOC109413695|XP_029729448.1|AEAL	LOC119553290|XP_037719531.1|DSUP
OG0002318	LOC109419065|XP_029729417.1|AEAL, LOC109408111|XP_029729382.1|AEAL	LOC119546002|XP_037707931.1|DSUP
OG0002319	LOC109419070|XP_019548826.2|AEAL	LOC119546192|XP_037708246.1|DSUP
OG0002320	LOC109419100|XP_019548865.2|AEAL, LOC115262905|XP_029721655.1|AEAL, LOC109409325|XP_019538319.2|AEAL	LOC119549011|XP_037712580.1|DSUP
OG0002321	LOC115258589|XP_029714704.1|AEAL, LOC109409318|XP_029714773.1|AEAL, LOC109419106|XP_029721666.1|AEAL	LOC119551778|XP_037717235.1|DSUP
OG0002322	LOC115258593|XP_029714708.1|AEAL, LOC109409301|XP_029718139.1|AEAL, LOC115258648|XP_029714815.1|AEAL	LOC119548507|XP_037711715.1|DSUP
OG0002323	LOC109622810|XP_019932811.2|AEAL, LOC115258600|XP_029714742.1|AEAL, LOC109397528|XP_019525373.2|AEAL	LOC119548354|XP_037711497.1|DSUP
OG0002324	LOC109398624|XP_029715039.1|AEAL	LOC119553743|XP_037720268.1|DSUP
OG0002325	LOC109398702|XP_029715228.1|AEAL, LOC115258909|XP_029715231.1|AEAL, LOC109404843|XP_029715250.1|AEAL	LOC119552951|XP_037718862.1|DSUP
OG0002326	LOC115258651|XP_029714818.1|AEAL, LOC115258916|XP_029715253.1|AEAL, LOC109404860|XP_029725189.1|AEAL	LOC119552981|XP_037718927.1|DSUP
OG0002327	LOC109398703|XP_029715053.1|AEAL, LOC109404878|XP_029725171.1|AEAL	LOC119554515|XP_037721429.1|DSUP
OG0002328	LOC109398714|XP_029708249.1|AEAL, LOC109406928|XP_029723176.1|AEAL	LOC119548200|XP_037711257.1|DSUP
OG0002329	LOC109407009|XP_029714678.1|AEAL	LOC119548488|XP_037711690.1|DSUP
OG0002330	LOC109398728|XP_019526668.1|AEAL	LOC119548208|XP_037711270.1|DSUP
OG0002331	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL	LOC119557832|XP_037726722.1|DSUP
OG0002332	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL	LOC119554432|XP_037721254.1|DSUP
OG0002333	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL	LOC119549317|XP_037713219.1|DSUP
OG0002334	LOC109420994|XP_019551015.2|AEAL	LOC119548252|XP_037711323.1|DSUP
OG0002335	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL	LOC119551638|XP_037716996.1|DSUP
OG0002336	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL	LOC119554028|XP_037720674.1|DSUP
OG0002337	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL	LOC119549765|XP_037713946.1|DSUP
OG0002338	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL	LOC119546512|XP_037708764.1|DSUP
OG0002339	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL	LOC119546428|XP_037708624.1|DSUP
OG0002340	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL	LOC119547014|XP_037709611.1|DSUP
OG0002341	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL	LOC119551609|XP_037716948.1|DSUP
OG0002342	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL	LOC119546395|XP_037708567.1|DSUP
OG0002343	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL	LOC119548769|XP_037712240.1|DSUP
OG0002344	LOC109417712|XP_029709187.1|AEAL	LOC119546713|XP_037709128.1|DSUP, LOC119562471|XP_037731590.1|DSUP
OG0002345	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL	LOC119552121|XP_037717835.1|DSUP
OG0002346	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL	LOC119547798|XP_037710742.1|DSUP
OG0002347	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL	LOC119550733|XP_037715574.1|DSUP
OG0002348	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL	LOC119546603|XP_037708964.1|DSUP
OG0002349	LOC109419955|XP_019549788.2|AEAL	LOC119552123|XP_037717838.1|DSUP
OG0002350	LOC109417569|XP_019547188.2|AEAL	LOC119552120|XP_037717834.1|DSUP
OG0002351	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL, LOC109420718|XP_029708850.1|AEAL, LOC109419838|XP_029709440.1|AEAL	LOC119549833|XP_037714040.1|DSUP
OG0002352	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL	LOC119551594|XP_037716923.1|DSUP
OG0002353	LOC109417181|XP_019546847.2|AEAL	LOC119561815|XP_037731219.1|DSUP
OG0002354	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL	LOC119547596|XP_037710444.1|DSUP
OG0002355	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL	LOC119562527|XP_037731648.1|DSUP, LOC119562528|XP_037731650.1|DSUP
OG0002356	LOC109427854|XP_019558977.2|AEAL	LOC119545939|XP_037707810.1|DSUP
OG0002358	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL	LOC119548679|XP_037712051.1|DSUP
OG0002359	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL	LOC119556681|XP_037724980.1|DSUP
OG0002360	LOC109430174|XP_019561771.2|AEAL	LOC119547933|XP_037710908.1|DSUP
OG0002361	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL	LOC119553690|XP_037720171.1|DSUP
OG0002362	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL	LOC119548326|XP_037711438.1|DSUP
OG0002363	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL	LOC119547801|XP_037710746.1|DSUP
OG0002364	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL	LOC119562775|XP_037731888.1|DSUP, LOC119548589|XP_037711850.1|DSUP
OG0002365	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL	LOC119548505|XP_037711713.1|DSUP
OG0002366	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL	LOC119546797|XP_037709299.1|DSUP
OG0002367	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL	LOC119547653|XP_037710523.1|DSUP
OG0002368	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL	LOC119558499|XP_037727932.1|DSUP
OG0002369	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL	LOC119556502|XP_037724691.1|DSUP
OG0002370	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL	LOC119547083|XP_037709708.1|DSUP
OG0002371	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL	LOC119548643|XP_037711975.1|DSUP
OG0002372	LOC115262175|XP_029720315.1|AEAL, LOC109411674|XP_029720264.1|AEAL	LOC119546399|XP_037708580.1|DSUP
OG0002373	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL	LOC119546056|XP_037708050.1|DSUP
OG0002374	LOC109411739|XP_019540885.2|AEAL	LOC119563313|XP_037732575.1|DSUP
OG0002375	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL	LOC119560310|XP_037729612.1|DSUP
OG0002376	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL	LOC119545935|XP_037707802.1|DSUP
OG0002377	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL	LOC119561012|XP_037730760.1|DSUP
OG0002378	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL	LOC119553667|XP_037720107.1|DSUP
OG0002379	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL	LOC119548102|XP_037711119.1|DSUP
OG0002380	LOC109428058|XP_019559272.1|AEAL	LOC119557922|XP_037726857.1|DSUP
OG0002381	LOC109418291|XP_019548000.1|AEAL, LOC109428069|XP_019559289.1|AEAL	LOC119551752|XP_037717205.1|DSUP
OG0002382	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL	LOC119556090|XP_037723871.1|DSUP
OG0002383	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL	LOC119554042|XP_037720700.1|DSUP
OG0002384	LOC109418403|XP_029721478.1|AEAL, LOC115253626|XP_029721792.1|AEAL	LOC119556150|XP_037723975.1|DSUP
OG0002386	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL	LOC119561032|XP_037730787.1|DSUP
OG0002387	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL	LOC119550824|XP_037715700.1|DSUP
OG0002388	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL	LOC119551672|XP_037717057.1|DSUP
OG0002389	LOC109405848|XP_019534454.1|AEAL	LOC119549659|XP_037713790.1|DSUP
OG0002390	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL	LOC119546411|XP_037708598.1|DSUP
OG0002391	LOC109412676|XP_029724256.1|AEAL, LOC109416234|XP_029727083.1|AEAL	LOC119549823|XP_037714029.1|DSUP
OG0002392	LOC109425047|XP_019555801.2|AEAL, LOC115260173|XP_029716943.1|AEAL, LOC109415684|XP_029727734.1|AEAL	LOC119554070|XP_037720742.1|DSUP
OG0002393	LOC109400194|XP_029728105.1|AEAL, LOC109427121|XP_019558233.2|AEAL	LOC119553836|XP_037720398.1|DSUP
OG0002394	LOC109400185|XP_019528200.2|AEAL, LOC109427099|XP_029728199.1|AEAL	LOC119547170|XP_037709832.1|DSUP
OG0002395	LOC109399785|XP_029736337.1|AEAL	LOC119561216|XP_037730975.1|DSUP
OG0002396	LOC109410898|XP_029715336.1|AEAL	LOC119552017|XP_037717681.1|DSUP
OG0002397	LOC109415339|XP_019544771.1|AEAL, LOC109423677|XP_019554220.1|AEAL	LOC119546715|XP_037709130.1|DSUP
OG0002398	LOC109425601|XP_019556392.2|AEAL	LOC119556128|XP_037723943.1|DSUP
OG0002399	LOC115267640|XP_029730644.1|AEAL, LOC109411809|XP_029729954.1|AEAL	LOC119559417|XP_037728440.1|DSUP
OG0002400	LOC109411141|XP_029730623.1|AEAL, LOC109410907|XP_029729981.1|AEAL	LOC119550312|XP_037714841.1|DSUP
OG0002401	LOC109400885|XP_029730870.1|AEAL, LOC109415489|XP_019544917.2|AEAL	LOC119555650|XP_037723195.1|DSUP
OG0002402	LOC115253790|XP_029732418.1|AEAL, LOC115268477|XP_029732351.1|AEAL, LOC109409579|XP_029732261.1|AEAL	LOC119560596|XP_037730053.1|DSUP
OG0002403	LOC109409580|XP_029729178.1|AEAL, LOC115268451|XP_029732267.1|AEAL, LOC115268504|XP_029732438.1|AEAL, LOC109430479|XP_029732348.1|AEAL	LOC119563290|XP_037732546.1|DSUP
OG0002404	LOC115268711|XP_029732679.1|AEAL, LOC115261450|XP_029718981.1|AEAL	LOC119560020|XP_037729236.1|DSUP
OG0002405	LOC115268976|XP_029733115.1|AEAL, LOC109433389|XP_029733114.1|AEAL, LOC109399318|XP_029733054.1|AEAL, LOC115253555|XP_029732899.1|AEAL	LOC119560095|XP_037729344.1|DSUP
OG0002406	LOC115268809|XP_029732843.1|AEAL, LOC109433361|XP_019565330.2|AEAL, LOC109399344|XP_029716623.1|AEAL	LOC119554461|XP_037721300.1|DSUP
OG0002407	LOC109621306|XP_029734277.1|AEAL, LOC109405048|XP_019533582.2|AEAL	LOC119547631|XP_037710494.1|DSUP
OG0002408	LOC109430359|XP_029733786.1|AEAL, LOC109430358|XP_029733780.1|AEAL	LOC119559808|XP_037728821.1|DSUP
OG0002409	LOC109622392|XP_029717047.1|AEAL, LOC109406682|XP_029714426.1|AEAL	LOC119554761|XP_037721723.1|DSUP
OG0002410	LOC115271061|XP_029736358.1|AEAL, LOC115271075|XP_029736373.1|AEAL, LOC109423984|XP_029707561.1|AEAL	LOC119560666|XP_037730163.1|DSUP
OG0002411	LOC109424033|XP_019554634.1|AEAL	LOC119545826|XP_037707652.1|DSUP
OG0002412	LOC109424031|XP_019554630.2|AEAL	LOC119558645|XP_037727970.1|DSUP
OG0002413	LOC109416411|XP_019546021.2|AEAL, LOC109424016|XP_019554616.1|AEAL	LOC119562311|XP_037731395.1|DSUP, LOC119558092|XP_037727231.1|DSUP
OG0002414	LOC109426727|XP_029727791.1|AEAL, LOC115253562|XP_029727767.1|AEAL, LOC109416406|XP_029727752.1|AEAL	LOC119554685|XP_037721615.1|DSUP
OG0002415	LOC109404407|XP_029727780.1|AEAL, LOC109431916|XP_029727815.1|AEAL	LOC119549240|XP_037713070.1|DSUP
OG0002416	LOC109427191|XP_019558248.1|AEAL, LOC115261166|XP_029718383.1|AEAL, LOC115269128|XP_029733396.1|AEAL, LOC115266171|XP_029727999.1|AEAL	LOC119555340|XP_037722643.1|DSUP
OG0002417	LOC109422611|XP_019552963.2|AEAL	LOC119548749|XP_037712194.1|DSUP
OG0002418	LOC109402803|XP_029712262.1|AEAL, LOC109422593|XP_019552942.2|AEAL	LOC119559027|XP_037728081.1|DSUP
OG0002419	LOC109406137|XP_019534740.2|AEAL	LOC119556916|XP_037725330.1|DSUP
OG0002420	LOC115255981|XP_029710060.1|AEAL, LOC109401781|XP_019529940.1|AEAL	LOC119555321|XP_037722575.1|DSUP
OG0002421	LOC109403301|XP_029718355.1|AEAL, LOC109433402|XP_019565378.2|AEAL	LOC119563291|XP_037732547.1|DSUP
OG0002422	LOC109403279|XP_029718646.1|AEAL, LOC109415066|XP_029718641.1|AEAL	LOC119560540|XP_037729958.1|DSUP
OG0002423	LOC109429232|XP_029716815.1|AEAL, LOC109398795|XP_019526745.1|AEAL	LOC119553189|XP_037719367.1|DSUP
OG0002424	LOC109429186|XP_019560614.1|AEAL, LOC109398833|XP_019526811.1|AEAL	LOC119557904|XP_037726876.1|DSUP
OG0002425	LOC115261381|XP_029718815.1|AEAL, LOC109398799|XP_019526754.2|AEAL	LOC119556449|XP_037724616.1|DSUP
OG0002426	LOC115261414|XP_029718899.1|AEAL, LOC109411624|XP_029717161.1|AEAL, LOC109427260|XP_029718894.1|AEAL, LOC115261436|XP_029718952.1|AEAL	LOC119553714|XP_037720222.1|DSUP
OG0002427	LOC115253574|XP_029718948.1|AEAL, LOC109427264|XP_029717173.1|AEAL, LOC109411630|XP_019540736.2|AEAL	LOC119548590|XP_037711894.1|DSUP
OG0002428	LOC109406316|XP_029719038.1|AEAL, LOC115261490|XP_029719070.1|AEAL	LOC119558076|XP_037727183.1|DSUP
OG0002429	LOC115261550|XP_029719264.1|AEAL, LOC109416636|XP_029719270.1|AEAL, LOC109432845|XP_029719217.1|AEAL	LOC119555190|XP_037722371.1|DSUP
OG0002430	LOC109424554|XP_029734038.1|AEAL, LOC109411981|XP_019541183.1|AEAL	LOC119551054|XP_037716101.1|DSUP
OG0002431	LOC109428755|XP_029734060.1|AEAL, LOC115254230|XP_029734017.1|AEAL, LOC109424538|XP_029709899.1|AEAL, LOC115255855|XP_029709903.1|AEAL	LOC119551030|XP_037716019.1|DSUP
OG0002432	LOC109428768|XP_029734006.1|AEAL, LOC109424525|XP_029734072.1|AEAL, LOC115269440|XP_029734063.1|AEAL, LOC115257284|XP_029712596.1|AEAL, LOC115257285|XP_029712598.1|AEAL	LOC119557760|XP_037726583.1|DSUP
OG0002433	LOC115269424|XP_029734004.1|AEAL, LOC109424522|XP_019555235.1|AEAL, LOC109428773|XP_019560158.2|AEAL	LOC119560871|XP_037730472.1|DSUP
OG0002434	LOC109397748|XP_029733992.1|AEAL, LOC109428785|XP_019560175.1|AEAL	LOC119550024|XP_037714379.1|DSUP
OG0002436	LOC109398921|XP_029724218.1|AEAL, LOC115254125|XP_029724251.1|AEAL	LOC119549849|XP_037714073.1|DSUP
OG0002437	LOC115254183|XP_029730051.1|AEAL, LOC109402904|XP_029724129.1|AEAL, LOC109422198|XP_029724559.1|AEAL	LOC119559383|XP_037728368.1|DSUP
OG0002438	LOC115257717|XP_029713462.1|AEAL, LOC109415957|XP_029713717.1|AEAL	LOC119556020|XP_037723727.1|DSUP
OG0002439	LOC109418751|XP_029713697.1|AEAL, LOC109415959|XP_029713593.1|AEAL	LOC119558496|XP_037727929.1|DSUP
OG0002440	LOC109418811|XP_019548584.2|AEAL, LOC109417077|XP_019546747.2|AEAL, LOC115257498|XP_029713009.1|AEAL	LOC119553122|XP_037719238.1|DSUP
OG0002441	LOC115257471|XP_029712943.1|AEAL, LOC109420297|XP_029713032.1|AEAL, LOC109401669|XP_029712999.1|AEAL	LOC119550137|XP_037714565.1|DSUP
OG0002442	LOC109420344|XP_029712749.1|AEAL, LOC109401673|XP_029712757.1|AEAL	LOC119550234|XP_037714731.1|DSUP
OG0002443	LOC109401648|XP_029713083.1|AEAL, LOC109401649|XP_029712787.1|AEAL, LOC109420366|XP_029730471.1|AEAL	LOC119549124|XP_037712814.1|DSUP
OG0002444	LOC109401662|XP_029730473.1|AEAL, LOC115257911|XP_029713784.1|AEAL, LOC115257403|XP_029712825.1|AEAL	LOC119551131|XP_037716243.1|DSUP
OG0002445	LOC115257878|XP_029713705.1|AEAL, LOC109402267|XP_019530461.1|AEAL, LOC109433172|XP_019565114.1|AEAL	LOC119559455|XP_037728486.1|DSUP
OG0002446	LOC115260074|XP_029716805.1|AEAL, LOC109433192|XP_029729345.1|AEAL, LOC115257588|XP_029713230.1|AEAL	LOC119549035|XP_037712646.1|DSUP
OG0002447	LOC115257472|XP_029712944.1|AEAL, LOC109403396|XP_019531766.1|AEAL	LOC119552759|XP_037718480.1|DSUP
OG0002448	LOC115257584|XP_029713224.1|AEAL, LOC109400007|XP_019528018.1|AEAL, LOC109621796|XP_019931470.1|AEAL	LOC119551268|XP_037716456.1|DSUP
OG0002449	LOC109422379|XP_029716839.1|AEAL	LOC119551976|XP_037717618.1|DSUP
OG0002450	LOC109424414|XP_019555060.2|AEAL	LOC119560050|XP_037729287.1|DSUP
OG0002451	LOC109422328|XP_019552560.2|AEAL	LOC119551382|XP_037716633.1|DSUP
OG0002452	LOC115254693|XP_029708222.1|AEAL, LOC115254685|XP_029708199.1|AEAL, LOC109424446|XP_029708201.1|AEAL	LOC119550099|XP_037714507.1|DSUP
OG0002453	LOC109420175|XP_019550048.2|AEAL, LOC109422353|XP_029708227.1|AEAL, LOC109424451|XP_029708131.1|AEAL, LOC115253931|XP_029708203.1|AEAL	LOC119550834|XP_037715713.1|DSUP
OG0002454	LOC109418694|XP_029713033.1|AEAL, LOC115253822|XP_029712843.1|AEAL, LOC109412925|XP_029713078.1|AEAL	LOC119554355|XP_037721150.1|DSUP
OG0002455	LOC109412923|XP_029713312.1|AEAL, LOC115257489|XP_029712989.1|AEAL, LOC109418692|XP_029716787.1|AEAL	LOC119554354|XP_037721148.1|DSUP
OG0002456	LOC115267663|XP_029730674.1|AEAL, LOC109418656|XP_029719579.1|AEAL	LOC119562271|XP_037731373.1|DSUP, LOC119551888|XP_037717414.1|DSUP
OG0002457	LOC109413106|XP_019542359.2|AEAL, LOC109418541|XP_029712779.1|AEAL	LOC119552069|XP_037717763.1|DSUP
OG0002458	LOC115267656|XP_029730655.1|AEAL, LOC115257893|XP_029713733.1|AEAL	LOC119562710|XP_037731827.1|DSUP, LOC119562380|XP_037731469.1|DSUP
OG0002459	LOC109431046|XP_019562724.2|AEAL	LOC119549598|XP_037713687.1|DSUP
OG0002460	LOC115262752|XP_029721412.1|AEAL, LOC109425678|XP_029721418.1|AEAL, LOC109433256|XP_029721446.1|AEAL	LOC119551794|XP_037717269.1|DSUP
OG0002461	LOC109401285|XP_019529322.2|AEAL, LOC109413584|XP_019542822.2|AEAL, LOC115262748|XP_029721395.1|AEAL	LOC119552183|XP_037717956.1|DSUP
OG0002462	LOC109623319|XP_019933398.2|AEAL, LOC109401268|XP_029712575.1|AEAL, LOC115253542|XP_029721265.1|AEAL	LOC119550359|XP_037714911.1|DSUP
OG0002463	LOC109401266|XP_019931340.2|AEAL, LOC109623304|XP_019933369.1|AEAL, LOC115253667|XP_029721228.1|AEAL, LOC115254011|XP_029714401.1|AEAL	LOC119549376|XP_037713342.1|DSUP
OG0002464	LOC115262703|XP_029721234.1|AEAL, LOC109623298|XP_019933357.1|AEAL, LOC109401193|XP_029712119.1|AEAL	LOC119550236|XP_037714733.1|DSUP
OG0002465	LOC115262711|XP_029721254.1|AEAL, LOC109623297|XP_019933356.2|AEAL, LOC109401269|XP_029712102.1|AEAL	LOC119559443|XP_037728470.1|DSUP
OG0002466	LOC109623254|XP_029712140.1|AEAL	LOC119552486|XP_037718055.1|DSUP
OG0002467	LOC109623393|XP_029721162.1|AEAL, LOC115263532|XP_029722626.1|AEAL	LOC119553541|XP_037719906.1|DSUP
OG0002468	LOC109410089|XP_029721138.1|AEAL	LOC119554786|XP_037721760.1|DSUP
OG0002469	LOC109401592|XP_019529711.2|AEAL	LOC119559848|XP_037728880.1|DSUP
OG0002470	LOC109401601|XP_019529721.2|AEAL, LOC109397423|XP_019525288.2|AEAL	LOC119551865|XP_037717384.1|DSUP
OG0002471	LOC115262639|XP_029720999.1|AEAL, LOC109421921|XP_019552046.2|AEAL	LOC119551480|XP_037716771.1|DSUP
OG0002472	LOC109421914|XP_029721006.1|AEAL, LOC115262617|XP_029720873.1|AEAL	LOC119549120|XP_037712806.1|DSUP
OG0002473	LOC109421912|XP_019552036.2|AEAL	LOC119551359|XP_037716608.1|DSUP
OG0002474	LOC115253675|XP_029712630.1|AEAL, LOC109408748|XP_029730746.1|AEAL, LOC109428958|XP_029730784.1|AEAL	LOC119555718|XP_037723334.1|DSUP
OG0002475	LOC109399102|XP_029731130.1|AEAL	LOC119545653|XP_037707307.1|DSUP
OG0002476	LOC109399666|XP_029731229.1|AEAL, LOC109401366|XP_019529467.1|AEAL	LOC119549292|XP_037713169.1|DSUP
OG0002477	LOC109410568|XP_029731265.1|AEAL, LOC109421166|XP_019551208.1|AEAL	LOC119552176|XP_037717934.1|DSUP
OG0002478	LOC109410556|XP_029731269.1|AEAL, LOC109421148|XP_029731276.1|AEAL	LOC119551899|XP_037717440.1|DSUP
