Orthogroup	AEAL.longest_only	DSER.longest_only
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC110185693|XP_020810323.1|DSER
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC110179459|XP_020802677.1|DSER
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC110191284|XP_020817750.1|DSER
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC110176487|XP_020798519.1|DSER
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC110189477|XP_020815222.1|DSER
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC110186218|XP_020810943.1|DSER
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC110177398|XP_020799762.1|DSER
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC110186398|XP_020811220.1|DSER
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC110186565|XP_020811431.1|DSER
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC110187071|XP_020812120.1|DSER
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC110188789|XP_020814304.1|DSER
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC110184099|XP_020808150.1|DSER
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC110191220|XP_020817646.1|DSER
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC110191754|XP_020818351.1|DSER
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC110191194|XP_020817621.1|DSER
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC110188042|XP_020813245.1|DSER
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC110179190|XP_020802262.1|DSER
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC110186143|XP_020810852.1|DSER
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC110184272|XP_020808396.1|DSER
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC110184261|XP_020808386.1|DSER
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC110184900|XP_020809208.1|DSER
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC110190672|XP_020816936.1|DSER
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC110189758|XP_020815675.1|DSER
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC110182647|XP_020806377.1|DSER
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC110189124|XP_020814757.1|DSER
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC110189733|XP_020815586.1|DSER
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC110191670|XP_020818238.1|DSER
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC110191203|XP_020817632.1|DSER
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC110182221|XP_020805910.1|DSER
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC110189427|XP_020815149.1|DSER
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC110179201|XP_020802278.1|DSER
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC110190548|XP_020816757.1|DSER
OG0002234	LOC109413996|XP_019543268.1|AEAL, LOC109418734|XP_019548509.2|AEAL, LOC109406485|XP_019535110.2|AEAL, LOC109418736|XP_019548511.2|AEAL, LOC109418733|XP_019548508.2|AEAL, LOC109413995|XP_019543267.1|AEAL	LOC110179313|XP_020802459.1|DSER
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC110177441|XP_020799831.1|DSER
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC110191555|XP_020818089.1|DSER
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC110191666|XP_020818223.1|DSER
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC110189773|XP_020815653.1|DSER
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC110182501|XP_020806212.1|DSER
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC110184537|XP_020808807.1|DSER
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC110190690|XP_020816961.1|DSER
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC110188200|XP_020813456.1|DSER
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC110183695|XP_020807693.1|DSER
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC110189120|XP_020814754.1|DSER
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC110189649|XP_020815452.1|DSER
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC110191518|XP_020818045.1|DSER
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC110183582|XP_020807552.1|DSER
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC110190717|XP_020816998.1|DSER
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC110182993|XP_020806844.1|DSER
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC110182999|XP_020806850.1|DSER
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC110182980|XP_020806831.1|DSER
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC110178688|XP_020801553.1|DSER
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC110190390|XP_020816502.1|DSER
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC110180132|XP_020803435.1|DSER
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC110189550|XP_020815339.1|DSER
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC110179306|XP_020802451.1|DSER
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC110189313|XP_020815018.1|DSER
OG0002259	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC110184395|XP_020808566.1|DSER
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC110179040|XP_020802055.1|DSER
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC110190148|XP_020816136.1|DSER
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC110190814|XP_020817124.1|DSER
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC110189684|XP_020815546.1|DSER
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC110185164|XP_020809528.1|DSER
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC110189981|XP_020815928.1|DSER
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC110190496|XP_020816671.1|DSER
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC110189889|XP_020815798.1|DSER
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC110178249|XP_020800960.1|DSER
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC110188922|XP_020814505.1|DSER
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC110190475|XP_020816644.1|DSER
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC110177614|XP_020800078.1|DSER
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC110189870|XP_020815754.1|DSER
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC110188197|XP_020813454.1|DSER
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC110190622|XP_020816876.1|DSER
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC110178725|XP_020801590.1|DSER
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC110178820|XP_020801745.1|DSER
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC110176305|XP_020798285.1|DSER
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC110190592|XP_020816843.1|DSER
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC110189982|XP_020815929.1|DSER
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC110183605|XP_020807580.1|DSER
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC110181107|XP_020804436.1|DSER
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC110182921|XP_020806744.1|DSER
OG0002285	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL	LOC110183526|XP_020807479.1|DSER
OG0002286	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL	LOC110184063|XP_020808100.1|DSER
OG0002287	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL	LOC110188934|XP_020814531.1|DSER
OG0002288	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL	LOC110190796|XP_020817097.1|DSER
OG0002289	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL	LOC110190026|XP_020815988.1|DSER
OG0002290	LOC109430645|XP_019562284.2|AEAL, LOC109423806|XP_019554383.1|AEAL	LOC110185819|XP_020810483.1|DSER
OG0002291	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL	LOC110180011|XP_020803262.1|DSER
OG0002292	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL	LOC110189226|XP_020814866.1|DSER
OG0002293	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL	LOC110176697|XP_020798831.1|DSER
OG0002294	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL	LOC110186705|XP_020811637.1|DSER
OG0002295	LOC109403746|XP_029709909.1|AEAL	LOC110185581|XP_020810169.1|DSER
OG0002296	LOC109421801|XP_019551899.2|AEAL	LOC110176803|XP_020798898.1|DSER
OG0002297	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL	LOC110188604|XP_020814026.1|DSER
OG0002298	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL	LOC110191563|XP_020818099.1|DSER
OG0002299	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL	LOC110180017|XP_020803274.1|DSER
OG0002300	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL	LOC110182726|XP_020806486.1|DSER
OG0002301	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL	LOC110185085|XP_020809427.1|DSER
OG0002302	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL, LOC109427864|XP_029715428.1|AEAL	LOC110185050|XP_020809374.1|DSER
OG0002303	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL	LOC110183513|XP_020807458.1|DSER
OG0002304	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL	LOC110185705|XP_020810335.1|DSER
OG0002305	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL	LOC110184655|XP_020808914.1|DSER
OG0002306	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL	LOC110183858|XP_020807872.1|DSER
OG0002307	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER
OG0002308	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL	LOC110176800|XP_020798894.1|DSER
OG0002309	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER
OG0002310	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL	LOC110187405|XP_020812452.1|DSER
OG0002311	LOC109425214|XP_029724846.1|AEAL	LOC110181339|XP_020804716.1|DSER
OG0002313	LOC115253565|XP_029734367.1|AEAL, LOC109425089|XP_029725015.1|AEAL	LOC110188770|XP_020814303.1|DSER
OG0002314	LOC115258458|XP_029714418.1|AEAL, LOC109429411|XP_019560907.2|AEAL	LOC110190899|XP_020817221.1|DSER
OG0002315	LOC109419028|XP_019548792.1|AEAL	LOC110176323|XP_020798301.1|DSER
OG0002316	LOC109425118|XP_019555857.2|AEAL, LOC115266964|XP_029729542.1|AEAL, LOC109429382|XP_019560837.2|AEAL	LOC110183172|XP_020807023.1|DSER
OG0002317	LOC109413695|XP_029729448.1|AEAL	LOC110176167|XP_020798063.1|DSER
OG0002318	LOC109419065|XP_029729417.1|AEAL, LOC109408111|XP_029729382.1|AEAL	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER
OG0002319	LOC109419070|XP_019548826.2|AEAL	LOC110185890|XP_020810561.1|DSER
OG0002320	LOC109419100|XP_019548865.2|AEAL, LOC115262905|XP_029721655.1|AEAL, LOC109409325|XP_019538319.2|AEAL	LOC110179214|XP_020802307.1|DSER
OG0002321	LOC115258589|XP_029714704.1|AEAL, LOC109409318|XP_029714773.1|AEAL, LOC109419106|XP_029721666.1|AEAL	LOC110189267|XP_020814941.1|DSER
OG0002322	LOC115258593|XP_029714708.1|AEAL, LOC109409301|XP_029718139.1|AEAL, LOC115258648|XP_029714815.1|AEAL	LOC110185978|XP_020810660.1|DSER
OG0002323	LOC109622810|XP_019932811.2|AEAL, LOC115258600|XP_029714742.1|AEAL, LOC109397528|XP_019525373.2|AEAL	LOC110187443|XP_020812491.1|DSER
OG0002324	LOC109398624|XP_029715039.1|AEAL	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER
OG0002325	LOC109398702|XP_029715228.1|AEAL, LOC115258909|XP_029715231.1|AEAL, LOC109404843|XP_029715250.1|AEAL	LOC110178673|XP_020801533.1|DSER
OG0002326	LOC115258651|XP_029714818.1|AEAL, LOC115258916|XP_029715253.1|AEAL, LOC109404860|XP_029725189.1|AEAL	LOC110178674|XP_020801534.1|DSER
OG0002327	LOC109398703|XP_029715053.1|AEAL, LOC109404878|XP_029725171.1|AEAL	LOC110188135|XP_020813382.1|DSER
OG0002328	LOC109398714|XP_029708249.1|AEAL, LOC109406928|XP_029723176.1|AEAL	LOC110181369|XP_020804756.1|DSER
OG0002329	LOC109407009|XP_029714678.1|AEAL	LOC110185810|XP_020810473.1|DSER
OG0002330	LOC109398728|XP_019526668.1|AEAL	LOC110185651|XP_020810267.1|DSER
OG0002331	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL	LOC110179463|XP_020802681.1|DSER
OG0002332	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL	LOC110185290|XP_020809698.1|DSER
OG0002333	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL	LOC110184111|XP_020808163.1|DSER
OG0002334	LOC109420994|XP_019551015.2|AEAL	LOC110183124|XP_020806974.1|DSER
OG0002335	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL	LOC110178264|XP_020800988.1|DSER
OG0002336	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL	LOC110185301|XP_020809711.1|DSER
OG0002337	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL	LOC110177027|XP_020799205.1|DSER
OG0002338	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER
OG0002339	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL	LOC110187208|XP_020812267.1|DSER
OG0002340	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL	LOC110183998|XP_020808014.1|DSER
OG0002341	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL	LOC110178012|XP_020800685.1|DSER
OG0002342	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL	LOC110184862|XP_020809165.1|DSER
OG0002343	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL	LOC110182349|XP_020806048.1|DSER
OG0002344	LOC109417712|XP_029709187.1|AEAL	LOC110182853|XP_020806646.1|DSER
OG0002345	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL	LOC110182890|XP_020806693.1|DSER
OG0002346	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL	LOC110185698|XP_020810325.1|DSER
OG0002347	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL	LOC110177693|XP_020800175.1|DSER
OG0002348	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL	LOC110176849|XP_020798969.1|DSER
OG0002349	LOC109419955|XP_019549788.2|AEAL	LOC110182892|XP_020806701.1|DSER
OG0002350	LOC109417569|XP_019547188.2|AEAL	LOC110184192|XP_020808277.1|DSER
OG0002351	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL, LOC109420718|XP_029708850.1|AEAL, LOC109419838|XP_029709440.1|AEAL	LOC110178229|XP_020800937.1|DSER
OG0002352	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL	LOC110189396|XP_020815110.1|DSER
OG0002353	LOC109417181|XP_019546847.2|AEAL	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER
OG0002354	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER
OG0002355	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL	LOC110176560|XP_020798607.1|DSER
OG0002356	LOC109427854|XP_019558977.2|AEAL	LOC110181173|XP_020804508.1|DSER
OG0002358	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL	LOC110183294|XP_020807187.1|DSER
OG0002359	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL	LOC110183236|XP_020807111.1|DSER
OG0002360	LOC109430174|XP_019561771.2|AEAL	LOC110184990|XP_020809301.1|DSER
OG0002361	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL	LOC110190134|XP_020816116.1|DSER
OG0002362	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL	LOC110180315|XP_020803630.1|DSER, LOC110182696|XP_020806450.1|DSER
OG0002363	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER
OG0002364	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER
OG0002365	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL	LOC110182681|XP_020806432.1|DSER
OG0002366	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL	LOC110179181|XP_020802243.1|DSER
OG0002367	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL	LOC110182246|XP_020805922.1|DSER
OG0002368	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL	LOC110186098|XP_020810799.1|DSER
OG0002369	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL	LOC110180118|XP_020803417.1|DSER
OG0002370	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL	LOC110185988|XP_020810673.1|DSER
OG0002371	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL	LOC110185728|XP_020810371.1|DSER
OG0002372	LOC115262175|XP_029720315.1|AEAL, LOC109411674|XP_029720264.1|AEAL	LOC110177067|XP_020799244.1|DSER
OG0002373	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL	LOC110187338|XP_020812384.1|DSER
OG0002374	LOC109411739|XP_019540885.2|AEAL	LOC110190556|XP_020816775.1|DSER
OG0002375	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL	LOC110185391|XP_020809829.1|DSER
OG0002376	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL	LOC110185552|XP_020810129.1|DSER
OG0002377	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL	LOC110177196|XP_020799451.1|DSER
OG0002378	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL	LOC110177485|XP_020799896.1|DSER
OG0002379	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL	LOC110181184|XP_020804521.1|DSER
OG0002380	LOC109428058|XP_019559272.1|AEAL	LOC110182063|XP_020805684.1|DSER
OG0002381	LOC109418291|XP_019548000.1|AEAL, LOC109428069|XP_019559289.1|AEAL	LOC110179263|XP_020802377.1|DSER
OG0002382	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL	LOC110184120|XP_020808184.1|DSER
OG0002383	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL	LOC110177590|XP_020800033.1|DSER
OG0002384	LOC109418403|XP_029721478.1|AEAL, LOC115253626|XP_029721792.1|AEAL	LOC110180159|XP_020803473.1|DSER
OG0002386	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL	LOC110188468|XP_020813857.1|DSER
OG0002387	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL	LOC110190974|XP_020817328.1|DSER
OG0002388	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL	LOC110188720|XP_020814193.1|DSER
OG0002389	LOC109405848|XP_019534454.1|AEAL	LOC110185244|XP_020809642.1|DSER
OG0002390	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL	LOC110183431|XP_020807371.1|DSER
