Orthogroup	AEAL.longest_only	DERE.longest_only
OG0001355	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL	LOC6546656|XP_001974499.1|DERE
OG0001356	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL, LOC109408089|XP_019536851.2|AEAL, LOC115269850|XP_029734492.1|AEAL	LOC6551923|XP_026832033.1|DERE
OG0001357	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL	LOC6543839|XP_001971411.1|DERE
OG0001358	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL	LOC6546068|XP_001972809.1|DERE
OG0001359	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL, LOC109422959|XP_019553405.2|AEAL	LOC6541153|XP_001970052.1|DERE
OG0001360	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL	LOC6541940|XP_001969119.1|DERE
OG0001361	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL, LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL	LOC6543973|XP_001972207.2|DERE
OG0001362	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL	LOC6543978|XP_001972212.1|DERE
OG0001363	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL	LOC6554076|XP_001979514.1|DERE
OG0001364	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL, LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL	LOC6547257|XP_026836172.1|DERE
OG0001365	LOC109431682|XP_019563486.1|AEAL	LOC6544771|XP_001971677.1|DERE
OG0001367	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL	LOC6546677|XP_026837008.1|DERE
OG0001368	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL	LOC6541043|XP_026834794.1|DERE
OG0001369	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL	LOC6551035|XP_001978254.1|DERE
OG0001370	LOC109414239|XP_019543595.2|AEAL	LOC6547807|XP_026836625.1|DERE
OG0001371	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL	LOC113564599|XP_026838610.1|DERE, LOC26526097|XP_026838621.1|DERE, LOC26526453|XP_026838611.1|DERE
OG0001372	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL	LOC6547078|XP_026836645.1|DERE
OG0001373	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL	LOC6543284|XP_026834406.1|DERE
OG0001374	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL	LOC6549420|XP_001975653.1|DERE
OG0001375	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL	LOC6551754|XP_026831965.1|DERE
OG0001376	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL	LOC6546866|XP_001976062.1|DERE
OG0001377	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL	LOC6541109|XP_001970215.2|DERE
OG0001378	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL	LOC6542871|XP_026834559.1|DERE
OG0001379	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL	LOC6541976|XP_015015288.1|DERE
OG0001380	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL	LOC6542628|XP_001970807.1|DERE
OG0001381	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL	LOC6548647|XP_026835712.1|DERE
OG0001382	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL	LOC6541384|XP_015015166.1|DERE
OG0001383	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL	LOC6540772|XP_001970388.1|DERE
OG0001384	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL	LOC6549501|XP_001974292.1|DERE
OG0001385	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL, LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL	LOC6540831|XP_001969330.2|DERE
OG0001387	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL	LOC6542134|XP_026835090.1|DERE
OG0001388	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL, LOC109429983|XP_019561538.2|AEAL	LOC6543257|XP_001969423.1|DERE
OG0001389	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL	LOC6554303|XP_001982127.2|DERE
OG0001390	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL	LOC6542226|XP_001968679.2|DERE
OG0001391	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL	LOC6549495|XP_001974286.1|DERE
OG0001392	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL	LOC6550767|XP_026838112.1|DERE
OG0001393	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL	LOC6549410|XP_001974316.1|DERE
OG0001394	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL	LOC6541303|XP_001969465.1|DERE
OG0001395	LOC109621259|XP_019931809.1|AEAL	LOC6553175|XP_001980011.1|DERE
OG0001396	LOC109408447|XP_029716986.1|AEAL	LOC6549705|XP_001977447.1|DERE
OG0001397	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL	LOC6554065|XP_026834878.1|DERE
OG0001399	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE
OG0001400	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL	LOC6553635|XP_001980318.1|DERE
OG0001401	LOC109403463|XP_029712834.1|AEAL	LOC6545791|XP_001973441.1|DERE
OG0001402	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL	LOC6544887|XP_001973151.1|DERE
OG0001403	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL	LOC6545527|XP_026832664.1|DERE
OG0001404	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL	LOC6549550|XP_015012456.1|DERE
OG0001405	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL	LOC6548175|XP_001975158.1|DERE
OG0001406	LOC109622277|XP_029732223.1|AEAL	LOC6551605|XP_001977130.1|DERE
OG0001407	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL	LOC6543615|XP_026832845.1|DERE
OG0001408	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL	LOC6548865|XP_001975451.1|DERE
OG0001429	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL	LOC6552691|XP_001979879.1|DERE
OG0001430	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL	LOC6553615|XP_001980244.1|DERE
OG0001431	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL	LOC6549900|XP_026838512.1|DERE
OG0001432	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL	LOC6550246|XP_001977921.2|DERE
OG0001433	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL	LOC6554793|XP_001982224.1|DERE
OG0001434	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL	LOC6550874|XP_015010954.1|DERE
OG0001435	LOC109416125|XP_029710971.1|AEAL	LOC6541406|XP_001970512.1|DERE
OG0001436	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL	LOC6554905|XP_001981590.3|DERE
OG0001437	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL	LOC6543470|XP_001970286.1|DERE
OG0001438	LOC109422027|XP_029711761.1|AEAL	LOC6555103|XP_001981430.1|DERE
OG0001439	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL	LOC6553472|XP_001979372.1|DERE
OG0001440	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL	LOC6550226|XP_001978194.3|DERE
OG0001441	LOC115265321|XP_029725736.1|AEAL	LOC6550364|XP_001977861.1|DERE
OG0001442	LOC109424859|XP_019555600.1|AEAL	LOC6542126|XP_001970104.1|DERE
OG0001443	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL, LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL	LOC6554210|XP_001981227.1|DERE
OG0001444	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL	LOC6552944|XP_001981021.1|DERE
OG0001445	LOC109411874|XP_019541044.2|AEAL	LOC6552130|XP_015009536.1|DERE
OG0001446	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL	LOC6554755|XP_001982191.2|DERE
OG0001447	LOC109421116|XP_019551143.2|AEAL	LOC6554034|XP_001980507.2|DERE
OG0001448	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL	LOC6555324|XP_015009174.1|DERE
OG0001449	LOC109423544|XP_019554076.2|AEAL	LOC6548929|XP_001975416.2|DERE
OG0001450	LOC109622496|XP_029726338.1|AEAL	LOC6542538|XP_001968861.1|DERE
OG0001451	LOC115265630|XP_029727357.1|AEAL, LOC109410479|XP_019539586.1|AEAL, LOC109622431|XP_019932313.1|AEAL	LOC6541747|XP_026834553.1|DERE
OG0001452	LOC109423306|XP_029726453.1|AEAL	LOC6547333|XP_026836098.1|DERE
OG0001453	LOC109413963|XP_029726579.1|AEAL, LOC109413964|XP_029726580.1|AEAL	LOC6546227|XP_001973569.1|DERE
OG0001454	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL, LOC109418111|XP_029726752.1|AEAL	LOC6552408|XP_001979806.1|DERE
OG0001455	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL	LOC6543913|XP_026833507.1|DERE
OG0001456	LOC109398403|XP_029733496.1|AEAL	LOC6541201|XP_026834192.1|DERE
OG0001457	LOC109419688|XP_019549483.2|AEAL	LOC6549525|XP_001975817.1|DERE
OG0001458	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL, LOC109419645|XP_029725842.1|AEAL	LOC6549335|XP_001975635.1|DERE
OG0001459	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL, LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL	LOC6545097|XP_001972048.1|DERE
OG0001460	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL	LOC6541701|XP_026834623.1|DERE
OG0001461	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL	LOC6550354|XP_026837973.1|DERE
OG0001462	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL	LOC6545412|XP_001971711.1|DERE
OG0001464	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL	LOC6555714|XP_001982558.1|DERE
OG0001465	LOC109422596|XP_019552950.2|AEAL, LOC115261757|XP_029719503.1|AEAL	LOC6547168|XP_001976169.1|DERE
OG0001466	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL	LOC6541235|XP_001969712.2|DERE
OG0001467	LOC109418475|XP_029713246.1|AEAL, LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL	LOC6542256|XP_001969842.1|DERE
OG0001468	LOC109430819|XP_019562448.2|AEAL, LOC115263200|XP_029722038.1|AEAL	LOC6545453|XP_015013866.2|DERE
OG0001470	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL	LOC6545889|XP_001973431.1|DERE
OG0001471	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL	LOC6545127|XP_015013607.1|DERE
OG0001472	LOC109423871|XP_019554459.1|AEAL	LOC6544218|XP_001973034.1|DERE
OG0001473	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL	LOC6552084|XP_026838647.1|DERE
OG0001474	LOC109407040|XP_029729020.1|AEAL	LOC6551282|XP_001978426.1|DERE
OG0001475	LOC109403692|XP_029709907.1|AEAL	LOC6542184|XP_001969104.1|DERE
OG0001476	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL	LOC6550249|XP_026838261.1|DERE
OG0001477	LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL	LOC6554557|XP_026837003.1|DERE
OG0001478	LOC109424450|XP_019555137.2|AEAL, LOC115258689|XP_029714876.1|AEAL, LOC109424474|XP_029715698.1|AEAL	LOC6540776|XP_026834221.1|DERE
OG0001479	LOC115258549|XP_029714561.1|AEAL, LOC109622895|XP_019932909.1|AEAL	LOC6541335|XP_001969646.1|DERE, LOC6555552|XP_001982410.1|DERE
OG0001480	LOC109412011|XP_019541200.1|AEAL, LOC109407916|XP_019536650.2|AEAL	LOC6540822|XP_001968167.1|DERE
OG0001481	LOC109420446|XP_019550339.1|AEAL	LOC6549125|XP_026836120.1|DERE
OG0001482	LOC109419041|XP_029729424.1|AEAL, LOC109408159|XP_019536937.2|AEAL	LOC6548662|XP_001975384.1|DERE
OG0001483	LOC109409255|XP_019538216.2|AEAL	LOC6548635|XP_026838669.1|DERE
OG0001484	LOC109407146|XP_019535690.2|AEAL, LOC109417136|XP_019546804.2|AEAL, LOC109417138|XP_029714454.1|AEAL, LOC115258522|XP_029714516.1|AEAL, LOC109417139|XP_019546808.2|AEAL, LOC115258481|XP_029714456.1|AEAL	LOC6542544|XP_001968559.1|DERE
OG0001485	LOC115255446|XP_029709435.1|AEAL, LOC109420666|XP_029729847.1|AEAL, LOC115255102|XP_029708756.1|AEAL	LOC6545090|XP_001973276.1|DERE
OG0001486	LOC109430162|XP_019561750.2|AEAL	LOC6541677|XP_001970227.1|DERE
OG0001487	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL	LOC26527072|XP_026838615.1|DERE
OG0001488	LOC109421621|XP_029727645.1|AEAL, LOC109409219|XP_019538188.2|AEAL, LOC115265844|XP_029727650.1|AEAL	LOC6549471|XP_001975777.1|DERE
OG0001489	LOC109429600|XP_029720073.1|AEAL, LOC109408563|XP_029719959.1|AEAL	LOC6548947|XP_015011964.2|DERE
OG0001490	LOC109408543|XP_019537410.1|AEAL, LOC109429596|XP_019561131.1|AEAL, LOC109415098|XP_019544506.1|AEAL, LOC109403000|XP_019531258.1|AEAL, LOC115261832|XP_029719602.1|AEAL, LOC109415097|XP_019544504.1|AEAL	LOC6541656|XP_001968482.1|DERE
OG0001491	LOC109429880|XP_019561410.1|AEAL	LOC6541139|XP_026835079.1|DERE
OG0001492	LOC109420451|XP_019550346.2|AEAL	LOC6542576|XP_001970122.1|DERE
OG0001493	LOC109621647|XP_019931315.2|AEAL, LOC109426353|XP_019557359.1|AEAL	LOC6550437|XP_026837813.1|DERE
OG0001494	LOC109428614|XP_019559985.2|AEAL, LOC109421685|XP_029732752.1|AEAL, LOC109428015|XP_029732731.1|AEAL	LOC6551443|XP_001978541.1|DERE
OG0001495	LOC115271112|XP_029736458.1|AEAL, LOC109399701|XP_019527756.2|AEAL, LOC109402040|XP_029723010.1|AEAL, LOC115253647|XP_029723083.1|AEAL	LOC113563683|XP_026835340.1|DERE
OG0001496	LOC109400853|XP_019528882.1|AEAL, LOC115267716|XP_029730745.1|AEAL	LOC6551510|XP_001978581.2|DERE
OG0001497	LOC109401059|XP_019529088.2|AEAL, LOC115270287|XP_029735476.1|AEAL, LOC109408417|XP_019537279.2|AEAL, LOC115254248|XP_029735007.1|AEAL	LOC6540620|XP_001970338.1|DERE
OG0001500	LOC109398955|XP_019526952.2|AEAL	LOC6547292|XP_001974774.1|DERE
OG0001501	LOC109429204|XP_029718759.1|AEAL, LOC109398876|XP_029733854.1|AEAL	LOC6553784|XP_001980483.1|DERE
OG0001502	LOC109427265|XP_029718947.1|AEAL, LOC109411631|XP_019540737.2|AEAL	LOC6548971|XP_026835932.1|DERE
OG0001503	LOC109400635|XP_019528669.2|AEAL	LOC6542918|XP_026834344.1|DERE
OG0001506	LOC109422324|XP_019552558.1|AEAL	LOC6546723|XP_015011626.1|DERE
OG0001507	LOC109418584|XP_029712914.1|AEAL, LOC109417164|XP_029713533.1|AEAL, LOC115253576|XP_029713071.1|AEAL, LOC109410103|XP_029731353.1|AEAL	LOC6547979|XP_015012258.1|DERE
OG0001508	LOC109431051|XP_029721515.1|AEAL, LOC109411570|XP_029721518.1|AEAL	LOC6547756|XP_001974879.1|DERE
OG0001509	LOC115262741|XP_029721376.1|AEAL, LOC115262720|XP_029721269.1|AEAL, LOC109413623|XP_029721350.1|AEAL, LOC109401297|XP_029721354.1|AEAL, LOC115262821|XP_029721574.1|AEAL	LOC6548184|XP_001975093.2|DERE
OG0001510	LOC109424709|XP_019555409.1|AEAL	LOC6540675|XP_001968874.1|DERE
OG0001511	LOC115258394|XP_029714347.1|AEAL, LOC109412053|XP_019541243.2|AEAL	LOC6548421|XP_026835740.1|DERE
OG0001512	LOC109407671|XP_019536370.2|AEAL, LOC109425940|XP_019556891.1|AEAL	LOC6544099|XP_001971440.2|DERE
OG0001513	LOC109425937|XP_029731885.1|AEAL, LOC109407616|XP_029731957.1|AEAL	LOC6544654|XP_026832267.1|DERE
OG0001515	LOC109424072|XP_029736229.1|AEAL	LOC6555609|XP_001982444.1|DERE
OG0001516	LOC115262792|XP_029721540.1|AEAL	LOC6555241|XP_001981186.1|DERE, LOC6555229|XP_001981185.1|DERE
OG0001534	LOC109406973|XP_029711461.1|AEAL, LOC109397845|XP_029708045.1|AEAL	LOC6551545|XP_015011364.1|DERE
OG0001535	LOC115262319|XP_029720579.1|AEAL	LOC6549873|XP_001978654.1|DERE
OG0001536	LOC109427471|XP_029711546.1|AEAL, LOC115269370|XP_029733898.1|AEAL, LOC109427473|XP_029711002.1|AEAL, LOC115253659|XP_029710748.1|AEAL, LOC115253538|XP_029733910.1|AEAL, LOC109427541|XP_029711444.1|AEAL	LOC6550269|XP_001977628.1|DERE
OG0001537	LOC109422124|XP_019552302.1|AEAL	LOC6540761|XP_001968181.1|DERE
OG0001538	LOC109409457|XP_029713919.1|AEAL, LOC109415318|XP_029713921.1|AEAL, LOC115256851|XP_029711751.1|AEAL	LOC6550836|XP_026837662.1|DERE
OG0001539	LOC115256829|XP_029711671.1|AEAL, LOC109409459|XP_019538447.2|AEAL	LOC6547767|XP_001976389.1|DERE
OG0001541	LOC109432987|XP_029714335.1|AEAL	LOC6544234|XP_026833043.1|DERE
OG0001542	LOC109432944|XP_029714329.1|AEAL, LOC115269571|XP_029734248.1|AEAL, LOC109397712|XP_029716564.1|AEAL	LOC6551767|XP_026833239.1|DERE
OG0001545	LOC109427791|XP_029729833.1|AEAL, LOC109406902|XP_019535453.2|AEAL	LOC6549659|XP_001978708.3|DERE
OG0001546	LOC115260715|XP_029717799.1|AEAL, LOC109427786|XP_029729830.1|AEAL, LOC115267137|XP_029729838.1|AEAL, LOC115267133|XP_029729831.1|AEAL	LOC6549658|XP_001978707.1|DERE
OG0001547	LOC109427728|XP_029716999.1|AEAL, LOC109431385|XP_029717824.1|AEAL	LOC6550847|XP_026837707.1|DERE
OG0001548	LOC109431598|XP_019563381.1|AEAL	LOC6550488|XP_026838086.1|DERE
OG0001549	LOC109402113|XP_019530282.2|AEAL, LOC109430926|XP_019562584.2|AEAL, LOC109412105|XP_029733708.1|AEAL, LOC109429391|XP_029729535.1|AEAL	LOC6547749|XP_015012611.1|DERE
OG0001551	LOC115263679|XP_029722750.1|AEAL, LOC109397268|XP_029722745.1|AEAL, LOC115263681|XP_029722757.1|AEAL, LOC109423221|XP_029712009.1|AEAL	LOC6554766|XP_026839830.1|DERE
OG0001552	LOC109432145|XP_019563994.2|AEAL	LOC6552497|XP_001980852.1|DERE
OG0001553	LOC109404451|XP_029719047.1|AEAL, LOC109406334|XP_029719131.1|AEAL	LOC6550902|XP_001976810.1|DERE
OG0001554	LOC109408861|XP_029708342.1|AEAL, LOC109430398|XP_029722982.1|AEAL, LOC115254802|XP_029708343.1|AEAL	LOC6551978|XP_015010059.2|DERE
OG0001555	LOC109419749|XP_029708619.1|AEAL, LOC109410077|XP_029712726.1|AEAL, LOC109430219|XP_029712739.1|AEAL	LOC6549323|XP_026836131.1|DERE
OG0001556	LOC109405167|XP_019533732.2|AEAL	LOC6547046|XP_001974635.1|DERE
OG0001557	LOC109402353|XP_019530567.2|AEAL, LOC109416919|XP_029715829.1|AEAL, LOC109424039|XP_029733671.1|AEAL, LOC115253440|XP_029727687.1|AEAL, LOC115266033|XP_029727695.1|AEAL	LOC6551323|XP_026838850.1|DERE
OG0001558	LOC109402361|XP_019530572.2|AEAL, LOC109416954|XP_029716316.1|AEAL	LOC6550689|XP_026837905.1|DERE
OG0001559	LOC115254037|XP_029715998.1|AEAL, LOC115260406|XP_029717220.1|AEAL, LOC109425509|XP_029716263.1|AEAL, LOC115259442|XP_029715876.1|AEAL, LOC115259446|XP_029715880.1|AEAL	LOC6554942|XP_001982013.1|DERE
OG0001560	LOC109425486|XP_029715755.1|AEAL, LOC109398989|XP_029732546.1|AEAL	LOC6553436|XP_026836830.1|DERE
OG0001561	LOC109429292|XP_029716173.1|AEAL, LOC115259577|XP_029716152.1|AEAL, LOC109398222|XP_029716249.1|AEAL	LOC6552350|XP_026831936.1|DERE
OG0001562	LOC115270143|XP_029735109.1|AEAL, LOC109408085|XP_019536849.2|AEAL	LOC6540869|XP_001970054.2|DERE
OG0001564	LOC109414942|XP_029715984.1|AEAL	LOC6552960|XP_026832137.1|DERE
OG0001565	LOC115267371|XP_029730218.1|AEAL, LOC115267361|XP_029730191.1|AEAL	LOC6552927|XP_026839509.1|DERE
OG0001566	LOC115264136|XP_029723361.1|AEAL, LOC109398578|XP_019526511.1|AEAL	LOC6551943|XP_001980631.1|DERE
OG0001567	LOC109402927|XP_019531211.2|AEAL, LOC109416104|XP_019545619.2|AEAL, LOC115264346|XP_029723871.1|AEAL	LOC6547178|XP_001976076.1|DERE
OG0001568	LOC109415708|XP_029723856.1|AEAL, LOC109402915|XP_029722660.1|AEAL, LOC109416065|XP_029722659.1|AEAL	LOC6552626|XP_015010203.1|DERE
OG0001569	LOC109416056|XP_019545562.2|AEAL	LOC6553502|XP_001980229.1|DERE
OG0001571	LOC109419083|XP_029729401.1|AEAL	LOC6541476|XP_026835060.1|DERE
OG0001572	LOC109622523|XP_019932450.2|AEAL, LOC109409029|XP_019537990.2|AEAL, LOC109622524|XP_029716654.1|AEAL, LOC109409041|XP_019538007.1|AEAL	LOC6550559|XP_001977959.1|DERE
OG0001573	LOC115264451|XP_029724005.1|AEAL, LOC109399288|XP_019527271.2|AEAL, LOC115264447|XP_029723997.1|AEAL	LOC6544082|XP_001971939.1|DERE
OG0001574	LOC109429069|XP_029726546.1|AEAL	LOC6555805|XP_001982379.1|DERE
OG0001575	LOC109409967|XP_029725816.1|AEAL, LOC109420227|XP_029717036.1|AEAL	LOC6555108|XP_001982024.1|DERE
OG0001576	LOC115254213|XP_029732527.1|AEAL, LOC109426722|XP_019557810.2|AEAL, LOC109417979|XP_019547668.2|AEAL, LOC109398203|XP_029719587.1|AEAL	LOC6551778|XP_001980591.3|DERE
OG0001577	LOC115253479|XP_029735167.1|AEAL, LOC109413467|XP_019542687.2|AEAL	LOC6554334|XP_026831720.1|DERE
OG0001578	LOC109400664|XP_019528693.2|AEAL, LOC109399403|XP_019527386.2|AEAL	LOC6546929|XP_001974690.1|DERE
OG0001579	LOC109400727|XP_019528768.2|AEAL, LOC115270004|XP_029734781.1|AEAL, LOC109402729|XP_029710412.1|AEAL	LOC6550448|XP_026838209.1|DERE
OG0001580	LOC115253588|XP_029718179.1|AEAL, LOC109422538|XP_029734653.1|AEAL	LOC6547552|XP_026836095.1|DERE
OG0001581	LOC109416404|XP_029722240.1|AEAL, LOC109407423|XP_029722334.1|AEAL	LOC6549792|XP_001977315.2|DERE
OG0001582	LOC109430913|XP_019562562.2|AEAL, LOC115253853|XP_029721974.1|AEAL	LOC6546803|XP_001975897.3|DERE
