Orthogroup	AEAL.longest_only	DVIR.longest_only
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC6625790|XP_032292638.1|DVIR
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC26531700|XP_015027924.1|DVIR
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC6630253|XP_002053767.1|DVIR
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC6622313|XP_002048080.1|DVIR
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC6624612|XP_002048264.1|DVIR
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC6631138|XP_002053034.1|DVIR
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC6632310|XP_002055999.1|DVIR
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC6634854|XP_002058644.1|DVIR
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC6629731|XP_002053607.1|DVIR
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC6632743|XP_032289508.1|DVIR
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC6631217|XP_002053960.1|DVIR
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC6629698|XP_002052956.1|DVIR
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC6634848|XP_032295190.1|DVIR
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC6630351|XP_032295456.1|DVIR
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC6631146|XP_002054249.1|DVIR
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC6632422|XP_002056094.1|DVIR
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC6632381|XP_032289422.1|DVIR
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC6634938|XP_002058708.2|DVIR
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC6634934|XP_002058704.1|DVIR
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC6633415|XP_002056814.1|DVIR
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC6630804|XP_015026964.1|DVIR
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC6632236|XP_002056085.1|DVIR
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC6632549|XP_002055828.1|DVIR
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC6629314|XP_002053533.1|DVIR
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC6630950|XP_002053940.3|DVIR
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC6630827|XP_032296148.1|DVIR
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC6626204|XP_002049790.1|DVIR
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC6630403|XP_002054268.1|DVIR
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC6633846|XP_002057198.1|DVIR
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC6633129|XP_002056072.2|DVIR
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC6633128|XP_002056071.2|DVIR
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC6623193|XP_032291353.1|DVIR
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC6626423|XP_002050367.1|DVIR
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC6626188|XP_032292180.1|DVIR
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC6623942|XP_032290647.1|DVIR
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC6626479|XP_002050464.1|DVIR
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC6625061|XP_032291796.1|DVIR
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC6627283|XP_002049625.1|DVIR
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC6626985|XP_015029593.1|DVIR
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC6624866|XP_002048885.1|DVIR
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC6626278|XP_002050165.1|DVIR
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC6624109|XP_002047132.2|DVIR
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC6625800|XP_032291862.1|DVIR
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC6625978|XP_002049993.1|DVIR
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC6635397|XP_002058840.1|DVIR
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC6625720|XP_015030021.1|DVIR
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC6626218|XP_002050746.1|DVIR
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC6625868|XP_002050789.1|DVIR
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC6622463|XP_032291045.1|DVIR
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC6630396|XP_002054004.1|DVIR
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC6623800|XP_002047364.1|DVIR
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC6623941|XP_002048294.1|DVIR
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC6625722|XP_032291755.1|DVIR
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC116651108|XP_032292838.1|DVIR, LOC26530812|XP_015030250.2|DVIR
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC6624262|XP_002046345.1|DVIR
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC6624459|XP_002046587.1|DVIR
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC6635890|XP_032291823.1|DVIR
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC6635893|XP_032291831.1|DVIR
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC6635816|XP_002059439.2|DVIR
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC26531451|XP_032291885.1|DVIR, LOC116650363|XP_032289761.1|DVIR
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC6631021|XP_002053826.1|DVIR
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC6634678|XP_002057994.1|DVIR
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC6626553|XP_032292560.1|DVIR
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC6636401|XP_032292991.1|DVIR, LOC116649742|XP_032292211.1|DVIR
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC6623085|XP_002046860.1|DVIR
OG0002259	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC6636518|XP_002060008.1|DVIR
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC6623074|XP_002048501.1|DVIR
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC6622893|XP_002047551.1|DVIR
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC6624228|XP_002046537.1|DVIR
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC6626422|XP_032292315.1|DVIR
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC6624019|XP_002046274.3|DVIR
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC6622661|XP_002048145.1|DVIR
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC6623557|XP_002046799.1|DVIR
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC6624415|XP_002047167.2|DVIR
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC6635935|XP_002059374.2|DVIR
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC6624983|XP_002050663.1|DVIR
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC6624113|XP_032291245.1|DVIR
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC6622054|XP_002046380.1|DVIR
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC6624476|XP_032289890.1|DVIR
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC6624237|XP_032290937.1|DVIR
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC6624314|XP_002046608.1|DVIR
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC6622911|XP_032290373.1|DVIR
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC6622850|XP_002046490.1|DVIR
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC6623905|XP_002047374.1|DVIR
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC6622863|XP_002047729.1|DVIR
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC6622432|XP_032291143.1|DVIR
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC6622656|XP_002047021.1|DVIR
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC6622238|XP_002046364.1|DVIR
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC6636324|XP_002059884.2|DVIR
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC6626310|XP_002050389.1|DVIR
OG0002285	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL	LOC6636011|XP_002059511.1|DVIR
OG0002286	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL	LOC6626596|XP_002049032.2|DVIR
OG0002287	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL	LOC6624984|XP_032291922.1|DVIR
OG0002288	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL	LOC6624139|XP_002047865.2|DVIR
OG0002289	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL	LOC6623221|XP_002046743.2|DVIR, LOC6623251|XP_002046745.1|DVIR
OG0002290	LOC109430645|XP_019562284.2|AEAL, LOC109423806|XP_019554383.1|AEAL	LOC6628971|XP_002051363.1|DVIR
OG0002291	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL	LOC6635939|XP_032291551.1|DVIR
OG0002292	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL	LOC6635956|XP_032292235.1|DVIR
OG0002293	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL	LOC6626122|XP_002050029.2|DVIR
OG0002294	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL	LOC6632783|XP_002055865.1|DVIR
OG0002295	LOC109403746|XP_029709909.1|AEAL	LOC6627602|XP_015028027.2|DVIR
OG0002296	LOC109421801|XP_019551899.2|AEAL	LOC6633964|XP_002057766.2|DVIR
OG0002297	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL	LOC6630203|XP_002053706.1|DVIR
OG0002298	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL	LOC6625548|XP_002049983.1|DVIR
OG0002299	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL	LOC6635913|XP_002059291.1|DVIR
OG0002300	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL	LOC6627945|XP_032293516.1|DVIR
OG0002301	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL	LOC6628213|XP_032293508.1|DVIR
OG0002302	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL, LOC109427864|XP_029715428.1|AEAL	LOC116651434|XP_032293645.1|DVIR, LOC6629194|XP_032293634.1|DVIR
OG0002303	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL	LOC6636013|XP_002059513.1|DVIR
OG0002304	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL	LOC6628577|XP_002051511.1|DVIR
OG0002305	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL	LOC6624224|XP_002047607.1|DVIR
OG0002306	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL	LOC6634379|XP_002057573.3|DVIR
OG0002307	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL	LOC6628443|XP_002052228.2|DVIR
OG0002308	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL	LOC6634031|XP_002057768.1|DVIR
OG0002309	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL	LOC6628100|XP_002052424.1|DVIR
OG0002310	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL	LOC6628028|XP_032293906.1|DVIR
OG0002311	LOC109425214|XP_029724846.1|AEAL	LOC6628327|XP_015028059.1|DVIR
OG0002313	LOC115253565|XP_029734367.1|AEAL, LOC109425089|XP_029725015.1|AEAL	LOC6626623|XP_002049699.2|DVIR
OG0002314	LOC115258458|XP_029714418.1|AEAL, LOC109429411|XP_019560907.2|AEAL	LOC6626806|XP_002050923.1|DVIR
OG0002315	LOC109419028|XP_019548792.1|AEAL	LOC6624831|XP_032292938.1|DVIR
OG0002316	LOC109425118|XP_019555857.2|AEAL, LOC115266964|XP_029729542.1|AEAL, LOC109429382|XP_019560837.2|AEAL	LOC6627974|XP_032294633.1|DVIR
OG0002317	LOC109413695|XP_029729448.1|AEAL	LOC6622655|XP_015031427.1|DVIR
OG0002318	LOC109419065|XP_029729417.1|AEAL, LOC109408111|XP_029729382.1|AEAL	LOC6628661|XP_002051817.1|DVIR
OG0002319	LOC109419070|XP_019548826.2|AEAL	LOC6634362|XP_002057703.1|DVIR
OG0002320	LOC109419100|XP_019548865.2|AEAL, LOC115262905|XP_029721655.1|AEAL, LOC109409325|XP_019538319.2|AEAL	LOC6626277|XP_002050164.1|DVIR
OG0002321	LOC115258589|XP_029714704.1|AEAL, LOC109409318|XP_029714773.1|AEAL, LOC109419106|XP_029721666.1|AEAL	LOC6625950|XP_032292975.1|DVIR
OG0002322	LOC115258593|XP_029714708.1|AEAL, LOC109409301|XP_029718139.1|AEAL, LOC115258648|XP_029714815.1|AEAL	LOC6634055|XP_032293582.1|DVIR
OG0002323	LOC109622810|XP_019932811.2|AEAL, LOC115258600|XP_029714742.1|AEAL, LOC109397528|XP_019525373.2|AEAL	LOC6635638|XP_002059243.1|DVIR
OG0002324	LOC109398624|XP_029715039.1|AEAL	LOC6622062|XP_002047554.2|DVIR
OG0002325	LOC109398702|XP_029715228.1|AEAL, LOC115258909|XP_029715231.1|AEAL, LOC109404843|XP_029715250.1|AEAL	LOC6623601|XP_002047799.2|DVIR
OG0002326	LOC115258651|XP_029714818.1|AEAL, LOC115258916|XP_029715253.1|AEAL, LOC109404860|XP_029725189.1|AEAL	LOC6623534|XP_015031376.1|DVIR
OG0002327	LOC109398703|XP_029715053.1|AEAL, LOC109404878|XP_029725171.1|AEAL	LOC26531536|XP_015027913.1|DVIR
OG0002328	LOC109398714|XP_029708249.1|AEAL, LOC109406928|XP_029723176.1|AEAL	LOC6628299|XP_002051184.1|DVIR
OG0002329	LOC109407009|XP_029714678.1|AEAL	LOC6628256|XP_002052935.1|DVIR
OG0002330	LOC109398728|XP_019526668.1|AEAL	LOC116649761|XP_032294345.1|DVIR
OG0002331	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL	LOC6631879|XP_002054972.1|DVIR
OG0002332	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL	LOC6622348|XP_002047742.1|DVIR
OG0002333	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL	LOC6627257|XP_032291711.1|DVIR
OG0002334	LOC109420994|XP_019551015.2|AEAL	LOC6628590|XP_002051483.2|DVIR
OG0002335	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL	LOC6627145|XP_002048957.2|DVIR
OG0002336	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL	LOC6623037|XP_032291128.1|DVIR
OG0002337	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL	LOC6636462|XP_032291653.1|DVIR, LOC116650814|XP_032291460.1|DVIR
OG0002338	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL	LOC6628626|XP_015028494.1|DVIR
OG0002339	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL	LOC6628249|XP_015028561.1|DVIR
OG0002340	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL	LOC6627551|XP_002052286.2|DVIR
OG0002341	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL	LOC6625590|XP_002051040.2|DVIR
OG0002342	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL	LOC6627616|XP_015028794.1|DVIR
OG0002343	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL	LOC6628673|XP_002051847.2|DVIR
OG0002344	LOC109417712|XP_029709187.1|AEAL	LOC6629054|XP_015028433.1|DVIR
OG0002345	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL	LOC6636329|XP_002059928.3|DVIR
OG0002346	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL	LOC6627295|XP_032293971.1|DVIR
OG0002347	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL	LOC6626765|XP_002050919.1|DVIR
OG0002348	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL	LOC6627562|XP_002052646.1|DVIR
OG0002349	LOC109419955|XP_019549788.2|AEAL	LOC26531264|XP_015024380.1|DVIR
OG0002350	LOC109417569|XP_019547188.2|AEAL	LOC6636328|XP_002059927.1|DVIR
OG0002351	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL, LOC109420718|XP_029708850.1|AEAL, LOC109419838|XP_029709440.1|AEAL	LOC6625636|XP_002050761.1|DVIR
OG0002352	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL	LOC6626008|XP_032291567.1|DVIR
OG0002353	LOC109417181|XP_019546847.2|AEAL	LOC6627490|XP_002051295.2|DVIR
OG0002354	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL	LOC6633987|XP_002057851.2|DVIR
OG0002355	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL	LOC6627306|XP_015028042.1|DVIR
OG0002356	LOC109427854|XP_019558977.2|AEAL	LOC6627693|XP_002052253.1|DVIR
OG0002358	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL	LOC6627420|XP_002052405.1|DVIR
OG0002359	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL	LOC6631726|XP_002055573.1|DVIR
OG0002360	LOC109430174|XP_019561771.2|AEAL	LOC6628896|XP_002052193.1|DVIR
OG0002361	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL	LOC6624508|XP_002048478.1|DVIR
OG0002362	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL	LOC6635621|XP_015024489.1|DVIR
OG0002363	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL	LOC6628624|XP_002052580.1|DVIR
OG0002364	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL	LOC6628622|XP_032294212.1|DVIR
OG0002365	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL	LOC6628634|XP_032294273.1|DVIR
OG0002366	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL	LOC6635663|XP_032294711.1|DVIR
OG0002367	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL	LOC6628503|XP_002051838.1|DVIR
OG0002368	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL	LOC6628239|XP_002051450.1|DVIR
OG0002369	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL	LOC6636135|XP_002059529.1|DVIR
OG0002370	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL	LOC6634025|XP_002057489.1|DVIR
OG0002371	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL	LOC6634024|XP_002057488.1|DVIR
OG0002372	LOC115262175|XP_029720315.1|AEAL, LOC109411674|XP_029720264.1|AEAL	LOC6635660|XP_002059128.2|DVIR
OG0002373	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL	LOC6628446|XP_002051649.1|DVIR
OG0002374	LOC109411739|XP_019540885.2|AEAL	LOC6631124|XP_002054244.1|DVIR
OG0002375	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL	LOC6633148|XP_002056599.1|DVIR
OG0002376	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL	LOC6627540|XP_032294496.1|DVIR
OG0002377	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL	LOC6631052|XP_002054637.1|DVIR
OG0002378	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL	LOC116650461|XP_032290008.1|DVIR, LOC116650464|XP_032290020.1|DVIR, LOC116650468|XP_032290027.1|DVIR, LOC6622586|XP_002048442.1|DVIR
OG0002379	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL	LOC6627843|XP_002051733.1|DVIR, LOC6627700|XP_002052260.2|DVIR
OG0002380	LOC109428058|XP_019559272.1|AEAL	LOC6634815|XP_002058141.1|DVIR
