Orthogroup	AEAL.longest_only	DYAK.longest_only
OG0001494	LOC109428614|XP_019559985.2|AEAL, LOC109421685|XP_029732752.1|AEAL, LOC109428015|XP_029732731.1|AEAL	LOC6525431|XP_002101266.2|DYAK
OG0001495	LOC115271112|XP_029736458.1|AEAL, LOC109399701|XP_019527756.2|AEAL, LOC109402040|XP_029723010.1|AEAL, LOC115253647|XP_029723083.1|AEAL	LOC6528540|XP_002089586.1|DYAK
OG0001496	LOC109400853|XP_019528882.1|AEAL, LOC115267716|XP_029730745.1|AEAL	LOC6525386|XP_002101222.2|DYAK
OG0001497	LOC109401059|XP_019529088.2|AEAL, LOC115270287|XP_029735476.1|AEAL, LOC109408417|XP_019537279.2|AEAL, LOC115254248|XP_029735007.1|AEAL	LOC6528730|XP_002089765.1|DYAK
OG0001500	LOC109398955|XP_019526952.2|AEAL	LOC6530985|XP_002091823.1|DYAK
OG0001501	LOC109429204|XP_029718759.1|AEAL, LOC109398876|XP_029733854.1|AEAL	LOC6536741|XP_002097313.1|DYAK
OG0001502	LOC109427265|XP_029718947.1|AEAL, LOC109411631|XP_019540737.2|AEAL	LOC6530475|XP_002091390.1|DYAK
OG0001503	LOC109400635|XP_019528669.2|AEAL	LOC6528411|XP_039226209.1|DYAK
OG0001506	LOC109422324|XP_019552558.1|AEAL	LOC6530071|XP_002091017.1|DYAK
OG0001507	LOC109418584|XP_029712914.1|AEAL, LOC109417164|XP_029713533.1|AEAL, LOC115253576|XP_029713071.1|AEAL, LOC109410103|XP_029731353.1|AEAL	LOC6530549|XP_039228062.1|DYAK
OG0001508	LOC109431051|XP_029721515.1|AEAL, LOC109411570|XP_029721518.1|AEAL	LOC6530835|XP_002091718.1|DYAK
OG0001509	LOC115262741|XP_029721376.1|AEAL, LOC115262720|XP_029721269.1|AEAL, LOC109413623|XP_029721350.1|AEAL, LOC109401297|XP_029721354.1|AEAL, LOC115262821|XP_029721574.1|AEAL	LOC6530581|XP_002091494.2|DYAK
OG0001510	LOC109424709|XP_019555409.1|AEAL	LOC6528082|XP_002089149.1|DYAK
OG0001511	LOC115258394|XP_029714347.1|AEAL, LOC109412053|XP_019541243.2|AEAL	LOC6532172|XP_015051737.1|DYAK
OG0001512	LOC109407671|XP_019536370.2|AEAL, LOC109425940|XP_019556891.1|AEAL	LOC6533326|XP_002094052.1|DYAK
OG0001513	LOC109425937|XP_029731885.1|AEAL, LOC109407616|XP_029731957.1|AEAL	LOC6540104|XP_039230043.1|DYAK
OG0001515	LOC109424072|XP_029736229.1|AEAL	LOC6523858|XP_002099731.1|DYAK
OG0001516	LOC115262792|XP_029721540.1|AEAL	LOC6538903|XP_002099407.1|DYAK, LOC6538904|XP_002099408.1|DYAK
OG0001534	LOC109406973|XP_029711461.1|AEAL, LOC109397845|XP_029708045.1|AEAL	LOC6524042|XP_039232157.1|DYAK
OG0001535	LOC115262319|XP_029720579.1|AEAL	LOC6526133|XP_002101950.1|DYAK
OG0001536	LOC109427471|XP_029711546.1|AEAL, LOC115269370|XP_029733898.1|AEAL, LOC109427473|XP_029711002.1|AEAL, LOC115253659|XP_029710748.1|AEAL, LOC115253538|XP_029733910.1|AEAL, LOC109427541|XP_029711444.1|AEAL	LOC6525747|XP_002101569.1|DYAK
OG0001537	LOC109422124|XP_019552302.1|AEAL	LOC6526316|XP_002087438.1|DYAK
OG0001538	LOC109409457|XP_029713919.1|AEAL, LOC109415318|XP_029713921.1|AEAL, LOC115256851|XP_029711751.1|AEAL	LOC6524605|XP_002100462.1|DYAK
OG0001539	LOC115256829|XP_029711671.1|AEAL, LOC109409459|XP_019538447.2|AEAL	LOC6531813|XP_002092600.1|DYAK
OG0001541	LOC109432987|XP_029714335.1|AEAL	LOC6535166|XP_002095828.1|DYAK
OG0001542	LOC109432944|XP_029714329.1|AEAL, LOC115269571|XP_029734248.1|AEAL, LOC109397712|XP_029716564.1|AEAL	LOC6536558|XP_039231511.1|DYAK
OG0001545	LOC109427791|XP_029729833.1|AEAL, LOC109406902|XP_019535453.2|AEAL	LOC6526195|XP_002102004.2|DYAK
OG0001546	LOC115260715|XP_029717799.1|AEAL, LOC109427786|XP_029729830.1|AEAL, LOC115267137|XP_029729838.1|AEAL, LOC115267133|XP_029729831.1|AEAL	LOC6526194|XP_002102003.1|DYAK
OG0001547	LOC109427728|XP_029716999.1|AEAL, LOC109431385|XP_029717824.1|AEAL	LOC6524324|XP_039230735.1|DYAK
OG0001548	LOC109431598|XP_019563381.1|AEAL	LOC6524980|XP_015046020.1|DYAK
OG0001549	LOC109402113|XP_019530282.2|AEAL, LOC109430926|XP_019562584.2|AEAL, LOC109412105|XP_029733708.1|AEAL, LOC109429391|XP_029729535.1|AEAL	LOC6529515|XP_015052133.2|DYAK
OG0001551	LOC115263679|XP_029722750.1|AEAL, LOC109397268|XP_029722745.1|AEAL, LOC115263681|XP_029722757.1|AEAL, LOC109423221|XP_029712009.1|AEAL	LOC6537822|XP_002098363.2|DYAK
OG0001552	LOC109432145|XP_019563994.2|AEAL	LOC6536332|XP_002096916.1|DYAK
OG0001553	LOC109404451|XP_029719047.1|AEAL, LOC109406334|XP_029719131.1|AEAL	LOC6524306|XP_002100165.1|DYAK
OG0001554	LOC109408861|XP_029708342.1|AEAL, LOC109430398|XP_029722982.1|AEAL, LOC115254802|XP_029708343.1|AEAL	LOC6536531|XP_015047805.1|DYAK
OG0001555	LOC109419749|XP_029708619.1|AEAL, LOC109410077|XP_029712726.1|AEAL, LOC109430219|XP_029712739.1|AEAL	LOC6529636|XP_002090630.1|DYAK
OG0001556	LOC109405167|XP_019533732.2|AEAL	LOC6531128|XP_002091962.1|DYAK
OG0001557	LOC109402353|XP_019530567.2|AEAL, LOC109416919|XP_029715829.1|AEAL, LOC109424039|XP_029733671.1|AEAL, LOC115253440|XP_029727687.1|AEAL, LOC115266033|XP_029727695.1|AEAL	LOC6525552|XP_002101387.1|DYAK
OG0001558	LOC109402361|XP_019530572.2|AEAL, LOC109416954|XP_029716316.1|AEAL	LOC6524901|XP_002100741.1|DYAK
OG0001559	LOC115254037|XP_029715998.1|AEAL, LOC115260406|XP_029717220.1|AEAL, LOC109425509|XP_029716263.1|AEAL, LOC115259442|XP_029715876.1|AEAL, LOC115259446|XP_029715880.1|AEAL	LOC6538745|XP_002099260.1|DYAK
OG0001560	LOC109425486|XP_029715755.1|AEAL, LOC109398989|XP_029732546.1|AEAL	LOC6539897|XP_039231953.1|DYAK
OG0001561	LOC109429292|XP_029716173.1|AEAL, LOC115259577|XP_029716152.1|AEAL, LOC109398222|XP_029716249.1|AEAL	LOC6537458|XP_002098014.1|DYAK
OG0001562	LOC115270143|XP_029735109.1|AEAL, LOC109408085|XP_019536849.2|AEAL	LOC6527050|XP_002088143.1|DYAK
OG0001564	LOC109414942|XP_029715984.1|AEAL	LOC6537647|XP_039231850.1|DYAK
OG0001565	LOC115267371|XP_029730218.1|AEAL, LOC115267361|XP_029730191.1|AEAL	LOC6536171|XP_002096762.3|DYAK
OG0001566	LOC115264136|XP_029723361.1|AEAL, LOC109398578|XP_019526511.1|AEAL	LOC6536563|XP_002097139.1|DYAK
OG0001567	LOC109402927|XP_019531211.2|AEAL, LOC109416104|XP_019545619.2|AEAL, LOC115264346|XP_029723871.1|AEAL	LOC6530297|XP_002091224.2|DYAK
OG0001568	LOC109415708|XP_029723856.1|AEAL, LOC109402915|XP_029722660.1|AEAL, LOC109416065|XP_029722659.1|AEAL	LOC6537312|XP_039232413.1|DYAK
OG0001569	LOC109416056|XP_019545562.2|AEAL	LOC6536996|XP_002097565.1|DYAK
OG0001571	LOC109419083|XP_029729401.1|AEAL	LOC6528032|XP_002089099.1|DYAK
OG0001572	LOC109622523|XP_019932450.2|AEAL, LOC109409029|XP_019537990.2|AEAL, LOC109622524|XP_029716654.1|AEAL, LOC109409041|XP_019538007.1|AEAL	LOC6524953|XP_002100793.1|DYAK
OG0001573	LOC115264451|XP_029724005.1|AEAL, LOC109399288|XP_019527271.2|AEAL, LOC115264447|XP_029723997.1|AEAL	LOC6533011|XP_015049767.1|DYAK
OG0001574	LOC109429069|XP_029726546.1|AEAL	LOC6523786|XP_039228411.1|DYAK
OG0001575	LOC109409967|XP_029725816.1|AEAL, LOC109420227|XP_029717036.1|AEAL	LOC6538757|XP_002099271.1|DYAK
OG0001576	LOC115254213|XP_029732527.1|AEAL, LOC109426722|XP_019557810.2|AEAL, LOC109417979|XP_019547668.2|AEAL, LOC109398203|XP_029719587.1|AEAL	LOC6536606|XP_002097182.1|DYAK
OG0001577	LOC115253479|XP_029735167.1|AEAL, LOC109413467|XP_019542687.2|AEAL	LOC6537990|XP_002098525.2|DYAK
OG0001578	LOC109400664|XP_019528693.2|AEAL, LOC109399403|XP_019527386.2|AEAL	LOC6531077|XP_002091911.1|DYAK
OG0001579	LOC109400727|XP_019528768.2|AEAL, LOC115270004|XP_029734781.1|AEAL, LOC109402729|XP_029710412.1|AEAL	LOC6525136|XP_015046115.2|DYAK
OG0001580	LOC115253588|XP_029718179.1|AEAL, LOC109422538|XP_029734653.1|AEAL	LOC6529366|XP_015052305.1|DYAK
OG0001581	LOC109416404|XP_029722240.1|AEAL, LOC109407423|XP_029722334.1|AEAL	LOC6525929|XP_002101749.2|DYAK
OG0001582	LOC109430913|XP_019562562.2|AEAL, LOC115253853|XP_029721974.1|AEAL	LOC6530092|XP_002091038.2|DYAK
OG0001583	LOC115270462|XP_029736054.1|AEAL, LOC115254265|XP_029736053.1|AEAL, LOC109404342|XP_019532732.2|AEAL, LOC109399486|XP_029736051.1|AEAL	LOC6528492|XP_002089538.1|DYAK
OG0001584	LOC109424272|XP_019554908.2|AEAL, LOC109428708|XP_029735275.1|AEAL, LOC115270166|XP_029735261.1|AEAL	LOC6532291|XP_002093051.1|DYAK
OG0001586	LOC115270291|XP_029735498.1|AEAL, LOC109430628|XP_029735523.1|AEAL, LOC109423770|XP_019554322.2|AEAL	LOC6533311|XP_002094037.1|DYAK
OG0001587	LOC109414257|XP_029735555.1|AEAL, LOC109423750|XP_029735576.1|AEAL	LOC6539196|XP_002086097.1|DYAK
OG0001588	LOC109398173|XP_029728531.1|AEAL	LOC6528464|XP_002089510.1|DYAK
OG0001591	LOC109621324|XP_029728256.1|AEAL	LOC6538061|XP_002098596.2|DYAK
OG0001592	LOC115258170|XP_029714081.1|AEAL	LOC6527394|XP_015053118.1|DYAK
OG0001593	LOC109622884|XP_019932896.2|AEAL, LOC115258143|XP_029714051.1|AEAL	LOC6527385|XP_015053127.1|DYAK
OG0001594	LOC109622862|XP_029713874.1|AEAL, LOC115257965|XP_029713789.1|AEAL, LOC115258452|XP_029714413.1|AEAL	LOC6526840|XP_039227070.1|DYAK
OG0001595	LOC109412019|XP_029713367.1|AEAL, LOC115253600|XP_029720691.1|AEAL	LOC6530274|XP_015052626.1|DYAK
OG0001596	LOC109401373|XP_019529448.2|AEAL	LOC6529732|XP_002090725.1|DYAK
OG0001597	LOC109432887|XP_019564798.1|AEAL, LOC115257139|XP_029712384.1|AEAL, LOC109401424|XP_019529521.1|AEAL	LOC26536371|XP_015044621.2|DYAK
OG0001598	LOC109432877|XP_029712246.1|AEAL	LOC6528217|XP_002089279.2|DYAK
OG0001599	LOC115256862|XP_029711787.1|AEAL, LOC109401377|XP_029712007.1|AEAL, LOC115256865|XP_029711804.1|AEAL, LOC109432892|XP_029709597.1|AEAL	LOC6527031|XP_002088125.1|DYAK
OG0001601	LOC109433084|XP_019565020.1|AEAL	LOC6528058|XP_002089125.1|DYAK
OG0001602	LOC109420147|XP_019550010.2|AEAL, LOC115261802|XP_029719550.1|AEAL	LOC6527853|XP_002088925.2|DYAK
OG0001603	LOC109414044|XP_019543328.2|AEAL, LOC109414021|XP_019543299.2|AEAL	LOC6527874|XP_002088946.1|DYAK
OG0001604	LOC109425135|XP_019555911.1|AEAL	LOC6524030|XP_002099902.1|DYAK
OG0001605	LOC109425134|XP_019555908.2|AEAL	LOC6528615|XP_002089658.1|DYAK
OG0001606	LOC109429377|XP_019560821.1|AEAL	LOC26535450|XP_015045204.1|DYAK
OG0001607	LOC109419105|XP_019548872.1|AEAL, LOC109409321|XP_029714954.1|AEAL, LOC115258719|XP_029714931.1|AEAL	LOC6529524|XP_002090526.1|DYAK
OG0001608	LOC109419520|XP_019549278.2|AEAL, LOC109409303|XP_029718146.1|AEAL, LOC115258927|XP_029715300.1|AEAL	LOC6529210|XP_015052226.1|DYAK
OG0001609	LOC109398729|XP_029714920.1|AEAL, LOC109398673|XP_029714929.1|AEAL, LOC109404922|XP_029725170.1|AEAL	LOC6530512|XP_002091427.2|DYAK
OG0001610	LOC115258726|XP_029714948.1|AEAL, LOC109407249|XP_019535801.2|AEAL, LOC109414319|XP_029714568.1|AEAL	LOC6529790|XP_002090774.1|DYAK
OG0001611	LOC115258142|XP_029714046.1|AEAL, LOC109420908|XP_019550933.1|AEAL, LOC115257979|XP_029713809.1|AEAL, LOC109412694|XP_029714041.1|AEAL	LOC6530314|XP_002091241.1|DYAK
OG0001612	LOC109428206|XP_019559821.2|AEAL, LOC109417730|XP_029709162.1|AEAL	LOC6527682|XP_002088768.1|DYAK
OG0001613	LOC109417765|XP_019547453.1|AEAL, LOC109420005|XP_019549839.2|AEAL	LOC6528050|XP_002089117.1|DYAK
OG0001614	LOC115255480|XP_029709465.1|AEAL, LOC115255482|XP_029709468.1|AEAL, LOC109419396|XP_029709464.1|AEAL, LOC115255255|XP_029709061.1|AEAL, LOC109419402|XP_029709066.1|AEAL, LOC115255253|XP_029709059.1|AEAL	LOC6528678|XP_039227172.1|DYAK
OG0001615	LOC109420624|XP_019550528.2|AEAL	LOC6539079|XP_015045325.1|DYAK
OG0001616	LOC109423882|XP_029727241.1|AEAL, LOC109404803|XP_029727277.1|AEAL	LOC6527331|XP_002088423.1|DYAK
OG0001617	LOC109421516|XP_019551572.2|AEAL	LOC6529759|XP_002090749.1|DYAK
OG0001618	LOC109421337|XP_029726923.1|AEAL, LOC109432435|XP_029727064.1|AEAL, LOC115261817|XP_029719569.1|AEAL, LOC109405709|XP_029719580.1|AEAL	LOC6528024|XP_002089091.2|DYAK
OG0001619	LOC115264711|XP_029724582.1|AEAL, LOC109621384|XP_029732568.1|AEAL, LOC115268607|XP_029732592.1|AEAL	LOC6527820|XP_002088893.1|DYAK
OG0001620	LOC109402269|XP_019530468.1|AEAL	LOC6531896|XP_002092683.1|DYAK
OG0001621	LOC109415860|XP_019545354.2|AEAL	LOC6531487|XP_002092286.1|DYAK
OG0001622	LOC109416800|XP_029720044.1|AEAL, LOC109419134|XP_029722942.1|AEAL, LOC115263283|XP_029722278.1|AEAL	LOC6525238|XP_002101076.1|DYAK
OG0001623	LOC109429702|XP_029720029.1|AEAL, LOC109407011|XP_019535571.2|AEAL	LOC6526313|XP_002087435.1|DYAK
OG0001624	LOC109408550|XP_019537419.2|AEAL, LOC109429595|XP_019561130.2|AEAL	LOC6527084|XP_002088177.1|DYAK
OG0001625	LOC109408551|XP_019537420.2|AEAL, LOC109429586|XP_019561119.2|AEAL	LOC6529202|XP_002090209.1|DYAK
OG0001626	LOC109428105|XP_019559338.1|AEAL, LOC109418325|XP_029720111.1|AEAL	LOC6527645|XP_002088733.1|DYAK
OG0001627	LOC109411342|XP_019540417.2|AEAL, LOC109415390|XP_019544798.2|AEAL, LOC109418337|XP_019548070.2|AEAL, LOC109427307|XP_029721198.1|AEAL	LOC6537213|XP_015048201.1|DYAK
OG0001628	LOC109427034|XP_019558124.2|AEAL, LOC109411383|XP_029726981.1|AEAL	LOC6538398|XP_002098922.1|DYAK
OG0001630	LOC109405034|XP_029734032.1|AEAL, LOC109405037|XP_029734327.1|AEAL, LOC109622043|XP_029712020.1|AEAL	LOC6538758|XP_002099272.1|DYAK
OG0001631	LOC109416443|XP_029734365.1|AEAL, LOC109621281|XP_029734362.1|AEAL	LOC6535307|XP_039232763.1|DYAK
OG0001632	LOC109422711|XP_019553122.1|AEAL, LOC109412318|XP_029727895.1|AEAL	LOC6527916|XP_002088984.1|DYAK
OG0001633	LOC115271096|XP_029736444.1|AEAL, LOC109422628|XP_029725209.1|AEAL, LOC109402823|XP_019531094.1|AEAL	LOC6537432|XP_002097988.1|DYAK
OG0001635	LOC109429217|XP_029716819.1|AEAL, LOC115261363|XP_029718747.1|AEAL, LOC109429221|XP_029719377.1|AEAL	LOC6538443|XP_002098967.2|DYAK
OG0001636	LOC109398901|XP_019526899.2|AEAL, LOC109429212|XP_029718656.1|AEAL	LOC6536089|XP_002096698.2|DYAK
OG0001637	LOC115258189|XP_029714117.1|AEAL, LOC109426630|XP_019557707.2|AEAL, LOC115258187|XP_029714113.1|AEAL, LOC109426656|XP_029718993.1|AEAL	LOC6536346|XP_002096928.1|DYAK
OG0001638	LOC109411634|XP_019540740.2|AEAL	LOC6524418|XP_002100276.1|DYAK
OG0001639	LOC109404490|XP_029719136.1|AEAL, LOC109406321|XP_029719042.1|AEAL	LOC6529090|XP_039226490.1|DYAK
OG0001640	LOC109419435|XP_019549229.1|AEAL, LOC109403478|XP_019531851.1|AEAL	LOC6536103|XP_002096711.1|DYAK
OG0001641	LOC109426306|XP_019557308.2|AEAL, LOC109411963|XP_019541167.1|AEAL	LOC6537385|XP_002097941.1|DYAK
OG0001642	LOC109424536|XP_029733403.1|AEAL, LOC115269399|XP_029733935.1|AEAL, LOC115255853|XP_029709901.1|AEAL, LOC115255851|XP_029709900.1|AEAL	LOC6525351|XP_002101187.1|DYAK
OG0001643	LOC109418776|XP_029715744.1|AEAL, LOC115259341|XP_029715733.1|AEAL, LOC109415836|XP_029713232.1|AEAL, LOC115259353|XP_029715752.1|AEAL	LOC6526889|XP_002087989.1|DYAK
OG0001644	LOC109418709|XP_019548494.2|AEAL	LOC6534003|XP_015050362.1|DYAK
OG0001645	LOC115257624|XP_029713305.1|AEAL, LOC109413080|XP_029713148.1|AEAL	LOC6530523|XP_002091438.1|DYAK
OG0001646	LOC109413573|XP_029720859.1|AEAL, LOC109401280|XP_029721578.1|AEAL	LOC6531686|XP_015051484.1|DYAK
OG0001647	LOC109401223|XP_029721390.1|AEAL, LOC115262726|XP_029721280.1|AEAL, LOC109413596|XP_029720595.1|AEAL	LOC6528407|XP_039227465.1|DYAK
OG0001648	LOC115262670|XP_029721133.1|AEAL, LOC109427045|XP_029717126.1|AEAL, LOC115262680|XP_029721145.1|AEAL, LOC109623356|XP_029721134.1|AEAL	LOC6534098|XP_015050438.1|DYAK
OG0001649	LOC109397413|XP_019525279.2|AEAL, LOC109412767|XP_029721046.1|AEAL	LOC6530361|XP_002091287.1|DYAK
OG0001650	LOC109432676|XP_029730723.1|AEAL, LOC109408777|XP_029730726.1|AEAL	LOC6530966|XP_039227795.1|DYAK
OG0001651	LOC109408787|XP_029730840.1|AEAL, LOC109428969|XP_029730823.1|AEAL, LOC109428971|XP_029731974.1|AEAL, LOC109408718|XP_029730821.1|AEAL	LOC6531317|XP_015051240.1|DYAK
OG0001652	LOC109399621|XP_029731140.1|AEAL	LOC6534276|XP_002094957.2|DYAK
OG0001653	LOC109399660|XP_029708106.1|AEAL, LOC115255827|XP_029709875.1|AEAL, LOC109400976|XP_029731220.1|AEAL	LOC6534596|XP_002095272.1|DYAK
OG0001654	LOC109403945|NP_001339903.1|AEAL	LOC6531253|XP_002092062.1|DYAK
OG0001655	LOC109410731|XP_029731604.1|AEAL, LOC115269255|XP_029733667.1|AEAL	LOC6528780|XP_002089814.2|DYAK
OG0001656	LOC109621465|XP_019931052.2|AEAL	LOC6526630|XP_002087738.1|DYAK
OG0001657	LOC109426045|XP_019557030.2|AEAL	LOC6534480|XP_002095157.2|DYAK
OG0001658	LOC109426019|XP_019556991.2|AEAL, LOC115268031|XP_029731791.1|AEAL	LOC6533792|XP_002094493.1|DYAK
OG0001659	LOC109407562|XP_019536180.2|AEAL	LOC6534024|XP_002094711.1|DYAK
OG0001660	LOC109431466|XP_029717923.1|AEAL, LOC109427676|XP_029717854.1|AEAL, LOC115258122|XP_029714022.1|AEAL, LOC115269338|XP_029733852.1|AEAL	LOC6532397|XP_002093148.1|DYAK
OG0001661	LOC109414514|XP_029728551.1|AEAL, LOC109404880|XP_019533381.2|AEAL	LOC6536562|XP_002097138.1|DYAK
OG0001662	LOC109417990|XP_019547687.2|AEAL, LOC115268496|XP_029732380.1|AEAL	LOC6532763|XP_002093505.1|DYAK
OG0001678	LOC109408922|XP_029711596.1|AEAL, LOC115260205|XP_029716994.1|AEAL, LOC109433615|XP_029711083.1|AEAL, LOC115260185|XP_029716963.1|AEAL, LOC115260194|XP_029716969.1|AEAL	LOC6525684|XP_002101506.2|DYAK
OG0001679	LOC109415212|XP_019544646.2|AEAL, LOC109415214|XP_019544647.2|AEAL, LOC109428378|XP_019559646.2|AEAL, LOC109428377|XP_029710925.1|AEAL	LOC6525501|XP_002101336.1|DYAK
OG0001680	LOC115260966|XP_029718195.1|AEAL, LOC109428517|XP_019559858.1|AEAL, LOC109430094|XP_019561673.2|AEAL	LOC6525411|XP_039228835.1|DYAK
OG0001681	LOC109416811|XP_019546423.2|AEAL, LOC109415352|XP_029729162.1|AEAL, LOC109423618|XP_019554140.2|AEAL	LOC6525938|XP_002101758.1|DYAK
OG0001682	LOC115256469|XP_029710974.1|AEAL	LOC6525746|XP_015046472.1|DYAK
OG0001683	LOC109416114|XP_019545626.2|AEAL, LOC109621808|XP_019931510.1|AEAL	LOC6527715|XP_002088799.1|DYAK
OG0001684	LOC115256343|XP_029710528.1|AEAL, LOC109427539|XP_019558649.2|AEAL, LOC115256960|XP_029712031.1|AEAL, LOC115256954|XP_029712019.1|AEAL	LOC6523726|XP_002099601.1|DYAK
OG0001685	LOC109428224|XP_019559478.2|AEAL, LOC109430130|XP_019561706.2|AEAL	LOC6528930|XP_002089962.1|DYAK
OG0001686	LOC109427429|XP_019558530.2|AEAL	LOC6525843|XP_002101663.1|DYAK
OG0001687	LOC109427351|XP_019558428.2|AEAL, LOC109402090|XP_029710935.1|AEAL, LOC109427352|XP_029711143.1|AEAL, LOC109402065|XP_019530209.2|AEAL	LOC6523795|XP_002099670.1|DYAK
OG0001688	LOC109404901|XP_019533400.2|AEAL, LOC115256592|XP_029711257.1|AEAL	LOC6525494|XP_002101329.1|DYAK
OG0001689	LOC115256509|XP_029711047.1|AEAL, LOC109398406|XP_029711250.1|AEAL, LOC109404898|XP_029711253.1|AEAL	LOC6525545|XP_002101380.2|DYAK
OG0001690	LOC109433013|XP_019564943.1|AEAL, LOC109397732|XP_019525596.2|AEAL, LOC115258376|XP_029714318.1|AEAL	LOC6533112|XP_002093838.1|DYAK
OG0001691	LOC109397684|XP_029734176.1|AEAL, LOC115269517|XP_029734165.1|AEAL, LOC109432956|XP_029734174.1|AEAL	LOC6526893|XP_002087992.1|DYAK
OG0001692	LOC115267234|XP_029730007.1|AEAL, LOC109397612|XP_029730006.1|AEAL	LOC6535612|XP_039231210.1|DYAK
OG0001694	LOC109432366|XP_029715793.1|AEAL, LOC109423030|XP_029708364.1|AEAL, LOC109423073|XP_029717735.1|AEAL	LOC6535584|XP_039231295.1|DYAK
OG0001695	LOC109427735|XP_019558869.2|AEAL, LOC109431389|XP_019563152.2|AEAL	LOC6531057|XP_002091891.1|DYAK
OG0001696	LOC115266521|XP_029728639.1|AEAL, LOC109405943|XP_029729111.1|AEAL	LOC6536493|XP_015047766.1|DYAK
OG0001697	LOC115269276|XP_029733709.1|AEAL, LOC109430914|XP_019562567.1|AEAL	LOC6538604|XP_002099126.1|DYAK
OG0001698	LOC109431484|XP_019563244.1|AEAL	LOC6526057|XP_039230233.1|DYAK
OG0001699	LOC109405285|XP_029714225.1|AEAL	LOC6536526|XP_002097102.1|DYAK
OG0001700	LOC109405057|XP_029713376.1|AEAL, LOC109622062|XP_029734346.1|AEAL	LOC6536393|XP_015047728.1|DYAK
OG0001701	LOC115256222|XP_029710343.1|AEAL, LOC109422162|XP_029707971.1|AEAL, LOC115257156|XP_029712414.1|AEAL	LOC6537549|XP_002098095.2|DYAK
OG0001702	LOC115258622|XP_029714776.1|AEAL, LOC109419095|XP_019548853.1|AEAL, LOC109409381|XP_019538372.1|AEAL, LOC115266950|XP_029729536.1|AEAL	LOC6527938|XP_002089005.1|DYAK
OG0001703	LOC109397269|XP_019525134.2|AEAL, LOC109423222|XP_029722761.1|AEAL, LOC115263676|XP_029722744.1|AEAL	LOC6537826|XP_002098367.2|DYAK
OG0001704	LOC109397270|XP_029722762.1|AEAL, LOC115263675|XP_029722743.1|AEAL, LOC109423223|XP_029722754.1|AEAL	LOC6537827|XP_002098368.1|DYAK
OG0001705	LOC115268587|XP_029732560.1|AEAL, LOC109397249|XP_029722771.1|AEAL	LOC6537994|XP_015048602.1|DYAK
OG0001706	LOC109430200|XP_029736167.1|AEAL, LOC109423515|XP_029722781.1|AEAL	LOC6529114|XP_015054172.1|DYAK
OG0001707	LOC109423500|XP_029722789.1|AEAL	LOC6537866|XP_039231170.1|DYAK
OG0001708	LOC109400120|XP_019528151.2|AEAL, LOC115254318|XP_029707583.1|AEAL, LOC109621597|XP_019931224.2|AEAL	LOC6536998|XP_039232272.1|DYAK
OG0001709	LOC109621622|XP_019931256.2|AEAL, LOC109400053|XP_019528069.3|AEAL	LOC6532954|XP_002093689.1|DYAK
OG0001710	LOC115255392|XP_029709314.1|AEAL, LOC109622162|XP_029709306.1|AEAL, LOC115257514|XP_029713051.1|AEAL, LOC109429524|XP_019561038.1|AEAL	LOC6537661|XP_039232835.1|DYAK
OG0001711	LOC115269840|XP_029734479.1|AEAL, LOC109400404|XP_029725412.1|AEAL, LOC115270135|XP_029735090.1|AEAL	LOC6537742|XP_015048478.1|DYAK
OG0001712	LOC109399841|XP_029729691.1|AEAL, LOC115267037|XP_029729684.1|AEAL, LOC109425352|XP_029729696.1|AEAL	LOC6538797|XP_002099310.1|DYAK
OG0001713	LOC109398975|XP_029716513.1|AEAL, LOC109425537|XP_029716528.1|AEAL	LOC6536624|XP_002097196.1|DYAK
OG0001714	LOC115259817|XP_029716486.1|AEAL, LOC115259774|XP_029716427.1|AEAL, LOC109399005|XP_029716112.1|AEAL, LOC109622982|XP_029722653.1|AEAL, LOC115259816|XP_029716485.1|AEAL	LOC6535367|XP_039232025.1|DYAK
OG0001715	LOC109401381|XP_019529468.2|AEAL, LOC109400886|XP_019528918.2|AEAL, LOC109429312|XP_019560762.2|AEAL	LOC6525596|XP_002101431.2|DYAK
OG0001716	LOC109623097|XP_019933124.2|AEAL	LOC6525347|XP_002101183.1|DYAK
OG0001717	LOC109423638|XP_029719505.1|AEAL, LOC115264143|XP_029723384.1|AEAL, LOC109398571|XP_029723371.1|AEAL, LOC115264300|XP_029723832.1|AEAL	LOC6537970|XP_002098507.2|DYAK
OG0001718	LOC109400223|XP_029723302.1|AEAL, LOC109423620|XP_029723313.1|AEAL	LOC6537784|XP_039232755.1|DYAK
OG0001719	LOC115268554|XP_029732505.1|AEAL, LOC109403844|XP_029712297.1|AEAL, LOC115253705|XP_029732506.1|AEAL, LOC109406185|XP_029723614.1|AEAL	LOC6537872|XP_039231044.1|DYAK
OG0001720	LOC109403863|XP_029723621.1|AEAL	LOC6536555|XP_039232796.1|DYAK
OG0001721	LOC109432040|XP_019563886.2|AEAL, LOC109403994|XP_019532403.2|AEAL	LOC6536187|XP_002096778.1|DYAK
OG0001722	LOC109411467|XP_019540538.2|AEAL	LOC6539549|XP_015045106.2|DYAK
OG0001723	LOC109423371|XP_019553902.2|AEAL	LOC6529108|XP_002090121.1|DYAK
OG0001724	LOC109423344|XP_019553835.2|AEAL	LOC6530621|XP_039228677.1|DYAK
OG0001725	LOC109423326|XP_019553810.2|AEAL	LOC6528870|XP_015054095.1|DYAK
