Orthogroup	AEAL.longest_only	DSAN.longest_only
OG0001651	LOC109408787|XP_029730840.1|AEAL, LOC109428969|XP_029730823.1|AEAL, LOC109428971|XP_029731974.1|AEAL, LOC109408718|XP_029730821.1|AEAL	LOC120445191|XP_039481345.1|DSAN
OG0001652	LOC109399621|XP_029731140.1|AEAL	LOC120450600|XP_039489656.1|DSAN
OG0001653	LOC109399660|XP_029708106.1|AEAL, LOC115255827|XP_029709875.1|AEAL, LOC109400976|XP_029731220.1|AEAL	LOC120447441|XP_039484732.1|DSAN
OG0001654	LOC109403945|NP_001339903.1|AEAL	LOC120446480|XP_039483417.1|DSAN
OG0001655	LOC109410731|XP_029731604.1|AEAL, LOC115269255|XP_029733667.1|AEAL	LOC120448253|XP_039486104.1|DSAN
OG0001656	LOC109621465|XP_019931052.2|AEAL	LOC120458820|XP_039502562.1|DSAN
OG0001657	LOC109426045|XP_019557030.2|AEAL	LOC120448203|XP_039486004.1|DSAN
OG0001658	LOC109426019|XP_019556991.2|AEAL, LOC115268031|XP_029731791.1|AEAL	LOC120450473|XP_039489449.1|DSAN
OG0001659	LOC109407562|XP_019536180.2|AEAL	LOC120448119|XP_039485860.1|DSAN
OG0001660	LOC109431466|XP_029717923.1|AEAL, LOC109427676|XP_029717854.1|AEAL, LOC115258122|XP_029714022.1|AEAL, LOC115269338|XP_029733852.1|AEAL	LOC120450427|XP_039489369.1|DSAN
OG0001661	LOC109414514|XP_029728551.1|AEAL, LOC109404880|XP_019533381.2|AEAL	LOC120451452|XP_039491065.1|DSAN
OG0001662	LOC109417990|XP_019547687.2|AEAL, LOC115268496|XP_029732380.1|AEAL	LOC120448198|XP_039485998.1|DSAN
OG0001678	LOC109408922|XP_029711596.1|AEAL, LOC115260205|XP_029716994.1|AEAL, LOC109433615|XP_029711083.1|AEAL, LOC115260185|XP_029716963.1|AEAL, LOC115260194|XP_029716969.1|AEAL	LOC120455176|XP_039497041.1|DSAN
OG0001679	LOC109415212|XP_019544646.2|AEAL, LOC109415214|XP_019544647.2|AEAL, LOC109428378|XP_019559646.2|AEAL, LOC109428377|XP_029710925.1|AEAL	LOC120455440|XP_039497571.1|DSAN
OG0001680	LOC115260966|XP_029718195.1|AEAL, LOC109428517|XP_019559858.1|AEAL, LOC109430094|XP_019561673.2|AEAL	LOC120455680|XP_039498024.1|DSAN
OG0001681	LOC109416811|XP_019546423.2|AEAL, LOC109415352|XP_029729162.1|AEAL, LOC109423618|XP_019554140.2|AEAL	LOC120455220|XP_039497124.1|DSAN
OG0001682	LOC115256469|XP_029710974.1|AEAL	LOC120456730|XP_039499650.1|DSAN
OG0001683	LOC109416114|XP_019545626.2|AEAL, LOC109621808|XP_019931510.1|AEAL	LOC120452665|XP_039492939.1|DSAN
OG0001684	LOC115256343|XP_029710528.1|AEAL, LOC109427539|XP_019558649.2|AEAL, LOC115256960|XP_029712031.1|AEAL, LOC115256954|XP_029712019.1|AEAL	LOC120454923|XP_039496605.1|DSAN
OG0001685	LOC109428224|XP_019559478.2|AEAL, LOC109430130|XP_019561706.2|AEAL	LOC120445469|XP_039481850.1|DSAN
OG0001686	LOC109427429|XP_019558530.2|AEAL	LOC120457013|XP_039500104.1|DSAN
OG0001687	LOC109427351|XP_019558428.2|AEAL, LOC109402090|XP_029710935.1|AEAL, LOC109427352|XP_029711143.1|AEAL, LOC109402065|XP_019530209.2|AEAL	LOC120456279|XP_039498953.1|DSAN
OG0001688	LOC109404901|XP_019533400.2|AEAL, LOC115256592|XP_029711257.1|AEAL	LOC120456080|XP_039498605.1|DSAN
OG0001689	LOC115256509|XP_029711047.1|AEAL, LOC109398406|XP_029711250.1|AEAL, LOC109404898|XP_029711253.1|AEAL	LOC120455799|XP_039498194.1|DSAN
OG0001690	LOC109433013|XP_019564943.1|AEAL, LOC109397732|XP_019525596.2|AEAL, LOC115258376|XP_029714318.1|AEAL	LOC120447927|XP_039485520.1|DSAN
OG0001691	LOC109397684|XP_029734176.1|AEAL, LOC115269517|XP_029734165.1|AEAL, LOC109432956|XP_029734174.1|AEAL	LOC120443994|XP_039479406.1|DSAN, LOC120458609|XP_039502249.1|DSAN
OG0001692	LOC115267234|XP_029730007.1|AEAL, LOC109397612|XP_029730006.1|AEAL	LOC120453496|XP_039494167.1|DSAN
OG0001694	LOC109432366|XP_029715793.1|AEAL, LOC109423030|XP_029708364.1|AEAL, LOC109423073|XP_029717735.1|AEAL	LOC120453089|XP_039493550.1|DSAN
OG0001695	LOC109427735|XP_019558869.2|AEAL, LOC109431389|XP_019563152.2|AEAL	LOC120444480|XP_039480093.1|DSAN
OG0001696	LOC115266521|XP_029728639.1|AEAL, LOC109405943|XP_029729111.1|AEAL	LOC120451220|XP_039490634.1|DSAN
OG0001697	LOC115269276|XP_029733709.1|AEAL, LOC109430914|XP_019562567.1|AEAL	LOC120451215|XP_039490626.1|DSAN
OG0001698	LOC109431484|XP_019563244.1|AEAL	LOC120455315|XP_039497299.1|DSAN
OG0001699	LOC109405285|XP_029714225.1|AEAL	LOC120454510|XP_039495799.1|DSAN
OG0001700	LOC109405057|XP_029713376.1|AEAL, LOC109622062|XP_029734346.1|AEAL	LOC120451382|XP_039490973.1|DSAN
OG0001701	LOC115256222|XP_029710343.1|AEAL, LOC109422162|XP_029707971.1|AEAL, LOC115257156|XP_029712414.1|AEAL	LOC120450960|XP_039490181.1|DSAN
OG0001702	LOC115258622|XP_029714776.1|AEAL, LOC109419095|XP_019548853.1|AEAL, LOC109409381|XP_019538372.1|AEAL, LOC115266950|XP_029729536.1|AEAL	LOC120445101|XP_039481181.1|DSAN
OG0001703	LOC109397269|XP_019525134.2|AEAL, LOC109423222|XP_029722761.1|AEAL, LOC115263676|XP_029722744.1|AEAL	LOC120453795|XP_039494600.1|DSAN
OG0001704	LOC109397270|XP_029722762.1|AEAL, LOC115263675|XP_029722743.1|AEAL, LOC109423223|XP_029722754.1|AEAL	LOC120453939|XP_039494818.1|DSAN
OG0001705	LOC115268587|XP_029732560.1|AEAL, LOC109397249|XP_029722771.1|AEAL	LOC120453121|XP_039493598.1|DSAN
OG0001706	LOC109430200|XP_029736167.1|AEAL, LOC109423515|XP_029722781.1|AEAL	LOC120451974|XP_039491938.1|DSAN
OG0001707	LOC109423500|XP_029722789.1|AEAL	LOC120454231|XP_039495266.1|DSAN
OG0001708	LOC109400120|XP_019528151.2|AEAL, LOC115254318|XP_029707583.1|AEAL, LOC109621597|XP_019931224.2|AEAL	LOC120453909|XP_039494775.1|DSAN
OG0001709	LOC109621622|XP_019931256.2|AEAL, LOC109400053|XP_019528069.3|AEAL	LOC120448996|XP_039487198.1|DSAN
OG0001710	LOC115255392|XP_029709314.1|AEAL, LOC109622162|XP_029709306.1|AEAL, LOC115257514|XP_029713051.1|AEAL, LOC109429524|XP_019561038.1|AEAL	LOC120452575|XP_039492792.1|DSAN
OG0001711	LOC115269840|XP_029734479.1|AEAL, LOC109400404|XP_029725412.1|AEAL, LOC115270135|XP_029735090.1|AEAL	LOC120450896|XP_039490071.1|DSAN
OG0001712	LOC109399841|XP_029729691.1|AEAL, LOC115267037|XP_029729684.1|AEAL, LOC109425352|XP_029729696.1|AEAL	LOC120450772|XP_039489862.1|DSAN
OG0001713	LOC109398975|XP_029716513.1|AEAL, LOC109425537|XP_029716528.1|AEAL	LOC120450933|XP_039490134.1|DSAN
OG0001714	LOC115259817|XP_029716486.1|AEAL, LOC115259774|XP_029716427.1|AEAL, LOC109399005|XP_029716112.1|AEAL, LOC109622982|XP_029722653.1|AEAL, LOC115259816|XP_029716485.1|AEAL	LOC120454158|XP_039495155.1|DSAN
OG0001715	LOC109401381|XP_019529468.2|AEAL, LOC109400886|XP_019528918.2|AEAL, LOC109429312|XP_019560762.2|AEAL	LOC120456490|XP_039499290.1|DSAN
OG0001716	LOC109623097|XP_019933124.2|AEAL	LOC120456200|XP_039498814.1|DSAN
OG0001717	LOC109423638|XP_029719505.1|AEAL, LOC115264143|XP_029723384.1|AEAL, LOC109398571|XP_029723371.1|AEAL, LOC115264300|XP_029723832.1|AEAL	LOC120452986|XP_039493416.1|DSAN
OG0001718	LOC109400223|XP_029723302.1|AEAL, LOC109423620|XP_029723313.1|AEAL	LOC120451248|XP_039490698.1|DSAN
OG0001719	LOC115268554|XP_029732505.1|AEAL, LOC109403844|XP_029712297.1|AEAL, LOC115253705|XP_029732506.1|AEAL, LOC109406185|XP_029723614.1|AEAL	LOC120451531|XP_039491240.1|DSAN
OG0001720	LOC109403863|XP_029723621.1|AEAL	LOC120453439|XP_039494081.1|DSAN
OG0001721	LOC109432040|XP_019563886.2|AEAL, LOC109403994|XP_019532403.2|AEAL	LOC120453164|XP_039493657.1|DSAN
OG0001722	LOC109411467|XP_019540538.2|AEAL	LOC120448033|XP_039485710.1|DSAN
OG0001723	LOC109423371|XP_019553902.2|AEAL	LOC120458212|XP_039501725.1|DSAN
OG0001724	LOC109423344|XP_019553835.2|AEAL	LOC120447076|XP_039484401.1|DSAN
OG0001725	LOC109423326|XP_019553810.2|AEAL	LOC120449795|XP_039488409.1|DSAN
OG0001726	LOC115263509|XP_029722609.1|AEAL, LOC109623123|XP_019933165.2|AEAL, LOC115259617|XP_029716230.1|AEAL	LOC120450593|XP_039489649.1|DSAN
OG0001727	LOC109418030|XP_029726633.1|AEAL, LOC109414815|XP_029711984.1|AEAL	LOC120453017|XP_039493468.1|DSAN
OG0001728	LOC109418082|XP_019547801.2|AEAL	LOC120445328|XP_039481586.1|DSAN
OG0001729	LOC109406436|XP_019535077.2|AEAL	LOC120446690|XP_039483717.1|DSAN
OG0001730	LOC109398257|XP_029709830.1|AEAL, LOC109419706|XP_029733514.1|AEAL	LOC120443817|XP_039479093.1|DSAN
OG0001732	LOC115265142|XP_029725250.1|AEAL, LOC115260848|XP_029718029.1|AEAL	LOC120458760|XP_039502468.1|DSAN
OG0001733	LOC109406414|XP_019535051.2|AEAL, LOC109417272|XP_019546928.2|AEAL, LOC109406420|XP_019535057.2|AEAL, LOC109417267|XP_019546925.1|AEAL	LOC120445063|XP_039481121.1|DSAN
OG0001734	LOC109417266|XP_019546923.2|AEAL, LOC109406424|XP_029725718.1|AEAL	LOC120444163|XP_039479679.1|DSAN
OG0001735	LOC109426951|XP_029729883.1|AEAL	LOC120447915|XP_039485499.1|DSAN
OG0001736	LOC109417854|XP_029727478.1|AEAL, LOC109426815|XP_029725428.1|AEAL	LOC120446346|XP_039483206.1|DSAN
OG0001737	LOC109417983|XP_029732525.1|AEAL	LOC120445427|XP_039481787.1|DSAN
OG0001738	LOC109413863|XP_019543137.2|AEAL, LOC109407926|XP_019536665.2|AEAL	LOC120449420|XP_039487812.1|DSAN
OG0001739	LOC115270141|XP_029735105.1|AEAL, LOC109407969|XP_019536717.1|AEAL	LOC120447170|XP_039484561.1|DSAN
OG0001740	LOC109407984|XP_019536737.2|AEAL, LOC109403641|XP_029735149.1|AEAL	LOC120444550|XP_039480234.1|DSAN
OG0001742	LOC109408011|XP_019536770.2|AEAL, LOC115270157|XP_029735218.1|AEAL	LOC120452749|XP_039493061.1|DSAN
OG0001743	LOC109408012|XP_029735215.1|AEAL, LOC115270145|XP_029735139.1|AEAL	LOC120450467|XP_039489440.1|DSAN
OG0001744	LOC109403225|XP_019531539.2|AEAL	LOC120443948|XP_039479331.1|DSAN
OG0001745	LOC115269982|XP_029734711.1|AEAL, LOC115269628|XP_029734317.1|AEAL, LOC109415821|XP_029725134.1|AEAL, LOC115269663|XP_029734359.1|AEAL	LOC120445333|XP_039481594.1|DSAN
OG0001746	LOC109622618|XP_029722484.1|AEAL, LOC115263321|XP_029722449.1|AEAL	LOC120449465|XP_039487870.1|DSAN
OG0001747	LOC115263306|XP_029722406.1|AEAL, LOC115263315|XP_029722426.1|AEAL, LOC115263307|XP_029722415.1|AEAL, LOC109406167|XP_029722390.1|AEAL	LOC120445253|XP_039481461.1|DSAN
OG0001748	LOC115263139|XP_029721924.1|AEAL, LOC109416559|XP_029722287.1|AEAL, LOC109407443|XP_029721914.1|AEAL	LOC120449612|XP_039488116.1|DSAN
OG0001749	LOC115267516|XP_029730466.1|AEAL, LOC115259278|XP_029715669.1|AEAL, LOC109430859|XP_019562497.1|AEAL, LOC115254031|XP_029715655.1|AEAL	LOC120444499|XP_039480145.1|DSAN
OG0001750	LOC109431670|XP_029714127.1|AEAL, LOC109430934|XP_029715653.1|AEAL, LOC115267494|XP_029730374.1|AEAL, LOC115261705|XP_029719449.1|AEAL	LOC120444497|XP_039480142.1|DSAN
OG0001751	LOC109398021|XP_029719547.1|AEAL, LOC109431649|XP_029730426.1|AEAL, LOC115253837|XP_029730354.1|AEAL	LOC120450255|XP_039489079.1|DSAN
OG0001752	LOC115259196|XP_029715568.1|AEAL, LOC109426412|XP_029730583.1|AEAL, LOC115267605|XP_029730587.1|AEAL	LOC120449014|XP_039487226.1|DSAN
OG0001753	LOC109398064|XP_019525972.2|AEAL, LOC109426354|XP_019557363.2|AEAL, LOC109426344|XP_019557351.2|AEAL, LOC115259177|XP_029715548.1|AEAL	LOC120448290|XP_039486160.1|DSAN
OG0001754	LOC109420811|XP_019550803.2|AEAL, LOC109412508|XP_029713847.1|AEAL, LOC115253592|XP_029735878.1|AEAL	LOC120446632|XP_039483629.1|DSAN
OG0001755	LOC115266750|XP_029729153.1|AEAL, LOC109412528|XP_029735891.1|AEAL	LOC120450172|XP_039488954.1|DSAN
OG0001756	LOC115266752|XP_029729169.1|AEAL, LOC109412544|XP_019541723.1|AEAL	LOC120445363|XP_039481668.1|DSAN
OG0001757	LOC115270222|XP_029735342.1|AEAL, LOC109430681|XP_019562305.1|AEAL, LOC115270241|XP_029735368.1|AEAL, LOC115270217|XP_029735336.1|AEAL	LOC120444394|XP_039479950.1|DSAN
OG0001758	LOC115270253|XP_029735380.1|AEAL, LOC109430620|XP_029735375.1|AEAL, LOC109423842|XP_029735350.1|AEAL	LOC120447893|XP_039485439.1|DSAN
OG0001759	LOC109430608|XP_019562217.1|AEAL, LOC115270273|XP_029735411.1|AEAL, LOC109423798|XP_019554375.1|AEAL, LOC115270266|XP_029735396.1|AEAL	LOC120446186|XP_039482962.1|DSAN
OG0001760	LOC109414249|XP_019543608.2|AEAL, LOC115269758|XP_029734442.1|AEAL	LOC120458717|XP_039502400.1|DSAN
OG0001761	LOC109423726|XP_019554260.1|AEAL	LOC120445034|XP_039481054.1|DSAN
OG0001762	LOC109418268|XP_029720593.1|AEAL, LOC109428047|XP_029720530.1|AEAL	LOC120458224|XP_039501739.1|DSAN
OG0001763	LOC109411550|XP_019540631.1|AEAL	LOC120455182|XP_039497481.1|DSAN
OG0001764	LOC109622266|XP_019932082.1|AEAL, LOC115253494|XP_029728278.1|AEAL, LOC109414458|XP_019543834.1|AEAL	LOC120452322|XP_039492410.1|DSAN
OG0001765	LOC109621325|XP_029728293.1|AEAL, LOC115266290|XP_029728123.1|AEAL, LOC109414440|XP_029728122.1|AEAL, LOC115266301|XP_029728142.1|AEAL	LOC120443882|XP_039479225.1|DSAN
OG0001766	LOC115269611|XP_029734294.1|AEAL, LOC109427871|XP_029715586.1|AEAL, LOC109428179|XP_029715335.1|AEAL	LOC120455089|XP_039496900.1|DSAN
OG0001767	LOC109622889|XP_029714476.1|AEAL, LOC115258507|XP_029714492.1|AEAL, LOC115258528|XP_029714524.1|AEAL	LOC120458687|XP_039502358.1|DSAN
OG0001768	LOC109412010|XP_029720125.1|AEAL, LOC115257759|XP_029713561.1|AEAL, LOC109407908|XP_019536638.1|AEAL, LOC115254092|XP_029720687.1|AEAL	LOC120458338|XP_039501889.1|DSAN
OG0001769	LOC109400999|XP_029713222.1|AEAL, LOC109408306|XP_029713744.1|AEAL	LOC120455581|XP_039497890.1|DSAN
OG0001770	LOC109433152|XP_029711023.1|AEAL	LOC120444086|XP_039479545.1|DSAN
OG0001771	LOC109433086|XP_019565021.2|AEAL, LOC109420252|XP_029710396.1|AEAL	LOC120458648|XP_039502311.1|DSAN
OG0001772	LOC109420799|XP_029724985.1|AEAL, LOC109621992|XP_019931749.1|AEAL	LOC120458029|XP_039501472.1|DSAN
OG0001774	LOC109429413|XP_029724799.1|AEAL	LOC120447032|XP_039484306.1|DSAN
OG0001776	LOC109419091|XP_029714808.1|AEAL, LOC115253815|XP_029725156.1|AEAL, LOC109409366|XP_029729394.1|AEAL	LOC120452218|XP_039492281.1|DSAN
OG0001777	LOC109409271|XP_029715220.1|AEAL	LOC120455891|XP_039498323.1|DSAN
OG0001778	LOC109429671|XP_029719856.1|AEAL, LOC109406524|XP_029720008.1|AEAL	LOC120443714|XP_039478894.1|DSAN
OG0001779	LOC109418248|XP_029714609.1|AEAL	LOC120443916|XP_039479289.1|DSAN
OG0001780	LOC115258855|XP_029715146.1|AEAL, LOC115258860|XP_029715153.1|AEAL, LOC115258473|XP_029714449.1|AEAL, LOC109398732|XP_029714927.1|AEAL	LOC120455282|XP_039497246.1|DSAN
OG0001781	LOC109414315|XP_029714682.1|AEAL, LOC115258599|XP_029714740.1|AEAL, LOC109407247|XP_029714758.1|AEAL	LOC120445714|XP_039482209.1|DSAN
OG0001782	LOC115258569|XP_029714614.1|AEAL, LOC109414353|XP_029715171.1|AEAL, LOC109424187|XP_029712157.1|AEAL, LOC115258463|XP_029714436.1|AEAL	LOC120458886|XP_039502657.1|DSAN
OG0001783	LOC115258718|XP_029714930.1|AEAL, LOC109428988|XP_029724683.1|AEAL, LOC109421033|XP_029714987.1|AEAL	LOC120454854|XP_039496318.1|DSAN
OG0001784	LOC115253792|XP_029715261.1|AEAL, LOC115258710|XP_029714925.1|AEAL, LOC109410184|XP_029715263.1|AEAL, LOC109416535|XP_019546158.2|AEAL	LOC120454357|XP_039495515.1|DSAN
OG0001785	LOC109410228|XP_029729143.1|AEAL, LOC115266835|XP_029729293.1|AEAL	LOC120448209|XP_039486025.1|DSAN
OG0001786	LOC109417548|XP_029729294.1|AEAL, LOC109410231|XP_019539306.2|AEAL	LOC120458136|XP_039501614.1|DSAN
OG0001787	LOC109410234|XP_029709394.1|AEAL, LOC109417633|XP_029709391.1|AEAL	LOC120444688|XP_039480492.1|DSAN
OG0001788	LOC115265624|XP_029727346.1|AEAL, LOC115265639|XP_029727372.1|AEAL, LOC109431001|XP_029727342.1|AEAL	LOC120444531|XP_039480212.1|DSAN
OG0001789	LOC109421604|XP_029727121.1|AEAL, LOC115265852|XP_029727656.1|AEAL	LOC120445670|XP_039482153.1|DSAN
OG0001790	LOC109409179|XP_019538145.2|AEAL	LOC120458491|XP_039502091.1|DSAN
OG0001791	LOC109409116|XP_029727071.1|AEAL	LOC120447039|XP_039484319.1|DSAN
OG0001792	LOC109402239|XP_029720061.1|AEAL, LOC109415858|XP_029717963.1|AEAL	LOC120444845|XP_039480737.1|DSAN
OG0001793	LOC115262335|XP_029720594.1|AEAL, LOC115267562|XP_029730502.1|AEAL, LOC115267560|XP_029730500.1|AEAL, LOC109402335|XP_029720054.1|AEAL	LOC120444259|XP_039479699.1|DSAN
OG0001794	LOC115254172|XP_029728604.1|AEAL, LOC109429544|XP_019561065.2|AEAL	LOC120443715|XP_039478895.1|DSAN
OG0001795	LOC109411726|XP_029720217.1|AEAL	LOC120446404|XP_039483278.1|DSAN
OG0001798	LOC115262178|XP_029720357.1|AEAL, LOC109426199|XP_019557185.1|AEAL, LOC115254084|XP_029719437.1|AEAL	LOC120445989|XP_039482656.1|DSAN
OG0001799	LOC109419237|XP_029723470.1|AEAL	LOC120456432|XP_039499198.1|DSAN
OG0001800	LOC115264219|XP_029723586.1|AEAL, LOC109419246|XP_029713949.1|AEAL	LOC120458315|XP_039501855.1|DSAN
OG0001801	LOC109415471|XP_019544893.2|AEAL, LOC109429474|XP_029724124.1|AEAL	LOC120448929|XP_039487100.1|DSAN
OG0001802	LOC109401497|XP_019529619.2|AEAL, LOC109410425|XP_019539525.2|AEAL	LOC120451698|XP_039491527.1|DSAN
OG0001803	LOC109427011|XP_029728214.1|AEAL	LOC120451790|XP_039491675.1|DSAN
OG0001804	LOC109411686|XP_029729400.1|AEAL	LOC120454067|XP_039495010.1|DSAN
OG0001805	LOC115269163|XP_029733431.1|AEAL, LOC109414666|XP_019544046.2|AEAL, LOC109423403|XP_029733429.1|AEAL, LOC115267953|XP_029731623.1|AEAL	LOC120447931|XP_039485530.1|DSAN
OG0001806	LOC109416297|XP_019545884.2|AEAL	LOC120454300|XP_039495432.1|DSAN
OG0001808	LOC109431862|XP_019563672.2|AEAL, LOC109422736|XP_029727927.1|AEAL	LOC120452596|XP_039492828.1|DSAN
OG0001809	LOC109422636|XP_019553010.2|AEAL, LOC109402776|XP_019531027.2|AEAL	LOC120451134|XP_039490481.1|DSAN
OG0001810	LOC109399628|XP_019527669.2|AEAL, LOC109429105|XP_019560491.2|AEAL	LOC120451066|XP_039490359.1|DSAN
OG0001811	LOC115260364|XP_029717156.1|AEAL, LOC109427250|XP_019558322.2|AEAL, LOC109411618|XP_029718911.1|AEAL	LOC120458330|XP_039501881.1|DSAN
OG0001812	LOC115254045|XP_029717196.1|AEAL, LOC109428126|XP_019559353.1|AEAL, LOC109411665|XP_019540772.1|AEAL	LOC120455362|XP_039497403.1|DSAN
OG0001813	LOC115268965|XP_029733093.1|AEAL, LOC109406249|XP_029733062.1|AEAL, LOC115268966|XP_029733094.1|AEAL	LOC120451087|XP_039490412.1|DSAN
OG0001814	LOC109411927|XP_019541118.2|AEAL, LOC109406265|XP_019534881.2|AEAL	LOC120450755|XP_039489812.1|DSAN
OG0001815	LOC109406734|XP_029733033.1|AEAL	LOC120451021|XP_039490280.1|DSAN
OG0001816	LOC109411983|XP_019541185.2|AEAL, LOC109424556|XP_019555284.2|AEAL	LOC120446070|XP_039482783.1|DSAN
OG0001817	LOC109428793|XP_029733949.1|AEAL, LOC115269413|XP_029733984.1|AEAL, LOC109397766|XP_029712678.1|AEAL	LOC120458394|XP_039501948.1|DSAN
OG0001818	LOC109405215|XP_029724201.1|AEAL, LOC109400336|XP_029724202.1|AEAL, LOC115264553|XP_029724210.1|AEAL	LOC120456086|XP_039498612.1|DSAN
OG0001819	LOC115257598|XP_029713244.1|AEAL, LOC115257469|XP_029712942.1|AEAL, LOC109420372|XP_029713785.1|AEAL, LOC109401663|XP_029730474.1|AEAL	LOC120444293|XP_039479748.1|DSAN
OG0001820	LOC115257375|XP_029712756.1|AEAL, LOC109402281|XP_029712737.1|AEAL	LOC120454935|XP_039496635.1|DSAN
OG0001821	LOC109403400|XP_019531769.2|AEAL, LOC109416718|XP_019546317.2|AEAL	LOC120446327|XP_039483176.1|DSAN
OG0001822	LOC115257411|XP_029712850.1|AEAL, LOC109400004|XP_029713728.1|AEAL	LOC120445237|XP_039481436.1|DSAN
OG0001823	LOC109424401|XP_029707750.1|AEAL, LOC109422303|XP_029715437.1|AEAL	LOC120448103|XP_039485839.1|DSAN
OG0001824	LOC109422321|XP_029708139.1|AEAL, LOC109422323|XP_019552557.2|AEAL	LOC120443809|XP_039479084.1|DSAN
OG0001825	LOC109422356|XP_029716853.1|AEAL, LOC109424454|XP_029729597.1|AEAL, LOC115253932|XP_029708231.1|AEAL	LOC120445381|XP_039481698.1|DSAN
OG0001826	LOC109418552|XP_019548303.2|AEAL, LOC109413115|XP_019542377.1|AEAL	LOC120446223|XP_039483023.1|DSAN
OG0001827	LOC115270966|XP_029736200.1|AEAL, LOC109431039|XP_029721513.1|AEAL, LOC109431059|XP_029721511.1|AEAL	LOC120445749|XP_039482261.1|DSAN
OG0001828	LOC115262623|XP_029720893.1|AEAL, LOC109408612|XP_029720923.1|AEAL	LOC120455122|XP_039496949.1|DSAN
OG0001829	LOC109432645|XP_029731426.1|AEAL, LOC109432643|XP_029730715.1|AEAL	LOC120446561|XP_039483514.1|DSAN
OG0001830	LOC109409849|XP_019538883.2|AEAL, LOC109397143|XP_019525028.2|AEAL	LOC120446488|XP_039483427.1|DSAN
OG0001832	LOC109426386|XP_019557431.1|AEAL	LOC120456036|XP_039498540.1|DSAN
OG0001833	LOC109433537|XP_019565520.2|AEAL, LOC109410618|XP_019539685.2|AEAL	LOC120445419|XP_039481769.1|DSAN
OG0001834	LOC109427461|XP_029729550.1|AEAL, LOC109621246|XP_019933270.1|AEAL	LOC120454094|XP_039495039.1|DSAN
OG0001848	LOC109402165|XP_029729861.1|AEAL	LOC120450087|XP_039488814.1|DSAN
OG0001849	LOC115254180|XP_029729865.1|AEAL, LOC109413229|XP_019542501.1|AEAL, LOC109402168|XP_019530343.2|AEAL	LOC120453648|XP_039494375.1|DSAN
OG0001850	LOC109424982|XP_029730262.1|AEAL, LOC115256417|XP_029710788.1|AEAL	LOC120454863|XP_039496346.1|DSAN
OG0001851	LOC115256846|XP_029711724.1|AEAL, LOC109415375|XP_019544793.2|AEAL	LOC120454831|XP_039496234.1|DSAN
OG0001852	LOC109415425|XP_019544842.2|AEAL, LOC115256958|XP_029712027.1|AEAL, LOC109431149|XP_019562899.2|AEAL	LOC120450147|XP_039488911.1|DSAN
OG0001853	LOC109415434|XP_029710602.1|AEAL, LOC109431096|XP_029711858.1|AEAL, LOC115253608|XP_029712024.1|AEAL	LOC120451348|XP_039490871.1|DSAN
OG0001854	LOC109431144|XP_019562885.2|AEAL, LOC115256550|XP_029711142.1|AEAL, LOC109415668|XP_019545133.2|AEAL, LOC115256346|XP_029710532.1|AEAL	LOC120457226|XP_039500534.1|DSAN
OG0001855	LOC109415799|XP_029711289.1|AEAL, LOC109431186|XP_019562945.2|AEAL	LOC120445233|XP_039481427.1|DSAN
OG0001856	LOC109405106|XP_029711085.1|AEAL, LOC115253933|XP_029708261.1|AEAL, LOC115254725|XP_029708270.1|AEAL	LOC120457303|XP_039500720.1|DSAN
OG0001857	LOC115256654|XP_029711379.1|AEAL, LOC109415228|XP_029712291.1|AEAL, LOC109415232|XP_019544663.2|AEAL, LOC109428357|XP_019559620.2|AEAL	LOC120455810|XP_039498205.1|DSAN
OG0001858	LOC109415216|XP_019544649.2|AEAL	LOC120456154|XP_039498725.1|DSAN
OG0001859	LOC109428400|XP_019559669.2|AEAL	LOC120456732|XP_039499653.1|DSAN
OG0001860	LOC109428442|XP_019559752.2|AEAL, LOC109398212|XP_029733532.1|AEAL, LOC109419713|XP_029709809.1|AEAL	LOC120448461|XP_039486412.1|DSAN
OG0001861	LOC109406620|XP_019535252.2|AEAL	LOC120452597|XP_039492830.1|DSAN
OG0001862	LOC109427518|XP_029724754.1|AEAL	LOC120456000|XP_039498490.1|DSAN
OG0001863	LOC109427521|XP_019558620.2|AEAL	LOC120456859|XP_039499871.1|DSAN
OG0001864	LOC115254223|XP_029733336.1|AEAL, LOC109432605|XP_029733213.1|AEAL, LOC109397194|XP_029733212.1|AEAL	LOC120451354|XP_039490918.1|DSAN
OG0001865	LOC115256567|XP_029711183.1|AEAL, LOC109422009|XP_019552197.2|AEAL	LOC120455297|XP_039497272.1|DSAN
OG0001866	LOC115253434|XP_029710773.1|AEAL, LOC109422004|XP_029710719.1|AEAL	LOC120453207|XP_039493727.1|DSAN
OG0001867	LOC109398400|XP_029711747.1|AEAL, LOC109400382|XP_029711825.1|AEAL	LOC120450300|XP_039489172.1|DSAN
OG0001868	LOC109400390|XP_029711140.1|AEAL, LOC109400389|XP_029711145.1|AEAL	LOC120457694|XP_039501123.1|DSAN
OG0001869	LOC109398394|XP_019526285.2|AEAL	LOC120452688|XP_039492972.1|DSAN
OG0001870	LOC109409419|XP_019538408.2|AEAL	LOC120456699|XP_039499599.1|DSAN
OG0001871	LOC115269531|XP_029734178.1|AEAL, LOC109432952|XP_019564851.2|AEAL	LOC120457336|XP_039500777.1|DSAN
