Orthogroup	AEAL.longest_only	BTRY.longest_only
OG0001137	LOC109406162|XP_019534775.1|AEAL, LOC109401796|XP_019529955.1|AEAL	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC109397776|XP_029712084.1|AEAL	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC109412044|XP_019541231.2|AEAL	LOC120778625|XP_039966443.1|BTRY
OG0001153	LOC115256680|XP_029711441.1|AEAL, LOC115256405|XP_029710746.1|AEAL, LOC109427540|XP_019558650.2|AEAL	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC109407226|XP_029715238.1|AEAL	LOC120767238|XP_039949012.1|BTRY
OG0001155	LOC115268790|XP_029732823.1|AEAL, LOC109412929|XP_019542126.2|AEAL, LOC115257806|XP_029713620.1|AEAL, LOC115257369|XP_029712743.1|AEAL, LOC109414198|XP_029712502.1|AEAL	LOC120773595|XP_039958524.1|BTRY
OG0001157	LOC109431516|XP_029717886.1|AEAL	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC109412158|XP_019541347.1|AEAL, LOC115260870|XP_029718065.1|AEAL, LOC115260869|XP_029718064.1|AEAL	LOC120774545|XP_039960209.1|BTRY
OG0001158	LOC109423923|XP_029727260.1|AEAL, LOC109404799|XP_029727300.1|AEAL	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC109431943|XP_029712536.1|AEAL	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC109400071|XP_029707703.1|AEAL, LOC109621624|XP_029707671.1|AEAL	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC115254369|XP_029707719.1|AEAL, LOC115253583|XP_029707712.1|AEAL, LOC109400045|XP_029707645.1|AEAL	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC109623099|XP_029710000.1|AEAL, LOC115255934|XP_029710012.1|AEAL, LOC109416877|XP_029709999.1|AEAL	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC109401653|XP_019529771.2|AEAL	LOC120778293|XP_039966013.1|BTRY
OG0001164	LOC115267183|XP_029729911.1|AEAL, LOC109405410|XP_029712594.1|AEAL	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC109405429|XP_019534039.2|AEAL	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001167	LOC115255807|XP_029709842.1|AEAL, LOC109419700|XP_029733501.1|AEAL	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC109417813|XP_029725483.1|AEAL	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC109408420|XP_029732437.1|AEAL, LOC109413933|XP_029711888.1|AEAL, LOC109622074|XP_019931859.2|AEAL	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC115263120|XP_029721900.1|AEAL, LOC115263304|XP_029722372.1|AEAL, LOC115263051|XP_029721840.1|AEAL, LOC115263048|XP_029721836.1|AEAL, LOC115263052|XP_029721841.1|AEAL, LOC115263049|XP_029721837.1|AEAL	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC109407435|XP_029729637.1|AEAL, LOC115263136|XP_029721917.1|AEAL, LOC109416468|XP_029722351.1|AEAL, LOC115263279|XP_029722277.1|AEAL, LOC115263132|XP_029721911.1|AEAL	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC109399467|XP_019527449.2|AEAL, LOC109398011|XP_019525891.2|AEAL	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC109414269|XP_019543634.2|AEAL	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC115266579|XP_029728830.1|AEAL, LOC109411127|XP_019540126.1|AEAL	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC109421575|XP_029728219.1|AEAL, LOC109407055|XP_029728223.1|AEAL	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC109428218|XP_019559461.2|AEAL, LOC115263988|XP_029723149.1|AEAL, LOC115263993|XP_029723154.1|AEAL, LOC109427899|XP_019559052.2|AEAL	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC109411712|XP_029720229.1|AEAL	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC109421316|XP_019551368.2|AEAL, LOC109621800|XP_019931478.1|AEAL	LOC120768257|XP_039950784.1|BTRY
OG0001178	LOC109419741|XP_029708593.1|AEAL	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC109427566|XP_019558681.2|AEAL	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC115262179|XP_029720337.1|AEAL, LOC109411694|XP_029720243.1|AEAL	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC109414185|XP_019543512.1|AEAL	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC109401498|XP_029725010.1|AEAL, LOC109431750|XP_029724953.1|AEAL, LOC109401450|XP_029725022.1|AEAL, LOC109431749|XP_029724962.1|AEAL	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC109405001|XP_029727177.1|AEAL	LOC120766464|XP_039947935.1|BTRY, LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC115261616|XP_029719382.1|AEAL, LOC115260271|XP_029717069.1|AEAL, LOC109622376|XP_029717062.1|AEAL, LOC109405980|XP_029734467.1|AEAL, LOC109622357|XP_019932174.2|AEAL, LOC109416747|XP_029717061.1|AEAL	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC115253642|XP_029727783.1|AEAL, LOC109404402|XP_029727818.1|AEAL, LOC115266086|XP_029727861.1|AEAL, LOC109431900|XP_029727798.1|AEAL	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC109399376|XP_019527360.2|AEAL	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC115257587|XP_029713229.1|AEAL, LOC109433191|XP_019565143.2|AEAL, LOC115266883|XP_029729344.1|AEAL, LOC109402294|XP_019530494.2|AEAL, LOC109433212|XP_019565161.2|AEAL, LOC115260075|XP_029716808.1|AEAL, LOC115257563|XP_029713195.1|AEAL	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC109424429|XP_019555078.2|AEAL, LOC115264559|XP_029724238.1|AEAL	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC109418659|XP_019548423.2|AEAL, LOC115267997|XP_029731736.1|AEAL, LOC115269466|XP_029734106.1|AEAL	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC109414799|XP_029719560.1|AEAL, LOC109418646|XP_029719561.1|AEAL, LOC109414798|XP_029736448.1|AEAL	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC109418615|XP_019548365.1|AEAL, LOC109410097|XP_029713357.1|AEAL, LOC109410100|XP_029733006.1|AEAL, LOC109418612|XP_029712964.1|AEAL, LOC115257655|XP_029713355.1|AEAL	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC115254884|XP_029708431.1|AEAL, LOC109399105|XP_029731134.1|AEAL, LOC109399566|XP_029727176.1|AEAL	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC109399560|XP_029731199.1|AEAL	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC109421162|XP_019551201.2|AEAL, LOC109410562|XP_019539638.2|AEAL	LOC120772607|XP_039957256.1|BTRY
OG0001201	LOC109413206|XP_029710459.1|AEAL, LOC109411468|XP_029729632.1|AEAL, LOC115266993|XP_029729612.1|AEAL	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC115256338|XP_029710513.1|AEAL, LOC115256337|XP_029710510.1|AEAL, LOC109424953|XP_019555691.2|AEAL	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC109424988|XP_029711078.1|AEAL, LOC115256418|XP_029710789.1|AEAL, LOC109431137|XP_019562876.2|AEAL	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC109408950|XP_019537895.2|AEAL	LOC120767875|XP_039950134.1|BTRY
OG0001206	LOC109422192|XP_029710557.1|AEAL	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC109416871|XP_019546517.1|AEAL	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC109422014|XP_029711117.1|AEAL, LOC115256582|XP_029711220.1|AEAL	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC109622458|XP_029711425.1|AEAL, LOC115258387|XP_029714337.1|AEAL, LOC109427462|XP_029707763.1|AEAL, LOC115258388|XP_029714338.1|AEAL, LOC109427463|XP_029708095.1|AEAL, LOC109427451|XP_029710821.1|AEAL	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC109415912|XP_029717657.1|AEAL, LOC109412955|XP_029717701.1|AEAL, LOC115261681|XP_029719430.1|AEAL	LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC109412731|XP_019541898.2|AEAL, LOC109411856|XP_019541019.2|AEAL, LOC115259469|XP_029715906.1|AEAL, LOC109413157|XP_029711334.1|AEAL	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC109429341|XP_029716203.1|AEAL, LOC109399009|XP_029716156.1|AEAL, LOC115260114|XP_029716874.1|AEAL, LOC109429357|XP_029716187.1|AEAL, LOC109399008|XP_019526999.2|AEAL	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC109623212|XP_019933252.2|AEAL, LOC109415280|XP_019544702.2|AEAL	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC109423631|XP_019554162.2|AEAL, LOC115264127|XP_029723333.1|AEAL, LOC109423633|XP_029723345.1|AEAL, LOC109400263|XP_019528289.2|AEAL, LOC115264141|XP_029723378.1|AEAL	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC109423629|XP_029723325.1|AEAL, LOC109400267|XP_029723331.1|AEAL, LOC109423626|XP_029723323.1|AEAL, LOC115264295|XP_029723826.1|AEAL	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC109405480|XP_029729887.1|AEAL, LOC109402376|XP_029712601.1|AEAL, LOC115267179|XP_029729888.1|AEAL	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC109403864|XP_029723879.1|AEAL	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC109399239|XP_019527222.2|AEAL, LOC109429051|XP_029726541.1|AEAL, LOC109428699|XP_019560056.2|AEAL, LOC109424283|XP_029735634.1|AEAL	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC109405806|XP_019534410.1|AEAL	LOC120779475|XP_039967685.1|BTRY
OG0001223	LOC109415870|XP_019545361.3|AEAL, LOC109622717|XP_029712038.1|AEAL	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC115254269|XP_029736457.1|AEAL, LOC115260213|XP_029717005.1|AEAL, LOC109418651|XP_029730668.1|AEAL, LOC109414794|XP_029719570.1|AEAL	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC109423814|XP_029735400.1|AEAL, LOC109430612|XP_029735415.1|AEAL, LOC109423816|XP_019554406.2|AEAL, LOC109430634|XP_029735433.1|AEAL	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC109408176|XP_029728757.1|AEAL, LOC109411115|XP_029728702.1|AEAL, LOC115266551|XP_029728705.1|AEAL	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001227	LOC109622030|XP_019931782.2|AEAL, LOC109622003|XP_029724995.1|AEAL	LOC120769342|XP_039952233.1|BTRY
OG0001228	LOC109397760|XP_019525619.2|AEAL, LOC109428818|XP_019560210.2|AEAL, LOC115269394|XP_029733932.1|AEAL, LOC115258127|XP_029714026.1|AEAL	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC109417515|XP_029714500.1|AEAL, LOC109410204|XP_019539271.2|AEAL	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC115255374|XP_029709276.1|AEAL, LOC115255378|XP_029709286.1|AEAL, LOC109417688|XP_029709203.1|AEAL	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC109431831|XP_029722656.1|AEAL, LOC115254955|XP_029708480.1|AEAL	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC109421237|XP_019551265.2|AEAL	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC109432481|XP_029726919.1|AEAL, LOC109421338|XP_029727063.1|AEAL	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC109402517|XP_019530753.2|AEAL	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC109411688|XP_019540801.2|AEAL, LOC115262177|XP_029720326.1|AEAL, LOC109404615|XP_019533064.2|AEAL, LOC109411681|XP_029720322.1|AEAL	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC109414181|XP_029712491.1|AEAL	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC109426266|XP_029707813.1|AEAL, LOC109421720|XP_029714000.1|AEAL	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC109413694|XP_029727320.1|AEAL	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC115264738|XP_029724628.1|AEAL, LOC109409112|XP_029730294.1|AEAL, LOC109401658|XP_019529779.2|AEAL, LOC109420361|XP_019550234.2|AEAL	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC109405745|XP_029710923.1|AEAL	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC109422597|XP_029712274.1|AEAL, LOC109402813|XP_029712227.1|AEAL	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC109403313|XP_029718610.1|AEAL, LOC109412243|XP_019541430.1|AEAL	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC109399481|XP_019527482.2|AEAL	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC115267025|XP_029729659.1|AEAL, LOC109432004|XP_029724278.1|AEAL, LOC115267091|XP_029729808.1|AEAL, LOC109399824|XP_029729811.1|AEAL	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC115262829|XP_029721582.1|AEAL, LOC109425844|XP_029721583.1|AEAL, LOC115262612|XP_029720867.1|AEAL, LOC115262767|XP_029721474.1|AEAL	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC109433490|XP_029710256.1|AEAL, LOC109410662|XP_029731649.1|AEAL	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC109425899|XP_019556819.2|AEAL	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC115270971|XP_029736208.1|AEAL, LOC109407549|XP_019536161.2|AEAL, LOC109425808|XP_029736205.1|AEAL	LOC120775586|XP_039961756.1|BTRY
OG0001257	LOC109424983|XP_029711672.1|AEAL, LOC109431126|XP_029730261.1|AEAL	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC115260011|XP_029716705.1|AEAL, LOC109422191|XP_019552379.2|AEAL, LOC109428477|XP_019559796.1|AEAL	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC109398767|XP_019526709.2|AEAL, LOC109623360|XP_019933464.2|AEAL, LOC109401178|XP_019529200.2|AEAL	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC115256411|XP_029710765.1|AEAL, LOC109427544|XP_019558657.2|AEAL, LOC115256617|XP_029711299.1|AEAL, LOC115256594|XP_029711260.1|AEAL, LOC115269374|XP_029733906.1|AEAL, LOC109427545|XP_019558658.1|AEAL	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC109422119|XP_019552298.1|AEAL	LOC120773416|XP_039958221.1|BTRY
OG0001263	LOC109415630|XP_029730267.1|AEAL	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC115266784|XP_029729217.1|AEAL, LOC109433564|XP_029729246.1|AEAL, LOC109430179|XP_029729242.1|AEAL, LOC109421814|XP_029717586.1|AEAL, LOC115253729|XP_029717522.1|AEAL	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC109431460|XP_019563208.2|AEAL	LOC120773692|XP_039958660.1|BTRY, LOC120773686|XP_039958651.1|BTRY, LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC115263718|XP_029722829.1|AEAL, LOC109425434|XP_019556248.2|AEAL, LOC109432218|XP_029722814.1|AEAL	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC115263657|XP_029722722.1|AEAL, LOC109400103|XP_029722959.1|AEAL, LOC115253611|XP_029722954.1|AEAL, LOC109621581|XP_029730493.1|AEAL, LOC109430341|XP_019561943.2|AEAL	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC109429328|XP_019560777.2|AEAL, LOC109401040|XP_019529067.2|AEAL	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC109424426|XP_019555076.2|AEAL, LOC109426294|XP_029721529.1|AEAL, LOC115253683|XP_029714169.1|AEAL, LOC115269325|XP_029733802.1|AEAL, LOC109415279|XP_019544701.2|AEAL	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC109423271|XP_019553748.2|AEAL, LOC109423269|XP_019553746.2|AEAL	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC109402588|XP_019530832.2|AEAL	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL, LOC109415843|XP_019545328.2|AEAL, LOC109418743|XP_029715739.1|AEAL, LOC109415844|XP_019545329.1|AEAL	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL	LOC120778522|XP_039966291.1|BTRY
OG0001276	LOC109425655|XP_029734743.1|AEAL	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001278	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL	LOC120778350|XP_039966072.1|BTRY
OG0001279	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL, LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL, LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC109405605|XP_019534212.2|AEAL	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC109407533|XP_019536144.2|AEAL, LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC109417665|XP_029709322.1|AEAL, LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL, LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC109411751|XP_029720185.1|AEAL	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC109412699|XP_019541866.2|AEAL, LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL	LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC109428031|XP_029720704.1|AEAL	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC109427321|XP_019558396.2|AEAL	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC109403034|XP_029724657.1|AEAL	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC115271076|XP_029736372.1|AEAL, LOC109402751|XP_029712232.1|AEAL	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL, LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC109404863|XP_029730231.1|AEAL	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL, LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC109405755|XP_019534367.2|AEAL	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC109422619|XP_029712250.1|AEAL	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC109406154|XP_019534767.1|AEAL, LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL	LOC120766342|XP_039947700.1|BTRY
OG0001311	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC109422322|XP_029708138.1|AEAL	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC109408951|XP_019537896.2|AEAL	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001326	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC109426400|XP_019557457.1|AEAL, LOC109428421|XP_019559716.2|AEAL, LOC109430528|XP_029729088.1|AEAL	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC109428569|XP_019559888.2|AEAL	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC109406965|XP_019535520.2|AEAL	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL, LOC109433016|XP_029734230.1|AEAL	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL, LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL, LOC109425173|XP_029717621.1|AEAL	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL, LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL	LOC120773615|XP_039958551.1|BTRY
OG0001336	LOC115257836|XP_029713656.1|AEAL	LOC120780069|XP_039968278.1|BTRY, LOC120779658|XP_039967949.1|BTRY, LOC120768543|XP_039951216.1|BTRY, LOC120781346|XP_039969485.1|BTRY, LOC120768117|XP_039950600.1|BTRY, LOC120781711|XP_039969879.1|BTRY
OG0001337	LOC109405489|XP_019534122.2|AEAL	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC109430336|XP_019561937.2|AEAL	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL, LOC109622561|XP_019932516.2|AEAL	LOC120773010|XP_039957866.1|BTRY
