Orthogroup	AEAL.longest_only	DHYD.longest_only
OG0000944	LOC109430831|XP_019562464.1|AEAL, LOC115254104|XP_029722020.1|AEAL, LOC115263221|XP_029722072.1|AEAL	LOC111605014|XP_023179111.1|DHYD, LOC111601506|XP_023173868.1|DHYD
OG0000945	LOC109399440|XP_019527427.2|AEAL, LOC109398068|XP_019525978.2|AEAL	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD
OG0000946	LOC115260918|XP_029718135.1|AEAL, LOC109409286|XP_019538266.2|AEAL, LOC109419566|XP_019549323.2|AEAL, LOC109409281|XP_029714428.1|AEAL, LOC115253445|XP_029718127.1|AEAL	LOC111599327|XP_023170716.2|DHYD
OG0000947	LOC109421462|XP_019551502.1|AEAL, LOC115261046|XP_029718267.1|AEAL, LOC109421452|XP_019551491.1|AEAL, LOC109432494|XP_019564371.2|AEAL, LOC109421386|XP_029718266.1|AEAL, LOC115262899|XP_029721647.1|AEAL	LOC111600133|XP_023171873.2|DHYD
OG0000948	LOC109414160|XP_019543485.2|AEAL, LOC115257199|XP_029712494.1|AEAL	LOC111601083|XP_023173277.1|DHYD
OG0000949	LOC115263953|XP_029723118.1|AEAL, LOC109426084|XP_029721569.1|AEAL, LOC115253787|XP_029721893.1|AEAL, LOC115262578|XP_029720830.1|AEAL	LOC111602432|XP_023175239.2|DHYD
OG0000950	LOC109429504|XP_019561020.2|AEAL	LOC111591996|XP_023159725.2|DHYD, LOC111602682|XP_023175670.1|DHYD
OG0000951	LOC109400200|XP_019528224.1|AEAL, LOC109427110|XP_019558226.1|AEAL	LOC111601478|XP_023173833.1|DHYD, LOC111598832|XP_023170035.1|DHYD
OG0000963	LOC109427046|XP_019558142.2|AEAL, LOC109623357|XP_019933460.1|AEAL, LOC115262669|XP_029721132.1|AEAL, LOC109424775|XP_019555505.2|AEAL, LOC115256573|XP_029711205.1|AEAL	LOC111603160|XP_023176406.1|DHYD
OG0000964	LOC109415209|XP_029710432.1|AEAL, LOC109423491|XP_019554003.2|AEAL	LOC111595516|XP_030082039.1|DHYD
OG0000965	LOC109433003|XP_029709754.1|AEAL, LOC109397576|XP_029734225.1|AEAL	LOC111603225|XP_023176497.2|DHYD, LOC111603084|XP_023176311.2|DHYD
OG0000966	LOC109431398|XP_019563160.1|AEAL	LOC111592182|XP_023160016.1|DHYD
OG0000969	LOC115270221|XP_029735341.1|AEAL, LOC109430680|XP_019562304.1|AEAL, LOC115270242|XP_029735369.1|AEAL	LOC111592490|XP_023160482.1|DHYD
OG0000970	LOC115254074|XP_029718985.1|AEAL, LOC109427211|XP_019558262.2|AEAL, LOC115262420|XP_029720674.1|AEAL	LOC111594966|XP_023164232.1|DHYD
OG0000971	LOC115255419|XP_029709397.1|AEAL, LOC109417637|XP_029709415.1|AEAL	LOC111601135|XP_023173370.1|DHYD
OG0000972	LOC115266793|XP_029729236.1|AEAL, LOC109433592|XP_029729229.1|AEAL	LOC111596947|XP_023167171.1|DHYD
OG0000973	LOC115262652|XP_029721047.1|AEAL, LOC109397414|XP_019525280.2|AEAL, LOC115262789|XP_029721535.1|AEAL, LOC109405854|XP_019534458.2|AEAL	LOC111601622|XP_023174058.1|DHYD
OG0000974	LOC109415133|XP_029728070.1|AEAL, LOC109414954|XP_029718762.1|AEAL, LOC115266231|XP_029728071.1|AEAL, LOC109415287|XP_029728077.1|AEAL, LOC109414965|XP_019544357.2|AEAL, LOC109416051|XP_019545558.2|AEAL	LOC111597477|XP_023167994.2|DHYD
OG0000975	LOC115265118|XP_029725210.1|AEAL, LOC109422629|XP_029725215.1|AEAL, LOC109402818|XP_029736442.1|AEAL, LOC115253468|XP_019552997.1|AEAL	LOC111604558|XP_023178420.1|DHYD
OG0000976	LOC109429101|XP_029719401.1|AEAL	LOC111597591|XP_023168158.2|DHYD
OG0000977	LOC115268914|XP_029732985.1|AEAL, LOC109411942|XP_029733037.1|AEAL	LOC111602997|XP_030078749.1|DHYD
OG0000978	LOC109418544|XP_029712891.1|AEAL	LOC111593607|XP_023162236.1|DHYD
OG0000988	LOC109397933|XP_029709610.1|AEAL	LOC111594899|XP_023164156.2|DHYD, LOC111597315|XP_023167712.2|DHYD, LOC111593241|XP_023161662.2|DHYD, LOC111603766|XP_023177268.2|DHYD
OG0000990	LOC109401923|XP_029711018.1|AEAL, LOC115253970|XP_029710973.1|AEAL	LOC111591970|XP_023159685.1|DHYD
OG0000991	LOC109405326|XP_029717354.1|AEAL, LOC109422984|XP_029717370.1|AEAL	LOC111597532|XP_023168084.2|DHYD
OG0000992	LOC109423501|XP_029722788.1|AEAL	LOC111596603|XP_023166653.1|DHYD
OG0000993	LOC109430248|XP_019561844.1|AEAL	LOC111594464|XP_023163532.2|DHYD
OG0000994	LOC115264331|XP_029723860.1|AEAL, LOC109423571|XP_019554099.2|AEAL, LOC115264151|XP_029723389.1|AEAL, LOC109398588|XP_029723391.1|AEAL	LOC111600340|XP_023172172.2|DHYD
OG0000994	LOC115264150|XP_029723388.1|AEAL, LOC109423637|XP_029719504.1|AEAL, LOC115264138|XP_029723372.1|AEAL	LOC111596479|XP_023166504.1|DHYD
OG0000995	LOC109418045|XP_019547754.2|AEAL	LOC111601960|XP_023174602.2|DHYD
OG0000996	LOC109413170|XP_029716557.1|AEAL, LOC109418102|XP_019547834.2|AEAL	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD
OG0000997	LOC109403065|XP_029710284.1|AEAL, LOC109623182|XP_029734570.1|AEAL, LOC115256166|XP_029710287.1|AEAL	LOC111598802|XP_030080966.1|DHYD, LOC115483382|XP_030080965.1|DHYD
OG0000998	LOC109622191|XP_029735847.1|AEAL, LOC109408655|XP_019537542.2|AEAL	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD
OG0000999	LOC115266678|XP_029729061.1|AEAL, LOC109408226|XP_019537027.1|AEAL	LOC111604040|XP_023177663.1|DHYD
OG0001000	LOC115257630|XP_029713317.1|AEAL, LOC109408059|XP_029720699.1|AEAL	LOC111599998|XP_023171666.2|DHYD
OG0001001	LOC115258869|XP_029715165.1|AEAL, LOC115258862|XP_029715154.1|AEAL, LOC109398676|XP_029714592.1|AEAL, LOC109407264|XP_029715002.1|AEAL, LOC115258466|XP_029714442.1|AEAL, LOC115258469|XP_029714445.1|AEAL, LOC115258467|XP_029714443.1|AEAL, LOC109398727|XP_029714441.1|AEAL, LOC109407263|XP_029715150.1|AEAL	LOC111600889|XP_023172994.2|DHYD
OG0001002	LOC115255070|XP_029708692.1|AEAL, LOC109417021|XP_019546696.2|AEAL, LOC115255075|XP_029708701.1|AEAL, LOC115255433|XP_029709428.1|AEAL	LOC111595595|XP_023165176.2|DHYD
OG0001003	LOC109422594|XP_019552943.1|AEAL, LOC109402843|XP_019531124.1|AEAL	LOC111598583|XP_023169657.1|DHYD
OG0001004	LOC115269140|XP_029733401.1|AEAL, LOC115261448|XP_029718978.1|AEAL, LOC109427224|XP_029718936.1|AEAL	LOC111593325|XP_023161802.1|DHYD
OG0001005	LOC109416159|XP_019545676.1|AEAL, LOC109404974|XP_019533501.2|AEAL, LOC115261536|XP_029719233.1|AEAL	LOC111596807|XP_023166936.1|DHYD
OG0001006	LOC109411193|XP_019540233.1|AEAL	LOC111605737|XP_023180206.1|DHYD
OG0001007	LOC109399093|XP_019527067.1|AEAL	LOC111597641|XP_023168217.1|DHYD, LOC111601124|XP_023173346.1|DHYD
OG0001008	LOC109410641|XP_019539710.1|AEAL	LOC111598835|XP_023170040.1|DHYD
OG0001009	LOC109404809|XP_019533303.1|AEAL	LOC111595166|XP_023164514.1|DHYD
OG0001019	LOC109427444|XP_029710436.1|AEAL, LOC109410171|XP_029729551.1|AEAL, LOC115269118|XP_029733390.1|AEAL, LOC115256458|XP_029710945.1|AEAL, LOC109433640|XP_019565640.2|AEAL, LOC115269277|XP_029733714.1|AEAL	LOC111603273|XP_023176554.2|DHYD
OG0001020	LOC109428446|XP_019559756.2|AEAL, LOC109422153|XP_019552341.2|AEAL, LOC109428444|XP_029710681.1|AEAL	LOC111593037|XP_023161372.1|DHYD
OG0001021	LOC115255865|XP_029709906.1|AEAL	LOC111602188|XP_023174916.1|DHYD
OG0001022	LOC115260504|XP_029717288.1|AEAL, LOC109427745|XP_019558884.1|AEAL	LOC111595966|XP_023165710.1|DHYD
OG0001024	LOC109400992|XP_019529005.2|AEAL, LOC109398248|XP_019526120.2|AEAL, LOC115255015|XP_029708580.1|AEAL	LOC111597763|XP_023168386.2|DHYD
OG0001025	LOC109411807|XP_029725877.1|AEAL, LOC109419671|XP_029725920.1|AEAL	LOC111605185|XP_023179350.2|DHYD
OG0001026	LOC115254755|XP_029708284.1|AEAL, LOC115256370|XP_029710595.1|AEAL, LOC109427470|XP_019558569.2|AEAL, LOC115254769|XP_029708296.1|AEAL	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD
OG0001027	LOC109430927|XP_019562583.1|AEAL, LOC109431669|XP_019563464.1|AEAL, LOC115259273|XP_029715663.1|AEAL, LOC109430982|XP_019562651.2|AEAL, LOC115267514|XP_029730464.1|AEAL, LOC109431720|XP_029714372.1|AEAL, LOC115259271|XP_029715661.1|AEAL, LOC115267493|XP_029730371.1|AEAL	LOC111592330|XP_023160224.2|DHYD
OG0001028	LOC115270178|XP_029735284.1|AEAL, LOC115269720|XP_029734404.1|AEAL, LOC109428739|XP_019560110.2|AEAL, LOC109424262|XP_029734403.1|AEAL, LOC115270179|XP_029735285.1|AEAL, LOC109428720|XP_019560089.1|AEAL, LOC115269722|XP_029734407.1|AEAL, LOC109426302|XP_019557307.2|AEAL	LOC111601190|XP_023173437.1|DHYD
OG0001031	LOC115255160|XP_029708926.1|AEAL, LOC109428100|XP_029708906.1|AEAL, LOC109427628|XP_029708460.1|AEAL	LOC111592072|XP_023159847.2|DHYD
OG0001032	LOC109421539|XP_019551606.2|AEAL	LOC111600874|XP_030079107.1|DHYD
OG0001033	LOC109412633|XP_029724452.1|AEAL, LOC109415901|XP_029724407.1|AEAL	LOC111599388|XP_030080951.1|DHYD, LOC111592151|XP_023159966.2|DHYD
OG0001042	LOC109421990|XP_019552169.2|AEAL, LOC115256355|XP_029710555.1|AEAL, LOC109421988|XP_019552167.2|AEAL, LOC115256356|XP_029710556.1|AEAL, LOC115257006|XP_029712097.1|AEAL, LOC115256354|XP_029710554.1|AEAL, LOC109421989|XP_019552168.2|AEAL	LOC111601970|XP_023174611.1|DHYD
OG0001043	LOC109427671|XP_019558802.2|AEAL, LOC109427670|XP_019558801.2|AEAL, LOC109431443|XP_019563193.2|AEAL	LOC111601914|XP_023174529.2|DHYD, LOC111603888|XP_030079064.1|DHYD
OG0001044	LOC109425483|XP_019556293.2|AEAL, LOC109425494|XP_019556300.2|AEAL, LOC115258407|XP_029714358.1|AEAL, LOC109410267|XP_029728717.1|AEAL	LOC111604089|XP_023177752.2|DHYD
OG0001045	LOC109416372|XP_019545957.2|AEAL, LOC115263417|XP_029722567.1|AEAL, LOC109430046|XP_019561618.2|AEAL, LOC115267355|XP_029730165.1|AEAL, LOC109416371|XP_019545956.2|AEAL, LOC115263411|XP_029722558.1|AEAL, LOC109416370|XP_019545955.1|AEAL, LOC109430045|XP_029730166.1|AEAL	LOC111602559|XP_023175483.1|DHYD
OG0001046	LOC115264336|XP_029723865.1|AEAL, LOC109414894|XP_019544283.1|AEAL	LOC111597088|XP_023167391.1|DHYD
OG0001047	LOC109409491|XP_019538493.2|AEAL	LOC111594070|XP_023162977.1|DHYD
OG0001049	LOC109400687|XP_029734861.1|AEAL, LOC109404591|XP_029734927.1|AEAL	LOC111602200|XP_023174939.2|DHYD, LOC111599655|XP_030079633.1|DHYD
OG0001050	LOC109399473|XP_029735713.1|AEAL, LOC109398008|XP_029714089.1|AEAL	LOC111592440|XP_023160392.2|DHYD
OG0001052	LOC115253443|XP_029727442.1|AEAL, LOC109430157|XP_029718246.1|AEAL	LOC111598952|XP_023170204.1|DHYD
OG0001053	LOC109426359|XP_019557368.2|AEAL, LOC109621627|XP_029707852.1|AEAL	LOC111591852|XP_023163555.2|DHYD
OG0001054	LOC109419219|XP_019548976.2|AEAL	LOC111599985|XP_023171651.2|DHYD
OG0001055	LOC109415804|XP_029727885.1|AEAL	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD
OG0001056	LOC115261503|XP_029719096.1|AEAL, LOC109404499|XP_019532938.1|AEAL	LOC111596896|XP_023167150.1|DHYD
OG0001057	LOC109404972|XP_029719253.1|AEAL, LOC109416171|XP_029719194.1|AEAL	LOC111605487|XP_023179797.1|DHYD, LOC111600362|XP_023172205.1|DHYD
OG0001058	LOC109399531|XP_029724170.1|AEAL, LOC115254137|XP_029724585.1|AEAL	LOC111605028|XP_030079427.1|DHYD
OG0001060	LOC109405658|XP_019534272.1|AEAL	LOC111600260|XP_023172076.1|DHYD
OG0001073	LOC115267820|XP_029731081.1|AEAL, LOC109415486|XP_019544914.2|AEAL, LOC109402626|XP_029711922.1|AEAL, LOC109402627|XP_019530875.2|AEAL, LOC109415428|XP_029729800.1|AEAL, LOC115269640|XP_029734333.1|AEAL, LOC109402620|XP_029710631.1|AEAL, LOC109406617|XP_029708405.1|AEAL	LOC111600626|XP_030080589.1|DHYD
OG0001074	LOC109403697|XP_019532090.2|AEAL, LOC115267914|XP_029731428.1|AEAL	LOC111593856|XP_023162671.1|DHYD
OG0001078	LOC115264182|XP_029723477.1|AEAL, LOC109411507|XP_019540591.1|AEAL, LOC109400580|XP_019528610.2|AEAL, LOC109404918|XP_019533415.2|AEAL	LOC111596168|XP_030080028.1|DHYD
OG0001079	LOC109410372|XP_019539467.2|AEAL, LOC109621707|XP_029726178.1|AEAL	LOC111597427|XP_023167893.1|DHYD
OG0001080	LOC109622562|XP_029726246.1|AEAL, LOC109409585|XP_019538590.2|AEAL	LOC111598791|XP_030081448.1|DHYD
OG0001081	LOC109622423|XP_019932295.2|AEAL, LOC109419710|XP_019549526.2|AEAL, LOC109398194|XP_019526055.2|AEAL	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD
OG0001082	LOC109399245|XP_019527227.2|AEAL	LOC111602104|XP_023174810.1|DHYD
OG0001083	LOC109407765|XP_019536486.2|AEAL	LOC111601576|XP_023173995.2|DHYD
OG0001084	LOC109424102|XP_029736069.1|AEAL, LOC109397337|XP_029725752.1|AEAL, LOC109420256|XP_029725771.1|AEAL	LOC111597682|XP_023168280.2|DHYD
OG0001085	LOC109414723|XP_029725648.1|AEAL	LOC111600887|XP_023172993.1|DHYD
OG0001086	LOC109408016|XP_019536778.2|AEAL, LOC109405149|XP_019533711.2|AEAL	LOC111596988|XP_023167247.1|DHYD
OG0001087	LOC115270026|XP_029734800.1|AEAL, LOC109400725|XP_029734785.1|AEAL	LOC111592652|XP_023160768.2|DHYD
OG0001088	LOC115263103|XP_029721877.1|AEAL, LOC115263115|XP_029721895.1|AEAL, LOC115263109|XP_029721883.1|AEAL, LOC109407426|XP_029721882.1|AEAL, LOC115263134|XP_029721913.1|AEAL, LOC109416571|XP_029721896.1|AEAL, LOC109407455|XP_029721897.1|AEAL, LOC109416717|XP_019546318.2|AEAL	LOC111592741|XP_023160907.2|DHYD
OG0001089	LOC115260094|XP_029716823.1|AEAL, LOC115253512|XP_029721729.1|AEAL, LOC109422350|XP_019552623.1|AEAL	LOC111595304|XP_030079466.1|DHYD
OG0001090	LOC109417188|XP_029735699.1|AEAL, LOC109403072|XP_029735785.1|AEAL, LOC109417186|XP_019546855.1|AEAL, LOC109403060|XP_019531341.2|AEAL, LOC115270379|XP_029735783.1|AEAL	LOC111601573|XP_023173993.1|DHYD
OG0001091	LOC115269590|XP_029734270.1|AEAL, LOC109426259|XP_019557270.2|AEAL, LOC109426261|XP_019557272.2|AEAL, LOC109410290|XP_019539380.2|AEAL, LOC109426260|XP_019557271.2|AEAL, LOC109426253|XP_019557265.2|AEAL, LOC109426255|XP_019557267.2|AEAL	LOC111597530|XP_023168075.2|DHYD
OG0001092	LOC109432899|XP_029711857.1|AEAL, LOC109401392|XP_029711689.1|AEAL	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD
OG0001093	LOC115255689|XP_029709649.1|AEAL, LOC115256844|XP_029711726.1|AEAL, LOC109401413|XP_019529510.2|AEAL, LOC109432909|XP_029711686.1|AEAL, LOC115255608|XP_029709560.1|AEAL, LOC109432911|XP_019564823.2|AEAL, LOC115255616|XP_029709563.1|AEAL, LOC109401418|XP_019529516.2|AEAL	LOC111600392|XP_030080539.1|DHYD
OG0001094	LOC109411260|XP_029715429.1|AEAL	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD
OG0001095	LOC109400349|XP_019528393.2|AEAL, LOC109425168|XP_019555961.2|AEAL, LOC109425169|XP_019555962.2|AEAL, LOC109400327|XP_029724842.1|AEAL	LOC111592309|XP_023160184.2|DHYD
OG0001096	LOC109419064|XP_029729383.1|AEAL	LOC111599308|XP_030079192.1|DHYD
OG0001097	LOC109430129|XP_019561705.2|AEAL	LOC111594654|XP_023163822.1|DHYD
OG0001099	LOC109410717|XP_019539784.2|AEAL, LOC109410888|XP_019539938.2|AEAL	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD
OG0001100	LOC115253514|XP_029713236.1|AEAL, LOC115253664|XP_029713173.1|AEAL, LOC115253516|XP_029713150.1|AEAL, LOC109403404|XP_019531773.1|AEAL	LOC111598705|XP_023169861.1|DHYD
OG0001101	LOC109413581|XP_029721348.1|AEAL, LOC109401225|XP_029721397.1|AEAL	LOC111600149|XP_023171899.2|DHYD, LOC111600169|XP_023171929.2|DHYD
OG0001102	LOC115260338|XP_029717128.1|AEAL, LOC115262668|XP_029721131.1|AEAL, LOC115260337|XP_029717127.1|AEAL, LOC109427048|XP_029721143.1|AEAL, LOC109623359|XP_029721142.1|AEAL, LOC115254044|XP_029717123.1|AEAL	LOC111603338|XP_023176643.1|DHYD
OG0001103	LOC109400467|XP_019528553.2|AEAL, LOC109399676|XP_029709872.1|AEAL	LOC111598807|XP_023170001.2|DHYD
OG0001104	LOC109410655|XP_019539733.2|AEAL	LOC111597276|XP_023167660.1|DHYD, LOC111593688|XP_023162355.1|DHYD, LOC111593069|XP_023161418.1|DHYD
OG0001105	LOC109433502|XP_019565483.1|AEAL	LOC111598167|XP_023169023.1|DHYD
OG0001106	LOC115268047|XP_029731820.1|AEAL, LOC109426030|XP_019557013.2|AEAL	LOC111597895|XP_030081721.1|DHYD
OG0001118	LOC109405086|XP_019533629.2|AEAL	LOC111598674|XP_023169800.1|DHYD
OG0001119	LOC109432294|XP_029731051.1|AEAL, LOC115267805|XP_029730993.1|AEAL, LOC115257422|XP_029712864.1|AEAL, LOC109429947|XP_029712758.1|AEAL, LOC115257901|XP_029713739.1|AEAL, LOC115253994|XP_029713240.1|AEAL	LOC111600815|XP_023172882.2|DHYD
OG0001120	LOC109417417|XP_029720341.1|AEAL, LOC109417254|XP_019546912.2|AEAL	LOC111603481|XP_023176840.1|DHYD
OG0001121	LOC109410398|XP_029708392.1|AEAL	LOC111599992|XP_023171655.2|DHYD
OG0001122	LOC109413987|XP_029722586.1|AEAL, LOC109399190|XP_029726592.1|AEAL, LOC115263429|XP_029722579.1|AEAL	LOC111600480|XP_023172360.1|DHYD
OG0001124	LOC115265347|XP_029725891.1|AEAL, LOC109411808|XP_029725926.1|AEAL	LOC111602574|XP_023175501.2|DHYD
OG0001125	LOC109410772|XP_029735056.1|AEAL, LOC109413498|XP_029735037.1|AEAL, LOC109410773|XP_019539847.2|AEAL, LOC115270118|XP_029735038.1|AEAL	LOC111595023|XP_023164303.1|DHYD
OG0001126	LOC109621314|XP_029735060.1|AEAL, LOC109404936|XP_029735027.1|AEAL, LOC109413503|XP_029735011.1|AEAL	LOC111597752|XP_030081822.1|DHYD
OG0001127	LOC109621888|XP_019931640.2|AEAL, LOC115264385|XP_029723890.1|AEAL, LOC115268238|XP_029732151.1|AEAL	LOC111599226|XP_023170592.2|DHYD
OG0001128	LOC115266684|XP_029729067.1|AEAL, LOC109416688|XP_029729068.1|AEAL, LOC115266601|XP_029728908.1|AEAL, LOC109416502|XP_029728895.1|AEAL, LOC109397551|XP_029714755.1|AEAL, LOC109622814|XP_029714606.1|AEAL	LOC111600760|XP_030080931.1|DHYD
OG0001129	LOC109428271|XP_029728520.1|AEAL, LOC109427952|XP_029728323.1|AEAL	LOC111602234|XP_023174984.2|DHYD
OG0001131	LOC109429432|XP_029724808.1|AEAL, LOC109425149|XP_029724806.1|AEAL, LOC109425152|XP_019555932.2|AEAL	LOC111597653|XP_023168245.1|DHYD
OG0001133	LOC109397492|XP_029708982.1|AEAL, LOC115253723|XP_029708997.1|AEAL, LOC115255215|XP_029709017.1|AEAL, LOC109419916|XP_029708969.1|AEAL	LOC111601132|XP_023173360.2|DHYD
OG0001134	LOC109419129|XP_029722343.1|AEAL, LOC115259937|XP_029716596.1|AEAL	LOC111592837|XP_023161033.2|DHYD
OG0001135	LOC109399742|XP_019527803.2|AEAL, LOC109402037|XP_019530186.2|AEAL	LOC111600096|XP_023171827.1|DHYD
OG0001136	LOC109409584|XP_029732462.1|AEAL, LOC115268460|XP_029732317.1|AEAL, LOC115268457|XP_029732304.1|AEAL	LOC111593611|XP_023162246.2|DHYD, LOC115482750|XP_030078626.1|DHYD
OG0001137	LOC109406162|XP_019534775.1|AEAL, LOC109401796|XP_019529955.1|AEAL	LOC111597404|XP_023167851.2|DHYD
OG0001138	LOC109397776|XP_029712084.1|AEAL	LOC111598792|XP_023169976.2|DHYD
OG0001139	LOC109412044|XP_019541231.2|AEAL	LOC111597241|XP_023167604.2|DHYD
OG0001153	LOC115256680|XP_029711441.1|AEAL, LOC115256405|XP_029710746.1|AEAL, LOC109427540|XP_019558650.2|AEAL	LOC111600009|XP_030081198.1|DHYD
OG0001154	LOC109407226|XP_029715238.1|AEAL	LOC111603962|XP_030079111.1|DHYD
OG0001155	LOC115256383|XP_029710639.1|AEAL	LOC111596463|XP_023166482.2|DHYD
OG0001157	LOC109431516|XP_029717886.1|AEAL	LOC111594548|XP_023163669.1|DHYD
OG0001158	LOC109423923|XP_029727260.1|AEAL, LOC109404799|XP_029727300.1|AEAL	LOC111599206|XP_023170570.1|DHYD
OG0001159	LOC109431943|XP_029712536.1|AEAL	LOC111592693|XP_030080752.1|DHYD
OG0001160	LOC109400071|XP_029707703.1|AEAL, LOC109621624|XP_029707671.1|AEAL	LOC111594614|XP_023163768.2|DHYD
OG0001161	LOC115254369|XP_029707719.1|AEAL, LOC115253583|XP_029707712.1|AEAL, LOC109400045|XP_029707645.1|AEAL	LOC111600083|XP_023171794.2|DHYD
OG0001162	LOC109623099|XP_029710000.1|AEAL, LOC115255934|XP_029710012.1|AEAL, LOC109416877|XP_029709999.1|AEAL	LOC111593339|XP_023161817.2|DHYD
OG0001164	LOC115267183|XP_029729911.1|AEAL, LOC109405410|XP_029712594.1|AEAL	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD
OG0001165	LOC109405429|XP_019534039.2|AEAL	LOC111603804|XP_030081287.1|DHYD
OG0001166	LOC109414826|XP_029726650.1|AEAL	LOC111597740|XP_030081127.1|DHYD
OG0001167	LOC115255807|XP_029709842.1|AEAL, LOC109419700|XP_029733501.1|AEAL	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD
OG0001168	LOC109417813|XP_029725483.1|AEAL	LOC111593970|XP_023162829.2|DHYD
OG0001169	LOC109408420|XP_029732437.1|AEAL, LOC109413933|XP_029711888.1|AEAL, LOC109622074|XP_019931859.2|AEAL	LOC111603108|XP_023176342.2|DHYD
OG0001170	LOC115263120|XP_029721900.1|AEAL, LOC115263304|XP_029722372.1|AEAL, LOC115263051|XP_029721840.1|AEAL, LOC115263048|XP_029721836.1|AEAL, LOC115263052|XP_029721841.1|AEAL, LOC115263049|XP_029721837.1|AEAL	LOC111596600|XP_023166649.1|DHYD
OG0001171	LOC109407435|XP_029729637.1|AEAL, LOC115263136|XP_029721917.1|AEAL, LOC109416468|XP_029722351.1|AEAL, LOC115263279|XP_029722277.1|AEAL, LOC115263132|XP_029721911.1|AEAL	LOC111592753|XP_023160917.2|DHYD
OG0001172	LOC109399467|XP_019527449.2|AEAL, LOC109398011|XP_019525891.2|AEAL	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD
OG0001173	LOC109414269|XP_019543634.2|AEAL	LOC111594539|XP_023163648.1|DHYD
OG0001174	LOC115266579|XP_029728830.1|AEAL, LOC109411127|XP_019540126.1|AEAL	LOC111595663|XP_030081816.1|DHYD
OG0001175	LOC109421575|XP_029728219.1|AEAL, LOC109407055|XP_029728223.1|AEAL	LOC111597118|XP_023167446.1|DHYD, LOC111598242|XP_023169174.1|DHYD
OG0001176	LOC109428218|XP_019559461.2|AEAL, LOC115263988|XP_029723149.1|AEAL, LOC115263993|XP_029723154.1|AEAL, LOC109427899|XP_019559052.2|AEAL	LOC111593754|XP_023162524.2|DHYD
OG0001177	LOC109411712|XP_029720229.1|AEAL	LOC111595205|XP_023164572.2|DHYD
OG0001178	LOC109419741|XP_029708593.1|AEAL	LOC111602086|XP_030079710.1|DHYD
OG0001179	LOC109427566|XP_019558681.2|AEAL	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD
OG0001180	LOC115262179|XP_029720337.1|AEAL, LOC109411694|XP_029720243.1|AEAL	LOC111598393|XP_023169381.1|DHYD
OG0001181	LOC109414185|XP_019543512.1|AEAL	LOC111595062|XP_023164384.2|DHYD
OG0001182	LOC109401498|XP_029725010.1|AEAL, LOC109431750|XP_029724953.1|AEAL, LOC109401450|XP_029725022.1|AEAL, LOC109431749|XP_029724962.1|AEAL	LOC111605533|XP_023179860.2|DHYD
OG0001183	LOC109405001|XP_029727177.1|AEAL	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD, LOC111602417|XP_023175223.1|DHYD
OG0001185	LOC115253642|XP_029727783.1|AEAL, LOC109404402|XP_029727818.1|AEAL, LOC115266086|XP_029727861.1|AEAL, LOC109431900|XP_029727798.1|AEAL	LOC111602952|XP_023176084.2|DHYD
OG0001186	LOC109399376|XP_019527360.2|AEAL	LOC111598852|XP_023170055.1|DHYD, LOC111600673|XP_023172691.2|DHYD
OG0001187	LOC115257587|XP_029713229.1|AEAL, LOC109433191|XP_019565143.2|AEAL, LOC115266883|XP_029729344.1|AEAL, LOC109402294|XP_019530494.2|AEAL, LOC109433212|XP_019565161.2|AEAL, LOC115260075|XP_029716808.1|AEAL, LOC115257563|XP_029713195.1|AEAL	LOC111601199|XP_023173455.2|DHYD
OG0001188	LOC109424429|XP_019555078.2|AEAL, LOC115264559|XP_029724238.1|AEAL	LOC111593081|XP_023161440.2|DHYD
OG0001189	LOC109418659|XP_019548423.2|AEAL, LOC115267997|XP_029731736.1|AEAL, LOC115269466|XP_029734106.1|AEAL	LOC111599728|XP_023171241.1|DHYD
