Orthogroup	AEAL.longest_only	SLEB.longest_only
OG0002351	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL, LOC109420718|XP_029708850.1|AEAL, LOC109419838|XP_029709440.1|AEAL	LOC115626994|XP_030378372.1|SLEB
OG0002352	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL	LOC115634054|XP_030387498.1|SLEB
OG0002353	LOC109417181|XP_019546847.2|AEAL	LOC115626187|XP_030377325.1|SLEB
OG0002354	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL	LOC115626368|XP_030377582.1|SLEB
OG0002355	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL	LOC115625684|XP_030376680.1|SLEB
OG0002356	LOC109427854|XP_019558977.2|AEAL	LOC115630397|XP_030382780.1|SLEB
OG0002358	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL	LOC115630494|XP_030382942.1|SLEB
OG0002359	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL	LOC115627066|XP_030378473.1|SLEB
OG0002360	LOC109430174|XP_019561771.2|AEAL	LOC115630585|XP_030383064.1|SLEB
OG0002361	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL	LOC115623164|XP_030373238.1|SLEB
OG0002362	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL	LOC115631490|XP_030384108.1|SLEB
OG0002363	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL	LOC115631139|XP_030383668.1|SLEB
OG0002364	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL	LOC115631982|XP_030384747.1|SLEB
OG0002365	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL	LOC115631278|XP_030383852.1|SLEB
OG0002366	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL	LOC115630760|XP_030383275.1|SLEB
OG0002367	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL	LOC115630992|XP_030383442.1|SLEB
OG0002368	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL	LOC115626337|XP_030377542.1|SLEB
OG0002369	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL	LOC115629583|XP_030381936.1|SLEB
OG0002370	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL	LOC115626037|XP_030377147.1|SLEB
OG0002371	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL	LOC115625676|XP_030376673.1|SLEB
OG0002372	LOC115262175|XP_029720315.1|AEAL, LOC109411674|XP_029720264.1|AEAL	LOC115628600|XP_030380643.1|SLEB
OG0002373	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL	LOC115631115|XP_030383635.1|SLEB
OG0002374	LOC109411739|XP_019540885.2|AEAL	LOC115621914|XP_030371610.1|SLEB
OG0002375	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL	LOC115624037|XP_030374475.1|SLEB
OG0002376	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL	LOC115625993|XP_030377097.1|SLEB
OG0002377	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL	LOC115625060|XP_030375792.1|SLEB
OG0002378	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL	LOC115622674|XP_030372548.1|SLEB
OG0002379	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL	LOC115631570|XP_030384222.1|SLEB
OG0002380	LOC109428058|XP_019559272.1|AEAL	LOC115629361|XP_030381673.1|SLEB
OG0002381	LOC109418291|XP_019548000.1|AEAL, LOC109428069|XP_019559289.1|AEAL	LOC115626713|XP_030378016.1|SLEB
OG0002382	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL	LOC115627104|XP_030378521.1|SLEB
OG0002383	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL	LOC115628329|XP_030380246.1|SLEB
OG0002384	LOC109418403|XP_029721478.1|AEAL, LOC115253626|XP_029721792.1|AEAL	LOC115630231|XP_030382644.1|SLEB
OG0002386	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL	LOC115623844|XP_030374245.1|SLEB
OG0002387	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL	LOC115620570|XP_030369724.1|SLEB
OG0002388	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL	LOC115625272|XP_030376135.1|SLEB
OG0002389	LOC109405848|XP_019534454.1|AEAL	LOC115620296|XP_030369338.1|SLEB
OG0002390	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL	LOC115630543|XP_030383013.1|SLEB
OG0002391	LOC109412676|XP_029724256.1|AEAL, LOC109416234|XP_029727083.1|AEAL	LOC115632949|XP_030386109.1|SLEB
OG0002392	LOC109425047|XP_019555801.2|AEAL, LOC115260173|XP_029716943.1|AEAL, LOC109415684|XP_029727734.1|AEAL	LOC115622399|XP_030372188.1|SLEB
OG0002393	LOC109400194|XP_029728105.1|AEAL, LOC109427121|XP_019558233.2|AEAL	LOC115628294|XP_030380200.1|SLEB
OG0002394	LOC109400185|XP_019528200.2|AEAL, LOC109427099|XP_029728199.1|AEAL	LOC115625219|XP_030376059.1|SLEB, LOC115628109|XP_030379951.1|SLEB
OG0002395	LOC109399785|XP_029736337.1|AEAL	LOC115624348|XP_030374861.1|SLEB
OG0002396	LOC109410898|XP_029715336.1|AEAL	LOC115626919|XP_030378291.1|SLEB
OG0002397	LOC109415339|XP_019544771.1|AEAL, LOC109423677|XP_019554220.1|AEAL	LOC115626081|XP_030377197.1|SLEB
OG0002398	LOC109425601|XP_019556392.2|AEAL	LOC115633420|XP_030386739.1|SLEB
OG0002399	LOC115267640|XP_029730644.1|AEAL, LOC109411809|XP_029729954.1|AEAL	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB
OG0002400	LOC109411141|XP_029730623.1|AEAL, LOC109410907|XP_029729981.1|AEAL	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB
OG0002401	LOC109400885|XP_029730870.1|AEAL, LOC109415489|XP_019544917.2|AEAL	LOC115627918|XP_030379673.1|SLEB
OG0002402	LOC115253790|XP_029732418.1|AEAL, LOC115268477|XP_029732351.1|AEAL, LOC109409579|XP_029732261.1|AEAL	LOC115625287|XP_030376158.1|SLEB
OG0002403	LOC109409580|XP_029729178.1|AEAL, LOC115268451|XP_029732267.1|AEAL, LOC115268504|XP_029732438.1|AEAL, LOC109430479|XP_029732348.1|AEAL	LOC115621324|XP_030370804.1|SLEB
OG0002404	LOC115268711|XP_029732679.1|AEAL, LOC115261450|XP_029718981.1|AEAL	LOC115620509|XP_030369628.1|SLEB
OG0002405	LOC115268976|XP_029733115.1|AEAL, LOC109433389|XP_029733114.1|AEAL, LOC109399318|XP_029733054.1|AEAL, LOC115253555|XP_029732899.1|AEAL	LOC115624222|XP_030374696.1|SLEB
OG0002406	LOC115268809|XP_029732843.1|AEAL, LOC109433361|XP_019565330.2|AEAL, LOC109399344|XP_029716623.1|AEAL	LOC115622115|XP_030371819.1|SLEB
OG0002407	LOC109621306|XP_029734277.1|AEAL, LOC109405048|XP_019533582.2|AEAL	LOC115620394|XP_030369466.1|SLEB
OG0002408	LOC109430359|XP_029733786.1|AEAL, LOC109430358|XP_029733780.1|AEAL	LOC115625056|XP_030375778.1|SLEB
OG0002409	LOC109622392|XP_029717047.1|AEAL, LOC109406682|XP_029714426.1|AEAL	LOC115633107|XP_030386351.1|SLEB
OG0002410	LOC115271061|XP_029736358.1|AEAL, LOC115271075|XP_029736373.1|AEAL, LOC109423984|XP_029707561.1|AEAL	LOC115623956|XP_030374381.1|SLEB
OG0002411	LOC109424033|XP_019554634.1|AEAL	LOC115623530|XP_030373772.1|SLEB
OG0002412	LOC109424031|XP_019554630.2|AEAL	LOC115628660|XP_030380687.1|SLEB
OG0002413	LOC109416411|XP_019546021.2|AEAL, LOC109424016|XP_019554616.1|AEAL	LOC115629846|XP_030382286.1|SLEB
OG0002414	LOC109426727|XP_029727791.1|AEAL, LOC115253562|XP_029727767.1|AEAL, LOC109416406|XP_029727752.1|AEAL	LOC115633056|XP_030386261.1|SLEB
OG0002415	LOC109404407|XP_029727780.1|AEAL, LOC109431916|XP_029727815.1|AEAL	LOC115623387|XP_030373548.1|SLEB
OG0002418	LOC109402803|XP_029712262.1|AEAL, LOC109422593|XP_019552942.2|AEAL	LOC115620589|XP_030369758.1|SLEB
OG0002419	LOC109406137|XP_019534740.2|AEAL	LOC115629362|XP_030381676.1|SLEB
OG0002420	LOC115255981|XP_029710060.1|AEAL, LOC109401781|XP_019529940.1|AEAL	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB
OG0002421	LOC109403301|XP_029718355.1|AEAL, LOC109433402|XP_019565378.2|AEAL	LOC115625415|XP_030376314.1|SLEB
OG0002422	LOC109403279|XP_029718646.1|AEAL, LOC109415066|XP_029718641.1|AEAL	LOC115623520|XP_030373761.1|SLEB
OG0002423	LOC109429232|XP_029716815.1|AEAL, LOC109398795|XP_019526745.1|AEAL	LOC115622335|XP_030372107.1|SLEB
OG0002424	LOC109429186|XP_019560614.1|AEAL, LOC109398833|XP_019526811.1|AEAL	LOC115628016|XP_030379806.1|SLEB
OG0002425	LOC115261381|XP_029718815.1|AEAL, LOC109398799|XP_019526754.2|AEAL	LOC115626778|XP_030378104.1|SLEB
OG0002426	LOC115261414|XP_029718899.1|AEAL, LOC109411624|XP_029717161.1|AEAL, LOC109427260|XP_029718894.1|AEAL, LOC115261436|XP_029718952.1|AEAL	LOC115623080|XP_030373139.1|SLEB
OG0002427	LOC115253574|XP_029718948.1|AEAL, LOC109427264|XP_029717173.1|AEAL, LOC109411630|XP_019540736.2|AEAL	LOC115627865|XP_030379606.1|SLEB
OG0002428	LOC109406316|XP_029719038.1|AEAL, LOC115261490|XP_029719070.1|AEAL	LOC115627112|XP_030378538.1|SLEB
OG0002429	LOC115261550|XP_029719264.1|AEAL, LOC109416636|XP_029719270.1|AEAL, LOC109432845|XP_029719217.1|AEAL	LOC115622869|XP_030372816.1|SLEB
OG0002430	LOC109424554|XP_029734038.1|AEAL, LOC109411981|XP_019541183.1|AEAL	LOC115629395|XP_030381709.1|SLEB
OG0002431	LOC109428755|XP_029734060.1|AEAL, LOC115254230|XP_029734017.1|AEAL, LOC109424538|XP_029709899.1|AEAL, LOC115255855|XP_029709903.1|AEAL	LOC115620073|XP_030369095.1|SLEB
OG0002432	LOC109428768|XP_029734006.1|AEAL, LOC109424525|XP_029734072.1|AEAL, LOC115269440|XP_029734063.1|AEAL, LOC115257284|XP_029712596.1|AEAL, LOC115257285|XP_029712598.1|AEAL	LOC115627150|XP_030378588.1|SLEB
OG0002433	LOC115269424|XP_029734004.1|AEAL, LOC109424522|XP_019555235.1|AEAL, LOC109428773|XP_019560158.2|AEAL	LOC115622016|XP_030371731.1|SLEB
OG0002434	LOC109397748|XP_029733992.1|AEAL, LOC109428785|XP_019560175.1|AEAL	LOC115628085|XP_030379922.1|SLEB
OG0002436	LOC109398921|XP_029724218.1|AEAL, LOC115254125|XP_029724251.1|AEAL	LOC115620070|XP_030369086.1|SLEB
OG0002437	LOC115254183|XP_029730051.1|AEAL, LOC109402904|XP_029724129.1|AEAL, LOC109422198|XP_029724559.1|AEAL	LOC115634559|XP_030388235.1|SLEB
OG0002438	LOC115257717|XP_029713462.1|AEAL, LOC109415957|XP_029713717.1|AEAL	LOC115627458|XP_030378988.1|SLEB
OG0002439	LOC109418751|XP_029713697.1|AEAL, LOC109415959|XP_029713593.1|AEAL	LOC115626255|XP_030377418.1|SLEB
OG0002440	LOC109418811|XP_019548584.2|AEAL, LOC109417077|XP_019546747.2|AEAL, LOC115257498|XP_029713009.1|AEAL	LOC115632228|XP_030385148.1|SLEB
OG0002441	LOC115257471|XP_029712943.1|AEAL, LOC109420297|XP_029713032.1|AEAL, LOC109401669|XP_029712999.1|AEAL	LOC115633933|XP_030387309.1|SLEB
OG0002442	LOC109420344|XP_029712749.1|AEAL, LOC109401673|XP_029712757.1|AEAL	LOC115624532|XP_030375116.1|SLEB
OG0002443	LOC109401648|XP_029713083.1|AEAL, LOC109401649|XP_029712787.1|AEAL, LOC109420366|XP_029730471.1|AEAL	LOC115629147|XP_030381370.1|SLEB
OG0002444	LOC109401662|XP_029730473.1|AEAL, LOC115257911|XP_029713784.1|AEAL, LOC115257403|XP_029712825.1|AEAL	LOC115624620|XP_030375230.1|SLEB
OG0002445	LOC115257878|XP_029713705.1|AEAL, LOC109402267|XP_019530461.1|AEAL, LOC109433172|XP_019565114.1|AEAL	LOC115625329|XP_030376217.1|SLEB
OG0002446	LOC115260074|XP_029716805.1|AEAL, LOC109433192|XP_029729345.1|AEAL, LOC115257588|XP_029713230.1|AEAL	LOC115631021|XP_030383500.1|SLEB
OG0002447	LOC115257472|XP_029712944.1|AEAL, LOC109403396|XP_019531766.1|AEAL	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB
OG0002448	LOC115257584|XP_029713224.1|AEAL, LOC109400007|XP_019528018.1|AEAL, LOC109621796|XP_019931470.1|AEAL	LOC115621395|XP_030370900.1|SLEB
OG0002449	LOC109422379|XP_029716839.1|AEAL	LOC115630118|XP_030382593.1|SLEB
OG0002450	LOC109424414|XP_019555060.2|AEAL	LOC115624096|XP_030374545.1|SLEB
OG0002451	LOC109422328|XP_019552560.2|AEAL	LOC115634330|XP_030387847.1|SLEB
OG0002452	LOC115254693|XP_029708222.1|AEAL, LOC115254685|XP_029708199.1|AEAL, LOC109424446|XP_029708201.1|AEAL	LOC115634006|XP_030387392.1|SLEB
OG0002453	LOC109420175|XP_019550048.2|AEAL, LOC109422353|XP_029708227.1|AEAL, LOC109424451|XP_029708131.1|AEAL, LOC115253931|XP_029708203.1|AEAL	LOC115623695|XP_030374033.1|SLEB
OG0002454	LOC109418694|XP_029713033.1|AEAL, LOC115253822|XP_029712843.1|AEAL, LOC109412925|XP_029713078.1|AEAL	LOC115622627|XP_030372494.1|SLEB
OG0002455	LOC109412923|XP_029713312.1|AEAL, LOC115257489|XP_029712989.1|AEAL, LOC109418692|XP_029716787.1|AEAL	LOC115622475|XP_030372279.1|SLEB
OG0002456	LOC115267663|XP_029730674.1|AEAL, LOC109418656|XP_029719579.1|AEAL	LOC115624950|XP_030375661.1|SLEB
OG0002457	LOC109413106|XP_019542359.2|AEAL, LOC109418541|XP_029712779.1|AEAL	LOC115619962|XP_030368853.1|SLEB
OG0002458	LOC115267656|XP_029730655.1|AEAL, LOC115257893|XP_029713733.1|AEAL	LOC115624895|XP_030375607.1|SLEB
OG0002459	LOC109431046|XP_019562724.2|AEAL	LOC115627098|XP_030378518.1|SLEB
OG0002460	LOC115262752|XP_029721412.1|AEAL, LOC109425678|XP_029721418.1|AEAL, LOC109433256|XP_029721446.1|AEAL	LOC115624947|XP_030375658.1|SLEB
OG0002461	LOC109401285|XP_019529322.2|AEAL, LOC109413584|XP_019542822.2|AEAL, LOC115262748|XP_029721395.1|AEAL	LOC115634616|XP_030388324.1|SLEB
OG0002462	LOC109623319|XP_019933398.2|AEAL, LOC109401268|XP_029712575.1|AEAL, LOC115253542|XP_029721265.1|AEAL	LOC115634446|XP_030388029.1|SLEB
OG0002463	LOC109401266|XP_019931340.2|AEAL, LOC109623304|XP_019933369.1|AEAL, LOC115253667|XP_029721228.1|AEAL, LOC115254011|XP_029714401.1|AEAL	LOC115626822|XP_030378166.1|SLEB
OG0002464	LOC115262703|XP_029721234.1|AEAL, LOC109623298|XP_019933357.1|AEAL, LOC109401193|XP_029712119.1|AEAL	LOC115624736|XP_030375421.1|SLEB
OG0002465	LOC115262711|XP_029721254.1|AEAL, LOC109623297|XP_019933356.2|AEAL, LOC109401269|XP_029712102.1|AEAL	LOC115624655|XP_030375296.1|SLEB
OG0002466	LOC109623254|XP_029712140.1|AEAL	LOC115627784|XP_030379454.1|SLEB
OG0002467	LOC109623393|XP_029721162.1|AEAL, LOC115263532|XP_029722626.1|AEAL	LOC115622344|XP_030372116.1|SLEB
OG0002468	LOC109410089|XP_029721138.1|AEAL	LOC115634111|XP_030387534.1|SLEB
OG0002469	LOC109401592|XP_019529711.2|AEAL	LOC115621804|XP_030371447.1|SLEB
OG0002470	LOC109401601|XP_019529721.2|AEAL, LOC109397423|XP_019525288.2|AEAL	LOC115621985|XP_030371702.1|SLEB
OG0002471	LOC115262639|XP_029720999.1|AEAL, LOC109421921|XP_019552046.2|AEAL	LOC115634817|XP_030388595.1|SLEB
OG0002472	LOC109421914|XP_029721006.1|AEAL, LOC115262617|XP_029720873.1|AEAL	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB
OG0002473	LOC109421912|XP_019552036.2|AEAL	LOC115624669|XP_030375322.1|SLEB
OG0002474	LOC115253675|XP_029712630.1|AEAL, LOC109408748|XP_029730746.1|AEAL, LOC109428958|XP_029730784.1|AEAL	LOC115622898|XP_030372877.1|SLEB
OG0002475	LOC109399102|XP_029731130.1|AEAL	LOC115621671|XP_030371242.1|SLEB
OG0002476	LOC109399666|XP_029731229.1|AEAL, LOC109401366|XP_019529467.1|AEAL	LOC115619978|XP_030368875.1|SLEB
OG0002477	LOC109410568|XP_029731265.1|AEAL, LOC109421166|XP_019551208.1|AEAL	LOC115632990|XP_030386173.1|SLEB
OG0002478	LOC109410556|XP_029731269.1|AEAL, LOC109421148|XP_029731276.1|AEAL	LOC115627076|XP_030378523.1|SLEB
OG0002479	LOC115255995|XP_029710077.1|AEAL, LOC109426484|XP_029710082.1|AEAL, LOC109408983|XP_029732053.1|AEAL	LOC115624756|XP_030375448.1|SLEB
OG0002480	LOC109426380|XP_029731461.1|AEAL	LOC115634254|XP_030387708.1|SLEB
OG0002481	LOC109622288|XP_029731527.1|AEAL, LOC109403155|XP_019531441.1|AEAL	LOC115629104|XP_030381286.1|SLEB
OG0002482	LOC109403343|XP_019531695.2|AEAL	LOC115634245|XP_030387699.1|SLEB
OG0002483	LOC109410616|XP_019539683.2|AEAL, LOC109410719|XP_019539782.2|AEAL	LOC115624229|XP_030374709.1|SLEB
OG0002484	LOC109410624|XP_019539691.1|AEAL, LOC109433521|XP_019565507.2|AEAL	LOC115621714|XP_030371288.1|SLEB
OG0002485	LOC109410649|XP_019539726.2|AEAL, LOC115256130|XP_029710244.1|AEAL	LOC115630963|XP_030383401.1|SLEB
OG0002486	LOC109407646|XP_019536343.2|AEAL	LOC115624749|XP_030375437.1|SLEB
OG0002487	LOC109621445|XP_019931024.2|AEAL, LOC115259979|XP_029716639.1|AEAL	LOC115625836|XP_030376895.1|SLEB
OG0002488	LOC109426032|XP_019557015.1|AEAL	LOC115624607|XP_030375217.1|SLEB
OG0002489	LOC109425913|XP_019556831.2|AEAL	LOC115621007|XP_030370390.1|SLEB
OG0002490	LOC109407551|XP_019536164.2|AEAL, LOC115270973|XP_029736210.1|AEAL, LOC115262215|XP_029720425.1|AEAL	LOC115634007|XP_030387393.1|SLEB
OG0002491	LOC109407544|XP_019536154.2|AEAL	LOC115633101|XP_030386341.1|SLEB
OG0002492	LOC109407505|XP_029720465.1|AEAL, LOC109425762|XP_029720466.1|AEAL	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC109425769|XP_019556634.2|AEAL, LOC115262224|XP_029720470.1|AEAL, LOC109407508|XP_019536105.2|AEAL	LOC115626982|XP_030378361.1|SLEB
OG0002495	LOC109418565|XP_019548318.2|AEAL	LOC115622644|XP_030372550.1|SLEB, LOC115634497|XP_030388116.1|SLEB
OG0002508	LOC115255628|XP_029709578.1|AEAL, LOC109397812|XP_029709596.1|AEAL, LOC115255662|XP_029709626.1|AEAL, LOC109405359|XP_029715575.1|AEAL	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC109397813|XP_019525683.2|AEAL, LOC109405355|XP_019533956.2|AEAL, LOC115255638|XP_029709594.1|AEAL	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC109424962|XP_029718276.1|AEAL, LOC109431083|XP_029718282.1|AEAL, LOC115256524|XP_029711072.1|AEAL	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC109431106|XP_029711263.1|AEAL, LOC109424968|XP_029718293.1|AEAL	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC109424989|XP_029711820.1|AEAL, LOC109431130|XP_029710759.1|AEAL	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC109431143|XP_019562884.2|AEAL, LOC115256574|XP_029711207.1|AEAL	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC109415652|XP_019545109.2|AEAL, LOC109431134|XP_019562871.1|AEAL, LOC115256861|XP_029711784.1|AEAL, LOC115253976|XP_029711783.1|AEAL	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC115269334|XP_029733837.1|AEAL, LOC109403482|XP_029711076.1|AEAL, LOC115268707|XP_029732665.1|AEAL, LOC109433655|XP_019565657.2|AEAL	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC109433641|XP_029733391.1|AEAL, LOC115256852|XP_029711756.1|AEAL, LOC115256816|XP_029711645.1|AEAL	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC115260183|XP_029716960.1|AEAL, LOC115256446|XP_029710919.1|AEAL, LOC109408964|XP_029716961.1|AEAL	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC109433632|XP_029716975.1|AEAL, LOC109408925|XP_029710640.1|AEAL, LOC115260197|XP_029716983.1|AEAL	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC109408926|XP_019537862.2|AEAL, LOC115256620|XP_029711302.1|AEAL	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC109433600|XP_029716995.1|AEAL, LOC109433599|XP_029711606.1|AEAL, LOC115254585|XP_029708054.1|AEAL, LOC115257618|XP_029713291.1|AEAL	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC109415224|XP_019544657.1|AEAL, LOC109428365|XP_019559631.2|AEAL, LOC115257081|XP_029712284.1|AEAL	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC109415190|XP_029710962.1|AEAL	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC109422157|XP_029710418.1|AEAL, LOC109428449|XP_019559760.2|AEAL	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC115255765|XP_029709747.1|AEAL, LOC109428472|XP_019559785.1|AEAL, LOC109422184|XP_019552373.1|AEAL	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC109422185|XP_019552375.2|AEAL, LOC109428473|XP_029710496.1|AEAL	LOC115620424|XP_030369511.1|SLEB
OG0002527	LOC109428484|XP_029711121.1|AEAL	LOC115620188|XP_030369178.1|SLEB
OG0002528	LOC109428492|XP_029711638.1|AEAL, LOC109428493|XP_029711426.1|AEAL, LOC109415177|XP_029721802.1|AEAL	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC109430085|XP_029711856.1|AEAL, LOC109428506|XP_029711698.1|AEAL	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC109430088|XP_019561666.2|AEAL, LOC115256457|XP_029710943.1|AEAL	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC115256602|XP_029711271.1|AEAL, LOC109428509|XP_029710785.1|AEAL	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC109416823|XP_019546446.1|AEAL	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC109428574|XP_029712652.1|AEAL	LOC115626735|XP_030378042.1|SLEB
OG0002534	LOC109416909|XP_019546574.2|AEAL, LOC109428578|XP_029712643.1|AEAL	LOC115629335|XP_030381645.1|SLEB
OG0002535	LOC109397833|XP_029710885.1|AEAL	LOC115633953|XP_030387333.1|SLEB
OG0002536	LOC109397902|XP_019525785.1|AEAL, LOC115256557|XP_029711146.1|AEAL	LOC115621066|XP_030370451.1|SLEB
OG0002537	LOC109397922|XP_019525808.2|AEAL, LOC109416136|XP_029711561.1|AEAL	LOC115634580|XP_030388273.1|SLEB
OG0002539	LOC109398742|XP_019526678.2|AEAL	LOC115634715|XP_030388458.1|SLEB
OG0002540	LOC109427522|XP_019558621.1|AEAL	LOC115621578|XP_030371128.1|SLEB
OG0002541	LOC115269129|XP_029733397.1|AEAL, LOC109427527|XP_029711025.1|AEAL	LOC115627779|XP_030379448.1|SLEB
OG0002542	LOC115256341|XP_029710526.1|AEAL, LOC109401915|XP_019530077.2|AEAL	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC109414698|XP_029709667.1|AEAL, LOC109401917|XP_019530082.1|AEAL	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC109414680|XP_029709705.1|AEAL, LOC115255722|XP_029709684.1|AEAL	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC115253952|XP_029709718.1|AEAL, LOC109401825|XP_029709703.1|AEAL	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC109422051|XP_019552231.1|AEAL	LOC115620815|XP_030370102.1|SLEB, LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC115253964|XP_029710429.1|AEAL, LOC109422057|XP_019552236.2|AEAL	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC115256320|XP_029710428.1|AEAL, LOC109422056|XP_019552235.2|AEAL	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC109404729|XP_029733226.1|AEAL, LOC115269089|XP_029733298.1|AEAL, LOC109397202|XP_029733373.1|AEAL	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC115253444|XP_029711677.1|AEAL, LOC109422021|XP_029724723.1|AEAL	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC109422019|XP_019552206.2|AEAL, LOC115256474|XP_029710983.1|AEAL, LOC115254139|XP_029724722.1|AEAL	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC109427424|XP_029711735.1|AEAL, LOC109410145|XP_029712389.1|AEAL	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC109410141|XP_019539212.1|AEAL, LOC115256388|XP_029710658.1|AEAL, LOC109427420|XP_019558506.2|AEAL	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC109427416|XP_019558503.2|AEAL, LOC115254514|XP_029707929.1|AEAL, LOC109427414|XP_029707927.1|AEAL	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC109405083|XP_019533625.2|AEAL, LOC109416553|XP_029715728.1|AEAL	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC109400388|XP_019528437.1|AEAL, LOC109398417|XP_019526319.1|AEAL	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC109409415|XP_019538401.2|AEAL	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC109398410|XP_019526308.2|AEAL	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC109397627|XP_029736272.1|AEAL, LOC109409537|XP_019538520.2|AEAL	LOC115620522|XP_030369648.1|SLEB
