Orthogroup	AEAL.longest_only	DMIR.longest_only
OG0002101	LOC115254207|XP_029731958.1|AEAL, LOC109425935|XP_029731904.1|AEAL, LOC109407614|XP_029708345.1|AEAL	LOC108160338|XP_017149761.1|DMIR
OG0002102	LOC109407506|XP_019536102.2|AEAL, LOC115254090|XP_029720467.1|AEAL, LOC109425767|XP_029716782.1|AEAL	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR
OG0002103	LOC109412716|XP_019541874.2|AEAL, LOC109411868|XP_029728535.1|AEAL	LOC108155802|XP_017142372.1|DMIR
OG0002117	LOC115255629|XP_029709579.1|AEAL, LOC115255647|XP_029709607.1|AEAL, LOC109405365|XP_019533965.2|AEAL	LOC108164688|XP_017156047.1|DMIR
OG0002118	LOC115255620|XP_029709568.1|AEAL, LOC109405340|XP_029709584.1|AEAL	LOC108153908|XP_033245602.1|DMIR
OG0002119	LOC109424979|XP_029730264.1|AEAL, LOC109431117|XP_029711291.1|AEAL	LOC108155792|XP_017142351.1|DMIR
OG0002120	LOC109431090|XP_029712026.1|AEAL, LOC115256425|XP_029710822.1|AEAL, LOC109415389|XP_029711074.1|AEAL	LOC108164502|XP_017155767.1|DMIR
OG0002121	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL	LOC108155268|XP_017141460.1|DMIR
OG0002122	LOC115258698|XP_029714898.1|AEAL, LOC115267511|XP_029730461.1|AEAL, LOC115267425|XP_029730274.1|AEAL, LOC109421672|XP_029723529.1|AEAL, LOC115253593|XP_029728894.1|AEAL, LOC109401641|XP_019529757.1|AEAL, LOC115268016|XP_029731763.1|AEAL	LOC108162063|XP_017152096.1|DMIR
OG0002123	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL	LOC108163571|XP_033249323.1|DMIR
OG0002124	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL	LOC108165145|XP_017156702.1|DMIR
OG0002125	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR
OG0002126	LOC109401919|XP_019530085.2|AEAL	LOC108152838|XP_017137933.1|DMIR
OG0002127	LOC109401891|XP_019530044.2|AEAL	LOC108156656|XP_017143762.1|DMIR
OG0002128	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL	LOC108159792|XP_017148864.1|DMIR
OG0002129	LOC109414676|XP_019544051.2|AEAL	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR
OG0002130	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL	LOC108165560|XP_017157124.1|DMIR
OG0002131	LOC109422131|XP_019552314.2|AEAL	LOC108156971|XP_017144250.2|DMIR
OG0002132	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR
OG0002133	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL	LOC108161668|XP_017151493.1|DMIR
OG0002134	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR
OG0002135	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL	LOC108156923|XP_033241937.1|DMIR
OG0002136	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL	LOC108157470|XP_017145038.1|DMIR
OG0002137	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL	LOC108156117|XP_017142907.1|DMIR
OG0002138	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL	LOC108155335|XP_017141577.1|DMIR
OG0002139	LOC109405079|XP_029710896.1|AEAL	LOC108163136|XP_017153742.1|DMIR, LOC108161476|XP_017151233.2|DMIR
OG0002140	LOC109398423|XP_029710676.1|AEAL	LOC108163914|XP_017154934.1|DMIR
OG0002141	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL	LOC108154161|XP_017139810.1|DMIR
OG0002142	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR
OG0002143	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL	LOC108161769|XP_017151594.1|DMIR
OG0002144	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL	LOC108164433|XP_017155616.1|DMIR
OG0002145	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL	LOC108157676|XP_017145330.1|DMIR
OG0002146	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL	LOC108156338|XP_017143226.1|DMIR
OG0002148	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL	LOC108152775|XP_017137844.1|DMIR
OG0002149	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL	LOC108164462|XP_017155684.1|DMIR
OG0002150	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL	LOC108164335|XP_017155473.1|DMIR
OG0002151	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL	LOC108162803|XP_017153200.1|DMIR
OG0002152	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL	LOC108155577|XP_017141968.1|DMIR
OG0002153	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL	LOC108157650|XP_017145289.1|DMIR
OG0002154	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL	LOC108152643|XP_017137623.1|DMIR
OG0002155	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL	LOC108157458|XP_017145019.1|DMIR
OG0002156	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL	LOC117188299|XP_033247817.1|DMIR, LOC108152889|XP_017138017.1|DMIR
OG0002157	LOC109431463|XP_029717880.1|AEAL	LOC108156183|XP_017143003.1|DMIR
OG0002158	LOC109415571|XP_019545000.2|AEAL	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR
OG0002159	LOC109415590|XP_029717899.1|AEAL	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR
OG0002160	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL	LOC108157762|XP_017145434.1|DMIR
OG0002161	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL	LOC108156403|XP_017143330.1|DMIR
OG0002162	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL	LOC108157405|XP_017144936.2|DMIR
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC108152022|XP_017136488.1|DMIR
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC108157182|XP_017144594.1|DMIR
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC108156985|XP_017144268.1|DMIR
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC108163260|XP_017153919.1|DMIR
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC117187411|XP_033245927.1|DMIR, LOC108165333|XP_033242713.1|DMIR
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC108164432|XP_017155615.1|DMIR
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC117187092|XP_033244849.1|DMIR, LOC117187091|XP_033244848.1|DMIR, LOC108155644|XP_017142082.2|DMIR
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC108157171|XP_017144579.1|DMIR
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC108163149|XP_017153754.1|DMIR
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC108157268|XP_017144745.1|DMIR
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC108157269|XP_017144746.1|DMIR
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC108157271|XP_017144752.2|DMIR, LOC108154042|XP_033245432.1|DMIR
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC108157652|XP_017145292.1|DMIR
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC108155604|XP_033245710.1|DMIR
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC108156122|XP_017142917.2|DMIR
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC108156280|XP_017143142.2|DMIR
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC108159304|XP_017147969.1|DMIR
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC108154717|XP_017140559.1|DMIR
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC108159745|XP_017148773.1|DMIR
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC108155469|XP_017141779.1|DMIR
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC108155122|XP_017141253.1|DMIR
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC108164015|XP_017155080.1|DMIR
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC108156834|XP_017144032.1|DMIR
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC108158749|XP_017146848.1|DMIR, LOC117190508|XP_033251465.1|DMIR
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC108156888|XP_017144113.1|DMIR
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC108156248|XP_017143086.2|DMIR
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC108151655|XP_017135863.2|DMIR
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC117186619|XP_033243516.1|DMIR, LOC108152270|XP_017136979.2|DMIR
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC117187111|XP_033244970.1|DMIR, LOC117187110|XP_033244969.1|DMIR, LOC108156144|XP_033244968.1|DMIR
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC108154315|XP_017140063.1|DMIR
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC108156943|XP_017144196.1|DMIR
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC108156920|XP_017144159.1|DMIR
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC108151929|XP_017136343.1|DMIR
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC108155825|XP_017142410.1|DMIR
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC108155933|XP_017142579.1|DMIR
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC108164681|XP_017156032.1|DMIR
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC108156879|XP_017144098.2|DMIR
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC108157015|XP_033245275.1|DMIR
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC117193773|XP_033254391.1|DMIR, LOC108154365|XP_017140119.1|DMIR, LOC108155952|XP_033244245.1|DMIR
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC108154662|XP_017140488.1|DMIR
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC108157486|XP_017145070.1|DMIR
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC108156867|XP_017144084.1|DMIR
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC108156880|XP_017144101.2|DMIR
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC108165472|XP_017157011.1|DMIR
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC108157450|XP_017144999.1|DMIR
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC108157006|XP_017144294.1|DMIR
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC108156624|XP_017143670.1|DMIR
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC108155597|XP_017142008.1|DMIR
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC108155548|XP_017141916.1|DMIR
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC108155327|XP_033245921.1|DMIR
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC108161702|XP_017151506.1|DMIR
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC108157325|XP_017144831.1|DMIR
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC108164565|XP_033250515.1|DMIR, LOC117189480|XP_033250507.1|DMIR
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC108157667|XP_017145316.1|DMIR
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC108153921|XP_017139506.1|DMIR
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC108165400|XP_017156928.1|DMIR
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC108159081|XP_017147524.1|DMIR
OG0002223	LOC109409682|XP_029725971.1|AEAL, LOC109406052|XP_029726009.1|AEAL	LOC117185729|XP_033250407.1|DMIR
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC108158090|XP_017145733.2|DMIR
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC108153239|XP_017138566.1|DMIR
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC108156192|XP_033244675.1|DMIR, LOC108158762|XP_017146871.1|DMIR, LOC117189885|XP_033250855.1|DMIR
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC108159238|XP_017147847.1|DMIR, LOC117191458|XP_033252210.1|DMIR
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC108160366|XP_017149827.1|DMIR, LOC117190735|XP_033251690.1|DMIR
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC117185899|XP_033254433.1|DMIR, LOC108159108|XP_017147571.1|DMIR
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC108158915|XP_033254256.1|DMIR, LOC117185795|XP_033247972.1|DMIR
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC108160144|XP_017149442.2|DMIR, LOC117188038|XP_033247088.1|DMIR
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC108159329|XP_017148014.1|DMIR, LOC117192599|XP_033253203.1|DMIR
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC108153611|XP_017139199.1|DMIR
OG0002234	LOC109413996|XP_019543268.1|AEAL, LOC109418734|XP_019548509.2|AEAL, LOC109406485|XP_019535110.2|AEAL, LOC109418736|XP_019548511.2|AEAL, LOC109418733|XP_019548508.2|AEAL, LOC109413995|XP_019543267.1|AEAL	LOC108159832|XP_033246803.1|DMIR
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC117192737|XP_033253373.1|DMIR, LOC117192735|XP_033253366.1|DMIR, LOC108159054|XP_017147477.1|DMIR
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC117191325|XP_033252116.1|DMIR, LOC108160696|XP_017150337.1|DMIR
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC117190507|XP_033251462.1|DMIR, LOC108158746|XP_017146843.1|DMIR
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC108163253|XP_017153909.1|DMIR, LOC108160004|XP_033251509.1|DMIR
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC108158157|XP_017145868.1|DMIR, LOC117189841|XP_033250807.1|DMIR, LOC108158158|XP_017145870.2|DMIR, LOC117187855|XP_033246631.1|DMIR
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC108159944|XP_017149088.1|DMIR, LOC117194096|XP_033254629.1|DMIR, LOC117194097|XP_033254630.1|DMIR, LOC117194098|XP_033254631.1|DMIR
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC108151242|XP_017135232.1|DMIR
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC108157067|XP_017144391.1|DMIR
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC108151899|XP_017136298.1|DMIR
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC108153045|XP_017138296.1|DMIR
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC117191894|XP_033252541.1|DMIR, LOC108164130|XP_017155219.1|DMIR
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC108159323|XP_017148003.1|DMIR, LOC117189547|XP_033250584.1|DMIR, LOC117189548|XP_033250585.1|DMIR
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC108152359|XP_017137121.1|DMIR
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC108165350|XP_017156872.1|DMIR
OG0002250	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL	LOC108160890|XP_017150648.2|DMIR, LOC117188421|XP_033248171.1|DMIR
OG0002251	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL	LOC117191274|XP_033252075.1|DMIR, LOC108159965|XP_017149132.1|DMIR
OG0002252	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL	LOC108160625|XP_017150233.1|DMIR, LOC117189721|XP_033250698.1|DMIR
OG0002253	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL	LOC108160286|XP_017149663.1|DMIR, LOC117193239|XP_033253877.1|DMIR
OG0002254	LOC109417615|XP_029725485.1|AEAL	LOC108154776|XP_017140650.1|DMIR
OG0002255	LOC109417839|XP_019547558.2|AEAL	LOC108155700|XP_017142167.1|DMIR, LOC108164864|XP_017156292.1|DMIR
OG0002256	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL	LOC108159716|XP_017148725.2|DMIR, LOC117194005|XP_033254531.1|DMIR
OG0002257	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL	LOC117185932|XP_033254252.1|DMIR, LOC108158911|XP_017147194.1|DMIR
OG0002258	LOC109417992|XP_029732384.1|AEAL, LOC109621930|XP_019931682.2|AEAL	LOC108152292|XP_017137003.1|DMIR
OG0002259	LOC109417936|XP_029732491.1|AEAL, LOC109417994|XP_029732393.1|AEAL, LOC109621924|XP_029732386.1|AEAL	LOC117186177|XP_033242321.1|DMIR
OG0002260	LOC115268514|XP_029732466.1|AEAL, LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL	LOC108154847|XP_017140752.1|DMIR
OG0002261	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL	LOC108156518|XP_017143512.1|DMIR, LOC108151446|XP_017135547.1|DMIR
OG0002263	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL	LOC108152016|XP_017136481.1|DMIR
OG0002264	LOC109405140|XP_019533693.2|AEAL	LOC117193445|XP_033254090.1|DMIR, LOC108159079|XP_017147522.1|DMIR
OG0002265	LOC109410793|XP_019539874.2|AEAL	LOC117186362|XP_033242967.1|DMIR, LOC117186365|XP_033242970.1|DMIR, LOC117186326|XP_033242849.1|DMIR, LOC108152158|XP_017136767.1|DMIR, LOC117186372|XP_033242975.1|DMIR
OG0002266	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL	LOC108153376|XP_017138835.1|DMIR
OG0002267	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL	LOC108151799|XP_017136139.1|DMIR
OG0002268	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL	LOC108152256|XP_017136954.1|DMIR
OG0002269	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL	LOC117192306|XP_033252850.1|DMIR, LOC108160228|XP_017149570.1|DMIR
OG0002270	LOC109430547|XP_029716894.1|AEAL	LOC108160724|XP_017150391.1|DMIR, LOC117192395|XP_033252963.1|DMIR
OG0002271	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL	LOC108152901|XP_017138036.1|DMIR
OG0002272	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL	LOC108151541|XP_017135690.1|DMIR
OG0002273	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL	LOC108153334|XP_033242881.1|DMIR
OG0002274	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL, LOC115263368|XP_029722526.1|AEAL	LOC108152213|XP_017136861.1|DMIR
OG0002275	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL	LOC117186151|XP_033242224.1|DMIR, LOC108152146|XP_033242227.1|DMIR
OG0002276	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL	LOC108151318|XP_017135347.1|DMIR
OG0002277	LOC109431677|XP_019563481.1|AEAL	LOC108152933|XP_017138113.1|DMIR
OG0002278	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL	LOC108165316|XP_033243627.1|DMIR
OG0002279	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL	LOC108152285|XP_017136992.1|DMIR
OG0002280	LOC109431655|XP_029730342.1|AEAL	LOC108165436|XP_033242057.1|DMIR
OG0002281	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL	LOC108151674|XP_017135904.1|DMIR
OG0002282	LOC109398065|XP_019525973.2|AEAL	LOC108151178|XP_017135098.1|DMIR
OG0002283	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL	LOC108159226|XP_017147816.1|DMIR
OG0002284	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL	LOC117191018|XP_033251886.1|DMIR, LOC117191017|XP_033251885.1|DMIR, LOC108159441|XP_017148218.1|DMIR
