Orthogroup	AEAL.longest_only	DGUA.longest_only
OG0001485	LOC115255446|XP_029709435.1|AEAL, LOC109420666|XP_029729847.1|AEAL, LOC115255102|XP_029708756.1|AEAL	LOC117579615|XP_034121441.1|DGUA
OG0001486	LOC109430162|XP_019561750.2|AEAL	LOC117581711|XP_034124979.1|DGUA
OG0001487	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL	LOC117588171|XP_034135173.1|DGUA
OG0001488	LOC109421621|XP_029727645.1|AEAL, LOC109409219|XP_019538188.2|AEAL, LOC115265844|XP_029727650.1|AEAL	LOC117581975|XP_034125356.1|DGUA
OG0001489	LOC109429600|XP_029720073.1|AEAL, LOC109408563|XP_029719959.1|AEAL	LOC117587869|XP_034134727.1|DGUA
OG0001490	LOC109408543|XP_019537410.1|AEAL, LOC109429596|XP_019561131.1|AEAL, LOC109415098|XP_019544506.1|AEAL, LOC109403000|XP_019531258.1|AEAL, LOC115261832|XP_029719602.1|AEAL, LOC109415097|XP_019544504.1|AEAL	LOC117584591|XP_034129459.1|DGUA
OG0001491	LOC109429880|XP_019561410.1|AEAL	LOC117582493|XP_034126156.1|DGUA
OG0001492	LOC109420451|XP_019550346.2|AEAL	LOC117584185|XP_034128844.1|DGUA
OG0001493	LOC109621647|XP_019931315.2|AEAL, LOC109426353|XP_019557359.1|AEAL	LOC117583529|XP_034127769.1|DGUA, LOC117590919|XP_034139841.1|DGUA
OG0001494	LOC109428614|XP_019559985.2|AEAL, LOC109421685|XP_029732752.1|AEAL, LOC109428015|XP_029732731.1|AEAL	LOC117580881|XP_034123523.1|DGUA
OG0001495	LOC115271112|XP_029736458.1|AEAL, LOC109399701|XP_019527756.2|AEAL, LOC109402040|XP_029723010.1|AEAL, LOC115253647|XP_029723083.1|AEAL	LOC117578870|XP_034120555.1|DGUA
OG0001496	LOC109400853|XP_019528882.1|AEAL, LOC115267716|XP_029730745.1|AEAL	LOC117591191|XP_034140219.1|DGUA
OG0001497	LOC109401059|XP_019529088.2|AEAL, LOC115270287|XP_029735476.1|AEAL, LOC109408417|XP_019537279.2|AEAL, LOC115254248|XP_029735007.1|AEAL	LOC117588980|XP_034136463.1|DGUA
OG0001500	LOC109398955|XP_019526952.2|AEAL	LOC117592220|XP_034141738.1|DGUA, LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA, LOC117592034|XP_034141386.1|DGUA
OG0001501	LOC109429204|XP_029718759.1|AEAL, LOC109398876|XP_029733854.1|AEAL	LOC117586638|XP_034132759.1|DGUA
OG0001502	LOC109427265|XP_029718947.1|AEAL, LOC109411631|XP_019540737.2|AEAL	LOC117592141|XP_034141587.1|DGUA
OG0001503	LOC109400635|XP_019528669.2|AEAL	LOC117585163|XP_034130397.1|DGUA
OG0001506	LOC109422324|XP_019552558.1|AEAL	LOC117592622|XP_034142449.1|DGUA
OG0001507	LOC109418584|XP_029712914.1|AEAL, LOC109417164|XP_029713533.1|AEAL, LOC115253576|XP_029713071.1|AEAL, LOC109410103|XP_029731353.1|AEAL	LOC117580295|XP_034122670.1|DGUA
OG0001508	LOC109431051|XP_029721515.1|AEAL, LOC109411570|XP_029721518.1|AEAL	LOC117583291|XP_034127424.1|DGUA
OG0001509	LOC115262741|XP_029721376.1|AEAL, LOC115262720|XP_029721269.1|AEAL, LOC109413623|XP_029721350.1|AEAL, LOC109401297|XP_029721354.1|AEAL, LOC115262821|XP_029721574.1|AEAL	LOC117592436|XP_034142084.1|DGUA
OG0001510	LOC109424709|XP_019555409.1|AEAL	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA
OG0001511	LOC115258394|XP_029714347.1|AEAL, LOC109412053|XP_019541243.2|AEAL	LOC117584677|XP_034129601.1|DGUA
OG0001512	LOC109407671|XP_019536370.2|AEAL, LOC109425940|XP_019556891.1|AEAL	LOC117579925|XP_034121960.1|DGUA
OG0001513	LOC109425937|XP_029731885.1|AEAL, LOC109407616|XP_029731957.1|AEAL	LOC117588880|XP_034136297.1|DGUA
OG0001515	LOC109424072|XP_029736229.1|AEAL	LOC117590750|XP_034139550.1|DGUA, LOC117583281|XP_034127405.1|DGUA
OG0001534	LOC109406973|XP_029711461.1|AEAL, LOC109397845|XP_029708045.1|AEAL	LOC117590834|XP_034139704.1|DGUA
OG0001535	LOC115262319|XP_029720579.1|AEAL	LOC117581298|XP_034124229.1|DGUA
OG0001536	LOC109427471|XP_029711546.1|AEAL, LOC115269370|XP_029733898.1|AEAL, LOC109427473|XP_029711002.1|AEAL, LOC115253659|XP_029710748.1|AEAL, LOC115253538|XP_029733910.1|AEAL, LOC109427541|XP_029711444.1|AEAL	LOC117580690|XP_034123206.1|DGUA
OG0001537	LOC109422124|XP_019552302.1|AEAL	LOC117581972|XP_034125349.1|DGUA
OG0001538	LOC109409457|XP_029713919.1|AEAL, LOC109415318|XP_029713921.1|AEAL, LOC115256851|XP_029711751.1|AEAL	LOC117581639|XP_034124899.1|DGUA
OG0001539	LOC115256829|XP_029711671.1|AEAL, LOC109409459|XP_019538447.2|AEAL	LOC117578728|XP_034120278.1|DGUA
OG0001541	LOC109432987|XP_029714335.1|AEAL	LOC117580432|XP_034122878.1|DGUA
OG0001542	LOC109432944|XP_029714329.1|AEAL, LOC115269571|XP_029734248.1|AEAL, LOC109397712|XP_029716564.1|AEAL	LOC117585256|XP_034130558.1|DGUA
OG0001545	LOC109427791|XP_029729833.1|AEAL, LOC109406902|XP_019535453.2|AEAL	LOC117581656|XP_034124926.1|DGUA
OG0001546	LOC115260715|XP_029717799.1|AEAL, LOC109427786|XP_029729830.1|AEAL, LOC115267137|XP_029729838.1|AEAL, LOC115267133|XP_029729831.1|AEAL	LOC117581655|XP_034124924.1|DGUA
OG0001547	LOC109427728|XP_029716999.1|AEAL, LOC109431385|XP_029717824.1|AEAL	LOC117581566|XP_034124789.1|DGUA
OG0001548	LOC109431598|XP_019563381.1|AEAL	LOC117581841|XP_034125187.1|DGUA, LOC117581327|XP_034124327.1|DGUA
OG0001549	LOC109402113|XP_019530282.2|AEAL, LOC109430926|XP_019562584.2|AEAL, LOC109412105|XP_029733708.1|AEAL, LOC109429391|XP_029729535.1|AEAL	LOC117584420|XP_034129195.1|DGUA
OG0001551	LOC115263679|XP_029722750.1|AEAL, LOC109397268|XP_029722745.1|AEAL, LOC115263681|XP_029722757.1|AEAL, LOC109423221|XP_029712009.1|AEAL	LOC117584920|XP_034129957.1|DGUA
OG0001552	LOC109432145|XP_019563994.2|AEAL	LOC117583494|XP_034127725.1|DGUA
OG0001553	LOC109404451|XP_029719047.1|AEAL, LOC109406334|XP_029719131.1|AEAL	LOC117580811|XP_034123417.1|DGUA
OG0001554	LOC109408861|XP_029708342.1|AEAL, LOC109430398|XP_029722982.1|AEAL, LOC115254802|XP_029708343.1|AEAL	LOC117589662|XP_034137689.1|DGUA
OG0001555	LOC109419749|XP_029708619.1|AEAL, LOC109410077|XP_029712726.1|AEAL, LOC109430219|XP_029712739.1|AEAL	LOC117582050|XP_034125484.1|DGUA
OG0001556	LOC109405167|XP_019533732.2|AEAL	LOC117592180|XP_034141670.1|DGUA
OG0001557	LOC109402353|XP_019530567.2|AEAL, LOC109416919|XP_029715829.1|AEAL, LOC109424039|XP_029733671.1|AEAL, LOC115253440|XP_029727687.1|AEAL, LOC115266033|XP_029727695.1|AEAL	LOC117581015|XP_034123728.1|DGUA
OG0001558	LOC109402361|XP_019530572.2|AEAL, LOC109416954|XP_029716316.1|AEAL	LOC117588768|XP_034136139.1|DGUA
OG0001559	LOC115254037|XP_029715998.1|AEAL, LOC115260406|XP_029717220.1|AEAL, LOC109425509|XP_029716263.1|AEAL, LOC115259442|XP_029715876.1|AEAL, LOC115259446|XP_029715880.1|AEAL	LOC117585268|XP_034130578.1|DGUA
OG0001560	LOC109425486|XP_029715755.1|AEAL, LOC109398989|XP_029732546.1|AEAL	LOC117589956|XP_034138145.1|DGUA
OG0001561	LOC109429292|XP_029716173.1|AEAL, LOC115259577|XP_029716152.1|AEAL, LOC109398222|XP_029716249.1|AEAL	LOC117583511|XP_034127745.1|DGUA
OG0001562	LOC115270143|XP_029735109.1|AEAL, LOC109408085|XP_019536849.2|AEAL	LOC117584307|XP_034129023.1|DGUA
OG0001564	LOC109414942|XP_029715984.1|AEAL	LOC117585388|XP_034130728.1|DGUA
OG0001565	LOC115267371|XP_029730218.1|AEAL, LOC115267361|XP_029730191.1|AEAL	LOC117589699|XP_034137751.1|DGUA
OG0001566	LOC115264136|XP_029723361.1|AEAL, LOC109398578|XP_019526511.1|AEAL	LOC117581666|XP_034124940.1|DGUA, LOC117585764|XP_034131330.1|DGUA
OG0001567	LOC109402927|XP_019531211.2|AEAL, LOC109416104|XP_019545619.2|AEAL, LOC115264346|XP_029723871.1|AEAL	LOC117590347|XP_034138769.1|DGUA
OG0001568	LOC109415708|XP_029723856.1|AEAL, LOC109402915|XP_029722660.1|AEAL, LOC109416065|XP_029722659.1|AEAL	LOC117583802|XP_034128274.1|DGUA
OG0001569	LOC109416056|XP_019545562.2|AEAL	LOC117583350|XP_034127510.1|DGUA
OG0001571	LOC109419083|XP_029729401.1|AEAL	LOC117584011|XP_034128632.1|DGUA
OG0001572	LOC109622523|XP_019932450.2|AEAL, LOC109409029|XP_019537990.2|AEAL, LOC109622524|XP_029716654.1|AEAL, LOC109409041|XP_019538007.1|AEAL	LOC117588412|XP_034135571.1|DGUA
OG0001573	LOC115264451|XP_029724005.1|AEAL, LOC109399288|XP_019527271.2|AEAL, LOC115264447|XP_029723997.1|AEAL	LOC117579054|XP_034120644.1|DGUA
OG0001574	LOC109429069|XP_029726546.1|AEAL	LOC117590503|XP_034139056.1|DGUA
OG0001575	LOC109409967|XP_029725816.1|AEAL, LOC109420227|XP_029717036.1|AEAL	LOC117585654|XP_034131131.1|DGUA
OG0001576	LOC115254213|XP_029732527.1|AEAL, LOC109426722|XP_019557810.2|AEAL, LOC109417979|XP_019547668.2|AEAL, LOC109398203|XP_029719587.1|AEAL	LOC117585132|XP_034130351.1|DGUA
OG0001577	LOC115253479|XP_029735167.1|AEAL, LOC109413467|XP_019542687.2|AEAL	LOC117582932|XP_034126924.1|DGUA, LOC117582743|XP_034126574.1|DGUA
OG0001578	LOC109400664|XP_019528693.2|AEAL, LOC109399403|XP_019527386.2|AEAL	LOC117587943|XP_034134835.1|DGUA
OG0001579	LOC109400727|XP_019528768.2|AEAL, LOC115270004|XP_029734781.1|AEAL, LOC109402729|XP_029710412.1|AEAL	LOC117579491|XP_034121281.1|DGUA, LOC117591408|XP_034140551.1|DGUA
OG0001580	LOC115253588|XP_029718179.1|AEAL, LOC109422538|XP_029734653.1|AEAL	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA
OG0001581	LOC109416404|XP_029722240.1|AEAL, LOC109407423|XP_029722334.1|AEAL	LOC117580747|XP_034123324.1|DGUA
OG0001582	LOC109430913|XP_019562562.2|AEAL, LOC115253853|XP_029721974.1|AEAL	LOC117592138|XP_034141578.1|DGUA
OG0001583	LOC115270462|XP_029736054.1|AEAL, LOC115254265|XP_029736053.1|AEAL, LOC109404342|XP_019532732.2|AEAL, LOC109399486|XP_029736051.1|AEAL	LOC117582100|XP_034125558.1|DGUA
OG0001584	LOC109424272|XP_019554908.2|AEAL, LOC109428708|XP_029735275.1|AEAL, LOC115270166|XP_029735261.1|AEAL	LOC117587251|XP_034133715.1|DGUA, LOC117587250|XP_034133714.1|DGUA
OG0001585	LOC115271113|XP_029736459.1|AEAL, LOC115253738|XP_029723021.1|AEAL, LOC109399713|XP_029722989.1|AEAL	LOC117588430|XP_034135601.1|DGUA
OG0001586	LOC115270291|XP_029735498.1|AEAL, LOC109430628|XP_029735523.1|AEAL, LOC109423770|XP_019554322.2|AEAL	LOC117580112|XP_034122282.1|DGUA
OG0001587	LOC109414257|XP_029735555.1|AEAL, LOC109423750|XP_029735576.1|AEAL	LOC117588970|XP_034136452.1|DGUA
OG0001588	LOC109398173|XP_029728531.1|AEAL	LOC117590665|XP_034139421.1|DGUA
OG0001591	LOC109621324|XP_029728256.1|AEAL	LOC117585194|XP_034130435.1|DGUA
OG0001592	LOC115258170|XP_029714081.1|AEAL	LOC117582373|XP_034125924.1|DGUA
OG0001593	LOC109622884|XP_019932896.2|AEAL, LOC115258143|XP_029714051.1|AEAL	LOC117582137|XP_034125610.1|DGUA
OG0001594	LOC109622862|XP_029713874.1|AEAL, LOC115257965|XP_029713789.1|AEAL, LOC115258452|XP_029714413.1|AEAL	LOC117583889|XP_034128434.1|DGUA
OG0001595	LOC109412019|XP_029713367.1|AEAL, LOC115253600|XP_029720691.1|AEAL	LOC117587330|XP_034133857.1|DGUA
OG0001596	LOC109401373|XP_019529448.2|AEAL	LOC117584621|XP_034129533.1|DGUA
OG0001597	LOC109432887|XP_019564798.1|AEAL, LOC115257139|XP_029712384.1|AEAL, LOC109401424|XP_019529521.1|AEAL	LOC117587606|XP_034134348.1|DGUA
OG0001598	LOC109432877|XP_029712246.1|AEAL	LOC117584830|XP_034129849.1|DGUA
OG0001599	LOC115256862|XP_029711787.1|AEAL, LOC109401377|XP_029712007.1|AEAL, LOC115256865|XP_029711804.1|AEAL, LOC109432892|XP_029709597.1|AEAL	LOC117587664|XP_034134446.1|DGUA
OG0001601	LOC109433084|XP_019565020.1|AEAL	LOC117588103|XP_034135065.1|DGUA
OG0001602	LOC109420147|XP_019550010.2|AEAL, LOC115261802|XP_029719550.1|AEAL	LOC117588186|XP_034135197.1|DGUA
OG0001603	LOC109414044|XP_019543328.2|AEAL, LOC109414021|XP_019543299.2|AEAL	LOC117588008|XP_034134923.1|DGUA
OG0001604	LOC109425135|XP_019555911.1|AEAL	LOC117581022|XP_034123739.1|DGUA
OG0001606	LOC109429377|XP_019560821.1|AEAL	LOC117591303|XP_034140399.1|DGUA
OG0001607	LOC109419105|XP_019548872.1|AEAL, LOC109409321|XP_029714954.1|AEAL, LOC115258719|XP_029714931.1|AEAL	LOC117584051|XP_034128682.1|DGUA
OG0001608	LOC109419520|XP_019549278.2|AEAL, LOC109409303|XP_029718146.1|AEAL, LOC115258927|XP_029715300.1|AEAL	LOC117588153|XP_034135141.1|DGUA
OG0001609	LOC109398729|XP_029714920.1|AEAL, LOC109398673|XP_029714929.1|AEAL, LOC109404922|XP_029725170.1|AEAL	LOC117592175|XP_034141665.1|DGUA
OG0001610	LOC115258726|XP_029714948.1|AEAL, LOC109407249|XP_019535801.2|AEAL, LOC109414319|XP_029714568.1|AEAL	LOC117587904|XP_034134773.1|DGUA
OG0001611	LOC115258142|XP_029714046.1|AEAL, LOC109420908|XP_019550933.1|AEAL, LOC115257979|XP_029713809.1|AEAL, LOC109412694|XP_029714041.1|AEAL	LOC117582651|XP_034126441.1|DGUA
OG0001612	LOC109428206|XP_019559821.2|AEAL, LOC109417730|XP_029709162.1|AEAL	LOC117581789|XP_034125110.1|DGUA
OG0001613	LOC109417765|XP_019547453.1|AEAL, LOC109420005|XP_019549839.2|AEAL	LOC117584513|XP_034129344.1|DGUA
OG0001614	LOC115255480|XP_029709465.1|AEAL, LOC115255482|XP_029709468.1|AEAL, LOC109419396|XP_029709464.1|AEAL, LOC115255255|XP_029709061.1|AEAL, LOC109419402|XP_029709066.1|AEAL, LOC115255253|XP_029709059.1|AEAL	LOC117588893|XP_034136336.1|DGUA
OG0001615	LOC109420624|XP_019550528.2|AEAL	LOC117588084|XP_034135043.1|DGUA
OG0001616	LOC109423882|XP_029727241.1|AEAL, LOC109404803|XP_029727277.1|AEAL	LOC117584255|XP_034128950.1|DGUA
OG0001617	LOC109421516|XP_019551572.2|AEAL	LOC117588210|XP_034135239.1|DGUA
OG0001618	LOC109421337|XP_029726923.1|AEAL, LOC109432435|XP_029727064.1|AEAL, LOC115261817|XP_029719569.1|AEAL, LOC109405709|XP_029719580.1|AEAL	LOC117584508|XP_034129334.1|DGUA
OG0001619	LOC115264711|XP_029724582.1|AEAL, LOC109621384|XP_029732568.1|AEAL, LOC115268607|XP_029732592.1|AEAL	LOC117588216|XP_034135249.1|DGUA
OG0001620	LOC109402269|XP_019530468.1|AEAL	LOC117581391|XP_034124428.1|DGUA
OG0001621	LOC109415860|XP_019545354.2|AEAL	LOC117579213|XP_034120875.1|DGUA
OG0001622	LOC109416800|XP_029720044.1|AEAL, LOC109419134|XP_029722942.1|AEAL, LOC115263283|XP_029722278.1|AEAL	LOC117590256|XP_034138627.1|DGUA
OG0001623	LOC109429702|XP_029720029.1|AEAL, LOC109407011|XP_019535571.2|AEAL	LOC117582069|XP_034125516.1|DGUA
OG0001624	LOC109408550|XP_019537419.2|AEAL, LOC109429595|XP_019561130.2|AEAL	LOC117591561|XP_034140757.1|DGUA
OG0001625	LOC109408551|XP_019537420.2|AEAL, LOC109429586|XP_019561119.2|AEAL	LOC117584761|XP_034129754.1|DGUA
OG0001626	LOC109428105|XP_019559338.1|AEAL, LOC109418325|XP_029720111.1|AEAL	LOC117581866|XP_034125220.1|DGUA
OG0001627	LOC109411342|XP_019540417.2|AEAL, LOC109415390|XP_019544798.2|AEAL, LOC109418337|XP_019548070.2|AEAL, LOC109427307|XP_029721198.1|AEAL	LOC117585983|XP_034131691.1|DGUA
OG0001628	LOC109427034|XP_019558124.2|AEAL, LOC109411383|XP_029726981.1|AEAL	LOC117585416|XP_034130780.1|DGUA
OG0001630	LOC109405034|XP_029734032.1|AEAL, LOC109405037|XP_029734327.1|AEAL, LOC109622043|XP_029712020.1|AEAL	LOC117585651|XP_034131129.1|DGUA
OG0001631	LOC109416443|XP_029734365.1|AEAL, LOC109621281|XP_029734362.1|AEAL	LOC117585890|XP_034131536.1|DGUA
OG0001632	LOC109422711|XP_019553122.1|AEAL, LOC109412318|XP_029727895.1|AEAL	LOC117587767|XP_034134594.1|DGUA
OG0001633	LOC115271096|XP_029736444.1|AEAL, LOC109422628|XP_029725209.1|AEAL, LOC109402823|XP_019531094.1|AEAL	LOC117590009|XP_034138188.1|DGUA
OG0001635	LOC109429217|XP_029716819.1|AEAL, LOC115261363|XP_029718747.1|AEAL, LOC109429221|XP_029719377.1|AEAL	LOC117591101|XP_034140094.1|DGUA
OG0001636	LOC109398901|XP_019526899.2|AEAL, LOC109429212|XP_029718656.1|AEAL	LOC117586373|XP_034132292.1|DGUA
OG0001637	LOC115258189|XP_029714117.1|AEAL, LOC109426630|XP_019557707.2|AEAL, LOC115258187|XP_029714113.1|AEAL, LOC109426656|XP_029718993.1|AEAL	LOC117582735|XP_034126556.1|DGUA
OG0001638	LOC109411634|XP_019540740.2|AEAL	LOC117580743|XP_034123319.1|DGUA
OG0001639	LOC109404490|XP_029719136.1|AEAL, LOC109406321|XP_029719042.1|AEAL	LOC117585172|XP_034130408.1|DGUA
OG0001640	LOC109419435|XP_019549229.1|AEAL, LOC109403478|XP_019531851.1|AEAL	LOC117586412|XP_034132338.1|DGUA
OG0001641	LOC109426306|XP_019557308.2|AEAL, LOC109411963|XP_019541167.1|AEAL	LOC117590019|XP_034138199.1|DGUA
OG0001642	LOC109424536|XP_029733403.1|AEAL, LOC115269399|XP_029733935.1|AEAL, LOC115255853|XP_029709901.1|AEAL, LOC115255851|XP_029709900.1|AEAL	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA
OG0001643	LOC109418776|XP_029715744.1|AEAL, LOC115259341|XP_029715733.1|AEAL, LOC109415836|XP_029713232.1|AEAL, LOC115259353|XP_029715752.1|AEAL	LOC117581925|XP_034125291.1|DGUA
OG0001644	LOC109418709|XP_019548494.2|AEAL	LOC117579426|XP_034121197.1|DGUA
OG0001645	LOC115257624|XP_029713305.1|AEAL, LOC109413080|XP_029713148.1|AEAL	LOC117587802|XP_034134649.1|DGUA
OG0001646	LOC109413573|XP_029720859.1|AEAL, LOC109401280|XP_029721578.1|AEAL	LOC117591963|XP_034141291.1|DGUA
OG0001647	LOC109401223|XP_029721390.1|AEAL, LOC115262726|XP_029721280.1|AEAL, LOC109413596|XP_029720595.1|AEAL	LOC117592618|XP_034142394.1|DGUA
OG0001648	LOC115262670|XP_029721133.1|AEAL, LOC109427045|XP_029717126.1|AEAL, LOC115262680|XP_029721145.1|AEAL, LOC109623356|XP_029721134.1|AEAL	LOC117580345|XP_034122742.1|DGUA
OG0001649	LOC109397413|XP_019525279.2|AEAL, LOC109412767|XP_029721046.1|AEAL	LOC117592128|XP_034141564.1|DGUA
OG0001650	LOC109432676|XP_029730723.1|AEAL, LOC109408777|XP_029730726.1|AEAL	LOC117582790|XP_034126682.1|DGUA
OG0001651	LOC109408787|XP_029730840.1|AEAL, LOC109428969|XP_029730823.1|AEAL, LOC109428971|XP_029731974.1|AEAL, LOC109408718|XP_029730821.1|AEAL	LOC117592082|XP_034141485.1|DGUA
OG0001652	LOC109399621|XP_029731140.1|AEAL	LOC117579190|XP_034120849.1|DGUA
OG0001653	LOC109399660|XP_029708106.1|AEAL, LOC115255827|XP_029709875.1|AEAL, LOC109400976|XP_029731220.1|AEAL	LOC117580235|XP_034122548.1|DGUA
OG0001654	LOC109403945|NP_001339903.1|AEAL	LOC117578837|XP_034120504.1|DGUA
OG0001655	LOC109410731|XP_029731604.1|AEAL, LOC115269255|XP_029733667.1|AEAL	LOC117592021|XP_034141367.1|DGUA
OG0001656	LOC109621465|XP_019931052.2|AEAL	LOC117583974|XP_034128572.1|DGUA
OG0001657	LOC109426045|XP_019557030.2|AEAL	LOC117585207|XP_034130476.1|DGUA, LOC117591237|XP_034140302.1|DGUA
OG0001658	LOC109426019|XP_019556991.2|AEAL, LOC115268031|XP_029731791.1|AEAL	LOC117580128|XP_034122313.1|DGUA
OG0001659	LOC109407562|XP_019536180.2|AEAL	LOC117580109|XP_034122276.1|DGUA
OG0001660	LOC109431466|XP_029717923.1|AEAL, LOC109427676|XP_029717854.1|AEAL, LOC115258122|XP_029714022.1|AEAL, LOC115269338|XP_029733852.1|AEAL	LOC117579530|XP_034121337.1|DGUA
OG0001661	LOC109414514|XP_029728551.1|AEAL, LOC109404880|XP_019533381.2|AEAL	LOC117584993|XP_034130113.1|DGUA
OG0001662	LOC109417990|XP_019547687.2|AEAL, LOC115268496|XP_029732380.1|AEAL	LOC117589426|XP_034137252.1|DGUA
OG0001678	LOC109408922|XP_029711596.1|AEAL, LOC115260205|XP_029716994.1|AEAL, LOC109433615|XP_029711083.1|AEAL, LOC115260185|XP_029716963.1|AEAL, LOC115260194|XP_029716969.1|AEAL	LOC117580896|XP_034123547.1|DGUA
OG0001679	LOC109415212|XP_019544646.2|AEAL, LOC109415214|XP_019544647.2|AEAL, LOC109428378|XP_019559646.2|AEAL, LOC109428377|XP_029710925.1|AEAL	LOC117581490|XP_034124628.1|DGUA
OG0001680	LOC115260966|XP_029718195.1|AEAL, LOC109428517|XP_019559858.1|AEAL, LOC109430094|XP_019561673.2|AEAL	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA
OG0001681	LOC109416811|XP_019546423.2|AEAL, LOC109415352|XP_029729162.1|AEAL, LOC109423618|XP_019554140.2|AEAL	LOC117581508|XP_034124675.1|DGUA
OG0001682	LOC115256469|XP_029710974.1|AEAL	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA
OG0001683	LOC109416114|XP_019545626.2|AEAL, LOC109621808|XP_019931510.1|AEAL	LOC117588117|XP_034135082.1|DGUA
OG0001684	LOC115256343|XP_029710528.1|AEAL, LOC109427539|XP_019558649.2|AEAL, LOC115256960|XP_029712031.1|AEAL, LOC115256954|XP_029712019.1|AEAL	LOC117590653|XP_034139388.1|DGUA
OG0001685	LOC109428224|XP_019559478.2|AEAL, LOC109430130|XP_019561706.2|AEAL	LOC117584670|XP_034129589.1|DGUA
OG0001686	LOC109427429|XP_019558530.2|AEAL	LOC117580626|XP_034123100.1|DGUA
OG0001687	LOC109427351|XP_019558428.2|AEAL, LOC109402090|XP_029710935.1|AEAL, LOC109427352|XP_029711143.1|AEAL, LOC109402065|XP_019530209.2|AEAL	LOC117590479|XP_034139028.1|DGUA
OG0001688	LOC109404901|XP_019533400.2|AEAL, LOC115256592|XP_029711257.1|AEAL	LOC117579093|XP_034120706.1|DGUA
OG0001689	LOC115256509|XP_029711047.1|AEAL, LOC109398406|XP_029711250.1|AEAL, LOC109404898|XP_029711253.1|AEAL	LOC117580915|XP_034123568.1|DGUA
OG0001690	LOC109433013|XP_019564943.1|AEAL, LOC109397732|XP_019525596.2|AEAL, LOC115258376|XP_029714318.1|AEAL	LOC117580390|XP_034122821.1|DGUA
OG0001691	LOC109397684|XP_029734176.1|AEAL, LOC115269517|XP_029734165.1|AEAL, LOC109432956|XP_029734174.1|AEAL	LOC117581910|XP_034125270.1|DGUA
OG0001694	LOC109432366|XP_029715793.1|AEAL, LOC109423030|XP_029708364.1|AEAL, LOC109423073|XP_029717735.1|AEAL	LOC117589892|XP_034138053.1|DGUA, LOC117589533|XP_034137417.1|DGUA
OG0001695	LOC109427735|XP_019558869.2|AEAL, LOC109431389|XP_019563152.2|AEAL	LOC117587860|XP_034134717.1|DGUA
OG0001696	LOC115266521|XP_029728639.1|AEAL, LOC109405943|XP_029729111.1|AEAL	LOC117589540|XP_034137425.1|DGUA
OG0001697	LOC115269276|XP_029733709.1|AEAL, LOC109430914|XP_019562567.1|AEAL	LOC117585180|XP_034130414.1|DGUA
OG0001698	LOC109431484|XP_019563244.1|AEAL	LOC117581435|XP_034124498.1|DGUA
OG0001699	LOC109405285|XP_029714225.1|AEAL	LOC117589829|XP_034137951.1|DGUA
OG0001700	LOC109405057|XP_029713376.1|AEAL, LOC109622062|XP_029734346.1|AEAL	LOC117586019|XP_034131740.1|DGUA
OG0001701	LOC115256222|XP_029710343.1|AEAL, LOC109422162|XP_029707971.1|AEAL, LOC115257156|XP_029712414.1|AEAL	LOC117583263|XP_034127381.1|DGUA
OG0001702	LOC115258622|XP_029714776.1|AEAL, LOC109419095|XP_019548853.1|AEAL, LOC109409381|XP_019538372.1|AEAL, LOC115266950|XP_029729536.1|AEAL	LOC117587852|XP_034134709.1|DGUA
OG0001703	LOC109397269|XP_019525134.2|AEAL, LOC109423222|XP_029722761.1|AEAL, LOC115263676|XP_029722744.1|AEAL	LOC117585491|XP_034130877.1|DGUA
OG0001704	LOC109397270|XP_029722762.1|AEAL, LOC115263675|XP_029722743.1|AEAL, LOC109423223|XP_029722754.1|AEAL	LOC117585013|XP_034130144.1|DGUA
OG0001705	LOC115268587|XP_029732560.1|AEAL, LOC109397249|XP_029722771.1|AEAL	LOC117591475|XP_034140649.1|DGUA
OG0001706	LOC109430200|XP_029736167.1|AEAL, LOC109423515|XP_029722781.1|AEAL	LOC117587585|XP_034134316.1|DGUA
OG0001707	LOC109423500|XP_029722789.1|AEAL	LOC117583055|XP_034127110.1|DGUA
OG0001708	LOC109400120|XP_019528151.2|AEAL, LOC115254318|XP_029707583.1|AEAL, LOC109621597|XP_019931224.2|AEAL	LOC117583352|XP_034127513.1|DGUA
OG0001709	LOC109621622|XP_019931256.2|AEAL, LOC109400053|XP_019528069.3|AEAL	LOC117589187|XP_034136802.1|DGUA
OG0001710	LOC115255392|XP_029709314.1|AEAL, LOC109622162|XP_029709306.1|AEAL, LOC115257514|XP_029713051.1|AEAL, LOC109429524|XP_019561038.1|AEAL	LOC117585393|XP_034130747.1|DGUA
OG0001711	LOC115269840|XP_029734479.1|AEAL, LOC109400404|XP_029725412.1|AEAL, LOC115270135|XP_029735090.1|AEAL	LOC117589870|XP_034138030.1|DGUA
