Orthogroup	AEAL.longest_only	AALB.longest_only
OG0002412	LOC109424031|XP_019554630.2|AEAL	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC109416411|XP_019546021.2|AEAL, LOC109424016|XP_019554616.1|AEAL	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC109426727|XP_029727791.1|AEAL, LOC115253562|XP_029727767.1|AEAL, LOC109416406|XP_029727752.1|AEAL	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC109404407|XP_029727780.1|AEAL, LOC109431916|XP_029727815.1|AEAL	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC109427191|XP_019558248.1|AEAL, LOC115261166|XP_029718383.1|AEAL, LOC115269128|XP_029733396.1|AEAL	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC109422611|XP_019552963.2|AEAL	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC109402803|XP_029712262.1|AEAL, LOC109422593|XP_019552942.2|AEAL	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC109406137|XP_019534740.2|AEAL	LOC118460727|XP_035781172.1|AALB
OG0002420	LOC115255981|XP_029710060.1|AEAL, LOC109401781|XP_019529940.1|AEAL	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC109403301|XP_029718355.1|AEAL, LOC109433402|XP_019565378.2|AEAL	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC109403279|XP_029718646.1|AEAL, LOC109415066|XP_029718641.1|AEAL	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC109429232|XP_029716815.1|AEAL, LOC109398795|XP_019526745.1|AEAL	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC109429186|XP_019560614.1|AEAL, LOC109398833|XP_019526811.1|AEAL	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC115261381|XP_029718815.1|AEAL, LOC109398799|XP_019526754.2|AEAL	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC115261414|XP_029718899.1|AEAL, LOC109411624|XP_029717161.1|AEAL, LOC109427260|XP_029718894.1|AEAL, LOC115261436|XP_029718952.1|AEAL	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC115253574|XP_029718948.1|AEAL, LOC109427264|XP_029717173.1|AEAL, LOC109411630|XP_019540736.2|AEAL	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC109406316|XP_029719038.1|AEAL, LOC115261490|XP_029719070.1|AEAL	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC115261550|XP_029719264.1|AEAL, LOC109416636|XP_029719270.1|AEAL, LOC109432845|XP_029719217.1|AEAL	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC109424554|XP_029734038.1|AEAL, LOC109411981|XP_019541183.1|AEAL	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC109428755|XP_029734060.1|AEAL, LOC115254230|XP_029734017.1|AEAL, LOC109424538|XP_029709899.1|AEAL, LOC115255855|XP_029709903.1|AEAL	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC109428768|XP_029734006.1|AEAL, LOC109424525|XP_029734072.1|AEAL, LOC115269440|XP_029734063.1|AEAL, LOC115257284|XP_029712596.1|AEAL, LOC115257285|XP_029712598.1|AEAL	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC115269424|XP_029734004.1|AEAL, LOC109424522|XP_019555235.1|AEAL, LOC109428773|XP_019560158.2|AEAL	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC109397748|XP_029733992.1|AEAL, LOC109428785|XP_019560175.1|AEAL	LOC118464154|XP_035787174.1|AALB
OG0002435	LOC109398907|XP_019526904.2|AEAL, LOC109401672|XP_029724221.1|AEAL	LOC118467377|XP_035793694.1|AALB
OG0002436	LOC109398921|XP_029724218.1|AEAL, LOC115254125|XP_029724251.1|AEAL	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC115254183|XP_029730051.1|AEAL, LOC109402904|XP_029724129.1|AEAL, LOC109422198|XP_029724559.1|AEAL	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC115257717|XP_029713462.1|AEAL, LOC109415957|XP_029713717.1|AEAL	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC109418751|XP_029713697.1|AEAL, LOC109415959|XP_029713593.1|AEAL	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC109418811|XP_019548584.2|AEAL, LOC109417077|XP_019546747.2|AEAL, LOC115257498|XP_029713009.1|AEAL	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC115257471|XP_029712943.1|AEAL, LOC109420297|XP_029713032.1|AEAL, LOC109401669|XP_029712999.1|AEAL	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC109420344|XP_029712749.1|AEAL, LOC109401673|XP_029712757.1|AEAL	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC109401648|XP_029713083.1|AEAL, LOC109401649|XP_029712787.1|AEAL, LOC109420366|XP_029730471.1|AEAL	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC109401662|XP_029730473.1|AEAL, LOC115257911|XP_029713784.1|AEAL, LOC115257403|XP_029712825.1|AEAL	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC115257878|XP_029713705.1|AEAL, LOC109402267|XP_019530461.1|AEAL, LOC109433172|XP_019565114.1|AEAL	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC115260074|XP_029716805.1|AEAL, LOC109433192|XP_029729345.1|AEAL, LOC115257588|XP_029713230.1|AEAL	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC115257472|XP_029712944.1|AEAL, LOC109403396|XP_019531766.1|AEAL	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC115257584|XP_029713224.1|AEAL, LOC109400007|XP_019528018.1|AEAL, LOC109621796|XP_019931470.1|AEAL	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC109422379|XP_029716839.1|AEAL	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC109424414|XP_019555060.2|AEAL	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC109422328|XP_019552560.2|AEAL	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC115254693|XP_029708222.1|AEAL, LOC115254685|XP_029708199.1|AEAL, LOC109424446|XP_029708201.1|AEAL	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC109420175|XP_019550048.2|AEAL, LOC109422353|XP_029708227.1|AEAL, LOC109424451|XP_029708131.1|AEAL, LOC115253931|XP_029708203.1|AEAL	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC109418694|XP_029713033.1|AEAL, LOC115253822|XP_029712843.1|AEAL, LOC109412925|XP_029713078.1|AEAL	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC109412923|XP_029713312.1|AEAL, LOC115257489|XP_029712989.1|AEAL, LOC109418692|XP_029716787.1|AEAL	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC115267663|XP_029730674.1|AEAL, LOC109418656|XP_029719579.1|AEAL	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC109413106|XP_019542359.2|AEAL, LOC109418541|XP_029712779.1|AEAL	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC115267656|XP_029730655.1|AEAL, LOC115257893|XP_029713733.1|AEAL	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC109431046|XP_019562724.2|AEAL	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC115262752|XP_029721412.1|AEAL, LOC109425678|XP_029721418.1|AEAL, LOC109433256|XP_029721446.1|AEAL	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC109401285|XP_019529322.2|AEAL, LOC109413584|XP_019542822.2|AEAL, LOC115262748|XP_029721395.1|AEAL	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC109623319|XP_019933398.2|AEAL, LOC109401268|XP_029712575.1|AEAL, LOC115253542|XP_029721265.1|AEAL	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC109401266|XP_019931340.2|AEAL, LOC109623304|XP_019933369.1|AEAL, LOC115253667|XP_029721228.1|AEAL, LOC115254011|XP_029714401.1|AEAL	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC115262703|XP_029721234.1|AEAL, LOC109623298|XP_019933357.1|AEAL, LOC109401193|XP_029712119.1|AEAL	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC115262711|XP_029721254.1|AEAL, LOC109623297|XP_019933356.2|AEAL, LOC109401269|XP_029712102.1|AEAL	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC109623254|XP_029712140.1|AEAL	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC109623393|XP_029721162.1|AEAL, LOC115263532|XP_029722626.1|AEAL	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC109410089|XP_029721138.1|AEAL	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC109401592|XP_019529711.2|AEAL	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC109401601|XP_019529721.2|AEAL, LOC109397423|XP_019525288.2|AEAL	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC115262639|XP_029720999.1|AEAL, LOC109421921|XP_019552046.2|AEAL	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC109421914|XP_029721006.1|AEAL, LOC115262617|XP_029720873.1|AEAL	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC109421912|XP_019552036.2|AEAL	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC109408748|XP_029730746.1|AEAL, LOC109428958|XP_029730784.1|AEAL	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC109399102|XP_029731130.1|AEAL	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC109399666|XP_029731229.1|AEAL, LOC109401366|XP_019529467.1|AEAL	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC109410568|XP_029731265.1|AEAL, LOC109421166|XP_019551208.1|AEAL	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC109410556|XP_029731269.1|AEAL, LOC109421148|XP_029731276.1|AEAL	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC115255995|XP_029710077.1|AEAL, LOC109426484|XP_029710082.1|AEAL, LOC109408983|XP_029732053.1|AEAL	LOC118466774|XP_035792392.1|AALB
OG0002480	LOC109426380|XP_029731461.1|AEAL	LOC118464983|XP_035788708.1|AALB
OG0002481	LOC109622288|XP_029731527.1|AEAL, LOC109403155|XP_019531441.1|AEAL	LOC118464500|XP_035787828.1|AALB
OG0002482	LOC109403343|XP_019531695.2|AEAL	LOC118463880|XP_035786692.1|AALB
OG0002483	LOC109410616|XP_019539683.2|AEAL, LOC109410719|XP_019539782.2|AEAL	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC109410624|XP_019539691.1|AEAL, LOC109433521|XP_019565507.2|AEAL	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC109410649|XP_019539726.2|AEAL, LOC115256130|XP_029710244.1|AEAL	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC109407646|XP_019536343.2|AEAL	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC109621445|XP_019931024.2|AEAL, LOC115259979|XP_029716639.1|AEAL	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC109426032|XP_019557015.1|AEAL	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC109425913|XP_019556831.2|AEAL	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC109407551|XP_019536164.2|AEAL, LOC115270973|XP_029736210.1|AEAL, LOC115262215|XP_029720425.1|AEAL	LOC118463761|XP_035786468.1|AALB
OG0002491	LOC109407544|XP_019536154.2|AEAL	LOC118466923|XP_035792701.1|AALB
OG0002492	LOC109425762|XP_029720466.1|AEAL	LOC118465993|XP_035790678.1|AALB
OG0002493	LOC109425769|XP_019556634.2|AEAL, LOC115262224|XP_029720470.1|AEAL, LOC109407508|XP_019536105.2|AEAL	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC109418565|XP_019548318.2|AEAL	LOC118462829|XP_035784753.1|AALB
OG0002508	LOC115255628|XP_029709578.1|AEAL, LOC109397812|XP_029709596.1|AEAL, LOC115255662|XP_029709626.1|AEAL, LOC109405359|XP_029715575.1|AEAL	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC109397813|XP_019525683.2|AEAL, LOC109405355|XP_019533956.2|AEAL, LOC115255638|XP_029709594.1|AEAL	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC109424962|XP_029718276.1|AEAL, LOC109431083|XP_029718282.1|AEAL, LOC115256524|XP_029711072.1|AEAL	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC109431106|XP_029711263.1|AEAL, LOC109424968|XP_029718293.1|AEAL	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC109424989|XP_029711820.1|AEAL, LOC109431130|XP_029710759.1|AEAL	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC109431143|XP_019562884.2|AEAL, LOC115256574|XP_029711207.1|AEAL	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC109415652|XP_019545109.2|AEAL, LOC109431134|XP_019562871.1|AEAL, LOC115256861|XP_029711784.1|AEAL, LOC115253976|XP_029711783.1|AEAL	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002515	LOC115260646|XP_029717594.1|AEAL, LOC109421839|XP_029717546.1|AEAL	LOC118462630|XP_035784370.1|AALB
OG0002516	LOC115269334|XP_029733837.1|AEAL, LOC109403482|XP_029711076.1|AEAL, LOC115268707|XP_029732665.1|AEAL, LOC109433655|XP_019565657.2|AEAL	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC109433641|XP_029733391.1|AEAL, LOC115256852|XP_029711756.1|AEAL, LOC115256816|XP_029711645.1|AEAL	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC115260183|XP_029716960.1|AEAL, LOC115256446|XP_029710919.1|AEAL, LOC109408964|XP_029716961.1|AEAL	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC109433632|XP_029716975.1|AEAL, LOC109408925|XP_029710640.1|AEAL, LOC115260197|XP_029716983.1|AEAL	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC109408926|XP_019537862.2|AEAL, LOC115256620|XP_029711302.1|AEAL	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC109415224|XP_019544657.1|AEAL, LOC109428365|XP_019559631.2|AEAL, LOC115257081|XP_029712284.1|AEAL	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC109415190|XP_029710962.1|AEAL	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC109422157|XP_029710418.1|AEAL, LOC109428449|XP_019559760.2|AEAL	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC109428472|XP_019559785.1|AEAL, LOC109422184|XP_019552373.1|AEAL	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC109422185|XP_019552375.2|AEAL, LOC109428473|XP_029710496.1|AEAL	LOC118458396|XP_035776699.1|AALB
OG0002527	LOC109428484|XP_029711121.1|AEAL	LOC118469047|XP_035796409.1|AALB
OG0002528	LOC109428492|XP_029711638.1|AEAL, LOC109428493|XP_029711426.1|AEAL, LOC109415177|XP_029721802.1|AEAL	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC109430085|XP_029711856.1|AEAL, LOC109428506|XP_029711698.1|AEAL	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC109430088|XP_019561666.2|AEAL, LOC115256457|XP_029710943.1|AEAL	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC115256602|XP_029711271.1|AEAL, LOC109428509|XP_029710785.1|AEAL	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC109416823|XP_019546446.1|AEAL	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC109428574|XP_029712652.1|AEAL	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC109416909|XP_019546574.2|AEAL, LOC109428578|XP_029712643.1|AEAL	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC109397833|XP_029710885.1|AEAL	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC109397902|XP_019525785.1|AEAL, LOC115256557|XP_029711146.1|AEAL	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
OG0002537	LOC109397922|XP_019525808.2|AEAL, LOC109416136|XP_029711561.1|AEAL	LOC118467244|XP_035793409.1|AALB
OG0002539	LOC109398742|XP_019526678.2|AEAL	LOC118465434|XP_035789579.1|AALB
OG0002540	LOC109427522|XP_019558621.1|AEAL	LOC118456270|XP_035772778.1|AALB
OG0002541	LOC115269129|XP_029733397.1|AEAL, LOC109427527|XP_029711025.1|AEAL	LOC118458974|XP_035777860.1|AALB
OG0002542	LOC115256341|XP_029710526.1|AEAL, LOC109401915|XP_019530077.2|AEAL	LOC118461245|XP_035782255.1|AALB
OG0002543	LOC109414698|XP_029709667.1|AEAL, LOC109401917|XP_019530082.1|AEAL	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB
OG0002544	LOC109414680|XP_029709705.1|AEAL, LOC115255722|XP_029709684.1|AEAL	LOC118458190|XP_035776330.1|AALB
OG0002545	LOC115253952|XP_029709718.1|AEAL, LOC109401825|XP_029709703.1|AEAL	LOC118463572|XP_035786106.1|AALB
OG0002547	LOC109422051|XP_019552231.1|AEAL	LOC118468754|XP_035795808.1|AALB
OG0002548	LOC115253964|XP_029710429.1|AEAL, LOC109422057|XP_019552236.2|AEAL	LOC118463908|XP_035786782.1|AALB
OG0002549	LOC115256320|XP_029710428.1|AEAL, LOC109422056|XP_019552235.2|AEAL	LOC118463719|XP_035786443.1|AALB
OG0002550	LOC109404729|XP_029733226.1|AEAL, LOC115269089|XP_029733298.1|AEAL, LOC109397202|XP_029733373.1|AEAL	LOC118459714|XP_035779271.1|AALB
OG0002551	LOC115253444|XP_029711677.1|AEAL, LOC109422021|XP_029724723.1|AEAL	LOC118463635|XP_035786260.1|AALB
OG0002552	LOC109422019|XP_019552206.2|AEAL, LOC115256474|XP_029710983.1|AEAL, LOC115254139|XP_029724722.1|AEAL	LOC118458898|XP_035777750.1|AALB
OG0002553	LOC109427424|XP_029711735.1|AEAL, LOC109410145|XP_029712389.1|AEAL	LOC118458325|XP_035776567.1|AALB
OG0002554	LOC109410141|XP_019539212.1|AEAL, LOC115256388|XP_029710658.1|AEAL, LOC109427420|XP_019558506.2|AEAL	LOC118459206|XP_035778279.1|AALB
OG0002555	LOC109427416|XP_019558503.2|AEAL, LOC115254514|XP_029707929.1|AEAL, LOC109427414|XP_029707927.1|AEAL	LOC118458461|XP_035776874.1|AALB
OG0002556	LOC109405083|XP_019533625.2|AEAL, LOC109416553|XP_029715728.1|AEAL	LOC118468415|XP_035795111.1|AALB
OG0002557	LOC109400388|XP_019528437.1|AEAL, LOC109398417|XP_019526319.1|AEAL	LOC118459862|XP_035779530.1|AALB
OG0002558	LOC109409415|XP_019538401.2|AEAL	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB
OG0002559	LOC109398410|XP_019526308.2|AEAL	LOC118460503|XP_035780794.1|AALB
OG0002560	LOC109397627|XP_029736272.1|AEAL, LOC109409537|XP_019538520.2|AEAL	LOC118462752|XP_035784612.1|AALB
OG0002561	LOC109397637|XP_019525470.2|AEAL, LOC109409494|XP_019538492.1|AEAL	LOC118457115|XP_035774310.1|AALB
OG0002562	LOC109433005|XP_029734245.1|AEAL, LOC109397724|XP_029714327.1|AEAL	LOC118459194|XP_035778292.1|AALB
OG0002565	LOC109397598|XP_029724029.1|AEAL, LOC109422874|XP_029724027.1|AEAL, LOC115264462|XP_029724031.1|AEAL	LOC118458607|XP_035777178.1|AALB
OG0002566	LOC109403520|XP_029717451.1|AEAL	LOC118457951|XP_035775867.1|AALB
OG0002567	LOC109403570|XP_029717435.1|AEAL, LOC115253716|XP_029717406.1|AEAL	LOC118458470|XP_035776896.1|AALB
OG0002568	LOC109423025|XP_029708347.1|AEAL	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB
OG0002569	LOC109423063|XP_029708379.1|AEAL, LOC115254052|XP_029717754.1|AEAL	LOC118466808|XP_035792487.1|AALB
OG0002570	LOC115253437|XP_029717736.1|AEAL, LOC109423029|XP_029715782.1|AEAL, LOC109432363|XP_029708365.1|AEAL	LOC118463264|XP_035785630.1|AALB
OG0002571	LOC109432347|XP_029715791.1|AEAL, LOC115259369|XP_029715788.1|AEAL, LOC115259365|XP_029715769.1|AEAL, LOC109423075|XP_029708360.1|AEAL	LOC118459191|XP_035778243.1|AALB
OG0002572	LOC109423047|XP_029717260.1|AEAL, LOC109400902|XP_019528928.2|AEAL, LOC115260604|XP_029717479.1|AEAL	LOC118465676|XP_035790000.1|AALB
OG0002573	LOC109400917|XP_029734152.1|AEAL, LOC115261967|XP_029719754.1|AEAL, LOC109422826|XP_029717565.1|AEAL, LOC115260612|XP_029717504.1|AEAL	LOC118465039|XP_035788802.1|AALB
OG0002574	LOC109422819|XP_019553254.2|AEAL, LOC109400912|XP_019528947.2|AEAL, LOC115260453|XP_029717262.1|AEAL	LOC118459213|XP_035778286.1|AALB
OG0002575	LOC109422800|XP_019553226.2|AEAL, LOC115260620|XP_029717525.1|AEAL, LOC115260644|XP_029717590.1|AEAL	LOC118460978|XP_035781689.1|AALB
OG0002576	LOC115260625|XP_029717542.1|AEAL, LOC109422773|XP_019553197.1|AEAL	LOC118457903|XP_035775787.1|AALB
OG0002577	LOC109621478|XP_019931066.1|AEAL, LOC115262091|XP_029719927.1|AEAL, LOC115268366|XP_029732240.1|AEAL	LOC118462760|XP_035784619.1|AALB
OG0002578	LOC109418592|XP_019548346.2|AEAL, LOC109425008|XP_029717645.1|AEAL	LOC118463146|XP_035785416.1|AALB
OG0002579	LOC115260681|XP_029717700.1|AEAL, LOC115260659|XP_029717656.1|AEAL	LOC118468470|XP_035795183.1|AALB
OG0002580	LOC109424861|XP_019555604.2|AEAL, LOC115253520|XP_019542159.1|AEAL, LOC109412953|XP_019542160.2|AEAL	LOC118456955|XP_035774025.1|AALB
OG0002581	LOC109427644|XP_029717837.1|AEAL, LOC109431502|XP_029717873.1|AEAL	LOC118463781|XP_035786495.1|AALB
OG0002582	LOC109405953|XP_029728671.1|AEAL, LOC109417114|XP_029729104.1|AEAL	LOC118460196|XP_035780195.1|AALB
OG0002583	LOC109412146|XP_029718055.1|AEAL, LOC109431289|XP_029718054.1|AEAL	LOC118460362|XP_035780502.1|AALB
OG0002584	LOC109431661|XP_019563454.1|AEAL	LOC118459487|XP_035778797.1|AALB
OG0002585	LOC109431765|XP_019563584.2|AEAL	LOC118459494|XP_035778809.1|AALB
OG0002586	LOC115266522|XP_029728653.1|AEAL, LOC109405935|XP_019534528.1|AEAL, LOC109417111|XP_029728648.1|AEAL	LOC118461083|XP_035781869.1|AALB
OG0002587	LOC109405934|XP_029728652.1|AEAL, LOC109417110|XP_019546781.1|AEAL	LOC118461082|XP_035781867.1|AALB
OG0002588	LOC115258291|XP_029714235.1|AEAL, LOC109405289|XP_029714234.1|AEAL, LOC115258276|XP_029714216.1|AEAL	LOC118458842|XP_035777638.1|AALB
OG0002589	LOC115259521|XP_029716013.1|AEAL, LOC109427621|XP_029728543.1|AEAL	LOC118456825|XP_035773813.1|AALB
OG0002590	LOC109405632|XP_019534239.1|AEAL	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB
OG0002591	LOC109622734|XP_019932729.2|AEAL	LOC118458027|XP_035776026.1|AALB
OG0002592	LOC109419444|XP_029733620.1|AEAL, LOC109423120|XP_029708010.1|AEAL, LOC115269232|XP_029733630.1|AEAL	LOC118456419|XP_035773045.1|AALB
OG0002593	LOC115269228|XP_029733615.1|AEAL, LOC109419360|XP_029708004.1|AEAL	LOC118460083|XP_035779991.1|AALB
OG0002594	LOC109423130|XP_029707990.1|AEAL, LOC109419224|XP_029732686.1|AEAL	LOC118461262|XP_035782277.1|AALB
OG0002595	LOC109423135|XP_029707977.1|AEAL	LOC118461076|XP_035781862.1|AALB
OG0002596	LOC115257165|XP_029712423.1|AEAL, LOC109423194|XP_029707967.1|AEAL	LOC118457696|XP_035775362.1|AALB
OG0002597	LOC109397289|XP_029729629.1|AEAL, LOC115257174|XP_029712436.1|AEAL, LOC109423201|XP_029707964.1|AEAL	LOC118457495|XP_035775023.1|AALB
OG0002598	LOC109423164|XP_029723057.1|AEAL	LOC118468263|XP_035794906.1|AALB
OG0002599	LOC109423245|XP_029723029.1|AEAL, LOC115263524|XP_029722617.1|AEAL	LOC118468881|XP_035796065.1|AALB
OG0002600	LOC115263729|XP_029722862.1|AEAL, LOC109423476|XP_019553990.2|AEAL, LOC109432147|XP_019563997.1|AEAL	LOC118459383|XP_035778578.1|AALB
OG0002601	LOC109432097|XP_019563939.2|AEAL, LOC109425408|XP_019556227.2|AEAL, LOC115263842|XP_029723068.1|AEAL	LOC118456247|XP_035772737.1|AALB
OG0002602	LOC109432219|XP_029722831.1|AEAL, LOC109425437|XP_019556252.2|AEAL	LOC118460924|XP_035781573.1|AALB
OG0002603	LOC109430273|XP_029722868.1|AEAL	LOC118457541|XP_035775087.1|AALB
OG0002604	LOC115255990|XP_029710069.1|AEAL, LOC115263744|XP_029722890.1|AEAL, LOC109415534|XP_029722867.1|AEAL, LOC109430275|XP_029722886.1|AEAL	LOC118458877|XP_035777720.1|AALB
OG0002605	LOC109409963|XP_029729843.1|AEAL, LOC109622284|XP_029722952.1|AEAL, LOC109400124|XP_019528157.2|AEAL	LOC118457185|XP_035774425.1|AALB
OG0002606	LOC109400039|XP_029707692.1|AEAL, LOC109621269|XP_029707674.1|AEAL, LOC115253475|XP_029717017.1|AEAL	LOC118457815|XP_035775569.1|AALB
OG0002607	LOC115254356|XP_029707672.1|AEAL, LOC109621606|XP_019931237.2|AEAL	LOC118457828|XP_035775595.1|AALB
OG0002608	LOC115253508|XP_029712564.1|AEAL, LOC109400096|XP_019528120.2|AEAL, LOC109621580|XP_029707625.1|AEAL	LOC118460311|XP_035780411.1|AALB
OG0002609	LOC109399514|XP_019527509.1|AEAL	LOC118464878|XP_035788513.1|AALB
OG0002610	LOC109410078|XP_029713708.1|AEAL, LOC115257574|XP_029713209.1|AEAL, LOC115253996|XP_029713734.1|AEAL	LOC118460663|XP_035781023.1|AALB
OG0002611	LOC109430214|XP_029713449.1|AEAL	LOC118461384|XP_035782538.1|AALB
OG0002612	LOC109432118|XP_019563948.2|AEAL	LOC118457549|XP_035775108.1|AALB
OG0002613	LOC109430360|XP_019561967.1|AEAL	LOC118460241|XP_035780290.1|AALB
OG0002614	LOC109430327|XP_029712814.1|AEAL	LOC118460234|XP_035780269.1|AALB
OG0002615	LOC115257413|XP_029712852.1|AEAL, LOC109430704|XP_029712849.1|AEAL, LOC109429975|XP_029712827.1|AEAL	LOC118457714|XP_035775393.1|AALB
OG0002616	LOC109399840|XP_029729746.1|AEAL, LOC109425277|XP_029729740.1|AEAL, LOC115267050|XP_029729717.1|AEAL	LOC118456417|XP_035773037.1|AALB
OG0002617	LOC109415611|XP_029716464.1|AEAL, LOC109416908|XP_019546569.2|AEAL	LOC118461561|XP_035782915.1|AALB
OG0002618	LOC109402360|XP_029730301.1|AEAL, LOC109416957|XP_029716330.1|AEAL	LOC118468547|XP_035795335.1|AALB
OG0002619	LOC109400433|XP_029716432.1|AEAL	LOC118461725|XP_035783285.1|AALB
OG0002620	LOC109400447|XP_029716142.1|AEAL, LOC109623042|XP_029716139.1|AEAL	LOC118461756|XP_035783376.1|AALB
