Orthogroup	AEAL.longest_only	DMEL.longest_only
OG0001279	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL	RpS17|NP_524002.1|DMEL
OG0001280	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL	CG13876|NP_612009.1|DMEL
OG0001281	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL, LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL	Cpr62Bb|NP_001137869.1|DMEL
OG0001282	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL, LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL	CG3165|NP_608732.1|DMEL
OG0001283	LOC109405605|XP_019534212.2|AEAL	CG8414|NP_611084.2|DMEL
OG0001284	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL	Scp1|NP_001263160.1|DMEL
OG0001285	LOC109407533|XP_019536144.2|AEAL, LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL	Gale|NP_612044.1|DMEL
OG0001286	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL	CG31676|NP_652593.3|DMEL
OG0001287	LOC109417665|XP_029709322.1|AEAL, LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL	CG31344|NP_650433.1|DMEL
OG0001288	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL	Pkg21D|NP_477213.1|DMEL
OG0001289	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL, LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL	CG33511|NP_001014492.2|DMEL
OG0001290	LOC109411751|XP_029720185.1|AEAL	Msp300|NP_001188695.1|DMEL
OG0001291	LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL	Nap1|NP_477128.1|DMEL
OG0001292	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL	Pgant9|NP_001097342.1|DMEL
OG0001293	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL	mRpL33|NP_524981.2|DMEL
OG0001294	LOC109428031|XP_029720704.1|AEAL	Kap-alpha3|NP_731377.1|DMEL
OG0001295	LOC109427321|XP_019558396.2|AEAL	CCT6|NP_573066.1|DMEL
OG0001296	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL	Ugt50B3|NP_001260710.1|DMEL
OG0001297	LOC109403034|XP_029724657.1|AEAL	Saf-B|NP_733041.2|DMEL
OG0001298	LOC115271076|XP_029736372.1|AEAL, LOC109402751|XP_029712232.1|AEAL	SIFaR|NP_001163674.1|DMEL
OG0001299	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL, LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL	Con|NP_001246635.1|DMEL
OG0001300	LOC109404863|XP_029730231.1|AEAL	Tctp|NP_650048.1|DMEL
OG0001301	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL, LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL	CG11236|NP_609075.1|DMEL
OG0001302	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL	CG8654|NP_611451.1|DMEL
OG0001303	LOC109405755|XP_019534367.2|AEAL	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL
OG0001304	LOC109422619|XP_029712250.1|AEAL	RN-tre|NP_652381.1|DMEL
OG0001305	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL	CRMP|NP_730954.2|DMEL
OG0001306	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL	modSP|NP_536776.2|DMEL
OG0001307	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL	Rcc1|NP_523943.1|DMEL
OG0001308	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL	CG2924|NP_569994.1|DMEL
OG0001309	LOC109406154|XP_019534767.1|AEAL, LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL	CG14882|NP_650544.1|DMEL
OG0001311	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL	Bx|NP_001259687.1|DMEL
OG0001312	LOC109422322|XP_029708138.1|AEAL	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL
OG0001313	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL	SMC2|NP_610995.1|DMEL
OG0001314	LOC109408951|XP_019537896.2|AEAL	GatC|NP_001027263.1|DMEL
OG0001315	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL	CG4325|NP_569969.1|DMEL
OG0001326	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL	Fer2LCH|NP_001263106.1|DMEL
OG0001328	LOC109426400|XP_019557457.1|AEAL, LOC109428421|XP_019559716.2|AEAL, LOC109430528|XP_029729088.1|AEAL	CycD|NP_523355.2|DMEL
OG0001329	LOC109428569|XP_019559888.2|AEAL	CG9723|NP_573142.1|DMEL
OG0001330	LOC109406965|XP_019535520.2|AEAL	mud|NP_727769.3|DMEL
OG0001331	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL	CG14780|NP_569920.2|DMEL
OG0001332	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL, LOC109433016|XP_029734230.1|AEAL	CG16700|NP_573191.1|DMEL
OG0001333	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL, LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL	OtopLb|NP_608758.1|DMEL
OG0001334	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL, LOC109425173|XP_029717621.1|AEAL	CDase|NP_651797.1|DMEL
OG0001335	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL, LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL	Ect3|NP_650142.1|DMEL
OG0001337	LOC109405489|XP_019534122.2|AEAL	Ubr1|NP_573184.1|DMEL
OG0001338	LOC109430336|XP_019561937.2|AEAL	Sply|NP_652032.1|DMEL
OG0001339	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL, LOC109622561|XP_019932516.2|AEAL	Lac|NP_523713.2|DMEL
OG0001340	LOC109399955|XP_019527968.2|AEAL	Dbp80|NP_001263168.1|DMEL
OG0001341	LOC109398471|XP_019526395.2|AEAL	CG13630|NP_651281.1|DMEL
OG0001344	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL, LOC109423594|XP_029723283.1|AEAL	5-HT7|NP_524599.1|DMEL
OG0001345	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL, LOC109402443|XP_019530675.1|AEAL	CG12811|NP_649972.1|DMEL
OG0001346	LOC109402420|XP_029733451.1|AEAL, LOC115267181|XP_029729909.1|AEAL, LOC109405431|XP_029712606.1|AEAL	CG16734|NP_649872.2|DMEL
OG0001347	LOC109404017|XP_019532425.2|AEAL	CG14613|NP_608463.1|DMEL
OG0001348	LOC109418066|XP_019547779.2|AEAL	Rai1|NP_996492.1|DMEL
OG0001349	LOC109407770|XP_019536490.2|AEAL	CG7120|NP_001246667.1|DMEL
OG0001350	LOC109397828|XP_019525707.2|AEAL, LOC109418971|XP_029709783.1|AEAL	CG7560|NP_648462.1|DMEL
OG0001351	LOC109419691|XP_029733477.1|AEAL	CG12129|NP_610545.1|DMEL
OG0001352	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL	Src42A|NP_610191.2|DMEL
OG0001353	LOC115263700|XP_029722794.1|AEAL, LOC115261548|XP_029719298.1|AEAL, LOC115262218|XP_029720456.1|AEAL, LOC115262103|XP_029719983.1|AEAL, LOC109427105|XP_029725593.1|AEAL	CG7272|NP_648768.1|DMEL
OG0001354	LOC115256955|XP_029712021.1|AEAL, LOC109417878|XP_029725401.1|AEAL	retn|NP_788434.1|DMEL
OG0001355	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL	RpS24|NP_611693.1|DMEL
OG0001356	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL, LOC109408089|XP_019536851.2|AEAL, LOC115269850|XP_029734492.1|AEAL	Tpc1|NP_650034.1|DMEL
OG0001357	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL	Mcad|NP_648149.1|DMEL
OG0001358	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL	ftz-f1|NP_524143.2|DMEL
OG0001359	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL, LOC109422959|XP_019553405.2|AEAL	Spn27A|NP_652024.1|DMEL
OG0001360	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL	eIF3j|NP_610541.1|DMEL
OG0001361	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL, LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL	CNMaR|NP_001027122.2|DMEL
OG0001362	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL	Ubc4|NP_524010.2|DMEL
OG0001363	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL	Vha13|NP_477437.1|DMEL
OG0001364	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL, LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL	luna|NP_001260879.1|DMEL
OG0001365	LOC109431682|XP_019563486.1|AEAL	BI-1|NP_648205.1|DMEL
OG0001367	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL	CG33143|NP_001368934.1|DMEL
OG0001368	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL	Hydr1|NP_610459.2|DMEL
OG0001369	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL	Ndc80|NP_572902.1|DMEL
OG0001370	LOC109414239|XP_019543595.2|AEAL	CG3520|NP_611792.1|DMEL
OG0001371	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL	CG17684|NP_001015352.3|DMEL
OG0001372	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL	Stacl|NP_001260996.1|DMEL
OG0001373	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL	DIP-theta|NP_723103.1|DMEL
OG0001374	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL	Sps1|NP_725374.1|DMEL
OG0001375	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL	CG44098|NP_001262264.1|DMEL
OG0001376	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL	Smyd4-3|NP_725048.1|DMEL
OG0001377	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL	Snoo|NP_001097115.1|DMEL
OG0001378	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL	TTLL3B|NP_609068.2|DMEL
OG0001379	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL	drm|NP_001285590.1|DMEL
OG0001380	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL	ZnT41F|NP_610185.1|DMEL
OG0001381	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL	csul|NP_477184.1|DMEL
OG0001382	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL	toc|NP_477153.1|DMEL
OG0001383	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL	Tom7|NP_610433.1|DMEL
OG0001384	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL	amd|NP_724162.1|DMEL
OG0001385	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL, LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL	Pka-C1|NP_476977.1|DMEL
OG0001387	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL	CG5958|NP_609119.2|DMEL
OG0001388	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL, LOC109429983|XP_019561538.2|AEAL	bsk|NP_723541.1|DMEL
OG0001389	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL	beat-IV|NP_001262876.1|DMEL
OG0001390	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL	Gs1l|NP_477229.3|DMEL
OG0001391	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL	AsnRS|NP_609948.1|DMEL
OG0001392	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL	CG10803|NP_570064.1|DMEL
OG0001393	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL	RpL30|NP_524687.1|DMEL
OG0001394	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL	rho-5|NP_995679.1|DMEL
OG0001395	LOC109621259|XP_019931809.1|AEAL	Caf1-55|NP_524354.1|DMEL
OG0001396	LOC109408447|XP_029716986.1|AEAL	CG12123|NP_572478.1|DMEL
OG0001397	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL	dpr4|NP_001014616.2|DMEL
OG0001399	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL	Nipped-A|NP_001097192.2|DMEL
OG0001400	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL	CG7966|NP_650256.2|DMEL
OG0001401	LOC109403463|XP_029712834.1|AEAL	obst-F|NP_649186.1|DMEL
OG0001402	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL	CG10516|NP_648819.2|DMEL
OG0001403	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL	Oat|NP_649139.1|DMEL
OG0001404	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL	bbc|NP_001246300.1|DMEL
OG0001405	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL	NtR|NP_651958.2|DMEL
OG0001406	LOC109622277|XP_029732223.1|AEAL	Tim8|NP_572713.1|DMEL
OG0001407	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL	CG33051|NP_788522.1|DMEL
OG0001408	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL	CG8299|NP_611066.1|DMEL
OG0001429	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL	PK1-R|NP_001247089.1|DMEL
OG0001430	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL	sqd|NP_731825.1|DMEL
OG0001431	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL	CG32708|NP_727306.1|DMEL, CG40813|NP_001104071.2|DMEL, CG41562|NP_001104090.1|DMEL, CG10993|NP_572923.1|DMEL
OG0001432	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL	ND-75|NP_511083.1|DMEL
OG0001433	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL	vret|NP_651092.1|DMEL
OG0001434	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL	Rala|NP_525063.1|DMEL
OG0001435	LOC109416125|XP_029710971.1|AEAL	Nup50|NP_610355.1|DMEL
OG0001436	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL	CG5815|NP_733196.1|DMEL
OG0001437	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL	RpS13|NP_476938.1|DMEL
OG0001438	LOC109422027|XP_029711761.1|AEAL	CG1523|NP_651635.2|DMEL
OG0001439	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL	RpS30|NP_650922.1|DMEL
OG0001440	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL	CG11590|NP_572945.1|DMEL
OG0001441	LOC115265321|XP_029725736.1|AEAL	obst-A|NP_608378.2|DMEL
OG0001442	LOC109424859|XP_019555600.1|AEAL	smt3|NP_477411.1|DMEL
OG0001443	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL, LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL	CG9747|NP_651779.1|DMEL
OG0001444	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL	CG31198|NP_732654.1|DMEL
OG0001445	LOC109411874|XP_019541044.2|AEAL	Sfxn1-3|NP_730823.2|DMEL
OG0001446	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL	CG17119|NP_651116.1|DMEL
OG0001447	LOC109421116|XP_019551143.2|AEAL	ClC-a|NP_788639.1|DMEL
OG0001448	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL	Fer1HCH|NP_001263104.1|DMEL
OG0001449	LOC109423544|XP_019554076.2|AEAL	Got1|NP_725534.1|DMEL
OG0001450	LOC109622496|XP_029726338.1|AEAL	Gpdh1|NP_476565.1|DMEL
OG0001451	LOC115265630|XP_029727357.1|AEAL, LOC109410479|XP_019539586.1|AEAL, LOC109622431|XP_019932313.1|AEAL	CG12836|NP_001286153.2|DMEL
OG0001452	LOC109423306|XP_029726453.1|AEAL	Rgk1|NP_725875.3|DMEL
OG0001453	LOC109413963|XP_029726579.1|AEAL, LOC109413964|XP_029726580.1|AEAL	Pdss2|NP_649277.1|DMEL
OG0001454	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL, LOC109418111|XP_029726752.1|AEAL	Patr-1|NP_650592.1|DMEL
OG0001455	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL	Exn|NP_001189123.1|DMEL
OG0001456	LOC109398403|XP_029733496.1|AEAL	CAP|NP_001369075.1|DMEL
OG0001457	LOC109419688|XP_019549483.2|AEAL	Cap-G|NP_995827.2|DMEL
OG0001458	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL, LOC109419645|XP_029725842.1|AEAL	Dh44-R1|NP_610960.1|DMEL
OG0001459	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL, LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL	CG33993|NP_001033991.1|DMEL
OG0001460	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL	Vps13|NP_610299.2|DMEL
OG0001461	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL	Grip84|NP_728264.1|DMEL
OG0001462	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL	Hsp83|NP_523899.1|DMEL
OG0001464	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL	Vps26|NP_569952.2|DMEL
OG0001465	LOC109422596|XP_019552950.2|AEAL, LOC115261757|XP_029719503.1|AEAL	CG12341|NP_610612.1|DMEL
OG0001466	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL	CG17036|NP_609584.1|DMEL
OG0001467	LOC109418475|XP_029713246.1|AEAL, LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL	Osi21|NP_609501.1|DMEL
OG0001468	LOC109430819|XP_019562448.2|AEAL, LOC115263200|XP_029722038.1|AEAL	PGRP-LA|NP_996026.1|DMEL
OG0001470	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL	CG7365|NP_649178.1|DMEL
OG0001471	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL	Glut1|NP_612073.2|DMEL
OG0001472	LOC109423871|XP_019554459.1|AEAL	Prosbeta6|NP_524115.1|DMEL
OG0001473	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL	Or82a|NP_730794.1|DMEL
OG0001474	LOC109407040|XP_029729020.1|AEAL	CG3781|NP_572303.4|DMEL
OG0001475	LOC109403692|XP_029709907.1|AEAL	PIG-N|NP_610549.1|DMEL
OG0001476	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL	Wnt5|NP_476924.1|DMEL
OG0001477	LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL	ATPsyngamma|NP_524550.1|DMEL
OG0001478	LOC109424450|XP_019555137.2|AEAL, LOC115258689|XP_029714876.1|AEAL, LOC109424474|XP_029715698.1|AEAL	crq|NP_787957.1|DMEL
OG0001479	LOC115258549|XP_029714561.1|AEAL, LOC109622895|XP_019932909.1|AEAL	CG16824|NP_001097158.1|DMEL, CG13364|NP_652500.1|DMEL
OG0001480	LOC109412011|XP_019541200.1|AEAL, LOC109407916|XP_019536650.2|AEAL	ebi|NP_477329.1|DMEL
OG0001481	LOC109420446|XP_019550339.1|AEAL	CG31688|NP_610035.4|DMEL
OG0001482	LOC109419041|XP_029729424.1|AEAL, LOC109408159|XP_019536937.2|AEAL	cato|NP_477344.1|DMEL
OG0001483	LOC109409255|XP_019538216.2|AEAL	lt|NP_001036416.1|DMEL
OG0001484	LOC109407146|XP_019535690.2|AEAL, LOC109417136|XP_019546804.2|AEAL, LOC109417138|XP_029714454.1|AEAL, LOC115258522|XP_029714516.1|AEAL, LOC109417139|XP_019546808.2|AEAL, LOC115258481|XP_029714456.1|AEAL	CG2772|NP_608776.1|DMEL
OG0001485	LOC115255446|XP_029709435.1|AEAL, LOC109420666|XP_029729847.1|AEAL, LOC115255102|XP_029708756.1|AEAL	NijB|NP_649068.1|DMEL
OG0001486	LOC109430162|XP_019561750.2|AEAL	Tg|NP_609174.1|DMEL
OG0001487	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL	CG40498|NP_001104342.3|DMEL
OG0001488	LOC109421621|XP_029727645.1|AEAL, LOC109409219|XP_019538188.2|AEAL, LOC115265844|XP_029727650.1|AEAL	CG4734|NP_610864.1|DMEL
OG0001489	LOC109429600|XP_029720073.1|AEAL, LOC109408563|XP_029719959.1|AEAL	sick|NP_001260606.1|DMEL
OG0001490	LOC109408543|XP_019537410.1|AEAL, LOC109429596|XP_019561131.1|AEAL, LOC109415098|XP_019544506.1|AEAL, LOC109403000|XP_019531258.1|AEAL, LOC115261832|XP_029719602.1|AEAL, LOC109415097|XP_019544504.1|AEAL	RpS21|NP_722853.1|DMEL
OG0001491	LOC109429880|XP_019561410.1|AEAL	Rab5|NP_523457.1|DMEL
OG0001492	LOC109420451|XP_019550346.2|AEAL	kl-2|NP_001015505.5|DMEL, CG9068|NP_611111.1|DMEL
OG0001493	LOC109621647|XP_019931315.2|AEAL, LOC109426353|XP_019557359.1|AEAL	Naa20A|NP_001259714.1|DMEL
