Orthogroup	AEAL.longest_only	DSUB.longest_only
OG0001657	LOC109426045|XP_019557030.2|AEAL	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB
OG0001658	LOC109426019|XP_019556991.2|AEAL, LOC115268031|XP_029731791.1|AEAL	LOC117894841|XP_034657982.1|DSUB
OG0001659	LOC109407562|XP_019536180.2|AEAL	LOC117894221|XP_034657028.1|DSUB, LOC117894325|XP_034657199.1|DSUB
OG0001660	LOC109431466|XP_029717923.1|AEAL, LOC109427676|XP_029717854.1|AEAL, LOC115258122|XP_029714022.1|AEAL, LOC115269338|XP_029733852.1|AEAL	LOC117895575|XP_034659187.1|DSUB
OG0001661	LOC109414514|XP_029728551.1|AEAL, LOC109404880|XP_019533381.2|AEAL	LOC117896577|XP_034660874.1|DSUB
OG0001662	LOC109417990|XP_019547687.2|AEAL, LOC115268496|XP_029732380.1|AEAL	LOC117893580|XP_034656144.1|DSUB
OG0001678	LOC109408922|XP_029711596.1|AEAL, LOC115260205|XP_029716994.1|AEAL, LOC109433615|XP_029711083.1|AEAL, LOC115260185|XP_029716963.1|AEAL, LOC115260194|XP_029716969.1|AEAL	LOC117889621|XP_034649960.1|DSUB
OG0001679	LOC109415212|XP_019544646.2|AEAL, LOC109415214|XP_019544647.2|AEAL, LOC109428378|XP_019559646.2|AEAL, LOC109428377|XP_029710925.1|AEAL	LOC117889641|XP_034649994.1|DSUB
OG0001680	LOC115260966|XP_029718195.1|AEAL, LOC109428517|XP_019559858.1|AEAL, LOC109430094|XP_019561673.2|AEAL	LOC117903607|XP_034671753.1|DSUB
OG0001681	LOC109416811|XP_019546423.2|AEAL, LOC109415352|XP_029729162.1|AEAL, LOC109423618|XP_019554140.2|AEAL	LOC117899543|XP_034665517.1|DSUB
OG0001682	LOC115256469|XP_029710974.1|AEAL	LOC117901328|XP_034667928.1|DSUB, LOC117893856|XP_034656514.1|DSUB
OG0001683	LOC109416114|XP_019545626.2|AEAL, LOC109621808|XP_019931510.1|AEAL	LOC117902293|XP_034669463.1|DSUB
OG0001684	LOC115256343|XP_029710528.1|AEAL, LOC109427539|XP_019558649.2|AEAL, LOC115256960|XP_029712031.1|AEAL, LOC115256954|XP_029712019.1|AEAL	LOC117902952|XP_034670465.1|DSUB
OG0001685	LOC109428224|XP_019559478.2|AEAL, LOC109430130|XP_019561706.2|AEAL	LOC117902060|XP_034669023.1|DSUB
OG0001686	LOC109427429|XP_019558530.2|AEAL	LOC117897905|XP_034662877.1|DSUB
OG0001687	LOC109427351|XP_019558428.2|AEAL, LOC109402090|XP_029710935.1|AEAL, LOC109427352|XP_029711143.1|AEAL, LOC109402065|XP_019530209.2|AEAL	LOC117891813|XP_034653404.1|DSUB
OG0001688	LOC109404901|XP_019533400.2|AEAL, LOC115256592|XP_029711257.1|AEAL	LOC117891891|XP_034653585.1|DSUB
OG0001689	LOC115256509|XP_029711047.1|AEAL, LOC109398406|XP_029711250.1|AEAL, LOC109404898|XP_029711253.1|AEAL	LOC117903276|XP_034671069.1|DSUB
OG0001690	LOC109433013|XP_019564943.1|AEAL, LOC109397732|XP_019525596.2|AEAL, LOC115258376|XP_029714318.1|AEAL	LOC117895521|XP_034659117.1|DSUB
OG0001691	LOC109397684|XP_029734176.1|AEAL, LOC115269517|XP_029734165.1|AEAL, LOC109432956|XP_029734174.1|AEAL	LOC117900525|XP_034666814.1|DSUB
OG0001694	LOC109432366|XP_029715793.1|AEAL, LOC109423030|XP_029708364.1|AEAL, LOC109423073|XP_029717735.1|AEAL	LOC117896266|XP_034660348.1|DSUB
OG0001695	LOC109427735|XP_019558869.2|AEAL, LOC109431389|XP_019563152.2|AEAL	LOC117902281|XP_034669444.1|DSUB
OG0001696	LOC115266521|XP_029728639.1|AEAL, LOC109405943|XP_029729111.1|AEAL	LOC117899424|XP_034665310.1|DSUB
OG0001697	LOC115269276|XP_029733709.1|AEAL, LOC109430914|XP_019562567.1|AEAL	LOC117898624|XP_034664071.1|DSUB
OG0001698	LOC109431484|XP_019563244.1|AEAL	LOC117903191|XP_034670942.1|DSUB
OG0001699	LOC109405285|XP_029714225.1|AEAL	LOC117898337|XP_034663552.1|DSUB
OG0001700	LOC109405057|XP_029713376.1|AEAL, LOC109622062|XP_029734346.1|AEAL	LOC117898138|XP_034663224.1|DSUB
OG0001701	LOC115256222|XP_029710343.1|AEAL, LOC109422162|XP_029707971.1|AEAL, LOC115257156|XP_029712414.1|AEAL	LOC117896173|XP_034660145.1|DSUB
OG0001702	LOC115258622|XP_029714776.1|AEAL, LOC109419095|XP_019548853.1|AEAL, LOC109409381|XP_019538372.1|AEAL, LOC115266950|XP_029729536.1|AEAL	LOC117901998|XP_034668903.1|DSUB
OG0001703	LOC109397269|XP_019525134.2|AEAL, LOC109423222|XP_029722761.1|AEAL, LOC115263676|XP_029722744.1|AEAL	LOC117898053|XP_034663105.1|DSUB
OG0001704	LOC109397270|XP_029722762.1|AEAL, LOC115263675|XP_029722743.1|AEAL, LOC109423223|XP_029722754.1|AEAL	LOC117896571|XP_034660862.1|DSUB
OG0001705	LOC115268587|XP_029732560.1|AEAL, LOC109397249|XP_029722771.1|AEAL	LOC117897467|XP_034662207.1|DSUB
OG0001706	LOC109430200|XP_029736167.1|AEAL, LOC109423515|XP_029722781.1|AEAL	LOC117902107|XP_034669106.1|DSUB
OG0001707	LOC109423500|XP_029722789.1|AEAL	LOC117897850|XP_034662809.1|DSUB
OG0001708	LOC109400120|XP_019528151.2|AEAL, LOC115254318|XP_029707583.1|AEAL, LOC109621597|XP_019931224.2|AEAL	LOC117896790|XP_034661178.1|DSUB
OG0001709	LOC109621622|XP_019931256.2|AEAL, LOC109400053|XP_019528069.3|AEAL	LOC117894285|XP_034657134.1|DSUB
OG0001710	LOC115255392|XP_029709314.1|AEAL, LOC109622162|XP_029709306.1|AEAL, LOC115257514|XP_029713051.1|AEAL, LOC109429524|XP_019561038.1|AEAL	LOC117899699|XP_034665797.1|DSUB
OG0001711	LOC115269840|XP_029734479.1|AEAL, LOC109400404|XP_029725412.1|AEAL, LOC115270135|XP_029735090.1|AEAL	LOC117896310|XP_034660425.1|DSUB
OG0001712	LOC109399841|XP_029729691.1|AEAL, LOC115267037|XP_029729684.1|AEAL, LOC109425352|XP_029729696.1|AEAL	LOC117897542|XP_034662359.1|DSUB
OG0001713	LOC109398975|XP_029716513.1|AEAL, LOC109425537|XP_029716528.1|AEAL	LOC117899583|XP_034665590.1|DSUB
OG0001714	LOC115259817|XP_029716486.1|AEAL, LOC115259774|XP_029716427.1|AEAL, LOC109399005|XP_029716112.1|AEAL, LOC109622982|XP_029722653.1|AEAL, LOC115259816|XP_029716485.1|AEAL	LOC117899714|XP_034665820.1|DSUB
OG0001715	LOC109401381|XP_019529468.2|AEAL, LOC109400886|XP_019528918.2|AEAL, LOC109429312|XP_019560762.2|AEAL	LOC117898307|XP_034663477.1|DSUB
OG0001716	LOC109623097|XP_019933124.2|AEAL	LOC117896220|XP_034660249.1|DSUB
OG0001717	LOC109423638|XP_029719505.1|AEAL, LOC115264143|XP_029723384.1|AEAL, LOC109398571|XP_029723371.1|AEAL, LOC115264300|XP_029723832.1|AEAL	LOC117898609|XP_034664050.1|DSUB
OG0001718	LOC109400223|XP_029723302.1|AEAL, LOC109423620|XP_029723313.1|AEAL	LOC117896497|XP_034660729.1|DSUB
OG0001719	LOC115268554|XP_029732505.1|AEAL, LOC109403844|XP_029712297.1|AEAL, LOC115253705|XP_029732506.1|AEAL, LOC109406185|XP_029723614.1|AEAL	LOC117897852|XP_034662813.1|DSUB
OG0001720	LOC109403863|XP_029723621.1|AEAL	LOC117896038|XP_034659938.1|DSUB
OG0001721	LOC109432040|XP_019563886.2|AEAL, LOC109403994|XP_019532403.2|AEAL	LOC117899569|XP_034665573.1|DSUB
OG0001722	LOC109411467|XP_019540538.2|AEAL	LOC117895185|XP_034658555.1|DSUB
OG0001723	LOC109423371|XP_019553902.2|AEAL	LOC117890227|XP_034650856.1|DSUB
OG0001724	LOC109423344|XP_019553835.2|AEAL	LOC117891687|XP_034653157.1|DSUB
OG0001725	LOC109423326|XP_019553810.2|AEAL	LOC117891670|XP_034653130.1|DSUB
OG0001726	LOC115263509|XP_029722609.1|AEAL, LOC109623123|XP_019933165.2|AEAL, LOC115259617|XP_029716230.1|AEAL	LOC117893624|XP_034656195.1|DSUB
OG0001727	LOC109418030|XP_029726633.1|AEAL, LOC109414815|XP_029711984.1|AEAL	LOC117896307|XP_034660421.1|DSUB
OG0001728	LOC109418082|XP_019547801.2|AEAL	LOC117891650|XP_034653090.1|DSUB
OG0001729	LOC109406436|XP_019535077.2|AEAL	LOC117891659|XP_034653105.1|DSUB
OG0001730	LOC109398257|XP_029709830.1|AEAL, LOC109419706|XP_029733514.1|AEAL	LOC117900752|XP_034667125.1|DSUB
OG0001732	LOC115265142|XP_029725250.1|AEAL, LOC115260848|XP_029718029.1|AEAL	LOC117901736|XP_034668510.1|DSUB
OG0001733	LOC109406414|XP_019535051.2|AEAL, LOC109417272|XP_019546928.2|AEAL, LOC109406420|XP_019535057.2|AEAL, LOC109417267|XP_019546925.1|AEAL	LOC117892183|XP_034654161.1|DSUB
OG0001734	LOC109417266|XP_019546923.2|AEAL, LOC109406424|XP_029725718.1|AEAL	LOC117891240|XP_034652477.1|DSUB
OG0001735	LOC109426951|XP_029729883.1|AEAL	LOC117895799|XP_034659610.1|DSUB
OG0001736	LOC109417854|XP_029727478.1|AEAL, LOC109426815|XP_029725428.1|AEAL	LOC117892113|XP_034654019.1|DSUB
OG0001737	LOC109417983|XP_029732525.1|AEAL	LOC117891221|XP_034652457.1|DSUB
OG0001738	LOC109413863|XP_019543137.2|AEAL, LOC109407926|XP_019536665.2|AEAL	LOC117894606|XP_034657648.1|DSUB
OG0001739	LOC115270141|XP_029735105.1|AEAL, LOC109407969|XP_019536717.1|AEAL	LOC117890680|XP_034651555.1|DSUB
OG0001740	LOC109407984|XP_019536737.2|AEAL, LOC109403641|XP_029735149.1|AEAL	LOC117891621|XP_034653048.1|DSUB
OG0001742	LOC109408011|XP_019536770.2|AEAL, LOC115270157|XP_029735218.1|AEAL	LOC117898626|XP_034664073.1|DSUB, LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB
OG0001743	LOC109408012|XP_029735215.1|AEAL, LOC115270145|XP_029735139.1|AEAL	LOC117893557|XP_034656110.1|DSUB
OG0001744	LOC109403225|XP_019531539.2|AEAL	LOC117889742|XP_034650056.1|DSUB
OG0001745	LOC115269982|XP_029734711.1|AEAL, LOC115269628|XP_029734317.1|AEAL, LOC109415821|XP_029725134.1|AEAL, LOC115269663|XP_029734359.1|AEAL	LOC117892426|XP_034654551.1|DSUB
OG0001746	LOC109622618|XP_029722484.1|AEAL, LOC115263321|XP_029722449.1|AEAL	LOC117894423|XP_034657357.1|DSUB
OG0001747	LOC115263306|XP_029722406.1|AEAL, LOC115263315|XP_029722426.1|AEAL, LOC115263307|XP_029722415.1|AEAL, LOC109406167|XP_029722390.1|AEAL	LOC117890076|XP_034650610.1|DSUB
OG0001748	LOC115263139|XP_029721924.1|AEAL, LOC109416559|XP_029722287.1|AEAL, LOC109407443|XP_029721914.1|AEAL	LOC117893466|XP_034655978.1|DSUB, LOC117895669|XP_034659381.1|DSUB
OG0001749	LOC115267516|XP_029730466.1|AEAL, LOC115259278|XP_029715669.1|AEAL, LOC109430859|XP_019562497.1|AEAL, LOC115254031|XP_029715655.1|AEAL	LOC117892211|XP_034654202.1|DSUB
OG0001750	LOC109431670|XP_029714127.1|AEAL, LOC109430934|XP_029715653.1|AEAL, LOC115267494|XP_029730374.1|AEAL, LOC115261705|XP_029719449.1|AEAL	LOC117892206|XP_034654195.1|DSUB
OG0001751	LOC109398021|XP_029719547.1|AEAL, LOC109431649|XP_029730426.1|AEAL, LOC115253837|XP_029730354.1|AEAL	LOC117893996|XP_034656699.1|DSUB
OG0001752	LOC115259196|XP_029715568.1|AEAL, LOC109426412|XP_029730583.1|AEAL, LOC115267605|XP_029730587.1|AEAL	LOC117895535|XP_034659133.1|DSUB
OG0001753	LOC109398064|XP_019525972.2|AEAL, LOC109426354|XP_019557363.2|AEAL, LOC109426344|XP_019557351.2|AEAL, LOC115259177|XP_029715548.1|AEAL	LOC117893684|XP_034656264.1|DSUB
OG0001754	LOC109420811|XP_019550803.2|AEAL, LOC109412508|XP_029713847.1|AEAL, LOC115253592|XP_029735878.1|AEAL	LOC117889901|XP_034650307.1|DSUB
OG0001755	LOC115266750|XP_029729153.1|AEAL, LOC109412528|XP_029735891.1|AEAL	LOC117894184|XP_034656988.1|DSUB
OG0001756	LOC115266752|XP_029729169.1|AEAL, LOC109412544|XP_019541723.1|AEAL	LOC117891537|XP_034652939.1|DSUB
OG0001757	LOC115270222|XP_029735342.1|AEAL, LOC109430681|XP_019562305.1|AEAL, LOC115270241|XP_029735368.1|AEAL, LOC115270217|XP_029735336.1|AEAL	LOC117891011|XP_034652060.1|DSUB
OG0001758	LOC115270253|XP_029735380.1|AEAL, LOC109430620|XP_029735375.1|AEAL, LOC109423842|XP_029735350.1|AEAL	LOC117895768|XP_034659533.1|DSUB
OG0001759	LOC109430608|XP_019562217.1|AEAL, LOC115270273|XP_029735411.1|AEAL, LOC109423798|XP_019554375.1|AEAL, LOC115270266|XP_029735396.1|AEAL	LOC117890765|XP_034651722.1|DSUB
OG0001760	LOC109414249|XP_019543608.2|AEAL, LOC115269758|XP_029734442.1|AEAL	LOC117891361|XP_034652688.1|DSUB
OG0001761	LOC109423726|XP_019554260.1|AEAL	LOC117892178|XP_034654150.1|DSUB
OG0001762	LOC109418268|XP_029720593.1|AEAL, LOC109428047|XP_029720530.1|AEAL	LOC117902728|XP_034670191.1|DSUB
OG0001763	LOC109411550|XP_019540631.1|AEAL	LOC117902566|XP_034669900.1|DSUB
OG0001764	LOC109622266|XP_019932082.1|AEAL, LOC115253494|XP_029728278.1|AEAL, LOC109414458|XP_019543834.1|AEAL	LOC117897455|XP_034662192.1|DSUB
OG0001765	LOC109621325|XP_029728293.1|AEAL, LOC115266290|XP_029728123.1|AEAL, LOC109414440|XP_029728122.1|AEAL, LOC115266301|XP_029728142.1|AEAL	LOC117892288|XP_034654299.1|DSUB
OG0001766	LOC115269611|XP_029734294.1|AEAL, LOC109427871|XP_029715586.1|AEAL, LOC109428179|XP_029715335.1|AEAL	LOC117900266|XP_034666466.1|DSUB
OG0001767	LOC109622889|XP_029714476.1|AEAL, LOC115258507|XP_029714492.1|AEAL, LOC115258528|XP_029714524.1|AEAL	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB
OG0001768	LOC109412010|XP_029720125.1|AEAL, LOC115257759|XP_029713561.1|AEAL, LOC109407908|XP_019536638.1|AEAL, LOC115254092|XP_029720687.1|AEAL	LOC117902484|XP_034669786.1|DSUB
OG0001769	LOC109400999|XP_029713222.1|AEAL, LOC109408306|XP_029713744.1|AEAL	LOC117901087|XP_034667603.1|DSUB
OG0001770	LOC109433152|XP_029711023.1|AEAL	LOC117899985|XP_034666044.1|DSUB
OG0001771	LOC109433086|XP_019565021.2|AEAL, LOC109420252|XP_029710396.1|AEAL	LOC117902713|XP_034670166.1|DSUB
OG0001772	LOC109420799|XP_029724985.1|AEAL, LOC109621992|XP_019931749.1|AEAL	LOC117902463|XP_034669757.1|DSUB
OG0001774	LOC109429413|XP_029724799.1|AEAL	LOC117891437|XP_034652801.1|DSUB
OG0001776	LOC109419091|XP_029714808.1|AEAL, LOC115253815|XP_029725156.1|AEAL, LOC109409366|XP_029729394.1|AEAL	LOC117900734|XP_034667100.1|DSUB
OG0001777	LOC109409271|XP_029715220.1|AEAL	LOC117901125|XP_034667655.1|DSUB
OG0001778	LOC109429671|XP_029719856.1|AEAL, LOC109406524|XP_029720008.1|AEAL	LOC117902058|XP_034669021.1|DSUB
OG0001779	LOC109418248|XP_029714609.1|AEAL	LOC117900601|XP_034666904.1|DSUB
OG0001780	LOC115258855|XP_029715146.1|AEAL, LOC115258860|XP_029715153.1|AEAL, LOC115258473|XP_029714449.1|AEAL, LOC109398732|XP_029714927.1|AEAL	LOC117892514|XP_034654688.1|DSUB
OG0001781	LOC109414315|XP_029714682.1|AEAL, LOC115258599|XP_029714740.1|AEAL, LOC109407247|XP_029714758.1|AEAL	LOC117901199|XP_034667742.1|DSUB
OG0001782	LOC115258569|XP_029714614.1|AEAL, LOC109414353|XP_029715171.1|AEAL, LOC109424187|XP_029712157.1|AEAL, LOC115258463|XP_029714436.1|AEAL	LOC117900207|XP_034666373.1|DSUB
OG0001783	LOC115258718|XP_029714930.1|AEAL, LOC109428988|XP_029724683.1|AEAL, LOC109421033|XP_029714987.1|AEAL	LOC117902122|XP_034669137.1|DSUB
OG0001784	LOC115253792|XP_029715261.1|AEAL, LOC115258710|XP_029714925.1|AEAL, LOC109410184|XP_029715263.1|AEAL, LOC109416535|XP_019546158.2|AEAL	LOC117900170|XP_034666306.1|DSUB
OG0001785	LOC109410228|XP_029729143.1|AEAL, LOC115266835|XP_029729293.1|AEAL	LOC117891113|XP_034652207.1|DSUB
OG0001786	LOC109417548|XP_029729294.1|AEAL, LOC109410231|XP_019539306.2|AEAL	LOC117900476|XP_034666749.1|DSUB
OG0001787	LOC109410234|XP_029709394.1|AEAL, LOC109417633|XP_029709391.1|AEAL	LOC117900425|XP_034666680.1|DSUB
OG0001788	LOC115265624|XP_029727346.1|AEAL, LOC115265639|XP_029727372.1|AEAL, LOC109431001|XP_029727342.1|AEAL	LOC117891498|XP_034652877.1|DSUB
OG0001789	LOC109421604|XP_029727121.1|AEAL, LOC115265852|XP_029727656.1|AEAL	LOC117890090|XP_034650641.1|DSUB
OG0001790	LOC109409179|XP_019538145.2|AEAL	LOC117901611|XP_034668321.1|DSUB
OG0001791	LOC109409116|XP_029727071.1|AEAL	LOC117892276|XP_034654287.1|DSUB
OG0001792	LOC109402239|XP_029720061.1|AEAL, LOC109415858|XP_029717963.1|AEAL	LOC117901206|XP_034667751.1|DSUB
OG0001793	LOC115262335|XP_029720594.1|AEAL, LOC115267562|XP_029730502.1|AEAL, LOC115267560|XP_029730500.1|AEAL, LOC109402335|XP_029720054.1|AEAL	LOC117892145|XP_034654076.1|DSUB
OG0001794	LOC115254172|XP_029728604.1|AEAL, LOC109429544|XP_019561065.2|AEAL	LOC117902057|XP_034669020.1|DSUB
OG0001795	LOC109411726|XP_029720217.1|AEAL	LOC117901874|XP_034668722.1|DSUB
OG0001797	LOC115268734|XP_029732737.1|AEAL, LOC109428007|XP_029707546.1|AEAL, LOC115262291|XP_029720549.1|AEAL	LOC117902992|XP_034670599.1|DSUB
OG0001798	LOC115262178|XP_029720357.1|AEAL, LOC109426199|XP_019557185.1|AEAL, LOC115254084|XP_029719437.1|AEAL	LOC117890798|XP_034651765.1|DSUB
OG0001799	LOC109419237|XP_029723470.1|AEAL	LOC117895794|XP_034659593.1|DSUB
OG0001800	LOC115264219|XP_029723586.1|AEAL, LOC109419246|XP_029713949.1|AEAL	LOC117900297|XP_034666500.1|DSUB
OG0001801	LOC109415471|XP_019544893.2|AEAL, LOC109429474|XP_029724124.1|AEAL	LOC117894317|XP_034657179.1|DSUB
OG0001802	LOC109401497|XP_019529619.2|AEAL, LOC109410425|XP_019539525.2|AEAL	LOC117897197|XP_034661791.1|DSUB
OG0001803	LOC109427011|XP_029728214.1|AEAL	LOC117896991|XP_034661439.1|DSUB, LOC117896797|XP_034661186.1|DSUB
OG0001804	LOC109411686|XP_029729400.1|AEAL	LOC117898217|XP_034663336.1|DSUB
OG0001805	LOC115269163|XP_029733431.1|AEAL, LOC109414666|XP_019544046.2|AEAL, LOC109423403|XP_029733429.1|AEAL, LOC115267953|XP_029731623.1|AEAL	LOC117894620|XP_034657676.1|DSUB
OG0001806	LOC109416297|XP_019545884.2|AEAL	LOC117896836|XP_034661242.1|DSUB
OG0001808	LOC109431862|XP_019563672.2|AEAL, LOC109422736|XP_029727927.1|AEAL	LOC117899422|XP_034665303.1|DSUB
OG0001809	LOC109422636|XP_019553010.2|AEAL, LOC109402776|XP_019531027.2|AEAL	LOC117897776|XP_034662712.1|DSUB
OG0001810	LOC109399628|XP_019527669.2|AEAL, LOC109429105|XP_019560491.2|AEAL	LOC117898187|XP_034663294.1|DSUB
OG0001811	LOC115260364|XP_029717156.1|AEAL, LOC109427250|XP_019558322.2|AEAL, LOC109411618|XP_029718911.1|AEAL	LOC117891331|XP_034652641.1|DSUB
OG0001812	LOC115254045|XP_029717196.1|AEAL, LOC109428126|XP_019559353.1|AEAL, LOC109411665|XP_019540772.1|AEAL	LOC117901271|XP_034667860.1|DSUB
OG0001813	LOC115268965|XP_029733093.1|AEAL, LOC109406249|XP_029733062.1|AEAL, LOC115268966|XP_029733094.1|AEAL	LOC117896350|XP_034660513.1|DSUB
OG0001814	LOC109411927|XP_019541118.2|AEAL, LOC109406265|XP_019534881.2|AEAL	LOC117898951|XP_034664566.1|DSUB
OG0001815	LOC109406734|XP_029733033.1|AEAL	LOC117899630|XP_034665677.1|DSUB
OG0001816	LOC109411983|XP_019541185.2|AEAL, LOC109424556|XP_019555284.2|AEAL	LOC117892673|XP_034654960.1|DSUB
OG0001817	LOC109428793|XP_029733949.1|AEAL, LOC115269413|XP_029733984.1|AEAL, LOC109397766|XP_029712678.1|AEAL	LOC117892674|XP_034654961.1|DSUB
OG0001818	LOC109405215|XP_029724201.1|AEAL, LOC109400336|XP_029724202.1|AEAL, LOC115264553|XP_029724210.1|AEAL	LOC117903508|XP_034671482.1|DSUB
OG0001819	LOC115257598|XP_029713244.1|AEAL, LOC115257469|XP_029712942.1|AEAL, LOC109420372|XP_029713785.1|AEAL, LOC109401663|XP_029730474.1|AEAL	LOC117890011|XP_034650501.1|DSUB
OG0001820	LOC115257375|XP_029712756.1|AEAL, LOC109402281|XP_029712737.1|AEAL	LOC117901671|XP_034668402.1|DSUB
OG0001821	LOC109403400|XP_019531769.2|AEAL, LOC109416718|XP_019546317.2|AEAL	LOC117892050|XP_034653869.1|DSUB
OG0001822	LOC115257411|XP_029712850.1|AEAL, LOC109400004|XP_029713728.1|AEAL	LOC117890767|XP_034651725.1|DSUB
OG0001823	LOC109424401|XP_029707750.1|AEAL, LOC109422303|XP_029715437.1|AEAL	LOC117895529|XP_034659126.1|DSUB
OG0001824	LOC109422321|XP_029708139.1|AEAL, LOC109422323|XP_019552557.2|AEAL	LOC117901929|XP_034668789.1|DSUB
OG0001825	LOC109422356|XP_029716853.1|AEAL, LOC109424454|XP_029729597.1|AEAL, LOC115253932|XP_029708231.1|AEAL	LOC117891815|XP_034653418.1|DSUB
OG0001826	LOC109418552|XP_019548303.2|AEAL, LOC109413115|XP_019542377.1|AEAL	LOC117890007|XP_034650495.1|DSUB
OG0001827	LOC115270966|XP_029736200.1|AEAL, LOC109431039|XP_029721513.1|AEAL, LOC109431059|XP_029721511.1|AEAL	LOC117892122|XP_034654045.1|DSUB
OG0001828	LOC115262623|XP_029720893.1|AEAL, LOC109408612|XP_029720923.1|AEAL	LOC117899319|XP_034665145.1|DSUB
OG0001829	LOC109432645|XP_029731426.1|AEAL, LOC109432643|XP_029730715.1|AEAL	LOC117891309|XP_034652610.1|DSUB
OG0001830	LOC109409849|XP_019538883.2|AEAL, LOC109397143|XP_019525028.2|AEAL	LOC117890381|XP_034651072.1|DSUB
OG0001832	LOC109426386|XP_019557431.1|AEAL	LOC117900284|XP_034666490.1|DSUB
OG0001833	LOC109433537|XP_019565520.2|AEAL, LOC109410618|XP_019539685.2|AEAL	LOC117891257|XP_034652518.1|DSUB
OG0001834	LOC109427461|XP_029729550.1|AEAL, LOC109621246|XP_019933270.1|AEAL	LOC117899185|XP_034664937.1|DSUB
OG0001848	LOC109402165|XP_029729861.1|AEAL	LOC117896316|XP_034660438.1|DSUB
OG0001849	LOC115254180|XP_029729865.1|AEAL, LOC109413229|XP_019542501.1|AEAL, LOC109402168|XP_019530343.2|AEAL	LOC117899030|XP_034664680.1|DSUB
OG0001850	LOC109424982|XP_029730262.1|AEAL, LOC115256417|XP_029710788.1|AEAL	LOC117902978|XP_034670536.1|DSUB
OG0001851	LOC115256846|XP_029711724.1|AEAL, LOC109415375|XP_019544793.2|AEAL	LOC117902914|XP_034670374.1|DSUB
OG0001852	LOC109415425|XP_019544842.2|AEAL, LOC115256958|XP_029712027.1|AEAL, LOC109431149|XP_019562899.2|AEAL	LOC117894012|XP_034656728.1|DSUB
OG0001853	LOC109415434|XP_029710602.1|AEAL, LOC109431096|XP_029711858.1|AEAL, LOC115253608|XP_029712024.1|AEAL	LOC117896467|XP_034660691.1|DSUB
OG0001854	LOC109431144|XP_019562885.2|AEAL, LOC115256550|XP_029711142.1|AEAL, LOC109415668|XP_019545133.2|AEAL, LOC115256346|XP_029710532.1|AEAL	LOC117903633|XP_034671797.1|DSUB
OG0001855	LOC109415799|XP_029711289.1|AEAL, LOC109431186|XP_019562945.2|AEAL	LOC117892107|XP_034654008.1|DSUB
OG0001856	LOC109405106|XP_029711085.1|AEAL, LOC115253933|XP_029708261.1|AEAL, LOC115254725|XP_029708270.1|AEAL	LOC117900882|XP_034667300.1|DSUB, LOC117903167|XP_034670903.1|DSUB
OG0001857	LOC115256654|XP_029711379.1|AEAL, LOC109415228|XP_029712291.1|AEAL, LOC109415232|XP_019544663.2|AEAL, LOC109428357|XP_019559620.2|AEAL	LOC117903887|XP_034672280.1|DSUB
OG0001858	LOC109415216|XP_019544649.2|AEAL	LOC117903832|XP_034672174.1|DSUB
OG0001859	LOC109428400|XP_019559669.2|AEAL	LOC117900987|XP_034667478.1|DSUB
OG0001860	LOC109428442|XP_019559752.2|AEAL, LOC109398212|XP_029733532.1|AEAL, LOC109419713|XP_029709809.1|AEAL	LOC117894414|XP_034657315.1|DSUB
OG0001861	LOC109406620|XP_019535252.2|AEAL	LOC117896120|XP_034660066.1|DSUB
OG0001862	LOC109427518|XP_029724754.1|AEAL	LOC117903476|XP_034671422.1|DSUB
OG0001863	LOC109427521|XP_019558620.2|AEAL	LOC117903757|XP_034672058.1|DSUB
OG0001864	LOC115254223|XP_029733336.1|AEAL, LOC109432605|XP_029733213.1|AEAL, LOC109397194|XP_029733212.1|AEAL	LOC117896534|XP_034660804.1|DSUB
OG0001865	LOC115256567|XP_029711183.1|AEAL, LOC109422009|XP_019552197.2|AEAL	LOC117896088|XP_034660021.1|DSUB
OG0001866	LOC115253434|XP_029710773.1|AEAL, LOC109422004|XP_029710719.1|AEAL	LOC117899544|XP_034665513.1|DSUB
OG0001867	LOC109398400|XP_029711747.1|AEAL, LOC109400382|XP_029711825.1|AEAL	LOC117894240|XP_034657052.1|DSUB
OG0001868	LOC109400390|XP_029711140.1|AEAL, LOC109400389|XP_029711145.1|AEAL	LOC117901979|XP_034668877.1|DSUB
OG0001869	LOC109398394|XP_019526285.2|AEAL	LOC117897866|XP_034662830.1|DSUB
OG0001870	LOC109409419|XP_019538408.2|AEAL	LOC117901331|XP_034667934.1|DSUB
OG0001871	LOC115269531|XP_029734178.1|AEAL, LOC109432952|XP_019564851.2|AEAL	LOC117894097|XP_034656865.1|DSUB
OG0001872	LOC115256094|XP_029710212.1|AEAL, LOC109414074|XP_019543355.1|AEAL, LOC115256107|XP_029710225.1|AEAL, LOC115256114|XP_029710230.1|AEAL	LOC117897151|XP_034661714.1|DSUB
OG0001873	LOC109423066|XP_029708369.1|AEAL, LOC109432367|XP_029717740.1|AEAL	LOC117899457|XP_034665359.1|DSUB
