Orthogroup	AEAL.longest_only	DFIC.longest_only
OG0002044	LOC115269272|XP_029733687.1|AEAL, LOC109400364|XP_029733583.1|AEAL, LOC109432399|XP_029715538.1|AEAL	LOC108088454|XP_017041723.1|DFIC
OG0002045	LOC109416442|XP_029729673.1|AEAL, LOC115261564|XP_029719318.1|AEAL, LOC109622373|XP_029719311.1|AEAL	LOC108099658|XP_017058781.1|DFIC
OG0002046	LOC109416293|XP_029736172.1|AEAL	LOC108092801|XP_017048061.1|DFIC
OG0002047	LOC109416414|XP_029707563.1|AEAL, LOC115253755|XP_029727739.1|AEAL, LOC115266053|XP_029727760.1|AEAL, LOC109424021|XP_029727708.1|AEAL	LOC108097406|XP_017055150.1|DFIC
OG0002048	LOC109431922|XP_029727776.1|AEAL, LOC115266066|XP_029727788.1|AEAL	LOC108087914|XP_017040988.1|DFIC
OG0002049	LOC109422734|XP_029728099.1|AEAL, LOC115254159|XP_029727908.1|AEAL, LOC109431860|XP_029727923.1|AEAL	LOC108102032|XP_017062136.1|DFIC
OG0002050	LOC115264858|XP_029724751.1|AEAL, LOC109412333|XP_019541524.2|AEAL, LOC109422696|XP_029727884.1|AEAL	LOC108097145|XP_017054747.1|DFIC
OG0002051	LOC109402833|XP_019531111.2|AEAL	LOC108086407|XP_017038798.1|DFIC
OG0002052	LOC115257064|XP_029712215.1|AEAL	LOC108089347|XP_017043017.1|DFIC
OG0002053	LOC109398800|XP_019526757.1|AEAL, LOC115261372|XP_029718786.1|AEAL	LOC108099557|XP_017058632.1|DFIC
OG0002054	LOC109398827|XP_019526802.2|AEAL	LOC108090130|XP_017044155.1|DFIC
OG0002055	LOC115261446|XP_029718976.1|AEAL, LOC109427230|XP_019558281.2|AEAL, LOC115261426|XP_029718935.1|AEAL	LOC108088037|XP_017041160.1|DFIC
OG0002056	LOC115253572|XP_029718913.1|AEAL, LOC109411614|XP_029718965.1|AEAL, LOC109427247|XP_029715618.1|AEAL	LOC108089435|XP_017043154.1|DFIC
OG0002057	LOC115261409|XP_029718888.1|AEAL, LOC115261440|XP_029718962.1|AEAL, LOC109411619|XP_019540720.2|AEAL, LOC109427253|XP_019558324.2|AEAL	LOC108089142|XP_017042752.1|DFIC
OG0002058	LOC115254069|XP_029718910.1|AEAL, LOC109427254|XP_019558325.1|AEAL, LOC115261410|XP_029718889.1|AEAL, LOC109411620|XP_029718963.1|AEAL	LOC108099146|XP_017057981.1|DFIC
OG0002059	LOC109427256|XP_019558330.1|AEAL, LOC115261411|XP_029718893.1|AEAL, LOC115261415|XP_029718907.1|AEAL, LOC109411623|XP_029717160.1|AEAL	LOC108095851|XP_017052638.1|DFIC
OG0002060	LOC109427262|XP_029718897.1|AEAL, LOC109411628|XP_029717172.1|AEAL, LOC115261435|XP_029718951.1|AEAL	LOC108086738|XP_017039259.1|DFIC
OG0002061	LOC109427263|XP_029718950.1|AEAL, LOC109411629|XP_019540734.2|AEAL, LOC115261412|XP_029718895.1|AEAL	LOC108090902|XP_017045307.1|DFIC
OG0002062	LOC109404968|XP_029719247.1|AEAL	LOC108092779|XP_017048013.1|DFIC
OG0002063	LOC109404986|XP_019533517.2|AEAL, LOC109416162|XP_019545680.2|AEAL, LOC115254081|XP_029719239.1|AEAL	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC
OG0002064	LOC115261573|XP_029719328.1|AEAL, LOC109416620|XP_019546229.1|AEAL, LOC115261546|XP_029719255.1|AEAL, LOC109432816|XP_029719329.1|AEAL	LOC108100466|XP_017059885.1|DFIC
OG0002065	LOC115261562|XP_029719310.1|AEAL, LOC109432817|XP_019564706.2|AEAL, LOC115261563|XP_029719313.1|AEAL	LOC108099106|XP_017057917.1|DFIC
OG0002066	LOC109405099|XP_029716736.1|AEAL	LOC108096604|XP_017053800.1|DFIC
OG0002067	LOC109416515|XP_019546132.2|AEAL	LOC108090806|XP_017045151.1|DFIC
OG0002068	LOC109411939|XP_029733040.1|AEAL, LOC109406738|XP_029733024.1|AEAL	LOC108096882|XP_017054312.1|DFIC
OG0002069	LOC115254161|XP_029728101.1|AEAL, LOC109405601|XP_019534210.2|AEAL	LOC108095714|XP_017052378.1|DFIC
OG0002070	LOC109405911|XP_019534518.2|AEAL, LOC109405691|XP_019534300.2|AEAL, LOC109405647|XP_019534264.2|AEAL	LOC108092146|XP_017047150.1|DFIC
OG0002071	LOC109407855|XP_029724224.1|AEAL	LOC108095773|XP_017052507.1|DFIC
OG0002072	LOC109398924|XP_019526924.1|AEAL, LOC115264564|XP_029724249.1|AEAL	LOC108093922|XP_017049780.1|DFIC
OG0002073	LOC109401570|XP_029724505.1|AEAL, LOC109402877|XP_029724543.1|AEAL, LOC115264667|XP_029724487.1|AEAL	LOC108087462|XP_017040313.1|DFIC
OG0002074	LOC109422260|XP_029724561.1|AEAL, LOC115259952|XP_029716608.1|AEAL	LOC108101925|XP_017061993.1|DFIC
OG0002075	LOC109415838|XP_019545321.1|AEAL, LOC109418778|XP_019548552.1|AEAL, LOC115257589|XP_029713233.1|AEAL, LOC115254032|XP_029715751.1|AEAL	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC
OG0002076	LOC109420404|XP_029729304.1|AEAL, LOC109402323|XP_029713604.1|AEAL	LOC108096691|XP_017053983.1|DFIC
OG0002077	LOC109402320|XP_029713586.1|AEAL, LOC115253757|XP_029713723.1|AEAL	LOC108100294|XP_017059581.1|DFIC
OG0002078	LOC115257894|XP_029713736.1|AEAL, LOC115257450|XP_029712906.1|AEAL, LOC109402270|XP_019530465.2|AEAL	LOC108094753|XP_017050999.1|DFIC
OG0002079	LOC109433204|XP_019565150.1|AEAL	LOC108100380|XP_017059723.1|DFIC
OG0002080	LOC109431533|XP_029719646.1|AEAL, LOC109422416|XP_029712778.1|AEAL	LOC108093803|XP_017049598.1|DFIC
OG0002081	LOC109424407|XP_029707752.1|AEAL	LOC108090855|XP_017045225.1|DFIC
OG0002082	LOC109418655|XP_029730659.1|AEAL, LOC109414790|XP_029719572.1|AEAL	LOC108090419|XP_017044567.1|DFIC
OG0002083	LOC109414805|XP_029719558.1|AEAL	LOC108092874|XP_017048199.1|DFIC
OG0002084	LOC109418498|XP_019548245.1|AEAL	LOC108096922|XP_017054362.1|DFIC
OG0002085	LOC109401249|XP_029721272.1|AEAL, LOC109413613|XP_029721370.1|AEAL, LOC115253902|XP_029721375.1|AEAL	LOC108096706|XP_017054028.1|DFIC
OG0002086	LOC109623390|XP_019933492.1|AEAL, LOC115262587|XP_029720847.1|AEAL, LOC109426916|XP_019558018.1|AEAL	LOC108096941|XP_017054388.1|DFIC
OG0002087	LOC109408615|XP_029720918.1|AEAL, LOC109421903|XP_029720891.1|AEAL	LOC108100270|XP_017059543.1|DFIC
OG0002088	LOC109408746|XP_019537664.2|AEAL, LOC115267732|XP_029730787.1|AEAL	LOC108100427|XP_017059821.1|DFIC
OG0002089	LOC115267813|XP_029731053.1|AEAL, LOC109397100|XP_029730995.1|AEAL	LOC108090405|XP_017044546.1|DFIC
OG0002090	LOC109409843|XP_019538871.2|AEAL	LOC108095443|XP_017052041.1|DFIC
OG0002091	LOC109399551|XP_019527547.2|AEAL	LOC108090675|XP_017044950.1|DFIC
OG0002092	LOC109431991|XP_019563837.1|AEAL, LOC109431287|XP_029724607.1|AEAL	LOC108089469|XP_017043211.1|DFIC
OG0002093	LOC115254199|XP_029731365.1|AEAL, LOC109426482|XP_029710081.1|AEAL	LOC108090763|XP_017045092.1|DFIC
OG0002094	LOC109403702|XP_029731427.1|AEAL, LOC115266893|XP_029729356.1|AEAL	LOC108090687|XP_017044962.1|DFIC
OG0002095	LOC109403422|XP_019531798.1|AEAL	LOC108097765|XP_017055776.1|DFIC
OG0002096	LOC109622238|XP_029731487.1|AEAL	LOC108086724|XP_017039236.1|DFIC
OG0002097	LOC109410744|XP_029731592.1|AEAL	LOC108090753|XP_017045074.1|DFIC
OG0002098	LOC115267972|XP_029731680.1|AEAL, LOC109433444|XP_029714386.1|AEAL, LOC109410678|XP_029731687.1|AEAL, LOC109415401|XP_029732102.1|AEAL	LOC108088876|XP_017042359.1|DFIC
OG0002099	LOC115270133|XP_029735089.1|AEAL, LOC109621473|XP_019931061.2|AEAL	LOC108097612|XP_017055510.1|DFIC
OG0002100	LOC109426042|XP_019557027.1|AEAL	LOC108096419|XP_017053489.1|DFIC
OG0002101	LOC115254207|XP_029731958.1|AEAL, LOC109425935|XP_029731904.1|AEAL, LOC109407614|XP_029708345.1|AEAL	LOC108090364|XP_017044482.1|DFIC
OG0002102	LOC109407506|XP_019536102.2|AEAL, LOC115254090|XP_029720467.1|AEAL, LOC109425767|XP_029716782.1|AEAL	LOC108094881|XP_017051201.1|DFIC
OG0002103	LOC109412716|XP_019541874.2|AEAL, LOC109411868|XP_029728535.1|AEAL	LOC108097689|XP_017055646.1|DFIC
OG0002117	LOC115255629|XP_029709579.1|AEAL, LOC115255647|XP_029709607.1|AEAL, LOC109405365|XP_019533965.2|AEAL	LOC108094936|XP_017051284.1|DFIC
OG0002118	LOC115255620|XP_029709568.1|AEAL, LOC109405340|XP_029709584.1|AEAL	LOC108101139|XP_017060850.1|DFIC
OG0002119	LOC109424979|XP_029730264.1|AEAL, LOC109431117|XP_029711291.1|AEAL	LOC108095813|XP_017052575.1|DFIC
OG0002120	LOC109431090|XP_029712026.1|AEAL, LOC115256425|XP_029710822.1|AEAL, LOC109415389|XP_029711074.1|AEAL	LOC108095035|XP_017051407.1|DFIC
OG0002121	LOC109415837|XP_029710571.1|AEAL, LOC109431177|XP_029711637.1|AEAL	LOC108086560|XP_017039002.1|DFIC
OG0002123	LOC109433622|XP_019565606.2|AEAL, LOC115260186|XP_029716965.1|AEAL, LOC115260193|XP_029716968.1|AEAL	LOC108100797|XP_017060340.1|DFIC
OG0002124	LOC115256608|XP_029711286.1|AEAL, LOC115254583|XP_029708052.1|AEAL, LOC109408961|XP_029713475.1|AEAL	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC
OG0002125	LOC109397928|XP_029732795.1|AEAL, LOC109411589|XP_029711753.1|AEAL	LOC108087657|XP_017040634.1|DFIC
OG0002126	LOC109401919|XP_019530085.2|AEAL	LOC108096461|XP_017053557.1|DFIC
OG0002127	LOC109401891|XP_019530044.2|AEAL	LOC108098082|XP_017056273.1|DFIC
OG0002128	LOC109401901|XP_019530061.2|AEAL, LOC115256328|XP_029710468.1|AEAL	LOC108088610|XP_017041984.1|DFIC
OG0002129	LOC109414676|XP_019544051.2|AEAL	LOC108087986|XP_017041076.1|DFIC
OG0002130	LOC115255740|XP_029709723.1|AEAL, LOC115255706|XP_029709666.1|AEAL, LOC109412205|XP_019541402.2|AEAL, LOC109401824|XP_019529982.2|AEAL	LOC108097058|XP_017054583.1|DFIC
OG0002131	LOC109422131|XP_019552314.2|AEAL	LOC108087342|XP_017040171.1|DFIC
OG0002132	LOC115258896|XP_029715211.1|AEAL, LOC109424214|XP_029715216.1|AEAL, LOC115254016|XP_029714747.1|AEAL	LOC108089239|XP_017042889.1|DFIC
OG0002133	LOC109422142|XP_019552327.2|AEAL, LOC109432621|XP_019564526.2|AEAL	LOC108095573|XP_017052213.1|DFIC
OG0002134	LOC109432624|XP_019564533.2|AEAL, LOC109397203|XP_019525090.2|AEAL	LOC108092787|XP_017048041.1|DFIC
OG0002135	LOC115256515|XP_029711058.1|AEAL, LOC109422018|XP_029711417.1|AEAL, LOC115256516|XP_029711061.1|AEAL	LOC108097921|XP_017055959.1|DFIC
OG0002136	LOC115269152|XP_029733425.1|AEAL, LOC115254485|XP_029707895.1|AEAL, LOC109410160|XP_019539230.2|AEAL, LOC109427440|XP_019558541.2|AEAL	LOC108088506|XP_017041826.1|DFIC
OG0002137	LOC109427407|XP_029709733.1|AEAL, LOC109410126|XP_019539200.1|AEAL	LOC108087143|XP_017039843.1|DFIC
OG0002138	LOC109416561|XP_019546185.3|AEAL, LOC109416543|XP_019546166.2|AEAL	LOC108091108|XP_017045620.1|DFIC
OG0002139	LOC109405079|XP_029710896.1|AEAL	LOC108091302|XP_017045914.1|DFIC
OG0002140	LOC109398423|XP_029710676.1|AEAL	LOC108088683|XP_017042113.1|DFIC
OG0002141	LOC109400383|XP_019528433.1|AEAL, LOC109398405|XP_019526300.1|AEAL	LOC108094854|XP_017051154.1|DFIC
OG0002142	LOC109432703|XP_029710954.1|AEAL, LOC115256464|XP_029710965.1|AEAL	LOC108098652|XP_017057217.1|DFIC
OG0002143	LOC115269819|XP_029734464.1|AEAL, LOC109409465|XP_019538451.2|AEAL, LOC115256471|XP_029710976.1|AEAL, LOC115256566|XP_029711182.1|AEAL, LOC109412985|XP_029736288.1|AEAL	LOC108101317|XP_017061109.1|DFIC
OG0002144	LOC109409483|XP_019538480.1|AEAL, LOC109397642|XP_029736274.1|AEAL	LOC108101978|XP_017062062.1|DFIC
OG0002145	LOC109432989|XP_019564906.1|AEAL, LOC115269579|XP_029734256.1|AEAL, LOC109397705|XP_019525563.1|AEAL	LOC108101124|XP_017060837.1|DFIC
OG0002146	LOC115253959|XP_029710181.1|AEAL, LOC109414087|XP_029710185.1|AEAL	LOC108098557|XP_017057051.1|DFIC
OG0002148	LOC109403530|XP_019531897.2|AEAL, LOC115260591|XP_029717441.1|AEAL	LOC108099016|XP_017057739.1|DFIC
OG0002149	LOC115264860|XP_029724755.1|AEAL, LOC109422960|XP_029717434.1|AEAL, LOC109403555|XP_029717407.1|AEAL	LOC108095048|XP_017051439.1|DFIC
OG0002150	LOC109422966|XP_029717424.1|AEAL, LOC109403567|XP_029717393.1|AEAL	LOC108094675|XP_017050880.1|DFIC
OG0002151	LOC109403568|XP_029717394.1|AEAL, LOC109422967|XP_019553412.2|AEAL	LOC108089259|XP_017042916.1|DFIC
OG0002152	LOC115269504|XP_029734147.1|AEAL, LOC109422825|XP_029734151.1|AEAL, LOC115260611|XP_029717502.1|AEAL, LOC115260636|XP_029717563.1|AEAL	LOC108087172|XP_017039904.1|DFIC
OG0002153	LOC109422812|XP_029723052.1|AEAL, LOC109400888|XP_029717582.1|AEAL, LOC109400890|XP_029717516.1|AEAL	LOC108088381|XP_017041618.1|DFIC
OG0002154	LOC115260628|XP_029717547.1|AEAL, LOC109422801|XP_019553227.1|AEAL, LOC109421815|XP_019551916.1|AEAL	LOC108097303|XP_017055007.1|DFIC
OG0002155	LOC109425456|XP_019556274.2|AEAL, LOC115260961|XP_029718182.1|AEAL, LOC109412969|XP_019542172.2|AEAL	LOC108086794|XP_017039322.1|DFIC
OG0002156	LOC109431451|XP_019563200.2|AEAL, LOC109427678|XP_029717851.1|AEAL, LOC115260560|XP_029717336.1|AEAL	LOC108088801|XP_017042259.1|DFIC
OG0002157	LOC109431463|XP_029717880.1|AEAL	LOC108087208|XP_017039962.1|DFIC
OG0002158	LOC109415571|XP_019545000.2|AEAL	LOC108096883|XP_017054313.1|DFIC
OG0002159	LOC109415590|XP_029717899.1|AEAL	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC
OG0002160	LOC115260910|XP_029718110.1|AEAL, LOC109415593|XP_019545034.2|AEAL	LOC108098661|XP_017057226.1|DFIC
OG0002161	LOC109417113|XP_019546784.1|AEAL, LOC109405961|XP_019534556.2|AEAL	LOC108088045|XP_017041169.1|DFIC
OG0002162	LOC109405955|XP_029729107.1|AEAL, LOC109406950|XP_029728642.1|AEAL	LOC108087319|XP_017040139.1|DFIC
OG0002163	LOC109405962|XP_029729123.1|AEAL, LOC109406932|XP_029728673.1|AEAL	LOC108092988|XP_017048370.1|DFIC
OG0002164	LOC109412138|XP_019541329.2|AEAL	LOC108095978|XP_017052811.1|DFIC
OG0002165	LOC109412145|XP_019541339.2|AEAL	LOC108098216|XP_017056483.1|DFIC
OG0002166	LOC109431508|XP_019563280.1|AEAL	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC
OG0002167	LOC109431514|XP_019563288.2|AEAL	LOC108095250|XP_017051767.1|DFIC
OG0002168	LOC109404025|XP_019532466.2|AEAL	LOC108090804|XP_017045147.1|DFIC
OG0002169	LOC109405634|XP_019534250.2|AEAL	LOC108087562|XP_017040478.1|DFIC
OG0002170	LOC115269231|XP_029733621.1|AEAL, LOC109419457|XP_029733623.1|AEAL, LOC109423119|XP_029708011.1|AEAL	LOC108098406|XP_017056778.1|DFIC
OG0002171	LOC109419102|XP_019548870.2|AEAL	LOC108087134|XP_017039821.1|DFIC
OG0002172	LOC109397306|XP_019525181.1|AEAL, LOC109423199|XP_029729631.1|AEAL, LOC115254539|XP_029707966.1|AEAL	LOC108091668|XP_017046470.1|DFIC
OG0002173	LOC115267000|XP_029729627.1|AEAL, LOC109423204|XP_029707961.1|AEAL, LOC109397302|XP_029712444.1|AEAL	LOC108100077|XP_017059306.1|DFIC
OG0002174	LOC115254535|XP_029707951.1|AEAL, LOC109397290|XP_029712407.1|AEAL, LOC109423210|XP_029729619.1|AEAL	LOC108092128|XP_017047121.1|DFIC
OG0002175	LOC115266999|XP_029729622.1|AEAL, LOC109423177|XP_029707955.1|AEAL, LOC109397291|XP_019525159.1|AEAL, LOC115258245|XP_029714174.1|AEAL	LOC108092129|XP_017047122.1|DFIC
OG0002176	LOC109397239|XP_019525111.2|AEAL	LOC108088005|XP_017041106.1|DFIC
OG0002177	LOC109423481|XP_019553999.1|AEAL, LOC109432158|XP_019564021.1|AEAL	LOC108087047|XP_017039714.1|DFIC
OG0002178	LOC109425435|XP_029713496.1|AEAL, LOC115263710|XP_029722815.1|AEAL, LOC115262275|XP_029720532.1|AEAL, LOC115263719|XP_029722830.1|AEAL	LOC108086559|XP_017039001.1|DFIC
OG0002179	LOC109430250|XP_029722714.1|AEAL	LOC108095929|XP_017052754.1|DFIC
OG0002180	LOC109430353|XP_029722918.1|AEAL	LOC108099380|XP_017058362.1|DFIC
OG0002181	LOC109412455|XP_019541637.2|AEAL	LOC108097753|XP_017055753.1|DFIC
OG0002182	LOC115253587|XP_029707694.1|AEAL, LOC109400069|XP_029707661.1|AEAL	LOC108098587|XP_017057116.1|DFIC
OG0002183	LOC109399271|XP_019527254.2|AEAL, LOC109429086|XP_019560469.2|AEAL, LOC115254315|XP_029707582.1|AEAL, LOC109621635|XP_019931279.1|AEAL	LOC108095249|XP_017051766.1|DFIC
OG0002184	LOC109621573|XP_019931184.2|AEAL, LOC109400064|XP_019528077.2|AEAL	LOC108092105|XP_017047088.1|DFIC
OG0002185	LOC115254377|XP_029707733.1|AEAL, LOC109400080|XP_019528093.2|AEAL	LOC108097232|XP_017054891.1|DFIC
OG0002186	LOC109400056|XP_019528074.1|AEAL, LOC115260226|XP_029717018.1|AEAL, LOC109621569|XP_019931181.2|AEAL	LOC108088137|XP_017041290.1|DFIC
OG0002187	LOC109430224|XP_019561821.2|AEAL, LOC115257371|XP_029712746.1|AEAL, LOC109410080|XP_029712795.1|AEAL	LOC108099599|XP_017058704.1|DFIC
OG0002188	LOC109410076|XP_019539152.1|AEAL, LOC115257638|XP_029713324.1|AEAL	LOC108090744|XP_017045058.1|DFIC
OG0002189	LOC109429966|XP_029713118.1|AEAL, LOC115253993|XP_029713018.1|AEAL, LOC115257535|XP_029713121.1|AEAL	LOC108087726|XP_017040736.1|DFIC
OG0002190	LOC109430715|XP_029713413.1|AEAL, LOC109429732|XP_029726723.1|AEAL	LOC108087229|XP_017040002.1|DFIC
OG0002191	LOC109430737|XP_019562359.2|AEAL, LOC109429722|XP_029726726.1|AEAL, LOC115257509|XP_029713043.1|AEAL	LOC108096280|XP_017053235.1|DFIC
OG0002192	LOC109623330|XP_029721189.1|AEAL, LOC109426920|XP_019558024.2|AEAL	LOC108099957|XP_017059126.1|DFIC
OG0002193	LOC109425392|XP_019556204.1|AEAL	LOC108087263|XP_017040059.1|DFIC
OG0002194	LOC115267008|XP_029729638.1|AEAL, LOC109399871|XP_019527903.2|AEAL, LOC109425377|XP_029729744.1|AEAL	LOC108088373|XP_017041607.1|DFIC
OG0002195	LOC115267044|XP_029729697.1|AEAL, LOC109399844|XP_029729686.1|AEAL, LOC109425353|XP_019556149.2|AEAL, LOC115267045|XP_029729698.1|AEAL	LOC108091954|XP_017046840.1|DFIC
OG0002196	LOC109415615|XP_029716428.1|AEAL, LOC109416905|XP_029716224.1|AEAL	LOC108098770|XP_017057391.1|DFIC
OG0002197	LOC109417742|XP_029716104.1|AEAL, LOC109400529|XP_019528592.2|AEAL	LOC108099055|XP_017057812.1|DFIC
OG0002198	LOC109429334|XP_029715865.1|AEAL, LOC109401162|XP_029716539.1|AEAL	LOC108098571|XP_017057083.1|DFIC
OG0002199	LOC109412570|XP_029715959.1|AEAL, LOC109397026|XP_019524896.2|AEAL, LOC109397016|XP_029715958.1|AEAL	LOC108097649|XP_017055569.1|DFIC
OG0002200	LOC109433542|XP_029716275.1|AEAL, LOC109412591|XP_029716183.1|AEAL	LOC108095608|XP_017052261.1|DFIC
OG0002202	LOC109622975|XP_029713509.1|AEAL, LOC109409074|XP_029713480.1|AEAL	LOC108091962|XP_017046856.1|DFIC
OG0002203	LOC109403600|XP_029730135.1|AEAL, LOC115262426|XP_029720677.1|AEAL, LOC109414766|XP_029730133.1|AEAL	LOC108092093|XP_017047072.1|DFIC
OG0002204	LOC115267359|XP_029730189.1|AEAL, LOC109416347|XP_019545918.2|AEAL	LOC108095814|XP_017052576.1|DFIC
OG0002205	LOC109416386|XP_019545972.2|AEAL, LOC109430007|XP_019561563.2|AEAL, LOC115267392|XP_029730237.1|AEAL, LOC115267395|XP_029730239.1|AEAL	LOC108087106|XP_017039777.1|DFIC
OG0002206	LOC115258242|XP_029714173.1|AEAL, LOC109623211|XP_029733779.1|AEAL, LOC115269315|XP_029733783.1|AEAL, LOC109415281|XP_019544703.2|AEAL	LOC108095727|XP_017052391.1|DFIC
OG0002207	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL	LOC108102300|XP_017062551.1|DFIC
OG0002208	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL	LOC108086288|XP_017038666.1|DFIC
OG0002209	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL	LOC108097301|XP_017055005.1|DFIC
OG0002210	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL	LOC108090205|XP_017044284.1|DFIC
OG0002211	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL	LOC108087311|XP_017040120.1|DFIC
OG0002212	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL	LOC108088006|XP_017041107.1|DFIC
OG0002213	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL	LOC108091823|XP_017046690.1|DFIC
OG0002214	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL	LOC108099299|XP_017058184.1|DFIC
OG0002215	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL	LOC108098822|XP_017057464.1|DFIC
OG0002216	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL	LOC108088458|XP_017041731.1|DFIC
OG0002217	LOC109405208|XP_019533769.2|AEAL	LOC108092209|XP_017047227.1|DFIC
OG0002218	LOC109432048|XP_019532443.2|AEAL	LOC108094621|XP_017050793.1|DFIC
OG0002219	LOC115264234|XP_029723655.1|AEAL	LOC108091699|XP_017046520.1|DFIC
OG0002220	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL	LOC108091581|XP_017046346.1|DFIC
OG0002221	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL	LOC108087543|XP_017040441.1|DFIC
OG0002222	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL	LOC108101839|XP_017061841.1|DFIC
OG0002224	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL	LOC108093623|XP_017049250.1|DFIC
OG0002225	LOC109404745|XP_029726135.1|AEAL	LOC108086987|XP_017039606.1|DFIC
OG0002226	LOC109410099|XP_019539184.2|AEAL	LOC108094260|XP_017050214.1|DFIC
OG0002227	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL	LOC108096647|XP_017053900.1|DFIC
OG0002228	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL	LOC108101584|XP_017061485.1|DFIC
OG0002229	LOC109408654|XP_029726355.1|AEAL	LOC108101849|XP_017061857.1|DFIC
OG0002230	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL	LOC108096628|XP_017053863.1|DFIC
OG0002231	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL	LOC108094308|XP_017050318.1|DFIC
OG0002232	LOC109623143|XP_019933185.2|AEAL, LOC109623152|XP_019933198.2|AEAL	LOC108095239|XP_017051756.1|DFIC
OG0002233	LOC109413983|XP_019543258.2|AEAL	LOC108089607|XP_017043457.1|DFIC
OG0002235	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL	LOC108096717|XP_017054041.1|DFIC
OG0002236	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL	LOC108090825|XP_017045174.1|DFIC
OG0002237	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL	LOC108090738|XP_017045050.1|DFIC
OG0002238	LOC109397786|XP_029733578.1|AEAL	LOC108094314|XP_017050331.1|DFIC
OG0002239	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL	LOC108096779|XP_017054143.1|DFIC
OG0002240	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL	LOC108096755|XP_017054103.1|DFIC
OG0002241	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL	LOC108087444|XP_017040286.1|DFIC
OG0002243	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL	LOC108093345|XP_017048842.1|DFIC
OG0002244	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL	LOC108099852|XP_017058987.1|DFIC
OG0002245	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL	LOC108096294|XP_017053256.1|DFIC
OG0002246	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL	LOC108094326|XP_017050358.1|DFIC
OG0002247	LOC109402590|XP_019530834.2|AEAL	LOC108096510|XP_017053608.1|DFIC, LOC108090808|XP_017045153.1|DFIC
OG0002248	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL	LOC108100445|XP_017059859.1|DFIC
OG0002249	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL	LOC108089064|XP_017042662.1|DFIC
