Orthogroup	AEAL.longest_only	DBUS.longest_only
OG0001273	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL, LOC109415843|XP_019545328.2|AEAL, LOC109418743|XP_029715739.1|AEAL, LOC109415844|XP_019545329.1|AEAL	LOC108602463|XP_017846075.1|DBUS
OG0001274	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL	LOC108600386|XP_017843421.1|DBUS
OG0001276	LOC109425655|XP_029734743.1|AEAL	LOC108600634|XP_017843810.2|DBUS
OG0001277	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL	LOC108597935|XP_033149324.1|DBUS, LOC108597937|XP_017840041.1|DBUS
OG0001278	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL	LOC108599917|XP_017842605.1|DBUS, LOC108604416|XP_017849412.1|DBUS
OG0001279	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL	LOC108598816|XP_017841051.1|DBUS
OG0001280	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL	LOC108599487|XP_017841823.1|DBUS
OG0001281	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL, LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL	LOC108598658|XP_017840858.2|DBUS
OG0001283	LOC109405605|XP_019534212.2|AEAL	LOC108596913|XP_017838609.1|DBUS
OG0001284	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL	LOC108598471|XP_017840611.1|DBUS
OG0001285	LOC109407533|XP_019536144.2|AEAL, LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL	LOC108600524|XP_017843657.1|DBUS
OG0001286	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL	LOC108606511|XP_017852173.1|DBUS
OG0001287	LOC109417665|XP_029709322.1|AEAL, LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL	LOC108604119|XP_017848894.1|DBUS
OG0001288	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL	LOC108594254|XP_033149443.1|DBUS
OG0001289	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL, LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL	LOC108608164|XP_017854908.2|DBUS, LOC108602456|XP_017846071.2|DBUS
OG0001290	LOC109411751|XP_029720185.1|AEAL	LOC108596112|XP_033149204.1|DBUS, LOC117135052|XP_033150837.1|DBUS
OG0001291	LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL	LOC108595003|XP_017835627.1|DBUS
OG0001292	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL	LOC108596770|XP_017838355.1|DBUS
OG0001293	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL	LOC108606164|XP_017851505.1|DBUS, LOC108607182|XP_017853328.1|DBUS
OG0001294	LOC109428031|XP_029720704.1|AEAL	LOC108603876|XP_017848536.1|DBUS, LOC108605674|XP_033150258.1|DBUS
OG0001295	LOC109427321|XP_019558396.2|AEAL	LOC108605580|XP_017850839.1|DBUS, LOC108595376|XP_033150953.1|DBUS
OG0001296	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL	LOC108598546|XP_017840719.1|DBUS
OG0001297	LOC109403034|XP_029724657.1|AEAL	LOC108601954|XP_033149942.1|DBUS
OG0001298	LOC115271076|XP_029736372.1|AEAL, LOC109402751|XP_029712232.1|AEAL	LOC108601613|XP_033149866.1|DBUS
OG0001299	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL, LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL	LOC108600786|XP_017844047.1|DBUS
OG0001300	LOC109404863|XP_029730231.1|AEAL	LOC108602803|XP_017846514.1|DBUS
OG0001301	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL, LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL	LOC108601913|XP_017845383.1|DBUS
OG0001302	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL	LOC108596526|XP_017837902.1|DBUS
OG0001303	LOC109405755|XP_019534367.2|AEAL	LOC108603668|XP_017848153.1|DBUS
OG0001304	LOC109422619|XP_029712250.1|AEAL	LOC108597256|XP_017839200.1|DBUS
OG0001305	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS
OG0001306	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL	LOC108602831|XP_017846561.1|DBUS
OG0001307	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL	LOC108599599|XP_017842040.1|DBUS
OG0001308	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL	LOC108605431|XP_017850596.1|DBUS
OG0001309	LOC109406154|XP_019534767.1|AEAL, LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL	LOC108603532|XP_017847918.1|DBUS
OG0001311	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL	LOC108606279|XP_017851749.1|DBUS
OG0001312	LOC109422322|XP_029708138.1|AEAL	LOC108597919|XP_017840025.2|DBUS
OG0001313	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL	LOC108596779|XP_017838367.1|DBUS
OG0001314	LOC109408951|XP_019537896.2|AEAL	LOC108608411|XP_017855259.1|DBUS
OG0001315	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL	LOC108605012|XP_017850068.1|DBUS, LOC108606132|XP_017851474.1|DBUS
OG0001326	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL	LOC108602768|XP_017846430.1|DBUS
OG0001328	LOC109426400|XP_019557457.1|AEAL, LOC109428421|XP_019559716.2|AEAL, LOC109430528|XP_029729088.1|AEAL	LOC108605706|XP_017850987.1|DBUS
OG0001329	LOC109428569|XP_019559888.2|AEAL	LOC108598123|XP_017840229.1|DBUS, LOC108606875|XP_017852887.1|DBUS
OG0001330	LOC109406965|XP_019535520.2|AEAL	LOC108606755|XP_017852647.2|DBUS
OG0001331	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL	LOC108606035|XP_017851351.1|DBUS
OG0001332	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL, LOC109433016|XP_029734230.1|AEAL	LOC108606355|XP_017851893.1|DBUS
OG0001333	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL, LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL	LOC108605555|XP_017850804.1|DBUS
OG0001334	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL, LOC109425173|XP_029717621.1|AEAL	LOC108604723|XP_017849790.1|DBUS
OG0001335	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL, LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL	LOC108603850|XP_017848492.1|DBUS
OG0001337	LOC109405489|XP_019534122.2|AEAL	LOC108606596|XP_017852332.1|DBUS
OG0001338	LOC109430336|XP_019561937.2|AEAL	LOC108595193|XP_017835866.1|DBUS
OG0001339	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL, LOC109622561|XP_019932516.2|AEAL	LOC108596553|XP_017837939.1|DBUS
OG0001340	LOC109399955|XP_019527968.2|AEAL	LOC108598625|XP_017840813.1|DBUS
OG0001341	LOC109398471|XP_019526395.2|AEAL	LOC108601888|XP_017845352.1|DBUS
OG0001343	LOC109411182|XP_029730128.1|AEAL	LOC108601461|XP_017844848.1|DBUS
OG0001344	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL, LOC109423594|XP_029723283.1|AEAL	LOC108604331|XP_017849246.1|DBUS
OG0001345	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL, LOC109402443|XP_019530675.1|AEAL	LOC108604561|XP_017849579.1|DBUS
OG0001346	LOC109402420|XP_029733451.1|AEAL, LOC115267181|XP_029729909.1|AEAL, LOC109405431|XP_029712606.1|AEAL	LOC108603922|XP_017848603.1|DBUS
OG0001347	LOC109404017|XP_019532425.2|AEAL	LOC108605756|XP_017851047.1|DBUS
OG0001348	LOC109418066|XP_019547779.2|AEAL	LOC108606593|XP_017852328.1|DBUS
OG0001349	LOC109407770|XP_019536490.2|AEAL	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS
OG0001350	LOC109397828|XP_019525707.2|AEAL, LOC109418971|XP_029709783.1|AEAL	LOC108598568|XP_017840741.1|DBUS
OG0001351	LOC109419691|XP_029733477.1|AEAL	LOC108596489|XP_017837765.1|DBUS
OG0001352	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL	LOC108596956|XP_017838686.1|DBUS
OG0001353	LOC115263700|XP_029722794.1|AEAL, LOC115261548|XP_029719298.1|AEAL, LOC115262218|XP_029720456.1|AEAL, LOC115262103|XP_029719983.1|AEAL, LOC109427105|XP_029725593.1|AEAL	LOC108598863|XP_017841109.1|DBUS
OG0001354	LOC115256955|XP_029712021.1|AEAL, LOC109417878|XP_029725401.1|AEAL	LOC108597548|XP_017839645.1|DBUS
OG0001355	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL	LOC108608201|XP_017854964.1|DBUS
OG0001356	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL, LOC109408089|XP_019536851.2|AEAL, LOC115269850|XP_029734492.1|AEAL	LOC108603481|XP_017847818.1|DBUS
OG0001357	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL	LOC108599937|XP_017842647.1|DBUS
OG0001358	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL	LOC108601013|XP_033149737.1|DBUS
OG0001359	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL, LOC109422959|XP_019553405.2|AEAL	LOC108607831|XP_017854379.1|DBUS
OG0001360	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL	LOC108597645|XP_017839783.1|DBUS
OG0001361	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL, LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL	LOC108598068|XP_017840171.2|DBUS
OG0001362	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL	LOC108598904|XP_017841156.1|DBUS
OG0001363	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL	LOC108603230|XP_017847334.1|DBUS
OG0001364	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL, LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL	LOC108594659|XP_033150978.1|DBUS
OG0001365	LOC109431682|XP_019563486.1|AEAL	LOC108598726|XP_017840944.1|DBUS
OG0001367	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL	LOC108597360|XP_017839366.1|DBUS
OG0001368	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL	LOC108596324|XP_017837435.1|DBUS
OG0001369	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS
OG0001370	LOC109414239|XP_019543595.2|AEAL	LOC108597523|XP_033149017.1|DBUS
OG0001371	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL	LOC108607473|XP_017853801.2|DBUS
OG0001372	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL	LOC117134648|XP_033150995.1|DBUS, LOC108596137|XP_033150994.1|DBUS
OG0001373	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL	LOC108594271|XP_017834892.1|DBUS
OG0001374	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL	LOC108597148|XP_017839031.1|DBUS
OG0001375	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL	LOC108603073|XP_017847040.1|DBUS
OG0001376	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL	LOC108595300|XP_017836003.1|DBUS
OG0001377	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL	LOC108608145|XP_033149788.1|DBUS
OG0001378	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL	LOC108594229|XP_017834829.1|DBUS
OG0001379	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL	LOC108598264|XP_017840372.1|DBUS
OG0001380	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL	LOC108595043|XP_017835672.1|DBUS
OG0001381	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL	LOC108595321|XP_017836030.1|DBUS
OG0001382	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL	LOC108607844|XP_017854400.1|DBUS
OG0001383	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL	LOC108595829|XP_017836609.1|DBUS
OG0001384	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL	LOC108598577|XP_017840755.1|DBUS
OG0001385	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL, LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL	LOC108608450|XP_017855317.1|DBUS
OG0001386	LOC109406511|XP_029719858.1|AEAL, LOC109406530|XP_029720495.1|AEAL, LOC109429658|XP_029720005.1|AEAL, LOC115266961|XP_029729541.1|AEAL	LOC108607815|XP_017854355.2|DBUS
OG0001387	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL	LOC108598246|XP_017840353.1|DBUS
OG0001389	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL	LOC108604784|XP_017849871.1|DBUS
OG0001390	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL	LOC108594356|XP_017835003.1|DBUS
OG0001391	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL	LOC108598536|XP_017840708.1|DBUS
OG0001392	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL	LOC108605779|XP_017851071.1|DBUS
OG0001393	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL	LOC108605858|XP_017851158.1|DBUS
OG0001394	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL	LOC108607399|XP_017853663.1|DBUS
OG0001395	LOC109621259|XP_019931809.1|AEAL	LOC108604118|XP_017848892.1|DBUS
OG0001396	LOC109408447|XP_029716986.1|AEAL	LOC108606696|XP_017852554.1|DBUS
OG0001397	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL	LOC108604774|XP_017849860.1|DBUS
OG0001399	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL	LOC108596987|XP_017838741.1|DBUS
OG0001400	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL	LOC108601668|XP_017845058.1|DBUS
OG0001401	LOC109403463|XP_029712834.1|AEAL	LOC108598163|XP_017840269.2|DBUS
OG0001402	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL	LOC108599508|XP_017841864.2|DBUS
OG0001403	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL	LOC108598770|XP_017841000.1|DBUS
OG0001404	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL	LOC108596388|XP_017837551.1|DBUS
OG0001405	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL	LOC108595288|XP_017836318.1|DBUS
OG0001406	LOC109622277|XP_029732223.1|AEAL	LOC108605766|XP_017851058.1|DBUS
OG0001407	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL	LOC108599593|XP_017842028.1|DBUS
OG0001408	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL	LOC108594829|XP_017835456.1|DBUS
OG0001429	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL	LOC108604066|XP_017848819.1|DBUS
OG0001430	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL	LOC108603079|XP_017847056.1|DBUS
OG0001431	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL	LOC108606357|XP_017851894.1|DBUS
OG0001432	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL	LOC108607127|XP_017853254.1|DBUS
OG0001433	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL	LOC108602309|XP_017845881.1|DBUS
OG0001434	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL	LOC108605749|XP_017851037.1|DBUS
OG0001435	LOC109416125|XP_029710971.1|AEAL	LOC108597036|XP_017838818.1|DBUS
OG0001436	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL	LOC108605711|XP_017850992.1|DBUS
OG0001437	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL	LOC108607997|XP_017854647.1|DBUS
OG0001438	LOC109422027|XP_029711761.1|AEAL	LOC108601828|XP_017845258.1|DBUS
OG0001439	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL	LOC108602275|XP_017845821.1|DBUS
OG0001440	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL	LOC108606032|XP_017851349.1|DBUS
OG0001442	LOC109424859|XP_019555600.1|AEAL	LOC108602126|XP_017845645.1|DBUS, LOC108605991|XP_017851301.1|DBUS
OG0001443	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL, LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL	LOC108603880|XP_017848541.1|DBUS
OG0001444	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL	LOC108604586|XP_017849606.1|DBUS
OG0001445	LOC109411874|XP_019541044.2|AEAL	LOC108604055|XP_017848806.1|DBUS
OG0001446	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL	LOC108602389|XP_017845990.1|DBUS
OG0001447	LOC115255928|XP_029709994.1|AEAL	LOC108603217|XP_017847303.1|DBUS
OG0001447	LOC109421116|XP_019551143.2|AEAL	LOC108603658|XP_017848124.1|DBUS
OG0001448	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL	LOC108602767|XP_017846428.1|DBUS
OG0001449	LOC109423544|XP_019554076.2|AEAL	LOC108595985|XP_017836762.1|DBUS, LOC108595986|XP_017836763.1|DBUS, LOC108599017|XP_017841286.1|DBUS
OG0001450	LOC109622496|XP_029726338.1|AEAL	LOC108603908|XP_017848581.1|DBUS, LOC108608538|XP_033150726.1|DBUS
OG0001451	LOC115265630|XP_029727357.1|AEAL, LOC109410479|XP_019539586.1|AEAL, LOC109622431|XP_019932313.1|AEAL	LOC108597063|XP_017838876.1|DBUS
OG0001452	LOC109423306|XP_029726453.1|AEAL	LOC108595903|XP_033149142.1|DBUS
OG0001453	LOC109413963|XP_029726579.1|AEAL, LOC109413964|XP_029726580.1|AEAL	LOC108600341|XP_017843353.2|DBUS
OG0001454	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL, LOC109418111|XP_029726752.1|AEAL	LOC108604341|XP_017849257.1|DBUS
OG0001455	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS
OG0001456	LOC109398403|XP_029733496.1|AEAL	LOC108596118|XP_017837051.2|DBUS
OG0001457	LOC109419688|XP_019549483.2|AEAL	LOC108596084|XP_017836991.1|DBUS
OG0001458	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL, LOC109419645|XP_029725842.1|AEAL	LOC108595459|XP_017836189.1|DBUS
OG0001459	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL, LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL	LOC108598886|XP_017841136.1|DBUS
OG0001460	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL	LOC108596263|XP_017837308.1|DBUS
OG0001461	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL	LOC108607733|XP_033150766.1|DBUS
OG0001462	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL	LOC108599471|XP_017841799.2|DBUS
OG0001464	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL	LOC108605426|XP_017850591.1|DBUS, LOC108599562|XP_017841947.1|DBUS
OG0001465	LOC109422596|XP_019552950.2|AEAL, LOC115261757|XP_029719503.1|AEAL	LOC108597304|XP_017839272.1|DBUS
OG0001466	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL	LOC108608363|XP_017855201.2|DBUS
OG0001467	LOC109418475|XP_029713246.1|AEAL, LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL	LOC108608001|XP_017854655.1|DBUS
OG0001468	LOC109430819|XP_019562448.2|AEAL, LOC115263200|XP_029722038.1|AEAL	LOC108598570|XP_017840744.2|DBUS
OG0001470	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL	LOC108598839|XP_017841082.2|DBUS
OG0001471	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL	LOC108598023|XP_033149452.1|DBUS
OG0001472	LOC109423871|XP_019554459.1|AEAL	LOC117134908|XP_033150248.1|DBUS, LOC108598977|XP_017841240.1|DBUS
OG0001473	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL	LOC108602693|XP_017846321.1|DBUS
OG0001474	LOC109407040|XP_029729020.1|AEAL	LOC108604911|XP_017849970.1|DBUS, LOC108595261|XP_017835961.1|DBUS
OG0001475	LOC109403692|XP_029709907.1|AEAL	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS
OG0001476	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL	LOC117135007|XP_033150676.1|DBUS, LOC117135033|XP_033150751.1|DBUS
OG0001477	LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL	LOC108604328|XP_017849243.1|DBUS
