Orthogroup	ASTE.longest_only	DANA.longest_only
OG0001167	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE	LOC6495633|XP_032307093.1|DANA
OG0001168	LOC118509897|XP_035907038.1|ASTE	LOC6495623|XP_001959243.1|DANA
OG0001169	LOC118509719|XP_035906701.1|ASTE	LOC6504991|XP_001965677.1|DANA
OG0001170	LOC118507819|XP_035902790.1|ASTE	LOC6500795|XP_001953934.1|DANA, LOC6500794|XP_001953933.1|DANA, LOC6500796|XP_001953935.1|DANA, LOC6500797|XP_001953936.1|DANA
OG0001171	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE	LOC6506988|XP_014765020.1|DANA
OG0001172	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE	LOC6494636|XP_001959972.1|DANA
OG0001173	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE	LOC6505900|XP_001964577.1|DANA
OG0001174	LOC118510344|XP_035907928.1|ASTE	LOC6506174|XP_001958413.1|DANA
OG0001175	LOC118506996|XP_035900774.1|ASTE	LOC6496079|XP_001960175.1|DANA, LOC6501849|XP_001966803.1|DANA
OG0001176	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE	LOC6494221|XP_014762673.1|DANA
OG0001177	LOC118510697|XP_035908780.1|ASTE	LOC6497916|XP_032307758.1|DANA
OG0001178	LOC118511785|XP_035911195.1|ASTE	LOC6495060|XP_001959148.1|DANA
OG0001179	LOC118512602|XP_035913151.1|ASTE	LOC6495406|XP_032307195.1|DANA
OG0001180	LOC118510715|XP_035908811.1|ASTE	LOC6506057|XP_001966646.2|DANA
OG0001181	LOC118505739|XP_035897822.1|ASTE	LOC6506328|XP_032310084.1|DANA
OG0001182	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE	LOC6501533|XP_014767093.1|DANA
OG0001183	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE	LOC6499429|XP_032307004.1|DANA
OG0001185	LOC118507718|XP_035902509.1|ASTE	LOC6494317|XP_014760068.1|DANA
OG0001186	LOC118506012|XP_035898491.1|ASTE	LOC6500957|XP_001954242.1|DANA
OG0001187	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE	LOC6496355|XP_014763778.1|DANA
OG0001188	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE	LOC6494330|XP_001960524.2|DANA
OG0001189	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE	LOC6494172|XP_001960828.1|DANA, LOC6494173|XP_001960827.1|DANA
OG0001190	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE	LOC6504693|XP_001966392.2|DANA
OG0001191	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE	LOC6504707|XP_001964861.1|DANA
OG0001192	LOC118507442|XP_035901817.1|ASTE	LOC26515108|XP_032307727.1|DANA, LOC6498236|XP_001962362.2|DANA, LOC6497301|XP_032307725.1|DANA
OG0001193	LOC118506106|XP_035898685.1|ASTE	LOC6500766|XP_001953880.1|DANA
OG0001194	LOC118505981|XP_035898435.1|ASTE	LOC6504137|XP_001964256.1|DANA
OG0001195	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE	LOC6495447|XP_001958865.1|DANA
OG0001201	LOC118507003|XP_035900789.1|ASTE	LOC6500864|XP_001954060.1|DANA
OG0001202	LOC118517404|XP_035919371.1|ASTE	LOC6504820|XP_001966397.2|DANA
OG0001203	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE	LOC6504547|XP_001967430.1|DANA
OG0001204	LOC118516568|XP_035918429.1|ASTE	LOC6502470|XP_001962780.2|DANA
OG0001205	LOC118517643|XP_035919856.1|ASTE	LOC6494458|XP_001965917.2|DANA
OG0001206	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE	LOC6505848|XP_001964479.2|DANA
OG0001207	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE	LOC26513919|XP_014759490.1|DANA
OG0001208	LOC118505348|XP_035897352.1|ASTE	LOC6501911|XP_032308117.1|DANA
OG0001209	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE	LOC6500876|XP_001954088.2|DANA
OG0001210	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE	LOC6502060|XP_001967440.1|DANA
OG0001212	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE	LOC6505053|XP_001965553.1|DANA
OG0001213	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE	LOC6505727|XP_001964374.1|DANA
OG0001214	LOC118507998|XP_035903262.1|ASTE	LOC6499792|XP_001953904.1|DANA
OG0001215	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE	LOC6499158|XP_001955197.1|DANA
OG0001216	LOC118507996|XP_035903258.1|ASTE	LOC6500322|XP_014766503.1|DANA
OG0001217	LOC118503463|XP_035892642.1|ASTE	LOC6502333|XP_001967631.2|DANA
OG0001218	LOC118507811|XP_035902772.1|ASTE	LOC6500793|XP_001953932.1|DANA
OG0001220	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE	LOC6495550|XP_001959083.1|DANA
OG0001223	LOC118514347|XP_035917058.1|ASTE	LOC6495127|XP_032306369.1|DANA
OG0001224	LOC118506033|XP_035898545.1|ASTE	LOC6496288|XP_001960624.3|DANA
OG0001225	LOC118509675|XP_035906574.1|ASTE	LOC6496516|XP_014763864.2|DANA
OG0001226	LOC118511394|XP_035910317.1|ASTE	LOC6495260|XP_001958742.1|DANA
OG0001227	LOC118511067|XP_035909568.1|ASTE	LOC6496850|XP_014761401.1|DANA
OG0001228	LOC118512395|XP_035912669.1|ASTE	LOC6494328|XP_032305515.1|DANA
OG0001229	LOC118514527|XP_035917400.1|ASTE	LOC26515246|XP_032312042.1|DANA
OG0001230	LOC118509042|XP_035905008.1|ASTE	LOC6494134|XP_032307143.1|DANA
OG0001231	LOC118511796|XP_035911219.1|ASTE	LOC6505408|XP_001966905.1|DANA
OG0001233	LOC118508945|XP_035904747.1|ASTE	LOC6498133|XP_001962148.1|DANA
OG0001234	LOC118511242|XP_035909975.1|ASTE	LOC6496168|XP_001960364.1|DANA
OG0001235	LOC118510723|XP_035908825.1|ASTE	LOC6503363|XP_001965357.2|DANA
OG0001236	LOC118505735|XP_035897816.1|ASTE	LOC6493200|XP_001957251.2|DANA
OG0001237	LOC118505306|XP_035896830.1|ASTE	LOC6500136|XP_014766395.1|DANA
OG0001238	LOC118504642|XP_035895262.1|ASTE	LOC6499597|XP_032312139.1|DANA
OG0001239	LOC118508095|XP_035903470.1|ASTE, LOC118503658|XP_035893074.1|ASTE	LOC6499905|XP_032306296.1|DANA
OG0001240	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE	LOC6499556|XP_001954389.1|DANA
OG0001241	LOC118506705|XP_035900090.1|ASTE	LOC6495700|XP_001959400.1|DANA
OG0001242	LOC118502640|XP_035890980.1|ASTE	LOC6502245|XP_001966075.1|DANA
OG0001244	LOC118509322|XP_035905679.1|ASTE	LOC6500325|XP_001952976.1|DANA
OG0001246	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE	LOC6495728|XP_014763470.1|DANA
OG0001247	LOC118508155|XP_035903585.1|ASTE	LOC26514097|XP_032311496.1|DANA
OG0001249	LOC118508107|XP_035903494.1|ASTE	LOC6503750|XP_001963809.2|DANA
OG0001257	LOC118509652|XP_035906493.1|ASTE	LOC6501778|XP_032311763.1|DANA
OG0001258	LOC118505200|XP_035896573.1|ASTE	LOC6501118|XP_001954585.1|DANA
OG0001259	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE	LOC6504614|XP_001966525.1|DANA
OG0001260	LOC118512715|XP_035913451.1|ASTE	LOC6500642|XP_001953630.2|DANA
OG0001261	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE	LOC6504380|XP_001967079.2|DANA
OG0001263	LOC118508293|XP_035903835.1|ASTE	LOC6500783|XP_001953912.1|DANA
OG0001264	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE	LOC6498064|XP_001962010.2|DANA
OG0001266	LOC118507536|XP_035902006.1|ASTE	LOC6494753|XP_001959734.1|DANA
OG0001267	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE	LOC6500853|XP_032310250.1|DANA
OG0001269	LOC118507188|XP_035901153.1|ASTE	LOC6496251|XP_001960544.1|DANA
OG0001270	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE	LOC6503457|XP_001967519.2|DANA
OG0001271	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE	LOC6494873|XP_001959510.1|DANA
OG0001272	LOC118509409|XP_035905868.1|ASTE	LOC6507573|XP_001955933.2|DANA
OG0001273	LOC118507925|XP_035903121.1|ASTE	LOC6501382|XP_001955119.3|DANA
OG0001274	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE	LOC6493714|XP_001958291.1|DANA
OG0001276	LOC118513068|XP_035914309.1|ASTE	LOC6507649|XP_001956071.1|DANA
OG0001277	LOC118512920|XP_035913964.1|ASTE	LOC6506888|XP_001957055.1|DANA
OG0001278	LOC118512294|XP_035912414.1|ASTE	LOC6507280|XP_032310005.1|DANA, LOC6498637|XP_001963216.1|DANA
OG0001279	LOC118512298|XP_035912422.1|ASTE	LOC6507782|XP_001956335.1|DANA
OG0001280	LOC118514238|XP_035916834.1|ASTE	LOC6506507|XP_001957750.1|DANA
OG0001281	LOC118512634|XP_035913223.1|ASTE	LOC6507584|XP_001955950.1|DANA
OG0001282	LOC118514262|XP_035916871.1|ASTE	LOC6497809|XP_001961489.1|DANA
OG0001283	LOC118511551|XP_035910663.1|ASTE	LOC6496410|XP_001960858.2|DANA
OG0001284	LOC118513903|XP_035916119.1|ASTE	LOC6497272|XP_001965911.2|DANA
OG0001285	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE	LOC6507093|XP_014765063.1|DANA
OG0001286	LOC118512447|XP_035912804.1|ASTE	LOC6503632|XP_014760393.2|DANA
OG0001287	LOC118512730|XP_035913483.1|ASTE	LOC6494675|XP_001965955.1|DANA
OG0001288	LOC118512489|XP_035912886.1|ASTE	LOC6497690|XP_001961565.1|DANA
OG0001289	LOC118514047|XP_035916431.1|ASTE	LOC6502767|XP_001965256.2|DANA
OG0001290	LOC118510651|XP_035908659.1|ASTE	LOC6497204|XP_032307733.1|DANA
OG0001291	LOC118506591|XP_035899841.1|ASTE	LOC6494912|XP_014763071.2|DANA
OG0001292	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE	LOC6496297|XP_001960635.2|DANA
OG0001293	LOC118506581|XP_035899830.1|ASTE	LOC6504155|XP_001964289.1|DANA
OG0001294	LOC118504858|XP_035895786.1|ASTE	LOC6499327|XP_001954859.1|DANA
OG0001295	LOC118505807|XP_035898040.1|ASTE	LOC6502235|XP_001966036.1|DANA, LOC6496457|XP_001960949.1|DANA
OG0001296	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE	LOC6493893|XP_032311522.1|DANA
OG0001297	LOC118505340|XP_035896889.1|ASTE	LOC6499040|XP_001955448.1|DANA
OG0001298	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE	LOC6500044|XP_032312361.1|DANA
OG0001299	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE	LOC6507340|XP_032309757.1|DANA
OG0001300	LOC118505015|XP_035896097.1|ASTE	LOC6499532|XP_001954428.1|DANA
OG0001301	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE	LOC6498237|XP_001962364.1|DANA
OG0001302	LOC118506830|XP_035900433.1|ASTE	LOC6494604|XP_032306614.1|DANA
OG0001303	LOC118517568|XP_035919706.1|ASTE	LOC6500698|XP_001953750.1|DANA
OG0001304	LOC118502579|XP_035890806.1|ASTE	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA
OG0001305	LOC118508529|XP_035904296.1|ASTE	LOC6503390|XP_001967520.2|DANA
OG0001306	LOC118507719|XP_035902560.1|ASTE	LOC6500706|XP_001953762.1|DANA
OG0001307	LOC118502798|XP_035891298.1|ASTE	LOC6493303|XP_001957486.1|DANA
OG0001308	LOC118506555|XP_035899757.1|ASTE	LOC6504634|XP_032309303.1|DANA
OG0001309	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE	LOC6501270|XP_001954892.1|DANA
OG0001311	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE	LOC6505194|XP_001965524.2|DANA
OG0001312	LOC118503305|XP_035892318.1|ASTE	LOC6493418|XP_001957711.1|DANA
OG0001313	LOC118507236|XP_035901379.1|ASTE	LOC6494637|XP_001959971.3|DANA
OG0001314	LOC118512881|XP_035914293.1|ASTE	LOC6502469|XP_001962779.1|DANA
OG0001315	LOC118506659|XP_035899970.1|ASTE	LOC6504655|XP_001966464.1|DANA
OG0001326	LOC118508303|XP_035903851.1|ASTE	LOC6501601|XP_001955566.1|DANA
OG0001328	LOC118503066|XP_035891829.1|ASTE	LOC26515035|XP_032311989.1|DANA
OG0001329	LOC118509272|XP_035905520.1|ASTE	LOC6505307|XP_001965728.2|DANA
OG0001330	LOC118517158|XP_035918929.1|ASTE	LOC6505211|XP_032307795.1|DANA
OG0001331	LOC118512722|XP_035913464.1|ASTE	LOC6502047|XP_032311934.1|DANA
OG0001332	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE	LOC6504416|XP_032308163.1|DANA
OG0001333	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE	LOC6505113|XP_001964793.2|DANA
OG0001334	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE	LOC6505553|XP_001964713.1|DANA
OG0001335	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE	LOC6500011|XP_001953409.1|DANA
OG0001337	LOC118511391|XP_035910312.1|ASTE	LOC6504487|XP_032308308.1|DANA
OG0001338	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE	LOC6496265|XP_014763712.1|DANA
OG0001339	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE	LOC6495364|XP_001958670.1|DANA
OG0001340	LOC118506774|XP_035900262.1|ASTE	LOC6503257|XP_032309758.1|DANA
OG0001341	LOC118507844|XP_035902868.1|ASTE	LOC6500539|XP_032310342.1|DANA
OG0001343	LOC118502423|XP_035890543.1|ASTE	LOC6499178|XP_001955160.2|DANA
OG0001344	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE	LOC6505942|XP_032305468.1|DANA
OG0001345	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE	LOC6499926|XP_001953617.1|DANA
OG0001346	LOC118505438|XP_035897125.1|ASTE	LOC6499381|XP_001954747.1|DANA
OG0001347	LOC118508585|XP_035904383.1|ASTE	LOC6503956|XP_001963915.1|DANA
OG0001348	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA
OG0001349	LOC118510488|XP_035908267.1|ASTE	LOC6507029|XP_014765038.1|DANA
OG0001350	LOC118512205|XP_035912208.1|ASTE	LOC6507885|XP_001956525.3|DANA
OG0001351	LOC118512096|XP_035911955.1|ASTE	LOC6494868|XP_001959521.1|DANA
OG0001352	LOC118509480|XP_035906015.1|ASTE	LOC6493905|XP_032311477.1|DANA
OG0001353	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE	LOC6506341|XP_001958072.1|DANA
OG0001354	LOC118511541|XP_035910637.1|ASTE	LOC6495912|XP_014763532.1|DANA
OG0001355	LOC118511525|XP_035910607.1|ASTE	LOC6495849|XP_001959707.1|DANA
OG0001356	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE	LOC6498969|XP_032312081.1|DANA
OG0001357	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE	LOC6493524|XP_001957929.1|DANA
OG0001358	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE	LOC6493887|XP_001961393.1|DANA, LOC6493673|XP_001958205.1|DANA
OG0001359	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE	LOC6497282|XP_001962395.1|DANA
OG0001360	LOC118514357|XP_035917072.1|ASTE	LOC6496405|XP_001960845.1|DANA
OG0001361	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE	LOC6507777|XP_001956328.2|DANA
OG0001362	LOC118512297|XP_035912420.1|ASTE	LOC6507781|XP_001956333.1|DANA
OG0001363	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE	LOC6500148|XP_001953128.1|DANA
OG0001364	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE	LOC6495293|XP_032307170.1|DANA
OG0001365	LOC118513191|XP_035914572.1|ASTE	LOC6506203|XP_001958350.1|DANA
OG0001367	LOC118509863|XP_035906966.1|ASTE	LOC6494766|XP_032306575.1|DANA
OG0001368	LOC118513233|XP_035914671.1|ASTE	LOC6494818|XP_001959603.1|DANA
OG0001369	LOC118514260|XP_035916869.1|ASTE	LOC6505035|XP_001965594.1|DANA
OG0001370	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE	LOC6494714|XP_001959806.1|DANA
OG0001371	LOC118509649|XP_035906463.1|ASTE	LOC26515113|XP_032311474.1|DANA
OG0001372	LOC118512013|XP_035911681.1|ASTE	LOC6495881|XP_032306846.1|DANA
OG0001373	LOC118511033|XP_035909507.1|ASTE	LOC6497138|XP_001962680.1|DANA
OG0001374	LOC118513899|XP_035916109.1|ASTE	LOC6494222|XP_001960712.1|DANA
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	LOC6495404|XP_001958769.1|DANA
OG0001377	LOC118513915|XP_035916158.1|ASTE	LOC6505475|XP_001964934.2|DANA
OG0001378	LOC118512644|XP_035913253.1|ASTE	LOC6498231|XP_032307509.1|DANA
OG0001379	LOC118513885|XP_035916092.1|ASTE	LOC6498057|XP_014761951.1|DANA
OG0001380	LOC118508988|XP_035904879.1|ASTE	LOC6496671|XP_001961371.2|DANA
OG0001381	LOC118514539|XP_035917415.1|ASTE	LOC6496421|XP_032307210.1|DANA
OG0001382	LOC118512516|XP_035912927.1|ASTE	LOC6503284|XP_014759110.1|DANA
OG0001383	LOC118511029|XP_035909502.1|ASTE	LOC6495075|XP_001959121.1|DANA
OG0001384	LOC118509868|XP_035906984.1|ASTE	LOC6497523|XP_014761719.1|DANA
OG0001385	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE	LOC6504562|XP_001964906.2|DANA
OG0001387	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE	LOC6496853|XP_001963272.1|DANA
OG0001388	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE	LOC6496954|XP_001963064.2|DANA
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	LOC6499044|XP_032311132.1|DANA
OG0001390	LOC118506752|XP_035900235.1|ASTE	LOC6506658|XP_032310901.1|DANA
OG0001391	LOC118504503|XP_035894922.1|ASTE	LOC6498019|XP_001961904.1|DANA
OG0001392	LOC118506657|XP_035899968.1|ASTE	LOC6505294|XP_001965704.2|DANA
OG0001393	LOC118502606|XP_035890863.1|ASTE	LOC6505212|XP_001965556.1|DANA
OG0001394	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE	LOC6496933|XP_014761435.1|DANA
OG0001395	LOC118505832|XP_035898080.1|ASTE	LOC6494219|XP_001965954.1|DANA
OG0001396	LOC118506543|XP_035899727.1|ASTE	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE	LOC6499434|XP_032312182.1|DANA
OG0001399	LOC118512891|XP_035913888.1|ASTE	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC118503474|XP_035892665.1|ASTE	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC118508085|XP_035903453.1|ASTE	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC118512335|XP_035912510.1|ASTE	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC118505990|XP_035898449.1|ASTE	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC118506116|XP_035898717.1|ASTE	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC118508052|XP_035903398.1|ASTE	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC118509985|XP_035907259.1|ASTE	LOC6496177|XP_001960379.1|DANA
OG0001429	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC118502803|XP_035891317.1|ASTE	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC6498756|XP_001967266.1|DANA
OG0001442	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC6501216|XP_014766947.2|DANA, LOC6507945|XP_001962710.1|DANA
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC6502831|XP_032310793.1|DANA
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC6504893|XP_001966544.1|DANA
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC6500976|XP_001954286.2|DANA
