Orthogroup	ASTE.longest_only	DMAU.longest_only
OG0000605	LOC118514042|XP_035916420.1|ASTE, LOC118514044|XP_035916423.1|ASTE, LOC118502943|XP_035891587.1|ASTE, LOC118514046|XP_035916430.1|ASTE	LOC117138562|XP_033156656.1|DMAU
OG0000606	LOC118505294|XP_035896782.1|ASTE, LOC118517185|XP_035918998.1|ASTE	LOC117144463|XP_033165516.1|DMAU
OG0000607	LOC118502727|XP_035891180.1|ASTE	LOC117144625|XP_033165811.1|DMAU, LOC117144328|XP_033165332.1|DMAU
OG0000608	LOC118508267|XP_035903792.1|ASTE	LOC117145480|XP_033167048.1|DMAU, LOC117142771|XP_033162848.1|DMAU
OG0000609	LOC118506550|XP_035899741.1|ASTE	LOC117146830|XP_033169275.1|DMAU, LOC117141074|XP_033160267.1|DMAU
OG0000610	LOC118505284|XP_035896758.1|ASTE	LOC117140307|XP_033159043.1|DMAU, LOC117136922|XP_033153949.1|DMAU
OG0000611	LOC118503929|XP_035893657.1|ASTE	LOC117138619|XP_033156719.1|DMAU, LOC117137683|XP_033155142.1|DMAU
OG0000614	LOC118516626|XP_035918497.1|ASTE	LOC117148557|XP_033171886.1|DMAU
OG0000616	LOC118516919|XP_035918657.1|ASTE, LOC118512418|XP_035912710.1|ASTE	LOC117147928|XP_033170955.1|DMAU, LOC117147752|XP_033170651.1|DMAU
OG0000617	LOC118505117|XP_035896324.1|ASTE	LOC117143061|XP_033163409.1|DMAU, LOC117142509|XP_033162436.1|DMAU
OG0000618	LOC118507908|XP_035903091.1|ASTE	LOC117139303|XP_033157433.1|DMAU
OG0000619	LOC118507862|XP_035902958.1|ASTE, LOC118504753|XP_035895566.1|ASTE	LOC117136888|XP_033153889.1|DMAU
OG0000620	LOC118511483|XP_035910514.1|ASTE	LOC117147554|XP_033170387.1|DMAU, LOC117139571|XP_033157864.1|DMAU
OG0000621	LOC118508894|XP_035904623.1|ASTE	LOC117144171|XP_033165104.1|DMAU, LOC117147032|XP_033169617.1|DMAU
OG0000622	LOC118510537|XP_035908385.1|ASTE	LOC117141548|XP_033160943.1|DMAU, LOC117141409|XP_033160723.1|DMAU
OG0000623	LOC118509124|XP_035905205.1|ASTE	LOC117139983|XP_033158578.1|DMAU, LOC117139055|XP_033157056.1|DMAU
OG0000624	LOC118513045|XP_035914230.1|ASTE	LOC117136836|XP_033153808.1|DMAU, LOC117136835|XP_033153807.1|DMAU
OG0000625	LOC118512856|XP_035913828.1|ASTE	LOC117139435|XP_033157623.1|DMAU, LOC117139436|XP_033157628.1|DMAU
OG0000626	LOC118509722|XP_035906704.1|ASTE	LOC117137664|XP_033155114.1|DMAU, LOC117136923|XP_033153950.1|DMAU
OG0000627	LOC118511642|XP_035910859.1|ASTE	LOC117139752|XP_033158207.1|DMAU, LOC117146504|XP_033168650.1|DMAU
OG0000628	LOC118510998|XP_035909406.1|ASTE	LOC117143705|XP_033164398.1|DMAU, LOC117135917|XP_033152379.1|DMAU
OG0000629	LOC118514145|XP_035916649.1|ASTE	LOC117145419|XP_033166955.1|DMAU, LOC117150369|XP_033173122.1|DMAU
OG0000630	LOC118513837|XP_035915998.1|ASTE	LOC117144094|XP_033165004.1|DMAU, LOC117138999|XP_033156971.1|DMAU
OG0000631	LOC118512040|XP_035911733.1|ASTE	LOC117144114|XP_033165036.1|DMAU, LOC117150315|XP_033173037.1|DMAU
OG0000632	LOC118510869|XP_035909110.1|ASTE	LOC117150547|XP_033173370.1|DMAU, LOC117135948|XP_033152429.1|DMAU
OG0000635	LOC118502578|XP_035890805.1|ASTE	LOC117136680|XP_033153581.1|DMAU, LOC117146747|XP_033169114.1|DMAU
OG0000636	LOC118506854|XP_035900476.1|ASTE	LOC117141772|XP_033161297.1|DMAU, LOC117143871|XP_033164643.1|DMAU
OG0000637	LOC118503638|XP_035893029.1|ASTE	LOC117148145|XP_033171265.1|DMAU, LOC117148144|XP_033171264.1|DMAU
OG0000638	LOC118507208|XP_035901188.1|ASTE	LOC117142822|XP_033162932.1|DMAU, LOC117148196|XP_033171360.1|DMAU
OG0000639	LOC118507233|XP_035901363.1|ASTE	LOC117140166|XP_033158830.1|DMAU
OG0000646	LOC118509356|XP_035905771.1|ASTE	LOC117142560|XP_033162501.1|DMAU, LOC117142564|XP_033162507.1|DMAU
OG0000647	LOC118510462|XP_035908198.1|ASTE	LOC117144711|XP_033165942.1|DMAU, LOC117148758|XP_033172244.1|DMAU
OG0000648	LOC118512623|XP_035913212.1|ASTE	LOC117148002|XP_033171050.1|DMAU
OG0000649	LOC118512828|XP_035913732.1|ASTE	LOC117148020|XP_033171077.1|DMAU, LOC117147910|XP_033170910.1|DMAU
OG0000650	LOC118517430|XP_035919441.1|ASTE	LOC117142347|XP_033162157.1|DMAU
OG0000651	LOC118505562|XP_035897410.1|ASTE	LOC117140706|XP_033159663.1|DMAU, LOC117138975|XP_033156928.1|DMAU
OG0000652	LOC118504666|XP_035895343.1|ASTE	LOC117137821|XP_033155396.1|DMAU, LOC117147582|XP_033170417.1|DMAU
OG0000653	LOC118502716|XP_035891160.1|ASTE, LOC118504969|XP_035895993.1|ASTE	LOC117145168|XP_033166607.1|DMAU, LOC117143725|XP_033164420.1|DMAU
OG0000654	LOC118509527|XP_035906131.1|ASTE	LOC117139145|XP_033157188.1|DMAU
OG0000655	LOC118513237|XP_035914683.1|ASTE	LOC117137767|XP_033155278.1|DMAU, LOC117138819|XP_033156861.1|DMAU
OG0000656	LOC118510959|XP_035909315.1|ASTE	LOC117143330|XP_033163878.1|DMAU, LOC117143331|XP_033163879.1|DMAU
OG0000657	LOC118513665|XP_035915659.1|ASTE	LOC117139037|XP_033157029.1|DMAU, LOC117135291|XP_033151352.1|DMAU
OG0000658	LOC118509145|XP_035905249.1|ASTE	LOC117147558|XP_033170391.1|DMAU, LOC117143468|XP_033164072.1|DMAU
OG0000659	LOC118514032|XP_035916401.1|ASTE	LOC117136390|XP_033153177.1|DMAU, LOC117150669|XP_033173559.1|DMAU
OG0000660	LOC118511813|XP_035911245.1|ASTE	LOC117135316|XP_033151404.1|DMAU
OG0000661	LOC118510684|XP_035908743.1|ASTE	LOC117141077|XP_033160266.1|DMAU, LOC117150280|XP_033172987.1|DMAU
OG0000662	LOC118507622|XP_035902237.1|ASTE	LOC117140756|XP_033159729.1|DMAU, LOC117142832|XP_033162954.1|DMAU
OG0000663	LOC118504584|XP_035895125.1|ASTE	LOC117137679|XP_033155139.1|DMAU
OG0000664	LOC118502508|XP_035890644.1|ASTE	LOC117145519|XP_033167102.1|DMAU, LOC117148846|XP_033172396.1|DMAU
OG0000665	LOC118502404|XP_035890520.1|ASTE	LOC117145905|XP_033167646.1|DMAU, LOC117145904|XP_033167645.1|DMAU
OG0000666	LOC118503020|XP_035891736.1|ASTE	LOC117135416|XP_033151459.1|DMAU, LOC117146672|XP_033168911.1|DMAU
OG0000667	LOC118506693|XP_035900067.1|ASTE	LOC117147302|XP_033170039.1|DMAU, LOC117144758|XP_033166008.1|DMAU
OG0000668	LOC118506700|XP_035900074.1|ASTE	LOC117141768|XP_033161290.1|DMAU, LOC117144795|XP_033166062.1|DMAU
OG0000669	LOC118502625|XP_035890898.1|ASTE, LOC118502629|XP_035890907.1|ASTE	LOC117146391|XP_033168456.1|DMAU, LOC117146390|XP_033168455.1|DMAU
OG0000670	LOC118507605|XP_035902171.1|ASTE	LOC117143773|XP_033164496.1|DMAU, LOC117147465|XP_033170247.1|DMAU
OG0000671	LOC118504162|XP_035894188.1|ASTE	LOC117145325|XP_033166815.1|DMAU, LOC117145493|XP_033167062.1|DMAU
OG0000672	LOC118503081|XP_035891857.1|ASTE	LOC117147253|XP_033169963.1|DMAU, LOC117148037|XP_033171104.1|DMAU
OG0000673	LOC118503772|XP_035893335.1|ASTE	LOC117146774|XP_033169186.1|DMAU, LOC117140163|XP_033158827.1|DMAU
OG0000677	LOC118503070|XP_035891837.1|ASTE, LOC118505812|XP_035898048.1|ASTE	LOC117147387|XP_033170148.1|DMAU
OG0000678	LOC118506688|XP_035900054.1|ASTE	LOC117143293|XP_033163779.1|DMAU, LOC117150200|XP_033172881.1|DMAU
OG0000679	LOC118511227|XP_035909955.1|ASTE, LOC118510212|XP_035907656.1|ASTE, LOC118513053|XP_035914253.1|ASTE	LOC117148273|XP_033171478.1|DMAU
OG0000680	LOC118507815|XP_035902824.1|ASTE	LOC117147584|XP_033170421.1|DMAU, LOC117147769|XP_033170695.1|DMAU
OG0000681	LOC118517713|XP_035920051.1|ASTE	LOC117143399|XP_033163979.1|DMAU, LOC117148860|XP_033172420.1|DMAU
OG0000683	LOC118506183|XP_035898864.1|ASTE, LOC118506185|XP_035898866.1|ASTE, LOC118506184|XP_035898865.1|ASTE, LOC118505145|XP_035896412.1|ASTE, LOC118507783|XP_035902710.1|ASTE	LOC117142812|XP_033162917.1|DMAU
OG0000684	LOC118504684|XP_035895391.1|ASTE	LOC117145668|XP_033167293.1|DMAU, LOC117145826|XP_033167519.1|DMAU
OG0000685	LOC118502969|XP_035891627.1|ASTE	LOC117148792|XP_033172295.1|DMAU, LOC117142601|XP_033162571.1|DMAU
OG0000686	LOC118514492|XP_035917308.1|ASTE	LOC117137317|XP_033154592.1|DMAU, LOC117148855|XP_033172405.1|DMAU
OG0000687	LOC118510252|XP_035907731.1|ASTE, LOC118517275|XP_035919142.1|ASTE	LOC117137548|XP_033154937.1|DMAU, LOC117141999|XP_033161738.1|DMAU
OG0000688	LOC118509724|XP_035906707.1|ASTE	LOC117138670|XP_033156809.1|DMAU
OG0000689	LOC118512119|XP_035911989.1|ASTE	LOC117137435|XP_033154757.1|DMAU, LOC117137434|XP_033154756.1|DMAU
OG0000690	LOC118506172|XP_035898836.1|ASTE, LOC118509362|XP_035905778.1|ASTE, LOC118517239|XP_035919106.1|ASTE, LOC118506171|XP_035898834.1|ASTE, LOC118504259|XP_035894381.1|ASTE	LOC117147258|XP_033169969.1|DMAU
OG0000691	LOC118511904|XP_035911433.1|ASTE	LOC117135329|XP_033151420.1|DMAU, LOC117139778|XP_033158280.1|DMAU
OG0000692	LOC118514236|XP_035916833.1|ASTE	LOC117141221|XP_033160471.1|DMAU, LOC117141222|XP_033160472.1|DMAU
OG0000693	LOC118511187|XP_035909847.1|ASTE	LOC117147861|XP_033170829.1|DMAU, LOC117143601|XP_033164244.1|DMAU
OG0000694	LOC118510934|XP_035909249.1|ASTE	LOC117147667|XP_033170532.1|DMAU, LOC117140570|XP_033159460.1|DMAU
OG0000695	LOC118511743|XP_035911086.1|ASTE	LOC117138088|XP_033155832.1|DMAU, LOC117141657|XP_033161138.1|DMAU
OG0000696	LOC118511732|XP_035911071.1|ASTE	LOC117150595|XP_033173442.1|DMAU
OG0000697	LOC118513307|XP_035914782.1|ASTE	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU, LOC117135164|XP_033151116.1|DMAU
OG0000698	LOC118514551|XP_035917435.1|ASTE	LOC117150465|XP_033173251.1|DMAU, LOC117150344|XP_033173082.1|DMAU
OG0000699	LOC118509221|XP_035905398.1|ASTE	LOC117141378|XP_033160690.1|DMAU, LOC117143668|XP_033164340.1|DMAU
OG0000700	LOC118513242|XP_035914691.1|ASTE	LOC117150347|XP_033173089.1|DMAU, LOC117150288|XP_033172998.1|DMAU
OG0000701	LOC118513211|XP_035914617.1|ASTE	LOC117136478|XP_033153306.1|DMAU, LOC117147326|XP_033170067.1|DMAU
OG0000702	LOC118504572|XP_035895108.1|ASTE	LOC117145139|XP_033166570.1|DMAU, LOC117145138|XP_033166550.1|DMAU
OG0000703	LOC118506324|XP_035899167.1|ASTE	LOC117150353|XP_033173100.1|DMAU, LOC117137321|XP_033154597.1|DMAU
OG0000704	LOC118506332|XP_035899195.1|ASTE	LOC117148286|XP_033171490.1|DMAU, LOC117144597|XP_033165777.1|DMAU
OG0000705	LOC118506683|XP_035900034.1|ASTE	LOC117139463|XP_033157666.1|DMAU, LOC117139461|XP_033157664.1|DMAU
OG0000706	LOC118504359|XP_035894644.1|ASTE	LOC117150737|XP_033173663.1|DMAU, LOC117148625|XP_033172008.1|DMAU
OG0000707	LOC118507672|XP_035902354.1|ASTE	LOC117136581|XP_033153445.1|DMAU, LOC117146347|XP_033168378.1|DMAU
OG0000708	LOC118506391|XP_035899324.1|ASTE	LOC117146575|XP_033168773.1|DMAU, LOC117146996|XP_033169564.1|DMAU
OG0000709	LOC118505365|XP_035896954.1|ASTE	LOC117145554|XP_033167146.1|DMAU, LOC117147035|XP_033169620.1|DMAU
OG0000710	LOC118517718|XP_035920058.1|ASTE	LOC117144280|XP_033165273.1|DMAU, LOC117135890|XP_033152328.1|DMAU
OG0000711	LOC118507227|XP_035901286.1|ASTE	LOC117141615|XP_033161026.1|DMAU, LOC117147180|XP_033169869.1|DMAU
OG0000713	LOC118508307|XP_035903858.1|ASTE	LOC117143545|XP_033164175.1|DMAU, LOC117138191|XP_033155988.1|DMAU
OG0000714	LOC118517663|XP_035919932.1|ASTE	LOC117148743|XP_033172210.1|DMAU, LOC117139004|XP_033156988.1|DMAU
OG0000716	LOC118507309|XP_035901585.1|ASTE	LOC117147508|XP_033170308.1|DMAU, LOC117139823|XP_033158350.1|DMAU
OG0000717	LOC118503816|XP_035893408.1|ASTE, LOC118506222|XP_035898952.1|ASTE, LOC118506238|XP_035898994.1|ASTE, LOC118503817|XP_035893410.1|ASTE, LOC118503814|XP_035893405.1|ASTE, LOC118506235|XP_035898977.1|ASTE, LOC118506234|XP_035898976.1|ASTE, LOC118506227|XP_035898958.1|ASTE, LOC118503805|XP_035893392.1|ASTE, LOC118503812|XP_035893403.1|ASTE, LOC118503819|XP_035893412.1|ASTE, LOC118503815|XP_035893407.1|ASTE, LOC118503811|XP_035893402.1|ASTE, LOC118506223|XP_035898953.1|ASTE, LOC118503808|XP_035893397.1|ASTE, LOC118503809|XP_035893400.1|ASTE, LOC118503810|XP_035893401.1|ASTE, LOC118503807|XP_035893396.1|ASTE, LOC118503813|XP_035893404.1|ASTE, LOC118503802|XP_035893389.1|ASTE	LOC117140212|XP_033158891.1|DMAU
OG0000724	LOC118510219|XP_035907676.1|ASTE	LOC117147487|XP_033170275.1|DMAU, LOC117144456|XP_033165503.1|DMAU
OG0000726	LOC118502369|XP_035890481.1|ASTE	LOC117143376|XP_033163943.1|DMAU, LOC117143675|XP_033164352.1|DMAU
OG0000727	LOC118502892|XP_035891505.1|ASTE, LOC118504672|XP_035895355.1|ASTE	LOC117145237|XP_033166704.1|DMAU
OG0000728	LOC118507572|XP_035902102.1|ASTE	LOC117147364|XP_033170122.1|DMAU
OG0000729	LOC118502976|XP_035891641.1|ASTE	LOC117143074|XP_033163431.1|DMAU, LOC117144604|XP_033165786.1|DMAU
OG0000730	LOC118512111|XP_035911978.1|ASTE	LOC117147240|XP_033169945.1|DMAU, LOC117136115|XP_033152706.1|DMAU
OG0000731	LOC118508872|XP_035904568.1|ASTE	LOC117140553|XP_033159440.1|DMAU, LOC117138055|XP_033155765.1|DMAU
OG0000732	LOC118510311|XP_035907841.1|ASTE	LOC117140995|XP_033160137.1|DMAU, LOC117140994|XP_033160135.1|DMAU
OG0000733	LOC118514240|XP_035916836.1|ASTE	LOC117144125|XP_033165039.1|DMAU, LOC117139622|XP_033157967.1|DMAU
OG0000734	LOC118510367|XP_035907971.1|ASTE	LOC117148442|XP_033171706.1|DMAU, LOC117138976|XP_033156930.1|DMAU
OG0000735	LOC118510613|XP_035908523.1|ASTE	LOC117148097|XP_033171201.1|DMAU, LOC117139116|XP_033157154.1|DMAU
OG0000736	LOC118512534|XP_035912979.1|ASTE	LOC117135306|XP_033151385.1|DMAU, LOC117135305|XP_033151384.1|DMAU
OG0000738	LOC118512619|XP_035913193.1|ASTE	LOC117148370|XP_033171620.1|DMAU, LOC117147635|XP_033170894.1|DMAU
OG0000739	LOC118510845|XP_035909065.1|ASTE	LOC117143470|XP_033164074.1|DMAU, LOC117143469|XP_033164073.1|DMAU
OG0000740	LOC118508897|XP_035904628.1|ASTE	LOC117149955|XP_033172745.1|DMAU
OG0000740	LOC118502780|XP_035891270.1|ASTE	LOC117144891|XP_033166204.1|DMAU
OG0000741	LOC118502614|XP_035890878.1|ASTE	LOC117146704|XP_033169007.1|DMAU, LOC117144627|XP_033165813.1|DMAU
OG0000742	LOC118505726|XP_035897798.1|ASTE	LOC117148000|XP_033171047.1|DMAU, LOC117148383|XP_033171635.1|DMAU
OG0000743	LOC118505694|XP_035897727.1|ASTE	LOC117141929|XP_033161558.1|DMAU, LOC117137776|XP_033155289.1|DMAU
OG0000744	LOC118507220|XP_035901268.1|ASTE	LOC117136903|XP_033153912.1|DMAU
OG0000746	LOC118503396|XP_035892491.1|ASTE	LOC117137312|XP_033154584.1|DMAU, LOC117136402|XP_033153188.1|DMAU
OG0000753	LOC118503883|XP_035893534.1|ASTE	LOC117145169|XP_033166608.1|DMAU, LOC117140487|XP_033159337.1|DMAU
OG0000754	LOC118508359|XP_035903974.1|ASTE	LOC117147262|XP_033169974.1|DMAU, LOC117147592|XP_033170433.1|DMAU
OG0000755	LOC118505431|XP_035897100.1|ASTE	LOC117144999|XP_033166371.1|DMAU, LOC117143265|XP_033163726.1|DMAU
OG0000756	LOC118516633|XP_035918505.1|ASTE, LOC118508314|XP_035903875.1|ASTE	LOC117145661|XP_033167284.1|DMAU
OG0000756	LOC118508313|XP_035903874.1|ASTE	LOC117144340|XP_033165344.1|DMAU
OG0000757	LOC118509782|XP_035906815.1|ASTE	LOC117141295|XP_033160565.1|DMAU
OG0000758	LOC118511395|XP_035910318.1|ASTE	LOC117140437|XP_033159250.1|DMAU, LOC117140436|XP_033159248.1|DMAU
OG0000759	LOC118511963|XP_035911580.1|ASTE	LOC117141447|XP_033160792.1|DMAU, LOC117141453|XP_033160798.1|DMAU
OG0000761	LOC118509871|XP_035906989.1|ASTE	LOC117145919|XP_033167712.1|DMAU, LOC117146161|XP_033168027.1|DMAU
OG0000762	LOC118508964|XP_035904800.1|ASTE	LOC117149367|XP_033172661.1|DMAU, LOC117150715|XP_033173621.1|DMAU
OG0000764	LOC118506994|XP_035900771.1|ASTE, LOC118517555|XP_035919689.1|ASTE	LOC117145702|XP_033167335.1|DMAU, LOC117146526|XP_033168684.1|DMAU
OG0000765	LOC118502717|XP_035891164.1|ASTE	LOC117140438|XP_033159252.1|DMAU, LOC117148551|XP_033171876.1|DMAU
OG0000766	LOC118504471|XP_035894874.1|ASTE	LOC117144571|XP_033165719.1|DMAU, LOC117147273|XP_033169995.1|DMAU
OG0000767	LOC118506406|XP_035899371.1|ASTE	LOC117144994|XP_033166359.1|DMAU, LOC117141955|XP_033161604.1|DMAU
OG0000768	LOC118506386|XP_035899318.1|ASTE	LOC117141755|XP_033161268.1|DMAU
OG0000769	LOC118508062|XP_035903410.1|ASTE	LOC117145670|XP_033167294.1|DMAU, LOC117147742|XP_033170633.1|DMAU
OG0000770	LOC118504847|XP_035895750.1|ASTE	LOC117135829|XP_033152230.1|DMAU
OG0000771	LOC118508053|XP_035903399.1|ASTE	LOC117140495|XP_033159349.1|DMAU, LOC117140494|XP_033159348.1|DMAU
OG0000778	LOC118502985|XP_035891673.1|ASTE	LOC117139069|XP_033157071.1|DMAU, LOC117142388|XP_033162221.1|DMAU
OG0000779	LOC118510036|XP_035907320.1|ASTE, LOC118510076|XP_035907371.1|ASTE, LOC118514377|XP_035917175.1|ASTE, LOC118504315|XP_035894516.1|ASTE	LOC117147611|XP_033170460.1|DMAU
OG0000780	LOC118507912|XP_035903104.1|ASTE, LOC118507895|XP_035903042.1|ASTE	LOC117135803|XP_033152192.1|DMAU
OG0000781	LOC118516713|XP_035918561.1|ASTE	LOC117146364|XP_033168405.1|DMAU, LOC117141558|XP_033160956.1|DMAU
OG0000782	LOC118506476|XP_035899547.1|ASTE	LOC117139135|XP_033157175.1|DMAU, LOC117147483|XP_033170272.1|DMAU
OG0000783	LOC118506473|XP_035899542.1|ASTE	LOC117139134|XP_033157174.1|DMAU, LOC117148644|XP_033172036.1|DMAU
OG0000784	LOC118504553|XP_035895058.1|ASTE	LOC117140653|XP_033159585.1|DMAU, LOC117146896|XP_033169393.1|DMAU
OG0000785	LOC118506908|XP_035900594.1|ASTE	LOC117146034|XP_033167857.1|DMAU, LOC117143936|XP_033164744.1|DMAU
OG0000786	LOC118504398|XP_035894700.1|ASTE	LOC117144658|XP_033165849.1|DMAU, LOC117144885|XP_033166190.1|DMAU
OG0000787	LOC118512886|XP_035913880.1|ASTE	LOC117141575|XP_033160979.1|DMAU, LOC117146908|XP_033169417.1|DMAU
OG0000788	LOC118513493|XP_035915210.1|ASTE	LOC117150775|XP_033173711.1|DMAU, LOC117140353|XP_033159096.1|DMAU
OG0000789	LOC118513383|XP_035914940.1|ASTE	LOC117135134|XP_033151079.1|DMAU, LOC117135188|XP_033151146.1|DMAU
OG0000790	LOC118508984|XP_035904869.1|ASTE	LOC117144447|XP_033165496.1|DMAU, LOC117135173|XP_033151130.1|DMAU
OG0000791	LOC118513700|XP_035915717.1|ASTE	LOC117142911|XP_033163087.1|DMAU, LOC117149220|XP_033172648.1|DMAU, LOC117146104|XP_033167976.1|DMAU
OG0000792	LOC118508943|XP_035904744.1|ASTE	LOC117150622|XP_033173483.1|DMAU
OG0000793	LOC118505346|XP_035896898.1|ASTE	LOC117145925|XP_033167676.1|DMAU, LOC117148701|XP_033172135.1|DMAU
OG0000794	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE	LOC117150943|XP_033174007.1|DMAU
OG0000795	LOC118505016|XP_035896098.1|ASTE	LOC117147747|XP_033170644.1|DMAU
OG0000796	LOC118503583|XP_035892915.1|ASTE	LOC117145553|XP_033167144.1|DMAU, LOC117147308|XP_033170047.1|DMAU
OG0000797	LOC118511901|XP_035911428.1|ASTE	LOC117144443|XP_033165488.1|DMAU, LOC117144444|XP_033165489.1|DMAU
OG0000798	LOC118507980|XP_035903226.1|ASTE	LOC117135606|XP_033151853.1|DMAU, LOC117135605|XP_033151846.1|DMAU
OG0000799	LOC118503939|XP_035893704.1|ASTE	LOC117145665|XP_033167291.1|DMAU, LOC117147093|XP_033169748.1|DMAU
OG0000801	LOC118507171|XP_035901133.1|ASTE	LOC117136679|XP_033153578.1|DMAU, LOC117137379|XP_033154683.1|DMAU
OG0000802	LOC118507962|XP_035903182.1|ASTE	LOC117147379|XP_033170139.1|DMAU, LOC117148102|XP_033171208.1|DMAU
OG0000810	LOC118504299|XP_035894489.1|ASTE	LOC117135817|XP_033152214.1|DMAU, LOC117137673|XP_033155123.1|DMAU
OG0000811	LOC118511463|XP_035910457.1|ASTE	LOC117136095|XP_033152668.1|DMAU
OG0000812	LOC118510520|XP_035908347.1|ASTE	LOC117146712|XP_033169020.1|DMAU, LOC117141790|XP_033161320.1|DMAU
OG0000813	LOC118514358|XP_035917073.1|ASTE	LOC117150318|XP_033173044.1|DMAU
OG0000814	LOC118512011|XP_035911674.1|ASTE	LOC117150689|XP_033173590.1|DMAU
OG0000815	LOC118512513|XP_035912925.1|ASTE	LOC117145718|XP_033167358.1|DMAU
OG0000816	LOC118513340|XP_035914856.1|ASTE	LOC117148007|XP_033171058.1|DMAU, LOC117144776|XP_033166034.1|DMAU
OG0000817	LOC118504936|XP_035895926.1|ASTE	LOC117145525|XP_033167107.1|DMAU, LOC117145526|XP_033167108.1|DMAU
OG0000818	LOC118504767|XP_035895590.1|ASTE	LOC117148885|XP_033172478.1|DMAU, LOC117137765|XP_033155279.1|DMAU
OG0000819	LOC118505231|XP_035896654.1|ASTE	LOC117147288|XP_033170024.1|DMAU, LOC117147609|XP_033170457.1|DMAU
OG0000820	LOC118503948|XP_035893722.1|ASTE	LOC117147212|XP_033169917.1|DMAU, LOC117137622|XP_033155044.1|DMAU
OG0000821	LOC118508179|XP_035903630.1|ASTE	LOC117143980|XP_033164809.1|DMAU, LOC117137505|XP_033154876.1|DMAU
OG0000822	LOC118510923|XP_035909226.1|ASTE	LOC117141203|XP_033160446.1|DMAU, LOC117148540|XP_033171863.1|DMAU
OG0000830	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE	LOC117148500|XP_033171793.1|DMAU
OG0000831	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE	LOC117140810|XP_033159803.1|DMAU
OG0000832	LOC118507813|XP_035902776.1|ASTE	LOC117137739|XP_033155213.1|DMAU
OG0000833	LOC118509033|XP_035904964.1|ASTE	LOC117139322|XP_033157457.1|DMAU
OG0000834	LOC118513021|XP_035914191.1|ASTE	LOC117142856|XP_033162993.1|DMAU
OG0000836	LOC118512536|XP_035912997.1|ASTE	LOC117150736|XP_033173661.1|DMAU, LOC117137036|XP_033154136.1|DMAU
OG0000837	LOC118504361|XP_035894647.1|ASTE	LOC117135739|XP_033152075.1|DMAU, LOC117147384|XP_033170147.1|DMAU
OG0000838	LOC118507063|XP_035900934.1|ASTE	LOC117150566|XP_033173408.1|DMAU, LOC117141968|XP_033161660.1|DMAU
OG0000839	LOC118506969|XP_035900705.1|ASTE	LOC117145758|XP_033167414.1|DMAU, LOC117145452|XP_033167011.1|DMAU
OG0000840	LOC118514125|XP_035916603.1|ASTE	LOC117135673|XP_033151959.1|DMAU, LOC117148905|XP_033172504.1|DMAU
OG0000842	LOC118503475|XP_035892667.1|ASTE	LOC117137584|XP_033154981.1|DMAU, LOC117142640|XP_033162635.1|DMAU
OG0000843	LOC118512372|XP_035912615.1|ASTE	LOC117136942|XP_033153980.1|DMAU
OG0000844	LOC118503051|XP_035891779.1|ASTE	LOC117136183|XP_033152819.1|DMAU, LOC117142382|XP_033162212.1|DMAU
OG0000853	LOC118507437|XP_035901843.1|ASTE, LOC118503408|XP_035892566.1|ASTE	LOC117150493|XP_033173288.1|DMAU, LOC117137782|XP_033155298.1|DMAU
OG0000854	LOC118505768|XP_035897909.1|ASTE	LOC117146605|XP_033168822.1|DMAU, LOC117146602|XP_033168818.1|DMAU
OG0000855	LOC118506430|XP_035899436.1|ASTE	LOC117147898|XP_033170896.1|DMAU, LOC117144461|XP_033165512.1|DMAU
OG0000856	LOC118507098|XP_035900991.1|ASTE, LOC118516466|XP_035918262.1|ASTE	LOC117147730|XP_033170620.1|DMAU
OG0000856	LOC118517387|XP_035919330.1|ASTE	LOC117147410|XP_033170177.1|DMAU, LOC117140416|XP_033159180.1|DMAU
OG0000857	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE	LOC117147353|XP_033170108.1|DMAU
OG0000858	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE	LOC117142694|XP_033162741.1|DMAU, LOC117142693|XP_033162740.1|DMAU
OG0000860	LOC118510209|XP_035907640.1|ASTE	LOC117139425|XP_033157607.1|DMAU, LOC117139780|XP_033158282.1|DMAU
OG0000861	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE	LOC117138623|XP_033156725.1|DMAU
OG0000862	LOC118510301|XP_035907820.1|ASTE	LOC117136308|XP_033153046.1|DMAU, LOC117140424|XP_033159220.1|DMAU
OG0000863	LOC118510334|XP_035907885.1|ASTE	LOC117143832|XP_033164574.1|DMAU
OG0000864	LOC118505094|XP_035896286.1|ASTE	LOC117141314|XP_033160595.1|DMAU, LOC117147677|XP_033170544.1|DMAU
OG0000865	LOC118510634|XP_035908571.1|ASTE	LOC117147783|XP_033170717.1|DMAU, LOC117145359|XP_033166872.1|DMAU
