Orthogroup	ASTE.longest_only	DPSE.longest_only
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC6898282|XP_002138347.1|DPSE
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC4817909|XP_001357300.2|DPSE
OG0001597	LOC118509170|XP_035905323.1|ASTE	LOC6902755|XP_002133267.1|DPSE
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC4816591|XP_001356203.3|DPSE
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC4817934|XP_001357413.1|DPSE
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC6903470|XP_033235722.1|DPSE
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC4818056|XP_001357183.1|DPSE
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC4816809|XP_001356375.3|DPSE
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC4815759|XP_001355602.1|DPSE
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	LOC4803367|XP_001360102.3|DPSE
OG0001606	LOC118511131|XP_035909758.1|ASTE	LOC26532275|XP_015044307.1|DPSE
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC4817218|XP_001356543.2|DPSE
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC4816487|XP_033236946.1|DPSE
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC15382876|XP_004444300.2|DPSE
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC6901050|XP_002134529.2|DPSE, LOC4816378|XP_001356110.3|DPSE
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC4817290|XP_001356855.1|DPSE
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC4817050|XP_001356605.1|DPSE
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC4817772|XP_001357164.1|DPSE, LOC6903479|XP_002132358.2|DPSE
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC6898643|XP_033234007.1|DPSE
OG0001615	LOC118510591|XP_035908485.1|ASTE	LOC6903360|XP_002132241.3|DPSE
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC4817709|XP_001357088.1|DPSE
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC4816182|XP_001355750.3|DPSE
OG0001618	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE	LOC117184253|XP_033236851.1|DPSE
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC4816262|XP_033237036.1|DPSE
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC4803394|XP_001357529.1|DPSE
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC4805353|XP_001361767.3|DPSE
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC6901560|XP_002134234.1|DPSE
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC6902810|XP_002132547.1|DPSE
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC4817818|XP_033236384.1|DPSE
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC6902342|XP_002133288.2|DPSE
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC4816965|XP_001356591.3|DPSE
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC4803099|XP_001359897.3|DPSE
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC4802180|XP_033232535.1|DPSE
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC4801788|XP_001358825.4|DPSE
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC4802311|XP_001359252.5|DPSE
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC4816899|XP_001356343.1|DPSE, LOC6901943|XP_002133477.2|DPSE, LOC6899645|XP_002135890.1|DPSE, LOC117185080|XP_033240725.1|DPSE
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC6897819|XP_033232722.1|DPSE
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC6897513|XP_002137662.2|DPSE
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC4802919|XP_001359741.2|DPSE
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC4800603|XP_001357848.1|DPSE
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC4815866|XP_001355239.2|DPSE
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC4804833|XP_001361332.2|DPSE
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC4803291|XP_001360056.1|DPSE
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC4802801|XP_001359646.2|DPSE
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC4814963|XP_001354767.4|DPSE
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC4817451|XP_001356713.2|DPSE
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC6897670|XP_033232359.1|DPSE, LOC4813314|XP_001353600.2|DPSE
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC4805279|XP_015040520.2|DPSE
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC4805388|XP_001361797.1|DPSE
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC6899595|XP_033236727.1|DPSE, LOC4803489|XP_033234711.1|DPSE
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC4813512|XP_015043033.2|DPSE
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC4805485|XP_001361880.2|DPSE
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC4805694|XP_015040813.2|DPSE
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC4803839|XP_001360492.3|DPSE
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC4812775|XP_033239127.1|DPSE
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC4804003|XP_015039527.2|DPSE
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC4805115|XP_001361573.3|DPSE
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC6902660|XP_002133176.3|DPSE
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC4811997|XP_001352775.2|DPSE
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC6900112|XP_002135464.3|DPSE, LOC4812031|XP_001352745.4|DPSE
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC4812559|XP_001352760.3|DPSE
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC4802103|XP_033232844.1|DPSE
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC6896757|XP_002136964.2|DPSE, LOC4814132|XP_001354208.3|DPSE
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC6902313|XP_002133840.3|DPSE
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC4815389|XP_001354849.2|DPSE
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC4815245|XP_001355154.1|DPSE
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC6901055|XP_002134534.2|DPSE
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC6900387|XP_002134780.2|DPSE
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC6903548|XP_015035519.1|DPSE
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC4811748|XP_001352319.3|DPSE
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC6903293|XP_002132481.1|DPSE
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC4814348|XP_001354381.4|DPSE
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC4815131|XP_001354785.2|DPSE
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC6899113|XP_002139030.3|DPSE
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC4815981|XP_015041020.2|DPSE
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC6902981|XP_002132706.1|DPSE
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC4801434|XP_001358529.5|DPSE
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC6899855|XP_033235469.1|DPSE
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC6897014|XP_002137199.4|DPSE
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC4814506|XP_033240056.1|DPSE
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC4801015|XP_003736365.1|DPSE
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC4802453|XP_015037814.1|DPSE
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC6897387|XP_002137539.3|DPSE
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC4817391|XP_001356325.2|DPSE
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC13036479|XP_015038938.2|DPSE
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC4800913|XP_001358102.3|DPSE
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC4801969|XP_015037508.1|DPSE
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC4816606|XP_001356298.1|DPSE
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC4801224|XP_003736438.3|DPSE
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC4801300|XP_001358418.3|DPSE
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC6900741|XP_002135101.3|DPSE
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC4800977|XP_001358158.3|DPSE
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC4801673|XP_002137459.2|DPSE
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC6897970|XP_002138069.2|DPSE
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC4802497|XP_001359408.3|DPSE
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC4814198|XP_001354339.3|DPSE
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC4815314|XP_001354770.2|DPSE
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC4800269|XP_033232957.1|DPSE
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC4801530|XP_015037290.2|DPSE
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC6897112|XP_033232937.1|DPSE
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC117184151|XP_033236487.1|DPSE, LOC6897457|XP_033236530.1|DPSE
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC4801798|XP_001358832.2|DPSE
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC6900407|XP_033238109.1|DPSE
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC4803334|XP_001357522.1|DPSE
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC4805278|XP_033234462.1|DPSE
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC4804562|XP_015040015.1|DPSE
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC4812965|XP_001353219.3|DPSE
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC6896829|XP_002137032.2|DPSE
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC6898952|XP_015040641.2|DPSE
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC4803569|XP_015039186.1|DPSE
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC4817720|XP_001357154.2|DPSE
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC4818108|XP_015035234.1|DPSE
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC4803771|XP_001360433.3|DPSE
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC4804571|XP_001361112.2|DPSE
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC4803741|XP_001360407.1|DPSE
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC4804531|XP_001361079.4|DPSE
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC6903349|XP_002132230.2|DPSE, LOC6900701|XP_002135065.3|DPSE
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC26532816|XP_015038988.1|DPSE
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC4804490|XP_001361046.3|DPSE
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC4804873|XP_001361362.2|DPSE
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC4812274|XP_033239293.1|DPSE
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC6898078|XP_033233614.1|DPSE
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC4803848|XP_033233683.1|DPSE
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC4813447|XP_001353783.3|DPSE
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC6898906|XP_033233913.1|DPSE
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC4812697|XP_001353079.4|DPSE
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC6898969|XP_002138929.2|DPSE
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC6898970|XP_002138930.1|DPSE
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC6900697|XP_033241123.1|DPSE
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC4811938|XP_001352699.2|DPSE
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC6900187|XP_015043926.2|DPSE
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC4804928|XP_001361411.1|DPSE
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC4813429|XP_033239776.1|DPSE
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC6899080|XP_015040748.1|DPSE
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC4804812|XP_001361314.2|DPSE
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC6900229|XP_033237691.1|DPSE
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC4803922|XP_001360563.3|DPSE
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC4805180|XP_001361627.4|DPSE, LOC6904014|XP_002136504.2|DPSE
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC6898236|XP_002138302.3|DPSE
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC4817924|XP_001357404.3|DPSE
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC4816179|XP_001355766.4|DPSE
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC4802470|XP_001359386.4|DPSE
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC4805049|XP_033233309.1|DPSE
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC4817988|XP_033236987.1|DPSE
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC4816367|XP_001355930.4|DPSE
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC4816929|XP_001356438.1|DPSE
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC4817982|XP_001357213.3|DPSE
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC4818112|XP_001357232.2|DPSE
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC4817177|XP_001356706.1|DPSE
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC117184255|XP_033236869.1|DPSE
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC6898620|XP_002138625.4|DPSE
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC4818115|XP_001357292.3|DPSE
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC4818035|XP_001357442.3|DPSE
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC6903998|XP_002136520.2|DPSE, LOC4817764|XP_001357126.1|DPSE
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC4817281|XP_001356311.4|DPSE
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC4805230|XP_001361667.1|DPSE
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC4816397|XP_015036718.1|DPSE
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC6903438|XP_002132317.3|DPSE
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC4816117|XP_001355801.1|DPSE
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC4817643|XP_001357035.2|DPSE
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC6898692|XP_002138697.2|DPSE
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC4817765|XP_001357143.1|DPSE
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC4817199|XP_001356403.4|DPSE
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC4805148|XP_001361599.2|DPSE
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC4803735|XP_001360403.2|DPSE
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC4818164|XP_033236809.1|DPSE
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC4803905|XP_001360549.4|DPSE
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC6902953|XP_015036079.2|DPSE
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC6898267|XP_033233433.1|DPSE
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC4817779|XP_001357125.3|DPSE
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC6903125|XP_033236765.1|DPSE
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC6899858|XP_015044489.2|DPSE
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC4803927|XP_001360568.1|DPSE
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC6901083|XP_002134559.2|DPSE
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC6903551|XP_002132423.2|DPSE
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC4812956|XP_001353883.4|DPSE
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC4803001|XP_001359806.2|DPSE
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC4802693|XP_033238791.1|DPSE, LOC6897745|XP_015038010.2|DPSE
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC6897598|XP_033233011.1|DPSE, LOC117183378|XP_033233013.1|DPSE, LOC4802426|XP_001359349.3|DPSE
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC4814134|XP_001354191.3|DPSE
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC4802136|XP_015037638.2|DPSE
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC4802818|XP_015038112.2|DPSE
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC6897560|XP_002137705.2|DPSE
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC4800588|XP_001357835.2|DPSE
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC4804033|XP_001360662.2|DPSE
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC4815897|XP_001355483.3|DPSE
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC4802989|XP_015038223.1|DPSE
OG0001815	LOC118510989|XP_035909397.1|ASTE	LOC4802041|XP_001359035.1|DPSE
OG0001816	LOC118504272|XP_035894399.1|ASTE	LOC4804396|XP_001360966.1|DPSE
OG0001817	LOC118512394|XP_035912666.1|ASTE	LOC4805429|XP_001361830.2|DPSE
OG0001818	LOC118507139|XP_035901062.1|ASTE	LOC4814513|XP_001354554.4|DPSE
OG0001819	LOC118504802|XP_035895683.1|ASTE	LOC4805700|XP_001362058.1|DPSE
OG0001820	LOC118503962|XP_035893750.1|ASTE	LOC6903097|XP_002132809.3|DPSE, LOC6903086|XP_002132804.1|DPSE, LOC6901754|XP_002134424.2|DPSE
OG0001821	LOC118504871|XP_035895815.1|ASTE	LOC4805432|XP_001361833.3|DPSE
OG0001822	LOC118506228|XP_035898959.1|ASTE	LOC4805495|XP_015040690.1|DPSE
OG0001823	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE	LOC4813641|XP_001353944.2|DPSE
OG0001824	LOC118508277|XP_035903811.1|ASTE	LOC4817509|XP_001356927.2|DPSE
OG0001825	LOC118503934|XP_035893674.1|ASTE	LOC4804945|XP_033234539.1|DPSE
OG0001826	LOC118505312|XP_035896843.1|ASTE	LOC4805313|XP_001361733.1|DPSE
OG0001827	LOC118504777|XP_035895602.1|ASTE	LOC4804466|XP_001361025.2|DPSE
OG0001828	LOC118505912|XP_035898264.1|ASTE	LOC4814289|XP_033237577.1|DPSE
OG0001829	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE	LOC4804354|XP_001360928.3|DPSE
OG0001830	LOC118505776|XP_035897940.1|ASTE	LOC4803620|XP_001360309.2|DPSE
OG0001831	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE	LOC6900794|XP_015043351.2|DPSE
OG0001832	LOC118503535|XP_035892814.1|ASTE	LOC4814651|XP_015042059.2|DPSE
OG0001833	LOC118503397|XP_035892492.1|ASTE	LOC6898117|XP_002138197.2|DPSE
OG0001834	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE	LOC4801071|XP_001358232.1|DPSE
OG0001837	LOC118509598|XP_035906281.1|ASTE	LOC13036320|XP_015037046.2|DPSE
OG0001848	LOC118513372|XP_035914900.1|ASTE	LOC13036301|XP_033241603.1|DPSE
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC4801738|XP_001358781.1|DPSE
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC4811787|XP_015044408.1|DPSE
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC4811776|XP_033237330.1|DPSE
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC4814133|XP_033238091.1|DPSE
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC4801314|XP_015037165.2|DPSE
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC4815204|XP_001355196.3|DPSE
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC6899093|XP_002139010.2|DPSE
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC6903269|XP_002132968.2|DPSE, LOC4815126|XP_033237844.1|DPSE
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC4815144|XP_001355033.4|DPSE
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC6901049|XP_002134528.2|DPSE
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC6901885|XP_002133420.1|DPSE
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC4813375|XP_001353966.1|DPSE
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC4800746|XP_001357963.3|DPSE
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC4814369|XP_033240391.1|DPSE
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC4815196|XP_001354598.4|DPSE
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC4801060|XP_001358222.4|DPSE
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC4814209|XP_001354336.1|DPSE
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC6897167|XP_033241703.1|DPSE
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC4813977|XP_001354134.4|DPSE
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC6902595|XP_002133122.2|DPSE
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC6897248|XP_003736544.3|DPSE
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC4814430|XP_001354856.1|DPSE
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC4815489|XP_001355563.2|DPSE
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC4800388|XP_001357673.3|DPSE
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC4802775|XP_001359635.3|DPSE
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC117183395|XP_033233102.1|DPSE
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC6896686|XP_033232875.1|DPSE
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC4811727|XP_015044360.2|DPSE, LOC26533243|XP_033240085.1|DPSE
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC4815332|XP_001354636.3|DPSE
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC4801267|XP_001358388.1|DPSE
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC6899518|XP_033236075.1|DPSE
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC4801355|XP_033232599.1|DPSE
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC4801145|XP_001358283.2|DPSE
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC4800579|XP_033233173.1|DPSE
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC4801557|XP_001358629.2|DPSE
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC4817798|XP_001357156.1|DPSE
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC4800598|XP_001357844.2|DPSE
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC4804364|XP_001360938.2|DPSE
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC4802489|XP_001359402.3|DPSE
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC6897108|XP_002137292.2|DPSE, LOC4814976|XP_001354997.1|DPSE
