Orthogroup	ASTE.longest_only	BTRY.longest_only
OG0001029	LOC118506615|XP_035899873.1|ASTE	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC118513594|XP_035915474.1|ASTE	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC118502553|XP_035890742.1|ASTE	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC118507110|XP_035901005.1|ASTE	LOC120776198|XP_039962758.1|BTRY
OG0001042	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC118505866|XP_035898174.1|ASTE	LOC120773939|XP_039959085.1|BTRY, LOC120774272|XP_039959694.1|BTRY
OG0001045	LOC118507906|XP_035903057.1|ASTE	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC118506997|XP_035900775.1|ASTE	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC118513825|XP_035915954.1|ASTE	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC118510290|XP_035907799.1|ASTE	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC118514219|XP_035916809.1|ASTE	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC118510039|XP_035907319.1|ASTE	LOC120768315|XP_039950889.1|BTRY
OG0001051	LOC118509235|XP_035905437.1|ASTE	LOC120768316|XP_039950890.1|BTRY
OG0001052	LOC118513249|XP_035914703.1|ASTE	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC118506573|XP_035899808.1|ASTE	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC118508364|XP_035903978.1|ASTE	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC118505006|XP_035896088.1|ASTE	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC118507569|XP_035902085.1|ASTE	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC118505311|XP_035896842.1|ASTE	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC118503881|XP_035893529.1|ASTE	LOC120776620|XP_039963350.1|BTRY
OG0001072	LOC118517493|XP_035919583.1|ASTE	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC118504199|XP_035894705.1|ASTE	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC118503056|XP_035891814.1|ASTE	LOC120772719|XP_039957401.1|BTRY
OG0001077	LOC118507855|XP_035902882.1|ASTE	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC118512188|XP_035912172.1|ASTE	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC118514263|XP_035916872.1|ASTE	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE	LOC120770056|XP_039953109.1|BTRY, LOC120770057|XP_039953110.1|BTRY
OG0001085	LOC118509491|XP_035906039.1|ASTE	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC118512796|XP_035913612.1|ASTE	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC118509035|XP_035904967.1|ASTE	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC118512918|XP_035913960.1|ASTE	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC118513159|XP_035914499.1|ASTE, LOC118513162|XP_035914502.1|ASTE, LOC118514468|XP_035917286.1|ASTE, LOC118513160|XP_035914501.1|ASTE	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC118514559|XP_035917442.1|ASTE	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC118513542|XP_035915309.1|ASTE	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC118513664|XP_035915652.1|ASTE	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC118513278|XP_035914737.1|ASTE	LOC120780020|XP_039968237.1|BTRY
OG0001099	LOC118504634|XP_035895252.1|ASTE	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC118503634|XP_035893024.1|ASTE	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC118507368|XP_035901679.1|ASTE	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC118504079|XP_035894038.1|ASTE	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC118504854|XP_035895762.1|ASTE	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE	LOC120779428|XP_039967578.1|BTRY
OG0001107	LOC118516022|XP_035917982.1|ASTE, LOC118516808|XP_035918581.1|ASTE, LOC118515939|XP_035917973.1|ASTE, LOC118516142|XP_035917995.1|ASTE, LOC118516658|XP_035918515.1|ASTE, LOC118515700|XP_035917942.1|ASTE, LOC118516657|XP_035918513.1|ASTE, LOC118515737|XP_035917948.1|ASTE, LOC118516301|XP_035918017.1|ASTE, LOC118515355|XP_035917907.1|ASTE, LOC118516659|XP_035918516.1|ASTE, LOC118515887|XP_035917967.1|ASTE, LOC118516723|XP_035918562.1|ASTE, LOC118517309|XP_035919188.1|ASTE, LOC118515699|XP_035917941.1|ASTE, LOC118515725|XP_035917945.1|ASTE, LOC118516230|XP_035918006.1|ASTE, LOC118515754|XP_035917951.1|ASTE, LOC118515624|XP_035917934.1|ASTE, LOC118516791|XP_035918578.1|ASTE, LOC118507603|XP_035902169.1|ASTE, LOC118516787|XP_035918574.1|ASTE, LOC118516223|XP_035918004.1|ASTE, LOC118516170|XP_035917998.1|ASTE, LOC118507745|XP_035902640.1|ASTE	LOC120780409|XP_039968625.1|BTRY, LOC120781937|XP_039970040.1|BTRY, LOC120780445|XP_039968653.1|BTRY
OG0001118	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE	LOC120775222|XP_039961227.1|BTRY
OG0001121	LOC118512075|XP_035911900.1|ASTE	LOC120772138|XP_039956490.1|BTRY
OG0001122	LOC118510077|XP_035907374.1|ASTE	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC118512134|XP_035912037.1|ASTE	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE	LOC120777575|XP_039964914.1|BTRY
OG0001127	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC118511039|XP_035909525.1|ASTE	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC118511149|XP_035909769.1|ASTE	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC118513755|XP_035915813.1|ASTE	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC118502438|XP_035890559.1|ASTE	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC118506668|XP_035899997.1|ASTE	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC118502679|XP_035891077.1|ASTE	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC118507713|XP_035902501.1|ASTE	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC118509208|XP_035905374.1|ASTE	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC118512386|XP_035912651.1|ASTE	LOC120778625|XP_039966443.1|BTRY
OG0001153	LOC118508003|XP_035903270.1|ASTE	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC118512659|XP_035913299.1|ASTE	LOC120767238|XP_039949012.1|BTRY
OG0001155	LOC118504144|XP_035894135.1|ASTE, LOC118506049|XP_035898576.1|ASTE	LOC120773595|XP_039958524.1|BTRY
OG0001157	LOC118504721|XP_035895504.1|ASTE	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC118508287|XP_035903820.1|ASTE	LOC120774545|XP_039960209.1|BTRY
OG0001158	LOC118509830|XP_035906897.1|ASTE	LOC120769740|XP_039952830.1|BTRY
OG0001160	LOC118506788|XP_035900298.1|ASTE	LOC120767938|XP_039950243.1|BTRY
OG0001162	LOC118505144|XP_035896396.1|ASTE	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC118507505|XP_035901931.1|ASTE	LOC120770850|XP_039954391.1|BTRY, LOC120778293|XP_039966013.1|BTRY
OG0001164	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC118507467|XP_035901855.1|ASTE	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001167	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC118509897|XP_035907038.1|ASTE	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC118509719|XP_035906701.1|ASTE	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC118507819|XP_035902790.1|ASTE	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC118510344|XP_035907928.1|ASTE	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC118506996|XP_035900774.1|ASTE	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC118510697|XP_035908780.1|ASTE	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC118514302|XP_035916975.1|ASTE	LOC120768257|XP_039950784.1|BTRY
OG0001178	LOC118511785|XP_035911195.1|ASTE	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC118512602|XP_035913151.1|ASTE	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC118510715|XP_035908811.1|ASTE	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC118505739|XP_035897822.1|ASTE	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE	LOC120766464|XP_039947935.1|BTRY, LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC118506246|XP_035899010.1|ASTE	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC118507718|XP_035902509.1|ASTE	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC118506012|XP_035898491.1|ASTE	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC118506106|XP_035898685.1|ASTE	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC118505981|XP_035898435.1|ASTE	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE	LOC120772607|XP_039957256.1|BTRY
OG0001201	LOC118507003|XP_035900789.1|ASTE	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC118517404|XP_035919371.1|ASTE	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC118516568|XP_035918429.1|ASTE	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC118517643|XP_035919856.1|ASTE	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC118505348|XP_035897352.1|ASTE	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC118506743|XP_035900201.1|ASTE	LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC118507998|XP_035903262.1|ASTE	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC118507996|XP_035903258.1|ASTE	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC118503463|XP_035892642.1|ASTE	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC118507811|XP_035902772.1|ASTE	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC118505963|XP_035898392.1|ASTE	LOC120779475|XP_039967685.1|BTRY
OG0001223	LOC118514347|XP_035917058.1|ASTE	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC118506033|XP_035898545.1|ASTE	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC118509675|XP_035906574.1|ASTE	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC118511394|XP_035910317.1|ASTE	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001227	LOC118511067|XP_035909568.1|ASTE	LOC120769342|XP_039952233.1|BTRY
OG0001228	LOC118512395|XP_035912669.1|ASTE	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC118514527|XP_035917400.1|ASTE	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC118509042|XP_035905008.1|ASTE	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC118511796|XP_035911219.1|ASTE	LOC120767999|XP_039950355.1|BTRY
OG0001233	LOC118508945|XP_035904747.1|ASTE	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC118511242|XP_035909975.1|ASTE	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC118510723|XP_035908825.1|ASTE	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC118505735|XP_035897816.1|ASTE	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC118505306|XP_035896830.1|ASTE	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC118504642|XP_035895262.1|ASTE	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC118508095|XP_035903470.1|ASTE, LOC118503658|XP_035893074.1|ASTE	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC118506705|XP_035900090.1|ASTE	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC118502640|XP_035890980.1|ASTE	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC118504878|XP_035895825.1|ASTE	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC118509322|XP_035905679.1|ASTE	LOC120766430|XP_039947868.1|BTRY
OG0001247	LOC118508155|XP_035903585.1|ASTE	LOC120772950|XP_039957786.1|BTRY
OG0001249	LOC118508107|XP_035903494.1|ASTE	LOC120775586|XP_039961756.1|BTRY
OG0001257	LOC118509652|XP_035906493.1|ASTE	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC118505200|XP_035896573.1|ASTE	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC118512715|XP_035913451.1|ASTE	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE	LOC120773416|XP_039958221.1|BTRY
OG0001263	LOC118508293|XP_035903835.1|ASTE	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE	LOC120768357|XP_039950949.1|BTRY
OG0001266	LOC118507536|XP_035902006.1|ASTE	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE	LOC120782261|XP_039970360.1|BTRY
OG0001268	LOC118510060|XP_035907343.1|ASTE	LOC120782440|XP_039970658.1|BTRY
OG0001269	LOC118507188|XP_035901153.1|ASTE	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC118509409|XP_035905868.1|ASTE	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC118507925|XP_035903121.1|ASTE	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE	LOC120778522|XP_039966291.1|BTRY
OG0001276	LOC118513068|XP_035914309.1|ASTE	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC118512920|XP_035913964.1|ASTE	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001278	LOC118512294|XP_035912414.1|ASTE	LOC120778350|XP_039966072.1|BTRY
OG0001279	LOC118512298|XP_035912422.1|ASTE	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC118514238|XP_035916834.1|ASTE	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC118512634|XP_035913223.1|ASTE	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC118514262|XP_035916871.1|ASTE	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC118511551|XP_035910663.1|ASTE	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC118513903|XP_035916119.1|ASTE	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC118512447|XP_035912804.1|ASTE	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC118512730|XP_035913483.1|ASTE	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC118512489|XP_035912886.1|ASTE	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC118514047|XP_035916431.1|ASTE	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC118510651|XP_035908659.1|ASTE	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC118506591|XP_035899841.1|ASTE	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE	LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC118506581|XP_035899830.1|ASTE	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC118504858|XP_035895786.1|ASTE	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC118505807|XP_035898040.1|ASTE	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC118505340|XP_035896889.1|ASTE	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC118505015|XP_035896097.1|ASTE	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC118506830|XP_035900433.1|ASTE	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC118517568|XP_035919706.1|ASTE	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC118502579|XP_035890806.1|ASTE	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC118508529|XP_035904296.1|ASTE	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC118507719|XP_035902560.1|ASTE	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC118502798|XP_035891298.1|ASTE	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC118506555|XP_035899757.1|ASTE	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE	LOC120766342|XP_039947700.1|BTRY
OG0001311	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC118503305|XP_035892318.1|ASTE	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC118507236|XP_035901379.1|ASTE	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC118512881|XP_035914293.1|ASTE	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC118506659|XP_035899970.1|ASTE	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001326	LOC118508303|XP_035903851.1|ASTE	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC118503066|XP_035891829.1|ASTE	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC118509272|XP_035905520.1|ASTE	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC118517158|XP_035918929.1|ASTE	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC118512722|XP_035913464.1|ASTE	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE	LOC120775756|XP_039962023.1|BTRY
