Orthogroup	ASTE.longest_only	DFIC.longest_only
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC108101497|XP_017061344.1|DFIC
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC108099079|XP_017057866.1|DFIC
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC108094309|XP_017050319.1|DFIC
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC108089343|XP_017043013.1|DFIC
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC108099056|XP_017057813.1|DFIC
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC108101535|XP_017061401.1|DFIC
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC108093823|XP_017049628.1|DFIC
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC108093902|XP_017049750.1|DFIC
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC108088655|XP_017042071.1|DFIC
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC108093123|XP_017048556.1|DFIC
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC108090115|XP_017044128.1|DFIC
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC108096661|XP_017053916.1|DFIC
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC108095722|XP_017052389.1|DFIC
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC108096828|XP_017054222.1|DFIC
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC108096677|XP_017053949.1|DFIC
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC108096517|XP_017053636.1|DFIC
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC108096230|XP_017053113.1|DFIC
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC108087796|XP_017040828.1|DFIC
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC108096821|XP_017054208.1|DFIC
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC108100246|XP_017059512.1|DFIC
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC108100336|XP_017059643.1|DFIC
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC108090928|XP_017045347.1|DFIC
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC108101588|XP_017061488.1|DFIC
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC108089549|XP_017043374.1|DFIC
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC108088244|XP_017041448.1|DFIC
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC108092122|XP_017047111.1|DFIC
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC108087872|XP_017040945.1|DFIC
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC108089748|XP_017043623.1|DFIC
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC108093832|XP_017049650.1|DFIC
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC108096876|XP_017054298.1|DFIC
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC108094814|XP_017051074.1|DFIC
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC108086318|XP_017038710.1|DFIC
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC108087714|XP_017040723.1|DFIC
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC108089165|XP_017042785.1|DFIC, LOC108090417|XP_017044563.1|DFIC
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC108099214|XP_017058086.1|DFIC
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC108087683|XP_017040676.1|DFIC
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC108088156|XP_017041309.1|DFIC
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC108101505|XP_017061747.1|DFIC, LOC108095088|XP_017051513.1|DFIC
OG0001979	LOC118511116|XP_035909734.1|ASTE	LOC108100811|XP_017060367.1|DFIC
OG0001980	LOC118513565|XP_035915386.1|ASTE	LOC108091528|XP_017046279.1|DFIC
OG0001982	LOC118509169|XP_035905321.1|ASTE	LOC108101717|XP_017061645.1|DFIC
OG0001983	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE	LOC108098848|XP_017057543.1|DFIC
OG0001984	LOC118511044|XP_035909534.1|ASTE	LOC108093430|XP_017048979.1|DFIC
OG0001985	LOC118509326|XP_035905680.1|ASTE	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC
OG0001986	LOC118512643|XP_035913247.1|ASTE	LOC108093573|XP_017049164.1|DFIC, LOC108088146|XP_017041300.1|DFIC
OG0001987	LOC118507975|XP_035903207.1|ASTE	LOC108097020|XP_017054521.1|DFIC
OG0001988	LOC118513408|XP_035915005.1|ASTE	LOC108093869|XP_017049700.1|DFIC
OG0001989	LOC118513235|XP_035914679.1|ASTE	LOC108091415|XP_017046094.1|DFIC
OG0001990	LOC118512435|XP_035912789.1|ASTE	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC
OG0001992	LOC118511266|XP_035910029.1|ASTE	LOC108101998|XP_017062084.1|DFIC
OG0001993	LOC118512545|XP_035913013.1|ASTE	LOC108094376|XP_017050412.1|DFIC
OG0001994	LOC118511659|XP_035910900.1|ASTE	LOC108093352|XP_017048851.1|DFIC
OG0001995	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE	LOC108094467|XP_017050539.1|DFIC
OG0001996	LOC118512512|XP_035912922.1|ASTE	LOC108089969|XP_017043961.1|DFIC, LOC108090420|XP_017044974.1|DFIC
OG0001997	LOC118513345|XP_035914866.1|ASTE	LOC108090781|XP_017045117.1|DFIC
OG0001998	LOC118512548|XP_035913021.1|ASTE	LOC108090778|XP_017045111.1|DFIC
OG0001999	LOC118508967|XP_035904805.1|ASTE	LOC108096687|XP_017053978.1|DFIC
OG0002000	LOC118513738|XP_035915788.1|ASTE	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC
OG0002001	LOC118514686|XP_035917625.1|ASTE	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC, LOC108101573|XP_017061478.1|DFIC
OG0002002	LOC118514563|XP_035917455.1|ASTE	LOC108086747|XP_017039276.1|DFIC
OG0002003	LOC118511610|XP_035910791.1|ASTE	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC
OG0002004	LOC118512585|XP_035913108.1|ASTE	LOC108090620|XP_017044885.1|DFIC
OG0002005	LOC118511777|XP_035911165.1|ASTE	LOC108098252|XP_017056535.1|DFIC
OG0002006	LOC118514508|XP_035917337.1|ASTE	LOC108100863|XP_017060431.1|DFIC
OG0002008	LOC118512608|XP_035913173.1|ASTE	LOC108095006|XP_017051335.1|DFIC
OG0002009	LOC118513696|XP_035915713.1|ASTE	LOC108096547|XP_017053724.1|DFIC
OG0002010	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC
OG0002011	LOC118513808|XP_035915910.1|ASTE	LOC108098358|XP_017056692.1|DFIC
OG0002012	LOC118510849|XP_035909072.1|ASTE	LOC108089818|XP_017043709.1|DFIC
OG0002013	LOC118513328|XP_035914829.1|ASTE	LOC108101236|XP_017060975.1|DFIC
OG0002014	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE	LOC108095188|XP_017051670.1|DFIC
OG0002015	LOC118513006|XP_035914160.1|ASTE	LOC108100810|XP_017060366.1|DFIC
OG0002016	LOC118513208|XP_035914607.1|ASTE	LOC108090449|XP_017044621.1|DFIC
OG0002017	LOC118512972|XP_035914092.1|ASTE	LOC108100059|XP_017059281.1|DFIC
OG0002018	LOC118510770|XP_035908923.1|ASTE	LOC108094353|XP_017050382.1|DFIC
OG0002019	LOC118510741|XP_035908861.1|ASTE	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC
OG0002020	LOC118509949|XP_035907173.1|ASTE	LOC108094457|XP_017050524.1|DFIC
OG0002021	LOC118509945|XP_035907170.1|ASTE	LOC108087825|XP_017040883.1|DFIC
OG0002022	LOC118506403|XP_035899361.1|ASTE	LOC108089932|XP_017043908.1|DFIC
OG0002023	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE	LOC108087117|XP_017039786.1|DFIC
OG0002024	LOC118510711|XP_035908803.1|ASTE	LOC108089253|XP_017042908.1|DFIC
OG0002025	LOC118510667|XP_035908700.1|ASTE	LOC108098702|XP_017057304.1|DFIC, LOC108087273|XP_017040109.1|DFIC
OG0002026	LOC118505323|XP_035896859.1|ASTE	LOC108093584|XP_017049198.1|DFIC
OG0002027	LOC118505612|XP_035897545.1|ASTE	LOC108096603|XP_017053790.1|DFIC
OG0002028	LOC118505621|XP_035897576.1|ASTE	LOC108090805|XP_017045148.1|DFIC
OG0002029	LOC118505201|XP_035896575.1|ASTE	LOC108089723|XP_017043591.1|DFIC
OG0002030	LOC118511575|XP_035910713.1|ASTE	LOC108101920|XP_017061987.1|DFIC
OG0002031	LOC118512378|XP_035912638.1|ASTE	LOC108096918|XP_017054358.1|DFIC
OG0002032	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE	LOC108098503|XP_017056920.1|DFIC
OG0002033	LOC118506726|XP_035900150.1|ASTE	LOC108091226|XP_017045820.1|DFIC
OG0002034	LOC118502758|XP_035891223.1|ASTE	LOC108097225|XP_017054873.1|DFIC
OG0002035	LOC118505534|XP_035897342.1|ASTE	LOC108099615|XP_017058727.1|DFIC
OG0002036	LOC118506749|XP_035900224.1|ASTE	LOC108098765|XP_017057386.1|DFIC
OG0002037	LOC118504715|XP_035895445.1|ASTE	LOC108100207|XP_017059470.1|DFIC
OG0002038	LOC118504932|XP_035895918.1|ASTE	LOC108093113|XP_017048547.1|DFIC, LOC108101118|XP_017060827.1|DFIC
OG0002039	LOC118504935|XP_035895925.1|ASTE	LOC108091718|XP_017046549.1|DFIC
OG0002040	LOC118505123|XP_035896330.1|ASTE	LOC108100432|XP_017059842.1|DFIC
OG0002041	LOC118507060|XP_035900921.1|ASTE	LOC108090432|XP_017044594.1|DFIC
OG0002042	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE	LOC108093543|XP_017049126.1|DFIC
OG0002043	LOC118504219|XP_035894318.1|ASTE	LOC108090217|XP_017044299.1|DFIC
OG0002044	LOC118506888|XP_035900545.1|ASTE	LOC108088454|XP_017041723.1|DFIC
OG0002045	LOC118506722|XP_035900142.1|ASTE	LOC108099658|XP_017058781.1|DFIC
OG0002046	LOC118507696|XP_035902443.1|ASTE	LOC108092801|XP_017048061.1|DFIC
OG0002047	LOC118506552|XP_035899749.1|ASTE	LOC108097406|XP_017055150.1|DFIC
OG0002048	LOC118507584|XP_035902138.1|ASTE	LOC108087914|XP_017040988.1|DFIC
OG0002049	LOC118507942|XP_035903153.1|ASTE	LOC108102032|XP_017062136.1|DFIC
OG0002050	LOC118502660|XP_035891005.1|ASTE	LOC108097145|XP_017054747.1|DFIC
OG0002051	LOC118502580|XP_035890812.1|ASTE	LOC108086407|XP_017038798.1|DFIC
OG0002053	LOC118505802|XP_035898030.1|ASTE	LOC108099557|XP_017058632.1|DFIC
OG0002054	LOC118503254|XP_035892186.1|ASTE	LOC108090130|XP_017044155.1|DFIC
OG0002055	LOC118506162|XP_035898827.1|ASTE	LOC108088037|XP_017041160.1|DFIC
OG0002056	LOC118506167|XP_035898831.1|ASTE	LOC108089435|XP_017043154.1|DFIC
OG0002057	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE	LOC108089142|XP_017042752.1|DFIC
OG0002058	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE	LOC108099146|XP_017057981.1|DFIC
OG0002059	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE	LOC108095851|XP_017052638.1|DFIC
OG0002060	LOC118504319|XP_035894538.1|ASTE	LOC108086738|XP_017039259.1|DFIC
OG0002061	LOC118504320|XP_035894539.1|ASTE	LOC108090902|XP_017045307.1|DFIC
OG0002062	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE	LOC108092779|XP_017048013.1|DFIC
OG0002063	LOC118502562|XP_035890777.1|ASTE	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC
OG0002064	LOC118506846|XP_035900463.1|ASTE	LOC108100466|XP_017059885.1|DFIC
OG0002065	LOC118505157|XP_035896444.1|ASTE	LOC108099106|XP_017057917.1|DFIC
OG0002066	LOC118503644|XP_035893041.1|ASTE	LOC108096604|XP_017053800.1|DFIC
OG0002067	LOC118505857|XP_035898130.1|ASTE	LOC108090806|XP_017045151.1|DFIC
OG0002068	LOC118510936|XP_035909263.1|ASTE	LOC108096882|XP_017054312.1|DFIC
OG0002069	LOC118506005|XP_035898483.1|ASTE	LOC108095714|XP_017052378.1|DFIC
OG0002070	LOC118506014|XP_035898493.1|ASTE	LOC108092146|XP_017047150.1|DFIC
OG0002071	LOC118507225|XP_035901278.1|ASTE	LOC108095773|XP_017052507.1|DFIC
OG0002072	LOC118507929|XP_035903125.1|ASTE	LOC108093922|XP_017049780.1|DFIC
OG0002073	LOC118503423|XP_035892555.1|ASTE	LOC108087462|XP_017040313.1|DFIC
OG0002074	LOC118507274|XP_035901471.1|ASTE	LOC108101925|XP_017061993.1|DFIC
OG0002075	LOC118508102|XP_035903478.1|ASTE	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC
OG0002076	LOC118504187|XP_035894253.1|ASTE	LOC108096691|XP_017053983.1|DFIC
OG0002077	LOC118512370|XP_035912613.1|ASTE	LOC108100294|XP_017059581.1|DFIC
OG0002078	LOC118507408|XP_035901762.1|ASTE	LOC108094753|XP_017050999.1|DFIC
OG0002079	LOC118505316|XP_035896853.1|ASTE	LOC108100380|XP_017059723.1|DFIC
OG0002080	LOC118506143|XP_035898783.1|ASTE	LOC108093803|XP_017049598.1|DFIC
OG0002081	LOC118503442|XP_035892599.1|ASTE	LOC108090855|XP_017045225.1|DFIC
OG0002082	LOC118506034|XP_035898546.1|ASTE	LOC108090419|XP_017044567.1|DFIC
OG0002083	LOC118509900|XP_035907048.1|ASTE	LOC108092874|XP_017048199.1|DFIC
OG0002084	LOC118507329|XP_035901611.1|ASTE	LOC108096922|XP_017054362.1|DFIC
OG0002086	LOC118507183|XP_035901148.1|ASTE	LOC108096941|XP_017054388.1|DFIC
OG0002087	LOC118512331|XP_035912499.1|ASTE	LOC108100270|XP_017059543.1|DFIC
OG0002088	LOC118505278|XP_035896740.1|ASTE	LOC108100427|XP_017059821.1|DFIC
OG0002089	LOC118505914|XP_035898267.1|ASTE	LOC108090405|XP_017044546.1|DFIC
OG0002090	LOC118505956|XP_035898382.1|ASTE	LOC108095443|XP_017052041.1|DFIC
OG0002091	LOC118507396|XP_035901742.1|ASTE	LOC108090675|XP_017044950.1|DFIC
OG0002092	LOC118504180|XP_035894225.1|ASTE	LOC108089469|XP_017043211.1|DFIC
OG0002093	LOC118504179|XP_035894224.1|ASTE	LOC108090763|XP_017045092.1|DFIC
OG0002094	LOC118503055|XP_035891813.1|ASTE	LOC108090687|XP_017044962.1|DFIC
OG0002095	LOC118503944|XP_035893714.1|ASTE	LOC108097765|XP_017055776.1|DFIC
OG0002096	LOC118503857|XP_035893462.1|ASTE	LOC108086724|XP_017039236.1|DFIC
OG0002097	LOC118507103|XP_035900999.1|ASTE	LOC108090753|XP_017045074.1|DFIC
OG0002098	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE	LOC108088876|XP_017042359.1|DFIC
OG0002099	LOC118504082|XP_035894043.1|ASTE	LOC108097612|XP_017055510.1|DFIC
OG0002100	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE	LOC108096419|XP_017053489.1|DFIC
OG0002101	LOC118507399|XP_035901746.1|ASTE	LOC108090364|XP_017044482.1|DFIC
OG0002102	LOC118503731|XP_035893238.1|ASTE	LOC108094881|XP_017051201.1|DFIC
OG0002103	LOC118503304|XP_035892315.1|ASTE	LOC108097689|XP_017055646.1|DFIC
OG0002117	LOC118505507|XP_035897285.1|ASTE	LOC108094936|XP_017051284.1|DFIC
OG0002118	LOC118502971|XP_035891638.1|ASTE	LOC108101139|XP_017060850.1|DFIC
OG0002119	LOC118503759|XP_035893315.1|ASTE	LOC108095813|XP_017052575.1|DFIC
OG0002120	LOC118509540|XP_035906173.1|ASTE	LOC108095035|XP_017051407.1|DFIC
OG0002121	LOC118503831|XP_035893435.1|ASTE	LOC108086560|XP_017039002.1|DFIC
OG0002123	LOC118505667|XP_035897689.1|ASTE	LOC108100797|XP_017060340.1|DFIC
OG0002124	LOC118510740|XP_035908865.1|ASTE	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC
OG0002125	LOC118517608|XP_035919800.1|ASTE	LOC108087657|XP_017040634.1|DFIC
OG0002126	LOC118506343|XP_035899224.1|ASTE	LOC108096461|XP_017053557.1|DFIC
OG0002127	LOC118503477|XP_035892669.1|ASTE	LOC108098082|XP_017056273.1|DFIC
OG0002128	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE	LOC108088610|XP_017041984.1|DFIC
OG0002129	LOC118508956|XP_035904776.1|ASTE	LOC108087986|XP_017041076.1|DFIC
OG0002130	LOC118508139|XP_035903554.1|ASTE	LOC108097058|XP_017054583.1|DFIC
OG0002131	LOC118511581|XP_035910724.1|ASTE	LOC108087342|XP_017040171.1|DFIC
OG0002132	LOC118513214|XP_035914621.1|ASTE	LOC108089239|XP_017042889.1|DFIC
OG0002133	LOC118513258|XP_035914750.1|ASTE	LOC108095573|XP_017052213.1|DFIC
OG0002134	LOC118502713|XP_035891161.1|ASTE	LOC108092787|XP_017048041.1|DFIC
OG0002135	LOC118504575|XP_035895115.1|ASTE	LOC108097921|XP_017055959.1|DFIC
OG0002136	LOC118517379|XP_035919295.1|ASTE	LOC108088506|XP_017041826.1|DFIC
OG0002137	LOC118517358|XP_035919259.1|ASTE	LOC108087143|XP_017039843.1|DFIC
OG0002138	LOC118508588|XP_035904388.1|ASTE	LOC108091108|XP_017045620.1|DFIC
OG0002139	LOC118508612|XP_035904390.1|ASTE	LOC108091302|XP_017045914.1|DFIC
OG0002140	LOC118513209|XP_035914618.1|ASTE	LOC108088683|XP_017042113.1|DFIC
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	LOC108094854|XP_017051154.1|DFIC
OG0002142	LOC118505402|XP_035897035.1|ASTE	LOC108098652|XP_017057217.1|DFIC
OG0002143	LOC118510683|XP_035908745.1|ASTE	LOC108101317|XP_017061109.1|DFIC
OG0002144	LOC118517416|XP_035919416.1|ASTE	LOC108101978|XP_017062062.1|DFIC
OG0002145	LOC118517448|XP_035919487.1|ASTE	LOC108101124|XP_017060837.1|DFIC
OG0002146	LOC118502808|XP_035891343.1|ASTE	LOC108098557|XP_017057051.1|DFIC
OG0002147	LOC118517475|XP_035919553.1|ASTE	LOC108095545|XP_017052163.1|DFIC
OG0002148	LOC118504345|XP_035894605.1|ASTE	LOC108099016|XP_017057739.1|DFIC
OG0002149	LOC118517464|XP_035919525.1|ASTE	LOC108095048|XP_017051439.1|DFIC
OG0002150	LOC118506059|XP_035898599.1|ASTE	LOC108094675|XP_017050880.1|DFIC
OG0002151	LOC118511205|XP_035909879.1|ASTE	LOC108089259|XP_017042916.1|DFIC
OG0002152	LOC118509815|XP_035906865.1|ASTE	LOC108087172|XP_017039904.1|DFIC
OG0002153	LOC118506211|XP_035898925.1|ASTE	LOC108088381|XP_017041618.1|DFIC
OG0002154	LOC118509923|XP_035907135.1|ASTE	LOC108097303|XP_017055007.1|DFIC
OG0002155	LOC118506206|XP_035898911.1|ASTE	LOC108086794|XP_017039322.1|DFIC
OG0002156	LOC118505756|XP_035897871.1|ASTE	LOC108088801|XP_017042259.1|DFIC
OG0002157	LOC118508128|XP_035903529.1|ASTE	LOC108087208|XP_017039962.1|DFIC
OG0002158	LOC118517370|XP_035919281.1|ASTE	LOC108096883|XP_017054313.1|DFIC
OG0002159	LOC118504805|XP_035895693.1|ASTE	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC
OG0002160	LOC118508129|XP_035907722.1|ASTE	LOC108098661|XP_017057226.1|DFIC
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	LOC108088045|XP_017041169.1|DFIC
OG0002162	LOC118502665|XP_035891021.1|ASTE	LOC108087319|XP_017040139.1|DFIC
OG0002163	LOC118507651|XP_035902314.1|ASTE	LOC108092988|XP_017048370.1|DFIC
OG0002164	LOC118504758|XP_035895577.1|ASTE	LOC108095978|XP_017052811.1|DFIC
OG0002165	LOC118508279|XP_035903813.1|ASTE	LOC108098216|XP_017056483.1|DFIC
OG0002166	LOC118514682|XP_035917661.1|ASTE	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC
OG0002167	LOC118504438|XP_035894788.1|ASTE	LOC108095250|XP_017051767.1|DFIC
OG0002168	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE	LOC108090804|XP_017045147.1|DFIC
OG0002169	LOC118507241|XP_035901386.1|ASTE	LOC108087562|XP_017040478.1|DFIC
OG0002170	LOC118505581|XP_035897431.1|ASTE	LOC108098406|XP_017056778.1|DFIC
OG0002171	LOC118502730|XP_035891184.1|ASTE	LOC108087134|XP_017039821.1|DFIC
OG0002172	LOC118506467|XP_035899535.1|ASTE	LOC108091668|XP_017046470.1|DFIC
OG0002173	LOC118514148|XP_035916652.1|ASTE	LOC108100077|XP_017059306.1|DFIC
OG0002174	LOC118508485|XP_035904196.1|ASTE	LOC108092128|XP_017047121.1|DFIC
OG0002175	LOC118508486|XP_035904198.1|ASTE	LOC108092129|XP_017047122.1|DFIC
OG0002176	LOC118508452|XP_035904147.1|ASTE	LOC108088005|XP_017041106.1|DFIC
OG0002177	LOC118507790|XP_035902720.1|ASTE	LOC108087047|XP_017039714.1|DFIC
OG0002178	LOC118507537|XP_035902007.1|ASTE	LOC108086559|XP_017039001.1|DFIC
OG0002179	LOC118504989|XP_035896051.1|ASTE	LOC108095929|XP_017052754.1|DFIC
OG0002180	LOC118505448|XP_035897140.1|ASTE	LOC108099380|XP_017058362.1|DFIC
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	LOC108097753|XP_017055753.1|DFIC
OG0002182	LOC118506784|XP_035900290.1|ASTE	LOC108098587|XP_017057116.1|DFIC
OG0002183	LOC118506792|XP_035900304.1|ASTE	LOC108095249|XP_017051766.1|DFIC
OG0002184	LOC118504901|XP_035895860.1|ASTE	LOC108092105|XP_017047088.1|DFIC
OG0002185	LOC118502908|XP_035891523.1|ASTE	LOC108097232|XP_017054891.1|DFIC
OG0002186	LOC118505240|XP_035896683.1|ASTE	LOC108088137|XP_017041290.1|DFIC
OG0002187	LOC118506381|XP_035899306.1|ASTE	LOC108099599|XP_017058704.1|DFIC
OG0002188	LOC118511393|XP_035910316.1|ASTE	LOC108090744|XP_017045058.1|DFIC
OG0002189	LOC118502867|XP_035891467.1|ASTE	LOC108087726|XP_017040736.1|DFIC
OG0002190	LOC118507907|XP_035903063.1|ASTE	LOC108087229|XP_017040002.1|DFIC
OG0002191	LOC118503569|XP_035892895.1|ASTE	LOC108096280|XP_017053235.1|DFIC
OG0002192	LOC118507169|XP_035901128.1|ASTE	LOC108099957|XP_017059126.1|DFIC
OG0002193	LOC118502697|XP_035891110.1|ASTE	LOC108087263|XP_017040059.1|DFIC
OG0002194	LOC118502888|XP_035891499.1|ASTE	LOC108088373|XP_017041607.1|DFIC
OG0002195	LOC118507796|XP_035902742.1|ASTE	LOC108091954|XP_017046840.1|DFIC
OG0002196	LOC118504279|XP_035894446.1|ASTE	LOC108098770|XP_017057391.1|DFIC
OG0002197	LOC118506443|XP_035899471.1|ASTE	LOC108099055|XP_017057812.1|DFIC
OG0002198	LOC118506179|XP_035898845.1|ASTE	LOC108098571|XP_017057083.1|DFIC
OG0002199	LOC118506450|XP_035899482.1|ASTE	LOC108097649|XP_017055569.1|DFIC
OG0002200	LOC118505414|XP_035897056.1|ASTE	LOC108095608|XP_017052261.1|DFIC
OG0002202	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE	LOC108091962|XP_017046856.1|DFIC
OG0002203	LOC118502929|XP_035891560.1|ASTE	LOC108092093|XP_017047072.1|DFIC
OG0002204	LOC118506367|XP_035899283.1|ASTE	LOC108095814|XP_017052576.1|DFIC
OG0002205	LOC118506796|XP_035900311.1|ASTE	LOC108087106|XP_017039777.1|DFIC
OG0002206	LOC118507999|XP_035903263.1|ASTE	LOC108095727|XP_017052391.1|DFIC
OG0002207	LOC118505211|XP_035896613.1|ASTE	LOC108102300|XP_017062551.1|DFIC
OG0002208	LOC118505185|XP_035896533.1|ASTE	LOC108086288|XP_017038666.1|DFIC
OG0002209	LOC118504832|XP_035895729.1|ASTE	LOC108097301|XP_017055005.1|DFIC
OG0002210	LOC118508005|XP_035903280.1|ASTE	LOC108090205|XP_017044284.1|DFIC
OG0002211	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE	LOC108087311|XP_017040120.1|DFIC
OG0002212	LOC118503193|XP_035892068.1|ASTE	LOC108088006|XP_017041107.1|DFIC
OG0002213	LOC118505443|XP_035897133.1|ASTE	LOC108091823|XP_017046690.1|DFIC
OG0002214	LOC118517710|XP_035920049.1|ASTE	LOC108099299|XP_017058184.1|DFIC
OG0002215	LOC118511933|XP_035911507.1|ASTE	LOC108098822|XP_017057464.1|DFIC
OG0002216	LOC118506810|XP_035900361.1|ASTE	LOC108088458|XP_017041731.1|DFIC
OG0002217	LOC118504422|XP_035894751.1|ASTE	LOC108092209|XP_017047227.1|DFIC
OG0002218	LOC118508587|XP_035904385.1|ASTE	LOC108094621|XP_017050793.1|DFIC
OG0002219	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE	LOC108091699|XP_017046520.1|DFIC
OG0002220	LOC118502954|XP_035891604.1|ASTE	LOC108091581|XP_017046346.1|DFIC
OG0002221	LOC118512120|XP_035911991.1|ASTE	LOC108087543|XP_017040441.1|DFIC
OG0002224	LOC118511464|XP_035910459.1|ASTE	LOC108093623|XP_017049250.1|DFIC
OG0002225	LOC118513122|XP_035914417.1|ASTE	LOC108086987|XP_017039606.1|DFIC
OG0002226	LOC118512964|XP_035914083.1|ASTE	LOC108094260|XP_017050214.1|DFIC
OG0002227	LOC118512046|XP_035911768.1|ASTE	LOC108096647|XP_017053900.1|DFIC
OG0002228	LOC118512073|XP_035911856.1|ASTE	LOC108101584|XP_017061485.1|DFIC
