Orthogroup	ASTE.longest_only	DNOV.longest_only
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC115771744|XP_030573435.1|DNOV
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC115764176|XP_030562926.1|DNOV
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC115765000|XP_030564202.1|DNOV
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC115769764|XP_030570584.1|DNOV
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC115760856|XP_030558267.1|DNOV
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC115769493|XP_030570172.1|DNOV
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC115769529|XP_030570231.1|DNOV
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC115760024|XP_030557050.1|DNOV
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC115760249|XP_030557365.1|DNOV, LOC115770603|XP_030571800.1|DNOV
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC115760460|XP_030557646.1|DNOV, LOC115760461|XP_030557647.1|DNOV, LOC115760458|XP_030557640.1|DNOV
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC115762129|XP_030560094.1|DNOV
OG0001923	LOC118509818|XP_035906863.1|ASTE	LOC115771012|XP_030572379.1|DNOV
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC115760157|XP_030557229.1|DNOV
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC115767149|XP_030567179.1|DNOV, LOC115767167|XP_030567210.1|DNOV
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC115760492|XP_030557703.1|DNOV
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC115770504|XP_030571658.1|DNOV
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC115762803|XP_030561022.1|DNOV, LOC115770197|XP_030571221.1|DNOV
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC115760569|XP_030557842.1|DNOV
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC115769874|XP_030570734.1|DNOV
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC115760905|XP_030558336.1|DNOV
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC115770460|XP_030571597.1|DNOV
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC115762662|XP_030560830.1|DNOV
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC115762183|XP_030560163.1|DNOV
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC115762263|XP_030560284.1|DNOV
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC115762272|XP_030560294.1|DNOV
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC115760577|XP_030557855.1|DNOV
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC115770706|XP_030571962.1|DNOV
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC115762127|XP_030560092.1|DNOV
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC115762841|XP_030561076.1|DNOV
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC115768526|XP_030568977.1|DNOV, LOC115762568|XP_030560712.1|DNOV
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC115762425|XP_030560481.1|DNOV
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC115760940|XP_030558380.1|DNOV
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC115760661|XP_030557987.1|DNOV
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC115771454|XP_030573029.1|DNOV
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC115768647|XP_030569182.1|DNOV
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC115759664|XP_030556520.1|DNOV
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC115758317|XP_030554743.1|DNOV, LOC115758745|XP_030555365.1|DNOV
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC115762083|XP_030560039.1|DNOV
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC115762097|XP_030560057.1|DNOV
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC115763310|XP_030561671.1|DNOV
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC115771765|XP_030573482.1|DNOV
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC115766840|XP_030566748.1|DNOV
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC115760596|XP_030557890.1|DNOV
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC115760524|XP_030557758.1|DNOV
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC115770115|XP_030571096.1|DNOV
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC115765831|XP_030565415.1|DNOV
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC115762179|XP_030560160.1|DNOV
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC115762063|XP_030560010.1|DNOV
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC115769800|XP_030570627.1|DNOV
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC115771265|XP_030572741.1|DNOV
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC115771932|XP_030573692.1|DNOV
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC115762391|XP_030560435.1|DNOV
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC115762913|XP_030561152.1|DNOV
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC115760761|XP_030558102.1|DNOV
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC115768334|XP_030568796.1|DNOV
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC115766604|XP_030566450.1|DNOV
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC115760311|XP_030557462.1|DNOV
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC115760699|XP_030558024.1|DNOV
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC115762105|XP_030560067.1|DNOV
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC115769364|XP_030570006.1|DNOV
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC115761148|XP_030558677.1|DNOV
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC115759789|XP_030556728.1|DNOV
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC115760175|XP_030557259.1|DNOV
OG0001979	LOC118511116|XP_035909734.1|ASTE	LOC115768310|XP_030568722.1|DNOV, LOC115758658|XP_030555257.1|DNOV
OG0001980	LOC118513565|XP_035915386.1|ASTE	LOC115765570|XP_030565077.1|DNOV
OG0001982	LOC118509169|XP_035905321.1|ASTE	LOC115758463|XP_030554995.1|DNOV
OG0001983	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE	LOC115769289|XP_030569875.1|DNOV
OG0001984	LOC118511044|XP_035909534.1|ASTE	LOC115758903|XP_030555560.1|DNOV
OG0001985	LOC118509326|XP_035905680.1|ASTE	LOC115763598|XP_030562081.1|DNOV
OG0001986	LOC118512643|XP_035913247.1|ASTE	LOC115759304|XP_030556069.1|DNOV
OG0001987	LOC118507975|XP_035903207.1|ASTE	LOC115767543|XP_030567682.1|DNOV
OG0001988	LOC118513408|XP_035915005.1|ASTE	LOC115769820|XP_030570684.1|DNOV
OG0001989	LOC118513235|XP_035914679.1|ASTE	LOC115765971|XP_030565585.1|DNOV
OG0001990	LOC118512435|XP_035912789.1|ASTE	LOC115763028|XP_030561294.1|DNOV
OG0001991	LOC118512974|XP_035914095.1|ASTE	LOC115760287|XP_030557419.1|DNOV
OG0001992	LOC118511266|XP_035910029.1|ASTE	LOC115759135|XP_030555845.1|DNOV, LOC115759131|XP_030555836.1|DNOV, LOC115759133|XP_030555842.1|DNOV
OG0001993	LOC118512545|XP_035913013.1|ASTE	LOC115763350|XP_030561728.1|DNOV
OG0001994	LOC118511659|XP_035910900.1|ASTE	LOC115757745|XP_030553995.1|DNOV
OG0001995	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE	LOC115769166|XP_030569725.1|DNOV
OG0001996	LOC118512512|XP_035912922.1|ASTE	LOC115765912|XP_030565518.1|DNOV
OG0001997	LOC118513345|XP_035914866.1|ASTE	LOC115762093|XP_030560054.1|DNOV
OG0001998	LOC118512548|XP_035913021.1|ASTE	LOC115762091|XP_030560049.1|DNOV
OG0001999	LOC118508967|XP_035904805.1|ASTE	LOC115763365|XP_030561756.1|DNOV
OG0002000	LOC118513738|XP_035915788.1|ASTE	LOC115760004|XP_030557022.1|DNOV
OG0002001	LOC118514686|XP_035917625.1|ASTE	LOC115759968|XP_030556976.1|DNOV
OG0002002	LOC118514563|XP_035917455.1|ASTE	LOC115760494|XP_030557705.1|DNOV, LOC115760740|XP_030558077.1|DNOV
OG0002003	LOC118511610|XP_035910791.1|ASTE	LOC115763218|XP_030561550.1|DNOV
OG0002004	LOC118512585|XP_035913108.1|ASTE	LOC115759781|XP_030556709.1|DNOV
OG0002005	LOC118511777|XP_035911165.1|ASTE	LOC115763578|XP_030562057.1|DNOV
OG0002006	LOC118514508|XP_035917337.1|ASTE	LOC115760208|XP_030557302.1|DNOV
OG0002008	LOC118512608|XP_035913173.1|ASTE	LOC115766796|XP_030566679.1|DNOV
OG0002009	LOC118513696|XP_035915713.1|ASTE	LOC115761031|XP_030558504.1|DNOV
OG0002010	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE	LOC115763050|XP_030561335.1|DNOV
OG0002011	LOC118513808|XP_035915910.1|ASTE	LOC115763011|XP_030561261.1|DNOV
OG0002012	LOC118510849|XP_035909072.1|ASTE	LOC115759718|XP_030556585.1|DNOV
OG0002013	LOC118513328|XP_035914829.1|ASTE	LOC115763443|XP_030561870.1|DNOV
OG0002014	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE	LOC115759745|XP_030556648.1|DNOV
OG0002015	LOC118513006|XP_035914160.1|ASTE	LOC115761514|XP_030559143.1|DNOV
OG0002016	LOC118513208|XP_035914607.1|ASTE	LOC115760906|XP_030558333.1|DNOV
OG0002017	LOC118512972|XP_035914092.1|ASTE	LOC115759752|XP_030556654.1|DNOV
OG0002018	LOC118510770|XP_035908923.1|ASTE	LOC115763535|XP_030562011.1|DNOV
OG0002019	LOC118510741|XP_035908861.1|ASTE	LOC115759773|XP_030556700.1|DNOV, LOC115759772|XP_030556699.1|DNOV
OG0002020	LOC118509949|XP_035907173.1|ASTE	LOC115769293|XP_030569879.1|DNOV
OG0002021	LOC118509945|XP_035907170.1|ASTE	LOC115765447|XP_030564874.1|DNOV
OG0002022	LOC118506403|XP_035899361.1|ASTE	LOC115758806|XP_030555443.1|DNOV
OG0002023	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE	LOC115761667|XP_030559376.1|DNOV
OG0002024	LOC118510711|XP_035908803.1|ASTE	LOC115759881|XP_030556856.1|DNOV, LOC115766824|XP_030566723.1|DNOV
OG0002025	LOC118510667|XP_035908700.1|ASTE	LOC115758848|XP_030555490.1|DNOV
OG0002026	LOC118505323|XP_035896859.1|ASTE	LOC115771419|XP_030572981.1|DNOV
OG0002027	LOC118505612|XP_035897545.1|ASTE	LOC115761741|XP_030559496.1|DNOV
OG0002028	LOC118505621|XP_035897576.1|ASTE	LOC115758221|XP_030554631.1|DNOV
OG0002029	LOC118505201|XP_035896575.1|ASTE	LOC115769926|XP_030570825.1|DNOV
OG0002030	LOC118511575|XP_035910713.1|ASTE	LOC115771962|XP_030573735.1|DNOV
OG0002031	LOC118512378|XP_035912638.1|ASTE	LOC115757903|XP_030554211.1|DNOV
OG0002032	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE	LOC115770922|XP_030572240.1|DNOV
OG0002033	LOC118506726|XP_035900150.1|ASTE	LOC115768857|XP_030569418.1|DNOV
OG0002034	LOC118502758|XP_035891223.1|ASTE	LOC115767775|XP_030567960.1|DNOV
OG0002035	LOC118505534|XP_035897342.1|ASTE	LOC115763635|XP_030562124.1|DNOV, LOC115767251|XP_030567317.1|DNOV
OG0002036	LOC118506749|XP_035900224.1|ASTE	LOC115757738|XP_030553983.1|DNOV
OG0002037	LOC118504715|XP_035895445.1|ASTE	LOC115762778|XP_030560989.1|DNOV, LOC115762826|XP_030561051.1|DNOV
OG0002038	LOC118504932|XP_035895918.1|ASTE	LOC115770800|XP_030572083.1|DNOV
OG0002040	LOC118505123|XP_035896330.1|ASTE	LOC115761926|XP_030559817.1|DNOV
OG0002041	LOC118507060|XP_035900921.1|ASTE	LOC115766462|XP_030566257.1|DNOV, LOC115764556|XP_030563541.1|DNOV
OG0002042	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE	LOC115761759|XP_030559524.1|DNOV
OG0002043	LOC118504219|XP_035894318.1|ASTE	LOC115765736|XP_030565261.1|DNOV
OG0002044	LOC118506888|XP_035900545.1|ASTE	LOC115761617|XP_030559302.1|DNOV
OG0002045	LOC118506722|XP_035900142.1|ASTE	LOC115763890|XP_030562527.1|DNOV
OG0002046	LOC118507696|XP_035902443.1|ASTE	LOC115768309|XP_030568717.1|DNOV
OG0002047	LOC118506552|XP_035899749.1|ASTE	LOC115769126|XP_030569692.1|DNOV
OG0002048	LOC118507584|XP_035902138.1|ASTE	LOC115767928|XP_030568157.1|DNOV
OG0002049	LOC118507942|XP_035903153.1|ASTE	LOC115767880|XP_030568102.1|DNOV
OG0002050	LOC118502660|XP_035891005.1|ASTE	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV
OG0002051	LOC118502580|XP_035890812.1|ASTE	LOC115771458|XP_030573037.1|DNOV
OG0002053	LOC118505802|XP_035898030.1|ASTE	LOC115759573|XP_030556399.1|DNOV, LOC115759649|XP_030556497.1|DNOV
OG0002054	LOC118503254|XP_035892186.1|ASTE	LOC115761806|XP_030559611.1|DNOV
OG0002055	LOC118506162|XP_035898827.1|ASTE	LOC115770904|XP_030572203.1|DNOV
OG0002056	LOC118506167|XP_035898831.1|ASTE	LOC115770539|XP_030571703.1|DNOV
OG0002057	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE	LOC115758569|XP_030555140.1|DNOV
OG0002058	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE	LOC115762652|XP_030560818.1|DNOV
OG0002059	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE	LOC115766176|XP_030565879.1|DNOV
OG0002060	LOC118504319|XP_035894538.1|ASTE	LOC115761189|XP_030558725.1|DNOV
OG0002061	LOC118504320|XP_035894539.1|ASTE	LOC115765264|XP_030564882.1|DNOV
OG0002062	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE	LOC115768327|XP_030568744.1|DNOV
OG0002063	LOC118502562|XP_035890777.1|ASTE	LOC115767993|XP_030568255.1|DNOV
OG0002064	LOC118506846|XP_035900463.1|ASTE	LOC115768287|XP_030568686.1|DNOV
OG0002065	LOC118505157|XP_035896444.1|ASTE	LOC115769628|XP_030570396.1|DNOV
OG0002066	LOC118503644|XP_035893041.1|ASTE	LOC115770750|XP_030572015.1|DNOV
OG0002067	LOC118505857|XP_035898130.1|ASTE	LOC115758222|XP_030554632.1|DNOV
OG0002068	LOC118510936|XP_035909263.1|ASTE	LOC115760773|XP_030558121.1|DNOV
OG0002069	LOC118506005|XP_035898483.1|ASTE	LOC115767327|XP_030567430.1|DNOV
OG0002070	LOC118506014|XP_035898493.1|ASTE	LOC115766094|XP_030565763.1|DNOV
OG0002071	LOC118507225|XP_035901278.1|ASTE	LOC115772036|XP_030573833.1|DNOV, LOC115771795|XP_030573525.1|DNOV
OG0002072	LOC118507929|XP_035903125.1|ASTE	LOC115760754|XP_030558092.1|DNOV
OG0002073	LOC118503423|XP_035892555.1|ASTE	LOC115770534|XP_030571696.1|DNOV
OG0002074	LOC118507274|XP_035901471.1|ASTE	LOC115764534|XP_030563505.1|DNOV
OG0002075	LOC118508102|XP_035903478.1|ASTE	LOC115759044|XP_030555728.1|DNOV
OG0002076	LOC118504187|XP_035894253.1|ASTE	LOC115758113|XP_030554497.1|DNOV
OG0002077	LOC118512370|XP_035912613.1|ASTE	LOC115762559|XP_030560699.1|DNOV
OG0002078	LOC118507408|XP_035901762.1|ASTE	LOC115757853|XP_030554149.1|DNOV
OG0002079	LOC118505316|XP_035896853.1|ASTE	LOC115770123|XP_030571117.1|DNOV
OG0002080	LOC118506143|XP_035898783.1|ASTE	LOC115768889|XP_030569460.1|DNOV, LOC115757818|XP_030554101.1|DNOV
OG0002081	LOC118503442|XP_035892599.1|ASTE	LOC115757797|XP_030554073.1|DNOV
OG0002082	LOC118506034|XP_035898546.1|ASTE	LOC115764478|XP_030563404.1|DNOV
OG0002083	LOC118509900|XP_035907048.1|ASTE	LOC115766846|XP_030566755.1|DNOV
OG0002084	LOC118507329|XP_035901611.1|ASTE	LOC115766577|XP_030566422.1|DNOV
OG0002086	LOC118507183|XP_035901148.1|ASTE	LOC115766541|XP_030566370.1|DNOV
OG0002087	LOC118512331|XP_035912499.1|ASTE	LOC115769118|XP_030569686.1|DNOV
OG0002088	LOC118505278|XP_035896740.1|ASTE	LOC115770225|XP_030571287.1|DNOV
OG0002089	LOC118505914|XP_035898267.1|ASTE	LOC115764564|XP_030563548.1|DNOV
OG0002090	LOC118505956|XP_035898382.1|ASTE	LOC115769521|XP_030570221.1|DNOV
OG0002091	LOC118507396|XP_035901742.1|ASTE	LOC115758063|XP_030554437.1|DNOV
OG0002092	LOC118504180|XP_035894225.1|ASTE	LOC115762759|XP_030560961.1|DNOV
OG0002093	LOC118504179|XP_035894224.1|ASTE	LOC115757859|XP_030554158.1|DNOV
OG0002094	LOC118503055|XP_035891813.1|ASTE	LOC115762864|XP_030561102.1|DNOV
OG0002095	LOC118503944|XP_035893714.1|ASTE	LOC115768317|XP_030568726.1|DNOV
OG0002096	LOC118503857|XP_035893462.1|ASTE	LOC115757832|XP_030554119.1|DNOV
OG0002097	LOC118507103|XP_035900999.1|ASTE	LOC115758293|XP_030554719.1|DNOV
OG0002098	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE	LOC115770196|XP_030571220.1|DNOV
OG0002099	LOC118504082|XP_035894043.1|ASTE	LOC115759503|XP_030556304.1|DNOV
OG0002100	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE	LOC115770037|XP_030570987.1|DNOV
OG0002101	LOC118507399|XP_035901746.1|ASTE	LOC115764454|XP_030563351.1|DNOV, LOC115758042|XP_030554415.1|DNOV
OG0002102	LOC118503731|XP_035893238.1|ASTE	LOC115771985|XP_030573768.1|DNOV
OG0002103	LOC118503304|XP_035892315.1|ASTE	LOC115759497|XP_030556295.1|DNOV
OG0002117	LOC118505507|XP_035897285.1|ASTE	LOC115767283|XP_030567374.1|DNOV
OG0002118	LOC118502971|XP_035891638.1|ASTE	LOC115760383|XP_030557537.1|DNOV
OG0002119	LOC118503759|XP_035893315.1|ASTE	LOC115757681|XP_030553877.1|DNOV
OG0002120	LOC118509540|XP_035906173.1|ASTE	LOC115766745|XP_030566581.1|DNOV
OG0002121	LOC118503831|XP_035893435.1|ASTE	LOC115764171|XP_030562916.1|DNOV
OG0002123	LOC118505667|XP_035897689.1|ASTE	LOC115758912|XP_030555569.1|DNOV
OG0002124	LOC118510740|XP_035908865.1|ASTE	LOC115767082|XP_030567088.1|DNOV
OG0002125	LOC118517608|XP_035919800.1|ASTE	LOC115760721|XP_030558057.1|DNOV
OG0002126	LOC118506343|XP_035899224.1|ASTE	LOC115770261|XP_030571336.1|DNOV
OG0002127	LOC118503477|XP_035892669.1|ASTE	LOC115764403|XP_030563254.1|DNOV
OG0002128	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE	LOC115767111|XP_030567124.1|DNOV
OG0002129	LOC118508956|XP_035904776.1|ASTE	LOC115764225|XP_030562999.1|DNOV
OG0002130	LOC118508139|XP_035903554.1|ASTE	LOC115768446|XP_030568865.1|DNOV
OG0002131	LOC118511581|XP_035910724.1|ASTE	LOC115761630|XP_030559319.1|DNOV
OG0002132	LOC118513214|XP_035914621.1|ASTE	LOC115763340|XP_030561709.1|DNOV
OG0002133	LOC118513258|XP_035914750.1|ASTE	LOC115766862|XP_030566781.1|DNOV
OG0002134	LOC118502713|XP_035891161.1|ASTE	LOC115768786|XP_030569343.1|DNOV
OG0002135	LOC118504575|XP_035895115.1|ASTE	LOC115769042|XP_030569607.1|DNOV
OG0002136	LOC118517379|XP_035919295.1|ASTE	LOC115764976|XP_030564163.1|DNOV
OG0002137	LOC118517358|XP_035919259.1|ASTE	LOC115764757|XP_030563853.1|DNOV
OG0002138	LOC118508588|XP_035904388.1|ASTE	LOC115768273|XP_030568670.1|DNOV
OG0002140	LOC118513209|XP_035914618.1|ASTE	LOC115767278|XP_030567370.1|DNOV
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV
OG0002142	LOC118505402|XP_035897035.1|ASTE	LOC115771676|XP_030573351.1|DNOV
OG0002143	LOC118510683|XP_035908745.1|ASTE	LOC115758609|XP_030555200.1|DNOV
OG0002144	LOC118517416|XP_035919416.1|ASTE	LOC115766709|XP_030566487.1|DNOV
OG0002145	LOC118517448|XP_035919487.1|ASTE	LOC115770837|XP_030572131.1|DNOV
OG0002146	LOC118502808|XP_035891343.1|ASTE	LOC115761717|XP_030559456.1|DNOV
OG0002147	LOC118517475|XP_035919553.1|ASTE	LOC115765433|XP_030564839.1|DNOV
OG0002148	LOC118504345|XP_035894605.1|ASTE	LOC115768094|XP_030568438.1|DNOV
OG0002149	LOC118517464|XP_035919525.1|ASTE	LOC115766741|XP_030566567.1|DNOV
OG0002150	LOC118506059|XP_035898599.1|ASTE	LOC115767740|XP_030567911.1|DNOV
OG0002151	LOC118511205|XP_035909879.1|ASTE	LOC115763030|XP_030561297.1|DNOV
OG0002152	LOC118509815|XP_035906865.1|ASTE	LOC115761274|XP_030558849.1|DNOV
OG0002153	LOC118506211|XP_035898925.1|ASTE	LOC115764929|XP_030564099.1|DNOV
OG0002154	LOC118509923|XP_035907135.1|ASTE	LOC115768454|XP_030568876.1|DNOV
OG0002155	LOC118506206|XP_035898911.1|ASTE	LOC115771857|XP_030573597.1|DNOV
OG0002156	LOC118505756|XP_035897871.1|ASTE	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV
OG0002157	LOC118508128|XP_035903529.1|ASTE	LOC115761232|XP_030558784.1|DNOV
OG0002158	LOC118517370|XP_035919281.1|ASTE	LOC115760775|XP_030558124.1|DNOV
OG0002159	LOC118504805|XP_035895693.1|ASTE	LOC115760751|XP_030558090.1|DNOV
OG0002160	LOC118508129|XP_035907722.1|ASTE	LOC115772053|XP_030573857.1|DNOV
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	LOC115771997|XP_030573788.1|DNOV
OG0002162	LOC118502665|XP_035891021.1|ASTE	LOC115761900|XP_030559776.1|DNOV
OG0002163	LOC118507651|XP_035902314.1|ASTE	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV
OG0002164	LOC118504758|XP_035895577.1|ASTE	LOC115763629|XP_030562117.1|DNOV
OG0002165	LOC118508279|XP_035903813.1|ASTE	LOC115761400|XP_030559018.1|DNOV
OG0002166	LOC118514682|XP_035917661.1|ASTE	LOC115758919|XP_030555578.1|DNOV
OG0002167	LOC118504438|XP_035894788.1|ASTE	LOC115764554|XP_030563536.1|DNOV
OG0002168	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE	LOC115762407|XP_030560496.1|DNOV
OG0002169	LOC118507241|XP_035901386.1|ASTE	LOC115769913|XP_030570796.1|DNOV
OG0002170	LOC118505581|XP_035897431.1|ASTE	LOC115766792|XP_030566671.1|DNOV
OG0002171	LOC118502730|XP_035891184.1|ASTE	LOC115764846|XP_030563957.1|DNOV
OG0002172	LOC118506467|XP_035899535.1|ASTE	LOC115764650|XP_030563688.1|DNOV
OG0002173	LOC118514148|XP_035916652.1|ASTE	LOC115760169|XP_030557249.1|DNOV
OG0002174	LOC118508485|XP_035904196.1|ASTE	LOC115771771|XP_030573486.1|DNOV
OG0002175	LOC118508486|XP_035904198.1|ASTE	LOC115771772|XP_030573487.1|DNOV
OG0002176	LOC118508452|XP_035904147.1|ASTE	LOC115770587|XP_030571775.1|DNOV
OG0002177	LOC118507790|XP_035902720.1|ASTE	LOC115772103|XP_030573928.1|DNOV
OG0002178	LOC118507537|XP_035902007.1|ASTE	LOC115771648|XP_030573312.1|DNOV
OG0002180	LOC118505448|XP_035897140.1|ASTE	LOC115761563|XP_030559208.1|DNOV
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	LOC115765436|XP_030564862.1|DNOV
OG0002182	LOC118506784|XP_035900290.1|ASTE	LOC115764119|XP_030562841.1|DNOV
OG0002183	LOC118506792|XP_035900304.1|ASTE	LOC115764565|XP_030563550.1|DNOV
OG0002184	LOC118504901|XP_035895860.1|ASTE	LOC115764609|XP_030563620.1|DNOV
OG0002185	LOC118502908|XP_035891523.1|ASTE	LOC115765021|XP_030564235.1|DNOV
OG0002186	LOC118505240|XP_035896683.1|ASTE	LOC115759202|XP_030555948.1|DNOV
OG0002187	LOC118506381|XP_035899306.1|ASTE	LOC115761174|XP_030558696.1|DNOV
OG0002188	LOC118511393|XP_035910316.1|ASTE	LOC115759083|XP_030555779.1|DNOV
OG0002189	LOC118502867|XP_035891467.1|ASTE	LOC115761861|XP_030559714.1|DNOV
OG0002190	LOC118507907|XP_035903063.1|ASTE	LOC115761586|XP_030559236.1|DNOV
OG0002191	LOC118503569|XP_035892895.1|ASTE	LOC115770497|XP_030571651.1|DNOV
OG0002192	LOC118507169|XP_035901128.1|ASTE	LOC115768356|XP_030568787.1|DNOV
OG0002193	LOC118502697|XP_035891110.1|ASTE	LOC115762018|XP_030559945.1|DNOV
OG0002194	LOC118502888|XP_035891499.1|ASTE	LOC115761692|XP_030559418.1|DNOV
OG0002195	LOC118507796|XP_035902742.1|ASTE	LOC115764101|XP_030562814.1|DNOV
OG0002196	LOC118504279|XP_035894446.1|ASTE	LOC115765666|XP_030565184.1|DNOV
OG0002197	LOC118506443|XP_035899471.1|ASTE	LOC115762742|XP_030560939.1|DNOV
OG0002198	LOC118506179|XP_035898845.1|ASTE	LOC115761439|XP_030559067.1|DNOV, LOC115761438|XP_030559066.1|DNOV
OG0002199	LOC118506450|XP_035899482.1|ASTE	LOC115757664|XP_030553841.1|DNOV
OG0002202	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE	LOC115764031|XP_030562723.1|DNOV
