Orthogroup	ASTE.longest_only	AEAL.longest_only
OG0001304	LOC118502586|XP_035890824.1|ASTE	LOC115254250|XP_029735064.1|AEAL
OG0001304	LOC118502579|XP_035890806.1|ASTE	LOC109422619|XP_029712250.1|AEAL
OG0001305	LOC118508529|XP_035904296.1|ASTE	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL
OG0001306	LOC118507719|XP_035902560.1|ASTE	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL
OG0001307	LOC118502798|XP_035891298.1|ASTE	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL
OG0001308	LOC118506555|XP_035899757.1|ASTE	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL
OG0001309	LOC118507709|XP_035902497.1|ASTE	LOC109406154|XP_019534767.1|AEAL
OG0001309	LOC118507710|XP_035902498.1|ASTE	LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL
OG0001310	LOC118506847|XP_035900469.1|ASTE	LOC109416208|XP_029719224.1|AEAL, LOC109416146|XP_029719206.1|AEAL
OG0001310	LOC118506859|XP_035900482.1|ASTE	LOC109419536|XP_029715075.1|AEAL
OG0001311	LOC118517427|XP_035919433.1|ASTE	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL
OG0001312	LOC118503305|XP_035892318.1|ASTE	LOC109422322|XP_029708138.1|AEAL
OG0001313	LOC118507236|XP_035901379.1|ASTE	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL
OG0001314	LOC118512881|XP_035914293.1|ASTE	LOC109408951|XP_019537896.2|AEAL
OG0001315	LOC118506659|XP_035899970.1|ASTE	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL
OG0001326	LOC118508303|XP_035903851.1|ASTE	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL
OG0001327	LOC118513898|XP_035916108.1|ASTE	LOC109430083|XP_029711035.1|AEAL, LOC109428503|XP_019559843.2|AEAL, LOC115256770|XP_029711583.1|AEAL, LOC109430081|XP_029711582.1|AEAL, LOC115253897|XP_029710756.1|AEAL, LOC109428535|XP_029711175.1|AEAL, LOC109430082|XP_019561656.2|AEAL, LOC115256769|XP_029711581.1|AEAL, LOC109430065|XP_029711925.1|AEAL, LOC109428502|XP_019559839.2|AEAL, LOC109430079|XP_029711578.1|AEAL, LOC109430077|XP_029711123.1|AEAL, LOC115256546|XP_029711127.1|AEAL, LOC109428534|XP_019559873.2|AEAL, LOC115256615|XP_029711296.1|AEAL, LOC109428499|XP_029710736.1|AEAL, LOC115256773|XP_029711585.1|AEAL, LOC115256774|XP_029711586.1|AEAL, LOC115256404|XP_029710740.1|AEAL, LOC109428498|XP_029711066.1|AEAL, LOC115256548|XP_029711130.1|AEAL, LOC109428495|XP_029711148.1|AEAL, LOC109430064|XP_029711579.1|AEAL, LOC109415181|XP_019544609.2|AEAL, LOC109415182|XP_019544610.2|AEAL
OG0001328	LOC118503066|XP_035891829.1|ASTE	LOC109426400|XP_019557457.1|AEAL
OG0001329	LOC118509272|XP_035905520.1|ASTE	LOC109428569|XP_019559888.2|AEAL
OG0001330	LOC118517158|XP_035918929.1|ASTE	LOC109406965|XP_019535520.2|AEAL
OG0001331	LOC118512722|XP_035913464.1|ASTE	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL
OG0001332	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL
OG0001333	LOC118509806|XP_035906845.1|ASTE	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL
OG0001333	LOC118509778|XP_035906813.1|ASTE	LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL
OG0001334	LOC118502597|XP_035890857.1|ASTE	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL
OG0001334	LOC118502813|XP_035891349.1|ASTE	LOC109425173|XP_029717621.1|AEAL
OG0001335	LOC118505565|XP_035897415.1|ASTE	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL
OG0001335	LOC118505566|XP_035897416.1|ASTE	LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL
OG0001337	LOC118511391|XP_035910312.1|ASTE	LOC109405489|XP_019534122.2|AEAL
OG0001338	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE	LOC109430336|XP_019561937.2|AEAL
OG0001339	LOC118502918|XP_035891545.1|ASTE	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL
OG0001339	LOC118512193|XP_035912188.1|ASTE	LOC109622561|XP_019932516.2|AEAL
OG0001340	LOC118506774|XP_035900262.1|ASTE	LOC109399955|XP_019527968.2|AEAL
OG0001341	LOC118507844|XP_035902868.1|ASTE	LOC109398471|XP_019526395.2|AEAL
OG0001342	LOC118517621|XP_035919810.1|ASTE	LOC109421111|XP_029710014.1|AEAL, LOC115255943|XP_029710037.1|AEAL
OG0001343	LOC118502423|XP_035890543.1|ASTE	LOC109411182|XP_029730128.1|AEAL
OG0001344	LOC118506366|XP_035899279.1|ASTE	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL
OG0001344	LOC118506365|XP_035899272.1|ASTE	LOC109423594|XP_029723283.1|AEAL
OG0001345	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL
OG0001345	LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE	LOC109402443|XP_019530675.1|AEAL
OG0001346	LOC118505438|XP_035897125.1|ASTE	LOC109402420|XP_029733451.1|AEAL, LOC115267181|XP_029729909.1|AEAL, LOC109405431|XP_029712606.1|AEAL
OG0001347	LOC118508585|XP_035904383.1|ASTE	LOC109404017|XP_019532425.2|AEAL
OG0001348	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE	LOC109418066|XP_019547779.2|AEAL
OG0001349	LOC118510488|XP_035908267.1|ASTE	LOC109407770|XP_019536490.2|AEAL
OG0001350	LOC118512205|XP_035912208.1|ASTE	LOC109397828|XP_019525707.2|AEAL, LOC109418971|XP_029709783.1|AEAL
OG0001351	LOC118512096|XP_035911955.1|ASTE	LOC109419691|XP_029733477.1|AEAL
OG0001352	LOC118509480|XP_035906015.1|ASTE	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL
OG0001353	LOC118504607|XP_035895177.1|ASTE	LOC115263700|XP_029722794.1|AEAL, LOC115261548|XP_029719298.1|AEAL, LOC115262218|XP_029720456.1|AEAL, LOC115262103|XP_029719983.1|AEAL
OG0001353	LOC118509513|XP_035906095.1|ASTE	LOC109427105|XP_029725593.1|AEAL
OG0001354	LOC118511541|XP_035910637.1|ASTE	LOC109417878|XP_029725401.1|AEAL
OG0001355	LOC118511525|XP_035910607.1|ASTE	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL
OG0001356	LOC118513488|XP_035915204.1|ASTE	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL
OG0001357	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL
OG0001358	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL
OG0001359	LOC118514604|XP_035917493.1|ASTE	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL
OG0001359	LOC118512664|XP_035913309.1|ASTE	LOC109422959|XP_019553405.2|AEAL
OG0001360	LOC118514357|XP_035917072.1|ASTE	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL
OG0001361	LOC118509799|XP_035906828.1|ASTE	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL
OG0001361	LOC118509800|XP_035906829.1|ASTE	LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL
OG0001362	LOC118512297|XP_035912420.1|ASTE	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL
OG0001363	LOC118512288|XP_035912404.1|ASTE	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL
OG0001364	LOC118514188|XP_035916767.1|ASTE	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL
OG0001364	LOC118513327|XP_035914827.1|ASTE	LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL
OG0001365	LOC118513191|XP_035914572.1|ASTE	LOC109431682|XP_019563486.1|AEAL
OG0001366	LOC118510332|XP_035907883.1|ASTE	LOC109397991|XP_019525867.2|AEAL, LOC109431662|XP_029730340.1|AEAL, LOC115267480|XP_029730347.1|AEAL
OG0001367	LOC118509863|XP_035906966.1|ASTE	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL
OG0001368	LOC118513233|XP_035914671.1|ASTE	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL
OG0001369	LOC118514260|XP_035916869.1|ASTE	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL
OG0001370	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE	LOC109414239|XP_019543595.2|AEAL
OG0001371	LOC118509649|XP_035906463.1|ASTE	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL
OG0001372	LOC118512013|XP_035911681.1|ASTE	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL
OG0001373	LOC118511033|XP_035909507.1|ASTE	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL
OG0001374	LOC118513899|XP_035916109.1|ASTE	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL
OG0001376	LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL
OG0001377	LOC118513915|XP_035916158.1|ASTE	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL
OG0001378	LOC118512644|XP_035913253.1|ASTE	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL
OG0001379	LOC118513889|XP_035916095.1|ASTE	LOC109429664|XP_029719848.1|AEAL
OG0001379	LOC118513885|XP_035916092.1|ASTE	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL
OG0001380	LOC118508988|XP_035904879.1|ASTE	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL
OG0001381	LOC118514539|XP_035917415.1|ASTE	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL
OG0001382	LOC118512516|XP_035912927.1|ASTE	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL
OG0001383	LOC118511029|XP_035909502.1|ASTE	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL
OG0001384	LOC118509868|XP_035906984.1|ASTE	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL
OG0001385	LOC118513824|XP_035915953.1|ASTE	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL
OG0001385	LOC118506497|XP_035899585.1|ASTE	LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL
OG0001386	LOC118510837|XP_035909057.1|ASTE	LOC115262054|XP_029719851.1|AEAL, LOC109429657|XP_029720003.1|AEAL, LOC109406510|XP_029719850.1|AEAL, LOC115262234|XP_029720494.1|AEAL
OG0001387	LOC118510806|XP_035909014.1|ASTE	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL
OG0001387	LOC118510807|XP_035909016.1|ASTE	LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL
OG0001388	LOC118510750|XP_035908882.1|ASTE	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL
OG0001388	LOC118510751|XP_035908887.1|ASTE	LOC109429983|XP_019561538.2|AEAL
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL
OG0001390	LOC118506752|XP_035900235.1|ASTE	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL
OG0001391	LOC118504503|XP_035894922.1|ASTE	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL
OG0001392	LOC118506657|XP_035899968.1|ASTE	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL
OG0001393	LOC118502606|XP_035890863.1|ASTE	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL
OG0001394	LOC118507094|XP_035900977.1|ASTE	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL
OG0001394	LOC118504798|XP_035895669.1|ASTE	LOC109420370|XP_019550253.2|AEAL
OG0001395	LOC118505832|XP_035898080.1|ASTE	LOC109621259|XP_019931809.1|AEAL
OG0001396	LOC118506543|XP_035899727.1|ASTE	LOC109408447|XP_029716986.1|AEAL
OG0001397	LOC118508436|XP_035904108.1|ASTE	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL
OG0001397	LOC118507361|XP_035901666.1|ASTE	LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL
OG0001398	LOC118507969|XP_035903193.1|ASTE	LOC109419443|XP_029732999.1|AEAL
OG0001399	LOC118512891|XP_035913888.1|ASTE	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL
OG0001400	LOC118503474|XP_035892665.1|ASTE	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL
OG0001401	LOC118508071|XP_035903427.1|ASTE	LOC109403463|XP_029712834.1|AEAL
OG0001402	LOC118508085|XP_035903453.1|ASTE	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL
OG0001403	LOC118512335|XP_035912510.1|ASTE	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL
OG0001404	LOC118505990|XP_035898449.1|ASTE	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL
OG0001406	LOC118506116|XP_035898717.1|ASTE	LOC109622277|XP_029732223.1|AEAL
OG0001407	LOC118508052|XP_035903398.1|ASTE	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL
OG0001408	LOC118509985|XP_035907259.1|ASTE	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL
OG0001410	LOC118506989|XP_035900800.1|ASTE, LOC118507043|XP_035900935.1|ASTE	LOC115269831|XP_029734473.1|AEAL
OG0001410	LOC118517067|XP_035918817.1|ASTE	LOC115258130|XP_029714031.1|AEAL, LOC115264714|XP_029724589.1|AEAL, LOC115267465|XP_029730314.1|AEAL, LOC115269025|XP_029733170.1|AEAL, LOC109412468|XP_029718854.1|AEAL
OG0001429	LOC118504939|XP_035895931.1|ASTE	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL
OG0001429	LOC118504930|XP_035895920.1|ASTE	LOC109405399|XP_019534004.2|AEAL
OG0001430	LOC118513099|XP_035914393.1|ASTE	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL
OG0001430	LOC118510660|XP_035908704.1|ASTE	LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL
OG0001431	LOC118502803|XP_035891317.1|ASTE	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC109430093|XP_019561672.2|AEAL, LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC109416125|XP_029710971.1|AEAL
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC109422027|XP_029711761.1|AEAL
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL
OG0001441	LOC118517125|XP_035918882.1|ASTE	LOC109431560|XP_019563338.2|AEAL
OG0001441	LOC118517113|XP_035918874.1|ASTE	LOC109431569|XP_029718061.1|AEAL
OG0001441	LOC118517106|XP_035918863.1|ASTE	LOC109431850|XP_019563656.1|AEAL
OG0001442	LOC118505129|XP_035896339.1|ASTE	LOC109424859|XP_019555600.1|AEAL
OG0001443	LOC118506833|XP_035900438.1|ASTE	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL
OG0001443	LOC118506832|XP_035900437.1|ASTE	LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC109411874|XP_019541044.2|AEAL
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC115255928|XP_029709994.1|AEAL, LOC109421116|XP_019551143.2|AEAL
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC109423544|XP_019554076.2|AEAL
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC109622496|XP_029726338.1|AEAL
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC115265630|XP_029727357.1|AEAL
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC109423306|XP_029726453.1|AEAL
OG0001453	LOC118513011|XP_035914178.1|ASTE	LOC109413963|XP_029726579.1|AEAL
OG0001453	LOC118513010|XP_035914177.1|ASTE	LOC109413964|XP_029726580.1|AEAL
OG0001454	LOC118511629|XP_035910833.1|ASTE	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL
OG0001454	LOC118512994|XP_035914143.1|ASTE	LOC109418111|XP_029726752.1|AEAL
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC109398403|XP_029733496.1|AEAL
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC109419688|XP_019549483.2|AEAL
OG0001458	LOC118512939|XP_035914013.1|ASTE	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL
OG0001458	LOC118508836|XP_035904476.1|ASTE	LOC109419645|XP_029725842.1|AEAL
OG0001459	LOC118514612|XP_035917501.1|ASTE	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL
OG0001459	LOC118512686|XP_035913362.1|ASTE	LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL
OG0001463	LOC118511239|XP_035909970.1|ASTE	LOC109405139|XP_029735243.1|AEAL, LOC115253635|XP_029735192.1|AEAL
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL
OG0001467	LOC118517642|XP_035919855.1|ASTE	LOC109418475|XP_029713246.1|AEAL
OG0001467	LOC118510380|XP_035908019.1|ASTE	LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL
OG0001468	LOC118509363|XP_035905779.1|ASTE	LOC109430819|XP_019562448.2|AEAL, LOC115263200|XP_029722038.1|AEAL
OG0001470	LOC118509554|XP_035906198.1|ASTE	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC109423871|XP_019554459.1|AEAL
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL
OG0001474	LOC118511983|XP_035911615.1|ASTE	LOC109407040|XP_029729020.1|AEAL
OG0001475	LOC118505830|XP_035898077.1|ASTE	LOC109403692|XP_029709907.1|AEAL
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC115259887|XP_029716546.1|AEAL, LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL
OG0001478	LOC118509976|XP_035907249.1|ASTE	LOC109424450|XP_019555137.2|AEAL, LOC115258689|XP_029714876.1|AEAL
OG0001478	LOC118513674|XP_035915670.1|ASTE	LOC109424474|XP_029715698.1|AEAL
OG0001479	LOC118513844|XP_035916015.1|ASTE	LOC115258549|XP_029714561.1|AEAL, LOC109622895|XP_019932909.1|AEAL
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC109412011|XP_019541200.1|AEAL, LOC109407916|XP_019536650.2|AEAL
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC109420446|XP_019550339.1|AEAL
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC109419041|XP_029729424.1|AEAL, LOC109408159|XP_019536937.2|AEAL
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC109409255|XP_019538216.2|AEAL
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC109407146|XP_019535690.2|AEAL, LOC109417136|XP_019546804.2|AEAL, LOC109417138|XP_029714454.1|AEAL, LOC115258522|XP_029714516.1|AEAL, LOC109417139|XP_019546808.2|AEAL, LOC115258481|XP_029714456.1|AEAL
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC115255446|XP_029709435.1|AEAL
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC109430162|XP_019561750.2|AEAL
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL
