Orthogroup	ASTE.longest_only	DBUS.longest_only
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC108595141|XP_017835795.1|DBUS
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC108598980|XP_017841244.2|DBUS
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC108597221|XP_017839153.1|DBUS
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC108594685|XP_017835315.1|DBUS
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC108606484|XP_017852112.1|DBUS
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC108597639|XP_017839775.1|DBUS
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC108595005|XP_017835629.1|DBUS
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC108595466|XP_017836200.1|DBUS
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC108594921|XP_017835545.1|DBUS
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC108608138|XP_017854864.1|DBUS
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC108597145|XP_017839028.1|DBUS
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC108600835|XP_017844119.1|DBUS
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC108598229|XP_033149754.1|DBUS
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC108606768|XP_017852669.1|DBUS
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC108605294|XP_017850433.1|DBUS
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC108606925|XP_017852961.1|DBUS
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC108605736|XP_017851020.1|DBUS
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC108600395|XP_017843437.1|DBUS
OG0001538	LOC118503667|XP_035893096.1|ASTE	LOC108606341|XP_017851874.1|DBUS
OG0001539	LOC118517360|XP_035919269.1|ASTE	LOC108597052|XP_017838860.1|DBUS
OG0001540	LOC118511146|XP_035909770.1|ASTE	LOC108594259|XP_017834873.1|DBUS
OG0001541	LOC118517446|XP_035919481.1|ASTE	LOC108599413|XP_017841713.1|DBUS
OG0001542	LOC118502635|XP_035890979.1|ASTE	LOC108604323|XP_017849237.1|DBUS
OG0001545	LOC118506676|XP_035900013.1|ASTE	LOC108605664|XP_017850940.1|DBUS
OG0001546	LOC118508312|XP_035903877.1|ASTE	LOC108607110|XP_017853228.1|DBUS
OG0001548	LOC118517085|XP_035918834.1|ASTE	LOC108607175|XP_017853318.1|DBUS
OG0001549	LOC118511070|XP_035909580.1|ASTE	LOC108606567|XP_017852509.1|DBUS
OG0001551	LOC118508471|XP_035904171.1|ASTE	LOC108603464|XP_017847791.1|DBUS
OG0001552	LOC118506807|XP_035900358.1|ASTE	LOC108603924|XP_017848607.1|DBUS, LOC108594732|XP_017835358.1|DBUS
OG0001553	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE	LOC108605093|XP_033150208.1|DBUS
OG0001554	LOC118503590|XP_035892934.1|ASTE	LOC108603527|XP_017847910.1|DBUS, LOC108601588|XP_017844977.1|DBUS
OG0001556	LOC118514356|XP_035917071.1|ASTE	LOC108595646|XP_017836410.1|DBUS
OG0001557	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE	LOC108605208|XP_017850300.1|DBUS
OG0001558	LOC118504481|XP_035894891.1|ASTE	LOC108606946|XP_017852991.1|DBUS
OG0001559	LOC118502705|XP_035891142.1|ASTE	LOC108601659|XP_017845048.1|DBUS
OG0001560	LOC118506880|XP_035900522.1|ASTE	LOC108603381|XP_017847641.1|DBUS
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	LOC108601657|XP_017845045.1|DBUS
OG0001562	LOC118511566|XP_035910698.1|ASTE	LOC108607833|XP_017854382.1|DBUS
OG0001563	LOC118506798|XP_035900314.1|ASTE	LOC108603397|XP_017847669.1|DBUS
OG0001564	LOC118505168|XP_035896467.1|ASTE	LOC108603070|XP_017847022.1|DBUS
OG0001565	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC118505781|XP_035897970.1|ASTE	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC118511921|XP_035911452.1|ASTE	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC118511924|XP_035911466.1|ASTE	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC118511929|XP_035911502.1|ASTE	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC118504393|XP_035894692.1|ASTE	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC118511747|XP_035911102.1|ASTE	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC118512694|XP_035913394.1|ASTE	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC118511278|XP_035910063.1|ASTE	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC118512248|XP_035912283.1|ASTE	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC118508852|XP_035904498.1|ASTE	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC118509698|XP_035906659.1|ASTE	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC118511539|XP_035910626.1|ASTE	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC118512895|XP_035913900.1|ASTE	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC118514210|XP_035916796.1|ASTE	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC118509919|XP_035907122.1|ASTE	LOC108596789|XP_017838381.1|DBUS, LOC117135087|XP_033150915.1|DBUS
OG0001584	LOC118509247|XP_035905474.1|ASTE	LOC108598370|XP_017840481.1|DBUS
OG0001586	LOC118510349|XP_035907937.1|ASTE	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC118511335|XP_035910161.1|ASTE	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC118512235|XP_035912262.1|ASTE	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC118507578|XP_035902124.1|ASTE	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC108596609|XP_017838038.1|DBUS, LOC108596608|XP_017838028.1|DBUS
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC108604407|XP_017849362.1|DBUS
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC108608443|XP_017855308.1|DBUS
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC108605171|XP_033150421.1|DBUS, LOC108603587|XP_017848017.1|DBUS
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	LOC108595155|XP_017835814.1|DBUS
OG0001606	LOC118511131|XP_035909758.1|ASTE	LOC117135005|XP_033150673.1|DBUS
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC118510591|XP_035908485.1|ASTE	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC118506415|XP_035899396.1|ASTE	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC108598881|XP_017841133.1|DBUS
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC108602377|XP_017845971.1|DBUS
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC108601721|XP_017845127.1|DBUS
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC108603976|XP_017848689.1|DBUS
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC108599423|XP_017841727.1|DBUS
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC108601663|XP_017845053.1|DBUS
OG0001634	LOC118506703|XP_035900088.1|ASTE	LOC108604042|XP_017848794.1|DBUS
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC108601833|XP_017845263.1|DBUS
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC108602479|XP_017846091.1|DBUS
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC108603171|XP_017847217.1|DBUS
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC108605427|XP_017850592.1|DBUS
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC108597589|XP_017839697.1|DBUS
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC108601889|XP_017845353.1|DBUS
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC108604603|XP_017849629.1|DBUS
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC108607280|XP_017853464.1|DBUS
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC108608257|XP_033150818.1|DBUS
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC108598986|XP_017841242.1|DBUS
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC108597279|XP_017839739.2|DBUS
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC108596763|XP_017838338.1|DBUS
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC108595225|XP_017835902.2|DBUS
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC108598225|XP_033149650.1|DBUS
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC108597011|XP_017838778.1|DBUS
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC108597465|XP_033149113.1|DBUS
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC108598856|XP_017841103.1|DBUS
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC108600712|XP_017843934.2|DBUS
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC108597043|XP_017838829.1|DBUS
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC108594268|XP_017834887.1|DBUS
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC108598776|XP_017841006.1|DBUS
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC108600377|XP_017843406.1|DBUS
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC108601095|XP_017844495.1|DBUS
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC108599525|XP_017841888.1|DBUS
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC108600452|XP_017843528.2|DBUS
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC108605382|XP_017850540.2|DBUS
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC108607235|XP_017853402.1|DBUS
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC108603549|XP_017847957.2|DBUS
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC108605564|XP_017850820.1|DBUS
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC108605792|XP_017851083.1|DBUS
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC108608492|XP_033150739.1|DBUS
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC108598394|XP_017840507.1|DBUS
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC108606446|XP_017852049.1|DBUS
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC108606192|XP_017851540.1|DBUS
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC108605961|XP_017851269.1|DBUS
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC108606882|XP_017852896.1|DBUS
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC108598701|XP_017840914.1|DBUS
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC108604832|XP_017849395.1|DBUS
OG0001693	LOC118510630|XP_035908562.1|ASTE, LOC118511352|XP_035910209.1|ASTE	LOC108601029|XP_017844400.1|DBUS
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC108601403|XP_017844791.1|DBUS
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC108596366|XP_017837524.1|DBUS
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC108603568|XP_017847974.1|DBUS
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC108606782|XP_017852695.1|DBUS
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC108601587|XP_033149883.1|DBUS
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC108602583|XP_017846208.1|DBUS
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC108603787|XP_017848372.1|DBUS
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC108599142|XP_017841422.1|DBUS
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC108601834|XP_017845265.1|DBUS
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC108602492|XP_017846109.1|DBUS
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC108601706|XP_017845109.1|DBUS
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC108594344|XP_017834987.1|DBUS
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC108604223|XP_017849076.1|DBUS
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC108604664|XP_017849704.1|DBUS
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC108600543|XP_017843688.1|DBUS
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC108604447|XP_017849416.1|DBUS
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC108603056|XP_017846979.1|DBUS
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC108601636|XP_017845023.1|DBUS
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC108603453|XP_017847773.1|DBUS
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC108602696|XP_017846323.1|DBUS
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC108606271|XP_017851737.1|DBUS
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC108607220|XP_017853381.1|DBUS
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC108603506|XP_017847868.1|DBUS
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC108604320|XP_017849232.1|DBUS
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC108604181|XP_017849012.1|DBUS
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC108603970|XP_017848668.1|DBUS
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC108604470|XP_017849444.1|DBUS
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC108600510|XP_017843635.1|DBUS
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC108596370|XP_017837526.1|DBUS
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC108596442|XP_033149174.1|DBUS
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC108596936|XP_017838653.1|DBUS
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC108600169|XP_017843063.1|DBUS
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC108604621|XP_017849657.1|DBUS
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC108596065|XP_017836949.1|DBUS
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC108596502|XP_017837822.2|DBUS
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC108608476|XP_017855357.2|DBUS
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC108594426|XP_017835089.1|DBUS
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC108596102|XP_017837011.1|DBUS
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC108595096|XP_017835736.1|DBUS
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC108598802|XP_017841034.1|DBUS
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC108597215|XP_017839146.1|DBUS
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC108596962|XP_017838698.1|DBUS
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC108598792|XP_017841025.1|DBUS
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC108594238|XP_017834838.1|DBUS
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC108596149|XP_017837132.1|DBUS
OG0001741	LOC118511400|XP_035910328.1|ASTE	LOC108601693|XP_017845092.2|DBUS
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC108595326|XP_017836035.1|DBUS
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC108599854|XP_017842470.2|DBUS
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC108596411|XP_017837594.1|DBUS
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC108596303|XP_017837387.1|DBUS
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC108600750|XP_017843991.1|DBUS
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC108596693|XP_017838202.1|DBUS
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC108601106|XP_033149587.1|DBUS
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC108596282|XP_017837343.2|DBUS
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC108596274|XP_017837332.1|DBUS
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC108599586|XP_017842018.2|DBUS
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC108599601|XP_017842043.1|DBUS
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC108600769|XP_033149515.1|DBUS
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC108596900|XP_017838579.1|DBUS
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC108599926|XP_017842624.1|DBUS
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC108596914|XP_017838610.1|DBUS, LOC108594992|XP_017835614.1|DBUS
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC108596659|XP_017838135.1|DBUS
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC108598627|XP_033149518.1|DBUS
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC108596301|XP_017837385.1|DBUS
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC108595483|XP_017836223.2|DBUS
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC108596989|XP_017838744.1|DBUS
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC108594257|XP_017834870.1|DBUS
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC108596070|XP_017836972.1|DBUS
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC108608318|XP_017855135.1|DBUS
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC108602236|XP_017845777.2|DBUS
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC108598724|XP_017840945.1|DBUS
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC108604602|XP_033150730.1|DBUS
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC108607585|XP_017853974.1|DBUS
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC108597601|XP_017839713.1|DBUS
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC108594285|XP_017834912.1|DBUS
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC108594473|XP_017835143.1|DBUS
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC108607808|XP_017854341.2|DBUS
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC108607780|XP_033150089.1|DBUS
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC108596371|XP_017837527.1|DBUS
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC108598441|XP_017840566.2|DBUS
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC108608514|XP_033150736.1|DBUS
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC108607570|XP_033150812.1|DBUS
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC108607640|XP_017854057.1|DBUS
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC108598072|XP_017840178.2|DBUS
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC108607436|XP_017853756.1|DBUS
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC108596425|XP_017837637.1|DBUS
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC108597607|XP_017839733.1|DBUS
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC108602039|XP_017845539.1|DBUS
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC108596745|XP_017838307.1|DBUS
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC108594422|XP_017835083.2|DBUS
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC108596217|XP_017837233.1|DBUS
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC108607806|XP_017854339.1|DBUS
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC108607486|XP_033150637.1|DBUS
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC108607428|XP_017853727.1|DBUS
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC108595820|XP_017836600.1|DBUS
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC108605000|XP_033150403.1|DBUS
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC108594476|XP_017835152.1|DBUS
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC108599382|XP_017841676.1|DBUS
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC108604568|XP_017849587.1|DBUS
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC108601514|XP_017844902.1|DBUS
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC108603445|XP_017847761.1|DBUS
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC108598969|XP_017841231.1|DBUS
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC108604040|XP_017848791.2|DBUS, LOC108604167|XP_017848989.2|DBUS
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC108603239|XP_017847353.1|DBUS
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC108604697|XP_017849745.1|DBUS
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC108602392|XP_017845993.1|DBUS
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC108595251|XP_017835944.1|DBUS
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC108606311|XP_017851801.1|DBUS
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC108603620|XP_017848064.1|DBUS
