Orthogroup	ASTE.longest_only	CPIP.longest_only
OG0001272	LOC118509409|XP_035905868.1|ASTE	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC118507925|XP_035903121.1|ASTE	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE	LOC120418048|XP_039436233.1|CPIP
OG0001275	LOC118516385|XP_035918139.1|ASTE, LOC118512773|XP_035913571.1|ASTE	LOC120418049|XP_039436234.1|CPIP
OG0001275	LOC118506655|XP_035899964.1|ASTE	LOC120420002|XP_039438829.1|CPIP
OG0001276	LOC118513068|XP_035914309.1|ASTE	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC118512920|XP_035913964.1|ASTE	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC118512294|XP_035912414.1|ASTE	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC118512298|XP_035912422.1|ASTE	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC118514238|XP_035916834.1|ASTE	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC118512634|XP_035913223.1|ASTE	LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC118514262|XP_035916871.1|ASTE	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
OG0001283	LOC118511551|XP_035910663.1|ASTE	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC118513903|XP_035916119.1|ASTE	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC118503095|XP_035891886.1|ASTE	LOC120429106|XP_039450203.1|CPIP
OG0001285	LOC118512716|XP_035913448.1|ASTE	LOC120414724|XP_039431961.1|CPIP
OG0001286	LOC118512447|XP_035912804.1|ASTE	LOC120429762|XP_039450749.1|CPIP
OG0001287	LOC118512730|XP_035913483.1|ASTE	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP
OG0001288	LOC118512489|XP_035912886.1|ASTE	LOC120420968|XP_039440035.1|CPIP
OG0001288	LOC118513432|XP_035915053.1|ASTE	LOC120418422|XP_039436734.1|CPIP, LOC120431661|XP_039452702.1|CPIP
OG0001289	LOC118514047|XP_035916431.1|ASTE	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP
OG0001290	LOC118510651|XP_035908659.1|ASTE	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP
OG0001291	LOC118506591|XP_035899841.1|ASTE	LOC120414339|XP_039431425.1|CPIP
OG0001292	LOC118503098|XP_035891890.1|ASTE	LOC120423698|XP_039443534.1|CPIP
OG0001292	LOC118503104|XP_035891929.1|ASTE	LOC120423701|XP_039443537.1|CPIP
OG0001293	LOC118506581|XP_035899830.1|ASTE	LOC120414358|XP_039431455.1|CPIP
OG0001294	LOC118504858|XP_035895786.1|ASTE	LOC120426999|XP_039447750.1|CPIP
OG0001295	LOC118505807|XP_035898040.1|ASTE	LOC120431459|XP_039452510.1|CPIP
OG0001296	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE	LOC120419233|XP_039437826.1|CPIP
OG0001297	LOC118505340|XP_035896889.1|ASTE	LOC120423588|XP_039443387.1|CPIP
OG0001298	LOC118502576|XP_035890795.1|ASTE	LOC120417916|XP_039436086.1|CPIP
OG0001298	LOC118506506|XP_035899615.1|ASTE	LOC120416955|XP_039434793.1|CPIP
OG0001299	LOC118505511|XP_035897300.1|ASTE	LOC120422007|XP_039441255.1|CPIP
OG0001299	LOC118505510|XP_035897296.1|ASTE	LOC120432174|XP_039453246.1|CPIP
OG0001300	LOC118505015|XP_035896097.1|ASTE	LOC120415419|XP_039432887.1|CPIP
OG0001301	LOC118517591|XP_035919764.1|ASTE	LOC120423370|XP_039443087.1|CPIP
OG0001301	LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE	LOC120423371|XP_039443088.1|CPIP
OG0001302	LOC118506830|XP_035900433.1|ASTE	LOC120417543|XP_039435559.1|CPIP
OG0001303	LOC118517568|XP_035919706.1|ASTE	LOC120425865|XP_039446421.1|CPIP
OG0001304	LOC118502586|XP_035890824.1|ASTE	LOC120414804|XP_039432055.1|CPIP
OG0001304	LOC118502579|XP_035890806.1|ASTE	LOC120417898|XP_039436053.1|CPIP
OG0001305	LOC118508529|XP_035904296.1|ASTE	LOC120427519|XP_039448316.1|CPIP
OG0001306	LOC118507719|XP_035902560.1|ASTE	LOC120423281|XP_039442982.1|CPIP
OG0001307	LOC118502798|XP_035891298.1|ASTE	LOC120414405|XP_039431518.1|CPIP
OG0001308	LOC118506555|XP_035899757.1|ASTE	LOC120414403|XP_039431514.1|CPIP
OG0001309	LOC118507709|XP_035902497.1|ASTE	LOC120414020|XP_039430971.1|CPIP
OG0001309	LOC118507710|XP_035902498.1|ASTE	LOC120414000|XP_039430943.1|CPIP
OG0001310	LOC118506859|XP_035900482.1|ASTE	LOC120432084|XP_039453152.1|CPIP, LOC120415472|XP_039432966.1|CPIP
OG0001311	LOC118503317|XP_035892341.1|ASTE	LOC120417566|XP_039435594.1|CPIP
OG0001311	LOC118517427|XP_035919433.1|ASTE	LOC120420210|XP_039439128.1|CPIP
OG0001312	LOC118503305|XP_035892318.1|ASTE	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP
OG0001313	LOC118507236|XP_035901379.1|ASTE	LOC120416827|XP_039434648.1|CPIP
OG0001315	LOC118506659|XP_035899970.1|ASTE	LOC120420411|XP_039439364.1|CPIP
OG0001326	LOC118508303|XP_035903851.1|ASTE	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP
OG0001327	LOC118513898|XP_035916108.1|ASTE	LOC120425322|XP_039445735.1|CPIP, LOC120425308|XP_039445710.1|CPIP, LOC120425325|XP_039445739.1|CPIP, LOC120413726|XP_039430586.1|CPIP, LOC120425316|XP_039445722.1|CPIP, LOC120427665|XP_039448475.1|CPIP, LOC120425324|XP_039445738.1|CPIP, LOC120427675|XP_039448490.1|CPIP, LOC120425315|XP_039445721.1|CPIP, LOC120418107|XP_039436310.1|CPIP, LOC120418108|XP_039436312.1|CPIP
OG0001328	LOC118503066|XP_035891829.1|ASTE	LOC120414973|XP_039432241.1|CPIP
OG0001329	LOC118509272|XP_035905520.1|ASTE	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP
OG0001330	LOC118517158|XP_035918929.1|ASTE	LOC120422463|XP_039441846.1|CPIP
OG0001331	LOC118512722|XP_035913464.1|ASTE	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP
OG0001332	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE	LOC120413145|XP_039429789.1|CPIP
OG0001333	LOC118509806|XP_035906845.1|ASTE	LOC120417034|XP_039434912.1|CPIP
OG0001333	LOC118509778|XP_035906813.1|ASTE	LOC120417028|XP_039434904.1|CPIP
OG0001334	LOC118502597|XP_035890857.1|ASTE	LOC120414158|XP_039431133.1|CPIP
OG0001334	LOC118502813|XP_035891349.1|ASTE	LOC120414159|XP_039431134.1|CPIP
OG0001335	LOC118505565|XP_035897415.1|ASTE	LOC120425484|XP_039445962.1|CPIP
OG0001335	LOC118505566|XP_035897416.1|ASTE	LOC120425483|XP_039445956.1|CPIP
OG0001337	LOC118511391|XP_035910312.1|ASTE	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP
OG0001338	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE	LOC120428736|XP_039449746.1|CPIP
OG0001339	LOC118512193|XP_035912188.1|ASTE	LOC120424190|XP_039444183.1|CPIP
OG0001340	LOC118506774|XP_035900262.1|ASTE	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP
OG0001341	LOC118507844|XP_035902868.1|ASTE	LOC120431639|XP_039452681.1|CPIP
OG0001342	LOC118517621|XP_035919810.1|ASTE	LOC120426177|XP_039446827.1|CPIP
OG0001343	LOC118502423|XP_035890543.1|ASTE	LOC120430148|XP_039451166.1|CPIP
OG0001344	LOC118506366|XP_035899279.1|ASTE	LOC120422010|XP_039441262.1|CPIP
OG0001344	LOC118506365|XP_035899272.1|ASTE	LOC120422024|XP_039441280.1|CPIP
OG0001345	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE	LOC120428740|XP_039449749.1|CPIP
OG0001345	LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE	LOC120427177|XP_039447971.1|CPIP
OG0001346	LOC118505438|XP_035897125.1|ASTE	LOC120428013|XP_039448918.1|CPIP
OG0001347	LOC118508585|XP_035904383.1|ASTE	LOC120425439|XP_039445903.1|CPIP
OG0001348	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE	LOC120413504|XP_039430294.1|CPIP
OG0001349	LOC118510488|XP_035908267.1|ASTE	LOC120424374|XP_039444404.1|CPIP
OG0001350	LOC118512205|XP_035912208.1|ASTE	LOC120426570|XP_039447290.1|CPIP
OG0001351	LOC118512096|XP_035911955.1|ASTE	LOC120426287|XP_039446974.1|CPIP
OG0001352	LOC118509480|XP_035906015.1|ASTE	LOC120418886|XP_039437353.1|CPIP
OG0001353	LOC118504607|XP_035895177.1|ASTE	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP
OG0001353	LOC118509513|XP_035906095.1|ASTE	LOC120430442|XP_039451492.1|CPIP
OG0001354	LOC118511541|XP_035910637.1|ASTE	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP
OG0001355	LOC118511525|XP_035910607.1|ASTE	LOC120418490|XP_039436861.1|CPIP
OG0001356	LOC118513488|XP_035915204.1|ASTE	LOC120429155|XP_039450297.1|CPIP
OG0001356	LOC118509738|XP_035906760.1|ASTE	LOC120420068|XP_039438925.1|CPIP
OG0001357	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE	LOC120418023|XP_039436200.1|CPIP
OG0001358	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE	LOC120418025|XP_039436203.1|CPIP
OG0001359	LOC118514604|XP_035917493.1|ASTE	LOC120414639|XP_039431804.1|CPIP
OG0001359	LOC118512664|XP_035913309.1|ASTE	LOC120414627|XP_039431795.1|CPIP
OG0001360	LOC118514357|XP_035917072.1|ASTE	LOC120426786|XP_039447497.1|CPIP
OG0001361	LOC118509799|XP_035906828.1|ASTE	LOC120419996|XP_039438820.1|CPIP
OG0001361	LOC118509800|XP_035906829.1|ASTE	LOC120419994|XP_039438816.1|CPIP
OG0001362	LOC118512297|XP_035912420.1|ASTE	LOC120419965|XP_039438769.1|CPIP
OG0001363	LOC118503687|XP_035893121.1|ASTE	LOC120432172|XP_039453243.1|CPIP
OG0001363	LOC118512288|XP_035912404.1|ASTE	LOC120414130|XP_039431095.1|CPIP
OG0001364	LOC118514188|XP_035916767.1|ASTE	LOC120417618|XP_039435666.1|CPIP
OG0001364	LOC118513327|XP_035914827.1|ASTE	LOC120418691|XP_039437089.1|CPIP
OG0001365	LOC118513191|XP_035914572.1|ASTE	LOC120426785|XP_039447496.1|CPIP
OG0001366	LOC118510332|XP_035907883.1|ASTE	LOC120413397|XP_039430129.1|CPIP
OG0001367	LOC118509863|XP_035906966.1|ASTE	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP
OG0001368	LOC118513233|XP_035914671.1|ASTE	LOC120424976|XP_039445266.1|CPIP
OG0001369	LOC118514260|XP_035916869.1|ASTE	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP
OG0001373	LOC118511033|XP_035909507.1|ASTE	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP
OG0001374	LOC118513899|XP_035916109.1|ASTE	LOC120414669|XP_039431880.1|CPIP
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE	LOC120430180|XP_039451195.1|CPIP
OG0001376	LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	LOC120430185|XP_039451199.1|CPIP
OG0001377	LOC118513915|XP_035916158.1|ASTE	LOC120424094|XP_039444041.1|CPIP
OG0001378	LOC118512644|XP_035913253.1|ASTE	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP
OG0001379	LOC118513885|XP_035916092.1|ASTE	LOC120413125|XP_039429764.1|CPIP
OG0001380	LOC118508988|XP_035904879.1|ASTE	LOC120419386|XP_039437994.1|CPIP
OG0001381	LOC118514539|XP_035917415.1|ASTE	LOC120430020|XP_039451049.1|CPIP
OG0001382	LOC118512516|XP_035912927.1|ASTE	LOC120420085|XP_039438952.1|CPIP
OG0001383	LOC118511029|XP_035909502.1|ASTE	LOC120416800|XP_039434611.1|CPIP
OG0001384	LOC118509868|XP_035906984.1|ASTE	LOC120415581|XP_039433100.1|CPIP
OG0001385	LOC118513824|XP_035915953.1|ASTE	LOC120421152|XP_039440276.1|CPIP
OG0001386	LOC118510837|XP_035909057.1|ASTE	LOC120413887|XP_039430794.1|CPIP
OG0001387	LOC118510806|XP_035909014.1|ASTE	LOC120413881|XP_039430789.1|CPIP
OG0001387	LOC118510807|XP_035909016.1|ASTE	LOC120413875|XP_039430781.1|CPIP
OG0001388	LOC118510750|XP_035908882.1|ASTE	LOC120425170|XP_039445537.1|CPIP
OG0001388	LOC118510751|XP_035908887.1|ASTE	LOC120425176|XP_039445544.1|CPIP
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP
OG0001390	LOC118506752|XP_035900235.1|ASTE	LOC120415004|XP_039432300.1|CPIP
OG0001391	LOC118504503|XP_035894922.1|ASTE	LOC120430393|XP_039451430.1|CPIP
OG0001392	LOC118506657|XP_035899968.1|ASTE	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP
OG0001393	LOC118502606|XP_035890863.1|ASTE	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP
OG0001394	LOC118507094|XP_035900977.1|ASTE	LOC120428108|XP_039449024.1|CPIP
OG0001394	LOC118504798|XP_035895669.1|ASTE	LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP
OG0001395	LOC118505832|XP_035898080.1|ASTE	LOC120413792|XP_039430676.1|CPIP
OG0001396	LOC118506543|XP_035899727.1|ASTE	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP
OG0001397	LOC118508436|XP_035904108.1|ASTE	LOC120428561|XP_039449523.1|CPIP
OG0001397	LOC118507361|XP_035901666.1|ASTE	LOC120419349|XP_039437953.1|CPIP
OG0001398	LOC118507969|XP_035903193.1|ASTE	LOC120424116|XP_039444089.1|CPIP, LOC120430594|XP_039451634.1|CPIP
OG0001399	LOC118512891|XP_035913888.1|ASTE	LOC120419438|XP_039438053.1|CPIP
OG0001400	LOC118503474|XP_035892665.1|ASTE	LOC120425035|XP_039445341.1|CPIP
OG0001401	LOC118508071|XP_035903427.1|ASTE	LOC120425805|XP_039446352.1|CPIP
OG0001401	LOC118509254|XP_035905482.1|ASTE	LOC120427931|XP_039448806.1|CPIP
OG0001402	LOC118508085|XP_035903453.1|ASTE	LOC120415247|XP_039432645.1|CPIP
OG0001403	LOC118512335|XP_035912510.1|ASTE	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP
OG0001404	LOC118505990|XP_035898449.1|ASTE	LOC120430840|XP_039451900.1|CPIP
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	LOC120415443|XP_039432925.1|CPIP
OG0001406	LOC118506116|XP_035898717.1|ASTE	LOC120421840|XP_039441057.1|CPIP
OG0001407	LOC118508052|XP_035903398.1|ASTE	LOC120422728|XP_039442189.1|CPIP
OG0001408	LOC118509985|XP_035907259.1|ASTE	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP
OG0001410	LOC118517067|XP_035918817.1|ASTE	LOC120417826|XP_039435976.1|CPIP
OG0001429	LOC118504939|XP_035895931.1|ASTE	LOC120432323|XP_039453441.1|CPIP
OG0001429	LOC118504930|XP_035895920.1|ASTE	LOC120432295|XP_039453415.1|CPIP
OG0001430	LOC118510660|XP_035908704.1|ASTE	LOC120415056|XP_039432371.1|CPIP
OG0001431	LOC118502803|XP_035891317.1|ASTE	LOC120428470|XP_039449419.1|CPIP
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	LOC120430880|XP_039451943.1|CPIP
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC120418114|XP_039436322.1|CPIP
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC120420231|XP_039439154.1|CPIP
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC120417714|XP_039435800.1|CPIP
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC120414175|XP_039431182.1|CPIP
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC120432592|XP_039453768.1|CPIP
OG0001441	LOC118517106|XP_035918863.1|ASTE	LOC120429685|XP_039450651.1|CPIP
OG0001442	LOC118505129|XP_035896339.1|ASTE	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP
OG0001443	LOC118506833|XP_035900438.1|ASTE	LOC120423825|XP_039443688.1|CPIP
OG0001443	LOC118506832|XP_035900437.1|ASTE	LOC120423842|XP_039443724.1|CPIP
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC120428670|XP_039449654.1|CPIP
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC120424257|XP_039444254.1|CPIP
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC120430963|XP_039452028.1|CPIP
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC120427887|XP_039448754.1|CPIP
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC120428729|XP_039449739.1|CPIP
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC120424423|XP_039444466.1|CPIP
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC120422395|XP_039441749.1|CPIP
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC120419494|XP_039438117.1|CPIP
OG0001453	LOC118513011|XP_035914178.1|ASTE	LOC120427570|XP_039448379.1|CPIP
OG0001453	LOC118513010|XP_035914177.1|ASTE	LOC120427569|XP_039448378.1|CPIP
OG0001454	LOC118511629|XP_035910833.1|ASTE	LOC120424555|XP_039444656.1|CPIP
OG0001454	LOC118512994|XP_035914143.1|ASTE	LOC120426208|XP_039446853.1|CPIP
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC120426125|XP_039446762.1|CPIP
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC120425567|XP_039446068.1|CPIP
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC120426222|XP_039446891.1|CPIP
OG0001458	LOC118512939|XP_035914013.1|ASTE	LOC120422324|XP_039441651.1|CPIP
OG0001458	LOC118508836|XP_035904476.1|ASTE	LOC120422320|XP_039441641.1|CPIP
OG0001459	LOC118514612|XP_035917501.1|ASTE	LOC120419019|XP_039437520.1|CPIP
OG0001459	LOC118512686|XP_035913362.1|ASTE	LOC120415743|XP_039433278.1|CPIP
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC120423182|XP_039442809.1|CPIP
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC120428615|XP_039449592.1|CPIP
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP
OG0001463	LOC118511239|XP_035909970.1|ASTE	LOC120429153|XP_039450292.1|CPIP
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC120418919|XP_039437384.1|CPIP
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC120420371|XP_039439305.1|CPIP
OG0001467	LOC118517642|XP_035919855.1|ASTE	LOC120417251|XP_039435143.1|CPIP
OG0001467	LOC118510380|XP_035908019.1|ASTE	LOC120416542|XP_039434199.1|CPIP
OG0001468	LOC118509363|XP_035905779.1|ASTE	LOC120414487|XP_039431616.1|CPIP
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP
OG0001470	LOC118509554|XP_035906198.1|ASTE	LOC120420926|XP_039439988.1|CPIP
OG0001470	LOC118509555|XP_035906200.1|ASTE	LOC120420927|XP_039439990.1|CPIP
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC120418991|XP_039437471.1|CPIP
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC120419516|XP_039438150.1|CPIP
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC120414675|XP_039431894.1|CPIP
OG0001478	LOC118509976|XP_035907249.1|ASTE	LOC120427693|XP_039448524.1|CPIP
OG0001478	LOC118513674|XP_035915670.1|ASTE	LOC120412642|XP_039429130.1|CPIP
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC120415680|XP_039433201.1|CPIP
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC120413612|XP_039430450.1|CPIP
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC120413101|XP_039429740.1|CPIP
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC120425908|XP_039446462.1|CPIP
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC120422504|XP_039441892.1|CPIP
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC120413565|XP_039430378.1|CPIP
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC120423096|XP_039442708.1|CPIP
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC120421136|XP_039440234.1|CPIP
OG0001488	LOC118509962|XP_035907234.1|ASTE	LOC120419011|XP_039437511.1|CPIP
OG0001489	LOC118510785|XP_035908963.1|ASTE	LOC120418014|XP_039436193.1|CPIP
OG0001490	LOC118510781|XP_035908959.1|ASTE	LOC120423401|XP_039443134.1|CPIP
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC120420492|XP_039439472.1|CPIP
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC120429073|XP_039450154.1|CPIP
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC120414354|XP_039431449.1|CPIP
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC120417150|XP_039435068.1|CPIP
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC120414826|XP_039432087.1|CPIP
OG0001498	LOC118505728|XP_035897806.1|ASTE	LOC120423271|XP_039442942.1|CPIP
OG0001499	LOC118508246|XP_035903752.1|ASTE, LOC118508247|XP_035903754.1|ASTE	LOC120419344|XP_039437949.1|CPIP, LOC120419348|XP_039437952.1|CPIP
OG0001499	LOC118506252|XP_035899023.1|ASTE	LOC120419347|XP_039437951.1|CPIP, LOC120419346|XP_039437950.1|CPIP
OG0001499	LOC118506249|XP_035899019.1|ASTE, LOC118502494|XP_035890618.1|ASTE, LOC118508248|XP_035903755.1|ASTE	LOC120419343|XP_039437948.1|CPIP
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC120413984|XP_039430924.1|CPIP
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC120419561|XP_039438218.1|CPIP
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC120415019|XP_039432316.1|CPIP
OG0001505	LOC118503504|XP_035892740.1|ASTE	LOC120417562|XP_039435588.1|CPIP
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC120424251|XP_039444250.1|CPIP
OG0001507	LOC118508184|XP_035903636.1|ASTE	LOC120421584|XP_039440749.1|CPIP
OG0001507	LOC118508187|XP_035903638.1|ASTE	LOC120425814|XP_039446365.1|CPIP
OG0001508	LOC118506283|XP_035899092.1|ASTE	LOC120427764|XP_039448609.1|CPIP
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC120431155|XP_039452229.1|CPIP
OG0001510	LOC118507303|XP_035901570.1|ASTE	LOC120429989|XP_039451016.1|CPIP
OG0001510	LOC118503983|XP_035893820.1|ASTE	LOC120428239|XP_039449152.1|CPIP
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC120415119|XP_039432471.1|CPIP
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC120423811|XP_039443665.1|CPIP
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC120413929|XP_039430852.1|CPIP
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC120422462|XP_039441840.1|CPIP
OG0001535	LOC118517738|XP_035890421.1|ASTE	LOC120431444|XP_039452499.1|CPIP
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC120430582|XP_039451626.1|CPIP
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC120427218|XP_039448013.1|CPIP
