Orthogroup	ASTE.longest_only	DGUA.longest_only
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC117581508|XP_034124675.1|DGUA
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC117588117|XP_034135082.1|DGUA
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC117590653|XP_034139388.1|DGUA
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC117584670|XP_034129589.1|DGUA
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC117580626|XP_034123100.1|DGUA
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC117590479|XP_034139028.1|DGUA
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC117579093|XP_034120706.1|DGUA
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC117580915|XP_034123568.1|DGUA
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC117580390|XP_034122821.1|DGUA
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC117581910|XP_034125270.1|DGUA
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC117589892|XP_034138053.1|DGUA, LOC117589533|XP_034137417.1|DGUA
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC117587860|XP_034134717.1|DGUA
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC117589540|XP_034137425.1|DGUA
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC117581435|XP_034124498.1|DGUA
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC117589829|XP_034137951.1|DGUA
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC117586019|XP_034131740.1|DGUA
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC117583263|XP_034127381.1|DGUA
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC117587852|XP_034134709.1|DGUA
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC117585491|XP_034130877.1|DGUA
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC117585013|XP_034130144.1|DGUA
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC117591475|XP_034140649.1|DGUA
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC117587585|XP_034134316.1|DGUA
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC117583055|XP_034127110.1|DGUA
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC117583352|XP_034127513.1|DGUA
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC117589187|XP_034136802.1|DGUA
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC117585393|XP_034130747.1|DGUA
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC117589870|XP_034138030.1|DGUA
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC117585309|XP_034130628.1|DGUA
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC117585961|XP_034131661.1|DGUA
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC117586740|XP_034132928.1|DGUA
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC117581080|XP_034123854.1|DGUA
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC117590526|XP_034139134.1|DGUA
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC117583617|XP_034127950.1|DGUA
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC117589563|XP_034137493.1|DGUA
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC117583057|XP_034127114.1|DGUA
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC117585414|XP_034130778.1|DGUA
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC117585067|XP_034130220.1|DGUA
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC117587459|XP_034134071.1|DGUA
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC117580060|XP_034122201.1|DGUA
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC117587766|XP_034134596.1|DGUA
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC117592422|XP_034142059.1|DGUA
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC117580508|XP_034122990.1|DGUA
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC117583245|XP_034127359.1|DGUA
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC117592107|XP_034141519.1|DGUA
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC117592417|XP_034142049.1|DGUA
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC117584661|XP_034129580.1|DGUA
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC117588030|XP_034134967.1|DGUA
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC117578536|XP_034119994.1|DGUA
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC117578802|XP_034120422.1|DGUA
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC117586810|XP_034132975.1|DGUA
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC117589838|XP_034137985.1|DGUA
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC117591964|XP_034141296.1|DGUA
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC117589205|XP_034136830.1|DGUA
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC117580682|XP_034123196.1|DGUA
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC117579568|XP_034121387.1|DGUA
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC117591680|XP_034140896.1|DGUA, LOC117584262|XP_034128965.1|DGUA
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC117586836|XP_034133018.1|DGUA
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC117578436|XP_034119826.1|DGUA
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC117592156|XP_034141619.1|DGUA
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC117579763|XP_034121707.1|DGUA
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC117591952|XP_034141258.1|DGUA
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC117580571|XP_034123065.1|DGUA
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC117578689|XP_034120215.1|DGUA
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC117578687|XP_034120210.1|DGUA
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC117589403|XP_034137216.1|DGUA
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC117579340|XP_034121056.1|DGUA
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC117589021|XP_034136538.1|DGUA
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC117588575|XP_034135865.1|DGUA
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC117587191|XP_034133610.1|DGUA
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC117592414|XP_034142045.1|DGUA
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC117587598|XP_034134343.1|DGUA
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC117579758|XP_034121680.1|DGUA
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC117592011|XP_034141355.1|DGUA
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC117578822|XP_034120469.1|DGUA
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC117578532|XP_034119986.1|DGUA, LOC117591751|XP_034140953.1|DGUA
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC117587758|XP_034134580.1|DGUA
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC117584792|XP_034129796.1|DGUA
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC117585464|XP_034130846.1|DGUA
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC117578807|XP_034120430.1|DGUA
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC117587946|XP_034134837.1|DGUA
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC117584521|XP_034129358.1|DGUA, LOC117584189|XP_034128847.1|DGUA
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC117582643|XP_034126416.1|DGUA, LOC117591336|XP_034140452.1|DGUA
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC117588178|XP_034135185.1|DGUA
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC117584137|XP_034128781.1|DGUA
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC117582107|XP_034125564.1|DGUA
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC117584606|XP_034129506.1|DGUA
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC117586571|XP_034132627.1|DGUA
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC117584191|XP_034128849.1|DGUA
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC117584341|XP_034129064.1|DGUA
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC117584668|XP_034129587.1|DGUA
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC117587522|XP_034134213.1|DGUA
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC117578755|XP_034120332.1|DGUA
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC117587628|XP_034134380.1|DGUA
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC117587616|XP_034134363.1|DGUA
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC117583901|XP_034128465.1|DGUA
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC117582399|XP_034125977.1|DGUA
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC117592045|XP_034141420.1|DGUA
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC117584718|XP_034129659.1|DGUA
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC117581850|XP_034125198.1|DGUA
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC117578701|XP_034120238.1|DGUA
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC117591871|XP_034141140.1|DGUA
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC117584121|XP_034128763.1|DGUA
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC117592252|XP_034141780.1|DGUA
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC117581878|XP_034125235.1|DGUA
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC117591608|XP_034140843.1|DGUA
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC117584666|XP_034129585.1|DGUA
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC117582435|XP_034126029.1|DGUA
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC117590685|XP_034139476.1|DGUA
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC117592014|XP_034141359.1|DGUA
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC117580867|XP_034123507.1|DGUA
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC117584018|XP_034128640.1|DGUA
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC117589356|XP_034137133.1|DGUA
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC117586519|XP_034132542.1|DGUA
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC117586655|XP_034132785.1|DGUA
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC117589210|XP_034136846.1|DGUA
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC117585775|XP_034131351.1|DGUA
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC117590190|XP_034138504.1|DGUA
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC117585899|XP_034131546.1|DGUA
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC117583417|XP_034127599.1|DGUA
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC117583446|XP_034127640.1|DGUA
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC117591520|XP_034140706.1|DGUA
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC117586612|XP_034132693.1|DGUA
OG0001815	LOC118510989|XP_035909397.1|ASTE	LOC117585442|XP_034130808.1|DGUA
OG0001816	LOC118504272|XP_035894399.1|ASTE	LOC117591865|XP_034141124.1|DGUA
OG0001817	LOC118512394|XP_035912666.1|ASTE	LOC117578767|XP_034120363.1|DGUA
OG0001818	LOC118507139|XP_035901062.1|ASTE	LOC117591287|XP_034140377.1|DGUA, LOC117591192|XP_034140221.1|DGUA
OG0001819	LOC118504802|XP_035895683.1|ASTE	LOC117591831|XP_034141063.1|DGUA
OG0001820	LOC118503962|XP_035893750.1|ASTE	LOC117582574|XP_034126311.1|DGUA
OG0001821	LOC118504871|XP_035895815.1|ASTE	LOC117590876|XP_034139792.1|DGUA
OG0001822	LOC118506228|XP_035898959.1|ASTE	LOC117591918|XP_034141201.1|DGUA
OG0001823	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE	LOC117579499|XP_034121292.1|DGUA
OG0001824	LOC118508277|XP_035903811.1|ASTE	LOC117582112|XP_034125575.1|DGUA
OG0001825	LOC118503934|XP_035893674.1|ASTE	LOC117592453|XP_034142108.1|DGUA
OG0001826	LOC118505312|XP_035896843.1|ASTE	LOC117591286|XP_034140409.1|DGUA
OG0001827	LOC118504777|XP_035895602.1|ASTE	LOC117591944|XP_034141248.1|DGUA
OG0001828	LOC118505912|XP_035898264.1|ASTE	LOC117581504|XP_034124663.1|DGUA, LOC117584839|XP_034129867.1|DGUA
OG0001829	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE	LOC117578857|XP_034120538.1|DGUA
OG0001830	LOC118505776|XP_035897940.1|ASTE	LOC117592655|XP_034142490.1|DGUA
OG0001831	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE	LOC117579876|XP_034121887.1|DGUA
OG0001832	LOC118503535|XP_035892814.1|ASTE	LOC117588400|XP_034135546.1|DGUA
OG0001833	LOC118503397|XP_035892492.1|ASTE	LOC117580809|XP_034123455.1|DGUA
OG0001834	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE	LOC117589909|XP_034138073.1|DGUA
OG0001837	LOC118509598|XP_035906281.1|ASTE	LOC117583755|XP_034128167.1|DGUA
OG0001848	LOC118513372|XP_035914900.1|ASTE	LOC117585213|XP_034130487.1|DGUA
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC117585734|XP_034131270.1|DGUA
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC117590611|XP_034139292.1|DGUA
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC117590618|XP_034139302.1|DGUA
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC117586830|XP_034133002.1|DGUA
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC117583486|XP_034127688.1|DGUA
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC117580708|XP_034123254.1|DGUA
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC117592232|XP_034141757.1|DGUA
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC117584269|XP_034128972.1|DGUA, LOC117590206|XP_034138549.1|DGUA
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC117588282|XP_034135347.1|DGUA
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC117581181|XP_034124016.1|DGUA
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC117581658|XP_034124929.1|DGUA
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC117579914|XP_034121943.1|DGUA
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC117583559|XP_034127817.1|DGUA
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC117581282|XP_034124194.1|DGUA
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC117581556|XP_034124779.1|DGUA
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC117589479|XP_034137328.1|DGUA
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC117580836|XP_034123466.1|DGUA
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC117589756|XP_034137828.1|DGUA
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC117588883|XP_034136300.1|DGUA
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC117588018|XP_034134944.1|DGUA
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC117589757|XP_034137833.1|DGUA
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC117581432|XP_034124495.1|DGUA
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC117591015|XP_034139992.1|DGUA
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC117583082|XP_034127150.1|DGUA
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC117590064|XP_034138277.1|DGUA
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC117585551|XP_034130964.1|DGUA
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC117583805|XP_034128277.1|DGUA
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC117588803|XP_034136209.1|DGUA
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC117589939|XP_034138116.1|DGUA
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC117584988|XP_034130102.1|DGUA
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC117585756|XP_034131303.1|DGUA
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC117583145|XP_034127225.1|DGUA
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC117583037|XP_034127089.1|DGUA
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC117582717|XP_034126530.1|DGUA
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC117589566|XP_034137507.1|DGUA
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC117584663|XP_034129582.1|DGUA
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC117583766|XP_034128209.1|DGUA
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC117592285|XP_034141838.1|DGUA
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC117586548|XP_034132601.1|DGUA
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC117583305|XP_034127440.1|DGUA, LOC117590321|XP_034138704.1|DGUA
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC117589186|XP_034136801.1|DGUA
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC117584985|XP_034130098.1|DGUA
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC117590145|XP_034138411.1|DGUA
OG0001893	LOC118517612|XP_035919801.1|ASTE	LOC117583364|XP_034127533.1|DGUA
OG0001894	LOC118502737|XP_035891194.1|ASTE	LOC117580383|XP_034122814.1|DGUA
OG0001895	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE	LOC117590642|XP_034139375.1|DGUA
OG0001896	LOC118504211|XP_035894295.1|ASTE	LOC117584608|XP_034129510.1|DGUA
OG0001897	LOC118503289|XP_035892271.1|ASTE	LOC117589546|XP_034137441.1|DGUA
OG0001898	LOC118506902|XP_035900578.1|ASTE	LOC117581377|XP_034124406.1|DGUA
OG0001899	LOC118505189|XP_035896537.1|ASTE	LOC117585235|XP_034130518.1|DGUA
OG0001901	LOC118506440|XP_035899461.1|ASTE	LOC117583903|XP_034128468.1|DGUA
OG0001902	LOC118502669|XP_035891033.1|ASTE	LOC117590020|XP_034138200.1|DGUA
OG0001903	LOC118507507|XP_035901939.1|ASTE	LOC117590077|XP_034138306.1|DGUA
OG0001904	LOC118507779|XP_035902707.1|ASTE	LOC117583679|XP_034128041.1|DGUA
OG0001905	LOC118508456|XP_035904151.1|ASTE	LOC117583820|XP_034128297.1|DGUA
OG0001906	LOC118504404|XP_035894725.1|ASTE	LOC117589498|XP_034137361.1|DGUA
OG0001907	LOC118505220|XP_035896630.1|ASTE	LOC117588466|XP_034135646.1|DGUA
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC117583590|XP_034127870.1|DGUA
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC117583180|XP_034127271.1|DGUA
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC117582789|XP_034126663.1|DGUA
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC117578673|XP_034120191.1|DGUA
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC117585355|XP_034130693.1|DGUA
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC117589153|XP_034136741.1|DGUA
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC117579221|XP_034120887.1|DGUA
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC117589188|XP_034136803.1|DGUA
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC117589296|XP_034136979.1|DGUA
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC117588108|XP_034135074.1|DGUA
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC117588843|XP_034136227.1|DGUA
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC117591755|XP_034140957.1|DGUA
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC117590257|XP_034138636.1|DGUA
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC117587819|XP_034134667.1|DGUA
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC117587028|XP_034133344.1|DGUA, LOC117587027|XP_034133343.1|DGUA
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC117588597|XP_034135897.1|DGUA
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC117580358|XP_034122767.1|DGUA
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC117580174|XP_034122392.1|DGUA
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC117592698|XP_034142554.1|DGUA
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC117587265|XP_034133730.1|DGUA
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC117589373|XP_034137178.1|DGUA
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC117588929|XP_034136395.1|DGUA
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC117592171|XP_034141658.1|DGUA
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC117591874|XP_034141139.1|DGUA
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC117592507|XP_034142243.1|DGUA
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC117591519|XP_034140708.1|DGUA
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC117588991|XP_034136483.1|DGUA
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC117578494|XP_034119919.1|DGUA
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC117588932|XP_034136399.1|DGUA
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC117587439|XP_034134012.1|DGUA
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC117580689|XP_034123209.1|DGUA
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC117581578|XP_034124823.1|DGUA
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC117578773|XP_034120370.1|DGUA
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC117588570|XP_034135857.1|DGUA
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC117591735|XP_034140938.1|DGUA, LOC117586858|XP_034133045.1|DGUA
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC117586649|XP_034132774.1|DGUA
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC117592153|XP_034141610.1|DGUA
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC117592019|XP_034141406.1|DGUA
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC117589348|XP_034137151.1|DGUA
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC117578833|XP_034120498.1|DGUA
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC117591839|XP_034141096.1|DGUA
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC117589437|XP_034137267.1|DGUA
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC117578539|XP_034119998.1|DGUA
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC117581052|XP_034123784.1|DGUA
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC117586942|XP_034133199.1|DGUA
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC117587164|XP_034133568.1|DGUA
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC117587841|XP_034134700.1|DGUA
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC117580375|XP_034122802.1|DGUA
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC117589225|XP_034136866.1|DGUA
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC117580110|XP_034122277.1|DGUA
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC117583052|XP_034127105.1|DGUA
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC117581879|XP_034125239.1|DGUA
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC117579502|XP_034121296.1|DGUA
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC117578592|XP_034120072.1|DGUA
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC117592242|XP_034141768.1|DGUA
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC117586528|XP_034132556.1|DGUA
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC117590967|XP_034139919.1|DGUA
