Orthogroup	ASTE.longest_only	DHYD.longest_only
OG0002131	LOC118511581|XP_035910724.1|ASTE	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD
OG0002132	LOC118513214|XP_035914621.1|ASTE	LOC111603890|XP_023177475.1|DHYD
OG0002133	LOC118513258|XP_035914750.1|ASTE	LOC111602405|XP_023175198.1|DHYD
OG0002134	LOC118502713|XP_035891161.1|ASTE	LOC111593428|XP_023161940.1|DHYD
OG0002135	LOC118504575|XP_035895115.1|ASTE	LOC111597246|XP_023167612.1|DHYD
OG0002136	LOC118517379|XP_035919295.1|ASTE	LOC111597842|XP_023168516.2|DHYD
OG0002137	LOC118517358|XP_035919259.1|ASTE	LOC111602704|XP_023175707.1|DHYD
OG0002138	LOC118508588|XP_035904388.1|ASTE	LOC111602851|XP_023175932.1|DHYD
OG0002139	LOC118508612|XP_035904390.1|ASTE	LOC111596324|XP_030079962.1|DHYD
OG0002140	LOC118513209|XP_035914618.1|ASTE	LOC111603132|XP_023176374.2|DHYD
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	LOC111600803|XP_023172861.1|DHYD
OG0002142	LOC118505402|XP_035897035.1|ASTE	LOC111601983|XP_023174635.1|DHYD
OG0002143	LOC118510683|XP_035908745.1|ASTE	LOC111599471|XP_023170910.2|DHYD
OG0002144	LOC118517416|XP_035919416.1|ASTE	LOC111595890|XP_023165587.2|DHYD
OG0002145	LOC118517448|XP_035919487.1|ASTE	LOC111601449|XP_023173794.1|DHYD
OG0002146	LOC118502808|XP_035891343.1|ASTE	LOC111605592|XP_023179964.1|DHYD
OG0002147	LOC118517475|XP_035919553.1|ASTE	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD
OG0002148	LOC118504345|XP_035894605.1|ASTE	LOC111598080|XP_023168894.2|DHYD
OG0002149	LOC118517464|XP_035919525.1|ASTE	LOC111597923|XP_030081705.1|DHYD
OG0002150	LOC118506059|XP_035898599.1|ASTE	LOC111598117|XP_023168939.1|DHYD
OG0002151	LOC118511205|XP_035909879.1|ASTE	LOC111592672|XP_023160804.1|DHYD
OG0002152	LOC118509815|XP_035906865.1|ASTE	LOC111592937|XP_030080725.1|DHYD
OG0002153	LOC118506211|XP_035898925.1|ASTE	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD
OG0002154	LOC118509923|XP_035907135.1|ASTE	LOC111605112|XP_023179231.1|DHYD
OG0002155	LOC118506206|XP_035898911.1|ASTE	LOC111602000|XP_023174657.1|DHYD
OG0002156	LOC118505756|XP_035897871.1|ASTE	LOC111595337|XP_023164777.2|DHYD
OG0002157	LOC118508128|XP_035903529.1|ASTE	LOC111594627|XP_030080772.1|DHYD, LOC115483332|XP_030080650.1|DHYD
OG0002158	LOC118517370|XP_035919281.1|ASTE	LOC111603527|XP_023176931.2|DHYD
OG0002159	LOC118504805|XP_035895693.1|ASTE	LOC111603840|XP_023177377.1|DHYD
OG0002160	LOC118508129|XP_035907722.1|ASTE	LOC111601511|XP_023173874.2|DHYD
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	LOC111595976|XP_023165725.1|DHYD
OG0002162	LOC118502665|XP_035891021.1|ASTE	LOC111601799|XP_023174344.2|DHYD
OG0002163	LOC118507651|XP_035902314.1|ASTE	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD
OG0002164	LOC118504758|XP_035895577.1|ASTE	LOC111603016|XP_023176207.1|DHYD
OG0002165	LOC118508279|XP_035903813.1|ASTE	LOC111595924|XP_023165645.2|DHYD
OG0002166	LOC118514682|XP_035917661.1|ASTE	LOC111592913|XP_023161130.1|DHYD
OG0002167	LOC118504438|XP_035894788.1|ASTE	LOC111597987|XP_023168733.1|DHYD
OG0002168	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE	LOC111600075|XP_023171780.2|DHYD
OG0002169	LOC118507241|XP_035901386.1|ASTE	LOC111598675|XP_023169802.2|DHYD
OG0002170	LOC118505581|XP_035897431.1|ASTE	LOC111594140|XP_030080182.1|DHYD
OG0002171	LOC118502730|XP_035891184.1|ASTE	LOC111602739|XP_023175758.1|DHYD
OG0002172	LOC118506467|XP_035899535.1|ASTE	LOC111599589|XP_023171034.1|DHYD
OG0002173	LOC118514148|XP_035916652.1|ASTE	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD
OG0002174	LOC118508485|XP_035904196.1|ASTE	LOC111601452|XP_023173797.2|DHYD
OG0002175	LOC118508486|XP_035904198.1|ASTE	LOC111601453|XP_023173798.1|DHYD
OG0002176	LOC118508452|XP_035904147.1|ASTE	LOC111601502|XP_023173864.1|DHYD
OG0002177	LOC118507790|XP_035902720.1|ASTE	LOC111598604|XP_023169694.1|DHYD
OG0002178	LOC118507537|XP_035902007.1|ASTE	LOC111598226|XP_023169153.2|DHYD
OG0002179	LOC118504989|XP_035896051.1|ASTE	LOC111601350|XP_023173650.2|DHYD
OG0002180	LOC118505448|XP_035897140.1|ASTE	LOC111603233|XP_023176505.2|DHYD
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD
OG0002182	LOC118506784|XP_035900290.1|ASTE	LOC111594612|XP_023163763.2|DHYD
OG0002183	LOC118506792|XP_035900304.1|ASTE	LOC111597978|XP_023168721.1|DHYD
OG0002184	LOC118504901|XP_035895860.1|ASTE	LOC111593245|XP_023161667.1|DHYD
OG0002185	LOC118502908|XP_035891523.1|ASTE	LOC111594967|XP_023164234.2|DHYD
OG0002186	LOC118505240|XP_035896683.1|ASTE	LOC111602295|XP_023175064.2|DHYD
OG0002187	LOC118506381|XP_035899306.1|ASTE	LOC111599876|XP_023171462.1|DHYD
OG0002188	LOC118511393|XP_035910316.1|ASTE	LOC111600103|XP_023171832.1|DHYD
OG0002189	LOC118502867|XP_035891467.1|ASTE	LOC111600826|XP_023172898.1|DHYD
OG0002190	LOC118507907|XP_035903063.1|ASTE	LOC111598274|XP_023169219.1|DHYD
OG0002191	LOC118503569|XP_035892895.1|ASTE	LOC111605711|XP_023180165.2|DHYD
OG0002192	LOC118507169|XP_035901128.1|ASTE	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD
OG0002193	LOC118502697|XP_035891110.1|ASTE	LOC111601798|XP_023174343.2|DHYD
OG0002194	LOC118502888|XP_035891499.1|ASTE	LOC111603488|XP_023176854.1|DHYD
OG0002195	LOC118507796|XP_035902742.1|ASTE	LOC111596485|XP_023166514.2|DHYD
OG0002196	LOC118504279|XP_035894446.1|ASTE	LOC111601347|XP_023173647.1|DHYD
OG0002197	LOC118506443|XP_035899471.1|ASTE	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD
OG0002198	LOC118506179|XP_035898845.1|ASTE	LOC111602795|XP_023175837.2|DHYD
OG0002199	LOC118506450|XP_035899482.1|ASTE	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD
OG0002200	LOC118505414|XP_035897056.1|ASTE	LOC111600866|XP_023172956.1|DHYD
OG0002202	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE	LOC111594506|XP_023163587.2|DHYD
OG0002203	LOC118502929|XP_035891560.1|ASTE	LOC111597067|XP_023167365.2|DHYD
OG0002204	LOC118506367|XP_035899283.1|ASTE	LOC111598811|XP_023170003.1|DHYD
OG0002205	LOC118506796|XP_035900311.1|ASTE	LOC111603304|XP_023176597.1|DHYD
OG0002206	LOC118507999|XP_035903263.1|ASTE	LOC111603502|XP_023176877.2|DHYD
OG0002207	LOC118505211|XP_035896613.1|ASTE	LOC111595898|XP_023165610.2|DHYD
OG0002208	LOC118505185|XP_035896533.1|ASTE	LOC111595362|XP_023164819.2|DHYD
OG0002209	LOC118504832|XP_035895729.1|ASTE	LOC111596470|XP_023166490.2|DHYD
OG0002210	LOC118508005|XP_035903280.1|ASTE	LOC111595687|XP_030080629.1|DHYD
OG0002211	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE	LOC111605521|XP_023179850.1|DHYD
OG0002212	LOC118503193|XP_035892068.1|ASTE	LOC111604273|XP_023178039.2|DHYD
OG0002213	LOC118505443|XP_035897133.1|ASTE	LOC111600825|XP_023172897.1|DHYD
OG0002214	LOC118517710|XP_035920049.1|ASTE	LOC111605460|XP_023179745.2|DHYD
OG0002215	LOC118511933|XP_035911507.1|ASTE	LOC111602008|XP_023174666.2|DHYD
OG0002216	LOC118506810|XP_035900361.1|ASTE	LOC111597048|XP_030082026.1|DHYD
OG0002217	LOC118504422|XP_035894751.1|ASTE	LOC111595685|XP_023165294.2|DHYD
OG0002218	LOC118508587|XP_035904385.1|ASTE	LOC111596820|XP_023166955.2|DHYD
OG0002219	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE	LOC111605547|XP_023179877.2|DHYD
OG0002220	LOC118502954|XP_035891604.1|ASTE	LOC111605498|XP_023179816.2|DHYD
OG0002221	LOC118512120|XP_035911991.1|ASTE	LOC111595656|XP_023165247.2|DHYD
OG0002223	LOC118511466|XP_035910477.1|ASTE	LOC111605288|XP_023179508.1|DHYD
OG0002224	LOC118511464|XP_035910459.1|ASTE	LOC111604174|XP_030081415.1|DHYD
OG0002225	LOC118513122|XP_035914417.1|ASTE	LOC111603070|XP_023176296.2|DHYD
OG0002226	LOC118512964|XP_035914083.1|ASTE	LOC111597645|XP_023168219.1|DHYD
OG0002227	LOC118512046|XP_035911768.1|ASTE	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD
OG0002228	LOC118512073|XP_035911856.1|ASTE	LOC111594154|XP_023163103.1|DHYD
OG0002229	LOC118512084|XP_035911937.1|ASTE	LOC111593896|XP_023162733.2|DHYD
OG0002230	LOC118512100|XP_035911960.1|ASTE	LOC111605264|XP_023179470.2|DHYD
OG0002231	LOC118512056|XP_035911800.1|ASTE	LOC111593798|XP_023162587.2|DHYD
OG0002233	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE	LOC111598706|XP_023169859.1|DHYD
OG0002235	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE	LOC111593755|XP_030081275.1|DHYD
OG0002236	LOC118513001|XP_035914151.1|ASTE	LOC111600106|XP_023171836.1|DHYD
OG0002237	LOC118512996|XP_035914146.1|ASTE	LOC111600104|XP_023171833.2|DHYD
OG0002238	LOC118514491|XP_035917307.1|ASTE	LOC111604657|XP_023178594.2|DHYD
OG0002239	LOC118510562|XP_035908439.1|ASTE	LOC111593555|XP_023162179.1|DHYD
OG0002240	LOC118508906|XP_035904657.1|ASTE	LOC111603847|XP_023177399.1|DHYD
OG0002241	LOC118512142|XP_035912062.1|ASTE	LOC111605680|XP_023180116.1|DHYD
OG0002243	LOC118509122|XP_035905202.1|ASTE	LOC111595978|XP_023165730.2|DHYD
OG0002244	LOC118509120|XP_035905197.1|ASTE	LOC111604777|XP_023178752.2|DHYD
OG0002245	LOC118512677|XP_035913349.1|ASTE	LOC111603035|XP_023176231.2|DHYD
OG0002246	LOC118512690|XP_035913373.1|ASTE	LOC111605736|XP_030080948.1|DHYD
OG0002247	LOC118513104|XP_035914398.1|ASTE	LOC111600076|XP_023171783.1|DHYD
OG0002248	LOC118509410|XP_035905873.1|ASTE	LOC111595271|XP_023164686.2|DHYD
OG0002249	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE	LOC111601563|XP_023173977.1|DHYD
OG0002250	LOC118509644|XP_035906444.1|ASTE	LOC111602128|XP_023174844.2|DHYD
OG0002251	LOC118509713|XP_035906691.1|ASTE	LOC111602085|XP_023174787.1|DHYD
OG0002252	LOC118511909|XP_035911437.1|ASTE	LOC111602115|XP_023174831.2|DHYD
OG0002253	LOC118509671|XP_035906564.1|ASTE	LOC111604085|XP_023177743.2|DHYD
OG0002254	LOC118510161|XP_035907562.1|ASTE	LOC111594825|XP_023164058.1|DHYD
OG0002255	LOC118511430|XP_035910414.1|ASTE	LOC111604737|XP_023178682.1|DHYD
OG0002256	LOC118511531|XP_035910613.1|ASTE	LOC111604080|XP_030081286.1|DHYD
OG0002257	LOC118509590|XP_035906256.1|ASTE	LOC111605261|XP_023179467.2|DHYD
OG0002258	LOC118510362|XP_035907963.1|ASTE	LOC111601029|XP_023173206.2|DHYD
OG0002259	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE	LOC111596523|XP_030079580.1|DHYD
OG0002260	LOC118510417|XP_035908079.1|ASTE	LOC111604465|XP_023178315.2|DHYD
OG0002261	LOC118510383|XP_035908022.1|ASTE	LOC111605067|XP_023179166.2|DHYD
OG0002263	LOC118511448|XP_035910442.1|ASTE	LOC111596940|XP_023167160.1|DHYD
OG0002264	LOC118509654|XP_035906501.1|ASTE	LOC111604081|XP_023177733.2|DHYD
OG0002265	LOC118512810|XP_035913655.1|ASTE	LOC111592965|XP_023161225.1|DHYD
OG0002266	LOC118510215|XP_035907667.1|ASTE	LOC111605624|XP_023180044.1|DHYD
OG0002267	LOC118514340|XP_035917050.1|ASTE	LOC111592740|XP_023160906.1|DHYD
OG0002268	LOC118514259|XP_035916868.1|ASTE	LOC111601675|XP_023174142.1|DHYD
OG0002269	LOC118510335|XP_035907886.1|ASTE	LOC111599941|XP_023171558.2|DHYD
OG0002270	LOC118510096|XP_035907414.1|ASTE	LOC111594034|XP_023162915.2|DHYD
OG0002271	LOC118510340|XP_035907904.1|ASTE	LOC111599814|XP_023171369.2|DHYD
OG0002272	LOC118514352|XP_035917067.1|ASTE	LOC111595282|XP_023164703.1|DHYD
OG0002273	LOC118512827|XP_035913708.1|ASTE	LOC111593544|XP_023162134.1|DHYD
OG0002274	LOC118511865|XP_035911340.1|ASTE	LOC111594922|XP_030081211.1|DHYD
OG0002275	LOC118514222|XP_035916813.1|ASTE	LOC111602913|XP_023176024.2|DHYD
OG0002276	LOC118514361|XP_035917082.1|ASTE	LOC111592456|XP_023160413.2|DHYD
OG0002277	LOC118509700|XP_035906664.1|ASTE	LOC111592449|XP_023160402.1|DHYD
OG0002278	LOC118509037|XP_035904970.1|ASTE	LOC111604776|XP_023178750.2|DHYD
OG0002279	LOC118510327|XP_035907865.1|ASTE	LOC111597493|XP_023168019.1|DHYD
OG0002280	LOC118510303|XP_035907825.1|ASTE	LOC111594881|XP_023164135.2|DHYD
OG0002281	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE	LOC111605666|XP_023180098.2|DHYD
OG0002282	LOC118514625|XP_035917516.1|ASTE	LOC111595300|XP_023164723.2|DHYD
OG0002283	LOC118508859|XP_035904510.1|ASTE	LOC111605260|XP_023179466.2|DHYD
OG0002284	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE	LOC111593295|XP_023161743.1|DHYD
OG0002285	LOC118509559|XP_035906207.1|ASTE	LOC111593416|XP_023161926.2|DHYD
OG0002286	LOC118514227|XP_035916819.1|ASTE	LOC111593911|XP_023162754.2|DHYD
OG0002287	LOC118511799|XP_035911222.1|ASTE	LOC111594033|XP_023162913.2|DHYD
OG0002288	LOC118511560|XP_035910685.1|ASTE	LOC111599778|XP_023171313.2|DHYD
OG0002289	LOC118514451|XP_035917261.1|ASTE	LOC111605170|XP_023179326.1|DHYD
OG0002290	LOC118511748|XP_035911105.1|ASTE	LOC111602260|XP_023175022.2|DHYD
OG0002291	LOC118509648|XP_035906462.1|ASTE	LOC111599945|XP_023171564.1|DHYD
OG0002292	LOC118510356|XP_035907950.1|ASTE	LOC111599942|XP_023171559.1|DHYD
OG0002293	LOC118511334|XP_035910160.1|ASTE	LOC111600001|XP_023171671.2|DHYD
OG0002294	LOC118511350|XP_035910202.1|ASTE	LOC111596259|XP_023166162.1|DHYD
OG0002295	LOC118505030|XP_035896139.1|ASTE	LOC111602338|XP_023175111.1|DHYD
OG0002296	LOC118504540|XP_035895003.1|ASTE	LOC111603874|XP_023177449.2|DHYD
OG0002297	LOC118507004|XP_035900791.1|ASTE	LOC111602985|XP_023176148.2|DHYD
OG0002298	LOC118511201|XP_035909873.1|ASTE	LOC111600034|XP_023171720.1|DHYD
OG0002299	LOC118511199|XP_035909871.1|ASTE	LOC111593196|XP_023161588.1|DHYD
OG0002300	LOC118511035|XP_035909515.1|ASTE	LOC111602223|XP_023174970.2|DHYD
OG0002301	LOC118513933|XP_035916197.1|ASTE	LOC111592510|XP_023160508.2|DHYD
OG0002302	LOC118511746|XP_035911098.1|ASTE	LOC111603743|XP_023177229.2|DHYD
OG0002303	LOC118507661|XP_035902331.1|ASTE	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD
OG0002304	LOC118512695|XP_035913396.1|ASTE	LOC111598991|XP_023170262.1|DHYD
OG0002305	LOC118513310|XP_035914786.1|ASTE	LOC111592277|XP_023160146.2|DHYD
OG0002306	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE	LOC111603953|XP_023177556.2|DHYD
OG0002307	LOC118511257|XP_035910014.1|ASTE	LOC111596297|XP_023166221.2|DHYD
OG0002308	LOC118513924|XP_035916185.1|ASTE	LOC111603880|XP_023177462.2|DHYD
OG0002309	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE	LOC111603932|XP_023177526.1|DHYD
OG0002310	LOC118513511|XP_035915258.1|ASTE	LOC111599187|XP_030080347.1|DHYD
OG0002311	LOC118511175|XP_035909812.1|ASTE	LOC111594348|XP_023163372.2|DHYD
OG0002312	LOC118511173|XP_035909809.1|ASTE	LOC111592565|XP_023160630.2|DHYD
OG0002313	LOC118511612|XP_035910795.1|ASTE	LOC111602589|XP_023175514.1|DHYD
OG0002314	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE	LOC111602277|XP_023175041.2|DHYD
OG0002315	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE	LOC111595473|XP_023165006.2|DHYD
OG0002316	LOC118511127|XP_035909753.1|ASTE	LOC111596128|XP_023165967.1|DHYD
OG0002317	LOC118511641|XP_035910855.1|ASTE	LOC111604313|XP_023178131.1|DHYD
OG0002318	LOC118514012|XP_035916374.1|ASTE	LOC111599332|XP_023170721.2|DHYD
OG0002319	LOC118514001|XP_035916330.1|ASTE	LOC111603913|XP_023177504.1|DHYD
OG0002320	LOC118513420|XP_035915025.1|ASTE	LOC111593382|XP_023161872.2|DHYD
OG0002321	LOC118513236|XP_035914681.1|ASTE	LOC111598013|XP_023168780.1|DHYD
OG0002322	LOC118510602|XP_035908502.1|ASTE	LOC111600374|XP_023172220.2|DHYD
OG0002323	LOC118513423|XP_035915029.1|ASTE	LOC111605568|XP_023179912.1|DHYD
OG0002324	LOC118509076|XP_035905101.1|ASTE	LOC111605097|XP_023179204.2|DHYD
OG0002325	LOC118509087|XP_035905112.1|ASTE	LOC111597517|XP_023168057.1|DHYD
OG0002326	LOC118509088|XP_035905115.1|ASTE	LOC111597595|XP_023168164.1|DHYD
OG0002327	LOC118509089|XP_035905116.1|ASTE	LOC111600242|XP_023172050.2|DHYD
OG0002328	LOC118511755|XP_035911113.1|ASTE	LOC111592577|XP_023160656.2|DHYD
OG0002329	LOC118511606|XP_035910782.1|ASTE	LOC111599094|XP_023170403.2|DHYD, LOC111599108|XP_023170429.1|DHYD
OG0002330	LOC118511682|XP_035910949.1|ASTE	LOC111600271|XP_023172087.2|DHYD, LOC111599095|XP_023170404.1|DHYD
OG0002331	LOC118511660|XP_035910901.1|ASTE	LOC111594901|XP_023164154.2|DHYD
OG0002332	LOC118509846|XP_035906937.1|ASTE	LOC111597483|XP_023168002.1|DHYD
OG0002333	LOC118508802|XP_035904414.1|ASTE	LOC111593912|XP_023162753.1|DHYD
OG0002334	LOC118513671|XP_035915667.1|ASTE	LOC111596277|XP_023166190.2|DHYD
OG0002335	LOC118511602|XP_035910777.1|ASTE	LOC111594091|XP_023163009.2|DHYD
OG0002336	LOC118509052|XP_035905054.1|ASTE	LOC111592278|XP_023160147.2|DHYD
OG0002337	LOC118514506|XP_035917335.1|ASTE	LOC111605214|XP_030081081.1|DHYD
OG0002338	LOC118512501|XP_035912903.1|ASTE	LOC111600812|XP_023172878.2|DHYD
OG0002339	LOC118512524|XP_035912959.1|ASTE	LOC111599171|XP_030080329.1|DHYD
OG0002340	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE	LOC111603770|XP_030080423.1|DHYD
OG0002341	LOC118512475|XP_035912856.1|ASTE	LOC111597686|XP_023168286.1|DHYD
OG0002342	LOC118512469|XP_035912844.1|ASTE	LOC111599315|XP_023170693.1|DHYD
OG0002343	LOC118512556|XP_035913035.1|ASTE	LOC111599301|XP_023170679.2|DHYD
OG0002344	LOC118512570|XP_035913078.1|ASTE	LOC111594679|XP_023163858.1|DHYD
OG0002345	LOC118513768|XP_035915837.1|ASTE	LOC111599897|XP_023171488.2|DHYD
OG0002346	LOC118511769|XP_035911150.1|ASTE	LOC111598778|XP_023169958.2|DHYD
OG0002347	LOC118514162|XP_035916719.1|ASTE	LOC111602321|XP_023175090.2|DHYD
OG0002348	LOC118513743|XP_035915793.1|ASTE	LOC111596221|XP_023166106.2|DHYD
OG0002349	LOC118513770|XP_035915840.1|ASTE	LOC111599887|XP_023171478.1|DHYD
OG0002350	LOC118510057|XP_035907339.1|ASTE	LOC111599916|XP_023171513.2|DHYD
OG0002351	LOC118513362|XP_035914887.1|ASTE	LOC111593548|XP_023162169.2|DHYD
OG0002352	LOC118512531|XP_035912976.1|ASTE	LOC111592699|XP_023160849.1|DHYD
OG0002353	LOC118510590|XP_035908484.1|ASTE	LOC111592066|XP_023159836.1|DHYD
OG0002354	LOC118511776|XP_035911164.1|ASTE	LOC111600385|XP_023172230.2|DHYD
OG0002355	LOC118514537|XP_035917413.1|ASTE	LOC111592075|XP_023159859.2|DHYD
OG0002356	LOC118508982|XP_035904863.1|ASTE	LOC111594185|XP_023163136.2|DHYD
OG0002357	LOC118508981|XP_035904862.1|ASTE	LOC111597075|XP_023167377.2|DHYD
OG0002358	LOC118513283|XP_035914743.1|ASTE	LOC111597443|XP_023167930.1|DHYD
OG0002359	LOC118509223|XP_035905416.1|ASTE	LOC111605292|XP_023179511.1|DHYD
OG0002360	LOC118512597|XP_035913143.1|ASTE	LOC111594705|XP_023163895.2|DHYD
OG0002361	LOC118513702|XP_035915719.1|ASTE	LOC111604452|XP_023178290.1|DHYD
OG0002362	LOC118510846|XP_035909066.1|ASTE	LOC111595195|XP_023164554.2|DHYD
OG0002363	LOC118509832|XP_035906916.1|ASTE	LOC111602107|XP_023174822.2|DHYD
OG0002364	LOC118509831|XP_035906898.1|ASTE	LOC111602018|XP_023174689.2|DHYD
OG0002365	LOC118509113|XP_035905177.1|ASTE	LOC111601061|XP_023173254.2|DHYD
OG0002366	LOC118510543|XP_035908400.1|ASTE	LOC111591961|XP_023159672.1|DHYD
OG0002367	LOC118513811|XP_035915932.1|ASTE	LOC111599402|XP_023170823.1|DHYD
OG0002368	LOC118513828|XP_035915960.1|ASTE, LOC118517107|XP_035918864.1|ASTE	LOC111596358|XP_023166323.1|DHYD
OG0002369	LOC118514288|XP_035916930.1|ASTE	LOC111596876|XP_023167092.2|DHYD
OG0002370	LOC118508813|XP_035904447.1|ASTE	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD
OG0002371	LOC118508816|XP_035904450.1|ASTE	LOC111600319|XP_023172146.1|DHYD
OG0002372	LOC118514070|XP_035916489.1|ASTE	LOC111598489|XP_023169514.2|DHYD
OG0002373	LOC118510670|XP_035908710.1|ASTE	LOC111592923|XP_023161143.1|DHYD
OG0002374	LOC118510661|XP_035908685.1|ASTE	LOC111596179|XP_023166050.1|DHYD
OG0002375	LOC118503833|XP_035893433.1|ASTE	LOC111604968|XP_023179025.2|DHYD
OG0002376	LOC118506586|XP_035899833.1|ASTE	LOC111605053|XP_023179158.1|DHYD
OG0002377	LOC118506623|XP_035899885.1|ASTE	LOC111603573|XP_023176991.2|DHYD
OG0002378	LOC118507629|XP_035902247.1|ASTE	LOC111597242|XP_023167605.2|DHYD
OG0002379	LOC118506607|XP_035899867.1|ASTE	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD
OG0002380	LOC118505669|XP_035897688.1|ASTE	LOC111605141|XP_023179289.1|DHYD
OG0002381	LOC118505685|XP_035897713.1|ASTE	LOC111595640|XP_023165221.1|DHYD
OG0002382	LOC118505709|XP_035897769.1|ASTE, LOC118505699|XP_035897739.1|ASTE	LOC111598281|XP_023169229.2|DHYD
OG0002383	LOC118505703|XP_035897746.1|ASTE, LOC118505718|XP_035897788.1|ASTE	LOC111596973|XP_023167217.2|DHYD
OG0002386	LOC118506742|XP_035900194.1|ASTE	LOC111596694|XP_023166778.2|DHYD
OG0002387	LOC118507126|XP_035901026.1|ASTE	LOC111598255|XP_023169189.2|DHYD
OG0002388	LOC118504693|XP_035895406.1|ASTE	LOC111602950|XP_023176079.2|DHYD
OG0002389	LOC118506609|XP_035899869.1|ASTE	LOC111594830|XP_023164063.1|DHYD
OG0002390	LOC118517575|XP_035919722.1|ASTE	LOC111600943|XP_023173085.2|DHYD
OG0002391	LOC118506518|XP_035899639.1|ASTE	LOC111595471|XP_023165005.2|DHYD
OG0002392	LOC118505514|XP_035897307.1|ASTE	LOC111604483|XP_023178338.2|DHYD
OG0002393	LOC118505499|XP_035897252.1|ASTE	LOC111597775|XP_030079468.1|DHYD
OG0002394	LOC118505483|XP_035897204.1|ASTE	LOC111603008|XP_023176184.1|DHYD
OG0002395	LOC118516845|XP_035918590.1|ASTE, LOC118503688|XP_035893123.1|ASTE, LOC118515252|XP_035917831.1|ASTE	LOC111600267|XP_023172083.2|DHYD
OG0002396	LOC118502575|XP_035890793.1|ASTE	LOC111600890|XP_023172995.2|DHYD
OG0002397	LOC118502605|XP_035890862.1|ASTE	LOC111600123|XP_023171856.1|DHYD
OG0002398	LOC118507045|XP_035900892.1|ASTE	LOC111603215|XP_030079312.1|DHYD
OG0002399	LOC118507048|XP_035900899.1|ASTE	LOC111604369|XP_030081985.1|DHYD
OG0002400	LOC118507056|XP_035900911.1|ASTE	LOC111600567|XP_023172519.2|DHYD
OG0002401	LOC118507678|XP_035902362.1|ASTE	LOC111595880|XP_023165574.2|DHYD
OG0002402	LOC118506828|XP_035900426.1|ASTE	LOC111604631|XP_023178530.2|DHYD
OG0002403	LOC118506829|XP_035900432.1|ASTE	LOC111604650|XP_023178575.2|DHYD
OG0002404	LOC118504591|XP_035895141.1|ASTE	LOC111598325|XP_023169290.2|DHYD
OG0002405	LOC118508261|XP_035903780.1|ASTE	LOC111598640|XP_023169755.1|DHYD
OG0002406	LOC118508271|XP_035903805.1|ASTE	LOC111604721|XP_030079639.1|DHYD
OG0002408	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE	LOC111603553|XP_030080599.1|DHYD
OG0002410	LOC118502983|XP_035891659.1|ASTE	LOC111604994|XP_023179080.2|DHYD
OG0002411	LOC118517197|XP_035919040.1|ASTE, LOC118505133|XP_035896365.1|ASTE	LOC111604919|XP_023178935.1|DHYD
OG0002412	LOC118517195|XP_035919039.1|ASTE, LOC118505128|XP_035896338.1|ASTE	LOC111600801|XP_030081575.1|DHYD
