Orthogroup	ASTE.longest_only	HILL.longest_only
OG0001236	LOC118505735|XP_035897816.1|ASTE	LOC119649757|XP_037907979.1|HILL
OG0001237	LOC118505306|XP_035896830.1|ASTE	LOC119659116|XP_037922967.1|HILL
OG0001238	LOC118504642|XP_035895262.1|ASTE	LOC119659152|XP_037923023.1|HILL
OG0001238	LOC118517680|XP_035919976.1|ASTE	LOC119653689|XP_037914487.1|HILL
OG0001239	LOC118508095|XP_035903470.1|ASTE	LOC119653018|XP_037913384.1|HILL
OG0001240	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE	LOC119660382|XP_037924834.1|HILL
OG0001241	LOC118506705|XP_035900090.1|ASTE	LOC119658765|XP_037922391.1|HILL
OG0001242	LOC118502640|XP_035890980.1|ASTE	LOC119655416|XP_037917230.1|HILL
OG0001243	LOC118504878|XP_035895825.1|ASTE	LOC119648820|XP_037906605.1|HILL
OG0001244	LOC118509322|XP_035905679.1|ASTE	LOC119661188|XP_037926337.1|HILL
OG0001246	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE	LOC119655399|XP_037917208.1|HILL
OG0001247	LOC118508155|XP_035903585.1|ASTE	LOC119653750|XP_037914607.1|HILL
OG0001249	LOC118508107|XP_035903494.1|ASTE	LOC119658028|XP_037921186.1|HILL
OG0001257	LOC118509652|XP_035906493.1|ASTE	LOC119660950|XP_037925892.1|HILL
OG0001258	LOC118505200|XP_035896573.1|ASTE	LOC119650730|XP_037909685.1|HILL
OG0001259	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE	LOC119658496|XP_037921886.1|HILL
OG0001260	LOC118512715|XP_035913451.1|ASTE	LOC119652828|XP_037913084.1|HILL
OG0001261	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE	LOC119657335|XP_037920135.1|HILL
OG0001263	LOC118508293|XP_035903835.1|ASTE	LOC119656996|XP_037919660.1|HILL
OG0001264	LOC118509213|XP_035905380.1|ASTE	LOC119646944|XP_037903561.1|HILL
OG0001266	LOC118507536|XP_035902006.1|ASTE	LOC119656260|XP_037918605.1|HILL
OG0001267	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE	LOC119651389|XP_037910899.1|HILL
OG0001268	LOC118510060|XP_035907343.1|ASTE	LOC119652894|XP_037913194.1|HILL, LOC119652029|XP_037911892.1|HILL
OG0001269	LOC118507188|XP_035901153.1|ASTE	LOC119659654|XP_037923790.1|HILL
OG0001270	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE	LOC119659052|XP_037922887.1|HILL
OG0001271	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE	LOC119658672|XP_037922162.1|HILL
OG0001272	LOC118509409|XP_035905868.1|ASTE	LOC119649825|XP_037908089.1|HILL
OG0001273	LOC118507925|XP_035903121.1|ASTE	LOC119651602|XP_037911179.1|HILL
OG0001274	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE	LOC119649786|XP_037908019.1|HILL
OG0001275	LOC118506655|XP_035899964.1|ASTE	LOC119649512|XP_037907612.1|HILL
OG0001276	LOC118513068|XP_035914309.1|ASTE	LOC119648094|XP_037905520.1|HILL
OG0001277	LOC118512920|XP_035913964.1|ASTE	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL
OG0001278	LOC118512294|XP_035912414.1|ASTE	LOC119649514|XP_037907615.1|HILL
OG0001279	LOC118512298|XP_035912422.1|ASTE	LOC119648237|XP_037905794.1|HILL
OG0001280	LOC118514238|XP_035916834.1|ASTE	LOC119648137|XP_037905610.1|HILL
OG0001282	LOC118514262|XP_035916871.1|ASTE	LOC119648273|XP_037905856.1|HILL, LOC119649296|XP_037907318.1|HILL, LOC119650007|XP_037908401.1|HILL, LOC119649909|XP_037908236.1|HILL
OG0001283	LOC118511551|XP_035910663.1|ASTE	LOC119661427|XP_037926698.1|HILL
OG0001284	LOC118513903|XP_035916119.1|ASTE	LOC119651440|XP_037910970.1|HILL
OG0001285	LOC118503095|XP_035891886.1|ASTE	LOC119654710|XP_037916157.1|HILL
OG0001285	LOC118512716|XP_035913448.1|ASTE	LOC119646154|XP_037902453.1|HILL
OG0001286	LOC118512447|XP_035912804.1|ASTE	LOC119646226|XP_037902542.1|HILL
OG0001287	LOC118512730|XP_035913483.1|ASTE	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL
OG0001288	LOC118512489|XP_035912886.1|ASTE	LOC119651059|XP_037910316.1|HILL
OG0001289	LOC118514047|XP_035916431.1|ASTE	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL
OG0001290	LOC118510651|XP_035908659.1|ASTE	LOC119653199|XP_037913690.1|HILL
OG0001291	LOC118506591|XP_035899841.1|ASTE	LOC119654813|XP_037916297.1|HILL
OG0001292	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE	LOC119653512|XP_037914101.1|HILL
OG0001293	LOC118506581|XP_035899830.1|ASTE	LOC119655415|XP_037917229.1|HILL
OG0001294	LOC118504858|XP_035895786.1|ASTE	LOC119654231|XP_037915382.1|HILL
OG0001295	LOC118505807|XP_035898040.1|ASTE	LOC119653879|XP_037914923.1|HILL
OG0001296	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE	LOC119655784|XP_037917802.1|HILL
OG0001297	LOC118505340|XP_035896889.1|ASTE	LOC119659209|XP_037923105.1|HILL
OG0001298	LOC118502576|XP_035890795.1|ASTE	LOC119652500|XP_037912615.1|HILL
OG0001298	LOC118506506|XP_035899615.1|ASTE	LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL
OG0001299	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE	LOC119649607|XP_037907753.1|HILL
OG0001300	LOC118505015|XP_035896097.1|ASTE	LOC119655461|XP_037917290.1|HILL
OG0001301	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE	LOC119654217|XP_037915358.1|HILL
OG0001302	LOC118506830|XP_035900433.1|ASTE	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL
OG0001303	LOC118517568|XP_035919706.1|ASTE	LOC119657687|XP_037920649.1|HILL
OG0001304	LOC118502586|XP_035890824.1|ASTE	LOC119654610|XP_037916008.1|HILL
OG0001304	LOC118502579|XP_035890806.1|ASTE	LOC119653815|XP_037914773.1|HILL
OG0001305	LOC118508529|XP_035904296.1|ASTE	LOC119658890|XP_037922616.1|HILL
OG0001306	LOC118507719|XP_035902560.1|ASTE	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL
OG0001307	LOC118502798|XP_035891298.1|ASTE	LOC119659990|XP_037924289.1|HILL
OG0001308	LOC118506555|XP_035899757.1|ASTE	LOC119653629|XP_037914332.1|HILL
OG0001309	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE	LOC119660286|XP_037924685.1|HILL
OG0001311	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE	LOC119656610|XP_037918975.1|HILL
OG0001313	LOC118507236|XP_035901379.1|ASTE	LOC119648111|XP_037905557.1|HILL
OG0001314	LOC118512881|XP_035914293.1|ASTE	LOC119657885|XP_037920950.1|HILL
OG0001315	LOC118513217|XP_035914632.1|ASTE	LOC119659214|XP_037923113.1|HILL, LOC119659791|XP_037923986.1|HILL
OG0001326	LOC118508303|XP_035903851.1|ASTE	LOC119652653|XP_037912831.1|HILL
OG0001328	LOC118503066|XP_035891829.1|ASTE	LOC119654838|XP_037916341.1|HILL
OG0001329	LOC118509272|XP_035905520.1|ASTE	LOC119658047|XP_037921219.1|HILL
OG0001330	LOC118517158|XP_035918929.1|ASTE	LOC119657748|XP_037920727.1|HILL, LOC119658117|XP_037921312.1|HILL
OG0001331	LOC118512722|XP_035913464.1|ASTE	LOC119656876|XP_037919468.1|HILL
OG0001332	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE	LOC119656586|XP_037918919.1|HILL
OG0001333	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE	LOC119656813|XP_037919365.1|HILL
OG0001334	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE	LOC119657942|XP_037921060.1|HILL
OG0001335	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE	LOC119652343|XP_037912293.1|HILL
OG0001337	LOC118511391|XP_035910312.1|ASTE	LOC119657100|XP_037919783.1|HILL
OG0001338	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE	LOC119657367|XP_037920178.1|HILL
OG0001339	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE	LOC119655050|XP_037916668.1|HILL
OG0001340	LOC118506774|XP_035900262.1|ASTE	LOC119649314|XP_037907349.1|HILL
OG0001341	LOC118507844|XP_035902868.1|ASTE	LOC119651654|XP_037911265.1|HILL
OG0001342	LOC118517621|XP_035919810.1|ASTE	LOC119653250|XP_037913786.1|HILL
OG0001343	LOC118502423|XP_035890543.1|ASTE	LOC119652246|XP_037912155.1|HILL
OG0001344	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE	LOC119651796|XP_037911507.1|HILL
OG0001345	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE	LOC119652847|XP_037913127.1|HILL
OG0001346	LOC118505438|XP_035897125.1|ASTE	LOC119651609|XP_037911190.1|HILL
OG0001347	LOC118508585|XP_035904383.1|ASTE	LOC119656995|XP_037919658.1|HILL
OG0001348	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE	LOC119646138|XP_037902422.1|HILL
OG0001349	LOC118510488|XP_035908267.1|ASTE	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL
OG0001350	LOC118512205|XP_035912208.1|ASTE	LOC119656031|XP_037918222.1|HILL
OG0001351	LOC118512096|XP_035911955.1|ASTE	LOC119646934|XP_037903549.1|HILL
OG0001352	LOC118509480|XP_035906015.1|ASTE	LOC119646485|XP_037902868.1|HILL
OG0001353	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE	LOC119657814|XP_037920854.1|HILL
OG0001354	LOC118511541|XP_035910637.1|ASTE	LOC119661661|XP_037927022.1|HILL
OG0001355	LOC118511525|XP_035910607.1|ASTE	LOC119647144|XP_037903866.1|HILL
OG0001356	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE	LOC119659914|XP_037924167.1|HILL
OG0001357	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL
OG0001358	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE	LOC119649831|XP_037908101.1|HILL
OG0001359	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE	LOC119649801|XP_037908041.1|HILL
OG0001360	LOC118514357|XP_035917072.1|ASTE	LOC119660268|XP_037924655.1|HILL
OG0001361	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE	LOC119649638|XP_037907817.1|HILL
OG0001362	LOC118512297|XP_035912420.1|ASTE	LOC119649515|XP_037907624.1|HILL
OG0001363	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE	LOC119660259|XP_037924645.1|HILL
OG0001364	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE	LOC119653200|XP_037913699.1|HILL
OG0001365	LOC118513191|XP_035914572.1|ASTE	LOC119648268|XP_037905850.1|HILL
OG0001366	LOC118510332|XP_035907883.1|ASTE	LOC119649229|XP_037907216.1|HILL
OG0001367	LOC118509863|XP_035906966.1|ASTE	LOC119646490|XP_037902877.1|HILL
OG0001368	LOC118513233|XP_035914671.1|ASTE	LOC119658811|XP_037922460.1|HILL
OG0001369	LOC118514260|XP_035916869.1|ASTE	LOC119654759|XP_037916228.1|HILL
OG0001370	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE	LOC119646383|XP_037902755.1|HILL
OG0001371	LOC118509649|XP_035906463.1|ASTE	LOC119653164|XP_037913632.1|HILL
OG0001373	LOC118511033|XP_035909507.1|ASTE	LOC119653079|XP_037913495.1|HILL
OG0001374	LOC118513899|XP_035916109.1|ASTE	LOC119661235|XP_037926392.1|HILL
OG0001376	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE	LOC119646276|XP_037902613.1|HILL
OG0001377	LOC118513915|XP_035916158.1|ASTE	LOC119650354|XP_037908968.1|HILL
OG0001378	LOC118512644|XP_035913253.1|ASTE	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL
OG0001379	LOC118513889|XP_035916095.1|ASTE	LOC119647175|XP_037903910.1|HILL
OG0001379	LOC118513885|XP_035916092.1|ASTE	LOC119651100|XP_037910387.1|HILL
OG0001380	LOC118508988|XP_035904879.1|ASTE	LOC119661414|XP_037926677.1|HILL
OG0001381	LOC118514539|XP_035917415.1|ASTE	LOC119647953|XP_037905272.1|HILL
OG0001382	LOC118512516|XP_035912927.1|ASTE	LOC119661475|XP_037926765.1|HILL
OG0001383	LOC118511029|XP_035909502.1|ASTE	LOC119647254|XP_037904062.1|HILL
OG0001384	LOC118509868|XP_035906984.1|ASTE	LOC119650590|XP_037909365.1|HILL
OG0001385	LOC118506497|XP_035899585.1|ASTE	LOC119648519|XP_037906217.1|HILL
OG0001386	LOC118510837|XP_035909057.1|ASTE	LOC119648014|XP_037905349.1|HILL
OG0001387	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE	LOC119658144|XP_037921342.1|HILL
OG0001388	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE	LOC119647241|XP_037904032.1|HILL
OG0001389	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE	LOC119652995|XP_037913350.1|HILL
OG0001390	LOC118506752|XP_035900235.1|ASTE	LOC119659069|XP_037922906.1|HILL
OG0001391	LOC118504503|XP_035894922.1|ASTE	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL
OG0001392	LOC118506657|XP_035899968.1|ASTE	LOC119654285|XP_037915501.1|HILL
OG0001393	LOC118502606|XP_035890863.1|ASTE	LOC119658993|XP_037922803.1|HILL
OG0001394	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE	LOC119660939|XP_037925866.1|HILL
OG0001395	LOC118505832|XP_035898080.1|ASTE	LOC119659967|XP_037924255.1|HILL
OG0001396	LOC118506543|XP_035899727.1|ASTE	LOC119654659|XP_037916078.1|HILL
OG0001397	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE	LOC119660543|XP_037925106.1|HILL
OG0001399	LOC118512891|XP_035913888.1|ASTE	LOC119653725|XP_037914561.1|HILL
OG0001400	LOC118503474|XP_035892665.1|ASTE	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL
OG0001401	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE	LOC119650076|XP_037908503.1|HILL
OG0001402	LOC118508085|XP_035903453.1|ASTE	LOC119649300|XP_037907323.1|HILL
OG0001403	LOC118512335|XP_035912510.1|ASTE	LOC119657757|XP_037920740.1|HILL
OG0001404	LOC118505990|XP_035898449.1|ASTE	LOC119653478|XP_037914032.1|HILL
OG0001405	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL
OG0001406	LOC118506116|XP_035898717.1|ASTE	LOC119655945|XP_037918064.1|HILL
OG0001407	LOC118508052|XP_035903398.1|ASTE	LOC119649363|XP_037907405.1|HILL
OG0001408	LOC118509985|XP_035907259.1|ASTE	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL
OG0001410	LOC118506989|XP_035900800.1|ASTE, LOC118507043|XP_035900935.1|ASTE, LOC118517067|XP_035918817.1|ASTE	LOC119648418|XP_037906098.1|HILL, LOC119648417|XP_037906097.1|HILL
OG0001429	LOC118504939|XP_035895931.1|ASTE	LOC119653219|XP_037913722.1|HILL
OG0001429	LOC118504930|XP_035895920.1|ASTE	LOC119652468|XP_037912562.1|HILL
OG0001430	LOC118513099|XP_035914393.1|ASTE	LOC119647554|XP_037904478.1|HILL
OG0001431	LOC118502803|XP_035891317.1|ASTE	LOC119658102|XP_037921296.1|HILL, LOC119657456|XP_037920298.1|HILL
OG0001432	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE	LOC119657036|XP_037919718.1|HILL
OG0001433	LOC118503728|XP_035893234.1|ASTE	LOC119652346|XP_037912300.1|HILL
OG0001434	LOC118503987|XP_035893827.1|ASTE	LOC119656546|XP_037918836.1|HILL
OG0001435	LOC118511737|XP_035911080.1|ASTE	LOC119656806|XP_037919345.1|HILL
OG0001436	LOC118517432|XP_035919444.1|ASTE	LOC119656606|XP_037918968.1|HILL
OG0001437	LOC118513084|XP_035914345.1|ASTE	LOC119659054|XP_037922891.1|HILL
OG0001438	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE	LOC119656888|XP_037919486.1|HILL
OG0001439	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE	LOC119659035|XP_037922858.1|HILL
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC119651352|XP_037910839.1|HILL
OG0001441	LOC118517125|XP_035918882.1|ASTE, LOC118517113|XP_035918874.1|ASTE, LOC118517106|XP_035918863.1|ASTE	LOC119656960|XP_037919608.1|HILL
OG0001442	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE	LOC119657508|XP_037920372.1|HILL
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	LOC119653014|XP_037913378.1|HILL
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC119650719|XP_037909661.1|HILL
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC119650743|XP_037909739.1|HILL
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC119655582|XP_037917453.1|HILL
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC119652654|XP_037912834.1|HILL
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC119650287|XP_037908845.1|HILL
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC119657746|XP_037920724.1|HILL
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC119661787|XP_037927198.1|HILL
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC119647289|XP_037904121.1|HILL
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	LOC119649865|XP_037908164.1|HILL
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	LOC119659256|XP_037923175.1|HILL
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC119648164|XP_037905667.1|HILL
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC119649465|XP_037907551.1|HILL
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC119661698|XP_037927072.1|HILL
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	LOC119646766|XP_037903273.1|HILL
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	LOC119649746|XP_037907963.1|HILL
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC119647907|XP_037905148.1|HILL
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC119655555|XP_037917406.1|HILL
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC119647439|XP_037904286.1|HILL
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC119660865|XP_037925689.1|HILL
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC119647116|XP_037903831.1|HILL
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	LOC119646387|XP_037902758.1|HILL
OG0001468	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE	LOC119649357|XP_037907395.1|HILL
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC119660627|XP_037925261.1|HILL
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	LOC119650028|XP_037908433.1|HILL
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC119650245|XP_037908763.1|HILL
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC119648953|XP_037906799.1|HILL
OG0001474	LOC118511983|XP_035911615.1|ASTE	LOC119655942|XP_037918063.1|HILL
OG0001475	LOC118505830|XP_035898077.1|ASTE	LOC119646535|XP_037902929.1|HILL
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC119646631|XP_037903069.1|HILL
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC119653829|XP_037914803.1|HILL
OG0001478	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC119661320|XP_037926543.1|HILL
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC119652936|XP_037913257.1|HILL
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC119653980|XP_037915070.1|HILL
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC119653092|XP_037913523.1|HILL
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC119649244|XP_037907238.1|HILL
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC119652475|XP_037912573.1|HILL
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC119651066|XP_037910330.1|HILL
OG0001488	LOC118509962|XP_035907234.1|ASTE	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL
OG0001489	LOC118510785|XP_035908963.1|ASTE	LOC119651713|XP_037911355.1|HILL
OG0001490	LOC118510781|XP_035908959.1|ASTE	LOC119651715|XP_037911364.1|HILL
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC119646618|XP_037903052.1|HILL
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC119646771|XP_037903281.1|HILL
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC119655859|XP_037917907.1|HILL
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC119655481|XP_037917309.1|HILL
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC119653406|XP_037913898.1|HILL
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC119655329|XP_037917098.1|HILL
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC119657909|XP_037921011.1|HILL
OG0001498	LOC118505728|XP_035897806.1|ASTE	LOC119659865|XP_037924105.1|HILL
OG0001499	LOC118506250|XP_035899021.1|ASTE, LOC118508246|XP_035903752.1|ASTE, LOC118508247|XP_035903754.1|ASTE, LOC118509813|XP_035906860.1|ASTE, LOC118506252|XP_035899023.1|ASTE, LOC118506249|XP_035899019.1|ASTE, LOC118502494|XP_035890618.1|ASTE, LOC118508248|XP_035903755.1|ASTE	LOC119657291|XP_037920069.1|HILL
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC119655204|XP_037916903.1|HILL
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC119655492|XP_037917322.1|HILL
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC119656214|XP_037918538.1|HILL
OG0001505	LOC118503504|XP_035892740.1|ASTE	LOC119653550|XP_037914166.1|HILL
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC119655596|XP_037917481.1|HILL
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC119655846|XP_037917889.1|HILL
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC119656162|XP_037918432.1|HILL
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC119650653|XP_037909517.1|HILL
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC119653884|XP_037914930.1|HILL
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC119655067|XP_037916688.1|HILL
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC119649806|XP_037908045.1|HILL
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC119655346|XP_037917125.1|HILL
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC119656541|XP_037918815.1|HILL
