Orthogroup	ASTE.longest_only	DMEL.longest_only
OG0002044	LOC118506888|XP_035900545.1|ASTE	loco|NP_732773.1|DMEL
OG0002045	LOC118506722|XP_035900142.1|ASTE	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC118507696|XP_035902443.1|ASTE	CG11077|NP_651944.1|DMEL
OG0002047	LOC118506552|XP_035899749.1|ASTE	CG14200|NP_573387.1|DMEL
OG0002048	LOC118507584|XP_035902138.1|ASTE	CG10038|NP_650176.3|DMEL
OG0002049	LOC118507942|XP_035903153.1|ASTE	sals|NP_731573.1|DMEL
OG0002050	LOC118502660|XP_035891005.1|ASTE	nsl1|NP_732069.3|DMEL
OG0002051	LOC118502580|XP_035890812.1|ASTE	CG30022|NP_725047.2|DMEL
OG0002053	LOC118505802|XP_035898030.1|ASTE	CG34135|NP_001262385.1|DMEL, CG11768|NP_649829.1|DMEL
OG0002054	LOC118503254|XP_035892186.1|ASTE	CG12170|NP_649565.1|DMEL
OG0002055	LOC118506162|XP_035898827.1|ASTE	Tango9|NP_650136.1|DMEL
OG0002056	LOC118506167|XP_035898831.1|ASTE	Gcn5|NP_648586.2|DMEL
OG0002057	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE	CG6144|NP_001033895.1|DMEL
OG0002058	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE	thoc7|NP_728489.2|DMEL
OG0002059	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE	MED28|NP_651397.1|DMEL
OG0002060	LOC118504319|XP_035894538.1|ASTE	jef|NP_610983.1|DMEL
OG0002061	LOC118504320|XP_035894539.1|ASTE	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE	bbx|NP_001259770.1|DMEL
OG0002063	LOC118502562|XP_035890777.1|ASTE	APC7|NP_572329.3|DMEL
OG0002064	LOC118506846|XP_035900463.1|ASTE	Rop|NP_523916.2|DMEL
OG0002065	LOC118505157|XP_035896444.1|ASTE	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC118503644|XP_035893041.1|ASTE	Mhcl|NP_732109.2|DMEL
OG0002067	LOC118505857|XP_035898130.1|ASTE	Snap29|NP_523831.1|DMEL
OG0002068	LOC118510936|XP_035909263.1|ASTE	Atg7|NP_611350.1|DMEL
OG0002069	LOC118506005|XP_035898483.1|ASTE	CG17486|NP_001036446.2|DMEL
OG0002070	LOC118506014|XP_035898493.1|ASTE	Fdh|NP_524310.1|DMEL
OG0002071	LOC118507225|XP_035901278.1|ASTE	Osbp|NP_477271.1|DMEL
OG0002072	LOC118507929|XP_035903125.1|ASTE	Rrp42|NP_725517.2|DMEL
OG0002073	LOC118503423|XP_035892555.1|ASTE	Plp|NP_001027574.2|DMEL
OG0002074	LOC118507274|XP_035901471.1|ASTE	CG11807|NP_611017.1|DMEL
OG0002075	LOC118508102|XP_035903478.1|ASTE	SmE|NP_609162.1|DMEL
OG0002076	LOC118504187|XP_035894253.1|ASTE	ReepA|NP_001188988.1|DMEL
OG0002077	LOC118512370|XP_035912613.1|ASTE	mwh|NP_001261244.1|DMEL
OG0002078	LOC118507408|XP_035901762.1|ASTE	CG16935|NP_610914.2|DMEL
OG0002079	LOC118505316|XP_035896853.1|ASTE	Ssk|NP_649184.1|DMEL
OG0002080	LOC118506143|XP_035898783.1|ASTE	CG30456|NP_611188.3|DMEL
OG0002081	LOC118503442|XP_035892599.1|ASTE	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC118506034|XP_035898546.1|ASTE	unc-104|NP_611155.3|DMEL
OG0002083	LOC118509900|XP_035907048.1|ASTE	PsGEF|NP_996333.4|DMEL
OG0002084	LOC118507329|XP_035901611.1|ASTE	CG3500|NP_611783.1|DMEL
OG0002086	LOC118507183|XP_035901148.1|ASTE	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC118512331|XP_035912499.1|ASTE	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC118505278|XP_035896740.1|ASTE	CG32425|NP_730546.1|DMEL
OG0002089	LOC118505914|XP_035898267.1|ASTE	gcl|NP_724708.1|DMEL
OG0002090	LOC118505956|XP_035898382.1|ASTE	Syx13|NP_524054.1|DMEL
OG0002091	LOC118507396|XP_035901742.1|ASTE	CG13575|NP_611903.1|DMEL
OG0002092	LOC118504180|XP_035894225.1|ASTE	fax|NP_524106.3|DMEL
OG0002093	LOC118504179|XP_035894224.1|ASTE	GM130|NP_611642.2|DMEL
OG0002094	LOC118503055|XP_035891813.1|ASTE	PHDP|NP_523834.1|DMEL
OG0002095	LOC118503944|XP_035893714.1|ASTE	Rcd-1r|NP_609269.1|DMEL, Rcd-1|NP_608335.1|DMEL
OG0002096	LOC118503857|XP_035893462.1|ASTE	Asx|NP_001260969.1|DMEL
OG0002097	LOC118507103|XP_035900999.1|ASTE	clos|NP_001097246.3|DMEL
OG0002098	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE	CG7166|NP_649339.2|DMEL
OG0002099	LOC118504082|XP_035894043.1|ASTE	CG9601|NP_649792.3|DMEL
OG0002100	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE	MsrA|NP_001261879.1|DMEL
OG0002101	LOC118507399|XP_035901746.1|ASTE	pdm3|NP_001188885.2|DMEL
OG0002102	LOC118503731|XP_035893238.1|ASTE	tapas|NP_611475.3|DMEL
OG0002103	LOC118503304|XP_035892315.1|ASTE	Coq2|NP_649789.1|DMEL
OG0002117	LOC118505507|XP_035897285.1|ASTE	CG7744|NP_611422.2|DMEL
OG0002118	LOC118502971|XP_035891638.1|ASTE	nvd|NP_001097670.1|DMEL
OG0002119	LOC118503759|XP_035893315.1|ASTE	Smg6|NP_651321.1|DMEL
OG0002120	LOC118509540|XP_035906173.1|ASTE	sv|NP_524633.3|DMEL
OG0002121	LOC118503831|XP_035893435.1|ASTE	Usp1|NP_733282.1|DMEL
OG0002123	LOC118505667|XP_035897689.1|ASTE	cdc14|NP_609153.1|DMEL
OG0002124	LOC118510740|XP_035908865.1|ASTE	CG32548|NP_728167.1|DMEL
OG0002125	LOC118517608|XP_035919800.1|ASTE	ckn|NP_611009.1|DMEL
OG0002126	LOC118506343|XP_035899224.1|ASTE	tzn|NP_730568.1|DMEL
OG0002127	LOC118503477|XP_035892669.1|ASTE	Ankle2|NP_573221.2|DMEL
OG0002128	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE	HisRS|NP_573305.2|DMEL
OG0002129	LOC118508956|XP_035904776.1|ASTE	Epg5|NP_650752.2|DMEL
OG0002130	LOC118508139|XP_035903554.1|ASTE	CG14795|NP_569925.2|DMEL
OG0002131	LOC118511581|XP_035910724.1|ASTE	CG18600|NP_650708.1|DMEL
OG0002132	LOC118513214|XP_035914621.1|ASTE	RpL7|NP_523531.1|DMEL
OG0002133	LOC118513258|XP_035914750.1|ASTE	Paics|NP_572826.1|DMEL
OG0002134	LOC118502713|XP_035891161.1|ASTE	CG8173|NP_573239.1|DMEL
OG0002135	LOC118504575|XP_035895115.1|ASTE	mys|NP_524793.2|DMEL
OG0002136	LOC118517379|XP_035919295.1|ASTE	trp|NP_476768.1|DMEL
OG0002137	LOC118517358|XP_035919259.1|ASTE	CG5902|NP_651201.1|DMEL
OG0002138	LOC118508588|XP_035904388.1|ASTE	Vps4|NP_573258.1|DMEL
OG0002139	LOC118508612|XP_035904390.1|ASTE	Vap33|NP_570087.1|DMEL
OG0002140	LOC118513209|XP_035914618.1|ASTE	fend|NP_572528.1|DMEL
OG0002141	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE	RpL10|NP_651954.3|DMEL
OG0002142	LOC118505402|XP_035897035.1|ASTE	CG9853|NP_001097680.1|DMEL
OG0002143	LOC118510683|XP_035908745.1|ASTE	Tango14|NP_608577.2|DMEL
OG0002144	LOC118517416|XP_035919416.1|ASTE	Mitf|NP_001245436.1|DMEL
OG0002145	LOC118517448|XP_035919487.1|ASTE	CG5023|NP_650867.1|DMEL
OG0002146	LOC118502808|XP_035891343.1|ASTE	lost|NP_649466.1|DMEL
OG0002147	LOC118517475|XP_035919553.1|ASTE	CG43347|NP_001138185.2|DMEL
OG0002148	LOC118504345|XP_035894605.1|ASTE	CG14969|NP_647809.3|DMEL
OG0002149	LOC118517464|XP_035919525.1|ASTE	4E-T|NP_726619.2|DMEL
OG0002150	LOC118506059|XP_035898599.1|ASTE	drd|NP_001033845.1|DMEL
OG0002151	LOC118511205|XP_035909879.1|ASTE	Nse4|NP_609405.2|DMEL
OG0002152	LOC118509815|XP_035906865.1|ASTE	CG31122|NP_001356888.1|DMEL
OG0002153	LOC118506211|XP_035898925.1|ASTE	dmrt99B|NP_524549.1|DMEL
OG0002154	LOC118509923|XP_035907135.1|ASTE	inc|NP_569926.2|DMEL
OG0002155	LOC118506206|XP_035898911.1|ASTE	tll|NP_524596.1|DMEL
OG0002156	LOC118505756|XP_035897871.1|ASTE	CG7369|NP_649415.2|DMEL
OG0002157	LOC118508128|XP_035903529.1|ASTE	timeout|NP_524341.3|DMEL
OG0002158	LOC118517370|XP_035919281.1|ASTE	CG5335|NP_611349.2|DMEL
OG0002159	LOC118504805|XP_035895693.1|ASTE	roh|NP_726318.1|DMEL
OG0002160	LOC118508129|XP_035907722.1|ASTE	slou|NP_001262808.1|DMEL
OG0002161	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE	snRNP-U1-C|NP_650767.1|DMEL
OG0002162	LOC118502665|XP_035891021.1|ASTE	CG12814|NP_001262454.1|DMEL
OG0002163	LOC118507651|XP_035902314.1|ASTE	lin-52|NP_572256.1|DMEL
OG0002164	LOC118504758|XP_035895577.1|ASTE	Ssadh|NP_651408.1|DMEL
OG0002165	LOC118508279|XP_035903813.1|ASTE	CG12288|NP_609822.1|DMEL
OG0002166	LOC118514682|XP_035917661.1|ASTE	Yip1d1|NP_609596.1|DMEL
OG0002167	LOC118504438|XP_035894788.1|ASTE	wbl|NP_725867.1|DMEL
OG0002168	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE	gbb|NP_477340.1|DMEL
OG0002169	LOC118507241|XP_035901386.1|ASTE	defl|NP_648352.2|DMEL
OG0002170	LOC118505581|XP_035897431.1|ASTE	ABCD|NP_651906.1|DMEL
OG0002171	LOC118502730|XP_035891184.1|ASTE	CG33108|NP_788728.1|DMEL
OG0002172	LOC118506467|XP_035899535.1|ASTE	hh|NP_001034065.1|DMEL
OG0002173	LOC118514148|XP_035916652.1|ASTE	aurB|NP_477336.1|DMEL
OG0002174	LOC118508485|XP_035904196.1|ASTE	CG8461|NP_650367.1|DMEL
OG0002175	LOC118508486|XP_035904198.1|ASTE	mRpL11|NP_524351.1|DMEL
OG0002176	LOC118508452|XP_035904147.1|ASTE	Prp18|NP_650776.1|DMEL
OG0002177	LOC118507790|XP_035902720.1|ASTE	Scp2|NP_524381.1|DMEL
OG0002178	LOC118507537|XP_035902007.1|ASTE	CG6051|NP_001097943.1|DMEL
OG0002179	LOC118504989|XP_035896051.1|ASTE	lobo|NP_001036757.1|DMEL
OG0002180	LOC118505448|XP_035897140.1|ASTE	hdc|NP_788768.1|DMEL
OG0002181	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE	l_1_G0320|NP_572567.1|DMEL
OG0002182	LOC118506784|XP_035900290.1|ASTE	CG2698|NP_001246976.1|DMEL
OG0002183	LOC118506792|XP_035900304.1|ASTE	mip40|NP_611407.1|DMEL
OG0002184	LOC118504901|XP_035895860.1|ASTE	RpII140|NP_476706.1|DMEL
OG0002185	LOC118502908|XP_035891523.1|ASTE	CG5044|NP_732020.2|DMEL
OG0002186	LOC118505240|XP_035896683.1|ASTE	CG9107|NP_608981.1|DMEL
OG0002187	LOC118506381|XP_035899306.1|ASTE	CCT1|NP_524450.2|DMEL
OG0002188	LOC118511393|XP_035910316.1|ASTE	Not11|NP_726406.1|DMEL
OG0002189	LOC118502867|XP_035891467.1|ASTE	mRpS5|NP_001036652.1|DMEL
OG0002190	LOC118507907|XP_035903063.1|ASTE	Gdh|NP_524470.4|DMEL
OG0002191	LOC118503569|XP_035892895.1|ASTE	Pex16|NP_649252.1|DMEL
OG0002192	LOC118507169|XP_035901128.1|ASTE	bora|NP_649048.1|DMEL
OG0002193	LOC118502697|XP_035891110.1|ASTE	jumu|NP_524302.1|DMEL
OG0002194	LOC118502888|XP_035891499.1|ASTE	CG5646|NP_651568.1|DMEL
OG0002195	LOC118507796|XP_035902742.1|ASTE	CG13605|NP_651214.2|DMEL
OG0002196	LOC118504279|XP_035894446.1|ASTE	MED7|NP_731500.1|DMEL
OG0002197	LOC118506443|XP_035899471.1|ASTE	CG7049|NP_612003.1|DMEL
OG0002198	LOC118506179|XP_035898845.1|ASTE	CG17816|NP_001097706.1|DMEL
OG0002199	LOC118506450|XP_035899482.1|ASTE	RpA-70|NP_524274.1|DMEL
OG0002200	LOC118505414|XP_035897056.1|ASTE	Gip|NP_511106.1|DMEL
OG0002202	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE	CG9297|NP_788674.1|DMEL
OG0002203	LOC118502929|XP_035891560.1|ASTE	Pde6|NP_001262566.1|DMEL
OG0002204	LOC118506367|XP_035899283.1|ASTE	Hr96|NP_524493.1|DMEL
OG0002205	LOC118506796|XP_035900311.1|ASTE	apn|NP_650270.1|DMEL
OG0002206	LOC118507999|XP_035903263.1|ASTE	cd|NP_651081.1|DMEL
OG0002207	LOC118505211|XP_035896613.1|ASTE	fkh|NP_001263038.1|DMEL
OG0002208	LOC118505185|XP_035896533.1|ASTE	mIF2|NP_651621.2|DMEL
OG0002209	LOC118504832|XP_035895729.1|ASTE	Spat|NP_511062.1|DMEL
OG0002210	LOC118508005|XP_035903280.1|ASTE	CG1208|NP_001097692.1|DMEL
OG0002211	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE	Dic1|NP_650279.1|DMEL
OG0002212	LOC118503193|XP_035892068.1|ASTE	CG14285|NP_650773.1|DMEL
OG0002213	LOC118505443|XP_035897133.1|ASTE	twr|NP_649676.1|DMEL
OG0002214	LOC118517710|XP_035920049.1|ASTE	CG34034|NP_001163678.1|DMEL
OG0002215	LOC118511933|XP_035911507.1|ASTE	btsz|NP_001247109.1|DMEL
OG0002216	LOC118506810|XP_035900361.1|ASTE	Cap-D2|NP_651709.1|DMEL
OG0002217	LOC118504422|XP_035894751.1|ASTE	Hexim|NP_731932.1|DMEL
OG0002218	LOC118508587|XP_035904385.1|ASTE	Alg14|NP_573031.1|DMEL
OG0002219	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE	yellow-e|NP_524344.1|DMEL
OG0002220	LOC118502954|XP_035891604.1|ASTE	Ir87a|NP_650290.2|DMEL
OG0002221	LOC118512120|XP_035911991.1|ASTE	Tmc|NP_001303362.1|DMEL
OG0002224	LOC118511464|XP_035910459.1|ASTE	CG43340|NP_001246184.1|DMEL
OG0002225	LOC118513122|XP_035914417.1|ASTE	frac|NP_001137905.1|DMEL
OG0002226	LOC118512964|XP_035914083.1|ASTE	CG17266|NP_610224.1|DMEL
OG0002227	LOC118512046|XP_035911768.1|ASTE	SLO2|NP_001097259.2|DMEL
OG0002228	LOC118512073|XP_035911856.1|ASTE	pnut|NP_477064.1|DMEL
OG0002229	LOC118512084|XP_035911937.1|ASTE	CG42360|NP_611946.2|DMEL
OG0002230	LOC118512100|XP_035911960.1|ASTE	Taz|NP_477432.3|DMEL
OG0002231	LOC118512056|XP_035911800.1|ASTE	Br140|NP_610266.1|DMEL
OG0002233	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE	CG10657|NP_648579.3|DMEL
OG0002234	LOC118513338|XP_035914853.1|ASTE, LOC118513012|XP_035914179.1|ASTE	Cpr47Ef|NP_610660.2|DMEL
OG0002235	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE	Liprin-gamma|NP_001097414.1|DMEL
OG0002236	LOC118513001|XP_035914151.1|ASTE	Phm|NP_477225.1|DMEL
OG0002237	LOC118512996|XP_035914146.1|ASTE	MAN1|NP_611873.1|DMEL
OG0002238	LOC118514491|XP_035917307.1|ASTE	koi|NP_001260738.1|DMEL
OG0002239	LOC118510562|XP_035908439.1|ASTE	spt4|NP_610802.1|DMEL
OG0002240	LOC118508906|XP_035904657.1|ASTE	Swim|NP_726176.1|DMEL
OG0002241	LOC118512142|XP_035912062.1|ASTE	CG3437|NP_648318.2|DMEL
OG0002243	LOC118509122|XP_035905202.1|ASTE	CG4335|NP_650886.1|DMEL
OG0002244	LOC118509120|XP_035905197.1|ASTE	CG7839|NP_648431.3|DMEL
OG0002245	LOC118512677|XP_035913349.1|ASTE	CG32369|NP_729296.1|DMEL
OG0002246	LOC118512690|XP_035913373.1|ASTE	CG15236|NP_610241.1|DMEL
OG0002247	LOC118513104|XP_035914398.1|ASTE	Pym|NP_726372.1|DMEL
OG0002248	LOC118509410|XP_035905873.1|ASTE	Hexo1|NP_523924.1|DMEL
OG0002249	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE	CG34461|NP_001097547.1|DMEL
OG0002251	LOC118509713|XP_035906691.1|ASTE	otp|NP_001286654.1|DMEL
OG0002252	LOC118511909|XP_035911437.1|ASTE	CG13442|NP_611511.3|DMEL
OG0002253	LOC118509671|XP_035906564.1|ASTE	CG4622|NP_611929.1|DMEL
OG0002254	LOC118510161|XP_035907562.1|ASTE	niki|NP_651293.1|DMEL
OG0002255	LOC118511430|XP_035910414.1|ASTE	ND-18|NP_573385.1|DMEL
OG0002256	LOC118511531|XP_035910613.1|ASTE	CG33144|NP_788324.1|DMEL
OG0002257	LOC118509590|XP_035906256.1|ASTE	Fbl6|NP_610665.2|DMEL
OG0002258	LOC118510362|XP_035907963.1|ASTE	CG9953|NP_648067.2|DMEL
OG0002259	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE	Gbeta13F|NP_525090.1|DMEL
OG0002260	LOC118510417|XP_035908079.1|ASTE	TORIP|NP_649149.1|DMEL
OG0002261	LOC118510383|XP_035908022.1|ASTE	asf1|NP_524163.1|DMEL
OG0002263	LOC118511448|XP_035910442.1|ASTE	SsRbeta|NP_524103.2|DMEL
OG0002264	LOC118509654|XP_035906501.1|ASTE	Fcp1|NP_611934.1|DMEL
OG0002265	LOC118512810|XP_035913655.1|ASTE	Adi1|NP_001097577.1|DMEL
OG0002266	LOC118510215|XP_035907667.1|ASTE	fln|NP_524174.1|DMEL
OG0002267	LOC118514340|XP_035917050.1|ASTE	ValRS-m|NP_648268.1|DMEL
OG0002268	LOC118514259|XP_035916868.1|ASTE	Pc|NP_524199.1|DMEL
OG0002269	LOC118510335|XP_035907886.1|ASTE	CG30089|NP_611056.2|DMEL
OG0002270	LOC118510096|XP_035907414.1|ASTE	SP2353|NP_611082.2|DMEL
OG0002271	LOC118510340|XP_035907904.1|ASTE	CG5087|NP_648279.1|DMEL
OG0002272	LOC118514352|XP_035917067.1|ASTE	CG7974|NP_647643.1|DMEL
OG0002273	LOC118512827|XP_035913708.1|ASTE	pHCl-1|NP_001261898.1|DMEL
OG0002274	LOC118511865|XP_035911340.1|ASTE	mub|NP_001246875.1|DMEL
OG0002275	LOC118514222|XP_035916813.1|ASTE	CG6512|NP_730248.2|DMEL
OG0002276	LOC118514361|XP_035917082.1|ASTE	Iml1|NP_728621.1|DMEL
OG0002277	LOC118509700|XP_035906664.1|ASTE	stet|NP_788450.1|DMEL
OG0002278	LOC118509037|XP_035904970.1|ASTE	Ir64a|NP_647962.1|DMEL
OG0002279	LOC118510327|XP_035907865.1|ASTE	Pdxk|NP_996031.1|DMEL
OG0002280	LOC118510303|XP_035907825.1|ASTE	Zcchc7|NP_648926.3|DMEL
OG0002281	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE	CG13025|NP_648919.1|DMEL
OG0002282	LOC118514625|XP_035917516.1|ASTE	CG12016|NP_647805.1|DMEL
OG0002283	LOC118508859|XP_035904510.1|ASTE	ppk3|NP_726336.1|DMEL
OG0002284	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE	Vps28|NP_652053.1|DMEL
OG0002285	LOC118509559|XP_035906207.1|ASTE	CG4617|NP_572383.1|DMEL
OG0002286	LOC118514227|XP_035916819.1|ASTE	Art7|NP_611753.4|DMEL
OG0002287	LOC118511799|XP_035911222.1|ASTE	CG8405|NP_725521.1|DMEL
OG0002288	LOC118511560|XP_035910685.1|ASTE	smg|NP_001137924.1|DMEL
OG0002289	LOC118514451|XP_035917261.1|ASTE	CG6638|NP_648239.1|DMEL
OG0002290	LOC118511748|XP_035911105.1|ASTE	CG9222|NP_608999.2|DMEL
OG0002291	LOC118509648|XP_035906462.1|ASTE	wech|NP_524772.2|DMEL
OG0002292	LOC118510356|XP_035907950.1|ASTE	coro|NP_001260743.1|DMEL
OG0002293	LOC118511334|XP_035910160.1|ASTE	CG10395|NP_724408.4|DMEL
OG0002294	LOC118511350|XP_035910202.1|ASTE	Sgt1|NP_649783.2|DMEL
OG0002295	LOC118505030|XP_035896139.1|ASTE	uif|NP_001162899.1|DMEL
OG0002296	LOC118504540|XP_035895003.1|ASTE	jp|NP_001369124.1|DMEL
OG0002297	LOC118507004|XP_035900791.1|ASTE	Amt|NP_001097800.1|DMEL
OG0002298	LOC118511201|XP_035909873.1|ASTE	RpL12|NP_524819.1|DMEL
OG0002299	LOC118511199|XP_035909871.1|ASTE	Rpb5|NP_610630.1|DMEL
OG0002300	LOC118511035|XP_035909515.1|ASTE	DIP-eta|NP_608946.3|DMEL
OG0002301	LOC118513933|XP_035916197.1|ASTE	CG2201|NP_724349.1|DMEL
OG0002302	LOC118511746|XP_035911098.1|ASTE	step|NP_001036375.2|DMEL
OG0002303	LOC118507661|XP_035902331.1|ASTE	RpL36|NP_476629.1|DMEL
OG0002304	LOC118512695|XP_035913396.1|ASTE	mol|NP_001036362.1|DMEL
OG0002305	LOC118513310|XP_035914786.1|ASTE	trbl|NP_524672.1|DMEL
OG0002306	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE	Aasdh|NP_609230.2|DMEL
OG0002307	LOC118511257|XP_035910014.1|ASTE	wry|NP_995611.2|DMEL
OG0002308	LOC118513924|XP_035916185.1|ASTE	Mtpalpha|NP_609299.1|DMEL
OG0002309	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE	cype|NP_536787.1|DMEL
OG0002310	LOC118513511|XP_035915258.1|ASTE	Ret|NP_477044.1|DMEL
OG0002311	LOC118511175|XP_035909812.1|ASTE	Lar|NP_001260594.1|DMEL
OG0002312	LOC118511173|XP_035909809.1|ASTE	CG9395|NP_609639.2|DMEL
OG0002313	LOC118511612|XP_035910795.1|ASTE	tra2|NP_476764.1|DMEL
OG0002314	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE	CG8736|NP_610394.2|DMEL
OG0002315	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE	Mppe|NP_001286327.1|DMEL
OG0002316	LOC118511127|XP_035909753.1|ASTE	dUTPase|NP_609479.1|DMEL
OG0002317	LOC118511641|XP_035910855.1|ASTE	CTPsyn|NP_730023.1|DMEL
OG0002318	LOC118514012|XP_035916374.1|ASTE	Grip71|NP_609902.3|DMEL
OG0002319	LOC118514001|XP_035916330.1|ASTE	CG16812|NP_609619.1|DMEL
OG0002320	LOC118513420|XP_035915025.1|ASTE	CG30291|NP_726016.1|DMEL
OG0002321	LOC118513236|XP_035914681.1|ASTE	RpS11|NP_725114.1|DMEL
OG0002322	LOC118510602|XP_035908502.1|ASTE	dtr|NP_724335.2|DMEL
OG0002323	LOC118513423|XP_035915029.1|ASTE	CG9253|NP_610090.1|DMEL
OG0002324	LOC118509076|XP_035905101.1|ASTE	Rnf146|NP_001137978.1|DMEL
OG0002325	LOC118509087|XP_035905112.1|ASTE	CG43693|NP_001261694.1|DMEL
OG0002326	LOC118509088|XP_035905115.1|ASTE	CG7888|NP_648425.1|DMEL
OG0002327	LOC118509089|XP_035905116.1|ASTE	cu|NP_001097746.1|DMEL
OG0002328	LOC118511755|XP_035911113.1|ASTE	COX4|NP_610013.1|DMEL
OG0002329	LOC118511606|XP_035910782.1|ASTE	MFS3|NP_608572.1|DMEL
OG0002330	LOC118511682|XP_035910949.1|ASTE	Tfb4|NP_608574.2|DMEL
OG0002331	LOC118511660|XP_035910901.1|ASTE	CG7322|NP_573333.2|DMEL
OG0002332	LOC118509846|XP_035906937.1|ASTE	CPT2|NP_647756.1|DMEL
OG0002333	LOC118508802|XP_035904414.1|ASTE	CG30423|NP_726490.3|DMEL
OG0002334	LOC118513671|XP_035915667.1|ASTE	CG11034|NP_608961.2|DMEL
OG0002335	LOC118511602|XP_035910777.1|ASTE	FANCI|NP_610429.2|DMEL
OG0002336	LOC118509052|XP_035905054.1|ASTE	nkd|NP_524788.2|DMEL
OG0002337	LOC118514506|XP_035917335.1|ASTE	Not1|NP_001286252.1|DMEL
OG0002338	LOC118512501|XP_035912903.1|ASTE	CG4502|NP_609103.1|DMEL
OG0002339	LOC118512524|XP_035912959.1|ASTE	Mad|NP_001259992.1|DMEL
OG0002340	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE	CG16965|NP_609528.3|DMEL
OG0002341	LOC118512475|XP_035912856.1|ASTE	sel|NP_610547.1|DMEL
OG0002342	LOC118512469|XP_035912844.1|ASTE	Pgant5|NP_001036338.1|DMEL
OG0002343	LOC118512556|XP_035913035.1|ASTE	vkg|NP_477190.1|DMEL
OG0002344	LOC118512570|XP_035913078.1|ASTE	rl|NP_001287635.1|DMEL
OG0002345	LOC118513768|XP_035915837.1|ASTE	CG8728|NP_610333.1|DMEL
OG0002346	LOC118511769|XP_035911150.1|ASTE	sip2|NP_723234.2|DMEL
OG0002347	LOC118514162|XP_035916719.1|ASTE	EndoG|NP_610737.1|DMEL
OG0002348	LOC118513743|XP_035915793.1|ASTE	mtsh|NP_609208.2|DMEL
OG0002349	LOC118513770|XP_035915840.1|ASTE	rnh1|NP_477315.1|DMEL
OG0002350	LOC118510057|XP_035907339.1|ASTE	drosha|NP_477436.1|DMEL
OG0002351	LOC118513362|XP_035914887.1|ASTE	Cpr49Ae|NP_610774.3|DMEL
OG0002352	LOC118512531|XP_035912976.1|ASTE	vg|NP_523723.1|DMEL
OG0002353	LOC118510590|XP_035908484.1|ASTE	CG40191|NP_001015174.1|DMEL
OG0002354	LOC118511776|XP_035911164.1|ASTE	CG9515|NP_001285769.1|DMEL
OG0002355	LOC118514537|XP_035917413.1|ASTE	CG17528|NP_001036462.1|DMEL
OG0002356	LOC118508982|XP_035904863.1|ASTE	Tpr2|NP_523584.1|DMEL
OG0002357	LOC118508981|XP_035904862.1|ASTE	CG7987|NP_650375.1|DMEL
OG0002358	LOC118513283|XP_035914743.1|ASTE	me31B|NP_523533.2|DMEL
OG0002359	LOC118509223|XP_035905416.1|ASTE	HIP-R|NP_726885.1|DMEL, HIP|NP_570074.3|DMEL
