Orthogroup	ASTE.longest_only	SLEB.longest_only
OG0002467	LOC118504083|XP_035894045.1|ASTE	LOC115622344|XP_030372116.1|SLEB
OG0002468	LOC118504128|XP_035894108.1|ASTE	LOC115634111|XP_030387534.1|SLEB
OG0002469	LOC118504140|XP_035894127.1|ASTE	LOC115621804|XP_030371447.1|SLEB
OG0002470	LOC118504152|XP_035894174.1|ASTE	LOC115621985|XP_030371702.1|SLEB
OG0002471	LOC118507191|XP_035901157.1|ASTE	LOC115634817|XP_030388595.1|SLEB
OG0002472	LOC118507421|XP_035901780.1|ASTE	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB
OG0002473	LOC118507427|XP_035901790.1|ASTE, LOC118517352|XP_035919245.1|ASTE	LOC115624669|XP_030375322.1|SLEB
OG0002474	LOC118505863|XP_035898141.1|ASTE	LOC115622898|XP_030372877.1|SLEB
OG0002475	LOC118506104|XP_035898683.1|ASTE	LOC115621671|XP_030371242.1|SLEB
OG0002476	LOC118507335|XP_035901617.1|ASTE	LOC115619978|XP_030368875.1|SLEB
OG0002477	LOC118507391|XP_035901738.1|ASTE, LOC118517306|XP_035919184.1|ASTE	LOC115632990|XP_030386173.1|SLEB
OG0002478	LOC118507747|XP_035902643.1|ASTE, LOC118517292|XP_035919170.1|ASTE	LOC115627076|XP_030378523.1|SLEB
OG0002479	LOC118504181|XP_035894233.1|ASTE	LOC115624756|XP_030375448.1|SLEB
OG0002480	LOC118503899|XP_035893575.1|ASTE	LOC115634254|XP_030387708.1|SLEB
OG0002481	LOC118507205|XP_035901181.1|ASTE	LOC115629104|XP_030381286.1|SLEB
OG0002482	LOC118506103|XP_035898682.1|ASTE	LOC115634245|XP_030387699.1|SLEB
OG0002483	LOC118503393|XP_035892488.1|ASTE	LOC115624229|XP_030374709.1|SLEB
OG0002484	LOC118503400|XP_035892496.1|ASTE	LOC115621714|XP_030371288.1|SLEB
OG0002485	LOC118504058|XP_035893984.1|ASTE	LOC115630963|XP_030383401.1|SLEB
OG0002486	LOC118508093|XP_035903465.1|ASTE	LOC115624749|XP_030375437.1|SLEB
OG0002487	LOC118516470|XP_035918267.1|ASTE, LOC118505890|XP_035898231.1|ASTE	LOC115625836|XP_030376895.1|SLEB
OG0002488	LOC118503354|XP_035892434.1|ASTE	LOC115624607|XP_030375217.1|SLEB
OG0002489	LOC118503094|XP_035891881.1|ASTE	LOC115621007|XP_030370390.1|SLEB
OG0002490	LOC118508109|XP_035903496.1|ASTE	LOC115634007|XP_030387393.1|SLEB
OG0002491	LOC118506139|XP_035898780.1|ASTE	LOC115633101|XP_030386341.1|SLEB
OG0002492	LOC118503732|XP_035893240.1|ASTE	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC118503735|XP_035893245.1|ASTE	LOC115626982|XP_030378361.1|SLEB
OG0002495	LOC118508169|XP_035903611.1|ASTE	LOC115622644|XP_030372550.1|SLEB, LOC115634497|XP_030388116.1|SLEB
OG0002496	LOC118504264|XP_035894386.1|ASTE	LOC115625351|XP_030376245.1|SLEB
OG0002498	LOC118514598|XP_035917488.1|ASTE	LOC115622424|XP_030372219.1|SLEB
OG0002508	LOC118505390|XP_035896997.1|ASTE	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC118503652|XP_035893069.1|ASTE	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC118517388|XP_035919332.1|ASTE	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC118510538|XP_035908393.1|ASTE	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC118509606|XP_035906301.1|ASTE	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC118509495|XP_035906047.1|ASTE	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC118503848|XP_035893453.1|ASTE	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC118508560|XP_035904354.1|ASTE	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC118505244|XP_035896693.1|ASTE	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC118517033|XP_035918814.1|ASTE	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC118510575|XP_035908461.1|ASTE	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC118510595|XP_035908495.1|ASTE	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC118510758|XP_035908899.1|ASTE	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC118503982|XP_035893819.1|ASTE	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC118505575|XP_035897424.1|ASTE, LOC118516169|XP_035917999.1|ASTE	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC118512350|XP_035912543.1|ASTE	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC118507843|XP_035902867.1|ASTE	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC118512989|XP_035914137.1|ASTE	LOC115620424|XP_030369511.1|SLEB
OG0002527	LOC118509273|XP_035905525.1|ASTE	LOC115620188|XP_030369178.1|SLEB
OG0002528	LOC118503527|XP_035892808.1|ASTE	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC118504189|XP_035894257.1|ASTE	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC118517371|XP_035919283.1|ASTE, LOC118517364|XP_035919275.1|ASTE	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC118504538|XP_035895001.1|ASTE	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC118511886|XP_035911406.1|ASTE, LOC118516452|XP_035918241.1|ASTE	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC118517363|XP_035919273.1|ASTE	LOC115626735|XP_030378042.1|SLEB
OG0002534	LOC118517469|XP_035919535.1|ASTE	LOC115629335|XP_030381645.1|SLEB
OG0002535	LOC118503150|XP_035892011.1|ASTE	LOC115633953|XP_030387333.1|SLEB
OG0002536	LOC118512168|XP_035912146.1|ASTE, LOC118506053|XP_035898588.1|ASTE	LOC115621066|XP_030370451.1|SLEB
OG0002537	LOC118513374|XP_035914903.1|ASTE	LOC115634580|XP_030388273.1|SLEB
OG0002539	LOC118508638|XP_035904392.1|ASTE	LOC115634715|XP_030388458.1|SLEB
OG0002540	LOC118512744|XP_035913527.1|ASTE, LOC118513058|XP_035914299.1|ASTE	LOC115621578|XP_030371128.1|SLEB
OG0002541	LOC118512467|XP_035912840.1|ASTE, LOC118516402|XP_035918157.1|ASTE	LOC115627779|XP_030379448.1|SLEB
OG0002542	LOC118517257|XP_035919127.1|ASTE, LOC118509608|XP_035906311.1|ASTE, LOC118517433|XP_035919447.1|ASTE	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC118504388|XP_035894691.1|ASTE, LOC118517318|XP_035919190.1|ASTE, LOC118509376|XP_035905810.1|ASTE	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC118512658|XP_035913287.1|ASTE, LOC118512903|XP_035913917.1|ASTE	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC118506277|XP_035899087.1|ASTE	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC118511076|XP_035909643.1|ASTE, LOC118506951|XP_035900663.1|ASTE	LOC115620815|XP_030370102.1|SLEB, LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC118504305|XP_035894503.1|ASTE	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC118511409|XP_035910362.1|ASTE	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC118511019|XP_035909497.1|ASTE	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC118513200|XP_035914630.1|ASTE	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC118509143|XP_035905242.1|ASTE	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC118502525|XP_035890682.1|ASTE, LOC118516396|XP_035918154.1|ASTE	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC118511133|XP_035909760.1|ASTE	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC118506047|XP_035898575.1|ASTE	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC118508260|XP_035903781.1|ASTE	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC118508144|XP_035903568.1|ASTE	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC118504220|XP_035894320.1|ASTE, LOC118505771|XP_035897924.1|ASTE	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC118512460|XP_035912827.1|ASTE, LOC118512932|XP_035913989.1|ASTE	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC118517421|XP_035919423.1|ASTE	LOC115620522|XP_030369648.1|SLEB
OG0002561	LOC118517424|XP_035919429.1|ASTE	LOC115620350|XP_030369411.1|SLEB
OG0002562	LOC118504241|XP_035894360.1|ASTE	LOC115627250|XP_030378736.1|SLEB
OG0002564	LOC118517597|XP_035919780.1|ASTE	LOC115620254|XP_030369264.1|SLEB
OG0002565	LOC118515673|XP_035917938.1|ASTE	LOC115621236|XP_030370687.1|SLEB
OG0002566	LOC118509714|XP_035906698.1|ASTE	LOC115620364|XP_030369429.1|SLEB
OG0002567	LOC118506168|XP_035898835.1|ASTE	LOC115629877|XP_030382335.1|SLEB
OG0002568	LOC118509567|XP_035906221.1|ASTE, LOC118509755|XP_035906782.1|ASTE	LOC115626895|XP_030378265.1|SLEB
OG0002569	LOC118516414|XP_035918170.1|ASTE, LOC118509551|XP_035906195.1|ASTE	LOC115625221|XP_030376064.1|SLEB
OG0002570	LOC118516453|XP_035918246.1|ASTE	LOC115621653|XP_030371216.1|SLEB
OG0002571	LOC118510736|XP_035908841.1|ASTE	LOC115621675|XP_030371246.1|SLEB
OG0002572	LOC118506200|XP_035898901.1|ASTE	LOC115634285|XP_030387798.1|SLEB
OG0002573	LOC118509837|XP_035906926.1|ASTE	LOC115621416|XP_030370925.1|SLEB
OG0002574	LOC118511632|XP_035910837.1|ASTE	LOC115620657|XP_030369867.1|SLEB
OG0002575	LOC118517402|XP_035919360.1|ASTE	LOC115623620|XP_030373902.1|SLEB
OG0002576	LOC118506845|XP_035900462.1|ASTE	LOC115627182|XP_030378643.1|SLEB
OG0002577	LOC118508054|XP_035903400.1|ASTE	LOC115632339|XP_030385303.1|SLEB
OG0002578	LOC118517481|XP_035919555.1|ASTE	LOC115630596|XP_030383075.1|SLEB
OG0002579	LOC118511176|XP_035909823.1|ASTE	LOC115631872|XP_030384580.1|SLEB
OG0002580	LOC118510246|XP_035907716.1|ASTE	LOC115633807|XP_030387151.1|SLEB
OG0002581	LOC118516055|XP_035917986.1|ASTE	LOC115621016|XP_030370396.1|SLEB
OG0002582	LOC118502663|XP_035891018.1|ASTE	LOC115628093|XP_030379930.1|SLEB
OG0002583	LOC118508280|XP_035903814.1|ASTE	LOC115621615|XP_030371170.1|SLEB
OG0002584	LOC118511926|XP_035911489.1|ASTE	LOC115633037|XP_030386245.1|SLEB
OG0002586	LOC118516567|XP_035918426.1|ASTE, LOC118505597|XP_035897512.1|ASTE	LOC115620328|XP_030369382.1|SLEB
OG0002587	LOC118516566|XP_035918422.1|ASTE, LOC118505596|XP_035897511.1|ASTE	LOC115620684|XP_030369913.1|SLEB
OG0002588	LOC118507509|XP_035901942.1|ASTE	LOC115620442|XP_030369530.1|SLEB
OG0002589	LOC118504558|XP_035895061.1|ASTE	LOC115620623|XP_030369810.1|SLEB
OG0002590	LOC118516413|XP_035918168.1|ASTE, LOC118509550|XP_035906193.1|ASTE	LOC115627630|XP_030379226.1|SLEB
OG0002591	LOC118507059|XP_035900918.1|ASTE	LOC115620668|XP_030369884.1|SLEB
OG0002592	LOC118505582|XP_035897435.1|ASTE	LOC115621610|XP_030371163.1|SLEB
OG0002593	LOC118505585|XP_035897442.1|ASTE	LOC115621178|XP_030370602.1|SLEB
OG0002594	LOC118505591|XP_035897462.1|ASTE	LOC115620759|XP_030370016.1|SLEB
OG0002595	LOC118505595|XP_035897510.1|ASTE, LOC118516564|XP_035918419.1|ASTE	LOC115620212|XP_030369209.1|SLEB
OG0002596	LOC118506469|XP_035899537.1|ASTE	LOC115621124|XP_030370530.1|SLEB
OG0002597	LOC118504487|XP_035894899.1|ASTE	LOC115620726|XP_030369966.1|SLEB
OG0002598	LOC118508473|XP_035904176.1|ASTE	LOC115620194|XP_030369185.1|SLEB
OG0002599	LOC118506374|XP_035899292.1|ASTE, LOC118516700|XP_035918540.1|ASTE	LOC115628083|XP_030379920.1|SLEB
OG0002600	LOC118507557|XP_035902039.1|ASTE	LOC115620345|XP_030369409.1|SLEB
OG0002601	LOC118507544|XP_035902017.1|ASTE	LOC115623876|XP_030374284.1|SLEB
OG0002602	LOC118507535|XP_035902000.1|ASTE	LOC115621853|XP_030371525.1|SLEB
OG0002603	LOC118504472|XP_035894878.1|ASTE	LOC115621625|XP_030371181.1|SLEB
OG0002604	LOC118504474|XP_035894880.1|ASTE	LOC115621781|XP_030371396.1|SLEB
OG0002605	LOC118502919|XP_035891547.1|ASTE	LOC115620690|XP_030369919.1|SLEB
OG0002606	LOC118506777|XP_035900271.1|ASTE	LOC115621484|XP_030371005.1|SLEB
OG0002607	LOC118506782|XP_035900288.1|ASTE	LOC115621488|XP_030371014.1|SLEB
OG0002608	LOC118502567|XP_035890781.1|ASTE	LOC115625145|XP_030375926.1|SLEB
OG0002609	LOC118513289|XP_035914754.1|ASTE	LOC115632020|XP_030384827.1|SLEB
OG0002610	LOC118503564|XP_035892869.1|ASTE	LOC115623660|XP_030373978.1|SLEB
OG0002611	LOC118508299|XP_035903845.1|ASTE	LOC115625517|XP_030376441.1|SLEB
OG0002612	LOC118504475|XP_035894881.1|ASTE	LOC115629635|XP_030381996.1|SLEB, LOC115620887|XP_030370229.1|SLEB
OG0002613	LOC118504486|XP_035894898.1|ASTE	LOC115620505|XP_030369620.1|SLEB
OG0002614	LOC118504479|XP_035894883.1|ASTE	LOC115621173|XP_030370597.1|SLEB
OG0002615	LOC118502832|XP_035891400.1|ASTE	LOC115633443|XP_030386756.1|SLEB
OG0002616	LOC118502678|XP_035891075.1|ASTE	LOC115620844|XP_030370143.1|SLEB
OG0002617	LOC118506357|XP_035899262.1|ASTE	LOC115628078|XP_030379912.1|SLEB
OG0002618	LOC118504683|XP_035895390.1|ASTE	LOC115621963|XP_030371671.1|SLEB
OG0002619	LOC118507881|XP_035902985.1|ASTE	LOC115625432|XP_030376334.1|SLEB
OG0002620	LOC118505548|XP_035897389.1|ASTE	LOC115625616|XP_030376613.1|SLEB
OG0002621	LOC118503372|XP_035892459.1|ASTE	LOC115620703|XP_030369936.1|SLEB
OG0002622	LOC118510556|XP_035908431.1|ASTE	LOC115632182|XP_030385076.1|SLEB
OG0002623	LOC118503282|XP_035892262.1|ASTE	LOC115620823|XP_030370113.1|SLEB
OG0002624	LOC118503286|XP_035892267.1|ASTE	LOC115621538|XP_030371064.1|SLEB, LOC115621141|XP_030370558.1|SLEB
OG0002625	LOC118503280|XP_035892251.1|ASTE	LOC115620732|XP_030369978.1|SLEB
OG0002626	LOC118506151|XP_035898800.1|ASTE	LOC115626689|XP_030377977.1|SLEB
OG0002627	LOC118506889|XP_035900550.1|ASTE	LOC115620261|XP_030369272.1|SLEB
OG0002628	LOC118506909|XP_035900595.1|ASTE	LOC115621433|XP_030370945.1|SLEB
OG0002629	LOC118506883|XP_035900538.1|ASTE	LOC115625375|XP_030376273.1|SLEB
OG0002630	LOC118505873|XP_035898189.1|ASTE	LOC115623637|XP_030373939.1|SLEB
OG0002631	LOC118507894|XP_035903037.1|ASTE	LOC115621075|XP_030370464.1|SLEB
OG0002632	LOC118506445|XP_035899474.1|ASTE	LOC115621754|XP_030371348.1|SLEB
OG0002633	LOC118505406|XP_035897047.1|ASTE	LOC115620221|XP_030369221.1|SLEB
OG0002634	LOC118505401|XP_035897027.1|ASTE	LOC115629457|XP_030381783.1|SLEB
OG0002635	LOC118502842|XP_035891424.1|ASTE	LOC115621387|XP_030370881.1|SLEB
OG0002636	LOC118507863|XP_035902960.1|ASTE	LOC115620698|XP_030369929.1|SLEB
OG0002637	LOC118507836|XP_035902833.1|ASTE	LOC115631430|XP_030384022.1|SLEB
OG0002638	LOC118506923|XP_035900613.1|ASTE	LOC115622023|XP_030371742.1|SLEB
OG0002639	LOC118504444|XP_035894822.1|ASTE	LOC115623360|XP_030373505.1|SLEB
OG0002640	LOC118502399|XP_035890514.1|ASTE	LOC115622008|XP_030371723.1|SLEB
OG0002641	LOC118508324|XP_035903887.1|ASTE, LOC118517056|XP_035918797.1|ASTE	LOC115621212|XP_030370654.1|SLEB
OG0002642	LOC118505809|XP_035898044.1|ASTE	LOC115621372|XP_030370859.1|SLEB
OG0002643	LOC118505808|XP_035898041.1|ASTE	LOC115620654|XP_030369864.1|SLEB
OG0002644	LOC118502939|XP_035891583.1|ASTE	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB
OG0002645	LOC118502932|XP_035891571.1|ASTE	LOC115620851|XP_030370155.1|SLEB
OG0002646	LOC118506368|XP_035899284.1|ASTE, LOC118515296|XP_035917865.1|ASTE	LOC115625255|XP_030376110.1|SLEB
OG0002647	LOC118515294|XP_035917864.1|ASTE, LOC118506370|XP_035899285.1|ASTE	LOC115621276|XP_030370739.1|SLEB
OG0002648	LOC118504696|XP_035895416.1|ASTE	LOC115625164|XP_030375956.1|SLEB
OG0002649	LOC118507512|XP_035901946.1|ASTE	LOC115622809|XP_030372737.1|SLEB
OG0002650	LOC118507896|XP_035903044.1|ASTE	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB
OG0002651	LOC118508441|XP_035904125.1|ASTE	LOC115623690|XP_030374021.1|SLEB
OG0002652	LOC118504418|XP_035894745.1|ASTE	LOC115621707|XP_030371274.1|SLEB
OG0002653	LOC118505142|XP_035896387.1|ASTE	LOC115620270|XP_030369292.1|SLEB
OG0002654	LOC118505140|XP_035896385.1|ASTE	LOC115622037|XP_030371764.1|SLEB
OG0002655	LOC118505780|XP_035897950.1|ASTE	LOC115620640|XP_030369840.1|SLEB
OG0002656	LOC118505436|XP_035897111.1|ASTE	LOC115620490|XP_030369590.1|SLEB
OG0002657	LOC118507840|XP_035902856.1|ASTE	LOC115621418|XP_030370927.1|SLEB
OG0002658	LOC118503278|XP_035892249.1|ASTE	LOC115620761|XP_030370021.1|SLEB
OG0002659	LOC118505691|XP_035897723.1|ASTE	LOC115620541|XP_030369684.1|SLEB
OG0002660	LOC118511932|XP_035911506.1|ASTE	LOC115627484|XP_030379023.1|SLEB
OG0002661	LOC118511936|XP_035911516.1|ASTE	LOC115621606|XP_030371158.1|SLEB
OG0002662	LOC118513093|XP_035914387.1|ASTE	LOC115634716|XP_030388459.1|SLEB
OG0002663	LOC118503591|XP_035892937.1|ASTE	LOC115625051|XP_030375764.1|SLEB
OG0002664	LOC118503269|XP_035892222.1|ASTE	LOC115631578|XP_030384232.1|SLEB
OG0002665	LOC118512094|XP_035911951.1|ASTE	LOC115632028|XP_030384839.1|SLEB
OG0002666	LOC118508861|XP_035904512.1|ASTE	LOC115634560|XP_030388236.1|SLEB
OG0002667	LOC118511456|XP_035910450.1|ASTE	LOC115628039|XP_030379846.1|SLEB
OG0002668	LOC118510197|XP_035907613.1|ASTE	LOC115628285|XP_030380182.1|SLEB
OG0002669	LOC118510199|XP_035907624.1|ASTE	LOC115628488|XP_030380476.1|SLEB
OG0002670	LOC118513118|XP_035914410.1|ASTE	LOC115632128|XP_030384994.1|SLEB
OG0002671	LOC118513129|XP_035914439.1|ASTE	LOC115632211|XP_030385126.1|SLEB
OG0002672	LOC118512063|XP_035911819.1|ASTE	LOC115634166|XP_030387607.1|SLEB
OG0002673	LOC118513613|XP_035915557.1|ASTE, LOC118517284|XP_035919150.1|ASTE	LOC115631702|XP_030384392.1|SLEB
OG0002674	LOC118512202|XP_035912201.1|ASTE	LOC115628019|XP_030379810.1|SLEB
OG0002675	LOC118512061|XP_035911814.1|ASTE	LOC115622346|XP_030372118.1|SLEB
OG0002676	LOC118512069|XP_035911848.1|ASTE	LOC115628778|XP_030380852.1|SLEB
OG0002677	LOC118512067|XP_035911844.1|ASTE	LOC115633609|XP_030386907.1|SLEB
OG0002678	LOC118506129|XP_035898756.1|ASTE	LOC115630475|XP_030382913.1|SLEB
OG0002679	LOC118509019|XP_035904931.1|ASTE	LOC115634105|XP_030387522.1|SLEB
OG0002680	LOC118507658|XP_035902327.1|ASTE	LOC115629670|XP_030382048.1|SLEB
OG0002681	LOC118509601|XP_035906286.1|ASTE, LOC118516337|XP_035918039.1|ASTE	LOC115624631|XP_030375247.1|SLEB
OG0002682	LOC118509836|XP_035906922.1|ASTE	LOC115623289|XP_030373433.1|SLEB
OG0002683	LOC118506407|XP_035899374.1|ASTE	LOC115625319|XP_030376201.1|SLEB
OG0002684	LOC118510134|XP_035907504.1|ASTE, LOC118516924|XP_035918661.1|ASTE	LOC115627859|XP_030379580.1|SLEB
OG0002685	LOC118513007|XP_035914164.1|ASTE	LOC115632638|XP_030385728.1|SLEB
OG0002686	LOC118510251|XP_035907730.1|ASTE, LOC118517274|XP_035919141.1|ASTE	LOC115632803|XP_030385914.1|SLEB
OG0002687	LOC118516849|XP_035918599.1|ASTE, LOC118510499|XP_035908292.1|ASTE	LOC115630263|XP_030382660.1|SLEB
OG0002688	LOC118514455|XP_035917265.1|ASTE	LOC115623148|XP_030373217.1|SLEB
OG0002689	LOC118512206|XP_035912212.1|ASTE	LOC115633271|XP_030386539.1|SLEB
OG0002690	LOC118510501|XP_035908297.1|ASTE, LOC118516851|XP_035918603.1|ASTE	LOC115628255|XP_030380137.1|SLEB
OG0002691	LOC118516852|XP_035918606.1|ASTE, LOC118510507|XP_035908309.1|ASTE	LOC115634307|XP_030387823.1|SLEB
OG0002692	LOC118516856|XP_035918610.1|ASTE, LOC118510514|XP_035908319.1|ASTE	LOC115626768|XP_030378089.1|SLEB
OG0002693	LOC118510523|XP_035908361.1|ASTE	LOC115628385|XP_030380329.1|SLEB, LOC115628335|XP_030380259.1|SLEB
OG0002694	LOC118517288|XP_035919157.1|ASTE, LOC118513605|XP_035915538.1|ASTE	LOC115620081|XP_030369123.1|SLEB
OG0002695	LOC118511565|XP_035910697.1|ASTE	LOC115624977|XP_030375692.1|SLEB
OG0002696	LOC118510455|XP_035908180.1|ASTE	LOC115628238|XP_030380111.1|SLEB
OG0002697	LOC118509538|XP_035906158.1|ASTE	LOC115632381|XP_030385370.1|SLEB
OG0002698	LOC118512738|XP_035913496.1|ASTE	LOC115632252|XP_030385178.1|SLEB
OG0002699	LOC118512743|XP_035913523.1|ASTE	LOC115622904|XP_030372887.1|SLEB
OG0002700	LOC118513089|XP_035914358.1|ASTE	LOC115623063|XP_030373102.1|SLEB
OG0002701	LOC118513091|XP_035914384.1|ASTE	LOC115626011|XP_030377122.1|SLEB
OG0002702	LOC118511540|XP_035910628.1|ASTE	LOC115630170|XP_030382613.1|SLEB
OG0002704	LOC118509492|XP_035906040.1|ASTE	LOC115620077|XP_030369102.1|SLEB
OG0002705	LOC118509501|XP_035906052.1|ASTE	LOC115622911|XP_030372894.1|SLEB
OG0002706	LOC118509931|XP_035907153.1|ASTE	LOC115627011|XP_030378395.1|SLEB
OG0002707	LOC118510066|XP_035907350.1|ASTE	LOC115624553|XP_030375138.1|SLEB
OG0002708	LOC118505259|XP_035896711.1|ASTE, LOC118514283|XP_035916918.1|ASTE	LOC115632729|XP_030385834.1|SLEB
OG0002709	LOC118509759|XP_035906783.1|ASTE	LOC115624634|XP_030375256.1|SLEB
OG0002710	LOC118509786|XP_035906821.1|ASTE	LOC115624649|XP_030375290.1|SLEB
OG0002711	LOC118509783|XP_035906816.1|ASTE	LOC115634671|XP_030388390.1|SLEB
OG0002712	LOC118509725|XP_035906712.1|ASTE	LOC115621305|XP_030370782.1|SLEB
OG0002713	LOC118509683|XP_035906619.1|ASTE	LOC115633673|XP_030386980.1|SLEB
OG0002714	LOC118509653|XP_035906494.1|ASTE	LOC115620055|XP_030369048.1|SLEB
OG0002715	LOC118516347|XP_035918052.1|ASTE, LOC118511359|XP_035910213.1|ASTE	LOC115628945|XP_030381079.1|SLEB, LOC115627225|XP_030378708.1|SLEB
OG0002716	LOC118511420|XP_035910393.1|ASTE	LOC115634323|XP_030387841.1|SLEB
OG0002717	LOC118511424|XP_035910400.1|ASTE	LOC115625205|XP_030376032.1|SLEB
OG0002718	LOC118510345|XP_035907931.1|ASTE	LOC115622368|XP_030372145.1|SLEB
OG0002719	LOC118510418|XP_035908080.1|ASTE	LOC115624025|XP_030374461.1|SLEB, LOC115629562|XP_030381913.1|SLEB
OG0002720	LOC118510419|XP_035908081.1|ASTE	LOC115622341|XP_030372113.1|SLEB
OG0002721	LOC118514212|XP_035916801.1|ASTE	LOC115626153|XP_030377278.1|SLEB
OG0002722	LOC118509233|XP_035905434.1|ASTE	LOC115633779|XP_030387116.1|SLEB
OG0002723	LOC118510548|XP_035908411.1|ASTE	LOC115628698|XP_030380741.1|SLEB
OG0002724	LOC118514223|XP_035916814.1|ASTE	LOC115625615|XP_030376612.1|SLEB
OG0002725	LOC118512308|XP_035912444.1|ASTE	LOC115631325|XP_030383909.1|SLEB
OG0002726	LOC118512902|XP_035913910.1|ASTE	LOC115622540|XP_030372364.1|SLEB
OG0002727	LOC118510379|XP_035908017.1|ASTE	LOC115632848|XP_030385966.1|SLEB
OG0002728	LOC118510476|XP_035908237.1|ASTE	LOC115634600|XP_030388309.1|SLEB
OG0002729	LOC118510483|XP_035908256.1|ASTE	LOC115623176|XP_030373254.1|SLEB
OG0002730	LOC118512916|XP_035913952.1|ASTE	LOC115620620|XP_030369808.1|SLEB
OG0002731	LOC118510551|XP_035908417.1|ASTE	LOC115628244|XP_030380120.1|SLEB
OG0002732	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE	LOC115625841|XP_030376907.1|SLEB
OG0002733	LOC118511380|XP_035910277.1|ASTE	LOC115633829|XP_030387177.1|SLEB
OG0002734	LOC118509458|XP_035905971.1|ASTE	LOC115634579|XP_030388271.1|SLEB
OG0002735	LOC118511872|XP_035911365.1|ASTE	LOC115628509|XP_030380519.1|SLEB
OG0002736	LOC118511873|XP_035911369.1|ASTE	LOC115634547|XP_030388220.1|SLEB
OG0002737	LOC118513482|XP_035915186.1|ASTE	LOC115622914|XP_030372898.1|SLEB
OG0002738	LOC118510563|XP_035908440.1|ASTE	LOC115628309|XP_030380223.1|SLEB
OG0002739	LOC118510211|XP_035907650.1|ASTE	LOC115624718|XP_030375401.1|SLEB
OG0002740	LOC118510213|XP_035907663.1|ASTE	LOC115624717|XP_030375400.1|SLEB
OG0002741	LOC118510243|XP_035907705.1|ASTE, LOC118517277|XP_035919144.1|ASTE, LOC118510229|XP_035907688.1|ASTE	LOC115623499|XP_030373740.1|SLEB
OG0002742	LOC118510237|XP_035907697.1|ASTE, LOC118517266|XP_035919132.1|ASTE	LOC115624237|XP_030374720.1|SLEB
OG0002743	LOC118510224|XP_035907682.1|ASTE	LOC115622360|XP_030372135.1|SLEB, LOC115622361|XP_030372136.1|SLEB
OG0002744	LOC118514383|XP_035917150.1|ASTE	LOC115623242|XP_030373360.1|SLEB
OG0002745	LOC118511387|XP_035910297.1|ASTE	LOC115632581|XP_030385662.1|SLEB
OG0002746	LOC118509661|XP_035906518.1|ASTE	LOC115632894|XP_030386049.1|SLEB
OG0002747	LOC118513069|XP_035914310.1|ASTE	LOC115620764|XP_030370024.1|SLEB
OG0002748	LOC118510347|XP_035907933.1|ASTE	LOC115620023|XP_030368987.1|SLEB
OG0002749	LOC118512671|XP_035913325.1|ASTE, LOC118516354|XP_035918079.1|ASTE	LOC115633116|XP_030386405.1|SLEB
