Orthogroup	ASTE.longest_only	DSEC.longest_only
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC6607648|XP_002032413.1|DSEC
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC6619486|XP_002043701.2|DSEC
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC6619463|XP_032579706.1|DSEC
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC6610183|XP_032573665.1|DSEC
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC6617056|XP_032577505.1|DSEC
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC6620366|XP_002044574.1|DSEC
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC6609493|XP_002034178.1|DSEC
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC6619738|XP_032581209.1|DSEC
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC6615133|XP_032580225.1|DSEC
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC6614891|XP_002039308.1|DSEC
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC6621332|XP_032582111.1|DSEC, LOC6620715|XP_002044916.1|DSEC
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC6618285|XP_032574317.1|DSEC
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC6618493|XP_002042754.1|DSEC, LOC6617091|XP_002041418.1|DSEC
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC6615182|XP_002039598.1|DSEC
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC6618450|XP_002042720.1|DSEC
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC6606356|XP_032577957.1|DSEC
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC6618008|XP_002042316.1|DSEC
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC6606574|XP_032578345.1|DSEC
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC6606100|XP_032574151.1|DSEC
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC6618260|XP_032574030.1|DSEC
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC6620083|XP_032578234.1|DSEC
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC6612338|XP_002036848.1|DSEC
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC6619873|XP_002044086.2|DSEC
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC6612865|XP_032578150.1|DSEC
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC6613782|XP_002038251.1|DSEC
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC6619635|XP_032578689.1|DSEC
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC6612920|XP_032579444.1|DSEC
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC6619970|XP_002044182.2|DSEC
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC6616180|XP_002040545.1|DSEC
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC6606536|XP_032576617.1|DSEC
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC6619641|XP_032578679.1|DSEC
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC6620510|XP_002044715.1|DSEC
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC6614343|XP_002038782.1|DSEC
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC6617140|XP_032578912.1|DSEC
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC6607530|XP_032578869.1|DSEC
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC6619207|XP_002043428.1|DSEC
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC6617699|XP_032569693.1|DSEC
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC6621249|XP_032578787.1|DSEC, LOC116801727|XP_032578788.1|DSEC, LOC6620890|XP_032577769.1|DSEC
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC6608581|XP_002033315.1|DSEC
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC6613917|XP_002038382.1|DSEC
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC6619758|XP_002043972.1|DSEC
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC6616301|XP_032573993.1|DSEC
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC6619273|XP_032576483.1|DSEC
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC116800942|XP_032573580.1|DSEC
OG0001893	LOC118517612|XP_035919801.1|ASTE	LOC6617156|XP_002041483.1|DSEC
OG0001894	LOC118502737|XP_035891194.1|ASTE	LOC6608067|XP_002032815.1|DSEC
OG0001895	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE	LOC6619488|XP_002043703.2|DSEC
OG0001896	LOC118504211|XP_035894295.1|ASTE	LOC116801412|XP_032576580.1|DSEC, LOC116801816|XP_032579527.1|DSEC
OG0001897	LOC118503289|XP_035892271.1|ASTE	LOC6606984|XP_002031776.1|DSEC
OG0001898	LOC118506902|XP_035900578.1|ASTE	LOC6620489|XP_032580023.1|DSEC, LOC116802306|XP_032582298.1|DSEC
OG0001899	LOC118505189|XP_035896537.1|ASTE	LOC6613719|XP_032576625.1|DSEC
OG0001900	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE	LOC6619375|XP_002043591.1|DSEC
OG0001901	LOC118506440|XP_035899461.1|ASTE	LOC6611414|XP_032578802.1|DSEC
OG0001902	LOC118502669|XP_035891033.1|ASTE	LOC116800951|XP_032573702.1|DSEC
OG0001903	LOC118507507|XP_035901939.1|ASTE	LOC6613813|XP_032577168.1|DSEC
OG0001904	LOC118507779|XP_035902707.1|ASTE	LOC6618732|XP_002042990.1|DSEC
OG0001905	LOC118508456|XP_035904151.1|ASTE	LOC6617651|XP_002041964.1|DSEC
OG0001906	LOC118504404|XP_035894725.1|ASTE	LOC6620078|XP_032576111.1|DSEC
OG0001907	LOC118505220|XP_035896630.1|ASTE	LOC6617908|XP_002042215.2|DSEC
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC6618704|XP_032578769.1|DSEC
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC6619847|XP_002044060.1|DSEC
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC6607004|XP_002031793.1|DSEC
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC6616864|XP_032579488.1|DSEC
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC6609257|XP_002033947.1|DSEC
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC6607710|XP_032577279.1|DSEC
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC6610457|XP_032574784.1|DSEC
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC116800457|XP_032571449.1|DSEC
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC6604768|XP_032573423.1|DSEC
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC6610770|XP_002035336.2|DSEC
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC6609296|XP_002033986.1|DSEC
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC6610170|XP_002034778.2|DSEC
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC6609009|XP_002033714.1|DSEC
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC6615618|XP_032571754.1|DSEC
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC6620766|XP_002044966.1|DSEC
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC6604869|XP_032574430.1|DSEC
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC6608845|XP_032570705.1|DSEC
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC6605168|XP_032573801.1|DSEC
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC6605161|XP_032575415.1|DSEC
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC6609813|XP_032570710.1|DSEC
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC6605221|XP_002030059.1|DSEC
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC6609617|XP_002034294.1|DSEC
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC6605156|XP_032574695.1|DSEC
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC6605895|XP_002030708.2|DSEC
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC6609262|XP_032570091.1|DSEC
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC6608631|XP_002033365.1|DSEC
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC6615276|XP_002039680.2|DSEC
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC6608052|XP_032571530.1|DSEC
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC6610173|XP_032574149.1|DSEC
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC6607902|XP_032572166.1|DSEC, LOC116800569|XP_032572173.1|DSEC
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC6605897|XP_002030710.1|DSEC
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC6610139|XP_032575088.1|DSEC
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC6608070|XP_032570806.1|DSEC
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC6608015|XP_002032763.1|DSEC
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC6609686|XP_002034344.1|DSEC
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC6614854|XP_002039272.1|DSEC
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC6616414|XP_032574200.1|DSEC
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC6620775|XP_002044973.2|DSEC, LOC6620690|XP_032582929.1|DSEC, LOC6620843|XP_032578439.1|DSEC
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC6615590|XP_032572066.1|DSEC
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC6620605|XP_002044804.2|DSEC
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC6615507|XP_002039886.1|DSEC
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC6608471|XP_002033205.1|DSEC
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC6608524|XP_002033258.1|DSEC
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC6604798|XP_002029649.1|DSEC
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC6615347|XP_002039745.1|DSEC
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC6621890|XP_032571228.1|DSEC
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC6616286|XP_032573978.1|DSEC
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC6610336|XP_002034922.1|DSEC
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC6618889|XP_002043137.1|DSEC
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC6608066|XP_002032814.1|DSEC
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC6606010|XP_002030821.1|DSEC
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC6611139|XP_032575861.1|DSEC
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC6616740|XP_002041077.1|DSEC
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC6615329|XP_032570669.1|DSEC
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC6605179|XP_032575029.1|DSEC
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC6608013|XP_002032761.1|DSEC
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC6615596|XP_002039970.1|DSEC
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC6610025|XP_032572334.1|DSEC
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC6620410|XP_002044618.1|DSEC
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC6615720|XP_032571356.1|DSEC
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC6608336|XP_002033073.1|DSEC
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC6610467|XP_002035048.1|DSEC
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC6608768|XP_002033491.1|DSEC
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC6611420|XP_002035964.1|DSEC
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC6614521|XP_002038952.1|DSEC
OG0001979	LOC118511116|XP_035909734.1|ASTE	LOC6611580|XP_002036118.1|DSEC
OG0001980	LOC118513565|XP_035915386.1|ASTE	LOC6617195|XP_002041522.1|DSEC
OG0001982	LOC118509169|XP_035905321.1|ASTE	LOC116802283|XP_032582115.1|DSEC
OG0001983	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE	LOC116800896|XP_032573221.1|DSEC
OG0001984	LOC118511044|XP_035909534.1|ASTE	LOC6613584|XP_002038052.1|DSEC
OG0001985	LOC118509326|XP_035905680.1|ASTE	LOC6611837|XP_032572582.1|DSEC
OG0001986	LOC118512643|XP_035913247.1|ASTE	LOC6611435|XP_002035979.1|DSEC
OG0001987	LOC118507975|XP_035903207.1|ASTE	LOC6615884|XP_032582552.1|DSEC
OG0001988	LOC118513408|XP_035915005.1|ASTE	LOC6609593|XP_002034270.2|DSEC
OG0001989	LOC118513235|XP_035914679.1|ASTE	LOC6617294|XP_002041621.1|DSEC
OG0001990	LOC118512435|XP_035912789.1|ASTE	LOC6612007|XP_032569928.1|DSEC
OG0001991	LOC118512974|XP_035914095.1|ASTE	LOC116800539|XP_032571942.1|DSEC
OG0001992	LOC118511266|XP_035910029.1|ASTE	LOC6617723|XP_032580001.1|DSEC
OG0001993	LOC118512545|XP_035913013.1|ASTE	LOC6613632|XP_002038102.1|DSEC
OG0001994	LOC118511659|XP_035910900.1|ASTE	LOC6619253|XP_032578087.1|DSEC
OG0001995	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE	LOC6614694|XP_002039121.1|DSEC
OG0001996	LOC118512512|XP_035912922.1|ASTE	LOC6613473|XP_032580834.1|DSEC
OG0001997	LOC118513345|XP_035914866.1|ASTE	LOC6618873|XP_002043121.1|DSEC
OG0001998	LOC118512548|XP_035913021.1|ASTE	LOC6618875|XP_032572015.1|DSEC
OG0001999	LOC118508967|XP_035904805.1|ASTE	LOC6608474|XP_032571095.1|DSEC
OG0002000	LOC118513738|XP_035915788.1|ASTE	LOC6611661|XP_002036196.1|DSEC
OG0002001	LOC118514686|XP_035917625.1|ASTE	LOC6614529|XP_032582569.1|DSEC
OG0002002	LOC118514563|XP_035917455.1|ASTE	LOC6608843|XP_002033557.1|DSEC
OG0002003	LOC118511610|XP_035910791.1|ASTE	LOC6611758|XP_032583215.1|DSEC
OG0002004	LOC118512585|XP_035913108.1|ASTE	LOC6614492|XP_032583308.1|DSEC
OG0002005	LOC118511777|XP_035911165.1|ASTE	LOC6613671|XP_002038141.2|DSEC
OG0002006	LOC118514508|XP_035917337.1|ASTE	LOC6611538|XP_032570177.1|DSEC
OG0002008	LOC118512608|XP_035913173.1|ASTE	LOC6619494|XP_032579699.1|DSEC
OG0002009	LOC118513696|XP_035915713.1|ASTE	LOC6615613|XP_002039987.1|DSEC
OG0002010	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE	LOC6611760|XP_002036283.2|DSEC
OG0002011	LOC118513808|XP_035915910.1|ASTE	LOC6614778|XP_002039197.1|DSEC
OG0002012	LOC118510849|XP_035909072.1|ASTE	LOC6613460|XP_002037932.2|DSEC
OG0002013	LOC118513328|XP_035914829.1|ASTE	LOC6614646|XP_032581082.1|DSEC
OG0002014	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE	LOC6615297|XP_002039701.1|DSEC
OG0002015	LOC118513006|XP_035914160.1|ASTE	LOC6611569|XP_002036107.1|DSEC
OG0002016	LOC118513208|XP_035914607.1|ASTE	LOC6608265|XP_032571819.1|DSEC
OG0002017	LOC118512972|XP_035914092.1|ASTE	LOC6612066|XP_032569857.1|DSEC
OG0002018	LOC118510770|XP_035908923.1|ASTE	LOC6613633|XP_002038103.1|DSEC
OG0002019	LOC118510741|XP_035908861.1|ASTE	LOC6617734|XP_002042046.1|DSEC
OG0002020	LOC118509949|XP_035907173.1|ASTE	LOC6614686|XP_002039113.1|DSEC
OG0002021	LOC118509945|XP_035907170.1|ASTE	LOC6615328|XP_032570665.1|DSEC
OG0002022	LOC118506403|XP_035899361.1|ASTE	LOC6618236|XP_002042511.2|DSEC
OG0002023	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE	LOC6606582|XP_002031383.1|DSEC
OG0002024	LOC118510711|XP_035908803.1|ASTE	LOC6611957|XP_032577287.1|DSEC
OG0002025	LOC118510667|XP_035908700.1|ASTE	LOC6612153|XP_002036670.2|DSEC
OG0002026	LOC118505323|XP_035896859.1|ASTE	LOC6616535|XP_002040894.1|DSEC
OG0002027	LOC118505612|XP_035897545.1|ASTE	LOC6615533|XP_032570821.1|DSEC
OG0002028	LOC118505621|XP_035897576.1|ASTE	LOC6615782|XP_032570291.1|DSEC
OG0002029	LOC118505201|XP_035896575.1|ASTE	LOC6610899|XP_002035462.1|DSEC
OG0002030	LOC118511575|XP_035910713.1|ASTE	LOC6618843|XP_002043092.1|DSEC
OG0002031	LOC118512378|XP_035912638.1|ASTE	LOC6609070|XP_032570439.1|DSEC
OG0002032	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE	LOC6620042|XP_002044254.1|DSEC
OG0002033	LOC118506726|XP_035900150.1|ASTE	LOC6617600|XP_032581187.1|DSEC
OG0002034	LOC118502758|XP_035891223.1|ASTE	LOC6615963|XP_032580793.1|DSEC
OG0002035	LOC118505534|XP_035897342.1|ASTE	LOC6607239|XP_002032020.1|DSEC
OG0002036	LOC118506749|XP_035900224.1|ASTE	LOC6607016|XP_002031805.2|DSEC
OG0002037	LOC118504715|XP_035895445.1|ASTE	LOC6610754|XP_002035320.1|DSEC
OG0002038	LOC118504932|XP_035895918.1|ASTE	LOC6620400|XP_002044608.1|DSEC
OG0002039	LOC118504935|XP_035895925.1|ASTE	LOC116801081|XP_032574534.1|DSEC, LOC116801248|XP_032575399.1|DSEC, LOC116801200|XP_032575208.1|DSEC
OG0002040	LOC118505123|XP_035896330.1|ASTE	LOC6620477|XP_032574576.1|DSEC, LOC6620693|XP_032573722.1|DSEC, LOC6621301|XP_032573745.1|DSEC
OG0002041	LOC118507060|XP_035900921.1|ASTE	LOC6608212|XP_032570312.1|DSEC
OG0002042	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE	LOC6614227|XP_002038672.1|DSEC
OG0002043	LOC118504219|XP_035894318.1|ASTE	LOC6614016|XP_032577557.1|DSEC
OG0002044	LOC118506888|XP_035900545.1|ASTE	LOC6607467|XP_032579592.1|DSEC
OG0002045	LOC118506722|XP_035900142.1|ASTE	LOC6607246|XP_032576658.1|DSEC
OG0002046	LOC118507696|XP_035902443.1|ASTE	LOC6620104|XP_002044316.1|DSEC
OG0002047	LOC118506552|XP_035899749.1|ASTE	LOC6614998|XP_032580835.1|DSEC
OG0002048	LOC118507584|XP_035902138.1|ASTE	LOC6606699|XP_002031499.1|DSEC
OG0002049	LOC118507942|XP_035903153.1|ASTE	LOC6606821|XP_002031618.1|DSEC
OG0002050	LOC118502660|XP_035891005.1|ASTE	LOC6606209|XP_032579125.1|DSEC
OG0002051	LOC118502580|XP_035890812.1|ASTE	LOC116800439|XP_032571278.1|DSEC
OG0002053	LOC118505802|XP_035898030.1|ASTE	LOC6607207|XP_002031991.2|DSEC
OG0002054	LOC118503254|XP_035892186.1|ASTE	LOC6614000|XP_002038454.1|DSEC
OG0002055	LOC118506162|XP_035898827.1|ASTE	LOC6606747|XP_002031544.1|DSEC
OG0002056	LOC118506167|XP_035898831.1|ASTE	LOC6605456|XP_002030289.1|DSEC
OG0002057	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE	LOC6612014|XP_002036531.1|DSEC
OG0002058	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE	LOC6610146|XP_002034755.1|DSEC
OG0002059	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE	LOC6616925|XP_002041256.1|DSEC
OG0002060	LOC118504319|XP_035894538.1|ASTE	LOC6609194|XP_002033885.2|DSEC
OG0002061	LOC118504320|XP_035894539.1|ASTE	LOC6613014|XP_032570963.1|DSEC
OG0002062	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE	LOC6615231|XP_032582644.1|DSEC
OG0002063	LOC118502562|XP_035890777.1|ASTE	LOC6612252|XP_002036764.2|DSEC
OG0002064	LOC118506846|XP_035900463.1|ASTE	LOC6610722|XP_002035288.1|DSEC
OG0002065	LOC118505157|XP_035896444.1|ASTE	LOC6610514|XP_032575380.1|DSEC
OG0002066	LOC118503644|XP_035893041.1|ASTE	LOC6606165|XP_032578401.1|DSEC
OG0002067	LOC118505857|XP_035898130.1|ASTE	LOC6615781|XP_002040151.1|DSEC
OG0002068	LOC118510936|XP_035909263.1|ASTE	LOC6609822|XP_002034476.2|DSEC
OG0002069	LOC118506005|XP_035898483.1|ASTE	LOC116800432|XP_032571253.1|DSEC
OG0002070	LOC118506014|XP_035898493.1|ASTE	LOC6606899|XP_002031693.1|DSEC
OG0002071	LOC118507225|XP_035901278.1|ASTE	LOC6607840|XP_002032597.1|DSEC
OG0002072	LOC118507929|XP_035903125.1|ASTE	LOC116800349|XP_032570554.1|DSEC
OG0002073	LOC118503423|XP_035892555.1|ASTE	LOC6605734|XP_032574325.1|DSEC
OG0002074	LOC118507274|XP_035901471.1|ASTE	LOC6609252|XP_002033942.1|DSEC
OG0002075	LOC118508102|XP_035903478.1|ASTE	LOC116802264|XP_032582059.1|DSEC
OG0002076	LOC118504187|XP_035894253.1|ASTE	LOC6615625|XP_032572529.1|DSEC
OG0002077	LOC118512370|XP_035912613.1|ASTE	LOC6610273|XP_032575938.1|DSEC
OG0002078	LOC118507408|XP_035901762.1|ASTE	LOC6609062|XP_002033765.2|DSEC
OG0002079	LOC118505316|XP_035896853.1|ASTE	LOC6616248|XP_002040612.1|DSEC
OG0002080	LOC118506143|XP_035898783.1|ASTE	LOC6609551|XP_002034234.2|DSEC
OG0002081	LOC118503442|XP_035892599.1|ASTE	LOC6613045|XP_002037528.1|DSEC
OG0002082	LOC118506034|XP_035898546.1|ASTE	LOC6609488|XP_032572812.1|DSEC
OG0002083	LOC118509900|XP_035907048.1|ASTE	LOC6616148|XP_032582168.1|DSEC
OG0002084	LOC118507329|XP_035901611.1|ASTE	LOC6615693|XP_002040064.1|DSEC
OG0002086	LOC118507183|XP_035901148.1|ASTE	LOC6615411|XP_032571811.1|DSEC
OG0002087	LOC118512331|XP_035912499.1|ASTE	LOC6619416|XP_032575643.1|DSEC
OG0002088	LOC118505278|XP_035896740.1|ASTE	LOC6616326|XP_032575826.1|DSEC
OG0002089	LOC118505914|XP_035898267.1|ASTE	LOC6608226|XP_002032970.1|DSEC
OG0002090	LOC118505956|XP_035898382.1|ASTE	LOC6605535|XP_002030363.1|DSEC
OG0002091	LOC118507396|XP_035901742.1|ASTE	LOC116800502|XP_032571760.1|DSEC
OG0002092	LOC118504180|XP_035894225.1|ASTE	LOC6605959|XP_032573825.1|DSEC
OG0002093	LOC118504179|XP_035894224.1|ASTE	LOC6615484|XP_032572612.1|DSEC
OG0002094	LOC118503055|XP_035891813.1|ASTE	LOC6615793|XP_002040163.1|DSEC
OG0002095	LOC118503944|XP_035893714.1|ASTE	LOC6611778|XP_002036301.1|DSEC, LOC6615027|XP_002039444.1|DSEC
OG0002096	LOC118503857|XP_035893462.1|ASTE	LOC6609154|XP_032570527.1|DSEC
OG0002097	LOC118507103|XP_035900999.1|ASTE	LOC6608379|XP_002033115.2|DSEC
OG0002098	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE	LOC6616480|XP_032575949.1|DSEC
OG0002099	LOC118504082|XP_035894043.1|ASTE	LOC6607273|XP_002032052.1|DSEC
OG0002100	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE	LOC6605780|XP_002030595.1|DSEC
OG0002101	LOC118507399|XP_035901746.1|ASTE	LOC6608169|XP_032572796.1|DSEC
OG0002102	LOC118503731|XP_035893238.1|ASTE	LOC6610060|XP_032572505.1|DSEC
OG0002103	LOC118503304|XP_035892315.1|ASTE	LOC6607280|XP_002032059.2|DSEC
OG0002117	LOC118505507|XP_035897285.1|ASTE	LOC6609947|XP_002034593.1|DSEC
OG0002118	LOC118502971|XP_035891638.1|ASTE	LOC6612993|XP_032574744.1|DSEC
OG0002119	LOC118503759|XP_035893315.1|ASTE	LOC6619632|XP_032578678.1|DSEC
OG0002120	LOC118509540|XP_035906173.1|ASTE	LOC6620111|XP_032579756.1|DSEC
OG0002121	LOC118503831|XP_035893435.1|ASTE	LOC6612679|XP_032579272.1|DSEC
OG0002123	LOC118505667|XP_035897689.1|ASTE	LOC6611577|XP_032582853.1|DSEC
OG0002124	LOC118510740|XP_035908865.1|ASTE	LOC6614860|XP_032581802.1|DSEC
OG0002125	LOC118517608|XP_035919800.1|ASTE	LOC6609237|XP_032570971.1|DSEC
OG0002126	LOC118506343|XP_035899224.1|ASTE	LOC6616358|XP_002040718.1|DSEC
OG0002127	LOC118503477|XP_035892669.1|ASTE	LOC6618092|XP_002042390.1|DSEC
OG0002128	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE	LOC6614878|XP_032582632.1|DSEC
OG0002129	LOC118508956|XP_035904776.1|ASTE	LOC6613720|XP_032576623.1|DSEC
OG0002130	LOC118508139|XP_035903554.1|ASTE	LOC6616002|XP_002040368.1|DSEC
OG0002131	LOC118511581|XP_035910724.1|ASTE	LOC6616618|XP_002040976.1|DSEC
OG0002132	LOC118513214|XP_035914621.1|ASTE	LOC6611923|XP_002036440.1|DSEC
OG0002133	LOC118513258|XP_035914750.1|ASTE	LOC6617746|XP_032576585.1|DSEC, LOC6618591|XP_002042850.1|DSEC
OG0002134	LOC118502713|XP_035891161.1|ASTE	LOC6618111|XP_032580272.1|DSEC
OG0002135	LOC118504575|XP_035895115.1|ASTE	LOC6620156|XP_032580347.1|DSEC
OG0002136	LOC118517379|XP_035919295.1|ASTE	LOC6612774|XP_002037275.1|DSEC
OG0002137	LOC118517358|XP_035919259.1|ASTE	LOC6607661|XP_032576827.1|DSEC
OG0002138	LOC118508588|XP_035904388.1|ASTE	LOC6614802|XP_002039221.1|DSEC
OG0002139	LOC118508612|XP_035904390.1|ASTE	LOC6612550|XP_032582674.1|DSEC
