Orthogroup	ASTE.longest_only	CCAP.longest_only
OG0001503	LOC118512405|XP_035912684.1|ASTE	CCAP1982_LOCUS20214|CAD7012115.1|CCAP, CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP
OG0001505	LOC118503504|XP_035892740.1|ASTE	CCAP1982_LOCUS15016|CAD7006717.1|CCAP
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	CCAP1982_LOCUS20292|CAD7012190.1|CCAP
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	CCAP1982_LOCUS15035|CAD7006736.1|CCAP
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	CCAP1982_LOCUS19705|CAD7011617.1|CCAP
OG0001509	LOC118505926|XP_035898319.1|ASTE	CCAP1982_LOCUS21064|CAD7012973.1|CCAP
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	CCAP1982_LOCUS5603|CAD6996933.1|CCAP
OG0001511	LOC118507242|XP_035901387.1|ASTE	CCAP1982_LOCUS19858|CAD7011746.1|CCAP, CCAP1982_LOCUS19860|CAD7011748.1|CCAP
OG0001512	LOC118503073|XP_035891843.1|ASTE	CCAP1982_LOCUS12364|CAD7003942.1|CCAP
OG0001513	LOC118508391|XP_035904027.1|ASTE	CCAP1982_LOCUS14667|CAD7006345.1|CCAP, CCAP1982_LOCUS14668|CAD7006346.1|CCAP, CCAP1982_LOCUS14665|CAD7006343.1|CCAP
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	CCAP1982_LOCUS7541|CAD6998994.1|CCAP
OG0001539	LOC118517360|XP_035919269.1|ASTE	CCAP1982_LOCUS22236|CAD7014233.1|CCAP
OG0001540	LOC118511146|XP_035909770.1|ASTE	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP
OG0001541	LOC118517446|XP_035919481.1|ASTE	CCAP1982_LOCUS13746|CAD7005386.1|CCAP, CCAP1982_LOCUS3407|CAD6994672.1|CCAP
OG0001542	LOC118502635|XP_035890979.1|ASTE	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP
OG0001549	LOC118511070|XP_035909580.1|ASTE	CCAP1982_LOCUS7896|CAD6999369.1|CCAP
OG0001550	LOC118502685|XP_035891091.1|ASTE	CCAP1982_LOCUS2172|CAD6993354.1|CCAP
OG0001551	LOC118508471|XP_035904171.1|ASTE	CCAP1982_LOCUS3146|CAD6994394.1|CCAP
OG0001552	LOC118506807|XP_035900358.1|ASTE	CCAP1982_LOCUS3882|CAD6995161.1|CCAP
OG0001554	LOC118503590|XP_035892934.1|ASTE	CCAP1982_LOCUS1047|CAD6992172.1|CCAP
OG0001555	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE	CCAP1982_LOCUS8800|CAD7000315.1|CCAP
OG0001556	LOC118514356|XP_035917071.1|ASTE	CCAP1982_LOCUS21904|CAD7013890.1|CCAP
OG0001559	LOC118502705|XP_035891142.1|ASTE	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP
OG0001560	LOC118506880|XP_035900522.1|ASTE	CCAP1982_LOCUS4333|CAD6995627.1|CCAP, CCAP1982_LOCUS4336|CAD6995630.1|CCAP, CCAP1982_LOCUS4337|CAD6995631.1|CCAP
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP
OG0001562	LOC118511566|XP_035910698.1|ASTE	CCAP1982_LOCUS1189|CAD6992322.1|CCAP
OG0001563	LOC118506798|XP_035900314.1|ASTE	CCAP1982_LOCUS20081|CAD7011970.1|CCAP
OG0001564	LOC118505168|XP_035896467.1|ASTE	CCAP1982_LOCUS2912|CAD6994146.1|CCAP, CCAP1982_LOCUS2906|CAD6994140.1|CCAP
OG0001565	LOC118515292|XP_035917863.1|ASTE	CCAP1982_LOCUS2206|CAD6993390.1|CCAP
OG0001565	LOC118506372|XP_035899287.1|ASTE	CCAP1982_LOCUS2201|CAD6993385.1|CCAP
OG0001566	LOC118505781|XP_035897970.1|ASTE	CCAP1982_LOCUS2933|CAD6994168.1|CCAP
OG0001567	LOC118511921|XP_035911452.1|ASTE	CCAP1982_LOCUS20683|CAD7012598.1|CCAP
OG0001568	LOC118511924|XP_035911466.1|ASTE	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP, CCAP1982_LOCUS4090|CAD6995372.1|CCAP
OG0001569	LOC118511929|XP_035911502.1|ASTE	CCAP1982_LOCUS1296|CAD6992434.1|CCAP, CCAP1982_LOCUS1295|CAD6992433.1|CCAP
OG0001570	LOC118504393|XP_035894692.1|ASTE	CCAP1982_LOCUS2355|CAD6993543.1|CCAP
OG0001571	LOC118511747|XP_035911102.1|ASTE	CCAP1982_LOCUS5652|CAD6996990.1|CCAP
OG0001573	LOC118512694|XP_035913394.1|ASTE	CCAP1982_LOCUS11585|CAD7003123.1|CCAP, CCAP1982_LOCUS11587|CAD7003125.1|CCAP
OG0001575	LOC118511278|XP_035910063.1|ASTE	CCAP1982_LOCUS3773|CAD6995046.1|CCAP
OG0001576	LOC118512248|XP_035912283.1|ASTE	CCAP1982_LOCUS117|CAD6991178.1|CCAP
OG0001577	LOC118508852|XP_035904498.1|ASTE	CCAP1982_LOCUS9052|CAD7000578.1|CCAP
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	CCAP1982_LOCUS23417|CAD7015478.1|CCAP, CCAP1982_LOCUS23416|CAD7015477.1|CCAP
OG0001580	LOC118511539|XP_035910626.1|ASTE	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP
OG0001582	LOC118514210|XP_035916796.1|ASTE	CCAP1982_LOCUS22748|CAD7014775.1|CCAP
OG0001583	LOC118509919|XP_035907122.1|ASTE	CCAP1982_LOCUS22705|CAD7014727.1|CCAP, CCAP1982_LOCUS22707|CAD7014729.1|CCAP
OG0001584	LOC118509247|XP_035905474.1|ASTE	CCAP1982_LOCUS10967|CAD7002478.1|CCAP
OG0001586	LOC118510349|XP_035907937.1|ASTE	CCAP1982_LOCUS11853|CAD7003396.1|CCAP
OG0001587	LOC118511335|XP_035910161.1|ASTE	CCAP1982_LOCUS23022|CAD7015066.1|CCAP
OG0001588	LOC118512235|XP_035912262.1|ASTE	CCAP1982_LOCUS21201|CAD7013129.1|CCAP
OG0001589	LOC118507578|XP_035902124.1|ASTE	CCAP1982_LOCUS5882|CAD6997249.1|CCAP
OG0001590	LOC118512262|XP_035912326.1|ASTE	CCAP1982_LOCUS20138|CAD7012034.1|CCAP, CCAP1982_LOCUS20139|CAD7012036.1|CCAP
OG0001592	LOC118513298|XP_035914767.1|ASTE	CCAP1982_LOCUS8351|CAD6999839.1|CCAP
OG0001593	LOC118513303|XP_035914777.1|ASTE	CCAP1982_LOCUS8340|CAD6999829.1|CCAP
OG0001594	LOC118508926|XP_035904703.1|ASTE	CCAP1982_LOCUS8198|CAD6999668.1|CCAP
OG0001595	LOC118513575|XP_035915404.1|ASTE	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP
OG0001596	LOC118509053|XP_035905056.1|ASTE	CCAP1982_LOCUS6097|CAD6997451.1|CCAP
OG0001597	LOC118509170|XP_035905323.1|ASTE	CCAP1982_LOCUS5570|CAD6996897.1|CCAP
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	CCAP1982_LOCUS6566|CAD6997949.1|CCAP, CCAP1982_LOCUS6570|CAD6997953.1|CCAP
OG0001599	LOC118513962|XP_035916270.1|ASTE	CCAP1982_LOCUS6415|CAD6997790.1|CCAP
OG0001601	LOC118511048|XP_035909539.1|ASTE	CCAP1982_LOCUS9239|CAD7000764.1|CCAP
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	CCAP1982_LOCUS5630|CAD6996964.1|CCAP
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	CCAP1982_LOCUS22126|CAD7014120.1|CCAP
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	CCAP1982_LOCUS7005|CAD6998405.1|CCAP
OG0001608	LOC118511595|XP_035910750.1|ASTE	CCAP1982_LOCUS5486|CAD6996813.1|CCAP
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	CCAP1982_LOCUS7243|CAD6998685.1|CCAP, CCAP1982_LOCUS7242|CAD6998684.1|CCAP
OG0001610	LOC118513447|XP_035915090.1|ASTE	CCAP1982_LOCUS5695|CAD6997037.1|CCAP
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	CCAP1982_LOCUS8268|CAD6999742.1|CCAP
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	CCAP1982_LOCUS5623|CAD6996956.1|CCAP
OG0001614	LOC118508973|XP_035904842.1|ASTE	CCAP1982_LOCUS22551|CAD7014550.1|CCAP
OG0001615	LOC118510591|XP_035908485.1|ASTE	CCAP1982_LOCUS6168|CAD6997529.1|CCAP
OG0001616	LOC118513265|XP_035914725.1|ASTE	CCAP1982_LOCUS7604|CAD6999057.1|CCAP
OG0001617	LOC118510872|XP_035909124.1|ASTE	CCAP1982_LOCUS5479|CAD6996806.1|CCAP, CCAP1982_LOCUS5480|CAD6996807.1|CCAP
OG0001619	LOC118512480|XP_035912868.1|ASTE	CCAP1982_LOCUS5387|CAD6996703.1|CCAP
OG0001620	LOC118510914|XP_035909210.1|ASTE	CCAP1982_LOCUS20177|CAD7012077.1|CCAP
OG0001621	LOC118513213|XP_035914620.1|ASTE	CCAP1982_LOCUS22660|CAD7014672.1|CCAP, CCAP1982_LOCUS22659|CAD7014671.1|CCAP
OG0001623	LOC118513316|XP_035914811.1|ASTE	CCAP1982_LOCUS7558|CAD6999011.1|CCAP, CCAP1982_LOCUS7557|CAD6999010.1|CCAP
OG0001624	LOC118510774|XP_035908934.1|ASTE	CCAP1982_LOCUS5456|CAD6996781.1|CCAP
OG0001625	LOC118510768|XP_035908920.1|ASTE	CCAP1982_LOCUS6407|CAD6997782.1|CCAP
OG0001626	LOC118504252|XP_035894372.1|ASTE	CCAP1982_LOCUS8185|CAD6999655.1|CCAP
OG0001627	LOC118504929|XP_035895915.1|ASTE	CCAP1982_LOCUS760|CAD6991866.1|CCAP
OG0001628	LOC118514678|XP_035917619.1|ASTE	CCAP1982_LOCUS314|CAD6991387.1|CCAP
OG0001631	LOC118506721|XP_035900137.1|ASTE	CCAP1982_LOCUS4669|CAD6995958.1|CCAP
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	CCAP1982_LOCUS5110|CAD6996438.1|CCAP
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	CCAP1982_LOCUS787|CAD6991897.1|CCAP
OG0001636	LOC118506419|XP_035899410.1|ASTE	CCAP1982_LOCUS501|CAD6991583.1|CCAP, CCAP1982_LOCUS500|CAD6991582.1|CCAP
OG0001637	LOC118507153|XP_035901082.1|ASTE	CCAP1982_LOCUS2588|CAD6993790.1|CCAP
OG0001640	LOC118511402|XP_035910329.1|ASTE	CCAP1982_LOCUS4427|CAD6995721.1|CCAP
OG0001641	LOC118504238|XP_035894355.1|ASTE	CCAP1982_LOCUS523|CAD6991608.1|CCAP
OG0001642	LOC118504527|XP_035894962.1|ASTE	CCAP1982_LOCUS7454|CAD6998907.1|CCAP
OG0001643	LOC118508101|XP_035903477.1|ASTE	CCAP1982_LOCUS14069|CAD7005717.1|CCAP
OG0001644	LOC118503910|XP_035893596.1|ASTE	CCAP1982_LOCUS14033|CAD7005680.1|CCAP
OG0001645	LOC118506316|XP_035899158.1|ASTE	CCAP1982_LOCUS21147|CAD7013069.1|CCAP
OG0001647	LOC118507219|XP_035901214.1|ASTE	CCAP1982_LOCUS20200|CAD7012101.1|CCAP, CCAP1982_LOCUS20197|CAD7012098.1|CCAP
OG0001648	LOC118504048|XP_035893944.1|ASTE	CCAP1982_LOCUS14220|CAD7005878.1|CCAP
OG0001649	LOC118512355|XP_035912550.1|ASTE	CCAP1982_LOCUS7144|CAD6998561.1|CCAP
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	CCAP1982_LOCUS20338|CAD7012242.1|CCAP
OG0001652	LOC118504165|XP_035894194.1|ASTE	CCAP1982_LOCUS14192|CAD7005849.1|CCAP, CCAP1982_LOCUS14193|CAD7005850.1|CCAP, CCAP1982_LOCUS14191|CAD7005848.1|CCAP
OG0001653	LOC118503238|XP_035892140.1|ASTE	CCAP1982_LOCUS13526|CAD7005165.1|CCAP
OG0001654	LOC118503058|XP_035891817.1|ASTE	CCAP1982_LOCUS19406|CAD7011299.1|CCAP, CCAP1982_LOCUS19405|CAD7011298.1|CCAP
OG0001655	LOC118503057|XP_035891815.1|ASTE	CCAP1982_LOCUS20689|CAD7012605.1|CCAP
OG0001656	LOC118503089|XP_035891872.1|ASTE	CCAP1982_LOCUS10973|CAD7002484.1|CCAP, CCAP1982_LOCUS5373|CAD6996689.1|CCAP
OG0001657	LOC118503360|XP_035892445.1|ASTE	CCAP1982_LOCUS13406|CAD7005034.1|CCAP
OG0001658	LOC118508050|XP_035903397.1|ASTE	CCAP1982_LOCUS13424|CAD7005054.1|CCAP
OG0001659	LOC118504911|XP_035895873.1|ASTE	CCAP1982_LOCUS14508|CAD7006179.1|CCAP, CCAP1982_LOCUS14509|CAD7006180.1|CCAP
OG0001660	LOC118504453|XP_035894843.1|ASTE	CCAP1982_LOCUS14935|CAD7006628.1|CCAP
OG0001661	LOC118508365|XP_035903979.1|ASTE	CCAP1982_LOCUS3522|CAD6994791.1|CCAP
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	CCAP1982_LOCUS5522|CAD6996846.1|CCAP
OG0001684	LOC118509599|XP_035906283.1|ASTE	CCAP1982_LOCUS10566|CAD7002078.1|CCAP
OG0001685	LOC118513284|XP_035914745.1|ASTE	CCAP1982_LOCUS8076|CAD6999556.1|CCAP
OG0001690	LOC118517487|XP_035919576.1|ASTE	CCAP1982_LOCUS12978|CAD7004583.1|CCAP
OG0001691	LOC118511295|XP_035910098.1|ASTE	CCAP1982_LOCUS8134|CAD6999611.1|CCAP
OG0001694	LOC118508393|XP_035904036.1|ASTE	CCAP1982_LOCUS2123|CAD6993306.1|CCAP
OG0001696	LOC118502666|XP_035891025.1|ASTE	CCAP1982_LOCUS2178|CAD6993360.1|CCAP
OG0001699	LOC118504564|XP_035895066.1|ASTE	CCAP1982_LOCUS1706|CAD6992871.1|CCAP, CCAP1982_LOCUS1691|CAD6992856.1|CCAP, CCAP1982_LOCUS1708|CAD6992873.1|CCAP
OG0001700	LOC118502360|XP_035890470.1|ASTE	CCAP1982_LOCUS4439|CAD6995734.1|CCAP
OG0001701	LOC118502680|XP_035891081.1|ASTE	CCAP1982_LOCUS3389|CAD6994654.1|CCAP
OG0001702	LOC118513413|XP_035915014.1|ASTE	CCAP1982_LOCUS6105|CAD6997462.1|CCAP
OG0001703	LOC118508469|XP_035904168.1|ASTE	CCAP1982_LOCUS3137|CAD6994384.1|CCAP, CCAP1982_LOCUS3135|CAD6994382.1|CCAP
OG0001704	LOC118508468|XP_035904167.1|ASTE	CCAP1982_LOCUS3134|CAD6994381.1|CCAP
OG0001705	LOC118508458|XP_035904154.1|ASTE	CCAP1982_LOCUS1538|CAD6992693.1|CCAP, CCAP1982_LOCUS1532|CAD6992687.1|CCAP, CCAP1982_LOCUS1511|CAD6992666.1|CCAP, CCAP1982_LOCUS1519|CAD6992674.1|CCAP, CCAP1982_LOCUS1526|CAD6992681.1|CCAP
OG0001706	LOC118506152|XP_035898802.1|ASTE	CCAP1982_LOCUS5536|CAD6996860.1|CCAP
OG0001707	LOC118505428|XP_035897085.1|ASTE	CCAP1982_LOCUS4020|CAD6995301.1|CCAP
OG0001708	LOC118506955|XP_035900667.1|ASTE	CCAP1982_LOCUS1293|CAD6992431.1|CCAP
OG0001709	LOC118508295|XP_035903837.1|ASTE	CCAP1982_LOCUS12887|CAD7004482.1|CCAP
OG0001710	LOC118507504|XP_035901928.1|ASTE	CCAP1982_LOCUS1177|CAD6992309.1|CCAP
OG0001711	LOC118503294|XP_035892281.1|ASTE	CCAP1982_LOCUS3250|CAD6994506.1|CCAP
OG0001712	LOC118505624|XP_035897580.1|ASTE	CCAP1982_LOCUS3242|CAD6994496.1|CCAP
OG0001713	LOC118506917|XP_035900606.1|ASTE	CCAP1982_LOCUS4355|CAD6995648.1|CCAP
OG0001716	LOC118504968|XP_035895992.1|ASTE	CCAP1982_LOCUS9224|CAD7000751.1|CCAP
OG0001717	LOC118504829|XP_035895725.1|ASTE	CCAP1982_LOCUS1998|CAD6993176.1|CCAP
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	CCAP1982_LOCUS1466|CAD6992617.1|CCAP
OG0001719	LOC118507821|XP_035902795.1|ASTE	CCAP1982_LOCUS4010|CAD6995291.1|CCAP
OG0001720	LOC118508567|XP_035904359.1|ASTE	CCAP1982_LOCUS3510|CAD6994779.1|CCAP
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	CCAP1982_LOCUS1308|CAD6992451.1|CCAP
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	CCAP1982_LOCUS12343|CAD7003918.1|CCAP
OG0001723	LOC118512085|XP_035911941.1|ASTE	CCAP1982_LOCUS7234|CAD6998674.1|CCAP
OG0001724	LOC118508883|XP_035904591.1|ASTE	CCAP1982_LOCUS22214|CAD7014211.1|CCAP, CCAP1982_LOCUS22231|CAD7014228.1|CCAP, CCAP1982_LOCUS22211|CAD7014208.1|CCAP
OG0001725	LOC118508866|XP_035904519.1|ASTE	CCAP1982_LOCUS22376|CAD7014381.1|CCAP, CCAP1982_LOCUS21441|CAD7013376.1|CCAP, CCAP1982_LOCUS21440|CAD7013373.1|CCAP
OG0001726	LOC118509604|XP_035906293.1|ASTE	CCAP1982_LOCUS11726|CAD7003264.1|CCAP
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	CCAP1982_LOCUS2281|CAD6993469.1|CCAP
OG0001728	LOC118512957|XP_035914073.1|ASTE	CCAP1982_LOCUS22945|CAD7014987.1|CCAP
OG0001729	LOC118512169|XP_035912142.1|ASTE	CCAP1982_LOCUS7198|CAD6998625.1|CCAP
OG0001730	LOC118510465|XP_035908214.1|ASTE	CCAP1982_LOCUS193|CAD6991260.1|CCAP
OG0001731	LOC118513610|XP_035915554.1|ASTE	CCAP1982_LOCUS23133|CAD7015181.1|CCAP
OG0001732	LOC118509125|XP_035905212.1|ASTE	CCAP1982_LOCUS9007|CAD7000529.1|CCAP
OG0001733	LOC118513033|XP_035914203.1|ASTE	CCAP1982_LOCUS21900|CAD7013885.1|CCAP
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	CCAP1982_LOCUS7214|CAD6998646.1|CCAP
OG0001735	LOC118509500|XP_035906051.1|ASTE	CCAP1982_LOCUS13005|CAD7004610.1|CCAP
OG0001736	LOC118512837|XP_035913783.1|ASTE	CCAP1982_LOCUS23040|CAD7015086.1|CCAP
OG0001737	LOC118511438|XP_035910426.1|ASTE	CCAP1982_LOCUS23349|CAD7015406.1|CCAP, CCAP1982_LOCUS23351|CAD7015408.1|CCAP, CCAP1982_LOCUS23348|CAD7015405.1|CCAP
OG0001738	LOC118514230|XP_035916826.1|ASTE	CCAP1982_LOCUS12015|CAD7003566.1|CCAP, CCAP1982_LOCUS12011|CAD7003562.1|CCAP
OG0001739	LOC118511795|XP_035911218.1|ASTE	CCAP1982_LOCUS21707|CAD7013664.1|CCAP
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	CCAP1982_LOCUS7101|CAD6998513.1|CCAP
OG0001742	LOC118514205|XP_035916791.1|ASTE	CCAP1982_LOCUS21237|CAD7013166.1|CCAP
OG0001743	LOC118509515|XP_035906105.1|ASTE	CCAP1982_LOCUS14921|CAD7006613.1|CCAP
OG0001744	LOC118509613|XP_035906319.1|ASTE	CCAP1982_LOCUS21824|CAD7013804.1|CCAP
OG0001746	LOC118511871|XP_035911364.1|ASTE	CCAP1982_LOCUS13250|CAD7004865.1|CCAP
OG0001747	LOC118512853|XP_035913817.1|ASTE	CCAP1982_LOCUS23161|CAD7015213.1|CCAP, CCAP1982_LOCUS23162|CAD7015214.1|CCAP, CCAP1982_LOCUS23170|CAD7015222.1|CCAP
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	CCAP1982_LOCUS11370|CAD7002901.1|CCAP, CCAP1982_LOCUS11369|CAD7002900.1|CCAP
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	CCAP1982_LOCUS22821|CAD7014854.1|CCAP
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	CCAP1982_LOCUS22822|CAD7014855.1|CCAP
OG0001751	LOC118511876|XP_035911386.1|ASTE	CCAP1982_LOCUS12027|CAD7003579.1|CCAP
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	CCAP1982_LOCUS10906|CAD7002415.1|CCAP
OG0001753	LOC118511557|XP_035910679.1|ASTE	CCAP1982_LOCUS11568|CAD7003105.1|CCAP, CCAP1982_LOCUS11570|CAD7003107.1|CCAP
OG0001754	LOC118512260|XP_035912318.1|ASTE	CCAP1982_LOCUS22326|CAD7014329.1|CCAP
OG0001755	LOC118513483|XP_035915187.1|ASTE	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP
OG0001756	LOC118511549|XP_035910651.1|ASTE	CCAP1982_LOCUS22645|CAD7014657.1|CCAP
OG0001757	LOC118511847|XP_035911284.1|ASTE	CCAP1982_LOCUS23262|CAD7015317.1|CCAP, CCAP1982_LOCUS23263|CAD7015318.1|CCAP
OG0001758	LOC118511858|XP_035911299.1|ASTE	CCAP1982_LOCUS13866|CAD7005506.1|CCAP, CCAP1982_LOCUS13872|CAD7005512.1|CCAP
OG0001759	LOC118511522|XP_035910603.1|ASTE	CCAP1982_LOCUS23316|CAD7015372.1|CCAP, CCAP1982_LOCUS23315|CAD7015371.1|CCAP
OG0001760	LOC118511345|XP_035910192.1|ASTE	CCAP1982_LOCUS21651|CAD7013597.1|CCAP
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	CCAP1982_LOCUS21800|CAD7013777.1|CCAP
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	CCAP1982_LOCUS6396|CAD6997766.1|CCAP
OG0001763	LOC118504332|XP_035894559.1|ASTE	CCAP1982_LOCUS6500|CAD6997881.1|CCAP
OG0001764	LOC118510973|XP_035909359.1|ASTE	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP
OG0001765	LOC118510963|XP_035909322.1|ASTE	CCAP1982_LOCUS22892|CAD7014928.1|CCAP, CCAP1982_LOCUS22890|CAD7014926.1|CCAP
OG0001766	LOC118512726|XP_035913475.1|ASTE	CCAP1982_LOCUS9113|CAD7000639.1|CCAP, CCAP1982_LOCUS9114|CAD7000640.1|CCAP
OG0001767	LOC118511704|XP_035911013.1|ASTE	CCAP1982_LOCUS6614|CAD6997998.1|CCAP
OG0001769	LOC118510626|XP_035908556.1|ASTE	CCAP1982_LOCUS5427|CAD6996748.1|CCAP, CCAP1982_LOCUS5426|CAD6996747.1|CCAP, CCAP1982_LOCUS13412|CAD7005041.1|CCAP, CCAP1982_LOCUS14517|CAD7006188.1|CCAP
OG0001770	LOC118513941|XP_035916217.1|ASTE	CCAP1982_LOCUS7906|CAD6999380.1|CCAP
OG0001771	LOC118513978|XP_035916297.1|ASTE	CCAP1982_LOCUS6984|CAD6998384.1|CCAP
OG0001772	LOC118511057|XP_035909559.1|ASTE	CCAP1982_LOCUS6455|CAD6997831.1|CCAP
OG0001773	LOC118511717|XP_035911032.1|ASTE	CCAP1982_LOCUS6279|CAD6997647.1|CCAP
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	CCAP1982_LOCUS22837|CAD7014873.1|CCAP
OG0001775	LOC118513996|XP_035916319.1|ASTE	CCAP1982_LOCUS9214|CAD7000741.1|CCAP, CCAP1982_LOCUS2022|CAD6993202.1|CCAP
OG0001776	LOC118513424|XP_035915030.1|ASTE	CCAP1982_LOCUS5459|CAD6996784.1|CCAP, CCAP1982_LOCUS5458|CAD6996783.1|CCAP
OG0001777	LOC118511584|XP_035910729.1|ASTE	CCAP1982_LOCUS6723|CAD6998109.1|CCAP, CCAP1982_LOCUS6724|CAD6998110.1|CCAP
OG0001778	LOC118510842|XP_035909063.1|ASTE	CCAP1982_LOCUS7663|CAD6999119.1|CCAP
OG0001780	LOC118508989|XP_035904880.1|ASTE	CCAP1982_LOCUS7237|CAD6998678.1|CCAP, CCAP1982_LOCUS7239|CAD6998680.1|CCAP
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	CCAP1982_LOCUS5691|CAD6997033.1|CCAP
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP
OG0001783	LOC118510106|XP_035907465.1|ASTE	CCAP1982_LOCUS9017|CAD7000541.1|CCAP
OG0001784	LOC118514156|XP_035916665.1|ASTE	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP
OG0001785	LOC118508993|XP_035904884.1|ASTE	CCAP1982_LOCUS21527|CAD7013462.1|CCAP
OG0001786	LOC118512499|XP_035912901.1|ASTE	CCAP1982_LOCUS6869|CAD6998260.1|CCAP
OG0001787	LOC118512503|XP_035912906.1|ASTE	CCAP1982_LOCUS6865|CAD6998256.1|CCAP, CCAP1982_LOCUS6866|CAD6998257.1|CCAP
