Orthogroup	ASTE.longest_only	DELE.longest_only
OG0002182	LOC118506784|XP_035900290.1|ASTE	LOC108141126|XP_017119834.1|DELE
OG0002183	LOC118506792|XP_035900304.1|ASTE	LOC108143652|XP_017123653.1|DELE
OG0002184	LOC118504901|XP_035895860.1|ASTE	LOC108139295|XP_017117481.1|DELE
OG0002185	LOC118502908|XP_035891523.1|ASTE	LOC108140639|XP_017119050.1|DELE
OG0002186	LOC118505240|XP_035896683.1|ASTE	LOC108148392|XP_017130912.1|DELE
OG0002187	LOC118506381|XP_035899306.1|ASTE	LOC108148959|XP_017131784.1|DELE
OG0002188	LOC118511393|XP_035910316.1|ASTE	LOC108144793|XP_017125401.1|DELE
OG0002189	LOC118502867|XP_035891467.1|ASTE	LOC108140513|XP_017118799.1|DELE
OG0002190	LOC118507907|XP_035903063.1|ASTE	LOC108136871|XP_017113802.1|DELE
OG0002191	LOC118503569|XP_035892895.1|ASTE	LOC108142554|XP_017121981.1|DELE
OG0002192	LOC118507169|XP_035901128.1|ASTE	LOC108135683|XP_017112012.1|DELE
OG0002193	LOC118502697|XP_035891110.1|ASTE	LOC108140707|XP_017119152.1|DELE
OG0002194	LOC118502888|XP_035891499.1|ASTE	LOC108147103|XP_017128880.1|DELE
OG0002195	LOC118507796|XP_035902742.1|ASTE	LOC108136974|XP_017113954.1|DELE
OG0002196	LOC118504279|XP_035894446.1|ASTE	LOC108149985|XP_017133406.1|DELE
OG0002197	LOC118506443|XP_035899471.1|ASTE	LOC108146090|XP_017127407.1|DELE
OG0002198	LOC118506179|XP_035898845.1|ASTE	LOC108141075|XP_017119734.1|DELE
OG0002199	LOC118506450|XP_035899482.1|ASTE	LOC108144058|XP_017124192.1|DELE
OG0002200	LOC118505414|XP_035897056.1|ASTE	LOC108147730|XP_017129947.1|DELE
OG0002202	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE	LOC108139238|XP_017117396.1|DELE
OG0002203	LOC118502929|XP_035891560.1|ASTE	LOC108139253|XP_017117418.1|DELE
OG0002204	LOC118506367|XP_035899283.1|ASTE	LOC108143842|XP_017123882.1|DELE
OG0002205	LOC118506796|XP_035900311.1|ASTE	LOC108150094|XP_017133550.1|DELE
OG0002206	LOC118507999|XP_035903263.1|ASTE	LOC108137355|XP_017114479.1|DELE
OG0002207	LOC118505211|XP_035896613.1|ASTE	LOC108148915|XP_017131720.1|DELE
OG0002208	LOC118505185|XP_035896533.1|ASTE	LOC108148989|XP_017131819.1|DELE
OG0002209	LOC118504832|XP_035895729.1|ASTE	LOC108138558|XP_017116319.1|DELE
OG0002210	LOC118508005|XP_035903280.1|ASTE	LOC108148363|XP_017130871.1|DELE
OG0002211	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE	LOC108135293|XP_017111470.1|DELE
OG0002212	LOC118503193|XP_035892068.1|ASTE	LOC108135823|XP_017112193.1|DELE
OG0002213	LOC118505443|XP_035897133.1|ASTE	LOC108148413|XP_017130942.1|DELE
OG0002214	LOC118517710|XP_035920049.1|ASTE	LOC108144017|XP_017124131.1|DELE
OG0002215	LOC118511933|XP_035911507.1|ASTE	LOC108150414|XP_017134063.1|DELE
OG0002216	LOC118506810|XP_035900361.1|ASTE	LOC108148737|XP_017131414.1|DELE
OG0002217	LOC118504422|XP_035894751.1|ASTE	LOC108136990|XP_017113974.1|DELE
OG0002218	LOC118508587|XP_035904385.1|ASTE	LOC108137739|XP_017115128.1|DELE
OG0002219	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE	LOC108147301|XP_017129212.1|DELE
OG0002220	LOC118502954|XP_035891604.1|ASTE	LOC108139114|XP_017117215.1|DELE
OG0002221	LOC118512120|XP_035911991.1|ASTE	LOC108150267|XP_017133838.1|DELE
OG0002224	LOC118511464|XP_035910459.1|ASTE	LOC108149595|XP_017132764.1|DELE
OG0002225	LOC118513122|XP_035914417.1|ASTE	LOC108142758|XP_017122280.1|DELE
OG0002226	LOC118512964|XP_035914083.1|ASTE	LOC108145079|XP_017125753.1|DELE
OG0002227	LOC118512046|XP_035911768.1|ASTE	LOC108140328|XP_017118506.1|DELE
OG0002228	LOC118512073|XP_035911856.1|ASTE	LOC108145524|XP_017126498.1|DELE
OG0002229	LOC118512084|XP_035911937.1|ASTE	LOC108144415|XP_017124754.1|DELE
OG0002230	LOC118512100|XP_035911960.1|ASTE	LOC108145006|XP_017125656.1|DELE
OG0002231	LOC118512056|XP_035911800.1|ASTE	LOC108147358|XP_017129277.1|DELE
OG0002233	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE	LOC108146902|XP_017128633.1|DELE
OG0002235	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE	LOC108149087|XP_017131969.1|DELE
OG0002236	LOC118513001|XP_035914151.1|ASTE	LOC108144634|XP_017125154.1|DELE
OG0002237	LOC118512996|XP_035914146.1|ASTE	LOC108144792|XP_017125399.1|DELE
OG0002238	LOC118514491|XP_035917307.1|ASTE	LOC108145102|XP_017125783.1|DELE
OG0002239	LOC118510562|XP_035908439.1|ASTE	LOC108143452|XP_017123372.1|DELE
OG0002240	LOC118508906|XP_035904657.1|ASTE	LOC108149076|XP_017131935.1|DELE
OG0002241	LOC118512142|XP_035912062.1|ASTE	LOC108150245|XP_017133795.1|DELE
OG0002243	LOC118509122|XP_035905202.1|ASTE	LOC108136808|XP_017113698.1|DELE
OG0002244	LOC118509120|XP_035905197.1|ASTE	LOC108150223|XP_017133754.1|DELE
OG0002245	LOC118512677|XP_035913349.1|ASTE	LOC108142440|XP_017121793.1|DELE
OG0002246	LOC118512690|XP_035913373.1|ASTE	LOC108145115|XP_017125813.1|DELE
OG0002247	LOC118513104|XP_035914398.1|ASTE	LOC108141486|XP_017120388.1|DELE
OG0002248	LOC118509410|XP_035905873.1|ASTE	LOC108146249|XP_017127677.1|DELE
OG0002249	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE	LOC108147560|XP_017129637.1|DELE
OG0002250	LOC118509644|XP_035906444.1|ASTE	LOC108145751|XP_017126842.1|DELE, LOC108145544|XP_017126533.1|DELE
OG0002251	LOC118509713|XP_035906691.1|ASTE	LOC108145531|XP_017126518.1|DELE
OG0002252	LOC118511909|XP_035911437.1|ASTE	LOC108145474|XP_017126416.1|DELE
OG0002253	LOC118509671|XP_035906564.1|ASTE	LOC108144626|XP_017125144.1|DELE
OG0002254	LOC118510161|XP_035907562.1|ASTE	LOC108142967|XP_017122604.1|DELE
OG0002255	LOC118511430|XP_035910414.1|ASTE	LOC108134927|XP_017110936.1|DELE
OG0002256	LOC118511531|XP_035910613.1|ASTE	LOC108143419|XP_017123312.1|DELE
OG0002257	LOC118509590|XP_035906256.1|ASTE	LOC108144371|XP_017124633.1|DELE
OG0002258	LOC118510362|XP_035907963.1|ASTE	LOC108142706|XP_017122211.1|DELE
OG0002259	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE	LOC108134861|XP_017110834.1|DELE
OG0002260	LOC118510417|XP_035908079.1|ASTE	LOC108142546|XP_017121963.1|DELE
OG0002261	LOC118510383|XP_035908022.1|ASTE	LOC108146537|XP_017128066.1|DELE
OG0002263	LOC118511448|XP_035910442.1|ASTE	LOC108146510|XP_017128036.1|DELE
OG0002264	LOC118509654|XP_035906501.1|ASTE	LOC108144620|XP_017125134.1|DELE
OG0002265	LOC118512810|XP_035913655.1|ASTE	LOC108150131|XP_017133587.1|DELE
OG0002266	LOC118510215|XP_035907667.1|ASTE	LOC108142255|XP_017121464.1|DELE
OG0002267	LOC118514340|XP_035917050.1|ASTE	LOC108150302|XP_017133903.1|DELE
OG0002268	LOC118514259|XP_035916868.1|ASTE	LOC108142702|XP_017122206.1|DELE
OG0002269	LOC118510335|XP_035907886.1|ASTE	LOC108141264|XP_017120017.1|DELE
OG0002270	LOC118510096|XP_035907414.1|ASTE	LOC108141491|XP_017120395.1|DELE
OG0002271	LOC118510340|XP_035907904.1|ASTE	LOC108142731|XP_017122244.1|DELE
OG0002272	LOC118514352|XP_035917067.1|ASTE	LOC108146369|XP_017127842.1|DELE
OG0002273	LOC118512827|XP_035913708.1|ASTE	LOC108136066|XP_017112508.1|DELE
OG0002274	LOC118511865|XP_035911340.1|ASTE	LOC108143208|XP_017122966.1|DELE
OG0002275	LOC118514222|XP_035916813.1|ASTE	LOC108135651|XP_017111967.1|DELE
OG0002276	LOC118514361|XP_035917082.1|ASTE	LOC108145880|XP_017127010.1|DELE
OG0002277	LOC118509700|XP_035906664.1|ASTE	LOC108146182|XP_017127578.1|DELE
OG0002278	LOC118509037|XP_035904970.1|ASTE	LOC108147382|XP_017129306.1|DELE
OG0002279	LOC118510327|XP_035907865.1|ASTE	LOC108142631|XP_017122111.1|DELE
OG0002280	LOC118510303|XP_035907825.1|ASTE	LOC108146592|XP_017128103.1|DELE
OG0002281	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE	LOC108146802|XP_017128470.1|DELE
OG0002282	LOC118514625|XP_035917516.1|ASTE	LOC108146058|XP_017127359.1|DELE
OG0002283	LOC118508859|XP_035904510.1|ASTE	LOC108143526|XP_017123500.1|DELE
OG0002284	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE	LOC108145374|XP_017126258.1|DELE
OG0002285	LOC118509559|XP_035906207.1|ASTE	LOC108147747|XP_017129967.1|DELE
OG0002286	LOC118514227|XP_035916819.1|ASTE	LOC108135383|XP_017111566.1|DELE
OG0002287	LOC118511799|XP_035911222.1|ASTE	LOC108141492|XP_017120398.1|DELE
OG0002288	LOC118511560|XP_035910685.1|ASTE	LOC108142559|XP_017121987.1|DELE
OG0002289	LOC118514451|XP_035917261.1|ASTE	LOC108147432|XP_017129399.1|DELE
OG0002290	LOC118511748|XP_035911105.1|ASTE	LOC108135017|XP_017111038.1|DELE
OG0002291	LOC118509648|XP_035906462.1|ASTE	LOC108149609|XP_017132799.1|DELE
OG0002292	LOC118510356|XP_035907950.1|ASTE	LOC108145103|XP_017125786.1|DELE
OG0002293	LOC118511334|XP_035910160.1|ASTE	LOC108149615|XP_017132819.1|DELE
OG0002294	LOC118511350|XP_035910202.1|ASTE	LOC108143757|XP_017123776.1|DELE
OG0002295	LOC118505030|XP_035896139.1|ASTE	LOC108150705|XP_017134461.1|DELE
OG0002296	LOC118504540|XP_035895003.1|ASTE	LOC108141842|XP_017120921.1|DELE
OG0002297	LOC118507004|XP_035900791.1|ASTE	LOC108149869|XP_017133268.1|DELE
OG0002298	LOC118511201|XP_035909873.1|ASTE	LOC108144178|XP_017124331.1|DELE
OG0002299	LOC118511199|XP_035909871.1|ASTE	LOC108144190|XP_017124344.1|DELE
OG0002300	LOC118511035|XP_035909515.1|ASTE	LOC108139387|XP_017117598.1|DELE
OG0002301	LOC118513933|XP_035916197.1|ASTE	LOC108135263|XP_017111422.1|DELE
OG0002302	LOC118511746|XP_035911098.1|ASTE	LOC108135234|XP_017111383.1|DELE
OG0002303	LOC118507661|XP_035902331.1|ASTE	LOC108147712|XP_017129924.1|DELE
OG0002304	LOC118512695|XP_035913396.1|ASTE	LOC108138902|XP_017116938.1|DELE
OG0002305	LOC118513310|XP_035914786.1|ASTE	LOC108142688|XP_017122185.1|DELE
OG0002306	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE	LOC108142087|XP_017121269.1|DELE
OG0002307	LOC118511257|XP_035910014.1|ASTE	LOC108147947|XP_017130220.1|DELE
OG0002308	LOC118513924|XP_035916185.1|ASTE	LOC108141884|XP_017120982.1|DELE
OG0002309	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE	LOC108149335|XP_017132292.1|DELE
OG0002310	LOC118513511|XP_035915258.1|ASTE	LOC108149438|XP_017132509.1|DELE
OG0002311	LOC118511175|XP_035909812.1|ASTE	LOC108138722|XP_017116564.1|DELE
OG0002312	LOC118511173|XP_035909809.1|ASTE	LOC108149539|XP_017132662.1|DELE
OG0002313	LOC118511612|XP_035910795.1|ASTE	LOC108149728|XP_017132984.1|DELE
OG0002314	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE	LOC108145400|XP_017126288.1|DELE
OG0002315	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE	LOC108144194|XP_017124348.1|DELE
OG0002316	LOC118511127|XP_035909753.1|ASTE	LOC108134474|XP_017110276.1|DELE
OG0002317	LOC118511641|XP_035910855.1|ASTE	LOC108136084|XP_017112538.1|DELE
OG0002318	LOC118514012|XP_035916374.1|ASTE	LOC108138880|XP_017116900.1|DELE
OG0002319	LOC118514001|XP_035916330.1|ASTE	LOC108149526|XP_017132647.1|DELE
OG0002320	LOC118513420|XP_035915025.1|ASTE	LOC108145545|XP_017126534.1|DELE
OG0002321	LOC118513236|XP_035914681.1|ASTE	LOC108149835|XP_017133197.1|DELE
OG0002322	LOC118510602|XP_035908502.1|ASTE	LOC108139080|XP_017117193.1|DELE
OG0002323	LOC118513423|XP_035915029.1|ASTE	LOC108149537|XP_017132659.1|DELE
OG0002324	LOC118509076|XP_035905101.1|ASTE	LOC108145984|XP_017127214.1|DELE
OG0002325	LOC118509087|XP_035905112.1|ASTE	LOC108150305|XP_017133909.1|DELE
OG0002326	LOC118509088|XP_035905115.1|ASTE	LOC108150312|XP_017133916.1|DELE
OG0002327	LOC118509089|XP_035905116.1|ASTE	LOC108136876|XP_017113811.1|DELE
OG0002328	LOC118511755|XP_035911113.1|ASTE	LOC108139068|XP_017117177.1|DELE
OG0002329	LOC118511606|XP_035910782.1|ASTE	LOC108148039|XP_017130368.1|DELE
OG0002330	LOC118511682|XP_035910949.1|ASTE	LOC108148050|XP_017130389.1|DELE
OG0002331	LOC118511660|XP_035910901.1|ASTE	LOC108136471|XP_017113159.1|DELE
OG0002332	LOC118509846|XP_035906937.1|ASTE	LOC108146413|XP_017127905.1|DELE
OG0002333	LOC118508802|XP_035904414.1|ASTE	LOC108144369|XP_017124629.1|DELE
OG0002334	LOC118513671|XP_035915667.1|ASTE	LOC108137814|XP_017115220.1|DELE
OG0002335	LOC118511602|XP_035910777.1|ASTE	LOC108149887|XP_017133272.1|DELE
OG0002336	LOC118509052|XP_035905054.1|ASTE	LOC108145899|XP_017127040.1|DELE
OG0002337	LOC118514506|XP_035917335.1|ASTE	LOC108141339|XP_017120136.1|DELE
OG0002338	LOC118512501|XP_035912903.1|ASTE	LOC108139030|XP_017117128.1|DELE
OG0002339	LOC118512524|XP_035912959.1|ASTE	LOC108138851|XP_017116854.1|DELE
OG0002340	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE	LOC108138193|XP_017115794.1|DELE
OG0002341	LOC118512475|XP_035912856.1|ASTE	LOC108141531|XP_017120454.1|DELE
OG0002342	LOC118512469|XP_035912844.1|ASTE	LOC108147957|XP_017130234.1|DELE
OG0002343	LOC118512556|XP_035913035.1|ASTE	LOC108147779|XP_017129998.1|DELE
OG0002344	LOC118512570|XP_035913078.1|ASTE	LOC108150556|XP_017134278.1|DELE
OG0002345	LOC118513768|XP_035915837.1|ASTE	LOC108149938|XP_017133344.1|DELE
OG0002346	LOC118511769|XP_035911150.1|ASTE	LOC108135237|XP_017111388.1|DELE
OG0002347	LOC118514162|XP_035916719.1|ASTE	LOC108144701|XP_017125280.1|DELE
OG0002348	LOC118513743|XP_035915793.1|ASTE	LOC108149430|XP_017132489.1|DELE
OG0002349	LOC118513770|XP_035915840.1|ASTE	LOC108149941|XP_017133347.1|DELE
OG0002350	LOC118510057|XP_035907339.1|ASTE	LOC108149937|XP_017133343.1|DELE
OG0002351	LOC118513362|XP_035914887.1|ASTE	LOC108137995|XP_017115459.1|DELE
OG0002352	LOC118512531|XP_035912976.1|ASTE	LOC108144994|XP_017125641.1|DELE
OG0002353	LOC118510590|XP_035908484.1|ASTE	LOC108149203|XP_017132122.1|DELE
OG0002354	LOC118511776|XP_035911164.1|ASTE	LOC108141671|XP_017120634.1|DELE
OG0002355	LOC118514537|XP_035917413.1|ASTE	LOC108137722|XP_017115101.1|DELE
OG0002356	LOC118508982|XP_035904863.1|ASTE	LOC108150489|XP_017134184.1|DELE
OG0002357	LOC118508981|XP_035904862.1|ASTE	LOC108139289|XP_017117473.1|DELE
OG0002358	LOC118513283|XP_035914743.1|ASTE	LOC108141961|XP_017121091.1|DELE, LOC108146215|XP_017127626.1|DELE
OG0002359	LOC118509223|XP_035905416.1|ASTE	LOC108135935|XP_017112373.1|DELE
OG0002360	LOC118512597|XP_035913143.1|ASTE	LOC108141859|XP_017120940.1|DELE
OG0002361	LOC118513702|XP_035915719.1|ASTE	LOC108142862|XP_017122421.1|DELE
OG0002362	LOC118510846|XP_035909066.1|ASTE	LOC108138176|XP_017115758.1|DELE
OG0002363	LOC118509832|XP_035906916.1|ASTE	LOC108138315|XP_017115962.1|DELE
OG0002364	LOC118509831|XP_035906898.1|ASTE	LOC108138139|XP_017115674.1|DELE
OG0002365	LOC118509113|XP_035905177.1|ASTE	LOC108138261|XP_017115894.1|DELE
OG0002366	LOC118510543|XP_035908400.1|ASTE	LOC108138653|XP_017116483.1|DELE
OG0002367	LOC118513811|XP_035915932.1|ASTE	LOC108148024|XP_017130346.1|DELE
OG0002368	LOC118513828|XP_035915960.1|ASTE, LOC118517107|XP_035918864.1|ASTE	LOC108148296|XP_017130764.1|DELE
OG0002369	LOC118514288|XP_035916930.1|ASTE	LOC108137666|XP_017115009.1|DELE
OG0002370	LOC118508813|XP_035904447.1|ASTE	LOC108149230|XP_017132154.1|DELE
OG0002371	LOC118508816|XP_035904450.1|ASTE	LOC108149419|XP_017132473.1|DELE
OG0002372	LOC118514070|XP_035916489.1|ASTE	LOC108149338|XP_017132308.1|DELE
OG0002373	LOC118510670|XP_035908710.1|ASTE	LOC108150497|XP_017134197.1|DELE
OG0002374	LOC118510661|XP_035908685.1|ASTE	LOC108144081|XP_017124220.1|DELE
OG0002375	LOC118503833|XP_035893433.1|ASTE	LOC108141090|XP_017119778.1|DELE
OG0002376	LOC118506586|XP_035899833.1|ASTE	LOC108135229|XP_017111370.1|DELE
OG0002377	LOC118506623|XP_035899885.1|ASTE	LOC108137493|XP_017114699.1|DELE
OG0002378	LOC118507629|XP_035902247.1|ASTE	LOC108146977|XP_017128722.1|DELE
OG0002379	LOC118506607|XP_035899867.1|ASTE	LOC108150532|XP_017134251.1|DELE
OG0002380	LOC118505669|XP_035897688.1|ASTE	LOC108141677|XP_017120645.1|DELE
OG0002381	LOC118505685|XP_035897713.1|ASTE	LOC108149836|XP_017133200.1|DELE
OG0002382	LOC118505709|XP_035897769.1|ASTE, LOC118505699|XP_035897739.1|ASTE	LOC108136515|XP_017113264.1|DELE
OG0002383	LOC118505703|XP_035897746.1|ASTE, LOC118505718|XP_035897788.1|ASTE	LOC108146396|XP_017127883.1|DELE
OG0002384	LOC118508352|XP_035903943.1|ASTE	LOC108136252|XP_017112779.1|DELE
OG0002386	LOC118506742|XP_035900194.1|ASTE	LOC108136766|XP_017113613.1|DELE
OG0002387	LOC118507126|XP_035901026.1|ASTE	LOC108148613|XP_017131184.1|DELE
OG0002388	LOC118504693|XP_035895406.1|ASTE	LOC108148274|XP_017130719.1|DELE
OG0002389	LOC118506609|XP_035899869.1|ASTE	LOC108147242|XP_017129129.1|DELE
OG0002390	LOC118517575|XP_035919722.1|ASTE	LOC108135350|XP_017111530.1|DELE
OG0002391	LOC118506518|XP_035899639.1|ASTE	LOC108144538|XP_017124996.1|DELE
OG0002392	LOC118505514|XP_035897307.1|ASTE	LOC108146437|XP_017127930.1|DELE
OG0002393	LOC118505499|XP_035897252.1|ASTE	LOC108146831|XP_017128515.1|DELE
OG0002394	LOC118505483|XP_035897204.1|ASTE	LOC108148798|XP_017131507.1|DELE
OG0002395	LOC118516845|XP_035918590.1|ASTE, LOC118503688|XP_035893123.1|ASTE, LOC118515252|XP_035917831.1|ASTE	LOC108136907|XP_017113854.1|DELE
OG0002396	LOC118502575|XP_035890793.1|ASTE	LOC108144361|XP_017124613.1|DELE
OG0002397	LOC118502605|XP_035890862.1|ASTE	LOC108146887|XP_017128613.1|DELE
OG0002398	LOC118507045|XP_035900892.1|ASTE	LOC108136522|XP_017113285.1|DELE
OG0002399	LOC118507048|XP_035900899.1|ASTE	LOC108143630|XP_017123633.1|DELE, LOC108136124|XP_017112605.1|DELE, LOC108135011|XP_017111034.1|DELE
OG0002400	LOC118507056|XP_035900911.1|ASTE	LOC108144873|XP_017125518.1|DELE
OG0002401	LOC118507678|XP_035902362.1|ASTE	LOC108145262|XP_017126024.1|DELE
OG0002402	LOC118506828|XP_035900426.1|ASTE	LOC108140698|XP_017119138.1|DELE
OG0002403	LOC118506829|XP_035900432.1|ASTE	LOC108140608|XP_017119009.1|DELE
OG0002404	LOC118504591|XP_035895141.1|ASTE	LOC108134566|XP_017110408.1|DELE, LOC108140087|XP_017118280.1|DELE
OG0002405	LOC118508261|XP_035903780.1|ASTE	LOC108137488|XP_017114692.1|DELE
OG0002406	LOC118508271|XP_035903805.1|ASTE	LOC108146373|XP_017127856.1|DELE, LOC108148920|XP_017132116.1|DELE, LOC108146713|XP_017128289.1|DELE
OG0002408	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE	LOC108137452|XP_017114636.1|DELE
OG0002410	LOC118502983|XP_035891659.1|ASTE	LOC108136875|XP_017113806.1|DELE
OG0002411	LOC118517197|XP_035919040.1|ASTE, LOC118505133|XP_035896365.1|ASTE	LOC108142908|XP_017122485.1|DELE
OG0002412	LOC118517195|XP_035919039.1|ASTE, LOC118505128|XP_035896338.1|ASTE	LOC108146858|XP_017128568.1|DELE
OG0002413	LOC118506549|XP_035899738.1|ASTE	LOC108138582|XP_017116358.1|DELE
OG0002414	LOC118507621|XP_035902236.1|ASTE	LOC108146014|XP_017127277.1|DELE
OG0002415	LOC118507579|XP_035902126.1|ASTE	LOC108141570|XP_017120504.1|DELE
OG0002416	LOC118503623|XP_035893003.1|ASTE	LOC108145333|XP_017126207.1|DELE
OG0002417	LOC118506694|XP_035900068.1|ASTE	LOC108134818|XP_017110760.1|DELE, LOC108145493|XP_017126442.1|DELE
OG0002418	LOC118506702|XP_035900087.1|ASTE	LOC108139259|XP_017117436.1|DELE
OG0002419	LOC118506728|XP_035900158.1|ASTE, LOC118512421|XP_035912717.1|ASTE	LOC108137160|XP_017114218.1|DELE
OG0002420	LOC118506395|XP_035899337.1|ASTE	LOC108146059|XP_017127360.1|DELE
OG0002421	LOC118504513|XP_035894938.1|ASTE	LOC108139133|XP_017117235.1|DELE
OG0002422	LOC118502812|XP_035891345.1|ASTE	LOC108141173|XP_017119889.1|DELE
OG0002423	LOC118506401|XP_035899355.1|ASTE	LOC108150326|XP_017133936.1|DELE
OG0002424	LOC118504258|XP_035894380.1|ASTE	LOC108135339|XP_017111519.1|DELE
OG0002425	LOC118508523|XP_035904275.1|ASTE	LOC108136514|XP_017113263.1|DELE
OG0002426	LOC118504316|XP_035894517.1|ASTE	LOC108145959|XP_017127166.1|DELE
OG0002427	LOC118504325|XP_035894546.1|ASTE	LOC108145329|XP_017126200.1|DELE
OG0002428	LOC118504979|XP_035896015.1|ASTE	LOC108148409|XP_017130937.1|DELE, LOC108134575|XP_017110415.1|DELE
OG0002429	LOC118507080|XP_035900956.1|ASTE	LOC108145902|XP_017127044.1|DELE
OG0002430	LOC118504270|XP_035894395.1|ASTE	LOC108149656|XP_017132887.1|DELE
OG0002431	LOC118505814|XP_035898052.1|ASTE	LOC108143600|XP_017123612.1|DELE
OG0002432	LOC118510663|XP_035908693.1|ASTE	LOC108137204|XP_017114284.1|DELE
OG0002433	LOC118507973|XP_035903198.1|ASTE	LOC108135852|XP_017112233.1|DELE
OG0002434	LOC118507976|XP_035903216.1|ASTE	LOC108139282|XP_017117467.1|DELE
OG0002436	LOC118504101|XP_035894078.1|ASTE	LOC108147582|XP_017129704.1|DELE
OG0002437	LOC118507141|XP_035901068.1|ASTE, LOC118508118|XP_035903517.1|ASTE	LOC108149850|XP_017133215.1|DELE
OG0002438	LOC118508224|XP_035903708.1|ASTE	LOC108136274|XP_017112831.1|DELE
OG0002439	LOC118504329|XP_035894553.1|ASTE	LOC108148156|XP_017130543.1|DELE
OG0002440	LOC118505971|XP_035898413.1|ASTE	LOC108135607|XP_017111908.1|DELE
OG0002441	LOC118505273|XP_035896728.1|ASTE	LOC108141324|XP_017120091.1|DELE
OG0002442	LOC118503525|XP_035892803.1|ASTE	LOC108144329|XP_017124528.1|DELE
OG0002443	LOC118505846|XP_035898110.1|ASTE	LOC108143488|XP_017123426.1|DELE
OG0002444	LOC118504799|XP_035895670.1|ASTE	LOC108143646|XP_017123647.1|DELE
OG0002445	LOC118507410|XP_035901764.1|ASTE	LOC108134666|XP_017110551.1|DELE
OG0002446	LOC118504117|XP_035894101.1|ASTE	LOC108149765|XP_017133078.1|DELE
OG0002447	LOC118503398|XP_035892493.1|ASTE	LOC108146851|XP_017128549.1|DELE
OG0002448	LOC118507992|XP_035903254.1|ASTE	LOC108142044|XP_017121212.1|DELE
OG0002449	LOC118507984|XP_035903243.1|ASTE	LOC108144485|XP_017124904.1|DELE
OG0002450	LOC118502520|XP_035890674.1|ASTE	LOC108134667|XP_017110555.1|DELE
OG0002451	LOC118503703|XP_035893159.1|ASTE	LOC108149712|XP_017132970.1|DELE
OG0002452	LOC118503937|XP_035893700.1|ASTE	LOC108134623|XP_017110497.1|DELE
OG0002453	LOC118503924|XP_035893647.1|ASTE	LOC108134642|XP_017110520.1|DELE
OG0002454	LOC118506069|XP_035898623.1|ASTE, LOC118516511|XP_035918335.1|ASTE	LOC108146257|XP_017127683.1|DELE
OG0002455	LOC118516513|XP_035918337.1|ASTE, LOC118506067|XP_035898618.1|ASTE, LOC118516330|XP_035918024.1|ASTE	LOC108146255|XP_017127682.1|DELE
OG0002456	LOC118506036|XP_035898560.1|ASTE	LOC108149155|XP_017132042.1|DELE
OG0002457	LOC118507966|XP_035903188.1|ASTE	LOC108149618|XP_017132831.1|DELE
OG0002458	LOC118512529|XP_035912969.1|ASTE	LOC108149904|XP_017133296.1|DELE
OG0002459	LOC118507931|XP_035903127.1|ASTE	LOC108149105|XP_017131992.1|DELE
OG0002460	LOC118505945|XP_035898362.1|ASTE	LOC108144884|XP_017125532.1|DELE
OG0002461	LOC118507370|XP_035901705.1|ASTE	LOC108144829|XP_017125454.1|DELE
OG0002462	LOC118504057|XP_035893982.1|ASTE	LOC108137053|XP_017114043.1|DELE, LOC108137455|XP_017114645.1|DELE
OG0002463	LOC118510087|XP_035907391.1|ASTE	LOC108144814|XP_017125431.1|DELE
OG0002464	LOC118508142|XP_035903561.1|ASTE	LOC108144331|XP_017124530.1|DELE
OG0002465	LOC118508141|XP_035903560.1|ASTE	LOC108143633|XP_017123636.1|DELE
OG0002466	LOC118516529|XP_035918358.1|ASTE, LOC118506077|XP_035898639.1|ASTE	LOC108145304|XP_017126123.1|DELE
OG0002467	LOC118504083|XP_035894045.1|ASTE	LOC108147538|XP_017129610.1|DELE
OG0002468	LOC118504128|XP_035894108.1|ASTE	LOC108146959|XP_017128704.1|DELE
OG0002469	LOC118504140|XP_035894127.1|ASTE	LOC108141060|XP_017119703.1|DELE
OG0002470	LOC118504152|XP_035894174.1|ASTE	LOC108149885|XP_017133270.1|DELE
