Orthogroup	ASTE.longest_only	DSUB.longest_only
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC117892401|XP_034654508.1|DSUB
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC117897168|XP_034661730.1|DSUB
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC117901540|XP_034668222.1|DSUB
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC117902348|XP_034669548.1|DSUB
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC117891589|XP_034653007.1|DSUB
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC117901676|XP_034668409.1|DSUB
OG0001597	LOC118509170|XP_035905323.1|ASTE	LOC117900159|XP_034666290.1|DSUB
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC117902649|XP_034670065.1|DSUB
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC117900608|XP_034666914.1|DSUB
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC117900751|XP_034667123.1|DSUB
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC117901741|XP_034668519.1|DSUB
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC117902196|XP_034669288.1|DSUB
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC117903868|XP_034672249.1|DSUB
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	LOC117891307|XP_034652605.1|DSUB
OG0001606	LOC118511131|XP_035909758.1|ASTE	LOC117891530|XP_034652922.1|DSUB
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC117901398|XP_034668022.1|DSUB
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC117902028|XP_034668978.1|DSUB
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC117891618|XP_034653045.1|DSUB
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC117901200|XP_034667745.1|DSUB
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC117900150|XP_034666276.1|DSUB
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC117902815|XP_034670331.1|DSUB
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC117900847|XP_034667255.1|DSUB
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC117891108|XP_034652189.1|DSUB
OG0001615	LOC118510591|XP_035908485.1|ASTE	LOC117902754|XP_034670234.1|DSUB
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC117900948|XP_034667411.1|DSUB
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC117902314|XP_034669490.1|DSUB
OG0001618	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE	LOC117901841|XP_034668673.1|DSUB
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC117901169|XP_034667713.1|DSUB
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC117890962|XP_034651992.1|DSUB
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC117890062|XP_034650591.1|DSUB
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC117897015|XP_034661482.1|DSUB
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC117901404|XP_034668029.1|DSUB
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC117899983|XP_034666039.1|DSUB
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC117900091|XP_034666193.1|DSUB
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC117902819|XP_034670336.1|DSUB
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC117896523|XP_034660783.1|DSUB
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC117896031|XP_034659930.1|DSUB
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC117896774|XP_034661142.1|DSUB
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC117897444|XP_034662177.1|DSUB
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC117900039|XP_034666119.1|DSUB
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC117899576|XP_034665580.1|DSUB
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC117897651|XP_034662519.1|DSUB
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC117897008|XP_034661465.1|DSUB
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC117897633|XP_034662497.1|DSUB
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC117903513|XP_034671510.1|DSUB
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC117892560|XP_034654770.1|DSUB
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC117897401|XP_034662110.1|DSUB
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC117897129|XP_034661674.1|DSUB
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC117896163|XP_034660133.1|DSUB, LOC117897322|XP_034661984.1|DSUB
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC117901479|XP_034668139.1|DSUB
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC117894983|XP_034658218.1|DSUB
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC117891688|XP_034653165.1|DSUB
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC117890082|XP_034650631.1|DSUB
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC117892061|XP_034653885.1|DSUB
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC117895580|XP_034659196.1|DSUB
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC117890745|XP_034651691.1|DSUB
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC117892257|XP_034654259.1|DSUB
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC117892438|XP_034654569.1|DSUB
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC117893597|XP_034656162.1|DSUB
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC117893310|XP_034655789.1|DSUB
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC117891872|XP_034653529.1|DSUB
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC117891381|XP_034652711.1|DSUB
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC117901166|XP_034667709.1|DSUB
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC117894841|XP_034657982.1|DSUB
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC117894221|XP_034657028.1|DSUB, LOC117894325|XP_034657199.1|DSUB
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC117895575|XP_034659187.1|DSUB
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC117896577|XP_034660874.1|DSUB
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC117893580|XP_034656144.1|DSUB
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC117889621|XP_034649960.1|DSUB
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC117889641|XP_034649994.1|DSUB
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC117903607|XP_034671753.1|DSUB
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC117899543|XP_034665517.1|DSUB
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC117901328|XP_034667928.1|DSUB, LOC117893856|XP_034656514.1|DSUB
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC117902293|XP_034669463.1|DSUB
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC117902952|XP_034670465.1|DSUB
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC117902060|XP_034669023.1|DSUB
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC117897905|XP_034662877.1|DSUB
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC117891813|XP_034653404.1|DSUB
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC117891891|XP_034653585.1|DSUB
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC117903276|XP_034671069.1|DSUB
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC117895521|XP_034659117.1|DSUB
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC117900525|XP_034666814.1|DSUB
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC117896266|XP_034660348.1|DSUB
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC117902281|XP_034669444.1|DSUB
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC117899424|XP_034665310.1|DSUB
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC117903191|XP_034670942.1|DSUB
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC117898337|XP_034663552.1|DSUB
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC117898138|XP_034663224.1|DSUB
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC117896173|XP_034660145.1|DSUB
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC117901998|XP_034668903.1|DSUB
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC117898053|XP_034663105.1|DSUB
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC117896571|XP_034660862.1|DSUB
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC117897467|XP_034662207.1|DSUB
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC117902107|XP_034669106.1|DSUB
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC117897850|XP_034662809.1|DSUB
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC117896790|XP_034661178.1|DSUB
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC117894285|XP_034657134.1|DSUB
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC117899699|XP_034665797.1|DSUB
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC117896310|XP_034660425.1|DSUB
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC117897542|XP_034662359.1|DSUB
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC117899583|XP_034665590.1|DSUB
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC117899714|XP_034665820.1|DSUB
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC117898307|XP_034663477.1|DSUB
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC117896220|XP_034660249.1|DSUB
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC117898609|XP_034664050.1|DSUB
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC117896497|XP_034660729.1|DSUB
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC117897852|XP_034662813.1|DSUB
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC117896038|XP_034659938.1|DSUB
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC117899569|XP_034665573.1|DSUB
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC117895185|XP_034658555.1|DSUB
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC117890227|XP_034650856.1|DSUB
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC117891687|XP_034653157.1|DSUB
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC117891670|XP_034653130.1|DSUB
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC117893624|XP_034656195.1|DSUB
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC117896307|XP_034660421.1|DSUB
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC117891650|XP_034653090.1|DSUB
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC117891659|XP_034653105.1|DSUB
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC117900752|XP_034667125.1|DSUB
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC117901736|XP_034668510.1|DSUB
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC117892183|XP_034654161.1|DSUB
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC117891240|XP_034652477.1|DSUB
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC117895799|XP_034659610.1|DSUB
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC117892113|XP_034654019.1|DSUB
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC117891221|XP_034652457.1|DSUB
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC117894606|XP_034657648.1|DSUB
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC117890680|XP_034651555.1|DSUB
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC117891621|XP_034653048.1|DSUB
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC117898626|XP_034664073.1|DSUB, LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC117893557|XP_034656110.1|DSUB
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC117889742|XP_034650056.1|DSUB
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC117892426|XP_034654551.1|DSUB
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC117894423|XP_034657357.1|DSUB
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC117890076|XP_034650610.1|DSUB
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC117893466|XP_034655978.1|DSUB, LOC117895669|XP_034659381.1|DSUB
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC117892211|XP_034654202.1|DSUB
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC117892206|XP_034654195.1|DSUB
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC117893996|XP_034656699.1|DSUB
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC117895535|XP_034659133.1|DSUB
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC117893684|XP_034656264.1|DSUB
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC117889901|XP_034650307.1|DSUB
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC117894184|XP_034656988.1|DSUB
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC117891537|XP_034652939.1|DSUB
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC117891011|XP_034652060.1|DSUB
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC117895768|XP_034659533.1|DSUB
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC117890765|XP_034651722.1|DSUB
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC117891361|XP_034652688.1|DSUB
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC117892178|XP_034654150.1|DSUB
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC117902728|XP_034670191.1|DSUB
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC117902566|XP_034669900.1|DSUB
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC117897455|XP_034662192.1|DSUB
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC117892288|XP_034654299.1|DSUB
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC117900266|XP_034666466.1|DSUB
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC117902484|XP_034669786.1|DSUB
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC117901087|XP_034667603.1|DSUB
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC117899985|XP_034666044.1|DSUB
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC117902713|XP_034670166.1|DSUB
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC117902463|XP_034669757.1|DSUB
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC117891437|XP_034652801.1|DSUB
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC117900734|XP_034667100.1|DSUB
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC117901125|XP_034667655.1|DSUB
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC117902058|XP_034669021.1|DSUB
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC117900601|XP_034666904.1|DSUB
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC117892514|XP_034654688.1|DSUB
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC117901199|XP_034667742.1|DSUB
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC117900207|XP_034666373.1|DSUB
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC117902122|XP_034669137.1|DSUB
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC117900170|XP_034666306.1|DSUB
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC117891113|XP_034652207.1|DSUB
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC117900476|XP_034666749.1|DSUB
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC117900425|XP_034666680.1|DSUB
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC117891498|XP_034652877.1|DSUB
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC117890090|XP_034650641.1|DSUB
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC117901611|XP_034668321.1|DSUB
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC117892276|XP_034654287.1|DSUB
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC117901206|XP_034667751.1|DSUB
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC117892145|XP_034654076.1|DSUB
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC117902057|XP_034669020.1|DSUB
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC117901874|XP_034668722.1|DSUB
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC117902992|XP_034670599.1|DSUB
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC117890798|XP_034651765.1|DSUB
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC117895794|XP_034659593.1|DSUB
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC117900297|XP_034666500.1|DSUB
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC117894317|XP_034657179.1|DSUB
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC117897197|XP_034661791.1|DSUB
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC117896991|XP_034661439.1|DSUB, LOC117896797|XP_034661186.1|DSUB
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC117898217|XP_034663336.1|DSUB
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC117894620|XP_034657676.1|DSUB
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC117896836|XP_034661242.1|DSUB
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC117899422|XP_034665303.1|DSUB
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC117897776|XP_034662712.1|DSUB
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC117898187|XP_034663294.1|DSUB
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC117891331|XP_034652641.1|DSUB
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC117901271|XP_034667860.1|DSUB
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC117898951|XP_034664566.1|DSUB
OG0001815	LOC118510989|XP_035909397.1|ASTE	LOC117899630|XP_034665677.1|DSUB
OG0001816	LOC118504272|XP_035894399.1|ASTE	LOC117892673|XP_034654960.1|DSUB
OG0001817	LOC118512394|XP_035912666.1|ASTE	LOC117892674|XP_034654961.1|DSUB
OG0001818	LOC118507139|XP_035901062.1|ASTE	LOC117903508|XP_034671482.1|DSUB
OG0001819	LOC118504802|XP_035895683.1|ASTE	LOC117890011|XP_034650501.1|DSUB
OG0001820	LOC118503962|XP_035893750.1|ASTE	LOC117901671|XP_034668402.1|DSUB
OG0001821	LOC118504871|XP_035895815.1|ASTE	LOC117892050|XP_034653869.1|DSUB
OG0001822	LOC118506228|XP_035898959.1|ASTE	LOC117890767|XP_034651725.1|DSUB
OG0001823	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE	LOC117895529|XP_034659126.1|DSUB
OG0001824	LOC118508277|XP_035903811.1|ASTE	LOC117901929|XP_034668789.1|DSUB
OG0001825	LOC118503934|XP_035893674.1|ASTE	LOC117891815|XP_034653418.1|DSUB
OG0001826	LOC118505312|XP_035896843.1|ASTE	LOC117890007|XP_034650495.1|DSUB
OG0001827	LOC118504777|XP_035895602.1|ASTE	LOC117892122|XP_034654045.1|DSUB
OG0001828	LOC118505912|XP_035898264.1|ASTE	LOC117899319|XP_034665145.1|DSUB
OG0001829	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE	LOC117891309|XP_034652610.1|DSUB
OG0001830	LOC118505776|XP_035897940.1|ASTE	LOC117890381|XP_034651072.1|DSUB
OG0001831	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE	LOC117894885|XP_034658057.1|DSUB
OG0001832	LOC118503535|XP_035892814.1|ASTE	LOC117900284|XP_034666490.1|DSUB
OG0001833	LOC118503397|XP_035892492.1|ASTE	LOC117891257|XP_034652518.1|DSUB
OG0001834	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE	LOC117899185|XP_034664937.1|DSUB
OG0001837	LOC118509598|XP_035906281.1|ASTE	LOC117896900|XP_034661325.1|DSUB
OG0001848	LOC118513372|XP_035914900.1|ASTE	LOC117896316|XP_034660438.1|DSUB
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC117899030|XP_034664680.1|DSUB
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC117902978|XP_034670536.1|DSUB
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC117902914|XP_034670374.1|DSUB
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC117894012|XP_034656728.1|DSUB
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC117896467|XP_034660691.1|DSUB
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC117903633|XP_034671797.1|DSUB
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC117892107|XP_034654008.1|DSUB
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC117900882|XP_034667300.1|DSUB, LOC117903167|XP_034670903.1|DSUB
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC117903887|XP_034672280.1|DSUB
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC117903832|XP_034672174.1|DSUB
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC117900987|XP_034667478.1|DSUB
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC117894414|XP_034657315.1|DSUB
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC117896120|XP_034660066.1|DSUB
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC117903476|XP_034671422.1|DSUB
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC117903757|XP_034672058.1|DSUB
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC117896534|XP_034660804.1|DSUB
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC117896088|XP_034660021.1|DSUB
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC117899544|XP_034665513.1|DSUB
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC117894240|XP_034657052.1|DSUB
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC117901979|XP_034668877.1|DSUB
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC117897866|XP_034662830.1|DSUB
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC117901331|XP_034667934.1|DSUB
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC117894097|XP_034656865.1|DSUB
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC117897151|XP_034661714.1|DSUB
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC117899457|XP_034665359.1|DSUB
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC117899763|XP_034665911.1|DSUB
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC117899728|XP_034665863.1|DSUB
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC117903031|XP_034670655.1|DSUB
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC117895602|XP_034659664.1|DSUB, LOC117896339|XP_034660898.1|DSUB, LOC117898690|XP_034664599.1|DSUB
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC117899117|XP_034664797.1|DSUB
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC117898617|XP_034664062.1|DSUB
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC117897570|XP_034662404.1|DSUB
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC117899168|XP_034664918.1|DSUB
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC117896981|XP_034661427.1|DSUB
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC117898459|XP_034663772.1|DSUB
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC117896332|XP_034660463.1|DSUB
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC117902391|XP_034669606.1|DSUB
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC117897635|XP_034662500.1|DSUB
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC117890177|XP_034650766.1|DSUB
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC117898084|XP_034663153.1|DSUB
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC117897658|XP_034662533.1|DSUB, LOC117898691|XP_034664199.1|DSUB
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC117895778|XP_034659565.1|DSUB
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC117896271|XP_034660365.1|DSUB
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC117896929|XP_034661359.1|DSUB
