Orthogroup	ASTE.longest_only	DSER.longest_only
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC110189435|XP_020815165.1|DSER
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC110186234|XP_020810957.1|DSER
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC110184187|XP_020808257.1|DSER
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC110189749|XP_020815619.1|DSER
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC110184928|XP_020809234.1|DSER
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC110191392|XP_020817907.1|DSER
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC110183213|XP_020807085.1|DSER
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC110191141|XP_020817554.1|DSER
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC110191123|XP_020817534.1|DSER
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC110176417|XP_020798418.1|DSER
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC110191323|XP_020817805.1|DSER
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC110191291|XP_020817759.1|DSER
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC110183571|XP_020807538.1|DSER
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC110191114|XP_020817518.1|DSER
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC110188278|XP_020813631.1|DSER
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC110191382|XP_020817896.1|DSER
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC110177416|XP_020799792.1|DSER
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC110188055|XP_020813264.1|DSER
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC110179103|XP_020802150.1|DSER
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC110179735|XP_020803011.1|DSER
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC110191357|XP_020817863.1|DSER, LOC110191276|XP_020817731.1|DSER
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC110177371|XP_020799727.1|DSER
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC110190942|XP_020817276.1|DSER
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC110191107|XP_020817511.1|DSER
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC110186912|XP_020811891.1|DSER
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC110190597|XP_020816849.1|DSER
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC110189385|XP_020815094.1|DSER
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC110178005|XP_020800666.1|DSER
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC110190130|XP_020816113.1|DSER
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC110188409|XP_020813793.1|DSER
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC110178286|XP_020801016.1|DSER
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC110180250|XP_020803566.1|DSER
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC110184955|XP_020809261.1|DSER
OG0001731	LOC118513610|XP_035915554.1|ASTE	LOC110189248|XP_020814911.1|DSER
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC110185791|XP_020810454.1|DSER
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC110179330|XP_020802482.1|DSER
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC110188963|XP_020814565.1|DSER
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC110178468|XP_020801267.1|DSER, LOC110178492|XP_020801299.1|DSER
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC110177053|XP_020799230.1|DSER
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC110190299|XP_020816343.1|DSER
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC110178533|XP_020801350.1|DSER
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC110178302|XP_020801050.1|DSER
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC110177583|XP_020800023.1|DSER
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC110189667|XP_020815470.1|DSER
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC110181156|XP_020804493.1|DSER
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC110185160|XP_020809524.1|DSER
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC110177915|XP_020800551.1|DSER
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC110190693|XP_020816965.1|DSER
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC110178200|XP_020800897.1|DSER
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC110178180|XP_020800875.1|DSER
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC110189902|XP_020815824.1|DSER
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC110190701|XP_020816972.1|DSER
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC110177580|XP_020800020.1|DSER
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC110190951|XP_020817294.1|DSER
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC110177593|XP_020800036.1|DSER
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC110188948|XP_020814547.1|DSER
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC110189713|XP_020815561.1|DSER
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC110189895|XP_020815807.1|DSER
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC110188979|XP_020814587.1|DSER
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC110179315|XP_020802462.1|DSER
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC110185565|XP_020810144.1|DSER
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC110185560|XP_020810138.1|DSER
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC110177353|XP_020799704.1|DSER
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC110189309|XP_020815042.1|DSER
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC110183867|XP_020807879.1|DSER
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC110187214|XP_020812272.1|DSER
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC110187558|XP_020812606.1|DSER
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC110183086|XP_020806935.1|DSER
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC110183453|XP_020807391.1|DSER
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC110176931|XP_020799087.1|DSER
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC110183356|XP_020807276.1|DSER
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC110189614|XP_020815409.1|DSER
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC110181459|XP_020804865.1|DSER, LOC110180587|XP_020803938.1|DSER
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC110182656|XP_020806387.1|DSER
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC110181205|XP_020804545.1|DSER
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC110187368|XP_020812418.1|DSER, LOC110187369|XP_020812419.1|DSER
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC110189579|XP_020815371.1|DSER
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC110190216|XP_020816231.1|DSER, LOC110185643|XP_020810260.1|DSER
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC110185134|XP_020809490.1|DSER
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC110183017|XP_020806864.1|DSER, LOC110183032|XP_020806877.1|DSER, LOC110180605|XP_020803949.1|DSER
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC110179930|XP_020803187.1|DSER
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC110177048|XP_020799227.1|DSER
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC110180228|XP_020803537.1|DSER, LOC110182659|XP_020806393.1|DSER
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC110182677|XP_020806423.1|DSER
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC110189786|XP_020815677.1|DSER
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC110184064|XP_020808101.1|DSER
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC110180940|XP_020804275.1|DSER, LOC110182675|XP_020806419.1|DSER, LOC110180302|XP_020803615.1|DSER
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC110179372|XP_020802549.1|DSER
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC110176918|XP_020799069.1|DSER
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC110189201|XP_020814830.1|DSER
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC110181207|XP_020804546.1|DSER
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC110181163|XP_020804497.1|DSER, LOC110181155|XP_020804490.1|DSER
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC110185486|XP_020810018.1|DSER
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC110189592|XP_020815383.1|DSER
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC110176010|XP_020797874.1|DSER
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC110182665|XP_020806402.1|DSER
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC110190517|XP_020816709.1|DSER
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC110188484|XP_020813873.1|DSER
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC110188467|XP_020813855.1|DSER
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC110177266|XP_020799576.1|DSER
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC110191301|XP_020817771.1|DSER
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC110186238|XP_020810967.1|DSER
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC110186492|XP_020811344.1|DSER
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC110187669|XP_020812748.1|DSER
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC110191045|XP_020817428.1|DSER
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC110182922|XP_020806745.1|DSER
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC110180134|XP_020803436.1|DSER
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC110186621|XP_020811530.1|DSER
OG0001815	LOC118510989|XP_035909397.1|ASTE	LOC110187651|XP_020812719.1|DSER
OG0001816	LOC118504272|XP_035894399.1|ASTE	LOC110189460|XP_020815194.1|DSER
OG0001817	LOC118512394|XP_035912666.1|ASTE	LOC110189251|XP_020814915.1|DSER
OG0001818	LOC118507139|XP_035901062.1|ASTE	LOC110181517|XP_020804949.1|DSER
OG0001819	LOC118504802|XP_035895683.1|ASTE	LOC110177726|XP_020800230.1|DSER
OG0001820	LOC118503962|XP_035893750.1|ASTE	LOC110183531|XP_020807487.1|DSER
OG0001821	LOC118504871|XP_035895815.1|ASTE	LOC110178279|XP_020801011.1|DSER
OG0001822	LOC118506228|XP_035898959.1|ASTE	LOC110179618|XP_020802886.1|DSER
OG0001823	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE	LOC110190064|XP_020816029.1|DSER
OG0001824	LOC118508277|XP_035903811.1|ASTE	LOC110181151|XP_020804484.1|DSER
OG0001825	LOC118503934|XP_035893674.1|ASTE	LOC110178948|XP_020801909.1|DSER
OG0001826	LOC118505312|XP_035896843.1|ASTE	LOC110189294|XP_020814984.1|DSER
OG0001827	LOC118504777|XP_035895602.1|ASTE	LOC110179183|XP_020802253.1|DSER
OG0001828	LOC118505912|XP_035898264.1|ASTE	LOC110182093|XP_020805734.1|DSER
OG0001829	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE	LOC110176332|XP_020798313.1|DSER
OG0001830	LOC118505776|XP_035897940.1|ASTE	LOC110177331|XP_020799672.1|DSER
OG0001831	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE	LOC110178876|XP_020801808.1|DSER
OG0001832	LOC118503535|XP_035892814.1|ASTE	LOC110181867|XP_020805448.1|DSER
OG0001833	LOC118503397|XP_035892492.1|ASTE	LOC110191505|XP_020818032.1|DSER
OG0001834	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE	LOC110188089|XP_020813304.1|DSER
OG0001837	LOC118509598|XP_035906281.1|ASTE	LOC110190036|XP_020815999.1|DSER, LOC110183680|XP_020807676.1|DSER
OG0001848	LOC118513372|XP_035914900.1|ASTE	LOC110180476|XP_020803818.1|DSER, LOC110185344|XP_020809781.1|DSER
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC110191339|XP_020817842.1|DSER
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC110185429|XP_020809903.1|DSER
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC110185451|XP_020809948.1|DSER
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC110184504|XP_020808726.1|DSER
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC110186255|XP_020810996.1|DSER
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC110187024|XP_020812048.1|DSER
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC110180445|XP_020803777.1|DSER
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC110181854|XP_020805427.1|DSER
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC110175938|XP_020797778.1|DSER
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC110182028|XP_020805618.1|DSER, LOC110182005|XP_020805596.1|DSER, LOC110181670|XP_020805155.1|DSER
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC110181866|XP_020805447.1|DSER
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC110178975|XP_020801945.1|DSER
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC110186497|XP_020811350.1|DSER
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC110175927|XP_020797765.1|DSER
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC110175928|XP_020797766.1|DSER
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC110187716|XP_020812813.1|DSER
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC110179096|XP_020802140.1|DSER
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC110187760|XP_020812883.1|DSER, LOC110183815|XP_020807829.1|DSER
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC110185263|XP_020809661.1|DSER
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC110182727|XP_020806487.1|DSER
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC110177144|XP_020799380.1|DSER
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC110181521|XP_020804955.1|DSER
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC110180412|XP_020803736.1|DSER
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC110186402|XP_020811225.1|DSER
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC110187805|XP_020812939.1|DSER
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC110190988|XP_020817358.1|DSER
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC110186420|XP_020811259.1|DSER
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC110184487|XP_020808701.1|DSER
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC110179107|XP_020802154.1|DSER
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC110185097|XP_020809450.1|DSER
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC110191311|XP_020817783.1|DSER
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC110191177|XP_020817601.1|DSER
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC110188648|XP_020814085.1|DSER
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC110186888|XP_020811847.1|DSER
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC110191241|XP_020817678.1|DSER
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC110177223|XP_020799503.1|DSER
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC110189150|XP_020814779.1|DSER
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC110177313|XP_020799648.1|DSER
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC110177118|XP_020799323.1|DSER
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC110184407|XP_020808597.1|DSER
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC110184632|XP_020808887.1|DSER
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC110188198|XP_020813453.1|DSER
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC110180481|XP_020803824.1|DSER
OG0001893	LOC118517612|XP_035919801.1|ASTE	LOC110177380|XP_020799738.1|DSER
OG0001894	LOC118502737|XP_035891194.1|ASTE	LOC110179105|XP_020802155.1|DSER, LOC110191586|XP_020818130.1|DSER
OG0001895	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE	LOC110185393|XP_020809828.1|DSER
OG0001896	LOC118504211|XP_035894295.1|ASTE	LOC110185359|XP_020809798.1|DSER, LOC110182626|XP_020806349.1|DSER
OG0001897	LOC118503289|XP_035892271.1|ASTE	LOC110187728|XP_020812838.1|DSER
OG0001898	LOC118506902|XP_035900578.1|ASTE	LOC110184268|XP_020808392.1|DSER
OG0001899	LOC118505189|XP_035896537.1|ASTE	LOC110186821|XP_020811768.1|DSER
OG0001900	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE	LOC110190263|XP_020816288.1|DSER, LOC110190297|XP_020816341.1|DSER
OG0001901	LOC118506440|XP_035899461.1|ASTE	LOC110183006|XP_020806854.1|DSER
OG0001902	LOC118502669|XP_035891033.1|ASTE	LOC110187879|XP_020813025.1|DSER, LOC110185378|XP_020809819.1|DSER
OG0001903	LOC118507507|XP_035901939.1|ASTE	LOC110176458|XP_020798470.1|DSER
OG0001904	LOC118507779|XP_035902707.1|ASTE	LOC110188397|XP_020813780.1|DSER
OG0001905	LOC118508456|XP_035904151.1|ASTE	LOC110176032|XP_020797903.1|DSER
OG0001906	LOC118504404|XP_035894725.1|ASTE	LOC110177233|XP_020799523.1|DSER
OG0001907	LOC118505220|XP_035896630.1|ASTE	LOC110184255|XP_020808376.1|DSER
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC110177363|XP_020799715.1|DSER
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC110184343|XP_020808497.1|DSER
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC110188590|XP_020814012.1|DSER
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC110189210|XP_020814844.1|DSER
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC110177746|XP_020800263.1|DSER
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC110187722|XP_020812826.1|DSER
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC110188816|XP_020814352.1|DSER
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC110184077|XP_020808121.1|DSER
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC110189118|XP_020814752.1|DSER, LOC110189127|XP_020814759.1|DSER
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC110183561|XP_020807521.1|DSER
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC110182449|XP_020806183.1|DSER
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC110178788|XP_020801698.1|DSER
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC110177794|XP_020800328.1|DSER
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC110176060|XP_020797942.1|DSER
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC110188784|XP_020814290.1|DSER
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC110190670|XP_020816934.1|DSER
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC110178358|XP_020801150.1|DSER
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC110185155|XP_020809517.1|DSER
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC110185149|XP_020809509.1|DSER, LOC110184677|XP_020808944.1|DSER
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC110189541|XP_020815331.1|DSER
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC110183636|XP_020807614.1|DSER, LOC110182484|XP_020806191.1|DSER, LOC110180208|XP_020803523.1|DSER
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC110180069|XP_020803350.1|DSER
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC110184683|XP_020808955.1|DSER
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC110190654|XP_020816913.1|DSER, LOC110190653|XP_020816912.1|DSER
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC110177798|XP_020800346.1|DSER
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC110179308|XP_020802453.1|DSER
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC110179224|XP_020802320.1|DSER
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC110181946|XP_020805545.1|DSER
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC110178789|XP_020801701.1|DSER
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC110189393|XP_020815101.1|DSER
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC110190727|XP_020817008.1|DSER
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC110178825|XP_020801751.1|DSER
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC110191588|XP_020818132.1|DSER, LOC110182957|XP_020806806.1|DSER
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC110191540|XP_020818071.1|DSER
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC110191226|XP_020817651.1|DSER
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC110187432|XP_020812481.1|DSER, LOC110175992|XP_020797845.1|DSER
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC110189877|XP_020815779.1|DSER
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC110177231|XP_020799509.1|DSER
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC110177670|XP_020800155.1|DSER
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC110189230|XP_020814872.1|DSER
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC110182765|XP_020806545.1|DSER
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC110178349|XP_020801133.1|DSER
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC110189499|XP_020815262.1|DSER
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC110189098|XP_020814734.1|DSER
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC110179342|XP_020802504.1|DSER
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC110189304|XP_020814996.1|DSER
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC110184657|XP_020808918.1|DSER
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC110178727|XP_020801605.1|DSER
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC110184057|XP_020808093.1|DSER
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC110191581|XP_020818123.1|DSER
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC110183559|XP_020807519.1|DSER
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC110176702|XP_020798797.1|DSER
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC110187851|XP_020812995.1|DSER
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC110181114|XP_020804444.1|DSER
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC110178648|XP_020801498.1|DSER
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC110191614|XP_020818162.1|DSER
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC110177059|XP_020799238.1|DSER
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC110181801|XP_020805346.1|DSER
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC110181190|XP_020804529.1|DSER
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC110178455|XP_020801249.1|DSER
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC110176999|XP_020799167.1|DSER
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC110188859|XP_020814425.1|DSER
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC110177838|XP_020800444.1|DSER
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC110186031|XP_020810727.1|DSER
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC110187470|XP_020812516.1|DSER
