Orthogroup	ASTE.longest_only	DPER.longest_only
OG0002611	LOC118508299|XP_035903845.1|ASTE	LOC6594921|XP_002020129.1|DPER
OG0002612	LOC118504475|XP_035894881.1|ASTE	LOC6587768|XP_002013346.1|DPER
OG0002613	LOC118504486|XP_035894898.1|ASTE	LOC6588457|XP_002013453.2|DPER
OG0002614	LOC118504479|XP_035894883.1|ASTE	LOC6588282|XP_026840014.1|DPER
OG0002615	LOC118502832|XP_035891400.1|ASTE	LOC6602721|XP_002027746.1|DPER
OG0002616	LOC118502678|XP_035891075.1|ASTE	LOC6587510|XP_002013070.1|DPER
OG0002617	LOC118506357|XP_035899262.1|ASTE	LOC6591857|XP_002016791.1|DPER
OG0002618	LOC118504683|XP_035895390.1|ASTE	LOC6592091|XP_026840447.1|DPER
OG0002619	LOC118507881|XP_035902985.1|ASTE	LOC6598760|XP_026840179.1|DPER
OG0002620	LOC118505548|XP_035897389.1|ASTE	LOC6595199|XP_002020234.1|DPER
OG0002621	LOC118503372|XP_035892459.1|ASTE	LOC6588008|XP_026843434.1|DPER
OG0002622	LOC118510556|XP_035908431.1|ASTE	LOC6599793|XP_002024963.1|DPER
OG0002623	LOC118503282|XP_035892262.1|ASTE	LOC6595288|XP_002020354.2|DPER
OG0002624	LOC118503286|XP_035892267.1|ASTE	LOC6587922|XP_026839932.1|DPER
OG0002625	LOC118503280|XP_035892251.1|ASTE	LOC6587972|XP_026850652.1|DPER
OG0002626	LOC118506151|XP_035898800.1|ASTE	LOC6600780|XP_002025848.1|DPER
OG0002627	LOC118506889|XP_035900550.1|ASTE	LOC6588146|XP_026843101.1|DPER
OG0002628	LOC118506909|XP_035900595.1|ASTE	LOC6588049|XP_026850486.1|DPER
OG0002629	LOC118506883|XP_035900538.1|ASTE	LOC113567259|XP_026850319.1|DPER, LOC6594580|XP_026850360.1|DPER
OG0002630	LOC118505873|XP_035898189.1|ASTE	LOC6591632|XP_026848001.1|DPER
OG0002631	LOC118507894|XP_035903037.1|ASTE	LOC6587512|XP_002013918.1|DPER
OG0002632	LOC118506445|XP_035899474.1|ASTE	LOC6588646|XP_002013619.1|DPER
OG0002633	LOC118505406|XP_035897047.1|ASTE	LOC6588462|XP_002013818.1|DPER
OG0002634	LOC118505401|XP_035897027.1|ASTE	LOC6587416|XP_026847988.1|DPER
OG0002635	LOC118502842|XP_035891424.1|ASTE	LOC6588190|XP_002013759.2|DPER
OG0002636	LOC118507863|XP_035902960.1|ASTE	LOC6594679|XP_002019314.1|DPER
OG0002637	LOC118507836|XP_035902833.1|ASTE	LOC6595399|XP_002020872.1|DPER
OG0002638	LOC118506923|XP_035900613.1|ASTE	LOC6594795|XP_002020476.1|DPER
OG0002639	LOC118504444|XP_035894822.1|ASTE	LOC113566671|XP_026849128.1|DPER
OG0002640	LOC118502399|XP_035890514.1|ASTE	LOC6587201|XP_002014001.2|DPER
OG0002641	LOC118508324|XP_035903887.1|ASTE, LOC118517056|XP_035918797.1|ASTE	LOC6587966|XP_002013327.1|DPER
OG0002642	LOC118505809|XP_035898044.1|ASTE	LOC6587926|XP_002013324.1|DPER
OG0002643	LOC118505808|XP_035898041.1|ASTE	LOC6587876|XP_026844353.1|DPER
OG0002644	LOC118502939|XP_035891583.1|ASTE	LOC6587783|XP_002013295.1|DPER
OG0002645	LOC118502932|XP_035891571.1|ASTE	LOC6587799|XP_026848702.1|DPER
OG0002646	LOC118506368|XP_035899284.1|ASTE, LOC118515296|XP_035917865.1|ASTE	LOC6592139|XP_002016820.1|DPER
OG0002647	LOC118515294|XP_035917864.1|ASTE, LOC118506370|XP_035899285.1|ASTE	LOC6587247|XP_002013661.1|DPER
OG0002648	LOC118504696|XP_035895416.1|ASTE	LOC6588280|XP_026850459.1|DPER
OG0002649	LOC118507512|XP_035901946.1|ASTE	LOC6587689|XP_002012786.1|DPER
OG0002650	LOC118507896|XP_035903044.1|ASTE	LOC6587286|XP_026851119.1|DPER
OG0002651	LOC118508441|XP_035904125.1|ASTE	LOC6591686|XP_002017323.1|DPER
OG0002652	LOC118504418|XP_035894745.1|ASTE	LOC113565771|XP_026844690.1|DPER
OG0002653	LOC118505142|XP_035896387.1|ASTE	LOC6587241|XP_002013998.1|DPER
OG0002654	LOC118505140|XP_035896385.1|ASTE	LOC6587230|XP_026850994.1|DPER
OG0002655	LOC118505780|XP_035897950.1|ASTE	LOC6588000|XP_026840322.1|DPER
OG0002656	LOC118505436|XP_035897111.1|ASTE	LOC6587531|XP_026844970.1|DPER
OG0002657	LOC118507840|XP_035902856.1|ASTE	LOC6588148|XP_002013757.1|DPER
OG0002658	LOC118503278|XP_035892249.1|ASTE	LOC6595094|XP_002020372.1|DPER
OG0002659	LOC118505691|XP_035897723.1|ASTE	LOC6594756|XP_002020093.2|DPER
OG0002660	LOC118511932|XP_035911506.1|ASTE	LOC6598515|XP_002023554.1|DPER
OG0002661	LOC118511936|XP_035911516.1|ASTE	LOC6587273|XP_026840201.1|DPER
OG0002662	LOC118513093|XP_035914387.1|ASTE	LOC6592276|XP_026840818.1|DPER
OG0002663	LOC118503591|XP_035892937.1|ASTE	LOC6588317|XP_002013416.1|DPER
OG0002664	LOC118503269|XP_035892222.1|ASTE	LOC6595575|XP_026844388.1|DPER
OG0002665	LOC118512094|XP_035911951.1|ASTE	LOC6592746|XP_002017808.2|DPER
OG0002666	LOC118508861|XP_035904512.1|ASTE	LOC6592749|XP_002017811.2|DPER
OG0002667	LOC118511456|XP_035910450.1|ASTE	LOC6590149|XP_002016316.1|DPER
OG0002668	LOC118510197|XP_035907613.1|ASTE	LOC113566496|XP_026848137.1|DPER, LOC6603346|XP_026848188.1|DPER
OG0002669	LOC118510199|XP_035907624.1|ASTE	LOC6593977|XP_002019019.1|DPER
OG0002670	LOC118513118|XP_035914410.1|ASTE	LOC6599862|XP_002024984.1|DPER, LOC113566326|XP_026847300.1|DPER
OG0002671	LOC118513129|XP_035914439.1|ASTE	LOC6599857|XP_026847413.1|DPER
OG0002672	LOC118512063|XP_035911819.1|ASTE	LOC6591135|XP_026841945.1|DPER
OG0002673	LOC118513613|XP_035915557.1|ASTE, LOC118517284|XP_035919150.1|ASTE	LOC6591000|XP_002016564.2|DPER
OG0002674	LOC118512202|XP_035912201.1|ASTE	LOC6590039|XP_026841526.1|DPER
OG0002675	LOC118512061|XP_035911814.1|ASTE	LOC6602956|XP_026848849.1|DPER
OG0002676	LOC118512069|XP_035911848.1|ASTE	LOC6592358|XP_026841064.1|DPER
OG0002677	LOC118512067|XP_035911844.1|ASTE	LOC6591217|XP_026841403.1|DPER
OG0002678	LOC118506129|XP_035898756.1|ASTE	LOC6593059|XP_002018471.1|DPER
OG0002679	LOC118509019|XP_035904931.1|ASTE	LOC6591048|XP_026840705.1|DPER
OG0002680	LOC118507658|XP_035902327.1|ASTE	LOC6597531|XP_026849307.1|DPER
OG0002681	LOC118509601|XP_035906286.1|ASTE, LOC118516337|XP_035918039.1|ASTE	LOC6600830|XP_026842006.1|DPER
OG0002682	LOC118509836|XP_035906922.1|ASTE	LOC6604592|XP_026847360.1|DPER, LOC6604642|XP_026849978.1|DPER, LOC113566908|XP_026849915.1|DPER
OG0002683	LOC118506407|XP_035899374.1|ASTE	LOC6591568|XP_026844552.1|DPER
OG0002684	LOC118510134|XP_035907504.1|ASTE, LOC118516924|XP_035918661.1|ASTE	LOC6603093|XP_002028103.1|DPER
OG0002685	LOC118513007|XP_035914164.1|ASTE	LOC6603571|XP_026847976.1|DPER
OG0002686	LOC118510251|XP_035907730.1|ASTE, LOC118517274|XP_035919141.1|ASTE	LOC6601203|XP_002026234.1|DPER
OG0002687	LOC118516849|XP_035918599.1|ASTE, LOC118510499|XP_035908292.1|ASTE	LOC6602388|XP_002027392.2|DPER
OG0002688	LOC118514455|XP_035917265.1|ASTE	LOC6603899|XP_026848115.1|DPER
OG0002689	LOC118512206|XP_035912212.1|ASTE	LOC6598135|XP_002023295.1|DPER
OG0002690	LOC118510501|XP_035908297.1|ASTE, LOC118516851|XP_035918603.1|ASTE	LOC6598970|XP_002024058.1|DPER
OG0002691	LOC118516852|XP_035918606.1|ASTE, LOC118510507|XP_035908309.1|ASTE	LOC6600840|XP_002025934.2|DPER
OG0002692	LOC118516856|XP_035918610.1|ASTE, LOC118510514|XP_035908319.1|ASTE	LOC6590160|XP_026841171.1|DPER
OG0002693	LOC118510523|XP_035908361.1|ASTE	LOC6600277|XP_002025390.1|DPER
OG0002694	LOC118517288|XP_035919157.1|ASTE, LOC118513605|XP_035915538.1|ASTE	LOC6591281|XP_002016497.2|DPER
OG0002695	LOC118511565|XP_035910697.1|ASTE	LOC6602835|XP_002027806.1|DPER
OG0002696	LOC118510455|XP_035908180.1|ASTE	LOC6587583|XP_002013540.1|DPER, LOC6599763|XP_002024883.1|DPER
OG0002697	LOC118509538|XP_035906158.1|ASTE	LOC6599867|XP_026847375.1|DPER
OG0002698	LOC118512738|XP_035913496.1|ASTE	LOC6600522|XP_026847515.1|DPER
OG0002699	LOC118512743|XP_035913523.1|ASTE	LOC6602957|XP_002027968.1|DPER
OG0002700	LOC118513089|XP_035914358.1|ASTE	LOC6595926|XP_026845751.1|DPER
OG0002701	LOC118513091|XP_035914384.1|ASTE	LOC6593139|XP_002018171.2|DPER
OG0002702	LOC118511540|XP_035910628.1|ASTE	LOC6592894|XP_026840994.1|DPER
OG0002704	LOC118509492|XP_035906040.1|ASTE	LOC6591195|XP_026840837.1|DPER
OG0002705	LOC118509501|XP_035906052.1|ASTE	LOC6599514|XP_026849437.1|DPER
OG0002706	LOC118509931|XP_035907153.1|ASTE	LOC6593215|XP_026840723.1|DPER
OG0002707	LOC118510066|XP_035907350.1|ASTE	LOC6601050|XP_026849722.1|DPER
OG0002709	LOC118509759|XP_035906783.1|ASTE	LOC6592648|XP_002017984.1|DPER
OG0002710	LOC118509786|XP_035906821.1|ASTE	LOC6592650|XP_002017986.1|DPER
OG0002711	LOC118509783|XP_035906816.1|ASTE	LOC6593105|XP_002017887.1|DPER
OG0002712	LOC118509725|XP_035906712.1|ASTE	LOC6592397|XP_026841543.1|DPER
OG0002713	LOC118509683|XP_035906619.1|ASTE	LOC6602125|XP_026840727.1|DPER
OG0002714	LOC118509653|XP_035906494.1|ASTE	LOC6590974|XP_002015779.1|DPER
OG0002715	LOC118516347|XP_035918052.1|ASTE, LOC118511359|XP_035910213.1|ASTE	LOC6602674|XP_026846023.1|DPER
OG0002716	LOC118511420|XP_035910393.1|ASTE	LOC6590079|XP_026841930.1|DPER
OG0002717	LOC118511424|XP_035910400.1|ASTE	LOC6591574|XP_026840675.1|DPER
OG0002718	LOC118510345|XP_035907931.1|ASTE	LOC6603007|XP_026849498.1|DPER
OG0002719	LOC118510418|XP_035908080.1|ASTE	LOC6594674|XP_002019852.1|DPER
OG0002720	LOC118510419|XP_035908081.1|ASTE	LOC6599590|XP_002024710.1|DPER
OG0002721	LOC118514212|XP_035916801.1|ASTE	LOC6598071|XP_002023130.1|DPER
OG0002722	LOC118509233|XP_035905434.1|ASTE	LOC6592344|XP_002018291.1|DPER
OG0002723	LOC118510548|XP_035908411.1|ASTE	LOC6590392|XP_002015485.1|DPER
OG0002724	LOC118514223|XP_035916814.1|ASTE	LOC6595200|XP_002020235.2|DPER
OG0002725	LOC118512308|XP_035912444.1|ASTE	LOC6602359|XP_002027438.1|DPER
OG0002726	LOC118512902|XP_035913910.1|ASTE	LOC6601252|XP_002026214.2|DPER
OG0002727	LOC118510379|XP_035908017.1|ASTE	LOC6601064|XP_002026088.2|DPER
OG0002728	LOC118510476|XP_035908237.1|ASTE	LOC6603461|XP_026841248.1|DPER
OG0002729	LOC118510483|XP_035908256.1|ASTE	LOC6603306|XP_002028287.2|DPER
OG0002730	LOC118512916|XP_035913952.1|ASTE	LOC6592379|XP_026842130.1|DPER
OG0002731	LOC118510551|XP_035908417.1|ASTE	LOC6599557|XP_002024664.2|DPER
OG0002732	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE	LOC6590889|XP_002015430.2|DPER
OG0002733	LOC118511380|XP_035910277.1|ASTE	LOC6592810|XP_002017607.1|DPER
OG0002734	LOC118509458|XP_035905971.1|ASTE	LOC6603520|XP_026840823.1|DPER
OG0002735	LOC118511872|XP_035911365.1|ASTE	LOC6590031|XP_026841214.1|DPER
OG0002736	LOC118511873|XP_035911369.1|ASTE	LOC6590343|XP_026842247.1|DPER
OG0002737	LOC118513482|XP_035915186.1|ASTE	LOC6599649|XP_026849587.1|DPER
OG0002738	LOC118510563|XP_035908440.1|ASTE	LOC6604488|XP_026849737.1|DPER
OG0002739	LOC118510211|XP_035907650.1|ASTE	LOC6603363|XP_002028310.1|DPER
OG0002740	LOC118510213|XP_035907663.1|ASTE	LOC6603362|XP_002028309.1|DPER
OG0002741	LOC118510243|XP_035907705.1|ASTE, LOC118517277|XP_035919144.1|ASTE, LOC118510229|XP_035907688.1|ASTE	LOC6600905|XP_026840792.1|DPER
OG0002742	LOC118510237|XP_035907697.1|ASTE, LOC118517266|XP_035919132.1|ASTE	LOC6590373|XP_002015623.2|DPER
OG0002743	LOC118510224|XP_035907682.1|ASTE	LOC6599509|XP_002024729.2|DPER
OG0002744	LOC118514383|XP_035917150.1|ASTE	LOC6601160|XP_002026259.2|DPER
OG0002745	LOC118511387|XP_035910297.1|ASTE	LOC113566020|XP_026845545.1|DPER, LOC6595884|XP_026845742.1|DPER
OG0002746	LOC118509661|XP_035906518.1|ASTE	LOC6592296|XP_002017627.1|DPER
OG0002747	LOC118513069|XP_035914310.1|ASTE	LOC6587524|XP_026842210.1|DPER
OG0002748	LOC118510347|XP_035907933.1|ASTE	LOC6590428|XP_002016600.1|DPER
OG0002749	LOC118512671|XP_035913325.1|ASTE, LOC118516354|XP_035918079.1|ASTE	LOC6592963|XP_026841438.1|DPER
OG0002750	LOC118511321|XP_035910136.1|ASTE	LOC6600885|XP_026840829.1|DPER
OG0002751	LOC118511323|XP_035910139.1|ASTE	LOC6590130|XP_026841341.1|DPER
OG0002752	LOC118514337|XP_035917042.1|ASTE	LOC6592673|XP_002018198.1|DPER
OG0002753	LOC118514331|XP_035917031.1|ASTE	LOC6593195|XP_026842336.1|DPER
OG0002754	LOC118509340|XP_035905733.1|ASTE, LOC118508936|XP_035904738.1|ASTE	LOC6601669|XP_026847511.1|DPER
OG0002755	LOC118514350|XP_035917064.1|ASTE	LOC6590925|XP_002015767.1|DPER
OG0002756	LOC118511867|XP_035911360.1|ASTE	LOC6595975|XP_002021041.1|DPER
OG0002757	LOC118512292|XP_035912407.1|ASTE	LOC6601815|XP_026848825.1|DPER
OG0002758	LOC118511379|XP_035910267.1|ASTE	LOC6592243|XP_026842332.1|DPER
OG0002759	LOC118512230|XP_035912247.1|ASTE	LOC6592932|XP_026840854.1|DPER
OG0002760	LOC118512232|XP_035912259.1|ASTE	LOC6590751|XP_002015682.1|DPER
OG0002761	LOC118512276|XP_035912358.1|ASTE	LOC6590489|XP_002015758.2|DPER
OG0002762	LOC118517166|XP_035918952.1|ASTE, LOC118512267|XP_035912340.1|ASTE	LOC6592327|XP_026841912.1|DPER
OG0002763	LOC118512281|XP_035912386.1|ASTE	LOC6603818|XP_026848782.1|DPER
OG0002764	LOC118512264|XP_035912333.1|ASTE	LOC6596098|XP_002021251.2|DPER
OG0002765	LOC118512014|XP_035911682.1|ASTE	LOC6590291|XP_026841730.1|DPER
OG0002766	LOC118512017|XP_035911688.1|ASTE	LOC6590290|XP_002016347.1|DPER
OG0002767	LOC118512807|XP_035913650.1|ASTE	LOC6592937|XP_026840852.1|DPER
OG0002768	LOC118510439|XP_035908120.1|ASTE	LOC6589962|XP_002015637.1|DPER
OG0002769	LOC118509357|XP_035905772.1|ASTE	LOC6600798|XP_002025969.1|DPER
OG0002770	LOC118509358|XP_035905773.1|ASTE	LOC6593643|XP_026843540.1|DPER
OG0002771	LOC118517240|XP_035919107.1|ASTE, LOC118509360|XP_035905775.1|ASTE	LOC6600241|XP_026849080.1|DPER
OG0002772	LOC118513139|XP_035914458.1|ASTE	LOC6600235|XP_002025400.2|DPER
OG0002773	LOC118514197|XP_035916778.1|ASTE	LOC6592366|XP_002017971.1|DPER
OG0002774	LOC118514183|XP_035916760.1|ASTE, LOC118517244|XP_035919112.1|ASTE	LOC6592979|XP_026841672.1|DPER
OG0002775	LOC118509462|XP_035905980.1|ASTE	LOC6601390|XP_026847917.1|DPER
OG0002776	LOC118510352|XP_035907945.1|ASTE	LOC6599648|XP_002024758.1|DPER
OG0002777	LOC118516381|XP_035918126.1|ASTE, LOC118512785|XP_035913592.1|ASTE	LOC6600619|XP_026847687.1|DPER
OG0002778	LOC118512781|XP_035913585.1|ASTE, LOC118516378|XP_035918122.1|ASTE	LOC6600622|XP_026847686.1|DPER
OG0002779	LOC118512864|XP_035913839.1|ASTE	LOC6602964|XP_002027975.1|DPER
OG0002780	LOC118511559|XP_035910684.1|ASTE	LOC6594292|XP_002019940.1|DPER
OG0002781	LOC118508860|XP_035904511.1|ASTE	LOC6591260|XP_002015796.1|DPER
OG0002782	LOC118511354|XP_035910207.1|ASTE, LOC118516342|XP_035918047.1|ASTE	LOC6602418|XP_026848440.1|DPER
OG0002783	LOC118514218|XP_035916807.1|ASTE	LOC6593989|XP_026843265.1|DPER
OG0002784	LOC118509921|XP_035907124.1|ASTE	LOC6590294|XP_026840956.1|DPER
OG0002785	LOC118509408|XP_035905867.1|ASTE	LOC6595892|XP_002021433.1|DPER, LOC113566009|XP_026845475.1|DPER
OG0002786	LOC118509824|XP_035906881.1|ASTE	LOC6601929|XP_026848740.1|DPER
OG0002787	LOC118509910|XP_035907080.1|ASTE	LOC6603030|XP_026849516.1|DPER
OG0002788	LOC118509914|XP_035907088.1|ASTE	LOC6603031|XP_026849517.1|DPER
OG0002789	LOC118509909|XP_035907074.1|ASTE	LOC6601141|XP_002026273.2|DPER
OG0002790	LOC118510578|XP_035908463.1|ASTE	LOC6602304|XP_002027363.2|DPER
OG0002791	LOC118512786|XP_035913595.1|ASTE, LOC118516386|XP_035918143.1|ASTE	LOC6601513|XP_026848011.1|DPER
OG0002792	LOC118514202|XP_035916784.1|ASTE	LOC6592777|XP_002018019.1|DPER
OG0002793	LOC118511308|XP_035910113.1|ASTE	LOC6599832|XP_002024851.2|DPER
OG0002794	LOC118511386|XP_035910296.1|ASTE	LOC6602840|XP_026847930.1|DPER
OG0002795	LOC118512261|XP_035912321.1|ASTE	LOC6599527|XP_026849400.1|DPER
OG0002796	LOC118513485|XP_035915198.1|ASTE	LOC113566610|XP_026848815.1|DPER
OG0002797	LOC118509393|XP_035905834.1|ASTE	LOC6602302|XP_002027361.1|DPER
OG0002798	LOC118509766|XP_035906793.1|ASTE	LOC6589716|XP_002015306.1|DPER
OG0002799	LOC118509240|XP_035905441.1|ASTE	LOC6603284|XP_026849885.1|DPER
OG0002800	LOC118511821|XP_035911254.1|ASTE	LOC6601926|XP_026848737.1|DPER
OG0002801	LOC118511826|XP_035911263.1|ASTE	LOC6588692|XP_002015061.1|DPER, LOC6592952|XP_026842766.1|DPER
OG0002802	LOC118511834|XP_035911270.1|ASTE	LOC6600966|XP_026841963.1|DPER
OG0002803	LOC118514128|XP_035916607.1|ASTE	LOC6589400|XP_002015289.1|DPER
OG0002804	LOC118511837|XP_035911275.1|ASTE	LOC6592636|XP_002018135.1|DPER
OG0002805	LOC118511838|XP_035911276.1|ASTE	LOC6591062|XP_002015693.1|DPER
OG0002806	LOC118511850|XP_035911288.1|ASTE	LOC6601514|XP_002026576.1|DPER
OG0002807	LOC118511516|XP_035910592.1|ASTE	LOC6592357|XP_002018429.1|DPER
OG0002808	LOC118511523|XP_035910604.1|ASTE	LOC6590426|XP_026842843.1|DPER
OG0002809	LOC118511528|XP_035910610.1|ASTE	LOC6596152|XP_002021164.1|DPER
OG0002810	LOC118510448|XP_035908137.1|ASTE	LOC6603567|XP_026848041.1|DPER
OG0002811	LOC118510441|XP_035908132.1|ASTE	LOC6602326|XP_026848451.1|DPER
OG0002812	LOC118510412|XP_035908070.1|ASTE	LOC6590922|XP_002015764.1|DPER
OG0002813	LOC118511338|XP_035910166.1|ASTE	LOC6590970|XP_026842775.1|DPER
OG0002814	LOC118511340|XP_035910176.1|ASTE	LOC6593066|XP_026841029.1|DPER
OG0002815	LOC118513140|XP_035914459.1|ASTE	LOC6592188|XP_026842458.1|DPER
OG0002816	LOC118516415|XP_035918171.1|ASTE, LOC118509553|XP_035906197.1|ASTE	LOC6591156|XP_002015925.1|DPER
OG0002817	LOC118509560|XP_035906208.1|ASTE, LOC118516417|XP_035918173.1|ASTE	LOC6590763|XP_002015395.1|DPER
OG0002818	LOC118516416|XP_035918172.1|ASTE, LOC118509558|XP_035906206.1|ASTE	LOC6592569|XP_002018251.1|DPER
OG0002819	LOC118511415|XP_035910368.1|ASTE	LOC6599494|XP_026849514.1|DPER
OG0002820	LOC118511413|XP_035910366.1|ASTE	LOC6599489|XP_002024586.1|DPER
OG0002821	LOC118510988|XP_035909395.1|ASTE	LOC6595972|XP_002021210.1|DPER
OG0002822	LOC118511971|XP_035911601.1|ASTE	LOC6592974|XP_002018024.1|DPER
OG0002823	LOC118509726|XP_035906729.1|ASTE	LOC6591025|XP_026842605.1|DPER
OG0002824	LOC118509718|XP_035906700.1|ASTE	LOC6592891|XP_002018210.2|DPER
OG0002825	LOC118517583|XP_035919750.1|ASTE	LOC6603261|XP_026848169.1|DPER
OG0002826	LOC118511384|XP_035910284.1|ASTE	LOC6590760|XP_002016152.1|DPER
OG0002827	LOC118503639|XP_035893034.1|ASTE	LOC6602529|XP_002027562.2|DPER
OG0002828	LOC118510952|XP_035909290.1|ASTE	LOC6591139|XP_002015933.2|DPER
OG0002829	LOC118511945|XP_035911543.1|ASTE	LOC6600804|XP_002025975.1|DPER
OG0002830	LOC118511943|XP_035911537.1|ASTE	LOC6592808|XP_026842693.1|DPER
OG0002831	LOC118506496|XP_035899583.1|ASTE	LOC6596346|XP_026843805.1|DPER
OG0002832	LOC118505045|XP_035896190.1|ASTE	LOC6593876|XP_026843846.1|DPER
OG0002833	LOC118507078|XP_035900953.1|ASTE	LOC6590081|XP_026841647.1|DPER
OG0002834	LOC118511196|XP_035909862.1|ASTE, LOC118517339|XP_035919216.1|ASTE	LOC6590915|XP_002015406.1|DPER
OG0002835	LOC118511188|XP_035909848.1|ASTE	LOC6592193|XP_026841356.1|DPER
OG0002836	LOC118509669|XP_035906550.1|ASTE	LOC6592849|XP_002018276.1|DPER
OG0002837	LOC118509620|XP_035906353.1|ASTE	LOC6592868|XP_026842039.1|DPER
OG0002838	LOC118510962|XP_035909321.1|ASTE	LOC6590950|XP_002016020.1|DPER
OG0002839	LOC118511119|XP_035909744.1|ASTE	LOC6592468|XP_002017802.1|DPER
OG0002840	LOC118511122|XP_035909747.1|ASTE	LOC113565613|XP_026843874.1|DPER, LOC6593509|XP_002019150.1|DPER
OG0002841	LOC118510083|XP_035907384.1|ASTE	LOC6588716|XP_002014989.1|DPER
OG0002842	LOC118513403|XP_035914986.1|ASTE	LOC6593864|XP_026843418.1|DPER
OG0002843	LOC118507879|XP_035902988.1|ASTE	LOC6590837|XP_002015769.1|DPER
OG0002844	LOC118512698|XP_035913405.1|ASTE	LOC6597015|XP_026845465.1|DPER
OG0002845	LOC118511705|XP_035911017.1|ASTE, LOC118514438|XP_035917233.1|ASTE	LOC6596316|XP_002021486.1|DPER
OG0002846	LOC118513833|XP_035915988.1|ASTE	LOC6590465|XP_002016651.1|DPER
OG0002847	LOC118511709|XP_035911023.1|ASTE	LOC113565388|XP_026842999.1|DPER
OG0002848	LOC118511707|XP_035911019.1|ASTE	LOC6588850|XP_002014905.1|DPER
OG0002849	LOC118513304|XP_035914779.1|ASTE	LOC6589228|XP_002014217.1|DPER, LOC113565872|XP_026845033.1|DPER
OG0002850	LOC118513476|XP_035915162.1|ASTE	LOC6597948|XP_002023183.1|DPER
OG0002851	LOC118513564|XP_035915385.1|ASTE	LOC6588707|XP_002014317.1|DPER
OG0002852	LOC118513568|XP_035915391.1|ASTE	LOC6590509|XP_026841351.1|DPER
OG0002853	LOC118510617|XP_035908537.1|ASTE	LOC6598123|XP_002023279.1|DPER
OG0002854	LOC118511049|XP_035909541.1|ASTE	LOC6588799|XP_026844165.1|DPER
OG0002855	LOC118509168|XP_035905320.1|ASTE	LOC6593427|XP_026843384.1|DPER
OG0002856	LOC118513908|XP_035916126.1|ASTE	LOC6593339|XP_026843757.1|DPER
OG0002857	LOC118513917|XP_035916161.1|ASTE	LOC6593454|XP_026843838.1|DPER
OG0002858	LOC118513909|XP_035916138.1|ASTE	LOC6588816|XP_026843993.1|DPER
OG0002859	LOC118513527|XP_035915290.1|ASTE	LOC6596372|XP_026843712.1|DPER
OG0002860	LOC118511046|XP_035909537.1|ASTE	LOC6588783|XP_002014254.1|DPER
OG0002861	LOC118513400|XP_035914975.1|ASTE	LOC6596540|XP_002021677.1|DPER
OG0002862	LOC118513937|XP_035916210.1|ASTE	LOC6595537|XP_002020672.2|DPER
OG0002863	LOC118513927|XP_035916188.1|ASTE	LOC6589747|XP_002014998.1|DPER
OG0002864	LOC118513977|XP_035916295.1|ASTE	LOC6589748|XP_002014999.1|DPER
OG0002865	LOC118511109|XP_035909726.1|ASTE	LOC6591212|XP_002015588.1|DPER
OG0002866	LOC118512445|XP_035912802.1|ASTE	LOC6599607|XP_002024697.2|DPER
OG0002867	LOC118513666|XP_035915660.1|ASTE	LOC113565470|XP_026843375.1|DPER
OG0002868	LOC118509328|XP_035905681.1|ASTE	LOC6589835|XP_002014885.1|DPER
OG0002869	LOC118512428|XP_035912777.1|ASTE	LOC6589836|XP_002014886.1|DPER
OG0002871	LOC118511150|XP_035909771.1|ASTE	LOC6589707|XP_002014457.1|DPER
OG0002873	LOC118509135|XP_035905228.1|ASTE	LOC6593901|XP_002019080.1|DPER
OG0002874	LOC118514708|XP_035917674.1|ASTE	LOC113565881|XP_026845044.1|DPER, LOC6589627|XP_002014231.1|DPER
OG0002875	LOC118517093|XP_035918840.1|ASTE, LOC118513876|XP_035916075.1|ASTE	LOC6603392|XP_002028361.1|DPER
OG0002877	LOC118517202|XP_035919050.1|ASTE, LOC118513921|XP_035916178.1|ASTE	LOC6588891|XP_026844790.1|DPER
OG0002878	LOC118514010|XP_035916373.1|ASTE	LOC6589439|XP_002014822.1|DPER
OG0002879	LOC118513583|XP_035915439.1|ASTE, LOC118515236|XP_035917814.1|ASTE	LOC6601882|XP_002026931.1|DPER
OG0002880	LOC118515232|XP_035917810.1|ASTE, LOC118513579|XP_035915434.1|ASTE	LOC6596833|XP_002022014.1|DPER
OG0002881	LOC118513580|XP_035915436.1|ASTE, LOC118515233|XP_035917811.1|ASTE	LOC6588981|XP_002014573.1|DPER
OG0002882	LOC118513615|XP_035915564.1|ASTE	LOC6603466|XP_002028435.1|DPER
OG0002883	LOC118513410|XP_035915009.1|ASTE	LOC113565900|XP_026845069.1|DPER, LOC6589391|XP_002014640.1|DPER
OG0002884	LOC118513416|XP_035915020.1|ASTE	LOC6596492|XP_002021566.1|DPER
OG0002885	LOC118509043|XP_035905009.1|ASTE	LOC6600519|XP_002025584.1|DPER
OG0002886	LOC118510082|XP_035907383.1|ASTE	LOC6588949|XP_002015370.1|DPER
OG0002887	LOC118511576|XP_035910714.1|ASTE	LOC6588950|XP_002015371.1|DPER
OG0002888	LOC118510606|XP_035908508.1|ASTE	LOC6596525|XP_026843635.1|DPER
OG0002889	LOC118513398|XP_035914971.1|ASTE	LOC113564929|XP_026840219.1|DPER, LOC113566324|XP_026847288.1|DPER
OG0002890	LOC118512537|XP_035913000.1|ASTE	LOC6593381|XP_026843259.1|DPER
