Orthogroup	ASTE.longest_only	DSAN.longest_only
OG0001440	LOC118508086|XP_035903459.1|ASTE	LOC120454970|XP_039496685.1|DSAN
OG0001442	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE	LOC120458487|XP_039502086.1|DSAN
OG0001443	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE	LOC120452157|XP_039492187.1|DSAN
OG0001444	LOC118502379|XP_035890493.1|ASTE	LOC120453851|XP_039494689.1|DSAN
OG0001445	LOC118503034|XP_035891758.1|ASTE	LOC120450916|XP_039490107.1|DSAN
OG0001446	LOC118505222|XP_035896639.1|ASTE	LOC120451008|XP_039490258.1|DSAN
OG0001447	LOC118504441|XP_035894794.1|ASTE	LOC120451549|XP_039491270.1|DSAN
OG0001448	LOC118508304|XP_035903852.1|ASTE	LOC120451383|XP_039490975.1|DSAN
OG0001449	LOC118502961|XP_035891617.1|ASTE	LOC120447249|XP_039484709.1|DSAN
OG0001450	LOC118512095|XP_035911953.1|ASTE	LOC120449578|XP_039488069.1|DSAN
OG0001451	LOC118510862|XP_035909101.1|ASTE	LOC120456009|XP_039498504.1|DSAN
OG0001452	LOC118508899|XP_035904631.1|ASTE	LOC120444979|XP_039480938.1|DSAN
OG0001453	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE	LOC120448892|XP_039487043.1|DSAN
OG0001454	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE	LOC120451241|XP_039490687.1|DSAN
OG0001455	LOC118512978|XP_035914115.1|ASTE	LOC120449688|XP_039488238.1|DSAN
OG0001456	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE	LOC120446604|XP_039483779.1|DSAN
OG0001457	LOC118512050|XP_035911786.1|ASTE	LOC120446991|XP_039484226.1|DSAN
OG0001458	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE	LOC120446034|XP_039482731.1|DSAN
OG0001459	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE	LOC120449961|XP_039488597.1|DSAN
OG0001460	LOC118509617|XP_035906336.1|ASTE	LOC120443760|XP_039479020.1|DSAN, LOC120450648|XP_039489743.1|DSAN
OG0001461	LOC118512844|XP_035913798.1|ASTE	LOC120455077|XP_039496869.1|DSAN
OG0001462	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE	LOC120447806|XP_039485316.1|DSAN
OG0001464	LOC118510298|XP_035907815.1|ASTE	LOC120455978|XP_039498465.1|DSAN
OG0001466	LOC118509517|XP_035906111.1|ASTE	LOC120444021|XP_039479459.1|DSAN
OG0001467	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE	LOC120455306|XP_039497292.1|DSAN
OG0001468	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE	LOC120449890|XP_039488503.1|DSAN
OG0001469	LOC118512310|XP_035912446.1|ASTE	LOC120447043|XP_039484339.1|DSAN, LOC120452099|XP_039492109.1|DSAN
OG0001470	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE	LOC120450602|XP_039489659.1|DSAN
OG0001471	LOC118509952|XP_035907180.1|ASTE	LOC120450536|XP_039489561.1|DSAN
OG0001472	LOC118511819|XP_035911252.1|ASTE	LOC120449869|XP_039488462.1|DSAN
OG0001473	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE	LOC120452745|XP_039493054.1|DSAN
OG0001474	LOC118511983|XP_035911615.1|ASTE	LOC120455541|XP_039497813.1|DSAN
OG0001475	LOC118505830|XP_035898077.1|ASTE	LOC120443989|XP_039479397.1|DSAN
OG0001476	LOC118510956|XP_035909305.1|ASTE	LOC120457175|XP_039500402.1|DSAN
OG0001477	LOC118513902|XP_035916117.1|ASTE	LOC120451227|XP_039490647.1|DSAN
OG0001478	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE	LOC120454132|XP_039495113.1|DSAN
OG0001479	LOC118513844|XP_035916015.1|ASTE	LOC120445264|XP_039481493.1|DSAN, LOC120456251|XP_039498905.1|DSAN
OG0001480	LOC118513940|XP_035916216.1|ASTE	LOC120449709|XP_039488263.1|DSAN
OG0001481	LOC118511126|XP_035909752.1|ASTE	LOC120446505|XP_039483446.1|DSAN
OG0001482	LOC118514014|XP_035916376.1|ASTE	LOC120446188|XP_039482969.1|DSAN
OG0001483	LOC118510033|XP_035907314.1|ASTE	LOC120457496|XP_039500983.1|DSAN
OG0001484	LOC118511672|XP_035910923.1|ASTE	LOC120449856|XP_039488453.1|DSAN
OG0001485	LOC118512587|XP_035913119.1|ASTE	LOC120449474|XP_039487883.1|DSAN
OG0001486	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE	LOC120458211|XP_039501722.1|DSAN
OG0001487	LOC118511555|XP_035910677.1|ASTE	LOC120447056|XP_039484383.1|DSAN
OG0001488	LOC118509962|XP_035907234.1|ASTE	LOC120446626|XP_039483620.1|DSAN
OG0001489	LOC118510785|XP_035908963.1|ASTE	LOC120446591|XP_039483546.1|DSAN
OG0001490	LOC118510781|XP_035908959.1|ASTE	LOC120449264|XP_039487584.1|DSAN
OG0001491	LOC118514099|XP_035916532.1|ASTE	LOC120450194|XP_039488997.1|DSAN
OG0001492	LOC118510657|XP_035908675.1|ASTE	LOC120451995|XP_039491960.1|DSAN
OG0001493	LOC118506650|XP_035899947.1|ASTE	LOC120455096|XP_039496907.1|DSAN
OG0001494	LOC118517546|XP_035919678.1|ASTE	LOC120455795|XP_039498186.1|DSAN
OG0001495	LOC118506658|XP_035899969.1|ASTE	LOC120443949|XP_039479335.1|DSAN
OG0001496	LOC118507659|XP_035902329.1|ASTE	LOC120456222|XP_039498839.1|DSAN
OG0001497	LOC118502537|XP_035890702.1|ASTE	LOC120457997|XP_039501423.1|DSAN
OG0001500	LOC118505138|XP_035896380.1|ASTE	LOC120444633|XP_039480373.1|DSAN
OG0001501	LOC118507979|XP_035903221.1|ASTE	LOC120453236|XP_039493771.1|DSAN
OG0001502	LOC118504323|XP_035894545.1|ASTE	LOC120444919|XP_039480847.1|DSAN
OG0001503	LOC118512405|XP_035912684.1|ASTE	LOC120450059|XP_039488754.1|DSAN
OG0001504	LOC118507224|XP_035901272.1|ASTE	LOC120457172|XP_039500400.1|DSAN
OG0001506	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE	LOC120446631|XP_039483627.1|DSAN
OG0001507	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE	LOC120445640|XP_039482115.1|DSAN
OG0001508	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE	LOC120445648|XP_039482124.1|DSAN
OG0001509	LOC118505926|XP_035898319.1|ASTE	LOC120446804|XP_039483898.1|DSAN
OG0001510	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE	LOC120443771|XP_039478999.1|DSAN
OG0001511	LOC118507242|XP_035901387.1|ASTE	LOC120445892|XP_039482478.1|DSAN
OG0001512	LOC118503073|XP_035891843.1|ASTE	LOC120448529|XP_039486503.1|DSAN
OG0001513	LOC118508391|XP_035904027.1|ASTE	LOC120447830|XP_039485351.1|DSAN
OG0001515	LOC118503019|XP_035891735.1|ASTE	LOC120454968|XP_039496683.1|DSAN
OG0001534	LOC118505899|XP_035898676.1|ASTE	LOC120457401|XP_039500914.1|DSAN
OG0001535	LOC118517720|XP_035920066.1|ASTE	LOC120456328|XP_039499030.1|DSAN
OG0001536	LOC118506790|XP_035900302.1|ASTE	LOC120456719|XP_039499634.1|DSAN
OG0001537	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE	LOC120458334|XP_039501885.1|DSAN
OG0001538	LOC118503667|XP_035893096.1|ASTE	LOC120455797|XP_039498189.1|DSAN
OG0001539	LOC118517360|XP_035919269.1|ASTE	LOC120444548|XP_039480232.1|DSAN
OG0001540	LOC118511146|XP_035909770.1|ASTE	LOC120443850|XP_039479145.1|DSAN
OG0001541	LOC118517446|XP_035919481.1|ASTE	LOC120448849|XP_039486989.1|DSAN
OG0001542	LOC118502635|XP_035890979.1|ASTE	LOC120452407|XP_039492559.1|DSAN
OG0001545	LOC118506676|XP_035900013.1|ASTE	LOC120456805|XP_039499776.1|DSAN
OG0001546	LOC118508312|XP_035903877.1|ASTE	LOC120455592|XP_039497898.1|DSAN
OG0001547	LOC118506882|XP_035900543.1|ASTE	LOC120456109|XP_039498656.1|DSAN
OG0001548	LOC118517085|XP_035918834.1|ASTE	LOC120457264|XP_039500612.1|DSAN
OG0001549	LOC118511070|XP_035909580.1|ASTE	LOC120445172|XP_039481306.1|DSAN
OG0001551	LOC118508471|XP_035904171.1|ASTE	LOC120452630|XP_039492873.1|DSAN
OG0001552	LOC118506807|XP_035900358.1|ASTE	LOC120451418|XP_039491022.1|DSAN
OG0001553	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE	LOC120456822|XP_039499805.1|DSAN
OG0001554	LOC118503590|XP_035892934.1|ASTE	LOC120450988|XP_039490225.1|DSAN
OG0001555	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE	LOC120446419|XP_039483312.1|DSAN
OG0001556	LOC118514356|XP_035917071.1|ASTE	LOC120445918|XP_039482509.1|DSAN
OG0001557	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE	LOC120455073|XP_039496858.1|DSAN
OG0001558	LOC118504481|XP_035894891.1|ASTE	LOC120455877|XP_039498290.1|DSAN
OG0001559	LOC118502705|XP_035891142.1|ASTE	LOC120453340|XP_039493939.1|DSAN
OG0001560	LOC118506880|XP_035900522.1|ASTE	LOC120453140|XP_039493624.1|DSAN
OG0001561	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE	LOC120452758|XP_039493074.1|DSAN
OG0001562	LOC118511566|XP_035910698.1|ASTE	LOC120444248|XP_039479698.1|DSAN
OG0001563	LOC118506798|XP_035900314.1|ASTE	LOC120448667|XP_039486738.1|DSAN
OG0001564	LOC118505168|XP_035896467.1|ASTE	LOC120450767|XP_039489841.1|DSAN
OG0001565	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE	LOC120453472|XP_039494135.1|DSAN
OG0001566	LOC118505781|XP_035897970.1|ASTE	LOC120451453|XP_039491066.1|DSAN
OG0001567	LOC118511921|XP_035911452.1|ASTE	LOC120446531|XP_039483478.1|DSAN
OG0001568	LOC118511924|XP_035911466.1|ASTE	LOC120451084|XP_039490385.1|DSAN
OG0001569	LOC118511929|XP_035911502.1|ASTE	LOC120453901|XP_039494760.1|DSAN
OG0001570	LOC118504393|XP_035894692.1|ASTE	LOC120451559|XP_039491296.1|DSAN
OG0001571	LOC118511747|XP_035911102.1|ASTE	LOC120458298|XP_039501831.1|DSAN
OG0001572	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE	LOC120456629|XP_039499485.1|DSAN
OG0001573	LOC118512694|XP_035913394.1|ASTE	LOC120448051|XP_039485734.1|DSAN
OG0001574	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE	LOC120456277|XP_039498949.1|DSAN
OG0001575	LOC118511278|XP_035910063.1|ASTE	LOC120451656|XP_039491465.1|DSAN
OG0001576	LOC118512248|XP_035912283.1|ASTE	LOC120453231|XP_039493765.1|DSAN
OG0001577	LOC118508852|XP_035904498.1|ASTE	LOC120451305|XP_039490804.1|DSAN
OG0001578	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE	LOC120444910|XP_039480836.1|DSAN
OG0001579	LOC118509698|XP_035906659.1|ASTE	LOC120457217|XP_039500520.1|DSAN
OG0001580	LOC118511539|XP_035910626.1|ASTE	LOC120445134|XP_039481219.1|DSAN
OG0001581	LOC118512895|XP_035913900.1|ASTE	LOC120455705|XP_039498047.1|DSAN
OG0001582	LOC118514210|XP_035916796.1|ASTE	LOC120446862|XP_039483996.1|DSAN
OG0001583	LOC118509919|XP_035907122.1|ASTE	LOC120448826|XP_039486961.1|DSAN
OG0001584	LOC118509247|XP_035905474.1|ASTE	LOC120449315|XP_039487641.1|DSAN
OG0001586	LOC118510349|XP_035907937.1|ASTE	LOC120447943|XP_039485555.1|DSAN
OG0001587	LOC118511335|XP_035910161.1|ASTE	LOC120458512|XP_039502117.1|DSAN
OG0001588	LOC118512235|XP_035912262.1|ASTE	LOC120458150|XP_039501630.1|DSAN
OG0001589	LOC118507578|XP_035902124.1|ASTE	LOC120448688|XP_039486773.1|DSAN
OG0001590	LOC118512262|XP_035912326.1|ASTE	LOC120447008|XP_039484249.1|DSAN
OG0001591	LOC118509673|XP_035906569.1|ASTE	LOC120452048|XP_039492043.1|DSAN
OG0001593	LOC118513303|XP_035914777.1|ASTE	LOC120455638|XP_039498000.1|DSAN
OG0001594	LOC118508926|XP_035904703.1|ASTE	LOC120451455|XP_039491071.1|DSAN
OG0001595	LOC118513575|XP_035915404.1|ASTE	LOC120445788|XP_039482327.1|DSAN
OG0001596	LOC118509053|XP_035905056.1|ASTE	LOC120445322|XP_039481577.1|DSAN
OG0001597	LOC118509170|XP_035905323.1|ASTE	LOC120455161|XP_039497021.1|DSAN
OG0001598	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE	LOC120444216|XP_039479706.1|DSAN, LOC120444130|XP_039479627.1|DSAN
OG0001599	LOC118513962|XP_035916270.1|ASTE	LOC120454710|XP_039496194.1|DSAN
OG0001600	LOC118512033|XP_035911718.1|ASTE	LOC120449148|XP_039487420.1|DSAN
OG0001601	LOC118511048|XP_035909539.1|ASTE	LOC120458579|XP_039502211.1|DSAN
OG0001603	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE	LOC120458661|XP_039502328.1|DSAN
OG0001604	LOC118506855|XP_035900478.1|ASTE	LOC120456460|XP_039499241.1|DSAN
OG0001605	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE	LOC120458269|XP_039501796.1|DSAN
OG0001607	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE	LOC120445762|XP_039482292.1|DSAN, LOC120457611|XP_039501052.1|DSAN, LOC120457612|XP_039501053.1|DSAN, LOC120457613|XP_039501055.1|DSAN
OG0001608	LOC118511595|XP_035910750.1|ASTE	LOC120447097|XP_039484439.1|DSAN
OG0001609	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE	LOC120444912|XP_039480839.1|DSAN
OG0001610	LOC118513447|XP_035915090.1|ASTE	LOC120445715|XP_039482214.1|DSAN
OG0001611	LOC118511616|XP_035910799.1|ASTE	LOC120445690|XP_039482181.1|DSAN
OG0001612	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE	LOC120458246|XP_039501768.1|DSAN
OG0001613	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE	LOC120458205|XP_039501717.1|DSAN
OG0001614	LOC118508973|XP_035904842.1|ASTE	LOC120458471|XP_039502059.1|DSAN
OG0001615	LOC118510591|XP_035908485.1|ASTE	LOC120444367|XP_039479901.1|DSAN
OG0001616	LOC118513265|XP_035914725.1|ASTE	LOC120444973|XP_039480932.1|DSAN
OG0001617	LOC118510872|XP_035909124.1|ASTE	LOC120444587|XP_039480290.1|DSAN
OG0001618	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE	LOC120449841|XP_039488435.1|DSAN
OG0001619	LOC118512480|XP_035912868.1|ASTE	LOC120453174|XP_039493672.1|DSAN
OG0001620	LOC118510914|XP_035909210.1|ASTE	LOC120444678|XP_039480472.1|DSAN
OG0001621	LOC118513213|XP_035914620.1|ASTE	LOC120445725|XP_039482227.1|DSAN
OG0001622	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE	LOC120455370|XP_039497411.1|DSAN
OG0001623	LOC118513316|XP_035914811.1|ASTE	LOC120443867|XP_039479168.1|DSAN
OG0001624	LOC118510774|XP_035908934.1|ASTE	LOC120444004|XP_039479417.1|DSAN
OG0001625	LOC118510768|XP_035908920.1|ASTE	LOC120444929|XP_039480864.1|DSAN
OG0001626	LOC118504252|XP_035894372.1|ASTE	LOC120458352|XP_039501903.1|DSAN
OG0001627	LOC118504929|XP_035895915.1|ASTE	LOC120451479|XP_039491133.1|DSAN
OG0001628	LOC118514678|XP_035917619.1|ASTE	LOC120454305|XP_039495437.1|DSAN
OG0001630	LOC118502353|XP_035890429.1|ASTE	LOC120451654|XP_039491461.1|DSAN
OG0001631	LOC118506721|XP_035900137.1|ASTE	LOC120451271|XP_039490742.1|DSAN
OG0001632	LOC118502653|XP_035890997.1|ASTE	LOC120451245|XP_039490697.1|DSAN
OG0001633	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE	LOC120454480|XP_039495748.1|DSAN
OG0001635	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE	LOC120451787|XP_039491672.1|DSAN
OG0001636	LOC118506419|XP_035899410.1|ASTE	LOC120451991|XP_039491953.1|DSAN
OG0001637	LOC118507153|XP_035901082.1|ASTE	LOC120451184|XP_039490566.1|DSAN
OG0001638	LOC118504328|XP_035894552.1|ASTE	LOC120454984|XP_039496709.1|DSAN
OG0001639	LOC118507978|XP_035903220.1|ASTE	LOC120452080|XP_039492081.1|DSAN
OG0001640	LOC118511402|XP_035910329.1|ASTE	LOC120451770|XP_039491633.1|DSAN
OG0001641	LOC118504238|XP_035894355.1|ASTE	LOC120451649|XP_039491449.1|DSAN
OG0001642	LOC118504527|XP_035894962.1|ASTE	LOC120456181|XP_039498786.1|DSAN
OG0001643	LOC118508101|XP_035903477.1|ASTE	LOC120449496|XP_039487926.1|DSAN, LOC120449403|XP_039487788.1|DSAN
OG0001644	LOC118503910|XP_035893596.1|ASTE	LOC120449669|XP_039488203.1|DSAN
OG0001645	LOC118506316|XP_035899158.1|ASTE	LOC120446902|XP_039484057.1|DSAN
OG0001646	LOC118507916|XP_035903110.1|ASTE	LOC120446917|XP_039484091.1|DSAN
OG0001647	LOC118507219|XP_035901214.1|ASTE	LOC120457109|XP_039500272.1|DSAN
OG0001648	LOC118504048|XP_035893944.1|ASTE	LOC120447468|XP_039484789.1|DSAN
OG0001649	LOC118512355|XP_035912550.1|ASTE	LOC120446721|XP_039483767.1|DSAN
OG0001650	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE	LOC120444607|XP_039480315.1|DSAN
OG0001651	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE	LOC120445191|XP_039481345.1|DSAN
OG0001652	LOC118504165|XP_035894194.1|ASTE	LOC120450600|XP_039489656.1|DSAN
OG0001653	LOC118503238|XP_035892140.1|ASTE	LOC120447441|XP_039484732.1|DSAN
OG0001654	LOC118503058|XP_035891817.1|ASTE	LOC120446480|XP_039483417.1|DSAN
OG0001655	LOC118503057|XP_035891815.1|ASTE	LOC120448253|XP_039486104.1|DSAN
OG0001656	LOC118503089|XP_035891872.1|ASTE	LOC120458820|XP_039502562.1|DSAN
OG0001657	LOC118503360|XP_035892445.1|ASTE	LOC120448203|XP_039486004.1|DSAN
OG0001658	LOC118508050|XP_035903397.1|ASTE	LOC120450473|XP_039489449.1|DSAN
OG0001659	LOC118504911|XP_035895873.1|ASTE	LOC120448119|XP_039485860.1|DSAN
OG0001660	LOC118504453|XP_035894843.1|ASTE	LOC120450427|XP_039489369.1|DSAN
OG0001661	LOC118508365|XP_035903979.1|ASTE	LOC120451452|XP_039491065.1|DSAN
OG0001662	LOC118510373|XP_035907991.1|ASTE	LOC120448198|XP_039485998.1|DSAN
OG0001678	LOC118505686|XP_035897718.1|ASTE	LOC120455176|XP_039497041.1|DSAN
OG0001679	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE	LOC120455440|XP_039497571.1|DSAN
OG0001680	LOC118503965|XP_035893774.1|ASTE	LOC120455680|XP_039498024.1|DSAN
OG0001681	LOC118511258|XP_035910021.1|ASTE	LOC120455220|XP_039497124.1|DSAN
OG0001682	LOC118505497|XP_035897250.1|ASTE	LOC120456730|XP_039499650.1|DSAN
OG0001683	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE	LOC120452665|XP_039492939.1|DSAN
OG0001684	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE	LOC120454923|XP_039496605.1|DSAN
OG0001685	LOC118513284|XP_035914745.1|ASTE	LOC120445469|XP_039481850.1|DSAN
OG0001686	LOC118511071|XP_035909614.1|ASTE	LOC120457013|XP_039500104.1|DSAN
OG0001687	LOC118507884|XP_035903014.1|ASTE	LOC120456279|XP_039498953.1|DSAN
OG0001688	LOC118504183|XP_035894235.1|ASTE	LOC120456080|XP_039498605.1|DSAN
OG0001689	LOC118507763|XP_035902677.1|ASTE	LOC120455799|XP_039498194.1|DSAN
OG0001690	LOC118517487|XP_035919576.1|ASTE	LOC120447927|XP_039485520.1|DSAN
OG0001691	LOC118511295|XP_035910098.1|ASTE	LOC120443994|XP_039479406.1|DSAN, LOC120458609|XP_039502249.1|DSAN
OG0001694	LOC118508393|XP_035904036.1|ASTE	LOC120453089|XP_039493550.1|DSAN
OG0001695	LOC118505813|XP_035898050.1|ASTE	LOC120444480|XP_039480093.1|DSAN
OG0001696	LOC118502666|XP_035891025.1|ASTE	LOC120451220|XP_039490634.1|DSAN
OG0001698	LOC118517004|XP_035918739.1|ASTE	LOC120455315|XP_039497299.1|DSAN
OG0001699	LOC118504564|XP_035895066.1|ASTE	LOC120454510|XP_039495799.1|DSAN
OG0001700	LOC118502360|XP_035890470.1|ASTE	LOC120451382|XP_039490973.1|DSAN
OG0001701	LOC118502680|XP_035891081.1|ASTE	LOC120450960|XP_039490181.1|DSAN
OG0001702	LOC118513413|XP_035915014.1|ASTE	LOC120445101|XP_039481181.1|DSAN
OG0001703	LOC118508469|XP_035904168.1|ASTE	LOC120453795|XP_039494600.1|DSAN
OG0001704	LOC118508468|XP_035904167.1|ASTE	LOC120453939|XP_039494818.1|DSAN
OG0001705	LOC118508458|XP_035904154.1|ASTE	LOC120453121|XP_039493598.1|DSAN
OG0001706	LOC118506152|XP_035898802.1|ASTE	LOC120451974|XP_039491938.1|DSAN
OG0001707	LOC118505428|XP_035897085.1|ASTE	LOC120454231|XP_039495266.1|DSAN
OG0001708	LOC118506955|XP_035900667.1|ASTE	LOC120453909|XP_039494775.1|DSAN
OG0001709	LOC118508295|XP_035903837.1|ASTE	LOC120448996|XP_039487198.1|DSAN
OG0001710	LOC118507504|XP_035901928.1|ASTE	LOC120452575|XP_039492792.1|DSAN
OG0001711	LOC118503294|XP_035892281.1|ASTE	LOC120450896|XP_039490071.1|DSAN
OG0001712	LOC118505624|XP_035897580.1|ASTE	LOC120450772|XP_039489862.1|DSAN
OG0001713	LOC118506917|XP_035900606.1|ASTE	LOC120450933|XP_039490134.1|DSAN
OG0001714	LOC118505300|XP_035896802.1|ASTE	LOC120454158|XP_039495155.1|DSAN
OG0001715	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE	LOC120456490|XP_039499290.1|DSAN
OG0001716	LOC118504968|XP_035895992.1|ASTE	LOC120456200|XP_039498814.1|DSAN
OG0001717	LOC118504829|XP_035895725.1|ASTE	LOC120452986|XP_039493416.1|DSAN
OG0001718	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE	LOC120451248|XP_039490698.1|DSAN
OG0001719	LOC118507821|XP_035902795.1|ASTE	LOC120451531|XP_039491240.1|DSAN
OG0001720	LOC118508567|XP_035904359.1|ASTE	LOC120453439|XP_039494081.1|DSAN
OG0001721	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE	LOC120453164|XP_039493657.1|DSAN
OG0001722	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE	LOC120448033|XP_039485710.1|DSAN
OG0001723	LOC118512085|XP_035911941.1|ASTE	LOC120458212|XP_039501725.1|DSAN
OG0001724	LOC118508883|XP_035904591.1|ASTE	LOC120447076|XP_039484401.1|DSAN
OG0001725	LOC118508866|XP_035904519.1|ASTE	LOC120449795|XP_039488409.1|DSAN
OG0001726	LOC118509604|XP_035906293.1|ASTE	LOC120450593|XP_039489649.1|DSAN
OG0001727	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE	LOC120453017|XP_039493468.1|DSAN
OG0001728	LOC118512957|XP_035914073.1|ASTE	LOC120445328|XP_039481586.1|DSAN
OG0001729	LOC118512169|XP_035912142.1|ASTE	LOC120446690|XP_039483717.1|DSAN
OG0001730	LOC118510465|XP_035908214.1|ASTE	LOC120443817|XP_039479093.1|DSAN
OG0001732	LOC118509125|XP_035905212.1|ASTE	LOC120458760|XP_039502468.1|DSAN
OG0001733	LOC118513033|XP_035914203.1|ASTE	LOC120445063|XP_039481121.1|DSAN
OG0001734	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE	LOC120444163|XP_039479679.1|DSAN
OG0001735	LOC118509500|XP_035906051.1|ASTE	LOC120447915|XP_039485499.1|DSAN
OG0001736	LOC118512837|XP_035913783.1|ASTE	LOC120446346|XP_039483206.1|DSAN
OG0001737	LOC118511438|XP_035910426.1|ASTE	LOC120445427|XP_039481787.1|DSAN
OG0001738	LOC118514230|XP_035916826.1|ASTE	LOC120449420|XP_039487812.1|DSAN
OG0001739	LOC118511795|XP_035911218.1|ASTE	LOC120447170|XP_039484561.1|DSAN
OG0001740	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE	LOC120444550|XP_039480234.1|DSAN
OG0001742	LOC118514205|XP_035916791.1|ASTE	LOC120452749|XP_039493061.1|DSAN
OG0001743	LOC118509515|XP_035906105.1|ASTE	LOC120450467|XP_039489440.1|DSAN
OG0001744	LOC118509613|XP_035906319.1|ASTE	LOC120443948|XP_039479331.1|DSAN
OG0001745	LOC118510343|XP_035907906.1|ASTE	LOC120445333|XP_039481594.1|DSAN
OG0001746	LOC118511871|XP_035911364.1|ASTE	LOC120449465|XP_039487870.1|DSAN
OG0001747	LOC118512853|XP_035913817.1|ASTE	LOC120445253|XP_039481461.1|DSAN
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC120449612|XP_039488116.1|DSAN
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC120444499|XP_039480145.1|DSAN
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC120444497|XP_039480142.1|DSAN
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC120450255|XP_039489079.1|DSAN
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC120449014|XP_039487226.1|DSAN
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC120448290|XP_039486160.1|DSAN
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC120446632|XP_039483629.1|DSAN
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC120450172|XP_039488954.1|DSAN
