Orthogroup	ASTE.longest_only	DSIM.longest_only
OG0001748	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE	LOC6737353|XP_016031087.1|DSIM
OG0001749	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE	LOC6736090|XP_002082991.1|DSIM
OG0001750	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE	LOC6736089|XP_016029485.1|DSIM
OG0001751	LOC118511876|XP_035911386.1|ASTE	LOC6738452|XP_016032286.1|DSIM
OG0001752	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE	LOC6736936|XP_002083783.1|DSIM
OG0001753	LOC118511557|XP_035910679.1|ASTE	LOC6736651|XP_016030245.2|DSIM
OG0001754	LOC118512260|XP_035912318.1|ASTE	LOC6734193|XP_016027225.1|DSIM
OG0001755	LOC118513483|XP_035915187.1|ASTE	LOC6736659|XP_016030272.1|DSIM
OG0001756	LOC118511549|XP_035910651.1|ASTE	LOC6734703|XP_016027903.1|DSIM
OG0001757	LOC118511847|XP_035911284.1|ASTE	LOC6735112|XP_002082089.1|DSIM
OG0001758	LOC118511858|XP_035911299.1|ASTE	LOC6737975|XP_016031748.1|DSIM
OG0001759	LOC118511522|XP_035910603.1|ASTE	LOC6734900|XP_002081897.3|DSIM
OG0001760	LOC118511345|XP_035910192.1|ASTE	LOC6733677|XP_002080724.1|DSIM
OG0001761	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE	LOC6735523|XP_039147344.1|DSIM
OG0001762	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE	LOC6731255|XP_016023807.1|DSIM
OG0001763	LOC118504332|XP_035894559.1|ASTE	LOC6731274|XP_016023843.1|DSIM
OG0001764	LOC118510973|XP_035909359.1|ASTE	LOC6727811|XP_002103172.1|DSIM
OG0001765	LOC118510963|XP_035909322.1|ASTE	LOC6739367|XP_039148519.1|DSIM
OG0001766	LOC118512726|XP_035913475.1|ASTE	LOC6731541|XP_016024216.1|DSIM
OG0001767	LOC118511704|XP_035911013.1|ASTE	LOC6730837|XP_039149525.1|DSIM
OG0001768	LOC118513979|XP_035916298.1|ASTE	LOC6730456|XP_002077637.1|DSIM
OG0001769	LOC118510626|XP_035908556.1|ASTE	LOC6731130|XP_016023682.1|DSIM
OG0001770	LOC118513941|XP_035916217.1|ASTE	LOC6731899|XP_016024567.1|DSIM
OG0001771	LOC118513978|XP_035916297.1|ASTE	LOC6730873|XP_002078037.1|DSIM
OG0001772	LOC118511057|XP_035909559.1|ASTE	LOC6731785|XP_002078920.1|DSIM
OG0001774	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE	LOC6736128|XP_016029521.1|DSIM
OG0001776	LOC118513424|XP_035915030.1|ASTE	LOC6731227|XP_002078386.1|DSIM
OG0001777	LOC118511584|XP_035910729.1|ASTE	LOC6731350|XP_016023938.2|DSIM
OG0001778	LOC118510842|XP_035909063.1|ASTE	LOC6732505|XP_002079625.1|DSIM
OG0001779	LOC118513433|XP_035915055.1|ASTE	LOC6731732|XP_039146990.1|DSIM
OG0001780	LOC118508989|XP_035904880.1|ASTE	LOC6733166|XP_002080242.1|DSIM
OG0001781	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE	LOC6732893|XP_039154289.1|DSIM
OG0001782	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE	LOC6732220|XP_016024890.1|DSIM
OG0001783	LOC118510106|XP_035907465.1|ASTE	LOC6731577|XP_016024253.1|DSIM
OG0001784	LOC118514156|XP_035916665.1|ASTE	LOC6730587|XP_016023032.1|DSIM
OG0001785	LOC118508993|XP_035904884.1|ASTE	LOC6733729|XP_002080775.2|DSIM
OG0001786	LOC118512499|XP_035912901.1|ASTE	LOC6731324|XP_039147166.1|DSIM
OG0001787	LOC118512503|XP_035912906.1|ASTE	LOC6731326|XP_016023907.1|DSIM
OG0001788	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE	LOC6734370|XP_002081391.1|DSIM
OG0001789	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE	LOC6735813|XP_002082723.2|DSIM
OG0001790	LOC118513622|XP_035915572.1|ASTE	LOC6731346|XP_016023937.1|DSIM
OG0001791	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE	LOC6734009|XP_002081050.3|DSIM
OG0001792	LOC118513003|XP_035914153.1|ASTE	LOC6732716|XP_039150243.1|DSIM
OG0001793	LOC118513202|XP_035914586.1|ASTE	LOC6734463|XP_016027585.1|DSIM
OG0001794	LOC118514049|XP_035916437.1|ASTE	LOC6732506|XP_016025162.1|DSIM
OG0001795	LOC118510682|XP_035908738.1|ASTE	LOC6732532|XP_039154376.1|DSIM
OG0001797	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE	LOC6724694|XP_016037248.1|DSIM
OG0001798	LOC118504609|XP_035895179.1|ASTE	LOC6734909|XP_002081906.1|DSIM
OG0001799	LOC118502437|XP_035890558.1|ASTE	LOC6740263|XP_039153806.1|DSIM
OG0001800	LOC118506758|XP_035900245.1|ASTE	LOC6731356|XP_016023948.1|DSIM
OG0001801	LOC118504812|XP_035895709.1|ASTE	LOC6737479|XP_016031263.1|DSIM
OG0001802	LOC118517567|XP_035919704.1|ASTE	LOC6728899|XP_002104232.1|DSIM
OG0001803	LOC118505481|XP_035897192.1|ASTE	LOC6727169|XP_039150783.1|DSIM
OG0001804	LOC118502465|XP_035890589.1|ASTE	LOC6726826|XP_016033329.1|DSIM
OG0001805	LOC118506677|XP_035900025.1|ASTE	LOC6737255|XP_016030965.1|DSIM
OG0001806	LOC118505362|XP_035896945.1|ASTE	LOC6729423|XP_039151892.1|DSIM
OG0001808	LOC118507956|XP_035903175.1|ASTE	LOC6739711|XP_016035161.1|DSIM
OG0001809	LOC118506690|XP_035900055.1|ASTE	LOC27206414|XP_016033198.1|DSIM
OG0001810	LOC118513263|XP_035914719.1|ASTE	LOC6729199|XP_002104520.1|DSIM
OG0001811	LOC118502528|XP_035890686.1|ASTE	LOC6733477|XP_016026433.2|DSIM
OG0001812	LOC118504326|XP_035894548.1|ASTE	LOC27209425|XP_016022814.2|DSIM, LOC120285467|XP_039154115.1|DSIM, LOC6726449|XP_016040016.2|DSIM
OG0001814	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE	LOC6727138|XP_016033615.1|DSIM
OG0001815	LOC118510989|XP_035909397.1|ASTE	LOC6726844|XP_002102248.1|DSIM
OG0001816	LOC118504272|XP_035894399.1|ASTE	LOC6734340|XP_002081362.1|DSIM
OG0001817	LOC118512394|XP_035912666.1|ASTE	LOC6733779|XP_016026730.1|DSIM
OG0001818	LOC118507139|XP_035901062.1|ASTE	LOC6725637|XP_039152539.1|DSIM
OG0001819	LOC118504802|XP_035895683.1|ASTE	LOC6739485|XP_002076382.1|DSIM
OG0001820	LOC118503962|XP_035893750.1|ASTE	LOC6725357|XP_016038409.1|DSIM
OG0001821	LOC118504871|XP_035895815.1|ASTE	LOC6736109|XP_016029498.1|DSIM
OG0001822	LOC118506228|XP_035898959.1|ASTE	LOC6735778|XP_002082691.1|DSIM
OG0001823	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE	LOC6737625|XP_002084457.1|DSIM
OG0001824	LOC118508277|XP_035903811.1|ASTE	LOC6730596|XP_002077775.1|DSIM
OG0001825	LOC118503934|XP_035893674.1|ASTE	LOC6735278|XP_016028642.1|DSIM
OG0001826	LOC118505312|XP_035896843.1|ASTE	LOC6733911|XP_002080955.1|DSIM
OG0001827	LOC118504777|XP_035895602.1|ASTE	LOC6734857|XP_002081858.2|DSIM
OG0001828	LOC118505912|XP_035898264.1|ASTE	LOC6725867|XP_039153913.1|DSIM
OG0001829	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE	LOC6734085|XP_016027083.1|DSIM
OG0001830	LOC118505776|XP_035897940.1|ASTE	LOC6735805|XP_002082718.1|DSIM
OG0001831	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE	LOC6738529|XP_016032371.1|DSIM
OG0001832	LOC118503535|XP_035892814.1|ASTE	LOC6725262|XP_016038267.1|DSIM
OG0001833	LOC118503397|XP_035892492.1|ASTE	LOC6735972|XP_002082881.2|DSIM
OG0001834	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE	LOC6728045|XP_002103397.1|DSIM
OG0001837	LOC118509598|XP_035906281.1|ASTE	LOC6736243|XP_016029744.1|DSIM
OG0001848	LOC118513372|XP_035914900.1|ASTE	LOC27208523|XP_039149102.1|DSIM
OG0001849	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE	LOC6729309|XP_002104626.1|DSIM
OG0001850	LOC118509662|XP_035906527.1|ASTE	LOC6724728|XP_016037363.1|DSIM
OG0001851	LOC118509524|XP_035906130.1|ASTE	LOC6724712|XP_039152130.1|DSIM
OG0001852	LOC118509475|XP_035906008.1|ASTE	LOC6734424|XP_039149373.1|DSIM
OG0001853	LOC118509380|XP_035905817.1|ASTE	LOC6729749|XP_039151401.1|DSIM
OG0001854	LOC118517529|XP_035919655.1|ASTE	LOC6726011|XP_002106993.2|DSIM
OG0001855	LOC118511958|XP_035911573.1|ASTE	LOC6734816|XP_002081819.1|DSIM
OG0001856	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE	LOC27206345|XP_016038609.1|DSIM
OG0001857	LOC118517503|XP_035919611.1|ASTE	LOC6740541|XP_016040168.1|DSIM
OG0001858	LOC118515515|XP_035917926.1|ASTE	LOC6740206|XP_016022758.1|DSIM
OG0001859	LOC118515902|XP_035917969.1|ASTE	LOC120285321|XP_039153174.1|DSIM, LOC6726614|XP_039153175.1|DSIM
OG0001860	LOC118510558|XP_035908434.1|ASTE	LOC6738547|XP_016032396.1|DSIM
OG0001861	LOC118506584|XP_035899832.1|ASTE	LOC6725914|XP_016039276.1|DSIM, LOC6729784|XP_002105089.2|DSIM
OG0001862	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE	LOC6726557|XP_016040227.1|DSIM
OG0001863	LOC118502521|XP_035890675.1|ASTE	LOC6725886|XP_002106881.1|DSIM
OG0001864	LOC118502696|XP_035891112.1|ASTE	LOC6728060|XP_016034672.1|DSIM
OG0001865	LOC118510313|XP_035907844.1|ASTE	LOC6726200|XP_039152449.1|DSIM
OG0001866	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE	LOC6728263|XP_039150828.1|DSIM
OG0001867	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE	LOC6738476|XP_016032320.1|DSIM
OG0001868	LOC118517415|XP_035919411.1|ASTE	LOC6733059|XP_016025744.1|DSIM
OG0001869	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE	LOC6727262|XP_039150747.1|DSIM
OG0001870	LOC118505043|XP_035896191.1|ASTE	LOC6725226|XP_002106248.1|DSIM
OG0001871	LOC118511316|XP_035910126.1|ASTE	LOC6725683|XP_002106687.1|DSIM
OG0001872	LOC118517586|XP_035919758.1|ASTE	LOC6730224|XP_016036976.1|DSIM
OG0001873	LOC118502801|XP_035891314.1|ASTE	LOC6726643|XP_016033131.1|DSIM
OG0001874	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE	LOC6729519|XP_002104827.1|DSIM
OG0001875	LOC118505059|XP_035896232.1|ASTE	LOC6730277|XP_016037043.1|DSIM
OG0001876	LOC118505620|XP_035897575.1|ASTE	LOC27209364|XP_016039447.1|DSIM
OG0001877	LOC118511185|XP_035909840.1|ASTE	LOC6724969|XP_016037913.1|DSIM
OG0001878	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE	LOC6728224|XP_016034863.1|DSIM
OG0001879	LOC118504755|XP_035895569.1|ASTE	LOC6729526|XP_016036204.1|DSIM
OG0001880	LOC118508454|XP_035904149.1|ASTE	LOC6727499|XP_002102879.2|DSIM
OG0001881	LOC118507542|XP_035902014.1|ASTE	LOC6727184|XP_002102576.1|DSIM
OG0001882	LOC118507538|XP_035902008.1|ASTE	LOC27207590|XP_016036528.1|DSIM
OG0001883	LOC118506779|XP_035900279.1|ASTE	LOC6729190|XP_016035841.1|DSIM
OG0001884	LOC118506780|XP_035900285.1|ASTE	LOC6727281|XP_039150422.1|DSIM
OG0001885	LOC118512936|XP_035914012.1|ASTE	LOC27206507|XP_016024731.1|DSIM
OG0001886	LOC118502907|XP_035891521.1|ASTE	LOC6728797|XP_002104132.1|DSIM
OG0001887	LOC118502569|XP_035890784.1|ASTE	LOC6739378|XP_002076286.1|DSIM
OG0001888	LOC118502568|XP_035890783.1|ASTE	LOC6726779|XP_002102187.1|DSIM
OG0001889	LOC118502846|XP_035891435.1|ASTE	LOC6725500|XP_002106514.2|DSIM
OG0001890	LOC118505228|XP_035896649.1|ASTE	LOC6738852|XP_016032670.1|DSIM
OG0001891	LOC118505829|XP_035898072.1|ASTE	LOC6727349|XP_016033876.1|DSIM
OG0001892	LOC118507471|XP_035901866.1|ASTE	LOC6740360|XP_016033113.1|DSIM
OG0001893	LOC118517612|XP_035919801.1|ASTE	LOC6739775|XP_002076668.2|DSIM
OG0001894	LOC118502737|XP_035891194.1|ASTE	LOC6733438|XP_016026387.1|DSIM
OG0001895	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE	LOC6724730|XP_039152122.1|DSIM
OG0001896	LOC118504211|XP_035894295.1|ASTE	LOC27208341|XP_039148281.1|DSIM
OG0001897	LOC118503289|XP_035892271.1|ASTE	LOC6728674|XP_016035340.1|DSIM
OG0001898	LOC118506902|XP_035900578.1|ASTE	LOC27209153|XP_039153571.1|DSIM, LOC120284223|XP_039153575.1|DSIM
OG0001899	LOC118505189|XP_035896537.1|ASTE	LOC6727528|XP_016034104.1|DSIM
OG0001900	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE	LOC6738710|XP_002085511.1|DSIM
OG0001901	LOC118506440|XP_035899461.1|ASTE	LOC6731241|XP_016023781.1|DSIM
OG0001902	LOC118502669|XP_035891033.1|ASTE	LOC120285683|XP_039154265.1|DSIM, LOC27206887|XP_039154264.1|DSIM, LOC27208787|XP_039154212.1|DSIM
OG0001903	LOC118507507|XP_035901939.1|ASTE	LOC6726673|XP_016033166.1|DSIM
OG0001904	LOC118507779|XP_035902707.1|ASTE	LOC6729900|XP_016036654.2|DSIM
OG0001905	LOC118508456|XP_035904151.1|ASTE	LOC6725660|XP_002106667.1|DSIM
OG0001906	LOC118504404|XP_035894725.1|ASTE	LOC6727257|XP_016033763.1|DSIM
OG0001907	LOC118505220|XP_035896630.1|ASTE	LOC6726118|XP_039152921.1|DSIM
OG0001908	LOC118503469|XP_035892656.1|ASTE	LOC6729875|XP_016036637.1|DSIM
OG0001909	LOC118507734|XP_035902596.1|ASTE	LOC6725475|XP_016038583.1|DSIM
OG0001910	LOC118511959|XP_035911574.1|ASTE	LOC6728694|XP_002104030.1|DSIM
OG0001911	LOC118502984|XP_035891662.1|ASTE	LOC6727805|XP_039151898.1|DSIM
OG0001912	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE	LOC6734590|XP_002081598.1|DSIM
OG0001914	LOC118503589|XP_035892926.1|ASTE	LOC6729375|XP_039151825.1|DSIM
OG0001915	LOC118512060|XP_035911813.1|ASTE	LOC6736468|XP_016030007.1|DSIM
OG0001916	LOC118511475|XP_035910503.1|ASTE	LOC6735204|XP_016028483.1|DSIM
OG0001917	LOC118513127|XP_035914437.1|ASTE	LOC27206240|XP_016030858.1|DSIM
OG0001918	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE	LOC6736769|XP_002083625.2|DSIM
OG0001919	LOC118512184|XP_035912168.1|ASTE	LOC6734628|XP_016027789.2|DSIM
OG0001920	LOC118512170|XP_035912147.1|ASTE	LOC6734412|XP_016029686.1|DSIM
OG0001921	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE	LOC6734325|XP_002081348.1|DSIM
OG0001922	LOC118512105|XP_035911969.1|ASTE	LOC6735782|XP_016029158.1|DSIM
OG0001924	LOC118512164|XP_035912136.1|ASTE	LOC6739824|XP_039147404.1|DSIM
OG0001926	LOC118510487|XP_035908262.1|ASTE	LOC6739625|XP_016030984.1|DSIM
OG0001927	LOC118510530|XP_035908368.1|ASTE	LOC6734161|XP_002081190.1|DSIM
OG0001928	LOC118510560|XP_035908437.1|ASTE	LOC27207739|XP_016031351.1|DSIM
OG0001929	LOC118510461|XP_035908189.1|ASTE	LOC6737554|XP_039149718.1|DSIM
OG0001930	LOC118508898|XP_035904629.1|ASTE	LOC6735135|XP_016028418.1|DSIM
OG0001932	LOC118510460|XP_035908185.1|ASTE	LOC6737614|XP_039149895.1|DSIM
OG0001933	LOC118509537|XP_035906156.1|ASTE	LOC6734927|XP_002081924.1|DSIM
OG0001934	LOC118509431|XP_035905913.1|ASTE	LOC6737550|XP_016031335.2|DSIM
OG0001935	LOC118513097|XP_035914391.1|ASTE	LOC6738265|XP_002085076.1|DSIM
OG0001937	LOC118509494|XP_035906042.1|ASTE	LOC6734595|XP_016027719.1|DSIM
OG0001938	LOC118509934|XP_035907157.1|ASTE	LOC6733971|XP_002081015.1|DSIM
OG0001939	LOC118509773|XP_035906805.1|ASTE	LOC6735463|XP_002082402.2|DSIM
OG0001940	LOC118509670|XP_035906552.1|ASTE	LOC6733426|XP_016026374.1|DSIM
OG0001941	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE	LOC120284757|XP_039149394.1|DSIM, LOC6734415|XP_039149386.1|DSIM
OG0001942	LOC118511431|XP_035910415.1|ASTE	LOC6733281|XP_016026178.1|DSIM
OG0001943	LOC118511442|XP_035910434.1|ASTE	LOC27206219|XP_016032140.1|DSIM
OG0001944	LOC118514250|XP_035916857.1|ASTE	LOC6736203|XP_016029644.1|DSIM
OG0001945	LOC118511792|XP_035911212.1|ASTE	LOC6733441|XP_039147236.1|DSIM
OG0001946	LOC118511383|XP_035910283.1|ASTE	LOC6733389|XP_002080446.1|DSIM
OG0001947	LOC118511381|XP_035910279.1|ASTE	LOC6734999|XP_002081981.1|DSIM
OG0001948	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE	LOC6726341|XP_016039915.1|DSIM
OG0001949	LOC118514380|XP_035917147.1|ASTE	LOC6738968|XP_039149067.1|DSIM
OG0001950	LOC118509618|XP_035906343.1|ASTE	LOC6726821|XP_016033322.1|DSIM
OG0001951	LOC118510328|XP_035907866.1|ASTE	LOC6735756|XP_016029121.2|DSIM
OG0001952	LOC118511327|XP_035910146.1|ASTE	LOC6725076|XP_002106104.1|DSIM
OG0001953	LOC118514332|XP_035917032.1|ASTE	LOC6739488|XP_039147535.1|DSIM
OG0001954	LOC118509514|XP_035906101.1|ASTE	LOC6733830|XP_016026824.1|DSIM
OG0001955	LOC118509453|XP_035905966.1|ASTE	LOC6733876|XP_002080920.1|DSIM
OG0001956	LOC118510369|XP_035907982.1|ASTE	LOC6737197|XP_002084043.1|DSIM
OG0001957	LOC118514359|XP_035917074.1|ASTE	LOC6735527|XP_016028871.1|DSIM
OG0001958	LOC118512020|XP_035911693.1|ASTE	LOC6735125|XP_039147429.1|DSIM
OG0001959	LOC118510433|XP_035908103.1|ASTE	LOC6738838|XP_002085638.2|DSIM
OG0001960	LOC118513135|XP_035914454.1|ASTE	LOC6736351|XP_016029825.1|DSIM
OG0001961	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE	LOC6736140|XP_016029530.1|DSIM
OG0001962	LOC118509688|XP_035906633.1|ASTE	LOC6733437|XP_002080494.3|DSIM
OG0001963	LOC118514231|XP_035916827.1|ASTE	LOC6738384|XP_016032210.1|DSIM
OG0001964	LOC118511307|XP_035910111.1|ASTE	LOC6737131|XP_016030763.1|DSIM
OG0001966	LOC118509748|XP_035906772.1|ASTE	LOC6727694|XP_002103056.2|DSIM
OG0001967	LOC118509246|XP_035905461.1|ASTE	LOC6735510|XP_016028841.1|DSIM
OG0001968	LOC118514627|XP_035917518.1|ASTE	LOC6737572|XP_002084405.1|DSIM
OG0001969	LOC118511846|XP_035911283.1|ASTE	LOC6733386|XP_039148675.1|DSIM
OG0001970	LOC118511519|XP_035910600.1|ASTE	LOC6735761|XP_016029131.1|DSIM
OG0001971	LOC118511337|XP_035910163.1|ASTE	LOC6735335|XP_016028677.1|DSIM
OG0001972	LOC118511336|XP_035910162.1|ASTE	LOC6733146|XP_002080222.1|DSIM
OG0001973	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE	LOC6735883|XP_016029240.1|DSIM
OG0001974	LOC118512000|XP_035911635.1|ASTE	LOC6733699|XP_002080746.1|DSIM
OG0001975	LOC118512279|XP_035912384.1|ASTE	LOC6736472|XP_002083343.1|DSIM
OG0001976	LOC118503366|XP_035892456.1|ASTE	LOC6739401|XP_002076307.1|DSIM
OG0001977	LOC118511744|XP_035911094.1|ASTE	LOC6731249|XP_016023787.1|DSIM
OG0001978	LOC118511110|XP_035909728.1|ASTE	LOC6732646|XP_002079763.1|DSIM
OG0001979	LOC118511116|XP_035909734.1|ASTE	LOC6731400|XP_002078553.1|DSIM
OG0001980	LOC118513565|XP_035915386.1|ASTE	LOC6730397|XP_002077579.1|DSIM
OG0001982	LOC118509169|XP_035905321.1|ASTE	LOC27207519|XP_016022786.1|DSIM
OG0001983	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE	LOC27208878|XP_039149301.1|DSIM
OG0001984	LOC118511044|XP_035909534.1|ASTE	LOC6731169|XP_002078327.1|DSIM
OG0001985	LOC118509326|XP_035905680.1|ASTE	LOC6731655|XP_016024337.1|DSIM
OG0001986	LOC118512643|XP_035913247.1|ASTE	LOC27207907|XP_016023821.1|DSIM
OG0001987	LOC118507975|XP_035903207.1|ASTE	LOC27207378|XP_016037575.1|DSIM
OG0001988	LOC118513408|XP_035915005.1|ASTE	LOC6734903|XP_016028176.1|DSIM
OG0001989	LOC118513235|XP_035914679.1|ASTE	LOC6730492|XP_002077673.2|DSIM
OG0001990	LOC118512435|XP_035912789.1|ASTE	LOC6731831|XP_016024513.1|DSIM
OG0001991	LOC118512974|XP_035914095.1|ASTE	LOC27206899|XP_039154520.1|DSIM
OG0001992	LOC118511266|XP_035910029.1|ASTE	LOC6732072|XP_016024742.2|DSIM
OG0001993	LOC118512545|XP_035913013.1|ASTE	LOC6731218|XP_002078377.1|DSIM
OG0001994	LOC118511659|XP_035910900.1|ASTE	LOC6727328|XP_016033856.1|DSIM
OG0001995	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE	LOC6732820|XP_002079933.1|DSIM
OG0001996	LOC118512512|XP_035912922.1|ASTE	LOC6731072|XP_039149693.1|DSIM
OG0001997	LOC118513345|XP_035914866.1|ASTE	LOC6736125|XP_002083025.1|DSIM
OG0001998	LOC118512548|XP_035913021.1|ASTE	LOC6736127|XP_002083027.1|DSIM
OG0001999	LOC118508967|XP_035904805.1|ASTE	LOC6733832|XP_039148756.1|DSIM
OG0002000	LOC118513738|XP_035915788.1|ASTE	LOC6731482|XP_002078631.1|DSIM
OG0002001	LOC118514686|XP_035917625.1|ASTE	LOC6732654|XP_016025368.2|DSIM
OG0002002	LOC118514563|XP_035917455.1|ASTE	LOC6734159|XP_002081188.1|DSIM
OG0002003	LOC118511610|XP_035910791.1|ASTE	LOC27207690|XP_016024252.1|DSIM
OG0002004	LOC118512585|XP_035913108.1|ASTE	LOC6732619|XP_016025327.1|DSIM
OG0002005	LOC118511777|XP_035911165.1|ASTE	LOC6732489|XP_039154416.1|DSIM
OG0002006	LOC118514508|XP_035917337.1|ASTE	LOC6731360|XP_039147199.1|DSIM
OG0002008	LOC118512608|XP_035913173.1|ASTE	LOC27207557|XP_016037384.1|DSIM
OG0002009	LOC118513696|XP_035915713.1|ASTE	LOC6735777|XP_002082690.1|DSIM
OG0002010	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE	LOC6731578|XP_002078719.2|DSIM
OG0002011	LOC118513808|XP_035915910.1|ASTE	LOC6732900|XP_016025622.1|DSIM
OG0002012	LOC118510849|XP_035909072.1|ASTE	LOC6731058|XP_002078217.3|DSIM
OG0002013	LOC118513328|XP_035914829.1|ASTE	LOC6732772|XP_039147050.1|DSIM
OG0002014	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE	LOC6735483|XP_016028818.1|DSIM
OG0002015	LOC118513006|XP_035914160.1|ASTE	LOC6731390|XP_002078543.1|DSIM
OG0002016	LOC118513208|XP_035914607.1|ASTE	LOC6733629|XP_016026590.1|DSIM
OG0002017	LOC118512972|XP_035914092.1|ASTE	LOC6731889|XP_039154308.1|DSIM
OG0002018	LOC118510770|XP_035908923.1|ASTE	LOC6731219|XP_016023760.1|DSIM
OG0002019	LOC118510741|XP_035908861.1|ASTE	LOC6732086|XP_002079218.2|DSIM
OG0002020	LOC118509949|XP_035907173.1|ASTE	LOC6739250|XP_016025539.1|DSIM
OG0002021	LOC118509945|XP_035907170.1|ASTE	LOC6735508|XP_016028840.1|DSIM
OG0002022	LOC118506403|XP_035899361.1|ASTE	LOC6733034|XP_016025721.1|DSIM
OG0002023	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE	LOC6728274|XP_039150914.1|DSIM
OG0002024	LOC118510711|XP_035908803.1|ASTE	LOC6731778|XP_002078913.1|DSIM
OG0002025	LOC118510667|XP_035908700.1|ASTE	LOC6731976|XP_039148436.1|DSIM
OG0002026	LOC118505323|XP_035896859.1|ASTE	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM
OG0002027	LOC118505612|XP_035897545.1|ASTE	LOC6735712|XP_016029086.1|DSIM
OG0002028	LOC118505621|XP_035897576.1|ASTE	LOC6735947|XP_016029298.1|DSIM
OG0002029	LOC118505201|XP_035896575.1|ASTE	LOC6736901|XP_002083754.1|DSIM
OG0002030	LOC118511575|XP_035910713.1|ASTE	LOC6736095|XP_016029490.1|DSIM
OG0002031	LOC118512378|XP_035912638.1|ASTE	LOC6734383|XP_016027504.1|DSIM
OG0002032	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE	LOC6727228|XP_002102620.3|DSIM
OG0002033	LOC118506726|XP_035900150.1|ASTE	LOC6725630|XP_039153548.1|DSIM
OG0002034	LOC118502758|XP_035891223.1|ASTE	LOC27207764|XP_016037637.2|DSIM
OG0002035	LOC118505534|XP_035897342.1|ASTE	LOC6728909|XP_002104239.2|DSIM
OG0002036	LOC118506749|XP_035900224.1|ASTE	LOC6728706|XP_016035373.2|DSIM
OG0002037	LOC118504715|XP_035895445.1|ASTE	LOC27207182|XP_016030378.1|DSIM
OG0002038	LOC118504932|XP_035895918.1|ASTE	LOC6727373|XP_002102758.1|DSIM
OG0002039	LOC118504935|XP_035895925.1|ASTE	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM
