Orthogroup	BTRY.longest_only	DYAK.longest_only
OG0001838	LOC120772583|XP_039957219.1|BTRY	LOC6529963|XP_002090910.1|DYAK
OG0001839	LOC120772863|XP_039957626.1|BTRY	LOC6526346|XP_002087468.1|DYAK, LOC6530779|XP_002091666.1|DYAK
OG0001848	LOC120780518|XP_039968722.1|BTRY	LOC26535568|XP_039233334.1|DYAK
OG0001849	LOC120782296|XP_039970435.1|BTRY	LOC6538812|XP_002099325.1|DYAK
OG0001850	LOC120779509|XP_039967752.1|BTRY	LOC6523746|XP_039232891.1|DYAK
OG0001851	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY	LOC6523728|XP_039232878.1|DYAK
OG0001852	LOC120778071|XP_039965697.1|BTRY	LOC6532234|XP_039229372.1|DYAK
OG0001853	LOC120769560|XP_039952551.1|BTRY	LOC6538383|XP_039231982.1|DYAK
OG0001854	LOC120774412|XP_039959971.1|BTRY	LOC6524813|XP_002100655.2|DYAK
OG0001855	LOC120771857|XP_039956041.1|BTRY	LOC6531359|XP_002092162.1|DYAK
OG0001856	LOC120775680|XP_039961906.1|BTRY	LOC6525264|XP_002101100.1|DYAK
OG0001857	LOC120775040|XP_039960949.1|BTRY	LOC6526091|XP_002101908.1|DYAK
OG0001858	LOC120773930|XP_039959063.1|BTRY	LOC6525823|XP_002101643.1|DYAK
OG0001859	LOC120773411|XP_039958214.1|BTRY	LOC6526196|XP_002102005.1|DYAK
OG0001860	LOC120778884|XP_039966861.1|BTRY	LOC6534246|XP_002094928.1|DYAK
OG0001861	LOC120782749|XP_039971127.1|BTRY	LOC6538349|XP_002098874.1|DYAK
OG0001862	LOC120775724|XP_039961974.1|BTRY	LOC6526135|XP_002101952.2|DYAK
OG0001863	LOC120773470|XP_039958319.1|BTRY	LOC6524650|XP_002100507.1|DYAK
OG0001864	LOC120767731|XP_039949893.1|BTRY	LOC6537274|XP_015048245.1|DYAK
OG0001865	LOC120775188|XP_039961176.1|BTRY	LOC6525601|XP_002101436.1|DYAK
OG0001866	LOC120766388|XP_039947760.1|BTRY	LOC6536913|XP_015048008.1|DYAK
OG0001867	LOC120777752|XP_039965180.1|BTRY	LOC6534316|XP_015050569.1|DYAK
OG0001868	LOC120768960|XP_039951687.1|BTRY	LOC6529230|XP_039228821.1|DYAK
OG0001869	LOC120782222|XP_039970318.1|BTRY	LOC6535871|XP_039231370.1|DYAK
OG0001870	LOC120775404|XP_039961501.1|BTRY	LOC6525489|XP_002101324.1|DYAK
OG0001871	LOC120774927|XP_039960738.1|BTRY	LOC6525014|XP_002100853.1|DYAK
OG0001872	LOC120766647|XP_039948205.1|BTRY	LOC6538886|XP_039231533.1|DYAK
OG0001873	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY	LOC6535251|XP_002095907.1|DYAK
OG0001874	LOC120780448|XP_039968656.1|BTRY	LOC6538608|XP_002099130.1|DYAK
OG0001875	LOC120772920|XP_039957757.1|BTRY	LOC6538944|XP_002099448.1|DYAK
OG0001876	LOC120775823|XP_039962112.1|BTRY	LOC6524873|XP_002100713.1|DYAK
OG0001877	LOC120773951|XP_039959111.1|BTRY	LOC6524375|XP_002100233.1|DYAK
OG0001878	LOC120775772|XP_039962041.1|BTRY	LOC6536954|XP_015048029.1|DYAK
OG0001879	LOC120780516|XP_039968720.1|BTRY	LOC6538602|XP_002099124.2|DYAK
OG0001880	LOC120777795|XP_039965265.1|BTRY	LOC6535639|XP_002096267.1|DYAK
OG0001881	LOC120766621|XP_039948166.1|BTRY	LOC6535952|XP_002096568.2|DYAK
OG0001882	LOC120782670|XP_039970986.1|BTRY	LOC6538302|XP_002098829.1|DYAK
OG0001883	LOC120768979|XP_039951720.1|BTRY	LOC6537841|XP_015048540.1|DYAK
OG0001884	LOC120782023|XP_039970117.1|BTRY	LOC6535853|XP_002096472.2|DYAK
OG0001885	LOC120767336|XP_039949214.1|BTRY	LOC6527341|XP_002088433.1|DYAK
OG0001886	LOC120778300|XP_039966024.1|BTRY	LOC6536352|XP_002096934.1|DYAK
OG0001887	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY	LOC6529342|XP_002090347.1|DYAK
OG0001888	LOC120782509|XP_039970751.1|BTRY	LOC6535378|XP_015047097.1|DYAK
OG0001889	LOC120774217|XP_039959607.1|BTRY	LOC6525245|XP_002101082.1|DYAK
OG0001890	LOC120782726|XP_039971086.1|BTRY	LOC6539743|XP_002086623.1|DYAK
OG0001891	LOC120776499|XP_039963120.1|BTRY	LOC6535791|XP_015047354.2|DYAK
OG0001892	LOC120773445|XP_039958264.1|BTRY	LOC6539976|XP_002086851.1|DYAK
OG0001893	LOC120780842|XP_039969225.1|BTRY	LOC6538289|XP_002098816.1|DYAK
OG0001894	LOC120771323|XP_039955201.1|BTRY	LOC6528488|XP_002089534.1|DYAK
OG0001895	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY	LOC6523748|XP_015046915.2|DYAK
OG0001896	LOC120779488|XP_039967708.1|BTRY	LOC6539265|XP_039227277.1|DYAK
OG0001897	LOC120768001|XP_039950361.1|BTRY	LOC6536486|XP_002097064.1|DYAK
OG0001898	LOC120773741|XP_039958735.1|BTRY	LOC6524832|XP_002100674.1|DYAK
OG0001899	LOC120775806|XP_039962093.1|BTRY	LOC6535610|XP_039231329.1|DYAK
OG0001900	LOC120777251|XP_039964380.1|BTRY	LOC6540283|XP_039229939.1|DYAK
OG0001901	LOC120767988|XP_039950340.1|BTRY	LOC6527061|XP_039226320.1|DYAK
OG0001903	LOC120775305|XP_039961376.1|BTRY	LOC6535277|XP_002095933.1|DYAK
OG0001904	LOC120776156|XP_039963004.1|BTRY	LOC6538205|XP_002098733.1|DYAK
OG0001906	LOC120782744|XP_039971111.1|BTRY, LOC120782743|XP_039971110.1|BTRY	LOC6535875|XP_039232664.1|DYAK
OG0001907	LOC120773870|XP_039958957.1|BTRY	LOC26534649|XP_039233759.1|DYAK
OG0001908	LOC120778174|XP_039965847.1|BTRY	LOC6538234|XP_002098761.1|DYAK
OG0001909	LOC120774269|XP_039959681.1|BTRY	LOC6525276|XP_039230950.1|DYAK
OG0001910	LOC120775975|XP_039962334.1|BTRY	LOC6536467|XP_002097048.1|DYAK
OG0001911	LOC120766736|XP_039948322.1|BTRY	LOC6536724|XP_015047916.1|DYAK
OG0001913	LOC120769636|XP_039952673.1|BTRY	LOC6527170|XP_002088264.1|DYAK
OG0001914	LOC120780923|XP_039969086.1|BTRY	LOC6538752|XP_015049010.1|DYAK
OG0001915	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY	LOC6532504|XP_002093250.1|DYAK
OG0001916	LOC120770934|XP_039954572.1|BTRY	LOC6530996|XP_002091834.1|DYAK
OG0001917	LOC120777371|XP_039964582.1|BTRY	LOC6533358|XP_015049945.1|DYAK
OG0001918	LOC120778807|XP_039966745.1|BTRY	LOC6532956|XP_002093691.2|DYAK
OG0001919	LOC120771790|XP_039955921.1|BTRY	LOC6531557|XP_002092355.1|DYAK
OG0001920	LOC120776391|XP_039962937.1|BTRY	LOC6532221|XP_002092994.1|DYAK
OG0001921	LOC120776541|XP_039963213.1|BTRY	LOC6529944|XP_002090899.1|DYAK
OG0001922	LOC120771975|XP_039956265.1|BTRY	LOC6531734|XP_015051535.1|DYAK
OG0001923	LOC120777208|XP_039964317.1|BTRY	LOC6533257|XP_039229400.1|DYAK
OG0001924	LOC120767888|XP_039950147.1|BTRY	LOC6540553|XP_039226247.1|DYAK
OG0001925	LOC120778187|XP_039965858.1|BTRY	LOC6533039|XP_002093774.2|DYAK
OG0001926	LOC120776505|XP_039963133.1|BTRY	LOC6532725|XP_002093467.1|DYAK
OG0001927	LOC120772111|XP_039956455.1|BTRY	LOC6530105|XP_002091051.1|DYAK
OG0001928	LOC120778640|XP_039966473.1|BTRY	LOC6533605|XP_015050185.1|DYAK
OG0001929	LOC120777589|XP_039964938.1|BTRY	LOC6533598|XP_039230382.1|DYAK
OG0001930	LOC120770289|XP_039953560.1|BTRY	LOC6531068|XP_002091902.2|DYAK
OG0001932	LOC120777356|XP_039964545.1|BTRY	LOC6533658|XP_039229966.1|DYAK
OG0001933	LOC120771690|XP_039955758.1|BTRY	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK
OG0001934	LOC120777393|XP_039964620.1|BTRY	LOC6533592|XP_002094300.3|DYAK
OG0001935	LOC120776510|XP_039963148.1|BTRY	LOC6539512|XP_002086400.2|DYAK
OG0001937	LOC120770953|XP_039954601.1|BTRY	LOC6530498|XP_039227875.1|DYAK
OG0001938	LOC120771881|XP_039956074.1|BTRY	LOC6529293|XP_002090298.1|DYAK
OG0001939	LOC120771918|XP_039956142.1|BTRY	LOC6530724|XP_039228706.1|DYAK
OG0001940	LOC120773102|XP_039958007.1|BTRY	LOC6528475|XP_002089521.2|DYAK
OG0001941	LOC120778078|XP_039965706.1|BTRY	LOC6532224|XP_039229587.1|DYAK
OG0001942	LOC120772531|XP_039957133.1|BTRY	LOC6528335|XP_015054422.1|DYAK
OG0001943	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY	LOC6535087|XP_002095751.2|DYAK
OG0001944	LOC120778575|XP_039966373.1|BTRY	LOC6532190|XP_039229778.1|DYAK
OG0001945	LOC120771554|XP_039955549.1|BTRY	LOC6528491|XP_039227640.1|DYAK
OG0001946	LOC120772230|XP_039956656.1|BTRY	LOC6528442|XP_002089488.1|DYAK
OG0001947	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY	LOC6531199|XP_002092027.1|DYAK
OG0001948	LOC120776857|XP_039963837.1|BTRY	LOC6525780|XP_002101601.1|DYAK
OG0001949	LOC120778048|XP_039965657.1|BTRY	LOC6534684|XP_002095359.2|DYAK
OG0001950	LOC120782371|XP_039970542.1|BTRY	LOC6535420|XP_002096069.3|DYAK
OG0001951	LOC120772577|XP_039957214.1|BTRY	LOC6531326|XP_002092130.3|DYAK
OG0001952	LOC120772022|XP_039956323.1|BTRY	LOC6539140|XP_002086036.2|DYAK
OG0001953	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY	LOC6531602|XP_015051430.1|DYAK
OG0001954	LOC120770100|XP_039953205.1|BTRY	LOC6528877|XP_039227329.1|DYAK
OG0001955	LOC120772766|XP_039957475.1|BTRY	LOC6529399|XP_002090404.1|DYAK
OG0001956	LOC120777376|XP_039964599.1|BTRY	LOC6533384|XP_002094109.1|DYAK
OG0001957	LOC120772177|XP_039956559.1|BTRY	LOC6530652|XP_039229198.1|DYAK
OG0001958	LOC120770258|XP_039953498.1|BTRY	LOC6531075|XP_039227943.1|DYAK
OG0001959	LOC120778938|XP_039966929.1|BTRY	LOC6534803|XP_002095475.1|DYAK
OG0001960	LOC120776344|XP_039962830.1|BTRY	LOC6532382|XP_002093133.1|DYAK
OG0001961	LOC120770306|XP_039953608.1|BTRY	LOC6532125|XP_015051712.1|DYAK
OG0001962	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY	LOC6528487|XP_002089533.2|DYAK
OG0001963	LOC120772630|XP_039957286.1|BTRY	LOC6534407|XP_002095085.1|DYAK
OG0001964	LOC120777367|XP_039964570.1|BTRY	LOC6533312|XP_015049897.1|DYAK
OG0001965	LOC120778986|XP_039967018.1|BTRY	LOC6533205|XP_002093931.2|DYAK
OG0001966	LOC120782546|XP_039970810.1|BTRY	LOC6535429|XP_015047154.1|DYAK
OG0001967	LOC120771395|XP_039955295.1|BTRY	LOC6530671|XP_002091569.1|DYAK
OG0001968	LOC120778717|XP_039966614.1|BTRY	LOC6533617|XP_002094324.1|DYAK
OG0001969	LOC120770952|XP_039954600.1|BTRY	LOC6528440|XP_039227163.1|DYAK
OG0001970	LOC120772750|XP_039957446.1|BTRY	LOC6531332|XP_002092136.1|DYAK
OG0001971	LOC120768970|XP_039951699.1|BTRY	LOC6530847|XP_002091728.2|DYAK
OG0001972	LOC120771026|XP_039954736.1|BTRY	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK
OG0001973	LOC120771553|XP_039955548.1|BTRY	LOC6531836|XP_015051570.1|DYAK
OG0001974	LOC120770989|XP_039954670.1|BTRY	LOC6528742|XP_002089777.1|DYAK
OG0001975	LOC120778480|XP_039966230.1|BTRY	LOC6533525|XP_002094235.1|DYAK
OG0001976	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY	LOC6530182|XP_002091120.1|DYAK
OG0001977	LOC120767534|XP_039949559.1|BTRY	LOC6527054|XP_002088147.2|DYAK
OG0001978	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY	LOC6529426|XP_002090430.1|DYAK
OG0001979	LOC120767436|XP_039949433.1|BTRY	LOC6526899|XP_002087998.1|DYAK
OG0001980	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY	LOC6526245|XP_002087369.1|DYAK
OG0001981	LOC120768074|XP_039950537.1|BTRY	LOC6528158|XP_002089223.1|DYAK
OG0001982	LOC120769190|XP_039952018.1|BTRY	LOC26536130|XP_015045256.1|DYAK
OG0001983	LOC120773400|XP_039958190.1|BTRY	LOC26535169|XP_039233278.1|DYAK
OG0001984	LOC120769382|XP_039952284.1|BTRY	LOC6528057|XP_002089124.1|DYAK
OG0001985	LOC120780145|XP_039968365.1|BTRY	LOC6527881|XP_002088953.2|DYAK
OG0001986	LOC120768862|XP_039951551.1|BTRY	LOC6527040|XP_002088133.1|DYAK
OG0001987	LOC120774159|XP_039959505.1|BTRY	LOC6523823|XP_002099698.1|DYAK
OG0001988	LOC120770037|XP_039953086.1|BTRY	LOC6531647|XP_002092444.1|DYAK
OG0001989	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY	LOC6526343|XP_002087465.2|DYAK
OG0001991	LOC120768755|XP_039951461.1|BTRY	LOC26535090|XP_039233244.1|DYAK
OG0001992	LOC120768570|XP_039951253.1|BTRY	LOC6527363|XP_002088455.2|DYAK
OG0001993	LOC120768392|XP_039950998.1|BTRY	LOC6527086|XP_002088179.1|DYAK
OG0001994	LOC120773364|XP_039958128.1|BTRY	LOC6535809|XP_015047365.1|DYAK
OG0001995	LOC120781538|XP_039969703.1|BTRY	LOC6529718|XP_002090711.1|DYAK
OG0001996	LOC120767965|XP_039950302.1|BTRY	LOC6528156|XP_039226650.1|DYAK
OG0001997	LOC120770842|XP_039954372.1|BTRY	LOC6532109|XP_002092885.1|DYAK
OG0001998	LOC120770212|XP_039953400.1|BTRY	LOC6532111|XP_002092887.2|DYAK
OG0001999	LOC120771449|XP_039955391.1|BTRY	LOC6528880|XP_039227334.1|DYAK
OG0002000	LOC120769380|XP_039952283.1|BTRY	LOC6527699|XP_002088783.1|DYAK
OG0002001	LOC120767679|XP_039949788.1|BTRY	LOC6529556|XP_002090553.3|DYAK
OG0002002	LOC120771088|XP_039954848.1|BTRY	LOC6530107|XP_002091053.1|DYAK
OG0002003	LOC120768124|XP_039950610.1|BTRY	LOC6527799|XP_015053817.1|DYAK
OG0002004	LOC120768071|XP_039950531.1|BTRY	LOC6529453|XP_015052357.1|DYAK
OG0002005	LOC120768433|XP_039951049.1|BTRY	LOC6528940|XP_039227391.1|DYAK
OG0002006	LOC120768995|XP_039951762.1|BTRY	LOC6526937|XP_015053526.1|DYAK
OG0002007	LOC120768444|XP_039951068.1|BTRY	LOC6527706|XP_015053783.1|DYAK
OG0002008	LOC120779457|XP_039967649.1|BTRY	LOC6523751|XP_039233120.1|DYAK
OG0002009	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY	LOC6531729|XP_002092519.1|DYAK
OG0002010	LOC120769613|XP_039952647.1|BTRY	LOC120320428|XP_015053007.1|DYAK
OG0002011	LOC120769493|XP_039952456.1|BTRY	LOC6529799|XP_002090783.1|DYAK
OG0002012	LOC120767387|XP_039949326.1|BTRY	LOC6528173|XP_002089236.3|DYAK
OG0002013	LOC120769127|XP_039951922.1|BTRY	LOC6529671|XP_039228207.1|DYAK
OG0002014	LOC120771209|XP_039955045.1|BTRY	LOC6530702|XP_002091593.1|DYAK
OG0002015	LOC120769638|XP_039952677.1|BTRY	LOC6526909|XP_002088008.1|DYAK
OG0002016	LOC120772236|XP_039956662.1|BTRY	LOC6528674|XP_039227534.1|DYAK
OG0002017	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY	LOC6527190|XP_002088284.1|DYAK
OG0002018	LOC120767880|XP_039950140.1|BTRY	LOC6527085|XP_002088178.2|DYAK
OG0002019	LOC120767713|XP_039949843.1|BTRY	LOC6527378|XP_002088470.1|DYAK
OG0002020	LOC120769272|XP_039952118.1|BTRY	LOC6529711|XP_002090704.1|DYAK
OG0002021	LOC120772968|XP_039957805.1|BTRY	LOC6530672|XP_002091570.1|DYAK
OG0002022	LOC120767733|XP_039949875.1|BTRY	LOC6529253|XP_002090258.2|DYAK
OG0002023	LOC120771303|XP_039955174.1|BTRY	LOC6536902|XP_002097471.1|DYAK
OG0002024	LOC120769476|XP_039952432.1|BTRY	LOC6528008|XP_002089075.1|DYAK
OG0002025	LOC120769378|XP_039952280.1|BTRY	LOC6527267|XP_002088361.2|DYAK
OG0002026	LOC120777293|XP_039964438.1|BTRY	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK
OG0002027	LOC120772974|XP_039957816.1|BTRY	LOC6531277|XP_002092086.1|DYAK
OG0002028	LOC120771529|XP_039955521.1|BTRY	LOC6531905|XP_039228916.1|DYAK
OG0002029	LOC120777455|XP_039964710.1|BTRY	LOC6533085|XP_002093817.1|DYAK
OG0002030	LOC120771727|XP_039955816.1|BTRY	LOC6532080|XP_002092857.1|DYAK
OG0002031	LOC120780129|XP_039968344.1|BTRY	LOC6529887|XP_015052449.1|DYAK
OG0002032	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY	LOC6535903|XP_002096519.2|DYAK
OG0002033	LOC120773383|XP_039958147.1|BTRY	LOC6525098|XP_039233354.1|DYAK
OG0002034	LOC120773477|XP_039958329.1|BTRY	LOC6523902|XP_039233412.1|DYAK
OG0002035	LOC120776579|XP_039963283.1|BTRY	LOC6536239|XP_002096828.1|DYAK
OG0002036	LOC120782530|XP_039970783.1|BTRY	LOC6536455|XP_002097036.2|DYAK
OG0002037	LOC120775610|XP_039961784.1|BTRY	LOC6532943|XP_002093678.1|DYAK
OG0002038	LOC120782344|XP_039970511.1|BTRY	LOC6535769|XP_002096392.1|DYAK
OG0002039	LOC120781402|XP_039969547.1|BTRY	LOC26535238|XP_015044598.1|DYAK
OG0002040	LOC120780294|XP_039968512.1|BTRY	LOC26534948|XP_039231392.1|DYAK
OG0002041	LOC120770828|XP_039954348.1|BTRY	LOC6528625|XP_002089668.1|DYAK
OG0002042	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY	LOC6536064|XP_002096674.2|DYAK
OG0002043	LOC120782311|XP_039970461.1|BTRY	LOC6537523|XP_002098069.2|DYAK
OG0002044	LOC120767038|XP_039948817.1|BTRY	LOC6537781|XP_015048507.1|DYAK
OG0002045	LOC120766980|XP_039948710.1|BTRY	LOC6536232|XP_015047616.2|DYAK
OG0002046	LOC120774522|XP_039960152.1|BTRY	LOC6523757|XP_002099632.1|DYAK
OG0002048	LOC120766304|XP_039947653.1|BTRY	LOC6536787|XP_002097357.2|DYAK
OG0002049	LOC120766463|XP_039947926.1|BTRY	LOC6536642|XP_002097214.1|DYAK
OG0002050	LOC120771772|XP_039955899.1|BTRY	LOC6537135|XP_002097696.1|DYAK
OG0002051	LOC120772938|XP_039957776.1|BTRY	LOC6530283|XP_015052627.1|DYAK
OG0002052	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY	LOC6535050|XP_002095714.1|DYAK
OG0002053	LOC120782891|XP_039971374.1|BTRY	LOC6536268|XP_002096854.3|DYAK
OG0002054	LOC120766409|XP_039947794.1|BTRY	LOC6537507|XP_002098053.1|DYAK
OG0002055	LOC120767028|XP_039948808.1|BTRY	LOC6536739|XP_002097311.1|DYAK
OG0002056	LOC120776501|XP_039963129.1|BTRY	LOC6533900|XP_002094600.1|DYAK
OG0002057	LOC120769761|XP_039952858.1|BTRY	LOC6527141|XP_002088235.1|DYAK
OG0002058	LOC120782238|XP_039970339.1|BTRY	LOC6532197|XP_002092971.2|DYAK
OG0002059	LOC120767646|XP_039949754.1|BTRY	LOC6538511|XP_002099033.1|DYAK
OG0002060	LOC120770532|XP_039954018.1|BTRY	LOC6530428|XP_002091344.1|DYAK
OG0002061	LOC120770141|XP_039953262.1|BTRY	LOC6531977|XP_039228520.1|DYAK
OG0002062	LOC120774098|XP_039959381.1|BTRY	LOC6526178|XP_002101988.1|DYAK
OG0002063	LOC120773584|XP_039958505.1|BTRY	LOC6524045|XP_002099914.1|DYAK
OG0002064	LOC120774014|XP_039959228.1|BTRY	LOC6532910|XP_002093646.1|DYAK
OG0002065	LOC120776962|XP_039963987.1|BTRY	LOC6533477|XP_015050047.1|DYAK
OG0002066	LOC120782671|XP_039970987.1|BTRY	LOC6537090|XP_015048107.1|DYAK
OG0002067	LOC120772472|XP_039957045.1|BTRY	LOC6531904|XP_002092690.1|DYAK
OG0002068	LOC120770529|XP_039954012.1|BTRY	LOC6531059|XP_002091893.1|DYAK
OG0002069	LOC120774329|XP_039959813.1|BTRY	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK
OG0002070	LOC120766998|XP_039948742.1|BTRY	LOC6536569|XP_002097145.1|DYAK
OG0002071	LOC120767075|XP_039948871.1|BTRY	LOC6538625|XP_002099147.1|DYAK
OG0002072	LOC120772197|XP_039956596.1|BTRY	LOC6531491|XP_002092290.1|DYAK
OG0002074	LOC120770190|XP_039953355.1|BTRY	LOC6530489|XP_015052689.1|DYAK
OG0002075	LOC120778752|XP_039966662.1|BTRY	LOC26534725|XP_015054544.1|DYAK
OG0002076	LOC120772866|XP_039957631.1|BTRY	LOC6531741|XP_015051537.1|DYAK
OG0002077	LOC120772483|XP_039957062.1|BTRY	LOC6532326|XP_015049281.1|DYAK
OG0002078	LOC120778306|XP_039966032.1|BTRY, LOC120771839|XP_039956016.1|BTRY, LOC120776529|XP_039963196.1|BTRY	LOC6529896|XP_015052506.1|DYAK
OG0002079	LOC120776434|XP_039963022.1|BTRY, LOC120776433|XP_039963021.1|BTRY, LOC120776436|XP_039963023.1|BTRY	LOC6539416|XP_002086307.1|DYAK
OG0002080	LOC120771729|XP_039955819.1|BTRY	LOC6531685|XP_002092476.2|DYAK
OG0002081	LOC120772038|XP_039956343.1|BTRY	LOC6532011|XP_002092790.1|DYAK
OG0002082	LOC120770293|XP_039953572.1|BTRY	LOC6531363|XP_015051280.1|DYAK
OG0002084	LOC120770021|XP_039953052.1|BTRY	LOC6531809|XP_002092596.1|DYAK
OG0002085	LOC120771018|XP_039954727.1|BTRY	LOC6531616|XP_015051442.1|DYAK
OG0002086	LOC120772116|XP_039956461.1|BTRY	LOC6530589|XP_039228145.1|DYAK
OG0002087	LOC120776621|XP_039963352.1|BTRY	LOC26535083|XP_039229464.1|DYAK
OG0002088	LOC120776500|XP_039963124.1|BTRY	LOC6534765|XP_015050822.2|DYAK
OG0002089	LOC120771504|XP_039955492.1|BTRY	LOC6528639|XP_002089681.1|DYAK
OG0002090	LOC120778458|XP_039966190.1|BTRY	LOC6533973|XP_002094668.1|DYAK
OG0002091	LOC120772034|XP_039956339.1|BTRY	LOC6532018|XP_002092796.1|DYAK
OG0002092	LOC120776973|XP_039964000.1|BTRY	LOC6535038|XP_002095703.1|DYAK
OG0002093	LOC120772955|XP_039957792.1|BTRY	LOC6530515|XP_002091430.2|DYAK
OG0002094	LOC120782021|XP_039970113.1|BTRY, LOC120772120|XP_039956465.1|BTRY	LOC6531917|XP_002092703.1|DYAK
OG0002095	LOC120773387|XP_039958155.1|BTRY	LOC6525160|XP_002100998.1|DYAK
OG0002097	LOC120771345|XP_039955226.1|BTRY	LOC6528783|XP_015054260.1|DYAK
OG0002098	LOC120778313|XP_039966040.1|BTRY	LOC6539364|XP_015045187.1|DYAK
OG0002099	LOC120782448|XP_039970668.1|BTRY	LOC6536208|XP_002096799.1|DYAK
OG0002100	LOC120779044|XP_039967109.1|BTRY	LOC6539578|XP_015045092.1|DYAK
OG0002101	LOC120770414|XP_039953783.1|BTRY	LOC6528582|XP_039227584.1|DYAK
OG0002102	LOC120771001|XP_039954692.1|BTRY	LOC6530817|XP_039228948.1|DYAK
OG0002103	LOC120776466|XP_039963070.1|BTRY	LOC6536201|XP_002096792.1|DYAK
OG0002106	LOC120778715|XP_039966612.1|BTRY, LOC120775314|XP_039961388.1|BTRY	LOC6536214|XP_002096805.2|DYAK
OG0002107	LOC120768573|XP_039951255.1|BTRY	LOC6527179|XP_002088273.1|DYAK
OG0002108	LOC120766185|XP_039947475.1|BTRY	LOC6537460|XP_002098016.3|DYAK
OG0002109	LOC120771385|XP_039955326.1|BTRY	LOC6538990|XP_002099492.1|DYAK, LOC26536065|XP_015049153.2|DYAK
OG0002117	LOC120775672|XP_039961884.1|BTRY	LOC6530938|XP_002091780.1|DYAK
OG0002119	LOC120782169|XP_039970240.1|BTRY	LOC6538611|XP_002099133.1|DYAK
OG0002120	LOC120779722|XP_039968021.1|BTRY	LOC6523764|XP_002099639.1|DYAK
OG0002121	LOC120770229|XP_039953448.1|BTRY	LOC6538069|XP_002098604.1|DYAK
OG0002123	LOC120767337|XP_039949215.1|BTRY	LOC6526902|XP_002088001.1|DYAK
OG0002124	LOC120775759|XP_039962026.1|BTRY	LOC6525786|XP_039230038.1|DYAK
OG0002125	LOC120771596|XP_039955601.1|BTRY	LOC6530472|XP_002091388.1|DYAK
OG0002126	LOC120779102|XP_039967204.1|BTRY	LOC6534736|XP_039229725.1|DYAK
OG0002127	LOC120774307|XP_039959772.1|BTRY	LOC6525688|XP_015046410.1|DYAK
OG0002128	LOC120773874|XP_039958962.1|BTRY	LOC6525803|XP_015046503.1|DYAK
OG0002129	LOC120769003|XP_039951780.1|BTRY	LOC6535609|XP_002096237.3|DYAK
OG0002130	LOC120775666|XP_039961869.1|BTRY	LOC120321193|XP_039229116.1|DYAK
OG0002131	LOC120766285|XP_039947621.1|BTRY	LOC6535548|XP_002096177.1|DYAK
OG0002132	LOC120768065|XP_039950519.1|BTRY	LOC6527972|XP_002089039.1|DYAK
OG0002133	LOC120775535|XP_039961691.1|BTRY	LOC6524529|XP_002100386.1|DYAK
OG0002134	LOC120774399|XP_039959952.1|BTRY	LOC6525705|XP_002101527.1|DYAK
OG0002135	LOC120774092|XP_039959360.1|BTRY, LOC120776012|XP_039962389.1|BTRY	LOC6525363|XP_015046261.1|DYAK
OG0002136	LOC120781308|XP_039969442.1|BTRY	LOC6537975|XP_002098512.1|DYAK
OG0002137	LOC120773714|XP_039958693.1|BTRY	LOC6538799|XP_002099312.1|DYAK
OG0002138	LOC120774425|XP_039959993.1|BTRY	LOC6525732|XP_002101554.1|DYAK
OG0002139	LOC120774492|XP_039960097.1|BTRY	LOC6524282|XP_002100144.2|DYAK
OG0002140	LOC120775870|XP_039962174.1|BTRY	LOC6525236|XP_002101074.1|DYAK
OG0002141	LOC120780589|XP_039968783.1|BTRY	LOC6535215|XP_002095874.1|DYAK
