Orthogroup	BTRY.longest_only	BCOP.longest_only
OG0001768	LOC120774275|XP_039959698.1|BTRY	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC120768870|XP_039951559.1|BTRY	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC120767908|XP_039950193.1|BTRY	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC120769517|XP_039952489.1|BTRY	LOC119070858|XP_037031266.1|BCOP
OG0001772	LOC120768053|XP_039950504.1|BTRY, LOC120768993|XP_039951761.1|BTRY	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP
OG0001773	LOC120769306|XP_039952173.1|BTRY	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC120770925|XP_039954562.1|BTRY	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001775	LOC120771054|XP_039954795.1|BTRY	LOC119071680|XP_037032556.1|BCOP
OG0001776	LOC120768559|XP_039951237.1|BTRY	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC120767835|XP_039950059.1|BTRY	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC120769453|XP_039952391.1|BTRY	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC120768553|XP_039951231.1|BTRY	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC120771973|XP_039956258.1|BTRY	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC120767984|XP_039950335.1|BTRY	LOC119085957|XP_037052409.1|BCOP
OG0001782	LOC120781633|XP_039969798.1|BTRY	LOC119072880|XP_037034088.1|BCOP
OG0001783	LOC120768122|XP_039950608.1|BTRY	LOC119076346|XP_037038936.1|BCOP
OG0001784	LOC120769571|XP_039952560.1|BTRY	LOC119082062|XP_037047291.1|BCOP
OG0001785	LOC120770903|XP_039954510.1|BTRY	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP
OG0001786	LOC120767277|XP_039949083.1|BTRY	LOC119085436|XP_037051749.1|BCOP
OG0001787	LOC120767664|XP_039949771.1|BTRY, LOC120767586|XP_039949667.1|BTRY	LOC119066153|XP_037024350.1|BCOP
OG0001788	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY	LOC119084388|XP_037050251.1|BCOP
OG0001789	LOC120776731|XP_039963592.1|BTRY	LOC119079846|XP_037043808.1|BCOP
OG0001790	LOC120767203|XP_039948941.1|BTRY, LOC120767200|XP_039948938.1|BTRY	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP
OG0001791	LOC120772783|XP_039957496.1|BTRY	LOC119081629|XP_037046575.1|BCOP
OG0001792	LOC120769232|XP_039952064.1|BTRY	LOC119078851|XP_037042455.1|BCOP
OG0001793	LOC120770991|XP_039954672.1|BTRY	LOC119073435|XP_037034811.1|BCOP
OG0001795	LOC120769557|XP_039952539.1|BTRY	LOC119072041|XP_037033055.1|BCOP
OG0001796	LOC120776048|XP_039962432.1|BTRY	LOC119069660|XP_037029673.1|BCOP
OG0001797	LOC120779744|XP_039968051.1|BTRY	LOC119081026|XP_037045607.1|BCOP
OG0001798	LOC120770413|XP_039953782.1|BTRY	LOC119071341|XP_037032121.1|BCOP
OG0001799	LOC120775892|XP_039962216.1|BTRY	LOC119084672|XP_037050644.1|BCOP
OG0001800	LOC120767428|XP_039949405.1|BTRY, LOC120769485|XP_039952446.1|BTRY	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP
OG0001801	LOC120777696|XP_039965104.1|BTRY	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP
OG0001802	LOC120782842|XP_039971305.1|BTRY	LOC119077578|XP_037040683.1|BCOP
OG0001803	LOC120777138|XP_039964221.1|BTRY	LOC119074668|XP_037036845.1|BCOP
OG0001804	LOC120769719|XP_039952796.1|BTRY	LOC119074411|XP_037036433.1|BCOP
OG0001805	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP
OG0001806	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY	LOC119077764|XP_037040969.1|BCOP
OG0001807	LOC120780156|XP_039968372.1|BTRY	LOC119074311|XP_037036254.1|BCOP
OG0001808	LOC120766469|XP_039947942.1|BTRY, LOC120766467|XP_039947939.1|BTRY	LOC119067233|XP_037025988.1|BCOP
OG0001809	LOC120782562|XP_039970830.1|BTRY	LOC119084084|XP_037049815.1|BCOP
OG0001811	LOC120772219|XP_039956632.1|BTRY	LOC119083150|XP_037048690.1|BCOP
OG0001812	LOC120775050|XP_039960965.1|BTRY	LOC119076651|XP_037039429.1|BCOP
OG0001813	LOC120766809|XP_039948448.1|BTRY	LOC119076005|XP_037038475.1|BCOP
OG0001814	LOC120782813|XP_039971226.1|BTRY	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP
OG0001815	LOC120779203|XP_039967411.1|BTRY	LOC119074471|XP_037036508.1|BCOP
OG0001816	LOC120771566|XP_039955566.1|BTRY	LOC119078718|XP_037042286.1|BCOP
OG0001817	LOC120773083|XP_039957967.1|BTRY	LOC119074379|XP_037036385.1|BCOP
OG0001818	LOC120774509|XP_039960128.1|BTRY	LOC119074284|XP_037036198.1|BCOP
OG0001819	LOC120772593|XP_039957238.1|BTRY	LOC119070039|XP_037030218.1|BCOP
OG0001820	LOC120771633|XP_039955661.1|BTRY	LOC119078953|XP_037042596.1|BCOP
OG0001821	LOC120771343|XP_039955225.1|BTRY	LOC119083186|XP_037048743.1|BCOP
OG0001822	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP
OG0001823	LOC120778288|XP_039966009.1|BTRY	LOC119072464|XP_037033583.1|BCOP
OG0001824	LOC120769449|XP_039952376.1|BTRY	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP
OG0001825	LOC120771104|XP_039954880.1|BTRY	LOC119072845|XP_037034052.1|BCOP
OG0001826	LOC120769304|XP_039952171.1|BTRY, LOC120772559|XP_039957177.1|BTRY	LOC119071288|XP_037032053.1|BCOP
OG0001827	LOC120772888|XP_039957673.1|BTRY	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP
OG0001828	LOC120776203|XP_039962772.1|BTRY	LOC119071869|XP_037032826.1|BCOP
OG0001829	LOC120772850|XP_039957599.1|BTRY	LOC119072596|XP_037033746.1|BCOP
OG0001830	LOC120770855|XP_039954402.1|BTRY	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP
OG0001831	LOC120778154|XP_039965813.1|BTRY	LOC119084778|XP_037050735.1|BCOP
OG0001832	LOC120772911|XP_039957739.1|BTRY	LOC119084082|XP_037049813.1|BCOP
OG0001833	LOC120772336|XP_039956814.1|BTRY	LOC119076942|XP_037039888.1|BCOP
OG0001834	LOC120766284|XP_039947620.1|BTRY	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP
OG0001838	LOC120772583|XP_039957219.1|BTRY	LOC119075784|XP_037038244.1|BCOP
OG0001848	LOC120780588|XP_039968782.1|BTRY, LOC120780518|XP_039968722.1|BTRY	LOC119068234|XP_037027645.1|BCOP
OG0001849	LOC120782296|XP_039970435.1|BTRY	LOC119067444|XP_037026319.1|BCOP
OG0001850	LOC120779509|XP_039967752.1|BTRY	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP
OG0001851	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY	LOC119085003|XP_037051069.1|BCOP
OG0001852	LOC120778071|XP_039965697.1|BTRY	LOC119071421|XP_037032192.1|BCOP
OG0001853	LOC120769560|XP_039952551.1|BTRY	LOC119085682|XP_037052024.1|BCOP
OG0001854	LOC120774412|XP_039959971.1|BTRY	LOC119073386|XP_037034707.1|BCOP
OG0001855	LOC120771857|XP_039956041.1|BTRY	LOC119083430|XP_037049050.1|BCOP
OG0001856	LOC120775680|XP_039961906.1|BTRY	LOC119069649|XP_037029667.1|BCOP
OG0001857	LOC120775040|XP_039960949.1|BTRY	LOC119068857|XP_037028587.1|BCOP
OG0001858	LOC120767271|XP_039949077.1|BTRY, LOC120773930|XP_039959063.1|BTRY	LOC119068402|XP_037027856.1|BCOP
OG0001859	LOC120773411|XP_039958214.1|BTRY	LOC119081671|XP_037046649.1|BCOP
OG0001860	LOC120778884|XP_039966861.1|BTRY	LOC119076117|XP_037038674.1|BCOP
OG0001861	LOC120782749|XP_039971127.1|BTRY	LOC119068190|XP_037027583.1|BCOP
OG0001862	LOC120775724|XP_039961974.1|BTRY	LOC119068469|XP_037027961.1|BCOP
OG0001863	LOC120773470|XP_039958319.1|BTRY	LOC119068016|XP_037027270.1|BCOP
OG0001864	LOC120767731|XP_039949893.1|BTRY	LOC119084883|XP_037050927.1|BCOP
OG0001865	LOC120775188|XP_039961176.1|BTRY	LOC119068623|XP_037028184.1|BCOP
OG0001866	LOC120766388|XP_039947760.1|BTRY	LOC119068120|XP_037027468.1|BCOP
OG0001867	LOC120777752|XP_039965180.1|BTRY	LOC119081267|XP_037045904.1|BCOP
OG0001868	LOC120768960|XP_039951687.1|BTRY	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP
OG0001869	LOC120782222|XP_039970318.1|BTRY	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP
OG0001870	LOC120775404|XP_039961501.1|BTRY	LOC119070614|XP_037030937.1|BCOP
OG0001872	LOC120766647|XP_039948205.1|BTRY	LOC119070096|XP_037030304.1|BCOP
OG0001873	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY	LOC119069539|XP_037029511.1|BCOP
OG0001874	LOC120780448|XP_039968656.1|BTRY	LOC119068632|XP_037028197.1|BCOP
OG0001875	LOC120772900|XP_039957718.1|BTRY, LOC120772920|XP_039957757.1|BTRY	LOC119069327|XP_037029280.1|BCOP
OG0001876	LOC120775823|XP_039962112.1|BTRY	LOC119068436|XP_037027902.1|BCOP
OG0001877	LOC120773951|XP_039959111.1|BTRY	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP
OG0001878	LOC120775772|XP_039962041.1|BTRY	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP
OG0001879	LOC120780516|XP_039968720.1|BTRY	LOC119068334|XP_037027784.1|BCOP
OG0001880	LOC120777795|XP_039965265.1|BTRY	LOC119067915|XP_037027111.1|BCOP
OG0001881	LOC120766621|XP_039948166.1|BTRY	LOC119069356|XP_037029324.1|BCOP
OG0001882	LOC120782670|XP_039970986.1|BTRY	LOC119069099|XP_037028886.1|BCOP
OG0001883	LOC120768979|XP_039951720.1|BTRY	LOC119067716|XP_037026727.1|BCOP
OG0001884	LOC120782023|XP_039970117.1|BTRY	LOC119069433|XP_037029385.1|BCOP
OG0001885	LOC120767336|XP_039949214.1|BTRY	LOC119080560|XP_037044870.1|BCOP
OG0001886	LOC120778300|XP_039966024.1|BTRY	LOC119085717|XP_037052061.1|BCOP
OG0001887	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY	LOC119085543|XP_037051856.1|BCOP
OG0001888	LOC120782509|XP_039970751.1|BTRY	LOC119067103|XP_037025761.1|BCOP
OG0001889	LOC120774217|XP_039959607.1|BTRY	LOC119067521|XP_037026443.1|BCOP
OG0001890	LOC120782726|XP_039971086.1|BTRY	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP
OG0001891	LOC120776499|XP_039963120.1|BTRY	LOC119067582|XP_037026572.1|BCOP
OG0001892	LOC120773445|XP_039958264.1|BTRY	LOC119075316|XP_037037631.1|BCOP
OG0001893	LOC120780842|XP_039969225.1|BTRY	LOC119067846|XP_037026973.1|BCOP
OG0001894	LOC120771323|XP_039955201.1|BTRY	LOC119080082|XP_037044198.1|BCOP
OG0001895	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY	LOC119080999|XP_037045562.1|BCOP
OG0001896	LOC120779488|XP_039967708.1|BTRY	LOC119066575|XP_037025020.1|BCOP, LOC119071908|XP_037032919.1|BCOP, LOC119067107|XP_037025766.1|BCOP, LOC119079480|XP_037043313.1|BCOP
OG0001897	LOC120768001|XP_039950361.1|BTRY	LOC119067082|XP_037025726.1|BCOP
OG0001898	LOC120773741|XP_039958735.1|BTRY	LOC119069834|XP_037029897.1|BCOP
OG0001899	LOC120775806|XP_039962093.1|BTRY	LOC119069346|XP_037029311.1|BCOP
OG0001900	LOC120777251|XP_039964380.1|BTRY	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP
OG0001901	LOC120767988|XP_039950340.1|BTRY	LOC119068227|XP_037027630.1|BCOP
OG0001903	LOC120775305|XP_039961376.1|BTRY	LOC119066507|XP_037024912.1|BCOP
OG0001904	LOC120776156|XP_039963004.1|BTRY	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP
OG0001905	LOC120774756|XP_039960449.1|BTRY	LOC119080106|XP_037044231.1|BCOP, LOC119069818|XP_037029875.1|BCOP
OG0001906	LOC120782744|XP_039971111.1|BTRY, LOC120782743|XP_039971110.1|BTRY	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP
OG0001907	LOC120773870|XP_039958957.1|BTRY	LOC119068764|XP_037028398.1|BCOP
OG0001908	LOC120778174|XP_039965847.1|BTRY	LOC119085477|XP_037051790.1|BCOP
OG0001909	LOC120774269|XP_039959681.1|BTRY	LOC119069055|XP_037028823.1|BCOP
OG0001910	LOC120775975|XP_039962334.1|BTRY	LOC119068662|XP_037028238.1|BCOP
OG0001911	LOC120766736|XP_039948322.1|BTRY	LOC119067469|XP_037026355.1|BCOP
OG0001914	LOC120780923|XP_039969086.1|BTRY	LOC119067414|XP_037026262.1|BCOP
OG0001915	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY	LOC119084835|XP_037050815.1|BCOP
OG0001916	LOC120770934|XP_039954572.1|BTRY	LOC119081737|XP_037046800.1|BCOP
OG0001917	LOC120777371|XP_039964582.1|BTRY	LOC119073456|XP_037034846.1|BCOP
OG0001918	LOC120778807|XP_039966745.1|BTRY	LOC119084932|XP_037050966.1|BCOP
OG0001919	LOC120771790|XP_039955921.1|BTRY	LOC119074137|XP_037036018.1|BCOP
OG0001920	LOC120776391|XP_039962937.1|BTRY	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP
OG0001921	LOC120776541|XP_039963213.1|BTRY	LOC119075484|XP_037037831.1|BCOP
OG0001922	LOC120771975|XP_039956265.1|BTRY	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP
OG0001923	LOC120777208|XP_039964317.1|BTRY	LOC119075415|XP_037037753.1|BCOP
OG0001924	LOC120767888|XP_039950147.1|BTRY	LOC119082349|XP_037047762.1|BCOP
OG0001925	LOC120778187|XP_039965858.1|BTRY	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP
OG0001926	LOC120776505|XP_039963133.1|BTRY	LOC119075663|XP_037038070.1|BCOP
OG0001927	LOC120772111|XP_039956455.1|BTRY	LOC119084335|XP_037050159.1|BCOP
OG0001928	LOC120778640|XP_039966473.1|BTRY	LOC119084906|XP_037050956.1|BCOP
OG0001929	LOC120777589|XP_039964938.1|BTRY	LOC119080713|XP_037045072.1|BCOP
OG0001930	LOC120770289|XP_039953560.1|BTRY	LOC119079460|XP_037043282.1|BCOP
OG0001931	LOC120777194|XP_039964297.1|BTRY	LOC119084556|XP_037050466.1|BCOP, LOC119073715|XP_037035233.1|BCOP
OG0001932	LOC120777356|XP_039964545.1|BTRY	LOC119081873|XP_037047006.1|BCOP
OG0001933	LOC120771690|XP_039955758.1|BTRY	LOC119073719|XP_037035237.1|BCOP
OG0001934	LOC120777393|XP_039964620.1|BTRY	LOC119077487|XP_037040595.1|BCOP
OG0001935	LOC120776510|XP_039963148.1|BTRY	LOC119080985|XP_037045525.1|BCOP
OG0001937	LOC120770953|XP_039954601.1|BTRY	LOC119073518|XP_037034942.1|BCOP
OG0001938	LOC120771881|XP_039956074.1|BTRY	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP
OG0001939	LOC120771918|XP_039956142.1|BTRY	LOC119073670|XP_037035170.1|BCOP
OG0001940	LOC120773102|XP_039958007.1|BTRY	LOC119079400|XP_037043178.1|BCOP
OG0001941	LOC120778078|XP_039965706.1|BTRY	LOC119084724|XP_037050696.1|BCOP
OG0001943	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY	LOC119080982|XP_037045522.1|BCOP
OG0001944	LOC120778575|XP_039966373.1|BTRY	LOC119080072|XP_037044186.1|BCOP
OG0001945	LOC120771554|XP_039955549.1|BTRY	LOC119073449|XP_037034837.1|BCOP
OG0001946	LOC120772230|XP_039956656.1|BTRY	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP
OG0001947	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY	LOC119079362|XP_037043105.1|BCOP
OG0001948	LOC120776857|XP_039963837.1|BTRY	LOC119080503|XP_037044798.1|BCOP
OG0001949	LOC120778048|XP_039965657.1|BTRY	LOC119077322|XP_037040397.1|BCOP
OG0001950	LOC120782371|XP_039970542.1|BTRY	LOC119073232|XP_037034439.1|BCOP
OG0001951	LOC120772577|XP_039957214.1|BTRY	LOC119081713|XP_037046718.1|BCOP
OG0001952	LOC120772022|XP_039956323.1|BTRY	LOC119074053|XP_037035898.1|BCOP
OG0001953	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY	LOC119079610|XP_037043499.1|BCOP
OG0001954	LOC120770100|XP_039953205.1|BTRY	LOC119079366|XP_037043115.1|BCOP
OG0001955	LOC120772766|XP_039957475.1|BTRY	LOC119079390|XP_037043171.1|BCOP
OG0001956	LOC120777376|XP_039964599.1|BTRY	LOC119080715|XP_037045092.1|BCOP
OG0001957	LOC120772177|XP_039956559.1|BTRY	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC120770258|XP_039953498.1|BTRY	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC120778938|XP_039966929.1|BTRY	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC120776344|XP_039962830.1|BTRY	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001961	LOC120770306|XP_039953608.1|BTRY	LOC119079675|XP_037043622.1|BCOP
OG0001962	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC120772630|XP_039957286.1|BTRY	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC120777367|XP_039964570.1|BTRY	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC120778986|XP_039967018.1|BTRY	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP
OG0001966	LOC120782546|XP_039970810.1|BTRY	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC120771395|XP_039955295.1|BTRY	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC120778717|XP_039966614.1|BTRY	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC120770952|XP_039954600.1|BTRY	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC120772750|XP_039957446.1|BTRY	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC120768970|XP_039951699.1|BTRY	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC120771026|XP_039954736.1|BTRY	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC120771553|XP_039955548.1|BTRY	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC120770989|XP_039954670.1|BTRY	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC120778480|XP_039966230.1|BTRY	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP
OG0001976	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY	LOC119066330|XP_037024625.1|BCOP
OG0001979	LOC120767436|XP_039949433.1|BTRY	LOC119070930|XP_037031369.1|BCOP
OG0001980	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY	LOC119078499|XP_037041948.1|BCOP
OG0001982	LOC120769190|XP_039952018.1|BTRY	LOC119081937|XP_037047088.1|BCOP
OG0001983	LOC120773400|XP_039958190.1|BTRY	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP
OG0001984	LOC120769382|XP_039952284.1|BTRY	LOC119078695|XP_037042252.1|BCOP
OG0001985	LOC120780145|XP_039968365.1|BTRY	LOC119078457|XP_037041886.1|BCOP
OG0001986	LOC120768862|XP_039951551.1|BTRY	LOC119072804|XP_037033996.1|BCOP
OG0001987	LOC120774159|XP_039959505.1|BTRY	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP
OG0001988	LOC120770037|XP_039953086.1|BTRY	LOC119074080|XP_037035925.1|BCOP
OG0001989	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY	LOC119076077|XP_037038621.1|BCOP
OG0001990	LOC120768658|XP_039951369.1|BTRY	LOC119066370|XP_037024689.1|BCOP
OG0001991	LOC120768755|XP_039951461.1|BTRY	LOC119076320|XP_037038884.1|BCOP
OG0001992	LOC120768570|XP_039951253.1|BTRY	LOC119075686|XP_037038099.1|BCOP
OG0001993	LOC120768392|XP_039950998.1|BTRY	LOC119071486|XP_037032232.1|BCOP
OG0001994	LOC120773364|XP_039958128.1|BTRY	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP
OG0001995	LOC120781538|XP_039969703.1|BTRY	LOC119085141|XP_037051313.1|BCOP
OG0001996	LOC120767965|XP_039950302.1|BTRY	LOC119076361|XP_037038960.1|BCOP
OG0001997	LOC120770842|XP_039954372.1|BTRY	LOC119073369|XP_037034684.1|BCOP
OG0001998	LOC120770212|XP_039953400.1|BTRY	LOC119073380|XP_037034699.1|BCOP
OG0001999	LOC120771449|XP_039955391.1|BTRY	LOC119083775|XP_037049456.1|BCOP
OG0002000	LOC120769380|XP_039952283.1|BTRY	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP
OG0002001	LOC120767679|XP_039949788.1|BTRY	LOC119085307|XP_037051552.1|BCOP
OG0002002	LOC120771088|XP_039954848.1|BTRY	LOC119081466|XP_037046350.1|BCOP
OG0002003	LOC120768124|XP_039950610.1|BTRY	LOC119076345|XP_037038935.1|BCOP
OG0002004	LOC120768071|XP_039950531.1|BTRY	LOC119082567|XP_037047988.1|BCOP
OG0002005	LOC120768433|XP_039951049.1|BTRY	LOC119066968|XP_037025594.1|BCOP
OG0002006	LOC120768995|XP_039951762.1|BTRY	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP
OG0002007	LOC120768444|XP_039951068.1|BTRY	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP
OG0002008	LOC120779457|XP_039967649.1|BTRY	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP
OG0002009	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY	LOC119076740|XP_037039568.1|BCOP
OG0002010	LOC120769613|XP_039952647.1|BTRY	LOC119072338|XP_037033424.1|BCOP
OG0002011	LOC120769493|XP_039952456.1|BTRY	LOC119076348|XP_037038940.1|BCOP
OG0002012	LOC120767387|XP_039949326.1|BTRY	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP
OG0002013	LOC120769127|XP_039951922.1|BTRY	LOC119072256|XP_037033334.1|BCOP
OG0002014	LOC120771209|XP_039955045.1|BTRY	LOC119068127|XP_037027481.1|BCOP
OG0002015	LOC120769638|XP_039952677.1|BTRY	LOC119077146|XP_037040226.1|BCOP
OG0002016	LOC120772236|XP_039956662.1|BTRY	LOC119081426|XP_037046240.1|BCOP
OG0002017	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP
OG0002018	LOC120767880|XP_039950140.1|BTRY	LOC119075634|XP_037038010.1|BCOP
OG0002019	LOC120767713|XP_039949843.1|BTRY	LOC119079090|XP_037042801.1|BCOP
OG0002020	LOC120769272|XP_039952118.1|BTRY	LOC119085889|XP_037052320.1|BCOP
OG0002021	LOC120772968|XP_039957805.1|BTRY	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP
OG0002022	LOC120767733|XP_039949875.1|BTRY	LOC119070933|XP_037031376.1|BCOP
OG0002023	LOC120771303|XP_039955174.1|BTRY	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP
OG0002024	LOC120769476|XP_039952432.1|BTRY	LOC119066321|XP_037024605.1|BCOP
OG0002025	LOC120769378|XP_039952280.1|BTRY	LOC119085816|XP_037052200.1|BCOP
OG0002026	LOC120777293|XP_039964438.1|BTRY	LOC119070840|XP_037031248.1|BCOP
OG0002027	LOC120772974|XP_039957816.1|BTRY	LOC119082838|XP_037048389.1|BCOP
OG0002028	LOC120771529|XP_039955521.1|BTRY	LOC119082846|XP_037048407.1|BCOP
OG0002029	LOC120777455|XP_039964710.1|BTRY	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP
OG0002030	LOC120771727|XP_039955816.1|BTRY	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP
OG0002031	LOC120780129|XP_039968344.1|BTRY	LOC119066123|XP_037024303.1|BCOP
OG0002032	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP
