Orthogroup	BTRY.longest_only	DSUB.longest_only
OG0000403	LOC120770420|XP_039953799.1|BTRY	LOC117889979|XP_034650451.1|DSUB
OG0000404	LOC120782378|XP_039970554.1|BTRY	LOC117897975|XP_034662978.1|DSUB
OG0000405	LOC120775347|XP_039961428.1|BTRY	LOC117898907|XP_034664490.1|DSUB
OG0000406	LOC120779166|XP_039967326.1|BTRY	LOC117893571|XP_034656133.1|DSUB
OG0000406	LOC120771109|XP_039954892.1|BTRY	LOC117890780|XP_034651742.1|DSUB
OG0000407	LOC120776370|XP_039962883.1|BTRY	LOC117895365|XP_034658840.1|DSUB
OG0000408	LOC120769044|XP_039951824.1|BTRY	LOC117896860|XP_034661280.1|DSUB, LOC117901988|XP_034668889.1|DSUB
OG0000409	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY	LOC117890143|XP_034650722.1|DSUB, LOC117891773|XP_034653327.1|DSUB
OG0000411	LOC120777280|XP_039964424.1|BTRY	LOC117898376|XP_034663608.1|DSUB
OG0000411	LOC120769527|XP_039952500.1|BTRY	LOC117901893|XP_034668745.1|DSUB
OG0000412	LOC120772605|XP_039957253.1|BTRY	LOC117891981|XP_034653747.1|DSUB
OG0000412	LOC120777580|XP_039964926.1|BTRY	LOC117893015|XP_034655262.1|DSUB
OG0000413	LOC120766222|XP_039947531.1|BTRY	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB
OG0000413	LOC120766492|XP_039947978.1|BTRY	LOC117898759|XP_034664274.1|DSUB
OG0000414	LOC120772664|XP_039957331.1|BTRY	LOC117890475|XP_034651229.1|DSUB
OG0000415	LOC120770881|XP_039954453.1|BTRY	LOC117892016|XP_034653799.1|DSUB
OG0000415	LOC120772785|XP_039957502.1|BTRY	LOC117892015|XP_034653798.1|DSUB
OG0000416	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY	LOC117889639|XP_034649988.1|DSUB
OG0000416	LOC120774132|XP_039959448.1|BTRY	LOC117892274|XP_034654328.1|DSUB
OG0000417	LOC120766838|XP_039948483.1|BTRY	LOC117897621|XP_034662478.1|DSUB
OG0000417	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY	LOC117897750|XP_034662680.1|DSUB
OG0000418	LOC120775998|XP_039962365.1|BTRY	LOC117889852|XP_034650246.1|DSUB
OG0000418	LOC120775994|XP_039962360.1|BTRY	LOC117899642|XP_034665704.1|DSUB
OG0000419	LOC120772990|XP_039957837.1|BTRY	LOC117891270|XP_034652535.1|DSUB
OG0000421	LOC120768035|XP_039950462.1|BTRY	LOC117900085|XP_034666181.1|DSUB
OG0000421	LOC120768668|XP_039951380.1|BTRY	LOC117902049|XP_034669006.1|DSUB
OG0000422	LOC120780556|XP_039968747.1|BTRY	LOC117896311|XP_034660427.1|DSUB
OG0000423	LOC120770394|XP_039953759.1|BTRY	LOC117890165|XP_034650752.1|DSUB
OG0000423	LOC120770005|XP_039953031.1|BTRY	LOC117890166|XP_034650753.1|DSUB
OG0000424	LOC120770993|XP_039954673.1|BTRY	LOC117890930|XP_034651955.1|DSUB
OG0000424	LOC120770914|XP_039954538.1|BTRY	LOC117890903|XP_034651889.1|DSUB
OG0000425	LOC120772681|XP_039957353.1|BTRY	LOC117892103|XP_034654002.1|DSUB
OG0000425	LOC120770802|XP_039954315.1|BTRY	LOC117891983|XP_034653750.1|DSUB
OG0000426	LOC120767283|XP_039949097.1|BTRY, LOC120769710|XP_039952783.1|BTRY, LOC120769049|XP_039951833.1|BTRY	LOC117892067|XP_034653945.1|DSUB
OG0000428	LOC120772925|XP_039957759.1|BTRY	LOC117894173|XP_034656968.1|DSUB, LOC117894172|XP_034656967.1|DSUB, LOC117894175|XP_034656971.1|DSUB
OG0000429	LOC120770795|XP_039954308.1|BTRY, LOC120771992|XP_039956282.1|BTRY	LOC117889707|XP_034650019.1|DSUB
OG0000430	LOC120774784|XP_039960496.1|BTRY	LOC117896917|XP_034661347.1|DSUB, LOC117896709|XP_034661056.1|DSUB, LOC117896708|XP_034661055.1|DSUB
OG0000433	LOC120774862|XP_039960624.1|BTRY	LOC117889594|XP_034649895.1|DSUB
OG0000433	LOC120778215|XP_039965906.1|BTRY	LOC117895488|XP_034659069.1|DSUB
OG0000434	LOC120772696|XP_039957370.1|BTRY, LOC120772247|XP_039956678.1|BTRY	LOC117897784|XP_034662724.1|DSUB
OG0000434	LOC120771558|XP_039955554.1|BTRY, LOC120771322|XP_039955200.1|BTRY	LOC117892140|XP_034654069.1|DSUB
OG0000435	LOC120774231|XP_039959624.1|BTRY	LOC117892221|XP_034654216.1|DSUB
OG0000437	LOC120781389|XP_039969532.1|BTRY	LOC117901454|XP_034668094.1|DSUB
OG0000437	LOC120769054|XP_039951837.1|BTRY	LOC117900219|XP_034666394.1|DSUB
OG0000438	LOC120775835|XP_039962138.1|BTRY	LOC117892835|XP_034655082.1|DSUB, LOC117897432|XP_034662161.1|DSUB
OG0000439	LOC120767996|XP_039950349.1|BTRY	LOC117901405|XP_034668030.1|DSUB
OG0000439	LOC120778369|XP_039966090.1|BTRY	LOC117893468|XP_034655982.1|DSUB
OG0000440	LOC120771326|XP_039955205.1|BTRY	LOC117891731|XP_034653215.1|DSUB
OG0000440	LOC120771453|XP_039955398.1|BTRY	LOC117890865|XP_034651843.1|DSUB
OG0000441	LOC120770035|XP_039953084.1|BTRY, LOC120772426|XP_039956971.1|BTRY	LOC117891894|XP_034653588.1|DSUB
OG0000441	LOC120772252|XP_039956689.1|BTRY	LOC117891893|XP_034653587.1|DSUB
OG0000443	LOC120767448|XP_039949449.1|BTRY	LOC117892944|XP_034655158.1|DSUB, LOC117892943|XP_034655157.1|DSUB
OG0000444	LOC120777609|XP_039964992.1|BTRY	LOC117900652|XP_034666976.1|DSUB
OG0000444	LOC120777797|XP_039965263.1|BTRY	LOC117900642|XP_034666964.1|DSUB
OG0000446	LOC120771905|XP_039956120.1|BTRY	LOC117891520|XP_034652911.1|DSUB
OG0000448	LOC120782620|XP_039970921.1|BTRY	LOC117897812|XP_034662752.1|DSUB
OG0000449	LOC120776397|XP_039962951.1|BTRY	LOC117893499|XP_034656026.1|DSUB
OG0000449	LOC120767465|XP_039949487.1|BTRY	LOC117902270|XP_034669421.1|DSUB
OG0000450	LOC120774365|XP_039959889.1|BTRY	LOC117893052|XP_034655327.1|DSUB
OG0000450	LOC120774824|XP_039960565.1|BTRY	LOC117889922|XP_034650342.1|DSUB
OG0000451	LOC120775737|XP_039961988.1|BTRY	LOC117903786|XP_034672102.1|DSUB
OG0000451	LOC120775735|XP_039961987.1|BTRY, LOC120775418|XP_039961530.1|BTRY	LOC117903784|XP_034672101.1|DSUB
OG0000453	LOC120766550|XP_039948067.1|BTRY	LOC117898028|XP_034663057.1|DSUB
OG0000453	LOC120782890|XP_039971372.1|BTRY	LOC117898152|XP_034663241.1|DSUB
OG0000454	LOC120771593|XP_039955599.1|BTRY, LOC120771036|XP_039954758.1|BTRY	LOC117898919|XP_034664518.1|DSUB, LOC117893558|XP_034656111.1|DSUB
OG0000456	LOC120779448|XP_039967629.1|BTRY	LOC117902938|XP_034670433.1|DSUB
OG0000456	LOC120768512|XP_039951171.1|BTRY	LOC117902715|XP_034670168.1|DSUB
OG0000457	LOC120781641|XP_039969806.1|BTRY	LOC117901869|XP_034668716.1|DSUB
OG0000457	LOC120768879|XP_039951566.1|BTRY	LOC117900473|XP_034666743.1|DSUB
OG0000458	LOC120768030|XP_039950444.1|BTRY	LOC117902176|XP_034669210.1|DSUB
OG0000460	LOC120768381|XP_039950981.1|BTRY	LOC117900638|XP_034666959.1|DSUB
OG0000462	LOC120766648|XP_039948245.1|BTRY	LOC117899554|XP_034665534.1|DSUB, LOC117899555|XP_034665535.1|DSUB
OG0000463	LOC120772993|XP_039957840.1|BTRY	LOC117899482|XP_034665405.1|DSUB, LOC117899481|XP_034665404.1|DSUB
OG0000465	LOC120780110|XP_039968359.1|BTRY	LOC117898136|XP_034663221.1|DSUB
OG0000465	LOC120772118|XP_039956467.1|BTRY	LOC117896630|XP_034660962.1|DSUB
OG0000466	LOC120773729|XP_039958719.1|BTRY	LOC117903443|XP_034671366.1|DSUB
OG0000466	LOC120768513|XP_039951175.1|BTRY	LOC117901214|XP_034667772.1|DSUB
OG0000467	LOC120772136|XP_039956488.1|BTRY	LOC117889730|XP_034650042.1|DSUB
OG0000467	LOC120772332|XP_039956808.1|BTRY	LOC117892743|XP_034655058.1|DSUB
OG0000468	LOC120766448|XP_039947890.1|BTRY	LOC117899650|XP_034665720.1|DSUB
OG0000468	LOC120772763|XP_039957470.1|BTRY	LOC117891869|XP_034653526.1|DSUB
OG0000469	LOC120767613|XP_039949700.1|BTRY	LOC117902669|XP_034670090.1|DSUB
OG0000470	LOC120778542|XP_039966325.1|BTRY	LOC117895760|XP_034659523.1|DSUB
OG0000470	LOC120782030|XP_039970120.1|BTRY	LOC117894646|XP_034657709.1|DSUB
OG0000471	LOC120767631|XP_039949725.1|BTRY, LOC120769192|XP_039952020.1|BTRY	LOC117893563|XP_034656123.1|DSUB, LOC117901544|XP_034668226.1|DSUB
OG0000473	LOC120775766|XP_039962033.1|BTRY	LOC117897071|XP_034661581.1|DSUB
OG0000473	LOC120775662|XP_039961864.1|BTRY	LOC117895905|XP_034659789.1|DSUB
OG0000474	LOC120775186|XP_039961175.1|BTRY	LOC117903428|XP_034671342.1|DSUB, LOC117893426|XP_034655934.1|DSUB, LOC117896914|XP_034661343.1|DSUB, LOC117896035|XP_034659935.1|DSUB
OG0000475	LOC120767162|XP_039948919.1|BTRY	LOC117898697|XP_034664203.1|DSUB
OG0000475	LOC120770612|XP_039954148.1|BTRY	LOC117898698|XP_034664206.1|DSUB
OG0000476	LOC120766557|XP_039948077.1|BTRY	LOC117897318|XP_034661977.1|DSUB
OG0000476	LOC120770518|XP_039953995.1|BTRY	LOC117897319|XP_034661978.1|DSUB
OG0000477	LOC120775069|XP_039960995.1|BTRY	LOC117898430|XP_034663713.1|DSUB
OG0000477	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY	LOC117898431|XP_034663714.1|DSUB
OG0000478	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY	LOC117897275|XP_034661895.1|DSUB
OG0000479	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY	LOC117897656|XP_034662529.1|DSUB
OG0000480	LOC120768928|XP_039951642.1|BTRY	LOC117902655|XP_034670074.1|DSUB, LOC117901273|XP_034667858.1|DSUB
OG0000482	LOC120766731|XP_039948318.1|BTRY	LOC117897961|XP_034662955.1|DSUB
OG0000483	LOC120766986|XP_039948724.1|BTRY	LOC117898902|XP_034664475.1|DSUB, LOC117898827|XP_034664384.1|DSUB
OG0000484	LOC120766420|XP_039947886.1|BTRY	LOC117899551|XP_034665530.1|DSUB
OG0000484	LOC120766487|XP_039948012.1|BTRY	LOC117899553|XP_034665533.1|DSUB
OG0000485	LOC120777647|XP_039965033.1|BTRY	LOC117894680|XP_034657748.1|DSUB
OG0000486	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY	LOC117892738|XP_034655054.1|DSUB, LOC117892735|XP_034655051.1|DSUB
OG0000487	LOC120771254|XP_039955105.1|BTRY	LOC117891591|XP_034653009.1|DSUB
OG0000487	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY	LOC117891587|XP_034653006.1|DSUB
OG0000489	LOC120766213|XP_039947516.1|BTRY	LOC117898560|XP_034663936.1|DSUB
OG0000489	LOC120769711|XP_039952787.1|BTRY	LOC117895090|XP_034658381.1|DSUB
OG0000490	LOC120775304|XP_039961372.1|BTRY	LOC117891490|XP_034652865.1|DSUB
OG0000490	LOC120776015|XP_039962394.1|BTRY	LOC117902712|XP_034670170.1|DSUB
OG0000491	LOC120772631|XP_039957287.1|BTRY	LOC117896801|XP_034661191.1|DSUB, LOC117892529|XP_034654724.1|DSUB
OG0000492	LOC120772323|XP_039956787.1|BTRY	LOC117890647|XP_034651491.1|DSUB
OG0000492	LOC120774473|XP_039960063.1|BTRY	LOC117900605|XP_034666910.1|DSUB
OG0000493	LOC120768974|XP_039951710.1|BTRY	LOC117901003|XP_034667491.1|DSUB, LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB
OG0000494	LOC120769283|XP_039952138.1|BTRY	LOC117900094|XP_034666204.1|DSUB
OG0000495	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY	LOC117903118|XP_034670836.1|DSUB
OG0000495	LOC120770492|XP_039953943.1|BTRY	LOC117891892|XP_034653586.1|DSUB
OG0000496	LOC120768068|XP_039950524.1|BTRY	LOC117902144|XP_034669171.1|DSUB
OG0000497	LOC120768950|XP_039951670.1|BTRY	LOC117901651|XP_034668379.1|DSUB
OG0000497	LOC120769545|XP_039952523.1|BTRY	LOC117900798|XP_034667171.1|DSUB
OG0000498	LOC120782315|XP_039970465.1|BTRY	LOC117897195|XP_034661787.1|DSUB
OG0000498	LOC120768227|XP_039950745.1|BTRY	LOC117896772|XP_034661140.1|DSUB
OG0000499	LOC120774341|XP_039959837.1|BTRY	LOC117891668|XP_034653124.1|DSUB
OG0000499	LOC120766275|XP_039947611.1|BTRY	LOC117890917|XP_034651940.1|DSUB
OG0000500	LOC120778821|XP_039966760.1|BTRY	LOC117893546|XP_034656088.1|DSUB
OG0000500	LOC120778259|XP_039965970.1|BTRY	LOC117894008|XP_034656723.1|DSUB
OG0000501	LOC120771118|XP_039954902.1|BTRY	LOC117890542|XP_034651358.1|DSUB, LOC117890546|XP_034651361.1|DSUB, LOC117890543|XP_034651359.1|DSUB, LOC117890545|XP_034651360.1|DSUB, LOC117900315|XP_034666535.1|DSUB
OG0000504	LOC120776440|XP_039963029.1|BTRY, LOC120776441|XP_039963032.1|BTRY, LOC120778621|XP_039966438.1|BTRY, LOC120776645|XP_039963412.1|BTRY, LOC120777904|XP_039965419.1|BTRY	LOC117893972|XP_034656667.1|DSUB
OG0000505	LOC120775324|XP_039961397.1|BTRY	LOC117903152|XP_034670879.1|DSUB
OG0000505	LOC120774415|XP_039959976.1|BTRY	LOC117889658|XP_034650004.1|DSUB
OG0000506	LOC120782649|XP_039970957.1|BTRY	LOC117899197|XP_034664960.1|DSUB
OG0000507	LOC120773974|XP_039959153.1|BTRY	LOC117896041|XP_034659944.1|DSUB
OG0000507	LOC120773975|XP_039959154.1|BTRY	LOC117896052|XP_034659955.1|DSUB
OG0000508	LOC120776949|XP_039963970.1|BTRY	LOC117893534|XP_034656068.1|DSUB, LOC117892909|XP_034655111.1|DSUB
OG0000509	LOC120772985|XP_039957831.1|BTRY	LOC117890430|XP_034651149.1|DSUB
OG0000509	LOC120772083|XP_039956414.1|BTRY	LOC117889863|XP_034650259.1|DSUB
OG0000510	LOC120772271|XP_039956709.1|BTRY	LOC117891076|XP_034652145.1|DSUB
OG0000511	LOC120769370|XP_039952267.1|BTRY	LOC117902586|XP_034669975.1|DSUB
OG0000511	LOC120769224|XP_039952054.1|BTRY	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB
OG0000512	LOC120768852|XP_039951539.1|BTRY	LOC117900462|XP_034666729.1|DSUB
OG0000512	LOC120767602|XP_039949686.1|BTRY	LOC117893136|XP_034655479.1|DSUB
OG0000513	LOC120769179|XP_039951999.1|BTRY	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB
OG0000513	LOC120768966|XP_039951693.1|BTRY	LOC117901236|XP_034667800.1|DSUB
OG0000514	LOC120769684|XP_039952740.1|BTRY	LOC117901647|XP_034668374.1|DSUB
OG0000514	LOC120769689|XP_039952749.1|BTRY	LOC117901777|XP_034668569.1|DSUB
OG0000515	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY	LOC117902939|XP_034670437.1|DSUB
OG0000515	LOC120782348|XP_039970514.1|BTRY	LOC117893317|XP_034655795.1|DSUB
OG0000516	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY	LOC117892036|XP_034653855.1|DSUB, LOC117903599|XP_034671735.1|DSUB
OG0000517	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY	LOC117895832|XP_034659661.1|DSUB, LOC117895833|XP_034659662.1|DSUB
OG0000518	LOC120770868|XP_039954424.1|BTRY	LOC117895712|XP_034659455.1|DSUB, LOC117894374|XP_034657269.1|DSUB, LOC117893980|XP_034656683.1|DSUB, LOC117902800|XP_034670311.1|DSUB, LOC117901227|XP_034667790.1|DSUB
OG0000521	LOC120774095|XP_039959365.1|BTRY	LOC117901461|XP_034668110.1|DSUB
OG0000521	LOC120775638|XP_039961825.1|BTRY	LOC117891135|XP_034652237.1|DSUB, LOC117895966|XP_034659816.1|DSUB
OG0000522	LOC120774539|XP_039960199.1|BTRY	LOC117900417|XP_034666670.1|DSUB, LOC117898073|XP_034663139.1|DSUB, LOC117900274|XP_034666479.1|DSUB
OG0000523	LOC120780298|XP_039968523.1|BTRY	LOC117898619|XP_034664065.1|DSUB
OG0000523	LOC120774979|XP_039960814.1|BTRY	LOC117903474|XP_034671421.1|DSUB
OG0000524	LOC120769532|XP_039952508.1|BTRY	LOC117897512|XP_034662317.1|DSUB, LOC117896215|XP_034660239.1|DSUB
OG0000525	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY	LOC117892695|XP_034654996.1|DSUB, LOC117892694|XP_034654995.1|DSUB
OG0000526	LOC120780162|XP_039968375.1|BTRY	LOC117900268|XP_034666470.1|DSUB, LOC117890421|XP_034651132.1|DSUB
OG0000527	LOC120767406|XP_039949378.1|BTRY	LOC117902251|XP_034669398.1|DSUB
OG0000528	LOC120767683|XP_039949807.1|BTRY	LOC117901834|XP_034668658.1|DSUB
OG0000529	LOC120767635|XP_039949736.1|BTRY	LOC117900579|XP_034666879.1|DSUB
OG0000530	LOC120776537|XP_039963209.1|BTRY	LOC117894368|XP_034657261.1|DSUB
OG0000530	LOC120778816|XP_039966756.1|BTRY	LOC117894369|XP_034657262.1|DSUB
OG0000531	LOC120767638|XP_039949739.1|BTRY	LOC117901747|XP_034668525.1|DSUB, LOC117900344|XP_034666577.1|DSUB
OG0000532	LOC120766923|XP_039948602.1|BTRY	LOC117897062|XP_034661549.1|DSUB, LOC117896984|XP_034661430.1|DSUB
OG0000533	LOC120775711|XP_039961956.1|BTRY	LOC117895116|XP_034658417.1|DSUB
OG0000533	LOC120776600|XP_039963320.1|BTRY	LOC117897097|XP_034661632.1|DSUB
OG0000534	LOC120774093|XP_039959362.1|BTRY	LOC117892867|XP_034655085.1|DSUB, LOC117900750|XP_034667121.1|DSUB
OG0000535	LOC120771683|XP_039955748.1|BTRY	LOC117892068|XP_034653947.1|DSUB, LOC117891133|XP_034652232.1|DSUB
OG0000536	LOC120778760|XP_039966672.1|BTRY	LOC117894247|XP_034657078.1|DSUB
OG0000537	LOC120772240|XP_039956668.1|BTRY	LOC117892217|XP_034654208.1|DSUB
OG0000538	LOC120771082|XP_039954840.1|BTRY	LOC117890197|XP_034650793.1|DSUB
OG0000538	LOC120769984|XP_039952994.1|BTRY	LOC117892301|XP_034654337.1|DSUB
OG0000539	LOC120782873|XP_039971349.1|BTRY	LOC117896547|XP_034660823.1|DSUB
OG0000539	LOC120766319|XP_039947675.1|BTRY	LOC117896548|XP_034660824.1|DSUB
OG0000540	LOC120769539|XP_039952518.1|BTRY, LOC120768273|XP_039950807.1|BTRY	LOC117902488|XP_034669801.1|DSUB, LOC117902489|XP_034669802.1|DSUB
OG0000542	LOC120770999|XP_039954690.1|BTRY	LOC117899231|XP_034664995.1|DSUB
OG0000542	LOC120768572|XP_039951254.1|BTRY	LOC117902930|XP_034670418.1|DSUB
OG0000543	LOC120775741|XP_039962000.1|BTRY	LOC117896705|XP_034661053.1|DSUB
OG0000543	LOC120781210|XP_039969264.1|BTRY	LOC117891488|XP_034652860.1|DSUB
OG0000544	LOC120778784|XP_039966705.1|BTRY	LOC117893971|XP_034656666.1|DSUB
OG0000544	LOC120782819|XP_039971267.1|BTRY	LOC117899717|XP_034665827.1|DSUB
OG0000545	LOC120779132|XP_039967273.1|BTRY	LOC117899274|XP_034665066.1|DSUB
OG0000545	LOC120777855|XP_039965332.1|BTRY	LOC117897659|XP_034662534.1|DSUB
OG0000546	LOC120774190|XP_039959553.1|BTRY	LOC117896587|XP_034660900.1|DSUB, LOC117889967|XP_034650424.1|DSUB
OG0000547	LOC120775742|XP_039962001.1|BTRY	LOC117903139|XP_034670868.1|DSUB
OG0000548	LOC120778152|XP_039965809.1|BTRY	LOC117893644|XP_034656221.1|DSUB, LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC120770506|XP_039953967.1|BTRY	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC120777862|XP_039965345.1|BTRY	LOC117895115|XP_034658412.1|DSUB
OG0000550	LOC120777763|XP_039965201.1|BTRY	LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC120770108|XP_039953211.1|BTRY, LOC120770115|XP_039953222.1|BTRY	LOC117890453|XP_034651181.1|DSUB
OG0000552	LOC120766712|XP_039948292.1|BTRY	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC120768198|XP_039950704.1|BTRY, LOC120768197|XP_039950702.1|BTRY, LOC120769626|XP_039952665.1|BTRY	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC120775942|XP_039962289.1|BTRY	LOC117899047|XP_034664698.1|DSUB, LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC120777453|XP_039964706.1|BTRY	LOC117895286|XP_034658716.1|DSUB, LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC120766962|XP_039948685.1|BTRY	LOC117901224|XP_034667789.1|DSUB, LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC120766756|XP_039948364.1|BTRY	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC120782350|XP_039970516.1|BTRY	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY	LOC117896412|XP_034660619.1|DSUB, LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC120782203|XP_039970326.1|BTRY	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC120771404|XP_039955313.1|BTRY	LOC117889988|XP_034650462.1|DSUB, LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC120778148|XP_039965805.1|BTRY	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC120778579|XP_039966376.1|BTRY	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC120776985|XP_039964018.1|BTRY	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC120776671|XP_039963479.1|BTRY	LOC117895180|XP_034658534.1|DSUB
OG0000564	LOC120778345|XP_039966069.1|BTRY	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC120777865|XP_039965351.1|BTRY	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC120780611|XP_039968803.1|BTRY	LOC117899129|XP_034664813.1|DSUB
OG0000566	LOC120778897|XP_039966879.1|BTRY	LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC120775696|XP_039961941.1|BTRY	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC120774482|XP_039960077.1|BTRY	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC120782259|XP_039970358.1|BTRY	LOC117898826|XP_034664387.1|DSUB, LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC120782617|XP_039970920.1|BTRY	LOC117896961|XP_034661397.1|DSUB
OG0000569	LOC120780914|XP_039969079.1|BTRY	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC120782352|XP_039970518.1|BTRY	LOC117899079|XP_034664739.1|DSUB
OG0000570	LOC120781684|XP_039969839.1|BTRY	LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC120776321|XP_039962789.1|BTRY	LOC117897446|XP_034662179.1|DSUB
OG0000571	LOC120782759|XP_039971147.1|BTRY	LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC120766363|XP_039947727.1|BTRY	LOC117896508|XP_034660751.1|DSUB
OG0000572	LOC120766624|XP_039948170.1|BTRY	LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY	LOC117893063|XP_034655358.1|DSUB, LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC120776636|XP_039963388.1|BTRY	LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC120777122|XP_039964199.1|BTRY	LOC117894302|XP_034657158.1|DSUB
OG0000575	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY	LOC117895190|XP_034658559.1|DSUB
OG0000577	LOC120769242|XP_039952076.1|BTRY	LOC117902259|XP_034669408.1|DSUB, LOC117902660|XP_034670079.1|DSUB
OG0000578	LOC120768542|XP_039951215.1|BTRY	LOC117900003|XP_034666068.1|DSUB
OG0000578	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY	LOC117890379|XP_034651068.1|DSUB
OG0000579	LOC120771467|XP_039955413.1|BTRY	LOC117896769|XP_034661137.1|DSUB
OG0000579	LOC120778504|XP_039966267.1|BTRY	LOC117895766|XP_034659531.1|DSUB
OG0000580	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY	LOC117899778|XP_034665941.1|DSUB, LOC117899779|XP_034665942.1|DSUB
OG0000581	LOC120766216|XP_039947533.1|BTRY	LOC117897689|XP_034662599.1|DSUB
OG0000581	LOC120774791|XP_039960506.1|BTRY	LOC117892987|XP_034655268.1|DSUB
OG0000582	LOC120772613|XP_039957261.1|BTRY	LOC117893420|XP_034655926.1|DSUB
OG0000582	LOC120770442|XP_039953845.1|BTRY	LOC117892553|XP_034654754.1|DSUB
OG0000583	LOC120772305|XP_039956751.1|BTRY	LOC117891598|XP_034653020.1|DSUB
OG0000584	LOC120773787|XP_039958812.1|BTRY	LOC117900576|XP_034666877.1|DSUB, LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB
OG0000589	LOC120775967|XP_039962317.1|BTRY	LOC117894262|XP_034657111.1|DSUB
OG0000590	LOC120774336|XP_039959829.1|BTRY	LOC117899643|XP_034665710.1|DSUB
OG0000592	LOC120772914|XP_039957748.1|BTRY	LOC117890975|XP_034652004.1|DSUB, LOC117891576|XP_034652991.1|DSUB
OG0000593	LOC120774484|XP_039960081.1|BTRY	LOC117896778|XP_034661145.1|DSUB, LOC117903075|XP_034670764.1|DSUB
OG0000594	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY	LOC117896295|XP_034660407.1|DSUB, LOC117898096|XP_034663166.1|DSUB
OG0000595	LOC120778985|XP_039967021.1|BTRY	LOC117899688|XP_034665772.1|DSUB
OG0000595	LOC120773103|XP_039958013.1|BTRY	LOC117896796|XP_034661183.1|DSUB
OG0000596	LOC120775092|XP_039961027.1|BTRY	LOC117903345|XP_034671185.1|DSUB
OG0000596	LOC120778360|XP_039966084.1|BTRY	LOC117899582|XP_034665589.1|DSUB
