Orthogroup	BTRY.longest_only	DALB.longest_only
OG0001170	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY	LOC117573424|XP_034112526.1|DALB
OG0001171	LOC120778304|XP_039966026.1|BTRY	LOC117572136|XP_034110662.1|DALB
OG0001172	LOC120773117|XP_039958046.1|BTRY	LOC117570134|XP_034107490.1|DALB
OG0001174	LOC120777713|XP_039965125.1|BTRY	LOC117567918|XP_034104088.1|DALB
OG0001175	LOC120772062|XP_039956384.1|BTRY	LOC117572648|XP_034111518.1|DALB
OG0001176	LOC120772104|XP_039956448.1|BTRY	LOC117568626|XP_034105308.1|DALB
OG0001178	LOC120771797|XP_039955933.1|BTRY	LOC117568384|XP_034104886.1|DALB
OG0001179	LOC120771152|XP_039954957.1|BTRY	LOC117568304|XP_034104738.1|DALB
OG0001180	LOC120779513|XP_039967776.1|BTRY	LOC117573171|XP_034112034.1|DALB
OG0001181	LOC120778258|XP_039965962.1|BTRY	LOC117569941|XP_034107190.1|DALB
OG0001182	LOC120777935|XP_039965467.1|BTRY	LOC117574277|XP_034113917.1|DALB
OG0001183	LOC120766464|XP_039947935.1|BTRY	LOC117568713|XP_034105419.1|DALB
OG0001183	LOC120766440|XP_039947887.1|BTRY	LOC117573502|XP_034112620.1|DALB
OG0001184	LOC120766701|XP_039948283.1|BTRY	LOC117575213|XP_034115228.1|DALB
OG0001185	LOC120767450|XP_039949474.1|BTRY	LOC117573534|XP_034112676.1|DALB
OG0001186	LOC120782820|XP_039971268.1|BTRY	LOC117569076|XP_034105981.1|DALB, LOC117571955|XP_034110344.1|DALB
OG0001187	LOC120772434|XP_039956981.1|BTRY	LOC117567136|XP_034102838.1|DALB
OG0001188	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY	LOC117568935|XP_034105751.1|DALB
OG0001189	LOC120771475|XP_039955439.1|BTRY	LOC117568052|XP_034104289.1|DALB
OG0001190	LOC120773997|XP_039959203.1|BTRY	LOC117568825|XP_034105594.1|DALB
OG0001191	LOC120772908|XP_039957729.1|BTRY	LOC117565705|XP_034100837.1|DALB
OG0001194	LOC120774215|XP_039959603.1|BTRY	LOC117577568|XP_034118302.1|DALB
OG0001195	LOC120772607|XP_039957256.1|BTRY	LOC117570897|XP_034108691.1|DALB
OG0001200	LOC120780272|XP_039968470.1|BTRY	LOC117572172|XP_034110712.1|DALB
OG0001201	LOC120772524|XP_039957125.1|BTRY	LOC117574341|XP_034114052.1|DALB
OG0001202	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY	LOC117572403|XP_034111078.1|DALB
OG0001203	LOC120779582|XP_039967859.1|BTRY	LOC117573226|XP_034112164.1|DALB
OG0001204	LOC120767875|XP_039950134.1|BTRY	LOC117565835|XP_034101036.1|DALB
OG0001205	LOC120782324|XP_039970483.1|BTRY	LOC117576681|XP_034117568.1|DALB
OG0001206	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY	LOC117567475|XP_034103397.1|DALB, LOC117564954|XP_034099800.1|DALB, LOC117576986|XP_034118063.1|DALB
OG0001207	LOC120773763|XP_039958772.1|BTRY	LOC117566189|XP_034101597.1|DALB, LOC117576517|XP_034117221.1|DALB
OG0001208	LOC120774799|XP_039960525.1|BTRY	LOC117578077|XP_034119115.1|DALB
OG0001209	LOC120782456|XP_039970680.1|BTRY	LOC117574614|XP_034114392.1|DALB
OG0001210	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY	LOC117577709|XP_034118504.1|DALB
OG0001212	LOC120775868|XP_039962172.1|BTRY	LOC117577925|XP_034118818.1|DALB
OG0001213	LOC120782473|XP_039970701.1|BTRY	LOC117575912|XP_034116256.1|DALB
OG0001214	LOC120782118|XP_039970198.1|BTRY	LOC117573465|XP_034112581.1|DALB
OG0001217	LOC120769334|XP_039952224.1|BTRY	LOC117564634|XP_034099387.1|DALB, LOC117563791|XP_034098212.1|DALB
OG0001218	LOC120767571|XP_039949642.1|BTRY	LOC117573425|XP_034112527.1|DALB, LOC117573426|XP_034112528.1|DALB
OG0001221	LOC120770838|XP_039954366.1|BTRY	LOC117569679|XP_034106818.1|DALB
OG0001222	LOC120766652|XP_039948216.1|BTRY	LOC117574147|XP_034113715.1|DALB
OG0001223	LOC120781215|XP_039969272.1|BTRY	LOC117567117|XP_034102811.1|DALB
OG0001224	LOC120772443|XP_039956998.1|BTRY	LOC117567927|XP_034104104.1|DALB
OG0001225	LOC120771642|XP_039955685.1|BTRY	LOC117568940|XP_034105764.1|DALB
OG0001226	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY	LOC117567826|XP_034103960.1|DALB
OG0001228	LOC120773685|XP_039958650.1|BTRY	LOC117578304|XP_034119649.1|DALB
OG0001229	LOC120771702|XP_039955771.1|BTRY	LOC117569028|XP_034105910.1|DALB
OG0001230	LOC120770558|XP_039954070.1|BTRY	LOC117568309|XP_034104750.1|DALB
OG0001231	LOC120767999|XP_039950355.1|BTRY	LOC117565681|XP_034100805.1|DALB
OG0001232	LOC120769577|XP_039952568.1|BTRY	LOC117564729|XP_034099506.1|DALB, LOC117564728|XP_034099505.1|DALB, LOC117564727|XP_034099504.1|DALB, LOC117564726|XP_034099501.1|DALB
OG0001233	LOC120769398|XP_039952303.1|BTRY	LOC117566236|XP_034101675.1|DALB
OG0001234	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY	LOC117571987|XP_034110386.1|DALB
OG0001235	LOC120768910|XP_039951611.1|BTRY	LOC117566219|XP_034101654.1|DALB
OG0001236	LOC120777491|XP_039964766.1|BTRY	LOC117571273|XP_034109226.1|DALB
OG0001237	LOC120767044|XP_039948831.1|BTRY	LOC117573844|XP_034113203.1|DALB
OG0001238	LOC120780232|XP_039968416.1|BTRY	LOC117575761|XP_034116014.1|DALB
OG0001240	LOC120778072|XP_039965700.1|BTRY	LOC117574154|XP_034113726.1|DALB
OG0001241	LOC120780978|XP_039969140.1|BTRY	LOC117566698|XP_034102135.1|DALB, LOC117577389|XP_034118187.1|DALB
OG0001242	LOC120774951|XP_039960766.1|BTRY	LOC117577559|XP_034118288.1|DALB
OG0001243	LOC120776941|XP_039963954.1|BTRY	LOC117572050|XP_034110515.1|DALB
OG0001245	LOC120766544|XP_039948055.1|BTRY	LOC117575317|XP_034115364.1|DALB
OG0001247	LOC120772950|XP_039957786.1|BTRY	LOC117569183|XP_034106142.1|DALB
OG0001248	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY	LOC117570002|XP_034107289.1|DALB
OG0001249	LOC120775586|XP_039961756.1|BTRY	LOC117564616|XP_034099366.1|DALB
OG0001253	LOC120768091|XP_039950563.1|BTRY	LOC117568452|XP_034105017.1|DALB
OG0001254	LOC120770106|XP_039953209.1|BTRY	LOC117566567|XP_034101999.1|DALB, LOC117570650|XP_034108312.1|DALB
OG0001255	LOC120773004|XP_039957856.1|BTRY	LOC117570245|XP_034107641.1|DALB
OG0001256	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY	LOC117567722|XP_034103775.1|DALB
OG0001257	LOC120779452|XP_039967641.1|BTRY	LOC117573250|XP_034112207.1|DALB
OG0001258	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY	LOC117575112|XP_034115102.1|DALB
OG0001259	LOC120773990|XP_039959187.1|BTRY	LOC117574289|XP_034113944.1|DALB
OG0001260	LOC120782879|XP_039971359.1|BTRY	LOC117575472|XP_034115580.1|DALB
OG0001261	LOC120773416|XP_039958221.1|BTRY	LOC117575972|XP_034116345.1|DALB
OG0001262	LOC120778991|XP_039967026.1|BTRY	LOC117567012|XP_034102588.1|DALB
OG0001263	LOC120782688|XP_039971017.1|BTRY	LOC117573702|XP_034112961.1|DALB
OG0001264	LOC120768357|XP_039950949.1|BTRY	LOC117566011|XP_034101323.1|DALB
OG0001265	LOC120776185|XP_039962739.1|BTRY	LOC117570830|XP_034108626.1|DALB
OG0001266	LOC120771373|XP_039955268.1|BTRY	LOC117571973|XP_034110366.1|DALB
OG0001267	LOC120782261|XP_039970360.1|BTRY	LOC117575549|XP_034115697.1|DALB
OG0001269	LOC120773072|XP_039957949.1|BTRY	LOC117567450|XP_034103354.1|DALB
OG0001270	LOC120766929|XP_039948610.1|BTRY	LOC117576926|XP_034117960.1|DALB
OG0001271	LOC120781206|XP_039969258.1|BTRY	LOC117568208|XP_034104569.1|DALB
OG0001272	LOC120776794|XP_039963714.1|BTRY	LOC117568281|XP_034104684.1|DALB
OG0001273	LOC120782214|XP_039970307.1|BTRY	LOC117575075|XP_034115060.1|DALB
OG0001274	LOC120778522|XP_039966291.1|BTRY	LOC117570742|XP_034108455.1|DALB
OG0001275	LOC120774025|XP_039959251.1|BTRY	LOC117568362|XP_034104857.1|DALB
OG0001276	LOC120776829|XP_039963784.1|BTRY	LOC117568691|XP_034105392.1|DALB
OG0001277	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY	LOC117569960|XP_034107224.1|DALB
OG0001279	LOC120778595|XP_039966400.1|BTRY	LOC117571559|XP_034109655.1|DALB
OG0001280	LOC120779201|XP_039967405.1|BTRY	LOC117569756|XP_034106939.1|DALB
OG0001281	LOC120777403|XP_039964636.1|BTRY	LOC117572414|XP_034111087.1|DALB
OG0001283	LOC120771416|XP_039955331.1|BTRY	LOC117572416|XP_034111092.1|DALB
OG0001284	LOC120769538|XP_039952517.1|BTRY	LOC117565517|XP_034100543.1|DALB
OG0001285	LOC120778823|XP_039966764.1|BTRY	LOC117568913|XP_034105710.1|DALB
OG0001286	LOC120769155|XP_039951972.1|BTRY	LOC117565165|XP_034100041.1|DALB
OG0001287	LOC120771188|XP_039955020.1|BTRY	LOC117575981|XP_034116356.1|DALB
OG0001288	LOC120767599|XP_039949681.1|BTRY	LOC117565108|XP_034099957.1|DALB
OG0001289	LOC120767734|XP_039949876.1|BTRY	LOC117565064|XP_034099902.1|DALB, LOC117565646|XP_034100751.1|DALB
OG0001290	LOC120767370|XP_039949276.1|BTRY	LOC117563755|XP_034098128.1|DALB
OG0001291	LOC120770972|XP_039954641.1|BTRY	LOC117567201|XP_034102920.1|DALB
OG0001292	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY	LOC117572410|XP_034111083.1|DALB
OG0001293	LOC120775935|XP_039962275.1|BTRY	LOC117572786|XP_034111780.1|DALB
OG0001294	LOC120777983|XP_039965560.1|BTRY	LOC117566517|XP_034101949.1|DALB, LOC117571308|XP_034109273.1|DALB, LOC117571045|XP_034108903.1|DALB, LOC117573737|XP_034113006.1|DALB
OG0001295	LOC120774030|XP_039959262.1|BTRY	LOC117573071|XP_034111837.1|DALB
OG0001296	LOC120771396|XP_039955299.1|BTRY	LOC117567348|XP_034103166.1|DALB
OG0001297	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY	LOC117575570|XP_034115723.1|DALB
OG0001298	LOC120781508|XP_039969666.1|BTRY	LOC117574210|XP_034113805.1|DALB
OG0001299	LOC120778481|XP_039966231.1|BTRY	LOC117566409|XP_034101821.1|DALB
OG0001300	LOC120774833|XP_039960584.1|BTRY	LOC117574085|XP_034113611.1|DALB
OG0001301	LOC120771300|XP_039955168.1|BTRY	LOC117564501|XP_034099208.1|DALB
OG0001302	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY	LOC117570091|XP_034107428.1|DALB
OG0001303	LOC120780491|XP_039968699.1|BTRY	LOC117575045|XP_034115019.1|DALB
OG0001304	LOC120770548|XP_039954046.1|BTRY	LOC117567267|XP_034103017.1|DALB
OG0001305	LOC120770058|XP_039953116.1|BTRY	LOC117570656|XP_034108331.1|DALB, LOC117576927|XP_034117961.1|DALB, LOC117575784|XP_034116046.1|DALB
OG0001306	LOC120766204|XP_039947505.1|BTRY	LOC117574783|XP_034114629.1|DALB
OG0001307	LOC120776453|XP_039963044.1|BTRY	LOC117572723|XP_034111679.1|DALB
OG0001308	LOC120775577|XP_039961745.1|BTRY	LOC117569475|XP_034106537.1|DALB
OG0001309	LOC120766342|XP_039947700.1|BTRY	LOC117576337|XP_034116902.1|DALB
OG0001310	LOC120775440|XP_039961559.1|BTRY	LOC117576444|XP_034117102.1|DALB
OG0001311	LOC120773803|XP_039958846.1|BTRY	LOC117578065|XP_034119095.1|DALB
OG0001312	LOC120776907|XP_039963912.1|BTRY	LOC117572630|XP_034111480.1|DALB
OG0001313	LOC120770353|XP_039953690.1|BTRY	LOC117569218|XP_034106185.1|DALB
OG0001314	LOC120767878|XP_039950138.1|BTRY	LOC117565839|XP_034101042.1|DALB
OG0001315	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY	LOC117563882|XP_034098334.1|DALB, LOC117575188|XP_034115195.1|DALB
OG0001316	LOC120772662|XP_039957329.1|BTRY	LOC117571855|XP_034110141.1|DALB
OG0001317	LOC120768146|XP_039950640.1|BTRY	LOC117564432|XP_034099059.1|DALB, LOC117564434|XP_034099062.1|DALB
OG0001318	LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY	LOC117570572|XP_034108205.1|DALB
OG0001319	LOC120768591|XP_039951286.1|BTRY	LOC117564620|XP_034099367.1|DALB
OG0001320	LOC120772672|XP_039957341.1|BTRY	LOC117566767|XP_034102200.1|DALB, LOC117570821|XP_034108574.1|DALB
OG0001321	LOC120771223|XP_039955067.1|BTRY, LOC120771222|XP_039955063.1|BTRY, LOC120771220|XP_039955061.1|BTRY, LOC120771221|XP_039955062.1|BTRY, LOC120771224|XP_039955070.1|BTRY, LOC120772642|XP_039957300.1|BTRY	LOC117570404|XP_034107919.1|DALB
OG0001326	LOC120782292|XP_039970429.1|BTRY	LOC117573495|XP_034112613.1|DALB
OG0001328	LOC120775284|XP_039961330.1|BTRY	LOC117577566|XP_034118294.1|DALB
OG0001329	LOC120773835|XP_039958891.1|BTRY	LOC117576432|XP_034117075.1|DALB
OG0001330	LOC120773909|XP_039959027.1|BTRY	LOC117564280|XP_034099277.1|DALB
OG0001331	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY	LOC117569384|XP_034106409.1|DALB
OG0001332	LOC120774956|XP_039960775.1|BTRY	LOC117569321|XP_034106342.1|DALB
OG0001333	LOC120775756|XP_039962023.1|BTRY	LOC117577099|XP_034118093.1|DALB
OG0001334	LOC120778828|XP_039966775.1|BTRY	LOC117574234|XP_034113835.1|DALB
OG0001335	LOC120773615|XP_039958551.1|BTRY	LOC117575035|XP_034115005.1|DALB
OG0001336	LOC120780069|XP_039968278.1|BTRY, LOC120779658|XP_039967949.1|BTRY, LOC120768543|XP_039951216.1|BTRY, LOC120781346|XP_039969485.1|BTRY, LOC120768117|XP_039950600.1|BTRY, LOC120781711|XP_039969879.1|BTRY	LOC117572551|XP_034111314.1|DALB
OG0001337	LOC120773491|XP_039958367.1|BTRY	LOC117578201|XP_034119421.1|DALB
OG0001338	LOC120771890|XP_039956093.1|BTRY	LOC117569979|XP_034107247.1|DALB
OG0001339	LOC120773010|XP_039957866.1|BTRY	LOC117571897|XP_034110256.1|DALB
OG0001340	LOC120775019|XP_039960904.1|BTRY	LOC117567430|XP_034103319.1|DALB
OG0001341	LOC120767765|XP_039949941.1|BTRY	LOC117575550|XP_034115702.1|DALB
OG0001342	LOC120770477|XP_039953919.1|BTRY	LOC117573586|XP_034112768.1|DALB
OG0001343	LOC120766899|XP_039948583.1|BTRY, LOC120766632|XP_039948183.1|BTRY	LOC117573444|XP_034112556.1|DALB
OG0001344	LOC120782334|XP_039970496.1|BTRY	LOC117573437|XP_034112547.1|DALB
OG0001345	LOC120773695|XP_039958702.1|BTRY	LOC117573917|XP_034113321.1|DALB
OG0001346	LOC120776965|XP_039963995.1|BTRY	LOC117573938|XP_034113355.1|DALB
OG0001347	LOC120773736|XP_039958726.1|BTRY	LOC117578117|XP_034119193.1|DALB
OG0001348	LOC120770887|XP_039954463.1|BTRY	LOC117578246|XP_034119556.1|DALB
OG0001349	LOC120776506|XP_039963135.1|BTRY	LOC117570051|XP_034107370.1|DALB, LOC117571506|XP_034109566.1|DALB
OG0001350	LOC120775177|XP_039961165.1|BTRY	LOC117568355|XP_034104847.1|DALB, LOC117568352|XP_034104841.1|DALB, LOC117568351|XP_034104839.1|DALB
OG0001351	LOC120772342|XP_039956839.1|BTRY	LOC117569929|XP_034107180.1|DALB
OG0001352	LOC120770427|XP_039953812.1|BTRY	LOC117568256|XP_034104629.1|DALB
OG0001353	LOC120775085|XP_039961016.1|BTRY	LOC117572807|XP_034111804.1|DALB
OG0001354	LOC120771766|XP_039955884.1|BTRY	LOC117567795|XP_034103909.1|DALB
OG0001355	LOC120781279|XP_039969408.1|BTRY	LOC117567116|XP_034102810.1|DALB
OG0001356	LOC120766990|XP_039948727.1|BTRY	LOC117575623|XP_034115790.1|DALB
OG0001357	LOC120777973|XP_039965545.1|BTRY	LOC117571169|XP_034109090.1|DALB
OG0001358	LOC120778952|XP_039966955.1|BTRY	LOC117570910|XP_034108711.1|DALB, LOC117568486|XP_034105064.1|DALB
OG0001359	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY	LOC117565039|XP_034099878.1|DALB
OG0001360	LOC120770113|XP_039953218.1|BTRY	LOC117568862|XP_034105640.1|DALB
OG0001361	LOC120778468|XP_039966214.1|BTRY	LOC117567241|XP_034102979.1|DALB
OG0001362	LOC120779122|XP_039967249.1|BTRY	LOC117567238|XP_034102964.1|DALB
OG0001363	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY	LOC117574942|XP_034114882.1|DALB
OG0001364	LOC120771627|XP_039955651.1|BTRY	LOC117567621|XP_034103604.1|DALB
OG0001365	LOC120777538|XP_039964860.1|BTRY	LOC117572073|XP_034110551.1|DALB
OG0001366	LOC120777216|XP_039964327.1|BTRY	LOC117566876|XP_034102376.1|DALB
OG0001367	LOC120771166|XP_039954983.1|BTRY	LOC117568932|XP_034105743.1|DALB
OG0001368	LOC120773398|XP_039958182.1|BTRY	LOC117566811|XP_034102250.1|DALB
OG0001369	LOC120773753|XP_039958753.1|BTRY	LOC117577649|XP_034118425.1|DALB
OG0001370	LOC120770535|XP_039954023.1|BTRY	LOC117569818|XP_034107030.1|DALB
OG0001371	LOC120769369|XP_039952266.1|BTRY	LOC117565129|XP_034099985.1|DALB
OG0001372	LOC120770332|XP_039953661.1|BTRY	LOC117571211|XP_034109148.1|DALB
OG0001373	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY	LOC117564504|XP_034099212.1|DALB
OG0001374	LOC120772264|XP_039956701.1|BTRY	LOC117570254|XP_034107658.1|DALB
OG0001375	LOC120782337|XP_039970502.1|BTRY	LOC117575073|XP_034115055.1|DALB
OG0001376	LOC120770065|XP_039953119.1|BTRY	LOC117572781|XP_034111768.1|DALB
OG0001378	LOC120769683|XP_039952738.1|BTRY	LOC117565030|XP_034099868.1|DALB, LOC117565313|XP_034100240.1|DALB
OG0001379	LOC120768916|XP_039951622.1|BTRY	LOC117565235|XP_034100133.1|DALB
OG0001380	LOC120771617|XP_039955641.1|BTRY	LOC117571067|XP_034108927.1|DALB
OG0001381	LOC120772383|XP_039956907.1|BTRY	LOC117566945|XP_034102468.1|DALB
OG0001382	LOC120768562|XP_039951243.1|BTRY	LOC117577268|XP_034118144.1|DALB, LOC117566716|XP_034102152.1|DALB, LOC117565103|XP_034099952.1|DALB
OG0001383	LOC120772239|XP_039956667.1|BTRY	LOC117570330|XP_034107769.1|DALB
OG0001384	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY	LOC117566033|XP_034101370.1|DALB
OG0001386	LOC120767372|XP_039949284.1|BTRY	LOC117564335|XP_034098932.1|DALB
OG0001387	LOC120769696|XP_039952757.1|BTRY	LOC117564013|XP_034098503.1|DALB
OG0001388	LOC120769817|XP_039952959.1|BTRY	LOC117564849|XP_034099675.1|DALB
OG0001389	LOC120782244|XP_039970345.1|BTRY	LOC117573791|XP_034113089.1|DALB
OG0001390	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY	LOC117564791|XP_034099600.1|DALB
OG0001391	LOC120768082|XP_039950545.1|BTRY	LOC117565682|XP_034100806.1|DALB
OG0001392	LOC120774728|XP_039960413.1|BTRY	LOC117578023|XP_034119013.1|DALB
OG0001393	LOC120774011|XP_039959224.1|BTRY	LOC117576139|XP_034116599.1|DALB
OG0001394	LOC120779731|XP_039968036.1|BTRY	LOC117573215|XP_034112121.1|DALB
OG0001395	LOC120771413|XP_039955330.1|BTRY	LOC117576142|XP_034116598.1|DALB
OG0001396	LOC120774065|XP_039959304.1|BTRY	LOC117570481|XP_034108057.1|DALB, LOC117578267|XP_034119579.1|DALB
OG0001397	LOC120782431|XP_039970648.1|BTRY	LOC117575580|XP_034115737.1|DALB
OG0001398	LOC120773981|XP_039959171.1|BTRY	LOC117578216|XP_034119479.1|DALB
OG0001399	LOC120772680|XP_039957352.1|BTRY	LOC117567369|XP_034103202.1|DALB
OG0001400	LOC120766299|XP_039947637.1|BTRY	LOC117575733|XP_034115969.1|DALB
OG0001401	LOC120778432|XP_039966148.1|BTRY	LOC117568707|XP_034105412.1|DALB
OG0001402	LOC120777918|XP_039965436.1|BTRY	LOC117571806|XP_034110067.1|DALB
OG0001403	LOC120777950|XP_039965495.1|BTRY	LOC117569395|XP_034106422.1|DALB
OG0001404	LOC120780098|XP_039968315.1|BTRY	LOC117568164|XP_034104485.1|DALB
OG0001405	LOC120772539|XP_039957154.1|BTRY	LOC117571173|XP_034109092.1|DALB
OG0001406	LOC120776087|XP_039962499.1|BTRY	LOC117574610|XP_034114389.1|DALB
OG0001407	LOC120778664|XP_039966523.1|BTRY	LOC117572098|XP_034110596.1|DALB
OG0001408	LOC120771189|XP_039955019.1|BTRY	LOC117571374|XP_034109380.1|DALB
OG0001411	LOC120771347|XP_039955232.1|BTRY	LOC117575151|XP_034115145.1|DALB, LOC117574447|XP_034114176.1|DALB, LOC117575262|XP_034115289.1|DALB, LOC117574448|XP_034114177.1|DALB, LOC117574843|XP_034114730.1|DALB, LOC117575293|XP_034115331.1|DALB, LOC117574446|XP_034114175.1|DALB, LOC117575026|XP_034114996.1|DALB, LOC117576912|XP_034117942.1|DALB, LOC117575145|XP_034115142.1|DALB
OG0001412	LOC120769326|XP_039952214.1|BTRY	LOC117575047|XP_034115021.1|DALB
OG0001413	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY	LOC117568456|XP_034105023.1|DALB
OG0001414	LOC120770585|XP_039954101.1|BTRY	LOC117566479|XP_034101902.1|DALB
OG0001415	LOC120770770|XP_039954286.1|BTRY	LOC117566782|XP_034102216.1|DALB
OG0001416	LOC120772487|XP_039957067.1|BTRY	LOC117565921|XP_034101182.1|DALB
OG0001417	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY	LOC117567954|XP_034104149.1|DALB, LOC117566674|XP_034102115.1|DALB
OG0001418	LOC120778054|XP_039965668.1|BTRY	LOC117569807|XP_034107012.1|DALB
OG0001419	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY	LOC117564763|XP_034099552.1|DALB
OG0001429	LOC120782830|XP_039971283.1|BTRY	LOC117575675|XP_034115854.1|DALB
OG0001430	LOC120766978|XP_039948707.1|BTRY	LOC117575859|XP_034116169.1|DALB
OG0001431	LOC120774499|XP_039960103.1|BTRY	LOC117569330|XP_034106354.1|DALB
OG0001432	LOC120774090|XP_039959357.1|BTRY	LOC117570359|XP_034107822.1|DALB
OG0001434	LOC120773915|XP_039959044.1|BTRY	LOC117565423|XP_034100401.1|DALB
OG0001435	LOC120772309|XP_039956756.1|BTRY	LOC117572107|XP_034110617.1|DALB
OG0001436	LOC120775484|XP_039961622.1|BTRY	LOC117568711|XP_034105420.1|DALB
OG0001437	LOC120766433|XP_039947871.1|BTRY	LOC117576707|XP_034117613.1|DALB, LOC117563458|XP_034097702.1|DALB
OG0001438	LOC120782733|XP_039971099.1|BTRY	LOC117573392|XP_034112483.1|DALB
OG0001440	LOC120773373|XP_039958135.1|BTRY	LOC117577621|XP_034118366.1|DALB
OG0001441	LOC120774491|XP_039960096.1|BTRY	LOC117577855|XP_034118694.1|DALB
OG0001442	LOC120775633|XP_039961821.1|BTRY	LOC117565043|XP_034099881.1|DALB, LOC117576163|XP_034116633.1|DALB
OG0001443	LOC120766472|XP_039947944.1|BTRY	LOC117573360|XP_034112379.1|DALB
OG0001444	LOC120766241|XP_039947557.1|BTRY	LOC117576733|XP_034117650.1|DALB
OG0001445	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY	LOC117574322|XP_034114024.1|DALB, LOC117575699|XP_034115902.1|DALB
OG0001446	LOC120771368|XP_039955265.1|BTRY	LOC117576974|XP_034118042.1|DALB
OG0001447	LOC120782492|XP_039970730.1|BTRY	LOC117575421|XP_034115497.1|DALB
OG0001448	LOC120775555|XP_039961718.1|BTRY	LOC117573496|XP_034112615.1|DALB
OG0001449	LOC120777333|XP_039964509.1|BTRY	LOC117571782|XP_034110030.1|DALB, LOC117571249|XP_034109193.1|DALB
OG0001450	LOC120766855|XP_039948516.1|BTRY	LOC117574433|XP_034114162.1|DALB, LOC117564631|XP_034099380.1|DALB
OG0001451	LOC120771731|XP_039955824.1|BTRY	LOC117569725|XP_034106887.1|DALB
OG0001452	LOC120771041|XP_039954770.1|BTRY	LOC117566376|XP_034101763.1|DALB
OG0001453	LOC120777772|XP_039965220.1|BTRY	LOC117570774|XP_034108502.1|DALB, LOC117568706|XP_034105411.1|DALB
OG0001454	LOC120780351|XP_039968577.1|BTRY	LOC117574547|XP_034114309.1|DALB
OG0001455	LOC120776551|XP_039963234.1|BTRY	LOC117572363|XP_034111018.1|DALB
