Orthogroup	BTRY.longest_only	DFIC.longest_only
OG0002294	LOC120771017|XP_039954726.1|BTRY	LOC108097731|XP_017055721.1|DFIC
OG0002295	LOC120768116|XP_039950598.1|BTRY	LOC108089970|XP_017043994.1|DFIC, LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC
OG0002296	LOC120781622|XP_039969789.1|BTRY	LOC108100924|XP_017060581.1|DFIC
OG0002297	LOC120769798|XP_039952923.1|BTRY	LOC108098831|XP_017057475.1|DFIC
OG0002298	LOC120771231|XP_039955077.1|BTRY	LOC108090973|XP_017045417.1|DFIC
OG0002299	LOC120774431|XP_039960003.1|BTRY	LOC108086737|XP_017039257.1|DFIC
OG0002300	LOC120768260|XP_039950788.1|BTRY	LOC108093451|XP_017049014.1|DFIC
OG0002301	LOC120768854|XP_039951544.1|BTRY	LOC108095790|XP_017052542.1|DFIC
OG0002302	LOC120768013|XP_039950383.1|BTRY	LOC108094373|XP_017050407.1|DFIC
OG0002303	LOC120775941|XP_039962285.1|BTRY	LOC108095301|XP_017051848.1|DFIC
OG0002304	LOC120768600|XP_039951296.1|BTRY	LOC108095515|XP_017052117.1|DFIC, LOC108101750|XP_017061701.1|DFIC
OG0002305	LOC120777269|XP_039964407.1|BTRY	LOC108100610|XP_017060088.1|DFIC
OG0002306	LOC120781484|XP_039969636.1|BTRY	LOC108101002|XP_017060657.1|DFIC
OG0002307	LOC120767389|XP_039949335.1|BTRY	LOC108094156|XP_017050085.1|DFIC
OG0002308	LOC120781412|XP_039969558.1|BTRY	LOC108097814|XP_017055822.1|DFIC, LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC
OG0002309	LOC120768145|XP_039950638.1|BTRY	LOC108089991|XP_017043982.1|DFIC
OG0002310	LOC120769727|XP_039952808.1|BTRY	LOC108089934|XP_017043910.1|DFIC
OG0002311	LOC120769706|XP_039952774.1|BTRY	LOC108092641|XP_017047768.1|DFIC
OG0002312	LOC120769816|XP_039952957.1|BTRY	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC
OG0002313	LOC120771621|XP_039955645.1|BTRY	LOC108086743|XP_017039268.1|DFIC
OG0002314	LOC120772175|XP_039956556.1|BTRY	LOC108090276|XP_017044375.1|DFIC
OG0002315	LOC120772590|XP_039957232.1|BTRY	LOC108087756|XP_017040774.1|DFIC
OG0002316	LOC120771015|XP_039954724.1|BTRY	LOC108100005|XP_017059196.1|DFIC
OG0002317	LOC120778631|XP_039966460.1|BTRY	LOC108087466|XP_017040324.1|DFIC
OG0002318	LOC120768376|XP_039950976.1|BTRY	LOC108096066|XP_017052915.1|DFIC
OG0002319	LOC120769267|XP_039952107.1|BTRY	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC
OG0002320	LOC120772300|XP_039956743.1|BTRY	LOC108095166|XP_017051613.1|DFIC
OG0002321	LOC120769152|XP_039951965.1|BTRY	LOC108086766|XP_017039300.1|DFIC
OG0002322	LOC120769349|XP_039952246.1|BTRY	LOC108093380|XP_017048888.1|DFIC
OG0002323	LOC120767299|XP_039949119.1|BTRY	LOC108089911|XP_017043880.1|DFIC
OG0002324	LOC120778954|XP_039966959.1|BTRY	LOC108088897|XP_017042386.1|DFIC
OG0002325	LOC120777126|XP_039964204.1|BTRY	LOC108099894|XP_017059039.1|DFIC
OG0002326	LOC120777602|XP_039964974.1|BTRY	LOC108099946|XP_017059111.1|DFIC
OG0002327	LOC120777338|XP_039964517.1|BTRY	LOC108087201|XP_017039949.1|DFIC
OG0002328	LOC120769220|XP_039952050.1|BTRY	LOC108101856|XP_017061868.1|DFIC, LOC108098365|XP_017056702.1|DFIC
OG0002329	LOC120769131|XP_039951932.1|BTRY	LOC108101332|XP_017061130.1|DFIC
OG0002330	LOC120768641|XP_039951345.1|BTRY	LOC108101309|XP_017061100.1|DFIC
OG0002331	LOC120774109|XP_039959402.1|BTRY	LOC108087588|XP_017040509.1|DFIC
OG0002332	LOC120780112|XP_039968329.1|BTRY	LOC108099204|XP_017058068.1|DFIC
OG0002333	LOC120771097|XP_039954864.1|BTRY	LOC108090862|XP_017045237.1|DFIC
OG0002334	LOC120769117|XP_039951911.1|BTRY	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC
OG0002335	LOC120772571|XP_039957196.1|BTRY	LOC108090351|XP_017044461.1|DFIC
OG0002336	LOC120777770|XP_039965217.1|BTRY	LOC108088276|XP_017041484.1|DFIC
OG0002337	LOC120772471|XP_039957043.1|BTRY	LOC108090748|XP_017045064.1|DFIC
OG0002338	LOC120768639|XP_039951339.1|BTRY	LOC108093519|XP_017049104.1|DFIC
OG0002339	LOC120768163|XP_039950658.1|BTRY	LOC108092440|XP_017047510.1|DFIC
OG0002340	LOC120767919|XP_039950212.1|BTRY	LOC108093491|XP_017049070.1|DFIC
OG0002341	LOC120770028|XP_039953073.1|BTRY	LOC108094055|XP_017049982.1|DFIC
OG0002342	LOC120768577|XP_039951263.1|BTRY	LOC108089895|XP_017043855.1|DFIC
OG0002343	LOC120767462|XP_039949479.1|BTRY	LOC108089881|XP_017043832.1|DFIC
OG0002344	LOC120767687|XP_039949812.1|BTRY	LOC108100548|XP_017060009.1|DFIC, LOC108101718|XP_017061646.1|DFIC
OG0002345	LOC120771052|XP_039954789.1|BTRY	LOC108101500|XP_017061349.1|DFIC
OG0002346	LOC120768222|XP_039950733.1|BTRY	LOC108088211|XP_017041401.1|DFIC
OG0002347	LOC120771155|XP_039954965.1|BTRY	LOC108087722|XP_017040732.1|DFIC
OG0002348	LOC120769723|XP_039952799.1|BTRY	LOC108092697|XP_017047897.1|DFIC
OG0002349	LOC120772314|XP_039956765.1|BTRY	LOC108101507|XP_017061356.1|DFIC
OG0002350	LOC120771050|XP_039954787.1|BTRY	LOC108101499|XP_017061348.1|DFIC
OG0002351	LOC120772212|XP_039956626.1|BTRY	LOC108086765|XP_017039298.1|DFIC
OG0002352	LOC120772550|XP_039957168.1|BTRY	LOC108096869|XP_017054285.1|DFIC
OG0002353	LOC120768963|XP_039951691.1|BTRY	LOC108101396|XP_017061206.1|DFIC
OG0002354	LOC120767827|XP_039950049.1|BTRY	LOC108098748|XP_017057372.1|DFIC
OG0002355	LOC120768404|XP_039951013.1|BTRY	LOC108099167|XP_017058009.1|DFIC
OG0002356	LOC120769561|XP_039952547.1|BTRY	LOC108098251|XP_017056532.1|DFIC
OG0002357	LOC120771208|XP_039955048.1|BTRY	LOC108092112|XP_017047099.1|DFIC
OG0002358	LOC120778549|XP_039966336.1|BTRY	LOC108089254|XP_017042909.1|DFIC
OG0002359	LOC120773616|XP_039958549.1|BTRY	LOC108091356|XP_017045997.1|DFIC
OG0002360	LOC120781380|XP_039969520.1|BTRY	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC
OG0002361	LOC120779084|XP_039967168.1|BTRY	LOC108100376|XP_017059713.1|DFIC
OG0002362	LOC120767544|XP_039949584.1|BTRY	LOC108100879|XP_017060465.1|DFIC
OG0002363	LOC120769728|XP_039952809.1|BTRY	LOC108093503|XP_017049085.1|DFIC
OG0002364	LOC120781486|XP_039969642.1|BTRY	LOC108093343|XP_017048839.1|DFIC
OG0002365	LOC120781450|XP_039969599.1|BTRY	LOC108099149|XP_017058025.1|DFIC, LOC108093476|XP_017049054.1|DFIC
OG0002366	LOC120768482|XP_039951130.1|BTRY	LOC108089924|XP_017043895.1|DFIC
OG0002367	LOC120768394|XP_039951000.1|BTRY	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC
OG0002368	LOC120769200|XP_039952029.1|BTRY	LOC108098213|XP_017056475.1|DFIC
OG0002369	LOC120767924|XP_039950217.1|BTRY	LOC108097673|XP_017055618.1|DFIC
OG0002370	LOC120768100|XP_039950577.1|BTRY	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC
OG0002371	LOC120767929|XP_039950224.1|BTRY	LOC108098340|XP_017056671.1|DFIC
OG0002372	LOC120767678|XP_039949787.1|BTRY	LOC108091491|XP_017046203.1|DFIC
OG0002373	LOC120767790|XP_039949987.1|BTRY	LOC108098283|XP_017056576.1|DFIC
OG0002374	LOC120777442|XP_039964728.1|BTRY, LOC120777360|XP_039964606.1|BTRY, LOC120777206|XP_039964354.1|BTRY, LOC120774062|XP_039959305.1|BTRY	LOC108096001|XP_017052836.1|DFIC
OG0002375	LOC120782127|XP_039970202.1|BTRY	LOC108098560|XP_017057055.1|DFIC
OG0002376	LOC120767809|XP_039950021.1|BTRY	LOC108088152|XP_017041305.1|DFIC
OG0002377	LOC120766959|XP_039948683.1|BTRY	LOC108090123|XP_017044143.1|DFIC
OG0002378	LOC120778503|XP_039966266.1|BTRY	LOC108095432|XP_017052030.1|DFIC
OG0002379	LOC120767333|XP_039949210.1|BTRY	LOC108098222|XP_017056492.1|DFIC
OG0002380	LOC120774049|XP_039959285.1|BTRY	LOC108097273|XP_017054959.1|DFIC
OG0002381	LOC120772596|XP_039957243.1|BTRY, LOC120772619|XP_039957268.1|BTRY	LOC108094063|XP_017049992.1|DFIC
OG0002382	LOC120774097|XP_039959379.1|BTRY	LOC108094412|XP_017050472.1|DFIC
OG0002383	LOC120778327|XP_039966057.1|BTRY, LOC120777564|XP_039964894.1|BTRY	LOC108100625|XP_017060113.1|DFIC
OG0002384	LOC120775472|XP_039961602.1|BTRY	LOC108097121|XP_017054703.1|DFIC
OG0002385	LOC120779902|XP_039968184.1|BTRY	LOC108095025|XP_017051380.1|DFIC
OG0002387	LOC120782202|XP_039970284.1|BTRY	LOC108091616|XP_017046391.1|DFIC
OG0002388	LOC120775028|XP_039960923.1|BTRY	LOC108097084|XP_017054622.1|DFIC
OG0002389	LOC120766629|XP_039948179.1|BTRY	LOC108100556|XP_017060021.1|DFIC, LOC108091684|XP_017046495.1|DFIC
OG0002390	LOC120779581|XP_039967858.1|BTRY	LOC108100110|XP_017059347.1|DFIC
OG0002391	LOC120771582|XP_039955588.1|BTRY	LOC108093616|XP_017049241.1|DFIC
OG0002392	LOC120776705|XP_039963535.1|BTRY	LOC108096453|XP_017053546.1|DFIC
OG0002393	LOC120777764|XP_039965202.1|BTRY	LOC108089554|XP_017043386.1|DFIC
OG0002394	LOC120775635|XP_039961827.1|BTRY	LOC108095748|XP_017052420.1|DFIC
OG0002395	LOC120782288|XP_039970426.1|BTRY	LOC108092123|XP_017047112.1|DFIC
OG0002396	LOC120770500|XP_039953958.1|BTRY	LOC108101835|XP_017061838.1|DFIC
OG0002397	LOC120772045|XP_039956352.1|BTRY	LOC108100618|XP_017060104.1|DFIC
OG0002398	LOC120775389|XP_039961483.1|BTRY	LOC108088671|XP_017042093.1|DFIC
OG0002399	LOC120772107|XP_039956452.1|BTRY	LOC108095069|XP_017051484.1|DFIC
OG0002400	LOC120771689|XP_039955756.1|BTRY	LOC108094051|XP_017049975.1|DFIC
OG0002401	LOC120779601|XP_039967880.1|BTRY	LOC108098393|XP_017056750.1|DFIC
OG0002402	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY	LOC108097693|XP_017055656.1|DFIC
OG0002403	LOC120777028|XP_039964077.1|BTRY	LOC108098023|XP_017056176.1|DFIC
OG0002404	LOC120772978|XP_039957828.1|BTRY	LOC108101989|XP_017062073.1|DFIC
OG0002405	LOC120782476|XP_039970704.1|BTRY	LOC108090213|XP_017044295.1|DFIC
OG0002406	LOC120777421|XP_039964656.1|BTRY	LOC108089467|XP_017043207.1|DFIC
OG0002408	LOC120766956|XP_039948679.1|BTRY	LOC108090173|XP_017044238.1|DFIC
OG0002409	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY	LOC108086900|XP_017039457.1|DFIC
OG0002410	LOC120782394|XP_039970571.1|BTRY	LOC108101099|XP_017060798.1|DFIC
OG0002411	LOC120772673|XP_039957348.1|BTRY	LOC108099525|XP_017058582.1|DFIC
OG0002412	LOC120780948|XP_039969112.1|BTRY	LOC108091130|XP_017045648.1|DFIC
OG0002413	LOC120774104|XP_039959394.1|BTRY	LOC108097340|XP_017055064.1|DFIC
OG0002414	LOC120777597|XP_039964967.1|BTRY	LOC108100354|XP_017059677.1|DFIC
OG0002415	LOC120773409|XP_039958220.1|BTRY	LOC108087988|XP_017041081.1|DFIC
OG0002416	LOC120779494|XP_039967713.1|BTRY	LOC108095064|XP_017051474.1|DFIC
OG0002417	LOC120769366|XP_039952261.1|BTRY	LOC108091482|XP_017046191.1|DFIC
OG0002418	LOC120780296|XP_039968522.1|BTRY	LOC108086364|XP_017038755.1|DFIC
OG0002419	LOC120775375|XP_039961471.1|BTRY	LOC108091345|XP_017045982.1|DFIC
OG0002420	LOC120777824|XP_039965294.1|BTRY	LOC108099130|XP_017057955.1|DFIC
OG0002421	LOC120766324|XP_039947682.1|BTRY	LOC108091897|XP_017046770.1|DFIC
OG0002422	LOC120782707|XP_039971057.1|BTRY	LOC108098524|XP_017056991.1|DFIC
OG0002423	LOC120776760|XP_039963655.1|BTRY	LOC108099912|XP_017059062.1|DFIC
OG0002424	LOC120776735|XP_039963597.1|BTRY	LOC108102181|XP_017062376.1|DFIC
OG0002425	LOC120774039|XP_039959273.1|BTRY	LOC108094636|XP_017050816.1|DFIC
OG0002426	LOC120777657|XP_039965044.1|BTRY	LOC108100325|XP_017059621.1|DFIC
OG0002427	LOC120779682|XP_039967974.1|BTRY	LOC108098420|XP_017056802.1|DFIC
OG0002428	LOC120775449|XP_039961568.1|BTRY	LOC108097469|XP_017055229.1|DFIC
OG0002429	LOC120779062|XP_039967129.1|BTRY	LOC108099125|XP_017057951.1|DFIC
OG0002430	LOC120771257|XP_039955108.1|BTRY	LOC108093978|XP_017049874.1|DFIC
OG0002431	LOC120770134|XP_039953251.1|BTRY	LOC108094923|XP_017051270.1|DFIC
OG0002432	LOC120775497|XP_039961638.1|BTRY	LOC108086504|XP_017038919.1|DFIC
OG0002433	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY	LOC108087927|XP_017041003.1|DFIC
OG0002434	LOC120782031|XP_039970121.1|BTRY	LOC108098800|XP_017057430.1|DFIC
OG0002435	LOC120773655|XP_039958601.1|BTRY	LOC108095538|XP_017052153.1|DFIC
OG0002436	LOC120771066|XP_039954806.1|BTRY	LOC108096816|XP_017054197.1|DFIC
OG0002437	LOC120770736|XP_039954258.1|BTRY	LOC108094853|XP_017051149.1|DFIC
OG0002438	LOC120772843|XP_039957589.1|BTRY	LOC108097127|XP_017054712.1|DFIC
OG0002439	LOC120769154|XP_039951970.1|BTRY	LOC108098164|XP_017056389.1|DFIC
OG0002440	LOC120777611|XP_039964994.1|BTRY	LOC108099884|XP_017059027.1|DFIC
OG0002441	LOC120781985|XP_039970089.1|BTRY	LOC108090797|XP_017045134.1|DFIC
OG0002442	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY	LOC108094012|XP_017049928.1|DFIC
OG0002443	LOC120770424|XP_039953807.1|BTRY	LOC108096725|XP_017054057.1|DFIC
OG0002444	LOC120771392|XP_039955292.1|BTRY	LOC108090818|XP_017045165.1|DFIC
OG0002445	LOC120771921|XP_039956145.1|BTRY	LOC108094756|XP_017051002.1|DFIC
OG0002446	LOC120771129|XP_039954919.1|BTRY	LOC108086710|XP_017039204.1|DFIC
OG0002447	LOC120777891|XP_039965388.1|BTRY	LOC108089506|XP_017043310.1|DFIC
OG0002448	LOC120768487|XP_039951137.1|BTRY	LOC108096900|XP_017054335.1|DFIC
OG0002449	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY	LOC108093759|XP_017049517.1|DFIC
OG0002450	LOC120777182|XP_039964280.1|BTRY	LOC108098845|XP_017057496.1|DFIC
OG0002451	LOC120770096|XP_039953188.1|BTRY	LOC108090390|XP_017044528.1|DFIC
OG0002452	LOC120771019|XP_039954728.1|BTRY	LOC108096972|XP_017054439.1|DFIC
OG0002453	LOC120771706|XP_039955774.1|BTRY	LOC108096884|XP_017054314.1|DFIC
OG0002454	LOC120777671|XP_039965064.1|BTRY	LOC108099952|XP_017059121.1|DFIC
OG0002455	LOC120777669|XP_039965061.1|BTRY	LOC108099942|XP_017059109.1|DFIC
OG0002456	LOC120772805|XP_039957521.1|BTRY	LOC108096875|XP_017054297.1|DFIC
OG0002457	LOC120781234|XP_039969306.1|BTRY	LOC108093622|XP_017049248.1|DFIC
OG0002458	LOC120779032|XP_039967088.1|BTRY	LOC108093432|XP_017048981.1|DFIC
OG0002459	LOC120770448|XP_039953858.1|BTRY	LOC108094847|XP_017051138.1|DFIC
OG0002460	LOC120771644|XP_039955689.1|BTRY	LOC108090981|XP_017045425.1|DFIC
OG0002461	LOC120772043|XP_039956349.1|BTRY	LOC108093708|XP_017049394.1|DFIC
OG0002462	LOC120772889|XP_039957674.1|BTRY	LOC108095189|XP_017051671.1|DFIC
OG0002463	LOC120771625|XP_039955649.1|BTRY	LOC108090739|XP_017045051.1|DFIC
OG0002464	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY	LOC108093969|XP_017049864.1|DFIC
OG0002465	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY	LOC108096274|XP_017053266.1|DFIC
OG0002466	LOC120772969|XP_039957810.1|BTRY	LOC108095043|XP_017051426.1|DFIC
OG0002467	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY	LOC108099977|XP_017059158.1|DFIC
OG0002468	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY	LOC108095463|XP_017052067.1|DFIC
OG0002469	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY	LOC108098572|XP_017057093.1|DFIC
OG0002470	LOC120770392|XP_039953756.1|BTRY	LOC108090357|XP_017044471.1|DFIC
OG0002471	LOC120772957|XP_039957795.1|BTRY	LOC108090942|XP_017045367.1|DFIC
OG0002472	LOC120772377|XP_039956895.1|BTRY	LOC108086741|XP_017039263.1|DFIC
OG0002473	LOC120772947|XP_039957784.1|BTRY	LOC108094047|XP_017049970.1|DFIC
OG0002474	LOC120779129|XP_039967267.1|BTRY	LOC108096286|XP_017053241.1|DFIC
OG0002475	LOC120782329|XP_039970489.1|BTRY	LOC108099609|XP_017058720.1|DFIC
OG0002476	LOC120772437|XP_039956988.1|BTRY	LOC108096824|XP_017054216.1|DFIC
OG0002477	LOC120772891|XP_039957695.1|BTRY	LOC108094930|XP_017051278.1|DFIC
OG0002478	LOC120771501|XP_039955488.1|BTRY	LOC108095206|XP_017051702.1|DFIC
OG0002479	LOC120772626|XP_039957276.1|BTRY	LOC108093813|XP_017049617.1|DFIC
OG0002480	LOC120771008|XP_039954707.1|BTRY	LOC108101714|XP_017061643.1|DFIC
OG0002481	LOC120775556|XP_039961716.1|BTRY	LOC108097337|XP_017055060.1|DFIC
OG0002482	LOC120772446|XP_039957000.1|BTRY	LOC108094804|XP_017051064.1|DFIC
OG0002483	LOC120772494|XP_039957075.1|BTRY	LOC108090933|XP_017045358.1|DFIC
OG0002484	LOC120772191|XP_039956591.1|BTRY	LOC108093990|XP_017049891.1|DFIC
OG0002485	LOC120771032|XP_039954749.1|BTRY	LOC108090404|XP_017044543.1|DFIC
OG0002486	LOC120776531|XP_039963198.1|BTRY	LOC108100443|XP_017059855.1|DFIC
OG0002487	LOC120769616|XP_039952650.1|BTRY	LOC108100593|XP_017060066.1|DFIC
OG0002488	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY	LOC108090938|XP_017045363.1|DFIC
OG0002489	LOC120776802|XP_039963730.1|BTRY	LOC108088295|XP_017041513.1|DFIC
OG0002490	LOC120772999|XP_039957845.1|BTRY	LOC108094931|XP_017051279.1|DFIC
OG0002491	LOC120776601|XP_039963319.1|BTRY	LOC108088864|XP_017042332.1|DFIC
OG0002492	LOC120772808|XP_039957532.1|BTRY	LOC108093770|XP_017049528.1|DFIC
OG0002493	LOC120774414|XP_039959974.1|BTRY	LOC108090260|XP_017044357.1|DFIC
OG0002494	LOC120782638|XP_039970940.1|BTRY	LOC108098792|XP_017057420.1|DFIC
OG0002495	LOC120771466|XP_039955411.1|BTRY	LOC108101923|XP_017061989.1|DFIC
OG0002496	LOC120779431|XP_039967601.1|BTRY	LOC108095687|XP_017052347.1|DFIC
OG0002497	LOC120778318|XP_039966047.1|BTRY	LOC108089311|XP_017042977.1|DFIC, LOC108089326|XP_017042992.1|DFIC
OG0002498	LOC120777732|XP_039965156.1|BTRY	LOC108093266|XP_017048733.1|DFIC
OG0002499	LOC120777009|XP_039964044.1|BTRY	LOC108100072|XP_017059301.1|DFIC
OG0002500	LOC120766723|XP_039948304.1|BTRY	LOC108088432|XP_017041689.1|DFIC
OG0002501	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY	LOC108089787|XP_017043671.1|DFIC
OG0002502	LOC120770066|XP_039953120.1|BTRY	LOC108086415|XP_017038805.1|DFIC, LOC108086416|XP_017038806.1|DFIC
OG0002503	LOC120777850|XP_039965319.1|BTRY	LOC108086326|XP_017038716.1|DFIC
OG0002504	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY	LOC108089281|XP_017042949.1|DFIC, LOC108095400|XP_017051972.1|DFIC
OG0002508	LOC120776174|XP_039962721.1|BTRY	LOC108088629|XP_017042034.1|DFIC
OG0002509	LOC120774089|XP_039959356.1|BTRY	LOC108101581|XP_017061482.1|DFIC
OG0002510	LOC120775817|XP_039962105.1|BTRY	LOC108101433|XP_017061250.1|DFIC
OG0002511	LOC120766976|XP_039948702.1|BTRY	LOC108091630|XP_017046418.1|DFIC
OG0002512	LOC120779451|XP_039967636.1|BTRY	LOC108095063|XP_017051470.1|DFIC
OG0002513	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY	LOC108098937|XP_017057633.1|DFIC
OG0002514	LOC120774386|XP_039959930.1|BTRY	LOC108100614|XP_017060093.1|DFIC
OG0002516	LOC120766939|XP_039948623.1|BTRY	LOC108095659|XP_017052313.1|DFIC
OG0002517	LOC120775195|XP_039961184.1|BTRY	LOC108097557|XP_017055414.1|DFIC
OG0002518	LOC120766202|XP_039947500.1|BTRY	LOC108087060|XP_017039725.1|DFIC
OG0002519	LOC120771419|XP_039955335.1|BTRY	LOC108095186|XP_017051663.1|DFIC
OG0002520	LOC120774525|XP_039960168.1|BTRY	LOC108092925|XP_017048276.1|DFIC
OG0002521	LOC120775279|XP_039961311.1|BTRY	LOC108088711|XP_017042144.1|DFIC
OG0002522	LOC120766689|XP_039948269.1|BTRY	LOC108087326|XP_017040146.1|DFIC
OG0002523	LOC120779779|XP_039968090.1|BTRY	LOC108086841|XP_017039379.1|DFIC
OG0002524	LOC120774070|XP_039959315.1|BTRY	LOC108097264|XP_017054947.1|DFIC
OG0002525	LOC120777853|XP_039965329.1|BTRY	LOC108088980|XP_017042512.1|DFIC
OG0002526	LOC120780785|XP_039968972.1|BTRY	LOC108097122|XP_017054708.1|DFIC
OG0002528	LOC120776176|XP_039962723.1|BTRY	LOC108097222|XP_017054860.1|DFIC
OG0002529	LOC120775011|XP_039960890.1|BTRY	LOC108097611|XP_017055512.1|DFIC
OG0002530	LOC120770598|XP_039954134.1|BTRY	LOC108092732|XP_017047950.1|DFIC
OG0002531	LOC120781428|XP_039969583.1|BTRY	LOC108093434|XP_017048983.1|DFIC
OG0002533	LOC120774798|XP_039960524.1|BTRY	LOC108100928|XP_017060557.1|DFIC
OG0002534	LOC120772082|XP_039956413.1|BTRY	LOC108086428|XP_017038824.1|DFIC
OG0002535	LOC120779003|XP_039967041.1|BTRY	LOC108088280|XP_017041491.1|DFIC
OG0002536	LOC120766844|XP_039948493.1|BTRY	LOC108088463|XP_017041737.1|DFIC
OG0002537	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY	LOC108090737|XP_017045048.1|DFIC
OG0002539	LOC120771997|XP_039956288.1|BTRY	LOC108090842|XP_017045201.1|DFIC
OG0002540	LOC120775436|XP_039961556.1|BTRY	LOC108097479|XP_017055261.1|DFIC
OG0002541	LOC120782582|XP_039970863.1|BTRY	LOC108098091|XP_017056286.1|DFIC
OG0002542	LOC120775248|XP_039961262.1|BTRY	LOC108097721|XP_017055705.1|DFIC
OG0002543	LOC120775563|XP_039961722.1|BTRY	LOC108095557|XP_017052181.1|DFIC
OG0002544	LOC120782783|XP_039971185.1|BTRY	LOC108099510|XP_017058562.1|DFIC
OG0002545	LOC120775569|XP_039961731.1|BTRY	LOC108097254|XP_017054927.1|DFIC
OG0002547	LOC120774963|XP_039960785.1|BTRY	LOC108097325|XP_017055037.1|DFIC
OG0002548	LOC120774506|XP_039960120.1|BTRY	LOC108097621|XP_017055521.1|DFIC
OG0002549	LOC120774204|XP_039959581.1|BTRY	LOC108098055|XP_017056228.1|DFIC
OG0002550	LOC120773756|XP_039958758.1|BTRY	LOC108097622|XP_017055524.1|DFIC
OG0002551	LOC120782701|XP_039971035.1|BTRY	LOC108098683|XP_017057281.1|DFIC
OG0002552	LOC120778824|XP_039966767.1|BTRY	LOC108089788|XP_017043673.1|DFIC
OG0002553	LOC120782163|XP_039970228.1|BTRY	LOC108100935|XP_017060566.1|DFIC
OG0002554	LOC120774761|XP_039960454.1|BTRY	LOC108097351|XP_017055075.1|DFIC
OG0002555	LOC120774754|XP_039960447.1|BTRY	LOC108097329|XP_017055042.1|DFIC
OG0002556	LOC120767779|XP_039949958.1|BTRY	LOC108098209|XP_017056443.1|DFIC
OG0002557	LOC120774276|XP_039959700.1|BTRY	LOC108095626|XP_017052283.1|DFIC
OG0002558	LOC120770004|XP_039953032.1|BTRY	LOC108087149|XP_017039852.1|DFIC
OG0002560	LOC120782401|XP_039970581.1|BTRY	LOC108093358|XP_017048861.1|DFIC
OG0002561	LOC120778473|XP_039966224.1|BTRY	LOC108087958|XP_017041036.1|DFIC
OG0002562	LOC120775682|XP_039961915.1|BTRY	LOC108091117|XP_017045632.1|DFIC
OG0002563	LOC120775787|XP_039962058.1|BTRY	LOC108097985|XP_017056100.1|DFIC
OG0002564	LOC120766905|XP_039948589.1|BTRY	LOC108099313|XP_017058196.1|DFIC
OG0002565	LOC120777614|XP_039965000.1|BTRY	LOC108099554|XP_017058626.1|DFIC
OG0002566	LOC120766603|XP_039948145.1|BTRY	LOC108087267|XP_017040063.1|DFIC
OG0002567	LOC120773937|XP_039959082.1|BTRY	LOC108092926|XP_017048278.1|DFIC
OG0002568	LOC120774976|XP_039960806.1|BTRY	LOC108099681|XP_017058809.1|DFIC
OG0002569	LOC120768414|XP_039951032.1|BTRY	LOC108100402|XP_017059774.1|DFIC
OG0002570	LOC120781432|XP_039969590.1|BTRY	LOC108087164|XP_017039886.1|DFIC
OG0002571	LOC120766966|XP_039948690.1|BTRY	LOC108087168|XP_017039898.1|DFIC
OG0002573	LOC120768694|XP_039951403.1|BTRY	LOC108087174|XP_017039907.1|DFIC
OG0002574	LOC120766393|XP_039947769.1|BTRY	LOC108087352|XP_017040181.1|DFIC
OG0002575	LOC120782433|XP_039970651.1|BTRY	LOC108102248|XP_017062486.1|DFIC
