Orthogroup	BTRY.longest_only	AAEG.longest_only
OG0002419	LOC120775375|XP_039961471.1|BTRY	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG
OG0002420	LOC120777824|XP_039965294.1|BTRY	LOC5575813|XP_021705457.1|AAEG
OG0002421	LOC120766324|XP_039947682.1|BTRY	LOC5563968|XP_001648274.2|AAEG
OG0002422	LOC120782707|XP_039971057.1|BTRY	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG
OG0002423	LOC120776760|XP_039963655.1|BTRY	LOC5568659|XP_021704951.1|AAEG
OG0002424	LOC120776735|XP_039963597.1|BTRY	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG
OG0002425	LOC120774039|XP_039959273.1|BTRY	LOC5567157|XP_001651586.1|AAEG
OG0002426	LOC120777657|XP_039965044.1|BTRY	LOC5577356|XP_021705993.1|AAEG
OG0002427	LOC120779682|XP_039967974.1|BTRY	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG
OG0002428	LOC120775449|XP_039961568.1|BTRY	LOC5574165|XP_021709047.1|AAEG
OG0002429	LOC120779062|XP_039967129.1|BTRY	LOC5578296|XP_021706738.1|AAEG
OG0002430	LOC120771257|XP_039955108.1|BTRY	LOC5564781|XP_001649136.1|AAEG
OG0002431	LOC120770134|XP_039953251.1|BTRY	LOC5577034|XP_001663129.1|AAEG
OG0002432	LOC120775497|XP_039961638.1|BTRY	LOC5564767|XP_021710853.1|AAEG
OG0002433	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY	LOC5564798|XP_001649125.1|AAEG
OG0002434	LOC120782031|XP_039970121.1|BTRY	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG
OG0002436	LOC120771066|XP_039954806.1|BTRY	LOC5579830|XP_001651507.1|AAEG
OG0002437	LOC120770736|XP_039954258.1|BTRY	LOC5567948|XP_021707012.1|AAEG
OG0002438	LOC120772843|XP_039957589.1|BTRY	LOC5566444|XP_021708252.1|AAEG
OG0002439	LOC120769154|XP_039951970.1|BTRY	LOC5566442|XP_001650832.1|AAEG
OG0002440	LOC120777611|XP_039964994.1|BTRY	LOC5568397|XP_001658036.2|AAEG
OG0002441	LOC120781985|XP_039970089.1|BTRY	LOC5566599|XP_021704764.1|AAEG
OG0002442	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY	LOC5566586|XP_021710452.1|AAEG
OG0002443	LOC120770424|XP_039953807.1|BTRY	LOC5565208|XP_021705313.1|AAEG
OG0002444	LOC120771392|XP_039955292.1|BTRY	LOC5565211|XP_021710883.1|AAEG
OG0002445	LOC120771921|XP_039956145.1|BTRY	LOC5563904|XP_001648219.1|AAEG
OG0002446	LOC120771129|XP_039954919.1|BTRY	LOC5578525|XP_001663916.1|AAEG
OG0002447	LOC120777891|XP_039965388.1|BTRY	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG
OG0002448	LOC120768487|XP_039951137.1|BTRY	LOC5567501|XP_001651796.1|AAEG
OG0002449	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY	LOC5573760|XP_021706771.1|AAEG
OG0002450	LOC120777182|XP_039964280.1|BTRY	LOC5573729|XP_001654759.2|AAEG
OG0002451	LOC120770096|XP_039953188.1|BTRY	LOC5579658|XP_001648132.1|AAEG
OG0002452	LOC120771019|XP_039954728.1|BTRY	LOC5579799|XP_021707640.1|AAEG
OG0002453	LOC120771706|XP_039955774.1|BTRY	LOC5579796|XP_001648109.1|AAEG
OG0002454	LOC120777671|XP_039965064.1|BTRY	LOC5577227|XP_011493181.2|AAEG
OG0002455	LOC120777669|XP_039965061.1|BTRY	LOC5564719|XP_021707805.1|AAEG
OG0002456	LOC120772805|XP_039957521.1|BTRY	LOC5565493|XP_021706486.1|AAEG
OG0002457	LOC120781234|XP_039969306.1|BTRY	LOC5570997|XP_001653425.2|AAEG
OG0002458	LOC120779032|XP_039967088.1|BTRY	LOC110679586|XP_021710431.1|AAEG
OG0002459	LOC120770448|XP_039953858.1|BTRY	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG
OG0002460	LOC120771644|XP_039955689.1|BTRY	LOC110678439|XP_021707020.1|AAEG
OG0002461	LOC120772043|XP_039956349.1|BTRY	LOC5573624|XP_001660944.1|AAEG
OG0002462	LOC120772889|XP_039957674.1|BTRY	LOC5565521|XP_021707602.1|AAEG
OG0002463	LOC120771625|XP_039955649.1|BTRY	LOC5574293|XP_021709612.1|AAEG
OG0002464	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY	LOC110679379|XP_021709520.1|AAEG
OG0002465	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY	LOC5574299|XP_021704242.1|AAEG
OG0002466	LOC120772969|XP_039957810.1|BTRY	LOC5571882|XP_021710824.1|AAEG
OG0002467	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY	LOC5574266|XP_021707016.1|AAEG
OG0002468	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY	LOC5577306|XP_021705874.1|AAEG
OG0002469	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY	LOC5567447|XP_021707985.1|AAEG
OG0002470	LOC120770392|XP_039953756.1|BTRY	LOC5567433|XP_001657447.2|AAEG
OG0002471	LOC120772957|XP_039957795.1|BTRY	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG
OG0002472	LOC120772377|XP_039956895.1|BTRY	LOC5578048|XP_021707095.1|AAEG
OG0002473	LOC120772947|XP_039957784.1|BTRY	LOC5580235|XP_001662421.2|AAEG
OG0002474	LOC120779129|XP_039967267.1|BTRY	LOC5576761|XP_021710836.1|AAEG
OG0002475	LOC120782329|XP_039970489.1|BTRY	LOC5572090|XP_001660169.1|AAEG
OG0002476	LOC120772437|XP_039956988.1|BTRY	LOC5578123|XP_001656820.1|AAEG
OG0002477	LOC120772891|XP_039957695.1|BTRY	LOC5568272|XP_001657969.2|AAEG
OG0002478	LOC120771501|XP_039955488.1|BTRY	LOC5568262|XP_021707414.1|AAEG
OG0002479	LOC120772626|XP_039957276.1|BTRY	LOC5566865|XP_001651293.1|AAEG
OG0002480	LOC120771008|XP_039954707.1|BTRY	LOC110681207|XP_021712678.1|AAEG, LOC5568458|XP_021706708.1|AAEG
OG0002481	LOC120775556|XP_039961716.1|BTRY	LOC5574182|XP_001661240.1|AAEG
OG0002482	LOC120772446|XP_039957000.1|BTRY	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG
OG0002483	LOC120772494|XP_039957075.1|BTRY	LOC5571928|XP_001660024.2|AAEG
OG0002484	LOC120772191|XP_039956591.1|BTRY	LOC110679043|XP_021708664.1|AAEG
OG0002485	LOC120771032|XP_039954749.1|BTRY	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG
OG0002486	LOC120776531|XP_039963198.1|BTRY	LOC5563671|XP_001647964.1|AAEG
OG0002487	LOC120769616|XP_039952650.1|BTRY	LOC5563687|XP_021709603.1|AAEG
OG0002488	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY	LOC5565442|XP_021710513.1|AAEG
OG0002489	LOC120776802|XP_039963730.1|BTRY	LOC5566703|XP_021711356.1|AAEG
OG0002490	LOC120772999|XP_039957845.1|BTRY	LOC5569490|XP_021711673.1|AAEG
OG0002491	LOC120776601|XP_039963319.1|BTRY	LOC5569131|XP_021704122.1|AAEG
OG0002492	LOC120772808|XP_039957532.1|BTRY	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG
OG0002493	LOC120774414|XP_039959974.1|BTRY	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG
OG0002508	LOC120776174|XP_039962721.1|BTRY	LOC5566229|XP_021694475.1|AAEG
OG0002509	LOC120774089|XP_039959356.1|BTRY	LOC5566227|XP_001650614.1|AAEG
OG0002510	LOC120775817|XP_039962105.1|BTRY	LOC5579813|XP_001651034.1|AAEG
OG0002511	LOC120766976|XP_039948702.1|BTRY	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG
OG0002512	LOC120779451|XP_039967636.1|BTRY	LOC5566531|XP_021694577.1|AAEG
OG0002513	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY	LOC5574331|XP_001661364.1|AAEG
OG0002514	LOC120774386|XP_039959930.1|BTRY	LOC5569471|XP_001658556.1|AAEG
OG0002516	LOC120766939|XP_039948623.1|BTRY	LOC5563880|XP_001648191.1|AAEG
OG0002517	LOC120775195|XP_039961184.1|BTRY	LOC5565478|XP_021692939.1|AAEG
OG0002518	LOC120766202|XP_039947500.1|BTRY	LOC5579316|XP_001647624.2|AAEG
OG0002519	LOC120771419|XP_039955335.1|BTRY	LOC5576535|XP_021694797.1|AAEG
OG0002520	LOC120774525|XP_039960168.1|BTRY	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG
OG0002521	LOC120775279|XP_039961311.1|BTRY	LOC5575945|XP_021694811.1|AAEG
OG0002522	LOC120766689|XP_039948269.1|BTRY	LOC5575266|XP_001661858.2|AAEG
OG0002523	LOC120779779|XP_039968090.1|BTRY	LOC5574208|XP_021694884.1|AAEG
OG0002524	LOC120774070|XP_039959315.1|BTRY	LOC5574419|XP_001661437.2|AAEG
OG0002525	LOC120777853|XP_039965329.1|BTRY	LOC5577191|XP_021695011.1|AAEG
OG0002526	LOC120780785|XP_039968972.1|BTRY	LOC5577193|XP_021695012.1|AAEG
OG0002528	LOC120776176|XP_039962723.1|BTRY	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG
OG0002529	LOC120775011|XP_039960890.1|BTRY	LOC5578709|XP_001664008.2|AAEG
OG0002530	LOC120770598|XP_039954134.1|BTRY	LOC5578707|XP_001664006.1|AAEG
OG0002531	LOC120781428|XP_039969583.1|BTRY	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG
OG0002533	LOC120774798|XP_039960524.1|BTRY	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG
OG0002534	LOC120772082|XP_039956413.1|BTRY	LOC5578374|XP_001663840.2|AAEG
OG0002535	LOC120779003|XP_039967041.1|BTRY	LOC5579017|XP_021694477.1|AAEG
OG0002536	LOC120766844|XP_039948493.1|BTRY	LOC5569203|XP_001658374.1|AAEG
OG0002537	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY	LOC5566764|XP_001651171.1|AAEG
OG0002539	LOC120771997|XP_039956288.1|BTRY	LOC5573525|XP_021703231.1|AAEG
OG0002540	LOC120775436|XP_039961556.1|BTRY	LOC5570653|XP_001659248.1|AAEG
OG0002541	LOC120782582|XP_039970863.1|BTRY	LOC5570658|XP_001659252.2|AAEG
OG0002542	LOC120775248|XP_039961262.1|BTRY	LOC5573412|XP_021712942.1|AAEG
OG0002543	LOC120775563|XP_039961722.1|BTRY	LOC5580023|XP_001653905.2|AAEG
OG0002544	LOC120782783|XP_039971185.1|BTRY	LOC5578311|XP_021693147.1|AAEG
OG0002545	LOC120775569|XP_039961731.1|BTRY	LOC5570108|XP_001653087.2|AAEG
OG0002547	LOC120774963|XP_039960785.1|BTRY	LOC5571226|XP_001653523.2|AAEG
OG0002548	LOC120774506|XP_039960120.1|BTRY	LOC5579161|XP_021694174.1|AAEG
OG0002549	LOC120774204|XP_039959581.1|BTRY	LOC5579160|XP_021694164.1|AAEG
OG0002550	LOC120773756|XP_039958758.1|BTRY	LOC5569559|XP_021695182.1|AAEG
OG0002551	LOC120782701|XP_039971035.1|BTRY	LOC5563945|XP_021695379.1|AAEG
OG0002552	LOC120778824|XP_039966767.1|BTRY	LOC5563946|XP_001648269.1|AAEG
OG0002553	LOC120782163|XP_039970228.1|BTRY	LOC5571311|XP_001653626.2|AAEG
OG0002554	LOC120774761|XP_039960454.1|BTRY	LOC5571308|XP_021696503.1|AAEG
OG0002555	LOC120774754|XP_039960447.1|BTRY	LOC5571306|XP_001653621.2|AAEG
OG0002556	LOC120767779|XP_039949958.1|BTRY	LOC5576596|XP_001656180.2|AAEG
OG0002557	LOC120774276|XP_039959700.1|BTRY	LOC5574995|XP_001655468.1|AAEG
OG0002558	LOC120770004|XP_039953032.1|BTRY	LOC5574980|XP_001655453.1|AAEG
OG0002559	LOC120780835|XP_039969011.1|BTRY, LOC120780847|XP_039969020.1|BTRY	LOC5574974|XP_001655444.2|AAEG
OG0002560	LOC120782401|XP_039970581.1|BTRY	LOC5570583|XP_021698478.1|AAEG
OG0002561	LOC120778473|XP_039966224.1|BTRY	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG
OG0002562	LOC120775682|XP_039961915.1|BTRY	LOC5572008|XP_001660114.1|AAEG
OG0002563	LOC120775787|XP_039962058.1|BTRY	LOC110676248|XP_021699074.1|AAEG
OG0002564	LOC120766905|XP_039948589.1|BTRY	LOC110674467|XP_021694368.1|AAEG
OG0002565	LOC120777614|XP_039965000.1|BTRY	LOC5576461|XP_001662654.2|AAEG
OG0002566	LOC120766603|XP_039948145.1|BTRY	LOC5576480|XP_021700589.1|AAEG
OG0002567	LOC120773937|XP_039959082.1|BTRY	LOC5570707|XP_021700929.1|AAEG
OG0002568	LOC120774976|XP_039960806.1|BTRY	LOC5565273|XP_001649602.2|AAEG
OG0002569	LOC120768414|XP_039951032.1|BTRY	LOC5565269|XP_001649593.2|AAEG
OG0002570	LOC120781432|XP_039969590.1|BTRY	LOC5565015|XP_021701984.1|AAEG
OG0002571	LOC120766966|XP_039948690.1|BTRY	LOC5577264|XP_021702034.1|AAEG
OG0002573	LOC120768694|XP_039951403.1|BTRY	LOC110673998|XP_021702275.1|AAEG
OG0002574	LOC120766393|XP_039947769.1|BTRY	LOC5567039|XP_021702405.1|AAEG
OG0002575	LOC120782433|XP_039970651.1|BTRY	LOC5576300|XP_021702630.1|AAEG
OG0002576	LOC120774322|XP_039959798.1|BTRY	LOC5566958|XP_001651356.2|AAEG
OG0002577	LOC120778665|XP_039966528.1|BTRY	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG
OG0002578	LOC120767323|XP_039949191.1|BTRY	LOC5576897|XP_001662997.2|AAEG
OG0002580	LOC120776072|XP_039962476.1|BTRY	LOC5576879|XP_021703495.1|AAEG
OG0002581	LOC120771228|XP_039955076.1|BTRY	LOC5572102|XP_021704675.1|AAEG
OG0002582	LOC120780647|XP_039968845.1|BTRY	LOC5578145|XP_001663715.2|AAEG
OG0002583	LOC120782751|XP_039971130.1|BTRY	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG
OG0002584	LOC120776878|XP_039963871.1|BTRY	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG
OG0002585	LOC120776879|XP_039963872.1|BTRY	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG
OG0002586	LOC120771027|XP_039954742.1|BTRY	LOC5579214|XP_001657342.1|AAEG
OG0002587	LOC120782263|XP_039970366.1|BTRY	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG
OG0002588	LOC120782594|XP_039970880.1|BTRY	LOC5565333|XP_021706539.1|AAEG
OG0002589	LOC120770803|XP_039954319.1|BTRY	LOC5566636|XP_021706625.1|AAEG
OG0002590	LOC120781096|XP_039969172.1|BTRY	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG
OG0002591	LOC120767022|XP_039948788.1|BTRY	LOC5578714|XP_021707878.1|AAEG
OG0002592	LOC120767201|XP_039948942.1|BTRY	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG
OG0002593	LOC120766946|XP_039948629.1|BTRY	LOC5580226|XP_021708235.1|AAEG
OG0002594	LOC120770540|XP_039954034.1|BTRY	LOC5576867|XP_021708363.1|AAEG
OG0002595	LOC120768537|XP_039951212.1|BTRY	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG
OG0002596	LOC120774297|XP_039959757.1|BTRY	LOC5570293|XP_021708725.1|AAEG
OG0002597	LOC120770030|XP_039953079.1|BTRY	LOC5568281|XP_001657977.2|AAEG
OG0002598	LOC120782302|XP_039970446.1|BTRY	LOC5567765|XP_001657664.2|AAEG
OG0002600	LOC120781239|XP_039969313.1|BTRY	LOC5573868|XP_001654904.1|AAEG
OG0002601	LOC120782853|XP_039971318.1|BTRY	LOC5568152|XP_001657902.2|AAEG
OG0002602	LOC120772346|XP_039956847.1|BTRY	LOC5566203|XP_021710294.1|AAEG
OG0002603	LOC120770503|XP_039953964.1|BTRY	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG
OG0002604	LOC120766442|XP_039947884.1|BTRY	LOC110673979|XP_021710716.1|AAEG
OG0002605	LOC120782573|XP_039970845.1|BTRY	LOC5577498|XP_001656516.2|AAEG
OG0002606	LOC120776239|XP_039962779.1|BTRY	LOC5577697|XP_021711675.1|AAEG
OG0002607	LOC120766720|XP_039948301.1|BTRY	LOC5577700|XP_001663482.1|AAEG
OG0002608	LOC120769344|XP_039952242.1|BTRY	LOC110680661|XP_021712145.1|AAEG
OG0002609	LOC120781249|XP_039969331.1|BTRY	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG
OG0002610	LOC120771858|XP_039956044.1|BTRY	LOC5571796|XP_021712744.1|AAEG
OG0002611	LOC120780483|XP_039968693.1|BTRY	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG
OG0002612	LOC120766321|XP_039947677.1|BTRY	LOC5567072|XP_001651467.2|AAEG
OG0002613	LOC120778961|XP_039966973.1|BTRY	LOC5567073|XP_011493301.2|AAEG
OG0002614	LOC120782415|XP_039970598.1|BTRY	LOC5567074|XP_021712907.1|AAEG
OG0002615	LOC120777118|XP_039964190.1|BTRY	LOC5578996|XP_021712972.1|AAEG
OG0002616	LOC120768750|XP_039951458.1|BTRY	LOC5580293|XP_021713077.1|AAEG
OG0002617	LOC120780337|XP_039968568.1|BTRY, LOC120780336|XP_039968567.1|BTRY	LOC5567839|XP_001657748.2|AAEG
OG0002618	LOC120770826|XP_039954349.1|BTRY	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG
OG0002619	LOC120766878|XP_039948542.1|BTRY	LOC5572167|XP_021713208.1|AAEG
OG0002620	LOC120766933|XP_039948614.1|BTRY, LOC120779407|XP_039967539.1|BTRY	LOC5577060|XP_021713226.1|AAEG
OG0002621	LOC120782319|XP_039970474.1|BTRY	LOC5569230|XP_021713260.1|AAEG
OG0002622	LOC120777737|XP_039965162.1|BTRY	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG
OG0002623	LOC120766885|XP_039948563.1|BTRY	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG
OG0002624	LOC120779463|XP_039967662.1|BTRY	LOC5565056|XP_001649374.1|AAEG
OG0002625	LOC120767079|XP_039948880.1|BTRY	LOC5565069|XP_021713327.1|AAEG
OG0002626	LOC120774446|XP_039960029.1|BTRY	LOC5580011|XP_021713340.1|AAEG
OG0002627	LOC120766368|XP_039947731.1|BTRY	LOC5567609|XP_021713398.1|AAEG
OG0002628	LOC120770331|XP_039953662.1|BTRY	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG
OG0002629	LOC120766805|XP_039948481.1|BTRY	LOC5575988|XP_021692953.1|AAEG
OG0002630	LOC120769544|XP_039952527.1|BTRY	LOC5564678|XP_021693010.1|AAEG
OG0002631	LOC120766188|XP_039947477.1|BTRY	LOC110681181|XP_021712649.1|AAEG, LOC5570843|XP_021693039.1|AAEG
OG0002632	LOC120782551|XP_039970814.1|BTRY	LOC5576842|XP_001662950.2|AAEG
OG0002633	LOC120780591|XP_039968787.1|BTRY	LOC110674049|XP_021693079.1|AAEG
OG0002634	LOC120782332|XP_039970492.1|BTRY	LOC5580096|XP_021693080.1|AAEG
OG0002635	LOC120767297|XP_039949116.1|BTRY	LOC5566482|XP_021693091.1|AAEG
OG0002636	LOC120773877|XP_039958974.1|BTRY	LOC5566461|XP_021693131.1|AAEG
OG0002637	LOC120767432|XP_039949413.1|BTRY	LOC5563721|XP_021693215.1|AAEG
OG0002638	LOC120775408|XP_039961510.1|BTRY	LOC5563717|XP_001647999.2|AAEG
OG0002639	LOC120775245|XP_039961263.1|BTRY	LOC5567290|XP_001651725.1|AAEG
OG0002640	LOC120776873|XP_039963868.1|BTRY	LOC5576726|XP_001656234.1|AAEG
OG0002641	LOC120769759|XP_039952860.1|BTRY	LOC5579244|XP_021693372.1|AAEG
OG0002642	LOC120778518|XP_039966290.1|BTRY	LOC23687643|XP_021693375.1|AAEG
OG0002643	LOC120778499|XP_039966262.1|BTRY	LOC5576737|XP_021693377.1|AAEG
OG0002644	LOC120766996|XP_039948737.1|BTRY	LOC5564423|XP_001648765.1|AAEG
OG0002645	LOC120766920|XP_039948599.1|BTRY	LOC5573640|XP_001660966.3|AAEG
OG0002646	LOC120782709|XP_039971061.1|BTRY	LOC5568913|XP_001658237.2|AAEG
OG0002647	LOC120775580|XP_039961753.1|BTRY	LOC5568912|XP_001658236.2|AAEG
OG0002648	LOC120782554|XP_039970819.1|BTRY	LOC5568917|XP_021693423.1|AAEG
OG0002649	LOC120782856|XP_039971321.1|BTRY	LOC5573318|XP_021693446.1|AAEG
OG0002650	LOC120768405|XP_039951022.1|BTRY	LOC5573326|XP_021693457.1|AAEG
OG0002651	LOC120782434|XP_039970653.1|BTRY	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG
OG0002652	LOC120766612|XP_039948154.1|BTRY	LOC110674122|XP_021693515.1|AAEG
OG0002653	LOC120782161|XP_039970227.1|BTRY	LOC5572409|XP_021693563.1|AAEG
OG0002654	LOC120775625|XP_039961852.1|BTRY	LOC110674134|XP_021693585.1|AAEG, LOC110680919|XP_021712397.1|AAEG
OG0002655	LOC120782326|XP_039970485.1|BTRY	LOC5573441|XP_021693593.1|AAEG
OG0002656	LOC120772194|XP_039956597.1|BTRY	LOC5576569|XP_021693635.1|AAEG
OG0002657	LOC120767296|XP_039949114.1|BTRY	LOC5576202|XP_021693708.1|AAEG
OG0002658	LOC120782542|XP_039970807.1|BTRY	LOC5575642|XP_001655788.1|AAEG
OG0002659	LOC120778754|XP_039966667.1|BTRY	LOC5574173|XP_001661230.1|AAEG, LOC110680748|XP_021712231.1|AAEG, LOC5565616|XP_021693800.1|AAEG
OG0002660	LOC120773856|XP_039958934.1|BTRY	LOC5577634|XP_021693874.1|AAEG
OG0002661	LOC120782454|XP_039970676.1|BTRY	LOC5571437|XP_021693885.1|AAEG
OG0002662	LOC120770978|XP_039954650.1|BTRY	LOC5576410|XP_001656112.2|AAEG, LOC110674190|XP_021693900.1|AAEG, LOC5565952|XP_021693902.1|AAEG, LOC110680455|XP_021711951.1|AAEG
OG0002663	LOC120782589|XP_039970874.1|BTRY	LOC5565159|XP_001649522.2|AAEG
OG0002664	LOC120767690|XP_039949815.1|BTRY	LOC5572601|XP_021694167.1|AAEG
OG0002665	LOC120771651|XP_039955699.1|BTRY	LOC5566141|XP_001650499.1|AAEG
OG0002666	LOC120771788|XP_039955915.1|BTRY	LOC5566142|XP_021695358.1|AAEG
OG0002667	LOC120781205|XP_039969255.1|BTRY	LOC5566134|XP_001650496.2|AAEG
OG0002668	LOC120777015|XP_039964053.1|BTRY	LOC5570275|XP_021695496.1|AAEG
OG0002669	LOC120777942|XP_039965478.1|BTRY	LOC5570258|XP_001659039.2|AAEG
OG0002670	LOC120776639|XP_039963398.1|BTRY	LOC110681048|XP_021712507.1|AAEG, LOC23687449|XP_021695534.1|AAEG
OG0002671	LOC120777372|XP_039964584.1|BTRY	LOC5579869|XP_021695540.1|AAEG
OG0002672	LOC120772222|XP_039956636.1|BTRY	LOC5565513|XP_021695674.1|AAEG
OG0002673	LOC120771432|XP_039955362.1|BTRY	LOC5576745|XP_001662844.1|AAEG
OG0002674	LOC120771779|XP_039955904.1|BTRY	LOC5575737|XP_021695718.1|AAEG
OG0002675	LOC120777385|XP_039964611.1|BTRY	LOC5570677|XP_001659271.2|AAEG
OG0002676	LOC120770119|XP_039953231.1|BTRY	LOC5571284|XP_001653586.2|AAEG
OG0002677	LOC120773011|XP_039957867.1|BTRY	LOC5571268|XP_021695914.1|AAEG
OG0002678	LOC120770195|XP_039953369.1|BTRY	LOC5575911|XP_021696042.1|AAEG
OG0002679	LOC120771358|XP_039955246.1|BTRY, LOC120770055|XP_039953108.1|BTRY	LOC5578167|XP_021696069.1|AAEG
OG0002680	LOC120774733|XP_039960420.1|BTRY	LOC5563619|XP_021705403.1|AAEG, LOC5578172|XP_001663742.2|AAEG
OG0002681	LOC120770849|XP_039954385.1|BTRY	LOC5574112|XP_021696088.1|AAEG
OG0002682	LOC120777809|XP_039965278.1|BTRY	LOC5565108|XP_021696170.1|AAEG
OG0002683	LOC120769170|XP_039951992.1|BTRY	LOC5572887|XP_001654232.2|AAEG
OG0002684	LOC120771292|XP_039955157.1|BTRY, LOC120776132|XP_039962597.1|BTRY	LOC5569895|XP_001658792.2|AAEG
OG0002685	LOC120778700|XP_039966589.1|BTRY	LOC5579992|XP_021696283.1|AAEG
OG0002686	LOC120776961|XP_039963986.1|BTRY	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG
OG0002687	LOC120776629|XP_039963372.1|BTRY	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG
OG0002688	LOC120779162|XP_039967321.1|BTRY, LOC120777649|XP_039965035.1|BTRY	LOC5566270|XP_001650664.1|AAEG
OG0002689	LOC120771267|XP_039955121.1|BTRY	LOC5569216|XP_001658389.1|AAEG
OG0002690	LOC120772018|XP_039956317.1|BTRY	LOC5569211|XP_001658384.1|AAEG
OG0002691	LOC120771518|XP_039955510.1|BTRY	LOC5579145|XP_001664240.1|AAEG
OG0002692	LOC120771138|XP_039954939.1|BTRY	LOC5579146|XP_001664241.2|AAEG
OG0002693	LOC120778893|XP_039966875.1|BTRY	LOC5568103|XP_021696628.1|AAEG
OG0002694	LOC120770453|XP_039953878.1|BTRY	LOC5577555|XP_001663428.2|AAEG
OG0002695	LOC120777495|XP_039964774.1|BTRY	LOC5570396|XP_001659108.1|AAEG
OG0002696	LOC120776495|XP_039963112.1|BTRY	LOC5566236|XP_001650609.2|AAEG
OG0002697	LOC120777720|XP_039965144.1|BTRY	LOC5566239|XP_021696854.1|AAEG
OG0002698	LOC120778888|XP_039966868.1|BTRY	LOC5573766|XP_021696919.1|AAEG, LOC110680634|XP_021712121.1|AAEG
OG0002699	LOC120778889|XP_039966872.1|BTRY	LOC5573767|XP_021696920.1|AAEG
OG0002700	LOC120776527|XP_039963190.1|BTRY	LOC5576767|XP_021696931.1|AAEG
OG0002701	LOC120770537|XP_039954026.1|BTRY	LOC5576412|XP_021696949.1|AAEG
