Orthogroup	BTRY.longest_only	DANA.longest_only
OG0002235	LOC120772533|XP_039957135.1|BTRY	LOC6495867|XP_001959747.2|DANA
OG0002236	LOC120771370|XP_039955263.1|BTRY	LOC6494903|XP_001959458.1|DANA
OG0002237	LOC120771521|XP_039955513.1|BTRY	LOC6498799|XP_032308237.1|DANA, LOC6507460|XP_001955968.2|DANA, LOC6495740|XP_014763471.1|DANA
OG0002238	LOC120769974|XP_039952978.1|BTRY	LOC6493940|XP_032311467.1|DANA
OG0002239	LOC120770376|XP_039953727.1|BTRY	LOC6496241|XP_001960520.1|DANA
OG0002240	LOC120772781|XP_039957493.1|BTRY	LOC6495178|XP_001958906.1|DANA
OG0002241	LOC120778384|XP_039966105.1|BTRY	LOC6507294|XP_001956297.2|DANA
OG0002242	LOC120776862|XP_039963842.1|BTRY	LOC6507032|XP_001956788.1|DANA, LOC116655717|XP_032309472.1|DANA, LOC6507726|XP_001967682.1|DANA
OG0002243	LOC120768263|XP_039950794.1|BTRY	LOC26513687|XP_014760888.1|DANA
OG0002244	LOC120777793|XP_039965258.1|BTRY	LOC6506525|XP_032310164.1|DANA
OG0002245	LOC120777233|XP_039964349.1|BTRY	LOC6506784|XP_001957246.1|DANA
OG0002246	LOC120771006|XP_039954701.1|BTRY	LOC6495987|XP_032306609.1|DANA
OG0002247	LOC120778552|XP_039966337.1|BTRY	LOC26513899|XP_014763954.1|DANA
OG0002248	LOC120778173|XP_039965843.1|BTRY, LOC120778810|XP_039966747.1|BTRY	LOC6507687|XP_001956148.2|DANA
OG0002249	LOC120777043|XP_039964088.1|BTRY	LOC6493159|XP_014764244.1|DANA
OG0002250	LOC120772826|XP_039957567.1|BTRY	LOC6495062|XP_032306973.1|DANA
OG0002251	LOC120772890|XP_039957694.1|BTRY	LOC6495584|XP_032306744.1|DANA
OG0002252	LOC120772168|XP_039956542.1|BTRY	LOC6495593|XP_014763361.1|DANA
OG0002253	LOC120770911|XP_039954522.1|BTRY	LOC26514309|XP_032306226.1|DANA
OG0002254	LOC120766760|XP_039948372.1|BTRY	LOC6501541|XP_001955447.1|DANA
OG0002255	LOC120775528|XP_039961683.1|BTRY	LOC6502905|XP_001963619.1|DANA
OG0002256	LOC120773042|XP_039957905.1|BTRY	LOC6493955|XP_001961255.1|DANA
OG0002257	LOC120771877|XP_039956066.1|BTRY	LOC6495269|XP_001958732.3|DANA
OG0002258	LOC120778840|XP_039966797.1|BTRY, LOC120777948|XP_039965494.1|BTRY	LOC6506197|XP_032309515.1|DANA
OG0002259	LOC120773946|XP_039959096.1|BTRY	LOC6503209|XP_001963646.1|DANA
OG0002260	LOC120778607|XP_039966417.1|BTRY	LOC6493717|XP_001958296.1|DANA
OG0002261	LOC120777953|XP_039965500.1|BTRY	LOC6506353|XP_001958048.1|DANA
OG0002262	LOC120780102|XP_039968319.1|BTRY	LOC6494347|XP_001960490.2|DANA
OG0002263	LOC120777692|XP_039965099.1|BTRY	LOC6506791|XP_001957235.1|DANA
OG0002264	LOC120770936|XP_039954578.1|BTRY	LOC6494106|XP_001960964.3|DANA
OG0002265	LOC120778554|XP_039966339.1|BTRY	LOC6493474|XP_001957830.1|DANA
OG0002266	LOC120778689|XP_039966568.1|BTRY	LOC6493700|XP_001958263.1|DANA
OG0002267	LOC120776839|XP_039963799.1|BTRY	LOC6493014|XP_001956854.1|DANA
OG0002268	LOC120777703|XP_039965117.1|BTRY	LOC6506833|XP_001957149.1|DANA
OG0002269	LOC120771964|XP_039956233.1|BTRY	LOC6494362|XP_001960463.1|DANA
OG0002270	LOC120771342|XP_039955222.1|BTRY	LOC6494151|XP_001960862.1|DANA
OG0002271	LOC120777520|XP_039964823.1|BTRY	LOC6507005|XP_001956842.1|DANA
OG0002272	LOC120776838|XP_039963798.1|BTRY	LOC6507453|XP_001955982.1|DANA
OG0002273	LOC120779177|XP_039967349.1|BTRY	LOC6493240|XP_032310651.1|DANA
OG0002274	LOC120779182|XP_039967360.1|BTRY	LOC6493800|XP_032310517.1|DANA
OG0002275	LOC120777698|XP_039965106.1|BTRY	LOC6507033|XP_001956786.1|DANA
OG0002276	LOC120776330|XP_039962794.1|BTRY	LOC6507656|XP_014765388.1|DANA
OG0002277	LOC120776334|XP_039962802.1|BTRY	LOC26515182|XP_032310620.1|DANA
OG0002278	LOC120776981|XP_039964014.1|BTRY, LOC120782013|XP_039970106.1|BTRY	LOC6493334|XP_032310304.1|DANA
OG0002279	LOC120776414|XP_039962977.1|BTRY	LOC6493552|XP_001957983.2|DANA
OG0002280	LOC120776635|XP_039963387.1|BTRY	LOC6506571|XP_001957621.2|DANA
OG0002281	LOC120778106|XP_039965742.1|BTRY	LOC6493374|XP_001957630.1|DANA
OG0002282	LOC120778021|XP_039965626.1|BTRY	LOC6493400|XP_001957672.1|DANA
OG0002283	LOC120772928|XP_039957762.1|BTRY	LOC6494702|XP_001959827.1|DANA
OG0002284	LOC120772674|XP_039957345.1|BTRY	LOC6494080|XP_001961016.1|DANA
OG0002285	LOC120777223|XP_039964337.1|BTRY	LOC6503633|XP_001964032.1|DANA
OG0002286	LOC120776729|XP_039963588.1|BTRY	LOC6494167|XP_001960837.2|DANA
OG0002287	LOC120771279|XP_039955139.1|BTRY	LOC6494152|XP_001960861.2|DANA
OG0002288	LOC120778775|XP_039966690.1|BTRY	LOC6493007|XP_014764177.1|DANA
OG0002289	LOC120778582|XP_039966383.1|BTRY	LOC6493032|XP_001956905.1|DANA
OG0002290	LOC120782139|XP_039970212.1|BTRY	LOC6498208|XP_001962304.1|DANA
OG0002291	LOC120772918|XP_039957752.1|BTRY, LOC120771641|XP_039955675.1|BTRY	LOC6496515|XP_032306271.1|DANA
OG0002292	LOC120770846|XP_039954380.1|BTRY	LOC6494627|XP_032306813.1|DANA
OG0002293	LOC120771024|XP_039954734.1|BTRY	LOC116656506|XP_032312044.1|DANA
OG0002294	LOC120771017|XP_039954726.1|BTRY	LOC6499467|XP_001954578.1|DANA
OG0002295	LOC120768116|XP_039950598.1|BTRY	LOC6497762|XP_032307525.1|DANA
OG0002297	LOC120769798|XP_039952923.1|BTRY	LOC6494642|XP_032312349.1|DANA
OG0002298	LOC120771231|XP_039955077.1|BTRY	LOC6494228|XP_014762676.1|DANA
OG0002299	LOC120774431|XP_039960003.1|BTRY	LOC6495295|XP_001958682.1|DANA
OG0002300	LOC120768260|XP_039950788.1|BTRY	LOC6497139|XP_032311257.1|DANA
OG0002301	LOC120768854|XP_039951544.1|BTRY	LOC6497250|XP_014761583.1|DANA
OG0002302	LOC120768013|XP_039950383.1|BTRY	LOC6497245|XP_014761579.1|DANA
OG0002303	LOC120775941|XP_039962285.1|BTRY	LOC6504026|XP_001964030.3|DANA
OG0002304	LOC120768600|XP_039951296.1|BTRY	LOC6497814|XP_001961502.1|DANA
OG0002305	LOC120777269|XP_039964407.1|BTRY	LOC6506774|XP_001957266.1|DANA
OG0002306	LOC120781484|XP_039969636.1|BTRY	LOC6497199|XP_001962571.1|DANA
OG0002307	LOC120767389|XP_039949335.1|BTRY	LOC6496839|XP_001963298.1|DANA
OG0002308	LOC120781412|XP_039969558.1|BTRY	LOC6504621|XP_001964891.2|DANA
OG0002309	LOC120768145|XP_039950638.1|BTRY	LOC6497214|XP_001962544.1|DANA
OG0002310	LOC120769727|XP_039952808.1|BTRY	LOC6497964|XP_001961805.1|DANA
OG0002311	LOC120769706|XP_039952774.1|BTRY	LOC6497253|XP_032307674.1|DANA
OG0002312	LOC120769816|XP_039952957.1|BTRY	LOC6504345|XP_001965013.2|DANA
OG0002313	LOC120771621|XP_039955645.1|BTRY	LOC6496367|XP_014763782.1|DANA
OG0002314	LOC120772175|XP_039956556.1|BTRY	LOC6495425|XP_001958821.1|DANA
OG0002315	LOC120772590|XP_039957232.1|BTRY	LOC6495496|XP_014763336.1|DANA
OG0002316	LOC120771015|XP_039954724.1|BTRY	LOC6498439|XP_001962824.2|DANA
OG0002317	LOC120778631|XP_039966460.1|BTRY	LOC6506324|XP_014764707.1|DANA
OG0002318	LOC120768376|XP_039950976.1|BTRY	LOC6497895|XP_001961666.1|DANA
OG0002319	LOC120769267|XP_039952107.1|BTRY	LOC6505710|XP_001964990.1|DANA
OG0002320	LOC120772300|XP_039956743.1|BTRY	LOC6495577|XP_001959131.1|DANA
OG0002321	LOC120769152|XP_039951965.1|BTRY	LOC6494935|XP_032305946.1|DANA
OG0002322	LOC120769349|XP_039952246.1|BTRY	LOC6497156|XP_001962654.3|DANA
OG0002323	LOC120767299|XP_039949119.1|BTRY	LOC6497559|XP_001961819.1|DANA
OG0002324	LOC120778954|XP_039966959.1|BTRY	LOC6493586|XP_014764453.1|DANA
OG0002325	LOC120777126|XP_039964204.1|BTRY	LOC6506450|XP_001957860.2|DANA
OG0002326	LOC120777602|XP_039964974.1|BTRY	LOC6493494|XP_001957861.1|DANA
OG0002327	LOC120777338|XP_039964517.1|BTRY	LOC6499531|XP_001954430.2|DANA
OG0002328	LOC120769220|XP_039952050.1|BTRY	LOC6497264|XP_032307707.1|DANA
OG0002329	LOC120769131|XP_039951932.1|BTRY	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA
OG0002330	LOC120768641|XP_039951345.1|BTRY	LOC6503050|XP_014761292.1|DANA, LOC6497554|XP_001961833.3|DANA
OG0002331	LOC120774109|XP_039959402.1|BTRY	LOC6502008|XP_014759698.1|DANA
OG0002332	LOC120780112|XP_039968329.1|BTRY	LOC6506889|XP_001957054.3|DANA
OG0002333	LOC120771097|XP_039954864.1|BTRY	LOC6494397|XP_001960404.2|DANA
OG0002334	LOC120769117|XP_039951911.1|BTRY	LOC6498390|XP_001962698.2|DANA
OG0002335	LOC120772571|XP_039957196.1|BTRY	LOC6495575|XP_001959125.2|DANA
OG0002336	LOC120777770|XP_039965217.1|BTRY	LOC6493655|XP_001958170.1|DANA
OG0002337	LOC120772471|XP_039957043.1|BTRY	LOC6495348|XP_014763269.1|DANA
OG0002338	LOC120768639|XP_039951339.1|BTRY	LOC6507050|XP_001965300.1|DANA
OG0002339	LOC120768163|XP_039950658.1|BTRY	LOC6503279|XP_001967587.2|DANA
OG0002340	LOC120767919|XP_039950212.1|BTRY	LOC6504300|XP_001965064.2|DANA
OG0002341	LOC120770028|XP_039953073.1|BTRY	LOC6495761|XP_001959517.1|DANA
OG0002342	LOC120768577|XP_039951263.1|BTRY	LOC6498527|XP_001962998.2|DANA
OG0002343	LOC120767462|XP_039949479.1|BTRY	LOC6496989|XP_014761464.1|DANA
OG0002344	LOC120767687|XP_039949812.1|BTRY	LOC6496775|XP_014760193.1|DANA
OG0002345	LOC120771052|XP_039954789.1|BTRY	LOC6494094|XP_001960990.1|DANA
OG0002346	LOC120768222|XP_039950733.1|BTRY	LOC6497286|XP_001962389.1|DANA
OG0002347	LOC120771155|XP_039954965.1|BTRY	LOC6495487|XP_001958955.1|DANA
OG0002348	LOC120769723|XP_039952799.1|BTRY	LOC6498077|XP_014761964.1|DANA
OG0002349	LOC120772314|XP_039956765.1|BTRY	LOC26515533|XP_014764135.1|DANA
OG0002350	LOC120771050|XP_039954787.1|BTRY	LOC6496482|XP_001960989.1|DANA
OG0002351	LOC120772212|XP_039956626.1|BTRY	LOC6495703|XP_001959405.1|DANA
OG0002352	LOC120772550|XP_039957168.1|BTRY	LOC6495771|XP_001959542.1|DANA
OG0002353	LOC120768963|XP_039951691.1|BTRY	LOC6505397|XP_001966897.2|DANA
OG0002354	LOC120767827|XP_039950049.1|BTRY	LOC6497173|XP_032310998.1|DANA
OG0002355	LOC120768404|XP_039951013.1|BTRY	LOC6505383|XP_032309133.1|DANA
OG0002356	LOC120769561|XP_039952547.1|BTRY	LOC6496825|XP_001963325.2|DANA
OG0002357	LOC120771208|XP_039955048.1|BTRY	LOC6500256|XP_014766457.1|DANA
OG0002358	LOC120778549|XP_039966336.1|BTRY	LOC6498559|XP_001963062.1|DANA
OG0002359	LOC120773616|XP_039958549.1|BTRY	LOC6501909|XP_001966688.2|DANA
OG0002360	LOC120781380|XP_039969520.1|BTRY	LOC6497372|XP_001962217.2|DANA
OG0002361	LOC120779084|XP_039967168.1|BTRY	LOC6493704|XP_001958271.1|DANA
OG0002362	LOC120767544|XP_039949584.1|BTRY	LOC6496844|XP_032310888.1|DANA
OG0002363	LOC120769728|XP_039952809.1|BTRY	LOC6496862|XP_001963254.1|DANA
OG0002364	LOC120781486|XP_039969642.1|BTRY	LOC6501779|XP_032311775.1|DANA, LOC6496860|XP_032310902.1|DANA
OG0002365	LOC120781450|XP_039969599.1|BTRY	LOC6496858|XP_001963258.1|DANA
OG0002366	LOC120768482|XP_039951130.1|BTRY	LOC6504226|XP_032311356.1|DANA
OG0002367	LOC120768394|XP_039951000.1|BTRY	LOC6497425|XP_001962113.1|DANA
OG0002368	LOC120769200|XP_039952029.1|BTRY	LOC6498218|XP_001962325.2|DANA
OG0002369	LOC120767924|XP_039950217.1|BTRY	LOC6503170|XP_001963568.1|DANA
OG0002370	LOC120768100|XP_039950577.1|BTRY	LOC6497100|XP_001962756.1|DANA
OG0002371	LOC120767929|XP_039950224.1|BTRY	LOC6498415|XP_001962758.1|DANA
OG0002372	LOC120767678|XP_039949787.1|BTRY	LOC6497836|XP_001961543.2|DANA
OG0002373	LOC120767790|XP_039949987.1|BTRY	LOC6503545|XP_001965292.1|DANA
OG0002374	LOC120777442|XP_039964728.1|BTRY, LOC120777360|XP_039964606.1|BTRY, LOC120777206|XP_039964354.1|BTRY, LOC120774062|XP_039959305.1|BTRY	LOC6499113|XP_001955274.2|DANA
OG0002375	LOC120782127|XP_039970202.1|BTRY	LOC6501227|XP_001954800.1|DANA
OG0002376	LOC120767809|XP_039950021.1|BTRY	LOC6498243|XP_032307398.1|DANA
OG0002377	LOC120766959|XP_039948683.1|BTRY	LOC6500491|XP_001953337.1|DANA
OG0002378	LOC120778503|XP_039966266.1|BTRY	LOC6507801|XP_001956371.1|DANA
OG0002379	LOC120767333|XP_039949210.1|BTRY	LOC6503320|XP_001965403.1|DANA
OG0002380	LOC120774049|XP_039959285.1|BTRY	LOC6503093|XP_001963411.1|DANA
OG0002381	LOC120772596|XP_039957243.1|BTRY, LOC120772619|XP_039957268.1|BTRY	LOC6495743|XP_001959478.1|DANA
OG0002382	LOC120774097|XP_039959379.1|BTRY	LOC6504504|XP_032308154.1|DANA
OG0002383	LOC120778327|XP_039966057.1|BTRY, LOC120777564|XP_039964894.1|BTRY	LOC6507459|XP_001955969.1|DANA, LOC6507458|XP_001955970.2|DANA
OG0002384	LOC120775472|XP_039961602.1|BTRY	LOC6504142|XP_032308706.1|DANA
OG0002385	LOC120779902|XP_039968184.1|BTRY	LOC6506063|XP_001966651.2|DANA
OG0002387	LOC120782202|XP_039970284.1|BTRY	LOC6499773|XP_032305793.1|DANA
OG0002388	LOC120775028|XP_039960923.1|BTRY	LOC6494631|XP_001965946.2|DANA
OG0002389	LOC120766629|XP_039948179.1|BTRY	LOC6499041|XP_001955444.1|DANA
OG0002390	LOC120779581|XP_039967858.1|BTRY	LOC6498623|XP_001963177.1|DANA
OG0002391	LOC120771582|XP_039955588.1|BTRY	LOC6496253|XP_032307075.1|DANA
OG0002392	LOC120776705|XP_039963535.1|BTRY	LOC6507723|XP_001956216.2|DANA
OG0002393	LOC120777764|XP_039965202.1|BTRY	LOC6493391|XP_032310130.1|DANA
OG0002394	LOC120775635|XP_039961827.1|BTRY	LOC6500051|XP_001953313.1|DANA
OG0002395	LOC120782288|XP_039970426.1|BTRY	LOC6499522|XP_001954447.2|DANA
OG0002396	LOC120770500|XP_039953958.1|BTRY	LOC6495872|XP_001959759.1|DANA
OG0002397	LOC120772045|XP_039956352.1|BTRY	LOC6497377|XP_001962209.1|DANA
OG0002398	LOC120775389|XP_039961483.1|BTRY	LOC6501934|XP_001966719.1|DANA
OG0002399	LOC120772107|XP_039956452.1|BTRY	LOC6493909|XP_001961345.2|DANA
OG0002400	LOC120771689|XP_039955756.1|BTRY	LOC6495973|XP_001959955.2|DANA
OG0002401	LOC120779601|XP_039967880.1|BTRY	LOC6505486|XP_032311767.1|DANA
OG0002402	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY	LOC6498955|XP_001955611.1|DANA
OG0002403	LOC120777028|XP_039964077.1|BTRY	LOC6498956|XP_032312351.1|DANA
OG0002404	LOC120772978|XP_039957828.1|BTRY	LOC6500470|XP_001953284.1|DANA
OG0002405	LOC120782476|XP_039970704.1|BTRY	LOC6500495|XP_001953343.1|DANA
OG0002406	LOC120777421|XP_039964656.1|BTRY	LOC6493084|XP_001957011.1|DANA
OG0002408	LOC120766956|XP_039948679.1|BTRY	LOC6500488|XP_001953331.1|DANA
OG0002409	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY	LOC6507234|XP_032309990.1|DANA
OG0002410	LOC120782394|XP_039970571.1|BTRY	LOC6500142|XP_001953143.1|DANA
OG0002411	LOC120772673|XP_039957348.1|BTRY	LOC6501210|XP_001954770.1|DANA
OG0002412	LOC120780948|XP_039969112.1|BTRY	LOC26514071|XP_014765568.1|DANA
OG0002413	LOC120774104|XP_039959394.1|BTRY	LOC6504110|XP_001964199.1|DANA
OG0002414	LOC120777597|XP_039964967.1|BTRY	LOC6507083|XP_001956700.1|DANA
OG0002415	LOC120773409|XP_039958220.1|BTRY	LOC6500025|XP_001953374.2|DANA
OG0002416	LOC120779494|XP_039967713.1|BTRY	LOC6504367|XP_014759443.1|DANA
OG0002417	LOC120769366|XP_039952261.1|BTRY	LOC6497682|XP_001961580.1|DANA
OG0002418	LOC120780296|XP_039968522.1|BTRY	LOC6505769|XP_001964347.3|DANA
OG0002419	LOC120775375|XP_039961471.1|BTRY	LOC6502216|XP_001966013.1|DANA
OG0002420	LOC120777824|XP_039965294.1|BTRY	LOC6493401|XP_001957674.1|DANA
OG0002421	LOC120766324|XP_039947682.1|BTRY	LOC6503409|XP_001967485.3|DANA
OG0002422	LOC120782707|XP_039971057.1|BTRY	LOC6500589|XP_001953528.1|DANA
OG0002423	LOC120776760|XP_039963655.1|BTRY	LOC6507870|XP_032309869.1|DANA
OG0002424	LOC120776735|XP_039963597.1|BTRY	LOC6501811|XP_001967404.1|DANA
OG0002425	LOC120774039|XP_039959273.1|BTRY	LOC6504583|XP_001966583.1|DANA
OG0002426	LOC120777657|XP_039965044.1|BTRY	LOC6492958|XP_001956748.1|DANA
OG0002427	LOC120779682|XP_039967974.1|BTRY	LOC6501808|XP_001967400.1|DANA
OG0002428	LOC120775449|XP_039961568.1|BTRY	LOC6503126|XP_001963471.3|DANA
OG0002429	LOC120779062|XP_039967129.1|BTRY	LOC6493115|XP_032310335.1|DANA
OG0002430	LOC120771257|XP_039955108.1|BTRY	LOC6495554|XP_001959092.1|DANA
OG0002431	LOC120770134|XP_039953251.1|BTRY	LOC6495193|XP_001958882.1|DANA
OG0002432	LOC120775497|XP_039961638.1|BTRY	LOC6503547|XP_001964180.1|DANA
OG0002433	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY	LOC6498845|XP_001955812.1|DANA
OG0002434	LOC120782031|XP_039970121.1|BTRY	LOC6498978|XP_001955574.1|DANA
OG0002435	LOC120773655|XP_039958601.1|BTRY	LOC6502312|XP_032309399.1|DANA
OG0002436	LOC120771066|XP_039954806.1|BTRY	LOC6505766|XP_001964341.1|DANA, LOC6496560|XP_001961149.1|DANA
OG0002437	LOC120770736|XP_039954258.1|BTRY	LOC6496544|XP_001961113.1|DANA
OG0002438	LOC120772843|XP_039957589.1|BTRY	LOC6502232|XP_001966030.1|DANA
OG0002439	LOC120769154|XP_039951970.1|BTRY	LOC6498219|XP_001962326.1|DANA
OG0002440	LOC120777611|XP_039964994.1|BTRY	LOC6507207|XP_001956476.1|DANA
OG0002441	LOC120781985|XP_039970089.1|BTRY	LOC6494352|XP_001960484.1|DANA
OG0002442	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY	LOC6494509|XP_001960201.1|DANA
OG0002443	LOC120770424|XP_039953807.1|BTRY	LOC6493945|XP_032311500.1|DANA
OG0002444	LOC120771392|XP_039955292.1|BTRY	LOC6494514|XP_001960195.1|DANA
OG0002445	LOC120771921|XP_039956145.1|BTRY	LOC6494025|XP_001961128.2|DANA
OG0002446	LOC120771129|XP_039954919.1|BTRY	LOC6494204|XP_001960754.3|DANA
OG0002447	LOC120777891|XP_039965388.1|BTRY	LOC6506219|XP_001958323.2|DANA
OG0002448	LOC120768487|XP_039951137.1|BTRY	LOC6496103|XP_001960231.1|DANA
OG0002449	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY	LOC6494281|XP_001960610.1|DANA
OG0002450	LOC120777182|XP_039964280.1|BTRY	LOC6500228|XP_001952985.1|DANA
OG0002451	LOC120770096|XP_039953188.1|BTRY	LOC6495239|XP_001958783.1|DANA
OG0002452	LOC120771019|XP_039954728.1|BTRY	LOC6494747|XP_001959744.2|DANA
OG0002453	LOC120771706|XP_039955774.1|BTRY	LOC6494746|XP_001959745.1|DANA
OG0002454	LOC120777671|XP_039965064.1|BTRY	LOC6507409|XP_032309636.1|DANA
OG0002455	LOC120777669|XP_039965061.1|BTRY	LOC6507650|XP_001956073.1|DANA
OG0002456	LOC120772805|XP_039957521.1|BTRY	LOC6494171|XP_032306665.1|DANA
OG0002457	LOC120781234|XP_039969306.1|BTRY	LOC6496029|XP_014763604.1|DANA
OG0002458	LOC120779032|XP_039967088.1|BTRY	LOC6506122|XP_001958506.2|DANA
OG0002459	LOC120770448|XP_039953858.1|BTRY	LOC6496535|XP_001961092.1|DANA
OG0002460	LOC120771644|XP_039955689.1|BTRY	LOC6496308|XP_001960666.1|DANA
OG0002461	LOC120772043|XP_039956349.1|BTRY	LOC6496269|XP_001960577.1|DANA
OG0002462	LOC120772889|XP_039957674.1|BTRY	LOC6494440|XP_032305953.1|DANA
OG0002463	LOC120771625|XP_039955649.1|BTRY	LOC6494896|XP_001959472.1|DANA
OG0002464	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY	LOC6494507|XP_001960204.1|DANA
OG0002465	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY	LOC6493907|XP_001961349.1|DANA
OG0002466	LOC120772969|XP_039957810.1|BTRY	LOC6505482|XP_014759913.1|DANA
OG0002467	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY	LOC6493332|XP_001957538.1|DANA
OG0002468	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY	LOC6506667|XP_001957447.3|DANA
OG0002469	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY	LOC6500973|XP_001954279.1|DANA
OG0002470	LOC120770392|XP_039953756.1|BTRY	LOC6495071|XP_001959129.1|DANA
OG0002471	LOC120772957|XP_039957795.1|BTRY	LOC6495313|XP_001958646.1|DANA
OG0002472	LOC120772377|XP_039956895.1|BTRY	LOC6495684|XP_032305987.1|DANA
OG0002473	LOC120772947|XP_039957784.1|BTRY	LOC6494323|XP_001960533.1|DANA
OG0002474	LOC120779129|XP_039967267.1|BTRY	LOC6506719|XP_032309548.1|DANA
OG0002475	LOC120782329|XP_039970489.1|BTRY	LOC6498988|XP_001955553.1|DANA
OG0002476	LOC120772437|XP_039956988.1|BTRY	LOC6494764|XP_001959719.1|DANA
OG0002477	LOC120772891|XP_039957695.1|BTRY	LOC6494608|XP_001960018.1|DANA
OG0002478	LOC120771501|XP_039955488.1|BTRY	LOC6494446|XP_001960305.3|DANA
OG0002479	LOC120772626|XP_039957276.1|BTRY	LOC6494886|XP_001959489.1|DANA
OG0002480	LOC120771008|XP_039954707.1|BTRY	LOC6497632|XP_014760118.1|DANA
OG0002481	LOC120775556|XP_039961716.1|BTRY	LOC6503886|XP_001963783.1|DANA
OG0002482	LOC120772446|XP_039957000.1|BTRY	LOC26515203|XP_014764103.1|DANA
OG0002483	LOC120772494|XP_039957075.1|BTRY	LOC6494917|XP_001959426.1|DANA
OG0002484	LOC120772191|XP_039956591.1|BTRY	LOC6494643|XP_001959960.1|DANA
OG0002485	LOC120771032|XP_039954749.1|BTRY	LOC6495416|XP_001958799.1|DANA
OG0002486	LOC120776531|XP_039963198.1|BTRY	LOC116655408|XP_032309160.1|DANA, LOC116655409|XP_032309161.1|DANA, LOC6502341|XP_001967696.1|DANA, LOC6507841|XP_001956454.2|DANA
OG0002487	LOC120769616|XP_039952650.1|BTRY	LOC26515215|XP_014759560.1|DANA
OG0002488	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY	LOC6496127|XP_001960285.1|DANA
OG0002489	LOC120776802|XP_039963730.1|BTRY	LOC6493642|XP_032310609.1|DANA
OG0002490	LOC120772999|XP_039957845.1|BTRY	LOC6494612|XP_001960015.1|DANA
OG0002491	LOC120776601|XP_039963319.1|BTRY	LOC6493564|XP_032310817.1|DANA
OG0002492	LOC120772808|XP_039957532.1|BTRY	LOC6495501|XP_001958985.1|DANA
OG0002493	LOC120774414|XP_039959974.1|BTRY	LOC6495415|XP_001958792.3|DANA
OG0002494	LOC120782638|XP_039970940.1|BTRY	LOC6501255|XP_001954861.1|DANA
OG0002495	LOC120771466|XP_039955411.1|BTRY	LOC6495164|XP_001958930.1|DANA
OG0002496	LOC120779431|XP_039967601.1|BTRY	LOC6499592|XP_001954335.1|DANA
OG0002497	LOC120778318|XP_039966047.1|BTRY	LOC6493179|XP_001957209.1|DANA
OG0002498	LOC120777732|XP_039965156.1|BTRY	LOC6493152|XP_001957158.1|DANA
OG0002499	LOC120777009|XP_039964044.1|BTRY	LOC6506707|XP_001957388.1|DANA
OG0002500	LOC120766723|XP_039948304.1|BTRY	LOC6505876|XP_001964532.1|DANA, LOC6505458|XP_001964917.2|DANA
OG0002501	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY	LOC6506188|XP_001965127.1|DANA
OG0002502	LOC120770066|XP_039953120.1|BTRY	LOC6502540|XP_001958770.3|DANA
OG0002503	LOC120777850|XP_039965319.1|BTRY	LOC116656216|XP_032311557.1|DANA
OG0002504	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY	LOC6506387|XP_001957967.1|DANA
OG0002508	LOC120776174|XP_039962721.1|BTRY	LOC6505065|XP_001965528.1|DANA
OG0002509	LOC120774089|XP_039959356.1|BTRY	LOC6494568|XP_001960090.1|DANA
OG0002510	LOC120775817|XP_039962105.1|BTRY	LOC6504830|XP_032309072.1|DANA
OG0002511	LOC120766976|XP_039948702.1|BTRY	LOC6500391|XP_032309052.1|DANA
OG0002512	LOC120779451|XP_039967636.1|BTRY	LOC6506064|XP_032311670.1|DANA
OG0002513	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY	LOC6505682|XP_032305551.1|DANA
OG0002514	LOC120774386|XP_039959930.1|BTRY	LOC6507075|XP_001956709.2|DANA
OG0002516	LOC120766939|XP_039948623.1|BTRY	LOC6501014|XP_001954376.1|DANA
OG0002517	LOC120775195|XP_039961184.1|BTRY	LOC6505254|XP_014760329.1|DANA
OG0002518	LOC120766202|XP_039947500.1|BTRY	LOC6502667|XP_001954129.2|DANA
OG0002519	LOC120771419|XP_039955335.1|BTRY	LOC6495825|XP_001959663.1|DANA
