Orthogroup	BTRY.longest_only	DBIA.longest_only
OG0002190	LOC120772217|XP_039956633.1|BTRY	LOC108026239|XP_016952563.1|DBIA
OG0002191	LOC120777624|XP_039965011.1|BTRY	LOC108028321|XP_016955543.1|DBIA
OG0002192	LOC120778176|XP_039965845.1|BTRY	LOC108028575|XP_016955969.1|DBIA
OG0002193	LOC120782496|XP_039970734.1|BTRY	LOC108031839|XP_016961078.1|DBIA
OG0002194	LOC120766641|XP_039948194.1|BTRY	LOC108024407|XP_016949809.1|DBIA
OG0002195	LOC120782513|XP_039970755.1|BTRY	LOC108026398|XP_016952810.1|DBIA
OG0002196	LOC120782698|XP_039971032.1|BTRY	LOC108031127|XP_016959830.1|DBIA
OG0002197	LOC120782519|XP_039970762.1|BTRY	LOC108030958|XP_016959650.1|DBIA
OG0002198	LOC120766982|XP_039948711.1|BTRY	LOC108027260|XP_016954111.1|DBIA
OG0002199	LOC120782742|XP_039971109.1|BTRY	LOC108031630|XP_016960724.1|DBIA
OG0002200	LOC120780430|XP_039968640.1|BTRY	LOC108025770|XP_016951856.1|DBIA
OG0002202	LOC120769735|XP_039952825.1|BTRY	LOC108031728|XP_016960889.1|DBIA
OG0002203	LOC120768318|XP_039950895.1|BTRY	LOC108024702|XP_016950272.1|DBIA
OG0002204	LOC120774250|XP_039959651.1|BTRY	LOC108026389|XP_016952800.1|DBIA
OG0002205	LOC120766979|XP_039948709.1|BTRY	LOC108023712|XP_016948835.1|DBIA
OG0002206	LOC120766255|XP_039947575.1|BTRY	LOC108031187|XP_016959895.1|DBIA
OG0002207	LOC120782703|XP_039971043.1|BTRY	LOC108024688|XP_016950253.1|DBIA
OG0002208	LOC120766200|XP_039947494.1|BTRY	LOC108024870|XP_016950503.1|DBIA
OG0002209	LOC120772440|XP_039956991.1|BTRY	LOC108023592|XP_016948685.1|DBIA
OG0002210	LOC120782766|XP_039971161.1|BTRY	LOC108027372|XP_016954286.1|DBIA
OG0002211	LOC120772181|XP_039956567.1|BTRY	LOC108031916|XP_016961175.1|DBIA
OG0002212	LOC120766260|XP_039947580.1|BTRY	LOC108031977|XP_016961260.1|DBIA
OG0002213	LOC120771487|XP_039955464.1|BTRY	LOC108027441|XP_016954379.1|DBIA
OG0002215	LOC120773612|XP_039958583.1|BTRY	LOC108031383|XP_016960231.1|DBIA
OG0002216	LOC120771455|XP_039955400.1|BTRY	LOC108026376|XP_016952786.1|DBIA
OG0002217	LOC120782590|XP_039970875.1|BTRY	LOC108024808|XP_016950419.1|DBIA
OG0002218	LOC120773744|XP_039958739.1|BTRY	LOC108026620|XP_016953106.1|DBIA
OG0002219	LOC120782215|XP_039970309.1|BTRY	LOC108032044|XP_016961345.1|DBIA
OG0002220	LOC120778357|XP_039966078.1|BTRY	LOC108030971|XP_016959659.1|DBIA
OG0002221	LOC120777064|XP_039964122.1|BTRY, LOC120777060|XP_039964107.1|BTRY	LOC108035386|XP_016966482.1|DBIA
OG0002222	LOC120770939|XP_039954583.1|BTRY	LOC108022738|XP_016947317.1|DBIA
OG0002224	LOC120781272|XP_039969397.1|BTRY	LOC108030034|XP_016958083.1|DBIA
OG0002225	LOC120778238|XP_039965929.1|BTRY	LOC108028666|XP_016956087.1|DBIA
OG0002226	LOC120770385|XP_039953740.1|BTRY	LOC108030057|XP_016958130.1|DBIA
OG0002227	LOC120771486|XP_039955458.1|BTRY	LOC108022543|XP_016947010.1|DBIA
OG0002228	LOC120771656|XP_039955705.1|BTRY	LOC108029709|XP_016957673.1|DBIA
OG0002229	LOC120773050|XP_039957915.1|BTRY	LOC108022551|XP_016947028.1|DBIA
OG0002230	LOC120770234|XP_039953455.1|BTRY	LOC108029635|XP_016957523.1|DBIA
OG0002231	LOC120771227|XP_039955072.1|BTRY	LOC108030256|XP_016958565.1|DBIA
OG0002232	LOC120781262|XP_039969351.1|BTRY, LOC120781261|XP_039969349.1|BTRY, LOC120781255|XP_039969340.1|BTRY	LOC108022735|XP_016947313.1|DBIA
OG0002233	LOC120778278|XP_039965998.1|BTRY	LOC108030689|XP_016959212.1|DBIA
OG0002234	LOC120772414|XP_039956947.1|BTRY	LOC108022163|XP_016946496.1|DBIA
OG0002235	LOC120772533|XP_039957135.1|BTRY	LOC108026632|XP_016953139.1|DBIA
OG0002236	LOC120771370|XP_039955263.1|BTRY	LOC108026688|XP_016953265.1|DBIA
OG0002237	LOC120771521|XP_039955513.1|BTRY	LOC108026650|XP_016953176.1|DBIA
OG0002238	LOC120769974|XP_039952978.1|BTRY	LOC108030221|XP_016958487.1|DBIA
OG0002239	LOC120770376|XP_039953727.1|BTRY	LOC108029733|XP_016957709.1|DBIA
OG0002240	LOC120772781|XP_039957493.1|BTRY	LOC108026702|XP_016953284.1|DBIA
OG0002241	LOC120778384|XP_039966105.1|BTRY	LOC108035287|XP_016966343.1|DBIA
OG0002242	LOC120776862|XP_039963842.1|BTRY	LOC108035256|XP_016966291.1|DBIA
OG0002243	LOC120768263|XP_039950794.1|BTRY	LOC108031643|XP_016960763.1|DBIA
OG0002244	LOC120777793|XP_039965258.1|BTRY	LOC108028313|XP_016955525.1|DBIA
OG0002245	LOC120777233|XP_039964349.1|BTRY	LOC108035055|XP_016965924.1|DBIA
OG0002246	LOC120771006|XP_039954701.1|BTRY	LOC108030324|XP_016958670.1|DBIA
OG0002247	LOC120778552|XP_039966337.1|BTRY	LOC108026897|XP_016953595.1|DBIA
OG0002248	LOC120778173|XP_039965843.1|BTRY, LOC120778810|XP_039966747.1|BTRY	LOC108035357|XP_016966442.1|DBIA
OG0002249	LOC120777043|XP_039964088.1|BTRY	LOC108034754|XP_016965192.1|DBIA
OG0002250	LOC120772826|XP_039957567.1|BTRY	LOC108022882|XP_016947568.1|DBIA
OG0002251	LOC120772890|XP_039957694.1|BTRY	LOC108023070|XP_016947806.1|DBIA
OG0002252	LOC120772168|XP_039956542.1|BTRY	LOC108022983|XP_016947698.1|DBIA
OG0002253	LOC120770911|XP_039954522.1|BTRY	LOC108022755|XP_016947342.1|DBIA
OG0002254	LOC120766760|XP_039948372.1|BTRY	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC120775528|XP_039961683.1|BTRY	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC120773042|XP_039957905.1|BTRY	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC120771877|XP_039956066.1|BTRY	LOC108022698|XP_016947261.1|DBIA
OG0002258	LOC120778840|XP_039966797.1|BTRY, LOC120777948|XP_039965494.1|BTRY	LOC108028518|XP_016955890.1|DBIA
OG0002259	LOC120773946|XP_039959096.1|BTRY	LOC108025803|XP_016951936.1|DBIA
OG0002260	LOC120778607|XP_039966417.1|BTRY	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC120777953|XP_039965500.1|BTRY	LOC108030802|XP_016959376.1|DBIA
OG0002262	LOC120780102|XP_039968319.1|BTRY	LOC108036476|XP_016968146.1|DBIA
OG0002263	LOC120777692|XP_039965099.1|BTRY	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC120770936|XP_039954578.1|BTRY	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC120778554|XP_039966339.1|BTRY	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC120778689|XP_039966568.1|BTRY	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC120776839|XP_039963799.1|BTRY	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC120777703|XP_039965117.1|BTRY	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC120771964|XP_039956233.1|BTRY	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC120771342|XP_039955222.1|BTRY	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC120777520|XP_039964823.1|BTRY	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC120776838|XP_039963798.1|BTRY	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC120779177|XP_039967349.1|BTRY	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC120779182|XP_039967360.1|BTRY	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC120777698|XP_039965106.1|BTRY	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC120776330|XP_039962794.1|BTRY	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC120776334|XP_039962802.1|BTRY	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC120776981|XP_039964014.1|BTRY, LOC120782013|XP_039970106.1|BTRY	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC120776414|XP_039962977.1|BTRY	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC120776635|XP_039963387.1|BTRY	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC120778106|XP_039965742.1|BTRY	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC120778021|XP_039965626.1|BTRY	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC120772928|XP_039957762.1|BTRY	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC120772674|XP_039957345.1|BTRY	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC120777223|XP_039964337.1|BTRY	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC120776729|XP_039963588.1|BTRY	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC120771279|XP_039955139.1|BTRY	LOC108036564|XP_016968301.1|DBIA
OG0002288	LOC120778775|XP_039966690.1|BTRY	LOC108029736|XP_016957715.1|DBIA
OG0002289	LOC120778582|XP_039966383.1|BTRY	LOC108034882|XP_016965579.1|DBIA
OG0002290	LOC120782139|XP_039970212.1|BTRY	LOC108022489|XP_016946971.1|DBIA
OG0002291	LOC120772918|XP_039957752.1|BTRY, LOC120771641|XP_039955675.1|BTRY	LOC108030129|XP_016958327.1|DBIA
OG0002292	LOC120770846|XP_039954380.1|BTRY	LOC108030207|XP_016958453.1|DBIA
OG0002293	LOC120771024|XP_039954734.1|BTRY	LOC108032781|XP_016962276.1|DBIA
OG0002294	LOC120771017|XP_039954726.1|BTRY	LOC108032002|XP_016961287.1|DBIA
OG0002295	LOC120768116|XP_039950598.1|BTRY	LOC108033695|XP_016963683.1|DBIA
OG0002297	LOC120769798|XP_039952923.1|BTRY	LOC108031415|XP_016960304.1|DBIA
OG0002298	LOC120771231|XP_039955077.1|BTRY	LOC108026529|XP_016952966.1|DBIA
OG0002299	LOC120774431|XP_039960003.1|BTRY	LOC108022229|XP_016946576.1|DBIA
OG0002300	LOC120768260|XP_039950788.1|BTRY	LOC108034325|XP_016964686.1|DBIA
OG0002301	LOC120768854|XP_039951544.1|BTRY	LOC108033974|XP_016964178.1|DBIA
OG0002302	LOC120768013|XP_039950383.1|BTRY	LOC108033761|XP_016963823.1|DBIA
OG0002303	LOC120775941|XP_039962285.1|BTRY	LOC108032156|XP_016961494.1|DBIA
OG0002304	LOC120768600|XP_039951296.1|BTRY	LOC108029171|XP_016956805.1|DBIA
OG0002305	LOC120777269|XP_039964407.1|BTRY	LOC108028581|XP_016955978.1|DBIA
OG0002306	LOC120781484|XP_039969636.1|BTRY	LOC108036114|XP_016967578.1|DBIA
OG0002307	LOC120767389|XP_039949335.1|BTRY	LOC108032575|XP_016961963.1|DBIA
OG0002308	LOC120781412|XP_039969558.1|BTRY	LOC108022273|XP_016946624.1|DBIA, LOC108032632|XP_016962062.1|DBIA
OG0002309	LOC120768145|XP_039950638.1|BTRY	LOC108029080|XP_016956654.1|DBIA
OG0002310	LOC120769727|XP_039952808.1|BTRY	LOC108034171|XP_016964469.1|DBIA
OG0002311	LOC120769706|XP_039952774.1|BTRY	LOC108032368|XP_016961670.1|DBIA
OG0002312	LOC120769816|XP_039952957.1|BTRY	LOC108032784|XP_016962274.1|DBIA
OG0002314	LOC120772175|XP_039956556.1|BTRY	LOC108029416|XP_016957141.1|DBIA
OG0002315	LOC120772590|XP_039957232.1|BTRY	LOC108030435|XP_016958810.1|DBIA
OG0002316	LOC120771015|XP_039954724.1|BTRY	LOC108033377|XP_016963185.1|DBIA
OG0002317	LOC120778631|XP_039966460.1|BTRY	LOC108035250|XP_016966275.1|DBIA
OG0002318	LOC120768376|XP_039950976.1|BTRY	LOC108034073|XP_016964321.1|DBIA
OG0002319	LOC120769267|XP_039952107.1|BTRY	LOC108032804|XP_016962300.1|DBIA
OG0002320	LOC120772300|XP_039956743.1|BTRY	LOC108022591|XP_016947107.1|DBIA
OG0002321	LOC120769152|XP_039951965.1|BTRY	LOC108023088|XP_016947832.1|DBIA
OG0002322	LOC120769349|XP_039952246.1|BTRY	LOC108034199|XP_016964518.1|DBIA
OG0002323	LOC120767299|XP_039949119.1|BTRY	LOC108034229|XP_016964564.1|DBIA
OG0002324	LOC120778954|XP_039966959.1|BTRY	LOC108030801|XP_016959373.1|DBIA
OG0002325	LOC120777126|XP_039964204.1|BTRY	LOC108028529|XP_016955910.1|DBIA
OG0002326	LOC120777602|XP_039964974.1|BTRY	LOC108028651|XP_016956064.1|DBIA
OG0002327	LOC120777338|XP_039964517.1|BTRY	LOC108024745|XP_016950334.1|DBIA
OG0002328	LOC120769220|XP_039952050.1|BTRY	LOC108032793|XP_016962286.1|DBIA
OG0002329	LOC120769131|XP_039951932.1|BTRY	LOC108027926|XP_016955039.1|DBIA
OG0002330	LOC120768641|XP_039951345.1|BTRY	LOC108027913|XP_016955023.1|DBIA
OG0002331	LOC120774109|XP_039959402.1|BTRY	LOC108035772|XP_016966967.1|DBIA
OG0002332	LOC120780112|XP_039968329.1|BTRY	LOC108027496|XP_016954432.1|DBIA, LOC108035554|XP_016966712.1|DBIA
OG0002333	LOC120771097|XP_039954864.1|BTRY	LOC108022607|XP_016947132.1|DBIA
OG0002334	LOC120769117|XP_039951911.1|BTRY	LOC108034141|XP_016964424.1|DBIA
OG0002335	LOC120772571|XP_039957196.1|BTRY	LOC108029708|XP_016957671.1|DBIA
OG0002336	LOC120777770|XP_039965217.1|BTRY	LOC108035916|XP_016967179.1|DBIA
OG0002337	LOC120772471|XP_039957043.1|BTRY	LOC108036330|XP_016967851.1|DBIA
OG0002338	LOC120768639|XP_039951339.1|BTRY	LOC108034180|XP_016964486.1|DBIA
OG0002339	LOC120768163|XP_039950658.1|BTRY	LOC108027830|XP_016954904.1|DBIA
OG0002340	LOC120767919|XP_039950212.1|BTRY	LOC108033967|XP_016964165.1|DBIA
OG0002341	LOC120770028|XP_039953073.1|BTRY	LOC108022165|XP_016946498.1|DBIA
OG0002342	LOC120768577|XP_039951263.1|BTRY	LOC108029107|XP_016956707.1|DBIA
OG0002343	LOC120767462|XP_039949479.1|BTRY	LOC108029043|XP_016956583.1|DBIA
OG0002344	LOC120767687|XP_039949812.1|BTRY	LOC108028907|XP_016956417.1|DBIA, LOC108023835|XP_016948968.1|DBIA
OG0002345	LOC120771052|XP_039954789.1|BTRY	LOC108029520|XP_016957308.1|DBIA
OG0002346	LOC120768222|XP_039950733.1|BTRY	LOC108034074|XP_016964323.1|DBIA
OG0002347	LOC120771155|XP_039954965.1|BTRY	LOC108030291|XP_016958611.1|DBIA
OG0002348	LOC120769723|XP_039952799.1|BTRY	LOC108036101|XP_016967555.1|DBIA
OG0002349	LOC120772314|XP_039956765.1|BTRY	LOC108029523|XP_016957312.1|DBIA
OG0002350	LOC120771050|XP_039954787.1|BTRY	LOC108029518|XP_016957305.1|DBIA
OG0002351	LOC120772212|XP_039956626.1|BTRY	LOC108023113|XP_016947868.1|DBIA
OG0002352	LOC120772550|XP_039957168.1|BTRY	LOC108030262|XP_016958574.1|DBIA
OG0002353	LOC120768963|XP_039951691.1|BTRY	LOC108031771|XP_016960971.1|DBIA
OG0002354	LOC120767827|XP_039950049.1|BTRY	LOC108036795|XP_016968631.1|DBIA
OG0002355	LOC120768404|XP_039951013.1|BTRY	LOC108026994|XP_016953680.1|DBIA
OG0002356	LOC120769561|XP_039952547.1|BTRY	LOC108034517|XP_016964933.1|DBIA
OG0002357	LOC120771208|XP_039955048.1|BTRY	LOC108024539|XP_016949996.1|DBIA
OG0002358	LOC120778549|XP_039966336.1|BTRY	LOC108034499|XP_016964898.1|DBIA
OG0002359	LOC120773616|XP_039958549.1|BTRY	LOC108025857|XP_016952013.1|DBIA
OG0002360	LOC120781380|XP_039969520.1|BTRY	LOC108033774|XP_016963861.1|DBIA
OG0002361	LOC120779084|XP_039967168.1|BTRY	LOC108028831|XP_016956308.1|DBIA
OG0002362	LOC120767544|XP_039949584.1|BTRY	LOC108033640|XP_016963548.1|DBIA
OG0002363	LOC120769728|XP_039952809.1|BTRY	LOC108034169|XP_016964465.1|DBIA
OG0002364	LOC120781486|XP_039969642.1|BTRY	LOC108033687|XP_016963645.1|DBIA
OG0002365	LOC120781450|XP_039969599.1|BTRY	LOC108034221|XP_016964552.1|DBIA
OG0002366	LOC120768482|XP_039951130.1|BTRY	LOC108027829|XP_016954902.1|DBIA
OG0002367	LOC120768394|XP_039951000.1|BTRY	LOC108036111|XP_016967576.1|DBIA
OG0002368	LOC120769200|XP_039952029.1|BTRY	LOC108024075|XP_016949335.1|DBIA
OG0002369	LOC120767924|XP_039950217.1|BTRY	LOC108024006|XP_016949237.1|DBIA
OG0002370	LOC120768100|XP_039950577.1|BTRY	LOC108033398|XP_016963206.1|DBIA
OG0002371	LOC120767929|XP_039950224.1|BTRY	LOC108033800|XP_016963898.1|DBIA
OG0002372	LOC120767678|XP_039949787.1|BTRY	LOC108029074|XP_016956643.1|DBIA
OG0002373	LOC120767790|XP_039949987.1|BTRY	LOC108034343|XP_016964719.1|DBIA
OG0002374	LOC120777442|XP_039964728.1|BTRY, LOC120777360|XP_039964606.1|BTRY, LOC120777206|XP_039964354.1|BTRY, LOC120774062|XP_039959305.1|BTRY	LOC108026467|XP_016952897.1|DBIA
OG0002375	LOC120782127|XP_039970202.1|BTRY	LOC108027223|XP_016954040.1|DBIA
OG0002376	LOC120767809|XP_039950021.1|BTRY	LOC108033775|XP_016963862.1|DBIA
OG0002377	LOC120766959|XP_039948683.1|BTRY	LOC108023822|XP_016948959.1|DBIA
OG0002378	LOC120778503|XP_039966266.1|BTRY	LOC108028825|XP_016956300.1|DBIA
OG0002379	LOC120767333|XP_039949210.1|BTRY	LOC108035062|XP_016965943.1|DBIA
OG0002380	LOC120774049|XP_039959285.1|BTRY	LOC108033001|XP_016962615.1|DBIA
OG0002381	LOC120772596|XP_039957243.1|BTRY, LOC120772619|XP_039957268.1|BTRY	LOC108036227|XP_016967727.1|DBIA
OG0002382	LOC120774097|XP_039959379.1|BTRY	LOC108024186|XP_016949515.1|DBIA
OG0002383	LOC120778327|XP_039966057.1|BTRY, LOC120777564|XP_039964894.1|BTRY	LOC108035447|XP_016966571.1|DBIA
OG0002384	LOC120775472|XP_039961602.1|BTRY	LOC108023494|XP_016948511.1|DBIA
OG0002385	LOC120779902|XP_039968184.1|BTRY	LOC108035997|XP_016967365.1|DBIA
OG0002387	LOC120782202|XP_039970284.1|BTRY	LOC108031206|XP_016959922.1|DBIA
OG0002388	LOC120775028|XP_039960923.1|BTRY	LOC108031687|XP_016960821.1|DBIA
OG0002389	LOC120766629|XP_039948179.1|BTRY	LOC108024679|XP_016950238.1|DBIA
OG0002390	LOC120779581|XP_039967858.1|BTRY	LOC108034263|XP_016964610.1|DBIA
OG0002391	LOC120771582|XP_039955588.1|BTRY	LOC108022651|XP_016947197.1|DBIA
OG0002392	LOC120776705|XP_039963535.1|BTRY	LOC108035513|XP_016966665.1|DBIA
OG0002393	LOC120777764|XP_039965202.1|BTRY	LOC108035426|XP_016966546.1|DBIA
OG0002394	LOC120775635|XP_039961827.1|BTRY	LOC108026138|XP_016952351.1|DBIA
OG0002395	LOC120782288|XP_039970426.1|BTRY	LOC108024715|XP_016950296.1|DBIA
OG0002396	LOC120770500|XP_039953958.1|BTRY	LOC108026683|XP_016953259.1|DBIA
OG0002397	LOC120772045|XP_039956352.1|BTRY	LOC108036813|XP_016968652.1|DBIA
OG0002398	LOC120775389|XP_039961483.1|BTRY	LOC108023191|XP_016947929.1|DBIA
OG0002399	LOC120772107|XP_039956452.1|BTRY	LOC108035480|XP_016966623.1|DBIA
OG0002400	LOC120771689|XP_039955756.1|BTRY	LOC108023098|XP_016947848.1|DBIA
OG0002401	LOC120779601|XP_039967880.1|BTRY	LOC108024896|XP_016950529.1|DBIA
OG0002402	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY	LOC108024732|XP_016950318.1|DBIA
OG0002403	LOC120777028|XP_039964077.1|BTRY	LOC108024850|XP_016950479.1|DBIA
OG0002404	LOC120772978|XP_039957828.1|BTRY	LOC108024955|XP_016950677.1|DBIA
OG0002405	LOC120782476|XP_039970704.1|BTRY	LOC108023820|XP_016948956.1|DBIA
OG0002406	LOC120777421|XP_039964656.1|BTRY	LOC108035469|XP_016966606.1|DBIA
OG0002408	LOC120766956|XP_039948679.1|BTRY	LOC108023811|XP_016948944.1|DBIA
OG0002409	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY	LOC108034579|XP_016965001.1|DBIA
OG0002410	LOC120782394|XP_039970571.1|BTRY	LOC108031914|XP_016961171.1|DBIA
OG0002411	LOC120772673|XP_039957348.1|BTRY	LOC108032115|XP_016961436.1|DBIA
OG0002412	LOC120780948|XP_039969112.1|BTRY	LOC108032028|XP_016961330.1|DBIA
OG0002413	LOC120774104|XP_039959394.1|BTRY	LOC108023713|XP_016948832.1|DBIA
OG0002414	LOC120777597|XP_039964967.1|BTRY	LOC108029619|XP_016957498.1|DBIA
OG0002415	LOC120773409|XP_039958220.1|BTRY	LOC108031654|XP_016960777.1|DBIA
OG0002416	LOC120779494|XP_039967713.1|BTRY	LOC108036009|XP_016967405.1|DBIA
OG0002417	LOC120769366|XP_039952261.1|BTRY	LOC108036857|XP_016968719.1|DBIA
OG0002418	LOC120780296|XP_039968522.1|BTRY	LOC108026830|XP_016953494.1|DBIA
OG0002419	LOC120775375|XP_039961471.1|BTRY	LOC108021967|XP_016946292.1|DBIA
OG0002420	LOC120777824|XP_039965294.1|BTRY	LOC108035182|XP_016966142.1|DBIA
OG0002421	LOC120766324|XP_039947682.1|BTRY	LOC108026073|XP_016952261.1|DBIA
OG0002422	LOC120782707|XP_039971057.1|BTRY	LOC108031718|XP_016960876.1|DBIA
OG0002423	LOC120776760|XP_039963655.1|BTRY	LOC108028589|XP_016955991.1|DBIA
OG0002424	LOC120776735|XP_039963597.1|BTRY	LOC108032880|XP_016962392.1|DBIA, LOC108024916|XP_016950604.1|DBIA
OG0002425	LOC120774039|XP_039959273.1|BTRY	LOC108033107|XP_016962796.1|DBIA
OG0002426	LOC120777657|XP_039965044.1|BTRY	LOC108028950|XP_016956469.1|DBIA
OG0002427	LOC120779682|XP_039967974.1|BTRY	LOC108024905|XP_016950565.1|DBIA
OG0002428	LOC120775449|XP_039961568.1|BTRY	LOC108024157|XP_016949458.1|DBIA
OG0002429	LOC120779062|XP_039967129.1|BTRY	LOC108034847|XP_016965468.1|DBIA
OG0002430	LOC120771257|XP_039955108.1|BTRY	LOC108030331|XP_016958680.1|DBIA
OG0002431	LOC120770134|XP_039953251.1|BTRY	LOC108026869|XP_016953543.1|DBIA
OG0002432	LOC120775497|XP_039961638.1|BTRY	LOC108021979|XP_016946308.1|DBIA
OG0002433	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY	LOC108032219|XP_016961570.1|DBIA
OG0002434	LOC120782031|XP_039970121.1|BTRY	LOC108024675|XP_016950234.1|DBIA
OG0002435	LOC120773655|XP_039958601.1|BTRY	LOC108025723|XP_016951776.1|DBIA
OG0002436	LOC120771066|XP_039954806.1|BTRY	LOC108030193|XP_016958437.1|DBIA
OG0002437	LOC120770736|XP_039954258.1|BTRY	LOC108029617|XP_016957491.1|DBIA
OG0002438	LOC120772843|XP_039957589.1|BTRY	LOC108023435|XP_016948413.1|DBIA
OG0002439	LOC120769154|XP_039951970.1|BTRY	LOC108022547|XP_016947023.1|DBIA, LOC108024072|XP_016949331.1|DBIA
OG0002440	LOC120777611|XP_039964994.1|BTRY	LOC108028556|XP_016955949.1|DBIA
OG0002441	LOC120781985|XP_039970089.1|BTRY	LOC108036517|XP_016968212.1|DBIA
OG0002442	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY	LOC108022512|XP_016946970.1|DBIA
OG0002443	LOC120770424|XP_039953807.1|BTRY	LOC108036423|XP_016968039.1|DBIA
OG0002444	LOC120771392|XP_039955292.1|BTRY	LOC108036460|XP_016968117.1|DBIA
OG0002445	LOC120771921|XP_039956145.1|BTRY	LOC108029741|XP_016957720.1|DBIA
OG0002446	LOC120771129|XP_039954919.1|BTRY	LOC108022869|XP_016947536.1|DBIA
OG0002447	LOC120777891|XP_039965388.1|BTRY	LOC108035946|XP_016967232.1|DBIA
OG0002448	LOC120768487|XP_039951137.1|BTRY	LOC108023008|XP_016947730.1|DBIA
OG0002449	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY	LOC108036392|XP_016967990.1|DBIA
OG0002450	LOC120777182|XP_039964280.1|BTRY	LOC108031421|XP_016960310.1|DBIA
OG0002451	LOC120770096|XP_039953188.1|BTRY	LOC108029535|XP_016957333.1|DBIA
OG0002452	LOC120771019|XP_039954728.1|BTRY	LOC108026535|XP_016952971.1|DBIA
OG0002453	LOC120771706|XP_039955774.1|BTRY	LOC108026839|XP_016953504.1|DBIA
OG0002454	LOC120777671|XP_039965064.1|BTRY	LOC108030880|XP_016959529.1|DBIA
OG0002455	LOC120777669|XP_039965061.1|BTRY	LOC108030867|XP_016959507.1|DBIA
OG0002456	LOC120772805|XP_039957521.1|BTRY	LOC108023127|XP_016947885.1|DBIA
OG0002457	LOC120781234|XP_039969306.1|BTRY	LOC108030152|XP_016958364.1|DBIA
OG0002458	LOC120779032|XP_039967088.1|BTRY	LOC108021919|XP_016946235.1|DBIA, LOC108035851|XP_016967084.1|DBIA
OG0002459	LOC120770448|XP_039953858.1|BTRY	LOC108029466|XP_016957205.1|DBIA
OG0002460	LOC120771644|XP_039955689.1|BTRY	LOC108026558|XP_016952998.1|DBIA
OG0002461	LOC120772043|XP_039956349.1|BTRY	LOC108023074|XP_016947814.1|DBIA
OG0002462	LOC120772889|XP_039957674.1|BTRY	LOC108030165|XP_016958386.1|DBIA
OG0002463	LOC120771625|XP_039955649.1|BTRY	LOC108026651|XP_016953178.1|DBIA
OG0002464	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY	LOC108022693|XP_016947255.1|DBIA
OG0002465	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY	LOC108035491|XP_016966635.1|DBIA
OG0002466	LOC120772969|XP_039957810.1|BTRY	LOC108035841|XP_016967079.1|DBIA
OG0002467	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY	LOC108034484|XP_016964878.1|DBIA
OG0002468	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY	LOC108028728|XP_016956179.1|DBIA
OG0002469	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY	LOC108024979|XP_016950714.1|DBIA
OG0002470	LOC120770392|XP_039953756.1|BTRY	LOC108029613|XP_016957487.1|DBIA
OG0002471	LOC120772957|XP_039957795.1|BTRY	LOC108036645|XP_016968410.1|DBIA
OG0002472	LOC120772377|XP_039956895.1|BTRY	LOC108022789|XP_016947404.1|DBIA
