Orthogroup	BTRY.longest_only	DSIM.longest_only
OG0000645	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY	LOC27207888|XP_016023424.1|DSIM, LOC27207511|XP_016026170.1|DSIM
OG0000646	LOC120766994|XP_039948732.1|BTRY	LOC6729358|XP_002104674.1|DSIM, LOC6729963|XP_039150494.1|DSIM
OG0000647	LOC120775839|XP_039962142.1|BTRY	LOC6726923|XP_016033422.1|DSIM, LOC6725022|XP_016037974.1|DSIM
OG0000648	LOC120775350|XP_039961442.1|BTRY	LOC6726293|XP_002107254.1|DSIM
OG0000649	LOC120773891|XP_039958997.1|BTRY	LOC6740189|XP_002077070.2|DSIM
OG0000650	LOC120773802|XP_039958844.1|BTRY, LOC120773804|XP_039958847.1|BTRY	LOC6729339|XP_002104656.2|DSIM
OG0000650	LOC120778312|XP_039966039.1|BTRY	LOC6724700|XP_016037268.1|DSIM
OG0000651	LOC120777253|XP_039964383.1|BTRY	LOC6738417|XP_002085226.2|DSIM, LOC6736720|XP_016030335.1|DSIM
OG0000652	LOC120772025|XP_039956326.1|BTRY	LOC6739305|XP_002076214.1|DSIM, LOC27209005|XP_016038153.1|DSIM
OG0000653	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY	LOC6728366|XP_002103714.1|DSIM, LOC6726771|XP_016033255.1|DSIM
OG0000654	LOC120777165|XP_039964249.1|BTRY	LOC6738408|XP_016032244.1|DSIM
OG0000655	LOC120781232|XP_039969302.1|BTRY	LOC6734221|XP_016027265.1|DSIM, LOC6730521|XP_016022976.1|DSIM
OG0000656	LOC120767029|XP_039948809.1|BTRY	LOC6728447|XP_016035061.1|DSIM
OG0000656	LOC120774595|XP_039960261.1|BTRY	LOC27208714|XP_016035060.1|DSIM
OG0000657	LOC120768026|XP_039950434.1|BTRY	LOC6730879|XP_002078043.1|DSIM
OG0000658	LOC120775403|XP_039961500.1|BTRY	LOC6726228|XP_016039756.1|DSIM
OG0000659	LOC120782147|XP_039970218.1|BTRY	LOC6730797|XP_002077965.1|DSIM, LOC6732787|XP_016025500.1|DSIM
OG0000660	LOC120771061|XP_039954801.1|BTRY	LOC6739184|XP_016023229.1|DSIM
OG0000661	LOC120767720|XP_039949850.1|BTRY	LOC27206244|XP_016030737.1|DSIM, LOC6731004|XP_016023467.1|DSIM
OG0000662	LOC120777857|XP_039965335.1|BTRY	LOC6736668|XP_002083524.1|DSIM
OG0000662	LOC120777932|XP_039965448.1|BTRY	LOC27208006|XP_016034047.1|DSIM
OG0000663	LOC120781218|XP_039969275.1|BTRY	LOC6736154|XP_016029553.1|DSIM
OG0000664	LOC120776183|XP_039962735.1|BTRY	LOC6739975|XP_016038087.1|DSIM
OG0000665	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY	LOC6729566|XP_016036230.1|DSIM
OG0000665	LOC120766254|XP_039947574.1|BTRY	LOC6729567|XP_002104875.1|DSIM
OG0000666	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY	LOC6735358|XP_002082305.1|DSIM
OG0000666	LOC120775238|XP_039961251.1|BTRY	LOC27208266|XP_016038838.1|DSIM
OG0000667	LOC120766741|XP_039948341.1|BTRY	LOC6739958|XP_002076843.1|DSIM, LOC6728590|XP_002103931.1|DSIM
OG0000668	LOC120780330|XP_039968558.1|BTRY	LOC6739822|XP_002076714.1|DSIM
OG0000669	LOC120774304|XP_039959769.1|BTRY	LOC6726564|XP_002107518.2|DSIM
OG0000669	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY	LOC6726565|XP_002107519.1|DSIM
OG0000670	LOC120775920|XP_039962256.1|BTRY	LOC6731625|XP_016024307.1|DSIM, LOC6725106|XP_002106132.1|DSIM
OG0000671	LOC120782859|XP_039971325.1|BTRY	LOC27208816|XP_016025871.1|DSIM
OG0000671	LOC120779834|XP_039968135.1|BTRY	LOC6729923|XP_016036681.1|DSIM
OG0000672	LOC120778847|XP_039966808.1|BTRY	LOC6725743|XP_039152633.1|DSIM, LOC6740238|XP_002077119.2|DSIM
OG0000673	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY	LOC6725851|XP_039154027.1|DSIM, LOC6738127|XP_002084940.1|DSIM
OG0000675	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY	LOC27206867|XP_016024210.1|DSIM
OG0000677	LOC120774442|XP_039960017.1|BTRY	LOC27206657|XP_039152419.1|DSIM
OG0000678	LOC120780287|XP_039968489.1|BTRY	LOC6727764|XP_016034341.1|DSIM, LOC6730493|XP_002077674.1|DSIM
OG0000679	LOC120775899|XP_039962224.1|BTRY	LOC6725730|XP_016039005.1|DSIM
OG0000680	LOC120773876|XP_039958965.1|BTRY	LOC6726431|XP_016039991.1|DSIM
OG0000680	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY	LOC6726443|XP_016040004.1|DSIM
OG0000681	LOC120773430|XP_039958244.1|BTRY	LOC6728168|XP_016034776.1|DSIM, LOC6725845|XP_016039168.1|DSIM
OG0000683	LOC120766329|XP_039947691.1|BTRY	LOC6729354|XP_016035990.1|DSIM
OG0000684	LOC120782171|XP_039970241.1|BTRY	LOC6728418|XP_002103764.1|DSIM, LOC6729256|XP_002104576.1|DSIM
OG0000685	LOC120772951|XP_039957791.1|BTRY	LOC6727215|XP_002102607.1|DSIM
OG0000686	LOC120781242|XP_039969316.1|BTRY	LOC6733272|XP_002080335.1|DSIM
OG0000686	LOC120773579|XP_039958500.1|BTRY	LOC6726395|XP_039152885.1|DSIM
OG0000687	LOC120776960|XP_039963984.1|BTRY	LOC6735306|XP_002082266.1|DSIM, LOC6736483|XP_002083353.1|DSIM
OG0000688	LOC120772776|XP_039957486.1|BTRY	LOC6735017|XP_002081998.1|DSIM
OG0000689	LOC120770031|XP_039953075.1|BTRY	LOC6733810|XP_016026779.1|DSIM, LOC27209189|XP_016026781.1|DSIM
OG0000690	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY	LOC6740257|XP_016040162.1|DSIM
OG0000691	LOC120777191|XP_039964294.1|BTRY	LOC6731556|XP_002078697.1|DSIM, LOC6738604|XP_002085408.1|DSIM
OG0000692	LOC120779210|XP_039967421.1|BTRY	LOC6738316|XP_016032164.1|DSIM
OG0000692	LOC120778127|XP_039965765.1|BTRY	LOC6738317|XP_002085127.1|DSIM
OG0000693	LOC120771158|XP_039954971.1|BTRY	LOC6726290|XP_016039783.1|DSIM
OG0000693	LOC120782889|XP_039971371.1|BTRY	LOC6727375|XP_016033914.1|DSIM
OG0000694	LOC120774032|XP_039959264.1|BTRY	LOC6740066|XP_016038815.1|DSIM
OG0000695	LOC120767751|XP_039949899.1|BTRY	LOC6731185|XP_039148020.1|DSIM
OG0000695	LOC120781358|XP_039969503.1|BTRY	LOC6731190|XP_016023734.1|DSIM
OG0000696	LOC120768165|XP_039950663.1|BTRY	LOC6731427|XP_002078579.1|DSIM
OG0000697	LOC120781423|XP_039969578.1|BTRY	LOC6731164|XP_002078322.1|DSIM
OG0000698	LOC120768119|XP_039950603.1|BTRY	LOC6730923|XP_016023369.1|DSIM
OG0000698	LOC120769374|XP_039952275.1|BTRY	LOC27208493|XP_039152058.1|DSIM
OG0000699	LOC120768226|XP_039950738.1|BTRY	LOC6731322|XP_016023898.1|DSIM, LOC27208327|XP_016035823.1|DSIM
OG0000700	LOC120768126|XP_039950614.1|BTRY	LOC6730516|XP_039148418.1|DSIM, LOC6730750|XP_016023167.1|DSIM
OG0000701	LOC120771893|XP_039956097.1|BTRY	LOC6734308|XP_002081336.1|DSIM
OG0000701	LOC120776077|XP_039962480.1|BTRY	LOC6725953|XP_002106936.2|DSIM
OG0000702	LOC120781839|XP_039969995.1|BTRY	LOC6729656|XP_039151625.1|DSIM, LOC6729655|XP_016036306.1|DSIM
OG0000703	LOC120770853|XP_039954392.1|BTRY	LOC6734665|XP_016027854.1|DSIM
OG0000704	LOC120775825|XP_039962115.1|BTRY	LOC6739955|XP_039153241.1|DSIM
OG0000705	LOC120776363|XP_039962873.1|BTRY	LOC6736357|XP_002083233.1|DSIM, LOC6736356|XP_016029846.1|DSIM
OG0000706	LOC120773351|XP_039958105.1|BTRY	LOC6732667|XP_002079784.1|DSIM, LOC6725299|XP_016038338.2|DSIM
OG0000707	LOC120774249|XP_039959648.1|BTRY	LOC6735833|XP_002082743.1|DSIM, LOC6740162|XP_002077042.1|DSIM
OG0000708	LOC120773437|XP_039958254.1|BTRY	LOC6725140|XP_016038111.1|DSIM, LOC6725695|XP_039153353.1|DSIM
OG0000709	LOC120774189|XP_039959550.1|BTRY	LOC6730263|XP_016037035.1|DSIM, LOC6726140|XP_016039666.1|DSIM
OG0000710	LOC120772668|XP_039957337.1|BTRY	LOC6727098|XP_002102491.1|DSIM, LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM
OG0000711	LOC120774260|XP_039959660.1|BTRY	LOC27206289|XP_016031333.1|DSIM, LOC27207522|XP_016039895.1|DSIM
OG0000712	LOC120766277|XP_039947612.1|BTRY	LOC6727380|XP_016033917.1|DSIM, LOC6727379|XP_002102764.2|DSIM
OG0000713	LOC120771290|XP_039955155.1|BTRY	LOC6734643|XP_002081650.1|DSIM
OG0000714	LOC120776187|XP_039962745.1|BTRY	LOC6726246|XP_002107209.1|DSIM, LOC6736809|XP_002083665.1|DSIM
OG0000715	LOC120777705|XP_039965118.1|BTRY	LOC6738578|XP_002085383.2|DSIM
OG0000716	LOC120778741|XP_039966644.1|BTRY	LOC6725213|XP_002106236.2|DSIM, LOC6738094|XP_002084908.1|DSIM
OG0000717	LOC120776443|XP_039963034.1|BTRY	LOC6739130|XP_002085923.2|DSIM
OG0000718	LOC120779472|XP_039967675.1|BTRY	LOC6724717|XP_039152035.1|DSIM
OG0000719	LOC120778733|XP_039966631.1|BTRY	LOC6737483|XP_002084319.2|DSIM, LOC6737533|XP_002084368.1|DSIM
OG0000720	LOC120769277|XP_039952127.1|BTRY, LOC120766434|XP_039947872.1|BTRY	LOC6729906|XP_016036661.1|DSIM, LOC6728749|XP_002104084.1|DSIM
OG0000721	LOC120769802|XP_039952930.1|BTRY, LOC120769794|XP_039952916.1|BTRY	LOC6731136|XP_002078294.2|DSIM, LOC6731137|XP_002078295.1|DSIM
OG0000722	LOC120772992|XP_039957839.1|BTRY	LOC6736077|XP_016029470.1|DSIM, LOC27208623|XP_016029469.2|DSIM, LOC27207286|XP_016029468.1|DSIM, LOC6736076|XP_002082977.2|DSIM
OG0000723	LOC120770243|XP_039953475.1|BTRY, LOC120772389|XP_039956912.1|BTRY, LOC120770246|XP_039953478.1|BTRY, LOC120770248|XP_039953479.1|BTRY, LOC120770245|XP_039953477.1|BTRY	LOC6734254|XP_002081283.1|DSIM, LOC6734255|XP_002081284.1|DSIM
OG0000724	LOC120775707|XP_039961953.1|BTRY	LOC6726590|XP_002107540.1|DSIM
OG0000726	LOC120766296|XP_039947634.1|BTRY	LOC6727812|XP_016034399.1|DSIM, LOC6727813|XP_016034400.1|DSIM
OG0000727	LOC120774034|XP_039959268.1|BTRY	LOC6727453|XP_016034052.1|DSIM, LOC120285052|XP_039151567.1|DSIM
OG0000728	LOC120776543|XP_039963259.1|BTRY, LOC120782773|XP_039971178.1|BTRY	LOC6728806|XP_016035495.1|DSIM
OG0000729	LOC120766518|XP_039948019.1|BTRY	LOC27208835|XP_016036538.1|DSIM, LOC6729836|XP_002105139.2|DSIM
OG0000730	LOC120776578|XP_039963276.1|BTRY	LOC6726139|XP_002107115.1|DSIM, LOC6730625|XP_002077802.2|DSIM
OG0000731	LOC120772324|XP_039956789.1|BTRY	LOC6736796|XP_016030440.1|DSIM, LOC6734627|XP_016027788.1|DSIM
OG0000732	LOC120776637|XP_039963390.1|BTRY	LOC27206300|XP_016032224.1|DSIM
OG0000733	LOC120778269|XP_039965982.1|BTRY	LOC6730026|XP_016036795.1|DSIM, LOC6736870|XP_002083723.1|DSIM
OG0000734	LOC120777306|XP_039964465.1|BTRY	LOC6736719|XP_016030333.1|DSIM
OG0000735	LOC120775254|XP_039961269.1|BTRY	LOC27206575|XP_016038141.1|DSIM
OG0000736	LOC120768185|XP_039950687.1|BTRY	LOC6730816|XP_016023240.1|DSIM, LOC6730817|XP_016023242.1|DSIM
OG0000737	LOC120770597|XP_039954132.1|BTRY	LOC6733245|XP_016026121.2|DSIM
OG0000738	LOC120774532|XP_039960179.1|BTRY	LOC6731419|XP_002078571.1|DSIM
OG0000738	LOC120774465|XP_039960055.1|BTRY	LOC27206503|XP_016024990.1|DSIM
OG0000739	LOC120769188|XP_039952017.1|BTRY	LOC6728040|XP_002103392.2|DSIM, LOC6728038|XP_016034655.1|DSIM
OG0000740	LOC120782338|XP_039970508.1|BTRY	LOC6728751|XP_016035423.1|DSIM
OG0000741	LOC120775681|XP_039961907.1|BTRY	LOC6740167|XP_016039635.1|DSIM, LOC27208394|XP_016034362.1|DSIM
OG0000742	LOC120775564|XP_039961723.1|BTRY	LOC27209423|XP_039152588.1|DSIM
OG0000742	LOC120773637|XP_039958580.1|BTRY	LOC27209474|XP_039152589.1|DSIM
OG0000743	LOC120777027|XP_039964073.1|BTRY	LOC6736315|XP_016029790.1|DSIM, LOC6735829|XP_016029204.1|DSIM
OG0000744	LOC120771263|XP_039955114.1|BTRY	LOC6733923|XP_016026971.1|DSIM
OG0000745	LOC120774817|XP_039960555.1|BTRY	LOC6735453|XP_002082393.1|DSIM, LOC6733898|XP_002080942.1|DSIM
OG0000746	LOC120770348|XP_039953684.1|BTRY	LOC27207080|XP_016026429.1|DSIM, LOC6739315|XP_002076223.1|DSIM
OG0000747	LOC120777765|XP_039965203.1|BTRY	LOC6739166|XP_016033023.1|DSIM
OG0000747	LOC120778589|XP_039966390.1|BTRY	LOC6739165|XP_016033017.1|DSIM
OG0000748	LOC120773967|XP_039959137.1|BTRY	LOC6730739|XP_002077907.2|DSIM, LOC27208188|XP_016037673.1|DSIM
OG0000750	LOC120768132|XP_039950622.1|BTRY	LOC6734144|XP_002081173.1|DSIM, LOC6728801|XP_016035487.1|DSIM
OG0000753	LOC120782584|XP_039970866.1|BTRY	LOC6728365|XP_002103713.1|DSIM
OG0000754	LOC120774193|XP_039959555.1|BTRY	LOC6726191|XP_016039717.1|DSIM
OG0000754	LOC120775796|XP_039962074.1|BTRY	LOC6725745|XP_002106745.1|DSIM
OG0000755	LOC120782748|XP_039971125.1|BTRY	LOC6728236|XP_039150937.1|DSIM, LOC6728235|XP_016034877.1|DSIM
OG0000756	LOC120781989|XP_039970090.1|BTRY	LOC6740495|XP_002077330.2|DSIM
OG0000757	LOC120777018|XP_039964065.1|BTRY	LOC6736609|XP_016030198.1|DSIM
OG0000758	LOC120777449|XP_039964700.1|BTRY, LOC120776692|XP_039963509.1|BTRY	LOC6738324|XP_016032168.1|DSIM, LOC6738325|XP_016032170.1|DSIM
OG0000759	LOC120777578|XP_039964922.1|BTRY	LOC6736481|XP_016030016.2|DSIM, LOC6736479|XP_039149263.1|DSIM
OG0000761	LOC120774206|XP_039959587.1|BTRY	LOC6731835|XP_016024517.1|DSIM, LOC6731838|XP_039148571.1|DSIM
OG0000762	LOC120768246|XP_039950771.1|BTRY	LOC6731494|XP_002078643.1|DSIM
OG0000763	LOC120767861|XP_039950109.1|BTRY	LOC6733030|XP_002080109.2|DSIM
OG0000763	LOC120769012|XP_039951790.1|BTRY	LOC6733031|XP_016025720.2|DSIM
OG0000764	LOC120774111|XP_039959405.1|BTRY	LOC6729060|XP_016035713.1|DSIM, LOC6740388|XP_039154093.1|DSIM
OG0000765	LOC120774411|XP_039959970.1|BTRY	LOC6736344|XP_002083221.1|DSIM, LOC6739906|XP_016037644.1|DSIM
OG0000766	LOC120775821|XP_039962110.1|BTRY	LOC6731598|XP_002078739.1|DSIM, LOC6724806|XP_039153057.1|DSIM
OG0000767	LOC120777098|XP_039964166.1|BTRY	LOC6726823|XP_002102230.2|DSIM, LOC6738708|XP_002085509.1|DSIM, LOC120284814|XP_039150081.1|DSIM
OG0000768	LOC120779170|XP_039967338.1|BTRY	LOC6738827|XP_039149768.1|DSIM
OG0000769	LOC120775506|XP_039961648.1|BTRY	LOC6729630|XP_002104938.1|DSIM, LOC6726572|XP_016040241.1|DSIM
OG0000770	LOC120770463|XP_039953893.1|BTRY, LOC120770468|XP_039953897.1|BTRY, LOC120770466|XP_039953895.1|BTRY, LOC120770464|XP_039953894.1|BTRY, LOC120770467|XP_039953896.1|BTRY	LOC6733812|XP_002080856.1|DSIM
OG0000771	LOC120777920|XP_039965438.1|BTRY	LOC6736667|XP_002083523.2|DSIM, LOC6736666|XP_002083522.2|DSIM
OG0000772	LOC120771782|XP_039955909.1|BTRY, LOC120781820|XP_039969974.1|BTRY	LOC6736161|XP_039147474.1|DSIM, LOC6734663|XP_016027853.1|DSIM
OG0000773	LOC120766773|XP_039948391.1|BTRY, LOC120766774|XP_039948393.1|BTRY, LOC120781824|XP_039969978.1|BTRY, LOC120782045|XP_039970134.1|BTRY, LOC120768772|XP_039951471.1|BTRY, LOC120779817|XP_039968123.1|BTRY, LOC120780388|XP_039968609.1|BTRY	LOC6739317|XP_016026437.2|DSIM, LOC27208822|XP_016033534.1|DSIM
OG0000774	LOC120767578|XP_039949657.1|BTRY, LOC120769166|XP_039951985.1|BTRY	LOC6739517|XP_039147593.1|DSIM, LOC27206830|XP_016029407.1|DSIM, LOC27207622|XP_016029409.1|DSIM
OG0000775	LOC120770460|XP_039953888.1|BTRY	LOC27207670|XP_002081302.1|DSIM, LOC6733835|XP_002080879.1|DSIM
OG0000778	LOC120780464|XP_039968675.1|BTRY	LOC27206247|XP_016030540.1|DSIM
OG0000779	LOC120774928|XP_039960739.1|BTRY	LOC6725866|XP_002106862.1|DSIM
OG0000780	LOC120775929|XP_039962269.1|BTRY, LOC120775688|XP_039961921.1|BTRY, LOC120775424|XP_039961540.1|BTRY	LOC6733772|XP_002080816.1|DSIM
OG0000781	LOC120775995|XP_039962361.1|BTRY	LOC6725434|XP_016038515.1|DSIM, LOC6739119|XP_002085912.2|DSIM
OG0000782	LOC120773929|XP_039959062.1|BTRY	LOC6739639|XP_002076534.1|DSIM, LOC6725861|XP_002106857.1|DSIM
OG0000783	LOC120773742|XP_039958737.1|BTRY	LOC27208963|XP_016038285.1|DSIM
OG0000784	LOC120773701|XP_039958669.1|BTRY	LOC6738438|XP_002085246.1|DSIM, LOC6726278|XP_002107239.1|DSIM
OG0000785	LOC120771505|XP_039955496.1|BTRY	LOC6729992|XP_002105286.1|DSIM, LOC27207137|XP_016036574.1|DSIM
OG0000786	LOC120767026|XP_039948800.1|BTRY	LOC6727259|XP_016033785.1|DSIM
OG0000787	LOC120778601|XP_039966408.1|BTRY	LOC6737435|XP_002084272.1|DSIM, LOC6725756|XP_016039070.1|DSIM
OG0000788	LOC120777933|XP_039965449.1|BTRY	LOC27208661|XP_016025339.1|DSIM, LOC6737128|XP_016030759.1|DSIM
OG0000789	LOC120769350|XP_039952247.1|BTRY	LOC6731106|XP_002078263.1|DSIM, LOC6731105|XP_002078262.2|DSIM
OG0000790	LOC120769474|XP_039952427.1|BTRY	LOC6730409|XP_002077590.1|DSIM, LOC6730410|XP_002077591.1|DSIM
OG0000791	LOC120768708|XP_039951415.1|BTRY	LOC6729733|XP_016036394.1|DSIM, LOC6730063|XP_016036835.1|DSIM
OG0000792	LOC120772029|XP_039956333.1|BTRY, LOC120769032|XP_039951810.1|BTRY, LOC120768955|XP_039951678.1|BTRY	LOC6730572|XP_002077751.3|DSIM
OG0000793	LOC120775479|XP_039961612.1|BTRY, LOC120782280|XP_039970415.1|BTRY	LOC6727408|XP_002102793.1|DSIM, LOC27206354|XP_016038689.1|DSIM
OG0000794	LOC120773426|XP_039958236.1|BTRY	LOC6730550|XP_002077729.1|DSIM
OG0000795	LOC120774035|XP_039959269.1|BTRY	LOC6725619|XP_002106626.1|DSIM, LOC6727652|XP_002103029.2|DSIM
OG0000796	LOC120775582|XP_039961751.1|BTRY	LOC27209353|XP_016038871.1|DSIM
OG0000797	LOC120778004|XP_039965605.1|BTRY, LOC120777994|XP_039965582.1|BTRY	LOC6728766|XP_002104101.1|DSIM, LOC6728767|XP_016035446.1|DSIM
OG0000798	LOC120770192|XP_039953357.1|BTRY	LOC6734339|XP_039147291.1|DSIM, LOC6734336|XP_016027413.1|DSIM
OG0000799	LOC120773065|XP_039957937.1|BTRY	LOC6728428|XP_016035030.1|DSIM
OG0000799	LOC120773998|XP_039959208.1|BTRY	LOC27208541|XP_039153756.1|DSIM
OG0000800	LOC120778314|XP_039966041.1|BTRY	LOC6737021|XP_016030645.1|DSIM
OG0000801	LOC120772115|XP_039956460.1|BTRY	LOC6735838|XP_002082748.1|DSIM, LOC6735596|XP_002082516.2|DSIM
OG0000802	LOC120778880|XP_039966857.1|BTRY, LOC120775075|XP_039961000.1|BTRY	LOC6725260|XP_002106282.2|DSIM, LOC6725259|XP_002106281.1|DSIM
OG0000803	LOC120768230|XP_039950750.1|BTRY	LOC6731875|XP_002079010.1|DSIM, LOC6736710|XP_016030323.1|DSIM
OG0000804	LOC120772809|XP_039957534.1|BTRY	LOC6734107|XP_002081140.1|DSIM, LOC27208324|XP_016033486.1|DSIM
OG0000805	LOC120771531|XP_039955524.1|BTRY, LOC120769975|XP_039952984.1|BTRY, LOC120771901|XP_039956112.1|BTRY	LOC6734293|XP_002081322.1|DSIM, LOC6734292|XP_016027355.1|DSIM
OG0000806	LOC120768380|XP_039950980.1|BTRY	LOC6730580|XP_016023020.1|DSIM
OG0000807	LOC120780675|XP_039968878.1|BTRY, LOC120777130|XP_039964209.1|BTRY	LOC6737442|XP_039150305.1|DSIM, LOC6730590|XP_002077769.1|DSIM
OG0000810	LOC120770073|XP_039953136.1|BTRY, LOC120772971|XP_039957812.1|BTRY, LOC120771755|XP_039955870.1|BTRY, LOC120778366|XP_039966087.1|BTRY	LOC6733331|XP_016026244.1|DSIM, LOC6733332|XP_002080389.2|DSIM
OG0000811	LOC120771809|XP_039955948.1|BTRY	LOC6734760|XP_016027971.1|DSIM
OG0000812	LOC120775281|XP_039961314.1|BTRY	LOC6726077|XP_016039463.1|DSIM, LOC27207423|XP_016031955.1|DSIM
OG0000813	LOC120771454|XP_039955399.1|BTRY	LOC6734232|XP_016027279.1|DSIM
OG0000814	LOC120767334|XP_039949212.1|BTRY	LOC27208847|XP_016025170.1|DSIM
OG0000815	LOC120768159|XP_039950654.1|BTRY, LOC120768954|XP_039951677.1|BTRY	LOC6731071|XP_002078230.1|DSIM
OG0000816	LOC120775669|XP_039961872.1|BTRY	LOC27206392|XP_016038862.1|DSIM, LOC6727096|XP_002102489.1|DSIM
OG0000818	LOC120775462|XP_039961582.1|BTRY	LOC6724790|XP_002105832.2|DSIM, LOC27208325|XP_016024751.1|DSIM
OG0000819	LOC120775543|XP_039961702.1|BTRY	LOC6726299|XP_016039841.1|DSIM, LOC27206675|XP_016039839.1|DSIM
OG0000820	LOC120771555|XP_039955552.1|BTRY	LOC6726453|XP_002107410.1|DSIM
OG0000820	LOC120772520|XP_039957109.1|BTRY	LOC6733909|XP_016026949.1|DSIM
OG0000821	LOC120772757|XP_039957459.1|BTRY	LOC6735811|XP_002082722.1|DSIM
OG0000822	LOC120775399|XP_039961495.1|BTRY	LOC6738444|XP_002085251.2|DSIM, LOC6731509|XP_002078657.2|DSIM
OG0000824	LOC120767360|XP_039949263.1|BTRY, LOC120767921|XP_039950258.1|BTRY	LOC6732085|XP_002079217.1|DSIM
OG0000825	LOC120767740|XP_039949884.1|BTRY, LOC120771922|XP_039956146.1|BTRY	LOC6738441|XP_039149241.1|DSIM, LOC6732442|XP_016025086.1|DSIM
OG0000826	LOC120770038|XP_039953088.1|BTRY	LOC6734902|XP_002081899.1|DSIM
OG0000827	LOC120778544|XP_039966327.1|BTRY	LOC6736985|XP_002083832.1|DSIM, LOC6736984|XP_002083831.1|DSIM, LOC6736986|XP_016030615.1|DSIM
OG0000830	LOC120774246|XP_039959645.1|BTRY, LOC120775157|XP_039961129.1|BTRY	LOC6740352|XP_016040121.1|DSIM
OG0000831	LOC120778940|XP_039966934.1|BTRY	LOC6737773|XP_002084601.2|DSIM
OG0000832	LOC120772198|XP_039956598.1|BTRY	LOC6734693|XP_016027891.1|DSIM
OG0000833	LOC120778042|XP_039965651.1|BTRY	LOC6738625|XP_002085427.1|DSIM
OG0000834	LOC120780757|XP_039968946.1|BTRY, LOC120769278|XP_039952168.1|BTRY, LOC120769108|XP_039951937.1|BTRY, LOC120780576|XP_039968772.1|BTRY, LOC120780644|XP_039968843.1|BTRY	LOC6730130|XP_002105421.1|DSIM
OG0000835	LOC120779208|XP_039967415.1|BTRY	LOC6737094|XP_039148969.1|DSIM
OG0000836	LOC120781419|XP_039969566.1|BTRY	LOC6733108|XP_016025823.1|DSIM, LOC6731817|XP_002078952.1|DSIM
OG0000837	LOC120773390|XP_039958158.1|BTRY	LOC6725118|XP_016038092.1|DSIM
OG0000838	LOC120769530|XP_039952503.1|BTRY	LOC27207718|XP_016025445.1|DSIM
OG0000838	LOC120768167|XP_039950665.1|BTRY	LOC27209469|XP_039150405.1|DSIM
OG0000839	LOC120782411|XP_039970593.1|BTRY	LOC6726841|XP_016033353.1|DSIM, LOC6727369|XP_002102754.1|DSIM
OG0000840	LOC120775062|XP_039960976.1|BTRY	LOC6733220|XP_002080283.1|DSIM, LOC6725379|XP_016038437.1|DSIM
OG0000841	LOC120774627|XP_039960288.1|BTRY	LOC6740373|XP_016022669.1|DSIM
OG0000842	LOC120771230|XP_039955075.1|BTRY	LOC6739314|XP_016026415.1|DSIM, LOC6727322|XP_002102708.1|DSIM
OG0000843	LOC120767219|XP_039948968.1|BTRY	LOC6735977|XP_002082886.1|DSIM
OG0000844	LOC120772952|XP_039957787.1|BTRY	LOC6739509|XP_016029392.1|DSIM, LOC6727042|XP_016033530.1|DSIM
OG0000845	LOC120774535|XP_039960190.1|BTRY, LOC120774534|XP_039960189.1|BTRY, LOC120775645|XP_039961835.1|BTRY, LOC120775849|XP_039962153.1|BTRY	LOC27206743|XP_016038948.1|DSIM, LOC27207417|XP_016038947.1|DSIM
OG0000846	LOC120773907|XP_039959060.1|BTRY, LOC120774489|XP_039960093.1|BTRY, LOC120766186|XP_039947480.1|BTRY, LOC120774490|XP_039960094.1|BTRY, LOC120782809|XP_039971222.1|BTRY, LOC120782732|XP_039971098.1|BTRY, LOC120774488|XP_039960092.1|BTRY, LOC120766169|XP_039947456.1|BTRY, LOC120766846|XP_039948496.1|BTRY, LOC120777346|XP_039964533.1|BTRY	LOC6730078|XP_002105371.1|DSIM
OG0000847	LOC120772970|XP_039957811.1|BTRY	LOC6734226|XP_016027269.1|DSIM, LOC6736107|XP_002083007.2|DSIM
OG0000848	LOC120769395|XP_039952300.1|BTRY	LOC6730678|XP_002077848.1|DSIM
OG0000848	LOC120769492|XP_039952455.1|BTRY	LOC6733119|XP_039151118.1|DSIM
OG0000849	LOC120767744|XP_039949889.1|BTRY, LOC120769234|XP_039952068.1|BTRY	LOC6731997|XP_002079131.1|DSIM, LOC6730528|XP_016022982.1|DSIM
OG0000850	LOC120771754|XP_039955869.1|BTRY	LOC6735755|XP_002082668.1|DSIM, LOC6735753|XP_016029118.1|DSIM
OG0000854	LOC120775175|XP_039961162.1|BTRY	LOC6725205|XP_016038231.1|DSIM
