Orthogroup	BTRY.longest_only	DSUP.longest_only
OG0000666	LOC120775238|XP_039961251.1|BTRY	LOC119558244|XP_037727496.1|DSUP
OG0000667	LOC120766741|XP_039948341.1|BTRY	LOC119556821|XP_037725200.1|DSUP, LOC119563051|XP_037732187.1|DSUP
OG0000668	LOC120780330|XP_039968558.1|BTRY	LOC119554381|XP_037721190.1|DSUP
OG0000669	LOC120774304|XP_039959769.1|BTRY	LOC119558232|XP_037727480.1|DSUP
OG0000669	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY	LOC119558235|XP_037727482.1|DSUP
OG0000670	LOC120775920|XP_039962256.1|BTRY	LOC119557868|XP_037726796.1|DSUP
OG0000671	LOC120782859|XP_039971325.1|BTRY	LOC119560551|XP_037729985.1|DSUP
OG0000671	LOC120779834|XP_039968135.1|BTRY	LOC119561542|XP_037731123.1|DSUP
OG0000672	LOC120778847|XP_039966808.1|BTRY	LOC119556868|XP_037725270.1|DSUP, LOC119556099|XP_037723890.1|DSUP
OG0000673	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY	LOC119557650|XP_037726430.1|DSUP, LOC119553626|XP_037720024.1|DSUP
OG0000674	LOC120780317|XP_039968544.1|BTRY, LOC120780460|XP_039968665.1|BTRY, LOC120780463|XP_039968674.1|BTRY, LOC120781126|XP_039969194.1|BTRY, LOC120781573|XP_039969744.1|BTRY, LOC120778182|XP_039965853.1|BTRY, LOC120781605|XP_039969775.1|BTRY, LOC120780926|XP_039969085.1|BTRY, LOC120766728|XP_039948311.1|BTRY, LOC120780751|XP_039968940.1|BTRY, LOC120780870|XP_039969036.1|BTRY, LOC120772798|XP_039957515.1|BTRY, LOC120780663|XP_039968857.1|BTRY, LOC120780216|XP_039968404.1|BTRY, LOC120781636|XP_039969801.1|BTRY, LOC120779640|XP_039967926.1|BTRY, LOC120781692|XP_039969842.1|BTRY, LOC120775871|XP_039962176.1|BTRY, LOC120779895|XP_039968179.1|BTRY, LOC120781431|XP_039969586.1|BTRY, LOC120781298|XP_039969429.1|BTRY, LOC120780571|XP_039968766.1|BTRY	LOC119562310|XP_037731393.1|DSUP, LOC119559641|XP_037728617.1|DSUP, LOC119559632|XP_037728600.1|DSUP, LOC119548513|XP_037711729.1|DSUP
OG0000675	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY	LOC119547910|XP_037710876.1|DSUP, LOC119547909|XP_037710875.1|DSUP
OG0000677	LOC120774442|XP_039960017.1|BTRY	LOC119554842|XP_037721846.1|DSUP, LOC119557134|XP_037725645.1|DSUP
OG0000678	LOC120780287|XP_039968489.1|BTRY	LOC119545843|XP_037707736.1|DSUP, LOC119547334|XP_037710072.1|DSUP
OG0000679	LOC120775899|XP_039962224.1|BTRY	LOC119557776|XP_037726604.1|DSUP
OG0000680	LOC120773876|XP_039958965.1|BTRY	LOC119556824|XP_037725205.1|DSUP
OG0000680	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY	LOC119557055|XP_037725531.1|DSUP
OG0000681	LOC120773430|XP_039958244.1|BTRY	LOC119560348|XP_037729674.1|DSUP, LOC119557347|XP_037726012.1|DSUP
OG0000683	LOC120766329|XP_039947691.1|BTRY	LOC119563455|XP_037732790.1|DSUP
OG0000684	LOC120782171|XP_039970241.1|BTRY	LOC119557284|XP_037725906.1|DSUP, LOC119563031|XP_037732159.1|DSUP
OG0000685	LOC120772951|XP_039957791.1|BTRY	LOC119559803|XP_037728813.1|DSUP
OG0000686	LOC120781242|XP_039969316.1|BTRY	LOC119551344|XP_037716588.1|DSUP
OG0000686	LOC120773579|XP_039958500.1|BTRY	LOC119556738|XP_037725075.1|DSUP
OG0000687	LOC120776960|XP_039963984.1|BTRY	LOC119550783|XP_037715643.1|DSUP, LOC119553129|XP_037719250.1|DSUP
OG0000688	LOC120772776|XP_039957486.1|BTRY	LOC119551677|XP_037717060.1|DSUP
OG0000689	LOC120770031|XP_039953075.1|BTRY	LOC119551614|XP_037716954.1|DSUP, LOC119551613|XP_037716951.1|DSUP
OG0000690	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY	LOC119557520|XP_037726222.1|DSUP
OG0000691	LOC120777191|XP_039964294.1|BTRY	LOC119548792|XP_037712296.1|DSUP, LOC119553581|XP_037719958.1|DSUP
OG0000692	LOC120779210|XP_039967421.1|BTRY	LOC119555119|XP_037722272.1|DSUP
OG0000692	LOC120778127|XP_039965765.1|BTRY	LOC119555317|XP_037722569.1|DSUP
OG0000693	LOC120771158|XP_039954971.1|BTRY	LOC119557022|XP_037725487.1|DSUP
OG0000693	LOC120782889|XP_039971371.1|BTRY	LOC119560705|XP_037730224.1|DSUP
OG0000694	LOC120774032|XP_039959264.1|BTRY	LOC119558396|XP_037727851.1|DSUP
OG0000695	LOC120767751|XP_039949899.1|BTRY	LOC119562399|XP_037731519.1|DSUP
OG0000696	LOC120768165|XP_039950663.1|BTRY	LOC119545979|XP_037707884.1|DSUP
OG0000697	LOC120781423|XP_039969578.1|BTRY	LOC119562576|XP_037731719.1|DSUP
OG0000698	LOC120768119|XP_039950603.1|BTRY	LOC119546872|XP_037709406.1|DSUP
OG0000698	LOC120769374|XP_039952275.1|BTRY	LOC119546672|XP_037709059.1|DSUP
OG0000699	LOC120768226|XP_039950738.1|BTRY	LOC119547751|XP_037710675.1|DSUP, LOC119559154|XP_037728154.1|DSUP
OG0000700	LOC120768126|XP_039950614.1|BTRY	LOC119547709|XP_037710612.1|DSUP, LOC119547977|XP_037710957.1|DSUP
OG0000701	LOC120771893|XP_039956097.1|BTRY	LOC119550067|XP_037714459.1|DSUP
OG0000701	LOC120776077|XP_039962480.1|BTRY	LOC119556451|XP_037724617.1|DSUP
OG0000702	LOC120781839|XP_039969995.1|BTRY	LOC119552826|XP_037718700.1|DSUP, LOC119552880|XP_037718803.1|DSUP
OG0000703	LOC120770853|XP_039954392.1|BTRY	LOC119552097|XP_037717807.1|DSUP
OG0000704	LOC120775825|XP_039962115.1|BTRY	LOC119555853|XP_037723412.1|DSUP
OG0000705	LOC120776363|XP_039962873.1|BTRY	LOC119553361|XP_037719635.1|DSUP, LOC119553360|XP_037719633.1|DSUP
OG0000706	LOC120773351|XP_039958105.1|BTRY	LOC119546976|XP_037709552.1|DSUP, LOC119557575|XP_037726299.1|DSUP
OG0000707	LOC120774249|XP_039959648.1|BTRY	LOC119550688|XP_037715481.1|DSUP, LOC119556089|XP_037723870.1|DSUP
OG0000708	LOC120773437|XP_039958254.1|BTRY	LOC119557318|XP_037725957.1|DSUP, LOC119558211|XP_037727442.1|DSUP
OG0000709	LOC120774189|XP_039959550.1|BTRY	LOC119556093|XP_037723880.1|DSUP, LOC119556357|XP_037724446.1|DSUP
OG0000710	LOC120772668|XP_039957337.1|BTRY	LOC119559795|XP_037728804.1|DSUP, LOC119550977|XP_037715940.1|DSUP
OG0000711	LOC120774260|XP_039959660.1|BTRY	LOC119553656|XP_037720070.1|DSUP, LOC119556629|XP_037724880.1|DSUP
OG0000712	LOC120766277|XP_039947612.1|BTRY	LOC119559971|XP_037729135.1|DSUP, LOC119560644|XP_037730126.1|DSUP
OG0000713	LOC120771290|XP_039955155.1|BTRY	LOC119549997|XP_037714338.1|DSUP
OG0000714	LOC120776187|XP_039962745.1|BTRY	LOC119555888|XP_037723481.1|DSUP, LOC119555598|XP_037723022.1|DSUP
OG0000715	LOC120777705|XP_039965118.1|BTRY	LOC119554209|XP_037720938.1|DSUP, LOC119554412|XP_037721230.1|DSUP
OG0000716	LOC120778741|XP_039966644.1|BTRY	LOC119556945|XP_037725366.1|DSUP, LOC119553497|XP_037719837.1|DSUP
OG0000717	LOC120776443|XP_039963034.1|BTRY	LOC119554879|XP_037721893.1|DSUP
OG0000718	LOC120779472|XP_039967675.1|BTRY	LOC119556025|XP_037723775.1|DSUP
OG0000719	LOC120778733|XP_039966631.1|BTRY	LOC119554108|XP_037720802.1|DSUP, LOC119554476|XP_037721320.1|DSUP
OG0000720	LOC120769277|XP_039952127.1|BTRY, LOC120766434|XP_039947872.1|BTRY	LOC119557676|XP_037726476.1|DSUP, LOC119560839|XP_037730418.1|DSUP, LOC119560283|XP_037729582.1|DSUP, LOC119560285|XP_037729584.1|DSUP, LOC119554260|XP_037721034.1|DSUP
OG0000721	LOC120769802|XP_039952930.1|BTRY, LOC120769794|XP_039952916.1|BTRY	LOC119546993|XP_037709585.1|DSUP
OG0000722	LOC120772992|XP_039957839.1|BTRY	LOC119550165|XP_037714628.1|DSUP, LOC119550329|XP_037714863.1|DSUP, LOC119549850|XP_037714074.1|DSUP
OG0000723	LOC120770243|XP_039953475.1|BTRY, LOC120772389|XP_039956912.1|BTRY, LOC120770246|XP_039953478.1|BTRY, LOC120770248|XP_039953479.1|BTRY, LOC120770245|XP_039953477.1|BTRY	LOC119551691|XP_037717088.1|DSUP
OG0000724	LOC120775707|XP_039961953.1|BTRY	LOC119556956|XP_037725391.1|DSUP
OG0000726	LOC120766296|XP_039947634.1|BTRY	LOC119555093|XP_037722240.1|DSUP, LOC119555100|XP_037722250.1|DSUP
OG0000727	LOC120774034|XP_039959268.1|BTRY	LOC119560649|XP_037730134.1|DSUP, LOC119560912|XP_037730541.1|DSUP
OG0000728	LOC120776543|XP_039963259.1|BTRY, LOC120782773|XP_039971178.1|BTRY	LOC119563243|XP_037732478.1|DSUP
OG0000729	LOC120766518|XP_039948019.1|BTRY	LOC119562955|XP_037732056.1|DSUP, LOC119563441|XP_037732760.1|DSUP
OG0000730	LOC120776578|XP_039963276.1|BTRY	LOC119556899|XP_037725311.1|DSUP, LOC119546491|XP_037708716.1|DSUP
OG0000731	LOC120772324|XP_039956789.1|BTRY	LOC119554839|XP_037721841.1|DSUP, LOC119551725|XP_037717155.1|DSUP
OG0000732	LOC120776637|XP_039963390.1|BTRY	LOC119554153|XP_037720869.1|DSUP
OG0000733	LOC120778269|XP_039965982.1|BTRY	LOC119557492|XP_037726194.1|DSUP, LOC119552874|XP_037718702.1|DSUP
OG0000734	LOC120777306|XP_039964465.1|BTRY	LOC119552949|XP_037718853.1|DSUP
OG0000735	LOC120775254|XP_039961269.1|BTRY	LOC119556841|XP_037725240.1|DSUP
OG0000736	LOC120768185|XP_039950687.1|BTRY	LOC119547917|XP_037710885.1|DSUP, LOC119548672|XP_037712039.1|DSUP
OG0000737	LOC120770597|XP_039954132.1|BTRY	LOC119549271|XP_037713110.1|DSUP
OG0000738	LOC120774532|XP_039960179.1|BTRY	LOC119547765|XP_037710701.1|DSUP
OG0000738	LOC120774465|XP_039960055.1|BTRY	LOC119547185|XP_037709848.1|DSUP
OG0000739	LOC120769188|XP_039952017.1|BTRY	LOC119560301|XP_037729600.1|DSUP, LOC119560781|XP_037730335.1|DSUP
OG0000740	LOC120782338|XP_039970508.1|BTRY	LOC119560320|XP_037729629.1|DSUP
OG0000741	LOC120775681|XP_039961907.1|BTRY	LOC119555838|XP_037723394.1|DSUP, LOC119559213|XP_037728215.1|DSUP
OG0000742	LOC120775564|XP_039961723.1|BTRY	LOC119557057|XP_037725533.1|DSUP
OG0000742	LOC120773637|XP_039958580.1|BTRY	LOC119557278|XP_037725891.1|DSUP
OG0000743	LOC120777027|XP_039964073.1|BTRY	LOC119554683|XP_037721613.1|DSUP, LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP
OG0000744	LOC120771263|XP_039955114.1|BTRY	LOC119550507|XP_037715139.1|DSUP
OG0000745	LOC120774817|XP_039960555.1|BTRY	LOC119550952|XP_037715906.1|DSUP, LOC119550455|XP_037715063.1|DSUP
OG0000746	LOC120770348|XP_039953684.1|BTRY	LOC119550651|XP_037715420.1|DSUP, LOC119549955|XP_037714266.1|DSUP
OG0000747	LOC120777765|XP_039965203.1|BTRY	LOC119554430|XP_037721250.1|DSUP
OG0000747	LOC120778589|XP_039966390.1|BTRY	LOC119554982|XP_037722043.1|DSUP
OG0000748	LOC120773967|XP_039959137.1|BTRY	LOC119547354|XP_037710096.1|DSUP, LOC119557235|XP_037725847.1|DSUP
OG0000750	LOC120768132|XP_039950622.1|BTRY	LOC119549828|XP_037714035.1|DSUP, LOC119549829|XP_037714036.1|DSUP, LOC119562920|XP_037731997.1|DSUP
OG0000753	LOC120782584|XP_039970866.1|BTRY	LOC119560347|XP_037729671.1|DSUP
OG0000754	LOC120774193|XP_039959555.1|BTRY	LOC119556179|XP_037724046.1|DSUP
OG0000754	LOC120775796|XP_039962074.1|BTRY	LOC119557663|XP_037726450.1|DSUP
OG0000755	LOC120782748|XP_039971125.1|BTRY	LOC119550523|XP_037715165.1|DSUP, LOC119551647|XP_037717014.1|DSUP
OG0000756	LOC120781989|XP_039970090.1|BTRY	LOC119559442|XP_037728473.1|DSUP
OG0000757	LOC120777018|XP_039964065.1|BTRY	LOC119555074|XP_037722211.1|DSUP
OG0000758	LOC120777449|XP_039964700.1|BTRY, LOC120776692|XP_039963509.1|BTRY	LOC119553353|XP_037719623.1|DSUP, LOC119553352|XP_037719618.1|DSUP
OG0000759	LOC120777578|XP_039964922.1|BTRY	LOC119554831|XP_037721833.1|DSUP, LOC119554508|XP_037721374.1|DSUP
OG0000761	LOC120774206|XP_039959587.1|BTRY	LOC119547483|XP_037710297.1|DSUP, LOC119548303|XP_037711399.1|DSUP
OG0000762	LOC120768246|XP_039950771.1|BTRY	LOC119548193|XP_037711248.1|DSUP
OG0000763	LOC120767861|XP_039950109.1|BTRY	LOC119548184|XP_037711227.1|DSUP
OG0000763	LOC120769012|XP_039951790.1|BTRY	LOC119548185|XP_037711228.1|DSUP
OG0000764	LOC120774111|XP_039959405.1|BTRY	LOC119559812|XP_037728825.1|DSUP, LOC119558353|XP_037727780.1|DSUP
OG0000765	LOC120774411|XP_039959970.1|BTRY	LOC119554622|XP_037721544.1|DSUP, LOC119557365|XP_037726034.1|DSUP
OG0000766	LOC120775821|XP_039962110.1|BTRY	LOC119547617|XP_037710470.1|DSUP, LOC119557788|XP_037726616.1|DSUP
OG0000767	LOC120777098|XP_039964166.1|BTRY	LOC119560339|XP_037729659.1|DSUP, LOC119553433|XP_037719750.1|DSUP
OG0000768	LOC120779170|XP_039967338.1|BTRY	LOC119554688|XP_037721618.1|DSUP
OG0000769	LOC120775506|XP_039961648.1|BTRY	LOC119556301|XP_037724309.1|DSUP, LOC119557315|XP_037725955.1|DSUP
OG0000770	LOC120770463|XP_039953893.1|BTRY, LOC120770468|XP_039953897.1|BTRY, LOC120770466|XP_039953895.1|BTRY, LOC120770464|XP_039953894.1|BTRY, LOC120770467|XP_039953896.1|BTRY	LOC119551612|XP_037716950.1|DSUP
OG0000771	LOC120777920|XP_039965438.1|BTRY	LOC119554103|XP_037720781.1|DSUP, LOC119554420|XP_037721237.1|DSUP
OG0000772	LOC120771782|XP_039955909.1|BTRY, LOC120781820|XP_039969974.1|BTRY	LOC119551455|XP_037716731.1|DSUP, LOC119552098|XP_037717810.1|DSUP
OG0000773	LOC120766773|XP_039948391.1|BTRY, LOC120766774|XP_039948393.1|BTRY, LOC120781824|XP_039969978.1|BTRY, LOC120782045|XP_039970134.1|BTRY, LOC120768772|XP_039951471.1|BTRY, LOC120779817|XP_039968123.1|BTRY, LOC120780388|XP_039968609.1|BTRY	LOC119550290|XP_037714809.1|DSUP, LOC119559957|XP_037729118.1|DSUP
OG0000774	LOC120767578|XP_039949657.1|BTRY, LOC120769166|XP_039951985.1|BTRY	LOC119552087|XP_037717792.1|DSUP, LOC119552085|XP_037717790.1|DSUP, LOC119552086|XP_037717791.1|DSUP
OG0000775	LOC120770460|XP_039953888.1|BTRY	LOC119549842|XP_037714062.1|DSUP, LOC119549108|XP_037712777.1|DSUP
OG0000778	LOC120780464|XP_039968675.1|BTRY	LOC119552863|XP_037718677.1|DSUP, LOC119554281|XP_037721063.1|DSUP
OG0000779	LOC120774928|XP_039960739.1|BTRY	LOC119556439|XP_037724600.1|DSUP
OG0000780	LOC120775929|XP_039962269.1|BTRY, LOC120775688|XP_039961921.1|BTRY, LOC120775424|XP_039961540.1|BTRY	LOC119550420|XP_037715011.1|DSUP
OG0000781	LOC120775995|XP_039962361.1|BTRY	LOC119558190|XP_037727397.1|DSUP, LOC119552605|XP_037718195.1|DSUP
OG0000782	LOC120773929|XP_039959062.1|BTRY	LOC119552799|XP_037718559.1|DSUP, LOC119556575|XP_037724802.1|DSUP
OG0000783	LOC120773742|XP_039958737.1|BTRY	LOC119557271|XP_037725886.1|DSUP
OG0000784	LOC120773701|XP_039958669.1|BTRY	LOC119554322|XP_037721111.1|DSUP, LOC119556313|XP_037724326.1|DSUP
OG0000785	LOC120771505|XP_039955496.1|BTRY	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP, LOC119547124|XP_037709767.1|DSUP
OG0000786	LOC120767026|XP_039948800.1|BTRY	LOC119559749|XP_037728742.1|DSUP
OG0000787	LOC120778601|XP_039966408.1|BTRY	LOC119555711|XP_037723317.1|DSUP, LOC119557024|XP_037725492.1|DSUP
OG0000788	LOC120777933|XP_039965449.1|BTRY	LOC119547460|XP_037710267.1|DSUP, LOC119552879|XP_037718707.1|DSUP
OG0000789	LOC120769350|XP_039952247.1|BTRY	LOC119546356|XP_037708512.1|DSUP, LOC119548569|XP_037711815.1|DSUP
OG0000790	LOC120769474|XP_039952427.1|BTRY	LOC119548080|XP_037711093.1|DSUP, LOC119548078|XP_037711092.1|DSUP
OG0000791	LOC120768708|XP_039951415.1|BTRY	LOC119552657|XP_037718292.1|DSUP, LOC119563058|XP_037732201.1|DSUP
OG0000792	LOC120772029|XP_039956333.1|BTRY, LOC120769032|XP_039951810.1|BTRY, LOC120768955|XP_039951678.1|BTRY	LOC119546677|XP_037709067.1|DSUP, LOC119546676|XP_037709066.1|DSUP
OG0000793	LOC120775479|XP_039961612.1|BTRY, LOC120782280|XP_039970415.1|BTRY	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP
OG0000794	LOC120773426|XP_039958236.1|BTRY	LOC119548660|XP_037712007.1|DSUP, LOC119558029|XP_037727091.1|DSUP
OG0000795	LOC120774035|XP_039959269.1|BTRY	LOC119556113|XP_037723913.1|DSUP, LOC119557314|XP_037725956.1|DSUP
OG0000796	LOC120775582|XP_039961751.1|BTRY	LOC119557864|XP_037726790.1|DSUP
OG0000797	LOC120778004|XP_039965605.1|BTRY, LOC120777994|XP_039965582.1|BTRY	LOC119563396|XP_037732683.1|DSUP, LOC119563398|XP_037732685.1|DSUP
OG0000798	LOC120770192|XP_039953357.1|BTRY	LOC119551274|XP_037716465.1|DSUP, LOC119549207|XP_037712977.1|DSUP
OG0000799	LOC120773065|XP_039957937.1|BTRY	LOC119557970|XP_037726951.1|DSUP
OG0000799	LOC120773998|XP_039959208.1|BTRY	LOC119556044|XP_037723766.1|DSUP
OG0000800	LOC120778314|XP_039966041.1|BTRY	LOC119554919|XP_037721951.1|DSUP
OG0000801	LOC120772115|XP_039956460.1|BTRY	LOC119550907|XP_037715824.1|DSUP, LOC119551654|XP_037717018.1|DSUP
OG0000802	LOC120778880|XP_039966857.1|BTRY, LOC120775075|XP_039961000.1|BTRY	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP
OG0000803	LOC120768230|XP_039950750.1|BTRY	LOC119547648|XP_037710517.1|DSUP, LOC119554271|XP_037721050.1|DSUP
OG0000804	LOC120772809|XP_039957534.1|BTRY	LOC119550585|XP_037715307.1|DSUP, LOC119560083|XP_037729328.1|DSUP
OG0000805	LOC120771531|XP_039955524.1|BTRY, LOC120769975|XP_039952984.1|BTRY, LOC120771901|XP_039956112.1|BTRY	LOC119550356|XP_037714908.1|DSUP, LOC119550492|XP_037715112.1|DSUP
OG0000806	LOC120768380|XP_039950980.1|BTRY	LOC119548551|XP_037711775.1|DSUP
OG0000807	LOC120780675|XP_039968878.1|BTRY, LOC120777130|XP_039964209.1|BTRY	LOC119555082|XP_037722224.1|DSUP, LOC119546365|XP_037708522.1|DSUP, LOC119553671|XP_037720112.1|DSUP, LOC119547847|XP_037710805.1|DSUP, LOC119546013|XP_037707945.1|DSUP
OG0000810	LOC120770073|XP_039953136.1|BTRY, LOC120772971|XP_039957812.1|BTRY, LOC120771755|XP_039955870.1|BTRY, LOC120778366|XP_039966087.1|BTRY	LOC119551246|XP_037716417.1|DSUP
OG0000811	LOC120771809|XP_039955948.1|BTRY	LOC119560021|XP_037729237.1|DSUP, LOC119550597|XP_037715335.1|DSUP
OG0000812	LOC120775281|XP_039961314.1|BTRY	LOC119557281|XP_037725896.1|DSUP, LOC119552778|XP_037718517.1|DSUP
OG0000813	LOC120771454|XP_039955399.1|BTRY	LOC119552075|XP_037717778.1|DSUP
OG0000814	LOC120767334|XP_039949212.1|BTRY	LOC119546553|XP_037708840.1|DSUP
OG0000815	LOC120768159|XP_039950654.1|BTRY, LOC120768954|XP_039951677.1|BTRY	LOC119547747|XP_037710671.1|DSUP
OG0000816	LOC120775669|XP_039961872.1|BTRY	LOC119556463|XP_037724638.1|DSUP, LOC119559793|XP_037728801.1|DSUP
OG0000818	LOC120775462|XP_039961582.1|BTRY	LOC119556705|XP_037725030.1|DSUP, LOC119548649|XP_037711992.1|DSUP
OG0000819	LOC120775543|XP_039961702.1|BTRY	LOC119557002|XP_037725461.1|DSUP, LOC119556436|XP_037724597.1|DSUP
OG0000820	LOC120771555|XP_039955552.1|BTRY	LOC119556108|XP_037723907.1|DSUP
OG0000820	LOC120772520|XP_039957109.1|BTRY	LOC119550974|XP_037715936.1|DSUP
OG0000821	LOC120772757|XP_039957459.1|BTRY	LOC119551770|XP_037717225.1|DSUP
OG0000822	LOC120775399|XP_039961495.1|BTRY	LOC119552533|XP_037718080.1|DSUP, LOC119548798|XP_037712301.1|DSUP
OG0000824	LOC120767360|XP_039949263.1|BTRY, LOC120767921|XP_039950258.1|BTRY	LOC119546742|XP_037709168.1|DSUP
OG0000825	LOC120767740|XP_039949884.1|BTRY, LOC120771922|XP_039956146.1|BTRY	LOC119552532|XP_037718079.1|DSUP, LOC119547412|XP_037710189.1|DSUP
OG0000826	LOC120770038|XP_039953088.1|BTRY	LOC119552046|XP_037717717.1|DSUP
OG0000827	LOC120778544|XP_039966327.1|BTRY	LOC119553996|XP_037720631.1|DSUP, LOC119553892|XP_037720487.1|DSUP, LOC119554101|XP_037720778.1|DSUP, LOC119553738|XP_037720260.1|DSUP
OG0000830	LOC120774246|XP_039959645.1|BTRY, LOC120775157|XP_039961129.1|BTRY	LOC119556322|XP_037724337.1|DSUP
OG0000831	LOC120778940|XP_039966934.1|BTRY	LOC119553781|XP_037720316.1|DSUP
OG0000832	LOC120772198|XP_039956598.1|BTRY	LOC119551843|XP_037717344.1|DSUP, LOC119546226|XP_037708293.1|DSUP
OG0000833	LOC120778042|XP_039965651.1|BTRY	LOC119555527|XP_037722880.1|DSUP
OG0000834	LOC120780757|XP_039968946.1|BTRY, LOC120769278|XP_039952168.1|BTRY, LOC120769108|XP_039951937.1|BTRY, LOC120780576|XP_039968772.1|BTRY, LOC120780644|XP_039968843.1|BTRY	LOC119556825|XP_037725212.1|DSUP
OG0000835	LOC120779208|XP_039967415.1|BTRY	LOC119555686|XP_037723248.1|DSUP
OG0000836	LOC120781419|XP_039969566.1|BTRY	LOC119546921|XP_037709480.1|DSUP, LOC119546215|XP_037708280.1|DSUP
OG0000837	LOC120773390|XP_039958158.1|BTRY	LOC119557450|XP_037726143.1|DSUP
OG0000838	LOC120769530|XP_039952503.1|BTRY	LOC119546557|XP_037708849.1|DSUP
OG0000838	LOC120768167|XP_039950665.1|BTRY	LOC119546558|XP_037708850.1|DSUP
OG0000839	LOC120782411|XP_039970593.1|BTRY	LOC119560707|XP_037730228.1|DSUP, LOC119560326|XP_037729636.1|DSUP
OG0000840	LOC120775062|XP_039960976.1|BTRY	LOC119559469|XP_037728507.1|DSUP, LOC119557438|XP_037726128.1|DSUP
OG0000841	LOC120774627|XP_039960288.1|BTRY	LOC119562331|XP_037731418.1|DSUP, LOC119562338|XP_037731433.1|DSUP
OG0000842	LOC120771230|XP_039955075.1|BTRY	LOC119550281|XP_037714798.1|DSUP, LOC119550149|XP_037714587.1|DSUP, LOC119547884|XP_037710853.1|DSUP
OG0000843	LOC120767219|XP_039948968.1|BTRY	LOC119551213|XP_037716376.1|DSUP
OG0000844	LOC120772952|XP_039957787.1|BTRY	LOC119549890|XP_037714125.1|DSUP, LOC119559947|XP_037729102.1|DSUP
OG0000845	LOC120774535|XP_039960190.1|BTRY, LOC120774534|XP_039960189.1|BTRY, LOC120775645|XP_039961835.1|BTRY, LOC120775849|XP_039962153.1|BTRY	LOC119557928|XP_037726865.1|DSUP, LOC119557304|XP_037725942.1|DSUP
OG0000846	LOC120773907|XP_039959060.1|BTRY, LOC120774489|XP_039960093.1|BTRY, LOC120766186|XP_039947480.1|BTRY, LOC120774490|XP_039960094.1|BTRY, LOC120782809|XP_039971222.1|BTRY, LOC120782732|XP_039971098.1|BTRY, LOC120774488|XP_039960092.1|BTRY, LOC120766169|XP_039947456.1|BTRY, LOC120766846|XP_039948496.1|BTRY, LOC120777346|XP_039964533.1|BTRY	LOC119556817|XP_037725199.1|DSUP
OG0000847	LOC120772970|XP_039957811.1|BTRY	LOC119549781|XP_037713971.1|DSUP, LOC119552009|XP_037717667.1|DSUP
OG0000848	LOC120769395|XP_039952300.1|BTRY	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP
OG0000848	LOC120769492|XP_039952455.1|BTRY	LOC119547075|XP_037709690.1|DSUP
OG0000849	LOC120767744|XP_039949889.1|BTRY, LOC120769234|XP_039952068.1|BTRY	LOC119547068|XP_037709681.1|DSUP, LOC119546972|XP_037709548.1|DSUP
OG0000850	LOC120771754|XP_039955869.1|BTRY	LOC119551003|XP_037715985.1|DSUP, LOC119551002|XP_037715983.1|DSUP
OG0000854	LOC120775175|XP_039961162.1|BTRY	LOC119556126|XP_037723941.1|DSUP
OG0000855	LOC120773441|XP_039958257.1|BTRY	LOC119556918|XP_037725333.1|DSUP
OG0000856	LOC120777247|XP_039964372.1|BTRY	LOC119556944|XP_037725364.1|DSUP, LOC119553907|XP_037720506.1|DSUP
OG0000857	LOC120775727|XP_039961977.1|BTRY, LOC120775728|XP_039961978.1|BTRY, LOC120775725|XP_039961975.1|BTRY	LOC119556007|XP_037723699.1|DSUP
OG0000858	LOC120766865|XP_039948533.1|BTRY, LOC120766875|XP_039948543.1|BTRY	LOC119546751|XP_037709186.1|DSUP, LOC119546743|XP_037709172.1|DSUP
OG0000860	LOC120776818|XP_039963769.1|BTRY	LOC119552494|XP_037718024.1|DSUP, LOC119552622|XP_037718216.1|DSUP
OG0000861	LOC120770507|XP_039953969.1|BTRY	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP
OG0000862	LOC120770600|XP_039954136.1|BTRY	LOC119551252|XP_037716425.1|DSUP, LOC119546890|XP_037709438.1|DSUP
OG0000863	LOC120777304|XP_039964456.1|BTRY	LOC119560369|XP_037729703.1|DSUP, LOC119560306|XP_037729607.1|DSUP
OG0000864	LOC120774119|XP_039959414.1|BTRY	LOC119547503|XP_037710323.1|DSUP, LOC119557822|XP_037726690.1|DSUP
OG0000865	LOC120766549|XP_039948069.1|BTRY	LOC119558265|XP_037727544.1|DSUP, LOC119561712|XP_037731140.1|DSUP
OG0000866	LOC120767427|XP_039949404.1|BTRY	LOC119548658|XP_037712000.1|DSUP, LOC119548659|XP_037712002.1|DSUP
