Orthogroup	BTRY.longest_only	DMEL.longest_only
OG0000878	LOC120771758|XP_039955874.1|BTRY, LOC120770725|XP_039954238.1|BTRY, LOC120771640|XP_039955674.1|BTRY	CG9861|NP_611778.1|DMEL, CG13127|NP_609338.1|DMEL
OG0000879	LOC120771783|XP_039955910.1|BTRY	CG10822|NP_611450.1|DMEL
OG0000880	LOC120774827|XP_039960571.1|BTRY	Or92a|NP_524414.2|DMEL, Or67c|NP_524018.2|DMEL
OG0000882	LOC120774291|XP_039959730.1|BTRY	CG34325|NP_001097003.1|DMEL
OG0000883	LOC120776018|XP_039962396.1|BTRY	CG9400|NP_572957.1|DMEL
OG0000884	LOC120775340|XP_039961418.1|BTRY	CG3251|NP_608851.1|DMEL, otu|NP_511089.2|DMEL
OG0000885	LOC120774517|XP_039960149.1|BTRY	euc|NP_001247188.1|DMEL
OG0000886	LOC120766965|XP_039948689.1|BTRY	CG14305|NP_650732.1|DMEL
OG0000887	LOC120773605|XP_039958539.1|BTRY	CG42249|NP_572684.2|DMEL
OG0000888	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY	RhoGEF3|NP_612024.4|DMEL
OG0000889	LOC120778820|XP_039966759.1|BTRY	CG11370|NP_649408.1|DMEL
OG0000890	LOC120772751|XP_039957448.1|BTRY	CycB|NP_726244.1|DMEL
OG0000891	LOC120769734|XP_039952818.1|BTRY	CG9254|NP_609664.1|DMEL, dmGlut|NP_620115.2|DMEL
OG0000892	LOC120779101|XP_039967201.1|BTRY	CG6168|NP_648459.1|DMEL, isoQC|NP_788550.1|DMEL
OG0000893	LOC120766495|XP_039947980.1|BTRY	Ir84a|NP_649720.2|DMEL
OG0000894	LOC120782827|XP_039971281.1|BTRY	Tailor|NP_001262327.1|DMEL
OG0000895	LOC120772037|XP_039956342.1|BTRY	JhI-26|NP_523761.2|DMEL
OG0000896	LOC120775239|XP_039961253.1|BTRY	CG15710|NP_611122.1|DMEL, CG3847|NP_572317.2|DMEL
OG0000897	LOC120782199|XP_039970279.1|BTRY	E_spl_m8-HLH|NP_524513.1|DMEL
OG0000897	LOC120782447|XP_039970667.1|BTRY	E_spl_m5-HLH|NP_524511.1|DMEL
OG0000898	LOC120766530|XP_039948034.1|BTRY	CG4927|NP_001033953.1|DMEL, CG3700|NP_611736.1|DMEL
OG0000899	LOC120766384|XP_039947752.1|BTRY	CG7800|NP_649770.1|DMEL, CG18249|NP_001163549.1|DMEL
OG0000900	LOC120770022|XP_039953053.1|BTRY	Obp58c|NP_611710.1|DMEL, Obp58b|NP_611709.1|DMEL
OG0000901	LOC120770743|XP_039954265.1|BTRY, LOC120770660|XP_039954185.1|BTRY	Gr58b|NP_523808.2|DMEL, Gr58a|NP_726135.2|DMEL
OG0000902	LOC120773593|XP_039958521.1|BTRY, LOC120777059|XP_039964106.1|BTRY, LOC120776197|XP_039962757.1|BTRY	Ir7e|NP_001138176.1|DMEL, Ir7f|NP_001138177.1|DMEL
OG0000903	LOC120778310|XP_039966036.1|BTRY, LOC120777996|XP_039965585.1|BTRY	Acbp3|NP_648083.1|DMEL, Acbp4|NP_648081.1|DMEL
OG0000904	LOC120778323|XP_039966053.1|BTRY, LOC120777903|XP_039965418.1|BTRY	CG42494|NP_001163333.1|DMEL, CG32284|NP_728826.1|DMEL, CG14957|NP_647781.1|DMEL
OG0000907	LOC120772753|XP_039957450.1|BTRY	CG16787|NP_611857.3|DMEL
OG0000909	LOC120766740|XP_039948340.1|BTRY	TfIIA-S|NP_524467.1|DMEL
OG0000910	LOC120773984|XP_039959175.1|BTRY	Rbp1|NP_731510.1|DMEL
OG0000911	LOC120772726|XP_039957422.1|BTRY	sub|NP_611260.1|DMEL
OG0000912	LOC120776476|XP_039963086.1|BTRY	CG18081|NP_648807.1|DMEL, CG15715|NP_648808.1|DMEL
OG0000913	LOC120777200|XP_039964303.1|BTRY	sowah|NP_001137943.2|DMEL
OG0000914	LOC120772170|XP_039956544.1|BTRY	Cpr49Ag|NP_610776.1|DMEL
OG0000915	LOC120772008|XP_039956302.1|BTRY	CG15708|NP_611104.3|DMEL, CG12684|NP_572173.1|DMEL
OG0000916	LOC120767306|XP_039949146.1|BTRY	Pvr|NP_001162911.1|DMEL
OG0000917	LOC120767326|XP_039949201.1|BTRY	Pzl|NP_001303493.1|DMEL, Piezo|NP_001303314.1|DMEL
OG0000918	LOC120769701|XP_039952763.1|BTRY	CG17508|NP_652101.2|DMEL, CG15403|NP_608749.2|DMEL
OG0000920	LOC120774066|XP_039959306.1|BTRY	CG15347|NP_001188562.1|DMEL
OG0000921	LOC120775144|XP_039961106.1|BTRY	ph-p|NP_476871.2|DMEL, ph-d|NP_524794.2|DMEL
OG0000922	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY	CG1299|NP_647862.1|DMEL
OG0000923	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY	CG5103|NP_649036.1|DMEL, CG8036|NP_649812.2|DMEL
OG0000924	LOC120774845|XP_039960596.1|BTRY	Tis11|NP_511141.2|DMEL
OG0000925	LOC120781343|XP_039969481.1|BTRY	Npc2h|NP_651824.1|DMEL, Npc2g|NP_651823.1|DMEL
OG0000926	LOC120767371|XP_039949286.1|BTRY	CG34297|NP_001097696.1|DMEL, CG34274|NP_001097807.1|DMEL
OG0000927	LOC120780354|XP_039968583.1|BTRY	TwdlP|NP_651485.1|DMEL, TwdlO|NP_651487.1|DMEL
OG0000928	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY	CG17906|NP_609266.1|DMEL, CG9555|NP_609265.1|DMEL
OG0000929	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY	Cyp309a2|NP_608689.2|DMEL, Cyp309a1|NP_608688.3|DMEL
OG0000930	LOC120778002|XP_039965599.1|BTRY	CG33258|NP_001034027.2|DMEL, CG13075|NP_648831.1|DMEL
OG0000931	LOC120777343|XP_039964529.1|BTRY	CG13544|NP_611761.1|DMEL, CG31735|NP_723938.1|DMEL
OG0000932	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY	CG7298|NP_649187.3|DMEL
OG0000936	LOC120780309|XP_039968536.1|BTRY	CG41128|NP_001015402.3|DMEL, CG12479|NP_652484.1|DMEL
OG0000937	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY	spz|NP_524526.1|DMEL
OG0000938	LOC120773905|XP_039959019.1|BTRY	RpL37a|NP_573005.1|DMEL
OG0000939	LOC120768922|XP_039951631.1|BTRY	r2d2|NP_609152.1|DMEL
OG0000940	LOC120773988|XP_039959185.1|BTRY	CG12091|NP_647619.1|DMEL
OG0000941	LOC120774258|XP_039959658.1|BTRY	RpS28a|NP_651764.1|DMEL, RpS28b|NP_572568.1|DMEL
OG0000943	LOC120772195|XP_039956594.1|BTRY	Tret1-1|NP_610693.1|DMEL
OG0000943	LOC120781099|XP_039969176.1|BTRY	Tret1-2|NP_610694.1|DMEL
OG0000944	LOC120774959|XP_039960779.1|BTRY	ben|NP_511150.1|DMEL
OG0000945	LOC120771938|XP_039956169.1|BTRY	CG9119|NP_612081.1|DMEL, CG32335|NP_728575.2|DMEL
OG0000946	LOC120776694|XP_039963513.1|BTRY	Spn28Dc|NP_609172.1|DMEL
OG0000947	LOC120771371|XP_039955264.1|BTRY	EbpIII|NP_524966.1|DMEL
OG0000948	LOC120777806|XP_039965274.1|BTRY	CycJ|NP_523903.1|DMEL
OG0000949	LOC120775099|XP_039961043.1|BTRY, LOC120775098|XP_039961039.1|BTRY	IP3K2|NP_572873.2|DMEL
OG0000950	LOC120774043|XP_039959277.1|BTRY	Shawn|NP_001285448.1|DMEL, CG2616|NP_649731.1|DMEL
OG0000951	LOC120766831|XP_039948476.1|BTRY	Prosalpha2|NP_524328.1|DMEL
OG0000952	LOC120767446|XP_039949443.1|BTRY	WDY|NP_001303588.1|DMEL, CG34164|NP_001097152.1|DMEL
OG0000954	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY	CG8343|NP_610207.1|DMEL
OG0000955	LOC120782758|XP_039971146.1|BTRY	Ir94e|NP_001097885.2|DMEL
OG0000956	LOC120766814|XP_039948458.1|BTRY	CG16727|NP_650818.1|DMEL, CG7333|NP_650814.2|DMEL
OG0000957	LOC120782518|XP_039970761.1|BTRY	CG14491|NP_611276.1|DMEL, CG14492|NP_611275.2|DMEL
OG0000958	LOC120766545|XP_039948059.1|BTRY	CG14384|NP_650241.1|DMEL, CG43106|NP_001246518.1|DMEL
OG0000959	LOC120771314|XP_039955187.1|BTRY	HipHop|NP_649061.1|DMEL, ms_3_K81|NP_651510.1|DMEL
OG0000960	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY	CG3795|NP_569939.2|DMEL
OG0000961	LOC120777076|XP_039964138.1|BTRY	CG17027|NP_648823.1|DMEL, CG17026|NP_648820.1|DMEL
OG0000963	LOC120775027|XP_039960918.1|BTRY	CG15043|NP_573300.1|DMEL
OG0000964	LOC120772372|XP_039956892.1|BTRY	CG15042|NP_573308.1|DMEL, krimp|NP_611103.2|DMEL
OG0000965	LOC120774944|XP_039960757.1|BTRY	t|NP_572543.1|DMEL
OG0000966	LOC120780240|XP_039968432.1|BTRY	DJ-1alpha|NP_610916.1|DMEL, dj-1beta|NP_651825.4|DMEL
OG0000968	LOC120777684|XP_039965091.1|BTRY	Mipp1|NP_524109.2|DMEL
OG0000969	LOC120772178|XP_039956560.1|BTRY	Prosalpha3|NP_476691.1|DMEL, Prosalpha3T|NP_651843.1|DMEL
OG0000970	LOC120782451|XP_039970673.1|BTRY	mil|NP_651592.2|DMEL
OG0000971	LOC120767365|XP_039949272.1|BTRY	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL, CG13284|NP_724022.2|DMEL
OG0000972	LOC120778464|XP_039966204.1|BTRY	CG13295|NP_648021.1|DMEL, CG2854|NP_569999.1|DMEL
OG0000974	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY	Gr64b|NP_728921.1|DMEL
OG0000975	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY	sea|NP_001027175.1|DMEL
OG0000976	LOC120766854|XP_039948515.1|BTRY	CG45263|NP_731246.2|DMEL
OG0000977	LOC120766485|XP_039947973.1|BTRY	CG42404|NP_650437.4|DMEL
OG0000978	LOC120782225|XP_039970327.1|BTRY	CG11825|NP_001260865.1|DMEL
OG0000979	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY	CG3927|NP_611681.1|DMEL, nsr|NP_611682.1|DMEL, CG4021|NP_611610.2|DMEL, qkr58E-3|NP_477306.3|DMEL
OG0000980	LOC120775229|XP_039961240.1|BTRY	Gr97a|NP_001287551.1|DMEL, Gr94a|NP_732816.1|DMEL
OG0000982	LOC120782846|XP_039971307.1|BTRY	I-t|NP_524323.2|DMEL, CG5509|NP_650204.1|DMEL
OG0000984	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY	Muc96D|NP_733106.2|DMEL, Muc26B|NP_652552.1|DMEL
OG0000985	LOC120775965|XP_039962311.1|BTRY	CG42561|NP_001163180.1|DMEL, CG42562|NP_611245.2|DMEL
OG0000986	LOC120775342|XP_039961421.1|BTRY	CG31815|NP_723979.1|DMEL, CG11629|NP_610125.1|DMEL
OG0000988	LOC120774608|XP_039960269.1|BTRY	zuc|NP_609530.1|DMEL
OG0000990	LOC120775802|XP_039962082.1|BTRY	RpS10a|NP_651576.1|DMEL, RpS10b|NP_608324.1|DMEL
OG0000991	LOC120773913|XP_039959037.1|BTRY	CG33181|NP_001096908.1|DMEL
OG0000992	LOC120766585|XP_039948118.1|BTRY	CG33474|NP_995800.1|DMEL, CG13827|NP_001247263.1|DMEL
OG0000993	LOC120766443|XP_039947885.1|BTRY	Rpp14a|NP_001097977.1|DMEL, Rpp14b|NP_651769.1|DMEL
OG0000994	LOC120774451|XP_039960033.1|BTRY	CG4666|NP_572292.1|DMEL
OG0000995	LOC120770927|XP_039954564.1|BTRY	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL
OG0000996	LOC120772365|XP_039956867.1|BTRY	PI31|NP_610715.1|DMEL
OG0000997	LOC120772829|XP_039957569.1|BTRY	Drl-2|NP_610835.2|DMEL
OG0000998	LOC120776851|XP_039963827.1|BTRY	mthl10|NP_788446.2|DMEL
OG0000999	LOC120775153|XP_039961124.1|BTRY	RpL22-like|NP_611771.1|DMEL, RpL22|NP_477134.1|DMEL
OG0001000	LOC120771125|XP_039954911.1|BTRY	conu|NP_001036454.1|DMEL
OG0001001	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY	unc-5|NP_611033.2|DMEL
OG0001002	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY	Ugt301D1|NP_609882.1|DMEL
OG0001003	LOC120780628|XP_039968822.1|BTRY	UQCR-11|NP_001163852.1|DMEL, UQCR-11L|NP_724697.1|DMEL
OG0001004	LOC120768659|XP_039951375.1|BTRY	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL
OG0001005	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY	CG10700|NP_609942.1|DMEL, CG4199|NP_569976.1|DMEL
OG0001006	LOC120778528|XP_039966304.1|BTRY	RpL10Aa|NP_650410.1|DMEL, RpL10Ab|NP_648514.1|DMEL
OG0001007	LOC120770143|XP_039953266.1|BTRY	eEF5|NP_611878.1|DMEL
OG0001008	LOC120773872|XP_039958959.1|BTRY	UQCR-14L|NP_651614.1|DMEL, UQCR-14|NP_573110.1|DMEL
OG0001009	LOC120769372|XP_039952270.1|BTRY	RpL34b|NP_649887.1|DMEL, RpL34a|NP_651460.2|DMEL
OG0001010	LOC120775679|XP_039961905.1|BTRY	CG12662|NP_001356935.1|DMEL, ovm|NP_722607.1|DMEL
OG0001011	LOC120773435|XP_039958250.1|BTRY	BthD|NP_572903.3|DMEL, CG15147|NP_609854.1|DMEL
OG0001012	LOC120774884|XP_039960674.1|BTRY	CG15646|NP_573051.1|DMEL, CG12708|NP_001138199.1|DMEL
OG0001013	LOC120778431|XP_039966146.1|BTRY	CG5897|NP_001356901.1|DMEL, CG6933|NP_730495.1|DMEL
OG0001019	LOC120768043|XP_039950528.1|BTRY	RYa-R|NP_001287552.1|DMEL
OG0001020	LOC120774455|XP_039960038.1|BTRY	GstT3|NP_001162808.1|DMEL
OG0001022	LOC120773537|XP_039958428.1|BTRY	ATPsynepsilonL|NP_001097736.1|DMEL, sun|NP_524682.1|DMEL
OG0001024	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY	CG31075|NP_001247324.1|DMEL
OG0001025	LOC120777934|XP_039965452.1|BTRY	CAH2|NP_648555.1|DMEL
OG0001026	LOC120772050|XP_039956356.1|BTRY	CG14763|NP_610340.1|DMEL
OG0001027	LOC120776634|XP_039963386.1|BTRY	Indy|NP_730363.2|DMEL
OG0001028	LOC120768384|XP_039950984.1|BTRY	UK114|NP_609747.1|DMEL
OG0001029	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY	cag|NP_477207.1|DMEL
OG0001031	LOC120767909|XP_039950196.1|BTRY	CG42748|NP_001260684.1|DMEL
OG0001032	LOC120769657|XP_039952697.1|BTRY	klhl10|NP_001015100.2|DMEL
OG0001033	LOC120776198|XP_039962758.1|BTRY	BoYb|NP_649430.1|DMEL
OG0001034	LOC120776405|XP_039962960.1|BTRY	Hml|NP_524060.2|DMEL
OG0001042	LOC120766294|XP_039947631.1|BTRY	Cyp4c3|NP_524598.1|DMEL
OG0001043	LOC120773939|XP_039959085.1|BTRY	CG7860|NP_573039.1|DMEL
OG0001044	LOC120772078|XP_039956406.1|BTRY	tor|NP_476762.1|DMEL
OG0001045	LOC120771366|XP_039955259.1|BTRY	ADPS|NP_611006.1|DMEL
OG0001046	LOC120772292|XP_039956736.1|BTRY	CG30108|NP_725705.2|DMEL, CG30109|NP_725706.1|DMEL
OG0001047	LOC120775588|XP_039961758.1|BTRY	cid|NP_523730.2|DMEL
OG0001048	LOC120771827|XP_039955990.1|BTRY	CG13492|NP_726121.3|DMEL
OG0001049	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY	CG11357|NP_001097505.1|DMEL
OG0001050	LOC120779126|XP_039967254.1|BTRY	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL
OG0001051	LOC120768315|XP_039950889.1|BTRY	ppk16|NP_001334673.1|DMEL
OG0001052	LOC120769148|XP_039951957.1|BTRY	CG17292|NP_609216.1|DMEL
OG0001053	LOC120775161|XP_039961142.1|BTRY	NO66|NP_572160.1|DMEL
OG0001054	LOC120766864|XP_039948529.1|BTRY	rumi|NP_651095.1|DMEL, CG31139|NP_732797.1|DMEL
OG0001056	LOC120774352|XP_039959871.1|BTRY	Slc25A46b|NP_609864.1|DMEL, Slc25A46a|NP_573096.1|DMEL
OG0001057	LOC120771984|XP_039956272.1|BTRY	Aldh|NP_609285.1|DMEL
OG0001058	LOC120775740|XP_039961994.1|BTRY	CG2556|NP_572805.1|DMEL
OG0001059	LOC120776620|XP_039963350.1|BTRY	Mi-2|NP_001014591.1|DMEL, Chd3|NP_649111.1|DMEL
OG0001060	LOC120779355|XP_039967486.1|BTRY	Arl6IP1|NP_650570.1|DMEL
OG0001061	LOC120770218|XP_039953435.1|BTRY	CG33630|NP_001027166.1|DMEL, CG33631|NP_001027167.1|DMEL
OG0001062	LOC120782771|XP_039971176.1|BTRY	glob3|NP_649597.3|DMEL, glob2|NP_649669.3|DMEL
OG0001063	LOC120772484|XP_039957065.1|BTRY	CG32642|NP_727651.2|DMEL, CG12716|NP_572845.1|DMEL
OG0001064	LOC120773583|XP_039958504.1|BTRY	Ir11a|NP_572795.2|DMEL, Ir7a|NP_572406.1|DMEL
OG0001065	LOC120778421|XP_039966137.1|BTRY	tea|NP_724855.2|DMEL
OG0001072	LOC120774505|XP_039960119.1|BTRY	CG14130|NP_648511.2|DMEL
OG0001073	LOC120778527|XP_039966303.1|BTRY	Tl|NP_001262995.1|DMEL
OG0001074	LOC120772719|XP_039957401.1|BTRY	Mp20|NP_001014522.2|DMEL
OG0001075	LOC120777283|XP_039964426.1|BTRY	Idh|NP_001137910.2|DMEL
OG0001077	LOC120780641|XP_039968840.1|BTRY	CG40228|NP_001104426.1|DMEL
OG0001078	LOC120775880|XP_039962191.1|BTRY	Cyp18a1|NP_728191.1|DMEL
OG0001079	LOC120778543|XP_039966326.1|BTRY	pav|NP_477025.1|DMEL
OG0001080	LOC120777553|XP_039964875.1|BTRY	Klp61F|NP_476818.1|DMEL
OG0001081	LOC120782278|XP_039970412.1|BTRY	CG4572|NP_650836.1|DMEL
OG0001082	LOC120770577|XP_039954091.1|BTRY	exu|NP_725995.1|DMEL
OG0001083	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY	mkg-p|NP_648219.1|DMEL
OG0001084	LOC120770056|XP_039953109.1|BTRY	chk|NP_001163063.1|DMEL
OG0001085	LOC120771522|XP_039955514.1|BTRY	Gp210|NP_610184.2|DMEL
OG0001086	LOC120772561|XP_039957182.1|BTRY	gammaSnap2|NP_649980.1|DMEL, gammaSnap1|NP_477469.1|DMEL
OG0001088	LOC120776840|XP_039963800.1|BTRY	CG13313|NP_648267.1|DMEL
OG0001089	LOC120777019|XP_039964066.1|BTRY	CG1316|NP_647887.1|DMEL
OG0001090	LOC120777604|XP_039964976.1|BTRY	Awh|NP_001261379.1|DMEL
OG0001092	LOC120769335|XP_039952226.1|BTRY	CG8117|NP_573049.2|DMEL, TfIIS|NP_476967.1|DMEL
OG0001093	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY	l_2_34Fc|NP_609710.1|DMEL
OG0001094	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY	CG46301|NP_001334737.1|DMEL
OG0001095	LOC120781862|XP_039970016.1|BTRY	CG7461|NP_611409.2|DMEL
OG0001096	LOC120768377|XP_039950977.1|BTRY	Irk3|NP_001137835.2|DMEL
OG0001097	LOC120780020|XP_039968237.1|BTRY	l_2_41Ab|NP_001104357.1|DMEL
OG0001098	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY	CG14135|NP_001261721.1|DMEL
OG0001099	LOC120778474|XP_039966223.1|BTRY	AsnS|NP_996132.1|DMEL
OG0001100	LOC120771180|XP_039955008.1|BTRY	CG40160|NP_001015213.3|DMEL
OG0001101	LOC120770016|XP_039953043.1|BTRY	CG30460|NP_611186.2|DMEL
OG0001102	LOC120778286|XP_039966007.1|BTRY	fz|NP_001261836.1|DMEL
OG0001103	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY	Decay|NP_477462.1|DMEL
OG0001105	LOC120774438|XP_039960012.1|BTRY	Sec61gamma|NP_608337.1|DMEL, CG8860|NP_610738.1|DMEL
OG0001106	LOC120779428|XP_039967578.1|BTRY	pan|NP_726528.2|DMEL
OG0001108	LOC120766988|XP_039948725.1|BTRY	CG33342|NP_001097904.1|DMEL, CG17784|NP_651254.1|DMEL
OG0001111	LOC120772765|XP_039957473.1|BTRY	CG9825|NP_611723.3|DMEL, CG12490|NP_611722.2|DMEL, CG30265|NP_611721.2|DMEL
OG0001112	LOC120774904|XP_039960706.1|BTRY	ord|NP_726303.1|DMEL
OG0001118	LOC120774999|XP_039960855.1|BTRY	Rrp47|NP_573092.1|DMEL
OG0001119	LOC120780333|XP_039968562.1|BTRY	scro|NP_001015473.1|DMEL
OG0001120	LOC120775222|XP_039961227.1|BTRY	p53|NP_996267.1|DMEL
OG0001122	LOC120777868|XP_039965354.1|BTRY	Aplip1|NP_728573.1|DMEL
OG0001124	LOC120780361|XP_039968586.1|BTRY	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL
OG0001125	LOC120777575|XP_039964914.1|BTRY	MFS9|NP_650889.1|DMEL
OG0001126	LOC120777048|XP_039964093.1|BTRY	sif|NP_001261446.1|DMEL
OG0001127	LOC120778434|XP_039966150.1|BTRY	obst-G|NP_648529.1|DMEL
OG0001128	LOC120771012|XP_039954722.1|BTRY	dpr13|NP_001033956.2|DMEL
OG0001129	LOC120767218|XP_039948965.1|BTRY	CG9044|NP_001260114.1|DMEL
OG0001130	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY	TbCMF46|NP_609325.2|DMEL, Ppr-Y|NP_001015502.3|DMEL
OG0001131	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY	gw|NP_726596.1|DMEL
OG0001133	LOC120768988|XP_039951754.1|BTRY	spir|NP_724254.1|DMEL
OG0001134	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY	hrg|NP_001261097.1|DMEL
OG0001135	LOC120766891|XP_039948575.1|BTRY	CG3061|NP_650328.1|DMEL
OG0001136	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY	pum|NP_731314.1|DMEL
OG0001137	LOC120766335|XP_039947694.1|BTRY	CG11693|NP_001246985.1|DMEL
OG0001138	LOC120777554|XP_039964876.1|BTRY	galene|NP_612084.1|DMEL
OG0001139	LOC120778625|XP_039966443.1|BTRY	CG11263|NP_648618.1|DMEL
OG0001140	LOC120771154|XP_039954969.1|BTRY	CG31161|NP_732772.2|DMEL, CCY|NP_001303589.1|DMEL
OG0001141	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY	CG15695|NP_650920.3|DMEL
OG0001142	LOC120782306|XP_039970451.1|BTRY	GluRIID|NP_651982.1|DMEL
OG0001142	LOC120782046|XP_039970158.1|BTRY	GluRIIE|NP_001036733.1|DMEL
OG0001143	LOC120769261|XP_039952099.1|BTRY	Adh|NP_001027266.1|DMEL
OG0001144	LOC120772233|XP_039956658.1|BTRY	CG15498|NP_650974.1|DMEL, CG34457|NP_001097339.1|DMEL
OG0001145	LOC120771990|XP_039956280.1|BTRY	GstT1|NP_610509.2|DMEL, GstT2|NP_724816.3|DMEL
OG0001146	LOC120778757|XP_039966668.1|BTRY	CG10859|NP_609651.1|DMEL, CG1571|NP_572435.1|DMEL
OG0001153	LOC120771498|XP_039955480.1|BTRY	TBPH|NP_477400.1|DMEL, cocoon|NP_648764.1|DMEL
OG0001154	LOC120767238|XP_039949012.1|BTRY	Ndf|NP_001188767.1|DMEL
OG0001157	LOC120771435|XP_039955370.1|BTRY	Ace|NP_476953.1|DMEL
OG0001158	LOC120769740|XP_039952830.1|BTRY	cl|NP_608930.1|DMEL
OG0001159	LOC120766559|XP_039948079.1|BTRY	Ptp99A|NP_651691.4|DMEL
OG0001160	LOC120767938|XP_039950243.1|BTRY	CG2767|NP_649757.1|DMEL
OG0001161	LOC120766888|XP_039948568.1|BTRY	rdx|NP_650326.3|DMEL
OG0001162	LOC120766786|XP_039948421.1|BTRY	by|NP_649901.1|DMEL
OG0001163	LOC120770850|XP_039954391.1|BTRY	B52|NP_788671.2|DMEL
OG0001164	LOC120778103|XP_039965743.1|BTRY	CG13408|NP_651007.1|DMEL
OG0001165	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY	yellow-d|NP_523820.2|DMEL
OG0001166	LOC120776737|XP_039963598.1|BTRY	Svil|NP_001286919.1|DMEL
OG0001167	LOC120770455|XP_039953883.1|BTRY	CG12911|NP_001286280.1|DMEL
OG0001168	LOC120771092|XP_039954853.1|BTRY	CG5726|NP_611304.1|DMEL
OG0001169	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY	CG5162|NP_573202.1|DMEL
OG0001170	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY	CG17083|NP_651139.1|DMEL
OG0001171	LOC120778304|XP_039966026.1|BTRY	Fhos|NP_001261599.1|DMEL
OG0001172	LOC120773117|XP_039958046.1|BTRY	clt|NP_536784.1|DMEL
OG0001173	LOC120766670|XP_039948242.1|BTRY	CG11550|NP_651882.1|DMEL
OG0001174	LOC120777713|XP_039965125.1|BTRY	CG8219|NP_648038.1|DMEL, Tnpo|NP_477368.1|DMEL
OG0001175	LOC120772062|XP_039956384.1|BTRY	P32|NP_611243.1|DMEL
OG0001176	LOC120772104|XP_039956448.1|BTRY	tej|NP_610950.2|DMEL
OG0001177	LOC120769598|XP_039952593.1|BTRY	dl|NP_724054.1|DMEL
