Orthogroup	BTRY.longest_only	DPSE.longest_only
OG0001577	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY	LOC6896899|XP_002137086.2|DPSE, LOC4800243|XP_001357649.2|DPSE
OG0001578	LOC120772667|XP_039957335.1|BTRY	LOC4804822|XP_001361324.3|DPSE
OG0001579	LOC120774265|XP_039959669.1|BTRY	LOC6900668|XP_002135034.2|DPSE, LOC4814919|XP_001354901.1|DPSE, LOC117184821|XP_033239668.1|DPSE
OG0001580	LOC120770174|XP_039953322.1|BTRY	LOC6898870|XP_015040556.2|DPSE
OG0001581	LOC120773814|XP_039958855.1|BTRY	LOC6902224|XP_002133752.3|DPSE
OG0001582	LOC120770043|XP_039953092.1|BTRY	LOC4805467|XP_015040672.2|DPSE
OG0001583	LOC120771741|XP_039955847.1|BTRY	LOC4805009|XP_015040360.2|DPSE
OG0001584	LOC120777659|XP_039965046.1|BTRY	LOC4812842|XP_001353670.2|DPSE, LOC6900614|XP_002134987.2|DPSE
OG0001585	LOC120775963|XP_039962308.1|BTRY	LOC4814489|XP_015042053.2|DPSE
OG0001586	LOC120777890|XP_039965386.1|BTRY	LOC4813835|XP_001353232.1|DPSE
OG0001587	LOC120771025|XP_039954735.1|BTRY	LOC4803330|XP_033234042.1|DPSE
OG0001588	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY	LOC4804136|XP_001360742.2|DPSE
OG0001589	LOC120767539|XP_039949577.1|BTRY	LOC26534361|XP_015044423.1|DPSE
OG0001590	LOC120772466|XP_039957038.1|BTRY	LOC4803659|XP_015039247.2|DPSE
OG0001591	LOC120774435|XP_039960013.1|BTRY	LOC6896766|XP_033238911.1|DPSE
OG0001592	LOC120768200|XP_039950706.1|BTRY	LOC6902896|XP_033235150.1|DPSE
OG0001593	LOC120768303|XP_039950867.1|BTRY	LOC6902890|XP_033235165.1|DPSE, LOC6902891|XP_033235164.1|DPSE
OG0001594	LOC120769207|XP_039952035.1|BTRY	LOC6903256|XP_033236301.1|DPSE
OG0001595	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY	LOC6898282|XP_002138347.1|DPSE
OG0001596	LOC120767379|XP_039949302.1|BTRY	LOC4817909|XP_001357300.2|DPSE
OG0001597	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY	LOC6902755|XP_002133267.1|DPSE
OG0001599	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY	LOC4817934|XP_001357413.1|DPSE
OG0001600	LOC120769367|XP_039952262.1|BTRY	LOC6903470|XP_033235722.1|DPSE
OG0001601	LOC120769383|XP_039952285.1|BTRY	LOC4818056|XP_001357183.1|DPSE
OG0001602	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY	LOC117183169|XP_015035309.2|DPSE, LOC6903365|XP_002132247.3|DPSE, LOC26533099|XP_015035306.2|DPSE
OG0001603	LOC120781755|XP_039969921.1|BTRY	LOC4816809|XP_001356375.3|DPSE
OG0001604	LOC120775318|XP_039961389.1|BTRY	LOC4815759|XP_001355602.1|DPSE
OG0001605	LOC120771906|XP_039956122.1|BTRY	LOC4803367|XP_001360102.3|DPSE
OG0001606	LOC120771194|XP_039955024.1|BTRY	LOC26532275|XP_015044307.1|DPSE
OG0001607	LOC120768129|XP_039950617.1|BTRY	LOC4817218|XP_001356543.2|DPSE
OG0001608	LOC120767966|XP_039950303.1|BTRY	LOC4816487|XP_033236946.1|DPSE
OG0001609	LOC120771513|XP_039955502.1|BTRY	LOC15382876|XP_004444300.2|DPSE
OG0001610	LOC120768040|XP_039950474.1|BTRY	LOC6901050|XP_002134529.2|DPSE, LOC4816378|XP_001356110.3|DPSE
OG0001611	LOC120767394|XP_039949347.1|BTRY	LOC4817290|XP_001356855.1|DPSE
OG0001612	LOC120769047|XP_039951829.1|BTRY	LOC4817050|XP_001356605.1|DPSE
OG0001613	LOC120781708|XP_039969874.1|BTRY	LOC4817772|XP_001357164.1|DPSE, LOC6903479|XP_002132358.2|DPSE
OG0001614	LOC120770261|XP_039953505.1|BTRY	LOC6898643|XP_033234007.1|DPSE
OG0001615	LOC120768094|XP_039950567.1|BTRY	LOC6903360|XP_002132241.3|DPSE
OG0001616	LOC120768168|XP_039950666.1|BTRY	LOC4817709|XP_001357088.1|DPSE
OG0001617	LOC120767737|XP_039949880.1|BTRY	LOC4816182|XP_001355750.3|DPSE
OG0001618	LOC120781739|XP_039969906.1|BTRY, LOC120779501|XP_039967728.1|BTRY	LOC117184253|XP_033236851.1|DPSE
OG0001619	LOC120768673|XP_039951384.1|BTRY	LOC4816262|XP_033237036.1|DPSE
OG0001620	LOC120771749|XP_039955854.1|BTRY	LOC4803394|XP_001357529.1|DPSE
OG0001621	LOC120771724|XP_039955812.1|BTRY, LOC120771723|XP_039955811.1|BTRY	LOC4805353|XP_001361767.3|DPSE
OG0001622	LOC120773571|XP_039958475.1|BTRY	LOC6901560|XP_002134234.1|DPSE
OG0001623	LOC120769015|XP_039951792.1|BTRY	LOC6902810|XP_002132547.1|DPSE
OG0001624	LOC120768671|XP_039951382.1|BTRY	LOC4817818|XP_033236384.1|DPSE
OG0001625	LOC120767589|XP_039949671.1|BTRY	LOC6902342|XP_002133288.2|DPSE
OG0001626	LOC120769165|XP_039951984.1|BTRY, LOC120780775|XP_039968961.1|BTRY, LOC120781525|XP_039969681.1|BTRY, LOC120768868|XP_039951592.1|BTRY, LOC120780853|XP_039969025.1|BTRY, LOC120780708|XP_039968902.1|BTRY	LOC4816965|XP_001356591.3|DPSE
OG0001627	LOC120766512|XP_039948013.1|BTRY	LOC4803099|XP_001359897.3|DPSE
OG0001628	LOC120782304|XP_039970448.1|BTRY	LOC4802180|XP_033232535.1|DPSE
OG0001629	LOC120780301|XP_039968525.1|BTRY	LOC6897803|XP_033238605.1|DPSE
OG0001630	LOC120774406|XP_039959964.1|BTRY	LOC6902976|XP_033235328.1|DPSE, LOC4801788|XP_001358825.4|DPSE
OG0001631	LOC120766490|XP_039947975.1|BTRY	LOC4802311|XP_001359252.5|DPSE
OG0001632	LOC120773864|XP_039958954.1|BTRY	LOC4816899|XP_001356343.1|DPSE, LOC6901943|XP_002133477.2|DPSE, LOC6899645|XP_002135890.1|DPSE, LOC117185080|XP_033240725.1|DPSE
OG0001633	LOC120782174|XP_039970245.1|BTRY	LOC6897819|XP_033232722.1|DPSE
OG0001634	LOC120780977|XP_039969136.1|BTRY	LOC6897799|XP_002137904.3|DPSE
OG0001635	LOC120767014|XP_039948776.1|BTRY	LOC6897513|XP_002137662.2|DPSE
OG0001636	LOC120782607|XP_039970905.1|BTRY	LOC4802919|XP_001359741.2|DPSE
OG0001637	LOC120782767|XP_039971163.1|BTRY	LOC4800603|XP_001357848.1|DPSE
OG0001638	LOC120775623|XP_039961806.1|BTRY	LOC4815866|XP_001355239.2|DPSE
OG0001639	LOC120773453|XP_039958280.1|BTRY	LOC4804833|XP_001361332.2|DPSE
OG0001640	LOC120782481|XP_039970709.1|BTRY	LOC4803291|XP_001360056.1|DPSE
OG0001641	LOC120776372|XP_039962892.1|BTRY, LOC120776378|XP_039962907.1|BTRY	LOC4802801|XP_001359646.2|DPSE
OG0001642	LOC120768516|XP_039951178.1|BTRY	LOC4814963|XP_001354767.4|DPSE
OG0001643	LOC120778751|XP_039966661.1|BTRY	LOC4817451|XP_001356713.2|DPSE
OG0001644	LOC120777827|XP_039965298.1|BTRY	LOC6897670|XP_033232359.1|DPSE, LOC4813314|XP_001353600.2|DPSE
OG0001645	LOC120771713|XP_039955796.1|BTRY	LOC4805279|XP_015040520.2|DPSE
OG0001646	LOC120771007|XP_039954704.1|BTRY	LOC4805388|XP_001361797.1|DPSE
OG0001647	LOC120773110|XP_039958038.1|BTRY	LOC4803489|XP_033234711.1|DPSE
OG0001648	LOC120777228|XP_039964342.1|BTRY	LOC4813512|XP_015043033.2|DPSE
OG0001649	LOC120771979|XP_039956268.1|BTRY	LOC4805485|XP_001361880.2|DPSE
OG0001650	LOC120770854|XP_039954397.1|BTRY, LOC120771106|XP_039954884.1|BTRY	LOC4805694|XP_015040813.2|DPSE
OG0001651	LOC120773100|XP_039958005.1|BTRY	LOC4803839|XP_001360492.3|DPSE
OG0001652	LOC120777615|XP_039964997.1|BTRY, LOC120777616|XP_039964998.1|BTRY, LOC120777612|XP_039964995.1|BTRY, LOC120778126|XP_039965763.1|BTRY, LOC120777630|XP_039965017.1|BTRY	LOC4812775|XP_033239127.1|DPSE
OG0001653	LOC120779006|XP_039967059.1|BTRY	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE
OG0001654	LOC120770472|XP_039953901.1|BTRY	LOC4804003|XP_015039527.2|DPSE
OG0001655	LOC120771349|XP_039955230.1|BTRY	LOC4805115|XP_001361573.3|DPSE
OG0001656	LOC120769468|XP_039952417.1|BTRY	LOC6902660|XP_002133176.3|DPSE
OG0001657	LOC120779047|XP_039967118.1|BTRY	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE
OG0001658	LOC120778524|XP_039966293.1|BTRY	LOC4811997|XP_001352775.2|DPSE
OG0001659	LOC120778116|XP_039965752.1|BTRY	LOC6900112|XP_002135464.3|DPSE, LOC4812031|XP_001352745.4|DPSE
OG0001660	LOC120778098|XP_039965734.1|BTRY	LOC4812559|XP_001352760.3|DPSE
OG0001661	LOC120780265|XP_039968455.1|BTRY	LOC4802103|XP_033232844.1|DPSE
OG0001662	LOC120776586|XP_039963289.1|BTRY	LOC6896757|XP_002136964.2|DPSE, LOC4814132|XP_001354208.3|DPSE
OG0001663	LOC120766934|XP_039948618.1|BTRY	LOC13036370|XP_003736493.3|DPSE
OG0001663	LOC120766620|XP_039948165.1|BTRY	LOC4801397|XP_015037228.2|DPSE
OG0001664	LOC120772614|XP_039957262.1|BTRY	LOC4803658|XP_001360342.2|DPSE
OG0001666	LOC120769107|XP_039951903.1|BTRY, LOC120775078|XP_039961006.1|BTRY, LOC120777641|XP_039965027.1|BTRY	LOC4817401|XP_001356770.2|DPSE
OG0001667	LOC120772049|XP_039956355.1|BTRY	LOC4805385|XP_004444496.2|DPSE
OG0001668	LOC120777563|XP_039964893.1|BTRY	LOC4813875|XP_001353844.3|DPSE
OG0001669	LOC120777153|XP_039964232.1|BTRY	LOC4813422|XP_001353666.3|DPSE, LOC4813522|XP_002134986.2|DPSE
OG0001670	LOC120777810|XP_039965279.1|BTRY	LOC4805567|XP_001361952.3|DPSE
OG0001678	LOC120773994|XP_039959194.1|BTRY	LOC6902313|XP_002133840.3|DPSE
OG0001679	LOC120775406|XP_039961504.1|BTRY	LOC4815389|XP_001354849.2|DPSE
OG0001680	LOC120774834|XP_039960583.1|BTRY	LOC4815245|XP_001355154.1|DPSE
OG0001681	LOC120775858|XP_039962162.1|BTRY	LOC6901055|XP_002134534.2|DPSE
OG0001682	LOC120775617|XP_039961798.1|BTRY	LOC6900387|XP_002134780.2|DPSE
OG0001683	LOC120767545|XP_039949590.1|BTRY	LOC6903548|XP_015035519.1|DPSE
OG0001684	LOC120779634|XP_039967915.1|BTRY	LOC4811748|XP_001352319.3|DPSE
OG0001685	LOC120767886|XP_039950144.1|BTRY	LOC6903293|XP_002132481.1|DPSE
OG0001686	LOC120773689|XP_039958656.1|BTRY	LOC4814348|XP_001354381.4|DPSE
OG0001687	LOC120775256|XP_039961272.1|BTRY	LOC4815131|XP_001354785.2|DPSE
OG0001688	LOC120775415|XP_039961525.1|BTRY	LOC6899113|XP_002139030.3|DPSE
OG0001689	LOC120774050|XP_039959286.1|BTRY	LOC4815981|XP_015041020.2|DPSE
OG0001690	LOC120778546|XP_039966329.1|BTRY	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE
OG0001691	LOC120767694|XP_039949819.1|BTRY	LOC6902981|XP_002132706.1|DPSE
OG0001693	LOC120773621|XP_039958558.1|BTRY	LOC4816083|XP_001355532.1|DPSE
OG0001694	LOC120766963|XP_039948686.1|BTRY	LOC4801434|XP_001358529.5|DPSE
OG0001695	LOC120775207|XP_039961205.1|BTRY	LOC6899855|XP_033235469.1|DPSE
OG0001696	LOC120766771|XP_039948385.1|BTRY	LOC6897014|XP_002137199.4|DPSE
OG0001697	LOC120780525|XP_039968725.1|BTRY	LOC4802122|XP_033239506.1|DPSE
OG0001698	LOC120773831|XP_039958878.1|BTRY	LOC4814506|XP_033240056.1|DPSE
OG0001699	LOC120766782|XP_039948408.1|BTRY	LOC4801015|XP_003736365.1|DPSE
OG0001700	LOC120782051|XP_039970139.1|BTRY	LOC4802453|XP_015037814.1|DPSE
OG0001701	LOC120770465|XP_039953898.1|BTRY	LOC6897387|XP_002137539.3|DPSE
OG0001702	LOC120767466|XP_039949488.1|BTRY	LOC4817391|XP_001356325.2|DPSE
OG0001703	LOC120778914|XP_039966898.1|BTRY	LOC13036479|XP_015038938.2|DPSE
OG0001704	LOC120782453|XP_039970675.1|BTRY	LOC4800913|XP_001358102.3|DPSE
OG0001705	LOC120782483|XP_039970714.1|BTRY	LOC4801969|XP_015037508.1|DPSE
OG0001706	LOC120769700|XP_039952761.1|BTRY	LOC4816606|XP_001356298.1|DPSE
OG0001707	LOC120766391|XP_039947766.1|BTRY	LOC4801224|XP_003736438.3|DPSE
OG0001708	LOC120777881|XP_039965377.1|BTRY	LOC4801300|XP_001358418.3|DPSE
OG0001709	LOC120778146|XP_039965804.1|BTRY	LOC6900741|XP_002135101.3|DPSE
OG0001710	LOC120766504|XP_039947995.1|BTRY	LOC4800977|XP_001358158.3|DPSE
OG0001711	LOC120766563|XP_039948091.1|BTRY	LOC4801673|XP_002137459.2|DPSE
OG0001712	LOC120766578|XP_039948105.1|BTRY	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE
OG0001713	LOC120781943|XP_039970043.1|BTRY	LOC6897970|XP_002138069.2|DPSE
OG0001714	LOC120782578|XP_039970855.1|BTRY	LOC4802497|XP_001359408.3|DPSE
OG0001715	LOC120773976|XP_039959157.1|BTRY	LOC4814198|XP_001354339.3|DPSE
OG0001716	LOC120774900|XP_039960702.1|BTRY	LOC4815314|XP_001354770.2|DPSE
OG0001717	LOC120768973|XP_039951709.1|BTRY	LOC4800269|XP_033232957.1|DPSE
OG0001718	LOC120774975|XP_039960810.1|BTRY	LOC4801530|XP_015037290.2|DPSE
OG0001719	LOC120782615|XP_039970917.1|BTRY	LOC6897112|XP_033232937.1|DPSE
OG0001720	LOC120780228|XP_039968413.1|BTRY	LOC117184151|XP_033236487.1|DPSE
OG0001720	LOC120780383|XP_039968604.1|BTRY	LOC6897457|XP_033236530.1|DPSE
OG0001721	LOC120782003|XP_039970102.1|BTRY	LOC4801798|XP_001358832.2|DPSE
OG0001722	LOC120779073|XP_039967145.1|BTRY	LOC6900407|XP_033238109.1|DPSE
OG0001723	LOC120771972|XP_039956257.1|BTRY	LOC4803334|XP_001357522.1|DPSE
OG0001724	LOC120770913|XP_039954526.1|BTRY	LOC4805278|XP_033234462.1|DPSE
OG0001725	LOC120771944|XP_039956185.1|BTRY	LOC4804562|XP_015040015.1|DPSE
OG0001726	LOC120778418|XP_039966135.1|BTRY	LOC4812965|XP_001353219.3|DPSE
OG0001727	LOC120766308|XP_039947658.1|BTRY	LOC6896829|XP_002137032.2|DPSE
OG0001728	LOC120770885|XP_039954461.1|BTRY	LOC6898952|XP_015040641.2|DPSE
OG0001729	LOC120770998|XP_039954688.1|BTRY	LOC4803569|XP_015039186.1|DPSE
OG0001730	LOC120769487|XP_039952451.1|BTRY, LOC120769486|XP_039952448.1|BTRY	LOC4817720|XP_001357154.2|DPSE
OG0001731	LOC120772903|XP_039957724.1|BTRY	LOC6898348|XP_033233261.1|DPSE
OG0001732	LOC120782146|XP_039970217.1|BTRY	LOC4818108|XP_015035234.1|DPSE
OG0001733	LOC120770114|XP_039953220.1|BTRY	LOC4803771|XP_001360433.3|DPSE
OG0001734	LOC120770997|XP_039954678.1|BTRY	LOC4804571|XP_001361112.2|DPSE
OG0001735	LOC120776488|XP_039963103.1|BTRY	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE
OG0001736	LOC120771460|XP_039955406.1|BTRY	LOC4803741|XP_001360407.1|DPSE
OG0001737	LOC120770561|XP_039954074.1|BTRY	LOC4804531|XP_001361079.4|DPSE
OG0001738	LOC120776367|XP_039962879.1|BTRY	LOC6903349|XP_002132230.2|DPSE, LOC6900701|XP_002135065.3|DPSE
OG0001739	LOC120771361|XP_039955251.1|BTRY	LOC26532816|XP_015038988.1|DPSE
OG0001740	LOC120771162|XP_039954975.1|BTRY	LOC4804490|XP_001361046.3|DPSE
OG0001741	LOC120778593|XP_039966402.1|BTRY	LOC6897407|XP_002137559.3|DPSE
OG0001742	LOC120772299|XP_039956742.1|BTRY	LOC4804873|XP_001361362.2|DPSE
OG0001743	LOC120777835|XP_039965306.1|BTRY	LOC4812274|XP_033239293.1|DPSE
OG0001744	LOC120770428|XP_039953815.1|BTRY	LOC6898078|XP_033233614.1|DPSE
OG0001745	LOC120773048|XP_039957913.1|BTRY	LOC4803848|XP_033233683.1|DPSE
OG0001746	LOC120778508|XP_039966274.1|BTRY	LOC4813447|XP_001353783.3|DPSE
OG0001747	LOC120770033|XP_039953077.1|BTRY	LOC6898906|XP_033233913.1|DPSE
OG0001748	LOC120777796|XP_039965262.1|BTRY	LOC4812697|XP_001353079.4|DPSE
OG0001749	LOC120771928|XP_039956159.1|BTRY	LOC6898969|XP_002138929.2|DPSE
OG0001750	LOC120772894|XP_039957700.1|BTRY	LOC6898970|XP_002138930.1|DPSE
OG0001751	LOC120776536|XP_039963204.1|BTRY	LOC6900697|XP_033241123.1|DPSE
OG0001752	LOC120777116|XP_039964188.1|BTRY, LOC120773153|XP_039958075.1|BTRY, LOC120777543|XP_039964865.1|BTRY, LOC120778192|XP_039965864.1|BTRY, LOC120777860|XP_039965340.1|BTRY	LOC4811938|XP_001352699.2|DPSE
OG0001753	LOC120778234|XP_039965926.1|BTRY	LOC6900187|XP_015043926.2|DPSE
OG0001754	LOC120771219|XP_039955060.1|BTRY	LOC4804928|XP_001361411.1|DPSE
OG0001755	LOC120778132|XP_039965777.1|BTRY	LOC4813429|XP_033239776.1|DPSE
OG0001756	LOC120781251|XP_039969333.1|BTRY	LOC6899080|XP_015040748.1|DPSE
OG0001757	LOC120772752|XP_039957449.1|BTRY	LOC4804812|XP_001361314.2|DPSE
OG0001758	LOC120776614|XP_039963338.1|BTRY	LOC6900229|XP_033237691.1|DPSE
OG0001759	LOC120772921|XP_039957754.1|BTRY, LOC120772922|XP_039957755.1|BTRY	LOC4803922|XP_001360563.3|DPSE
OG0001761	LOC120770593|XP_039954123.1|BTRY	LOC6898236|XP_002138302.3|DPSE
OG0001762	LOC120769031|XP_039951807.1|BTRY	LOC4817924|XP_001357404.3|DPSE
OG0001763	LOC120768518|XP_039951180.1|BTRY, LOC120768856|XP_039951546.1|BTRY	LOC4816179|XP_001355766.4|DPSE
OG0001764	LOC120769804|XP_039952937.1|BTRY, LOC120779183|XP_039967369.1|BTRY	LOC4802470|XP_001359386.4|DPSE
OG0001765	LOC120773539|XP_039958431.1|BTRY	LOC4805049|XP_033233309.1|DPSE
OG0001766	LOC120769442|XP_039952359.1|BTRY	LOC4817988|XP_033236987.1|DPSE
OG0001767	LOC120769265|XP_039952105.1|BTRY	LOC4816367|XP_001355930.4|DPSE
OG0001768	LOC120774275|XP_039959698.1|BTRY	LOC4816929|XP_001356438.1|DPSE
OG0001769	LOC120768870|XP_039951559.1|BTRY	LOC4817982|XP_001357213.3|DPSE
OG0001770	LOC120767908|XP_039950193.1|BTRY	LOC4818112|XP_001357232.2|DPSE
OG0001771	LOC120769517|XP_039952489.1|BTRY	LOC4817177|XP_001356706.1|DPSE
OG0001772	LOC120768053|XP_039950504.1|BTRY, LOC120768993|XP_039951761.1|BTRY	LOC117184255|XP_033236869.1|DPSE
OG0001773	LOC120769306|XP_039952173.1|BTRY	LOC4817353|XP_001356320.4|DPSE
OG0001774	LOC120770925|XP_039954562.1|BTRY	LOC6898620|XP_002138625.4|DPSE
OG0001775	LOC120773459|XP_039958293.1|BTRY	LOC4815488|XP_015041237.1|DPSE
OG0001776	LOC120768559|XP_039951237.1|BTRY	LOC4818115|XP_001357292.3|DPSE
OG0001777	LOC120767835|XP_039950059.1|BTRY	LOC4818035|XP_001357442.3|DPSE
OG0001778	LOC120769453|XP_039952391.1|BTRY	LOC6903998|XP_002136520.2|DPSE, LOC4817764|XP_001357126.1|DPSE
OG0001779	LOC120768553|XP_039951231.1|BTRY	LOC4817281|XP_001356311.4|DPSE
OG0001780	LOC120771973|XP_039956258.1|BTRY	LOC4805230|XP_001361667.1|DPSE
OG0001781	LOC120767984|XP_039950335.1|BTRY	LOC4816397|XP_015036718.1|DPSE
OG0001782	LOC120781633|XP_039969798.1|BTRY	LOC6903438|XP_002132317.3|DPSE
OG0001783	LOC120768122|XP_039950608.1|BTRY	LOC4816117|XP_001355801.1|DPSE
OG0001784	LOC120769571|XP_039952560.1|BTRY	LOC4817643|XP_001357035.2|DPSE
OG0001785	LOC120770903|XP_039954510.1|BTRY	LOC6898692|XP_002138697.2|DPSE
OG0001786	LOC120767277|XP_039949083.1|BTRY	LOC4817765|XP_001357143.1|DPSE
OG0001787	LOC120767664|XP_039949771.1|BTRY, LOC120767586|XP_039949667.1|BTRY	LOC4817199|XP_001356403.4|DPSE
OG0001788	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY	LOC4805148|XP_001361599.2|DPSE
OG0001789	LOC120776731|XP_039963592.1|BTRY	LOC4803735|XP_001360403.2|DPSE
OG0001790	LOC120767203|XP_039948941.1|BTRY, LOC120767200|XP_039948938.1|BTRY	LOC4818164|XP_033236809.1|DPSE
OG0001791	LOC120772783|XP_039957496.1|BTRY	LOC4803905|XP_001360549.4|DPSE
OG0001792	LOC120769232|XP_039952064.1|BTRY	LOC6902953|XP_015036079.2|DPSE
OG0001793	LOC120770991|XP_039954672.1|BTRY	LOC6898267|XP_033233433.1|DPSE
OG0001794	LOC120769690|XP_039952750.1|BTRY, LOC120767232|XP_039948995.1|BTRY	LOC4817779|XP_001357125.3|DPSE
OG0001795	LOC120769557|XP_039952539.1|BTRY	LOC6903125|XP_033236765.1|DPSE
OG0001796	LOC120776048|XP_039962432.1|BTRY	LOC4815891|XP_001355676.3|DPSE
OG0001797	LOC120779744|XP_039968051.1|BTRY	LOC6899858|XP_015044489.2|DPSE
OG0001798	LOC120770413|XP_039953782.1|BTRY	LOC4803927|XP_001360568.1|DPSE
OG0001799	LOC120775892|XP_039962216.1|BTRY	LOC6901083|XP_002134559.2|DPSE
OG0001800	LOC120767428|XP_039949405.1|BTRY, LOC120769485|XP_039952446.1|BTRY	LOC6903551|XP_002132423.2|DPSE
OG0001801	LOC120777696|XP_039965104.1|BTRY	LOC4812956|XP_001353883.4|DPSE
OG0001802	LOC120782842|XP_039971305.1|BTRY	LOC4803001|XP_001359806.2|DPSE
OG0001803	LOC120777138|XP_039964221.1|BTRY	LOC4802693|XP_033238791.1|DPSE, LOC6897745|XP_015038010.2|DPSE
OG0001805	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY	LOC4814134|XP_001354191.3|DPSE
OG0001806	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY	LOC4802136|XP_015037638.2|DPSE
OG0001807	LOC120780156|XP_039968372.1|BTRY	LOC4803105|XP_003736908.1|DPSE
OG0001808	LOC120766469|XP_039947942.1|BTRY	LOC4802818|XP_015038112.2|DPSE
OG0001809	LOC120782562|XP_039970830.1|BTRY	LOC6897560|XP_002137705.2|DPSE
OG0001811	LOC120772219|XP_039956632.1|BTRY	LOC4804033|XP_001360662.2|DPSE
OG0001812	LOC120775050|XP_039960965.1|BTRY	LOC4815897|XP_001355483.3|DPSE
OG0001813	LOC120766809|XP_039948448.1|BTRY	LOC4803264|XP_033237297.1|DPSE
OG0001814	LOC120782813|XP_039971226.1|BTRY	LOC4802989|XP_015038223.1|DPSE
OG0001815	LOC120779203|XP_039967411.1|BTRY	LOC4802041|XP_001359035.1|DPSE
OG0001816	LOC120771566|XP_039955566.1|BTRY	LOC4804396|XP_001360966.1|DPSE
OG0001817	LOC120773083|XP_039957967.1|BTRY	LOC4805429|XP_001361830.2|DPSE
OG0001818	LOC120774509|XP_039960128.1|BTRY	LOC4814513|XP_001354554.4|DPSE
OG0001819	LOC120772593|XP_039957238.1|BTRY	LOC4805700|XP_001362058.1|DPSE
OG0001820	LOC120771633|XP_039955661.1|BTRY	LOC6903097|XP_002132809.3|DPSE, LOC6903086|XP_002132804.1|DPSE, LOC6901754|XP_002134424.2|DPSE
OG0001821	LOC120771343|XP_039955225.1|BTRY	LOC4805432|XP_001361833.3|DPSE
OG0001822	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY	LOC4805495|XP_015040690.1|DPSE
OG0001823	LOC120778288|XP_039966009.1|BTRY	LOC4813641|XP_001353944.2|DPSE
OG0001824	LOC120769449|XP_039952376.1|BTRY	LOC4817509|XP_001356927.2|DPSE
OG0001825	LOC120771104|XP_039954880.1|BTRY	LOC4804945|XP_033234539.1|DPSE
OG0001826	LOC120769304|XP_039952171.1|BTRY, LOC120772559|XP_039957177.1|BTRY	LOC4805313|XP_001361733.1|DPSE
OG0001827	LOC120772888|XP_039957673.1|BTRY	LOC4804466|XP_001361025.2|DPSE
OG0001828	LOC120776203|XP_039962772.1|BTRY	LOC4814289|XP_033237577.1|DPSE
OG0001829	LOC120772850|XP_039957599.1|BTRY	LOC4804354|XP_001360928.3|DPSE
OG0001830	LOC120770855|XP_039954402.1|BTRY	LOC4803620|XP_001360309.2|DPSE
OG0001831	LOC120778154|XP_039965813.1|BTRY	LOC6900794|XP_015043351.2|DPSE
OG0001832	LOC120772911|XP_039957739.1|BTRY	LOC4814651|XP_015042059.2|DPSE
OG0001833	LOC120772336|XP_039956814.1|BTRY	LOC6898117|XP_002138197.2|DPSE
OG0001834	LOC120766284|XP_039947620.1|BTRY	LOC4801071|XP_001358232.1|DPSE
OG0001837	LOC120770847|XP_039954383.1|BTRY	LOC13036320|XP_015037046.2|DPSE
OG0001838	LOC120772583|XP_039957219.1|BTRY	LOC6898062|XP_002138148.3|DPSE
OG0001839	LOC120772863|XP_039957626.1|BTRY	LOC6898491|XP_002138532.3|DPSE
OG0001848	LOC120780518|XP_039968722.1|BTRY	LOC13036301|XP_033241603.1|DPSE
OG0001849	LOC120782296|XP_039970435.1|BTRY	LOC4801738|XP_001358781.1|DPSE
OG0001850	LOC120779509|XP_039967752.1|BTRY	LOC4811787|XP_015044408.1|DPSE
OG0001851	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY	LOC4811776|XP_033237330.1|DPSE
OG0001852	LOC120778071|XP_039965697.1|BTRY	LOC4814133|XP_033238091.1|DPSE
OG0001853	LOC120769560|XP_039952551.1|BTRY	LOC4801314|XP_015037165.2|DPSE
OG0001854	LOC120774412|XP_039959971.1|BTRY	LOC4815204|XP_001355196.3|DPSE
OG0001855	LOC120771857|XP_039956041.1|BTRY	LOC6899093|XP_002139010.2|DPSE
OG0001856	LOC120775680|XP_039961906.1|BTRY	LOC6903269|XP_002132968.2|DPSE, LOC4815126|XP_033237844.1|DPSE
