Orthogroup	BTRY.longest_only	DVIR.longest_only
OG0001767	LOC120769265|XP_039952105.1|BTRY	LOC6627511|XP_002051624.2|DVIR
OG0001768	LOC120774275|XP_039959698.1|BTRY	LOC6627599|XP_002052830.1|DVIR
OG0001769	LOC120768870|XP_039951559.1|BTRY	LOC6628975|XP_002051367.1|DVIR
OG0001770	LOC120767908|XP_039950193.1|BTRY	LOC6628766|XP_032294260.1|DVIR
OG0001771	LOC120769517|XP_039952489.1|BTRY	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR
OG0001772	LOC120768053|XP_039950504.1|BTRY, LOC120768993|XP_039951761.1|BTRY	LOC6636907|XP_002060363.1|DVIR
OG0001773	LOC120769306|XP_039952173.1|BTRY	LOC6634286|XP_002057753.3|DVIR
OG0001774	LOC120770925|XP_039954562.1|BTRY	LOC6626333|XP_002048863.3|DVIR
OG0001775	LOC120773459|XP_039958293.1|BTRY	LOC6634742|XP_002058190.1|DVIR
OG0001776	LOC120768559|XP_039951237.1|BTRY	LOC6634350|XP_002057814.1|DVIR
OG0001777	LOC120767835|XP_039950059.1|BTRY	LOC6628479|XP_002052560.1|DVIR
OG0001778	LOC120769453|XP_039952391.1|BTRY	LOC6627731|XP_032294267.1|DVIR
OG0001779	LOC120768553|XP_039951231.1|BTRY	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR
OG0001780	LOC120771973|XP_039956258.1|BTRY	LOC6636377|XP_002059906.1|DVIR
OG0001781	LOC120767984|XP_039950335.1|BTRY	LOC6634353|XP_032293416.1|DVIR
OG0001782	LOC120781633|XP_039969798.1|BTRY	LOC6634140|XP_002057426.2|DVIR
OG0001783	LOC120768122|XP_039950608.1|BTRY	LOC6633985|XP_002057849.1|DVIR
OG0001784	LOC120769571|XP_039952560.1|BTRY	LOC6627837|XP_002051727.2|DVIR
OG0001785	LOC120770903|XP_039954510.1|BTRY	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR
OG0001786	LOC120767277|XP_039949083.1|BTRY	LOC6628627|XP_002052583.1|DVIR
OG0001787	LOC120767586|XP_039949667.1|BTRY	LOC116651664|XP_032294380.1|DVIR
OG0001788	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY	LOC6625143|XP_002049552.1|DVIR
OG0001789	LOC120776731|XP_039963592.1|BTRY	LOC6626595|XP_002049031.1|DVIR
OG0001790	LOC120767203|XP_039948941.1|BTRY, LOC120767200|XP_039948938.1|BTRY	LOC6628698|XP_002052563.1|DVIR
OG0001791	LOC120772783|XP_039957496.1|BTRY	LOC6624934|XP_032292689.1|DVIR
OG0001792	LOC120769232|XP_039952064.1|BTRY	LOC6629252|XP_032294061.1|DVIR
OG0001793	LOC120770991|XP_039954672.1|BTRY	LOC6627236|XP_032292073.1|DVIR
OG0001794	LOC120769690|XP_039952750.1|BTRY, LOC120767232|XP_039948995.1|BTRY	LOC6627730|XP_002051747.1|DVIR
OG0001795	LOC120769557|XP_039952539.1|BTRY	LOC6627568|XP_032294613.1|DVIR
OG0001796	LOC120776048|XP_039962432.1|BTRY	LOC6631658|XP_002055348.2|DVIR
OG0001797	LOC120779744|XP_039968051.1|BTRY	LOC6636265|XP_002059678.2|DVIR
OG0001798	LOC120770413|XP_039953782.1|BTRY	LOC6625853|XP_002050109.1|DVIR
OG0001799	LOC120775892|XP_039962216.1|BTRY	LOC6631590|XP_032295994.1|DVIR
OG0001800	LOC120767428|XP_039949405.1|BTRY, LOC120769485|XP_039952446.1|BTRY	LOC6628473|XP_002052556.1|DVIR
OG0001801	LOC120777696|XP_039965104.1|BTRY	LOC6622930|XP_002047075.2|DVIR
OG0001802	LOC120782842|XP_039971305.1|BTRY	LOC6629278|XP_002054686.1|DVIR
OG0001803	LOC120777138|XP_039964221.1|BTRY	LOC6632864|XP_002056675.1|DVIR
OG0001805	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY	LOC6622190|XP_002046870.1|DVIR
OG0001806	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR
OG0001807	LOC120780156|XP_039968372.1|BTRY	LOC6630098|XP_002053691.2|DVIR
OG0001808	LOC120766469|XP_039947942.1|BTRY	LOC6632288|XP_015025750.1|DVIR
OG0001809	LOC120782562|XP_039970830.1|BTRY	LOC6629377|XP_002053541.2|DVIR
OG0001811	LOC120772219|XP_039956632.1|BTRY	LOC6626827|XP_032292193.1|DVIR
OG0001812	LOC120775050|XP_039960965.1|BTRY	LOC26530639|XP_015025128.1|DVIR
OG0001813	LOC120766809|XP_039948448.1|BTRY	LOC6629515|XP_015026896.1|DVIR
OG0001814	LOC120782813|XP_039971226.1|BTRY	LOC6630279|XP_015026820.1|DVIR
OG0001815	LOC120779203|XP_039967411.1|BTRY	LOC6632402|XP_002056619.1|DVIR
OG0001816	LOC120771566|XP_039955566.1|BTRY	LOC6635334|XP_002058883.2|DVIR, LOC6635416|XP_002058959.1|DVIR
OG0001817	LOC120773083|XP_039957967.1|BTRY	LOC6626118|XP_002049925.1|DVIR, LOC6626119|XP_015029333.2|DVIR
OG0001818	LOC120774509|XP_039960128.1|BTRY	LOC6634571|XP_002058183.3|DVIR
OG0001819	LOC120772593|XP_039957238.1|BTRY	LOC6627260|XP_002049916.1|DVIR
OG0001820	LOC120771633|XP_039955661.1|BTRY	LOC6636062|XP_002059593.1|DVIR
OG0001821	LOC120771343|XP_039955225.1|BTRY	LOC6627093|XP_002048808.2|DVIR
OG0001822	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY	LOC6625121|XP_002050888.1|DVIR
OG0001823	LOC120778288|XP_039966009.1|BTRY	LOC6624514|XP_002048532.1|DVIR
OG0001824	LOC120769449|XP_039952376.1|BTRY	LOC6627439|XP_002052240.1|DVIR
OG0001825	LOC120771104|XP_039954880.1|BTRY	LOC6626396|XP_032293313.1|DVIR
OG0001826	LOC120769304|XP_039952171.1|BTRY, LOC120772559|XP_039957177.1|BTRY	LOC6626408|XP_002050049.1|DVIR
OG0001827	LOC120772888|XP_039957673.1|BTRY	LOC6626493|XP_002049318.1|DVIR
OG0001828	LOC120776203|XP_039962772.1|BTRY	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR
OG0001829	LOC120772850|XP_039957599.1|BTRY	LOC6625646|XP_032292883.1|DVIR
OG0001830	LOC120770855|XP_039954402.1|BTRY	LOC6627140|XP_002049434.1|DVIR
OG0001831	LOC120778154|XP_039965813.1|BTRY	LOC6636801|XP_015023735.1|DVIR
OG0001832	LOC120772911|XP_039957739.1|BTRY	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR
OG0001833	LOC120772336|XP_039956814.1|BTRY	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR
OG0001834	LOC120766284|XP_039947620.1|BTRY	LOC6632915|XP_002056260.1|DVIR
OG0001837	LOC120770847|XP_039954383.1|BTRY	LOC6623448|XP_002048572.1|DVIR
OG0001838	LOC120772583|XP_039957219.1|BTRY	LOC6626967|XP_032292174.1|DVIR
OG0001839	LOC120772863|XP_039957626.1|BTRY	LOC6626504|XP_002050203.1|DVIR
OG0001848	LOC120780588|XP_039968782.1|BTRY, LOC120780518|XP_039968722.1|BTRY	LOC26531103|XP_032289865.1|DVIR
OG0001849	LOC120782296|XP_039970435.1|BTRY	LOC6630912|XP_002053771.2|DVIR
OG0001850	LOC120779509|XP_039967752.1|BTRY	LOC6636235|XP_032290149.1|DVIR
OG0001851	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY	LOC6636228|XP_002059708.2|DVIR
OG0001852	LOC120778071|XP_039965697.1|BTRY	LOC6622731|XP_015030933.1|DVIR
OG0001853	LOC120769560|XP_039952551.1|BTRY	LOC6634863|XP_032295228.1|DVIR
OG0001854	LOC120774412|XP_039959971.1|BTRY	LOC6633855|XP_002057378.2|DVIR
OG0001855	LOC120771857|XP_039956041.1|BTRY	LOC6625553|XP_002049003.1|DVIR
OG0001856	LOC120775680|XP_039961906.1|BTRY	LOC116649727|XP_032295783.1|DVIR
OG0001857	LOC120775040|XP_039960949.1|BTRY	LOC6632127|XP_032295634.1|DVIR
OG0001858	LOC120767271|XP_039949077.1|BTRY, LOC120773930|XP_039959063.1|BTRY	LOC6632170|XP_032295594.1|DVIR
OG0001859	LOC120773411|XP_039958214.1|BTRY	LOC6631306|XP_002055049.1|DVIR
OG0001860	LOC120778884|XP_039966861.1|BTRY	LOC6624578|XP_002047917.1|DVIR
OG0001861	LOC120782749|XP_039971127.1|BTRY	LOC6631111|XP_002054135.2|DVIR
OG0001862	LOC120775724|XP_039961974.1|BTRY	LOC6629574|XP_002054857.1|DVIR
OG0001863	LOC120773470|XP_039958319.1|BTRY	LOC6631747|XP_002055467.1|DVIR
OG0001864	LOC120767731|XP_039949893.1|BTRY	LOC6630472|XP_002054108.2|DVIR
OG0001865	LOC120775188|XP_039961176.1|BTRY	LOC6629316|XP_002053535.1|DVIR, LOC6631982|XP_002055607.1|DVIR
OG0001866	LOC120766388|XP_039947760.1|BTRY	LOC6632536|XP_032289602.1|DVIR
OG0001867	LOC120777752|XP_039965180.1|BTRY	LOC6623883|XP_002046829.1|DVIR
OG0001868	LOC120768960|XP_039951687.1|BTRY	LOC6628004|XP_002051410.2|DVIR
OG0001869	LOC120782222|XP_039970318.1|BTRY	LOC6635141|XP_002058378.2|DVIR
OG0001870	LOC120775404|XP_039961501.1|BTRY	LOC6636048|XP_002059575.1|DVIR
OG0001871	LOC120774927|XP_039960738.1|BTRY	LOC6634744|XP_002058192.1|DVIR
OG0001872	LOC120766647|XP_039948205.1|BTRY	LOC6629499|XP_002054519.1|DVIR
OG0001873	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY	LOC6634973|XP_015024816.1|DVIR
OG0001874	LOC120780448|XP_039968656.1|BTRY	LOC6636736|XP_002060211.1|DVIR
OG0001875	LOC120772900|XP_039957718.1|BTRY, LOC120772920|XP_039957757.1|BTRY	LOC6630198|XP_032296221.1|DVIR
OG0001876	LOC120775823|XP_039962112.1|BTRY	LOC6626360|XP_032292439.1|DVIR
OG0001877	LOC120773951|XP_039959111.1|BTRY	LOC6632027|XP_002055017.1|DVIR
OG0001878	LOC120775772|XP_039962041.1|BTRY	LOC6632250|XP_002056079.1|DVIR
OG0001879	LOC120780516|XP_039968720.1|BTRY	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR
OG0001880	LOC120777795|XP_039965265.1|BTRY	LOC6631180|XP_002053235.1|DVIR
OG0001881	LOC120766621|XP_039948166.1|BTRY	LOC6634930|XP_002058441.1|DVIR
OG0001882	LOC120782670|XP_039970986.1|BTRY	LOC6630847|XP_002053929.1|DVIR
OG0001883	LOC120768979|XP_039951720.1|BTRY	LOC6630823|XP_015026855.1|DVIR
OG0001884	LOC120782023|XP_039970117.1|BTRY	LOC6629741|XP_002054145.1|DVIR
OG0001885	LOC120767336|XP_039949214.1|BTRY	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR
OG0001886	LOC120778300|XP_039966024.1|BTRY	LOC6629593|XP_002053000.1|DVIR
OG0001887	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY	LOC6626745|XP_002049308.1|DVIR
OG0001888	LOC120782509|XP_039970751.1|BTRY	LOC6632956|XP_002056573.1|DVIR
OG0001889	LOC120774217|XP_039959607.1|BTRY	LOC6631540|XP_002055064.1|DVIR
OG0001890	LOC120782726|XP_039971086.1|BTRY	LOC6624456|XP_002047611.1|DVIR
OG0001891	LOC120776499|XP_039963120.1|BTRY	LOC6630380|XP_032295643.1|DVIR
OG0001892	LOC120773445|XP_039958264.1|BTRY	LOC6628853|XP_002051239.2|DVIR
OG0001893	LOC120780842|XP_039969225.1|BTRY	LOC6633062|XP_002055951.1|DVIR
OG0001894	LOC120771323|XP_039955201.1|BTRY	LOC6635922|XP_002059362.1|DVIR
OG0001895	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY	LOC6636233|XP_002059747.2|DVIR
OG0001896	LOC120779488|XP_039967708.1|BTRY	LOC26531476|XP_032289175.1|DVIR
OG0001897	LOC120768001|XP_039950361.1|BTRY	LOC6630568|XP_002054385.1|DVIR
OG0001898	LOC120773741|XP_039958735.1|BTRY	LOC6633845|XP_002057197.1|DVIR
OG0001899	LOC120775806|XP_039962093.1|BTRY	LOC6635016|XP_032294826.1|DVIR
OG0001900	LOC120777251|XP_039964380.1|BTRY	LOC6622825|XP_002047546.1|DVIR
OG0001901	LOC120767988|XP_039950340.1|BTRY	LOC6627289|XP_032294122.1|DVIR
OG0001903	LOC120775305|XP_039961376.1|BTRY	LOC6634914|XP_002058674.2|DVIR
OG0001904	LOC120776156|XP_039963004.1|BTRY	LOC6632940|XP_002056127.2|DVIR
OG0001905	LOC120774756|XP_039960449.1|BTRY	LOC6631810|XP_002055744.1|DVIR
OG0001906	LOC120782744|XP_039971111.1|BTRY, LOC120782743|XP_039971110.1|BTRY	LOC6632312|XP_032289778.1|DVIR
OG0001907	LOC120773870|XP_039958957.1|BTRY	LOC6636667|XP_032295789.1|DVIR
OG0001908	LOC120778174|XP_039965847.1|BTRY	LOC6633216|XP_002055981.1|DVIR
OG0001909	LOC120774269|XP_039959681.1|BTRY	LOC6632123|XP_002055261.1|DVIR
OG0001910	LOC120775975|XP_039962334.1|BTRY	LOC6632727|XP_002056050.1|DVIR
OG0001911	LOC120766736|XP_039948322.1|BTRY	LOC6629987|XP_015027658.1|DVIR
OG0001913	LOC120769636|XP_039952673.1|BTRY	LOC6627779|XP_002052018.1|DVIR
OG0001914	LOC120780923|XP_039969086.1|BTRY	LOC6632225|XP_032288800.1|DVIR
OG0001915	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY	LOC6623134|XP_032290356.1|DVIR
OG0001916	LOC120770934|XP_039954572.1|BTRY	LOC6626949|XP_015029030.1|DVIR
OG0001917	LOC120777371|XP_039964582.1|BTRY	LOC6624259|XP_002047159.2|DVIR
OG0001918	LOC120778807|XP_039966745.1|BTRY	LOC6622066|XP_002047081.2|DVIR
OG0001919	LOC120771790|XP_039955921.1|BTRY	LOC6625344|XP_002050426.1|DVIR
OG0001920	LOC120776391|XP_039962937.1|BTRY	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR
OG0001921	LOC120776541|XP_039963213.1|BTRY	LOC6635342|XP_002058869.1|DVIR
OG0001922	LOC120771975|XP_039956265.1|BTRY	LOC6636374|XP_002059903.1|DVIR
OG0001923	LOC120777208|XP_039964317.1|BTRY	LOC6624146|XP_032290475.1|DVIR
OG0001924	LOC120767888|XP_039950147.1|BTRY	LOC6629175|XP_032294253.1|DVIR
OG0001925	LOC120778187|XP_039965858.1|BTRY	LOC6624356|XP_002046938.1|DVIR
OG0001926	LOC120776505|XP_039963133.1|BTRY	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR
OG0001927	LOC120772111|XP_039956455.1|BTRY	LOC6626539|XP_002050749.1|DVIR
OG0001928	LOC120778640|XP_039966473.1|BTRY	LOC6623265|XP_032290171.1|DVIR
OG0001929	LOC120777589|XP_039964938.1|BTRY	LOC6624086|XP_032291330.1|DVIR
OG0001930	LOC120770289|XP_039953560.1|BTRY	LOC6625194|XP_002048747.2|DVIR
OG0001932	LOC120777356|XP_039964545.1|BTRY	LOC6623786|XP_002047365.1|DVIR
OG0001933	LOC120771690|XP_039955758.1|BTRY	LOC6626854|XP_002050088.1|DVIR
OG0001934	LOC120777393|XP_039964620.1|BTRY	LOC6623856|XP_002047841.1|DVIR
OG0001935	LOC120776510|XP_039963148.1|BTRY	LOC6623638|XP_002046186.2|DVIR
OG0001937	LOC120770953|XP_039954601.1|BTRY	LOC6636473|XP_002059922.2|DVIR
OG0001938	LOC120771881|XP_039956074.1|BTRY	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR
OG0001939	LOC120771918|XP_039956142.1|BTRY	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR
OG0001940	LOC120773102|XP_039958007.1|BTRY	LOC26531019|XP_032292582.1|DVIR
OG0001941	LOC120778078|XP_039965706.1|BTRY	LOC6631184|XP_015027223.1|DVIR
OG0001942	LOC120772531|XP_039957133.1|BTRY	LOC6635955|XP_002059397.2|DVIR
OG0001943	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY	LOC6623341|XP_002046189.1|DVIR
OG0001944	LOC120778575|XP_039966373.1|BTRY	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR
OG0001945	LOC120771554|XP_039955549.1|BTRY	LOC6635919|XP_002059359.3|DVIR
OG0001946	LOC120772230|XP_039956656.1|BTRY	LOC6626501|XP_002050870.1|DVIR
OG0001947	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY	LOC6626615|XP_002050599.1|DVIR
OG0001948	LOC120776857|XP_039963837.1|BTRY	LOC6622360|XP_002047720.1|DVIR
OG0001949	LOC120778048|XP_039965657.1|BTRY	LOC6623797|XP_032290625.1|DVIR
OG0001950	LOC120782371|XP_039970542.1|BTRY	LOC6630671|XP_032295217.1|DVIR
OG0001951	LOC120772577|XP_039957214.1|BTRY	LOC6626511|XP_032292583.1|DVIR
OG0001952	LOC120772022|XP_039956323.1|BTRY	LOC6626111|XP_002050024.1|DVIR
OG0001953	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY	LOC6636370|XP_032292427.1|DVIR
OG0001954	LOC120770100|XP_039953205.1|BTRY	LOC6627056|XP_002050512.2|DVIR
OG0001955	LOC120772766|XP_039957475.1|BTRY	LOC6626572|XP_002050551.1|DVIR
OG0001956	LOC120777376|XP_039964599.1|BTRY	LOC6624021|XP_002048311.3|DVIR
OG0001957	LOC120772177|XP_039956559.1|BTRY	LOC6626358|XP_002050861.1|DVIR
OG0001958	LOC120770258|XP_039953498.1|BTRY	LOC6624884|XP_032291947.1|DVIR
OG0001959	LOC120778938|XP_039966929.1|BTRY	LOC6624711|XP_002048130.3|DVIR
OG0001960	LOC120776344|XP_039962830.1|BTRY	LOC6622927|XP_032291068.1|DVIR
OG0001961	LOC120770306|XP_039953608.1|BTRY	LOC6627254|XP_015029602.1|DVIR
OG0001962	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY	LOC6635923|XP_032292197.1|DVIR
OG0001963	LOC120772630|XP_039957286.1|BTRY	LOC6622663|XP_002047023.1|DVIR
OG0001964	LOC120777367|XP_039964570.1|BTRY	LOC6622277|XP_002046649.2|DVIR
OG0001965	LOC120778986|XP_039967018.1|BTRY	LOC6623540|XP_002047328.2|DVIR
OG0001966	LOC120782546|XP_039970810.1|BTRY	LOC6630544|XP_002054415.1|DVIR
OG0001967	LOC120771395|XP_039955295.1|BTRY	LOC6625387|XP_002050304.1|DVIR
OG0001968	LOC120778717|XP_039966614.1|BTRY	LOC6623937|XP_002046279.1|DVIR
OG0001969	LOC120770952|XP_039954600.1|BTRY	LOC6625261|XP_002050690.1|DVIR
OG0001970	LOC120772750|XP_039957446.1|BTRY	LOC6625600|XP_002050260.1|DVIR
OG0001971	LOC120768970|XP_039951699.1|BTRY	LOC6626723|XP_032293156.1|DVIR
OG0001972	LOC120771026|XP_039954736.1|BTRY	LOC6626123|XP_002050030.1|DVIR
OG0001973	LOC120771553|XP_039955548.1|BTRY	LOC6627053|XP_015030141.1|DVIR
OG0001974	LOC120770989|XP_039954670.1|BTRY	LOC6625696|XP_002048846.2|DVIR
OG0001975	LOC120778480|XP_039966230.1|BTRY	LOC6623862|XP_002047408.1|DVIR
OG0001976	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY	LOC6626906|XP_002050966.1|DVIR
OG0001977	LOC120767534|XP_039949559.1|BTRY	LOC6627449|XP_032293907.1|DVIR
OG0001978	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY	LOC6628402|XP_032294042.1|DVIR
OG0001979	LOC120767436|XP_039949433.1|BTRY	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR
OG0001980	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY	LOC6635756|XP_002059113.1|DVIR
OG0001981	LOC120768074|XP_039950537.1|BTRY	LOC6628102|XP_032294392.1|DVIR
OG0001982	LOC120769190|XP_039952018.1|BTRY	LOC6629007|XP_002051276.2|DVIR
OG0001983	LOC120773400|XP_039958190.1|BTRY	LOC26531357|XP_032288987.1|DVIR
OG0001984	LOC120769382|XP_039952284.1|BTRY	LOC6628168|XP_002051464.2|DVIR
OG0001985	LOC120780145|XP_039968365.1|BTRY	LOC6634040|XP_032293613.1|DVIR
OG0001986	LOC120768862|XP_039951551.1|BTRY	LOC6628175|XP_002051445.1|DVIR
OG0001987	LOC120774159|XP_039959505.1|BTRY	LOC6633394|XP_032289114.1|DVIR
OG0001988	LOC120770037|XP_039953086.1|BTRY	LOC6625855|XP_002050111.1|DVIR
OG0001989	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY	LOC6628311|XP_002052865.1|DVIR
OG0001990	LOC120768658|XP_039951369.1|BTRY	LOC6627818|XP_002051143.2|DVIR
OG0001991	LOC120768755|XP_039951461.1|BTRY	LOC6629075|XP_032294338.1|DVIR
OG0001992	LOC120768570|XP_039951253.1|BTRY	LOC6627897|XP_032294616.1|DVIR
OG0001993	LOC120768392|XP_039950998.1|BTRY	LOC6634213|XP_002057806.1|DVIR
OG0001994	LOC120773364|XP_039958128.1|BTRY	LOC6629688|XP_015027572.1|DVIR
OG0001995	LOC120781538|XP_039969703.1|BTRY	LOC6634297|XP_002057449.1|DVIR
OG0001996	LOC120767965|XP_039950302.1|BTRY	LOC6628189|XP_032294003.1|DVIR
OG0001997	LOC120770842|XP_039954372.1|BTRY	LOC6626236|XP_002048860.1|DVIR
OG0001998	LOC120770212|XP_039953400.1|BTRY	LOC6626332|XP_032291752.1|DVIR
OG0001999	LOC120771449|XP_039955391.1|BTRY	LOC6627059|XP_015029165.1|DVIR
OG0002000	LOC120769380|XP_039952283.1|BTRY	LOC6627761|XP_002052650.1|DVIR
OG0002001	LOC120767679|XP_039949788.1|BTRY	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR
OG0002002	LOC120771088|XP_039954848.1|BTRY	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR
OG0002003	LOC120768124|XP_039950610.1|BTRY	LOC6633984|XP_002057848.1|DVIR
OG0002004	LOC120768071|XP_039950531.1|BTRY	LOC6628214|XP_015028608.1|DVIR
OG0002005	LOC120768433|XP_039951049.1|BTRY	LOC6633901|XP_015025296.2|DVIR
OG0002006	LOC120768995|XP_039951762.1|BTRY	LOC6628358|XP_032294603.1|DVIR
OG0002007	LOC120768444|XP_039951068.1|BTRY	LOC6628906|XP_002051550.1|DVIR
OG0002008	LOC120779457|XP_039967649.1|BTRY	LOC6636271|XP_032290159.1|DVIR
OG0002009	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY	LOC6624883|XP_032292330.1|DVIR
OG0002010	LOC120769613|XP_039952647.1|BTRY	LOC6633986|XP_002057850.1|DVIR
OG0002011	LOC120769493|XP_039952456.1|BTRY	LOC6634004|XP_002057825.3|DVIR
OG0002012	LOC120767387|XP_039949326.1|BTRY	LOC6627349|XP_002052460.2|DVIR
OG0002013	LOC120769127|XP_039951922.1|BTRY	LOC6634155|XP_032293567.1|DVIR
OG0002014	LOC120771209|XP_039955045.1|BTRY	LOC6626383|XP_002050057.1|DVIR
OG0002015	LOC120769638|XP_039952677.1|BTRY	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR
OG0002016	LOC120772236|XP_039956662.1|BTRY	LOC6626610|XP_032292177.1|DVIR
OG0002017	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY	LOC6629111|XP_032293893.1|DVIR
OG0002018	LOC120767880|XP_039950140.1|BTRY	LOC6634214|XP_002057807.3|DVIR
OG0002019	LOC120767713|XP_039949843.1|BTRY	LOC6628983|XP_032293990.1|DVIR
OG0002020	LOC120769272|XP_039952118.1|BTRY	LOC6634183|XP_002057441.2|DVIR
OG0002021	LOC120772968|XP_039957805.1|BTRY	LOC6625386|XP_002050303.2|DVIR
OG0002022	LOC120767733|XP_039949875.1|BTRY	LOC6628404|XP_032294501.1|DVIR
OG0002023	LOC120771303|XP_039955174.1|BTRY	LOC6632895|XP_002056195.1|DVIR
OG0002024	LOC120769476|XP_039952432.1|BTRY	LOC6623556|XP_032290041.1|DVIR
OG0002025	LOC120769378|XP_039952280.1|BTRY	LOC6628942|XP_032293538.1|DVIR
OG0002026	LOC120777293|XP_039964438.1|BTRY	LOC6622563|XP_002047703.2|DVIR
OG0002027	LOC120772974|XP_039957816.1|BTRY	LOC6626290|XP_015029287.1|DVIR
OG0002028	LOC120771529|XP_039955521.1|BTRY	LOC6626936|XP_032293080.1|DVIR
OG0002029	LOC120777455|XP_039964710.1|BTRY	LOC6623931|XP_002047397.2|DVIR
OG0002030	LOC120771727|XP_039955816.1|BTRY	LOC6625886|XP_002050357.1|DVIR
OG0002031	LOC120780129|XP_039968344.1|BTRY	LOC6624786|XP_015029730.1|DVIR
OG0002032	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY	LOC6629903|XP_002053401.1|DVIR
OG0002033	LOC120773383|XP_039958147.1|BTRY	LOC6633486|XP_002057345.1|DVIR
OG0002034	LOC120773477|XP_039958329.1|BTRY	LOC6634834|XP_002058015.3|DVIR
OG0002035	LOC120776579|XP_039963283.1|BTRY	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR
OG0002036	LOC120782530|XP_039970783.1|BTRY	LOC6630386|XP_015027037.2|DVIR
OG0002037	LOC120775610|XP_039961784.1|BTRY	LOC6623209|XP_002046319.1|DVIR, LOC6624342|XP_002046338.1|DVIR
OG0002038	LOC120782344|XP_039970511.1|BTRY	LOC6629346|XP_002053262.1|DVIR
OG0002039	LOC120781402|XP_039969547.1|BTRY	LOC26530948|XP_015027846.1|DVIR
OG0002040	LOC120780294|XP_039968512.1|BTRY	LOC6629308|XP_032288888.1|DVIR
OG0002041	LOC120770828|XP_039954348.1|BTRY	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR
OG0002042	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY	LOC6632341|XP_002056409.1|DVIR
OG0002043	LOC120782311|XP_039970461.1|BTRY	LOC6629647|XP_002053557.2|DVIR
OG0002044	LOC120767038|XP_039948817.1|BTRY	LOC6633046|XP_002056269.1|DVIR
OG0002045	LOC120766980|XP_039948710.1|BTRY	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR
OG0002046	LOC120774522|XP_039960152.1|BTRY	LOC6634693|XP_002058304.1|DVIR
OG0002048	LOC120766304|XP_039947653.1|BTRY	LOC6632363|XP_002056724.2|DVIR
