Orthogroup	BTRY.longest_only	DSER.longest_only
OG0001829	LOC120772850|XP_039957599.1|BTRY	LOC110176332|XP_020798313.1|DSER
OG0001830	LOC120770855|XP_039954402.1|BTRY	LOC110177331|XP_020799672.1|DSER
OG0001831	LOC120778154|XP_039965813.1|BTRY	LOC110178876|XP_020801808.1|DSER
OG0001832	LOC120772911|XP_039957739.1|BTRY	LOC110181867|XP_020805448.1|DSER
OG0001833	LOC120772336|XP_039956814.1|BTRY	LOC110191505|XP_020818032.1|DSER
OG0001834	LOC120766284|XP_039947620.1|BTRY	LOC110188089|XP_020813304.1|DSER
OG0001838	LOC120772583|XP_039957219.1|BTRY	LOC110180776|XP_020804118.1|DSER, LOC110179197|XP_020802277.1|DSER, LOC110180771|XP_020804113.1|DSER
OG0001839	LOC120772863|XP_039957626.1|BTRY	LOC110182930|XP_020806767.1|DSER
OG0001848	LOC120780588|XP_039968782.1|BTRY	LOC110180476|XP_020803818.1|DSER
OG0001848	LOC120780518|XP_039968722.1|BTRY	LOC110185344|XP_020809781.1|DSER
OG0001849	LOC120782296|XP_039970435.1|BTRY	LOC110191339|XP_020817842.1|DSER
OG0001850	LOC120779509|XP_039967752.1|BTRY	LOC110185429|XP_020809903.1|DSER
OG0001851	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY	LOC110185451|XP_020809948.1|DSER
OG0001852	LOC120778071|XP_039965697.1|BTRY	LOC110184504|XP_020808726.1|DSER
OG0001853	LOC120769560|XP_039952551.1|BTRY	LOC110186255|XP_020810996.1|DSER
OG0001854	LOC120774412|XP_039959971.1|BTRY	LOC110187024|XP_020812048.1|DSER
OG0001855	LOC120771857|XP_039956041.1|BTRY	LOC110180445|XP_020803777.1|DSER
OG0001856	LOC120775680|XP_039961906.1|BTRY	LOC110181854|XP_020805427.1|DSER
OG0001857	LOC120775040|XP_039960949.1|BTRY	LOC110175938|XP_020797778.1|DSER
OG0001858	LOC120767271|XP_039949077.1|BTRY	LOC110182028|XP_020805618.1|DSER, LOC110182005|XP_020805596.1|DSER
OG0001858	LOC120773930|XP_039959063.1|BTRY	LOC110181670|XP_020805155.1|DSER
OG0001859	LOC120773411|XP_039958214.1|BTRY	LOC110181866|XP_020805447.1|DSER
OG0001860	LOC120778884|XP_039966861.1|BTRY	LOC110178975|XP_020801945.1|DSER
OG0001861	LOC120782749|XP_039971127.1|BTRY	LOC110186497|XP_020811350.1|DSER
OG0001862	LOC120775724|XP_039961974.1|BTRY	LOC110175927|XP_020797765.1|DSER
OG0001863	LOC120773470|XP_039958319.1|BTRY	LOC110175928|XP_020797766.1|DSER
OG0001864	LOC120767731|XP_039949893.1|BTRY	LOC110187716|XP_020812813.1|DSER
OG0001865	LOC120775188|XP_039961176.1|BTRY	LOC110179096|XP_020802140.1|DSER
OG0001866	LOC120766388|XP_039947760.1|BTRY	LOC110187760|XP_020812883.1|DSER, LOC110183815|XP_020807829.1|DSER
OG0001867	LOC120777752|XP_039965180.1|BTRY	LOC110185263|XP_020809661.1|DSER
OG0001868	LOC120768960|XP_039951687.1|BTRY	LOC110182727|XP_020806487.1|DSER
OG0001869	LOC120782222|XP_039970318.1|BTRY	LOC110177144|XP_020799380.1|DSER
OG0001870	LOC120775404|XP_039961501.1|BTRY	LOC110181521|XP_020804955.1|DSER
OG0001871	LOC120774927|XP_039960738.1|BTRY	LOC110180412|XP_020803736.1|DSER
OG0001872	LOC120766647|XP_039948205.1|BTRY	LOC110186402|XP_020811225.1|DSER
OG0001873	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY	LOC110187805|XP_020812939.1|DSER
OG0001874	LOC120780448|XP_039968656.1|BTRY	LOC110190988|XP_020817358.1|DSER
OG0001875	LOC120772920|XP_039957757.1|BTRY	LOC110186420|XP_020811259.1|DSER
OG0001876	LOC120775823|XP_039962112.1|BTRY	LOC110184487|XP_020808701.1|DSER
OG0001877	LOC120773951|XP_039959111.1|BTRY	LOC110179107|XP_020802154.1|DSER
OG0001878	LOC120775772|XP_039962041.1|BTRY	LOC110185097|XP_020809450.1|DSER
OG0001879	LOC120780516|XP_039968720.1|BTRY	LOC110191311|XP_020817783.1|DSER
OG0001880	LOC120777795|XP_039965265.1|BTRY	LOC110191177|XP_020817601.1|DSER
OG0001881	LOC120766621|XP_039948166.1|BTRY	LOC110188648|XP_020814085.1|DSER
OG0001882	LOC120782670|XP_039970986.1|BTRY	LOC110186888|XP_020811847.1|DSER
OG0001883	LOC120768979|XP_039951720.1|BTRY	LOC110191241|XP_020817678.1|DSER
OG0001884	LOC120782023|XP_039970117.1|BTRY	LOC110177223|XP_020799503.1|DSER
OG0001885	LOC120767336|XP_039949214.1|BTRY	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER
OG0001886	LOC120778300|XP_039966024.1|BTRY	LOC110189150|XP_020814779.1|DSER
OG0001887	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY	LOC110177313|XP_020799648.1|DSER
OG0001888	LOC120782509|XP_039970751.1|BTRY	LOC110177118|XP_020799323.1|DSER
OG0001889	LOC120774217|XP_039959607.1|BTRY	LOC110184407|XP_020808597.1|DSER
OG0001890	LOC120782726|XP_039971086.1|BTRY	LOC110184632|XP_020808887.1|DSER
OG0001891	LOC120776499|XP_039963120.1|BTRY	LOC110188198|XP_020813453.1|DSER
OG0001892	LOC120773445|XP_039958264.1|BTRY	LOC110180481|XP_020803824.1|DSER
OG0001893	LOC120780842|XP_039969225.1|BTRY	LOC110177380|XP_020799738.1|DSER
OG0001894	LOC120771323|XP_039955201.1|BTRY	LOC110179105|XP_020802155.1|DSER, LOC110191586|XP_020818130.1|DSER
OG0001895	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY	LOC110185393|XP_020809828.1|DSER
OG0001896	LOC120779488|XP_039967708.1|BTRY	LOC110185359|XP_020809798.1|DSER, LOC110182626|XP_020806349.1|DSER
OG0001897	LOC120768001|XP_039950361.1|BTRY	LOC110187728|XP_020812838.1|DSER
OG0001898	LOC120773741|XP_039958735.1|BTRY	LOC110184268|XP_020808392.1|DSER
OG0001899	LOC120775806|XP_039962093.1|BTRY	LOC110186821|XP_020811768.1|DSER
OG0001900	LOC120777251|XP_039964380.1|BTRY	LOC110190263|XP_020816288.1|DSER, LOC110190297|XP_020816341.1|DSER
OG0001901	LOC120767988|XP_039950340.1|BTRY	LOC110183006|XP_020806854.1|DSER
OG0001903	LOC120775305|XP_039961376.1|BTRY	LOC110176458|XP_020798470.1|DSER
OG0001904	LOC120776156|XP_039963004.1|BTRY	LOC110188397|XP_020813780.1|DSER
OG0001906	LOC120782744|XP_039971111.1|BTRY, LOC120782743|XP_039971110.1|BTRY	LOC110177233|XP_020799523.1|DSER
OG0001907	LOC120773870|XP_039958957.1|BTRY	LOC110184255|XP_020808376.1|DSER
OG0001908	LOC120778174|XP_039965847.1|BTRY	LOC110177363|XP_020799715.1|DSER
OG0001909	LOC120774269|XP_039959681.1|BTRY	LOC110184343|XP_020808497.1|DSER
OG0001910	LOC120775975|XP_039962334.1|BTRY	LOC110188590|XP_020814012.1|DSER
OG0001911	LOC120766736|XP_039948322.1|BTRY	LOC110189210|XP_020814844.1|DSER
OG0001913	LOC120769636|XP_039952673.1|BTRY	LOC110183438|XP_020807378.1|DSER
OG0001914	LOC120780923|XP_039969086.1|BTRY	LOC110187722|XP_020812826.1|DSER
OG0001915	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY	LOC110188816|XP_020814352.1|DSER
OG0001916	LOC120770934|XP_039954572.1|BTRY	LOC110184077|XP_020808121.1|DSER
OG0001917	LOC120777371|XP_039964582.1|BTRY	LOC110189118|XP_020814752.1|DSER, LOC110189127|XP_020814759.1|DSER
OG0001918	LOC120778807|XP_039966745.1|BTRY	LOC110183561|XP_020807521.1|DSER
OG0001919	LOC120771790|XP_039955921.1|BTRY	LOC110182449|XP_020806183.1|DSER
OG0001920	LOC120776391|XP_039962937.1|BTRY	LOC110178788|XP_020801698.1|DSER
OG0001921	LOC120776541|XP_039963213.1|BTRY	LOC110177794|XP_020800328.1|DSER
OG0001922	LOC120771975|XP_039956265.1|BTRY	LOC110176060|XP_020797942.1|DSER
OG0001923	LOC120777208|XP_039964317.1|BTRY	LOC110187701|XP_020812798.1|DSER, LOC110186880|XP_020811841.1|DSER
OG0001924	LOC120767888|XP_039950147.1|BTRY	LOC110188784|XP_020814290.1|DSER
OG0001925	LOC120778187|XP_039965858.1|BTRY	LOC110189052|XP_020814677.1|DSER
OG0001926	LOC120776505|XP_039963133.1|BTRY	LOC110190670|XP_020816934.1|DSER
OG0001927	LOC120772111|XP_039956455.1|BTRY	LOC110178358|XP_020801150.1|DSER
OG0001928	LOC120778640|XP_039966473.1|BTRY	LOC110185155|XP_020809517.1|DSER
OG0001929	LOC120777589|XP_039964938.1|BTRY	LOC110185149|XP_020809509.1|DSER, LOC110184677|XP_020808944.1|DSER
OG0001930	LOC120770289|XP_039953560.1|BTRY	LOC110189541|XP_020815331.1|DSER
OG0001932	LOC120777356|XP_039964545.1|BTRY	LOC110183636|XP_020807614.1|DSER, LOC110182484|XP_020806191.1|DSER, LOC110180208|XP_020803523.1|DSER
OG0001933	LOC120771690|XP_039955758.1|BTRY	LOC110180069|XP_020803350.1|DSER
OG0001934	LOC120777393|XP_039964620.1|BTRY	LOC110184683|XP_020808955.1|DSER
OG0001935	LOC120776510|XP_039963148.1|BTRY	LOC110190654|XP_020816913.1|DSER, LOC110190653|XP_020816912.1|DSER
OG0001937	LOC120770953|XP_039954601.1|BTRY	LOC110177798|XP_020800346.1|DSER
OG0001938	LOC120771881|XP_039956074.1|BTRY	LOC110179308|XP_020802453.1|DSER
OG0001939	LOC120771918|XP_039956142.1|BTRY	LOC110179224|XP_020802320.1|DSER
OG0001940	LOC120773102|XP_039958007.1|BTRY	LOC110181946|XP_020805545.1|DSER
OG0001941	LOC120778078|XP_039965706.1|BTRY	LOC110178789|XP_020801701.1|DSER
OG0001942	LOC120772531|XP_039957133.1|BTRY	LOC110189393|XP_020815101.1|DSER
OG0001943	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY	LOC110190727|XP_020817008.1|DSER
OG0001944	LOC120778575|XP_039966373.1|BTRY	LOC110178825|XP_020801751.1|DSER
OG0001945	LOC120771554|XP_039955549.1|BTRY	LOC110191588|XP_020818132.1|DSER, LOC110182957|XP_020806806.1|DSER
OG0001946	LOC120772230|XP_039956656.1|BTRY	LOC110191540|XP_020818071.1|DSER
OG0001947	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY	LOC110191226|XP_020817651.1|DSER
OG0001948	LOC120776857|XP_039963837.1|BTRY	LOC110187432|XP_020812481.1|DSER, LOC110175992|XP_020797845.1|DSER
OG0001949	LOC120778048|XP_039965657.1|BTRY	LOC110189877|XP_020815779.1|DSER
OG0001950	LOC120782371|XP_039970542.1|BTRY	LOC110177231|XP_020799509.1|DSER
OG0001951	LOC120772577|XP_039957214.1|BTRY	LOC110177670|XP_020800155.1|DSER
OG0001952	LOC120772022|XP_039956323.1|BTRY	LOC110189230|XP_020814872.1|DSER
OG0001953	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY	LOC110182765|XP_020806545.1|DSER
OG0001954	LOC120770100|XP_039953205.1|BTRY	LOC110178349|XP_020801133.1|DSER
OG0001955	LOC120772766|XP_039957475.1|BTRY	LOC110189499|XP_020815262.1|DSER
OG0001956	LOC120777376|XP_039964599.1|BTRY	LOC110189098|XP_020814734.1|DSER
OG0001957	LOC120772177|XP_039956559.1|BTRY	LOC110179342|XP_020802504.1|DSER
OG0001958	LOC120770258|XP_039953498.1|BTRY	LOC110189304|XP_020814996.1|DSER
OG0001959	LOC120778938|XP_039966929.1|BTRY	LOC110184657|XP_020808918.1|DSER
OG0001960	LOC120776344|XP_039962830.1|BTRY	LOC110178727|XP_020801605.1|DSER
OG0001961	LOC120770306|XP_039953608.1|BTRY	LOC110184057|XP_020808093.1|DSER
OG0001962	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY	LOC110191581|XP_020818123.1|DSER
OG0001963	LOC120772630|XP_039957286.1|BTRY	LOC110183559|XP_020807519.1|DSER
OG0001964	LOC120777367|XP_039964570.1|BTRY	LOC110176702|XP_020798797.1|DSER
OG0001965	LOC120778986|XP_039967018.1|BTRY	LOC110178787|XP_020801696.1|DSER
OG0001966	LOC120782546|XP_039970810.1|BTRY	LOC110187851|XP_020812995.1|DSER
OG0001967	LOC120771395|XP_039955295.1|BTRY	LOC110181114|XP_020804444.1|DSER
OG0001968	LOC120778717|XP_039966614.1|BTRY	LOC110178648|XP_020801498.1|DSER
OG0001969	LOC120770952|XP_039954600.1|BTRY	LOC110191614|XP_020818162.1|DSER
OG0001970	LOC120772750|XP_039957446.1|BTRY	LOC110177059|XP_020799238.1|DSER
OG0001971	LOC120768970|XP_039951699.1|BTRY	LOC110181801|XP_020805346.1|DSER
OG0001972	LOC120771026|XP_039954736.1|BTRY	LOC110181190|XP_020804529.1|DSER
OG0001973	LOC120771553|XP_039955548.1|BTRY	LOC110178455|XP_020801249.1|DSER
OG0001974	LOC120770989|XP_039954670.1|BTRY	LOC110176999|XP_020799167.1|DSER
OG0001975	LOC120778480|XP_039966230.1|BTRY	LOC110188859|XP_020814425.1|DSER
OG0001976	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY	LOC110177838|XP_020800444.1|DSER
OG0001977	LOC120767534|XP_039949559.1|BTRY	LOC110186031|XP_020810727.1|DSER
OG0001978	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY	LOC110187470|XP_020812516.1|DSER
OG0001979	LOC120767436|XP_039949433.1|BTRY	LOC110177001|XP_020799169.1|DSER
OG0001980	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY	LOC110178207|XP_020800902.1|DSER
OG0001981	LOC120768074|XP_039950537.1|BTRY	LOC110187384|XP_020812432.1|DSER, LOC110177654|XP_020800124.1|DSER
OG0001982	LOC120769190|XP_039952018.1|BTRY	LOC110184511|XP_020808732.1|DSER
OG0001983	LOC120773400|XP_039958190.1|BTRY	LOC110188122|XP_020813360.1|DSER
OG0001984	LOC120769382|XP_039952284.1|BTRY	LOC110185871|XP_020810540.1|DSER
OG0001985	LOC120780145|XP_039968365.1|BTRY	LOC110177884|XP_020800507.1|DSER
OG0001986	LOC120768862|XP_039951551.1|BTRY	LOC110186079|XP_020810773.1|DSER
OG0001987	LOC120774159|XP_039959505.1|BTRY	LOC110182580|XP_020806286.1|DSER
OG0001988	LOC120770037|XP_039953086.1|BTRY	LOC110189297|XP_020814987.1|DSER, LOC110176787|XP_020798884.1|DSER
OG0001989	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY	LOC110178185|XP_020800878.1|DSER
OG0001991	LOC120768755|XP_039951461.1|BTRY	LOC110180592|XP_020803941.1|DSER
OG0001992	LOC120768570|XP_039951253.1|BTRY	LOC110187325|XP_020812371.1|DSER
OG0001993	LOC120768392|XP_039950998.1|BTRY	LOC110185078|XP_020809416.1|DSER
OG0001994	LOC120773364|XP_039958128.1|BTRY	LOC110188237|XP_020813556.1|DSER
OG0001995	LOC120781538|XP_039969703.1|BTRY	LOC110181357|XP_020804740.1|DSER, LOC110178694|XP_020801556.1|DSER
OG0001996	LOC120767965|XP_039950302.1|BTRY	LOC110187394|XP_020812444.1|DSER
OG0001997	LOC120770842|XP_039954372.1|BTRY	LOC110182069|XP_020805710.1|DSER, LOC110177802|XP_020800355.1|DSER
OG0001998	LOC120770212|XP_039953400.1|BTRY	LOC110191767|XP_020818372.1|DSER, LOC110182075|XP_020805721.1|DSER
OG0001999	LOC120771449|XP_039955391.1|BTRY	LOC110178274|XP_020801001.1|DSER
OG0002000	LOC120769380|XP_039952283.1|BTRY	LOC110176945|XP_020799105.1|DSER
OG0002001	LOC120767679|XP_039949788.1|BTRY	LOC110187468|XP_020812514.1|DSER
OG0002002	LOC120771088|XP_039954848.1|BTRY	LOC110178362|XP_020801156.1|DSER
OG0002003	LOC120768124|XP_039950610.1|BTRY	LOC110180601|XP_020803945.1|DSER, LOC110183012|XP_020806861.1|DSER, LOC110183033|XP_020806878.1|DSER
OG0002004	LOC120768071|XP_039950531.1|BTRY	LOC110187228|XP_020812284.1|DSER
OG0002005	LOC120768433|XP_039951049.1|BTRY	LOC110185706|XP_020810336.1|DSER
OG0002006	LOC120768995|XP_039951762.1|BTRY	LOC110182693|XP_020806446.1|DSER
OG0002007	LOC120768444|XP_039951068.1|BTRY	LOC110176396|XP_020798387.1|DSER, LOC110183821|XP_020807832.1|DSER, LOC110181628|XP_020805095.1|DSER, LOC110181397|XP_020804790.1|DSER
OG0002008	LOC120779457|XP_039967649.1|BTRY	LOC110185394|XP_020809831.1|DSER
OG0002009	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY	LOC110179862|XP_020803123.1|DSER
OG0002010	LOC120769613|XP_039952647.1|BTRY	LOC110180604|XP_020803948.1|DSER, LOC110183016|XP_020806863.1|DSER, LOC110183035|XP_020806880.1|DSER
OG0002011	LOC120769493|XP_039952456.1|BTRY	LOC110185601|XP_020810203.1|DSER
OG0002012	LOC120767387|XP_039949326.1|BTRY	LOC110187401|XP_020812450.1|DSER
OG0002013	LOC120769127|XP_039951922.1|BTRY	LOC110179874|XP_020803132.1|DSER, LOC110181451|XP_020804854.1|DSER
OG0002014	LOC120771209|XP_039955045.1|BTRY	LOC110179210|XP_020802302.1|DSER
OG0002015	LOC120769638|XP_039952677.1|BTRY	LOC110177005|XP_020799174.1|DSER
OG0002016	LOC120772236|XP_039956662.1|BTRY	LOC110188951|XP_020814550.1|DSER, LOC110176377|XP_020798368.1|DSER
OG0002017	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY	LOC110183462|XP_020807401.1|DSER
OG0002018	LOC120767880|XP_039950140.1|BTRY	LOC110180580|XP_020803930.1|DSER
OG0002019	LOC120767713|XP_039949843.1|BTRY	LOC110183995|XP_020808011.1|DSER
OG0002020	LOC120769272|XP_039952118.1|BTRY	LOC110181362|XP_020804744.1|DSER, LOC110179511|XP_020802747.1|DSER
OG0002021	LOC120772968|XP_039957805.1|BTRY	LOC110181102|XP_020804432.1|DSER
OG0002022	LOC120767733|XP_039949875.1|BTRY	LOC110179897|XP_020803152.1|DSER
OG0002023	LOC120771303|XP_039955174.1|BTRY	LOC110187649|XP_020812716.1|DSER
OG0002024	LOC120769476|XP_039952432.1|BTRY	LOC110183352|XP_020807266.1|DSER
OG0002025	LOC120769378|XP_039952280.1|BTRY	LOC110184012|XP_020808037.1|DSER
OG0002026	LOC120777293|XP_039964438.1|BTRY	LOC110179811|XP_020803074.1|DSER
OG0002027	LOC120772974|XP_039957816.1|BTRY	LOC110180808|XP_020804147.1|DSER
OG0002028	LOC120771529|XP_039955521.1|BTRY	LOC110178205|XP_020800900.1|DSER, LOC110191504|XP_020818029.1|DSER
OG0002029	LOC120777455|XP_039964710.1|BTRY	LOC110176236|XP_020798194.1|DSER
OG0002030	LOC120771727|XP_039955816.1|BTRY	LOC110176804|XP_020798905.1|DSER
OG0002031	LOC120780129|XP_039968344.1|BTRY	LOC110189284|XP_020814967.1|DSER
OG0002032	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY	LOC110187925|XP_020813095.1|DSER
OG0002033	LOC120773383|XP_039958147.1|BTRY	LOC110181604|XP_020805062.1|DSER
OG0002034	LOC120773477|XP_039958329.1|BTRY	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER
OG0002035	LOC120776579|XP_039963283.1|BTRY	LOC110187929|XP_020813099.1|DSER
OG0002036	LOC120782530|XP_039970783.1|BTRY	LOC110188754|XP_020814255.1|DSER
OG0002037	LOC120775610|XP_039961784.1|BTRY	LOC110183557|XP_020807517.1|DSER
OG0002038	LOC120782344|XP_039970511.1|BTRY	LOC110188051|XP_020813260.1|DSER
OG0002039	LOC120781402|XP_039969547.1|BTRY	LOC110179905|XP_020803161.1|DSER
OG0002040	LOC120780294|XP_039968512.1|BTRY	LOC110187948|XP_020813122.1|DSER
OG0002041	LOC120770828|XP_039954348.1|BTRY	LOC110189738|XP_020815591.1|DSER
OG0002042	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY	LOC110188523|XP_020813924.1|DSER
OG0002043	LOC120782311|XP_039970461.1|BTRY	LOC110187687|XP_020812778.1|DSER, LOC110180925|XP_020804260.1|DSER
OG0002044	LOC120767038|XP_039948817.1|BTRY	LOC110188662|XP_020814107.1|DSER
OG0002045	LOC120766980|XP_039948710.1|BTRY	LOC110187820|XP_020812956.1|DSER
OG0002046	LOC120774522|XP_039960152.1|BTRY	LOC110181701|XP_020805204.1|DSER
OG0002048	LOC120766304|XP_039947653.1|BTRY	LOC110191771|XP_020818374.1|DSER
OG0002049	LOC120766463|XP_039947926.1|BTRY	LOC110186490|XP_020811336.1|DSER
OG0002050	LOC120771772|XP_039955899.1|BTRY	LOC110191844|XP_020818471.1|DSER
OG0002051	LOC120772938|XP_039957776.1|BTRY	LOC110179354|XP_020802525.1|DSER
OG0002052	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY	LOC110190750|XP_020817031.1|DSER
OG0002053	LOC120782891|XP_039971374.1|BTRY	LOC110188293|XP_020813654.1|DSER
OG0002054	LOC120766409|XP_039947794.1|BTRY	LOC110187970|XP_020813149.1|DSER
OG0002055	LOC120767028|XP_039948808.1|BTRY	LOC110176651|XP_020798741.1|DSER
OG0002056	LOC120776501|XP_039963129.1|BTRY	LOC110190754|XP_020817036.1|DSER
OG0002057	LOC120769761|XP_039952858.1|BTRY	LOC110183391|XP_020807317.1|DSER
OG0002058	LOC120782238|XP_039970339.1|BTRY	LOC110178815|XP_020801736.1|DSER
OG0002059	LOC120767646|XP_039949754.1|BTRY	LOC110186775|XP_020811704.1|DSER
OG0002060	LOC120770532|XP_039954018.1|BTRY	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER
OG0002061	LOC120770141|XP_039953262.1|BTRY	LOC110191547|XP_020818079.1|DSER
OG0002062	LOC120774098|XP_039959381.1|BTRY	LOC110181697|XP_020805199.1|DSER
OG0002063	LOC120773584|XP_039958505.1|BTRY	LOC110187153|XP_020812229.1|DSER
OG0002064	LOC120774014|XP_039959228.1|BTRY	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER
OG0002065	LOC120776962|XP_039963987.1|BTRY	LOC110185341|XP_020809779.1|DSER
OG0002066	LOC120782671|XP_039970987.1|BTRY	LOC110191929|XP_020818590.1|DSER
OG0002067	LOC120772472|XP_039957045.1|BTRY	LOC110191510|XP_020818037.1|DSER
OG0002068	LOC120770529|XP_039954012.1|BTRY	LOC110189567|XP_020815357.1|DSER
OG0002069	LOC120774329|XP_039959813.1|BTRY	LOC110188779|XP_020814283.1|DSER
OG0002070	LOC120766998|XP_039948742.1|BTRY	LOC110188084|XP_020813296.1|DSER
OG0002071	LOC120767075|XP_039948871.1|BTRY	LOC110191193|XP_020817620.1|DSER
OG0002072	LOC120772197|XP_039956596.1|BTRY	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER
OG0002074	LOC120770190|XP_039953355.1|BTRY	LOC110177740|XP_020800256.1|DSER
OG0002075	LOC120778752|XP_039966662.1|BTRY	LOC110176907|XP_020799055.1|DSER
OG0002076	LOC120772866|XP_039957631.1|BTRY	LOC110182887|XP_020806694.1|DSER
OG0002077	LOC120772483|XP_039957062.1|BTRY	LOC110178659|XP_020801512.1|DSER
OG0002078	LOC120778306|XP_039966032.1|BTRY, LOC120771839|XP_039956016.1|BTRY, LOC120776529|XP_039963196.1|BTRY	LOC110189789|XP_020815681.1|DSER
OG0002079	LOC120776434|XP_039963022.1|BTRY, LOC120776433|XP_039963021.1|BTRY, LOC120776436|XP_039963023.1|BTRY	LOC110178549|XP_020801373.1|DSER
OG0002080	LOC120771729|XP_039955819.1|BTRY	LOC110191440|XP_020817965.1|DSER
OG0002081	LOC120772038|XP_039956343.1|BTRY	LOC110177373|XP_020799733.1|DSER
OG0002082	LOC120770293|XP_039953572.1|BTRY	LOC110182085|XP_020805729.1|DSER
OG0002083	LOC120774705|XP_039960369.1|BTRY	LOC110179425|XP_020802613.1|DSER
OG0002084	LOC120770021|XP_039953052.1|BTRY	LOC110177939|XP_020800579.1|DSER
OG0002085	LOC120771018|XP_039954727.1|BTRY	LOC110176480|XP_020798507.1|DSER
OG0002086	LOC120772116|XP_039956461.1|BTRY	LOC110177943|XP_020800584.1|DSER
OG0002087	LOC120776621|XP_039963352.1|BTRY	LOC110178934|XP_020801886.1|DSER
OG0002088	LOC120776500|XP_039963124.1|BTRY	LOC110184635|XP_020808892.1|DSER
OG0002089	LOC120771504|XP_039955492.1|BTRY	LOC110189676|XP_020815493.1|DSER
OG0002090	LOC120778458|XP_039966190.1|BTRY	LOC110190964|XP_020817313.1|DSER
OG0002091	LOC120772034|XP_039956339.1|BTRY	LOC110181273|XP_020804647.1|DSER
OG0002092	LOC120776973|XP_039964000.1|BTRY	LOC110188358|XP_020813725.1|DSER
OG0002093	LOC120772955|XP_039957792.1|BTRY	LOC110177687|XP_020800168.1|DSER
OG0002094	LOC120782021|XP_039970113.1|BTRY, LOC120772120|XP_039956465.1|BTRY	LOC110191517|XP_020818044.1|DSER
OG0002095	LOC120773387|XP_039958155.1|BTRY	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER
OG0002097	LOC120771345|XP_039955226.1|BTRY	LOC110191871|XP_020818517.1|DSER
OG0002098	LOC120778313|XP_039966040.1|BTRY	LOC110189900|XP_020815820.1|DSER
OG0002099	LOC120782448|XP_039970668.1|BTRY	LOC110186426|XP_020811267.1|DSER
OG0002100	LOC120779044|XP_039967109.1|BTRY	LOC110176207|XP_020798129.1|DSER
OG0002101	LOC120770414|XP_039953783.1|BTRY	LOC110177963|XP_020800617.1|DSER
OG0002102	LOC120771001|XP_039954692.1|BTRY	LOC110182878|XP_020806680.1|DSER
OG0002103	LOC120776466|XP_039963070.1|BTRY	LOC110186718|XP_020811649.1|DSER
OG0002106	LOC120778715|XP_039966612.1|BTRY, LOC120775314|XP_039961388.1|BTRY	LOC110186570|XP_020811438.1|DSER
OG0002107	LOC120768573|XP_039951255.1|BTRY	LOC110183408|XP_020807344.1|DSER
OG0002108	LOC120766185|XP_039947475.1|BTRY	LOC110187769|XP_020812891.1|DSER
OG0002109	LOC120771385|XP_039955326.1|BTRY	LOC110191162|XP_020817580.1|DSER
OG0002117	LOC120775672|XP_039961884.1|BTRY	LOC110181741|XP_020805259.1|DSER
OG0002119	LOC120782169|XP_039970240.1|BTRY	LOC110189484|XP_020815235.1|DSER
OG0002120	LOC120779722|XP_039968021.1|BTRY	LOC110185469|XP_020809981.1|DSER
OG0002121	LOC120770229|XP_039953448.1|BTRY	LOC110186855|XP_020811800.1|DSER
