Orthogroup	BTRY.longest_only	DHYD.longest_only
OG0000532	LOC120766923|XP_039948602.1|BTRY	LOC111601426|XP_023173770.2|DHYD, LOC111601494|XP_023173849.1|DHYD
OG0000533	LOC120775711|XP_039961956.1|BTRY	LOC111598396|XP_023169390.1|DHYD
OG0000533	LOC120776600|XP_039963320.1|BTRY	LOC111604888|XP_023178896.1|DHYD
OG0000534	LOC120774093|XP_039959362.1|BTRY	LOC111597222|XP_030080076.1|DHYD, LOC111603140|XP_023176383.2|DHYD, LOC111601121|XP_023173344.2|DHYD
OG0000535	LOC120771683|XP_039955748.1|BTRY	LOC111599263|XP_023170633.1|DHYD, LOC111595592|XP_023165170.1|DHYD
OG0000536	LOC120778760|XP_039966672.1|BTRY	LOC111593083|XP_023161441.2|DHYD, LOC111593098|XP_023161464.2|DHYD
OG0000537	LOC120772240|XP_039956668.1|BTRY	LOC111593799|XP_023162588.2|DHYD
OG0000538	LOC120771082|XP_039954840.1|BTRY	LOC111604354|XP_023178187.1|DHYD
OG0000538	LOC120769984|XP_039952994.1|BTRY	LOC111598006|XP_023168766.1|DHYD
OG0000539	LOC120782873|XP_039971349.1|BTRY	LOC111595172|XP_023164520.1|DHYD
OG0000539	LOC120766319|XP_039947675.1|BTRY	LOC111595165|XP_023164513.1|DHYD
OG0000540	LOC120769539|XP_039952518.1|BTRY, LOC120768273|XP_039950807.1|BTRY	LOC111596102|XP_023165932.1|DHYD
OG0000542	LOC120770999|XP_039954690.1|BTRY	LOC111604801|XP_023178789.2|DHYD
OG0000542	LOC120768572|XP_039951254.1|BTRY	LOC111593703|XP_023162419.1|DHYD
OG0000543	LOC120775741|XP_039962000.1|BTRY	LOC111594828|XP_023164060.1|DHYD
OG0000543	LOC120781210|XP_039969264.1|BTRY	LOC111595610|XP_023165184.2|DHYD
OG0000544	LOC120778784|XP_039966705.1|BTRY	LOC111601045|XP_023173227.1|DHYD
OG0000544	LOC120782819|XP_039971267.1|BTRY	LOC111595332|XP_023164764.1|DHYD
OG0000545	LOC120779132|XP_039967273.1|BTRY	LOC111601520|XP_023173894.2|DHYD
OG0000545	LOC120777855|XP_039965332.1|BTRY	LOC111601443|XP_030078652.1|DHYD
OG0000546	LOC120774190|XP_039959553.1|BTRY	LOC111603558|XP_023176966.2|DHYD, LOC111596748|XP_023166847.1|DHYD
OG0000547	LOC120775742|XP_039962001.1|BTRY	LOC111597263|XP_023167642.1|DHYD, LOC111602796|XP_023175848.1|DHYD
OG0000548	LOC120778152|XP_039965809.1|BTRY	LOC111594374|XP_023163406.2|DHYD, LOC111594371|XP_023163404.2|DHYD, LOC111594370|XP_023163403.2|DHYD
OG0000549	LOC120770506|XP_039953967.1|BTRY	LOC111593805|XP_023162598.1|DHYD
OG0000550	LOC120777862|XP_039965345.1|BTRY	LOC111601730|XP_023174224.2|DHYD
OG0000550	LOC120777763|XP_039965201.1|BTRY	LOC111596321|XP_023166255.1|DHYD
OG0000551	LOC120770108|XP_039953211.1|BTRY, LOC120770115|XP_039953222.1|BTRY	LOC111598806|XP_030081348.1|DHYD
OG0000552	LOC120766712|XP_039948292.1|BTRY	LOC111594479|XP_023163552.2|DHYD, LOC111594594|XP_023163725.2|DHYD, LOC111594576|XP_023163702.2|DHYD
OG0000553	LOC120768198|XP_039950704.1|BTRY, LOC120768197|XP_039950702.1|BTRY, LOC120769626|XP_039952665.1|BTRY	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD
OG0000554	LOC120775942|XP_039962289.1|BTRY	LOC111605581|XP_023179953.2|DHYD, LOC111594453|XP_023163515.2|DHYD
OG0000555	LOC120777453|XP_039964706.1|BTRY	LOC111601060|XP_023173247.1|DHYD, LOC111604484|XP_023178339.1|DHYD
OG0000556	LOC120766962|XP_039948685.1|BTRY	LOC111598310|XP_023169272.1|DHYD, LOC111603437|XP_023176789.1|DHYD
OG0000557	LOC120766756|XP_039948364.1|BTRY	LOC111604581|XP_023178452.2|DHYD
OG0000557	LOC120782350|XP_039970516.1|BTRY	LOC111604564|XP_023178431.2|DHYD
OG0000558	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY	LOC111603017|XP_023176204.1|DHYD, LOC111598667|XP_023169787.2|DHYD
OG0000559	LOC120782203|XP_039970326.1|BTRY	LOC111601778|XP_023174299.2|DHYD
OG0000559	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY	LOC111595083|XP_023164406.2|DHYD
OG0000560	LOC120771404|XP_039955313.1|BTRY	LOC111597007|XP_023167279.1|DHYD, LOC111597006|XP_023167278.1|DHYD
OG0000561	LOC120778148|XP_039965805.1|BTRY	LOC111598714|XP_023169871.2|DHYD
OG0000561	LOC120778579|XP_039966376.1|BTRY	LOC111598750|XP_023169918.2|DHYD
OG0000562	LOC120776985|XP_039964018.1|BTRY	LOC111593112|XP_023161480.2|DHYD
OG0000562	LOC120776671|XP_039963479.1|BTRY	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD
OG0000564	LOC120778345|XP_039966069.1|BTRY	LOC111601717|XP_023174206.1|DHYD
OG0000564	LOC120777865|XP_039965351.1|BTRY	LOC111601679|XP_023174146.1|DHYD
OG0000566	LOC120780611|XP_039968803.1|BTRY	LOC111602385|XP_023175176.1|DHYD
OG0000566	LOC120778897|XP_039966879.1|BTRY	LOC111604753|XP_023178707.1|DHYD
OG0000567	LOC120775696|XP_039961941.1|BTRY	LOC111597252|XP_023167623.1|DHYD
OG0000567	LOC120774482|XP_039960077.1|BTRY	LOC111597331|XP_023167742.2|DHYD
OG0000568	LOC120782259|XP_039970358.1|BTRY	LOC111598233|XP_023169167.2|DHYD, LOC111601981|XP_023174631.2|DHYD
OG0000569	LOC120782617|XP_039970920.1|BTRY	LOC111602724|XP_023175738.1|DHYD
OG0000569	LOC120780914|XP_039969079.1|BTRY	LOC111600813|XP_023172874.1|DHYD
OG0000570	LOC120782352|XP_039970518.1|BTRY	LOC111596953|XP_023167181.2|DHYD
OG0000570	LOC120781684|XP_039969839.1|BTRY	LOC111596961|XP_023167195.2|DHYD
OG0000571	LOC120776321|XP_039962789.1|BTRY	LOC111594258|XP_023163247.2|DHYD
OG0000571	LOC120782759|XP_039971147.1|BTRY	LOC111594260|XP_030078679.1|DHYD
OG0000572	LOC120766363|XP_039947727.1|BTRY	LOC111596609|XP_023166661.1|DHYD
OG0000572	LOC120766624|XP_039948170.1|BTRY	LOC111596591|XP_023166642.1|DHYD
OG0000573	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY	LOC111597783|XP_023168417.2|DHYD, LOC111599905|XP_023171495.1|DHYD
OG0000574	LOC120776636|XP_039963388.1|BTRY	LOC111601545|XP_023173949.1|DHYD
OG0000575	LOC120777122|XP_039964199.1|BTRY	LOC111595126|XP_023164466.2|DHYD
OG0000575	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY	LOC111595051|XP_023164346.2|DHYD
OG0000577	LOC120769242|XP_039952076.1|BTRY	LOC111605564|XP_023179904.1|DHYD, LOC111605561|XP_023179902.1|DHYD
OG0000578	LOC120768542|XP_039951215.1|BTRY	LOC111601242|XP_023173511.2|DHYD
OG0000578	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY	LOC111599661|XP_023171129.2|DHYD
OG0000579	LOC120771467|XP_039955413.1|BTRY	LOC111593268|XP_023161705.1|DHYD
OG0000579	LOC120778504|XP_039966267.1|BTRY	LOC111597243|XP_023167607.1|DHYD
OG0000580	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY	LOC111603021|XP_023176219.2|DHYD, LOC111602980|XP_023176142.2|DHYD
OG0000581	LOC120766216|XP_039947533.1|BTRY	LOC111596434|XP_023166418.2|DHYD
OG0000581	LOC120774791|XP_039960506.1|BTRY	LOC111594057|XP_023162943.1|DHYD
OG0000582	LOC120770442|XP_039953845.1|BTRY	LOC111595070|XP_023164398.1|DHYD
OG0000583	LOC120772305|XP_039956751.1|BTRY	LOC111603806|XP_023177325.1|DHYD
OG0000584	LOC120773787|XP_039958812.1|BTRY	LOC111593777|XP_023162563.1|DHYD, LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD
OG0000589	LOC120775967|XP_039962317.1|BTRY	LOC111592357|XP_030080157.1|DHYD
OG0000590	LOC120774336|XP_039959829.1|BTRY	LOC111595919|XP_023165638.1|DHYD
OG0000592	LOC120772914|XP_039957748.1|BTRY	LOC111593899|XP_023162736.2|DHYD, LOC111600679|XP_023172697.2|DHYD
OG0000593	LOC120774484|XP_039960081.1|BTRY	LOC111595398|XP_023164873.1|DHYD
OG0000594	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY	LOC111594451|XP_023163512.1|DHYD, LOC111604560|XP_023178428.1|DHYD
OG0000595	LOC120778985|XP_039967021.1|BTRY	LOC111605572|XP_023179922.1|DHYD
OG0000595	LOC120773103|XP_039958013.1|BTRY	LOC111598220|XP_023169146.1|DHYD
OG0000596	LOC120775092|XP_039961027.1|BTRY	LOC111601915|XP_023174530.2|DHYD
OG0000596	LOC120778360|XP_039966084.1|BTRY	LOC111601319|XP_023173617.2|DHYD
OG0000598	LOC120766839|XP_039948484.1|BTRY, LOC120766841|XP_039948485.1|BTRY	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD
OG0000599	LOC120777152|XP_039964231.1|BTRY	LOC111597568|XP_023168134.2|DHYD
OG0000600	LOC120771549|XP_039955542.1|BTRY	LOC111595722|XP_023165340.1|DHYD
OG0000601	LOC120769303|XP_039952170.1|BTRY	LOC111593157|XP_023161528.2|DHYD, LOC111593163|XP_023161533.1|DHYD
OG0000602	LOC120768420|XP_039951035.1|BTRY	LOC111603941|XP_023177537.2|DHYD
OG0000602	LOC120769465|XP_039952411.1|BTRY	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD
OG0000603	LOC120769731|XP_039952813.1|BTRY	LOC111601936|XP_023174558.2|DHYD
OG0000604	LOC120768047|XP_039950490.1|BTRY	LOC111603542|XP_023176944.1|DHYD
OG0000604	LOC120768046|XP_039950487.1|BTRY	LOC111596067|XP_023165885.1|DHYD
OG0000605	LOC120769679|XP_039952733.1|BTRY, LOC120768195|XP_039950700.1|BTRY	LOC111601154|XP_023173401.2|DHYD
OG0000606	LOC120776032|XP_039962410.1|BTRY	LOC111603499|XP_023176873.2|DHYD
OG0000607	LOC120775170|XP_039961159.1|BTRY	LOC111596833|XP_023166979.1|DHYD, LOC111595484|XP_023165048.1|DHYD
OG0000608	LOC120771362|XP_039955252.1|BTRY	LOC111600241|XP_023172044.1|DHYD
OG0000609	LOC120774369|XP_039959897.1|BTRY	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD, LOC111601816|XP_023174405.2|DHYD
OG0000610	LOC120776826|XP_039963780.1|BTRY	LOC111592275|XP_023160142.1|DHYD, LOC111601249|XP_023173516.1|DHYD
OG0000611	LOC120771420|XP_039955336.1|BTRY	LOC111600146|XP_023171891.1|DHYD, LOC111594124|XP_023163051.2|DHYD
OG0000614	LOC120776006|XP_039962372.1|BTRY	LOC111593076|XP_023161423.2|DHYD
OG0000615	LOC120766300|XP_039947638.1|BTRY	LOC111603150|XP_023176394.1|DHYD, LOC111602718|XP_023175732.2|DHYD
OG0000616	LOC120775714|XP_039961960.1|BTRY, LOC120775702|XP_039961947.1|BTRY, LOC120775470|XP_039961596.1|BTRY, LOC120775611|XP_039961785.1|BTRY	LOC111603109|XP_023176343.2|DHYD
OG0000617	LOC120766658|XP_039948225.1|BTRY	LOC111603495|XP_023176870.2|DHYD
OG0000617	LOC120766225|XP_039947535.1|BTRY	LOC111598297|XP_023169253.2|DHYD
OG0000618	LOC120774191|XP_039959558.1|BTRY	LOC111599431|XP_023170852.2|DHYD
OG0000619	LOC120770241|XP_039953473.1|BTRY	LOC111604249|XP_023178008.1|DHYD
OG0000620	LOC120770404|XP_039953772.1|BTRY	LOC111602819|XP_023175891.1|DHYD
OG0000621	LOC120775491|XP_039961630.1|BTRY	LOC111595025|XP_030080700.1|DHYD, LOC111604520|XP_023178415.1|DHYD
OG0000622	LOC120778660|XP_039966517.1|BTRY	LOC111604778|XP_023178753.2|DHYD, LOC111600479|XP_023172358.2|DHYD
OG0000623	LOC120776793|XP_039963713.1|BTRY	LOC111595393|XP_023164863.1|DHYD
OG0000623	LOC120776685|XP_039963497.1|BTRY	LOC111602902|XP_023176008.1|DHYD
OG0000624	LOC120770040|XP_039953089.1|BTRY	LOC111603217|XP_030080968.1|DHYD
OG0000625	LOC120776452|XP_039963043.1|BTRY	LOC111594856|XP_023164103.2|DHYD, LOC111594850|XP_023164090.1|DHYD
OG0000626	LOC120771101|XP_039954876.1|BTRY	LOC111605285|XP_023179497.2|DHYD
OG0000627	LOC120776359|XP_039962868.1|BTRY	LOC111604761|XP_023178721.1|DHYD
OG0000627	LOC120774493|XP_039960098.1|BTRY	LOC111605598|XP_023179977.1|DHYD
OG0000628	LOC120768533|XP_039951203.1|BTRY	LOC111596303|XP_023166229.1|DHYD, LOC111596646|XP_023166711.1|DHYD
OG0000629	LOC120767240|XP_039949015.1|BTRY	LOC111600276|XP_023172092.2|DHYD, LOC111599207|XP_023170571.1|DHYD
OG0000630	LOC120768594|XP_039951291.1|BTRY	LOC111600321|XP_023172152.1|DHYD
OG0000630	LOC120768253|XP_039950781.1|BTRY	LOC111600410|XP_023172262.2|DHYD
OG0000631	LOC120769034|XP_039951813.1|BTRY	LOC111599386|XP_023170791.2|DHYD, LOC111596318|XP_023166252.2|DHYD
OG0000632	LOC120768631|XP_039951330.1|BTRY	LOC111596100|XP_023165928.1|DHYD, LOC111599127|XP_023170457.2|DHYD
OG0000635	LOC120771029|XP_039954743.1|BTRY	LOC111594670|XP_023163849.2|DHYD, LOC111598171|XP_023169033.1|DHYD
OG0000636	LOC120774407|XP_039959966.1|BTRY	LOC111600582|XP_023172541.1|DHYD, LOC111600597|XP_023172561.1|DHYD
OG0000637	LOC120774775|XP_039960480.1|BTRY	LOC111596742|XP_030079889.1|DHYD
OG0000637	LOC120775765|XP_039962032.1|BTRY	LOC111596743|XP_023166843.2|DHYD
OG0000638	LOC120776108|XP_039962534.1|BTRY	LOC111593458|XP_023161987.1|DHYD
OG0000639	LOC120776470|XP_039963074.1|BTRY	LOC111597500|XP_023168029.2|DHYD
OG0000642	LOC120778716|XP_039966613.1|BTRY, LOC120778015|XP_039965615.1|BTRY	LOC111595701|XP_023165313.2|DHYD, LOC111603854|XP_023177419.2|DHYD
OG0000643	LOC120778680|XP_039966551.1|BTRY, LOC120767030|XP_039948810.1|BTRY, LOC120766788|XP_039948419.1|BTRY	LOC111593276|XP_023161714.2|DHYD
OG0000644	LOC120768079|XP_039950543.1|BTRY	LOC111592765|XP_023160934.2|DHYD, LOC115483771|XP_030081873.1|DHYD
OG0000645	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY	LOC111599079|XP_023170379.1|DHYD, LOC111599077|XP_023170377.2|DHYD, LOC111599130|XP_023170461.1|DHYD
OG0000646	LOC120766994|XP_039948732.1|BTRY	LOC111598901|XP_023170138.2|DHYD, LOC111595918|XP_023165637.2|DHYD
OG0000647	LOC120775839|XP_039962142.1|BTRY	LOC111594585|XP_023163711.2|DHYD, LOC111598212|XP_023169134.2|DHYD
OG0000648	LOC120775350|XP_039961442.1|BTRY	LOC111596551|XP_030079918.1|DHYD
OG0000649	LOC120773891|XP_039958997.1|BTRY	LOC111593012|XP_023161315.1|DHYD
OG0000650	LOC120778312|XP_039966039.1|BTRY	LOC111593709|XP_023162440.1|DHYD
OG0000651	LOC120777253|XP_039964383.1|BTRY	LOC111603676|XP_023177123.1|DHYD, LOC111597501|XP_023168033.1|DHYD
OG0000652	LOC120772025|XP_039956326.1|BTRY	LOC111595319|XP_023164744.1|DHYD, LOC111593505|XP_023162057.1|DHYD
OG0000653	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY	LOC111601387|XP_023173695.1|DHYD
OG0000654	LOC120777165|XP_039964249.1|BTRY	LOC111603693|XP_023177150.1|DHYD
OG0000655	LOC120781232|XP_039969302.1|BTRY	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD, LOC111599045|XP_023170329.2|DHYD
OG0000656	LOC120767029|XP_039948809.1|BTRY	LOC111592027|XP_023159790.1|DHYD
OG0000657	LOC120768026|XP_039950434.1|BTRY	LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD
OG0000658	LOC120775403|XP_039961500.1|BTRY	LOC111598305|XP_023169261.1|DHYD
OG0000659	LOC120782147|XP_039970218.1|BTRY	LOC111603964|XP_023177569.1|DHYD, LOC111600442|XP_023172305.1|DHYD
OG0000660	LOC120771061|XP_039954801.1|BTRY	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD, LOC111603769|XP_023177271.1|DHYD, LOC111605531|XP_023179859.2|DHYD, LOC111605535|XP_023179866.2|DHYD
OG0000661	LOC120767720|XP_039949850.1|BTRY	LOC111592855|XP_023161063.1|DHYD, LOC111605558|XP_023179894.1|DHYD
OG0000662	LOC120777857|XP_039965335.1|BTRY	LOC111601559|XP_023173969.1|DHYD
OG0000662	LOC120777932|XP_039965448.1|BTRY	LOC111601892|XP_023174503.2|DHYD
OG0000663	LOC120781218|XP_039969275.1|BTRY	LOC111604609|XP_023178491.2|DHYD
OG0000664	LOC120776183|XP_039962735.1|BTRY	LOC111604049|XP_023177674.1|DHYD
OG0000665	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY	LOC111598581|XP_023169654.2|DHYD
OG0000665	LOC120766254|XP_039947574.1|BTRY	LOC111598579|XP_023169652.2|DHYD
OG0000666	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY	LOC111593572|XP_023162205.2|DHYD
OG0000666	LOC120775238|XP_039961251.1|BTRY	LOC111602846|XP_023175926.2|DHYD
OG0000667	LOC120766741|XP_039948341.1|BTRY	LOC111598417|XP_023169427.1|DHYD, LOC111602966|XP_023176114.1|DHYD
OG0000668	LOC120780330|XP_039968558.1|BTRY	LOC111598601|XP_023169685.1|DHYD
OG0000669	LOC120774304|XP_039959769.1|BTRY	LOC111591900|XP_023159576.1|DHYD
OG0000669	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY	LOC111591886|XP_023159558.2|DHYD
OG0000670	LOC120775920|XP_039962256.1|BTRY	LOC111604066|XP_023177700.1|DHYD
OG0000671	LOC120782859|XP_039971325.1|BTRY	LOC111598756|XP_023169935.2|DHYD
OG0000671	LOC120779834|XP_039968135.1|BTRY	LOC111601493|XP_023173848.2|DHYD
OG0000672	LOC120778847|XP_039966808.1|BTRY	LOC111592356|XP_023160280.1|DHYD, LOC111596738|XP_023166837.1|DHYD, LOC111596730|XP_023166830.2|DHYD
OG0000673	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY	LOC111597231|XP_023167631.1|DHYD, LOC111604509|XP_023178372.1|DHYD
OG0000675	LOC120779063|XP_039967131.1|BTRY, LOC120779064|XP_039967134.1|BTRY, LOC120778340|XP_039966066.1|BTRY, LOC120777429|XP_039964670.1|BTRY, LOC120779065|XP_039967135.1|BTRY, LOC120779067|XP_039967137.1|BTRY, LOC120779066|XP_039967136.1|BTRY, LOC120768383|XP_039950983.1|BTRY	LOC111591977|XP_023159695.2|DHYD
OG0000675	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY	LOC111591969|XP_023159683.1|DHYD, LOC111591968|XP_023159682.1|DHYD
OG0000677	LOC120774442|XP_039960017.1|BTRY	LOC111599803|XP_023171352.1|DHYD, LOC111600224|XP_023172018.1|DHYD
OG0000678	LOC120780287|XP_039968489.1|BTRY	LOC111602520|XP_023175375.2|DHYD
OG0000679	LOC120775899|XP_039962224.1|BTRY	LOC111595374|XP_023164838.2|DHYD
OG0000680	LOC120773876|XP_039958965.1|BTRY	LOC111595942|XP_023165676.1|DHYD
OG0000680	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY	LOC111595941|XP_023165673.2|DHYD
OG0000681	LOC120773430|XP_039958244.1|BTRY	LOC111594580|XP_023163705.1|DHYD, LOC111598183|XP_023169049.1|DHYD
OG0000683	LOC120766329|XP_039947691.1|BTRY	LOC111596499|XP_023166528.2|DHYD
OG0000684	LOC120782171|XP_039970241.1|BTRY	LOC111604568|XP_023178437.1|DHYD, LOC111601528|XP_023173925.1|DHYD
OG0000685	LOC120772951|XP_039957791.1|BTRY	LOC111602608|XP_023175536.1|DHYD
OG0000686	LOC120781242|XP_039969316.1|BTRY	LOC111601542|XP_023173984.2|DHYD
OG0000686	LOC120773579|XP_039958500.1|BTRY	LOC111600187|XP_023171963.2|DHYD
OG0000687	LOC120776960|XP_039963984.1|BTRY	LOC111593265|XP_023161704.1|DHYD, LOC111599286|XP_023170653.1|DHYD
OG0000688	LOC120772776|XP_039957486.1|BTRY	LOC111605369|XP_023179617.1|DHYD
OG0000689	LOC120770031|XP_039953075.1|BTRY	LOC111597704|XP_023168310.1|DHYD, LOC111597687|XP_023168287.1|DHYD
OG0000690	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY	LOC111593629|XP_023162267.2|DHYD
OG0000691	LOC120777191|XP_039964294.1|BTRY	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD, LOC111592340|XP_023160236.1|DHYD
OG0000692	LOC120778127|XP_039965765.1|BTRY	LOC111604703|XP_023178644.2|DHYD
OG0000693	LOC120771158|XP_039954971.1|BTRY	LOC111596581|XP_023166623.1|DHYD
OG0000693	LOC120782889|XP_039971371.1|BTRY	LOC111602074|XP_023174767.1|DHYD
OG0000694	LOC120774032|XP_039959264.1|BTRY	LOC111604055|XP_023177683.2|DHYD
OG0000695	LOC120767751|XP_039949899.1|BTRY	LOC111602263|XP_023175026.1|DHYD
OG0000695	LOC120781358|XP_039969503.1|BTRY	LOC111602370|XP_023175153.2|DHYD
OG0000696	LOC120768165|XP_039950663.1|BTRY	LOC111595766|XP_023165416.1|DHYD
OG0000697	LOC120781423|XP_039969578.1|BTRY	LOC111596362|XP_023166327.1|DHYD
OG0000698	LOC120768119|XP_039950603.1|BTRY	LOC111605526|XP_023179855.2|DHYD
OG0000698	LOC120769374|XP_039952275.1|BTRY	LOC111605545|XP_023179875.2|DHYD
OG0000699	LOC120768226|XP_039950738.1|BTRY	LOC111600984|XP_023173147.1|DHYD, LOC111600074|XP_023171782.2|DHYD
OG0000700	LOC120768126|XP_039950614.1|BTRY	LOC111599175|XP_023170526.2|DHYD, LOC111596079|XP_023165904.2|DHYD
OG0000701	LOC120771893|XP_039956097.1|BTRY	LOC111595753|XP_023165383.1|DHYD
OG0000701	LOC120776077|XP_039962480.1|BTRY	LOC111600219|XP_023172009.2|DHYD
OG0000702	LOC120781839|XP_039969995.1|BTRY	LOC111604979|XP_023179045.2|DHYD, LOC111604983|XP_030078632.1|DHYD
OG0000703	LOC120770853|XP_039954392.1|BTRY	LOC111595619|XP_023165193.2|DHYD
OG0000704	LOC120775825|XP_039962115.1|BTRY	LOC111594254|XP_030081774.1|DHYD
OG0000705	LOC120776363|XP_039962873.1|BTRY	LOC111603688|XP_023177138.1|DHYD
OG0000706	LOC120773351|XP_039958105.1|BTRY	LOC111600594|XP_023172555.2|DHYD, LOC111597324|XP_030080082.1|DHYD
OG0000707	LOC120774249|XP_039959648.1|BTRY	LOC111593471|XP_023162004.1|DHYD, LOC111594052|XP_023162935.1|DHYD
OG0000708	LOC120773437|XP_039958254.1|BTRY	LOC111594167|XP_023163121.2|DHYD, LOC111605158|XP_030079396.1|DHYD
OG0000709	LOC120774189|XP_039959550.1|BTRY	LOC111601979|XP_023174628.2|DHYD, LOC111596813|XP_023166947.1|DHYD
OG0000710	LOC120772668|XP_039957337.1|BTRY	LOC111602767|XP_023175798.1|DHYD, LOC111605361|XP_023179608.1|DHYD
OG0000711	LOC120774260|XP_039959660.1|BTRY	LOC111597480|XP_023167999.1|DHYD, LOC111602032|XP_023174699.1|DHYD
OG0000712	LOC120766277|XP_039947612.1|BTRY	LOC111602079|XP_023174779.1|DHYD, LOC111602078|XP_023174777.1|DHYD
OG0000713	LOC120771290|XP_039955155.1|BTRY	LOC111598556|XP_023169618.1|DHYD
OG0000714	LOC120776187|XP_039962745.1|BTRY	LOC111603141|XP_023176384.2|DHYD, LOC111599537|XP_023170964.2|DHYD
OG0000715	LOC120777705|XP_039965118.1|BTRY	LOC111603330|XP_023176632.2|DHYD
OG0000716	LOC120778741|XP_039966644.1|BTRY	LOC111591885|XP_023159557.1|DHYD, LOC111604303|XP_023178102.1|DHYD
OG0000717	LOC120776443|XP_039963034.1|BTRY	LOC111597527|XP_023168071.2|DHYD
OG0000718	LOC120779472|XP_039967675.1|BTRY	LOC111594402|XP_023163442.1|DHYD
OG0000719	LOC120778733|XP_039966631.1|BTRY	LOC111598676|XP_023169803.2|DHYD, LOC111597606|XP_023168175.2|DHYD
OG0000720	LOC120769277|XP_039952127.1|BTRY, LOC120766434|XP_039947872.1|BTRY	LOC111603291|XP_023176579.2|DHYD
OG0000721	LOC120769802|XP_039952930.1|BTRY, LOC120769794|XP_039952916.1|BTRY	LOC111596837|XP_023166980.2|DHYD, LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD
OG0000722	LOC120772992|XP_039957839.1|BTRY	LOC111594330|XP_023163343.2|DHYD
OG0000723	LOC120770243|XP_039953475.1|BTRY, LOC120772389|XP_039956912.1|BTRY, LOC120770246|XP_039953478.1|BTRY, LOC120770248|XP_039953479.1|BTRY, LOC120770245|XP_039953477.1|BTRY	LOC111595726|XP_023165345.1|DHYD
OG0000724	LOC120775707|XP_039961953.1|BTRY	LOC111598361|XP_023169342.1|DHYD
OG0000726	LOC120766296|XP_039947634.1|BTRY	LOC111603439|XP_023176791.2|DHYD, LOC111603423|XP_023176776.2|DHYD
OG0000727	LOC120774034|XP_039959268.1|BTRY	LOC111596208|XP_023166089.2|DHYD, LOC111596201|XP_030080823.1|DHYD
OG0000729	LOC120766518|XP_039948019.1|BTRY	LOC111598295|XP_023169251.1|DHYD, LOC111598296|XP_023169252.1|DHYD
OG0000730	LOC120776578|XP_039963276.1|BTRY	LOC111603318|XP_030079654.1|DHYD, LOC111596307|XP_030080540.1|DHYD
OG0000731	LOC120772324|XP_039956789.1|BTRY	LOC111599468|XP_023170909.2|DHYD, LOC111597709|XP_023168317.2|DHYD
OG0000732	LOC120776637|XP_039963390.1|BTRY	LOC111594874|XP_023164122.1|DHYD
OG0000733	LOC120778269|XP_039965982.1|BTRY	LOC111595239|XP_023164645.2|DHYD, LOC111601687|XP_023174161.1|DHYD
OG0000734	LOC120777306|XP_039964465.1|BTRY	LOC111597535|XP_023168081.2|DHYD
OG0000735	LOC120775254|XP_039961269.1|BTRY	LOC111593485|XP_023162014.1|DHYD
OG0000736	LOC120768185|XP_039950687.1|BTRY	LOC111603989|XP_030079038.1|DHYD, LOC111604008|XP_023177632.2|DHYD
OG0000737	LOC120770597|XP_039954132.1|BTRY	LOC111597693|XP_023168296.1|DHYD
