Orthogroup	BTRY.longest_only	DNOV.longest_only
OG0002334	LOC120769117|XP_039951911.1|BTRY	LOC115758765|XP_030555386.1|DNOV
OG0002335	LOC120772571|XP_039957196.1|BTRY	LOC115764562|XP_030563546.1|DNOV
OG0002336	LOC120777770|XP_039965217.1|BTRY	LOC115771565|XP_030573176.1|DNOV
OG0002337	LOC120772471|XP_039957043.1|BTRY	LOC115762241|XP_030560244.1|DNOV
OG0002338	LOC120768639|XP_039951339.1|BTRY	LOC115759833|XP_030556786.1|DNOV
OG0002339	LOC120768163|XP_039950658.1|BTRY	LOC115765877|XP_030565475.1|DNOV
OG0002340	LOC120767919|XP_039950212.1|BTRY	LOC115760197|XP_030557288.1|DNOV
OG0002341	LOC120770028|XP_039953073.1|BTRY	LOC115760817|XP_030558194.1|DNOV
OG0002342	LOC120768577|XP_039951263.1|BTRY	LOC115758399|XP_030554901.1|DNOV
OG0002343	LOC120767462|XP_039949479.1|BTRY	LOC115758597|XP_030555179.1|DNOV
OG0002344	LOC120767687|XP_039949812.1|BTRY	LOC115760288|XP_030557420.1|DNOV
OG0002345	LOC120771052|XP_039954789.1|BTRY	LOC115762464|XP_030560532.1|DNOV
OG0002346	LOC120768222|XP_039950733.1|BTRY	LOC115760083|XP_030557125.1|DNOV
OG0002347	LOC120771155|XP_039954965.1|BTRY	LOC115760744|XP_030558081.1|DNOV
OG0002348	LOC120769723|XP_039952799.1|BTRY	LOC115760179|XP_030557266.1|DNOV
OG0002349	LOC120772314|XP_039956765.1|BTRY	LOC115762278|XP_030560300.1|DNOV
OG0002350	LOC120771050|XP_039954787.1|BTRY	LOC115762463|XP_030560531.1|DNOV
OG0002351	LOC120772212|XP_039956626.1|BTRY	LOC115760878|XP_030558300.1|DNOV
OG0002352	LOC120772550|XP_039957168.1|BTRY	LOC115771089|XP_030572506.1|DNOV
OG0002353	LOC120768963|XP_039951691.1|BTRY	LOC115758467|XP_030555000.1|DNOV
OG0002354	LOC120767827|XP_039950049.1|BTRY	LOC115763052|XP_030561337.1|DNOV
OG0002355	LOC120768404|XP_039951013.1|BTRY	LOC115758532|XP_030555083.1|DNOV
OG0002356	LOC120769561|XP_039952547.1|BTRY	LOC115759832|XP_030556784.1|DNOV
OG0002357	LOC120771208|XP_039955048.1|BTRY	LOC115771934|XP_030573694.1|DNOV
OG0002358	LOC120778549|XP_039966336.1|BTRY	LOC115760105|XP_030557157.1|DNOV
OG0002359	LOC120773616|XP_039958549.1|BTRY	LOC115766408|XP_030566187.1|DNOV
OG0002360	LOC120781380|XP_039969520.1|BTRY	LOC115763178|XP_030561496.1|DNOV
OG0002361	LOC120779084|XP_039967168.1|BTRY	LOC115768203|XP_030568579.1|DNOV
OG0002362	LOC120767544|XP_039949584.1|BTRY	LOC115765554|XP_030565052.1|DNOV
OG0002363	LOC120769728|XP_039952809.1|BTRY	LOC115760054|XP_030557092.1|DNOV
OG0002364	LOC120781486|XP_039969642.1|BTRY	LOC115760053|XP_030557085.1|DNOV
OG0002365	LOC120781450|XP_039969599.1|BTRY	LOC115760178|XP_030557261.1|DNOV
OG0002366	LOC120768482|XP_039951130.1|BTRY	LOC115765452|XP_030564875.1|DNOV
OG0002367	LOC120768394|XP_039951000.1|BTRY	LOC115759314|XP_030556084.1|DNOV
OG0002368	LOC120769200|XP_039952029.1|BTRY	LOC115759212|XP_030555963.1|DNOV
OG0002369	LOC120767924|XP_039950217.1|BTRY	LOC115768805|XP_030569361.1|DNOV
OG0002370	LOC120768100|XP_039950577.1|BTRY	LOC115769213|XP_030569783.1|DNOV
OG0002371	LOC120767929|XP_039950224.1|BTRY	LOC115769220|XP_030569793.1|DNOV
OG0002372	LOC120767678|XP_039949787.1|BTRY	LOC115765457|XP_030564881.1|DNOV
OG0002373	LOC120767790|XP_039949987.1|BTRY	LOC115758655|XP_030555252.1|DNOV
OG0002374	LOC120777442|XP_039964728.1|BTRY, LOC120777360|XP_039964606.1|BTRY, LOC120777206|XP_039964354.1|BTRY, LOC120774062|XP_039959305.1|BTRY	LOC115772037|XP_030573834.1|DNOV
OG0002375	LOC120782127|XP_039970202.1|BTRY	LOC115763784|XP_030562364.1|DNOV
OG0002376	LOC120767809|XP_039950021.1|BTRY	LOC115760189|XP_030557279.1|DNOV
OG0002377	LOC120766959|XP_039948683.1|BTRY	LOC115759419|XP_030556176.1|DNOV
OG0002378	LOC120778503|XP_039966266.1|BTRY	LOC115767960|XP_030568219.1|DNOV
OG0002379	LOC120767333|XP_039949210.1|BTRY	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV
OG0002380	LOC120774049|XP_039959285.1|BTRY	LOC115768748|XP_030569295.1|DNOV
OG0002381	LOC120772596|XP_039957243.1|BTRY, LOC120772619|XP_039957268.1|BTRY	LOC115761124|XP_030558627.1|DNOV
OG0002382	LOC120774097|XP_039959379.1|BTRY	LOC115766355|XP_030566115.1|DNOV
OG0002384	LOC120775472|XP_039961602.1|BTRY	LOC115768472|XP_030568907.1|DNOV
OG0002385	LOC120779902|XP_039968184.1|BTRY	LOC115766739|XP_030566563.1|DNOV
OG0002387	LOC120782202|XP_039970284.1|BTRY	LOC115761241|XP_030558795.1|DNOV
OG0002388	LOC120775028|XP_039960923.1|BTRY	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV
OG0002389	LOC120766629|XP_039948179.1|BTRY	LOC115761541|XP_030559184.1|DNOV
OG0002390	LOC120779581|XP_039967858.1|BTRY	LOC115759033|XP_030555711.1|DNOV
OG0002391	LOC120771582|XP_039955588.1|BTRY	LOC115757863|XP_030554159.1|DNOV
OG0002392	LOC120776705|XP_039963535.1|BTRY	LOC115766982|XP_030566940.1|DNOV
OG0002393	LOC120777764|XP_039965202.1|BTRY	LOC115762587|XP_030560734.1|DNOV
OG0002394	LOC120775635|XP_039961827.1|BTRY	LOC115763628|XP_030562114.1|DNOV
OG0002395	LOC120782288|XP_039970426.1|BTRY	LOC115765673|XP_030565195.1|DNOV
OG0002396	LOC120770500|XP_039953958.1|BTRY	LOC115762448|XP_030560508.1|DNOV
OG0002397	LOC120772045|XP_039956352.1|BTRY	LOC115765277|XP_030564630.1|DNOV
OG0002398	LOC120775389|XP_039961483.1|BTRY	LOC115767262|XP_030567345.1|DNOV
OG0002399	LOC120772107|XP_039956452.1|BTRY	LOC115767415|XP_030567551.1|DNOV
OG0002400	LOC120771689|XP_039955756.1|BTRY	LOC115759714|XP_030556580.1|DNOV
OG0002401	LOC120779601|XP_039967880.1|BTRY	LOC115766736|XP_030566558.1|DNOV, LOC115766798|XP_030566682.1|DNOV
OG0002402	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY	LOC115770790|XP_030572069.1|DNOV
OG0002403	LOC120777028|XP_039964077.1|BTRY	LOC115770688|XP_030571940.1|DNOV
OG0002404	LOC120772978|XP_039957828.1|BTRY	LOC115761624|XP_030559313.1|DNOV
OG0002405	LOC120782476|XP_039970704.1|BTRY	LOC115767942|XP_030568180.1|DNOV
OG0002406	LOC120777421|XP_039964656.1|BTRY	LOC115762623|XP_030560783.1|DNOV
OG0002408	LOC120766956|XP_039948679.1|BTRY	LOC115759627|XP_030556474.1|DNOV
OG0002409	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY	LOC115766567|XP_030566413.1|DNOV
OG0002410	LOC120782394|XP_039970571.1|BTRY	LOC115763723|XP_030562277.1|DNOV
OG0002411	LOC120772673|XP_039957348.1|BTRY	LOC115766129|XP_030565811.1|DNOV
OG0002412	LOC120780948|XP_039969112.1|BTRY	LOC115761988|XP_030559901.1|DNOV
OG0002413	LOC120774104|XP_039959394.1|BTRY	LOC115764945|XP_030564126.1|DNOV, LOC115766832|XP_030566731.1|DNOV
OG0002414	LOC120777597|XP_039964967.1|BTRY	LOC115769864|XP_030570722.1|DNOV
OG0002415	LOC120773409|XP_039958220.1|BTRY	LOC115763768|XP_030562347.1|DNOV
OG0002416	LOC120779494|XP_039967713.1|BTRY	LOC115766719|XP_030566518.1|DNOV
OG0002417	LOC120769366|XP_039952261.1|BTRY	LOC115765488|XP_030564943.1|DNOV
OG0002418	LOC120780296|XP_039968522.1|BTRY	LOC115761907|XP_030559785.1|DNOV
OG0002419	LOC120775375|XP_039961471.1|BTRY	LOC115768690|XP_030569237.1|DNOV
OG0002420	LOC120777824|XP_039965294.1|BTRY	LOC115762795|XP_030561007.1|DNOV
OG0002421	LOC120766324|XP_039947682.1|BTRY	LOC115770863|XP_030572160.1|DNOV
OG0002422	LOC120782707|XP_039971057.1|BTRY	LOC115763855|XP_030562489.1|DNOV
OG0002423	LOC120776760|XP_039963655.1|BTRY	LOC115768070|XP_030568390.1|DNOV
OG0002424	LOC120776735|XP_039963597.1|BTRY	LOC115767947|XP_030568186.1|DNOV
OG0002425	LOC120774039|XP_039959273.1|BTRY	LOC115764326|XP_030563136.1|DNOV
OG0002426	LOC120777657|XP_039965044.1|BTRY	LOC115770483|XP_030571627.1|DNOV
OG0002427	LOC120779682|XP_039967974.1|BTRY	LOC115766713|XP_030566497.1|DNOV
OG0002428	LOC120775449|XP_039961568.1|BTRY	LOC115769005|XP_030569574.1|DNOV
OG0002429	LOC120779062|XP_039967129.1|BTRY	LOC115769591|XP_030570333.1|DNOV
OG0002430	LOC120771257|XP_039955108.1|BTRY	LOC115759496|XP_030556299.1|DNOV
OG0002431	LOC120770134|XP_039953251.1|BTRY	LOC115761157|XP_030558690.1|DNOV
OG0002432	LOC120775497|XP_039961638.1|BTRY	LOC115767783|XP_030567972.1|DNOV
OG0002433	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY	LOC115768637|XP_030569166.1|DNOV
OG0002434	LOC120782031|XP_039970121.1|BTRY	LOC115760412|XP_030557576.1|DNOV
OG0002435	LOC120773655|XP_039958601.1|BTRY	LOC115768617|XP_030569133.1|DNOV
OG0002436	LOC120771066|XP_039954806.1|BTRY	LOC115758240|XP_030554657.1|DNOV
OG0002437	LOC120770736|XP_039954258.1|BTRY	LOC115758095|XP_030554477.1|DNOV
OG0002438	LOC120772843|XP_039957589.1|BTRY	LOC115765103|XP_030564348.1|DNOV
OG0002439	LOC120769154|XP_039951970.1|BTRY	LOC115759181|XP_030555915.1|DNOV
OG0002440	LOC120777611|XP_039964994.1|BTRY	LOC115767419|XP_030567558.1|DNOV
OG0002441	LOC120781985|XP_039970089.1|BTRY	LOC115758261|XP_030554678.1|DNOV
OG0002442	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY	LOC115767488|XP_030567656.1|DNOV
OG0002443	LOC120770424|XP_039953807.1|BTRY	LOC115761876|XP_030559861.1|DNOV
OG0002444	LOC120771392|XP_039955292.1|BTRY	LOC115765162|XP_030564436.1|DNOV
OG0002445	LOC120771921|XP_039956145.1|BTRY	LOC115757861|XP_030554156.1|DNOV
OG0002446	LOC120771129|XP_039954919.1|BTRY	LOC115763592|XP_030562078.1|DNOV
OG0002447	LOC120777891|XP_039965388.1|BTRY	LOC115765770|XP_030565306.1|DNOV
OG0002448	LOC120768487|XP_039951137.1|BTRY	LOC115764532|XP_030563491.1|DNOV
OG0002449	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY	LOC115764522|XP_030563480.1|DNOV, LOC115764521|XP_030563477.1|DNOV
OG0002450	LOC120777182|XP_039964280.1|BTRY	LOC115765643|XP_030565161.1|DNOV
OG0002451	LOC120770096|XP_039953188.1|BTRY	LOC115764510|XP_030563465.1|DNOV
OG0002452	LOC120771019|XP_039954728.1|BTRY	LOC115760582|XP_030557866.1|DNOV
OG0002453	LOC120771706|XP_039955774.1|BTRY	LOC115760581|XP_030557864.1|DNOV
OG0002454	LOC120777671|XP_039965064.1|BTRY	LOC115769531|XP_030570233.1|DNOV
OG0002455	LOC120777669|XP_039965061.1|BTRY	LOC115769525|XP_030570227.1|DNOV
OG0002456	LOC120772805|XP_039957521.1|BTRY	LOC115757860|XP_030554155.1|DNOV
OG0002457	LOC120781234|XP_039969306.1|BTRY	LOC115761939|XP_030559837.1|DNOV
OG0002458	LOC120779032|XP_039967088.1|BTRY	LOC115759346|XP_030556129.1|DNOV
OG0002459	LOC120770448|XP_039953858.1|BTRY	LOC115764486|XP_030563433.1|DNOV, LOC115760437|XP_030557612.1|DNOV
OG0002460	LOC120771644|XP_039955689.1|BTRY	LOC115758065|XP_030554439.1|DNOV
OG0002461	LOC120772043|XP_039956349.1|BTRY	LOC115758077|XP_030554451.1|DNOV
OG0002462	LOC120772889|XP_039957674.1|BTRY	LOC115764472|XP_030563377.1|DNOV
OG0002463	LOC120771625|XP_039955649.1|BTRY	LOC115771537|XP_030573138.1|DNOV
OG0002464	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY	LOC115767491|XP_030567660.1|DNOV
OG0002465	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY	LOC115767490|XP_030567659.1|DNOV
OG0002466	LOC120772969|XP_039957810.1|BTRY	LOC115766756|XP_030566594.1|DNOV
OG0002467	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY	LOC115769580|XP_030570315.1|DNOV
OG0002468	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY	LOC115769630|XP_030570398.1|DNOV
OG0002469	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY	LOC115764007|XP_030562687.1|DNOV
OG0002470	LOC120770392|XP_039953756.1|BTRY	LOC115759253|XP_030556014.1|DNOV, LOC115764589|XP_030563600.1|DNOV
OG0002471	LOC120772957|XP_039957795.1|BTRY	LOC115764592|XP_030563604.1|DNOV
OG0002472	LOC120772377|XP_039956895.1|BTRY	LOC115757871|XP_030554167.1|DNOV
OG0002473	LOC120772947|XP_039957784.1|BTRY	LOC115758252|XP_030554668.1|DNOV
OG0002474	LOC120779129|XP_039967267.1|BTRY	LOC115766784|XP_030566662.1|DNOV
OG0002475	LOC120782329|XP_039970489.1|BTRY	LOC115761467|XP_030559093.1|DNOV
OG0002476	LOC120772437|XP_039956988.1|BTRY	LOC115767889|XP_030568142.1|DNOV
OG0002477	LOC120772891|XP_039957695.1|BTRY	LOC115766546|XP_030566378.1|DNOV
OG0002478	LOC120771501|XP_039955488.1|BTRY	LOC115764568|XP_030563555.1|DNOV
OG0002479	LOC120772626|XP_039957276.1|BTRY	LOC115757810|XP_030554093.1|DNOV
OG0002480	LOC120771008|XP_039954707.1|BTRY	LOC115760440|XP_030557617.1|DNOV
OG0002481	LOC120775556|XP_039961716.1|BTRY	LOC115768866|XP_030569431.1|DNOV
OG0002482	LOC120772446|XP_039957000.1|BTRY	LOC115757969|XP_030554310.1|DNOV
OG0002483	LOC120772494|XP_039957075.1|BTRY	LOC115759611|XP_030556450.1|DNOV
OG0002484	LOC120772191|XP_039956591.1|BTRY	LOC115760896|XP_030558326.1|DNOV
OG0002485	LOC120771032|XP_039954749.1|BTRY	LOC115764563|XP_030563547.1|DNOV
OG0002486	LOC120776531|XP_039963198.1|BTRY	LOC115770184|XP_030571205.1|DNOV
OG0002487	LOC120769616|XP_039952650.1|BTRY	LOC115758398|XP_030554900.1|DNOV
OG0002488	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY	LOC115761518|XP_030559151.1|DNOV
OG0002489	LOC120776802|XP_039963730.1|BTRY	LOC115769867|XP_030570727.1|DNOV
OG0002490	LOC120772999|XP_039957845.1|BTRY	LOC115766605|XP_030566451.1|DNOV
OG0002491	LOC120776601|XP_039963319.1|BTRY	LOC115769385|XP_030570039.1|DNOV, LOC115769561|XP_030570273.1|DNOV
OG0002492	LOC120772808|XP_039957532.1|BTRY	LOC115757981|XP_030554329.1|DNOV
OG0002493	LOC120774414|XP_039959974.1|BTRY	LOC115764483|XP_030563428.1|DNOV
OG0002494	LOC120782638|XP_039970940.1|BTRY	LOC115761343|XP_030558941.1|DNOV
OG0002495	LOC120771466|XP_039955411.1|BTRY	LOC115764079|XP_030562792.1|DNOV
OG0002496	LOC120779431|XP_039967601.1|BTRY	LOC115765697|XP_030565213.1|DNOV
OG0002497	LOC120778318|XP_039966047.1|BTRY	LOC115762620|XP_030560777.1|DNOV
OG0002498	LOC120777732|XP_039965156.1|BTRY	LOC115769543|XP_030570244.1|DNOV
OG0002499	LOC120777009|XP_039964044.1|BTRY	LOC115769941|XP_030570845.1|DNOV
OG0002500	LOC120766723|XP_039948304.1|BTRY	LOC115761385|XP_030558998.1|DNOV
OG0002501	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY	LOC115766212|XP_030565923.1|DNOV, LOC115766210|XP_030565922.1|DNOV, LOC115768564|XP_030569039.1|DNOV
OG0002502	LOC120770066|XP_039953120.1|BTRY	LOC115771480|XP_030573065.1|DNOV
OG0002503	LOC120777850|XP_039965319.1|BTRY	LOC115770588|XP_030571776.1|DNOV
OG0002504	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY	LOC115768841|XP_030569402.1|DNOV
OG0002508	LOC120776174|XP_039962721.1|BTRY	LOC115764277|XP_030563063.1|DNOV
OG0002509	LOC120774089|XP_039959356.1|BTRY	LOC115764629|XP_030563660.1|DNOV
OG0002510	LOC120775817|XP_039962105.1|BTRY	LOC115764417|XP_030563275.1|DNOV
OG0002511	LOC120766976|XP_039948702.1|BTRY	LOC115761687|XP_030559403.1|DNOV
OG0002512	LOC120779451|XP_039967636.1|BTRY	LOC115766780|XP_030566652.1|DNOV
OG0002513	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY	LOC115759516|XP_030556319.1|DNOV
OG0002514	LOC120774386|XP_039959930.1|BTRY	LOC115769699|XP_030570485.1|DNOV
OG0002516	LOC120766939|XP_039948623.1|BTRY	LOC115763694|XP_030562239.1|DNOV
OG0002517	LOC120775195|XP_039961184.1|BTRY	LOC115765194|XP_030564482.1|DNOV
OG0002518	LOC120766202|XP_039947500.1|BTRY	LOC115761480|XP_030559107.1|DNOV
OG0002519	LOC120771419|XP_039955335.1|BTRY	LOC115763828|XP_030562444.1|DNOV
OG0002520	LOC120774525|XP_039960168.1|BTRY	LOC115767729|XP_030567899.1|DNOV
OG0002521	LOC120775279|XP_039961311.1|BTRY	LOC115767040|XP_030567029.1|DNOV
OG0002522	LOC120766689|XP_039948269.1|BTRY	LOC115761344|XP_030558945.1|DNOV
OG0002523	LOC120779779|XP_039968090.1|BTRY	LOC115761903|XP_030559778.1|DNOV
OG0002524	LOC120774070|XP_039959315.1|BTRY	LOC115765168|XP_030564447.1|DNOV
OG0002525	LOC120777853|XP_039965329.1|BTRY	LOC115771181|XP_030572629.1|DNOV
OG0002526	LOC120780785|XP_039968972.1|BTRY	LOC115764002|XP_030562681.1|DNOV
OG0002527	LOC120782156|XP_039970223.1|BTRY	LOC115771825|XP_030573564.1|DNOV
OG0002528	LOC120776176|XP_039962723.1|BTRY	LOC115767407|XP_030567541.1|DNOV, LOC115767406|XP_030567532.1|DNOV
OG0002529	LOC120775011|XP_039960890.1|BTRY	LOC115764880|XP_030564018.1|DNOV
OG0002530	LOC120770598|XP_039954134.1|BTRY	LOC115763377|XP_030561772.1|DNOV
OG0002531	LOC120781428|XP_039969583.1|BTRY	LOC115759209|XP_030555960.1|DNOV
OG0002533	LOC120774798|XP_039960524.1|BTRY	LOC115767845|XP_030568055.1|DNOV
OG0002534	LOC120772082|XP_039956413.1|BTRY	LOC115761656|XP_030559360.1|DNOV
OG0002535	LOC120779003|XP_039967041.1|BTRY	LOC115771492|XP_030573075.1|DNOV
OG0002536	LOC120766844|XP_039948493.1|BTRY	LOC115765010|XP_030564220.1|DNOV
OG0002537	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY	LOC115760502|XP_030557725.1|DNOV
OG0002539	LOC120771997|XP_039956288.1|BTRY	LOC115762058|XP_030559999.1|DNOV
OG0002540	LOC120775436|XP_039961556.1|BTRY	LOC115765045|XP_030564278.1|DNOV
OG0002541	LOC120782582|XP_039970863.1|BTRY	LOC115767223|XP_030567282.1|DNOV
OG0002542	LOC120775248|XP_039961262.1|BTRY	LOC115768139|XP_030568493.1|DNOV
OG0002543	LOC120775563|XP_039961722.1|BTRY	LOC115767576|XP_030567722.1|DNOV
OG0002544	LOC120782783|XP_039971185.1|BTRY	LOC115761360|XP_030558966.1|DNOV
OG0002545	LOC120775569|XP_039961731.1|BTRY	LOC115768458|XP_030568885.1|DNOV
OG0002547	LOC120774963|XP_039960785.1|BTRY	LOC115767580|XP_030567725.1|DNOV
OG0002548	LOC120774506|XP_039960120.1|BTRY	LOC115765391|XP_030564779.1|DNOV
OG0002549	LOC120774204|XP_039959581.1|BTRY	LOC115767222|XP_030567279.1|DNOV
OG0002550	LOC120773756|XP_039958758.1|BTRY	LOC115765085|XP_030564320.1|DNOV
OG0002551	LOC120782701|XP_039971035.1|BTRY	LOC115771724|XP_030573408.1|DNOV
OG0002552	LOC120778824|XP_039966767.1|BTRY	LOC115758635|XP_030555230.1|DNOV
OG0002553	LOC120782163|XP_039970228.1|BTRY	LOC115767837|XP_030568040.1|DNOV
OG0002554	LOC120774761|XP_039960454.1|BTRY	LOC115768339|XP_030568762.1|DNOV
OG0002555	LOC120774754|XP_039960447.1|BTRY	LOC115768599|XP_030569109.1|DNOV
OG0002556	LOC120767779|XP_039949958.1|BTRY	LOC115759210|XP_030555961.1|DNOV
OG0002557	LOC120774276|XP_039959700.1|BTRY	LOC115768799|XP_030569355.1|DNOV
OG0002558	LOC120770004|XP_039953032.1|BTRY	LOC115764613|XP_030563629.1|DNOV
OG0002559	LOC120780835|XP_039969011.1|BTRY, LOC120780847|XP_039969020.1|BTRY	LOC115771290|XP_030572773.1|DNOV
OG0002560	LOC120782401|XP_039970581.1|BTRY	LOC115761193|XP_030558726.1|DNOV
OG0002561	LOC120778473|XP_039966224.1|BTRY	LOC115761895|XP_030559761.1|DNOV
OG0002562	LOC120775682|XP_039961915.1|BTRY	LOC115766385|XP_030566148.1|DNOV
OG0002563	LOC120775787|XP_039962058.1|BTRY	LOC115766395|XP_030566167.1|DNOV
OG0002564	LOC120766905|XP_039948589.1|BTRY	LOC115759635|XP_030556484.1|DNOV
OG0002565	LOC120777614|XP_039965000.1|BTRY	LOC115771746|XP_030573447.1|DNOV
OG0002566	LOC120766603|XP_039948145.1|BTRY	LOC115761289|XP_030558873.1|DNOV
OG0002567	LOC120773937|XP_039959082.1|BTRY	LOC115767730|XP_030567900.1|DNOV
OG0002568	LOC120774976|XP_039960806.1|BTRY	LOC115768911|XP_030569498.1|DNOV
OG0002569	LOC120768414|XP_039951032.1|BTRY	LOC115770308|XP_030571403.1|DNOV
OG0002570	LOC120781432|XP_039969590.1|BTRY	LOC115761771|XP_030559560.1|DNOV
OG0002571	LOC120766966|XP_039948690.1|BTRY	LOC115761713|XP_030559448.1|DNOV
OG0002573	LOC120768694|XP_039951403.1|BTRY	LOC115761276|XP_030558852.1|DNOV
OG0002574	LOC120766393|XP_039947769.1|BTRY	LOC115761583|XP_030559233.1|DNOV
OG0002575	LOC120782433|XP_039970651.1|BTRY	LOC115770956|XP_030572284.1|DNOV
OG0002576	LOC120774322|XP_039959798.1|BTRY	LOC115767584|XP_030567730.1|DNOV
OG0002577	LOC120778665|XP_039966528.1|BTRY	LOC115771101|XP_030572520.1|DNOV
OG0002578	LOC120767323|XP_039949191.1|BTRY	LOC115760227|XP_030557340.1|DNOV
OG0002580	LOC120776072|XP_039962476.1|BTRY	LOC115762460|XP_030560528.1|DNOV
OG0002581	LOC120771228|XP_039955076.1|BTRY	LOC115757708|XP_030553922.1|DNOV
OG0002582	LOC120780647|XP_039968845.1|BTRY	LOC115760400|XP_030557561.1|DNOV
OG0002583	LOC120782751|XP_039971130.1|BTRY	LOC115762003|XP_030559931.1|DNOV
OG0002584	LOC120776878|XP_039963871.1|BTRY	LOC115769868|XP_030570730.1|DNOV
OG0002585	LOC120776879|XP_039963872.1|BTRY	LOC115769872|XP_030570733.1|DNOV
OG0002586	LOC120771027|XP_039954742.1|BTRY	LOC115764656|XP_030563699.1|DNOV
OG0002587	LOC120782263|XP_039970366.1|BTRY	LOC115772063|XP_030573868.1|DNOV
OG0002588	LOC120782594|XP_039970880.1|BTRY	LOC115759519|XP_030556324.1|DNOV
OG0002589	LOC120770803|XP_039954319.1|BTRY	LOC115772002|XP_030573793.1|DNOV
OG0002590	LOC120781096|XP_039969172.1|BTRY	LOC115765187|XP_030564475.1|DNOV
OG0002591	LOC120767022|XP_039948788.1|BTRY	LOC115771981|XP_030573761.1|DNOV
OG0002592	LOC120767201|XP_039948942.1|BTRY	LOC115764998|XP_030564198.1|DNOV
OG0002593	LOC120766946|XP_039948629.1|BTRY	LOC115764857|XP_030563987.1|DNOV
OG0002594	LOC120770540|XP_039954034.1|BTRY	LOC115761188|XP_030558719.1|DNOV
OG0002595	LOC120768537|XP_039951212.1|BTRY	LOC115771820|XP_030573558.1|DNOV
OG0002596	LOC120774297|XP_039959757.1|BTRY	LOC115761612|XP_030559273.1|DNOV
OG0002597	LOC120770030|XP_039953079.1|BTRY	LOC115761322|XP_030558915.1|DNOV
OG0002598	LOC120782302|XP_039970446.1|BTRY	LOC115768628|XP_030569151.1|DNOV
OG0002599	LOC120780465|XP_039968677.1|BTRY	LOC115760380|XP_030557536.1|DNOV
OG0002600	LOC120781239|XP_039969313.1|BTRY	LOC115765480|XP_030564931.1|DNOV
OG0002601	LOC120782853|XP_039971318.1|BTRY	LOC115764175|XP_030562922.1|DNOV
OG0002602	LOC120772346|XP_039956847.1|BTRY	LOC115757744|XP_030553990.1|DNOV
OG0002603	LOC120770503|XP_039953964.1|BTRY	LOC115761221|XP_030558769.1|DNOV
OG0002604	LOC120766442|XP_039947884.1|BTRY	LOC115761474|XP_030559100.1|DNOV
OG0002605	LOC120782573|XP_039970845.1|BTRY	LOC115764785|XP_030563885.1|DNOV
OG0002606	LOC120776239|XP_039962779.1|BTRY	LOC115764117|XP_030562840.1|DNOV
OG0002607	LOC120766720|XP_039948301.1|BTRY	LOC115764121|XP_030562850.1|DNOV
OG0002608	LOC120769344|XP_039952242.1|BTRY	LOC115770803|XP_030572085.1|DNOV
OG0002609	LOC120781249|XP_039969331.1|BTRY	LOC115762527|XP_030560652.1|DNOV
OG0002610	LOC120771858|XP_039956044.1|BTRY	LOC115764072|XP_030562779.1|DNOV
OG0002611	LOC120780483|XP_039968693.1|BTRY	LOC115761937|XP_030559832.1|DNOV
OG0002612	LOC120766321|XP_039947677.1|BTRY	LOC115772039|XP_030573837.1|DNOV
OG0002613	LOC120778961|XP_039966973.1|BTRY	LOC115764205|XP_030562955.1|DNOV
OG0002614	LOC120782415|XP_039970598.1|BTRY	LOC115772040|XP_030573838.1|DNOV
OG0002615	LOC120777118|XP_039964190.1|BTRY	LOC115760348|XP_030557490.1|DNOV
OG0002616	LOC120768750|XP_039951458.1|BTRY	LOC115764664|XP_030563711.1|DNOV
OG0002617	LOC120780337|XP_039968568.1|BTRY, LOC120780336|XP_039968567.1|BTRY	LOC115760343|XP_030557483.1|DNOV
OG0002618	LOC120770826|XP_039954349.1|BTRY	LOC115761554|XP_030559197.1|DNOV
OG0002619	LOC120766878|XP_039948542.1|BTRY	LOC115761744|XP_030559497.1|DNOV
