Orthogroup	BTRY.longest_only	CQUI.longest_only
OG0000994	LOC120774451|XP_039960033.1|BTRY	LOC6045593|XP_001862934.2|CQUI
OG0000995	LOC120770927|XP_039954564.1|BTRY	LOC6041608|XP_001850846.1|CQUI
OG0000996	LOC120772365|XP_039956867.1|BTRY	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI
OG0000997	LOC120772829|XP_039957569.1|BTRY	LOC6052525|XP_038120680.1|CQUI
OG0000998	LOC120777087|XP_039964154.1|BTRY, LOC120777460|XP_039964717.1|BTRY, LOC120777851|XP_039965320.1|BTRY, LOC120778808|XP_039966746.1|BTRY, LOC120776851|XP_039963827.1|BTRY	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI
OG0000999	LOC120775153|XP_039961124.1|BTRY	LOC6036403|XP_001846456.1|CQUI
OG0001000	LOC120771125|XP_039954911.1|BTRY	LOC6032922|XP_038108749.1|CQUI
OG0001002	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI
OG0001003	LOC120780628|XP_039968822.1|BTRY	LOC6040169|XP_001849620.1|CQUI
OG0001004	LOC120768659|XP_039951375.1|BTRY	LOC6038961|XP_001848650.1|CQUI
OG0001005	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY	LOC6047963|XP_038122308.1|CQUI
OG0001006	LOC120778528|XP_039966304.1|BTRY	LOC6032307|XP_001842939.1|CQUI
OG0001007	LOC120770143|XP_039953266.1|BTRY	LOC6032328|XP_001842958.1|CQUI
OG0001008	LOC120773872|XP_039958959.1|BTRY	LOC6054260|XP_001870205.2|CQUI
OG0001009	LOC120769372|XP_039952270.1|BTRY	LOC6038900|XP_001848599.2|CQUI
OG0001019	LOC120767066|XP_039948855.1|BTRY	LOC6050264|XP_038104074.1|CQUI
OG0001019	LOC120768043|XP_039950528.1|BTRY	LOC6052564|XP_001868810.2|CQUI
OG0001020	LOC120774455|XP_039960038.1|BTRY	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI
OG0001022	LOC120773537|XP_039958428.1|BTRY	LOC6034409|XP_001844727.1|CQUI
OG0001023	LOC120781313|XP_039969451.1|BTRY	LOC119769003|XP_038116803.1|CQUI
OG0001024	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI
OG0001025	LOC120777934|XP_039965452.1|BTRY	LOC6044075|XP_038116060.1|CQUI
OG0001026	LOC120772050|XP_039956356.1|BTRY	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI
OG0001027	LOC120776634|XP_039963386.1|BTRY	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI
OG0001028	LOC120768384|XP_039950984.1|BTRY	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI
OG0001029	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY	LOC6032857|XP_038119110.1|CQUI, LOC6050363|XP_038106167.1|CQUI, LOC119770391|XP_038121084.1|CQUI, LOC119769344|XP_038117302.1|CQUI, LOC119767080|XP_038110521.1|CQUI
OG0001031	LOC120767909|XP_039950196.1|BTRY	LOC6038935|XP_038109238.1|CQUI
OG0001032	LOC120769657|XP_039952697.1|BTRY	LOC6035231|XP_001845460.2|CQUI
OG0001033	LOC120776198|XP_039962758.1|BTRY	LOC6036914|XP_038107537.1|CQUI
OG0001042	LOC120766294|XP_039947631.1|BTRY	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI
OG0001043	LOC120773939|XP_039959085.1|BTRY, LOC120774272|XP_039959694.1|BTRY	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI
OG0001044	LOC120772078|XP_039956406.1|BTRY	LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI
OG0001045	LOC120771366|XP_039955259.1|BTRY	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI
OG0001046	LOC120772292|XP_039956736.1|BTRY	LOC6037425|XP_001847339.1|CQUI
OG0001047	LOC120775588|XP_039961758.1|BTRY	LOC6052938|XP_001869113.1|CQUI
OG0001048	LOC120771827|XP_039955990.1|BTRY	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI
OG0001049	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY	LOC6043980|XP_038117725.1|CQUI
OG0001050	LOC120779126|XP_039967254.1|BTRY	LOC119770659|XP_038121888.1|CQUI, LOC6033574|XP_038117779.1|CQUI
OG0001051	LOC120768315|XP_039950889.1|BTRY	LOC6044460|XP_038112405.1|CQUI
OG0001051	LOC120768316|XP_039950890.1|BTRY	LOC6037151|XP_038120303.1|CQUI
OG0001052	LOC120769148|XP_039951957.1|BTRY	LOC6034904|XP_038107542.1|CQUI
OG0001053	LOC120775161|XP_039961142.1|BTRY	LOC6040511|XP_038120753.1|CQUI
OG0001054	LOC120766864|XP_039948529.1|BTRY	LOC6046359|XP_001863576.2|CQUI
OG0001056	LOC120774352|XP_039959871.1|BTRY	LOC6034033|XP_038120245.1|CQUI
OG0001057	LOC120771984|XP_039956272.1|BTRY	LOC6039782|XP_001849304.1|CQUI
OG0001058	LOC120775740|XP_039961994.1|BTRY	LOC6031449|XP_038109731.1|CQUI
OG0001059	LOC120776620|XP_039963350.1|BTRY	LOC6036107|XP_038110474.1|CQUI
OG0001072	LOC120774505|XP_039960119.1|BTRY	LOC6047035|XP_001864144.1|CQUI
OG0001073	LOC120778527|XP_039966303.1|BTRY	LOC6040802|XP_038122600.1|CQUI
OG0001074	LOC120772719|XP_039957401.1|BTRY	LOC6040958|XP_001850279.1|CQUI
OG0001076	LOC120772846|XP_039957594.1|BTRY	LOC6054388|XP_038120837.1|CQUI, LOC119767521|XP_038112227.1|CQUI
OG0001077	LOC120780641|XP_039968840.1|BTRY	LOC6037330|XP_001847254.1|CQUI
OG0001078	LOC120775880|XP_039962191.1|BTRY	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI
OG0001079	LOC120778543|XP_039966326.1|BTRY	LOC6051664|XP_001868064.2|CQUI
OG0001080	LOC120777553|XP_039964875.1|BTRY	LOC6041053|XP_001850364.2|CQUI
OG0001081	LOC120782278|XP_039970412.1|BTRY	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI
OG0001082	LOC120770577|XP_039954091.1|BTRY	LOC6043330|XP_038119590.1|CQUI
OG0001083	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY	LOC6031062|XP_038119861.1|CQUI
OG0001084	LOC120770056|XP_039953109.1|BTRY, LOC120770057|XP_039953110.1|BTRY	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI
OG0001085	LOC120771522|XP_039955514.1|BTRY	LOC6042005|XP_038115817.1|CQUI
OG0001086	LOC120772561|XP_039957182.1|BTRY	LOC6036258|XP_001846326.2|CQUI
OG0001088	LOC120776840|XP_039963800.1|BTRY	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI
OG0001089	LOC120777019|XP_039964066.1|BTRY	LOC6037275|XP_038117998.1|CQUI
OG0001090	LOC120777604|XP_039964976.1|BTRY	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI
OG0001091	LOC120778588|XP_039966388.1|BTRY	LOC6030795|XP_001841707.2|CQUI, LOC6030816|XP_001841702.2|CQUI, LOC6030812|XP_001841704.2|CQUI, LOC119770851|XP_038122367.1|CQUI, LOC6030822|XP_001841703.2|CQUI, LOC6030813|XP_001841708.2|CQUI
OG0001092	LOC120769335|XP_039952226.1|BTRY	LOC6036149|XP_038109368.1|CQUI
OG0001093	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY	LOC6036146|XP_001846236.2|CQUI
OG0001094	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY	LOC6031336|XP_038112557.1|CQUI
OG0001095	LOC120781862|XP_039970016.1|BTRY	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI
OG0001096	LOC120768377|XP_039950977.1|BTRY	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI
OG0001097	LOC120780020|XP_039968237.1|BTRY	LOC6031863|XP_038109276.1|CQUI
OG0001099	LOC120778474|XP_039966223.1|BTRY	LOC6040335|XP_001849740.2|CQUI
OG0001100	LOC120771180|XP_039955008.1|BTRY	LOC6052097|XP_038112579.1|CQUI
OG0001101	LOC120770016|XP_039953043.1|BTRY	LOC6037726|XP_038113843.1|CQUI
OG0001102	LOC120778286|XP_039966007.1|BTRY	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI
OG0001103	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI
OG0001105	LOC120774438|XP_039960012.1|BTRY	LOC6036714|XP_001846718.1|CQUI
OG0001106	LOC120779428|XP_039967578.1|BTRY	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI
OG0001118	LOC120774999|XP_039960855.1|BTRY	LOC6053773|XP_001869802.1|CQUI
OG0001119	LOC120780333|XP_039968562.1|BTRY	LOC6040361|XP_038114062.1|CQUI, LOC6048162|XP_038104643.1|CQUI
OG0001120	LOC120775222|XP_039961227.1|BTRY	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI
OG0001122	LOC120777868|XP_039965354.1|BTRY	LOC6047533|XP_038119301.1|CQUI
OG0001124	LOC120780361|XP_039968586.1|BTRY	LOC6044079|XP_038120683.1|CQUI
OG0001125	LOC120777575|XP_039964914.1|BTRY	LOC6039443|XP_001849053.2|CQUI
OG0001127	LOC120778434|XP_039966150.1|BTRY	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI
OG0001128	LOC120771012|XP_039954722.1|BTRY	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI
OG0001129	LOC120767218|XP_039948965.1|BTRY	LOC6041308|XP_038109340.1|CQUI
OG0001130	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY	LOC6046734|XP_001863893.2|CQUI
OG0001131	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI
OG0001133	LOC120768988|XP_039951754.1|BTRY	LOC6043724|XP_038111216.1|CQUI
OG0001134	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI
OG0001135	LOC120766891|XP_039948575.1|BTRY	LOC6039748|XP_001849295.2|CQUI
OG0001136	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY	LOC6050340|XP_038118633.1|CQUI
OG0001137	LOC120766335|XP_039947694.1|BTRY	LOC6050281|XP_001866914.2|CQUI
OG0001138	LOC120777554|XP_039964876.1|BTRY	LOC6044622|XP_038109992.1|CQUI
OG0001139	LOC120778625|XP_039966443.1|BTRY	LOC6034191|XP_001844546.2|CQUI
OG0001153	LOC120771498|XP_039955480.1|BTRY	LOC6047706|XP_038117452.1|CQUI
OG0001154	LOC120767238|XP_039949012.1|BTRY	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI
OG0001155	LOC120773595|XP_039958524.1|BTRY	LOC119767840|XP_038113429.1|CQUI
OG0001157	LOC120771435|XP_039955370.1|BTRY	LOC6031419|XP_001842227.2|CQUI
OG0001158	LOC120774545|XP_039960209.1|BTRY	LOC119765570|XP_038105637.1|CQUI
OG0001158	LOC120769740|XP_039952830.1|BTRY	LOC6038004|XP_001847851.2|CQUI
OG0001159	LOC120766559|XP_039948079.1|BTRY	LOC6047617|XP_038105916.1|CQUI
OG0001160	LOC120767938|XP_039950243.1|BTRY	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI
OG0001162	LOC120766786|XP_039948421.1|BTRY	LOC6037355|XP_038105872.1|CQUI
OG0001164	LOC120778103|XP_039965743.1|BTRY	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI
OG0001165	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY	LOC6040940|XP_001850268.2|CQUI
OG0001167	LOC120770455|XP_039953883.1|BTRY	LOC6053462|XP_038118279.1|CQUI
OG0001168	LOC120771092|XP_039954853.1|BTRY	LOC119769703|XP_038119060.1|CQUI
OG0001169	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI
OG0001171	LOC120778304|XP_039966026.1|BTRY	LOC6038611|XP_038115237.1|CQUI
OG0001172	LOC120773117|XP_039958046.1|BTRY	LOC6040017|XP_038120821.1|CQUI
OG0001173	LOC120766670|XP_039948242.1|BTRY	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI
OG0001174	LOC120777713|XP_039965125.1|BTRY	LOC6030890|XP_001841766.1|CQUI
OG0001175	LOC120772062|XP_039956384.1|BTRY	LOC6041411|XP_001850674.1|CQUI
OG0001176	LOC120772104|XP_039956448.1|BTRY	LOC6032450|XP_038112002.1|CQUI
OG0001177	LOC120769598|XP_039952593.1|BTRY	LOC6033652|XP_038114034.1|CQUI
OG0001178	LOC120768257|XP_039950784.1|BTRY	LOC6034872|XP_001845141.1|CQUI
OG0001178	LOC120771797|XP_039955933.1|BTRY	LOC6033262|XP_038111957.1|CQUI
OG0001179	LOC120771152|XP_039954957.1|BTRY	LOC6036453|XP_038114387.1|CQUI
OG0001180	LOC120779513|XP_039967776.1|BTRY	LOC6033626|XP_038112234.1|CQUI
OG0001181	LOC120778258|XP_039965962.1|BTRY	LOC6046070|XP_038119931.1|CQUI
OG0001182	LOC120777935|XP_039965467.1|BTRY	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI
OG0001183	LOC120766464|XP_039947935.1|BTRY, LOC120766440|XP_039947887.1|BTRY	LOC6050625|XP_038121048.1|CQUI
OG0001184	LOC120766701|XP_039948283.1|BTRY	LOC119769600|XP_038118613.1|CQUI
OG0001185	LOC120767450|XP_039949474.1|BTRY	LOC6047138|XP_038115095.1|CQUI
OG0001186	LOC120782820|XP_039971268.1|BTRY	LOC6041144|XP_001850444.1|CQUI
OG0001187	LOC120772434|XP_039956981.1|BTRY	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI
OG0001188	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI
OG0001189	LOC120771475|XP_039955439.1|BTRY	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI
OG0001190	LOC120773997|XP_039959203.1|BTRY	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI
OG0001191	LOC120772908|XP_039957729.1|BTRY	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI
OG0001193	LOC120766165|XP_039947446.1|BTRY	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI
OG0001194	LOC120774215|XP_039959603.1|BTRY	LOC6042351|XP_001851478.1|CQUI
OG0001195	LOC120772607|XP_039957256.1|BTRY	LOC119767685|XP_038112768.1|CQUI
OG0001201	LOC120772524|XP_039957125.1|BTRY	LOC6050447|XP_001867055.2|CQUI
OG0001202	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI
OG0001204	LOC120767875|XP_039950134.1|BTRY	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI
OG0001205	LOC120782324|XP_039970483.1|BTRY	LOC6052900|XP_001869076.2|CQUI
OG0001206	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC120773763|XP_039958772.1|BTRY	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC120774799|XP_039960525.1|BTRY	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC120782456|XP_039970680.1|BTRY	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC120781067|XP_039969153.1|BTRY	LOC6050694|XP_038104085.1|CQUI
OG0001212	LOC120775868|XP_039962172.1|BTRY	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC120782473|XP_039970701.1|BTRY	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC120782118|XP_039970198.1|BTRY	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC120772960|XP_039957802.1|BTRY	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC120767214|XP_039948964.1|BTRY	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC120769334|XP_039952224.1|BTRY	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC120767571|XP_039949642.1|BTRY	LOC6040898|XP_001850226.1|CQUI
OG0001221	LOC120770838|XP_039954366.1|BTRY	LOC6043322|XP_038116069.1|CQUI
OG0001222	LOC120779475|XP_039967685.1|BTRY	LOC6052140|XP_001868455.2|CQUI
OG0001223	LOC120781215|XP_039969272.1|BTRY	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC120772443|XP_039956998.1|BTRY	LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC120771642|XP_039955685.1|BTRY	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI
OG0001226	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC120769342|XP_039952233.1|BTRY	LOC6037379|XP_038112500.1|CQUI
OG0001228	LOC120773685|XP_039958650.1|BTRY	LOC6050448|XP_001867052.2|CQUI
OG0001229	LOC120771702|XP_039955771.1|BTRY	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC120770558|XP_039954070.1|BTRY	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC120769398|XP_039952303.1|BTRY	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC120768910|XP_039951611.1|BTRY	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC120777491|XP_039964766.1|BTRY	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC120767044|XP_039948831.1|BTRY	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC120780232|XP_039968416.1|BTRY	LOC6043265|XP_038121140.1|CQUI
OG0001239	LOC120774122|XP_039959429.1|BTRY	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI
OG0001240	LOC120778072|XP_039965700.1|BTRY	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI
OG0001241	LOC120780978|XP_039969140.1|BTRY	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC120774951|XP_039960766.1|BTRY	LOC6032717|XP_001843269.1|CQUI
OG0001243	LOC120776941|XP_039963954.1|BTRY	LOC6041156|XP_001850455.2|CQUI
OG0001244	LOC120766430|XP_039947868.1|BTRY	LOC6051908|XP_001868265.2|CQUI
OG0001245	LOC120766544|XP_039948055.1|BTRY	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001247	LOC120772950|XP_039957786.1|BTRY	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC120775586|XP_039961756.1|BTRY	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC120779452|XP_039967641.1|BTRY	LOC6038325|XP_038121277.1|CQUI
OG0001259	LOC120773990|XP_039959187.1|BTRY	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI
OG0001260	LOC120782879|XP_039971359.1|BTRY	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC120773416|XP_039958221.1|BTRY	LOC6036966|XP_038105068.1|CQUI
OG0001263	LOC120782688|XP_039971017.1|BTRY	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC120768357|XP_039950949.1|BTRY	LOC6031873|XP_038111151.1|CQUI
OG0001265	LOC120773692|XP_039958660.1|BTRY, LOC120773686|XP_039958651.1|BTRY, LOC120776185|XP_039962739.1|BTRY	LOC6034456|XP_038105093.1|CQUI
OG0001266	LOC120771373|XP_039955268.1|BTRY	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC120782261|XP_039970360.1|BTRY	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI
OG0001269	LOC120773072|XP_039957949.1|BTRY	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC120766929|XP_039948610.1|BTRY	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC120781206|XP_039969258.1|BTRY	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI
OG0001272	LOC120776794|XP_039963714.1|BTRY	LOC6038800|XP_038115010.1|CQUI
OG0001273	LOC120782214|XP_039970307.1|BTRY	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI
OG0001274	LOC120778522|XP_039966291.1|BTRY	LOC6048052|XP_038120536.1|CQUI
OG0001276	LOC120776829|XP_039963784.1|BTRY	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC120778350|XP_039966072.1|BTRY	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC120778595|XP_039966400.1|BTRY	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC120779201|XP_039967405.1|BTRY	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC120777403|XP_039964636.1|BTRY	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC120771416|XP_039955331.1|BTRY	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC120769538|XP_039952517.1|BTRY	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC120778823|XP_039966764.1|BTRY	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC120769155|XP_039951972.1|BTRY	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC120771188|XP_039955020.1|BTRY	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC120767599|XP_039949681.1|BTRY	LOC6049426|XP_038107510.1|CQUI
OG0001289	LOC120767734|XP_039949876.1|BTRY	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	LOC120767370|XP_039949276.1|BTRY	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC120770972|XP_039954641.1|BTRY	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC120770763|XP_039954281.1|BTRY	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC120775935|XP_039962275.1|BTRY	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC120777983|XP_039965560.1|BTRY	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC120774030|XP_039959262.1|BTRY	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC120771396|XP_039955299.1|BTRY	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC120781508|XP_039969666.1|BTRY	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
