Orthogroup	BTRY.longest_only	DEUG.longest_only
OG0002288	LOC120778775|XP_039966690.1|BTRY	LOC108108303|XP_017071806.1|DEUG
OG0002289	LOC120778582|XP_039966383.1|BTRY	LOC108109822|XP_017074047.1|DEUG
OG0002290	LOC120782139|XP_039970212.1|BTRY	LOC108113415|XP_017079457.1|DEUG
OG0002291	LOC120772918|XP_039957752.1|BTRY, LOC120771641|XP_039955675.1|BTRY	LOC108112619|XP_017078200.1|DEUG
OG0002292	LOC120770846|XP_039954380.1|BTRY	LOC108113072|XP_017079001.1|DEUG
OG0002293	LOC120771024|XP_039954734.1|BTRY	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG
OG0002294	LOC120771017|XP_039954726.1|BTRY	LOC108109421|XP_017073408.1|DEUG
OG0002295	LOC120768116|XP_039950598.1|BTRY	LOC108106973|XP_017069778.1|DEUG
OG0002297	LOC120769798|XP_039952923.1|BTRY	LOC108105609|XP_017067775.1|DEUG
OG0002298	LOC120771231|XP_039955077.1|BTRY	LOC108107345|XP_017070332.1|DEUG
OG0002299	LOC120774431|XP_039960003.1|BTRY	LOC108106651|XP_017069356.1|DEUG
OG0002300	LOC120768260|XP_039950788.1|BTRY	LOC108103376|XP_017064311.1|DEUG
OG0002301	LOC120768854|XP_039951544.1|BTRY	LOC108114863|XP_017081504.1|DEUG
OG0002302	LOC120768013|XP_039950383.1|BTRY	LOC108114826|XP_017081447.1|DEUG
OG0002303	LOC120775941|XP_039962285.1|BTRY	LOC108103290|XP_017064192.1|DEUG
OG0002304	LOC120768600|XP_039951296.1|BTRY	LOC108105844|XP_017068094.1|DEUG
OG0002305	LOC120777269|XP_039964407.1|BTRY	LOC108114625|XP_017081181.1|DEUG
OG0002306	LOC120781484|XP_039969636.1|BTRY	LOC108106176|XP_017068586.1|DEUG
OG0002307	LOC120767389|XP_039949335.1|BTRY	LOC108111738|XP_017076784.1|DEUG
OG0002308	LOC120781412|XP_039969558.1|BTRY	LOC108110916|XP_017075675.1|DEUG
OG0002309	LOC120768145|XP_039950638.1|BTRY	LOC108102589|XP_017063180.1|DEUG
OG0002310	LOC120769727|XP_039952808.1|BTRY	LOC108115511|XP_017082495.1|DEUG
OG0002311	LOC120769706|XP_039952774.1|BTRY	LOC108114807|XP_017081409.1|DEUG
OG0002312	LOC120769816|XP_039952957.1|BTRY	LOC108111143|XP_017076000.1|DEUG
OG0002313	LOC120771621|XP_039955645.1|BTRY	LOC108106659|XP_017069369.1|DEUG
OG0002314	LOC120772175|XP_039956556.1|BTRY	LOC108104454|XP_017066007.1|DEUG
OG0002315	LOC120772590|XP_039957232.1|BTRY	LOC108106805|XP_017069539.1|DEUG
OG0002316	LOC120771015|XP_039954724.1|BTRY	LOC108111837|XP_017076934.1|DEUG
OG0002317	LOC120778631|XP_039966460.1|BTRY	LOC108104281|XP_017065732.1|DEUG
OG0002318	LOC120768376|XP_039950976.1|BTRY	LOC108105690|XP_017067889.1|DEUG
OG0002319	LOC120769267|XP_039952107.1|BTRY	LOC108111195|XP_017076079.1|DEUG
OG0002320	LOC120772300|XP_039956743.1|BTRY	LOC108109078|XP_017072929.1|DEUG
OG0002321	LOC120769152|XP_039951965.1|BTRY	LOC108106785|XP_017069518.1|DEUG
OG0002322	LOC120769349|XP_039952246.1|BTRY	LOC108103415|XP_017064362.1|DEUG
OG0002323	LOC120767299|XP_039949119.1|BTRY	LOC108115532|XP_017082524.1|DEUG
OG0002324	LOC120778954|XP_039966959.1|BTRY	LOC108108795|XP_017072460.1|DEUG
OG0002325	LOC120777126|XP_039964204.1|BTRY	LOC108114148|XP_017080422.1|DEUG
OG0002326	LOC120777602|XP_039964974.1|BTRY	LOC108114152|XP_017080431.1|DEUG
OG0002327	LOC120777338|XP_039964517.1|BTRY	LOC108116370|XP_017083696.1|DEUG, LOC108116372|XP_017083701.1|DEUG
OG0002328	LOC120769220|XP_039952050.1|BTRY	LOC108114876|XP_017081521.1|DEUG
OG0002329	LOC120769131|XP_039951932.1|BTRY	LOC108102680|XP_017063310.1|DEUG
OG0002330	LOC120768641|XP_039951345.1|BTRY	LOC108102682|XP_017063312.1|DEUG
OG0002331	LOC120774109|XP_039959402.1|BTRY	LOC108106048|XP_017068391.1|DEUG
OG0002332	LOC120780112|XP_039968329.1|BTRY	LOC108108173|XP_017071604.1|DEUG
OG0002333	LOC120771097|XP_039954864.1|BTRY	LOC108107334|XP_017070309.1|DEUG
OG0002334	LOC120769117|XP_039951911.1|BTRY	LOC108102504|XP_017063017.1|DEUG
OG0002335	LOC120772571|XP_039957196.1|BTRY	LOC108104594|XP_017066246.1|DEUG
OG0002336	LOC120777770|XP_039965217.1|BTRY	LOC108108515|XP_017072073.1|DEUG
OG0002337	LOC120772471|XP_039957043.1|BTRY	LOC108104793|XP_017066546.1|DEUG
OG0002338	LOC120768639|XP_039951339.1|BTRY	LOC108107142|XP_017070035.1|DEUG
OG0002339	LOC120768163|XP_039950658.1|BTRY	LOC108110999|XP_017075797.1|DEUG
OG0002340	LOC120767919|XP_039950212.1|BTRY	LOC108104088|XP_017065472.1|DEUG
OG0002341	LOC120770028|XP_039953073.1|BTRY	LOC108104870|XP_017066685.1|DEUG
OG0002342	LOC120768577|XP_039951263.1|BTRY	LOC108102567|XP_017063135.1|DEUG
OG0002343	LOC120767462|XP_039949479.1|BTRY	LOC108102598|XP_017063191.1|DEUG
OG0002344	LOC120767687|XP_039949812.1|BTRY	LOC108104240|XP_017065679.1|DEUG, LOC108103094|XP_017063940.1|DEUG
OG0002345	LOC120771052|XP_039954789.1|BTRY	LOC108112623|XP_017078214.1|DEUG
OG0002346	LOC120768222|XP_039950733.1|BTRY	LOC108106979|XP_017069800.1|DEUG
OG0002347	LOC120771155|XP_039954965.1|BTRY	LOC108106718|XP_017069440.1|DEUG
OG0002348	LOC120769723|XP_039952799.1|BTRY	LOC108106166|XP_017068566.1|DEUG
OG0002349	LOC120772314|XP_039956765.1|BTRY	LOC108112628|XP_017078223.1|DEUG
OG0002350	LOC120771050|XP_039954787.1|BTRY	LOC108112621|XP_017078212.1|DEUG
OG0002351	LOC120772212|XP_039956626.1|BTRY	LOC108106782|XP_017069513.1|DEUG
OG0002352	LOC120772550|XP_039957168.1|BTRY	LOC108112965|XP_017078855.1|DEUG
OG0002353	LOC120768963|XP_039951691.1|BTRY	LOC108112067|XP_017077302.1|DEUG
OG0002354	LOC120767827|XP_039950049.1|BTRY	LOC108110981|XP_017075777.1|DEUG
OG0002355	LOC120768404|XP_039951013.1|BTRY	LOC108118125|XP_017086161.1|DEUG
OG0002356	LOC120769561|XP_039952547.1|BTRY	LOC108118473|XP_017086686.1|DEUG
OG0002357	LOC120771208|XP_039955048.1|BTRY	LOC108105239|XP_017067199.1|DEUG
OG0002358	LOC120778549|XP_039966336.1|BTRY	LOC108110921|XP_017075685.1|DEUG
OG0002359	LOC120773616|XP_039958549.1|BTRY	LOC108118298|XP_017086399.1|DEUG
OG0002360	LOC120781380|XP_039969520.1|BTRY	LOC108115466|XP_017082409.1|DEUG
OG0002361	LOC120779084|XP_039967168.1|BTRY	LOC108107565|XP_017070612.1|DEUG
OG0002362	LOC120767544|XP_039949584.1|BTRY	LOC108118328|XP_017086436.1|DEUG
OG0002363	LOC120769728|XP_039952809.1|BTRY	LOC108107148|XP_017070040.1|DEUG
OG0002364	LOC120781486|XP_039969642.1|BTRY	LOC108106960|XP_017069730.1|DEUG
OG0002365	LOC120781450|XP_039969599.1|BTRY	LOC108107085|XP_017069951.1|DEUG
OG0002366	LOC120768482|XP_039951130.1|BTRY	LOC108102597|XP_017063189.1|DEUG
OG0002367	LOC120768394|XP_039951000.1|BTRY	LOC108110789|XP_017075498.1|DEUG
OG0002368	LOC120769200|XP_039952029.1|BTRY	LOC108113463|XP_017079532.1|DEUG
OG0002369	LOC120767924|XP_039950217.1|BTRY	LOC108114949|XP_017081624.1|DEUG
OG0002370	LOC120768100|XP_039950577.1|BTRY	LOC108105743|XP_017067948.1|DEUG
OG0002371	LOC120767929|XP_039950224.1|BTRY	LOC108105832|XP_017068068.1|DEUG
OG0002372	LOC120767678|XP_039949787.1|BTRY	LOC108110766|XP_017075470.1|DEUG
OG0002373	LOC120767790|XP_039949987.1|BTRY	LOC108118448|XP_017086645.1|DEUG
OG0002374	LOC120777442|XP_039964728.1|BTRY, LOC120777360|XP_039964606.1|BTRY, LOC120777206|XP_039964354.1|BTRY, LOC120774062|XP_039959305.1|BTRY	LOC108113816|XP_017080014.1|DEUG
OG0002375	LOC120782127|XP_039970202.1|BTRY	LOC108115146|XP_017081934.1|DEUG
OG0002376	LOC120767809|XP_039950021.1|BTRY	LOC108106976|XP_017069784.1|DEUG
OG0002377	LOC120766959|XP_039948683.1|BTRY	LOC108115305|XP_017082192.1|DEUG
OG0002378	LOC120778503|XP_039966266.1|BTRY	LOC108114501|XP_017081010.1|DEUG
OG0002379	LOC120767333|XP_039949210.1|BTRY	LOC108118068|XP_017086137.1|DEUG
OG0002380	LOC120774049|XP_039959285.1|BTRY	LOC108103249|XP_017064140.1|DEUG
OG0002381	LOC120772596|XP_039957243.1|BTRY, LOC120772619|XP_039957268.1|BTRY	LOC108106791|XP_017069525.1|DEUG
OG0002382	LOC120774097|XP_039959379.1|BTRY	LOC108118080|XP_017086113.1|DEUG
OG0002383	LOC120778327|XP_039966057.1|BTRY, LOC120777564|XP_039964894.1|BTRY	LOC108113928|XP_017080127.1|DEUG
OG0002384	LOC120775472|XP_039961602.1|BTRY	LOC108103633|XP_017064667.1|DEUG
OG0002385	LOC120779902|XP_039968184.1|BTRY	LOC108102324|XP_017062601.1|DEUG
OG0002386	LOC120782409|XP_039970590.1|BTRY	LOC108108662|XP_017072259.1|DEUG
OG0002387	LOC120782202|XP_039970284.1|BTRY	LOC108108833|XP_017072525.1|DEUG, LOC108115582|XP_017082582.1|DEUG
OG0002388	LOC120775028|XP_039960923.1|BTRY	LOC108105604|XP_017067768.1|DEUG
OG0002389	LOC120766629|XP_039948179.1|BTRY	LOC108108842|XP_017072540.1|DEUG
OG0002390	LOC120779581|XP_039967858.1|BTRY	LOC108111097|XP_017075926.1|DEUG
OG0002391	LOC120771582|XP_039955588.1|BTRY	LOC108112971|XP_017078862.1|DEUG
OG0002392	LOC120776705|XP_039963535.1|BTRY	LOC108108157|XP_017071579.1|DEUG
OG0002393	LOC120777764|XP_039965202.1|BTRY	LOC108114612|XP_017081162.1|DEUG
OG0002394	LOC120775635|XP_039961827.1|BTRY	LOC108113651|XP_017079811.1|DEUG, LOC108116536|XP_017083963.1|DEUG
OG0002395	LOC120782288|XP_039970426.1|BTRY	LOC108116344|XP_017083647.1|DEUG
OG0002396	LOC120770500|XP_039953958.1|BTRY	LOC108112825|XP_017078617.1|DEUG
OG0002397	LOC120772045|XP_039956352.1|BTRY	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG
OG0002398	LOC120775389|XP_039961483.1|BTRY	LOC108103161|XP_017064032.1|DEUG
OG0002399	LOC120772107|XP_039956452.1|BTRY	LOC108110368|XP_017074910.1|DEUG
OG0002400	LOC120771689|XP_039955756.1|BTRY	LOC108113363|XP_017079418.1|DEUG
OG0002401	LOC120779601|XP_039967880.1|BTRY	LOC108108760|XP_017072417.1|DEUG
OG0002402	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG
OG0002403	LOC120777028|XP_039964077.1|BTRY	LOC108116518|XP_017083945.1|DEUG
OG0002404	LOC120772978|XP_039957828.1|BTRY	LOC108114754|XP_017081353.1|DEUG, LOC108112065|XP_017077299.1|DEUG
OG0002405	LOC120782476|XP_039970704.1|BTRY	LOC108115363|XP_017082279.1|DEUG
OG0002406	LOC120777421|XP_039964656.1|BTRY	LOC108114557|XP_017081092.1|DEUG
OG0002408	LOC120766956|XP_039948679.1|BTRY	LOC108115339|XP_017082243.1|DEUG
OG0002409	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY	LOC108105953|XP_017068243.1|DEUG
OG0002410	LOC120782394|XP_039970571.1|BTRY	LOC108117168|XP_017084935.1|DEUG
OG0002411	LOC120772673|XP_039957348.1|BTRY	LOC108108339|XP_017071860.1|DEUG
OG0002412	LOC120780948|XP_039969112.1|BTRY	LOC108112959|XP_017078851.1|DEUG
OG0002413	LOC120774104|XP_039959394.1|BTRY	LOC108109758|XP_017073920.1|DEUG
OG0002414	LOC120777597|XP_039964967.1|BTRY	LOC108102841|XP_017063523.1|DEUG
OG0002415	LOC120773409|XP_039958220.1|BTRY	LOC108111776|XP_017076832.1|DEUG
OG0002416	LOC120779494|XP_039967713.1|BTRY	LOC108102323|XP_017062597.1|DEUG
OG0002417	LOC120769366|XP_039952261.1|BTRY	LOC108104187|XP_017065616.1|DEUG
OG0002418	LOC120780296|XP_039968522.1|BTRY	LOC108112806|XP_017078628.1|DEUG
OG0002419	LOC120775375|XP_039961471.1|BTRY	LOC108103545|XP_017064562.1|DEUG
OG0002420	LOC120777824|XP_039965294.1|BTRY	LOC108108189|XP_017071626.1|DEUG
OG0002421	LOC120766324|XP_039947682.1|BTRY	LOC108116549|XP_017083976.1|DEUG
OG0002422	LOC120782707|XP_039971057.1|BTRY	LOC108115137|XP_017081920.1|DEUG
OG0002423	LOC120776760|XP_039963655.1|BTRY	LOC108114554|XP_017081090.1|DEUG
OG0002424	LOC120776735|XP_039963597.1|BTRY	LOC108108936|XP_017072682.1|DEUG
OG0002425	LOC120774039|XP_039959273.1|BTRY	LOC108110071|XP_017074442.1|DEUG
OG0002426	LOC120777657|XP_039965044.1|BTRY	LOC108104672|XP_017066353.1|DEUG
OG0002427	LOC120779682|XP_039967974.1|BTRY	LOC108108752|XP_017072404.1|DEUG
OG0002428	LOC120775449|XP_039961568.1|BTRY	LOC108105061|XP_017066969.1|DEUG
OG0002429	LOC120779062|XP_039967129.1|BTRY	LOC108107868|XP_017071135.1|DEUG
OG0002430	LOC120771257|XP_039955108.1|BTRY	LOC108113196|XP_017079212.1|DEUG
OG0002431	LOC120770134|XP_039953251.1|BTRY	LOC108109236|XP_017073198.1|DEUG
OG0002432	LOC120775497|XP_039961638.1|BTRY	LOC108110317|XP_017074819.1|DEUG
OG0002433	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY	LOC108117108|XP_017084818.1|DEUG
OG0002434	LOC120782031|XP_039970121.1|BTRY	LOC108110007|XP_017074336.1|DEUG
OG0002435	LOC120773655|XP_039958601.1|BTRY	LOC108110136|XP_017074535.1|DEUG
OG0002436	LOC120771066|XP_039954806.1|BTRY	LOC108106634|XP_017069328.1|DEUG
OG0002437	LOC120770736|XP_039954258.1|BTRY	LOC108106442|XP_017068964.1|DEUG
OG0002438	LOC120772843|XP_039957589.1|BTRY	LOC108104421|XP_017065963.1|DEUG
OG0002439	LOC120769154|XP_039951970.1|BTRY	LOC108113430|XP_017079481.1|DEUG
OG0002440	LOC120777611|XP_039964994.1|BTRY	LOC108108589|XP_017072172.1|DEUG
OG0002441	LOC120781985|XP_039970089.1|BTRY	LOC108104792|XP_017066544.1|DEUG
OG0002442	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY	LOC108112781|XP_017078547.1|DEUG
OG0002443	LOC120770424|XP_039953807.1|BTRY	LOC108112776|XP_017078534.1|DEUG
OG0002444	LOC120771392|XP_039955292.1|BTRY	LOC108111954|XP_017077134.1|DEUG
OG0002445	LOC120771921|XP_039956145.1|BTRY	LOC108106714|XP_017069436.1|DEUG
OG0002446	LOC120771129|XP_039954919.1|BTRY	LOC108106675|XP_017069394.1|DEUG
OG0002447	LOC120777891|XP_039965388.1|BTRY	LOC108108027|XP_017071381.1|DEUG
OG0002448	LOC120768487|XP_039951137.1|BTRY	LOC108113275|XP_017079313.1|DEUG
OG0002449	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY	LOC108112599|XP_017078142.1|DEUG
OG0002450	LOC120777182|XP_039964280.1|BTRY	LOC108116360|XP_017083673.1|DEUG
OG0002451	LOC120770096|XP_039953188.1|BTRY	LOC108104495|XP_017066098.1|DEUG
OG0002452	LOC120771019|XP_039954728.1|BTRY	LOC108113352|XP_017079404.1|DEUG
OG0002453	LOC120771706|XP_039955774.1|BTRY	LOC108112673|XP_017078305.1|DEUG
OG0002454	LOC120777671|XP_039965064.1|BTRY	LOC108104714|XP_017066422.1|DEUG
OG0002455	LOC120777669|XP_039965061.1|BTRY	LOC108104712|XP_017066421.1|DEUG
OG0002456	LOC120772805|XP_039957521.1|BTRY	LOC108113076|XP_017079008.1|DEUG
OG0002457	LOC120781234|XP_039969306.1|BTRY	LOC108112817|XP_017078604.1|DEUG
OG0002458	LOC120779032|XP_039967088.1|BTRY	LOC108113406|XP_017079450.1|DEUG
OG0002459	LOC120770448|XP_039953858.1|BTRY	LOC108114897|XP_017081555.1|DEUG
OG0002460	LOC120771644|XP_039955689.1|BTRY	LOC108107468|XP_017070504.1|DEUG
OG0002461	LOC120772043|XP_039956349.1|BTRY	LOC108112472|XP_017077818.1|DEUG
OG0002462	LOC120772889|XP_039957674.1|BTRY	LOC108111959|XP_017077142.1|DEUG
OG0002463	LOC120771625|XP_039955649.1|BTRY	LOC108107261|XP_017070180.1|DEUG
OG0002464	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY	LOC108113051|XP_017078970.1|DEUG
OG0002465	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY	LOC108110364|XP_017074904.1|DEUG
OG0002466	LOC120772969|XP_039957810.1|BTRY	LOC108102312|XP_017062564.1|DEUG
OG0002467	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY	LOC108107597|XP_017070649.1|DEUG
OG0002468	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY	LOC108113843|XP_017080042.1|DEUG
OG0002469	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG
OG0002470	LOC120770392|XP_039953756.1|BTRY	LOC108104562|XP_017066194.1|DEUG
OG0002471	LOC120772957|XP_039957795.1|BTRY	LOC108104502|XP_017066108.1|DEUG
OG0002472	LOC120772377|XP_039956895.1|BTRY	LOC108106371|XP_017068845.1|DEUG
OG0002473	LOC120772947|XP_039957784.1|BTRY	LOC108106768|XP_017069496.1|DEUG
OG0002474	LOC120779129|XP_039967267.1|BTRY	LOC108118205|XP_017086255.1|DEUG
OG0002475	LOC120782329|XP_039970489.1|BTRY	LOC108111355|XP_017076277.1|DEUG
OG0002476	LOC120772437|XP_039956988.1|BTRY	LOC108112894|XP_017078739.1|DEUG
OG0002477	LOC120772891|XP_039957695.1|BTRY	LOC108109291|XP_017073274.1|DEUG
OG0002478	LOC120771501|XP_039955488.1|BTRY	LOC108112001|XP_017077226.1|DEUG
OG0002479	LOC120772626|XP_039957276.1|BTRY	LOC108106455|XP_017069010.1|DEUG
OG0002480	LOC120771008|XP_039954707.1|BTRY	LOC108103092|XP_017063938.1|DEUG, LOC108105315|XP_017067296.1|DEUG
OG0002481	LOC120775556|XP_039961716.1|BTRY	LOC108104393|XP_017065922.1|DEUG
OG0002482	LOC120772446|XP_039957000.1|BTRY	LOC108106325|XP_017068785.1|DEUG
OG0002483	LOC120772494|XP_039957075.1|BTRY	LOC108107440|XP_017070469.1|DEUG
OG0002484	LOC120772191|XP_039956591.1|BTRY	LOC108112681|XP_017078361.1|DEUG
OG0002485	LOC120771032|XP_039954749.1|BTRY	LOC108104510|XP_017066116.1|DEUG
OG0002486	LOC120776531|XP_039963198.1|BTRY	LOC108114336|XP_017080751.1|DEUG
OG0002487	LOC120769616|XP_039952650.1|BTRY	LOC108118104|XP_017086144.1|DEUG
OG0002488	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY	LOC108113240|XP_017079273.1|DEUG
OG0002489	LOC120776802|XP_039963730.1|BTRY	LOC108108552|XP_017072122.1|DEUG
OG0002490	LOC120772999|XP_039957845.1|BTRY	LOC108109174|XP_017073088.1|DEUG
OG0002491	LOC120776601|XP_039963319.1|BTRY	LOC108108753|XP_017072400.1|DEUG
OG0002492	LOC120772808|XP_039957532.1|BTRY	LOC108112664|XP_017078287.1|DEUG
OG0002493	LOC120774414|XP_039959974.1|BTRY	LOC108104474|XP_017066043.1|DEUG
OG0002494	LOC120782638|XP_039970940.1|BTRY	LOC108110217|XP_017074692.1|DEUG
OG0002495	LOC120771466|XP_039955411.1|BTRY	LOC108106652|XP_017069357.1|DEUG
OG0002496	LOC120779431|XP_039967601.1|BTRY	LOC108113632|XP_017079789.1|DEUG
OG0002497	LOC120778318|XP_039966047.1|BTRY	LOC108114257|XP_017080643.1|DEUG
OG0002498	LOC120777732|XP_039965156.1|BTRY	LOC108114743|XP_017081349.1|DEUG
OG0002499	LOC120777009|XP_039964044.1|BTRY	LOC108104623|XP_017066285.1|DEUG
OG0002500	LOC120766723|XP_039948304.1|BTRY	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG
OG0002501	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY	LOC108102527|XP_017063052.1|DEUG
OG0002502	LOC120770066|XP_039953120.1|BTRY	LOC108106226|XP_017068641.1|DEUG, LOC108106255|XP_017068708.1|DEUG
OG0002503	LOC120777850|XP_039965319.1|BTRY	LOC108106414|XP_017068925.1|DEUG
OG0002504	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY	LOC108114044|XP_017080281.1|DEUG
OG0002508	LOC120776174|XP_039962721.1|BTRY	LOC108109960|XP_017074264.1|DEUG
OG0002509	LOC120774089|XP_039959356.1|BTRY	LOC108113262|XP_017079300.1|DEUG
OG0002510	LOC120775817|XP_039962105.1|BTRY	LOC108102424|XP_017062891.1|DEUG
OG0002511	LOC120766976|XP_039948702.1|BTRY	LOC108116926|XP_017084556.1|DEUG
OG0002512	LOC120779451|XP_039967636.1|BTRY	LOC108102327|XP_017062607.1|DEUG
OG0002513	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY	LOC108110358|XP_017074891.1|DEUG
OG0002514	LOC120774386|XP_039959930.1|BTRY	LOC108102862|XP_017063553.1|DEUG
OG0002516	LOC120766939|XP_039948623.1|BTRY	LOC108113602|XP_017079746.1|DEUG
OG0002517	LOC120775195|XP_039961184.1|BTRY	LOC108102970|XP_017063760.1|DEUG
OG0002518	LOC120766202|XP_039947500.1|BTRY	LOC108116809|XP_017084346.1|DEUG
OG0002519	LOC120771419|XP_039955335.1|BTRY	LOC108109141|XP_017073028.1|DEUG
OG0002520	LOC120774525|XP_039960168.1|BTRY	LOC108103245|XP_017064136.1|DEUG
OG0002521	LOC120775279|XP_039961311.1|BTRY	LOC108109993|XP_017074317.1|DEUG
OG0002522	LOC120766689|XP_039948269.1|BTRY	LOC108116967|XP_017084611.1|DEUG
OG0002523	LOC120779779|XP_039968090.1|BTRY	LOC108109049|XP_017072855.1|DEUG
OG0002524	LOC120774070|XP_039959315.1|BTRY	LOC108103668|XP_017064715.1|DEUG
OG0002525	LOC120777853|XP_039965329.1|BTRY	LOC108107550|XP_017070592.1|DEUG
OG0002526	LOC120780785|XP_039968972.1|BTRY	LOC108105601|XP_017067765.1|DEUG
OG0002528	LOC120776176|XP_039962723.1|BTRY	LOC108103676|XP_017064725.1|DEUG
OG0002529	LOC120775011|XP_039960890.1|BTRY	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG
OG0002530	LOC120770598|XP_039954134.1|BTRY	LOC108114837|XP_017081469.1|DEUG
OG0002531	LOC120781428|XP_039969583.1|BTRY	LOC108113470|XP_017079541.1|DEUG
OG0002533	LOC120774798|XP_039960524.1|BTRY	LOC108112679|XP_017078320.1|DEUG
OG0002534	LOC120772082|XP_039956413.1|BTRY	LOC108106774|XP_017069504.1|DEUG
OG0002535	LOC120779003|XP_039967041.1|BTRY	LOC108108558|XP_017072128.1|DEUG
OG0002536	LOC120766844|XP_039948493.1|BTRY	LOC108116061|XP_017083261.1|DEUG
OG0002537	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY	LOC108107260|XP_017070179.1|DEUG
OG0002539	LOC120771997|XP_039956288.1|BTRY	LOC108107479|XP_017070514.1|DEUG
OG0002540	LOC120775436|XP_039961556.1|BTRY	LOC108105637|XP_017067815.1|DEUG
OG0002541	LOC120782582|XP_039970863.1|BTRY	LOC108105391|XP_017067423.1|DEUG
OG0002542	LOC120775248|XP_039961262.1|BTRY	LOC108105097|XP_017067020.1|DEUG
OG0002543	LOC120775563|XP_039961722.1|BTRY	LOC108103882|XP_017065100.1|DEUG
OG0002544	LOC120782783|XP_039971185.1|BTRY	LOC108115677|XP_017082731.1|DEUG
OG0002545	LOC120775569|XP_039961731.1|BTRY	LOC108102464|XP_017062962.1|DEUG
OG0002547	LOC120774963|XP_039960785.1|BTRY	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG
OG0002548	LOC120774506|XP_039960120.1|BTRY	LOC108102945|XP_017063706.1|DEUG
OG0002549	LOC120774204|XP_039959581.1|BTRY	LOC108103500|XP_017064499.1|DEUG
OG0002550	LOC120773756|XP_039958758.1|BTRY	LOC108102898|XP_017063592.1|DEUG
OG0002551	LOC120782701|XP_039971035.1|BTRY	LOC108109377|XP_017073359.1|DEUG
OG0002552	LOC120778824|XP_039966767.1|BTRY	LOC108115425|XP_017082350.1|DEUG
OG0002553	LOC120782163|XP_039970228.1|BTRY	LOC108112662|XP_017078290.1|DEUG
OG0002554	LOC120774761|XP_039960454.1|BTRY	LOC108103262|XP_017064163.1|DEUG
OG0002555	LOC120774754|XP_039960447.1|BTRY	LOC108103360|XP_017064294.1|DEUG
OG0002556	LOC120767779|XP_039949958.1|BTRY	LOC108113461|XP_017079531.1|DEUG
OG0002557	LOC120774276|XP_039959700.1|BTRY	LOC108118363|XP_017086521.1|DEUG
OG0002558	LOC120770004|XP_039953032.1|BTRY	LOC108116638|XP_017084107.1|DEUG
OG0002559	LOC120780835|XP_039969011.1|BTRY	LOC108111893|XP_017077018.1|DEUG
OG0002560	LOC120782401|XP_039970581.1|BTRY	LOC108110241|XP_017074718.1|DEUG
OG0002561	LOC120778473|XP_039966224.1|BTRY	LOC108117214|XP_017085027.1|DEUG
OG0002562	LOC120775682|XP_039961915.1|BTRY	LOC108117294|XP_017085142.1|DEUG
OG0002563	LOC120775787|XP_039962058.1|BTRY	LOC108105357|XP_017067362.1|DEUG
OG0002564	LOC120766905|XP_039948589.1|BTRY	LOC108111320|XP_017076204.1|DEUG
OG0002565	LOC120777614|XP_039965000.1|BTRY	LOC108112907|XP_017078767.1|DEUG
OG0002566	LOC120766603|XP_039948145.1|BTRY	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG
OG0002567	LOC120773937|XP_039959082.1|BTRY	LOC108103246|XP_017064137.1|DEUG
OG0002568	LOC120774976|XP_039960806.1|BTRY	LOC108109419|XP_017073406.1|DEUG
OG0002569	LOC120768414|XP_039951032.1|BTRY	LOC108113956|XP_017080158.1|DEUG
