Orthogroup	BTRY.longest_only	DSAN.longest_only
OG0001344	LOC120782334|XP_039970496.1|BTRY	LOC120452771|XP_039493094.1|DSAN
OG0001345	LOC120773695|XP_039958702.1|BTRY	LOC120454454|XP_039495699.1|DSAN
OG0001346	LOC120776965|XP_039963995.1|BTRY	LOC120453109|XP_039493578.1|DSAN
OG0001347	LOC120773736|XP_039958726.1|BTRY	LOC120457279|XP_039500650.1|DSAN
OG0001348	LOC120770887|XP_039954463.1|BTRY	LOC120455063|XP_039496848.1|DSAN
OG0001349	LOC120776506|XP_039963135.1|BTRY	LOC120449527|XP_039487974.1|DSAN
OG0001350	LOC120775177|XP_039961165.1|BTRY	LOC120449870|XP_039488463.1|DSAN
OG0001351	LOC120772342|XP_039956839.1|BTRY	LOC120458654|XP_039502319.1|DSAN
OG0001352	LOC120770427|XP_039953812.1|BTRY	LOC120458600|XP_039502234.1|DSAN
OG0001353	LOC120775085|XP_039961016.1|BTRY	LOC120448202|XP_039486002.1|DSAN
OG0001354	LOC120771766|XP_039955884.1|BTRY	LOC120445093|XP_039481156.1|DSAN
OG0001355	LOC120781279|XP_039969408.1|BTRY	LOC120444536|XP_039480217.1|DSAN
OG0001356	LOC120766990|XP_039948727.1|BTRY	LOC120451676|XP_039491491.1|DSAN
OG0001357	LOC120777973|XP_039965545.1|BTRY	LOC120448070|XP_039485775.1|DSAN
OG0001358	LOC120778952|XP_039966955.1|BTRY	LOC120447496|XP_039484827.1|DSAN
OG0001359	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY	LOC120444189|XP_039479694.1|DSAN
OG0001360	LOC120770113|XP_039953218.1|BTRY	LOC120458467|XP_039502054.1|DSAN
OG0001361	LOC120778468|XP_039966214.1|BTRY	LOC120447505|XP_039484849.1|DSAN
OG0001362	LOC120779122|XP_039967249.1|BTRY	LOC120448870|XP_039487016.1|DSAN
OG0001363	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY	LOC120451521|XP_039491223.1|DSAN
OG0001364	LOC120771627|XP_039955651.1|BTRY	LOC120445909|XP_039482499.1|DSAN
OG0001365	LOC120777538|XP_039964860.1|BTRY	LOC120447935|XP_039485533.1|DSAN
OG0001366	LOC120777216|XP_039964327.1|BTRY	LOC120448364|XP_039486265.1|DSAN
OG0001367	LOC120771166|XP_039954983.1|BTRY	LOC120445401|XP_039481745.1|DSAN
OG0001368	LOC120773398|XP_039958182.1|BTRY	LOC120447089|XP_039484430.1|DSAN
OG0001369	LOC120773753|XP_039958753.1|BTRY	LOC120456639|XP_039499495.1|DSAN
OG0001370	LOC120770535|XP_039954023.1|BTRY	LOC120446731|XP_039483782.1|DSAN
OG0001371	LOC120769369|XP_039952266.1|BTRY	LOC120457838|XP_039501285.1|DSAN
OG0001372	LOC120770332|XP_039953661.1|BTRY	LOC120445921|XP_039482513.1|DSAN
OG0001373	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY	LOC120449057|XP_039487326.1|DSAN
OG0001374	LOC120772264|XP_039956701.1|BTRY	LOC120446722|XP_039483768.1|DSAN
OG0001375	LOC120782337|XP_039970502.1|BTRY	LOC120451518|XP_039491213.1|DSAN
OG0001376	LOC120770065|XP_039953119.1|BTRY	LOC120446545|XP_039483495.1|DSAN
OG0001378	LOC120769683|XP_039952738.1|BTRY	LOC120458422|XP_039501994.1|DSAN
OG0001379	LOC120768916|XP_039951622.1|BTRY	LOC120458073|XP_039501519.1|DSAN
OG0001380	LOC120771617|XP_039955641.1|BTRY	LOC120458546|XP_039502161.1|DSAN, LOC120458562|XP_039502184.1|DSAN, LOC120457340|XP_039500787.1|DSAN
OG0001381	LOC120772383|XP_039956907.1|BTRY	LOC120444314|XP_039479791.1|DSAN
OG0001382	LOC120768562|XP_039951243.1|BTRY	LOC120458792|XP_039502510.1|DSAN
OG0001383	LOC120772239|XP_039956667.1|BTRY	LOC120443692|XP_039478869.1|DSAN
OG0001384	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY	LOC120446517|XP_039483462.1|DSAN
OG0001385	LOC120781748|XP_039969914.1|BTRY	LOC120457912|XP_039501384.1|DSAN
OG0001387	LOC120769696|XP_039952757.1|BTRY	LOC120458289|XP_039501821.1|DSAN
OG0001388	LOC120769817|XP_039952959.1|BTRY	LOC120458876|XP_039502647.1|DSAN
OG0001389	LOC120782244|XP_039970345.1|BTRY	LOC120453709|XP_039494465.1|DSAN
OG0001390	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY	LOC120458781|XP_039502495.1|DSAN
OG0001391	LOC120768082|XP_039950545.1|BTRY	LOC120444300|XP_039479755.1|DSAN
OG0001392	LOC120774728|XP_039960413.1|BTRY	LOC120455323|XP_039497334.1|DSAN
OG0001393	LOC120774011|XP_039959224.1|BTRY	LOC120444386|XP_039479928.1|DSAN
OG0001394	LOC120779731|XP_039968036.1|BTRY	LOC120444588|XP_039480295.1|DSAN
OG0001395	LOC120771413|XP_039955330.1|BTRY	LOC120454417|XP_039495622.1|DSAN
OG0001396	LOC120774065|XP_039959304.1|BTRY	LOC120455605|XP_039497919.1|DSAN
OG0001397	LOC120782431|XP_039970648.1|BTRY	LOC120453375|XP_039493983.1|DSAN
OG0001398	LOC120773981|XP_039959171.1|BTRY	LOC120457276|XP_039500639.1|DSAN
OG0001399	LOC120772680|XP_039957352.1|BTRY	LOC120455879|XP_039498300.1|DSAN
OG0001400	LOC120766299|XP_039947637.1|BTRY	LOC120450810|XP_039489919.1|DSAN
OG0001401	LOC120778432|XP_039966148.1|BTRY	LOC120448535|XP_039486513.1|DSAN
OG0001402	LOC120777918|XP_039965436.1|BTRY	LOC120449566|XP_039488052.1|DSAN
OG0001403	LOC120777950|XP_039965495.1|BTRY	LOC120449650|XP_039488176.1|DSAN
OG0001404	LOC120780098|XP_039968315.1|BTRY	LOC120444774|XP_039480641.1|DSAN
OG0001405	LOC120772539|XP_039957154.1|BTRY	LOC120444292|XP_039479747.1|DSAN
OG0001406	LOC120776087|XP_039962499.1|BTRY	LOC120455196|XP_039497073.1|DSAN
OG0001407	LOC120778664|XP_039966523.1|BTRY	LOC120450258|XP_039489082.1|DSAN
OG0001408	LOC120771189|XP_039955019.1|BTRY	LOC120446677|XP_039483685.1|DSAN
OG0001411	LOC120771347|XP_039955232.1|BTRY	LOC120451540|XP_039491254.1|DSAN
OG0001412	LOC120769326|XP_039952214.1|BTRY	LOC120447069|XP_039484392.1|DSAN, LOC120451727|XP_039491610.1|DSAN
OG0001413	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY	LOC120446678|XP_039483686.1|DSAN, LOC120446522|XP_039483468.1|DSAN
OG0001414	LOC120770585|XP_039954101.1|BTRY	LOC120453798|XP_039495002.1|DSAN
OG0001415	LOC120770770|XP_039954286.1|BTRY	LOC120444584|XP_039480279.1|DSAN, LOC120444583|XP_039480278.1|DSAN
OG0001416	LOC120772487|XP_039957067.1|BTRY	LOC120451814|XP_039491715.1|DSAN
OG0001417	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY	LOC120456209|XP_039498823.1|DSAN
OG0001418	LOC120778054|XP_039965668.1|BTRY	LOC120450310|XP_039489198.1|DSAN, LOC120449756|XP_039488325.1|DSAN
OG0001419	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY	LOC120458757|XP_039502463.1|DSAN, LOC120458756|XP_039502462.1|DSAN
OG0001429	LOC120782830|XP_039971283.1|BTRY	LOC120452313|XP_039492397.1|DSAN
OG0001430	LOC120766978|XP_039948707.1|BTRY	LOC120454598|XP_039495984.1|DSAN
OG0001431	LOC120774499|XP_039960103.1|BTRY	LOC120455556|XP_039497837.1|DSAN
OG0001432	LOC120774090|XP_039959357.1|BTRY	LOC120455952|XP_039498429.1|DSAN
OG0001433	LOC120775203|XP_039961200.1|BTRY	LOC120452876|XP_039493260.1|DSAN
OG0001434	LOC120773915|XP_039959044.1|BTRY	LOC120455292|XP_039497266.1|DSAN
OG0001435	LOC120772309|XP_039956756.1|BTRY	LOC120443913|XP_039479288.1|DSAN
OG0001436	LOC120775484|XP_039961622.1|BTRY	LOC120451187|XP_039490570.1|DSAN
OG0001437	LOC120766433|XP_039947871.1|BTRY	LOC120446405|XP_039483283.1|DSAN
OG0001438	LOC120782733|XP_039971099.1|BTRY	LOC120451039|XP_039490301.1|DSAN
OG0001439	LOC120773869|XP_039958960.1|BTRY	LOC120452182|XP_039492226.1|DSAN
OG0001440	LOC120773373|XP_039958135.1|BTRY	LOC120454970|XP_039496685.1|DSAN
OG0001441	LOC120774491|XP_039960096.1|BTRY	LOC120456741|XP_039499664.1|DSAN
OG0001442	LOC120775633|XP_039961821.1|BTRY	LOC120458487|XP_039502086.1|DSAN
OG0001443	LOC120766472|XP_039947944.1|BTRY	LOC120452157|XP_039492187.1|DSAN
OG0001444	LOC120766241|XP_039947557.1|BTRY	LOC120453851|XP_039494689.1|DSAN
OG0001445	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY	LOC120450916|XP_039490107.1|DSAN
OG0001446	LOC120771368|XP_039955265.1|BTRY	LOC120451008|XP_039490258.1|DSAN
OG0001447	LOC120782492|XP_039970730.1|BTRY	LOC120451549|XP_039491270.1|DSAN
OG0001448	LOC120775555|XP_039961718.1|BTRY	LOC120451383|XP_039490975.1|DSAN
OG0001449	LOC120777333|XP_039964509.1|BTRY	LOC120447249|XP_039484709.1|DSAN
OG0001450	LOC120766855|XP_039948516.1|BTRY	LOC120449578|XP_039488069.1|DSAN
OG0001451	LOC120771731|XP_039955824.1|BTRY	LOC120456009|XP_039498504.1|DSAN
OG0001452	LOC120771041|XP_039954770.1|BTRY	LOC120444979|XP_039480938.1|DSAN
OG0001453	LOC120777772|XP_039965220.1|BTRY	LOC120448892|XP_039487043.1|DSAN
OG0001454	LOC120780351|XP_039968577.1|BTRY	LOC120451241|XP_039490687.1|DSAN
OG0001455	LOC120776551|XP_039963234.1|BTRY	LOC120449688|XP_039488238.1|DSAN
OG0001456	LOC120770451|XP_039953870.1|BTRY	LOC120446604|XP_039483779.1|DSAN
OG0001457	LOC120770960|XP_039954623.1|BTRY	LOC120446991|XP_039484226.1|DSAN
OG0001458	LOC120771956|XP_039956201.1|BTRY	LOC120446034|XP_039482731.1|DSAN
OG0001459	LOC120778806|XP_039966744.1|BTRY	LOC120449961|XP_039488597.1|DSAN
OG0001460	LOC120773018|XP_039957880.1|BTRY	LOC120443760|XP_039479020.1|DSAN, LOC120450648|XP_039489743.1|DSAN
OG0001461	LOC120774970|XP_039960794.1|BTRY	LOC120455077|XP_039496869.1|DSAN
OG0001462	LOC120776832|XP_039963787.1|BTRY	LOC120447806|XP_039485316.1|DSAN
OG0001463	LOC120781706|XP_039969880.1|BTRY	LOC120452566|XP_039492779.1|DSAN
OG0001464	LOC120776193|XP_039962753.1|BTRY	LOC120455978|XP_039498465.1|DSAN
OG0001465	LOC120771390|XP_039955291.1|BTRY	LOC120446228|XP_039483029.1|DSAN
OG0001466	LOC120767954|XP_039950275.1|BTRY	LOC120444021|XP_039479459.1|DSAN
OG0001467	LOC120767261|XP_039949063.1|BTRY	LOC120455306|XP_039497292.1|DSAN
OG0001468	LOC120777662|XP_039965050.1|BTRY	LOC120449890|XP_039488503.1|DSAN
OG0001469	LOC120771471|XP_039955432.1|BTRY	LOC120447043|XP_039484339.1|DSAN, LOC120452099|XP_039492109.1|DSAN
OG0001470	LOC120778470|XP_039966215.1|BTRY	LOC120450602|XP_039489659.1|DSAN
OG0001471	LOC120779131|XP_039967269.1|BTRY	LOC120450536|XP_039489561.1|DSAN
OG0001472	LOC120778778|XP_039966696.1|BTRY	LOC120449869|XP_039488462.1|DSAN
OG0001473	LOC120766625|XP_039948173.1|BTRY	LOC120452745|XP_039493054.1|DSAN
OG0001474	LOC120772046|XP_039956353.1|BTRY	LOC120455541|XP_039497813.1|DSAN
OG0001475	LOC120772157|XP_039956527.1|BTRY	LOC120443989|XP_039479397.1|DSAN
OG0001476	LOC120770240|XP_039953472.1|BTRY	LOC120457175|XP_039500402.1|DSAN
OG0001477	LOC120775537|XP_039961693.1|BTRY	LOC120451227|XP_039490647.1|DSAN
OG0001478	LOC120767348|XP_039949242.1|BTRY	LOC120454132|XP_039495113.1|DSAN
OG0001479	LOC120775463|XP_039961584.1|BTRY	LOC120445264|XP_039481493.1|DSAN, LOC120456251|XP_039498905.1|DSAN
OG0001480	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY	LOC120449709|XP_039488263.1|DSAN
OG0001481	LOC120768585|XP_039951278.1|BTRY	LOC120446505|XP_039483446.1|DSAN
OG0001482	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY	LOC120446188|XP_039482969.1|DSAN
OG0001483	LOC120768403|XP_039951012.1|BTRY	LOC120457496|XP_039500983.1|DSAN
OG0001484	LOC120779760|XP_039968077.1|BTRY	LOC120449856|XP_039488453.1|DSAN
OG0001485	LOC120778497|XP_039966256.1|BTRY	LOC120449474|XP_039487883.1|DSAN
OG0001486	LOC120769218|XP_039952046.1|BTRY	LOC120458211|XP_039501722.1|DSAN
OG0001487	LOC120768652|XP_039951358.1|BTRY	LOC120447056|XP_039484383.1|DSAN
OG0001488	LOC120772670|XP_039957339.1|BTRY	LOC120446626|XP_039483620.1|DSAN
OG0001489	LOC120767342|XP_039949234.1|BTRY	LOC120446591|XP_039483546.1|DSAN
OG0001490	LOC120768019|XP_039950412.1|BTRY	LOC120449264|XP_039487584.1|DSAN
OG0001491	LOC120767808|XP_039950015.1|BTRY	LOC120450194|XP_039488997.1|DSAN
OG0001493	LOC120775542|XP_039961700.1|BTRY	LOC120455096|XP_039496907.1|DSAN
OG0001494	LOC120775051|XP_039960966.1|BTRY	LOC120455795|XP_039498186.1|DSAN
OG0001495	LOC120772349|XP_039956848.1|BTRY	LOC120443949|XP_039479335.1|DSAN
OG0001496	LOC120774130|XP_039959440.1|BTRY	LOC120456222|XP_039498839.1|DSAN
OG0001497	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY	LOC120457997|XP_039501423.1|DSAN
OG0001498	LOC120766179|XP_039947470.1|BTRY	LOC120451922|XP_039491869.1|DSAN
OG0001500	LOC120771482|XP_039955453.1|BTRY	LOC120444633|XP_039480373.1|DSAN
OG0001501	LOC120772387|XP_039956914.1|BTRY, LOC120782885|XP_039971368.1|BTRY	LOC120453236|XP_039493771.1|DSAN
OG0001502	LOC120770256|XP_039953493.1|BTRY	LOC120444919|XP_039480847.1|DSAN
OG0001503	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY	LOC120450059|XP_039488754.1|DSAN
OG0001504	LOC120774259|XP_039959659.1|BTRY	LOC120457172|XP_039500400.1|DSAN
OG0001506	LOC120773003|XP_039957855.1|BTRY	LOC120446631|XP_039483627.1|DSAN
OG0001507	LOC120770341|XP_039953673.1|BTRY	LOC120445640|XP_039482115.1|DSAN
OG0001508	LOC120772145|XP_039956512.1|BTRY	LOC120445648|XP_039482124.1|DSAN
OG0001509	LOC120771580|XP_039955582.1|BTRY	LOC120446804|XP_039483898.1|DSAN
OG0001510	LOC120781615|XP_039969785.1|BTRY	LOC120443771|XP_039478999.1|DSAN
OG0001512	LOC120777746|XP_039965173.1|BTRY	LOC120448529|XP_039486503.1|DSAN
OG0001513	LOC120778691|XP_039966570.1|BTRY	LOC120447830|XP_039485351.1|DSAN
OG0001515	LOC120775510|XP_039961653.1|BTRY	LOC120454968|XP_039496683.1|DSAN
OG0001517	LOC120782375|XP_039970550.1|BTRY	LOC120453454|XP_039494103.1|DSAN, LOC120452855|XP_039493230.1|DSAN
OG0001518	LOC120779306|XP_039967452.1|BTRY, LOC120766787|XP_039948417.1|BTRY, LOC120775873|XP_039962180.1|BTRY	LOC120456500|XP_039499301.1|DSAN
OG0001519	LOC120780565|XP_039968760.1|BTRY	LOC120452172|XP_039492213.1|DSAN
OG0001520	LOC120767096|XP_039948911.1|BTRY	LOC120451670|XP_039491481.1|DSAN, LOC120451671|XP_039491482.1|DSAN
OG0001521	LOC120767572|XP_039949643.1|BTRY	LOC120444637|XP_039480379.1|DSAN
OG0001522	LOC120767581|XP_039949660.1|BTRY	LOC120444794|XP_039480677.1|DSAN, LOC120443733|XP_039478922.1|DSAN
OG0001523	LOC120772775|XP_039957485.1|BTRY, LOC120772774|XP_039957484.1|BTRY, LOC120772773|XP_039957482.1|BTRY	LOC120445722|XP_039482225.1|DSAN, LOC120445721|XP_039482224.1|DSAN
OG0001524	LOC120769997|XP_039953020.1|BTRY	LOC120444930|XP_039480865.1|DSAN, LOC120446019|XP_039482708.1|DSAN
OG0001525	LOC120775416|XP_039961527.1|BTRY	LOC120456081|XP_039498606.1|DSAN, LOC120455692|XP_039498034.1|DSAN
OG0001526	LOC120773750|XP_039958748.1|BTRY, LOC120775799|XP_039962077.1|BTRY	LOC120455215|XP_039497114.1|DSAN, LOC120455216|XP_039497115.1|DSAN
OG0001527	LOC120775205|XP_039961202.1|BTRY, LOC120775206|XP_039961204.1|BTRY	LOC120455960|XP_039498438.1|DSAN
OG0001528	LOC120777088|XP_039964156.1|BTRY	LOC120452133|XP_039492151.1|DSAN, LOC120452449|XP_039492613.1|DSAN
OG0001534	LOC120773392|XP_039958161.1|BTRY	LOC120457401|XP_039500914.1|DSAN
OG0001535	LOC120775729|XP_039961981.1|BTRY	LOC120456328|XP_039499030.1|DSAN
OG0001536	LOC120775631|XP_039961819.1|BTRY	LOC120456719|XP_039499634.1|DSAN
OG0001537	LOC120769213|XP_039952040.1|BTRY	LOC120458334|XP_039501885.1|DSAN
OG0001538	LOC120774223|XP_039959615.1|BTRY	LOC120455797|XP_039498189.1|DSAN
OG0001539	LOC120769993|XP_039953013.1|BTRY	LOC120444548|XP_039480232.1|DSAN
OG0001540	LOC120767701|XP_039949832.1|BTRY	LOC120443850|XP_039479145.1|DSAN
OG0001541	LOC120778886|XP_039966865.1|BTRY	LOC120448849|XP_039486989.1|DSAN
OG0001542	LOC120780966|XP_039969127.1|BTRY	LOC120452407|XP_039492559.1|DSAN
OG0001543	LOC120776148|XP_039962623.1|BTRY	LOC120455706|XP_039498048.1|DSAN
OG0001544	LOC120774774|XP_039960479.1|BTRY	LOC120456712|XP_039499628.1|DSAN
OG0001545	LOC120774829|XP_039960574.1|BTRY	LOC120456805|XP_039499776.1|DSAN
OG0001546	LOC120774220|XP_039959610.1|BTRY	LOC120455592|XP_039497898.1|DSAN
OG0001547	LOC120774592|XP_039960258.1|BTRY	LOC120456109|XP_039498656.1|DSAN
OG0001548	LOC120775951|XP_039962296.1|BTRY	LOC120457264|XP_039500612.1|DSAN
OG0001549	LOC120768282|XP_039950846.1|BTRY	LOC120445172|XP_039481306.1|DSAN
OG0001550	LOC120769353|XP_039952286.1|BTRY	LOC120452823|XP_039493162.1|DSAN
OG0001551	LOC120781953|XP_039970050.1|BTRY	LOC120452630|XP_039492873.1|DSAN
OG0001552	LOC120766190|XP_039947481.1|BTRY	LOC120451418|XP_039491022.1|DSAN
OG0001553	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY	LOC120456822|XP_039499805.1|DSAN
OG0001554	LOC120773438|XP_039958258.1|BTRY	LOC120450988|XP_039490225.1|DSAN
OG0001555	LOC120769338|XP_039952228.1|BTRY	LOC120446419|XP_039483312.1|DSAN
OG0001556	LOC120770110|XP_039953215.1|BTRY	LOC120445918|XP_039482509.1|DSAN
OG0001557	LOC120774237|XP_039959632.1|BTRY	LOC120455073|XP_039496858.1|DSAN
OG0001558	LOC120776051|XP_039962442.1|BTRY	LOC120455877|XP_039498290.1|DSAN
OG0001559	LOC120766322|XP_039947680.1|BTRY	LOC120453340|XP_039493939.1|DSAN
OG0001561	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY	LOC120452758|XP_039493074.1|DSAN
OG0001562	LOC120782857|XP_039971324.1|BTRY	LOC120444248|XP_039479698.1|DSAN
OG0001563	LOC120771274|XP_039955133.1|BTRY	LOC120448667|XP_039486738.1|DSAN
OG0001564	LOC120766484|XP_039947962.1|BTRY	LOC120450767|XP_039489841.1|DSAN
OG0001565	LOC120766874|XP_039948539.1|BTRY	LOC120453472|XP_039494135.1|DSAN
OG0001566	LOC120782328|XP_039970487.1|BTRY	LOC120451453|XP_039491066.1|DSAN
OG0001567	LOC120772164|XP_039956538.1|BTRY	LOC120446531|XP_039483478.1|DSAN
OG0001568	LOC120782686|XP_039971015.1|BTRY	LOC120451084|XP_039490385.1|DSAN
OG0001569	LOC120782487|XP_039970722.1|BTRY	LOC120453901|XP_039494760.1|DSAN
OG0001570	LOC120782368|XP_039970540.1|BTRY	LOC120451559|XP_039491296.1|DSAN
OG0001572	LOC120775782|XP_039962053.1|BTRY	LOC120456629|XP_039499485.1|DSAN
OG0001573	LOC120777157|XP_039964235.1|BTRY	LOC120448051|XP_039485734.1|DSAN
OG0001574	LOC120776055|XP_039962447.1|BTRY, LOC120781219|XP_039969282.1|BTRY	LOC120456277|XP_039498949.1|DSAN
OG0001575	LOC120780662|XP_039968858.1|BTRY	LOC120451656|XP_039491465.1|DSAN
OG0001576	LOC120766533|XP_039948038.1|BTRY	LOC120453231|XP_039493765.1|DSAN
OG0001577	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY	LOC120451305|XP_039490804.1|DSAN
OG0001578	LOC120772667|XP_039957335.1|BTRY	LOC120444910|XP_039480836.1|DSAN
OG0001579	LOC120774265|XP_039959669.1|BTRY	LOC120457217|XP_039500520.1|DSAN
OG0001580	LOC120770174|XP_039953322.1|BTRY	LOC120445134|XP_039481219.1|DSAN
OG0001581	LOC120773814|XP_039958855.1|BTRY	LOC120455705|XP_039498047.1|DSAN
OG0001582	LOC120770043|XP_039953092.1|BTRY	LOC120446862|XP_039483996.1|DSAN
OG0001583	LOC120771741|XP_039955847.1|BTRY	LOC120448826|XP_039486961.1|DSAN
OG0001584	LOC120777659|XP_039965046.1|BTRY	LOC120449315|XP_039487641.1|DSAN
OG0001585	LOC120775963|XP_039962308.1|BTRY	LOC120455020|XP_039496780.1|DSAN
OG0001586	LOC120777890|XP_039965386.1|BTRY	LOC120447943|XP_039485555.1|DSAN
OG0001587	LOC120771025|XP_039954735.1|BTRY	LOC120458512|XP_039502117.1|DSAN
OG0001588	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY	LOC120458150|XP_039501630.1|DSAN
OG0001589	LOC120767539|XP_039949577.1|BTRY	LOC120448688|XP_039486773.1|DSAN
OG0001590	LOC120772466|XP_039957038.1|BTRY	LOC120447008|XP_039484249.1|DSAN
OG0001591	LOC120774435|XP_039960013.1|BTRY	LOC120452048|XP_039492043.1|DSAN
OG0001592	LOC120768200|XP_039950706.1|BTRY	LOC120457394|XP_039500902.1|DSAN
OG0001593	LOC120768303|XP_039950867.1|BTRY	LOC120455638|XP_039498000.1|DSAN
OG0001594	LOC120769207|XP_039952035.1|BTRY	LOC120451455|XP_039491071.1|DSAN
OG0001595	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY	LOC120445788|XP_039482327.1|DSAN
OG0001596	LOC120767379|XP_039949302.1|BTRY	LOC120445322|XP_039481577.1|DSAN
OG0001597	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY	LOC120455161|XP_039497021.1|DSAN
OG0001598	LOC120769351|XP_039952248.1|BTRY	LOC120444216|XP_039479706.1|DSAN
OG0001599	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY	LOC120454710|XP_039496194.1|DSAN
OG0001600	LOC120769367|XP_039952262.1|BTRY	LOC120449148|XP_039487420.1|DSAN
OG0001601	LOC120769383|XP_039952285.1|BTRY	LOC120458579|XP_039502211.1|DSAN
OG0001602	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY	LOC120457798|XP_039501232.1|DSAN
OG0001603	LOC120781755|XP_039969921.1|BTRY	LOC120458661|XP_039502328.1|DSAN
OG0001604	LOC120775318|XP_039961389.1|BTRY	LOC120456460|XP_039499241.1|DSAN
OG0001605	LOC120771906|XP_039956122.1|BTRY	LOC120458269|XP_039501796.1|DSAN
OG0001607	LOC120768129|XP_039950617.1|BTRY	LOC120445762|XP_039482292.1|DSAN, LOC120457611|XP_039501052.1|DSAN, LOC120457612|XP_039501053.1|DSAN, LOC120457613|XP_039501055.1|DSAN
OG0001608	LOC120767966|XP_039950303.1|BTRY	LOC120447097|XP_039484439.1|DSAN
OG0001609	LOC120771513|XP_039955502.1|BTRY	LOC120444912|XP_039480839.1|DSAN
OG0001610	LOC120768040|XP_039950474.1|BTRY	LOC120445715|XP_039482214.1|DSAN
OG0001611	LOC120767394|XP_039949347.1|BTRY	LOC120445690|XP_039482181.1|DSAN
OG0001612	LOC120769047|XP_039951829.1|BTRY	LOC120458246|XP_039501768.1|DSAN
OG0001613	LOC120781708|XP_039969874.1|BTRY	LOC120458205|XP_039501717.1|DSAN
OG0001614	LOC120770261|XP_039953505.1|BTRY	LOC120458471|XP_039502059.1|DSAN
OG0001615	LOC120768094|XP_039950567.1|BTRY	LOC120444367|XP_039479901.1|DSAN
OG0001616	LOC120768168|XP_039950666.1|BTRY	LOC120444973|XP_039480932.1|DSAN
OG0001617	LOC120767737|XP_039949880.1|BTRY	LOC120444587|XP_039480290.1|DSAN
OG0001618	LOC120781739|XP_039969906.1|BTRY, LOC120779501|XP_039967728.1|BTRY	LOC120449841|XP_039488435.1|DSAN
OG0001619	LOC120768673|XP_039951384.1|BTRY	LOC120453174|XP_039493672.1|DSAN
OG0001620	LOC120771749|XP_039955854.1|BTRY	LOC120444678|XP_039480472.1|DSAN
OG0001621	LOC120771724|XP_039955812.1|BTRY, LOC120771723|XP_039955811.1|BTRY	LOC120445725|XP_039482227.1|DSAN
OG0001622	LOC120773571|XP_039958475.1|BTRY	LOC120455370|XP_039497411.1|DSAN
OG0001623	LOC120769015|XP_039951792.1|BTRY	LOC120443867|XP_039479168.1|DSAN
OG0001624	LOC120768671|XP_039951382.1|BTRY	LOC120444004|XP_039479417.1|DSAN
OG0001625	LOC120767589|XP_039949671.1|BTRY	LOC120444929|XP_039480864.1|DSAN
OG0001626	LOC120769165|XP_039951984.1|BTRY, LOC120780775|XP_039968961.1|BTRY, LOC120781525|XP_039969681.1|BTRY, LOC120768868|XP_039951592.1|BTRY, LOC120780853|XP_039969025.1|BTRY, LOC120780708|XP_039968902.1|BTRY	LOC120458352|XP_039501903.1|DSAN
OG0001627	LOC120766512|XP_039948013.1|BTRY	LOC120451479|XP_039491133.1|DSAN
OG0001628	LOC120782304|XP_039970448.1|BTRY	LOC120454305|XP_039495437.1|DSAN
OG0001630	LOC120774406|XP_039959964.1|BTRY	LOC120451654|XP_039491461.1|DSAN
OG0001631	LOC120766490|XP_039947975.1|BTRY	LOC120451271|XP_039490742.1|DSAN
