Orthogroup	BTRY.longest_only	HILL.longest_only
OG0002509	LOC120774089|XP_039959356.1|BTRY	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC120775817|XP_039962105.1|BTRY	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC120766976|XP_039948702.1|BTRY	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC120779451|XP_039967636.1|BTRY	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC120774386|XP_039959930.1|BTRY	LOC119657600|XP_037920516.1|HILL
OG0002516	LOC120766939|XP_039948623.1|BTRY	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC120775195|XP_039961184.1|BTRY	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC120771419|XP_039955335.1|BTRY	LOC119657706|XP_037920676.1|HILL
OG0002520	LOC120774525|XP_039960168.1|BTRY	LOC119657408|XP_037920229.1|HILL
OG0002521	LOC120775279|XP_039961311.1|BTRY	LOC119658239|XP_037921445.1|HILL
OG0002522	LOC120766689|XP_039948269.1|BTRY	LOC119651837|XP_037911562.1|HILL
OG0002523	LOC120779779|XP_039968090.1|BTRY	LOC119646547|XP_037902949.1|HILL
OG0002524	LOC120774070|XP_039959315.1|BTRY	LOC119656897|XP_037919505.1|HILL
OG0002525	LOC120777853|XP_039965329.1|BTRY	LOC119659945|XP_037924218.1|HILL
OG0002526	LOC120780785|XP_039968972.1|BTRY	LOC119652519|XP_037912642.1|HILL
OG0002527	LOC120782156|XP_039970223.1|BTRY	LOC119651131|XP_037910452.1|HILL
OG0002528	LOC120776176|XP_039962723.1|BTRY	LOC119656514|XP_037918783.1|HILL
OG0002529	LOC120775011|XP_039960890.1|BTRY	LOC119659964|XP_037924249.1|HILL
OG0002530	LOC120770598|XP_039954134.1|BTRY	LOC119651040|XP_037910286.1|HILL
OG0002531	LOC120781428|XP_039969583.1|BTRY	LOC119652635|XP_037912812.1|HILL
OG0002533	LOC120774798|XP_039960524.1|BTRY	LOC119658116|XP_037921311.1|HILL, LOC119656790|XP_037919318.1|HILL
OG0002534	LOC120772082|XP_039956413.1|BTRY	LOC119658054|XP_037921227.1|HILL
OG0002535	LOC120779003|XP_039967041.1|BTRY	LOC119648826|XP_037906614.1|HILL
OG0002536	LOC120766844|XP_039948493.1|BTRY	LOC119652491|XP_037912601.1|HILL
OG0002537	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY	LOC119651600|XP_037911177.1|HILL
OG0002539	LOC120771997|XP_039956288.1|BTRY	LOC119656722|XP_037919177.1|HILL
OG0002540	LOC120775436|XP_039961556.1|BTRY	LOC119657017|XP_037919693.1|HILL
OG0002541	LOC120782582|XP_039970863.1|BTRY	LOC119656743|XP_037919230.1|HILL
OG0002542	LOC120775248|XP_039961262.1|BTRY	LOC119656609|XP_037918974.1|HILL
OG0002543	LOC120775563|XP_039961722.1|BTRY	LOC119657314|XP_037920100.1|HILL
OG0002544	LOC120782783|XP_039971185.1|BTRY	LOC119656831|XP_037919408.1|HILL
OG0002545	LOC120775569|XP_039961731.1|BTRY	LOC119656994|XP_037919657.1|HILL
OG0002547	LOC120774963|XP_039960785.1|BTRY	LOC119652909|XP_037913218.1|HILL
OG0002548	LOC120774506|XP_039960120.1|BTRY	LOC119652235|XP_037912133.1|HILL
OG0002549	LOC120774204|XP_039959581.1|BTRY	LOC119654252|XP_037915430.1|HILL
OG0002550	LOC120773756|XP_039958758.1|BTRY	LOC119658490|XP_037921877.1|HILL
OG0002551	LOC120782701|XP_039971035.1|BTRY	LOC119653240|XP_037913767.1|HILL
OG0002552	LOC120778824|XP_039966767.1|BTRY	LOC119651327|XP_037910794.1|HILL
OG0002553	LOC120782163|XP_039970228.1|BTRY	LOC119657787|XP_037920799.1|HILL
OG0002554	LOC120774761|XP_039960454.1|BTRY	LOC119658056|XP_037921237.1|HILL
OG0002555	LOC120774754|XP_039960447.1|BTRY	LOC119657209|XP_037919947.1|HILL, LOC119656508|XP_037918774.1|HILL
OG0002556	LOC120767779|XP_039949958.1|BTRY	LOC119656650|XP_037919040.1|HILL
OG0002557	LOC120774276|XP_039959700.1|BTRY	LOC119656575|XP_037918889.1|HILL
OG0002558	LOC120770004|XP_039953032.1|BTRY	LOC119651994|XP_037911842.1|HILL
OG0002559	LOC120780835|XP_039969011.1|BTRY, LOC120780847|XP_039969020.1|BTRY	LOC119658639|XP_037922100.1|HILL
OG0002560	LOC120782401|XP_039970581.1|BTRY	LOC119659985|XP_037924284.1|HILL
OG0002561	LOC120778473|XP_039966224.1|BTRY	LOC119660217|XP_037924580.1|HILL
OG0002562	LOC120775682|XP_039961915.1|BTRY	LOC119656890|XP_037919490.1|HILL
OG0002563	LOC120775787|XP_039962058.1|BTRY	LOC119656587|XP_037918922.1|HILL
OG0002564	LOC120766905|XP_039948589.1|BTRY	LOC119658086|XP_037921277.1|HILL
OG0002565	LOC120777614|XP_039965000.1|BTRY	LOC119651907|XP_037911662.1|HILL
OG0002566	LOC120766603|XP_039948145.1|BTRY	LOC119651044|XP_037910294.1|HILL
OG0002567	LOC120773937|XP_039959082.1|BTRY	LOC119657363|XP_037920170.1|HILL
OG0002568	LOC120774976|XP_039960806.1|BTRY	LOC119657610|XP_037920537.1|HILL
OG0002569	LOC120768414|XP_039951032.1|BTRY	LOC119658442|XP_037921772.1|HILL
OG0002570	LOC120781432|XP_039969590.1|BTRY	LOC119651299|XP_037910751.1|HILL
OG0002571	LOC120766966|XP_039948690.1|BTRY	LOC119650615|XP_037909426.1|HILL
OG0002573	LOC120768694|XP_039951403.1|BTRY	LOC119652513|XP_037912635.1|HILL
OG0002574	LOC120766393|XP_039947769.1|BTRY	LOC119651408|XP_037910926.1|HILL
OG0002575	LOC120782433|XP_039970651.1|BTRY	LOC119658815|XP_037922466.1|HILL
OG0002576	LOC120774322|XP_039959798.1|BTRY	LOC119655795|XP_037917817.1|HILL
OG0002577	LOC120778665|XP_039966528.1|BTRY	LOC119649364|XP_037907406.1|HILL
OG0002578	LOC120767323|XP_039949191.1|BTRY	LOC119657800|XP_037920824.1|HILL
OG0002580	LOC120776072|XP_039962476.1|BTRY	LOC119657402|XP_037920221.1|HILL
OG0002581	LOC120771228|XP_039955076.1|BTRY	LOC119650577|XP_037909330.1|HILL
OG0002582	LOC120780647|XP_039968845.1|BTRY	LOC119657258|XP_037920015.1|HILL
OG0002583	LOC120782751|XP_039971130.1|BTRY	LOC119658636|XP_037922089.1|HILL
OG0002584	LOC120776878|XP_039963871.1|BTRY	LOC119657060|XP_037919742.1|HILL
OG0002585	LOC120776879|XP_039963872.1|BTRY	LOC119657061|XP_037919743.1|HILL
OG0002586	LOC120771027|XP_039954742.1|BTRY	LOC119650996|XP_037910207.1|HILL
OG0002587	LOC120782263|XP_039970366.1|BTRY	LOC119651772|XP_037911453.1|HILL
OG0002588	LOC120782594|XP_039970880.1|BTRY	LOC119651333|XP_037910801.1|HILL
OG0002589	LOC120770803|XP_039954319.1|BTRY	LOC119651802|XP_037911515.1|HILL
OG0002590	LOC120781096|XP_039969172.1|BTRY	LOC119657260|XP_037920017.1|HILL
OG0002591	LOC120767022|XP_039948788.1|BTRY	LOC119650571|XP_037909315.1|HILL
OG0002592	LOC120767201|XP_039948942.1|BTRY	LOC119658256|XP_037921469.1|HILL
OG0002593	LOC120766946|XP_039948629.1|BTRY	LOC119657889|XP_037920959.1|HILL
OG0002594	LOC120770540|XP_039954034.1|BTRY	LOC119656677|XP_037919090.1|HILL
OG0002595	LOC120768537|XP_039951212.1|BTRY	LOC119651312|XP_037910769.1|HILL
OG0002596	LOC120774297|XP_039959757.1|BTRY	LOC119657775|XP_037920773.1|HILL
OG0002597	LOC120770030|XP_039953079.1|BTRY	LOC119656924|XP_037919544.1|HILL
OG0002598	LOC120782302|XP_039970446.1|BTRY	LOC119652701|XP_037912911.1|HILL
OG0002599	LOC120780465|XP_039968677.1|BTRY	LOC119658032|XP_037921192.1|HILL
OG0002600	LOC120781239|XP_039969313.1|BTRY	LOC119660761|XP_037925455.1|HILL
OG0002601	LOC120782853|XP_039971318.1|BTRY	LOC119656977|XP_037919639.1|HILL
OG0002602	LOC120772346|XP_039956847.1|BTRY	LOC119656881|XP_037919473.1|HILL
OG0002603	LOC120770503|XP_039953964.1|BTRY	LOC119651282|XP_037910719.1|HILL
OG0002604	LOC120766442|XP_039947884.1|BTRY	LOC119650866|XP_037909955.1|HILL
OG0002605	LOC120782573|XP_039970845.1|BTRY	LOC119651553|XP_037911113.1|HILL
OG0002606	LOC120776239|XP_039962779.1|BTRY	LOC119656741|XP_037919222.1|HILL
OG0002607	LOC120766720|XP_039948301.1|BTRY	LOC119653172|XP_037913647.1|HILL
OG0002608	LOC120769344|XP_039952242.1|BTRY	LOC119660551|XP_037925119.1|HILL
OG0002609	LOC120781249|XP_039969331.1|BTRY	LOC119659672|XP_037923825.1|HILL
OG0002610	LOC120771858|XP_039956044.1|BTRY	LOC119652242|XP_037912144.1|HILL
OG0002611	LOC120780483|XP_039968693.1|BTRY	LOC119651172|XP_037910518.1|HILL
OG0002612	LOC120766321|XP_039947677.1|BTRY	LOC119650864|XP_037909951.1|HILL
OG0002613	LOC120778961|XP_039966973.1|BTRY	LOC119653071|XP_037913479.1|HILL
OG0002614	LOC120782415|XP_039970598.1|BTRY	LOC119652233|XP_037912125.1|HILL
OG0002615	LOC120777118|XP_039964190.1|BTRY	LOC119656533|XP_037918807.1|HILL
OG0002616	LOC120768750|XP_039951458.1|BTRY	LOC119651150|XP_037910483.1|HILL
OG0002617	LOC120780337|XP_039968568.1|BTRY, LOC120780336|XP_039968567.1|BTRY	LOC119658644|XP_037922109.1|HILL
OG0002618	LOC120770826|XP_039954349.1|BTRY	LOC119653131|XP_037913588.1|HILL
OG0002619	LOC120766878|XP_039948542.1|BTRY	LOC119651104|XP_037910391.1|HILL
OG0002620	LOC120766933|XP_039948614.1|BTRY	LOC119653020|XP_037913387.1|HILL
OG0002621	LOC120782319|XP_039970474.1|BTRY	LOC119650886|XP_037909990.1|HILL
OG0002622	LOC120777737|XP_039965162.1|BTRY	LOC119647616|XP_037904583.1|HILL
OG0002623	LOC120766885|XP_039948563.1|BTRY	LOC119658010|XP_037921163.1|HILL
OG0002624	LOC120779463|XP_039967662.1|BTRY	LOC119658234|XP_037921440.1|HILL
OG0002625	LOC120767079|XP_039948880.1|BTRY	LOC119657514|XP_037920381.1|HILL
OG0002626	LOC120774446|XP_039960029.1|BTRY	LOC119657766|XP_037920761.1|HILL
OG0002627	LOC120766368|XP_039947731.1|BTRY	LOC119650608|XP_037909403.1|HILL
OG0002628	LOC120770331|XP_039953662.1|BTRY	LOC119655124|XP_037916781.1|HILL, LOC119651205|XP_037910583.1|HILL
OG0002629	LOC120766805|XP_039948481.1|BTRY	LOC119658752|XP_037922364.1|HILL
OG0002630	LOC120769544|XP_039952527.1|BTRY	LOC119658825|XP_037922484.1|HILL
OG0002631	LOC120766188|XP_039947477.1|BTRY	LOC119659503|XP_037923559.1|HILL
OG0002632	LOC120782551|XP_039970814.1|BTRY	LOC119660362|XP_037924798.1|HILL, LOC119660243|XP_037924625.1|HILL
OG0002633	LOC120780591|XP_039968787.1|BTRY	LOC119652774|XP_037913010.1|HILL
OG0002634	LOC120782332|XP_039970492.1|BTRY	LOC119657698|XP_037920661.1|HILL
OG0002635	LOC120767297|XP_039949116.1|BTRY	LOC119650682|XP_037909568.1|HILL
OG0002636	LOC120773877|XP_039958974.1|BTRY	LOC119659137|XP_037922996.1|HILL
OG0002637	LOC120767432|XP_039949413.1|BTRY	LOC119646273|XP_037902610.1|HILL
OG0002638	LOC120775408|XP_039961510.1|BTRY	LOC119651748|XP_037911410.1|HILL
OG0002639	LOC120775245|XP_039961263.1|BTRY	LOC119646657|XP_037903115.1|HILL, LOC119646658|XP_037903116.1|HILL
OG0002640	LOC120776873|XP_039963868.1|BTRY	LOC119652375|XP_037912400.1|HILL
OG0002641	LOC120769759|XP_039952860.1|BTRY	LOC119650870|XP_037909959.1|HILL
OG0002642	LOC120778518|XP_039966290.1|BTRY	LOC119652218|XP_037912088.1|HILL
OG0002643	LOC120778499|XP_039966262.1|BTRY	LOC119653505|XP_037914095.1|HILL
OG0002644	LOC120766996|XP_039948737.1|BTRY	LOC119652907|XP_037913211.1|HILL
OG0002645	LOC120766920|XP_039948599.1|BTRY	LOC119653159|XP_037913627.1|HILL
OG0002646	LOC120782709|XP_039971061.1|BTRY	LOC119660278|XP_037924677.1|HILL
OG0002647	LOC120775580|XP_039961753.1|BTRY	LOC119660325|XP_037924731.1|HILL
OG0002648	LOC120782554|XP_039970819.1|BTRY	LOC119650809|XP_037909875.1|HILL
OG0002649	LOC120782856|XP_039971321.1|BTRY	LOC119651922|XP_037911678.1|HILL
OG0002650	LOC120768405|XP_039951022.1|BTRY	LOC119653232|XP_037913749.1|HILL
OG0002651	LOC120782434|XP_039970653.1|BTRY	LOC119651237|XP_037910644.1|HILL
OG0002652	LOC120766612|XP_039948154.1|BTRY	LOC119651513|XP_037911067.1|HILL
OG0002653	LOC120782161|XP_039970227.1|BTRY	LOC119650587|XP_037909351.1|HILL
OG0002654	LOC120775625|XP_039961852.1|BTRY	LOC119652058|XP_037911923.1|HILL
OG0002655	LOC120782326|XP_039970485.1|BTRY	LOC119653246|XP_037913774.1|HILL
OG0002656	LOC120772194|XP_039956597.1|BTRY	LOC119650783|XP_037909824.1|HILL
OG0002657	LOC120767296|XP_039949114.1|BTRY	LOC119650860|XP_037909943.1|HILL
OG0002658	LOC120782542|XP_039970807.1|BTRY	LOC119650111|XP_037908562.1|HILL
OG0002659	LOC120778754|XP_039966667.1|BTRY	LOC119652751|XP_037912979.1|HILL
OG0002660	LOC120773856|XP_039958934.1|BTRY	LOC119658641|XP_037922102.1|HILL
OG0002661	LOC120782454|XP_039970676.1|BTRY	LOC119653184|XP_037913665.1|HILL
OG0002662	LOC120770978|XP_039954650.1|BTRY	LOC119658136|XP_037921333.1|HILL
OG0002663	LOC120782589|XP_039970874.1|BTRY	LOC119652840|XP_037913104.1|HILL
OG0002664	LOC120767690|XP_039949815.1|BTRY	LOC119652876|XP_037913164.1|HILL
OG0002665	LOC120771651|XP_039955699.1|BTRY	LOC119658581|XP_037921964.1|HILL
OG0002666	LOC120771788|XP_039955915.1|BTRY	LOC119660368|XP_037924808.1|HILL
OG0002667	LOC120781205|XP_039969255.1|BTRY	LOC119658670|XP_037922161.1|HILL
OG0002668	LOC120777015|XP_039964053.1|BTRY	LOC119650461|XP_037909249.1|HILL
OG0002669	LOC120777942|XP_039965478.1|BTRY	LOC119649248|XP_037907243.1|HILL
OG0002670	LOC120776639|XP_039963398.1|BTRY	LOC119649507|XP_037907605.1|HILL
OG0002671	LOC120777372|XP_039964584.1|BTRY	LOC119648162|XP_037905666.1|HILL
OG0002672	LOC120772222|XP_039956636.1|BTRY	LOC119646891|XP_037903456.1|HILL
OG0002673	LOC120771432|XP_039955362.1|BTRY	LOC119661348|XP_037926580.1|HILL
OG0002674	LOC120771779|XP_039955904.1|BTRY	LOC119657786|XP_037920835.1|HILL
OG0002675	LOC120777385|XP_039964611.1|BTRY	LOC119659036|XP_037922859.1|HILL
OG0002676	LOC120770119|XP_039953231.1|BTRY	LOC119652979|XP_037913320.1|HILL
OG0002677	LOC120773011|XP_039957867.1|BTRY	LOC119650618|XP_037909435.1|HILL
OG0002678	LOC120770195|XP_039953369.1|BTRY	LOC119646601|XP_037903024.1|HILL
OG0002679	LOC120771358|XP_039955246.1|BTRY, LOC120770055|XP_039953108.1|BTRY	LOC119653142|XP_037913607.1|HILL
OG0002680	LOC120774733|XP_039960420.1|BTRY	LOC119653666|XP_037914426.1|HILL
OG0002681	LOC120770849|XP_039954385.1|BTRY	LOC119653634|XP_037914340.1|HILL
OG0002682	LOC120777809|XP_039965278.1|BTRY	LOC119648216|XP_037905751.1|HILL
OG0002683	LOC120769170|XP_039951992.1|BTRY	LOC119654939|XP_037916520.1|HILL, LOC119659912|XP_037924165.1|HILL, LOC119659004|XP_037922818.1|HILL
OG0002684	LOC120771292|XP_039955157.1|BTRY, LOC120776132|XP_039962597.1|BTRY	LOC119661460|XP_037926749.1|HILL
OG0002685	LOC120778700|XP_039966589.1|BTRY	LOC119649312|XP_037907343.1|HILL
OG0002686	LOC120776961|XP_039963986.1|BTRY	LOC119649165|XP_037907118.1|HILL
OG0002687	LOC120776629|XP_039963372.1|BTRY	LOC119648210|XP_037905744.1|HILL
OG0002688	LOC120779162|XP_039967321.1|BTRY, LOC120777649|XP_039965035.1|BTRY	LOC119650207|XP_037908701.1|HILL
OG0002689	LOC120771267|XP_039955121.1|BTRY	LOC119661778|XP_037927183.1|HILL
OG0002690	LOC120772018|XP_039956317.1|BTRY	LOC119647094|XP_037903792.1|HILL
OG0002691	LOC120771518|XP_039955510.1|BTRY	LOC119661126|XP_037926252.1|HILL
OG0002692	LOC120771138|XP_039954939.1|BTRY	LOC119647700|XP_037904713.1|HILL
OG0002693	LOC120778893|XP_039966875.1|BTRY	LOC119648192|XP_037905711.1|HILL
OG0002694	LOC120770453|XP_039953878.1|BTRY	LOC119646946|XP_037903565.1|HILL
OG0002695	LOC120777495|XP_039964774.1|BTRY	LOC119649475|XP_037907564.1|HILL
OG0002696	LOC120776495|XP_039963112.1|BTRY	LOC119649337|XP_037907371.1|HILL
OG0002697	LOC120777720|XP_039965144.1|BTRY	LOC119649333|XP_037907365.1|HILL
OG0002698	LOC120778888|XP_039966868.1|BTRY	LOC119649620|XP_037907769.1|HILL
OG0002699	LOC120778889|XP_039966872.1|BTRY	LOC119653998|XP_037915087.1|HILL, LOC119649965|XP_037908329.1|HILL
OG0002700	LOC120776527|XP_039963190.1|BTRY	LOC119650268|XP_037908810.1|HILL
OG0002701	LOC120770537|XP_039954026.1|BTRY	LOC119646536|XP_037902933.1|HILL
OG0002702	LOC120770193|XP_039953366.1|BTRY	LOC119649000|XP_037906873.1|HILL
OG0002703	LOC120770831|XP_039954354.1|BTRY	LOC119646703|XP_037903205.1|HILL
OG0002704	LOC120771410|XP_039955320.1|BTRY	LOC119646863|XP_037903414.1|HILL
OG0002705	LOC120777051|XP_039964096.1|BTRY	LOC119648183|XP_037905696.1|HILL
OG0002706	LOC120771879|XP_039956072.1|BTRY	LOC119646356|XP_037902721.1|HILL
OG0002707	LOC120776947|XP_039963967.1|BTRY	LOC119647920|XP_037905172.1|HILL
OG0002708	LOC120777180|XP_039964273.1|BTRY	LOC119649006|XP_037906878.1|HILL
OG0002709	LOC120772265|XP_039956702.1|BTRY	LOC119659181|XP_037923067.1|HILL
OG0002710	LOC120771919|XP_039956143.1|BTRY	LOC119659185|XP_037923073.1|HILL
OG0002711	LOC120773039|XP_039957903.1|BTRY	LOC119659546|XP_037923624.1|HILL
OG0002712	LOC120770290|XP_039953562.1|BTRY	LOC119647234|XP_037904022.1|HILL
OG0002713	LOC120772629|XP_039957281.1|BTRY	LOC119656273|XP_037918629.1|HILL
OG0002714	LOC120770160|XP_039953295.1|BTRY	LOC119648353|XP_037905992.1|HILL
OG0002715	LOC120775777|XP_039962048.1|BTRY	LOC119659970|XP_037924259.1|HILL
OG0002716	LOC120772702|XP_039957378.1|BTRY	LOC119659681|XP_037923833.1|HILL
OG0002717	LOC120766417|XP_039947810.1|BTRY	LOC119659809|XP_037924009.1|HILL
OG0002718	LOC120778316|XP_039966044.1|BTRY	LOC119649184|XP_037907139.1|HILL
OG0002719	LOC120766803|XP_039948442.1|BTRY	LOC119659752|XP_037923942.1|HILL
OG0002720	LOC120778025|XP_039965632.1|BTRY	LOC119647994|XP_037905307.1|HILL
OG0002721	LOC120768429|XP_039951047.1|BTRY	LOC119659471|XP_037923493.1|HILL
OG0002722	LOC120771184|XP_039955009.1|BTRY	LOC119661152|XP_037926292.1|HILL
OG0002723	LOC120771457|XP_039955403.1|BTRY	LOC119657966|XP_037921103.1|HILL
OG0002724	LOC120766932|XP_039948613.1|BTRY	LOC119660156|XP_037924490.1|HILL
OG0002725	LOC120778283|XP_039966004.1|BTRY	LOC119648114|XP_037905564.1|HILL
OG0002726	LOC120777133|XP_039964212.1|BTRY, LOC120779421|XP_039967552.1|BTRY	LOC119648692|XP_037906424.1|HILL
OG0002727	LOC120777265|XP_039964402.1|BTRY	LOC119647457|XP_037904316.1|HILL
OG0002728	LOC120770081|XP_039953157.1|BTRY	LOC119661688|XP_037927060.1|HILL
OG0002729	LOC120777197|XP_039964299.1|BTRY	LOC119648230|XP_037905778.1|HILL
OG0002730	LOC120776626|XP_039963362.1|BTRY	LOC119648352|XP_037905982.1|HILL
OG0002731	LOC120776952|XP_039963975.1|BTRY	LOC119648330|XP_037905950.1|HILL
OG0002732	LOC120770181|XP_039953340.1|BTRY	LOC119661113|XP_037926236.1|HILL
OG0002733	LOC120771199|XP_039955033.1|BTRY	LOC119655277|XP_037917021.1|HILL
OG0002734	LOC120780042|XP_039968249.1|BTRY	LOC119646910|XP_037903509.1|HILL
OG0002735	LOC120772339|XP_039956820.1|BTRY	LOC119646522|XP_037902910.1|HILL
OG0002736	LOC120772340|XP_039956824.1|BTRY	LOC119656007|XP_037918181.1|HILL
OG0002737	LOC120776412|XP_039962974.1|BTRY	LOC119649755|XP_037907974.1|HILL
OG0002738	LOC120777639|XP_039965026.1|BTRY	LOC119649606|XP_037907752.1|HILL
OG0002739	LOC120778688|XP_039966566.1|BTRY	LOC119647917|XP_037905168.1|HILL
OG0002740	LOC120778687|XP_039966557.1|BTRY	LOC119647916|XP_037905167.1|HILL
OG0002741	LOC120781227|XP_039969294.1|BTRY	LOC119648694|XP_037906431.1|HILL
OG0002742	LOC120772452|XP_039957009.1|BTRY	LOC119646929|XP_037903541.1|HILL
OG0002743	LOC120778253|XP_039965955.1|BTRY	LOC119649356|XP_037907393.1|HILL
OG0002744	LOC120776513|XP_039963161.1|BTRY	LOC119647983|XP_037905294.1|HILL
OG0002745	LOC120776764|XP_039963661.1|BTRY	LOC119648322|XP_037905931.1|HILL
OG0002746	LOC120772098|XP_039956439.1|BTRY	LOC119646300|XP_037902644.1|HILL
OG0002747	LOC120766230|XP_039947542.1|BTRY, LOC120782547|XP_039970811.1|BTRY	LOC119660897|XP_037925759.1|HILL
OG0002748	LOC120771160|XP_039954973.1|BTRY	LOC119661792|XP_037927204.1|HILL
OG0002749	LOC120771965|XP_039956235.1|BTRY	LOC119646219|XP_037902529.1|HILL
OG0002750	LOC120770961|XP_039954624.1|BTRY	LOC119656755|XP_037919254.1|HILL
OG0002751	LOC120770347|XP_039953681.1|BTRY	LOC119661350|XP_037926582.1|HILL
OG0002752	LOC120771076|XP_039954829.1|BTRY	LOC119660461|XP_037924950.1|HILL
OG0002753	LOC120772288|XP_039956732.1|BTRY	LOC119646293|XP_037902636.1|HILL
OG0002754	LOC120778443|XP_039966166.1|BTRY	LOC119649894|XP_037908213.1|HILL
OG0002755	LOC120772026|XP_039956327.1|BTRY	LOC119659683|XP_037923846.1|HILL
OG0002756	LOC120777679|XP_039965079.1|BTRY	LOC119647887|XP_037905109.1|HILL
OG0002757	LOC120778467|XP_039966208.1|BTRY	LOC119649635|XP_037907809.1|HILL
OG0002758	LOC120772031|XP_039956335.1|BTRY	LOC119652512|XP_037912638.1|HILL
OG0002759	LOC120770454|XP_039953881.1|BTRY	LOC119646487|XP_037902874.1|HILL
OG0002760	LOC120770918|XP_039954548.1|BTRY	LOC119648802|XP_037906582.1|HILL
OG0002761	LOC120772877|XP_039957653.1|BTRY	LOC119647185|XP_037903922.1|HILL
OG0002762	LOC120770282|XP_039953542.1|BTRY	LOC119646363|XP_037902728.1|HILL
OG0002763	LOC120777642|XP_039965028.1|BTRY	LOC119647934|XP_037905202.1|HILL
OG0002764	LOC120778722|XP_039966618.1|BTRY	LOC119650059|XP_037908477.1|HILL
OG0002765	LOC120771264|XP_039955115.1|BTRY	LOC119650716|XP_037909660.1|HILL
OG0002766	LOC120772724|XP_039957420.1|BTRY	LOC119650727|XP_037909686.1|HILL
OG0002767	LOC120770150|XP_039953277.1|BTRY	LOC119661512|XP_037926811.1|HILL
OG0002768	LOC120770133|XP_039953249.1|BTRY	LOC119647766|XP_037904820.1|HILL
OG0002769	LOC120770044|XP_039953095.1|BTRY	LOC119646238|XP_037902558.1|HILL
OG0002770	LOC120771384|XP_039955285.1|BTRY	LOC119650152|XP_037908621.1|HILL
OG0002771	LOC120776903|XP_039963907.1|BTRY	LOC119649051|XP_037906957.1|HILL
OG0002772	LOC120778652|XP_039966503.1|BTRY	LOC119647635|XP_037904623.1|HILL
OG0002773	LOC120773006|XP_039957861.1|BTRY	LOC119646456|XP_037902834.1|HILL
OG0002774	LOC120772161|XP_039956532.1|BTRY	LOC119659602|XP_037923703.1|HILL
OG0002775	LOC120777896|XP_039965401.1|BTRY	LOC119649460|XP_037907542.1|HILL
OG0002776	LOC120776582|XP_039963284.1|BTRY	LOC119649116|XP_037907045.1|HILL
OG0002777	LOC120778562|XP_039966359.1|BTRY	LOC119648009|XP_037905337.1|HILL
OG0002778	LOC120777337|XP_039964515.1|BTRY	LOC119648241|XP_037905798.1|HILL
OG0002779	LOC120777968|XP_039965524.1|BTRY	LOC119650010|XP_037908407.1|HILL, LOC119649564|XP_037907690.1|HILL
OG0002780	LOC120775431|XP_039961553.1|BTRY	LOC119658179|XP_037921375.1|HILL
OG0002781	LOC120770402|XP_039953770.1|BTRY, LOC120780679|XP_039968881.1|BTRY	LOC119657612|XP_037920543.1|HILL
OG0002782	LOC120776471|XP_039963078.1|BTRY	LOC119650235|XP_037908743.1|HILL
OG0002783	LOC120779192|XP_039967390.1|BTRY	LOC119648695|XP_037906428.1|HILL
OG0002784	LOC120769994|XP_039953015.1|BTRY	LOC119659316|XP_037923261.1|HILL, LOC119659811|XP_037924021.1|HILL
OG0002785	LOC120777717|XP_039965140.1|BTRY	LOC119649070|XP_037906986.1|HILL
OG0002786	LOC120777448|XP_039964698.1|BTRY	LOC119647793|XP_037904923.1|HILL
OG0002787	LOC120777644|XP_039965029.1|BTRY	LOC119649518|XP_037907628.1|HILL
OG0002788	LOC120777645|XP_039965030.1|BTRY	LOC119648734|XP_037906479.1|HILL
OG0002789	LOC120778438|XP_039966153.1|BTRY	LOC119650424|XP_037909164.1|HILL
OG0002790	LOC120778317|XP_039966046.1|BTRY, LOC120778957|XP_039966964.1|BTRY, LOC120778363|XP_039966083.1|BTRY	LOC119648960|XP_037906806.1|HILL
OG0002791	LOC120777686|XP_039965094.1|BTRY	LOC119648705|XP_037906441.1|HILL
OG0002792	LOC120770298|XP_039953595.1|BTRY	LOC119646144|XP_037902430.1|HILL
OG0002793	LOC120777691|XP_039965098.1|BTRY	LOC119649539|XP_037907654.1|HILL
OG0002794	LOC120776358|XP_039962864.1|BTRY	LOC119647589|XP_037904527.1|HILL
OG0002795	LOC120777787|XP_039965242.1|BTRY	LOC119649385|XP_037907431.1|HILL
OG0002796	LOC120777982|XP_039965556.1|BTRY	LOC119648265|XP_037905845.1|HILL
OG0002797	LOC120777321|XP_039964496.1|BTRY	LOC119655239|XP_037916953.1|HILL
OG0002798	LOC120779916|XP_039968194.1|BTRY	LOC119660978|XP_037925988.1|HILL
OG0002800	LOC120776340|XP_039962816.1|BTRY	LOC119647705|XP_037904717.1|HILL
OG0002801	LOC120771969|XP_039956249.1|BTRY	LOC119646392|XP_037902764.1|HILL
