Orthogroup	DGUA.longest_only	BTRY.longest_only
OG0001769	LOC117588178|XP_034135185.1|DGUA	LOC120768870|XP_039951559.1|BTRY
OG0001770	LOC117584137|XP_034128781.1|DGUA	LOC120767908|XP_039950193.1|BTRY
OG0001771	LOC117582107|XP_034125564.1|DGUA	LOC120769517|XP_039952489.1|BTRY
OG0001772	LOC117584606|XP_034129506.1|DGUA	LOC120768053|XP_039950504.1|BTRY, LOC120768993|XP_039951761.1|BTRY
OG0001773	LOC117588193|XP_034135209.1|DGUA	LOC120769306|XP_039952173.1|BTRY
OG0001774	LOC117586571|XP_034132627.1|DGUA	LOC120770925|XP_039954562.1|BTRY
OG0001775	LOC117590971|XP_034139927.1|DGUA	LOC120773459|XP_039958293.1|BTRY
OG0001776	LOC117584191|XP_034128849.1|DGUA	LOC120768559|XP_039951237.1|BTRY
OG0001777	LOC117584341|XP_034129064.1|DGUA	LOC120767835|XP_039950059.1|BTRY
OG0001778	LOC117584668|XP_034129587.1|DGUA	LOC120769453|XP_039952391.1|BTRY
OG0001779	LOC117587522|XP_034134213.1|DGUA	LOC120768553|XP_039951231.1|BTRY
OG0001780	LOC117578755|XP_034120332.1|DGUA	LOC120771973|XP_039956258.1|BTRY
OG0001781	LOC117587628|XP_034134380.1|DGUA	LOC120767984|XP_039950335.1|BTRY
OG0001782	LOC117587616|XP_034134363.1|DGUA	LOC120781633|XP_039969798.1|BTRY
OG0001783	LOC117583901|XP_034128465.1|DGUA	LOC120768122|XP_039950608.1|BTRY
OG0001784	LOC117582399|XP_034125977.1|DGUA	LOC120769571|XP_039952560.1|BTRY
OG0001785	LOC117592045|XP_034141420.1|DGUA	LOC120770903|XP_039954510.1|BTRY
OG0001786	LOC117584718|XP_034129659.1|DGUA	LOC120767277|XP_039949083.1|BTRY
OG0001787	LOC117581850|XP_034125198.1|DGUA	LOC120767664|XP_039949771.1|BTRY, LOC120767586|XP_039949667.1|BTRY
OG0001788	LOC117578701|XP_034120238.1|DGUA	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY
OG0001789	LOC117591871|XP_034141140.1|DGUA	LOC120776731|XP_039963592.1|BTRY
OG0001790	LOC117584121|XP_034128763.1|DGUA	LOC120767203|XP_039948941.1|BTRY, LOC120767200|XP_039948938.1|BTRY
OG0001791	LOC117592252|XP_034141780.1|DGUA	LOC120772783|XP_039957496.1|BTRY
OG0001792	LOC117581878|XP_034125235.1|DGUA	LOC120769232|XP_039952064.1|BTRY
OG0001793	LOC117591608|XP_034140843.1|DGUA	LOC120770991|XP_039954672.1|BTRY
OG0001794	LOC117584666|XP_034129585.1|DGUA	LOC120769690|XP_039952750.1|BTRY, LOC120767232|XP_039948995.1|BTRY
OG0001795	LOC117582435|XP_034126029.1|DGUA	LOC120769557|XP_039952539.1|BTRY
OG0001796	LOC117580910|XP_034123563.1|DGUA	LOC120776048|XP_039962432.1|BTRY
OG0001797	LOC117590685|XP_034139476.1|DGUA	LOC120779744|XP_039968051.1|BTRY
OG0001798	LOC117592014|XP_034141359.1|DGUA	LOC120770413|XP_039953782.1|BTRY
OG0001799	LOC117580867|XP_034123507.1|DGUA	LOC120775892|XP_039962216.1|BTRY
OG0001800	LOC117584018|XP_034128640.1|DGUA	LOC120767428|XP_039949405.1|BTRY, LOC120769485|XP_039952446.1|BTRY
OG0001801	LOC117589356|XP_034137133.1|DGUA	LOC120777696|XP_039965104.1|BTRY
OG0001802	LOC117586519|XP_034132542.1|DGUA	LOC120782842|XP_039971305.1|BTRY
OG0001803	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA	LOC120777138|XP_039964221.1|BTRY
OG0001805	LOC117589210|XP_034136846.1|DGUA	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY
OG0001806	LOC117585775|XP_034131351.1|DGUA	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY
OG0001807	LOC117586313|XP_034132188.1|DGUA	LOC120780156|XP_039968372.1|BTRY
OG0001808	LOC117590190|XP_034138504.1|DGUA	LOC120766469|XP_039947942.1|BTRY
OG0001809	LOC117585899|XP_034131546.1|DGUA	LOC120782562|XP_039970830.1|BTRY
OG0001811	LOC117583446|XP_034127640.1|DGUA	LOC120772219|XP_039956632.1|BTRY
OG0001812	LOC117591520|XP_034140706.1|DGUA	LOC120775050|XP_039960965.1|BTRY
OG0001813	LOC117586131|XP_034131907.1|DGUA	LOC120766809|XP_039948448.1|BTRY
OG0001814	LOC117586612|XP_034132693.1|DGUA	LOC120782813|XP_039971226.1|BTRY
OG0001815	LOC117585442|XP_034130808.1|DGUA	LOC120779203|XP_039967411.1|BTRY
OG0001816	LOC117591865|XP_034141124.1|DGUA	LOC120771566|XP_039955566.1|BTRY
OG0001817	LOC117578767|XP_034120363.1|DGUA	LOC120773083|XP_039957967.1|BTRY
OG0001818	LOC117591287|XP_034140377.1|DGUA, LOC117591192|XP_034140221.1|DGUA	LOC120774509|XP_039960128.1|BTRY
OG0001819	LOC117591831|XP_034141063.1|DGUA	LOC120772593|XP_039957238.1|BTRY
OG0001820	LOC117582574|XP_034126311.1|DGUA	LOC120771633|XP_039955661.1|BTRY
OG0001821	LOC117590876|XP_034139792.1|DGUA	LOC120771343|XP_039955225.1|BTRY
OG0001822	LOC117591918|XP_034141201.1|DGUA	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY
OG0001823	LOC117579499|XP_034121292.1|DGUA	LOC120778288|XP_039966009.1|BTRY
OG0001824	LOC117582112|XP_034125575.1|DGUA	LOC120769449|XP_039952376.1|BTRY
OG0001825	LOC117592453|XP_034142108.1|DGUA	LOC120771104|XP_039954880.1|BTRY
OG0001826	LOC117591286|XP_034140409.1|DGUA	LOC120769304|XP_039952171.1|BTRY, LOC120772559|XP_039957177.1|BTRY
OG0001827	LOC117591944|XP_034141248.1|DGUA	LOC120772888|XP_039957673.1|BTRY
OG0001828	LOC117581504|XP_034124663.1|DGUA, LOC117584839|XP_034129867.1|DGUA	LOC120776203|XP_039962772.1|BTRY
OG0001829	LOC117578857|XP_034120538.1|DGUA	LOC120772850|XP_039957599.1|BTRY
OG0001830	LOC117592655|XP_034142490.1|DGUA	LOC120770855|XP_039954402.1|BTRY
OG0001831	LOC117579876|XP_034121887.1|DGUA	LOC120778154|XP_039965813.1|BTRY
OG0001832	LOC117588400|XP_034135546.1|DGUA	LOC120772911|XP_039957739.1|BTRY
OG0001833	LOC117580809|XP_034123455.1|DGUA	LOC120772336|XP_039956814.1|BTRY
OG0001834	LOC117589909|XP_034138073.1|DGUA	LOC120766284|XP_039947620.1|BTRY
OG0001837	LOC117583755|XP_034128167.1|DGUA	LOC120770847|XP_039954383.1|BTRY
OG0001838	LOC117591848|XP_034141105.1|DGUA	LOC120772583|XP_039957219.1|BTRY
OG0001839	LOC117592284|XP_034141841.1|DGUA	LOC120772863|XP_039957626.1|BTRY
OG0001848	LOC117585213|XP_034130487.1|DGUA	LOC120780518|XP_039968722.1|BTRY
OG0001849	LOC117585734|XP_034131270.1|DGUA	LOC120782296|XP_039970435.1|BTRY
OG0001850	LOC117590611|XP_034139292.1|DGUA	LOC120779509|XP_039967752.1|BTRY
OG0001851	LOC117590618|XP_034139302.1|DGUA	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY
OG0001852	LOC117586830|XP_034133002.1|DGUA	LOC120778071|XP_039965697.1|BTRY
OG0001853	LOC117583486|XP_034127688.1|DGUA	LOC120769560|XP_039952551.1|BTRY
OG0001854	LOC117580708|XP_034123254.1|DGUA	LOC120774412|XP_039959971.1|BTRY
OG0001855	LOC117592232|XP_034141757.1|DGUA	LOC120771857|XP_039956041.1|BTRY
OG0001856	LOC117584269|XP_034128972.1|DGUA, LOC117590206|XP_034138549.1|DGUA	LOC120775680|XP_039961906.1|BTRY
OG0001857	LOC117588282|XP_034135347.1|DGUA	LOC120775040|XP_039960949.1|BTRY
OG0001858	LOC117581181|XP_034124016.1|DGUA	LOC120773930|XP_039959063.1|BTRY
OG0001859	LOC117581658|XP_034124929.1|DGUA	LOC120773411|XP_039958214.1|BTRY
OG0001860	LOC117579914|XP_034121943.1|DGUA	LOC120778884|XP_039966861.1|BTRY
OG0001861	LOC117583559|XP_034127817.1|DGUA	LOC120782749|XP_039971127.1|BTRY
OG0001862	LOC117581282|XP_034124194.1|DGUA	LOC120775724|XP_039961974.1|BTRY
OG0001863	LOC117581556|XP_034124779.1|DGUA	LOC120773470|XP_039958319.1|BTRY
OG0001864	LOC117589479|XP_034137328.1|DGUA	LOC120767731|XP_039949893.1|BTRY
OG0001865	LOC117580836|XP_034123466.1|DGUA	LOC120775188|XP_039961176.1|BTRY
OG0001866	LOC117589756|XP_034137828.1|DGUA	LOC120766388|XP_039947760.1|BTRY
OG0001867	LOC117588883|XP_034136300.1|DGUA	LOC120777752|XP_039965180.1|BTRY
OG0001868	LOC117588018|XP_034134944.1|DGUA	LOC120768960|XP_039951687.1|BTRY
OG0001869	LOC117589757|XP_034137833.1|DGUA	LOC120782222|XP_039970318.1|BTRY
OG0001870	LOC117581432|XP_034124495.1|DGUA	LOC120775404|XP_039961501.1|BTRY
OG0001871	LOC117591015|XP_034139992.1|DGUA	LOC120774927|XP_039960738.1|BTRY
OG0001872	LOC117583082|XP_034127150.1|DGUA	LOC120766647|XP_039948205.1|BTRY
OG0001873	LOC117590064|XP_034138277.1|DGUA	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY
OG0001874	LOC117585551|XP_034130964.1|DGUA	LOC120780448|XP_039968656.1|BTRY
OG0001875	LOC117583805|XP_034128277.1|DGUA	LOC120772900|XP_039957718.1|BTRY, LOC120772920|XP_039957757.1|BTRY
OG0001876	LOC117588803|XP_034136209.1|DGUA	LOC120775823|XP_039962112.1|BTRY
OG0001877	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA	LOC120773951|XP_039959111.1|BTRY
OG0001878	LOC117589939|XP_034138116.1|DGUA	LOC120775772|XP_039962041.1|BTRY
OG0001879	LOC117584988|XP_034130102.1|DGUA	LOC120780516|XP_039968720.1|BTRY
OG0001880	LOC117585756|XP_034131303.1|DGUA	LOC120777795|XP_039965265.1|BTRY
OG0001881	LOC117583145|XP_034127225.1|DGUA	LOC120766621|XP_039948166.1|BTRY
OG0001882	LOC117583037|XP_034127089.1|DGUA	LOC120782670|XP_039970986.1|BTRY
OG0001883	LOC117582717|XP_034126530.1|DGUA	LOC120768979|XP_039951720.1|BTRY
OG0001884	LOC117589566|XP_034137507.1|DGUA	LOC120782023|XP_039970117.1|BTRY
OG0001885	LOC117584663|XP_034129582.1|DGUA	LOC120767336|XP_039949214.1|BTRY
OG0001886	LOC117583766|XP_034128209.1|DGUA	LOC120778300|XP_039966024.1|BTRY
OG0001887	LOC117592285|XP_034141838.1|DGUA	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY
OG0001888	LOC117586548|XP_034132601.1|DGUA	LOC120782509|XP_039970751.1|BTRY
OG0001889	LOC117583305|XP_034127440.1|DGUA, LOC117590321|XP_034138704.1|DGUA	LOC120774217|XP_039959607.1|BTRY
OG0001890	LOC117589186|XP_034136801.1|DGUA	LOC120782726|XP_039971086.1|BTRY
OG0001891	LOC117584985|XP_034130098.1|DGUA	LOC120776499|XP_039963120.1|BTRY
OG0001892	LOC117590145|XP_034138411.1|DGUA	LOC120773445|XP_039958264.1|BTRY
OG0001893	LOC117583364|XP_034127533.1|DGUA	LOC120780842|XP_039969225.1|BTRY
OG0001894	LOC117580383|XP_034122814.1|DGUA	LOC120771323|XP_039955201.1|BTRY
OG0001895	LOC117590642|XP_034139375.1|DGUA	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY
OG0001896	LOC117584608|XP_034129510.1|DGUA	LOC120779488|XP_039967708.1|BTRY
OG0001897	LOC117589546|XP_034137441.1|DGUA	LOC120768001|XP_039950361.1|BTRY
OG0001898	LOC117581377|XP_034124406.1|DGUA	LOC120773741|XP_039958735.1|BTRY
OG0001899	LOC117585235|XP_034130518.1|DGUA	LOC120775806|XP_039962093.1|BTRY
OG0001901	LOC117583903|XP_034128468.1|DGUA	LOC120767988|XP_039950340.1|BTRY
OG0001903	LOC117590077|XP_034138306.1|DGUA	LOC120775305|XP_039961376.1|BTRY
OG0001904	LOC117583679|XP_034128041.1|DGUA	LOC120776156|XP_039963004.1|BTRY
OG0001906	LOC117589498|XP_034137361.1|DGUA	LOC120782744|XP_039971111.1|BTRY, LOC120782743|XP_039971110.1|BTRY
OG0001907	LOC117588466|XP_034135646.1|DGUA	LOC120773870|XP_039958957.1|BTRY
OG0001908	LOC117583590|XP_034127870.1|DGUA	LOC120778174|XP_039965847.1|BTRY
OG0001909	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA	LOC120774269|XP_039959681.1|BTRY
OG0001910	LOC117583180|XP_034127271.1|DGUA	LOC120775975|XP_039962334.1|BTRY
OG0001911	LOC117582789|XP_034126663.1|DGUA	LOC120766736|XP_039948322.1|BTRY
OG0001913	LOC117583924|XP_034128494.1|DGUA	LOC120769636|XP_039952673.1|BTRY
OG0001914	LOC117585355|XP_034130693.1|DGUA	LOC120780923|XP_039969086.1|BTRY
OG0001915	LOC117589153|XP_034136741.1|DGUA	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY
OG0001916	LOC117579221|XP_034120887.1|DGUA	LOC120770934|XP_039954572.1|BTRY
OG0001917	LOC117589188|XP_034136803.1|DGUA	LOC120777371|XP_039964582.1|BTRY
OG0001918	LOC117589296|XP_034136979.1|DGUA	LOC120778807|XP_039966745.1|BTRY
OG0001919	LOC117588108|XP_034135074.1|DGUA	LOC120771790|XP_039955921.1|BTRY
OG0001920	LOC117588843|XP_034136227.1|DGUA	LOC120776391|XP_039962937.1|BTRY
OG0001921	LOC117591755|XP_034140957.1|DGUA	LOC120776541|XP_039963213.1|BTRY
OG0001922	LOC117590257|XP_034138636.1|DGUA	LOC120771975|XP_039956265.1|BTRY
OG0001923	LOC117579432|XP_034121205.1|DGUA	LOC120777208|XP_039964317.1|BTRY
OG0001924	LOC117587819|XP_034134667.1|DGUA	LOC120767888|XP_039950147.1|BTRY
OG0001925	LOC117588852|XP_034136243.1|DGUA	LOC120778187|XP_039965858.1|BTRY
OG0001926	LOC117587028|XP_034133344.1|DGUA, LOC117587027|XP_034133343.1|DGUA	LOC120776505|XP_039963133.1|BTRY
OG0001927	LOC117588597|XP_034135897.1|DGUA	LOC120772111|XP_039956455.1|BTRY
OG0001928	LOC117580358|XP_034122767.1|DGUA	LOC120778640|XP_039966473.1|BTRY
OG0001929	LOC117580174|XP_034122392.1|DGUA	LOC120777589|XP_039964938.1|BTRY
OG0001930	LOC117592698|XP_034142554.1|DGUA	LOC120770289|XP_039953560.1|BTRY
OG0001932	LOC117587265|XP_034133730.1|DGUA	LOC120777356|XP_039964545.1|BTRY
OG0001933	LOC117589373|XP_034137178.1|DGUA	LOC120771690|XP_039955758.1|BTRY
OG0001934	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA	LOC120777393|XP_039964620.1|BTRY
OG0001935	LOC117588929|XP_034136395.1|DGUA	LOC120776510|XP_039963148.1|BTRY
OG0001937	LOC117592171|XP_034141658.1|DGUA	LOC120770953|XP_039954601.1|BTRY
OG0001938	LOC117591874|XP_034141139.1|DGUA	LOC120771881|XP_039956074.1|BTRY
OG0001939	LOC117592507|XP_034142243.1|DGUA	LOC120771918|XP_039956142.1|BTRY
OG0001940	LOC117591519|XP_034140708.1|DGUA	LOC120773102|XP_039958007.1|BTRY
OG0001941	LOC117588991|XP_034136483.1|DGUA	LOC120778078|XP_039965706.1|BTRY
OG0001942	LOC117578494|XP_034119919.1|DGUA	LOC120772531|XP_039957133.1|BTRY
OG0001943	LOC117588932|XP_034136399.1|DGUA	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY
OG0001944	LOC117587439|XP_034134012.1|DGUA	LOC120778575|XP_039966373.1|BTRY
OG0001945	LOC117580689|XP_034123209.1|DGUA	LOC120771554|XP_039955549.1|BTRY
OG0001946	LOC117581578|XP_034124823.1|DGUA	LOC120772230|XP_039956656.1|BTRY
OG0001947	LOC117578773|XP_034120370.1|DGUA	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY
OG0001948	LOC117588570|XP_034135857.1|DGUA	LOC120776857|XP_039963837.1|BTRY
OG0001949	LOC117586858|XP_034133045.1|DGUA	LOC120778048|XP_039965657.1|BTRY
OG0001950	LOC117586649|XP_034132774.1|DGUA	LOC120782371|XP_039970542.1|BTRY
OG0001951	LOC117592153|XP_034141610.1|DGUA	LOC120772577|XP_039957214.1|BTRY
OG0001952	LOC117592019|XP_034141406.1|DGUA	LOC120772022|XP_039956323.1|BTRY
OG0001953	LOC117589348|XP_034137151.1|DGUA	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY
OG0001954	LOC117578833|XP_034120498.1|DGUA	LOC120770100|XP_039953205.1|BTRY
OG0001955	LOC117591839|XP_034141096.1|DGUA	LOC120772766|XP_039957475.1|BTRY
OG0001956	LOC117589437|XP_034137267.1|DGUA	LOC120777376|XP_039964599.1|BTRY
OG0001957	LOC117578539|XP_034119998.1|DGUA	LOC120772177|XP_039956559.1|BTRY
OG0001958	LOC117581052|XP_034123784.1|DGUA	LOC120770258|XP_039953498.1|BTRY
OG0001959	LOC117586942|XP_034133199.1|DGUA	LOC120778938|XP_039966929.1|BTRY
OG0001960	LOC117587164|XP_034133568.1|DGUA	LOC120776344|XP_039962830.1|BTRY
OG0001961	LOC117587841|XP_034134700.1|DGUA	LOC120770306|XP_039953608.1|BTRY
OG0001962	LOC117580375|XP_034122802.1|DGUA	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY
OG0001963	LOC117589225|XP_034136866.1|DGUA	LOC120772630|XP_039957286.1|BTRY
OG0001964	LOC117580110|XP_034122277.1|DGUA	LOC120777367|XP_039964570.1|BTRY
OG0001965	LOC117587338|XP_034133867.1|DGUA	LOC120778986|XP_039967018.1|BTRY
OG0001966	LOC117583052|XP_034127105.1|DGUA	LOC120782546|XP_039970810.1|BTRY
OG0001967	LOC117581879|XP_034125239.1|DGUA	LOC120771395|XP_039955295.1|BTRY
OG0001968	LOC117579502|XP_034121296.1|DGUA	LOC120778717|XP_039966614.1|BTRY
OG0001969	LOC117578592|XP_034120072.1|DGUA	LOC120770952|XP_039954600.1|BTRY
OG0001970	LOC117592242|XP_034141768.1|DGUA	LOC120772750|XP_039957446.1|BTRY
OG0001971	LOC117586528|XP_034132556.1|DGUA	LOC120768970|XP_039951699.1|BTRY
OG0001972	LOC117590967|XP_034139919.1|DGUA	LOC120771026|XP_039954736.1|BTRY
OG0001973	LOC117580399|XP_034122839.1|DGUA	LOC120771553|XP_039955548.1|BTRY
OG0001974	LOC117591065|XP_034140061.1|DGUA	LOC120770989|XP_039954670.1|BTRY
OG0001975	LOC117589164|XP_034136761.1|DGUA	LOC120778480|XP_039966230.1|BTRY
OG0001976	LOC117592536|XP_034142296.1|DGUA	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY
OG0001977	LOC117584293|XP_034129005.1|DGUA	LOC120767534|XP_039949559.1|BTRY
OG0001978	LOC117582006|XP_034125393.1|DGUA	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY
OG0001979	LOC117581764|XP_034125057.1|DGUA	LOC120767436|XP_039949433.1|BTRY
OG0001980	LOC117581827|XP_034125162.1|DGUA	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY
OG0001981	LOC117582412|XP_034125993.1|DGUA	LOC120768074|XP_039950537.1|BTRY
OG0001982	LOC117587604|XP_034134346.1|DGUA	LOC120769190|XP_039952018.1|BTRY
OG0001983	LOC117587792|XP_034134629.1|DGUA	LOC120773400|XP_039958190.1|BTRY
OG0001984	LOC117588101|XP_034135062.1|DGUA	LOC120769382|XP_039952284.1|BTRY
OG0001985	LOC117588104|XP_034135066.1|DGUA	LOC120780145|XP_039968365.1|BTRY
OG0001986	LOC117587675|XP_034134458.1|DGUA	LOC120768862|XP_039951551.1|BTRY
OG0001987	LOC117590974|XP_034139934.1|DGUA	LOC120774159|XP_039959505.1|BTRY
OG0001988	LOC117592008|XP_034141352.1|DGUA	LOC120770037|XP_039953086.1|BTRY
OG0001989	LOC117582355|XP_034125902.1|DGUA	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY
OG0001991	LOC117587920|XP_034134798.1|DGUA	LOC120768755|XP_039951461.1|BTRY
OG0001992	LOC117581820|XP_034125154.1|DGUA	LOC120768570|XP_039951253.1|BTRY
OG0001993	LOC117591576|XP_034140784.1|DGUA	LOC120768392|XP_039950998.1|BTRY
OG0001994	LOC117585327|XP_034130657.1|DGUA	LOC120773364|XP_039958128.1|BTRY
OG0001995	LOC117588234|XP_034135275.1|DGUA	LOC120781538|XP_039969703.1|BTRY
OG0001996	LOC117584741|XP_034129714.1|DGUA	LOC120767965|XP_039950302.1|BTRY
OG0001997	LOC117586636|XP_034132755.1|DGUA	LOC120770842|XP_039954372.1|BTRY
OG0001998	LOC117586579|XP_034132639.1|DGUA	LOC120770212|XP_039953400.1|BTRY
OG0001999	LOC117580340|XP_034122740.1|DGUA	LOC120771449|XP_039955391.1|BTRY
OG0002000	LOC117582366|XP_034125915.1|DGUA	LOC120769380|XP_039952283.1|BTRY
OG0002001	LOC117582555|XP_034126272.1|DGUA	LOC120767679|XP_039949788.1|BTRY
OG0002002	LOC117583406|XP_034127583.1|DGUA	LOC120771088|XP_039954848.1|BTRY
OG0002003	LOC117584518|XP_034129353.1|DGUA	LOC120768124|XP_039950610.1|BTRY
OG0002004	LOC117582197|XP_034125695.1|DGUA	LOC120768071|XP_039950531.1|BTRY
OG0002005	LOC117590897|XP_034139819.1|DGUA	LOC120768433|XP_039951049.1|BTRY
OG0002006	LOC117584837|XP_034129859.1|DGUA	LOC120768995|XP_039951762.1|BTRY
OG0002007	LOC117587619|XP_034134367.1|DGUA	LOC120768444|XP_039951068.1|BTRY
OG0002008	LOC117590677|XP_034139444.1|DGUA	LOC120779457|XP_039967649.1|BTRY
OG0002009	LOC117581134|XP_034123955.1|DGUA	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY
OG0002010	LOC117583899|XP_034128461.1|DGUA	LOC120769613|XP_039952647.1|BTRY
OG0002011	LOC117588149|XP_034135138.1|DGUA	LOC120769493|XP_039952456.1|BTRY
OG0002012	LOC117582589|XP_034126326.1|DGUA	LOC120767387|XP_039949326.1|BTRY
OG0002013	LOC117587837|XP_034134690.1|DGUA	LOC120769127|XP_039951922.1|BTRY
OG0002014	LOC117586040|XP_034131779.1|DGUA	LOC120771209|XP_039955045.1|BTRY
OG0002015	LOC117581959|XP_034125332.1|DGUA	LOC120769638|XP_039952677.1|BTRY
OG0002016	LOC117578411|XP_034119760.1|DGUA	LOC120772236|XP_039956662.1|BTRY
OG0002017	LOC117584807|XP_034129816.1|DGUA	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY
OG0002018	LOC117591560|XP_034140755.1|DGUA	LOC120767880|XP_039950140.1|BTRY
OG0002019	LOC117582016|XP_034125428.1|DGUA	LOC120767713|XP_039949843.1|BTRY
OG0002020	LOC117587826|XP_034134677.1|DGUA	LOC120769272|XP_039952118.1|BTRY
OG0002021	LOC117581809|XP_034125145.1|DGUA	LOC120772968|XP_039957805.1|BTRY
OG0002022	LOC117583871|XP_034128408.1|DGUA	LOC120767733|XP_039949875.1|BTRY
OG0002023	LOC117589804|XP_034137907.1|DGUA	LOC120771303|XP_039955174.1|BTRY
OG0002024	LOC117584712|XP_034129648.1|DGUA	LOC120769476|XP_039952432.1|BTRY
OG0002025	LOC117581987|XP_034125370.1|DGUA	LOC120769378|XP_039952280.1|BTRY
OG0002026	LOC117579320|XP_034121023.1|DGUA	LOC120777293|XP_039964438.1|BTRY
OG0002027	LOC117591197|XP_034140231.1|DGUA	LOC120772974|XP_039957816.1|BTRY
OG0002028	LOC117587745|XP_034134601.1|DGUA	LOC120771529|XP_039955521.1|BTRY
OG0002029	LOC117579619|XP_034121465.1|DGUA	LOC120777455|XP_039964710.1|BTRY
OG0002030	LOC117578691|XP_034120217.1|DGUA	LOC120771727|XP_039955816.1|BTRY
OG0002031	LOC117589792|XP_034137888.1|DGUA	LOC120780129|XP_039968344.1|BTRY
OG0002032	LOC117590127|XP_034138390.1|DGUA	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY
OG0002033	LOC117580659|XP_034123158.1|DGUA	LOC120773383|XP_039958147.1|BTRY
OG0002034	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA	LOC120773477|XP_039958329.1|BTRY
OG0002035	LOC117584915|XP_034129953.1|DGUA	LOC120776579|XP_039963283.1|BTRY
OG0002036	LOC117583591|XP_034127871.1|DGUA	LOC120782530|XP_039970783.1|BTRY
OG0002037	LOC117579443|XP_034121222.1|DGUA	LOC120775610|XP_039961784.1|BTRY
OG0002038	LOC117586289|XP_034132133.1|DGUA	LOC120782344|XP_039970511.1|BTRY
OG0002039	LOC117590028|XP_034138215.1|DGUA	LOC120781402|XP_039969547.1|BTRY
OG0002040	LOC117590150|XP_034138423.1|DGUA	LOC120780294|XP_039968512.1|BTRY
OG0002041	LOC117592303|XP_034141863.1|DGUA	LOC120770828|XP_039954348.1|BTRY
OG0002042	LOC117586710|XP_034132872.1|DGUA	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY
OG0002043	LOC117585745|XP_034131285.1|DGUA	LOC120782311|XP_039970461.1|BTRY
OG0002044	LOC117583208|XP_034127305.1|DGUA	LOC120767038|XP_039948817.1|BTRY
OG0002045	LOC117585489|XP_034130875.1|DGUA	LOC120766980|XP_039948710.1|BTRY
OG0002046	LOC117581206|XP_034124070.1|DGUA	LOC120774522|XP_039960152.1|BTRY
OG0002048	LOC117586646|XP_034132771.1|DGUA	LOC120766304|XP_039947653.1|BTRY
OG0002049	LOC117590187|XP_034138487.1|DGUA	LOC120766463|XP_039947926.1|BTRY
OG0002050	LOC117586718|XP_034132892.1|DGUA	LOC120771772|XP_039955899.1|BTRY
OG0002051	LOC117578891|XP_034120583.1|DGUA	LOC120772938|XP_039957776.1|BTRY
OG0002052	LOC117588931|XP_034136398.1|DGUA	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY
OG0002053	LOC117586026|XP_034131752.1|DGUA	LOC120782891|XP_039971374.1|BTRY
OG0002054	LOC117589814|XP_034137933.1|DGUA	LOC120766409|XP_039947794.1|BTRY
OG0002055	LOC117586053|XP_034131787.1|DGUA	LOC120767028|XP_039948808.1|BTRY
OG0002056	LOC117589354|XP_034137131.1|DGUA	LOC120776501|XP_039963129.1|BTRY
OG0002057	LOC117582397|XP_034125971.1|DGUA	LOC120769761|XP_039952858.1|BTRY
OG0002058	LOC117588998|XP_034136500.1|DGUA	LOC120782238|XP_039970339.1|BTRY
OG0002059	LOC117586321|XP_034132201.1|DGUA	LOC120767646|XP_039949754.1|BTRY
OG0002060	LOC117584281|XP_034129029.1|DGUA	LOC120770532|XP_039954018.1|BTRY
