Orthogroup	DGUA.longest_only	CCAP.longest_only
OG0002309	LOC117582416|XP_034125999.1|DGUA	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	LOC117584850|XP_034129879.1|DGUA	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC117587942|XP_034134827.1|DGUA	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	LOC117587761|XP_034134584.1|DGUA	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC117592442|XP_034142088.1|DGUA	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC117581476|XP_034124608.1|DGUA	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC117587651|XP_034134436.1|DGUA	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC117582582|XP_034126319.1|DGUA	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	LOC117580544|XP_034123029.1|DGUA	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
OG0002318	LOC117582400|XP_034125978.1|DGUA	CCAP1982_LOCUS8251|CAD6999725.1|CCAP
OG0002319	LOC117587827|XP_034134678.1|DGUA	CCAP1982_LOCUS6513|CAD6997894.1|CCAP
OG0002320	LOC117578499|XP_034119969.1|DGUA	CCAP1982_LOCUS22252|CAD7014249.1|CCAP
OG0002321	LOC117578756|XP_034120336.1|DGUA	CCAP1982_LOCUS7425|CAD6998878.1|CCAP
OG0002322	LOC117588145|XP_034135131.1|DGUA	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP
OG0002323	LOC117584600|XP_034129497.1|DGUA	CCAP1982_LOCUS8328|CAD6999813.1|CCAP
OG0002324	LOC117580140|XP_034122329.1|DGUA	CCAP1982_LOCUS14520|CAD7006191.1|CCAP
OG0002325	LOC117587470|XP_034134091.1|DGUA	CCAP1982_LOCUS11038|CAD7002549.1|CCAP
OG0002326	LOC117587469|XP_034134084.1|DGUA	CCAP1982_LOCUS11043|CAD7002554.1|CCAP
OG0002327	LOC117585209|XP_034130478.1|DGUA	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP
OG0002328	LOC117587879|XP_034134747.1|DGUA	CCAP1982_LOCUS6360|CAD6997728.1|CCAP
OG0002329	LOC117582080|XP_034125531.1|DGUA	CCAP1982_LOCUS7039|CAD6998440.1|CCAP
OG0002330	LOC117591620|XP_034140824.1|DGUA, LOC117591681|XP_034140897.1|DGUA, LOC117582082|XP_034125532.1|DGUA	CCAP1982_LOCUS7041|CAD6998443.1|CCAP
OG0002332	LOC117579662|XP_034121536.1|DGUA	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP
OG0002333	LOC117582551|XP_034126262.1|DGUA	CCAP1982_LOCUS21396|CAD7013327.1|CCAP
OG0002334	LOC117587669|XP_034134451.1|DGUA	CCAP1982_LOCUS5410|CAD6996730.1|CCAP
OG0002335	LOC117579294|XP_034120995.1|DGUA	CCAP1982_LOCUS21160|CAD7013083.1|CCAP
OG0002336	LOC117579489|XP_034121278.1|DGUA	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP
OG0002337	LOC117592681|XP_034142531.1|DGUA	CCAP1982_LOCUS21529|CAD7013466.1|CCAP
OG0002338	LOC117584723|XP_034129667.1|DGUA	CCAP1982_LOCUS6867|CAD6998258.1|CCAP
OG0002339	LOC117583927|XP_034128498.1|DGUA	CCAP1982_LOCUS6814|CAD6998198.1|CCAP
OG0002340	LOC117581685|XP_034124951.1|DGUA	CCAP1982_LOCUS6808|CAD6998192.1|CCAP
OG0002341	LOC117586441|XP_034132374.1|DGUA	CCAP1982_LOCUS22766|CAD7014798.1|CCAP
OG0002342	LOC117584774|XP_034129768.1|DGUA	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP
OG0002343	LOC117583939|XP_034128513.1|DGUA	CCAP1982_LOCUS8470|CAD6999963.1|CCAP
OG0002344	LOC117587831|XP_034134684.1|DGUA	CCAP1982_LOCUS5714|CAD6997060.1|CCAP
OG0002345	LOC117591812|XP_034141032.1|DGUA	CCAP1982_LOCUS22692|CAD7014710.1|CCAP
OG0002346	LOC117584295|XP_034129009.1|DGUA	CCAP1982_LOCUS5760|CAD6997112.1|CCAP
OG0002347	LOC117584125|XP_034128771.1|DGUA	CCAP1982_LOCUS22133|CAD7014128.1|CCAP
OG0002348	LOC117581854|XP_034125202.1|DGUA	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP
OG0002349	LOC117584583|XP_034129453.1|DGUA	CCAP1982_LOCUS22699|CAD7014720.1|CCAP
OG0002350	LOC117591802|XP_034141006.1|DGUA	CCAP1982_LOCUS22693|CAD7014711.1|CCAP
OG0002351	LOC117584075|XP_034128716.1|DGUA	CCAP1982_LOCUS21263|CAD7013192.1|CCAP
OG0002352	LOC117589923|XP_034138100.1|DGUA	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP
OG0002353	LOC117588082|XP_034135041.1|DGUA	CCAP1982_LOCUS6170|CAD6997531.1|CCAP
OG0002354	LOC117583902|XP_034128466.1|DGUA	CCAP1982_LOCUS9019|CAD7000543.1|CCAP
OG0002355	LOC117587577|XP_034134298.1|DGUA	CCAP1982_LOCUS5445|CAD6996768.1|CCAP
OG0002356	LOC117581839|XP_034125182.1|DGUA	CCAP1982_LOCUS7063|CAD6998466.1|CCAP
OG0002357	LOC117584906|XP_034129940.1|DGUA	CCAP1982_LOCUS2050|CAD6993232.1|CCAP
OG0002360	LOC117582549|XP_034126252.1|DGUA	CCAP1982_LOCUS5670|CAD6997009.1|CCAP
OG0002361	LOC117580068|XP_034122200.1|DGUA	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP
OG0002362	LOC117582418|XP_034126000.1|DGUA	CCAP1982_LOCUS8323|CAD6999807.1|CCAP
OG0002363	LOC117584362|XP_034129091.1|DGUA	CCAP1982_LOCUS8482|CAD6999977.1|CCAP
OG0002364	LOC117583862|XP_034128382.1|DGUA	CCAP1982_LOCUS5679|CAD6997018.1|CCAP
OG0002365	LOC117584445|XP_034129252.1|DGUA	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP
OG0002366	LOC117582604|XP_034126364.1|DGUA	CCAP1982_LOCUS7834|CAD6999306.1|CCAP
OG0002367	LOC117582525|XP_034126214.1|DGUA	CCAP1982_LOCUS8059|CAD6999537.1|CCAP
OG0002368	LOC117587612|XP_034134353.1|DGUA	CCAP1982_LOCUS6261|CAD6997625.1|CCAP
OG0002369	LOC117580677|XP_034123186.1|DGUA	CCAP1982_LOCUS8307|CAD6999786.1|CCAP
OG0002370	LOC117584535|XP_034129377.1|DGUA	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP
OG0002371	LOC117583885|XP_034128432.1|DGUA	CCAP1982_LOCUS6034|CAD6997393.1|CCAP
OG0002372	LOC117582626|XP_034126392.1|DGUA	CCAP1982_LOCUS6639|CAD6998022.1|CCAP
OG0002373	LOC117584054|XP_034128686.1|DGUA	CCAP1982_LOCUS7405|CAD6998856.1|CCAP
OG0002374	LOC117583571|XP_034127838.1|DGUA	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP
OG0002375	LOC117589955|XP_034138144.1|DGUA	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	LOC117584864|XP_034129904.1|DGUA	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	LOC117586577|XP_034132633.1|DGUA	CCAP1982_LOCUS746|CAD6991847.1|CCAP
OG0002378	LOC117579078|XP_034120677.1|DGUA	CCAP1982_LOCUS14551|CAD7006225.1|CCAP
OG0002379	LOC117582072|XP_034125520.1|DGUA	CCAP1982_LOCUS190|CAD6991256.1|CCAP
OG0002381	LOC117592013|XP_034141358.1|DGUA	CCAP1982_LOCUS7135|CAD6998550.1|CCAP
OG0002383	LOC117587103|XP_034133485.1|DGUA	CCAP1982_LOCUS14927|CAD7006620.1|CCAP
OG0002385	LOC117590666|XP_034139420.1|DGUA	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP
OG0002386	LOC117586482|XP_034132470.1|DGUA	CCAP1982_LOCUS95|CAD6991155.1|CCAP
OG0002387	LOC117582986|XP_034127008.1|DGUA	CCAP1982_LOCUS455|CAD6991535.1|CCAP
OG0002389	LOC117582919|XP_034126908.1|DGUA	CCAP1982_LOCUS486|CAD6991568.1|CCAP
OG0002390	LOC117584427|XP_034129215.1|DGUA	CCAP1982_LOCUS9598|CAD7001126.1|CCAP
OG0002391	LOC117580961|XP_034123642.1|DGUA	CCAP1982_LOCUS20260|CAD7012158.1|CCAP
OG0002392	LOC117579693|XP_034121574.1|DGUA	CCAP1982_LOCUS12467|CAD7004042.1|CCAP
OG0002393	LOC117589075|XP_034136601.1|DGUA	CCAP1982_LOCUS11835|CAD7003376.1|CCAP
OG0002394	LOC117585608|XP_034131051.1|DGUA	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP
OG0002395	LOC117585316|XP_034130637.1|DGUA	CCAP1982_LOCUS4612|CAD6995910.1|CCAP
OG0002396	LOC117592181|XP_034141671.1|DGUA, LOC117592170|XP_034141657.1|DGUA, LOC117592706|XP_034142565.1|DGUA	CCAP1982_LOCUS21363|CAD7013292.1|CCAP
OG0002397	LOC117591932|XP_034141231.1|DGUA	CCAP1982_LOCUS22193|CAD7014187.1|CCAP
OG0002399	LOC117592225|XP_034141751.1|DGUA	CCAP1982_LOCUS21056|CAD7012965.1|CCAP
OG0002400	LOC117589344|XP_034137098.1|DGUA	CCAP1982_LOCUS20461|CAD7012367.1|CCAP
OG0002401	LOC117590603|XP_034139273.1|DGUA	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP
OG0002402	LOC117585955|XP_034131645.1|DGUA	CCAP1982_LOCUS5082|CAD6996408.1|CCAP
OG0002403	LOC117585956|XP_034131651.1|DGUA	CCAP1982_LOCUS5084|CAD6996411.1|CCAP
OG0002404	LOC117590079|XP_034138308.1|DGUA	CCAP1982_LOCUS4227|CAD6995514.1|CCAP
OG0002405	LOC117586323|XP_034132203.1|DGUA	CCAP1982_LOCUS5032|CAD6996354.1|CCAP
OG0002406	LOC117589255|XP_034136921.1|DGUA	CCAP1982_LOCUS13328|CAD7004949.1|CCAP
OG0002407	LOC117582759|XP_034126611.1|DGUA	CCAP1982_LOCUS132|CAD6991194.1|CCAP
OG0002408	LOC117585941|XP_034131601.1|DGUA	CCAP1982_LOCUS4562|CAD6995861.1|CCAP
OG0002409	LOC117580347|XP_034122750.1|DGUA	CCAP1982_LOCUS14214|CAD7005872.1|CCAP, CCAP1982_LOCUS14215|CAD7005873.1|CCAP, CCAP1982_LOCUS14219|CAD7005877.1|CCAP
OG0002410	LOC117586339|XP_034132225.1|DGUA	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP
OG0002411	LOC117586611|XP_034132692.1|DGUA	CCAP1982_LOCUS243|CAD6991314.1|CCAP
OG0002412	LOC117585823|XP_034131444.1|DGUA	CCAP1982_LOCUS4146|CAD6995429.1|CCAP
OG0002414	LOC117586957|XP_034133221.1|DGUA	CCAP1982_LOCUS12880|CAD7004475.1|CCAP
OG0002415	LOC117586024|XP_034131751.1|DGUA	CCAP1982_LOCUS816|CAD6991926.1|CCAP
OG0002416	LOC117590628|XP_034139330.1|DGUA	CCAP1982_LOCUS10185|CAD7001695.1|CCAP
OG0002417	LOC117582628|XP_034126394.1|DGUA	CCAP1982_LOCUS6629|CAD6998012.1|CCAP
OG0002418	LOC117590140|XP_034138403.1|DGUA	CCAP1982_LOCUS4198|CAD6995482.1|CCAP
OG0002420	LOC117589401|XP_034137211.1|DGUA	CCAP1982_LOCUS14977|CAD7006675.1|CCAP
OG0002421	LOC117585055|XP_034130205.1|DGUA	CCAP1982_LOCUS409|CAD6991484.1|CCAP
OG0002422	LOC117585245|XP_034130548.1|DGUA	CCAP1982_LOCUS875|CAD6991988.1|CCAP
OG0002423	LOC117579193|XP_034120853.1|DGUA	CCAP1982_LOCUS13370|CAD7004994.1|CCAP
OG0002424	LOC117590661|XP_034139405.1|DGUA	CCAP1982_LOCUS13321|CAD7004942.1|CCAP
OG0002426	LOC117587193|XP_034133628.1|DGUA	CCAP1982_LOCUS10970|CAD7002481.1|CCAP
OG0002427	LOC117590663|XP_034139406.1|DGUA	CCAP1982_LOCUS9720|CAD7001222.1|CCAP
OG0002429	LOC117587074|XP_034133417.1|DGUA	CCAP1982_LOCUS10885|CAD7002393.1|CCAP
OG0002431	LOC117578681|XP_034120199.1|DGUA	CCAP1982_LOCUS20518|CAD7012435.1|CCAP
OG0002433	LOC117589963|XP_034138156.1|DGUA	CCAP1982_LOCUS2410|CAD6993600.1|CCAP, CCAP1982_LOCUS1379|CAD6992530.1|CCAP
OG0002434	LOC117585802|XP_034131401.1|DGUA	CCAP1982_LOCUS4179|CAD6995464.1|CCAP
OG0002436	LOC117578632|XP_034120129.1|DGUA	CCAP1982_LOCUS20154|CAD7012052.1|CCAP
OG0002438	LOC117591485|XP_034140664.1|DGUA	CCAP1982_LOCUS21115|CAD7013030.1|CCAP, CCAP1982_LOCUS21116|CAD7013031.1|CCAP
OG0002439	LOC117588124|XP_034135092.1|DGUA	CCAP1982_LOCUS6259|CAD6997623.1|CCAP
OG0002440	LOC117580572|XP_034123066.1|DGUA	CCAP1982_LOCUS14196|CAD7005853.1|CCAP
OG0002441	LOC117581293|XP_034124225.1|DGUA	CCAP1982_LOCUS19643|CAD7011555.1|CCAP
OG0002442	LOC117578842|XP_034120516.1|DGUA	CCAP1982_LOCUS19410|CAD7011304.1|CCAP
OG0002444	LOC117591815|XP_034141045.1|DGUA	CCAP1982_LOCUS20887|CAD7012785.1|CCAP
OG0002445	LOC117578711|XP_034120252.1|DGUA	CCAP1982_LOCUS19776|CAD7011692.1|CCAP
OG0002446	LOC117584597|XP_034129529.1|DGUA	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP
OG0002447	LOC117580222|XP_034122520.1|DGUA	CCAP1982_LOCUS14545|CAD7006218.1|CCAP
OG0002448	LOC117592406|XP_034142034.1|DGUA	CCAP1982_LOCUS6875|CAD6998266.1|CCAP
OG0002449	LOC117580050|XP_034122218.1|DGUA	CCAP1982_LOCUS19915|CAD7011805.1|CCAP
OG0002450	LOC117586566|XP_034132617.1|DGUA	CCAP1982_LOCUS4259|CAD6995548.1|CCAP
OG0002451	LOC117592243|XP_034141769.1|DGUA	CCAP1982_LOCUS21043|CAD7012948.1|CCAP
OG0002452	LOC117591846|XP_034141102.1|DGUA	CCAP1982_LOCUS20470|CAD7012376.1|CCAP
OG0002453	LOC117585470|XP_034130855.1|DGUA	CCAP1982_LOCUS21137|CAD7013056.1|CCAP
OG0002454	LOC117589297|XP_034136980.1|DGUA	CCAP1982_LOCUS14790|CAD7006472.1|CCAP
OG0002455	LOC117589293|XP_034136976.1|DGUA	CCAP1982_LOCUS14789|CAD7006471.1|CCAP
OG0002456	LOC117591857|XP_034141118.1|DGUA	CCAP1982_LOCUS21086|CAD7012995.1|CCAP
OG0002457	LOC117590902|XP_034139827.1|DGUA	CCAP1982_LOCUS22622|CAD7014631.1|CCAP, CCAP1982_LOCUS22625|CAD7014634.1|CCAP
OG0002458	LOC117587816|XP_034134664.1|DGUA	CCAP1982_LOCUS14258|CAD7005920.1|CCAP
OG0002459	LOC117592514|XP_034142252.1|DGUA	CCAP1982_LOCUS20558|CAD7012480.1|CCAP, CCAP1982_LOCUS20557|CAD7012479.1|CCAP
OG0002460	LOC117587476|XP_034134098.1|DGUA	CCAP1982_LOCUS19474|CAD7011373.1|CCAP, CCAP1982_LOCUS19477|CAD7011376.1|CCAP
OG0002461	LOC117586182|XP_034131990.1|DGUA	CCAP1982_LOCUS20126|CAD7012016.1|CCAP
OG0002462	LOC117592447|XP_034142183.1|DGUA	CCAP1982_LOCUS21073|CAD7012982.1|CCAP
OG0002463	LOC117584530|XP_034129374.1|DGUA	CCAP1982_LOCUS19586|CAD7011487.1|CCAP
OG0002464	LOC117578865|XP_034120547.1|DGUA	CCAP1982_LOCUS19412|CAD7011306.1|CCAP
OG0002465	LOC117589034|XP_034136556.1|DGUA	CCAP1982_LOCUS19407|CAD7011300.1|CCAP
OG0002466	LOC117590623|XP_034139321.1|DGUA	CCAP1982_LOCUS9881|CAD7001384.1|CCAP
OG0002467	LOC117579963|XP_034122029.1|DGUA	CCAP1982_LOCUS14722|CAD7006402.1|CCAP, CCAP1982_LOCUS14720|CAD7006400.1|CCAP
OG0002468	LOC117579714|XP_034121599.1|DGUA	CCAP1982_LOCUS14379|CAD7006044.1|CCAP, CCAP1982_LOCUS14358|CAD7006023.1|CCAP
OG0002469	LOC117589997|XP_034138169.1|DGUA	CCAP1982_LOCUS2333|CAD6993520.1|CCAP, CCAP1982_LOCUS2754|CAD6993969.1|CCAP
OG0002470	LOC117586993|XP_034133287.1|DGUA	CCAP1982_LOCUS19759|CAD7011674.1|CCAP
OG0002471	LOC117589911|XP_034138079.1|DGUA	CCAP1982_LOCUS20307|CAD7012206.1|CCAP
OG0002472	LOC117581357|XP_034124420.1|DGUA	CCAP1982_LOCUS20039|CAD7011927.1|CCAP
OG0002473	LOC117589288|XP_034137009.1|DGUA	CCAP1982_LOCUS20859|CAD7012755.1|CCAP
OG0002474	LOC117591248|XP_034140318.1|DGUA	CCAP1982_LOCUS14634|CAD7006312.1|CCAP
OG0002475	LOC117591468|XP_034140643.1|DGUA	CCAP1982_LOCUS1091|CAD6992221.1|CCAP
OG0002476	LOC117578616|XP_034120106.1|DGUA	CCAP1982_LOCUS20436|CAD7012342.1|CCAP
OG0002477	LOC117591856|XP_034141115.1|DGUA	CCAP1982_LOCUS19393|CAD7011286.1|CCAP
OG0002478	LOC117582901|XP_034126888.1|DGUA	CCAP1982_LOCUS19375|CAD7011267.1|CCAP
OG0002479	LOC117591798|XP_034140998.1|DGUA	CCAP1982_LOCUS20398|CAD7012302.1|CCAP
OG0002480	LOC117591298|XP_034140389.1|DGUA	CCAP1982_LOCUS20498|CAD7012412.1|CCAP
OG0002482	LOC117581353|XP_034124380.1|DGUA	CCAP1982_LOCUS19873|CAD7011761.1|CCAP
OG0002483	LOC117578420|XP_034119772.1|DGUA	CCAP1982_LOCUS20516|CAD7012433.1|CCAP
OG0002484	LOC117589365|XP_034137166.1|DGUA	CCAP1982_LOCUS23179|CAD7015231.1|CCAP
OG0002485	LOC117592363|XP_034141950.1|DGUA	CCAP1982_LOCUS19385|CAD7011277.1|CCAP
OG0002486	LOC117589266|XP_034136937.1|DGUA	CCAP1982_LOCUS11788|CAD7003327.1|CCAP
OG0002487	LOC117587572|XP_034134289.1|DGUA	CCAP1982_LOCUS5444|CAD6996766.1|CCAP
OG0002488	LOC117585588|XP_034131020.1|DGUA	CCAP1982_LOCUS11706|CAD7003244.1|CCAP
OG0002489	LOC117579635|XP_034121500.1|DGUA	CCAP1982_LOCUS14330|CAD7005994.1|CCAP
OG0002490	LOC117579760|XP_034121706.1|DGUA	CCAP1982_LOCUS19394|CAD7011287.1|CCAP
OG0002491	LOC117579148|XP_034120794.1|DGUA	CCAP1982_LOCUS13991|CAD7005633.1|CCAP
OG0002492	LOC117586913|XP_034133156.1|DGUA	CCAP1982_LOCUS21025|CAD7012928.1|CCAP
OG0002493	LOC117582668|XP_034126493.1|DGUA	CCAP1982_LOCUS19605|CAD7011513.1|CCAP
OG0002494	LOC117586742|XP_034132935.1|DGUA	CCAP1982_LOCUS4432|CAD6995726.1|CCAP
OG0002495	LOC117578712|XP_034120253.1|DGUA	CCAP1982_LOCUS19455|CAD7011352.1|CCAP
OG0002496	LOC117591089|XP_034140080.1|DGUA	CCAP1982_LOCUS346|CAD6991419.1|CCAP
OG0002497	LOC117588927|XP_034136393.1|DGUA	CCAP1982_LOCUS14877|CAD7006563.1|CCAP
OG0002498	LOC117586864|XP_034133052.1|DGUA, LOC117588462|XP_034135642.1|DGUA, LOC117588432|XP_034135604.1|DGUA	CCAP1982_LOCUS13017|CAD7004622.1|CCAP
OG0002499	LOC117588905|XP_034136353.1|DGUA	CCAP1982_LOCUS14754|CAD7006435.1|CCAP
OG0002501	LOC117581844|XP_034125190.1|DGUA	CCAP1982_LOCUS5393|CAD6996710.1|CCAP, CCAP1982_LOCUS5394|CAD6996711.1|CCAP
OG0002502	LOC117589083|XP_034136613.1|DGUA	CCAP1982_LOCUS22470|CAD7014474.1|CCAP
OG0002511	LOC117589613|XP_034137580.1|DGUA	CCAP1982_LOCUS1914|CAD6993087.1|CCAP
OG0002512	LOC117590624|XP_034139325.1|DGUA, LOC117590625|XP_034139327.1|DGUA	CCAP1982_LOCUS10665|CAD7002177.1|CCAP, CCAP1982_LOCUS10662|CAD7002174.1|CCAP
OG0002513	LOC117589734|XP_034137801.1|DGUA	CCAP1982_LOCUS3642|CAD6994907.1|CCAP, CCAP1982_LOCUS3604|CAD6994869.1|CCAP
OG0002516	LOC117591220|XP_034140283.1|DGUA	CCAP1982_LOCUS3198|CAD6994451.1|CCAP
OG0002518	LOC117589895|XP_034138057.1|DGUA	CCAP1982_LOCUS1883|CAD6993051.1|CCAP
OG0002519	LOC117585957|XP_034131656.1|DGUA	CCAP1982_LOCUS20405|CAD7012310.1|CCAP
OG0002522	LOC117589491|XP_034137348.1|DGUA	CCAP1982_LOCUS1874|CAD6993042.1|CCAP
OG0002523	LOC117582724|XP_034126542.1|DGUA	CCAP1982_LOCUS1345|CAD6992493.1|CCAP
OG0002525	LOC117589118|XP_034136687.1|DGUA	CCAP1982_LOCUS11270|CAD7002800.1|CCAP
OG0002526	LOC117589623|XP_034137601.1|DGUA	CCAP1982_LOCUS1599|CAD6992757.1|CCAP
OG0002527	LOC117585306|XP_034130627.1|DGUA	CCAP1982_LOCUS1032|CAD6992154.1|CCAP
OG0002529	LOC117585024|XP_034130157.1|DGUA	CCAP1982_LOCUS4211|CAD6995498.1|CCAP
OG0002530	LOC117587948|XP_034134839.1|DGUA	CCAP1982_LOCUS21801|CAD7013778.1|CCAP
OG0002531	LOC117587791|XP_034134627.1|DGUA	CCAP1982_LOCUS6268|CAD6997633.1|CCAP
OG0002532	LOC117590027|XP_034138214.1|DGUA	CCAP1982_LOCUS4166|CAD6995451.1|CCAP
OG0002534	LOC117588447|XP_034135624.1|DGUA	CCAP1982_LOCUS21438|CAD7013371.1|CCAP
OG0002535	LOC117579835|XP_034121824.1|DGUA	CCAP1982_LOCUS14577|CAD7006251.1|CCAP
OG0002536	LOC117585082|XP_034130239.1|DGUA	CCAP1982_LOCUS1617|CAD6992777.1|CCAP
OG0002537	LOC117578558|XP_034120022.1|DGUA	CCAP1982_LOCUS2590|CAD6993792.1|CCAP
OG0002539	LOC117586615|XP_034132715.1|DGUA	CCAP1982_LOCUS21442|CAD7013377.1|CCAP
OG0002541	LOC117580994|XP_034123689.1|DGUA	CCAP1982_LOCUS2218|CAD6993403.1|CCAP
OG0002544	LOC117585735|XP_034131271.1|DGUA	CCAP1982_LOCUS3703|CAD6994972.1|CCAP
OG0002545	LOC117588501|XP_034135704.1|DGUA	CCAP1982_LOCUS13855|CAD7005495.1|CCAP
OG0002551	LOC117583791|XP_034128264.1|DGUA	CCAP1982_LOCUS1167|CAD6992299.1|CCAP
OG0002552	LOC117581801|XP_034125132.1|DGUA	CCAP1982_LOCUS11795|CAD7003335.1|CCAP
OG0002556	LOC117587611|XP_034134352.1|DGUA	CCAP1982_LOCUS6266|CAD6997631.1|CCAP
OG0002558	LOC117585285|XP_034130603.1|DGUA	CCAP1982_LOCUS3869|CAD6995148.1|CCAP
OG0002559	LOC117590089|XP_034138322.1|DGUA	CCAP1982_LOCUS4186|CAD6995470.1|CCAP
OG0002560	LOC117589753|XP_034137825.1|DGUA	CCAP1982_LOCUS2411|CAD6993601.1|CCAP
OG0002561	LOC117589656|XP_034137681.1|DGUA	CCAP1982_LOCUS1044|CAD6992169.1|CCAP
OG0002564	LOC117583409|XP_034127588.1|DGUA	CCAP1982_LOCUS1127|CAD6992258.1|CCAP
OG0002565	LOC117583489|XP_034127718.1|DGUA	CCAP1982_LOCUS3457|CAD6994724.1|CCAP, CCAP1982_LOCUS3458|CAD6994725.1|CCAP
OG0002566	LOC117589629|XP_034137608.1|DGUA	CCAP1982_LOCUS1882|CAD6993050.1|CCAP
OG0002569	LOC117586948|XP_034133209.1|DGUA	CCAP1982_LOCUS3304|CAD6994564.1|CCAP
OG0002570	LOC117589766|XP_034137846.1|DGUA	CCAP1982_LOCUS2127|CAD6993310.1|CCAP
OG0002571	LOC117589539|XP_034137424.1|DGUA	CCAP1982_LOCUS2121|CAD6993304.1|CCAP
OG0002573	LOC117589631|XP_034137611.1|DGUA	CCAP1982_LOCUS2092|CAD6993276.1|CCAP
OG0002574	LOC117589488|XP_034137342.1|DGUA	CCAP1982_LOCUS1876|CAD6993044.1|CCAP
OG0002575	LOC117586746|XP_034132940.1|DGUA	CCAP1982_LOCUS376|CAD6991451.1|CCAP, CCAP1982_LOCUS375|CAD6991449.1|CCAP
OG0002577	LOC117589408|XP_034137229.1|DGUA	CCAP1982_LOCUS12031|CAD7003582.1|CCAP
OG0002578	LOC117582309|XP_034125844.1|DGUA	CCAP1982_LOCUS7878|CAD6999351.1|CCAP
OG0002581	LOC117589835|XP_034137969.1|DGUA	CCAP1982_LOCUS3455|CAD6994722.1|CCAP, CCAP1982_LOCUS3456|CAD6994723.1|CCAP
OG0002582	LOC117585803|XP_034131403.1|DGUA	CCAP1982_LOCUS4118|CAD6995400.1|CCAP
OG0002583	LOC117589559|XP_034137475.1|DGUA	CCAP1982_LOCUS2164|CAD6993346.1|CCAP, CCAP1982_LOCUS2163|CAD6993345.1|CCAP
OG0002584	LOC117579638|XP_034121506.1|DGUA	CCAP1982_LOCUS12898|CAD7004498.1|CCAP
OG0002585	LOC117579642|XP_034121512.1|DGUA	CCAP1982_LOCUS12897|CAD7004497.1|CCAP
OG0002586	LOC117585711|XP_034131239.1|DGUA	CCAP1982_LOCUS1660|CAD6992821.1|CCAP
OG0002587	LOC117585259|XP_034130565.1|DGUA	CCAP1982_LOCUS1157|CAD6992289.1|CCAP
OG0002588	LOC117589741|XP_034137810.1|DGUA	CCAP1982_LOCUS1730|CAD6992895.1|CCAP
OG0002589	LOC117582772|XP_034126628.1|DGUA	CCAP1982_LOCUS2964|CAD6994202.1|CCAP, CCAP1982_LOCUS2965|CAD6994203.1|CCAP
OG0002591	LOC117583530|XP_034127770.1|DGUA	CCAP1982_LOCUS3754|CAD6995024.1|CCAP
OG0002592	LOC117583412|XP_034127591.1|DGUA	CCAP1982_LOCUS2719|CAD6993932.1|CCAP
